Orthogroup	DMEL.longest_only	AALB.longest_only
OG0001048	CG13492|NP_726121.3|DMEL	LOC118463800|XP_035786560.1|AALB, LOC118467828|XP_035794612.1|AALB
OG0001049	CG11357|NP_001097505.1|DMEL	LOC118467134|XP_035793137.1|AALB
OG0001050	Apl|NP_730182.1|DMEL, Arts|NP_001261957.1|DMEL	LOC118466206|XP_035791116.1|AALB
OG0001051	ppk16|NP_001334673.1|DMEL	LOC118458232|XP_035776394.1|AALB
OG0001052	CG17292|NP_609216.1|DMEL	LOC118456651|XP_035773484.1|AALB
OG0001053	NO66|NP_572160.1|DMEL	LOC118468491|XP_035795212.1|AALB
OG0001054	rumi|NP_651095.1|DMEL, CG31139|NP_732797.1|DMEL	LOC118458947|XP_035777823.1|AALB
OG0001055	CG6830|NP_650103.1|DMEL, CG6834|NP_650104.2|DMEL	LOC118457762|XP_035775478.1|AALB, LOC118457761|XP_035775477.1|AALB
OG0001056	Slc25A46b|NP_609864.1|DMEL, Slc25A46a|NP_573096.1|DMEL	LOC118458531|XP_035777002.1|AALB
OG0001057	Aldh|NP_609285.1|DMEL	LOC118456428|XP_035773077.1|AALB
OG0001058	CG2556|NP_572805.1|DMEL	LOC118462874|XP_035784828.1|AALB
OG0001059	Chd3|NP_649111.1|DMEL	LOC118466592|XP_035792047.1|AALB
OG0001073	Tl|NP_001262995.1|DMEL	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB
OG0001074	Mp20|NP_001014522.2|DMEL	LOC118465055|XP_035788830.1|AALB
OG0001077	CG40228|NP_001104426.1|DMEL, CG6244|NP_996099.1|DMEL	LOC118468651|XP_035795571.1|AALB
OG0001078	Cyp18a1|NP_728191.1|DMEL	LOC118461004|XP_035781739.1|AALB, LOC118466508|XP_035791846.1|AALB
OG0001079	pav|NP_477025.1|DMEL	LOC118462980|XP_035785069.1|AALB
OG0001080	Klp61F|NP_476818.1|DMEL	LOC118466686|XP_035792207.1|AALB
OG0001081	CG4572|NP_650836.1|DMEL	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB
OG0001082	exu|NP_725995.1|DMEL	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB
OG0001083	mkg-p|NP_648219.1|DMEL	LOC118463887|XP_035786707.1|AALB
OG0001084	chk|NP_001163063.1|DMEL	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB
OG0001085	Gp210|NP_610184.2|DMEL	LOC118463368|XP_035785785.1|AALB
OG0001086	gammaSnap2|NP_649980.1|DMEL, gammaSnap1|NP_477469.1|DMEL	LOC118466154|XP_035791022.1|AALB
OG0001088	CG13313|NP_648267.1|DMEL	LOC118463537|XP_035786046.1|AALB
OG0001089	CG1316|NP_647887.1|DMEL	LOC118463098|XP_035785279.1|AALB
OG0001090	Awh|NP_001261379.1|DMEL	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB
OG0001092	TfIIS|NP_476967.1|DMEL	LOC118458375|XP_035776670.1|AALB
OG0001093	l_2_34Fc|NP_609710.1|DMEL	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB
OG0001094	CG46301|NP_001334737.1|DMEL	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB
OG0001095	CG7461|NP_611409.2|DMEL	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB
OG0001096	Irk3|NP_001137835.2|DMEL	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB
OG0001097	l_2_41Ab|NP_001104357.1|DMEL	LOC118468054|XP_035794870.1|AALB
OG0001099	AsnS|NP_996132.1|DMEL	LOC118459695|XP_035779229.1|AALB
OG0001100	CG40160|NP_001015213.3|DMEL	LOC118467040|XP_035792918.1|AALB
OG0001101	CG30460|NP_611186.2|DMEL	LOC118465160|XP_035789001.1|AALB
OG0001102	fz|NP_001261836.1|DMEL	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB
OG0001103	Decay|NP_477462.1|DMEL	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB
OG0001104	Den1|NP_001163126.1|DMEL	LOC118466871|XP_035792612.1|AALB
OG0001105	Sec61gamma|NP_608337.1|DMEL, CG8860|NP_610738.1|DMEL	LOC118464948|XP_035788630.1|AALB
OG0001106	pan|NP_726528.2|DMEL	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB
OG0001118	Rrp47|NP_573092.1|DMEL	LOC118464394|XP_035787640.1|AALB
OG0001119	scro|NP_001015473.1|DMEL	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB
OG0001120	p53|NP_996267.1|DMEL	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB
OG0001121	CG30440|NP_610172.1|DMEL	LOC118467126|XP_035793101.1|AALB
OG0001122	Aplip1|NP_728573.1|DMEL	LOC118466831|XP_035792522.1|AALB
OG0001124	MESK4|NP_525017.1|DMEL, CG31274|NP_732186.1|DMEL	LOC118465314|XP_035789323.1|AALB
OG0001125	MFS9|NP_650889.1|DMEL	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB
OG0001127	obst-G|NP_648529.1|DMEL	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB
OG0001128	dpr13|NP_001033956.2|DMEL	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB
OG0001129	CG9044|NP_001260114.1|DMEL	LOC118456467|XP_035773148.1|AALB
OG0001130	TbCMF46|NP_609325.2|DMEL, Ppr-Y|NP_001015502.3|DMEL	LOC118468542|XP_035795318.1|AALB
OG0001131	gw|NP_726596.1|DMEL	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB
OG0001133	spir|NP_724254.1|DMEL	LOC118459323|XP_035778470.1|AALB
OG0001134	hrg|NP_001261097.1|DMEL	LOC118459711|XP_035779262.1|AALB
OG0001135	CG3061|NP_650328.1|DMEL	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB
OG0001136	pum|NP_731314.1|DMEL	LOC118461028|XP_035781783.1|AALB
OG0001137	CG11693|NP_001246985.1|DMEL	LOC118457518|XP_035775055.1|AALB
OG0001138	galene|NP_612084.1|DMEL	LOC118464731|XP_035788215.1|AALB
OG0001139	CG11263|NP_648618.1|DMEL	LOC118465857|XP_035790380.1|AALB
OG0001153	TBPH|NP_477400.1|DMEL, cocoon|NP_648764.1|DMEL	LOC118465049|XP_035788825.1|AALB
OG0001154	Ndf|NP_001188767.1|DMEL	LOC118468672|XP_035795648.1|AALB
OG0001158	cl|NP_608930.1|DMEL	LOC118458274|XP_035776486.1|AALB
OG0001160	CG2767|NP_649757.1|DMEL	LOC118457823|XP_035775591.1|AALB
OG0001162	by|NP_649901.1|DMEL	LOC118458801|XP_035777541.1|AALB
OG0001163	B52|NP_788671.2|DMEL	LOC118458840|XP_035777635.1|AALB
OG0001164	CG13408|NP_651007.1|DMEL	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB
OG0001165	yellow-d|NP_523820.2|DMEL	LOC118468688|XP_035795695.1|AALB
OG0001167	CG12911|NP_001286280.1|DMEL	LOC118464622|XP_035787961.1|AALB
OG0001168	CG5726|NP_611304.1|DMEL	LOC118465527|XP_035789744.1|AALB
OG0001169	CG5162|NP_573202.1|DMEL	LOC118464071|XP_035787014.1|AALB
OG0001170	CG17083|NP_651139.1|DMEL	LOC118460729|XP_035781178.1|AALB
OG0001171	Fhos|NP_001261599.1|DMEL	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB
OG0001172	clt|NP_536784.1|DMEL	LOC118462641|XP_035784382.1|AALB
OG0001173	CG11550|NP_651882.1|DMEL	LOC118457355|XP_035774754.1|AALB, LOC118467405|XP_035793773.1|AALB
OG0001174	CG8219|NP_648038.1|DMEL, Tnpo|NP_477368.1|DMEL	LOC118467301|XP_035793514.1|AALB
OG0001175	P32|NP_611243.1|DMEL	LOC118461601|XP_035783010.1|AALB
OG0001176	tej|NP_610950.2|DMEL	LOC118460499|XP_035780746.1|AALB, LOC118460500|XP_035780747.1|AALB
OG0001177	dl|NP_724054.1|DMEL	LOC118461535|XP_035782864.1|AALB
OG0001178	Cib2|NP_611523.3|DMEL	LOC118456756|XP_035773713.1|AALB
OG0001179	qvr|NP_001137646.1|DMEL	LOC118458722|XP_035777360.1|AALB
OG0001180	Crk|NP_651908.1|DMEL	LOC118468911|XP_035796109.1|AALB
OG0001181	FucTA|NP_648754.2|DMEL	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB
OG0001182	Irk2|NP_001287485.1|DMEL	LOC118456949|XP_035774017.1|AALB, LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB
OG0001183	Jupiter|NP_731599.1|DMEL	LOC118467069|XP_035792999.1|AALB
OG0001185	Tm1|NP_732006.2|DMEL	LOC118457401|XP_035774834.1|AALB
OG0001186	Taf7|NP_649748.1|DMEL	LOC118466562|XP_035791999.1|AALB
OG0001187	CG10151|NP_001137670.1|DMEL	LOC118465218|XP_035789103.1|AALB, LOC118465219|XP_035789104.1|AALB
OG0001188	CG8785|NP_610804.1|DMEL	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB
OG0001189	CG9896|NP_611745.1|DMEL	LOC118463112|XP_035785329.1|AALB, LOC118463485|XP_035785969.1|AALB
OG0001190	CG17167|NP_001015257.2|DMEL	LOC118463984|XP_035786896.1|AALB, LOC118463982|XP_035786887.1|AALB
OG0001191	borr|NP_723450.1|DMEL	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB
OG0001193	RpS20|NP_524421.1|DMEL	LOC118465058|XP_035788833.1|AALB
OG0001194	CG3176|NP_569842.1|DMEL, CG32817|NP_726668.1|DMEL, CG13373|NP_001096858.1|DMEL	LOC118462665|XP_035784454.1|AALB
OG0001195	CG30371|NP_610370.1|DMEL	LOC118467257|XP_035793433.1|AALB
OG0001201	tobi|NP_651391.1|DMEL	LOC118461173|XP_035782076.1|AALB
OG0001202	FucTC|NP_001036320.3|DMEL	LOC118462103|XP_035783994.1|AALB
OG0001203	toy|NP_001368990.1|DMEL	LOC118458443|XP_035776822.1|AALB, LOC118459523|XP_035778877.1|AALB
OG0001204	DNApol-gamma35|NP_001027262.1|DMEL	LOC118463325|XP_035785717.1|AALB
OG0001205	Snm1|NP_649548.1|DMEL	LOC118463845|XP_035786643.1|AALB
OG0001206	Stat92E|NP_001262760.1|DMEL	LOC118462907|XP_035784902.1|AALB
OG0001207	Trf2|NP_001096905.1|DMEL	LOC118462055|XP_035783934.1|AALB
OG0001208	Cht6|NP_001245598.1|DMEL	LOC118468829|XP_035795996.1|AALB
OG0001209	beat-Vc|NP_001356887.1|DMEL	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB
OG0001210	NetA|NP_511154.3|DMEL	LOC118458664|XP_035777259.1|AALB, LOC118456928|XP_035773960.1|AALB
OG0001211	ETHR|NP_650960.2|DMEL	LOC118460819|XP_035781332.1|AALB
OG0001212	CtsB1|NP_572920.1|DMEL	LOC118468555|XP_035795349.1|AALB, LOC118468554|XP_035795348.1|AALB
OG0001213	Pxt|NP_650648.3|DMEL	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB
OG0001214	Nup133|NP_651080.2|DMEL	LOC118459114|XP_035778071.1|AALB
OG0001215	CG1213|NP_649599.1|DMEL	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB
OG0001216	Meltrin|NP_001027575.1|DMEL	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB
OG0001217	Ir40a|NP_610140.4|DMEL	LOC118457400|XP_035774830.1|AALB
OG0001218	bb8|NP_651140.1|DMEL	LOC118460730|XP_035781179.1|AALB
OG0001220	Gadd45|NP_610264.1|DMEL	LOC118467131|XP_035793134.1|AALB
OG0001223	CG3107|NP_001036470.1|DMEL	LOC118463241|XP_035785600.1|AALB
OG0001224	Sod2|NP_476925.1|DMEL	LOC118466057|XP_035790800.1|AALB
OG0001225	Aldh-III|NP_724562.2|DMEL	LOC118465045|XP_035788815.1|AALB
OG0001226	Fpps|NP_477380.1|DMEL	LOC118466987|XP_035792797.1|AALB
OG0001227	Gr28b|NP_995642.1|DMEL	LOC118458780|XP_035777498.1|AALB
OG0001228	CG8952|NP_573072.1|DMEL	LOC118467222|XP_035793365.1|AALB
OG0001229	CG41520|NP_001104019.1|DMEL	LOC118457878|XP_035775694.1|AALB
OG0001230	CG8060|NP_611117.2|DMEL	LOC118458823|XP_035777600.1|AALB
OG0001231	Tif-IA|NP_788084.1|DMEL	LOC118468340|XP_035794992.1|AALB
OG0001232	CG12560|NP_609173.2|DMEL	LOC118459302|XP_035778443.1|AALB
OG0001233	CG46025|NP_001303313.1|DMEL	LOC118458684|XP_035777288.1|AALB
OG0001234	Prosbeta1|NP_652031.2|DMEL	LOC118458826|XP_035777605.1|AALB
OG0001235	nAChRbeta3|NP_525098.1|DMEL	LOC118468919|XP_035796122.1|AALB
OG0001236	Spn77Ba|NP_649205.3|DMEL	LOC118457340|XP_035774731.1|AALB
OG0001237	CG4538|NP_001287413.1|DMEL	LOC118462010|XP_035783840.1|AALB
OG0001238	gro|NP_996298.1|DMEL	LOC118458685|XP_035777293.1|AALB
OG0001239	NijC|NP_001097762.1|DMEL	LOC118467960|XP_035794836.1|AALB, LOC118456572|XP_035773344.1|AALB
OG0001240	CG6142|NP_651466.1|DMEL	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB
OG0001241	CG8501|NP_610771.2|DMEL	LOC118458875|XP_035777718.1|AALB
OG0001242	Pp4-19C|NP_524803.1|DMEL	LOC118457790|XP_035775529.1|AALB
OG0001246	Fmo-1|NP_611859.1|DMEL	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB
OG0001247	p120ctn|NP_001036444.1|DMEL	LOC118466018|XP_035790726.1|AALB
OG0001248	GNBP3|NP_523986.2|DMEL	LOC118465826|XP_035790307.1|AALB
OG0001249	CG1894|NP_651620.1|DMEL, mof|NP_511051.1|DMEL	LOC118463759|XP_035786466.1|AALB
OG0001257	unc-13|NP_001245427.1|DMEL	LOC118469009|XP_035796340.1|AALB
OG0001258	Ctr1B|NP_649790.1|DMEL	LOC118458042|XP_035776057.1|AALB
OG0001259	Klp3A|NP_525053.1|DMEL	LOC118463274|XP_035785643.1|AALB, LOC118467722|XP_035794417.1|AALB
OG0001260	CAH7|NP_649979.1|DMEL	LOC118460936|XP_035781596.1|AALB
OG0001261	Ntf-2r|NP_609878.1|DMEL, Ntf-2|NP_608422.1|DMEL	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB
OG0001263	CycB3|NP_651303.2|DMEL	LOC118465872|XP_035790398.1|AALB
OG0001264	CG10019|NP_001368961.1|DMEL	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB
OG0001266	rad50|NP_001246461.1|DMEL	LOC118457732|XP_035775418.1|AALB
OG0001267	CG7084|NP_651016.1|DMEL	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB
OG0001269	wal|NP_476975.1|DMEL	LOC118458301|XP_035776522.1|AALB
OG0001270	CG2926|NP_649554.1|DMEL	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB
OG0001271	CG12920|NP_610550.1|DMEL	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB
OG0001273	Eh|NP_524386.1|DMEL	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB
OG0001274	Cyp305a1|NP_649151.1|DMEL	LOC118466941|XP_035792733.1|AALB
OG0001276	Mul1|NP_647847.1|DMEL	LOC118467508|XP_035793953.1|AALB
OG0001277	Or63a|NP_523895.2|DMEL	LOC118463487|XP_035785971.1|AALB
OG0001278	Prps|NP_729528.2|DMEL	LOC118467600|XP_035794181.1|AALB
OG0001279	RpS17|NP_524002.1|DMEL	LOC118467611|XP_035794206.1|AALB
OG0001280	CG13876|NP_612009.1|DMEL	LOC118464283|XP_035787451.1|AALB
OG0001281	Cpr62Bb|NP_001137869.1|DMEL	LOC118464877|XP_035788512.1|AALB
OG0001282	CG3165|NP_608732.1|DMEL	LOC118463127|XP_035785377.1|AALB
OG0001283	CG8414|NP_611084.2|DMEL	LOC118463747|XP_035786435.1|AALB
OG0001284	Scp1|NP_001263160.1|DMEL	LOC118460504|XP_035780751.1|AALB
OG0001285	Gale|NP_612044.1|DMEL	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB
OG0001286	CG31676|NP_652593.3|DMEL	LOC118457587|XP_035775168.1|AALB
OG0001287	CG31344|NP_650433.1|DMEL	LOC118463595|XP_035786147.1|AALB
OG0001288	Pkg21D|NP_477213.1|DMEL	LOC118457380|XP_035774808.1|AALB
OG0001290	Msp300|NP_001188695.1|DMEL	LOC118460506|XP_035780752.1|AALB
OG0001291	Nap1|NP_477128.1|DMEL	LOC118460352|XP_035780485.1|AALB
OG0001292	Pgant9|NP_001097342.1|DMEL	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB
OG0001293	mRpL33|NP_524981.2|DMEL	LOC118468502|XP_035795229.1|AALB
OG0001294	Kap-alpha3|NP_731377.1|DMEL	LOC118456945|XP_035774009.1|AALB
OG0001295	CCT6|NP_573066.1|DMEL	LOC118468446|XP_035795109.1|AALB
OG0001296	Ugt50B3|NP_001260710.1|DMEL	LOC118457243|XP_035774518.1|AALB
OG0001297	Saf-B|NP_733041.2|DMEL	LOC118459854|XP_035779518.1|AALB
OG0001298	SIFaR|NP_001163674.1|DMEL	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB
OG0001299	Con|NP_001246635.1|DMEL	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB
OG0001300	Tctp|NP_650048.1|DMEL	LOC118459364|XP_035778556.1|AALB
OG0001301	CG11236|NP_609075.1|DMEL	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB
OG0001302	CG8654|NP_611451.1|DMEL	LOC118461957|XP_035783751.1|AALB
OG0001303	EMC2A|NP_650581.1|DMEL, EMC2B|NP_650580.1|DMEL	LOC118458916|XP_035777776.1|AALB
OG0001304	RN-tre|NP_652381.1|DMEL	LOC118460328|XP_035780432.1|AALB
OG0001305	CRMP|NP_730954.2|DMEL	LOC118457357|XP_035774756.1|AALB
OG0001306	modSP|NP_536776.2|DMEL	LOC118457402|XP_035774859.1|AALB
OG0001307	Rcc1|NP_523943.1|DMEL	LOC118459515|XP_035778850.1|AALB
OG0001308	CG2924|NP_569994.1|DMEL	LOC118461312|XP_035782395.1|AALB
OG0001309	CG14882|NP_650544.1|DMEL	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB
OG0001311	Bx|NP_001259687.1|DMEL	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB
OG0001312	Elo68beta|NP_001097580.1|DMEL, Elo68alpha|NP_729666.2|DMEL	LOC118464188|XP_035787233.1|AALB
OG0001313	SMC2|NP_610995.1|DMEL	LOC118464219|XP_035787284.1|AALB
OG0001314	GatC|NP_001027263.1|DMEL	LOC118463333|XP_035785730.1|AALB
OG0001315	CG4325|NP_569969.1|DMEL	LOC118468527|XP_035795288.1|AALB
OG0001316	CG10916|NP_611303.1|DMEL	LOC118465245|XP_035789159.1|AALB
OG0001326	Fer2LCH|NP_001263106.1|DMEL	LOC118461381|XP_035782530.1|AALB
OG0001328	CycD|NP_523355.2|DMEL	LOC118464706|XP_035788125.1|AALB
OG0001329	CG9723|NP_573142.1|DMEL	LOC118460972|XP_035781678.1|AALB
OG0001330	mud|NP_727769.3|DMEL	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB
OG0001331	CG14780|NP_569920.2|DMEL	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB
OG0001332	CG16700|NP_573191.1|DMEL	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB
OG0001333	OtopLb|NP_608758.1|DMEL	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB
OG0001334	CDase|NP_651797.1|DMEL	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB
OG0001335	Ect3|NP_650142.1|DMEL	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB
OG0001337	Ubr1|NP_573184.1|DMEL	LOC118457682|XP_035775340.1|AALB
OG0001338	Sply|NP_652032.1|DMEL	LOC118458991|XP_035777882.1|AALB
OG0001339	Lac|NP_523713.2|DMEL	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB
OG0001340	Dbp80|NP_001263168.1|DMEL	LOC118458161|XP_035776256.1|AALB
OG0001341	CG13630|NP_651281.1|DMEL	LOC118458126|XP_035776201.1|AALB
OG0001344	5-HT7|NP_524599.1|DMEL	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB
OG0001345	CG12811|NP_649972.1|DMEL	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB
OG0001346	CG16734|NP_649872.2|DMEL	LOC118460211|XP_035780218.1|AALB
OG0001347	CG14613|NP_608463.1|DMEL	LOC118456588|XP_035773378.1|AALB
OG0001348	Rai1|NP_996492.1|DMEL	LOC118467737|XP_035794437.1|AALB
OG0001349	CG7120|NP_001246667.1|DMEL	LOC118467457|XP_035793858.1|AALB
OG0001350	CG7560|NP_648462.1|DMEL	LOC118467767|XP_035794488.1|AALB
OG0001351	CG12129|NP_610545.1|DMEL	LOC118464619|XP_035787957.1|AALB
OG0001352	Src42A|NP_610191.2|DMEL	LOC118466479|XP_035791754.1|AALB
OG0001353	CG7272|NP_648768.1|DMEL	LOC118459943|XP_035779714.1|AALB, LOC118464453|XP_035787733.1|AALB
OG0001354	retn|NP_788434.1|DMEL	LOC118466957|XP_035792751.1|AALB
OG0001355	RpS24|NP_611693.1|DMEL	LOC118463066|XP_035785216.1|AALB
OG0001356	Tpc1|NP_650034.1|DMEL	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB
OG0001357	Mcad|NP_648149.1|DMEL	LOC118465108|XP_035788945.1|AALB
OG0001358	ftz-f1|NP_524143.2|DMEL	LOC118466506|XP_035791828.1|AALB
OG0001359	Spn27A|NP_652024.1|DMEL	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB
OG0001360	eIF3j|NP_610541.1|DMEL	LOC118462579|XP_035784280.1|AALB
OG0001361	CNMaR|NP_001027122.2|DMEL	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB
OG0001362	Ubc4|NP_524010.2|DMEL	LOC118467608|XP_035794202.1|AALB
OG0001363	Vha13|NP_477437.1|DMEL	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB
OG0001364	luna|NP_001260879.1|DMEL	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB
OG0001365	BI-1|NP_648205.1|DMEL	LOC118464898|XP_035788551.1|AALB
OG0001367	CG33143|NP_001368934.1|DMEL	LOC118467236|XP_035793387.1|AALB
OG0001368	Hydr1|NP_610459.2|DMEL	LOC118464370|XP_035787602.1|AALB
OG0001369	Ndc80|NP_572902.1|DMEL	LOC118463125|XP_035785375.1|AALB
OG0001370	CG3520|NP_611792.1|DMEL	LOC118463513|XP_035786008.1|AALB
OG0001371	CG17684|NP_001015352.3|DMEL	LOC118462782|XP_035784652.1|AALB
OG0001372	Stacl|NP_001260996.1|DMEL	LOC118465741|XP_035790096.1|AALB
OG0001373	DIP-theta|NP_723103.1|DMEL	LOC118469078|XP_035796453.1|AALB
OG0001374	Sps1|NP_725374.1|DMEL	LOC118460501|XP_035780748.1|AALB
OG0001376	Smyd4-3|NP_725048.1|DMEL	LOC118468385|XP_035795038.1|AALB
OG0001377	Snoo|NP_001097115.1|DMEL	LOC118459042|XP_035777956.1|AALB
OG0001378	TTLL3B|NP_609068.2|DMEL	LOC118457312|XP_035774691.1|AALB
OG0001379	drm|NP_001285590.1|DMEL	LOC118457594|XP_035775183.1|AALB
OG0001380	ZnT41F|NP_610185.1|DMEL	LOC118460719|XP_035781157.1|AALB
OG0001381	csul|NP_477184.1|DMEL	LOC118461747|XP_035783354.1|AALB
OG0001382	toc|NP_477153.1|DMEL	LOC118459816|XP_035779454.1|AALB
OG0001383	Tom7|NP_610433.1|DMEL	LOC118461252|XP_035782261.1|AALB
OG0001384	amd|NP_724162.1|DMEL	LOC118456735|XP_035773678.1|AALB
OG0001385	Pka-C1|NP_476977.1|DMEL	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB
OG0001387	CG5958|NP_609119.2|DMEL	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB
OG0001388	bsk|NP_723541.1|DMEL	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB
OG0001389	beat-IV|NP_001262876.1|DMEL	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB
OG0001390	Gs1l|NP_477229.3|DMEL	LOC118458124|XP_035776197.1|AALB
OG0001391	AsnRS|NP_609948.1|DMEL	LOC118459337|XP_035778502.1|AALB
OG0001392	CG10803|NP_570064.1|DMEL	LOC118468995|XP_035796313.1|AALB
OG0001393	RpL30|NP_524687.1|DMEL	LOC118461806|XP_035783445.1|AALB
OG0001394	rho-5|NP_995679.1|DMEL	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB
OG0001395	Caf1-55|NP_524354.1|DMEL	LOC118461065|XP_035781850.1|AALB
OG0001396	CG12123|NP_572478.1|DMEL	LOC118461617|XP_035783052.1|AALB
OG0001397	dpr4|NP_001014616.2|DMEL	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB
OG0001399	Nipped-A|NP_001097192.2|DMEL	LOC118467164|XP_035793213.1|AALB
OG0001400	CG7966|NP_650256.2|DMEL	LOC118467333|XP_035793580.1|AALB
OG0001401	obst-F|NP_649186.1|DMEL	LOC118465172|XP_035789027.1|AALB
OG0001402	CG10516|NP_648819.2|DMEL	LOC118462786|XP_035784666.1|AALB
OG0001403	Oat|NP_649139.1|DMEL	LOC118465458|XP_035789641.1|AALB
OG0001404	bbc|NP_001246300.1|DMEL	LOC118466099|XP_035790907.1|AALB
OG0001405	NtR|NP_651958.2|DMEL	LOC118462520|XP_035784158.1|AALB
OG0001406	Tim8|NP_572713.1|DMEL	LOC118467314|XP_035793542.1|AALB
OG0001407	CG33051|NP_788522.1|DMEL	LOC118462750|XP_035784606.1|AALB
OG0001408	CG8299|NP_611066.1|DMEL	LOC118459018|XP_035777913.1|AALB
OG0001429	PK1-R|NP_001247089.1|DMEL	LOC118462353|XP_035784012.1|AALB
OG0001430	sqd|NP_731825.1|DMEL	LOC118463054|XP_035785198.1|AALB, LOC118462484|XP_035784114.1|AALB
