Orthogroup	DMEL.longest_only	CPIP.longest_only
OG0000873	olf413|NP_730711.3|DMEL	LOC120414951|XP_039432215.1|CPIP, LOC120423917|XP_039443832.1|CPIP, LOC120414941|XP_039432205.1|CPIP
OG0000874	CG6978|NP_572188.1|DMEL, Picot|NP_725600.1|DMEL	LOC120423682|XP_039443508.1|CPIP
OG0000875	Tom20|NP_649169.3|DMEL	LOC120429100|XP_039450197.1|CPIP
OG0000882	CG34325|NP_001097003.1|DMEL, CG31624|NP_724318.1|DMEL, CG31988|NP_610098.1|DMEL	LOC120415611|XP_039433139.1|CPIP
OG0000883	CG9400|NP_572957.1|DMEL	LOC120419054|XP_039437562.1|CPIP, LOC120420051|XP_039438897.1|CPIP, LOC120425029|XP_039445334.1|CPIP, LOC120421899|XP_039441131.1|CPIP, LOC120420379|XP_039439326.1|CPIP
OG0000884	CG3251|NP_608851.1|DMEL, otu|NP_511089.2|DMEL	LOC120427201|XP_039447995.1|CPIP
OG0000885	euc|NP_001247188.1|DMEL	LOC120424055|XP_039444010.1|CPIP, LOC120424044|XP_039444000.1|CPIP, LOC120424045|XP_039444001.1|CPIP
OG0000887	CG42249|NP_572684.2|DMEL	LOC120420686|XP_039439715.1|CPIP, LOC120420673|XP_039439704.1|CPIP, LOC120425775|XP_039446321.1|CPIP
OG0000888	RhoGEF3|NP_612024.4|DMEL	LOC120412402|XP_039428795.1|CPIP
OG0000889	CG11370|NP_649408.1|DMEL	LOC120418561|XP_039436926.1|CPIP
OG0000890	CycB|NP_726244.1|DMEL	LOC120422694|XP_039442137.1|CPIP
OG0000891	CG9254|NP_609664.1|DMEL, dmGlut|NP_620115.2|DMEL	LOC120413113|XP_039429753.1|CPIP
OG0000892	CG6168|NP_648459.1|DMEL, isoQC|NP_788550.1|DMEL	LOC120428476|XP_039449427.1|CPIP
OG0000893	Ir84a|NP_649720.2|DMEL	LOC120414042|XP_039431000.1|CPIP, LOC120415367|XP_039432803.1|CPIP, LOC120413619|XP_039430463.1|CPIP, LOC120414024|XP_039430983.1|CPIP, LOC120414031|XP_039430990.1|CPIP, LOC120413628|XP_039430476.1|CPIP
OG0000894	Tailor|NP_001262327.1|DMEL	LOC120412970|XP_039429552.1|CPIP
OG0000895	JhI-26|NP_523761.2|DMEL	LOC120430631|XP_039451660.1|CPIP, LOC120431041|XP_039452126.1|CPIP
OG0000896	CG15710|NP_611122.1|DMEL, CG3847|NP_572317.2|DMEL	LOC120422176|XP_039441485.1|CPIP
OG0000907	CG16787|NP_611857.3|DMEL	LOC120422532|XP_039441927.1|CPIP
OG0000909	TfIIA-S-2|NP_569877.1|DMEL, TfIIA-S|NP_524467.1|DMEL	LOC120424456|XP_039444523.1|CPIP
OG0000910	Rbp1|NP_731510.1|DMEL, Rbp1-like|NP_001188585.1|DMEL	LOC120432597|XP_039453770.1|CPIP
OG0000911	sub|NP_611260.1|DMEL	LOC120417462|XP_039435459.1|CPIP
OG0000912	CG18081|NP_648807.1|DMEL, CG15715|NP_648808.1|DMEL	LOC120418557|XP_039436921.1|CPIP
OG0000913	sowah|NP_001137943.2|DMEL	LOC120418826|XP_039437276.1|CPIP
OG0000914	Cpr49Ag|NP_610776.1|DMEL	LOC120418298|XP_039436562.1|CPIP, LOC120418292|XP_039436556.1|CPIP, LOC120418291|XP_039436554.1|CPIP, LOC120418294|XP_039436558.1|CPIP, LOC120418293|XP_039436557.1|CPIP, LOC120419858|XP_039438629.1|CPIP
OG0000915	CG15708|NP_611104.3|DMEL, CG12684|NP_572173.1|DMEL	LOC120416134|XP_039433742.1|CPIP, LOC120423137|XP_039442750.1|CPIP
OG0000916	Pvr|NP_001162911.1|DMEL	LOC120419180|XP_039437774.1|CPIP, LOC120419181|XP_039437782.1|CPIP
OG0000917	Pzl|NP_001303493.1|DMEL, Piezo|NP_001303314.1|DMEL	LOC120414568|XP_039431721.1|CPIP
OG0000918	CG17508|NP_652101.2|DMEL, CG15403|NP_608749.2|DMEL	LOC120420514|XP_039439508.1|CPIP, LOC120413898|XP_039430809.1|CPIP
OG0000920	CG15347|NP_001188562.1|DMEL	LOC120415401|XP_039432861.1|CPIP, LOC120415381|XP_039432839.1|CPIP, LOC120415349|XP_039432772.1|CPIP, LOC120415392|XP_039432852.1|CPIP, LOC120415348|XP_039432771.1|CPIP, LOC120415389|XP_039432846.1|CPIP, LOC120430879|XP_039451942.1|CPIP
OG0000921	ph-p|NP_476871.2|DMEL, ph-d|NP_524794.2|DMEL	LOC120413978|XP_039430918.1|CPIP
OG0000922	CG1299|NP_647862.1|DMEL	LOC120422036|XP_039441299.1|CPIP
OG0000923	CG5103|NP_649036.1|DMEL, CG8036|NP_649812.2|DMEL	LOC120423161|XP_039442776.1|CPIP, LOC120429725|XP_039450705.1|CPIP
OG0000924	Tis11|NP_511141.2|DMEL	LOC120418575|XP_039436954.1|CPIP
OG0000925	Npc2h|NP_651824.1|DMEL, Npc2g|NP_651823.1|DMEL	LOC120423899|XP_039443814.1|CPIP, LOC120423887|XP_039443795.1|CPIP
OG0000935	Doa|NP_001014681.2|DMEL	LOC120413347|XP_039430059.1|CPIP
OG0000936	CG41128|NP_001015402.3|DMEL, CG12479|NP_652484.1|DMEL	LOC120424541|XP_039444639.1|CPIP
OG0000937	spz|NP_524526.1|DMEL	LOC120421436|XP_039440578.1|CPIP, LOC120423044|XP_039442646.1|CPIP
OG0000938	RpL37b|NP_611757.1|DMEL, RpL37a|NP_573005.1|DMEL	LOC120418068|XP_039436262.1|CPIP
OG0000939	r2d2|NP_609152.1|DMEL	LOC120429750|XP_039451052.1|CPIP
OG0000941	RpS28a|NP_651764.1|DMEL, RpS28b|NP_572568.1|DMEL	LOC120416887|XP_039434719.1|CPIP
OG0000942	CG33054|NP_788553.1|DMEL	LOC120420666|XP_039439697.1|CPIP
OG0000943	Tret1-1|NP_610693.1|DMEL, Tret1-2|NP_610694.1|DMEL	LOC120419988|XP_039438800.1|CPIP
OG0000944	ben|NP_511150.1|DMEL, CG3473|NP_609715.1|DMEL	LOC120414476|XP_039431604.1|CPIP
OG0000945	CG9119|NP_612081.1|DMEL, CG32335|NP_728575.2|DMEL	LOC120422285|XP_039441609.1|CPIP
OG0000946	Spn28Dc|NP_609172.1|DMEL	LOC120428439|XP_039449389.1|CPIP, LOC120427626|XP_039448449.1|CPIP
OG0000947	EbpIII|NP_524966.1|DMEL	LOC120427061|XP_039447834.1|CPIP, LOC120421155|XP_039440279.1|CPIP, LOC120421145|XP_039440268.1|CPIP, LOC120421144|XP_039440267.1|CPIP
OG0000948	CycJ|NP_523903.1|DMEL	LOC120413180|XP_039429827.1|CPIP
OG0000949	IP3K2|NP_572873.2|DMEL	LOC120419243|XP_039437835.1|CPIP, LOC120419259|XP_039437851.1|CPIP
OG0000950	Shawn|NP_001285448.1|DMEL, CG2616|NP_649731.1|DMEL	LOC120423626|XP_039443431.1|CPIP
OG0000951	Prosalpha2|NP_524328.1|DMEL	LOC120424899|XP_039445123.1|CPIP, LOC120432196|XP_039453284.1|CPIP
OG0000952	WDY|NP_001303588.1|DMEL, CG34164|NP_001097152.1|DMEL	LOC120417629|XP_039435675.1|CPIP
OG0000963	CG15043|NP_573300.1|DMEL	LOC120432205|XP_039453301.1|CPIP, LOC120432197|XP_039453288.1|CPIP, LOC120432186|XP_039453264.1|CPIP
OG0000964	CG15042|NP_573308.1|DMEL, krimp|NP_611103.2|DMEL	LOC120432247|XP_039453355.1|CPIP, LOC120425740|XP_039446280.1|CPIP
OG0000965	t|NP_572543.1|DMEL	LOC120412464|XP_039428876.1|CPIP
OG0000966	DJ-1alpha|NP_610916.1|DMEL, dj-1beta|NP_651825.4|DMEL	LOC120418083|XP_039436275.1|CPIP, LOC120419866|XP_039438651.1|CPIP
OG0000968	Mipp1|NP_524109.2|DMEL	LOC120413224|XP_039429884.1|CPIP, LOC120413265|XP_039429927.1|CPIP
OG0000969	Prosalpha3|NP_476691.1|DMEL, Prosalpha3T|NP_651843.1|DMEL	LOC120422701|XP_039442146.1|CPIP
OG0000970	mil|NP_651592.2|DMEL	LOC120412746|XP_039429272.1|CPIP, LOC120414836|XP_039432096.1|CPIP, LOC120416782|XP_039434584.1|CPIP
OG0000971	CG31810|NP_724023.1|DMEL, CG31809|NP_001097168.1|DMEL, CG13284|NP_724022.2|DMEL	LOC120412655|XP_039429144.1|CPIP, LOC120420893|XP_039439948.1|CPIP
OG0000972	CG13295|NP_648021.1|DMEL, CG2854|NP_569999.1|DMEL	LOC120415719|XP_039433248.1|CPIP
OG0000973	CG3526|NP_726832.2|DMEL	LOC120415145|XP_039432513.1|CPIP, LOC120415146|XP_039432515.1|CPIP, LOC120429862|XP_039450871.1|CPIP
OG0000974	Gr64b|NP_728921.1|DMEL	LOC120415931|XP_039433510.1|CPIP, LOC120415915|XP_039433495.1|CPIP, LOC120415929|XP_039433509.1|CPIP, LOC120415934|XP_039433514.1|CPIP, LOC120415935|XP_039433515.1|CPIP
OG0000975	sea|NP_001027175.1|DMEL	LOC120424400|XP_039444433.1|CPIP
OG0000978	CG11825|NP_001260865.1|DMEL	LOC120414919|XP_039432185.1|CPIP
OG0000988	zuc|NP_609530.1|DMEL	LOC120421063|XP_039440142.1|CPIP
OG0000990	RpS10a|NP_651576.1|DMEL, RpS10b|NP_608324.1|DMEL	LOC120420232|XP_039439155.1|CPIP
OG0000991	CG33181|NP_001096908.1|DMEL	LOC120422538|XP_039441935.1|CPIP, LOC120417786|XP_039435882.1|CPIP
OG0000992	CG33474|NP_995800.1|DMEL, CG13827|NP_001247263.1|DMEL	LOC120423852|XP_039443737.1|CPIP
OG0000993	Rpp14a|NP_001097977.1|DMEL, Rpp14b|NP_651769.1|DMEL	LOC120430226|XP_039451240.1|CPIP
OG0000994	CG4666|NP_572292.1|DMEL	LOC120424683|XP_039444794.1|CPIP, LOC120424625|XP_039444724.1|CPIP
OG0000995	qjt|NP_648987.1|DMEL, CG42300|NP_727865.2|DMEL, CG42299|NP_727866.2|DMEL, cerv|NP_573043.1|DMEL	LOC120427566|XP_039448374.1|CPIP
OG0000996	PI31|NP_610715.1|DMEL	LOC120427074|XP_039447850.1|CPIP
OG0000997	Drl-2|NP_610835.2|DMEL	LOC120420924|XP_039439987.1|CPIP
OG0000998	mthl10|NP_788446.2|DMEL	LOC120424650|XP_039444755.1|CPIP, LOC120424647|XP_039444749.1|CPIP
OG0000999	RpL22-like|NP_611771.1|DMEL, RpL22|NP_477134.1|DMEL	LOC120423615|XP_039443416.1|CPIP
OG0001000	conu|NP_001036454.1|DMEL	LOC120424549|XP_039444648.1|CPIP
OG0001001	unc-5|NP_611033.2|DMEL	LOC120419379|XP_039437985.1|CPIP, LOC120419368|XP_039437971.1|CPIP, LOC120428792|XP_039449824.1|CPIP
OG0001002	Ugt301D1|NP_609882.1|DMEL	LOC120420795|XP_039439844.1|CPIP, LOC120420762|XP_039439801.1|CPIP, LOC120419729|XP_039438460.1|CPIP
OG0001003	UQCR-11|NP_001163852.1|DMEL, UQCR-11L|NP_724697.1|DMEL	LOC120417872|XP_039436027.1|CPIP
OG0001004	p24-2|NP_788617.1|DMEL, eca|NP_788616.1|DMEL	LOC120427940|XP_039448820.1|CPIP
OG0001006	RpL10Aa|NP_650410.1|DMEL, RpL10Ab|NP_648514.1|DMEL	LOC120412343|XP_039428677.1|CPIP
OG0001007	eEF5|NP_611878.1|DMEL	LOC120412364|XP_039428722.1|CPIP
OG0001008	UQCR-14L|NP_651614.1|DMEL, UQCR-14|NP_573110.1|DMEL	LOC120425096|XP_039445425.1|CPIP
OG0001009	RpL34b|NP_649887.1|DMEL, RpL34a|NP_651460.2|DMEL	LOC120422414|XP_039441762.1|CPIP
OG0001019	RYa-R|NP_001287552.1|DMEL	LOC120431968|XP_039453040.1|CPIP, LOC120426070|XP_039446688.1|CPIP, LOC120420148|XP_039439078.1|CPIP
OG0001020	GstT3|NP_001162808.1|DMEL	LOC120432292|XP_039453413.1|CPIP, LOC120432291|XP_039453412.1|CPIP, LOC120432246|XP_039453354.1|CPIP, LOC120432290|XP_039453411.1|CPIP
OG0001021	Tsp|NP_001137802.1|DMEL	LOC120414374|XP_039431472.1|CPIP, LOC120415238|XP_039432635.1|CPIP, LOC120422475|XP_039441864.1|CPIP, LOC120422464|XP_039441851.1|CPIP
OG0001022	ATPsynepsilonL|NP_001097736.1|DMEL, sun|NP_524682.1|DMEL	LOC120418094|XP_039436296.1|CPIP, LOC120419901|XP_039438703.1|CPIP
OG0001024	CG31075|NP_001247324.1|DMEL	LOC120427860|XP_039448711.1|CPIP, LOC120418640|XP_039437020.1|CPIP
OG0001025	CAH2|NP_648555.1|DMEL	LOC120425358|XP_039445799.1|CPIP, LOC120429619|XP_039450584.1|CPIP
OG0001026	CG14763|NP_610340.1|DMEL	LOC120422301|XP_039441626.1|CPIP, LOC120422302|XP_039441627.1|CPIP
OG0001027	Indy|NP_730363.2|DMEL	LOC120416048|XP_039433643.1|CPIP, LOC120423608|XP_039443408.1|CPIP, LOC120423611|XP_039443410.1|CPIP, LOC120416052|XP_039433646.1|CPIP
OG0001028	UK114|NP_609747.1|DMEL	LOC120427120|XP_039447907.1|CPIP, LOC120425132|XP_039445491.1|CPIP
OG0001029	cag|NP_477207.1|DMEL	LOC120428402|XP_039449350.1|CPIP, LOC120423780|XP_039443632.1|CPIP, LOC120419109|XP_039437637.1|CPIP, LOC120417576|XP_039435621.1|CPIP
OG0001031	CG42748|NP_001260684.1|DMEL	LOC120422610|XP_039442034.1|CPIP
OG0001032	klhl10|NP_001015100.2|DMEL	LOC120420748|XP_039439778.1|CPIP
OG0001033	BoYb|NP_649430.1|DMEL	LOC120412515|XP_039428945.1|CPIP
OG0001042	Cyp4c3|NP_524598.1|DMEL	LOC120415636|XP_039433169.1|CPIP, LOC120415634|XP_039433167.1|CPIP
OG0001043	CG7860|NP_573039.1|DMEL	LOC120428461|XP_039449409.1|CPIP, LOC120428460|XP_039449408.1|CPIP
OG0001044	tor|NP_476762.1|DMEL	LOC120430637|XP_039451667.1|CPIP, LOC120414295|XP_039431364.1|CPIP, LOC120431058|XP_039452146.1|CPIP, LOC120423322|XP_039443017.1|CPIP, LOC120426241|XP_039446912.1|CPIP
OG0001045	ADPS|NP_611006.1|DMEL	LOC120418895|XP_039437360.1|CPIP, LOC120418897|XP_039437362.1|CPIP, LOC120418896|XP_039437361.1|CPIP
OG0001046	CG30108|NP_725705.2|DMEL, CG30109|NP_725706.1|DMEL	LOC120414288|XP_039431353.1|CPIP
OG0001047	cid|NP_523730.2|DMEL	LOC120419261|XP_039437850.1|CPIP
OG0001048	CG13492|NP_726121.3|DMEL	LOC120427460|XP_039448272.1|CPIP, LOC120415347|XP_039432770.1|CPIP, LOC120415491|XP_039432993.1|CPIP
OG0001049	CG11357|NP_001097505.1|DMEL	LOC120418908|XP_039437369.1|CPIP
OG0001050	Apl|NP_730182.1|DMEL, Arts|NP_001261957.1|DMEL	LOC120424973|XP_039445263.1|CPIP
OG0001051	ppk16|NP_001334673.1|DMEL	LOC120428680|XP_039449673.1|CPIP
OG0001052	CG17292|NP_609216.1|DMEL	LOC120423094|XP_039442705.1|CPIP
OG0001053	NO66|NP_572160.1|DMEL	LOC120414310|XP_039431383.1|CPIP
OG0001054	rumi|NP_651095.1|DMEL, CG31139|NP_732797.1|DMEL	LOC120426826|XP_039447547.1|CPIP
OG0001056	Slc25A46b|NP_609864.1|DMEL, Slc25A46a|NP_573096.1|DMEL	LOC120418272|XP_039436525.1|CPIP
OG0001057	Aldh|NP_609285.1|DMEL	LOC120430572|XP_039451611.1|CPIP
OG0001058	CG2556|NP_572805.1|DMEL	LOC120416636|XP_039434382.1|CPIP
OG0001059	Chd3|NP_649111.1|DMEL	LOC120415206|XP_039432595.1|CPIP
OG0001073	Tl|NP_001262995.1|DMEL	LOC120431391|XP_039452478.1|CPIP
OG0001074	Mp20|NP_001014522.2|DMEL	LOC120414966|XP_039432232.1|CPIP
OG0001077	CG40228|NP_001104426.1|DMEL, CG6244|NP_996099.1|DMEL	LOC120425417|XP_039445881.1|CPIP
OG0001078	Cyp18a1|NP_728191.1|DMEL	LOC120417092|XP_039435005.1|CPIP, LOC120418041|XP_039436223.1|CPIP
OG0001079	pav|NP_477025.1|DMEL	LOC120413721|XP_039430582.1|CPIP
OG0001080	Klp61F|NP_476818.1|DMEL	LOC120424184|XP_039444173.1|CPIP
OG0001081	CG4572|NP_650836.1|DMEL	LOC120424185|XP_039444176.1|CPIP, LOC120422819|XP_039442287.1|CPIP
OG0001082	exu|NP_725995.1|DMEL	LOC120422638|XP_039442070.1|CPIP
OG0001083	mkg-p|NP_648219.1|DMEL	LOC120424383|XP_039444416.1|CPIP
OG0001084	chk|NP_001163063.1|DMEL	LOC120414378|XP_039431483.1|CPIP, LOC120428045|XP_039448942.1|CPIP, LOC120415730|XP_039433256.1|CPIP
OG0001085	Gp210|NP_610184.2|DMEL	LOC120429944|XP_039450976.1|CPIP
OG0001086	gammaSnap2|NP_649980.1|DMEL, gammaSnap1|NP_477469.1|DMEL	LOC120420100|XP_039438981.1|CPIP
OG0001087	cmet|NP_524993.3|DMEL, cana|NP_001027247.1|DMEL	LOC120412412|XP_039428808.1|CPIP
OG0001088	CG13313|NP_648267.1|DMEL	LOC120418521|XP_039436891.1|CPIP, LOC120414624|XP_039431791.1|CPIP
OG0001089	CG1316|NP_647887.1|DMEL	LOC120424839|XP_039445003.1|CPIP
OG0001090	Awh|NP_001261379.1|DMEL	LOC120423504|XP_039443279.1|CPIP, LOC120423512|XP_039443287.1|CPIP, LOC120431958|XP_039453026.1|CPIP, LOC120423513|XP_039443290.1|CPIP
OG0001092	TfIIS|NP_476967.1|DMEL	LOC120413539|XP_039430351.1|CPIP
OG0001093	l_2_34Fc|NP_609710.1|DMEL	LOC120413540|XP_039430353.1|CPIP
OG0001094	CG46301|NP_001334737.1|DMEL	LOC120413630|XP_039430474.1|CPIP
OG0001095	CG7461|NP_611409.2|DMEL	LOC120417378|XP_039435329.1|CPIP, LOC120417361|XP_039435306.1|CPIP, LOC120417357|XP_039435303.1|CPIP
OG0001096	Irk3|NP_001137835.2|DMEL	LOC120424098|XP_039444044.1|CPIP, LOC120431700|XP_039452749.1|CPIP, LOC120431699|XP_039452748.1|CPIP, LOC120424107|XP_039444051.1|CPIP
OG0001097	l_2_41Ab|NP_001104357.1|DMEL	LOC120415700|XP_039433225.1|CPIP
OG0001099	AsnS|NP_996132.1|DMEL	LOC120419084|XP_039437601.1|CPIP
OG0001100	CG40160|NP_001015213.3|DMEL	LOC120415264|XP_039432666.1|CPIP
OG0001101	CG30460|NP_611186.2|DMEL	LOC120425311|XP_039445716.1|CPIP
OG0001102	fz|NP_001261836.1|DMEL	LOC120414050|XP_039431003.1|CPIP, LOC120414045|XP_039430999.1|CPIP
OG0001103	Decay|NP_477462.1|DMEL	LOC120416829|XP_039434650.1|CPIP
OG0001104	Den1|NP_001163126.1|DMEL	LOC120432582|XP_039453752.1|CPIP
OG0001105	Sec61gamma|NP_608337.1|DMEL, CG8860|NP_610738.1|DMEL	LOC120432555|XP_039453718.1|CPIP
OG0001106	pan|NP_726528.2|DMEL	LOC120431888|XP_039452951.1|CPIP, LOC120422223|XP_039441542.1|CPIP
OG0001118	Rrp47|NP_573092.1|DMEL	LOC120413330|XP_039430037.1|CPIP
OG0001119	scro|NP_001015473.1|DMEL	LOC120420344|XP_039439272.1|CPIP, LOC120424039|XP_039443997.1|CPIP
OG0001120	p53|NP_996267.1|DMEL	LOC120423577|XP_039443370.1|CPIP, LOC120425386|XP_039445836.1|CPIP
OG0001121	CG30440|NP_610172.1|DMEL	LOC120425839|XP_039446395.1|CPIP, LOC120417386|XP_039435339.1|CPIP
OG0001122	Aplip1|NP_728573.1|DMEL	LOC120412874|XP_039429439.1|CPIP
OG0001124	MESK4|NP_525017.1|DMEL, CG31274|NP_732186.1|DMEL	LOC120425352|XP_039445788.1|CPIP, LOC120429621|XP_039450585.1|CPIP
OG0001125	MFS9|NP_650889.1|DMEL	LOC120413485|XP_039430269.1|CPIP, LOC120413467|XP_039430239.1|CPIP, LOC120413468|XP_039430240.1|CPIP
OG0001127	obst-G|NP_648529.1|DMEL	LOC120415811|XP_039433372.1|CPIP, LOC120429657|XP_039450624.1|CPIP
OG0001128	dpr13|NP_001033956.2|DMEL	LOC120429702|XP_039450671.1|CPIP, LOC120427739|XP_039448579.1|CPIP, LOC120430786|XP_039451833.1|CPIP
OG0001129	CG9044|NP_001260114.1|DMEL	LOC120422189|XP_039441499.1|CPIP
OG0001130	TbCMF46|NP_609325.2|DMEL, Ppr-Y|NP_001015502.3|DMEL	LOC120424895|XP_039445117.1|CPIP
OG0001131	gw|NP_726596.1|DMEL	LOC120419785|XP_039438552.1|CPIP, LOC120429031|XP_039450101.1|CPIP, LOC120419786|XP_039438553.1|CPIP
OG0001133	spir|NP_724254.1|DMEL	LOC120416081|XP_039433692.1|CPIP
OG0001134	hrg|NP_001261097.1|DMEL	LOC120419185|XP_039437793.1|CPIP, LOC120421259|XP_039440389.1|CPIP, LOC120420150|XP_039439048.1|CPIP, LOC120415343|XP_039432765.1|CPIP, LOC120417188|XP_039435089.1|CPIP
OG0001135	CG3061|NP_650328.1|DMEL	LOC120414352|XP_039431447.1|CPIP, LOC120422246|XP_039441573.1|CPIP
OG0001136	pum|NP_731314.1|DMEL	LOC120417494|XP_039435503.1|CPIP
OG0001137	CG11693|NP_001246985.1|DMEL	LOC120418769|XP_039437179.1|CPIP
OG0001138	galene|NP_612084.1|DMEL	LOC120421356|XP_039440478.1|CPIP, LOC120432104|XP_039453171.1|CPIP, LOC120429313|XP_039450469.1|CPIP
OG0001139	CG11263|NP_648618.1|DMEL	LOC120415108|XP_039432461.1|CPIP
OG0001153	TBPH|NP_477400.1|DMEL, cocoon|NP_648764.1|DMEL	LOC120420201|XP_039439120.1|CPIP
OG0001154	Ndf|NP_001188767.1|DMEL	LOC120419964|XP_039438772.1|CPIP, LOC120432189|XP_039453265.1|CPIP
OG0001155	Pat1|NP_572328.1|DMEL	LOC120430949|XP_039452010.1|CPIP
OG0001157	Ace|NP_476953.1|DMEL	LOC120424145|XP_039444120.1|CPIP
OG0001158	cl|NP_608930.1|DMEL	LOC120423984|XP_039443915.1|CPIP
OG0001159	Ptp99A|NP_651691.4|DMEL	LOC120432503|XP_039453649.1|CPIP
OG0001160	CG2767|NP_649757.1|DMEL	LOC120430694|XP_039451737.1|CPIP, LOC120427184|XP_039447982.1|CPIP
OG0001162	by|NP_649901.1|DMEL	LOC120424769|XP_039444908.1|CPIP, LOC120431325|XP_039452391.1|CPIP, LOC120425407|XP_039445871.1|CPIP
OG0001163	B52|NP_788671.2|DMEL	LOC120422549|XP_039441951.1|CPIP
OG0001164	CG13408|NP_651007.1|DMEL	LOC120428014|XP_039448919.1|CPIP, LOC120428005|XP_039448908.1|CPIP
OG0001167	CG12911|NP_001286280.1|DMEL	LOC120426173|XP_039446825.1|CPIP
OG0001169	CG5162|NP_573202.1|DMEL	LOC120413210|XP_039429863.1|CPIP, LOC120413209|XP_039429861.1|CPIP, LOC120428119|XP_039449038.1|CPIP
OG0001170	CG17083|NP_651139.1|DMEL	LOC120414137|XP_039431105.1|CPIP
OG0001171	Fhos|NP_001261599.1|DMEL	LOC120414141|XP_039431114.1|CPIP, LOC120414113|XP_039431074.1|CPIP
OG0001172	clt|NP_536784.1|DMEL	LOC120422279|XP_039441597.1|CPIP
OG0001173	CG11550|NP_651882.1|DMEL	LOC120424131|XP_039444104.1|CPIP, LOC120424129|XP_039444102.1|CPIP, LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP
OG0001174	CG8219|NP_648038.1|DMEL, Tnpo|NP_477368.1|DMEL	LOC120418803|XP_039437221.1|CPIP
OG0001176	tej|NP_610950.2|DMEL	LOC120414663|XP_039431867.1|CPIP
OG0001177	dl|NP_724054.1|DMEL	LOC120419053|XP_039437553.1|CPIP
OG0001178	Cib2|NP_611523.3|DMEL	LOC120416798|XP_039434608.1|CPIP
OG0001179	qvr|NP_001137646.1|DMEL	LOC120415576|XP_039433089.1|CPIP
OG0001180	Crk|NP_651908.1|DMEL	LOC120427095|XP_039447881.1|CPIP
OG0001181	FucTA|NP_648754.2|DMEL	LOC120423217|XP_039442860.1|CPIP
OG0001182	Irk2|NP_001287485.1|DMEL	LOC120417657|XP_039435713.1|CPIP, LOC120417666|XP_039435721.1|CPIP
OG0001183	Jupiter|NP_731599.1|DMEL	LOC120416960|XP_039434805.1|CPIP
OG0001185	Tm1|NP_732006.2|DMEL	LOC120423279|XP_039442953.1|CPIP
OG0001186	Taf7|NP_649748.1|DMEL	LOC120416650|XP_039434393.1|CPIP
OG0001187	CG10151|NP_001137670.1|DMEL	LOC120417575|XP_039435620.1|CPIP, LOC120417596|XP_039435643.1|CPIP
OG0001188	CG8785|NP_610804.1|DMEL	LOC120424646|XP_039444753.1|CPIP, LOC120425447|XP_039445916.1|CPIP
OG0001189	CG9896|NP_611745.1|DMEL	LOC120416208|XP_039433833.1|CPIP, LOC120421579|XP_039440745.1|CPIP
OG0001190	CG17167|NP_001015257.2|DMEL	LOC120421476|XP_039440627.1|CPIP, LOC120421479|XP_039440630.1|CPIP
OG0001191	borr|NP_723450.1|DMEL	LOC120423257|XP_039442920.1|CPIP, LOC120423245|XP_039442896.1|CPIP
OG0001192	CG17376|NP_001285690.1|DMEL, CG17377|NP_723220.2|DMEL	LOC120427744|XP_039448583.1|CPIP
OG0001193	RpS20|NP_524421.1|DMEL	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP
OG0001194	CG3176|NP_569842.1|DMEL, CG32817|NP_726668.1|DMEL, CG13373|NP_001096858.1|DMEL	LOC120416843|XP_039434665.1|CPIP
OG0001195	CG30371|NP_610370.1|DMEL	LOC120418583|XP_039436964.1|CPIP
OG0001201	tobi|NP_651391.1|DMEL	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP
OG0001202	FucTC|NP_001036320.3|DMEL	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP
OG0001203	toy|NP_001368990.1|DMEL	LOC120413295|XP_039429987.1|CPIP
OG0001204	DNApol-gamma35|NP_001027262.1|DMEL	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP
OG0001205	Snm1|NP_649548.1|DMEL	LOC120429512|XP_039450516.1|CPIP, LOC120431269|XP_039452337.1|CPIP, LOC120429510|XP_039450513.1|CPIP
OG0001206	Stat92E|NP_001262760.1|DMEL	LOC120432275|XP_039453392.1|CPIP
OG0001207	Trf2|NP_001096905.1|DMEL	LOC120422052|XP_039441319.1|CPIP
OG0001208	Cht6|NP_001245598.1|DMEL	LOC120424548|XP_039444645.1|CPIP
OG0001209	beat-Vc|NP_001356887.1|DMEL	LOC120428053|XP_039448988.1|CPIP, LOC120424496|XP_039444616.1|CPIP
OG0001210	NetA|NP_511154.3|DMEL	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP
