Orthogroup	DMEL.longest_only	BTRY.longest_only
OG0002720	CG4603|NP_001261435.1|DMEL	LOC120778025|XP_039965632.1|BTRY
OG0002721	DCTN6-p27|NP_609949.1|DMEL	LOC120768429|XP_039951047.1|BTRY
OG0002722	unpg|NP_477146.1|DMEL	LOC120771184|XP_039955009.1|BTRY
OG0002723	ND-19|NP_611954.2|DMEL	LOC120771457|XP_039955403.1|BTRY
OG0002724	Wsck|NP_733018.1|DMEL	LOC120766932|XP_039948613.1|BTRY
OG0002725	PIG-F|NP_649134.3|DMEL	LOC120778283|XP_039966004.1|BTRY
OG0002726	CG1275|NP_647703.1|DMEL	LOC120777133|XP_039964212.1|BTRY, LOC120779421|XP_039967552.1|BTRY
OG0002727	PIG-C|NP_001350858.1|DMEL	LOC120777265|XP_039964402.1|BTRY
OG0002728	fra|NP_523716.2|DMEL	LOC120770081|XP_039953157.1|BTRY
OG0002729	Mocs1|NP_788494.1|DMEL	LOC120777197|XP_039964299.1|BTRY
OG0002730	stj|NP_001246303.1|DMEL	LOC120776626|XP_039963362.1|BTRY
OG0002731	MED14|NP_728534.2|DMEL	LOC120776952|XP_039963975.1|BTRY
OG0002732	Hen1|NP_610732.1|DMEL	LOC120770181|XP_039953340.1|BTRY
OG0002733	Sardh|NP_611263.1|DMEL	LOC120771199|XP_039955033.1|BTRY
OG0002734	sxc|NP_523620.1|DMEL	LOC120780042|XP_039968249.1|BTRY
OG0002735	CG1407|NP_001286264.1|DMEL	LOC120772339|XP_039956820.1|BTRY
OG0002736	Pka-R2|NP_523671.1|DMEL	LOC120772340|XP_039956824.1|BTRY
OG0002737	Klp67A|NP_523992.2|DMEL	LOC120776412|XP_039962974.1|BTRY
OG0002738	scrt|NP_523911.2|DMEL	LOC120777639|XP_039965026.1|BTRY
OG0002739	CG7646|NP_649167.1|DMEL	LOC120778688|XP_039966566.1|BTRY
OG0002740	Nca|NP_788543.1|DMEL	LOC120778687|XP_039966557.1|BTRY
OG0002741	shg|NP_476722.1|DMEL	LOC120781227|XP_039969294.1|BTRY
OG0002742	TM4SF|NP_001261159.1|DMEL	LOC120772452|XP_039957009.1|BTRY
OG0002743	CG16986|NP_647732.1|DMEL	LOC120778253|XP_039965955.1|BTRY
OG0002744	CG10512|NP_649289.2|DMEL	LOC120776513|XP_039963161.1|BTRY
OG0002745	Patj|NP_477342.1|DMEL	LOC120776764|XP_039963661.1|BTRY
OG0002746	casp|NP_611080.1|DMEL	LOC120772098|XP_039956439.1|BTRY
OG0002747	CG5823|NP_650631.1|DMEL	LOC120766230|XP_039947542.1|BTRY, LOC120782547|XP_039970811.1|BTRY
OG0002748	Naa35|NP_611891.1|DMEL	LOC120771160|XP_039954973.1|BTRY
OG0002749	Mid1|NP_001261170.1|DMEL	LOC120771965|XP_039956235.1|BTRY
OG0002750	CG8547|NP_610947.3|DMEL	LOC120770961|XP_039954624.1|BTRY
OG0002751	CG14762|NP_001246198.1|DMEL	LOC120770347|XP_039953681.1|BTRY
OG0002752	Mad1|NP_610477.2|DMEL	LOC120771076|XP_039954829.1|BTRY
OG0002753	dve|NP_477242.1|DMEL	LOC120772288|XP_039956732.1|BTRY
OG0002754	dikar|NP_001261480.1|DMEL	LOC120778443|XP_039966166.1|BTRY
OG0002755	zda|NP_611353.1|DMEL	LOC120772026|XP_039956327.1|BTRY
OG0002756	Pex23|NP_730508.1|DMEL	LOC120777679|XP_039965079.1|BTRY
OG0002757	fry|NP_001246701.1|DMEL	LOC120778467|XP_039966208.1|BTRY
OG0002758	Dhit|NP_611271.3|DMEL	LOC120772031|XP_039956335.1|BTRY
OG0002759	CG4984|NP_001163182.1|DMEL	LOC120770454|XP_039953881.1|BTRY
OG0002760	CG2765|NP_001097451.1|DMEL	LOC120770918|XP_039954548.1|BTRY
OG0002761	CG15082|NP_611378.1|DMEL	LOC120772877|XP_039957653.1|BTRY
OG0002762	CG5174|NP_001246407.1|DMEL	LOC120770282|XP_039953542.1|BTRY
OG0002763	Tsp66E|NP_523985.1|DMEL	LOC120777642|XP_039965028.1|BTRY
OG0002764	Pep|NP_524858.1|DMEL	LOC120778722|XP_039966618.1|BTRY
OG0002765	CG5098|NP_001261066.1|DMEL	LOC120771264|XP_039955115.1|BTRY
OG0002766	CG5757|NP_611290.3|DMEL	LOC120772724|XP_039957420.1|BTRY
OG0002767	CG6424|NP_725709.1|DMEL	LOC120770150|XP_039953277.1|BTRY
OG0002768	CG2812|NP_611850.1|DMEL	LOC120770133|XP_039953249.1|BTRY
OG0002769	CG8818|NP_610794.1|DMEL	LOC120770044|XP_039953095.1|BTRY
OG0002770	CG5181|NP_609115.1|DMEL	LOC120771384|XP_039955285.1|BTRY
OG0002771	bma|NP_001369043.1|DMEL	LOC120776903|XP_039963907.1|BTRY
OG0002772	Taf2|NP_729571.1|DMEL	LOC120778652|XP_039966503.1|BTRY
OG0002773	sca|NP_476710.2|DMEL	LOC120773006|XP_039957861.1|BTRY
OG0002774	twz|NP_001246449.1|DMEL	LOC120772161|XP_039956532.1|BTRY
OG0002775	Cad74A|NP_648973.1|DMEL	LOC120777896|XP_039965401.1|BTRY
OG0002776	CG4452|NP_648303.1|DMEL	LOC120776582|XP_039963284.1|BTRY
OG0002777	CG9705|NP_648920.1|DMEL	LOC120778562|XP_039966359.1|BTRY
OG0002778	Nrt|NP_476798.1|DMEL	LOC120777337|XP_039964515.1|BTRY
OG0002779	CTCF|NP_648109.1|DMEL	LOC120777968|XP_039965524.1|BTRY
OG0002780	Ref1|NP_651968.1|DMEL	LOC120775431|XP_039961553.1|BTRY
OG0002781	CG33506|NP_001014528.1|DMEL	LOC120770402|XP_039953770.1|BTRY, LOC120780679|XP_039968881.1|BTRY
OG0002782	Ltn1|NP_730427.1|DMEL	LOC120776471|XP_039963078.1|BTRY
OG0002783	armi|NP_647816.2|DMEL	LOC120779192|XP_039967390.1|BTRY
OG0002784	Mthfs|NP_001097432.1|DMEL	LOC120769994|XP_039953015.1|BTRY
OG0002785	Nopp140|NP_001262195.1|DMEL	LOC120777717|XP_039965140.1|BTRY
OG0002786	Baldspot|NP_648909.1|DMEL	LOC120777448|XP_039964698.1|BTRY
OG0002787	sgl|NP_476980.1|DMEL	LOC120777644|XP_039965029.1|BTRY
OG0002788	Surf1|NP_524758.1|DMEL	LOC120777645|XP_039965030.1|BTRY
OG0002789	pzg|NP_649297.1|DMEL	LOC120778438|XP_039966153.1|BTRY
OG0002790	CG6321|NP_648426.1|DMEL	LOC120778317|XP_039966046.1|BTRY, LOC120778957|XP_039966964.1|BTRY, LOC120778363|XP_039966083.1|BTRY
OG0002791	CG6841|NP_649073.1|DMEL	LOC120777686|XP_039965094.1|BTRY
OG0002792	Sans|NP_610829.1|DMEL	LOC120770298|XP_039953595.1|BTRY
OG0002793	pall|NP_648325.2|DMEL	LOC120777691|XP_039965098.1|BTRY
OG0002794	Usp47|NP_729087.1|DMEL	LOC120776358|XP_039962864.1|BTRY
OG0002795	Best2|NP_729159.2|DMEL	LOC120777787|XP_039965242.1|BTRY
OG0002796	CG32409|NP_729108.2|DMEL	LOC120777982|XP_039965556.1|BTRY
OG0002797	CG32069|NP_729654.1|DMEL	LOC120777321|XP_039964496.1|BTRY
OG0002798	Jwa|NP_609901.5|DMEL	LOC120779916|XP_039968194.1|BTRY
OG0002799	Usp10|NP_728554.1|DMEL	LOC120777104|XP_039964174.1|BTRY, LOC120777656|XP_039965041.1|BTRY
OG0002800	Abl|NP_001261962.1|DMEL	LOC120776340|XP_039962816.1|BTRY
OG0002801	Pof|NP_523851.1|DMEL	LOC120771969|XP_039956249.1|BTRY
OG0002802	CG13594|NP_611949.1|DMEL	LOC120772113|XP_039956458.1|BTRY
OG0002803	L2HGDH|NP_609923.2|DMEL	LOC120767246|XP_039949030.1|BTRY
OG0002804	Mes4|NP_611669.1|DMEL	LOC120771459|XP_039955405.1|BTRY
OG0002805	CG30373|NP_724654.1|DMEL	LOC120772758|XP_039957460.1|BTRY
OG0002806	CSN1b|NP_524152.2|DMEL	LOC120777426|XP_039964665.1|BTRY
OG0002807	spz6|NP_611961.1|DMEL	LOC120773033|XP_039957898.1|BTRY
OG0002808	tamo|NP_611889.1|DMEL	LOC120770544|XP_039954036.1|BTRY
OG0002809	CG10418|NP_648570.1|DMEL	LOC120777730|XP_039965154.1|BTRY
OG0002810	trio|NP_651960.2|DMEL	LOC120778240|XP_039965934.1|BTRY
OG0002811	yps|NP_524033.2|DMEL	LOC120778606|XP_039966413.1|BTRY
OG0002812	Nrk|NP_477255.1|DMEL	LOC120772006|XP_039956300.1|BTRY
OG0002813	Hs3st-A|NP_788409.1|DMEL	LOC120772930|XP_039957764.1|BTRY
OG0002814	dom|NP_001286676.1|DMEL	LOC120770475|XP_039953911.1|BTRY
OG0002815	dgt5|NP_610785.1|DMEL	LOC120773009|XP_039957865.1|BTRY
OG0002816	Gint3|NP_611356.1|DMEL	LOC120781224|XP_039969289.1|BTRY
OG0002817	RNASEK|NP_001036433.1|DMEL	LOC120772067|XP_039956387.1|BTRY
OG0002818	Jra|NP_001260844.1|DMEL	LOC120771691|XP_039955759.1|BTRY
OG0002819	Dscam4|NP_001261571.1|DMEL	LOC120776992|XP_039964026.1|BTRY
OG0002820	Rab19|NP_523970.1|DMEL	LOC120778628|XP_039966447.1|BTRY
OG0002821	Klc|NP_524049.1|DMEL	LOC120777872|XP_039965361.1|BTRY
OG0002822	CG18870|NP_652704.1|DMEL	LOC120772310|XP_039956758.1|BTRY
OG0002823	CG12822|NP_610327.1|DMEL, CG18853|NP_724615.1|DMEL	LOC120771557|XP_039955553.1|BTRY
OG0002824	wun|NP_724787.1|DMEL	LOC120770068|XP_039953126.1|BTRY
OG0002825	CG11449|NP_649390.1|DMEL	LOC120778223|XP_039965915.1|BTRY
OG0002826	PTP-ER|NP_726092.1|DMEL	LOC120773116|XP_039958042.1|BTRY
OG0002827	PlexB|NP_524616.2|DMEL	LOC120779686|XP_039967978.1|BTRY
OG0002828	ASPP|NP_788423.1|DMEL	LOC120771034|XP_039954756.1|BTRY
OG0002829	CG8545|NP_610786.2|DMEL	LOC120781208|XP_039969261.1|BTRY
OG0002830	psq|NP_001369078.1|DMEL	LOC120771736|XP_039955833.1|BTRY
OG0002831	CG8677|NP_610101.3|DMEL	LOC120781135|XP_039969202.1|BTRY
OG0002832	raw|NP_723416.1|DMEL	LOC120767893|XP_039950156.1|BTRY
OG0002833	CG30427|NP_726498.1|DMEL	LOC120771198|XP_039955031.1|BTRY
OG0002834	ytr|NP_611839.1|DMEL	LOC120771084|XP_039954843.1|BTRY
OG0002835	DUBAI|NP_610784.1|DMEL	LOC120770525|XP_039954006.1|BTRY
OG0002836	Su_var_2-10|NP_724749.1|DMEL	LOC120772823|XP_039957556.1|BTRY
OG0002837	sbb|NP_001261074.1|DMEL	LOC120770201|XP_039953377.1|BTRY
OG0002838	RYBP|NP_611705.1|DMEL	LOC120771091|XP_039954851.1|BTRY
OG0002839	AANAT1|NP_995934.1|DMEL	LOC120771833|XP_039956005.1|BTRY
OG0002840	CG11050|NP_609052.1|DMEL	LOC120769455|XP_039952393.1|BTRY
OG0002841	CG17593|NP_608786.2|DMEL	LOC120768028|XP_039950436.1|BTRY
OG0002842	CG18507|NP_723827.1|DMEL	LOC120767941|XP_039950245.1|BTRY
OG0002843	puml|NP_610326.1|DMEL	LOC120772913|XP_039957744.1|BTRY
OG0002844	CG7656|NP_730058.2|DMEL	LOC120777440|XP_039964686.1|BTRY
OG0002845	Scox|NP_608884.1|DMEL	LOC120768114|XP_039950595.1|BTRY
OG0002846	Cul1|NP_523655.1|DMEL	LOC120773087|XP_039957985.1|BTRY
OG0002847	CG3756|NP_608885.1|DMEL	LOC120767318|XP_039949185.1|BTRY
OG0002848	bsf|NP_523596.2|DMEL	LOC120767879|XP_039950139.1|BTRY
OG0002849	Fbw5|NP_608989.1|DMEL	LOC120781421|XP_039969575.1|BTRY
OG0002850	TM9SF4|NP_609669.1|DMEL	LOC120781627|XP_039969793.1|BTRY
OG0002851	Grip75|NP_609412.1|DMEL	LOC120767467|XP_039949489.1|BTRY
OG0002852	Prip|NP_001246266.1|DMEL	LOC120771606|XP_039955618.1|BTRY
OG0002853	Ca-Ma2d|NP_723955.2|DMEL	LOC120767741|XP_039949886.1|BTRY
OG0002854	ssp3|NP_609917.2|DMEL	LOC120767460|XP_039949478.1|BTRY
OG0002855	x16|NP_723226.1|DMEL	LOC120767470|XP_039949494.1|BTRY
OG0002856	LUBEL|NP_723214.2|DMEL	LOC120767787|XP_039949974.1|BTRY
OG0002857	nolo|NP_001036374.1|DMEL	LOC120769457|XP_039952398.1|BTRY
OG0002858	Ncoa6|NP_001097088.3|DMEL	LOC120769060|XP_039951847.1|BTRY
OG0002859	Hrs|NP_722830.2|DMEL	LOC120768599|XP_039951293.1|BTRY
OG0002860	CG13999|NP_608972.1|DMEL	LOC120768460|XP_039951095.1|BTRY
OG0002861	porin|NP_476813.1|DMEL	LOC120768367|XP_039950963.1|BTRY
OG0002862	CG5080|NP_608578.1|DMEL	LOC120768578|XP_039951266.1|BTRY, LOC120767404|XP_039949375.1|BTRY
OG0002863	Pif1|NP_608782.1|DMEL	LOC120768494|XP_039951145.1|BTRY
OG0002864	ND-PDSW|NP_651972.1|DMEL	LOC120768495|XP_039951146.1|BTRY
OG0002865	Ady43A|NP_651995.1|DMEL	LOC120772048|XP_039956354.1|BTRY, LOC120769990|XP_039953006.1|BTRY
OG0002866	Uba2|NP_524756.2|DMEL	LOC120777217|XP_039964328.1|BTRY
OG0002867	l_2_k05911|NP_723797.3|DMEL	LOC120768547|XP_039951223.1|BTRY
OG0002868	Sec24CD|NP_001259918.1|DMEL	LOC120767863|XP_039950111.1|BTRY
OG0002869	sau|NP_608658.1|DMEL	LOC120768541|XP_039951213.1|BTRY
OG0002871	CG4598|NP_609322.1|DMEL	LOC120767549|XP_039949609.1|BTRY
OG0002873	CG10628|NP_609999.2|DMEL	LOC120769537|XP_039952515.1|BTRY
OG0002874	CG9117|NP_608983.2|DMEL	LOC120766531|XP_039948035.1|BTRY
OG0002875	G6P|NP_001097063.1|DMEL	LOC120768212|XP_039950716.1|BTRY
OG0002876	CG8289|NP_573229.1|DMEL	LOC120773700|XP_039958667.1|BTRY
OG0002877	CG43338|NP_001246080.1|DMEL	LOC120767738|XP_039949882.1|BTRY
OG0002878	CG15160|NP_001286047.1|DMEL	LOC120768317|XP_039950891.1|BTRY
OG0002879	Akh|NP_523918.1|DMEL	LOC120778444|XP_039966168.1|BTRY
OG0002880	mus81|NP_569873.1|DMEL	LOC120772717|XP_039957400.1|BTRY
OG0002881	Spp|NP_523444.1|DMEL	LOC120769093|XP_039951885.1|BTRY
OG0002882	CG11007|NP_611429.1|DMEL	LOC120769414|XP_039952327.1|BTRY
OG0002883	ND-15|NP_722612.1|DMEL	LOC120767762|XP_039949931.1|BTRY
OG0002884	aph-1|NP_608710.1|DMEL	LOC120768042|XP_039950485.1|BTRY
OG0002885	Cdk8|NP_536735.2|DMEL	LOC120777301|XP_039964453.1|BTRY
OG0002886	CG7289|NP_608635.1|DMEL	LOC120768931|XP_039951647.1|BTRY
OG0002887	Got2|NP_722745.1|DMEL	LOC120768929|XP_039951643.1|BTRY, LOC120768930|XP_039951645.1|BTRY
OG0002888	nrv3|NP_001260675.1|DMEL	LOC120768037|XP_039950470.1|BTRY
OG0002889	CG8209|NP_648167.1|DMEL	LOC120776696|XP_039963515.1|BTRY
OG0002890	CG10463|NP_610000.1|DMEL	LOC120769314|XP_039952194.1|BTRY
OG0002891	Pen|NP_477041.1|DMEL	LOC120769001|XP_039951775.1|BTRY
OG0002892	Pde1c|NP_001137817.1|DMEL	LOC120767652|XP_039949756.1|BTRY
OG0002893	chinmo|NP_001188680.1|DMEL	LOC120768448|XP_039951079.1|BTRY
OG0002894	nudE|NP_001097569.1|DMEL	LOC120777335|XP_039964511.1|BTRY
OG0002895	CG3776|NP_611989.1|DMEL	LOC120771426|XP_039955349.1|BTRY
OG0002896	loqs|NP_609646.1|DMEL	LOC120768608|XP_039951308.1|BTRY
OG0002897	eya|NP_723188.1|DMEL	LOC120769496|XP_039952460.1|BTRY, LOC120769784|XP_039952903.1|BTRY
OG0002898	bdl|NP_608822.1|DMEL	LOC120768022|XP_039950421.1|BTRY
OG0002899	dbr|NP_608486.1|DMEL	LOC120769663|XP_039952705.1|BTRY
OG0002900	Cda5|NP_722590.2|DMEL	LOC120768353|XP_039950942.1|BTRY
OG0002901	LKRSDH|NP_609150.2|DMEL	LOC120769425|XP_039952341.1|BTRY
OG0002902	Herp|NP_723316.1|DMEL	LOC120767216|XP_039948962.1|BTRY
OG0002903	Gart|NP_523497.2|DMEL	LOC120769741|XP_039952832.1|BTRY
OG0002904	Vps13D|NP_729825.2|DMEL	LOC120778974|XP_039966997.1|BTRY
OG0002905	Arpc1|NP_476596.1|DMEL	LOC120769251|XP_039952087.1|BTRY
OG0002906	dimm|NP_523611.1|DMEL	LOC120768983|XP_039951735.1|BTRY
OG0002907	crc|NP_524897.1|DMEL	LOC120768981|XP_039951726.1|BTRY
OG0002908	CG3216|NP_726013.2|DMEL	LOC120772885|XP_039957671.1|BTRY
OG0002909	Phb2|NP_001097372.1|DMEL	LOC120772163|XP_039956535.1|BTRY
OG0002911	CG3760|NP_726501.1|DMEL	LOC120770365|XP_039953712.1|BTRY, LOC120770363|XP_039953709.1|BTRY
OG0002912	ND-B16.6|NP_572318.1|DMEL	LOC120775240|XP_039961254.1|BTRY
OG0002913	RpL23|NP_523813.1|DMEL	LOC120771113|XP_039954896.1|BTRY
OG0002914	CG31922|NP_722687.1|DMEL	LOC120767440|XP_039949437.1|BTRY
OG0002915	Mtp|NP_610075.2|DMEL	LOC120767767|XP_039949939.1|BTRY
OG0002916	smog|NP_001245881.1|DMEL	LOC120767625|XP_039949715.1|BTRY
OG0002917	wcd|NP_611121.1|DMEL	LOC120771563|XP_039955560.1|BTRY
OG0002918	fidipidine|NP_523760.1|DMEL	LOC120772079|XP_039956409.1|BTRY
OG0002919	Sec6|NP_611351.1|DMEL	LOC120770904|XP_039954514.1|BTRY
OG0002920	cni|NP_477068.1|DMEL	LOC120768055|XP_039950506.1|BTRY
OG0002921	RpL37A|NP_524781.1|DMEL	LOC120767272|XP_039949078.1|BTRY
OG0002922	TM9SF2|NP_610053.1|DMEL	LOC120767859|XP_039950101.1|BTRY
OG0002923	Fs_2_Ket|NP_477496.1|DMEL	LOC120781758|XP_039969926.1|BTRY
OG0002924	CarT|NP_610052.1|DMEL	LOC120781817|XP_039969971.1|BTRY
OG0002925	CG3880|NP_611962.2|DMEL	LOC120772795|XP_039957512.1|BTRY
OG0002926	SP555|NP_723047.1|DMEL	LOC120768437|XP_039951057.1|BTRY
OG0002927	SelT|NP_608897.1|DMEL	LOC120769416|XP_039952330.1|BTRY
OG0002928	CG4455|NP_609791.1|DMEL	LOC120767335|XP_039949213.1|BTRY
OG0002929	al|NP_722629.1|DMEL	LOC120769622|XP_039952661.1|BTRY
OG0002930	Trf|NP_476939.1|DMEL	LOC120768181|XP_039950683.1|BTRY
OG0002931	CG18304|NP_001260170.1|DMEL	LOC120768734|XP_039951441.1|BTRY, LOC120768786|XP_039951478.1|BTRY
OG0002932	Hdc|NP_523679.2|DMEL	LOC120770452|XP_039953871.1|BTRY
OG0002933	CG8170|NP_610441.2|DMEL	LOC120770263|XP_039953506.1|BTRY
OG0002934	spab|NP_610434.1|DMEL	LOC120770266|XP_039953510.1|BTRY
OG0002935	Cul3|NP_723909.2|DMEL	LOC120767724|XP_039949867.1|BTRY
OG0002936	pen-2|NP_788401.2|DMEL	LOC120770409|XP_039953777.1|BTRY, LOC120780680|XP_039968882.1|BTRY
OG0002937	scaf|NP_610180.1|DMEL	LOC120772041|XP_039956346.1|BTRY
OG0002938	CG6870|NP_609852.1|DMEL	LOC120768154|XP_039950649.1|BTRY
OG0002939	Cpr47Ea|NP_610654.1|DMEL	LOC120772862|XP_039957623.1|BTRY
OG0002940	IKKbeta|NP_524751.3|DMEL	LOC120770355|XP_039953697.1|BTRY
OG0002941	CG1344|NP_001260711.1|DMEL	LOC120768622|XP_039951323.1|BTRY
OG0002942	CG31687|NP_001163022.1|DMEL, Cdc23|NP_610036.2|DMEL	LOC120767868|XP_039950115.1|BTRY
OG0002943	CG17544|NP_609961.2|DMEL	LOC120768447|XP_039951078.1|BTRY
OG0002944	CG17549|NP_001163014.1|DMEL	LOC120768657|XP_039951366.1|BTRY
OG0002945	crol|NP_477243.1|DMEL	LOC120767212|XP_039948955.1|BTRY
OG0002946	lbk|NP_611091.2|DMEL	LOC120771544|XP_039955534.1|BTRY
OG0002947	CG4168|NP_609740.4|DMEL	LOC120769228|XP_039952059.1|BTRY
OG0002948	CG10973|NP_001034002.1|DMEL	LOC120781533|XP_039969688.1|BTRY
OG0002949	Hr78|NP_730636.1|DMEL	LOC120776975|XP_039964004.1|BTRY
OG0002950	Oatp26F|NP_609055.2|DMEL	LOC120767280|XP_039949091.1|BTRY
OG0002951	Cdk5alpha|NP_523535.2|DMEL	LOC120781387|XP_039969529.1|BTRY
OG0002952	CG8892|NP_608891.1|DMEL	LOC120767542|XP_039949582.1|BTRY
OG0002953	BicC|NP_476865.1|DMEL	LOC120768368|XP_039950964.1|BTRY
OG0002954	Not3|NP_610176.1|DMEL	LOC120767698|XP_039949824.1|BTRY
OG0002955	Prosalpha5|NP_725669.1|DMEL	LOC120772706|XP_039957384.1|BTRY
OG0002956	Poxn|NP_476686.1|DMEL	LOC120771307|XP_039955176.1|BTRY
OG0002957	Egfr|NP_476759.1|DMEL	LOC120770417|XP_039953794.1|BTRY
OG0002958	CG18858|NP_652700.1|DMEL, CG31683|NP_001260626.1|DMEL	LOC120769071|XP_039951863.1|BTRY
OG0002959	CG10947|NP_610031.1|DMEL	LOC120768130|XP_039950618.1|BTRY
OG0002960	CG14984|NP_647844.2|DMEL	LOC120777700|XP_039965113.1|BTRY
OG0002961	conv|NP_610948.2|DMEL	LOC120772450|XP_039957004.1|BTRY
OG0002962	RtcB|NP_609965.1|DMEL	LOC120769013|XP_039951791.1|BTRY
OG0002963	Npc1a|NP_609357.2|DMEL	LOC120767380|XP_039949303.1|BTRY
OG0002964	CG18659|NP_665880.2|DMEL	LOC120770239|XP_039953467.1|BTRY
OG0002965	da|NP_001356956.1|DMEL	LOC120780010|XP_039968227.1|BTRY
OG0002966	Pez|NP_609013.1|DMEL	LOC120767723|XP_039949863.1|BTRY
OG0002967	Vti1a|NP_612053.1|DMEL	LOC120767452|XP_039949452.1|BTRY
OG0002968	RabX6|NP_001261219.1|DMEL	LOC120767453|XP_039949453.1|BTRY
OG0002969	tkv|NP_787990.1|DMEL	LOC120767228|XP_039948987.1|BTRY
OG0002970	wg|NP_523502.1|DMEL	LOC120773796|XP_039958832.1|BTRY
OG0002971	mus201|NP_001027230.1|DMEL	LOC120781459|XP_039969609.1|BTRY
OG0002972	CG14722|NP_650111.3|DMEL	LOC120768329|XP_039950906.1|BTRY
OG0002973	Ndg|NP_610575.1|DMEL	LOC120772148|XP_039956515.1|BTRY
OG0002974	MED30|NP_612046.1|DMEL	LOC120771500|XP_039955487.1|BTRY
OG0002975	erm|NP_001259891.2|DMEL	LOC120769588|XP_039952581.1|BTRY
OG0002976	CG2059|NP_572388.1|DMEL	LOC120774308|XP_039959773.1|BTRY
OG0002977	tou|NP_001097270.1|DMEL	LOC120773097|XP_039958001.1|BTRY
OG0002978	CG30172|NP_726402.1|DMEL	LOC120772627|XP_039957277.1|BTRY
OG0002979	Phax|NP_610456.4|DMEL	LOC120771886|XP_039956079.1|BTRY
OG0002980	CG3645|NP_608507.1|DMEL	LOC120769821|XP_039952963.1|BTRY
OG0002981	DIP-iota|NP_001097100.1|DMEL	LOC120769092|XP_039951884.1|BTRY
OG0002982	CG18095|NP_001188805.1|DMEL	LOC120768364|XP_039950961.1|BTRY
OG0002983	Pdk1|NP_001261183.1|DMEL	LOC120776946|XP_039963963.1|BTRY
OG0002984	klar|NP_001261211.1|DMEL	LOC120777716|XP_039965133.1|BTRY
OG0002985	Ephrin|NP_651927.1|DMEL	LOC120779857|XP_039968147.1|BTRY
OG0002986	Cdk1|NP_476797.1|DMEL	LOC120777658|XP_039965045.1|BTRY
OG0002987	lace|NP_476614.1|DMEL	LOC120768248|XP_039950773.1|BTRY
OG0002988	ds|NP_523446.2|DMEL	LOC120767778|XP_039949956.1|BTRY
OG0002989	wls|NP_648445.1|DMEL	LOC120778242|XP_039965937.1|BTRY
OG0002990	CG42296|NP_652638.2|DMEL	LOC120769714|XP_039952786.1|BTRY
OG0002991	Sin3A|NP_001246282.1|DMEL	LOC120771434|XP_039955365.1|BTRY
OG0002992	dac|NP_723971.1|DMEL	LOC120767328|XP_039949203.1|BTRY
OG0002993	CG11342|NP_647896.1|DMEL	LOC120768491|XP_039951141.1|BTRY
OG0002994	TBCC|NP_722959.1|DMEL	LOC120767191|XP_039948925.1|BTRY
OG0002995	CG3436|NP_608501.1|DMEL	LOC120767349|XP_039949248.1|BTRY
OG0002996	Vps39|NP_650702.1|DMEL	LOC120767990|XP_039950343.1|BTRY
OG0002997	CG17896|NP_569845.2|DMEL	LOC120774881|XP_039960672.1|BTRY, LOC120779446|XP_039967632.1|BTRY
OG0002998	PPP4R2r|NP_727427.1|DMEL	LOC120774947|XP_039960761.1|BTRY
OG0002999	CG14561|NP_649377.1|DMEL	LOC120777854|XP_039965330.1|BTRY, LOC120766665|XP_039948236.1|BTRY
OG0003000	CG1105|NP_649688.1|DMEL	LOC120781749|XP_039969918.1|BTRY
OG0003001	sigmar|NP_726358.2|DMEL	LOC120771031|XP_039954745.1|BTRY, LOC120770196|XP_039953370.1|BTRY
OG0003002	pix|NP_648272.1|DMEL	LOC120776698|XP_039963516.1|BTRY
OG0003003	CG4752|NP_611675.2|DMEL	LOC120773012|XP_039957868.1|BTRY
OG0003004	CG11403|NP_569898.1|DMEL	LOC120772099|XP_039956440.1|BTRY
OG0003005	Tip60|NP_572151.1|DMEL	LOC120775220|XP_039961221.1|BTRY
OG0003006	CG14881|NP_732137.1|DMEL	LOC120766351|XP_039947714.1|BTRY
OG0003007	TfIIFalpha|NP_524246.1|DMEL	LOC120782824|XP_039971277.1|BTRY
OG0003008	CG2150|NP_651892.1|DMEL	LOC120766776|XP_039948395.1|BTRY
OG0003009	Fie|NP_573393.1|DMEL	LOC120777993|XP_039965577.1|BTRY
OG0003010	qkr54B|NP_001261050.1|DMEL	LOC120771073|XP_039954819.1|BTRY
OG0003011	CG10384|NP_611673.3|DMEL	LOC120773015|XP_039957871.1|BTRY
OG0003012	Spn88Ea|NP_524954.2|DMEL	LOC120781488|XP_039969649.1|BTRY
OG0003013	Crag|NP_525080.3|DMEL	LOC120774762|XP_039960456.1|BTRY
OG0003014	Dsor1|NP_511098.1|DMEL	LOC120775398|XP_039961492.1|BTRY
OG0003015	disco|NP_523362.2|DMEL	LOC120773959|XP_039959126.1|BTRY
OG0003016	CG32137|NP_729935.1|DMEL	LOC120782508|XP_039970750.1|BTRY
OG0003017	CG17387|NP_649495.1|DMEL	LOC120782340|XP_039970506.1|BTRY
OG0003018	CG5934|NP_651552.1|DMEL	LOC120774781|XP_039960495.1|BTRY
OG0003019	CG6928|NP_648539.1|DMEL	LOC120777683|XP_039965086.1|BTRY
OG0003020	Art3|NP_650434.1|DMEL	LOC120771405|XP_039955317.1|BTRY
OG0003021	CG6184|NP_732443.4|DMEL	LOC120782653|XP_039970960.1|BTRY
OG0003022	CG43373|NP_001097622.2|DMEL	LOC120776918|XP_039963923.1|BTRY
OG0003023	Mur18B|NP_573364.1|DMEL	LOC120775166|XP_039961150.1|BTRY
