Orthogroup	DMEL.longest_only	CCAP.longest_only
OG0002136	trp|NP_476768.1|DMEL	CCAP1982_LOCUS2138|CAD6993322.1|CCAP
OG0002142	CG9853|NP_001097680.1|DMEL	CCAP1982_LOCUS1997|CAD6993175.1|CCAP
OG0002143	Tango14|NP_608577.2|DMEL	CCAP1982_LOCUS9161|CAD7000687.1|CCAP
OG0002144	Mitf|NP_001245436.1|DMEL	CCAP1982_LOCUS13418|CAD7005047.1|CCAP
OG0002145	CG5023|NP_650867.1|DMEL	CCAP1982_LOCUS622|CAD6991709.1|CCAP
OG0002146	lost|NP_649466.1|DMEL	CCAP1982_LOCUS1665|CAD6992828.1|CCAP
OG0002148	CG14969|NP_647809.3|DMEL	CCAP1982_LOCUS13092|CAD7004699.1|CCAP
OG0002149	4E-T|NP_726619.2|DMEL	CCAP1982_LOCUS10222|CAD7001732.1|CCAP, CCAP1982_LOCUS10223|CAD7001733.1|CCAP, CCAP1982_LOCUS10221|CAD7001731.1|CCAP
OG0002152	CG31122|NP_001356888.1|DMEL	CCAP1982_LOCUS2091|CAD6993275.1|CCAP
OG0002153	dmrt99B|NP_524549.1|DMEL	CCAP1982_LOCUS1613|CAD6992772.1|CCAP
OG0002154	inc|NP_569926.2|DMEL	CCAP1982_LOCUS6308|CAD6997677.1|CCAP
OG0002155	tll|NP_524596.1|DMEL	CCAP1982_LOCUS1752|CAD6992919.1|CCAP, CCAP1982_LOCUS1751|CAD6992918.1|CCAP, CCAP1982_LOCUS1753|CAD6992920.1|CCAP
OG0002156	CG7369|NP_649415.2|DMEL	CCAP1982_LOCUS13759|CAD7005399.1|CCAP
OG0002157	timeout|NP_524341.3|DMEL	CCAP1982_LOCUS4056|CAD6995338.1|CCAP
OG0002159	roh|NP_726318.1|DMEL	CCAP1982_LOCUS2713|CAD6993925.1|CCAP
OG0002160	slou|NP_001262808.1|DMEL	CCAP1982_LOCUS3058|CAD6994297.1|CCAP
OG0002161	snRNP-U1-C|NP_650767.1|DMEL	CCAP1982_LOCUS1659|CAD6992820.1|CCAP
OG0002162	CG12814|NP_001262454.1|DMEL	CCAP1982_LOCUS2186|CAD6993368.1|CCAP, CCAP1982_LOCUS2185|CAD6993367.1|CCAP
OG0002164	Ssadh|NP_651408.1|DMEL	CCAP1982_LOCUS11815|CAD7003356.1|CCAP
OG0002165	CG12288|NP_609822.1|DMEL	CCAP1982_LOCUS3691|CAD6994959.1|CCAP
OG0002166	Yip1d1|NP_609596.1|DMEL	CCAP1982_LOCUS6734|CAD6998123.1|CCAP
OG0002167	wbl|NP_725867.1|DMEL	CCAP1982_LOCUS19368|CAD7011260.1|CCAP
OG0002169	defl|NP_648352.2|DMEL	CCAP1982_LOCUS12749|CAD7004330.1|CCAP
OG0002170	ABCD|NP_651906.1|DMEL	CCAP1982_LOCUS10174|CAD7001683.1|CCAP, CCAP1982_LOCUS10177|CAD7001687.1|CCAP
OG0002171	CG33108|NP_788728.1|DMEL	CCAP1982_LOCUS3355|CAD6994620.1|CCAP
OG0002172	hh|NP_001034065.1|DMEL	CCAP1982_LOCUS2672|CAD6993878.1|CCAP, CCAP1982_LOCUS2670|CAD6993876.1|CCAP
OG0002173	aurB|NP_477336.1|DMEL	CCAP1982_LOCUS7908|CAD6999382.1|CCAP
OG0002174	CG8461|NP_650367.1|DMEL	CCAP1982_LOCUS2681|CAD6993887.1|CCAP
OG0002175	mRpL11|NP_524351.1|DMEL	CCAP1982_LOCUS2682|CAD6993889.1|CCAP
OG0002176	Prp18|NP_650776.1|DMEL	CCAP1982_LOCUS1364|CAD6992515.1|CCAP
OG0002177	Scp2|NP_524381.1|DMEL	CCAP1982_LOCUS3852|CAD6995130.1|CCAP
OG0002178	CG6051|NP_001097943.1|DMEL	CCAP1982_LOCUS1381|CAD6992532.1|CCAP
OG0002179	lobo|NP_001036757.1|DMEL	CCAP1982_LOCUS3487|CAD6994754.1|CCAP
OG0002180	hdc|NP_788768.1|DMEL	CCAP1982_LOCUS1104|CAD6992234.1|CCAP, CCAP1982_LOCUS1116|CAD6992246.1|CCAP
OG0002182	CG2698|NP_001246976.1|DMEL	CCAP1982_LOCUS1440|CAD6992591.1|CCAP
OG0002183	mip40|NP_611407.1|DMEL	CCAP1982_LOCUS19379|CAD7011271.1|CCAP
OG0002184	RpII140|NP_476706.1|DMEL	CCAP1982_LOCUS9213|CAD7000740.1|CCAP, CCAP1982_LOCUS2019|CAD6993197.1|CCAP
OG0002185	CG5044|NP_732020.2|DMEL	CCAP1982_LOCUS3699|CAD6994967.1|CCAP
OG0002186	CG9107|NP_608981.1|DMEL	CCAP1982_LOCUS2857|CAD6994088.1|CCAP
OG0002187	CCT1|NP_524450.2|DMEL	CCAP1982_LOCUS3865|CAD6995142.1|CCAP
OG0002188	Not11|NP_726406.1|DMEL	CCAP1982_LOCUS19577|CAD7011477.1|CCAP
OG0002189	mRpS5|NP_001036652.1|DMEL	CCAP1982_LOCUS4100|CAD6995382.1|CCAP
OG0002191	Pex16|NP_649252.1|DMEL	CCAP1982_LOCUS13802|CAD7005442.1|CCAP
OG0002192	bora|NP_649048.1|DMEL	CCAP1982_LOCUS14127|CAD7005778.1|CCAP
OG0002193	jumu|NP_524302.1|DMEL	CCAP1982_LOCUS3660|CAD6994927.1|CCAP
OG0002194	CG5646|NP_651568.1|DMEL	CCAP1982_LOCUS2698|CAD6993906.1|CCAP
OG0002195	CG13605|NP_651214.2|DMEL	CCAP1982_LOCUS2686|CAD6993893.1|CCAP, CCAP1982_LOCUS2687|CAD6993894.1|CCAP
OG0002197	CG7049|NP_612003.1|DMEL	CCAP1982_LOCUS3658|CAD6994925.1|CCAP
OG0002198	CG17816|NP_001097706.1|DMEL	CCAP1982_LOCUS4689|CAD6995982.1|CCAP
OG0002199	RpA-70|NP_524274.1|DMEL	CCAP1982_LOCUS2211|CAD6993395.1|CCAP
OG0002200	Gip|NP_511106.1|DMEL	CCAP1982_LOCUS3278|CAD6994535.1|CCAP, CCAP1982_LOCUS3279|CAD6994536.1|CCAP, CCAP1982_LOCUS3251|CAD6994507.1|CCAP
OG0002202	CG9297|NP_788674.1|DMEL	CCAP1982_LOCUS1281|CAD6992417.1|CCAP
OG0002203	Pde6|NP_001262566.1|DMEL	CCAP1982_LOCUS2054|CAD6993237.1|CCAP
OG0002204	Hr96|NP_524493.1|DMEL	CCAP1982_LOCUS1580|CAD6992735.1|CCAP
OG0002205	apn|NP_650270.1|DMEL	CCAP1982_LOCUS2381|CAD6993569.1|CCAP
OG0002206	cd|NP_651081.1|DMEL	CCAP1982_LOCUS1459|CAD6992610.1|CCAP
OG0002207	fkh|NP_001263038.1|DMEL	CCAP1982_LOCUS2900|CAD6994134.1|CCAP
OG0002208	mIF2|NP_651621.2|DMEL	CCAP1982_LOCUS2891|CAD6994125.1|CCAP
OG0002209	Spat|NP_511062.1|DMEL	CCAP1982_LOCUS21453|CAD7013388.1|CCAP
OG0002210	CG1208|NP_001097692.1|DMEL	CCAP1982_LOCUS2579|CAD6993781.1|CCAP
OG0002211	Dic1|NP_650279.1|DMEL	CCAP1982_LOCUS2365|CAD6993553.1|CCAP
OG0002212	CG14285|NP_650773.1|DMEL	CCAP1982_LOCUS3299|CAD6994559.1|CCAP
OG0002213	twr|NP_649676.1|DMEL	CCAP1982_LOCUS4071|CAD6995352.1|CCAP
OG0002214	CG34034|NP_001163678.1|DMEL	CCAP1982_LOCUS3903|CAD6995182.1|CCAP
OG0002215	btsz|NP_001247109.1|DMEL	CCAP1982_LOCUS1788|CAD6992956.1|CCAP, CCAP1982_LOCUS1791|CAD6992959.1|CCAP, CCAP1982_LOCUS1790|CAD6992958.1|CCAP
OG0002216	Cap-D2|NP_651709.1|DMEL	CCAP1982_LOCUS20225|CAD7012126.1|CCAP
OG0002217	Hexim|NP_731932.1|DMEL	CCAP1982_LOCUS1629|CAD6992790.1|CCAP, CCAP1982_LOCUS1647|CAD6992808.1|CCAP, CCAP1982_LOCUS1640|CAD6992801.1|CCAP, CCAP1982_LOCUS1630|CAD6992791.1|CCAP, CCAP1982_LOCUS1648|CAD6992809.1|CCAP
OG0002219	yellow-e|NP_524344.1|DMEL	CCAP1982_LOCUS3325|CAD6994586.1|CCAP, CCAP1982_LOCUS2338|CAD6993526.1|CCAP
OG0002220	Ir87a|NP_650290.2|DMEL	CCAP1982_LOCUS14529|CAD7006201.1|CCAP
OG0002221	Tmc|NP_001303362.1|DMEL	CCAP1982_LOCUS11417|CAD7002953.1|CCAP, CCAP1982_LOCUS11418|CAD7002954.1|CCAP
OG0002222	uri|NP_611933.1|DMEL	CCAP1982_LOCUS22828|CAD7014862.1|CCAP, CCAP1982_LOCUS22827|CAD7014861.1|CCAP
OG0002223	Vha44|NP_725565.3|DMEL	CCAP1982_LOCUS23412|CAD7015472.1|CCAP, CCAP1982_LOCUS23413|CAD7015473.1|CCAP
OG0002224	CG43340|NP_001246184.1|DMEL	CCAP1982_LOCUS22630|CAD7014640.1|CCAP, CCAP1982_LOCUS22629|CAD7014639.1|CCAP, CCAP1982_LOCUS22633|CAD7014643.1|CCAP
OG0002225	frac|NP_001137905.1|DMEL	CCAP1982_LOCUS10934|CAD7002445.1|CCAP, CCAP1982_LOCUS10935|CAD7002446.1|CCAP
OG0002226	CG17266|NP_610224.1|DMEL	CCAP1982_LOCUS21808|CAD7013787.1|CCAP
OG0002227	SLO2|NP_001097259.2|DMEL	CCAP1982_LOCUS21604|CAD7013545.1|CCAP
OG0002228	pnut|NP_477064.1|DMEL	CCAP1982_LOCUS21006|CAD7012907.1|CCAP
OG0002229	CG42360|NP_611946.2|DMEL	CCAP1982_LOCUS21232|CAD7013161.1|CCAP
OG0002230	Taz|NP_477432.3|DMEL	CCAP1982_LOCUS21573|CAD7013513.1|CCAP
OG0002231	Br140|NP_610266.1|DMEL	CCAP1982_LOCUS21526|CAD7013461.1|CCAP
OG0002232	grau|NP_788422.1|DMEL	CCAP1982_LOCUS21781|CAD7013750.1|CCAP, CCAP1982_LOCUS21783|CAD7013752.1|CCAP
OG0002233	CG10657|NP_648579.3|DMEL	CCAP1982_LOCUS11802|CAD7003343.1|CCAP
OG0002234	Cpr47Ef|NP_610660.2|DMEL	CCAP1982_LOCUS21280|CAD7013209.1|CCAP
OG0002235	Liprin-gamma|NP_001097414.1|DMEL	CCAP1982_LOCUS22957|CAD7015000.1|CCAP
OG0002236	Phm|NP_477225.1|DMEL	CCAP1982_LOCUS19571|CAD7011471.1|CCAP
OG0002237	MAN1|NP_611873.1|DMEL	CCAP1982_LOCUS19587|CAD7011488.1|CCAP
OG0002238	koi|NP_001260738.1|DMEL	CCAP1982_LOCUS21182|CAD7013109.1|CCAP, CCAP1982_LOCUS21181|CAD7013108.1|CCAP, CCAP1982_LOCUS21185|CAD7013112.1|CCAP
OG0002240	Swim|NP_726176.1|DMEL	CCAP1982_LOCUS22572|CAD7014573.1|CCAP
OG0002242	Cbl|NP_648224.1|DMEL	CCAP1982_LOCUS11880|CAD7003424.1|CCAP
OG0002243	CG4335|NP_650886.1|DMEL	CCAP1982_LOCUS8857|CAD7000381.1|CCAP
OG0002244	CG7839|NP_648431.3|DMEL	CCAP1982_LOCUS14732|CAD7006412.1|CCAP
OG0002245	CG32369|NP_729296.1|DMEL	CCAP1982_LOCUS10938|CAD7002449.1|CCAP, CCAP1982_LOCUS10942|CAD7002453.1|CCAP
OG0002246	CG15236|NP_610241.1|DMEL	CCAP1982_LOCUS21176|CAD7013102.1|CCAP, CCAP1982_LOCUS21175|CAD7013101.1|CCAP, CCAP1982_LOCUS21174|CAD7013100.1|CCAP
OG0002247	Pym|NP_726372.1|DMEL	CCAP1982_LOCUS11613|CAD7003152.1|CCAP
OG0002248	Hexo1|NP_523924.1|DMEL	CCAP1982_LOCUS11531|CAD7003068.1|CCAP, CCAP1982_LOCUS11168|CAD7002690.1|CCAP
OG0002251	otp|NP_001286654.1|DMEL	CCAP1982_LOCUS22090|CAD7014083.1|CCAP, CCAP1982_LOCUS22091|CAD7014085.1|CCAP
OG0002252	CG13442|NP_611511.3|DMEL	CCAP1982_LOCUS22059|CAD7014051.1|CCAP
OG0002253	CG4622|NP_611929.1|DMEL	CCAP1982_LOCUS23400|CAD7015460.1|CCAP
OG0002254	niki|NP_651293.1|DMEL	CCAP1982_LOCUS858|CAD6991971.1|CCAP
OG0002256	CG33144|NP_788324.1|DMEL	CCAP1982_LOCUS23303|CAD7015358.1|CCAP
OG0002257	Fbl6|NP_610665.2|DMEL	CCAP1982_LOCUS21457|CAD7013392.1|CCAP
OG0002258	CG9953|NP_648067.2|DMEL	CCAP1982_LOCUS10808|CAD7002318.1|CCAP, CCAP1982_LOCUS10810|CAD7002320.1|CCAP
OG0002260	TORIP|NP_649149.1|DMEL	CCAP1982_LOCUS14451|CAD7006119.1|CCAP
OG0002261	asf1|NP_524163.1|DMEL	CCAP1982_LOCUS14525|CAD7006197.1|CCAP
OG0002262	sqa|NP_724821.2|DMEL	CCAP1982_LOCUS20358|CAD7012262.1|CCAP
OG0002263	SsRbeta|NP_524103.2|DMEL	CCAP1982_LOCUS10964|CAD7002475.1|CCAP
OG0002264	Fcp1|NP_611934.1|DMEL	CCAP1982_LOCUS22829|CAD7014863.1|CCAP
OG0002265	Adi1|NP_001097577.1|DMEL	CCAP1982_LOCUS11793|CAD7003333.1|CCAP
OG0002266	fln|NP_524174.1|DMEL	CCAP1982_LOCUS14431|CAD7006099.1|CCAP
OG0002267	ValRS-m|NP_648268.1|DMEL	CCAP1982_LOCUS12835|CAD7004426.1|CCAP
OG0002268	Pc|NP_524199.1|DMEL	CCAP1982_LOCUS13024|CAD7004629.1|CCAP, CCAP1982_LOCUS13025|CAD7004630.1|CCAP
OG0002269	CG30089|NP_611056.2|DMEL	CCAP1982_LOCUS7222|CAD6998656.1|CCAP
OG0002270	SP2353|NP_611082.2|DMEL	CCAP1982_LOCUS22654|CAD7014666.1|CCAP
OG0002271	CG5087|NP_648279.1|DMEL	CCAP1982_LOCUS13262|CAD7004877.1|CCAP, CCAP1982_LOCUS13264|CAD7004879.1|CCAP, CCAP1982_LOCUS13263|CAD7004878.1|CCAP, CCAP1982_LOCUS13256|CAD7004871.1|CCAP
OG0002272	CG7974|NP_647643.1|DMEL	CCAP1982_LOCUS12832|CAD7004423.1|CCAP
OG0002273	pHCl-1|NP_001261898.1|DMEL	CCAP1982_LOCUS14315|CAD7005978.1|CCAP, CCAP1982_LOCUS14316|CAD7005979.1|CCAP
OG0002274	mub|NP_001246875.1|DMEL	CCAP1982_LOCUS14297|CAD7005959.1|CCAP
OG0002275	CG6512|NP_730248.2|DMEL	CCAP1982_LOCUS11882|CAD7003426.1|CCAP
OG0002276	Iml1|NP_728621.1|DMEL	CCAP1982_LOCUS12220|CAD7003784.1|CCAP
OG0002277	stet|NP_788450.1|DMEL	CCAP1982_LOCUS12211|CAD7003775.1|CCAP
OG0002278	Ir64a|NP_647962.1|DMEL	CCAP1982_LOCUS12310|CAD7003880.1|CCAP, CCAP1982_LOCUS12309|CAD7003879.1|CCAP
OG0002279	Pdxk|NP_996031.1|DMEL	CCAP1982_LOCUS13194|CAD7004805.1|CCAP, CCAP1982_LOCUS13209|CAD7004820.1|CCAP
OG0002280	Zcchc7|NP_648926.3|DMEL	CCAP1982_LOCUS11938|CAD7003487.1|CCAP, CCAP1982_LOCUS11939|CAD7003488.1|CCAP
OG0002281	CG13025|NP_648919.1|DMEL	CCAP1982_LOCUS11749|CAD7003287.1|CCAP
OG0002282	CG12016|NP_647805.1|DMEL	CCAP1982_LOCUS14975|CAD7006673.1|CCAP
OG0002283	ppk3|NP_726336.1|DMEL	CCAP1982_LOCUS22246|CAD7014243.1|CCAP, CCAP1982_LOCUS22247|CAD7014244.1|CCAP
OG0002284	Vps28|NP_652053.1|DMEL	CCAP1982_LOCUS21874|CAD7013855.1|CCAP
OG0002285	CG4617|NP_572383.1|DMEL	CCAP1982_LOCUS14043|CAD7005691.1|CCAP
OG0002286	Art7|NP_611753.4|DMEL	CCAP1982_LOCUS11952|CAD7003502.1|CCAP, CCAP1982_LOCUS11953|CAD7003503.1|CCAP
OG0002287	CG8405|NP_725521.1|DMEL	CCAP1982_LOCUS22653|CAD7014665.1|CCAP, CCAP1982_LOCUS22652|CAD7014664.1|CCAP
OG0002288	smg|NP_001137924.1|DMEL	CCAP1982_LOCUS13266|CAD7004882.1|CCAP, CCAP1982_LOCUS13265|CAD7004880.1|CCAP, CCAP1982_LOCUS13257|CAD7004872.1|CCAP, CCAP1982_LOCUS13267|CAD7004883.1|CCAP
OG0002289	CG6638|NP_648239.1|DMEL	CCAP1982_LOCUS11194|CAD7002719.1|CCAP
OG0002290	CG9222|NP_608999.2|DMEL	CCAP1982_LOCUS9006|CAD7000528.1|CCAP
OG0002291	wech|NP_524772.2|DMEL	CCAP1982_LOCUS21679|CAD7013631.1|CCAP
OG0002292	coro|NP_001260743.1|DMEL	CCAP1982_LOCUS22752|CAD7014781.1|CCAP
OG0002293	CG10395|NP_724408.4|DMEL	CCAP1982_LOCUS23020|CAD7015064.1|CCAP
OG0002294	Sgt1|NP_649783.2|DMEL	CCAP1982_LOCUS22296|CAD7014294.1|CCAP
OG0002295	uif|NP_001162899.1|DMEL	CCAP1982_LOCUS5586|CAD6996915.1|CCAP
OG0002296	jp|NP_001369124.1|DMEL	CCAP1982_LOCUS5628|CAD6996961.1|CCAP, CCAP1982_LOCUS5627|CAD6996960.1|CCAP
OG0002297	Amt|NP_001097800.1|DMEL	CCAP1982_LOCUS4903|CAD6996215.1|CCAP, CCAP1982_LOCUS4901|CAD6996213.1|CCAP
OG0002298	RpL12|NP_524819.1|DMEL	CCAP1982_LOCUS21102|CAD7013013.1|CCAP
OG0002300	DIP-eta|NP_608946.3|DMEL	CCAP1982_LOCUS7777|CAD6999246.1|CCAP
OG0002301	CG2201|NP_724349.1|DMEL	CCAP1982_LOCUS5582|CAD6996910.1|CCAP
OG0002302	step|NP_001036375.2|DMEL	CCAP1982_LOCUS9095|CAD7000621.1|CCAP
OG0002305	trbl|NP_524672.1|DMEL	CCAP1982_LOCUS13684|CAD7005324.1|CCAP, CCAP1982_LOCUS13683|CAD7005323.1|CCAP
OG0002306	Aasdh|NP_609230.2|DMEL	CCAP1982_LOCUS7849|CAD6999322.1|CCAP
OG0002307	wry|NP_995611.2|DMEL	CCAP1982_LOCUS8359|CAD6999847.1|CCAP, CCAP1982_LOCUS8360|CAD6999848.1|CCAP
OG0002308	Mtpalpha|NP_609299.1|DMEL	CCAP1982_LOCUS5615|CAD6996947.1|CCAP
OG0002309	cype|NP_536787.1|DMEL	CCAP1982_LOCUS7873|CAD6999346.1|CCAP
OG0002310	Ret|NP_477044.1|DMEL	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP
OG0002311	Lar|NP_001260594.1|DMEL	CCAP1982_LOCUS9051|CAD7000576.1|CCAP
OG0002312	CG9395|NP_609639.2|DMEL	CCAP1982_LOCUS9023|CAD7000547.1|CCAP
OG0002313	tra2|NP_476764.1|DMEL	CCAP1982_LOCUS19978|CAD7011866.1|CCAP
OG0002314	CG8736|NP_610394.2|DMEL	CCAP1982_LOCUS22129|CAD7014123.1|CCAP
OG0002315	Mppe|NP_001286327.1|DMEL	CCAP1982_LOCUS21029|CAD7012932.1|CCAP
OG0002316	dUTPase|NP_609479.1|DMEL	CCAP1982_LOCUS19358|CAD7011250.1|CCAP
OG0002317	CTPsyn|NP_730023.1|DMEL	CCAP1982_LOCUS14698|CAD7006376.1|CCAP, CCAP1982_LOCUS14712|CAD7006392.1|CCAP
OG0002318	Grip71|NP_609902.3|DMEL	CCAP1982_LOCUS8251|CAD6999725.1|CCAP
OG0002319	CG16812|NP_609619.1|DMEL	CCAP1982_LOCUS6513|CAD6997894.1|CCAP
OG0002320	CG30291|NP_726016.1|DMEL	CCAP1982_LOCUS22252|CAD7014249.1|CCAP
OG0002321	RpS11|NP_725114.1|DMEL	CCAP1982_LOCUS7425|CAD6998878.1|CCAP
OG0002322	dtr|NP_724335.2|DMEL	CCAP1982_LOCUS5495|CAD6996822.1|CCAP, CCAP1982_LOCUS5494|CAD6996821.1|CCAP
OG0002323	CG9253|NP_610090.1|DMEL	CCAP1982_LOCUS8328|CAD6999813.1|CCAP
OG0002324	Rnf146|NP_001137978.1|DMEL	CCAP1982_LOCUS14520|CAD7006191.1|CCAP
OG0002325	CG43693|NP_001261694.1|DMEL	CCAP1982_LOCUS11038|CAD7002549.1|CCAP
OG0002326	CG7888|NP_648425.1|DMEL	CCAP1982_LOCUS11043|CAD7002554.1|CCAP
OG0002327	cu|NP_001097746.1|DMEL	CCAP1982_LOCUS14971|CAD7006669.1|CCAP, CCAP1982_LOCUS14970|CAD7006668.1|CCAP
OG0002328	COX4|NP_610013.1|DMEL	CCAP1982_LOCUS6360|CAD6997728.1|CCAP
OG0002329	MFS3|NP_608572.1|DMEL	CCAP1982_LOCUS7039|CAD6998440.1|CCAP
OG0002330	Tfb4|NP_608574.2|DMEL	CCAP1982_LOCUS7041|CAD6998443.1|CCAP
OG0002332	CPT2|NP_647756.1|DMEL	CCAP1982_LOCUS10176|CAD7001686.1|CCAP, CCAP1982_LOCUS10179|CAD7001689.1|CCAP, CCAP1982_LOCUS10175|CAD7001684.1|CCAP
OG0002333	CG30423|NP_726490.3|DMEL	CCAP1982_LOCUS21396|CAD7013327.1|CCAP
OG0002334	CG11034|NP_608961.2|DMEL	CCAP1982_LOCUS5410|CAD6996730.1|CCAP
OG0002335	FANCI|NP_610429.2|DMEL	CCAP1982_LOCUS21160|CAD7013083.1|CCAP
OG0002336	nkd|NP_524788.2|DMEL	CCAP1982_LOCUS14580|CAD7006255.1|CCAP, CCAP1982_LOCUS14579|CAD7006254.1|CCAP
OG0002337	Not1|NP_001286252.1|DMEL	CCAP1982_LOCUS21529|CAD7013466.1|CCAP
OG0002338	CG4502|NP_609103.1|DMEL	CCAP1982_LOCUS6867|CAD6998258.1|CCAP
OG0002339	Mad|NP_001259992.1|DMEL	CCAP1982_LOCUS6814|CAD6998198.1|CCAP
OG0002340	CG16965|NP_609528.3|DMEL	CCAP1982_LOCUS6808|CAD6998192.1|CCAP
OG0002341	sel|NP_610547.1|DMEL	CCAP1982_LOCUS22766|CAD7014798.1|CCAP
OG0002342	Pgant5|NP_001036338.1|DMEL	CCAP1982_LOCUS7785|CAD6999255.1|CCAP, CCAP1982_LOCUS7783|CAD6999253.1|CCAP
OG0002343	vkg|NP_477190.1|DMEL	CCAP1982_LOCUS8470|CAD6999963.1|CCAP
OG0002344	rl|NP_001287635.1|DMEL	CCAP1982_LOCUS5714|CAD6997060.1|CCAP
OG0002345	CG8728|NP_610333.1|DMEL	CCAP1982_LOCUS22692|CAD7014710.1|CCAP
OG0002346	sip2|NP_723234.2|DMEL	CCAP1982_LOCUS5760|CAD6997112.1|CCAP
OG0002347	EndoG|NP_610737.1|DMEL	CCAP1982_LOCUS22133|CAD7014128.1|CCAP
OG0002348	mtsh|NP_609208.2|DMEL	CCAP1982_LOCUS8828|CAD7000345.1|CCAP, CCAP1982_LOCUS8829|CAD7000346.1|CCAP
OG0002349	rnh1|NP_477315.1|DMEL	CCAP1982_LOCUS22699|CAD7014720.1|CCAP
OG0002350	drosha|NP_477436.1|DMEL	CCAP1982_LOCUS22693|CAD7014711.1|CCAP
OG0002351	Cpr49Ae|NP_610774.3|DMEL	CCAP1982_LOCUS21263|CAD7013192.1|CCAP
OG0002352	vg|NP_523723.1|DMEL	CCAP1982_LOCUS23247|CAD7015302.1|CCAP, CCAP1982_LOCUS23239|CAD7015294.1|CCAP
OG0002353	CG40191|NP_001015174.1|DMEL	CCAP1982_LOCUS6170|CAD6997531.1|CCAP
OG0002354	CG9515|NP_001285769.1|DMEL	CCAP1982_LOCUS9019|CAD7000543.1|CCAP
OG0002355	CG17528|NP_001036462.1|DMEL	CCAP1982_LOCUS5445|CAD6996768.1|CCAP
OG0002356	Tpr2|NP_523584.1|DMEL	CCAP1982_LOCUS7063|CAD6998466.1|CCAP
OG0002357	CG7987|NP_650375.1|DMEL	CCAP1982_LOCUS2050|CAD6993232.1|CCAP
OG0002360	Amacr|NP_610054.1|DMEL	CCAP1982_LOCUS5670|CAD6997009.1|CCAP
OG0002361	CG8004|NP_649161.1|DMEL	CCAP1982_LOCUS14480|CAD7006152.1|CCAP, CCAP1982_LOCUS14484|CAD7006156.1|CCAP
OG0002362	Slob|NP_001260212.1|DMEL	CCAP1982_LOCUS8323|CAD6999807.1|CCAP
OG0002363	mEFG1|NP_609105.1|DMEL	CCAP1982_LOCUS8482|CAD6999977.1|CCAP
OG0002364	Ndae1|NP_723263.2|DMEL	CCAP1982_LOCUS5679|CAD6997018.1|CCAP
OG0002365	Wnt4|NP_001260187.1|DMEL	CCAP1982_LOCUS5676|CAD6997015.1|CCAP, CCAP1982_LOCUS5677|CAD6997016.1|CCAP
OG0002366	snsl|NP_001097086.1|DMEL	CCAP1982_LOCUS7834|CAD6999306.1|CCAP
OG0002367	AIF|NP_722765.2|DMEL	CCAP1982_LOCUS8059|CAD6999537.1|CCAP
OG0002368	slmo|NP_001097094.1|DMEL	CCAP1982_LOCUS6261|CAD6997625.1|CCAP
OG0002369	CG12702|NP_608355.1|DMEL	CCAP1982_LOCUS8307|CAD6999786.1|CCAP
OG0002370	NimA|NP_609691.6|DMEL	CCAP1982_LOCUS6037|CAD6997396.1|CCAP, CCAP1982_LOCUS6040|CAD6997399.1|CCAP
OG0002371	Vajk3|NP_609690.1|DMEL	CCAP1982_LOCUS6034|CAD6997393.1|CCAP
OG0002372	ft|NP_477497.1|DMEL	CCAP1982_LOCUS6639|CAD6998022.1|CCAP
OG0002373	Cyt-c-p|NP_477176.1|DMEL	CCAP1982_LOCUS7405|CAD6998856.1|CCAP
OG0002374	Nmnat|NP_651315.2|DMEL	CCAP1982_LOCUS2414|CAD6993603.1|CCAP, CCAP1982_LOCUS2431|CAD6993621.1|CCAP
OG0002375	lds|NP_524850.2|DMEL	CCAP1982_LOCUS4339|CAD6995633.1|CCAP
OG0002376	Hrb27C|NP_476869.1|DMEL	CCAP1982_LOCUS5878|CAD6997244.1|CCAP, CCAP1982_LOCUS5880|CAD6997246.1|CCAP
OG0002377	mRpL44|NP_649541.1|DMEL	CCAP1982_LOCUS746|CAD6991847.1|CCAP
OG0002378	mRpL20|NP_524051.1|DMEL	CCAP1982_LOCUS14551|CAD7006225.1|CCAP
OG0002379	CaBP1|NP_609792.1|DMEL	CCAP1982_LOCUS190|CAD6991256.1|CCAP
OG0002381	RpS23|NP_610939.2|DMEL	CCAP1982_LOCUS7135|CAD6998550.1|CCAP
OG0002383	Gk2|NP_647655.1|DMEL	CCAP1982_LOCUS14927|CAD7006620.1|CCAP
OG0002385	lgs|NP_651922.1|DMEL	CCAP1982_LOCUS19558|CAD7011458.1|CCAP, CCAP1982_LOCUS19557|CAD7011457.1|CCAP
OG0002386	CG4733|NP_650842.2|DMEL	CCAP1982_LOCUS95|CAD6991155.1|CCAP
OG0002387	Irk1|NP_001262861.1|DMEL	CCAP1982_LOCUS455|CAD6991535.1|CCAP
OG0002389	RpS3|NP_476632.1|DMEL	CCAP1982_LOCUS486|CAD6991568.1|CCAP
OG0002390	CG6415|NP_609441.1|DMEL	CCAP1982_LOCUS9598|CAD7001126.1|CCAP
OG0002391	Camp|NP_611204.2|DMEL	CCAP1982_LOCUS20260|CAD7012158.1|CCAP
OG0002392	Rh50|NP_001369039.1|DMEL	CCAP1982_LOCUS12467|CAD7004042.1|CCAP
OG0002393	nxf2|NP_524111.3|DMEL	CCAP1982_LOCUS11835|CAD7003376.1|CCAP
