Orthogroup	DMEL.longest_only	HILL.longest_only
OG0002211	Dic1|NP_650279.1|DMEL	LOC119650782|XP_037909821.1|HILL
OG0002212	CG14285|NP_650773.1|DMEL	LOC119651457|XP_037910991.1|HILL
OG0002213	twr|NP_649676.1|DMEL	LOC119656652|XP_037919045.1|HILL
OG0002214	CG34034|NP_001163678.1|DMEL	LOC119658013|XP_037921167.1|HILL, LOC119657904|XP_037920992.1|HILL
OG0002215	btsz|NP_001247109.1|DMEL	LOC119651153|XP_037910489.1|HILL
OG0002216	Cap-D2|NP_651709.1|DMEL	LOC119658048|XP_037921220.1|HILL
OG0002217	Hexim|NP_731932.1|DMEL	LOC119651310|XP_037910765.1|HILL
OG0002218	Alg14|NP_573031.1|DMEL	LOC119657383|XP_037920196.1|HILL
OG0002219	yellow-e|NP_524344.1|DMEL	LOC119657494|XP_037920350.1|HILL
OG0002220	Ir87a|NP_650290.2|DMEL	LOC119658101|XP_037921295.1|HILL
OG0002221	Tmc|NP_001303362.1|DMEL	LOC119648528|XP_037906224.1|HILL
OG0002222	uri|NP_611933.1|DMEL	LOC119659466|XP_037923481.1|HILL
OG0002223	Vha44|NP_725565.3|DMEL	LOC119660616|XP_037925236.1|HILL
OG0002224	CG43340|NP_001246184.1|DMEL	LOC119659327|XP_037923288.1|HILL
OG0002225	frac|NP_001137905.1|DMEL	LOC119647812|XP_037904959.1|HILL
OG0002226	CG17266|NP_610224.1|DMEL	LOC119646855|XP_037903406.1|HILL
OG0002227	SLO2|NP_001097259.2|DMEL	LOC119654275|XP_037915480.1|HILL
OG0002228	pnut|NP_477064.1|DMEL	LOC119646814|XP_037903343.1|HILL
OG0002229	CG42360|NP_611946.2|DMEL	LOC119647063|XP_037903749.1|HILL, LOC119647328|XP_037904194.1|HILL
OG0002230	Taz|NP_477432.3|DMEL	LOC119651222|XP_037910610.1|HILL
OG0002231	Br140|NP_610266.1|DMEL	LOC119650627|XP_037909458.1|HILL
OG0002232	grau|NP_788422.1|DMEL	LOC119647095|XP_037903793.1|HILL
OG0002233	CG10657|NP_648579.3|DMEL	LOC119649443|XP_037907522.1|HILL
OG0002234	Cpr47Ef|NP_610660.2|DMEL	LOC119659812|XP_037924026.1|HILL
OG0002235	Liprin-gamma|NP_001097414.1|DMEL	LOC119656207|XP_037918530.1|HILL
OG0002236	Phm|NP_477225.1|DMEL	LOC119654446|XP_037915780.1|HILL
OG0002237	MAN1|NP_611873.1|DMEL	LOC119648981|XP_037906834.1|HILL
OG0002238	koi|NP_001260738.1|DMEL	LOC119646673|XP_037903131.1|HILL
OG0002239	spt4|NP_610802.1|DMEL	LOC119650661|XP_037909529.1|HILL, LOC119660823|XP_037925614.1|HILL
OG0002240	Swim|NP_726176.1|DMEL	LOC119653608|XP_037914303.1|HILL
OG0002241	CG3437|NP_648318.2|DMEL	LOC119649540|XP_037907655.1|HILL
OG0002242	Cbl|NP_648224.1|DMEL	LOC119650457|XP_037909241.1|HILL
OG0002243	CG4335|NP_650886.1|DMEL	LOC119648974|XP_037906824.1|HILL
OG0002244	CG7839|NP_648431.3|DMEL	LOC119648399|XP_037906071.1|HILL
OG0002245	CG32369|NP_729296.1|DMEL	LOC119647821|XP_037904979.1|HILL
OG0002246	CG15236|NP_610241.1|DMEL	LOC119661166|XP_037926309.1|HILL
OG0002247	Pym|NP_726372.1|DMEL	LOC119649772|XP_037908000.1|HILL
OG0002248	Hexo1|NP_523924.1|DMEL	LOC119650105|XP_037908553.1|HILL
OG0002249	CG34461|NP_001097547.1|DMEL	LOC119650067|XP_037908492.1|HILL
OG0002251	otp|NP_001286654.1|DMEL	LOC119646912|XP_037903511.1|HILL
OG0002252	CG13442|NP_611511.3|DMEL	LOC119647096|XP_037903794.1|HILL, LOC119661252|XP_037926428.1|HILL, LOC119661187|XP_037926335.1|HILL
OG0002253	CG4622|NP_611929.1|DMEL	LOC119661309|XP_037926529.1|HILL
OG0002254	niki|NP_651293.1|DMEL	LOC119659864|XP_037924104.1|HILL
OG0002255	ND-18|NP_573385.1|DMEL	LOC119659877|XP_037924124.1|HILL
OG0002256	CG33144|NP_788324.1|DMEL	LOC119647267|XP_037904084.1|HILL
OG0002257	Fbl6|NP_610665.2|DMEL	LOC119659138|XP_037923001.1|HILL
OG0002258	CG9953|NP_648067.2|DMEL	LOC119649712|XP_037907914.1|HILL
OG0002259	Gbeta13F|NP_525090.1|DMEL	LOC119660723|XP_037925304.1|HILL
OG0002260	TORIP|NP_649149.1|DMEL	LOC119650103|XP_037908551.1|HILL
OG0002261	asf1|NP_524163.1|DMEL	LOC119649098|XP_037907029.1|HILL
OG0002262	sqa|NP_724821.2|DMEL	LOC119655348|XP_037917128.1|HILL
OG0002263	SsRbeta|NP_524103.2|DMEL	LOC119649924|XP_037908255.1|HILL
OG0002264	Fcp1|NP_611934.1|DMEL	LOC119646417|XP_037902791.1|HILL
OG0002265	Adi1|NP_001097577.1|DMEL	LOC119649321|XP_037907351.1|HILL
OG0002266	fln|NP_524174.1|DMEL	LOC119649683|XP_037907872.1|HILL
OG0002267	ValRS-m|NP_648268.1|DMEL	LOC119647746|XP_037904789.1|HILL
OG0002268	Pc|NP_524199.1|DMEL	LOC119648816|XP_037906597.1|HILL
OG0002269	CG30089|NP_611056.2|DMEL	LOC119661153|XP_037926293.1|HILL
OG0002270	SP2353|NP_611082.2|DMEL	LOC119646408|XP_037902781.1|HILL
OG0002271	CG5087|NP_648279.1|DMEL	LOC119647797|XP_037904933.1|HILL
OG0002272	CG7974|NP_647643.1|DMEL	LOC119647750|XP_037904797.1|HILL
OG0002273	pHCl-1|NP_001261898.1|DMEL	LOC119649571|XP_037907701.1|HILL
OG0002274	mub|NP_001246875.1|DMEL	LOC119647790|XP_037904910.1|HILL
OG0002275	CG6512|NP_730248.2|DMEL	LOC119647795|XP_037904925.1|HILL
OG0002277	stet|NP_788450.1|DMEL	LOC119649061|XP_037906973.1|HILL
OG0002278	Ir64a|NP_647962.1|DMEL	LOC119650383|XP_037909050.1|HILL
OG0002279	Pdxk|NP_996031.1|DMEL	LOC119648852|XP_037906657.1|HILL, LOC119649155|XP_037907094.1|HILL
OG0002280	Zcchc7|NP_648926.3|DMEL	LOC119648199|XP_037905723.1|HILL
OG0002281	CG13025|NP_648919.1|DMEL	LOC119648008|XP_037905336.1|HILL
OG0002282	CG12016|NP_647805.1|DMEL	LOC119649086|XP_037907016.1|HILL
OG0002283	ppk3|NP_726336.1|DMEL	LOC119657305|XP_037920132.1|HILL, LOC119657228|XP_037920008.1|HILL, LOC119657393|XP_037920249.1|HILL
OG0002284	Vps28|NP_652053.1|DMEL	LOC119646518|XP_037902906.1|HILL
OG0002285	CG4617|NP_572383.1|DMEL	LOC119650463|XP_037909255.1|HILL
OG0002286	Art7|NP_611753.4|DMEL	LOC119649955|XP_037908319.1|HILL
OG0002287	CG8405|NP_725521.1|DMEL	LOC119653021|XP_037913392.1|HILL
OG0002288	smg|NP_001137924.1|DMEL	LOC119648663|XP_037906373.1|HILL
OG0002289	CG6638|NP_648239.1|DMEL	LOC119649250|XP_037907246.1|HILL
OG0002290	CG9222|NP_608999.2|DMEL	LOC119651797|XP_037911508.1|HILL
OG0002291	wech|NP_524772.2|DMEL	LOC119647226|XP_037903991.1|HILL
OG0002292	coro|NP_001260743.1|DMEL	LOC119653533|XP_037914141.1|HILL
OG0002293	CG10395|NP_724408.4|DMEL	LOC119659415|XP_037923419.1|HILL
OG0002294	Sgt1|NP_649783.2|DMEL	LOC119661107|XP_037926231.1|HILL
OG0002295	uif|NP_001162899.1|DMEL	LOC119653230|XP_037913745.1|HILL
OG0002296	jp|NP_001369124.1|DMEL	LOC119652982|XP_037913322.1|HILL
OG0002297	Amt|NP_001097800.1|DMEL	LOC119659876|XP_037924122.1|HILL
OG0002298	RpL12|NP_524819.1|DMEL	LOC119656593|XP_037918937.1|HILL
OG0002299	Rpb5|NP_610630.1|DMEL	LOC119657831|XP_037920880.1|HILL
OG0002300	DIP-eta|NP_608946.3|DMEL	LOC119653080|XP_037913497.1|HILL
OG0002301	CG2201|NP_724349.1|DMEL	LOC119653049|XP_037913441.1|HILL
OG0002302	step|NP_001036375.2|DMEL	LOC119650848|XP_037909921.1|HILL
OG0002303	RpL36|NP_476629.1|DMEL	LOC119653669|XP_037914431.1|HILL
OG0002304	mol|NP_001036362.1|DMEL	LOC119652508|XP_037912624.1|HILL
OG0002305	trbl|NP_524672.1|DMEL	LOC119651745|XP_037911403.1|HILL, LOC119651397|XP_037910906.1|HILL, LOC119652571|XP_037912713.1|HILL
OG0002306	Aasdh|NP_609230.2|DMEL	LOC119653029|XP_037913402.1|HILL
OG0002308	Mtpalpha|NP_609299.1|DMEL	LOC119650780|XP_037909817.1|HILL
OG0002309	cype|NP_536787.1|DMEL	LOC119651381|XP_037910882.1|HILL
OG0002310	Ret|NP_477044.1|DMEL	LOC119647257|XP_037904066.1|HILL
OG0002311	Lar|NP_001260594.1|DMEL	LOC119652655|XP_037912835.1|HILL
OG0002312	CG9395|NP_609639.2|DMEL	LOC119652707|XP_037912916.1|HILL
OG0002313	tra2|NP_476764.1|DMEL	LOC119655802|XP_037917826.1|HILL
OG0002314	CG8736|NP_610394.2|DMEL	LOC119655834|XP_037917872.1|HILL, LOC119655507|XP_037917343.1|HILL
OG0002315	Mppe|NP_001286327.1|DMEL	LOC119655367|XP_037917156.1|HILL
OG0002316	dUTPase|NP_609479.1|DMEL	LOC119651316|XP_037910774.1|HILL, LOC119646240|XP_037902563.1|HILL
OG0002317	CTPsyn|NP_730023.1|DMEL	LOC119648385|XP_037906049.1|HILL
OG0002318	Grip71|NP_609902.3|DMEL	LOC119655108|XP_037916758.1|HILL
OG0002319	CG16812|NP_609619.1|DMEL	LOC119652959|XP_037913282.1|HILL
OG0002320	CG30291|NP_726016.1|DMEL	LOC119661768|XP_037927170.1|HILL
OG0002321	RpS11|NP_725114.1|DMEL	LOC119654879|XP_037916414.1|HILL
OG0002322	dtr|NP_724335.2|DMEL	LOC119651720|XP_037911370.1|HILL
OG0002323	CG9253|NP_610090.1|DMEL	LOC119655386|XP_037917185.1|HILL
OG0002324	Rnf146|NP_001137978.1|DMEL	LOC119649617|XP_037907765.1|HILL
OG0002325	CG43693|NP_001261694.1|DMEL	LOC119649629|XP_037907792.1|HILL
OG0002326	CG7888|NP_648425.1|DMEL	LOC119649630|XP_037907797.1|HILL
OG0002327	cu|NP_001097746.1|DMEL	LOC119647579|XP_037904514.1|HILL
OG0002328	COX4|NP_610013.1|DMEL	LOC119651995|XP_037911843.1|HILL
OG0002329	MFS3|NP_608572.1|DMEL	LOC119661282|XP_037926486.1|HILL
OG0002330	Tfb4|NP_608574.2|DMEL	LOC119659245|XP_037923156.1|HILL
OG0002331	CG7322|NP_573333.2|DMEL	LOC119646483|XP_037902866.1|HILL, LOC119646794|XP_037903311.1|HILL
OG0002332	CPT2|NP_647756.1|DMEL	LOC119659200|XP_037923095.1|HILL
OG0002333	CG30423|NP_726490.3|DMEL	LOC119657902|XP_037920990.1|HILL
OG0002334	CG11034|NP_608961.2|DMEL	LOC119652270|XP_037912182.1|HILL
OG0002335	FANCI|NP_610429.2|DMEL	LOC119656022|XP_037918209.1|HILL
OG0002336	nkd|NP_524788.2|DMEL	LOC119648710|XP_037906447.1|HILL
OG0002337	Not1|NP_001286252.1|DMEL	LOC119661456|XP_037926740.1|HILL
OG0002338	CG4502|NP_609103.1|DMEL	LOC119646257|XP_037902586.1|HILL
OG0002339	Mad|NP_001259992.1|DMEL	LOC119661238|XP_037926395.1|HILL, LOC119658619|XP_037922043.1|HILL
OG0002340	CG16965|NP_609528.3|DMEL	LOC119646924|XP_037903532.1|HILL
OG0002341	sel|NP_610547.1|DMEL	LOC119646973|XP_037903605.1|HILL
OG0002342	Pgant5|NP_001036338.1|DMEL	LOC119649030|XP_037906931.1|HILL
OG0002343	vkg|NP_477190.1|DMEL	LOC119660713|XP_037925287.1|HILL
OG0002344	rl|NP_001287635.1|DMEL	LOC119651744|XP_037911406.1|HILL
OG0002345	CG8728|NP_610333.1|DMEL	LOC119657767|XP_037920762.1|HILL
OG0002346	sip2|NP_723234.2|DMEL	LOC119651353|XP_037910840.1|HILL, LOC119653163|XP_037913631.1|HILL
OG0002347	EndoG|NP_610737.1|DMEL	LOC119646674|XP_037903132.1|HILL
OG0002348	mtsh|NP_609208.2|DMEL	LOC119647049|XP_037903733.1|HILL
OG0002349	rnh1|NP_477315.1|DMEL	LOC119658296|XP_037921522.1|HILL
OG0002350	drosha|NP_477436.1|DMEL	LOC119657278|XP_037920050.1|HILL
OG0002351	Cpr49Ae|NP_610774.3|DMEL	LOC119646879|XP_037903434.1|HILL
OG0002352	vg|NP_523723.1|DMEL	LOC119647139|XP_037903859.1|HILL
OG0002353	CG40191|NP_001015174.1|DMEL	LOC119652308|XP_037912247.1|HILL
OG0002354	CG9515|NP_001285769.1|DMEL	LOC119652287|XP_037912211.1|HILL
OG0002355	CG17528|NP_001036462.1|DMEL	LOC119651278|XP_037910710.1|HILL
OG0002356	Tpr2|NP_523584.1|DMEL	LOC119660436|XP_037924918.1|HILL
OG0002357	CG7987|NP_650375.1|DMEL	LOC119653801|XP_037914745.1|HILL
OG0002358	me31B|NP_523533.2|DMEL	LOC119656951|XP_037919596.1|HILL
OG0002359	HIP-R|NP_726885.1|DMEL, HIP|NP_570074.3|DMEL	LOC119657707|XP_037920678.1|HILL
OG0002360	Amacr|NP_610054.1|DMEL	LOC119652938|XP_037913255.1|HILL
OG0002361	CG8004|NP_649161.1|DMEL	LOC119650828|XP_037909898.1|HILL
OG0002362	Slob|NP_001260212.1|DMEL	LOC119647434|XP_037904283.1|HILL
OG0002363	mEFG1|NP_609105.1|DMEL	LOC119652537|XP_037912672.1|HILL
OG0002364	Ndae1|NP_723263.2|DMEL	LOC119649693|XP_037907892.1|HILL
OG0002365	Wnt4|NP_001260187.1|DMEL	LOC119661179|XP_037926325.1|HILL
OG0002366	snsl|NP_001097086.1|DMEL	LOC119661623|XP_037926971.1|HILL
OG0002367	AIF|NP_722765.2|DMEL	LOC119661318|XP_037926538.1|HILL
OG0002368	slmo|NP_001097094.1|DMEL	LOC119652467|XP_037912566.1|HILL
OG0002369	CG12702|NP_608355.1|DMEL	LOC119649382|XP_037907428.1|HILL, LOC119660565|XP_037925142.1|HILL
OG0002370	NimA|NP_609691.6|DMEL	LOC119651809|XP_037911527.1|HILL
OG0002371	Vajk3|NP_609690.1|DMEL	LOC119656539|XP_037918816.1|HILL, LOC119651032|XP_037910274.1|HILL, LOC119650814|XP_037909880.1|HILL
OG0002372	ft|NP_477497.1|DMEL	LOC119660545|XP_037925112.1|HILL, LOC119646395|XP_037902770.1|HILL
OG0002373	Cyt-c-p|NP_477176.1|DMEL	LOC119661102|XP_037926219.1|HILL
OG0002374	Nmnat|NP_651315.2|DMEL	LOC119653043|XP_037913433.1|HILL
OG0002375	lds|NP_524850.2|DMEL	LOC119660203|XP_037924565.1|HILL
OG0002376	Hrb27C|NP_476869.1|DMEL	LOC119651132|XP_037910455.1|HILL
OG0002377	mRpL44|NP_649541.1|DMEL	LOC119659088|XP_037922929.1|HILL
OG0002378	mRpL20|NP_524051.1|DMEL	LOC119649998|XP_037908388.1|HILL
OG0002379	CaBP1|NP_609792.1|DMEL	LOC119660040|XP_037924350.1|HILL
OG0002380	Spx|NP_511058.1|DMEL	LOC119646172|XP_037902478.1|HILL
OG0002381	RpS23|NP_610939.2|DMEL	LOC119653793|XP_037914727.1|HILL
OG0002382	Trf4-1|NP_996382.2|DMEL	LOC119654175|XP_037915288.1|HILL
OG0002383	Gk2|NP_647655.1|DMEL	LOC119655164|XP_037916840.1|HILL
OG0002384	csw|NP_477131.1|DMEL	LOC119655722|XP_037917683.1|HILL
OG0002386	CG4733|NP_650842.2|DMEL	LOC119660530|XP_037925082.1|HILL
OG0002387	Irk1|NP_001262861.1|DMEL	LOC119658632|XP_037922074.1|HILL
OG0002388	Su_var_3-9|NP_524357.2|DMEL	LOC119660597|XP_037925202.1|HILL
OG0002389	RpS3|NP_476632.1|DMEL	LOC119659861|XP_037924097.1|HILL
OG0002390	CG6415|NP_609441.1|DMEL	LOC119660777|XP_037925481.1|HILL
OG0002391	Camp|NP_611204.2|DMEL	LOC119654799|XP_037916278.1|HILL
OG0002392	Rh50|NP_001369039.1|DMEL	LOC119648776|XP_037906538.1|HILL
OG0002393	nxf2|NP_524111.3|DMEL	LOC119650098|XP_037908545.1|HILL
OG0002394	Npl4|NP_651407.3|DMEL	LOC119660569|XP_037925148.1|HILL
OG0002395	side-VI|NP_001036705.1|DMEL	LOC119660359|XP_037924794.1|HILL
OG0002396	Xpc|NP_725451.1|DMEL	LOC119646132|XP_037902409.1|HILL
OG0002397	kune|NP_610179.2|DMEL	LOC119660308|XP_037924711.1|HILL
OG0002398	CG7065|NP_572529.2|DMEL	LOC119655398|XP_037917203.1|HILL
OG0002399	CCHa2-R|NP_001356958.1|DMEL	LOC119654108|XP_037915199.1|HILL
OG0002400	nw|NP_001027435.2|DMEL	LOC119655117|XP_037916767.1|HILL
OG0002401	CG32006|NP_726538.1|DMEL	LOC119660972|XP_037925964.1|HILL
OG0002402	CG6006|NP_001097812.1|DMEL	LOC119658794|XP_037922439.1|HILL
OG0002403	CG8925|NP_650526.1|DMEL	LOC119658795|XP_037922441.1|HILL
OG0002404	CG12581|NP_649435.2|DMEL	LOC119658822|XP_037922481.1|HILL
OG0002405	Orco|NP_001097687.1|DMEL	LOC119658571|XP_037921946.1|HILL
OG0002406	GluRS-m|NP_648894.2|DMEL	LOC119648375|XP_037906032.1|HILL
OG0002407	CG1815|NP_651881.2|DMEL	LOC119658730|XP_037922320.1|HILL
OG0002408	NKCC|NP_730938.1|DMEL	LOC119660604|XP_037925218.1|HILL
OG0002410	bnl|NP_732452.1|DMEL	LOC119660586|XP_037925170.1|HILL
OG0002411	Prosbeta3|NP_649858.1|DMEL	LOC119659118|XP_037922970.1|HILL
OG0002412	l_3_80Fj|NP_001015316.1|DMEL	LOC119658884|XP_037922597.1|HILL
OG0002413	RpL17|NP_572346.1|DMEL	LOC119655404|XP_037917215.1|HILL
OG0002414	CG9149|NP_612094.2|DMEL	LOC119649954|XP_037908318.1|HILL
OG0002415	svp|NP_001369011.1|DMEL	LOC119659203|XP_037923099.1|HILL
OG0002416	CG32850|NP_726563.1|DMEL	LOC119660796|XP_037925541.1|HILL
OG0002417	CG11454|NP_608497.1|DMEL	LOC119660805|XP_037925571.1|HILL, LOC119646214|XP_037902524.1|HILL
OG0002418	Set1|NP_001104406.1|DMEL	LOC119658681|XP_037922173.1|HILL
OG0002419	CG3626|NP_572162.2|DMEL	LOC119653741|XP_037914593.1|HILL
OG0002420	PHGPx|NP_728869.1|DMEL	LOC119647472|XP_037904337.1|HILL
OG0002421	CG17782|NP_651257.1|DMEL	LOC119647190|XP_037903929.1|HILL
OG0002422	unc-45|NP_524796.1|DMEL	LOC119659721|XP_037923904.1|HILL
OG0002423	NaPi-III|NP_648441.1|DMEL	LOC119649055|XP_037906961.1|HILL, LOC119647733|XP_037904768.1|HILL
OG0002424	RpS3A|NP_524618.1|DMEL	LOC119652081|XP_037911950.1|HILL
OG0002425	CG8097|NP_573046.1|DMEL	LOC119657196|XP_037919928.1|HILL
OG0002426	CG13907|NP_612069.1|DMEL	LOC119653442|XP_037913957.1|HILL
OG0002427	CG31997|NP_726539.1|DMEL	LOC119660873|XP_037925712.1|HILL
OG0002428	Elys|NP_608340.2|DMEL	LOC119654226|XP_037915372.1|HILL
OG0002429	Fife|NP_001261340.1|DMEL	LOC119649762|XP_037907984.1|HILL
OG0002430	Dhx15|NP_610269.1|DMEL	LOC119655477|XP_037917306.1|HILL
OG0002431	RpL11|NP_477054.1|DMEL	LOC119654180|XP_037915295.1|HILL
OG0002432	Torsin|NP_572178.1|DMEL	LOC119655856|XP_037917903.1|HILL
OG0002433	ATPsynD|NP_524402.1|DMEL	LOC119660906|XP_037925781.1|HILL
OG0002434	SpdS|NP_731384.1|DMEL	LOC119660559|XP_037925127.1|HILL, LOC119660560|XP_037925128.1|HILL
OG0002436	CG8067|NP_610922.1|DMEL	LOC119654974|XP_037916562.1|HILL
OG0002437	CG17716|NP_523731.2|DMEL	LOC119656106|XP_037918349.1|HILL
OG0002438	trr|NP_726773.2|DMEL	LOC119654228|XP_037915376.1|HILL
OG0002439	Pfas|NP_477212.1|DMEL	LOC119652633|XP_037912809.1|HILL
OG0002440	TrpRS-m|NP_649018.2|DMEL	LOC119650031|XP_037908440.1|HILL
OG0002441	Mmp2|NP_995788.1|DMEL	LOC119654363|XP_037915637.1|HILL
OG0002442	POSH|NP_523776.1|DMEL	LOC119654472|XP_037915818.1|HILL
OG0002443	CG30015|NP_001097262.1|DMEL	LOC119655257|XP_037916981.1|HILL
OG0002444	a|NP_524641.1|DMEL	LOC119655585|XP_037917455.1|HILL
OG0002445	Echs1|NP_610910.1|DMEL	LOC119654997|XP_037916592.1|HILL
OG0002446	ave|NP_725413.1|DMEL	LOC119655351|XP_037917131.1|HILL
OG0002447	Wbp2|NP_648607.3|DMEL	LOC119648048|XP_037905436.1|HILL
OG0002448	eIF3k|NP_611604.1|DMEL	LOC119655254|XP_037916980.1|HILL
OG0002449	CG6426|NP_611163.2|DMEL	LOC119655516|XP_037917352.1|HILL
OG0002450	CG31278|NP_731494.1|DMEL	LOC119651379|XP_037910880.1|HILL
OG0002451	CG30349|NP_610421.1|DMEL	LOC119654699|XP_037916141.1|HILL
OG0002452	wrapper|NP_477404.1|DMEL	LOC119656072|XP_037918280.1|HILL
OG0002453	Rtf1|NP_611665.1|DMEL	LOC119654909|XP_037916465.1|HILL
OG0002454	CG13887|NP_612062.1|DMEL	LOC119648715|XP_037906451.1|HILL, LOC119646825|XP_037903372.1|HILL
OG0002455	JMJD5|NP_612063.2|DMEL	LOC119648741|XP_037906486.1|HILL
OG0002456	CG42741|NP_611747.2|DMEL	LOC119655658|XP_037917570.1|HILL
OG0002457	scra|NP_724582.1|DMEL	LOC119646410|XP_037902782.1|HILL
OG0002458	CG13991|NP_609000.2|DMEL	LOC119647523|XP_037904421.1|HILL
OG0002459	mip120|NP_001163143.1|DMEL	LOC119655273|XP_037917013.1|HILL
OG0002460	CG30419|NP_611899.1|DMEL	LOC119654957|XP_037916543.1|HILL
OG0002461	CG8950|NP_611184.1|DMEL	LOC119655739|XP_037917720.1|HILL
OG0002462	CG10737|NP_001137711.1|DMEL	LOC119653574|XP_037914235.1|HILL
OG0002463	Chi|NP_726403.2|DMEL	LOC119653475|XP_037914021.1|HILL
OG0002464	CG14480|NP_611231.1|DMEL	LOC119654425|XP_037915744.1|HILL
OG0002465	Tbce|NP_610197.2|DMEL	LOC119655627|XP_037917525.1|HILL
OG0002466	Pur-alpha|NP_524624.1|DMEL	LOC119660981|XP_037925992.1|HILL
OG0002467	Lkr|NP_647968.3|DMEL	LOC119649915|XP_037908245.1|HILL
OG0002468	trn|NP_001261796.1|DMEL	LOC119647951|XP_037905266.1|HILL
OG0002469	Gel|NP_524865.2|DMEL	LOC119658964|XP_037922766.1|HILL
OG0002470	CG8237|NP_610425.1|DMEL	LOC119655032|XP_037916637.1|HILL
OG0002471	prel|NP_610487.3|DMEL	LOC119654376|XP_037915661.1|HILL, LOC119661413|XP_037926676.1|HILL
OG0002472	CG42700|NP_001286339.1|DMEL	LOC119654274|XP_037915474.1|HILL
OG0002473	CG34229|NP_001097276.1|DMEL	LOC119653549|XP_037914165.1|HILL
OG0002474	RhoGAP71E|NP_001137956.1|DMEL	LOC119649201|XP_037907174.1|HILL
OG0002475	RpS7|NP_651782.1|DMEL	LOC119654429|XP_037915751.1|HILL
OG0002476	RpS16|NP_611685.1|DMEL	LOC119656275|XP_037918628.1|HILL
OG0002477	CG11044|NP_611456.1|DMEL	LOC119654629|XP_037916028.1|HILL
OG0002478	rib|NP_001261085.1|DMEL	LOC119653653|XP_037914401.1|HILL
OG0002479	O-fut1|NP_610931.1|DMEL	LOC119653693|XP_037914491.1|HILL
OG0002480	Gprk1|NP_001036438.1|DMEL	LOC119656249|XP_037918591.1|HILL
OG0002481	MED18|NP_569948.3|DMEL	LOC119654359|XP_037915631.1|HILL
OG0002482	CG34236|NP_001097303.2|DMEL	LOC119654812|XP_037916296.1|HILL
OG0002483	CG4882|NP_477377.1|DMEL	LOC119654265|XP_037915460.1|HILL
OG0002484	APC10|NP_611223.4|DMEL	LOC119656027|XP_037918219.1|HILL
OG0002485	stmA|NP_001014513.1|DMEL	LOC119655679|XP_037917607.1|HILL
OG0002486	CG14184|NP_649173.1|DMEL	LOC119648139|XP_037905613.1|HILL
OG0002487	Slmap|NP_001036399.1|DMEL	LOC119653874|XP_037914910.1|HILL
OG0002488	GlcT|NP_611636.1|DMEL	LOC119660954|XP_037925920.1|HILL
OG0002489	nes|NP_524157.2|DMEL	LOC119660887|XP_037925736.1|HILL
OG0002490	CG11099|NP_611457.1|DMEL	LOC119654280|XP_037915491.1|HILL
OG0002491	MED1|NP_649341.1|DMEL	LOC119647915|XP_037905165.1|HILL
OG0002492	pAbp|NP_476667.1|DMEL	LOC119654307|XP_037915554.1|HILL
OG0002493	CG8272|NP_001260812.1|DMEL	LOC119655465|XP_037917293.1|HILL
OG0002494	CG8301|NP_649915.1|DMEL	LOC119659460|XP_037923474.1|HILL, LOC119660367|XP_037924804.1|HILL
OG0002495	igl|NP_477060.1|DMEL	LOC119654722|XP_037916172.1|HILL
OG0002496	Kaz-m1|NP_524507.1|DMEL	LOC119649826|XP_037908093.1|HILL, LOC119649761|XP_037907983.1|HILL
OG0002497	CG4950|NP_648855.2|DMEL	LOC119655269|XP_037917012.1|HILL, LOC119658933|XP_037922695.1|HILL, LOC119649531|XP_037907646.1|HILL, LOC119650156|XP_037908629.1|HILL
OG0002498	CG32437|NP_730625.1|DMEL	LOC119647689|XP_037904700.1|HILL, LOC119649036|XP_037906923.1|HILL
OG0002499	CG13894|NP_612054.1|DMEL	LOC119648384|XP_037906048.1|HILL, LOC119649210|XP_037907195.1|HILL, LOC119648699|XP_037906435.1|HILL, LOC119649326|XP_037907355.1|HILL, LOC119649447|XP_037907526.1|HILL, LOC119648383|XP_037906047.1|HILL
OG0002500	narya|NP_573383.1|DMEL, nenya|NP_733236.1|DMEL	LOC119649957|XP_037908322.1|HILL
OG0002501	CG15625|NP_608872.1|DMEL	LOC119653412|XP_037913907.1|HILL
OG0002508	Rip11|NP_573313.2|DMEL	LOC119656934|XP_037919560.1|HILL
OG0002509	DCTN4-p62|NP_610311.1|DMEL	LOC119658018|XP_037921175.1|HILL
OG0002510	Cda4|NP_728468.1|DMEL	LOC119657160|XP_037919869.1|HILL
OG0002511	rin|NP_524907.2|DMEL	LOC119658508|XP_037921904.1|HILL
OG0002512	dati|NP_001245421.1|DMEL	LOC119660968|XP_037925953.1|HILL
OG0002513	Mpi|NP_649940.1|DMEL	LOC119651669|XP_037911287.1|HILL
OG0002514	Sac1|NP_612087.1|DMEL	LOC119657600|XP_037920516.1|HILL
OG0002516	CLS|NP_651418.1|DMEL	LOC119652843|XP_037913108.1|HILL
OG0002517	Nna1|NP_001285225.1|DMEL	LOC119656542|XP_037918823.1|HILL
OG0002519	Rbpn-5|NP_611545.1|DMEL	LOC119657706|XP_037920676.1|HILL
OG0002520	Usp30|NP_572274.1|DMEL	LOC119657408|XP_037920229.1|HILL
OG0002521	CG32547|NP_728174.2|DMEL	LOC119658239|XP_037921445.1|HILL
OG0002522	Nup43|NP_650716.2|DMEL	LOC119651837|XP_037911562.1|HILL
OG0002523	qless|NP_733425.1|DMEL	LOC119646547|XP_037902949.1|HILL
