Orthogroup	DMEL.longest_only	DALB.longest_only
OG0000966	DJ-1alpha|NP_610916.1|DMEL, dj-1beta|NP_651825.4|DMEL	LOC117568065|XP_034104314.1|DALB
OG0000968	Mipp1|NP_524109.2|DMEL	LOC117568512|XP_034105105.1|DALB
OG0000969	Prosalpha3|NP_476691.1|DMEL	LOC117567320|XP_034103110.1|DALB
OG0000970	mil|NP_651592.2|DMEL	LOC117573597|XP_034112782.1|DALB
OG0000971	CG31810|NP_724023.1|DMEL, CG31809|NP_001097168.1|DMEL, CG13284|NP_724022.2|DMEL	LOC117564194|XP_034098759.1|DALB
OG0000972	CG13295|NP_648021.1|DMEL	LOC117567498|XP_034103419.1|DALB
OG0000973	CG3526|NP_726832.2|DMEL	LOC117570199|XP_034107580.1|DALB
OG0000974	Gr64b|NP_728921.1|DMEL	LOC117566391|XP_034101790.1|DALB
OG0000975	sea|NP_001027175.1|DMEL	LOC117573970|XP_034113401.1|DALB
OG0000976	CG45263|NP_731246.2|DMEL	LOC117574839|XP_034114721.1|DALB
OG0000977	CG42404|NP_650437.4|DMEL	LOC117573533|XP_034112674.1|DALB
OG0000978	CG11825|NP_001260865.1|DMEL	LOC117573698|XP_034112951.1|DALB
OG0000979	qkr58E-3|NP_477306.3|DMEL	LOC117572496|XP_034111238.1|DALB
OG0000980	Gr94a|NP_732816.1|DMEL	LOC117576728|XP_034117640.1|DALB
OG0000981	CG31715|NP_723568.1|DMEL	LOC117565479|XP_034100475.1|DALB
OG0000982	I-t|NP_524323.2|DMEL, CG5509|NP_650204.1|DMEL	LOC117575424|XP_034115515.1|DALB
OG0000984	Muc96D|NP_733106.2|DMEL	LOC117571238|XP_034109183.1|DALB
OG0000984	Muc26B|NP_652552.1|DMEL	LOC117563897|XP_034098349.1|DALB
OG0000985	CG42561|NP_001163180.1|DMEL	LOC117567459|XP_034103365.1|DALB
OG0000985	CG42562|NP_611245.2|DMEL	LOC117568882|XP_034105673.1|DALB
OG0000986	CG11629|NP_610125.1|DMEL	LOC117565557|XP_034100616.1|DALB
OG0000987	CG31609|NP_723444.2|DMEL	LOC117564830|XP_034099646.1|DALB
OG0000987	CG17380|NP_651145.2|DMEL	LOC117573905|XP_034113303.1|DALB
OG0000990	RpS10a|NP_651576.1|DMEL, RpS10b|NP_608324.1|DMEL	LOC117578241|XP_034119552.1|DALB
OG0000991	CG33181|NP_001096908.1|DMEL	LOC117577906|XP_034118798.1|DALB
OG0000992	CG33474|NP_995800.1|DMEL, CG13827|NP_001247263.1|DMEL	LOC117573420|XP_034112517.1|DALB
OG0000993	Rpp14a|NP_001097977.1|DMEL, Rpp14b|NP_651769.1|DMEL	LOC117575298|XP_034115339.1|DALB
OG0000994	CG4666|NP_572292.1|DMEL	LOC117577746|XP_034118548.1|DALB
OG0000995	qjt|NP_648987.1|DMEL, CG42300|NP_727865.2|DMEL, CG42299|NP_727866.2|DMEL, cerv|NP_573043.1|DMEL	LOC117567794|XP_034103912.1|DALB
OG0000996	PI31|NP_610715.1|DMEL	LOC117569493|XP_034106565.1|DALB
OG0000997	Drl-2|NP_610835.2|DMEL	LOC117570903|XP_034108698.1|DALB
OG0000998	mthl10|NP_788446.2|DMEL	LOC117572254|XP_034110833.1|DALB
OG0000999	RpL22-like|NP_611771.1|DMEL, RpL22|NP_477134.1|DMEL	LOC117565821|XP_034101016.1|DALB
OG0001000	conu|NP_001036454.1|DMEL	LOC117567199|XP_034102918.1|DALB
OG0001001	unc-5|NP_611033.2|DMEL	LOC117569255|XP_034106219.1|DALB
OG0001002	Ugt301D1|NP_609882.1|DMEL	LOC117565196|XP_034100091.1|DALB
OG0001003	UQCR-11|NP_001163852.1|DMEL, UQCR-11L|NP_724697.1|DMEL	LOC117575955|XP_034116324.1|DALB
OG0001004	p24-2|NP_788617.1|DMEL, eca|NP_788616.1|DMEL	LOC117575813|XP_034116097.1|DALB
OG0001005	CG10700|NP_609942.1|DMEL, CG4199|NP_569976.1|DMEL	LOC117570208|XP_034107592.1|DALB
OG0001006	RpL10Aa|NP_650410.1|DMEL, RpL10Ab|NP_648514.1|DMEL	LOC117571697|XP_034109882.1|DALB
OG0001008	UQCR-14L|NP_651614.1|DMEL, UQCR-14|NP_573110.1|DMEL	LOC117567040|XP_034102641.1|DALB, LOC117576153|XP_034116621.1|DALB
OG0001009	RpL34b|NP_649887.1|DMEL, RpL34a|NP_651460.2|DMEL	LOC117575770|XP_034116027.1|DALB
OG0001010	CG12662|NP_001356935.1|DMEL, ovm|NP_722607.1|DMEL	LOC117565022|XP_034099858.1|DALB
OG0001011	CG15147|NP_609854.1|DMEL	LOC117564539|XP_034099251.1|DALB
OG0001012	CG15646|NP_573051.1|DMEL, CG12708|NP_001138199.1|DMEL	LOC117578170|XP_034119351.1|DALB, LOC117578169|XP_034119349.1|DALB
OG0001013	CG5897|NP_001356901.1|DMEL	LOC117572469|XP_034111207.1|DALB
OG0001013	CG6933|NP_730495.1|DMEL	LOC117568614|XP_034105266.1|DALB
OG0001014	CG34116|NP_001036616.1|DMEL	LOC117569474|XP_034106533.1|DALB
OG0001014	CG11560|NP_001303392.1|DMEL	LOC117568105|XP_034104388.1|DALB
OG0001015	CG1889|NP_727376.2|DMEL	LOC117577743|XP_034118545.1|DALB
OG0001015	CG1791|NP_572591.1|DMEL	LOC117577812|XP_034118633.1|DALB
OG0001016	CG5107|NP_651401.1|DMEL, CG8664|NP_573211.1|DMEL	LOC117564638|XP_034099390.1|DALB, LOC117569705|XP_034106864.1|DALB
OG0001017	CG34189|NP_001097347.1|DMEL	LOC117571541|XP_034109625.1|DALB
OG0001020	GstT3|NP_001162808.1|DMEL	LOC117567376|XP_034103215.1|DALB
OG0001021	Tsp|NP_001137802.1|DMEL	LOC117566208|XP_034101627.1|DALB
OG0001022	sun|NP_524682.1|DMEL	LOC117564466|XP_034099149.1|DALB
OG0001025	CAH2|NP_648555.1|DMEL	LOC117570523|XP_034108116.1|DALB, LOC117570992|XP_034108831.1|DALB, LOC117572512|XP_034111257.1|DALB, LOC117572504|XP_034111247.1|DALB
OG0001026	CG14763|NP_610340.1|DMEL	LOC117572187|XP_034110733.1|DALB, LOC117568642|XP_034105325.1|DALB
OG0001027	Indy|NP_730363.2|DMEL	LOC117572768|XP_034111747.1|DALB
OG0001028	UK114|NP_609747.1|DMEL	LOC117563841|XP_034098261.1|DALB
OG0001029	cag|NP_477207.1|DMEL	LOC117569349|XP_034106373.1|DALB
OG0001031	CG42748|NP_001260684.1|DMEL	LOC117565334|XP_034100274.1|DALB
OG0001032	klhl10|NP_001015100.2|DMEL	LOC117565668|XP_034100790.1|DALB
OG0001033	BoYb|NP_649430.1|DMEL	LOC117566751|XP_034102186.1|DALB
OG0001034	Hml|NP_524060.2|DMEL	LOC117567281|XP_034103039.1|DALB
OG0001035	CG40485|NP_001036313.1|DMEL	LOC117577999|XP_034118989.1|DALB
OG0001036	CG31819|NP_723954.1|DMEL	LOC117568078|XP_034104347.1|DALB
OG0001036	CG14316|NP_650676.2|DMEL	LOC117574338|XP_034114050.1|DALB
OG0001037	CG32081|NP_729646.1|DMEL	LOC117571195|XP_034109127.1|DALB, LOC117573318|XP_034112316.1|DALB
OG0001038	CG33934|NP_001163660.1|DMEL	LOC117574728|XP_034114549.1|DALB
OG0001038	Indy-2|NP_001027201.1|DMEL	LOC117574731|XP_034114552.1|DALB, LOC117574729|XP_034114550.1|DALB
OG0001042	Cyp4c3|NP_524598.1|DMEL	LOC117575862|XP_034116174.1|DALB
OG0001043	CG7860|NP_573039.1|DMEL	LOC117577741|XP_034118543.1|DALB
OG0001044	tor|NP_476762.1|DMEL	LOC117571187|XP_034109115.1|DALB
OG0001045	ADPS|NP_611006.1|DMEL	LOC117569790|XP_034106983.1|DALB
OG0001046	CG30108|NP_725705.2|DMEL, CG30109|NP_725706.1|DMEL	LOC117572650|XP_034111520.1|DALB
OG0001047	cid|NP_523730.2|DMEL	LOC117568166|XP_034104488.1|DALB
OG0001048	CG13492|NP_726121.3|DMEL	LOC117570904|XP_034108700.1|DALB
OG0001049	CG11357|NP_001097505.1|DMEL	LOC117572710|XP_034111659.1|DALB
OG0001050	Apl|NP_730182.1|DMEL, Arts|NP_001261957.1|DMEL	LOC117572583|XP_034111358.1|DALB
OG0001051	ppk16|NP_001334673.1|DMEL	LOC117565410|XP_034100387.1|DALB
OG0001052	CG17292|NP_609216.1|DMEL	LOC117563456|XP_034097699.1|DALB
OG0001053	NO66|NP_572160.1|DMEL	LOC117571475|XP_034109529.1|DALB, LOC117564313|XP_034098901.1|DALB
OG0001054	rumi|NP_651095.1|DMEL	LOC117573519|XP_034112643.1|DALB
OG0001055	CG6830|NP_650103.1|DMEL, CG6834|NP_650104.2|DMEL	LOC117576831|XP_034117796.1|DALB, LOC117574968|XP_034114923.1|DALB
OG0001056	Slc25A46b|NP_609864.1|DMEL, Slc25A46a|NP_573096.1|DMEL	LOC117573846|XP_034113209.1|DALB
OG0001057	Aldh|NP_609285.1|DMEL	LOC117563256|XP_034097369.1|DALB
OG0001058	CG2556|NP_572805.1|DMEL	LOC117575555|XP_034115710.1|DALB
OG0001059	Mi-2|NP_001014591.1|DMEL	LOC117571789|XP_034110039.1|DALB
OG0001060	Arl6IP1|NP_650570.1|DMEL	LOC117575355|XP_034115412.1|DALB
OG0001061	CG33630|NP_001027166.1|DMEL, CG33631|NP_001027167.1|DMEL	LOC117574437|XP_034114166.1|DALB
OG0001063	CG12716|NP_572845.1|DMEL	LOC117574569|XP_034114339.1|DALB
OG0001064	Ir11a|NP_572795.2|DMEL	LOC117565914|XP_034101177.1|DALB
OG0001064	Ir7a|NP_572406.1|DMEL	LOC117566413|XP_034101829.1|DALB
OG0001065	tea|NP_724855.2|DMEL	LOC117566770|XP_034102204.1|DALB
OG0001066	et|NP_001245761.1|DMEL	LOC117578292|XP_034119623.1|DALB
OG0001067	CG13245|NP_652575.1|DMEL	LOC117564486|XP_034099182.1|DALB
OG0001067	CG43816|NP_001260478.1|DMEL	LOC117564488|XP_034099186.1|DALB
OG0001068	CG4835|NP_647965.3|DMEL	LOC117569686|XP_034106826.1|DALB
OG0001068	CG7248|NP_648530.1|DMEL	LOC117571237|XP_034109182.1|DALB
OG0001069	Ssl|NP_523848.2|DMEL	LOC117568490|XP_034105068.1|DALB
OG0001072	CG14130|NP_648511.2|DMEL	LOC117568336|XP_034104811.1|DALB
OG0001074	Mp20|NP_001014522.2|DMEL	LOC117567898|XP_034104063.1|DALB
OG0001075	Idh|NP_001137910.2|DMEL	LOC117569508|XP_034106583.1|DALB
OG0001077	CG40228|NP_001104426.1|DMEL	LOC117569698|XP_034106852.1|DALB
OG0001078	Cyp18a1|NP_728191.1|DMEL	LOC117571270|XP_034109227.1|DALB
OG0001079	pav|NP_477025.1|DMEL	LOC117571612|XP_034109723.1|DALB
OG0001080	Klp61F|NP_476818.1|DMEL	LOC117567041|XP_034102643.1|DALB
OG0001081	CG4572|NP_650836.1|DMEL	LOC117571435|XP_034109470.1|DALB, LOC117570687|XP_034108379.1|DALB
OG0001082	exu|NP_725995.1|DMEL	LOC117568326|XP_034104798.1|DALB
OG0001083	mkg-p|NP_648219.1|DMEL	LOC117571508|XP_034109570.1|DALB, LOC117570504|XP_034108095.1|DALB
OG0001084	chk|NP_001163063.1|DMEL	LOC117567179|XP_034102892.1|DALB
OG0001085	Gp210|NP_610184.2|DMEL	LOC117571066|XP_034108926.1|DALB
OG0001086	gammaSnap2|NP_649980.1|DMEL, gammaSnap1|NP_477469.1|DMEL	LOC117572129|XP_034110654.1|DALB
OG0001087	cmet|NP_524993.3|DMEL, cana|NP_001027247.1|DMEL	LOC117563726|XP_034098081.1|DALB
OG0001088	CG13313|NP_648267.1|DMEL	LOC117572629|XP_034111479.1|DALB
OG0001089	CG1316|NP_647887.1|DMEL	LOC117567599|XP_034103575.1|DALB
OG0001090	Awh|NP_001261379.1|DMEL	LOC117571369|XP_034109375.1|DALB
OG0001092	TfIIS|NP_476967.1|DMEL	LOC117565305|XP_034100234.1|DALB
OG0001093	l_2_34Fc|NP_609710.1|DMEL	LOC117563550|XP_034097820.1|DALB
OG0001094	CG46301|NP_001334737.1|DMEL	LOC117564619|XP_034099364.1|DALB
OG0001095	CG7461|NP_611409.2|DMEL	LOC117567862|XP_034104015.1|DALB
OG0001096	Irk3|NP_001137835.2|DMEL	LOC117564722|XP_034099495.1|DALB, LOC117564720|XP_034099494.1|DALB
OG0001097	l_2_41Ab|NP_001104357.1|DMEL	LOC117564048|XP_034098549.1|DALB
OG0001098	CG14135|NP_001261721.1|DMEL	LOC117567592|XP_034103566.1|DALB
OG0001099	AsnS|NP_996132.1|DMEL	LOC117571438|XP_034109472.1|DALB, LOC117570019|XP_034107326.1|DALB
OG0001100	CG40160|NP_001015213.3|DMEL	LOC117575479|XP_034115603.1|DALB
OG0001101	CG30460|NP_611186.2|DMEL	LOC117566704|XP_034102141.1|DALB
OG0001102	fz|NP_001261836.1|DMEL	LOC117567506|XP_034103438.1|DALB
OG0001103	Decay|NP_477462.1|DMEL	LOC117574165|XP_034113745.1|DALB
OG0001104	Den1|NP_001163126.1|DMEL	LOC117566766|XP_034102199.1|DALB, LOC117570636|XP_034108294.1|DALB
OG0001105	CG8860|NP_610738.1|DMEL	LOC117569145|XP_034106083.1|DALB
OG0001106	pan|NP_726528.2|DMEL	LOC117573248|XP_034112198.1|DALB
OG0001108	CG33342|NP_001097904.1|DMEL, CG17784|NP_651254.1|DMEL	LOC117573299|XP_034112294.1|DALB
OG0001109	Obp50d|NP_725388.2|DMEL	LOC117566578|XP_034102010.1|DALB
OG0001109	Obp50c|NP_725387.3|DMEL	LOC117566577|XP_034102009.1|DALB, LOC117570475|XP_034108050.1|DALB
OG0001110	CG7130|NP_649380.1|DMEL	LOC117568852|XP_034105620.1|DALB
OG0001111	CG9825|NP_611723.3|DMEL, CG12490|NP_611722.2|DMEL, CG30265|NP_611721.2|DMEL	LOC117568157|XP_034104467.1|DALB, LOC117569127|XP_034106038.1|DALB
OG0001112	ord|NP_726303.1|DMEL	LOC117568780|XP_034105509.1|DALB, LOC117568409|XP_034104940.1|DALB
OG0001113	CG34167|NP_001097165.1|DMEL	LOC117563817|XP_034098241.1|DALB
OG0001113	CG31820|NP_723947.1|DMEL	LOC117564487|XP_034099184.1|DALB
OG0001114	CG17139|NP_001033898.1|DMEL, CG17140|NP_001033896.1|DMEL	LOC117565450|XP_034100438.1|DALB
OG0001115	CG43339|NP_001163009.2|DMEL, Mst36Fa|NP_724121.3|DMEL, Mst36Fb|NP_001163010.1|DMEL	LOC117565052|XP_034099886.1|DALB
OG0001116	CG12902|NP_610578.1|DMEL	LOC117568735|XP_034105452.1|DALB
OG0001116	CG46298|NP_610577.3|DMEL	LOC117571143|XP_034109036.1|DALB
OG0001117	CG16775|NP_649022.2|DMEL	LOC117568275|XP_034104656.1|DALB, LOC117568975|XP_034105826.1|DALB, LOC117569285|XP_034106281.1|DALB
OG0001118	Rrp47|NP_573092.1|DMEL	LOC117577856|XP_034118695.1|DALB
OG0001119	scro|NP_001015473.1|DMEL	LOC117575118|XP_034115107.1|DALB
OG0001120	p53|NP_996267.1|DMEL	LOC117576088|XP_034116528.1|DALB
OG0001122	Aplip1|NP_728573.1|DMEL	LOC117570724|XP_034108429.1|DALB
OG0001124	MESK4|NP_525017.1|DMEL, CG31274|NP_732186.1|DMEL	LOC117575044|XP_034115018.1|DALB
OG0001125	MFS9|NP_650889.1|DMEL	LOC117575376|XP_034115439.1|DALB
OG0001126	sif|NP_001261446.1|DMEL	LOC117568394|XP_034104898.1|DALB
OG0001127	obst-G|NP_648529.1|DMEL	LOC117569771|XP_034106959.1|DALB
OG0001128	dpr13|NP_001033956.2|DMEL	LOC117568896|XP_034105688.1|DALB
OG0001129	CG9044|NP_001260114.1|DMEL	LOC117563751|XP_034098123.1|DALB
OG0001130	TbCMF46|NP_609325.2|DMEL	LOC117564994|XP_034099830.1|DALB
OG0001131	gw|NP_726596.1|DMEL	LOC117573165|XP_034112021.1|DALB
OG0001133	spir|NP_724254.1|DMEL	LOC117563361|XP_034097542.1|DALB
OG0001134	hrg|NP_001261097.1|DMEL	LOC117568847|XP_034105615.1|DALB
OG0001135	CG3061|NP_650328.1|DMEL	LOC117576431|XP_034117071.1|DALB
OG0001136	pum|NP_731314.1|DMEL	LOC117573877|XP_034113245.1|DALB
OG0001137	CG11693|NP_001246985.1|DMEL	LOC117574951|XP_034114896.1|DALB
OG0001138	galene|NP_612084.1|DMEL	LOC117567042|XP_034102644.1|DALB
OG0001139	CG11263|NP_648618.1|DMEL	LOC117571325|XP_034109302.1|DALB
OG0001140	CCY|NP_001303589.1|DMEL	LOC117573378|XP_034112407.1|DALB
OG0001143	Adh|NP_001027266.1|DMEL	LOC117565782|XP_034100950.1|DALB
OG0001144	CG15498|NP_650974.1|DMEL, CG34457|NP_001097339.1|DMEL	LOC117567169|XP_034102875.1|DALB
OG0001145	GstT1|NP_610509.2|DMEL, GstT2|NP_724816.3|DMEL	LOC117570046|XP_034107365.1|DALB, LOC117564647|XP_034099399.1|DALB
OG0001146	CG10859|NP_609651.1|DMEL, CG1571|NP_572435.1|DMEL	LOC117577866|XP_034118712.1|DALB
OG0001147	CG34002|NP_001034029.2|DMEL	LOC117568696|XP_034105396.1|DALB
OG0001148	CG16704|NP_608797.1|DMEL	LOC117564748|XP_034099529.1|DALB
OG0001149	CG8539|NP_648130.2|DMEL	LOC117571427|XP_034109458.1|DALB
OG0001150	CG4250|NP_001246468.1|DMEL	LOC117571957|XP_034110347.1|DALB
OG0001151	CG17751|NP_650816.3|DMEL, CG17752|NP_650817.1|DMEL	LOC117576790|XP_034117736.1|DALB
OG0001152	CG16898|NP_611452.2|DMEL, CG33301|NP_001285793.1|DMEL	LOC117574204|XP_034113800.1|DALB
OG0001153	TBPH|NP_477400.1|DMEL	LOC117568314|XP_034104756.1|DALB
OG0001154	Ndf|NP_001188767.1|DMEL	LOC117564345|XP_034098948.1|DALB
OG0001155	Pat1|NP_572328.1|DMEL	LOC117571549|XP_034109645.1|DALB
OG0001157	Ace|NP_476953.1|DMEL	LOC117576483|XP_034117145.1|DALB
OG0001158	cl|NP_608930.1|DMEL	LOC117565636|XP_034100736.1|DALB
OG0001159	Ptp99A|NP_651691.4|DMEL	LOC117574869|XP_034114778.1|DALB
OG0001160	CG2767|NP_649757.1|DMEL	LOC117574142|XP_034113709.1|DALB, LOC117574136|XP_034113692.1|DALB, LOC117574138|XP_034113696.1|DALB, LOC117574140|XP_034113706.1|DALB, LOC117574139|XP_034113705.1|DALB, LOC117574141|XP_034113707.1|DALB
OG0001161	rdx|NP_650326.3|DMEL	LOC117576430|XP_034117067.1|DALB
OG0001162	by|NP_649901.1|DMEL	LOC117574552|XP_034114314.1|DALB
OG0001163	B52|NP_788671.2|DMEL	LOC117575205|XP_034115216.1|DALB
OG0001164	CG13408|NP_651007.1|DMEL	LOC117574790|XP_034114637.1|DALB
OG0001165	yellow-d|NP_523820.2|DMEL	LOC117569451|XP_034106506.1|DALB
OG0001166	Svil|NP_001286919.1|DMEL	LOC117570607|XP_034108242.1|DALB
OG0001167	CG12911|NP_001286280.1|DMEL	LOC117569731|XP_034106896.1|DALB
OG0001168	CG5726|NP_611304.1|DMEL	LOC117571849|XP_034110131.1|DALB
OG0001169	CG5162|NP_573202.1|DMEL	LOC117572465|XP_034111204.1|DALB
OG0001170	CG17083|NP_651139.1|DMEL	LOC117573424|XP_034112526.1|DALB
OG0001171	Fhos|NP_001261599.1|DMEL	LOC117572136|XP_034110662.1|DALB
OG0001172	clt|NP_536784.1|DMEL	LOC117570134|XP_034107490.1|DALB
OG0001174	CG8219|NP_648038.1|DMEL, Tnpo|NP_477368.1|DMEL	LOC117567918|XP_034104088.1|DALB
OG0001175	P32|NP_611243.1|DMEL	LOC117572648|XP_034111518.1|DALB
OG0001176	tej|NP_610950.2|DMEL	LOC117568626|XP_034105308.1|DALB
OG0001178	Cib2|NP_611523.3|DMEL	LOC117568384|XP_034104886.1|DALB
OG0001179	qvr|NP_001137646.1|DMEL	LOC117568304|XP_034104738.1|DALB
OG0001180	Crk|NP_651908.1|DMEL	LOC117573171|XP_034112034.1|DALB
OG0001181	FucTA|NP_648754.2|DMEL	LOC117569941|XP_034107190.1|DALB
OG0001182	Irk2|NP_001287485.1|DMEL	LOC117574277|XP_034113917.1|DALB
OG0001183	Jupiter|NP_731599.1|DMEL	LOC117568713|XP_034105419.1|DALB, LOC117573502|XP_034112620.1|DALB
OG0001184	sr|NP_001262693.1|DMEL	LOC117575213|XP_034115228.1|DALB
OG0001185	Tm1|NP_732006.2|DMEL	LOC117573534|XP_034112676.1|DALB
OG0001186	Taf7|NP_649748.1|DMEL	LOC117571955|XP_034110344.1|DALB
OG0001187	CG10151|NP_001137670.1|DMEL	LOC117567136|XP_034102838.1|DALB
OG0001188	CG8785|NP_610804.1|DMEL	LOC117568935|XP_034105751.1|DALB
OG0001189	CG9896|NP_611745.1|DMEL	LOC117568052|XP_034104289.1|DALB
OG0001190	CG17167|NP_001015257.2|DMEL	LOC117568825|XP_034105594.1|DALB
OG0001191	borr|NP_723450.1|DMEL	LOC117565705|XP_034100837.1|DALB
OG0001192	CG17377|NP_723220.2|DMEL	LOC117564503|XP_034099211.1|DALB
OG0001194	CG3176|NP_569842.1|DMEL, CG32817|NP_726668.1|DMEL, CG13373|NP_001096858.1|DMEL	LOC117577568|XP_034118302.1|DALB
OG0001195	CG30371|NP_610370.1|DMEL	LOC117570897|XP_034108691.1|DALB
OG0001196	CG2694|NP_726827.1|DMEL, CG11322|NP_609071.2|DMEL	LOC117575998|XP_034116387.1|DALB, LOC117570990|XP_034108832.1|DALB
OG0001197	CG13978|NP_651562.2|DMEL, CG4907|NP_651086.1|DMEL	LOC117576475|XP_034117136.1|DALB
OG0001198	Qsox3|NP_650997.1|DMEL, Qsox2|NP_650998.1|DMEL	LOC117574981|XP_034114939.1|DALB
OG0001200	ApepP|NP_477409.1|DMEL	LOC117572172|XP_034110712.1|DALB
OG0001201	tobi|NP_651391.1|DMEL	LOC117574341|XP_034114052.1|DALB
OG0001202	FucTC|NP_001036320.3|DMEL	LOC117572403|XP_034111078.1|DALB
OG0001203	toy|NP_001368990.1|DMEL	LOC117573226|XP_034112164.1|DALB
OG0001204	DNApol-gamma35|NP_001027262.1|DMEL	LOC117565835|XP_034101036.1|DALB
OG0001205	Snm1|NP_649548.1|DMEL	LOC117576681|XP_034117568.1|DALB
OG0001206	Stat92E|NP_001262760.1|DMEL	LOC117567475|XP_034103397.1|DALB, LOC117564954|XP_034099800.1|DALB, LOC117576986|XP_034118063.1|DALB
OG0001207	Trf2|NP_001096905.1|DMEL	LOC117566189|XP_034101597.1|DALB, LOC117576517|XP_034117221.1|DALB
OG0001208	Cht6|NP_001245598.1|DMEL	LOC117578077|XP_034119115.1|DALB
OG0001209	beat-Vc|NP_001356887.1|DMEL	LOC117574614|XP_034114392.1|DALB
OG0001210	NetA|NP_511154.3|DMEL	LOC117577709|XP_034118504.1|DALB
OG0001212	CtsB1|NP_572920.1|DMEL	LOC117577925|XP_034118818.1|DALB
OG0001213	Pxt|NP_650648.3|DMEL	LOC117575912|XP_034116256.1|DALB
OG0001214	Nup133|NP_651080.2|DMEL	LOC117573465|XP_034112581.1|DALB
OG0001217	Ir40a|NP_610140.4|DMEL	LOC117563791|XP_034098212.1|DALB
OG0001218	bb8|NP_651140.1|DMEL	LOC117573425|XP_034112527.1|DALB, LOC117573426|XP_034112528.1|DALB
OG0001220	Gadd45|NP_610264.1|DMEL	LOC117570318|XP_034107751.1|DALB
OG0001221	CG11159|NP_611505.1|DMEL	LOC117569679|XP_034106818.1|DALB
OG0001222	wat|NP_651652.2|DMEL	LOC117574147|XP_034113715.1|DALB
OG0001223	CG3107|NP_001036470.1|DMEL	LOC117567117|XP_034102811.1|DALB
OG0001224	Sod2|NP_476925.1|DMEL	LOC117567927|XP_034104104.1|DALB
OG0001225	Aldh-III|NP_724562.2|DMEL	LOC117568940|XP_034105764.1|DALB
OG0001226	Fpps|NP_477380.1|DMEL	LOC117567826|XP_034103960.1|DALB
OG0001227	Gr28b|NP_995642.1|DMEL	LOC117565183|XP_034100072.1|DALB
OG0001228	CG8952|NP_573072.1|DMEL	LOC117578304|XP_034119649.1|DALB
OG0001229	CG41520|NP_001104019.1|DMEL	LOC117569028|XP_034105910.1|DALB
OG0001230	CG8060|NP_611117.2|DMEL	LOC117568309|XP_034104750.1|DALB
OG0001231	Tif-IA|NP_788084.1|DMEL	LOC117565681|XP_034100805.1|DALB
OG0001232	CG12560|NP_609173.2|DMEL	LOC117564729|XP_034099506.1|DALB, LOC117564728|XP_034099505.1|DALB, LOC117564727|XP_034099504.1|DALB, LOC117564726|XP_034099501.1|DALB
OG0001233	CG46025|NP_001303313.1|DMEL	LOC117566236|XP_034101675.1|DALB
OG0001234	Prosbeta1|NP_652031.2|DMEL	LOC117571987|XP_034110386.1|DALB
OG0001235	nAChRbeta3|NP_525098.1|DMEL	LOC117566219|XP_034101654.1|DALB
OG0001236	Spn77Ba|NP_649205.3|DMEL	LOC117571273|XP_034109226.1|DALB
OG0001237	CG4538|NP_001287413.1|DMEL	LOC117573844|XP_034113203.1|DALB
OG0001238	gro|NP_996298.1|DMEL	LOC117575761|XP_034116014.1|DALB
OG0001240	CG6142|NP_651466.1|DMEL	LOC117574154|XP_034113726.1|DALB
OG0001241	CG8501|NP_610771.2|DMEL	LOC117566698|XP_034102135.1|DALB
OG0001242	Pp4-19C|NP_524803.1|DMEL	LOC117577559|XP_034118288.1|DALB
OG0001243	Lon|NP_730435.2|DMEL	LOC117572050|XP_034110515.1|DALB
OG0001245	Ir92a|NP_001097845.2|DMEL	LOC117575317|XP_034115364.1|DALB
OG0001246	Fmo-1|NP_611859.1|DMEL	LOC117569883|XP_034107113.1|DALB, LOC117566735|XP_034102168.1|DALB
OG0001247	p120ctn|NP_001036444.1|DMEL	LOC117569183|XP_034106142.1|DALB
OG0001248	GNBP3|NP_523986.2|DMEL	LOC117570002|XP_034107289.1|DALB
OG0001249	mof|NP_511051.1|DMEL	LOC117564616|XP_034099366.1|DALB
OG0001253	CG8490|NP_610762.2|DMEL	LOC117568452|XP_034105017.1|DALB
OG0001254	CG13438|NP_611510.1|DMEL	LOC117566567|XP_034101999.1|DALB
OG0001255	CG11125|NP_610280.1|DMEL	LOC117570245|XP_034107641.1|DALB
OG0001256	CG32271|NP_728833.1|DMEL	LOC117567722|XP_034103775.1|DALB
OG0001257	unc-13|NP_001245427.1|DMEL	LOC117573250|XP_034112207.1|DALB
OG0001258	Ctr1B|NP_649790.1|DMEL	LOC117575112|XP_034115102.1|DALB
OG0001259	Klp3A|NP_525053.1|DMEL	LOC117574289|XP_034113944.1|DALB
OG0001260	CAH7|NP_649979.1|DMEL	LOC117575472|XP_034115580.1|DALB
OG0001261	Ntf-2|NP_608422.1|DMEL	LOC117575972|XP_034116345.1|DALB
OG0001262	FoxK|NP_001261701.1|DMEL	LOC117567012|XP_034102588.1|DALB
OG0001263	CycB3|NP_651303.2|DMEL	LOC117573702|XP_034112961.1|DALB
OG0001264	CG10019|NP_001368961.1|DMEL	LOC117566011|XP_034101323.1|DALB
OG0001265	prage|NP_001188528.1|DMEL	LOC117570830|XP_034108626.1|DALB
OG0001266	rad50|NP_001246461.1|DMEL	LOC117571973|XP_034110366.1|DALB
OG0001267	CG7084|NP_651016.1|DMEL	LOC117575549|XP_034115697.1|DALB
OG0001268	CG7691|NP_650728.1|DMEL	LOC117576130|XP_034116581.1|DALB
OG0001269	wal|NP_476975.1|DMEL	LOC117567450|XP_034103354.1|DALB
