Orthogroup	DPER.longest_only	CPIP.longest_only
OG0001787	LOC113565627|XP_026843950.1|DPER, LOC6589637|XP_026845060.1|DPER	LOC120420887|XP_039439942.1|CPIP
OG0001788	LOC6592771|XP_026841221.1|DPER	LOC120419886|XP_039438686.1|CPIP
OG0001789	LOC6590261|XP_002015891.1|DPER	LOC120429675|XP_039450640.1|CPIP
OG0001790	LOC113565392|XP_026843024.1|DPER	LOC120419462|XP_039438080.1|CPIP
OG0001791	LOC6590779|XP_026842657.1|DPER	LOC120412953|XP_039429527.1|CPIP, LOC120432422|XP_039453558.1|CPIP
OG0001792	LOC6589773|XP_026844070.1|DPER, LOC113565837|XP_026844968.1|DPER	LOC120429790|XP_039450784.1|CPIP, LOC120431590|XP_039452630.1|CPIP
OG0001793	LOC6590001|XP_002016051.2|DPER	LOC120432464|XP_039453626.1|CPIP
OG0001794	LOC6595565|XP_002020913.1|DPER	LOC120416622|XP_039434357.1|CPIP, LOC120417688|XP_039435762.1|CPIP, LOC120412468|XP_039428878.1|CPIP
OG0001795	LOC6588877|XP_002015330.2|DPER, LOC6588880|XP_026844861.1|DPER	LOC120419069|XP_039437586.1|CPIP
OG0001797	LOC6602010|XP_002027038.2|DPER	LOC120421442|XP_039440582.1|CPIP, LOC120421439|XP_039440580.1|CPIP
OG0001798	LOC6591093|XP_002016125.1|DPER	LOC120418692|XP_039437093.1|CPIP
OG0001799	LOC6597851|XP_026847040.1|DPER	LOC120415295|XP_039432701.1|CPIP
OG0001800	LOC6593635|XP_002018688.2|DPER	LOC120413669|XP_039430529.1|CPIP
OG0001801	LOC6602780|XP_002027837.1|DPER	LOC120426324|XP_039447018.1|CPIP
OG0001802	LOC6594168|XP_002019577.1|DPER	LOC120417646|XP_039435698.1|CPIP
OG0001803	LOC6591456|XP_002017477.1|DPER, LOC6591455|XP_026845223.1|DPER	LOC120432192|XP_039453269.1|CPIP
OG0001804	LOC113567462|XP_026851229.1|DPER, LOC6592045|XP_026847867.1|DPER, LOC6592048|XP_026851200.1|DPER	LOC120419224|XP_039437816.1|CPIP
OG0001805	LOC6599659|XP_002024581.2|DPER	LOC120420953|XP_039440022.1|CPIP
OG0001806	LOC6592136|XP_026840051.1|DPER	LOC120413925|XP_039430841.1|CPIP
OG0001808	LOC6594588|XP_026850854.1|DPER	LOC120413020|XP_039429619.1|CPIP
OG0001809	LOC6591982|XP_002017026.1|DPER	LOC120424387|XP_039444421.1|CPIP
OG0001810	LOC6595148|XP_002020138.1|DPER	LOC120416840|XP_039434663.1|CPIP, LOC120421221|XP_039440360.1|CPIP
OG0001811	LOC6590131|XP_002016242.2|DPER	LOC120422717|XP_039442178.1|CPIP
OG0001812	LOC6597684|XP_026848873.1|DPER	LOC120422747|XP_039442224.1|CPIP, LOC120418264|XP_039436515.1|CPIP
OG0001813	LOC6594323|XP_026850424.1|DPER	LOC120419408|XP_039438016.1|CPIP
OG0001814	LOC6594160|XP_026840495.1|DPER	LOC120429061|XP_039450138.1|CPIP
OG0001815	LOC6588159|XP_002014126.1|DPER	LOC120431023|XP_039452112.1|CPIP
OG0001816	LOC6593101|XP_002017884.1|DPER	LOC120423156|XP_039442769.1|CPIP
OG0001817	LOC6600943|XP_002026014.1|DPER	LOC120421367|XP_039440490.1|CPIP
OG0001818	LOC6600734|XP_026848685.1|DPER	LOC120416654|XP_039434399.1|CPIP, LOC120416656|XP_039434400.1|CPIP
OG0001819	LOC6601637|XP_026841610.1|DPER	LOC120424753|XP_039444880.1|CPIP, LOC120414223|XP_039431267.1|CPIP
OG0001821	LOC6600971|XP_002026009.1|DPER	LOC120415251|XP_039432651.1|CPIP
OG0001822	LOC6600876|XP_002025940.1|DPER	LOC120426052|XP_039446668.1|CPIP
OG0001823	LOC6599000|XP_002024068.1|DPER	LOC120415280|XP_039432684.1|CPIP, LOC120415308|XP_039432720.1|CPIP
OG0001824	LOC6589638|XP_002015342.1|DPER	LOC120425104|XP_039445436.1|CPIP, LOC120425222|XP_039445590.1|CPIP
OG0001825	LOC6590633|XP_026840998.1|DPER	LOC120418446|XP_039436787.1|CPIP
OG0001826	LOC113565059|XP_026841086.1|DPER	LOC120414889|XP_039432146.1|CPIP
OG0001827	LOC6592403|XP_002018148.1|DPER	LOC120427761|XP_039448605.1|CPIP, LOC120427760|XP_039448604.1|CPIP
OG0001828	LOC6601763|XP_026846904.1|DPER	LOC120427284|XP_039448066.1|CPIP, LOC120415447|XP_039432929.1|CPIP
OG0001829	LOC6592196|XP_026841396.1|DPER	LOC120412766|XP_039429291.1|CPIP
OG0001830	LOC6590194|XP_002015751.1|DPER	LOC120429987|XP_039451014.1|CPIP
OG0001831	LOC6598916|XP_026847928.1|DPER	LOC120425250|XP_039445630.1|CPIP, LOC120425252|XP_039445632.1|CPIP
OG0001832	LOC6603084|XP_026847088.1|DPER	LOC120415194|XP_039432585.1|CPIP
OG0001833	LOC6589965|XP_002015640.2|DPER	LOC120415845|XP_039433414.1|CPIP
OG0001834	LOC6588344|XP_002012924.1|DPER	LOC120427429|XP_039448220.1|CPIP, LOC120426063|XP_039446683.1|CPIP
OG0001848	LOC113567473|XP_026851283.1|DPER	LOC120415033|XP_039432335.1|CPIP
OG0001849	LOC6587337|XP_026839907.1|DPER	LOC120415057|XP_039432376.1|CPIP
OG0001850	LOC6603484|XP_026846785.1|DPER, LOC113566249|XP_026846835.1|DPER	LOC120413283|XP_039429951.1|CPIP
OG0001851	LOC6602005|XP_026846814.1|DPER	LOC120413275|XP_039429938.1|CPIP
OG0001852	LOC6599575|XP_026849580.1|DPER	LOC120413287|XP_039429958.1|CPIP, LOC120413313|XP_039430014.1|CPIP
OG0001853	LOC6587460|XP_026840018.1|DPER	LOC120413290|XP_039429965.1|CPIP
OG0001854	LOC6597581|XP_026848880.1|DPER	LOC120417681|XP_039435750.1|CPIP, LOC120432279|XP_039453399.1|CPIP
OG0001855	LOC6601584|XP_002026605.1|DPER	LOC120431217|XP_039452295.1|CPIP, LOC120430280|XP_039451306.1|CPIP
OG0001856	LOC6597296|XP_026846431.1|DPER	LOC120432215|XP_039453313.1|CPIP
OG0001857	LOC6599378|XP_002024552.1|DPER	LOC120427567|XP_039448403.1|CPIP, LOC120430610|XP_039451949.1|CPIP
OG0001858	LOC6601732|XP_026846948.1|DPER	LOC120432212|XP_039453305.1|CPIP
OG0001859	LOC6600108|XP_026846664.1|DPER	LOC120416215|XP_039433880.1|CPIP
OG0001860	LOC6598932|XP_026848991.1|DPER	LOC120432252|XP_039453361.1|CPIP, LOC120422822|XP_039442291.1|CPIP
OG0001861	LOC6598662|XP_026840424.1|DPER	LOC120414178|XP_039431186.1|CPIP
OG0001862	LOC6597892|XP_026846993.1|DPER	LOC120424282|XP_039444287.1|CPIP, LOC120424297|XP_039444314.1|CPIP
OG0001863	LOC6598518|XP_002023557.2|DPER	LOC120424288|XP_039444295.1|CPIP
OG0001864	LOC6588278|XP_026842314.1|DPER	LOC120417696|XP_039435771.1|CPIP
OG0001865	LOC6602693|XP_002027720.1|DPER	LOC120432161|XP_039453263.1|CPIP
OG0001866	LOC6587614|XP_026843046.1|DPER	LOC120424588|XP_039444715.1|CPIP
OG0001867	LOC6603357|XP_026848217.1|DPER	LOC120424690|XP_039444799.1|CPIP, LOC120413652|XP_039430503.1|CPIP
OG0001868	LOC6596342|XP_002021698.2|DPER	LOC120424695|XP_039444808.1|CPIP
OG0001869	LOC6587932|XP_002013714.1|DPER	LOC120425313|XP_039445713.1|CPIP
OG0001870	LOC6599242|XP_026848264.1|DPER	LOC120424530|XP_039444625.1|CPIP
OG0001871	LOC6599987|XP_002025145.1|DPER	LOC120432495|XP_039453645.1|CPIP
OG0001872	LOC6594785|XP_026839931.1|DPER	LOC120416400|XP_039434080.1|CPIP
OG0001873	LOC6594682|XP_026850438.1|DPER	LOC120415625|XP_039433159.1|CPIP
OG0001874	LOC6591888|XP_002016782.2|DPER	LOC120416923|XP_039434763.1|CPIP
OG0001875	LOC6595066|XP_026851041.1|DPER	LOC120418476|XP_039436877.1|CPIP, LOC120423876|XP_039443758.1|CPIP
OG0001876	LOC6603543|XP_002028521.1|DPER	LOC120418093|XP_039436295.1|CPIP, LOC120419900|XP_039438702.1|CPIP
OG0001877	LOC6598572|XP_002023635.1|DPER	LOC120418096|XP_039436298.1|CPIP, LOC120419899|XP_039438701.1|CPIP
OG0001878	LOC6587785|XP_002014049.1|DPER	LOC120426437|XP_039447133.1|CPIP
OG0001879	LOC6591683|XP_026840156.1|DPER	LOC120427444|XP_039448246.1|CPIP
OG0001880	LOC6594941|XP_002020310.1|DPER	LOC120417856|XP_039436010.1|CPIP
OG0001881	LOC6588499|XP_002013949.1|DPER	LOC120417206|XP_039435105.1|CPIP
OG0001882	LOC6587374|XP_026840072.1|DPER	LOC120417207|XP_039435107.1|CPIP
OG0001883	LOC6595152|XP_026840276.1|DPER	LOC120429671|XP_039450634.1|CPIP, LOC120424512|XP_039444600.1|CPIP
OG0001884	LOC6587693|XP_002013698.1|DPER	LOC120427183|XP_039447981.1|CPIP
OG0001886	LOC6594919|XP_002020127.1|DPER	LOC120426734|XP_039447440.1|CPIP
OG0001887	LOC6592264|XP_026842225.1|DPER	LOC120421810|XP_039441022.1|CPIP, LOC120420156|XP_039439056.1|CPIP
OG0001888	LOC6591810|XP_002017231.1|DPER	LOC120421794|XP_039440999.1|CPIP
OG0001889	LOC6587617|XP_002013109.2|DPER, LOC6597372|XP_002022413.1|DPER	LOC120421817|XP_039441029.1|CPIP
OG0001890	LOC6598547|XP_026846271.1|DPER, LOC6603342|XP_002028326.2|DPER	LOC120421819|XP_039441031.1|CPIP
OG0001891	LOC6587658|XP_026846127.1|DPER	LOC120421797|XP_039441002.1|CPIP
OG0001892	LOC6594402|XP_002019348.1|DPER	LOC120415681|XP_039433204.1|CPIP
OG0001893	LOC6587733|XP_026850755.1|DPER	LOC120425738|XP_039446277.1|CPIP
OG0001894	LOC6592898|XP_002017940.1|DPER	LOC120425748|XP_039446287.1|CPIP
OG0001895	LOC6603485|XP_026846884.1|DPER	LOC120418343|XP_039436626.1|CPIP
OG0001896	LOC6588722|XP_002014364.2|DPER	LOC120415694|XP_039433223.1|CPIP
OG0001897	LOC6588372|XP_026840301.1|DPER	LOC120427898|XP_039448767.1|CPIP
OG0001898	LOC6600209|XP_002025309.1|DPER	LOC120416658|XP_039434404.1|CPIP
OG0001899	LOC6588187|XP_026841577.1|DPER	LOC120428908|XP_039449983.1|CPIP
OG0001900	LOC6602356|XP_002027435.1|DPER	LOC120416618|XP_039434352.1|CPIP
OG0001901	LOC6593503|XP_002019144.2|DPER, LOC113565386|XP_026842983.1|DPER	LOC120426679|XP_039447386.1|CPIP
OG0001902	LOC6591733|XP_026846694.1|DPER	LOC120431651|XP_039452692.1|CPIP
OG0001903	LOC6603472|XP_002028451.2|DPER, LOC6594583|XP_002019288.2|DPER, LOC6603828|XP_002028787.2|DPER	LOC120430274|XP_039451297.1|CPIP
OG0001904	LOC6588501|XP_026846266.1|DPER	LOC120432505|XP_039453659.1|CPIP, LOC120415965|XP_039433543.1|CPIP, LOC120431715|XP_039452771.1|CPIP
OG0001906	LOC6587917|XP_026850896.1|DPER	LOC120429813|XP_039450797.1|CPIP
OG0001907	LOC6603109|XP_002028094.2|DPER	LOC120421012|XP_039440065.1|CPIP
OG0001908	LOC6596496|XP_002021570.1|DPER, LOC6595183|XP_002020039.1|DPER	LOC120423816|XP_039443671.1|CPIP
OG0001909	LOC6597244|XP_002022539.2|DPER, LOC6597260|XP_026846548.1|DPER	LOC120417097|XP_039435009.1|CPIP
OG0001910	LOC6598641|XP_002023822.1|DPER	LOC120420775|XP_039439820.1|CPIP, LOC120420773|XP_039439816.1|CPIP
OG0001911	LOC6598604|XP_026850500.1|DPER	LOC120428292|XP_039449219.1|CPIP, LOC120423330|XP_039443025.1|CPIP
OG0001912	LOC6590328|XP_002016217.1|DPER	LOC120423593|XP_039443389.1|CPIP
OG0001913	LOC6596645|XP_002021653.1|DPER	LOC120423525|XP_039443306.1|CPIP, LOC120423522|XP_039443304.1|CPIP, LOC120423523|XP_039443305.1|CPIP, LOC120423565|XP_039443350.1|CPIP, LOC120423584|XP_039443378.1|CPIP
OG0001914	LOC6588339|XP_026840521.1|DPER	LOC120428358|XP_039449297.1|CPIP, LOC120432115|XP_039453184.1|CPIP, LOC120423554|XP_039443332.1|CPIP
OG0001915	LOC6601250|XP_026849953.1|DPER	LOC120428071|XP_039448978.1|CPIP
OG0001916	LOC6590072|XP_026840608.1|DPER	LOC120428687|XP_039449691.1|CPIP
OG0001917	LOC113566350|XP_026847428.1|DPER, LOC6599856|XP_026847378.1|DPER	LOC120423008|XP_039442572.1|CPIP
OG0001918	LOC6602785|XP_026847793.1|DPER	LOC120421757|XP_039440964.1|CPIP, LOC120413534|XP_039430343.1|CPIP, LOC120418882|XP_039437350.1|CPIP
OG0001919	LOC6602115|XP_002027129.1|DPER	LOC120424196|XP_039444189.1|CPIP
OG0001920	LOC6601100|XP_026847429.1|DPER	LOC120429774|XP_039450765.1|CPIP
OG0001921	LOC6592646|XP_002017867.1|DPER	LOC120417829|XP_039435979.1|CPIP
OG0001922	LOC6600842|XP_002025936.1|DPER	LOC120419738|XP_039438474.1|CPIP, LOC120426631|XP_039447357.1|CPIP
OG0001924	LOC6597984|XP_002023080.1|DPER	LOC120417414|XP_039435391.1|CPIP
OG0001925	LOC6599495|XP_026849528.1|DPER	LOC120426340|XP_039447039.1|CPIP
OG0001926	LOC6601213|XP_026848118.1|DPER	LOC120424376|XP_039444407.1|CPIP
OG0001927	LOC6590388|XP_002015654.1|DPER	LOC120422853|XP_039442336.1|CPIP
OG0001928	LOC6587611|XP_002013901.1|DPER, LOC6601385|XP_026847755.1|DPER	LOC120422882|XP_039442376.1|CPIP
OG0001929	LOC6603926|XP_026847898.1|DPER	LOC120425920|XP_039446477.1|CPIP
OG0001930	LOC6592683|XP_026840840.1|DPER	LOC120424411|XP_039444453.1|CPIP, LOC120426050|XP_039446672.1|CPIP
OG0001932	LOC6596047|XP_002021231.2|DPER, LOC6596979|XP_026845627.1|DPER	LOC120420572|XP_039439584.1|CPIP
OG0001933	LOC6590636|XP_002016139.1|DPER	LOC120429654|XP_039450614.1|CPIP
OG0001934	LOC6601369|XP_002026539.1|DPER	LOC120415740|XP_039433276.1|CPIP
OG0001935	LOC6599706|XP_026847450.1|DPER	LOC120424879|XP_039445074.1|CPIP
OG0001937	LOC6591199|XP_026841865.1|DPER, LOC6591197|XP_002015446.1|DPER	LOC120429902|XP_039450933.1|CPIP
OG0001938	LOC6593214|XP_002018474.1|DPER	LOC120430101|XP_039451124.1|CPIP
OG0001939	LOC6592649|XP_002017985.1|DPER	LOC120430953|XP_039452015.1|CPIP
OG0001940	LOC6590972|XP_002015777.2|DPER	LOC120421328|XP_039440429.1|CPIP
OG0001941	LOC6601103|XP_026847431.1|DPER	LOC120412386|XP_039428757.1|CPIP
OG0001942	LOC6590790|XP_026841863.1|DPER	LOC120428746|XP_039449758.1|CPIP, LOC120428752|XP_039449767.1|CPIP
OG0001943	LOC6599705|XP_026847451.1|DPER	LOC120424832|XP_039444994.1|CPIP
OG0001944	LOC6601056|XP_026849764.1|DPER	LOC120413226|XP_039429886.1|CPIP
OG0001945	LOC6591027|XP_026842602.1|DPER	LOC120418475|XP_039436842.1|CPIP
OG0001946	LOC6602070|XP_002027176.1|DPER	LOC120420123|XP_039439006.1|CPIP
OG0001947	LOC6593051|XP_026842271.1|DPER	LOC120420099|XP_039438979.1|CPIP
OG0001948	LOC6601753|XP_002026828.1|DPER	LOC120418050|XP_039436235.1|CPIP
OG0001949	LOC6601166|XP_026848178.1|DPER	LOC120420658|XP_039439682.1|CPIP
OG0001950	LOC6591340|XP_026842042.1|DPER	LOC120412372|XP_039428727.1|CPIP
OG0001951	LOC6591275|XP_026841879.1|DPER	LOC120420155|XP_039439052.1|CPIP
OG0001952	LOC6590634|XP_026842833.1|DPER	LOC120412591|XP_039429053.1|CPIP
OG0001953	LOC6593194|XP_002018117.1|DPER	LOC120412898|XP_039429463.1|CPIP
OG0001954	LOC6590610|XP_026842404.1|DPER, LOC113565028|XP_026840625.1|DPER	LOC120428611|XP_039449573.1|CPIP, LOC120423613|XP_039443414.1|CPIP
OG0001955	LOC6592738|XP_002017646.1|DPER	LOC120423605|XP_039443404.1|CPIP
OG0001956	LOC6599854|XP_026847302.1|DPER	LOC120416540|XP_039434197.1|CPIP
OG0001957	LOC6590557|XP_002015944.1|DPER	LOC120420076|XP_039438934.1|CPIP
OG0001958	LOC6592261|XP_026840862.1|DPER	LOC120418538|XP_039436908.1|CPIP
OG0001959	LOC6595987|XP_026845412.1|DPER	LOC120414470|XP_039431599.1|CPIP, LOC120424420|XP_039444468.1|CPIP
OG0001960	LOC6599595|XP_026849571.1|DPER	LOC120417614|XP_039435662.1|CPIP
OG0001961	LOC6592290|XP_026841476.1|DPER	LOC120423619|XP_039443423.1|CPIP, LOC120416060|XP_039433658.1|CPIP
OG0001962	LOC6592899|XP_002017941.1|DPER	LOC120419531|XP_039438176.1|CPIP
OG0001963	LOC6601006|XP_002026161.1|DPER	LOC120424975|XP_039445265.1|CPIP
OG0001964	LOC6597137|XP_026845758.1|DPER	LOC120414117|XP_039431078.1|CPIP
OG0001966	LOC6587522|XP_002013074.2|DPER	LOC120415806|XP_039433364.1|CPIP, LOC120426922|XP_039447663.1|CPIP
OG0001967	LOC6591134|XP_026841315.1|DPER	LOC120427113|XP_039447896.1|CPIP
OG0001968	LOC6600625|XP_002025619.1|DPER	LOC120427121|XP_039447908.1|CPIP
OG0001969	LOC6602048|XP_002027179.1|DPER	LOC120422690|XP_039442133.1|CPIP
OG0001970	LOC6590085|XP_002016039.1|DPER	LOC120417470|XP_039435472.1|CPIP
OG0001971	LOC6589951|XP_002016689.1|DPER	LOC120421398|XP_039440533.1|CPIP
OG0001972	LOC6590579|XP_002015384.1|DPER	LOC120421381|XP_039440511.1|CPIP
OG0001973	LOC6592608|XP_002018156.2|DPER	LOC120429163|XP_039450304.1|CPIP, LOC120430005|XP_039451041.1|CPIP
OG0001974	LOC6592675|XP_002018200.2|DPER	LOC120414968|XP_039432233.1|CPIP
OG0001975	LOC6601187|XP_002026219.1|DPER	LOC120416053|XP_039433649.1|CPIP
OG0001976	LOC6591176|XP_002015436.1|DPER	LOC120416313|XP_039433969.1|CPIP
OG0001977	LOC6593423|XP_002019129.1|DPER	LOC120426547|XP_039447251.1|CPIP, LOC120426354|XP_039447050.1|CPIP
OG0001978	LOC6595713|XP_002020749.1|DPER	LOC120427687|XP_039448510.1|CPIP
OG0001979	LOC6589527|XP_026843903.1|DPER	LOC120419194|XP_039437800.1|CPIP
OG0001980	LOC113565630|XP_026843960.1|DPER, LOC6595579|XP_002020956.1|DPER	LOC120415672|XP_039433189.1|CPIP
OG0001982	LOC113565482|XP_026843430.1|DPER	LOC120419190|XP_039437794.1|CPIP
OG0001983	LOC6602649|XP_026843628.1|DPER	LOC120414077|XP_039431032.1|CPIP
OG0001984	LOC113565714|XP_026844441.1|DPER	LOC120414105|XP_039431063.1|CPIP
OG0001985	LOC6589232|XP_002014494.2|DPER	LOC120422386|XP_039441733.1|CPIP
OG0001986	LOC6593344|XP_002018745.1|DPER	LOC120430331|XP_039451366.1|CPIP
OG0001987	LOC6599949|XP_002025139.1|DPER	LOC120431823|XP_039452877.1|CPIP, LOC120414770|XP_039432018.1|CPIP
OG0001988	LOC6591090|XP_026842313.1|DPER	LOC120418943|XP_039437415.1|CPIP
OG0001989	LOC6595701|XP_002020584.1|DPER	LOC120414766|XP_039432013.1|CPIP
OG0001990	LOC6589011|XP_002014327.2|DPER	LOC120427784|XP_039448642.1|CPIP
OG0001991	LOC6598133|XP_026843348.1|DPER	LOC120414782|XP_039432028.1|CPIP
OG0001992	LOC6589297|XP_026844049.1|DPER	LOC120429761|XP_039450747.1|CPIP, LOC120430622|XP_039451649.1|CPIP, LOC120431608|XP_039452646.1|CPIP
OG0001993	LOC6593558|XP_002018973.1|DPER	LOC120415092|XP_039432445.1|CPIP, LOC120420891|XP_039439947.1|CPIP
OG0001994	LOC6595069|XP_026843560.1|DPER	LOC120420105|XP_039438990.1|CPIP
OG0001995	LOC6597942|XP_002023177.1|DPER	LOC120423638|XP_039443446.1|CPIP
OG0001997	LOC6592354|XP_026841878.1|DPER	LOC120423172|XP_039442793.1|CPIP
OG0001998	LOC6592352|XP_002018424.1|DPER	LOC120422362|XP_039441707.1|CPIP
OG0001999	LOC6590613|XP_026842571.1|DPER	LOC120424412|XP_039444454.1|CPIP
OG0002000	LOC6589121|XP_002015277.1|DPER	LOC120416072|XP_039433675.1|CPIP
OG0002001	LOC6595706|XP_026844830.1|DPER	LOC120430517|XP_039451561.1|CPIP
OG0002002	LOC6590386|XP_002015652.1|DPER	LOC120419842|XP_039438611.1|CPIP
OG0002003	LOC6593492|XP_026843184.1|DPER	LOC120412842|XP_039429398.1|CPIP
OG0002004	LOC6595384|XP_026844669.1|DPER	LOC120413518|XP_039430313.1|CPIP
OG0002005	LOC6593780|XP_026843087.1|DPER	LOC120416771|XP_039434563.1|CPIP
OG0002006	LOC6593916|XP_026843808.1|DPER	LOC120423468|XP_039443227.1|CPIP
OG0002008	LOC6603486|XP_026846829.1|DPER	LOC120415534|XP_039433027.1|CPIP
OG0002009	LOC6600877|XP_002025941.1|DPER	LOC120415589|XP_039433114.1|CPIP
OG0002010	LOC6593511|XP_002019152.1|DPER	LOC120421995|XP_039441241.1|CPIP
OG0002011	LOC6596534|XP_002021731.1|DPER	LOC120421156|XP_039440280.1|CPIP
OG0002012	LOC6589863|XP_002015168.1|DPER	LOC120417784|XP_039435880.1|CPIP, LOC120412482|XP_039428907.1|CPIP
OG0002013	LOC6597977|XP_026843341.1|DPER, LOC6597979|XP_026843595.1|DPER	LOC120415549|XP_039433053.1|CPIP
OG0002014	LOC6600869|XP_026840987.1|DPER	LOC120418715|XP_039437122.1|CPIP
OG0002015	LOC113565904|XP_026845073.1|DPER, LOC6589893|XP_002014630.1|DPER	LOC120419666|XP_039438364.1|CPIP
OG0002016	LOC113565034|XP_026840758.1|DPER, LOC6592605|XP_026840890.1|DPER	LOC120432429|XP_039453578.1|CPIP
OG0002017	LOC6596585|XP_002021672.2|DPER	LOC120432426|XP_039453565.1|CPIP
OG0002018	LOC6593557|XP_002018972.1|DPER	LOC120423389|XP_039443107.1|CPIP
OG0002019	LOC6589381|XP_002015053.1|DPER	LOC120412660|XP_039429156.1|CPIP
OG0002020	LOC6597965|XP_002023168.1|DPER	LOC120423990|XP_039443921.1|CPIP
OG0002021	LOC6591133|XP_026841742.1|DPER	LOC120430575|XP_039451616.1|CPIP, LOC120423971|XP_039443897.1|CPIP
OG0002022	LOC6593460|XP_026843711.1|DPER	LOC120414027|XP_039430984.1|CPIP
OG0002023	LOC6587207|XP_002013888.1|DPER	LOC120412669|XP_039429165.1|CPIP
OG0002024	LOC6603554|XP_002028533.1|DPER	LOC120419040|XP_039437540.1|CPIP
OG0002025	LOC6589849|XP_026844766.1|DPER	LOC120429066|XP_039450141.1|CPIP
OG0002026	LOC6602182|XP_002027222.2|DPER, LOC113566941|XP_026849973.1|DPER	LOC120423191|XP_039442824.1|CPIP
OG0002027	LOC6590772|XP_002016460.2|DPER	LOC120420630|XP_039439637.1|CPIP
OG0002028	LOC6590916|XP_026841035.1|DPER	LOC120420635|XP_039439645.1|CPIP
OG0002029	LOC6600318|XP_026849106.1|DPER	LOC120416142|XP_039433752.1|CPIP
OG0002030	LOC6600857|XP_002025994.1|DPER	LOC120416219|XP_039433852.1|CPIP
OG0002031	LOC6592640|XP_026841327.1|DPER	LOC120415104|XP_039432456.1|CPIP
OG0002032	LOC6594539|XP_002019369.1|DPER	LOC120419421|XP_039438033.1|CPIP
OG0002033	LOC6598382|XP_002023407.2|DPER	LOC120418864|XP_039437335.1|CPIP
OG0002034	LOC6596696|XP_026845813.1|DPER	LOC120419537|XP_039438184.1|CPIP
OG0002035	LOC6587944|XP_002014112.2|DPER	LOC120418911|XP_039437376.1|CPIP
OG0002036	LOC6598622|XP_026840047.1|DPER	LOC120413806|XP_039430699.1|CPIP
OG0002037	LOC113566713|XP_026849344.1|DPER	LOC120426341|XP_039447036.1|CPIP
OG0002038	LOC6594207|XP_002019666.1|DPER	LOC120419712|XP_039438434.1|CPIP
OG0002039	LOC113567321|XP_026850479.1|DPER	LOC120432387|XP_039453516.1|CPIP
OG0002040	LOC6594366|XP_026850470.1|DPER	LOC120424088|XP_039444039.1|CPIP
OG0002041	LOC6592464|XP_002017798.1|DPER	LOC120417055|XP_039434941.1|CPIP
OG0002042	LOC6594195|XP_002019503.2|DPER	LOC120421220|XP_039440356.1|CPIP
OG0002043	LOC6588225|XP_026850778.1|DPER	LOC120428111|XP_039449028.1|CPIP
OG0002044	LOC6594887|XP_002020006.2|DPER	LOC120413784|XP_039430662.1|CPIP
OG0002045	LOC6588121|XP_026850439.1|DPER	LOC120422098|XP_039441384.1|CPIP
OG0002046	LOC6602638|XP_002027659.1|DPER	LOC120413953|XP_039430890.1|CPIP
OG0002047	LOC6597682|XP_002022836.2|DPER	LOC120413023|XP_039429625.1|CPIP
OG0002048	LOC6591484|XP_002017378.2|DPER	LOC120413048|XP_039429675.1|CPIP
OG0002049	LOC6594587|XP_026850844.1|DPER	LOC120413018|XP_039429611.1|CPIP
OG0002050	LOC6592111|XP_026851251.1|DPER, LOC113567464|XP_026851253.1|DPER	LOC120430297|XP_039451330.1|CPIP
OG0002053	LOC6594338|XP_002019596.2|DPER	LOC120421361|XP_039440494.1|CPIP
OG0002054	LOC6587533|XP_026850621.1|DPER	LOC120422046|XP_039441311.1|CPIP
OG0002055	LOC6591870|XP_002017332.1|DPER	LOC120432078|XP_039453145.1|CPIP
OG0002056	LOC6596231|XP_026845620.1|DPER	LOC120422725|XP_039442187.1|CPIP
OG0002057	LOC6589507|XP_002015103.1|DPER	LOC120422721|XP_039442185.1|CPIP
OG0002058	LOC6601131|XP_002026058.1|DPER	LOC120422720|XP_039442184.1|CPIP
OG0002059	LOC6594015|XP_002019637.1|DPER	LOC120422719|XP_039442181.1|CPIP
OG0002060	LOC6590993|XP_026841992.1|DPER	LOC120418253|XP_039436500.1|CPIP, LOC120422711|XP_039442170.1|CPIP
OG0002061	LOC6590161|XP_002016583.1|DPER	LOC120422716|XP_039442176.1|CPIP, LOC120418238|XP_039436475.1|CPIP
OG0002064	LOC6603546|XP_026845769.1|DPER	LOC120427824|XP_039448680.1|CPIP
OG0002066	LOC6594178|XP_026850472.1|DPER	LOC120424112|XP_039444072.1|CPIP
OG0002067	LOC6590917|XP_002015408.1|DPER	LOC120424122|XP_039444097.1|CPIP
OG0002068	LOC6592901|XP_002017943.1|DPER	LOC120429305|XP_039450465.1|CPIP
OG0002069	LOC6597916|XP_026843611.1|DPER	LOC120416648|XP_039434392.1|CPIP
OG0002070	LOC6594021|XP_002019719.1|DPER	LOC120416657|XP_039434401.1|CPIP
OG0002071	LOC6588494|XP_002013921.1|DPER	LOC120414983|XP_039432267.1|CPIP
OG0002072	LOC6600899|XP_002025963.1|DPER	LOC120419937|XP_039438734.1|CPIP
OG0002073	LOC6596988|XP_026845642.1|DPER	LOC120414173|XP_039431171.1|CPIP
OG0002074	LOC6590540|XP_026841601.1|DPER	LOC120430722|XP_039451768.1|CPIP
OG0002075	LOC113565670|XP_026844199.1|DPER	LOC120429589|XP_039450560.1|CPIP, LOC120424597|XP_039444695.1|CPIP
OG0002076	LOC6603163|XP_026841364.1|DPER, LOC6603164|XP_026841359.1|DPER	LOC120421685|XP_039440849.1|CPIP
