Orthogroup	DPER.longest_only	BCOP.longest_only
OG0001211	LOC6598793|XP_026843538.1|DPER	LOC119070321|XP_037030488.1|BCOP
OG0001212	LOC6598439|XP_026848644.1|DPER	LOC119068310|XP_037027746.1|BCOP
OG0001213	LOC6600758|XP_026848631.1|DPER	LOC119068313|XP_037027752.1|BCOP
OG0001214	LOC6600818|XP_002025885.1|DPER, LOC113566336|XP_026847380.1|DPER, LOC6599803|XP_002024973.2|DPER	LOC119066168|XP_037024358.1|BCOP, LOC119068969|XP_037028729.1|BCOP
OG0001215	LOC6587433|XP_026848669.1|DPER	LOC119067338|XP_037026138.1|BCOP
OG0001216	LOC6587971|XP_026843110.1|DPER	LOC119067343|XP_037026146.1|BCOP, LOC119067344|XP_037026147.1|BCOP
OG0001217	LOC6593892|XP_002019071.1|DPER	LOC119085676|XP_037052019.1|BCOP
OG0001220	LOC6591213|XP_026841245.1|DPER	LOC119080143|XP_037044254.1|BCOP, LOC119080142|XP_037044252.1|BCOP, LOC119080141|XP_037044251.1|BCOP
OG0001221	LOC6592481|XP_026842712.1|DPER	LOC119072814|XP_037034004.1|BCOP, LOC119078069|XP_037041414.1|BCOP, LOC119073652|XP_037035146.1|BCOP
OG0001222	LOC6587179|XP_002013643.1|DPER	LOC119078371|XP_037041771.1|BCOP
OG0001223	LOC6590164|XP_002015389.2|DPER	LOC119079449|XP_037043258.1|BCOP, LOC119071545|XP_037032339.1|BCOP
OG0001224	LOC6601586|XP_002026607.1|DPER	LOC119071511|XP_037032275.1|BCOP
OG0001225	LOC6602060|XP_026840845.1|DPER	LOC119079331|XP_037043024.1|BCOP
OG0001226	LOC6592826|XP_002017755.1|DPER	LOC119079509|XP_037043359.1|BCOP
OG0001227	LOC6593924|XP_026843572.1|DPER	LOC119072561|XP_037033694.1|BCOP, LOC119072562|XP_037033697.1|BCOP
OG0001229	LOC6603316|XP_026841426.1|DPER	LOC119080001|XP_037044068.1|BCOP
OG0001230	LOC6590100|XP_002015985.1|DPER	LOC119075518|XP_037037885.1|BCOP
OG0001231	LOC6597925|XP_026843245.1|DPER	LOC119069408|XP_037029352.1|BCOP, LOC119085250|XP_037051481.1|BCOP
OG0001233	LOC6589891|XP_002014628.1|DPER	LOC119077143|XP_037040222.1|BCOP
OG0001234	LOC6600900|XP_002025964.1|DPER	LOC119080165|XP_037044281.1|BCOP
OG0001235	LOC6588980|XP_026844327.1|DPER	LOC119066204|XP_037024418.1|BCOP
OG0001236	LOC6595980|XP_026845457.1|DPER	LOC119076423|XP_037039060.1|BCOP
OG0001237	LOC6594523|XP_002019465.2|DPER	LOC119066412|XP_037024783.1|BCOP
OG0001238	LOC6591680|XP_002016895.1|DPER	LOC119067592|XP_037026588.1|BCOP
OG0001240	LOC6591499|XP_002016883.1|DPER	LOC119071571|XP_037032408.1|BCOP, LOC119071617|XP_037032455.1|BCOP, LOC119069733|XP_037029759.1|BCOP
OG0001241	LOC6590221|XP_002016534.1|DPER, LOC113565572|XP_026843788.1|DPER	LOC119076890|XP_037039790.1|BCOP
OG0001242	LOC6599926|XP_002025054.1|DPER	LOC119074893|XP_037037134.1|BCOP
OG0001243	LOC6597383|XP_026846461.1|DPER, LOC6595076|XP_002020340.2|DPER, LOC6602358|XP_026848594.1|DPER	LOC119080215|XP_037044349.1|BCOP
OG0001244	LOC6599450|XP_026847183.1|DPER, LOC6588658|XP_026841821.1|DPER	LOC119081757|XP_037046842.1|BCOP, LOC119084826|XP_037050801.1|BCOP
OG0001245	LOC6587672|XP_026851034.1|DPER	LOC119072143|XP_037033181.1|BCOP
OG0001246	LOC6590383|XP_002015649.1|DPER	LOC119082098|XP_037047361.1|BCOP
OG0001248	LOC6600583|XP_026847593.1|DPER	LOC119075245|XP_037037539.1|BCOP
OG0001249	LOC6600379|XP_026848369.1|DPER	LOC119080457|XP_037044720.1|BCOP
OG0001257	LOC6603482|XP_026846876.1|DPER	LOC119085040|XP_037051135.1|BCOP
OG0001258	LOC6588266|XP_002013396.1|DPER	LOC119069519|XP_037029493.1|BCOP, LOC119076546|XP_037039236.1|BCOP
OG0001259	LOC113566183|XP_026846404.1|DPER, LOC6597439|XP_002022481.2|DPER, LOC6597389|XP_002022483.2|DPER	LOC119070552|XP_037030845.1|BCOP
OG0001260	LOC6598740|XP_026851087.1|DPER	LOC119068993|XP_037028764.1|BCOP
OG0001261	LOC6597895|XP_026846981.1|DPER	LOC119070076|XP_037030271.1|BCOP
OG0001262	LOC6598978|XP_026847773.1|DPER	LOC119085722|XP_037052066.1|BCOP
OG0001263	LOC6589722|XP_002015131.1|DPER, LOC6595286|XP_002020352.2|DPER	LOC119070353|XP_037030541.1|BCOP
OG0001264	LOC6588996|XP_026844088.1|DPER	LOC119078566|XP_037042032.1|BCOP, LOC119068128|XP_037027482.1|BCOP
OG0001265	LOC6600029|XP_026849239.1|DPER	LOC119069911|XP_037030014.1|BCOP
OG0001266	LOC6592385|XP_026841792.1|DPER	LOC119077021|XP_037040031.1|BCOP
OG0001267	LOC113567334|XP_026850591.1|DPER	LOC119084811|XP_037050775.1|BCOP, LOC119069963|XP_037030093.1|BCOP
OG0001268	LOC6602624|XP_002027668.1|DPER	LOC119076989|XP_037039990.1|BCOP
OG0001269	LOC6600917|XP_002026045.1|DPER	LOC119070358|XP_037030547.1|BCOP
OG0001270	LOC6592058|XP_026840176.1|DPER	LOC119077657|XP_037040770.1|BCOP
OG0001271	LOC6590150|XP_002016317.1|DPER	LOC119080744|XP_037045188.1|BCOP, LOC119084964|XP_037051008.1|BCOP
OG0001272	LOC6595831|XP_026845264.1|DPER	LOC119066265|XP_037024514.1|BCOP, LOC119080600|XP_037044897.1|BCOP, LOC119080172|XP_037044289.1|BCOP
OG0001273	LOC6587540|XP_002013081.1|DPER	LOC119085730|XP_037052091.1|BCOP
OG0001274	LOC6602291|XP_002027350.1|DPER	LOC119071667|XP_037032541.1|BCOP
OG0001275	LOC6598195|XP_026846340.1|DPER	LOC119077876|XP_037041124.1|BCOP
OG0001276	LOC6591479|XP_002017470.1|DPER, LOC6600987|XP_002026173.1|DPER, LOC6595621|XP_002020695.1|DPER	LOC119078766|XP_037042372.1|BCOP
OG0001278	LOC6601935|XP_026848743.1|DPER, LOC6589664|XP_002014300.1|DPER	LOC119083449|XP_037049066.1|BCOP, LOC119082191|XP_037047510.1|BCOP
OG0001279	LOC6599635|XP_002024745.1|DPER	LOC119082184|XP_037047501.1|BCOP, LOC119083062|XP_037048580.1|BCOP
OG0001280	LOC6601129|XP_002026056.1|DPER	LOC119073374|XP_037034692.1|BCOP
OG0001281	LOC6595858|XP_002021403.1|DPER	LOC119080644|XP_037044952.1|BCOP, LOC119080642|XP_037044951.1|BCOP
OG0001282	LOC6596284|XP_002021806.1|DPER	LOC119070562|XP_037030865.1|BCOP
OG0001283	LOC6593121|XP_002017620.2|DPER	LOC119082204|XP_037047534.1|BCOP, LOC119076452|XP_037039114.1|BCOP
OG0001284	LOC6603120|XP_026843678.1|DPER	LOC119072278|XP_037033366.1|BCOP
OG0001285	LOC6600545|XP_026847551.1|DPER	LOC119071935|XP_037032952.1|BCOP, LOC119073343|XP_037034632.1|BCOP
OG0001286	LOC6589109|XP_002015228.1|DPER	LOC119075691|XP_037038109.1|BCOP, LOC119074449|XP_037036475.1|BCOP, LOC119075693|XP_037038110.1|BCOP, LOC119075696|XP_037038117.1|BCOP, LOC119078022|XP_037041313.1|BCOP, LOC119075694|XP_037038115.1|BCOP, LOC119072764|XP_037033954.1|BCOP, LOC119075695|XP_037038116.1|BCOP
OG0001287	LOC6594096|XP_002019688.1|DPER	LOC119068416|XP_037027883.1|BCOP
OG0001288	LOC6595699|XP_026844637.1|DPER	LOC119077031|XP_037040049.1|BCOP
OG0001289	LOC6593414|XP_002018593.1|DPER	LOC119070699|XP_037031045.1|BCOP
OG0001290	LOC6589136|XP_026844308.1|DPER	LOC119077062|XP_037040094.1|BCOP
OG0001291	LOC6589960|XP_002015635.1|DPER	LOC119072054|XP_037033079.1|BCOP
OG0001292	LOC6601597|XP_026842474.1|DPER	LOC119071121|XP_037031664.1|BCOP
OG0001293	LOC6597403|XP_002022495.1|DPER, LOC6597401|XP_002022493.1|DPER	LOC119072053|XP_037033082.1|BCOP
OG0001294	LOC6591950|XP_002017494.1|DPER	LOC119086076|XP_037052546.1|BCOP
OG0001295	LOC6600664|XP_026845149.1|DPER	LOC119074602|XP_037036749.1|BCOP
OG0001296	LOC6590768|XP_026841539.1|DPER	LOC119074741|XP_037036898.1|BCOP
OG0001297	LOC6595229|XP_026851270.1|DPER	LOC119076741|XP_037039580.1|BCOP
OG0001298	LOC6598769|XP_026849399.1|DPER	LOC119085776|XP_037052167.1|BCOP, LOC119067013|XP_037025637.1|BCOP
OG0001299	LOC113566334|XP_026847369.1|DPER	LOC119074935|XP_037037221.1|BCOP
OG0001300	LOC6594485|XP_002019751.1|DPER	LOC119083181|XP_037048736.1|BCOP
OG0001301	LOC6593724|XP_002019102.1|DPER	LOC119068447|XP_037027923.1|BCOP
OG0001302	LOC6589957|XP_026841109.1|DPER	LOC119082840|XP_037048392.1|BCOP, LOC119084858|XP_037050887.1|BCOP
OG0001303	LOC6588563|XP_002014182.1|DPER	LOC119067286|XP_037026066.1|BCOP
OG0001304	LOC6602092|XP_002027137.1|DPER	LOC119078465|XP_037041902.1|BCOP
OG0001305	LOC6592057|XP_026850520.1|DPER	LOC119078132|XP_037041498.1|BCOP
OG0001306	LOC6588483|XP_002014160.1|DPER	LOC119069549|XP_037029523.1|BCOP
OG0001307	LOC6602965|XP_002027976.1|DPER, LOC6594014|XP_002019636.1|DPER, LOC6602940|XP_002027991.1|DPER	LOC119074401|XP_037036417.1|BCOP
OG0001309	LOC6592026|XP_002017298.2|DPER	LOC119077885|XP_037041144.1|BCOP
OG0001310	LOC6597332|XP_026846497.1|DPER	LOC119084874|XP_037050909.1|BCOP, LOC119085692|XP_037052037.1|BCOP
OG0001311	LOC6601743|XP_026847066.1|DPER, LOC6588833|XP_002014685.2|DPER	LOC119083176|XP_037048730.1|BCOP, LOC119070013|XP_037030187.1|BCOP, LOC119070031|XP_037030212.1|BCOP
OG0001313	LOC6590756|XP_002016148.1|DPER	LOC119072484|XP_037033612.1|BCOP
OG0001315	LOC6600447|XP_002025552.1|DPER	LOC119083708|XP_037049392.1|BCOP, LOC119071029|XP_037031519.1|BCOP
OG0001326	LOC6595334|XP_026839998.1|DPER	LOC119068673|XP_037028250.1|BCOP
OG0001328	LOC6603470|XP_002028449.2|DPER	LOC119070657|XP_037030983.1|BCOP, LOC119067324|XP_037026125.1|BCOP
OG0001329	LOC6597218|XP_026846480.1|DPER	LOC119067609|XP_037026597.1|BCOP
OG0001330	LOC6599305|XP_026848240.1|DPER	LOC119082152|XP_037047448.1|BCOP
OG0001331	LOC6596751|XP_002021934.2|DPER	LOC119069973|XP_037030111.1|BCOP
OG0001332	LOC6600678|XP_026848606.1|DPER	LOC119068843|XP_037028545.1|BCOP, LOC119068844|XP_037028552.1|BCOP
OG0001333	LOC6596330|XP_002021468.2|DPER	LOC119069998|XP_037030145.1|BCOP, LOC119070001|XP_037030147.1|BCOP
OG0001334	LOC6594781|XP_026851029.1|DPER	LOC119067734|XP_037026742.1|BCOP
OG0001335	LOC6591876|XP_026845009.1|DPER	LOC119068138|XP_037027494.1|BCOP, LOC119068921|XP_037028678.1|BCOP
OG0001337	LOC6602668|XP_002027708.2|DPER	LOC119067232|XP_037025981.1|BCOP
OG0001338	LOC6589978|XP_026840597.1|DPER	LOC119085777|XP_037052168.1|BCOP
OG0001339	LOC6592189|XP_026842460.1|DPER	LOC119068739|XP_037028335.1|BCOP, LOC119079641|XP_037043560.1|BCOP
OG0001340	LOC6591845|XP_026851090.1|DPER	LOC119068557|XP_037028078.1|BCOP, LOC119068772|XP_037028422.1|BCOP
OG0001341	LOC6594806|XP_026842708.1|DPER	LOC119067839|XP_037026909.1|BCOP
OG0001343	LOC6587184|XP_026840312.1|DPER	LOC119068821|XP_037028489.1|BCOP, LOC119068819|XP_037028488.1|BCOP
OG0001344	LOC6594753|XP_026851091.1|DPER	LOC119067089|XP_037025743.1|BCOP, LOC119067088|XP_037025742.1|BCOP
OG0001345	LOC6598642|XP_002023823.1|DPER	LOC119068712|XP_037028296.1|BCOP
OG0001346	LOC113566678|XP_026849187.1|DPER, LOC113566677|XP_026849181.1|DPER, LOC6595292|XP_002020358.1|DPER, LOC113566679|XP_026849196.1|DPER	LOC119070059|XP_037030247.1|BCOP
OG0001347	LOC6600197|XP_002025328.2|DPER, LOC6602155|XP_002027200.1|DPER, LOC6601532|XP_002026593.1|DPER	LOC119068588|XP_037028129.1|BCOP
OG0001348	LOC6600674|XP_002025747.1|DPER	LOC119081782|XP_037046887.1|BCOP
OG0001349	LOC6601216|XP_026848076.1|DPER	LOC119076108|XP_037038668.1|BCOP
OG0001350	LOC6598998|XP_026847955.1|DPER	LOC119069222|XP_037029139.1|BCOP
OG0001351	LOC6590033|XP_002016307.1|DPER	LOC119084977|XP_037051024.1|BCOP, LOC119084881|XP_037050921.1|BCOP
OG0001352	LOC6592911|XP_026841475.1|DPER	LOC119073437|XP_037034814.1|BCOP
OG0001353	LOC6597042|XP_002022202.1|DPER	LOC119067652|XP_037026648.1|BCOP
OG0001354	LOC6592527|XP_026841656.1|DPER	LOC119075131|XP_037037410.1|BCOP, LOC119084554|XP_037050464.1|BCOP, LOC119084538|XP_037050441.1|BCOP, LOC119073015|XP_037034233.1|BCOP
OG0001355	LOC6590822|XP_002016476.1|DPER	LOC119076251|XP_037038813.1|BCOP, LOC119078126|XP_037041488.1|BCOP
OG0001356	LOC6594025|XP_002019723.1|DPER	LOC119079525|XP_037043401.1|BCOP
OG0001357	LOC6595907|XP_002020965.1|DPER	LOC119080183|XP_037044308.1|BCOP, LOC119080187|XP_037044319.1|BCOP, LOC119071034|XP_037031528.1|BCOP, LOC119071033|XP_037031527.1|BCOP, LOC119080460|XP_037044726.1|BCOP
OG0001358	LOC6595827|XP_026845402.1|DPER	LOC119080184|XP_037044309.1|BCOP, LOC119083376|XP_037048985.1|BCOP
OG0001359	LOC6593425|XP_002019131.1|DPER	LOC119076426|XP_037039066.1|BCOP
OG0001360	LOC6592782|XP_002018433.1|DPER	LOC119074489|XP_037036534.1|BCOP
OG0001361	LOC6601940|XP_002026982.1|DPER	LOC119076931|XP_037039861.1|BCOP
OG0001362	LOC6601934|XP_002026976.1|DPER	LOC119082193|XP_037047522.1|BCOP, LOC119083450|XP_037049069.1|BCOP
OG0001363	LOC6594450|XP_002019915.1|DPER	LOC119076875|XP_037039779.1|BCOP, LOC119080901|XP_037045380.1|BCOP
OG0001364	LOC6601346|XP_026842484.1|DPER	LOC119073335|XP_037034624.1|BCOP
OG0001365	LOC6600386|XP_002025474.1|DPER, LOC6592168|XP_002017453.1|DPER, LOC6599658|XP_002024580.1|DPER	LOC119084893|XP_037050938.1|BCOP
OG0001366	LOC6599580|XP_026849592.1|DPER, LOC6588321|XP_026851257.1|DPER	LOC119082924|XP_037048474.1|BCOP
OG0001367	LOC6590606|XP_026841935.1|DPER	LOC119078008|XP_037041291.1|BCOP
OG0001368	LOC6592853|XP_002018280.1|DPER	LOC119081869|XP_037046996.1|BCOP, LOC119081865|XP_037046989.1|BCOP, LOC119081866|XP_037046990.1|BCOP
OG0001369	LOC6598183|XP_002023357.1|DPER	LOC119080425|XP_037044670.1|BCOP, LOC119076370|XP_037038973.1|BCOP
OG0001370	LOC6593137|XP_026842100.1|DPER	LOC119079586|XP_037043471.1|BCOP
OG0001371	LOC6589881|XP_026844715.1|DPER	LOC119072744|XP_037033922.1|BCOP
OG0001372	LOC6602144|XP_026842494.1|DPER	LOC119081890|XP_037047013.1|BCOP, LOC119073081|XP_037034289.1|BCOP
OG0001373	LOC6596551|XP_002021688.2|DPER	LOC119071460|XP_037032211.1|BCOP
OG0001374	LOC6603535|XP_026843168.1|DPER, LOC6600884|XP_002025948.1|DPER	LOC119081445|XP_037046274.1|BCOP
OG0001375	LOC6592141|XP_026850631.1|DPER	LOC119077671|XP_037040810.1|BCOP, LOC119077676|XP_037040822.1|BCOP, LOC119072638|XP_037033781.1|BCOP, LOC119078464|XP_037041896.1|BCOP, LOC119077673|XP_037040816.1|BCOP, LOC119077675|XP_037040820.1|BCOP
OG0001376	LOC6591022|XP_002016641.1|DPER	LOC119073483|XP_037034883.1|BCOP
OG0001377	LOC6589429|XP_026844348.1|DPER	LOC119085360|XP_037051633.1|BCOP
OG0001378	LOC6593491|XP_026843785.1|DPER, LOC6593345|XP_026843339.1|DPER	LOC119073535|XP_037034971.1|BCOP
OG0001380	LOC6602129|XP_026842216.1|DPER	LOC119081665|XP_037046643.1|BCOP
OG0001381	LOC6590738|XP_002016001.1|DPER	LOC119068711|XP_037028295.1|BCOP, LOC119068709|XP_037028294.1|BCOP
OG0001382	LOC6593307|XP_026842988.1|DPER	LOC119076360|XP_037038954.1|BCOP
OG0001383	LOC6588827|XP_026844695.1|DPER, LOC6591257|XP_002015457.1|DPER	LOC119078241|XP_037041605.1|BCOP
OG0001384	LOC6597983|XP_002023121.1|DPER, LOC6597981|XP_026843593.1|DPER	LOC119074606|XP_037036758.1|BCOP, LOC119072248|XP_037033323.1|BCOP, LOC119072247|XP_037033322.1|BCOP
OG0001385	LOC113565842|XP_026844978.1|DPER	LOC119082316|XP_037047712.1|BCOP
OG0001386	LOC6588725|XP_026844629.1|DPER	LOC119081244|XP_037045865.1|BCOP, LOC119082514|XP_037047921.1|BCOP, LOC119081242|XP_037045862.1|BCOP, LOC119081592|XP_037046522.1|BCOP, LOC119070351|XP_037030533.1|BCOP
OG0001387	LOC6593638|XP_002018691.1|DPER	LOC119077011|XP_037040019.1|BCOP, LOC119073952|XP_037035732.1|BCOP
OG0001388	LOC6589301|XP_002014392.2|DPER	LOC119078838|XP_037042435.1|BCOP
OG0001389	LOC6595024|XP_002020176.1|DPER	LOC119070229|XP_037030392.1|BCOP
OG0001390	LOC6595512|XP_026843979.1|DPER	LOC119066921|XP_037025519.1|BCOP, LOC119076711|XP_037039523.1|BCOP, LOC119079002|XP_037042664.1|BCOP, LOC119067954|XP_037027173.1|BCOP
OG0001391	LOC6595787|XP_026845390.1|DPER, LOC6598070|XP_026843206.1|DPER	LOC119066428|XP_037024846.1|BCOP
OG0001392	LOC6599319|XP_002024562.2|DPER	LOC119074919|XP_037037205.1|BCOP
OG0001393	LOC6599443|XP_002024507.1|DPER, LOC6588350|XP_002013779.1|DPER	LOC119076493|XP_037039173.1|BCOP
OG0001394	LOC6588724|XP_002014366.1|DPER	LOC119075488|XP_037037849.1|BCOP
OG0001395	LOC6594097|XP_002019689.1|DPER, LOC6594017|XP_002019639.1|DPER, LOC6603557|XP_002028537.1|DPER, LOC6591668|XP_002016997.2|DPER	LOC119074955|XP_037037239.1|BCOP
OG0001396	LOC6603056|XP_002028078.1|DPER, LOC6598215|XP_002023340.1|DPER	LOC119083406|XP_037049020.1|BCOP, LOC119076413|XP_037039043.1|BCOP
OG0001397	LOC6594593|XP_026850492.1|DPER	LOC119084135|XP_037049881.1|BCOP
OG0001398	LOC6600082|XP_026845115.1|DPER	LOC119073267|XP_037034539.1|BCOP
OG0001399	LOC113565100|XP_026841518.1|DPER	LOC119066910|XP_037025505.1|BCOP
OG0001400	LOC6587575|XP_026840480.1|DPER	LOC119075955|XP_037038417.1|BCOP
OG0001401	LOC6596001|XP_002021022.2|DPER	LOC119080499|XP_037044793.1|BCOP, LOC119071758|XP_037032692.1|BCOP, LOC119081901|XP_037047030.1|BCOP, LOC119070024|XP_037030205.1|BCOP
OG0001402	LOC6601874|XP_002026923.2|DPER	LOC119078307|XP_037041703.1|BCOP
OG0001403	LOC6602394|XP_026848448.1|DPER	LOC119072446|XP_037033558.1|BCOP
OG0001404	LOC6592752|XP_026840626.1|DPER	LOC119075529|XP_037037893.1|BCOP
OG0001405	LOC6601610|XP_002026646.1|DPER	LOC119071739|XP_037032666.1|BCOP
OG0001406	LOC6589541|XP_002015069.1|DPER, LOC6599197|XP_002024354.1|DPER, LOC113564917|XP_026840134.1|DPER	LOC119071455|XP_037032202.1|BCOP
OG0001407	LOC113565552|XP_026843665.1|DPER, LOC6604436|XP_026843659.1|DPER, LOC113565535|XP_026843631.1|DPER, LOC6601396|XP_002026499.1|DPER	LOC119072463|XP_037033582.1|BCOP
OG0001411	LOC6587383|XP_026843189.1|DPER	LOC119083601|XP_037049232.1|BCOP, LOC119077377|XP_037040463.1|BCOP, LOC119083602|XP_037049233.1|BCOP, LOC119070386|XP_037030600.1|BCOP, LOC119074488|XP_037036531.1|BCOP
OG0001429	LOC6588368|XP_002013613.1|DPER	LOC119069720|XP_037029741.1|BCOP, LOC119069004|XP_037028776.1|BCOP
OG0001430	LOC6588504|XP_026840579.1|DPER	LOC119069695|XP_037029719.1|BCOP
OG0001431	LOC6599966|XP_002025043.2|DPER	LOC119068849|XP_037028560.1|BCOP
OG0001432	LOC6596857|XP_026845851.1|DPER	LOC119068544|XP_037028058.1|BCOP
OG0001433	LOC6599388|XP_026847218.1|DPER, LOC6587717|XP_026844659.1|DPER	LOC119085603|XP_037051921.1|BCOP, LOC119085621|XP_037051939.1|BCOP
OG0001434	LOC6599332|XP_026850173.1|DPER	LOC119067814|XP_037026864.1|BCOP
OG0001435	LOC6592766|XP_002017818.1|DPER, LOC6597470|XP_002022636.2|DPER	LOC119070281|XP_037030442.1|BCOP
OG0001436	LOC6596529|XP_002021726.1|DPER, LOC6600094|XP_002025207.1|DPER	LOC119070372|XP_037030568.1|BCOP
OG0001437	LOC6589658|XP_002014519.1|DPER	LOC119077714|XP_037040888.1|BCOP
OG0001438	LOC113566541|XP_026848384.1|DPER, LOC6604413|XP_002029311.2|DPER, LOC6603776|XP_002028743.2|DPER, LOC6600375|XP_002025463.2|DPER, LOC6594759|XP_002020096.1|DPER	LOC119070579|XP_037030882.1|BCOP
OG0001439	LOC6587797|XP_002013706.1|DPER	LOC119068124|XP_037027476.1|BCOP
OG0001440	LOC6597340|XP_002022542.2|DPER	LOC119070767|XP_037031143.1|BCOP
OG0001442	LOC6593421|XP_002019127.1|DPER	LOC119085588|XP_037051900.1|BCOP
OG0001443	LOC6594734|XP_002020560.2|DPER	LOC119068350|XP_037027809.1|BCOP
OG0001444	LOC6587884|XP_026850951.1|DPER	LOC119074569|XP_037036689.1|BCOP, LOC119082837|XP_037048387.1|BCOP
OG0001445	LOC6591104|XP_002016258.1|DPER, LOC6591321|XP_026841990.1|DPER	LOC119066291|XP_037024561.1|BCOP
OG0001446	LOC6598802|XP_002023974.1|DPER	LOC119067925|XP_037027128.1|BCOP, LOC119066853|XP_037025416.1|BCOP, LOC119067923|XP_037027122.1|BCOP
OG0001447	LOC6594467|XP_026840406.1|DPER	LOC119067041|XP_037025676.1|BCOP
OG0001448	LOC6595335|XP_026839997.1|DPER	LOC119084574|XP_037050524.1|BCOP, LOC119068674|XP_037028251.1|BCOP
OG0001449	LOC6600975|XP_002026013.1|DPER	LOC119067787|XP_037026829.1|BCOP
OG0001450	LOC6588785|XP_002014256.1|DPER	LOC119068156|XP_037027525.1|BCOP
OG0001451	LOC6591006|XP_002015573.1|DPER	LOC119083373|XP_037048982.1|BCOP, LOC119083330|XP_037048911.1|BCOP
OG0001452	LOC6590114|XP_026841651.1|DPER	LOC119084935|XP_037050969.1|BCOP
OG0001453	LOC6597106|XP_026845239.1|DPER	LOC119080452|XP_037044714.1|BCOP, LOC119080451|XP_037044711.1|BCOP
OG0001454	LOC6587360|XP_026849585.1|DPER	LOC119068491|XP_037027998.1|BCOP, LOC119069190|XP_037029031.1|BCOP
OG0001455	LOC6600540|XP_026847681.1|DPER	LOC119077311|XP_037040372.1|BCOP
OG0001456	LOC6591279|XP_026842655.1|DPER	LOC119083642|XP_037049278.1|BCOP
OG0001457	LOC6590898|XP_002016265.1|DPER	LOC119081950|XP_037047134.1|BCOP, LOC119072427|XP_037033540.1|BCOP
OG0001458	LOC6590223|XP_026841800.1|DPER	LOC119079434|XP_037043242.1|BCOP
OG0001459	LOC6602832|XP_002027797.2|DPER	LOC119081762|XP_037046850.1|BCOP
OG0001460	LOC6602064|XP_026840774.1|DPER	LOC119079206|XP_037042887.1|BCOP, LOC119079363|XP_037043106.1|BCOP, LOC119079207|XP_037042889.1|BCOP
OG0001461	LOC6597677|XP_002022831.2|DPER, LOC6598874|XP_002024047.2|DPER	LOC119084438|XP_037050343.1|BCOP, LOC119085389|XP_037051678.1|BCOP
OG0001462	LOC6596212|XP_002021280.2|DPER	LOC119080004|XP_037044071.1|BCOP
OG0001463	LOC6592054|XP_026844511.1|DPER	LOC119081083|XP_037045720.1|BCOP, LOC119082702|XP_037048175.1|BCOP, LOC119074416|XP_037036440.1|BCOP
OG0001464	LOC6600155|XP_002025238.1|DPER	LOC119073222|XP_037034428.1|BCOP, LOC119085508|XP_037051817.1|BCOP, LOC119085075|XP_037051210.1|BCOP, LOC119085507|XP_037051816.1|BCOP, LOC119085501|XP_037051812.1|BCOP, LOC119082133|XP_037047406.1|BCOP, LOC119085074|XP_037051207.1|BCOP, LOC119073018|XP_037034235.1|BCOP
OG0001465	LOC6592520|XP_002017678.1|DPER	LOC119081152|XP_037045800.1|BCOP
OG0001466	LOC6603065|XP_026843114.1|DPER, LOC6603066|XP_002028059.1|DPER	LOC119079375|XP_037043143.1|BCOP, LOC119079376|XP_037043148.1|BCOP
OG0001467	LOC6589802|XP_002015147.1|DPER	LOC119085874|XP_037052278.1|BCOP
OG0001468	LOC113566734|XP_026849446.1|DPER	LOC119080863|XP_037045335.1|BCOP
OG0001469	LOC6592250|XP_002017636.1|DPER	LOC119081330|XP_037046012.1|BCOP
OG0001470	LOC6595752|XP_026845373.1|DPER	LOC119074223|XP_037036130.1|BCOP, LOC119074224|XP_037036133.1|BCOP, LOC119074272|XP_037036189.1|BCOP
OG0001471	LOC6603312|XP_026849884.1|DPER, LOC113566894|XP_026849858.1|DPER	LOC119075238|XP_037037529.1|BCOP
OG0001472	LOC6602351|XP_002027430.2|DPER, LOC6599789|XP_002024876.1|DPER	LOC119073631|XP_037035117.1|BCOP
OG0001473	LOC6594602|XP_002019305.1|DPER	LOC119068774|XP_037028428.1|BCOP
OG0001474	LOC6603078|XP_002028120.2|DPER, LOC6590762|XP_002015394.1|DPER	LOC119083216|XP_037048778.1|BCOP
OG0001475	LOC6590147|XP_026841527.1|DPER, LOC113565027|XP_026840613.1|DPER	LOC119085938|XP_037052386.1|BCOP
OG0001476	LOC6603244|XP_026841380.1|DPER	LOC119073252|XP_037034502.1|BCOP
OG0001477	LOC6587798|XP_002012830.1|DPER	LOC119080073|XP_037044187.1|BCOP
OG0001478	LOC6589868|XP_026844573.1|DPER	LOC119084634|XP_037050598.1|BCOP, LOC119066327|XP_037024619.1|BCOP
OG0001479	LOC6596720|XP_002022043.1|DPER	LOC119081696|XP_037046691.1|BCOP
OG0001480	LOC6600213|XP_002025313.1|DPER, LOC6589498|XP_002014588.1|DPER	LOC119079619|XP_037043510.1|BCOP
OG0001481	LOC6596450|XP_026843324.1|DPER	LOC119085854|XP_037052259.1|BCOP
OG0001482	LOC6590734|XP_002015997.2|DPER	LOC119078892|XP_037042517.1|BCOP
OG0001483	LOC6597932|XP_026843794.1|DPER	LOC119069194|XP_037029036.1|BCOP
OG0001485	LOC6595812|XP_002021290.1|DPER	LOC119066875|XP_037025444.1|BCOP
OG0001486	LOC6589116|XP_002015272.1|DPER	LOC119075372|XP_037037693.1|BCOP
