Orthogroup	DPER.longest_only	HILL.longest_only
OG0001577	LOC6598751|XP_002023785.2|DPER, LOC6594906|XP_002020506.1|DPER	LOC119649888|XP_037908198.1|HILL
OG0001578	LOC6592259|XP_002018568.1|DPER	LOC119646947|XP_037903570.1|HILL
OG0001579	LOC6600257|XP_002025422.2|DPER, LOC6599107|XP_026849263.1|DPER	LOC119661610|XP_037926958.1|HILL
OG0001580	LOC6592516|XP_002017674.2|DPER	LOC119648793|XP_037906607.1|HILL
OG0001581	LOC6597379|XP_002022582.2|DPER	LOC119656055|XP_037918254.1|HILL, LOC119649348|XP_037907384.1|HILL
OG0001582	LOC6600800|XP_002025971.1|DPER	LOC119651815|XP_037911536.1|HILL
OG0001583	LOC6591029|XP_026840702.1|DPER	LOC119659720|XP_037923903.1|HILL
OG0001585	LOC6599387|XP_026847077.1|DPER, LOC113566315|XP_026847219.1|DPER, LOC6599386|XP_026847076.1|DPER	LOC119656002|XP_037918168.1|HILL
OG0001586	LOC6597136|XP_002022324.1|DPER, LOC6599247|XP_002024304.1|DPER	LOC119647932|XP_037905200.1|HILL
OG0001587	LOC6590580|XP_002015385.2|DPER	LOC119659167|XP_037923046.1|HILL
OG0001588	LOC6591019|XP_002016371.2|DPER	LOC119658583|XP_037921967.1|HILL
OG0001589	LOC6597986|XP_026843199.1|DPER	LOC119651375|XP_037910878.1|HILL
OG0001590	LOC6591264|XP_026842011.1|DPER	LOC119655218|XP_037916923.1|HILL
OG0001591	LOC6595240|XP_026843959.1|DPER	LOC119650695|XP_037909607.1|HILL
OG0001592	LOC6589612|XP_026844374.1|DPER, LOC6589610|XP_002014774.2|DPER	LOC119661690|XP_037927063.1|HILL
OG0001593	LOC113565703|XP_026844377.1|DPER, LOC113565918|XP_026845088.1|DPER, LOC6589685|XP_026844376.1|DPER	LOC119652228|XP_037912113.1|HILL, LOC119652545|XP_037912677.1|HILL
OG0001594	LOC6604447|XP_026848044.1|DPER, LOC6604583|XP_026844747.1|DPER, LOC6604442|XP_026845187.1|DPER	LOC119655867|XP_037917922.1|HILL
OG0001595	LOC6590508|XP_026841884.1|DPER	LOC119655772|XP_037917759.1|HILL
OG0001596	LOC6593966|XP_002018951.1|DPER	LOC119648895|XP_037906722.1|HILL, LOC119651016|XP_037910244.1|HILL
OG0001597	LOC113565458|XP_026843295.1|DPER	LOC119653034|XP_037913409.1|HILL
OG0001598	LOC6598088|XP_026843264.1|DPER	LOC119653202|XP_037913698.1|HILL
OG0001599	LOC6593337|XP_002018739.1|DPER	LOC119651069|XP_037910334.1|HILL
OG0001600	LOC6593664|XP_026843142.1|DPER	LOC119652819|XP_037913074.1|HILL
OG0001601	LOC6589225|XP_002014214.1|DPER	LOC119650829|XP_037909894.1|HILL
OG0001602	LOC6593379|XP_026843340.1|DPER, LOC6593378|XP_026843844.1|DPER, LOC113565472|XP_026843386.1|DPER	LOC119651030|XP_037910270.1|HILL
OG0001603	LOC6589535|XP_002014501.1|DPER	LOC119651768|XP_037911436.1|HILL
OG0001604	LOC6600035|XP_002025082.1|DPER	LOC119655583|XP_037917451.1|HILL
OG0001605	LOC6591194|XP_002015443.1|DPER	LOC119661250|XP_037926426.1|HILL
OG0001606	LOC113565187|XP_026842330.1|DPER, LOC6602983|XP_002027994.1|DPER	LOC119660918|XP_037925818.1|HILL, LOC119646508|XP_037902892.1|HILL
OG0001607	LOC6589130|XP_026844094.1|DPER	LOC119653772|XP_037914699.1|HILL
OG0001608	LOC6596526|XP_002021723.1|DPER	LOC119651382|XP_037910884.1|HILL
OG0001609	LOC6593146|XP_026842077.1|DPER	LOC119661337|XP_037926568.1|HILL
OG0001610	LOC6601736|XP_002026794.2|DPER, LOC6596560|XP_002021741.1|DPER	LOC119651658|XP_037911273.1|HILL
OG0001611	LOC6589480|XP_002015236.1|DPER	LOC119659808|XP_037924012.1|HILL
OG0001612	LOC6589574|XP_002014845.1|DPER	LOC119661586|XP_037926916.1|HILL
OG0001613	LOC6588959|XP_002014342.1|DPER, LOC6593356|XP_002018822.1|DPER	LOC119652539|XP_037912671.1|HILL
OG0001614	LOC6592602|XP_026840760.1|DPER	LOC119646811|XP_037903340.1|HILL
OG0001615	LOC6593814|XP_002019061.2|DPER	LOC119652569|XP_037912710.1|HILL
OG0001616	LOC6595436|XP_002020857.1|DPER	LOC119653567|XP_037914212.1|HILL
OG0001617	LOC6593387|XP_026842930.1|DPER	LOC119650668|XP_037909544.1|HILL
OG0001618	LOC6588955|XP_002014338.1|DPER	LOC119660942|XP_037925872.1|HILL
OG0001619	LOC6593516|XP_026843011.1|DPER	LOC119652825|XP_037913082.1|HILL
OG0001620	LOC6590673|XP_002015414.1|DPER	LOC119653577|XP_037914248.1|HILL
OG0001621	LOC6592295|XP_026842140.1|DPER	LOC119660108|XP_037924418.1|HILL
OG0001622	LOC6597342|XP_002022544.1|DPER	LOC119656639|XP_037919011.1|HILL
OG0001623	LOC113565660|XP_026844129.1|DPER	LOC119646591|XP_037903012.1|HILL
OG0001624	LOC6593556|XP_026843003.1|DPER	LOC119650947|XP_037910108.1|HILL, LOC119650944|XP_037910102.1|HILL, LOC119650943|XP_037910101.1|HILL, LOC119650946|XP_037910106.1|HILL, LOC119650941|XP_037910099.1|HILL, LOC119650942|XP_037910100.1|HILL
OG0001625	LOC6593632|XP_002019098.1|DPER	LOC119653174|XP_037913649.1|HILL
OG0001626	LOC6589594|XP_002014829.2|DPER	LOC119646282|XP_037902618.1|HILL
OG0001627	LOC6594505|XP_002019704.2|DPER	LOC119659569|XP_037923651.1|HILL
OG0001628	LOC6591909|XP_002016866.1|DPER	LOC119659955|XP_037924234.1|HILL
OG0001629	LOC6594376|XP_026850752.1|DPER	LOC119658826|XP_037922488.1|HILL
OG0001630	LOC6588324|XP_026840522.1|DPER	LOC119654480|XP_037915829.1|HILL
OG0001631	LOC6591979|XP_026851098.1|DPER	LOC119660345|XP_037924763.1|HILL
OG0001632	LOC6589797|XP_002014464.1|DPER, LOC6603273|XP_002028254.1|DPER	LOC119656711|XP_037919159.1|HILL
OG0001633	LOC6594596|XP_002019386.1|DPER	LOC119660487|XP_037925004.1|HILL, LOC119659363|XP_037923342.1|HILL, LOC119659880|XP_037924127.1|HILL
OG0001634	LOC6594370|XP_026843781.1|DPER	LOC119658764|XP_037922390.1|HILL
OG0001635	LOC6591898|XP_002016916.1|DPER	LOC119660055|XP_037924362.1|HILL
OG0001636	LOC6594391|XP_026846623.1|DPER	LOC119659847|XP_037924072.1|HILL
OG0001637	LOC6594912|XP_002020120.2|DPER	LOC119652943|XP_037913260.1|HILL
OG0001638	LOC6600134|XP_002025251.2|DPER	LOC119651073|XP_037910342.1|HILL
OG0001639	LOC6592913|XP_002018581.1|DPER	LOC119656255|XP_037918601.1|HILL, LOC119656164|XP_037918435.1|HILL
OG0001640	LOC6594293|XP_002019941.1|DPER	LOC119659939|XP_037924206.1|HILL
OG0001641	LOC6594316|XP_002019359.1|DPER	LOC119659197|XP_037923087.1|HILL
OG0001642	LOC6598359|XP_026846315.1|DPER	LOC119654177|XP_037915290.1|HILL
OG0001643	LOC6589430|XP_002015007.1|DPER	LOC119649971|XP_037908335.1|HILL
OG0001644	LOC6603722|XP_002028688.2|DPER, LOC6604180|XP_002029112.2|DPER, LOC6604253|XP_002029170.2|DPER, LOC113567234|XP_026850204.1|DPER, LOC113566943|XP_026849979.1|DPER, LOC6603721|XP_002028687.2|DPER, LOC6591483|XP_002017377.2|DPER, LOC6602267|XP_002027316.1|DPER	LOC119650290|XP_037908848.1|HILL
OG0001645	LOC6593212|XP_026840799.1|DPER	LOC119655084|XP_037916711.1|HILL
OG0001646	LOC6592395|XP_026840935.1|DPER	LOC119656068|XP_037918274.1|HILL
OG0001647	LOC6591219|XP_026842600.1|DPER	LOC119655711|XP_037917661.1|HILL
OG0001648	LOC6601960|XP_026849610.1|DPER	LOC119649751|XP_037907972.1|HILL
OG0001649	LOC6600887|XP_026840831.1|DPER	LOC119654460|XP_037915801.1|HILL
OG0001650	LOC6601630|XP_002026633.2|DPER	LOC119656320|XP_037918700.1|HILL
OG0001651	LOC6590952|XP_002016022.2|DPER	LOC119658370|XP_037921662.1|HILL
OG0001652	LOC6598888|XP_002024093.1|DPER	LOC119649034|XP_037906920.1|HILL
OG0001653	LOC6603848|XP_026845347.1|DPER, LOC6603850|XP_026845337.1|DPER, LOC6604003|XP_026845727.1|DPER, LOC6595768|XP_026845725.1|DPER	LOC119648676|XP_037906396.1|HILL
OG0001654	LOC6590323|XP_002016212.2|DPER	LOC119653883|XP_037914928.1|HILL
OG0001655	LOC6592696|XP_002017733.1|DPER	LOC119655938|XP_037918053.1|HILL
OG0001656	LOC6603393|XP_026843244.1|DPER	LOC119651883|XP_037911629.1|HILL
OG0001657	LOC6602393|XP_002027445.1|DPER, LOC6588061|XP_002013771.1|DPER, LOC6597040|XP_002022200.1|DPER	LOC119647486|XP_037904372.1|HILL
OG0001658	LOC6600590|XP_026847490.1|DPER	LOC119649775|XP_037908004.1|HILL
OG0001659	LOC6600496|XP_002025603.2|DPER, LOC6600613|XP_026847623.1|DPER	LOC119648041|XP_037905398.1|HILL
OG0001660	LOC6600627|XP_002025621.1|DPER	LOC119649885|XP_037908191.1|HILL
OG0001661	LOC6591434|XP_002016729.2|DPER	LOC119654424|XP_037915743.1|HILL
OG0001662	LOC6595202|XP_002020237.1|DPER, LOC6599483|XP_002024603.2|DPER	LOC119655308|XP_037917064.1|HILL, LOC119648390|XP_037906056.1|HILL
OG0001664	LOC6591265|XP_002015798.1|DPER	LOC119659739|XP_037923928.1|HILL, LOC119659643|XP_037923773.1|HILL
OG0001666	LOC6588933|XP_002015095.1|DPER	LOC119655541|XP_037917385.1|HILL, LOC119654517|XP_037915884.1|HILL, LOC119654717|XP_037916166.1|HILL, LOC119654455|XP_037915794.1|HILL
OG0001667	LOC6592399|XP_002017584.2|DPER	LOC119647002|XP_037903655.1|HILL
OG0001669	LOC113566896|XP_026849861.1|DPER, LOC6603289|XP_026849863.1|DPER	LOC119648541|XP_037906237.1|HILL
OG0001678	LOC6597782|XP_026846908.1|DPER	LOC119656538|XP_037918812.1|HILL
OG0001679	LOC6599257|XP_002024283.1|DPER	LOC119657988|XP_037921133.1|HILL
OG0001680	LOC6597487|XP_002022723.1|DPER	LOC119657819|XP_037920861.1|HILL
OG0001681	LOC6597875|XP_026847015.1|DPER	LOC119657551|XP_037920432.1|HILL, LOC119656765|XP_037919272.1|HILL
OG0001682	LOC6597152|XP_002022310.1|DPER	LOC119652960|XP_037913284.1|HILL
OG0001683	LOC6593843|XP_026843153.1|DPER	LOC119647325|XP_037904184.1|HILL
OG0001684	LOC6601984|XP_026846855.1|DPER	LOC119660953|XP_037925916.1|HILL
OG0001685	LOC6595558|XP_002020906.1|DPER	LOC119647007|XP_037903673.1|HILL
OG0001686	LOC6601717|XP_002026775.1|DPER	LOC119657886|XP_037920953.1|HILL
OG0001687	LOC6598349|XP_002023475.1|DPER	LOC119658373|XP_037921663.1|HILL
OG0001688	LOC6601622|XP_002026658.2|DPER	LOC119656875|XP_037919467.1|HILL
OG0001689	LOC6600345|XP_002025504.2|DPER	LOC119656983|XP_037919646.1|HILL, LOC119658473|XP_037921832.1|HILL, LOC119658329|XP_037921595.1|HILL, LOC119656968|XP_037919621.1|HILL
OG0001690	LOC6602938|XP_002027989.1|DPER	LOC119648964|XP_037906811.1|HILL
OG0001691	LOC6589187|XP_002015011.1|DPER	LOC119658271|XP_037921489.1|HILL, LOC119660760|XP_037925454.1|HILL
OG0001692	LOC6588162|XP_026840048.1|DPER	LOC119652052|XP_037911916.1|HILL
OG0001693	LOC6600064|XP_002025188.1|DPER	LOC119658052|XP_037921225.1|HILL
OG0001694	LOC6588598|XP_026842840.1|DPER	LOC119650616|XP_037909427.1|HILL
OG0001695	LOC6603118|XP_002028136.2|DPER	LOC119657243|XP_037919985.1|HILL
OG0001696	LOC6588017|XP_026840316.1|DPER	LOC119660622|XP_037925253.1|HILL
OG0001697	LOC6591419|XP_002016776.1|DPER	LOC119652005|XP_037911863.1|HILL
OG0001698	LOC6597232|XP_026846386.1|DPER	LOC119658486|XP_037921860.1|HILL
OG0001699	LOC6588098|XP_026846538.1|DPER	LOC119651502|XP_037911048.1|HILL
OG0001700	LOC6591545|XP_002017189.1|DPER	LOC119659448|XP_037923460.1|HILL
OG0001701	LOC6587254|XP_026850573.1|DPER	LOC119656877|XP_037919470.1|HILL
OG0001702	LOC6589219|XP_002014444.1|DPER	LOC119652737|XP_037912963.1|HILL
OG0001703	LOC6598814|XP_002023986.2|DPER	LOC119651551|XP_037911111.1|HILL
OG0001704	LOC6598812|XP_002023984.1|DPER	LOC119651685|XP_037911314.1|HILL
OG0001705	LOC6588080|XP_026842541.1|DPER	LOC119650660|XP_037909524.1|HILL
OG0001706	LOC6597990|XP_002023086.1|DPER	LOC119650414|XP_037909135.1|HILL
OG0001707	LOC6587964|XP_026843872.1|DPER	LOC119655036|XP_037916644.1|HILL
OG0001708	LOC6587265|XP_026848807.1|DPER	LOC119654721|XP_037916171.1|HILL, LOC119654653|XP_037916069.1|HILL, LOC119654493|XP_037915844.1|HILL
OG0001709	LOC6602784|XP_026847833.1|DPER	LOC119658818|XP_037922470.1|HILL
OG0001710	LOC6587912|XP_002012804.1|DPER	LOC119650640|XP_037909490.1|HILL
OG0001711	LOC6587905|XP_026840232.1|DPER	LOC119658449|XP_037921781.1|HILL
OG0001712	LOC6588593|XP_002013467.1|DPER, LOC6587262|XP_026841201.1|DPER	LOC119656973|XP_037919631.1|HILL
OG0001713	LOC6594612|XP_026850246.1|DPER	LOC119658767|XP_037922392.1|HILL
OG0001714	LOC6591374|XP_002017239.1|DPER	LOC119660448|XP_037924929.1|HILL
OG0001715	LOC6602697|XP_026845826.1|DPER	LOC119651565|XP_037911127.1|HILL
OG0001716	LOC6598363|XP_002023438.2|DPER	LOC119652970|XP_037913302.1|HILL
OG0001717	LOC6594792|XP_026840240.1|DPER	LOC119651035|XP_037910280.1|HILL
OG0001718	LOC6588012|XP_026844478.1|DPER	LOC119650787|XP_037909830.1|HILL
OG0001719	LOC6588216|XP_026849772.1|DPER	LOC119656637|XP_037919005.1|HILL
OG0001720	LOC6591889|XP_002016735.2|DPER, LOC113565708|XP_026844426.1|DPER	LOC119650761|XP_037909780.1|HILL
OG0001721	LOC6588272|XP_002013413.1|DPER	LOC119652390|XP_037912419.1|HILL
OG0001722	LOC6595928|XP_026845748.1|DPER, LOC113566047|XP_026845749.1|DPER	LOC119648853|XP_037906658.1|HILL, LOC119649076|XP_037906998.1|HILL, LOC119650269|XP_037908820.1|HILL
OG0001723	LOC6590913|XP_002015404.1|DPER	LOC119659078|XP_037922919.1|HILL, LOC119660005|XP_037924311.1|HILL, LOC119649821|XP_037908084.1|HILL
OG0001724	LOC6593211|XP_026842639.1|DPER	LOC119647260|XP_037904068.1|HILL
OG0001725	LOC6593013|XP_026842728.1|DPER	LOC119658869|XP_037922558.1|HILL
OG0001726	LOC6597151|XP_026845469.1|DPER	LOC119650313|XP_037908896.1|HILL
OG0001727	LOC6594871|XP_002020110.1|DPER	LOC119652567|XP_037912708.1|HILL
OG0001728	LOC6600957|XP_002026027.2|DPER	LOC119653008|XP_037913368.1|HILL, LOC119652940|XP_037913258.1|HILL
OG0001729	LOC6591164|XP_026842174.1|DPER	LOC119661747|XP_037927141.1|HILL
OG0001730	LOC6595398|XP_002020871.1|DPER	LOC119646998|XP_037903652.1|HILL
OG0001731	LOC6590899|XP_026840767.1|DPER	LOC119661387|XP_037926637.1|HILL
OG0001732	LOC6589253|XP_026844429.1|DPER	LOC119648975|XP_037906825.1|HILL
OG0001733	LOC6590667|XP_002015942.1|DPER	LOC119646388|XP_037902759.1|HILL
OG0001734	LOC6592545|XP_026842033.1|DPER	LOC119661548|XP_037926861.1|HILL
OG0001735	LOC6595174|XP_002020429.1|DPER, LOC6601238|XP_002026296.1|DPER	LOC119650184|XP_037908668.1|HILL
OG0001736	LOC6591227|XP_002015897.1|DPER	LOC119661518|XP_037926821.1|HILL
OG0001737	LOC6593029|XP_026840892.1|DPER	LOC119660090|XP_037924397.1|HILL
OG0001738	LOC6588792|XP_026844691.1|DPER, LOC6601418|XP_002026487.1|DPER	LOC119648310|XP_037905918.1|HILL
OG0001739	LOC113565136|XP_026841868.1|DPER	LOC119660084|XP_037924392.1|HILL
OG0001740	LOC6593141|XP_002018173.2|DPER	LOC119661112|XP_037926235.1|HILL
OG0001741	LOC6588256|XP_002013194.2|DPER	LOC119646911|XP_037903510.1|HILL
OG0001742	LOC6602090|XP_002027135.1|DPER	LOC119649624|XP_037907787.1|HILL
OG0001743	LOC6601122|XP_026849687.1|DPER	LOC119648346|XP_037905970.1|HILL
OG0001744	LOC6590308|XP_026842382.1|DPER	LOC119649874|XP_037908212.1|HILL
OG0001745	LOC6590118|XP_026841999.1|DPER	LOC119660852|XP_037925677.1|HILL
OG0001746	LOC113566449|XP_026847846.1|DPER, LOC6601381|XP_002026517.1|DPER	LOC119648796|XP_037906569.1|HILL
OG0001747	LOC6592241|XP_002017592.2|DPER	LOC119661675|XP_037927040.1|HILL
OG0001748	LOC6602458|XP_026848839.1|DPER	LOC119648513|XP_037906210.1|HILL
OG0001749	LOC113565192|XP_026842380.1|DPER	LOC119647052|XP_037903738.1|HILL
OG0001750	LOC6600853|XP_002025990.1|DPER	LOC119656311|XP_037918690.1|HILL
OG0001751	LOC113567149|XP_026850125.1|DPER, LOC113567151|XP_026850127.1|DPER, LOC6603790|XP_026850057.1|DPER, LOC113567056|XP_026850056.1|DPER, LOC6601392|XP_026847795.1|DPER	LOC119647600|XP_037904554.1|HILL
OG0001752	LOC6602929|XP_026848797.1|DPER	LOC119648958|XP_037906804.1|HILL
OG0001753	LOC6601706|XP_026849917.1|DPER	LOC119649117|XP_037907046.1|HILL
OG0001754	LOC6602123|XP_026842029.1|DPER	LOC119661680|XP_037927046.1|HILL
OG0001755	LOC6601946|XP_026849618.1|DPER	LOC119649001|XP_037906870.1|HILL, LOC119648998|XP_037906857.1|HILL
OG0001756	LOC6601340|XP_026841944.1|DPER	LOC119646516|XP_037902900.1|HILL
OG0001757	LOC6592325|XP_002018559.1|DPER	LOC119655543|XP_037917390.1|HILL
OG0001758	LOC6601524|XP_026848018.1|DPER	LOC119648834|XP_037906624.1|HILL
OG0001759	LOC6591087|XP_002016119.1|DPER	LOC119646476|XP_037902858.1|HILL
OG0001760	LOC6592995|XP_002017978.2|DPER	LOC119648400|XP_037906104.1|HILL
OG0001761	LOC6590665|XP_026841038.1|DPER	LOC119652565|XP_037912706.1|HILL
OG0001762	LOC6593526|XP_026842962.1|DPER	LOC119651874|XP_037911610.1|HILL
OG0001763	LOC6593730|XP_026843007.1|DPER	LOC119651913|XP_037911667.1|HILL
OG0001764	LOC6591838|XP_002017206.2|DPER	LOC119659463|XP_037923478.1|HILL
OG0001765	LOC6590645|XP_026841367.1|DPER	LOC119661249|XP_037926416.1|HILL
OG0001766	LOC6593984|XP_026843789.1|DPER	LOC119650699|XP_037909613.1|HILL
OG0001767	LOC6596333|XP_002021471.2|DPER	LOC119647214|XP_037903968.1|HILL
OG0001768	LOC6589873|XP_002014586.1|DPER	LOC119654969|XP_037916560.1|HILL
OG0001769	LOC6588828|XP_026844680.1|DPER	LOC119652173|XP_037912046.1|HILL
OG0001770	LOC6589581|XP_002014290.1|DPER	LOC119647062|XP_037903747.1|HILL
OG0001771	LOC6589744|XP_002014995.1|DPER	LOC119651116|XP_037910422.1|HILL
OG0001772	LOC6588723|XP_002014365.1|DPER	LOC119661431|XP_037926704.1|HILL
OG0001773	LOC6589020|XP_002014439.2|DPER	LOC119652398|XP_037912433.1|HILL
OG0001774	LOC6592281|XP_002018422.2|DPER	LOC119647111|XP_037903818.1|HILL
OG0001776	LOC6593772|XP_026843186.1|DPER	LOC119651493|XP_037911035.1|HILL
OG0001777	LOC6593642|XP_002018693.2|DPER	LOC119650180|XP_037908664.1|HILL
OG0001778	LOC6595564|XP_002020912.1|DPER	LOC119653702|XP_037914504.1|HILL
OG0001779	LOC6588962|XP_002014422.1|DPER, LOC6588968|XP_026844110.1|DPER	LOC119651725|XP_037911377.1|HILL
OG0001780	LOC6593130|XP_026842150.1|DPER	LOC119646630|XP_037903066.1|HILL
OG0001781	LOC6596561|XP_026843231.1|DPER	LOC119653022|XP_037913393.1|HILL
OG0001782	LOC6593830|XP_002018909.2|DPER	LOC119652414|XP_037912459.1|HILL
OG0001783	LOC6593490|XP_002019153.1|DPER	LOC119652306|XP_037912244.1|HILL
OG0001784	LOC6595673|XP_002020733.1|DPER	LOC119646844|XP_037903394.1|HILL
OG0001785	LOC6602050|XP_002027181.1|DPER	LOC119646632|XP_037903070.1|HILL, LOC119646635|XP_037903076.1|HILL
OG0001786	LOC6595413|XP_026844268.1|DPER	LOC119646394|XP_037902766.1|HILL
OG0001787	LOC113565627|XP_026843950.1|DPER, LOC6589637|XP_026845060.1|DPER	LOC119646256|XP_037902584.1|HILL
OG0001788	LOC6592771|XP_026841221.1|DPER	LOC119657844|XP_037920894.1|HILL
OG0001789	LOC6590261|XP_002015891.1|DPER	LOC119648971|XP_037906821.1|HILL
OG0001790	LOC113565392|XP_026843024.1|DPER	LOC119646437|XP_037902816.1|HILL
OG0001791	LOC6590779|XP_026842657.1|DPER	LOC119650337|XP_037908927.1|HILL
OG0001792	LOC6589773|XP_026844070.1|DPER, LOC113565837|XP_026844968.1|DPER	LOC119646135|XP_037902415.1|HILL
OG0001793	LOC6590001|XP_002016051.2|DPER	LOC119647243|XP_037904036.1|HILL
OG0001794	LOC6595565|XP_002020913.1|DPER	LOC119647312|XP_037904158.1|HILL
OG0001796	LOC6597718|XP_002022869.2|DPER	LOC119653945|XP_037915034.1|HILL
OG0001797	LOC6602010|XP_002027038.2|DPER	LOC119661047|XP_037926168.1|HILL
OG0001800	LOC6593635|XP_002018688.2|DPER	LOC119647110|XP_037903816.1|HILL
OG0001801	LOC6602780|XP_002027837.1|DPER	LOC119649603|XP_037907747.1|HILL
OG0001802	LOC6594168|XP_002019577.1|DPER	LOC119660149|XP_037924477.1|HILL
OG0001803	LOC6591456|XP_002017477.1|DPER, LOC6591455|XP_026845223.1|DPER	LOC119659364|XP_037923344.1|HILL
OG0001804	LOC113567462|XP_026851229.1|DPER, LOC6592045|XP_026847867.1|DPER, LOC6592048|XP_026851200.1|DPER	LOC119659141|XP_037923003.1|HILL
OG0001805	LOC6599659|XP_002024581.2|DPER	LOC119648083|XP_037905500.1|HILL
OG0001806	LOC6592136|XP_026840051.1|DPER	LOC119658939|XP_037922721.1|HILL
OG0001807	LOC113567254|XP_026850282.1|DPER	LOC119658706|XP_037922243.1|HILL
OG0001809	LOC6591982|XP_002017026.1|DPER	LOC119660235|XP_037924611.1|HILL
OG0001810	LOC6595148|XP_002020138.1|DPER	LOC119648878|XP_037906698.1|HILL
OG0001811	LOC6590131|XP_002016242.2|DPER	LOC119656076|XP_037918285.1|HILL
OG0001812	LOC6597684|XP_026848873.1|DPER	LOC119651076|XP_037910345.1|HILL
OG0001813	LOC6594323|XP_026850424.1|DPER	LOC119660390|XP_037924842.1|HILL
OG0001814	LOC6594160|XP_026840495.1|DPER	LOC119658850|XP_037922528.1|HILL
OG0001815	LOC6588159|XP_002014126.1|DPER	LOC119660115|XP_037924432.1|HILL
OG0001816	LOC6593101|XP_002017884.1|DPER	LOC119655746|XP_037917728.1|HILL
OG0001817	LOC6600943|XP_002026014.1|DPER	LOC119653661|XP_037914419.1|HILL
OG0001818	LOC6600734|XP_026848685.1|DPER	LOC119655406|XP_037917217.1|HILL
OG0001819	LOC6601637|XP_026841610.1|DPER	LOC119655833|XP_037917869.1|HILL
OG0001820	LOC6588871|XP_026844544.1|DPER, LOC6589366|XP_002015250.1|DPER, LOC6597648|XP_026849282.1|DPER	LOC119654292|XP_037915524.1|HILL
OG0001821	LOC6600971|XP_002026009.1|DPER	LOC119654320|XP_037915574.1|HILL
OG0001822	LOC6600876|XP_002025940.1|DPER	LOC119654392|XP_037915694.1|HILL, LOC119654840|XP_037916346.1|HILL
OG0001823	LOC6599000|XP_002024068.1|DPER	LOC119649125|XP_037907058.1|HILL
OG0001824	LOC6589638|XP_002015342.1|DPER	LOC119660170|XP_037924504.1|HILL
OG0001825	LOC6590633|XP_026840998.1|DPER	LOC119655946|XP_037918065.1|HILL
OG0001826	LOC113565059|XP_026841086.1|DPER	LOC119655762|XP_037917745.1|HILL
OG0001827	LOC6592403|XP_002018148.1|DPER	LOC119654394|XP_037915702.1|HILL
OG0001828	LOC6601763|XP_026846904.1|DPER	LOC119653863|XP_037914848.1|HILL
OG0001829	LOC6592196|XP_026841396.1|DPER	LOC119655295|XP_037917043.1|HILL
OG0001830	LOC6590194|XP_002015751.1|DPER	LOC119655843|XP_037917883.1|HILL
OG0001831	LOC6598916|XP_026847928.1|DPER	LOC119647884|XP_037905100.1|HILL
OG0001832	LOC6603084|XP_026847088.1|DPER	LOC119660892|XP_037925751.1|HILL
OG0001833	LOC6589965|XP_002015640.2|DPER	LOC119654266|XP_037915461.1|HILL
OG0001834	LOC6588344|XP_002012924.1|DPER	LOC119651393|XP_037910903.1|HILL
OG0001848	LOC113567473|XP_026851283.1|DPER	LOC119650675|XP_037909558.1|HILL
OG0001849	LOC6587337|XP_026839907.1|DPER	LOC119650802|XP_037909869.1|HILL
OG0001850	LOC6603484|XP_026846785.1|DPER, LOC113566249|XP_026846835.1|DPER	LOC119660900|XP_037925766.1|HILL
OG0001851	LOC6602005|XP_026846814.1|DPER	LOC119660999|XP_037926025.1|HILL
OG0001852	LOC6599575|XP_026849580.1|DPER	LOC119648791|XP_037906565.1|HILL
OG0001853	LOC6587460|XP_026840018.1|DPER	LOC119651794|XP_037911489.1|HILL
OG0001854	LOC6597581|XP_026848880.1|DPER	LOC119657167|XP_037919880.1|HILL
OG0001855	LOC6601584|XP_002026605.1|DPER	LOC119657085|XP_037919768.1|HILL
OG0001856	LOC6597296|XP_026846431.1|DPER	LOC119656794|XP_037919330.1|HILL
OG0001857	LOC6599378|XP_002024552.1|DPER	LOC119658348|XP_037921631.1|HILL
OG0001858	LOC6601732|XP_026846948.1|DPER	LOC119658315|XP_037921567.1|HILL
OG0001859	LOC6600108|XP_026846664.1|DPER	LOC119656734|XP_037919204.1|HILL
OG0001860	LOC6598932|XP_026848991.1|DPER	LOC119648757|XP_037906511.1|HILL
OG0001861	LOC6598662|XP_026840424.1|DPER	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL
OG0001862	LOC6597892|XP_026846993.1|DPER	LOC119656726|XP_037919181.1|HILL, LOC119656727|XP_037919183.1|HILL
OG0001863	LOC6598518|XP_002023557.2|DPER	LOC119657322|XP_037920111.1|HILL
OG0001864	LOC6588278|XP_026842314.1|DPER	LOC119661721|XP_037927106.1|HILL
OG0001865	LOC6602693|XP_002027720.1|DPER	LOC119657944|XP_037921064.1|HILL
OG0001866	LOC6587614|XP_026843046.1|DPER	LOC119659495|XP_037923540.1|HILL
OG0001867	LOC6603357|XP_026848217.1|DPER	LOC119647424|XP_037904251.1|HILL
OG0001868	LOC6596342|XP_002021698.2|DPER	LOC119652674|XP_037912867.1|HILL
OG0001869	LOC6587932|XP_002013714.1|DPER	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL
OG0001870	LOC6599242|XP_026848264.1|DPER	LOC119646980|XP_037903618.1|HILL
