Orthogroup	DPER.longest_only	DHYD.longest_only
OG0000625	LOC6602966|XP_002027977.2|DPER	LOC111594856|XP_023164103.2|DHYD
OG0000625	LOC6602967|XP_002027978.1|DPER	LOC111594850|XP_023164090.1|DHYD
OG0000626	LOC6593086|XP_002017719.1|DPER	LOC111592181|XP_023160015.2|DHYD
OG0000626	LOC6592561|XP_002018243.1|DPER	LOC111605285|XP_023179497.2|DHYD
OG0000627	LOC6601405|XP_002026508.1|DPER	LOC111604761|XP_023178721.1|DHYD
OG0000627	LOC6597278|XP_002022565.1|DPER	LOC111605598|XP_023179977.1|DHYD
OG0000628	LOC6596263|XP_002021789.1|DPER	LOC111596303|XP_023166229.1|DHYD
OG0000628	LOC6589333|XP_002014358.1|DPER	LOC111596646|XP_023166711.1|DHYD
OG0000629	LOC6594077|XP_002019737.1|DPER	LOC111600276|XP_023172092.2|DHYD
OG0000629	LOC6593669|XP_002018616.1|DPER	LOC111599207|XP_023170571.1|DHYD
OG0000630	LOC6598051|XP_002023144.1|DPER	LOC111600321|XP_023172152.1|DHYD
OG0000630	LOC6598077|XP_026843309.1|DPER	LOC111600410|XP_023172262.2|DHYD
OG0000631	LOC113565754|XP_026844613.1|DPER	LOC111599386|XP_023170791.2|DHYD
OG0000631	LOC6593410|XP_026843657.1|DPER	LOC111596318|XP_023166252.2|DHYD
OG0000632	LOC6595375|XP_026844828.1|DPER	LOC111596100|XP_023165928.1|DHYD
OG0000632	LOC6595484|XP_002020656.1|DPER	LOC111599127|XP_023170457.2|DHYD
OG0000633	LOC6596016|XP_026845303.1|DPER	LOC111599227|XP_023170593.2|DHYD
OG0000634	LOC6592229|XP_026841170.1|DPER	LOC111597011|XP_023167283.2|DHYD
OG0000635	LOC6600979|XP_002025877.1|DPER	LOC111594670|XP_023163849.2|DHYD
OG0000635	LOC6603692|XP_002028663.2|DPER, LOC6603664|XP_026849675.1|DPER	LOC111598171|XP_023169033.1|DHYD
OG0000636	LOC6598048|XP_002023141.1|DPER	LOC111600582|XP_023172541.1|DHYD
OG0000636	LOC6598049|XP_002023142.1|DPER	LOC111600597|XP_023172561.1|DHYD
OG0000637	LOC6597824|XP_026846483.1|DPER	LOC111596742|XP_030079889.1|DHYD
OG0000637	LOC6597768|XP_026846541.1|DPER	LOC111596743|XP_023166843.2|DHYD
OG0000638	LOC6603132|XP_002028139.1|DPER, LOC6602872|XP_002027907.1|DPER, LOC113567232|XP_026850202.1|DPER, LOC6603215|XP_026847735.1|DPER	LOC111593458|XP_023161987.1|DHYD
OG0000639	LOC6601981|XP_026849599.1|DPER, LOC6604656|XP_026850076.1|DPER, LOC113567205|XP_026850181.1|DPER, LOC113567213|XP_026850192.1|DPER, LOC113567176|XP_026850148.1|DPER, LOC113567211|XP_026850190.1|DPER, LOC113567177|XP_026850151.1|DPER, LOC113567204|XP_026850179.1|DPER, LOC113567193|XP_026850163.1|DPER, LOC113567212|XP_026850191.1|DPER, LOC113567179|XP_026850153.1|DPER, LOC113567210|XP_026850189.1|DPER, LOC113567195|XP_026850165.1|DPER, LOC113567178|XP_026850152.1|DPER, LOC113567191|XP_026850161.1|DPER, LOC6604504|XP_026850089.1|DPER, LOC113567192|XP_026850162.1|DPER, LOC113567110|XP_026850088.1|DPER, LOC6604539|XP_026850075.1|DPER, LOC6604143|XP_026850150.1|DPER, LOC113567209|XP_026850188.1|DPER, LOC6604061|XP_026850180.1|DPER, LOC113567194|XP_026850164.1|DPER, LOC113567203|XP_026850178.1|DPER, LOC113567201|XP_026850176.1|DPER, LOC113567180|XP_026850154.1|DPER, LOC113567202|XP_026850177.1|DPER, LOC6603920|XP_026850187.1|DPER, LOC113567196|XP_026850166.1|DPER	LOC111597500|XP_023168029.2|DHYD
OG0000642	LOC113566246|XP_026846831.1|DPER	LOC111603854|XP_023177419.2|DHYD
OG0000643	LOC6587508|XP_002013069.1|DPER	LOC111593276|XP_023161714.2|DHYD
OG0000644	LOC6598886|XP_026847834.1|DPER, LOC6598901|XP_002024003.1|DPER	LOC111592765|XP_023160934.2|DHYD, LOC115483771|XP_030081873.1|DHYD
OG0000645	LOC6595541|XP_002020629.1|DPER	LOC111599077|XP_023170377.2|DHYD
OG0000646	LOC6588400|XP_002013429.2|DPER	LOC111598901|XP_023170138.2|DHYD
OG0000646	LOC6588652|XP_026840448.1|DPER	LOC111595918|XP_023165637.2|DHYD
OG0000647	LOC6587670|XP_002013283.2|DPER	LOC111594585|XP_023163711.2|DHYD
OG0000647	LOC6597230|XP_026846459.1|DPER	LOC111598212|XP_023169134.2|DHYD
OG0000648	LOC6598503|XP_026848643.1|DPER	LOC111596578|XP_023166620.1|DHYD
OG0000648	LOC6598504|XP_026848661.1|DPER	LOC111596551|XP_030079918.1|DHYD
OG0000649	LOC6601790|XP_002026842.1|DPER	LOC111593012|XP_023161315.1|DHYD
OG0000649	LOC6601789|XP_026849835.1|DPER	LOC111593067|XP_023161411.1|DHYD
OG0000650	LOC6602016|XP_002027044.1|DPER	LOC111593709|XP_023162440.1|DHYD
OG0000651	LOC6601010|XP_002026165.1|DPER	LOC111603676|XP_023177123.1|DHYD
OG0000651	LOC6603303|XP_002028284.1|DPER	LOC111597501|XP_023168033.1|DHYD
OG0000652	LOC6590843|XP_002015775.1|DPER	LOC111595319|XP_023164744.1|DHYD
OG0000652	LOC6597506|XP_026849293.1|DPER	LOC111593505|XP_023162057.1|DHYD
OG0000653	LOC113564890|XP_026839934.1|DPER, LOC6588285|XP_002013201.1|DPER	LOC111601387|XP_023173695.1|DHYD
OG0000654	LOC6600630|XP_026847536.1|DPER	LOC111602885|XP_023175985.2|DHYD
OG0000654	LOC6600538|XP_026847527.1|DPER	LOC111603693|XP_023177150.1|DHYD
OG0000655	LOC6600806|XP_002025977.1|DPER	LOC111593174|XP_023161548.1|DHYD, LOC115483070|XP_030079788.1|DHYD
OG0000655	LOC6595476|XP_002020648.1|DPER	LOC111599045|XP_023170329.2|DHYD
OG0000656	LOC6591868|XP_002017330.1|DPER, LOC6591692|XP_026851097.1|DPER	LOC111592027|XP_023159790.1|DHYD
OG0000657	LOC6601075|XP_026847370.1|DPER	LOC111595742|XP_023165364.2|DHYD
OG0000657	LOC6588715|XP_026844398.1|DPER	LOC115483217|XP_030080388.1|DHYD, LOC111602319|XP_023175091.1|DHYD
OG0000658	LOC6598314|XP_002023387.1|DPER	LOC111598305|XP_023169261.1|DHYD
OG0000658	LOC6591560|XP_002017109.1|DPER	LOC111599566|XP_023171003.1|DHYD, LOC115483783|XP_030081897.1|DHYD
OG0000659	LOC6596286|XP_002021808.1|DPER	LOC111603964|XP_023177569.1|DHYD
OG0000659	LOC6598075|XP_002023134.1|DPER	LOC111600442|XP_023172305.1|DHYD
OG0000660	LOC6589411|XP_002015199.1|DPER	LOC115483235|XP_030080440.1|DHYD, LOC111603754|XP_023177245.1|DHYD
OG0000660	LOC113565738|XP_026844560.1|DPER, LOC6589409|XP_026844026.1|DPER	LOC111603769|XP_023177271.1|DHYD, LOC111605531|XP_023179859.2|DHYD, LOC111605535|XP_023179866.2|DHYD
OG0000661	LOC6602955|XP_026848735.1|DPER	LOC111592855|XP_023161063.1|DHYD
OG0000661	LOC6588916|XP_002014812.2|DPER	LOC111605558|XP_023179894.1|DHYD
OG0000662	LOC6595855|XP_026845216.1|DPER	LOC111601559|XP_023173969.1|DHYD
OG0000662	LOC6596654|XP_026845925.1|DPER	LOC111601892|XP_023174503.2|DHYD
OG0000663	LOC6590080|XP_002015670.1|DPER	LOC111604609|XP_023178491.2|DHYD
OG0000664	LOC6597552|XP_002022801.1|DPER	LOC111604049|XP_023177674.1|DHYD
OG0000665	LOC6594667|XP_002019845.2|DPER	LOC111598579|XP_023169652.2|DHYD
OG0000666	LOC6590399|XP_026842089.1|DPER	LOC111593572|XP_023162205.2|DHYD
OG0000666	LOC113566903|XP_026849903.1|DPER	LOC111602846|XP_023175926.2|DHYD
OG0000667	LOC6599946|XP_026849182.1|DPER	LOC111598417|XP_023169427.1|DHYD
OG0000667	LOC6594020|XP_002019718.1|DPER	LOC111602966|XP_023176114.1|DHYD
OG0000668	LOC6594373|XP_002019341.2|DPER	LOC111598601|XP_023169685.1|DHYD
OG0000668	LOC6587462|XP_002014008.1|DPER	LOC111594606|XP_023163749.1|DHYD
OG0000669	LOC113566777|XP_026849656.1|DPER	LOC111591900|XP_023159576.1|DHYD
OG0000669	LOC6602864|XP_026849658.1|DPER	LOC111591886|XP_023159558.2|DHYD
OG0000670	LOC6600115|XP_002025282.1|DPER	LOC111604066|XP_023177700.1|DHYD
OG0000671	LOC6594658|XP_026850622.1|DPER	LOC111598756|XP_023169935.2|DHYD
OG0000671	LOC6588398|XP_002012944.1|DPER	LOC111601493|XP_023173848.2|DHYD
OG0000672	LOC6599414|XP_026847215.1|DPER	LOC111592356|XP_023160280.1|DHYD
OG0000672	LOC6602900|XP_026849665.1|DPER	LOC111596738|XP_023166837.1|DHYD
OG0000673	LOC6600063|XP_002025187.1|DPER	LOC111597231|XP_023167631.1|DHYD
OG0000673	LOC6602362|XP_002027393.2|DPER	LOC111604509|XP_023178372.1|DHYD
OG0000675	LOC6593976|XP_002019018.1|DPER	LOC111591969|XP_023159683.1|DHYD
OG0000677	LOC6595930|XP_002020980.1|DPER	LOC111599803|XP_023171352.1|DHYD
OG0000677	LOC6598213|XP_002023338.2|DPER	LOC111600224|XP_023172018.1|DHYD
OG0000678	LOC6588569|XP_002014183.1|DPER	LOC111602520|XP_023175375.2|DHYD
OG0000679	LOC6598388|XP_002023511.1|DPER	LOC111595374|XP_023164838.2|DHYD
OG0000680	LOC6597453|XP_026846508.1|DPER	LOC111595942|XP_023165676.1|DHYD
OG0000680	LOC6597452|XP_026846525.1|DPER	LOC111595941|XP_023165673.2|DHYD
OG0000681	LOC6587883|XP_002013320.2|DPER	LOC111594580|XP_023163705.1|DHYD
OG0000681	LOC6600127|XP_002025294.1|DPER	LOC111598183|XP_023169049.1|DHYD
OG0000683	LOC6588345|XP_026843141.1|DPER	LOC111596499|XP_023166528.2|DHYD
OG0000684	LOC6591866|XP_002017356.1|DPER	LOC111604568|XP_023178437.1|DHYD
OG0000684	LOC6594998|XP_026850975.1|DPER	LOC111601528|XP_023173925.1|DHYD
OG0000685	LOC6598795|XP_002023906.1|DPER	LOC111602608|XP_023175536.1|DHYD
OG0000686	LOC6590052|XP_002015525.1|DPER	LOC111601542|XP_023173984.2|DHYD
OG0000686	LOC6603117|XP_002028083.1|DPER	LOC111600187|XP_023171963.2|DHYD
OG0000687	LOC6601200|XP_002026231.1|DPER	LOC111599286|XP_023170653.1|DHYD
OG0000688	LOC6592236|XP_002017587.1|DPER	LOC111605369|XP_023179617.1|DHYD
OG0000689	LOC6590035|XP_002016309.1|DPER	LOC111597704|XP_023168310.1|DHYD
OG0000689	LOC6590036|XP_002016310.1|DPER	LOC111597687|XP_023168287.1|DHYD
OG0000690	LOC6599922|XP_002025050.1|DPER	LOC111593629|XP_023162267.2|DHYD
OG0000691	LOC6593879|XP_002019176.1|DPER	LOC111600350|XP_023172189.1|DHYD, LOC115483408|XP_030081060.1|DHYD
OG0000691	LOC113565973|XP_026845267.1|DPER	LOC111592340|XP_023160236.1|DHYD
OG0000692	LOC6599815|XP_002024915.2|DPER	LOC111604703|XP_023178644.2|DHYD
OG0000693	LOC6598420|XP_002023598.1|DPER	LOC111596581|XP_023166623.1|DHYD
OG0000693	LOC6594209|XP_026850372.1|DPER	LOC111602074|XP_023174767.1|DHYD
OG0000694	LOC6600080|XP_026845124.1|DPER	LOC111604055|XP_023177683.2|DHYD
OG0000694	LOC6600480|XP_002025671.1|DPER	LOC111592784|XP_023160955.1|DHYD
OG0000695	LOC6593362|XP_026844826.1|DPER	LOC111602263|XP_023175026.1|DHYD
OG0000695	LOC6593802|XP_026844825.1|DPER	LOC111602370|XP_023175153.2|DHYD
OG0000696	LOC6589599|XP_002014832.1|DPER, LOC6597365|XP_002022406.1|DPER, LOC113566188|XP_026846491.1|DPER, LOC6597364|XP_002022405.1|DPER	LOC111595766|XP_023165416.1|DHYD
OG0000697	LOC6589229|XP_002014218.1|DPER, LOC113565665|XP_026844161.1|DPER	LOC111596362|XP_023166327.1|DHYD
OG0000698	LOC6588756|XP_002014947.2|DPER	LOC111605526|XP_023179855.2|DHYD
OG0000698	LOC6588755|XP_002014946.1|DPER	LOC111605545|XP_023179875.2|DHYD
OG0000699	LOC6595455|XP_026844479.1|DPER	LOC111600984|XP_023173147.1|DHYD
OG0000699	LOC6603558|XP_002028536.1|DPER	LOC111600074|XP_023171782.2|DHYD
OG0000700	LOC6595608|XP_026843989.1|DPER	LOC111599175|XP_023170526.2|DHYD
OG0000700	LOC6596368|XP_026843733.1|DPER	LOC111596079|XP_023165904.2|DHYD
OG0000701	LOC6590266|XP_002015470.1|DPER	LOC111595753|XP_023165383.1|DHYD
OG0000701	LOC6598191|XP_026846344.1|DPER	LOC111600219|XP_023172009.2|DHYD
OG0000702	LOC6591924|XP_002017426.1|DPER	LOC111604979|XP_023179045.2|DHYD
OG0000702	LOC6591925|XP_026840428.1|DPER	LOC111604983|XP_030078632.1|DHYD
OG0000703	LOC6593867|XP_026843461.1|DPER	LOC111600361|XP_023172203.2|DHYD
OG0000703	LOC6601576|XP_026841293.1|DPER	LOC111595619|XP_023165193.2|DHYD
OG0000704	LOC6599967|XP_026849210.1|DPER	LOC111594254|XP_030081774.1|DHYD
OG0000704	LOC6598854|XP_002023747.1|DPER	LOC111597912|XP_023168621.2|DHYD
OG0000705	LOC6595837|XP_002021426.1|DPER	LOC111603688|XP_023177138.1|DHYD
OG0000706	LOC6588941|XP_002014911.2|DPER	LOC111600594|XP_023172555.2|DHYD
OG0000706	LOC6600147|XP_002025230.1|DPER	LOC111597324|XP_030080082.1|DHYD
OG0000707	LOC6599357|XP_002024480.1|DPER	LOC111594052|XP_023162935.1|DHYD
OG0000708	LOC6599101|XP_026849275.1|DPER	LOC111594167|XP_023163121.2|DHYD
OG0000708	LOC6597376|XP_026846533.1|DPER	LOC111605158|XP_030079396.1|DHYD
OG0000709	LOC6595308|XP_002020435.1|DPER	LOC111601979|XP_023174628.2|DHYD
OG0000709	LOC6598385|XP_026846195.1|DPER	LOC111596813|XP_023166947.1|DHYD
OG0000710	LOC6594349|XP_002019528.1|DPER	LOC111602767|XP_023175798.1|DHYD
OG0000710	LOC6592245|XP_002017596.1|DPER	LOC111605361|XP_023179608.1|DHYD
OG0000711	LOC6604737|XP_002029610.2|DPER	LOC111597480|XP_023167999.1|DHYD
OG0000711	LOC6599996|XP_002025154.2|DPER	LOC111602032|XP_023174699.1|DHYD
OG0000712	LOC6594409|XP_002019673.2|DPER	LOC111602079|XP_023174779.1|DHYD
OG0000712	LOC6594213|XP_002019672.1|DPER	LOC111602078|XP_023174777.1|DHYD
OG0000713	LOC6587653|XP_026850225.1|DPER	LOC111594533|XP_023163638.2|DHYD
OG0000713	LOC6601565|XP_002026685.1|DPER	LOC111598556|XP_023169618.1|DHYD
OG0000714	LOC6598443|XP_002023570.1|DPER	LOC111603141|XP_023176384.2|DHYD
OG0000714	LOC6599667|XP_002024799.1|DPER	LOC111599537|XP_023170964.2|DHYD
OG0000715	LOC6594763|XP_002020100.1|DPER, LOC6604406|XP_002029307.2|DPER, LOC6593922|XP_002018683.2|DPER	LOC111603330|XP_023176632.2|DHYD
OG0000716	LOC6600355|XP_002025479.1|DPER	LOC111591885|XP_023159557.1|DHYD
OG0000716	LOC6597000|XP_002022247.1|DPER	LOC111604303|XP_023178102.1|DHYD
OG0000717	LOC113566502|XP_026848197.1|DPER	LOC111597527|XP_023168071.2|DHYD
OG0000718	LOC6602561|XP_026846851.1|DPER	LOC111597716|XP_023168327.1|DHYD
OG0000718	LOC6601990|XP_026846840.1|DPER	LOC111594402|XP_023163442.1|DHYD
OG0000719	LOC6602776|XP_002027833.2|DPER	LOC111598676|XP_023169803.2|DHYD
OG0000719	LOC6600262|XP_002025427.2|DPER	LOC111597606|XP_023168175.2|DHYD
OG0000720	LOC6587685|XP_002012966.2|DPER	LOC111603291|XP_023176579.2|DHYD
OG0000721	LOC6588779|XP_002014250.1|DPER	LOC111602251|XP_023175010.2|DHYD, LOC111602250|XP_023175009.2|DHYD
OG0000722	LOC6601302|XP_002026340.2|DPER	LOC111594330|XP_023163343.2|DHYD
OG0000723	LOC6591103|XP_002016257.1|DPER, LOC6591102|XP_002016256.1|DPER	LOC111595726|XP_023165345.1|DHYD
OG0000724	LOC6597728|XP_002023000.2|DPER	LOC111598361|XP_023169342.1|DHYD
OG0000724	LOC113565135|XP_026841851.1|DPER	LOC111597395|XP_023167839.1|DHYD
OG0000726	LOC6591837|XP_002017205.1|DPER	LOC111603439|XP_023176791.2|DHYD
OG0000726	LOC6591836|XP_002017204.1|DPER	LOC111603423|XP_023176776.2|DHYD
OG0000727	LOC6594229|XP_026850321.1|DPER	LOC111596208|XP_023166089.2|DHYD, LOC111596201|XP_030080823.1|DHYD
OG0000728	LOC6599965|XP_002025042.1|DPER	LOC111603192|XP_023176446.1|DHYD, LOC111595718|XP_023165334.2|DHYD
OG0000729	LOC113564930|XP_026840224.1|DPER	LOC111598295|XP_023169251.1|DHYD
OG0000729	LOC113565756|XP_026844628.1|DPER	LOC111598296|XP_023169252.1|DHYD
OG0000730	LOC113565668|XP_026844174.1|DPER	LOC111603318|XP_030079654.1|DHYD
OG0000730	LOC6588948|XP_026843905.1|DPER	LOC111596307|XP_030080540.1|DHYD
OG0000731	LOC6599739|XP_002024809.1|DPER	LOC111599468|XP_023170909.2|DHYD
OG0000731	LOC6602114|XP_002027128.1|DPER	LOC111597709|XP_023168317.2|DHYD
OG0000732	LOC6600555|XP_026847501.1|DPER	LOC111594874|XP_023164122.1|DHYD
OG0000732	LOC6600556|XP_002025709.2|DPER	LOC111594873|XP_023164119.1|DHYD
OG0000733	LOC6594844|XP_002020248.1|DPER	LOC111595239|XP_023164645.2|DHYD
OG0000733	LOC6600336|XP_002025345.2|DPER	LOC111601687|XP_023174161.1|DHYD
OG0000734	LOC6603302|XP_026849869.1|DPER	LOC111597535|XP_023168081.2|DHYD
OG0000735	LOC6596910|XP_002021871.1|DPER	LOC111593485|XP_023162014.1|DHYD
OG0000735	LOC6589235|XP_026844882.1|DPER	LOC111603872|XP_023177447.2|DHYD
OG0000736	LOC6589180|XP_002015182.2|DPER	LOC111603989|XP_030079038.1|DHYD
OG0000736	LOC6589179|XP_026844979.1|DPER	LOC111604008|XP_023177632.2|DHYD
OG0000737	LOC6590400|XP_026841044.1|DPER	LOC111597693|XP_023168296.1|DHYD
OG0000738	LOC6589558|XP_002015267.1|DPER	LOC111599329|XP_023170718.1|DHYD
OG0000738	LOC6593905|XP_002018782.1|DPER	LOC111603947|XP_023177545.2|DHYD
OG0000739	LOC6591559|XP_002017108.1|DPER	LOC111599568|XP_023171008.1|DHYD
OG0000739	LOC6591561|XP_026841282.1|DPER	LOC111599567|XP_023171005.1|DHYD
OG0000740	LOC6602918|XP_026846872.1|DPER	LOC111602803|XP_030080183.1|DHYD
OG0000740	LOC6594597|XP_026850661.1|DPER	LOC111592038|XP_030081565.1|DHYD
OG0000741	LOC6588370|XP_002012927.1|DPER, LOC113566295|XP_026847087.1|DPER	LOC111594076|XP_030080042.1|DHYD
OG0000742	LOC6599377|XP_026847199.1|DPER	LOC111593044|XP_023161381.2|DHYD
OG0000742	LOC6599376|XP_026847170.1|DPER	LOC111593026|XP_023161346.2|DHYD
OG0000743	LOC6601019|XP_026849767.1|DPER	LOC111595385|XP_023164852.2|DHYD
OG0000744	LOC6602072|XP_002027150.1|DPER	LOC111600028|XP_023171711.2|DHYD, LOC115483369|XP_030080936.1|DHYD, LOC111596984|XP_023167236.2|DHYD
OG0000745	LOC6593079|XP_002017892.1|DPER	LOC111602121|XP_023174838.2|DHYD
OG0000745	LOC6592991|XP_002017667.2|DPER	LOC111593300|XP_023161750.2|DHYD
OG0000746	LOC6590129|XP_002016240.1|DPER	LOC111604126|XP_023177811.1|DHYD
OG0000747	LOC6596163|XP_026845334.1|DPER	LOC111592869|XP_023161084.2|DHYD
OG0000747	LOC6596166|XP_002021143.1|DPER	LOC111592871|XP_023161088.2|DHYD
OG0000748	LOC6596392|XP_002021545.2|DPER	LOC111596108|XP_023165938.2|DHYD
OG0000748	LOC6596749|XP_002021932.2|DPER	LOC111602043|XP_023174760.1|DHYD
OG0000750	LOC6594915|XP_026845873.1|DPER	LOC111595704|XP_023165317.2|DHYD
OG0000751	LOC6593181|XP_026841496.1|DPER	LOC111605228|XP_023179423.2|DHYD
OG0000751	LOC6593180|XP_026842529.1|DPER	LOC111605245|XP_023179449.2|DHYD, LOC111605225|XP_023179421.2|DHYD
OG0000753	LOC6598725|XP_002023872.1|DPER	LOC111601406|XP_023173732.2|DHYD
OG0000754	LOC6597690|XP_026846395.1|DPER	LOC111598326|XP_023169292.2|DHYD
OG0000754	LOC6599418|XP_002024468.1|DPER	LOC111600192|XP_023171969.2|DHYD
OG0000755	LOC6587525|XP_002014040.2|DPER	LOC111605480|XP_023179783.2|DHYD
OG0000755	LOC6587569|XP_002014041.2|DPER	LOC111605577|XP_023179949.2|DHYD
OG0000756	LOC6591843|XP_026851062.1|DPER	LOC111600842|XP_023172915.1|DHYD
OG0000757	LOC6602948|XP_026848752.1|DPER	LOC111604493|XP_023178352.1|DHYD
OG0000758	LOC6599811|XP_026847287.1|DPER	LOC111604669|XP_023178599.2|DHYD
OG0000759	LOC6601195|XP_026848183.1|DPER	LOC111596610|XP_023166657.2|DHYD
OG0000759	LOC6601192|XP_026849949.1|DPER	LOC111596613|XP_023166664.1|DHYD
OG0000761	LOC113564874|XP_026844497.1|DPER	LOC111592650|XP_023160762.2|DHYD
OG0000761	LOC6588706|XP_026844499.1|DPER, LOC113565892|XP_026845057.1|DPER	LOC111592651|XP_023160767.2|DHYD
OG0000762	LOC6593836|XP_002018698.2|DPER	LOC111598979|XP_023170247.1|DHYD
OG0000763	LOC6593415|XP_002018594.1|DPER	LOC111601599|XP_023174035.2|DHYD
OG0000763	LOC6593457|XP_002018595.1|DPER	LOC111601574|XP_023173998.2|DHYD
OG0000764	LOC6598303|XP_026846327.1|DPER	LOC111605326|XP_030080107.1|DHYD
OG0000765	LOC6599524|XP_002024651.1|DPER	LOC111592450|XP_023160403.1|DHYD
OG0000765	LOC6596692|XP_002021961.1|DPER	LOC111601888|XP_023174498.2|DHYD
OG0000766	LOC6593521|XP_026843096.1|DPER	LOC111593770|XP_023162558.2|DHYD
OG0000766	LOC6602757|XP_026847724.1|DPER	LOC111598124|XP_023168951.1|DHYD
OG0000767	LOC6602354|XP_026848587.1|DPER	LOC111603555|XP_023176956.2|DHYD, LOC111605085|XP_023179189.2|DHYD
OG0000768	LOC6595978|XP_002021044.1|DPER	LOC111592326|XP_023160219.1|DHYD
OG0000769	LOC6591780|XP_002017141.1|DPER	LOC111602937|XP_030080831.1|DHYD
OG0000769	LOC6597849|XP_002023011.1|DPER	LOC111596866|XP_023167077.1|DHYD
OG0000770	LOC6590038|XP_002016312.1|DPER	LOC111595314|XP_023164737.2|DHYD
OG0000771	LOC6601965|XP_002026995.1|DPER	LOC111601570|XP_023173987.1|DHYD
OG0000772	LOC6591157|XP_026842414.1|DPER, LOC113565075|XP_026841294.1|DPER	LOC111595620|XP_023165195.2|DHYD, LOC111601518|XP_023173892.1|DHYD
OG0000773	LOC6590132|XP_026842242.1|DPER, LOC113566206|XP_026846632.1|DPER	LOC111593167|XP_023161540.2|DHYD
OG0000774	LOC6590425|XP_002016597.1|DPER	LOC111600768|XP_023172815.2|DHYD, LOC111600749|XP_023172796.2|DHYD
OG0000775	LOC113565167|XP_026842180.1|DPER	LOC111592126|XP_023159929.1|DHYD
OG0000775	LOC6602047|XP_026842466.1|DPER, LOC6590522|XP_002016451.2|DPER	LOC111604797|XP_023178785.1|DHYD, LOC115483368|XP_030080935.1|DHYD
OG0000778	LOC6591731|XP_002016809.1|DPER	LOC111598269|XP_023169214.2|DHYD, LOC111598537|XP_023169593.2|DHYD
OG0000779	LOC6601764|XP_026846923.1|DPER	LOC111603369|XP_023176688.1|DHYD
OG0000780	LOC6602075|XP_002027153.1|DPER, LOC6602076|XP_002027154.1|DPER	LOC115483424|XP_030081224.1|DHYD, LOC111600027|XP_030081223.1|DHYD
OG0000781	LOC6596856|XP_026846021.1|DPER	LOC111605606|XP_023179989.1|DHYD
OG0000781	LOC6603262|XP_002028236.1|DPER	LOC111597617|XP_023168184.2|DHYD
OG0000782	LOC6595938|XP_002020988.1|DPER	LOC111599810|XP_023171364.1|DHYD
OG0000782	LOC6600071|XP_002025195.1|DPER	LOC111596880|XP_023167097.1|DHYD
OG0000783	LOC6596007|XP_002020996.2|DPER	LOC111597765|XP_023168390.1|DHYD
OG0000783	LOC6598279|XP_002023302.1|DPER	LOC111603539|XP_023176981.1|DHYD
OG0000784	LOC6601415|XP_002026484.2|DPER	LOC111605186|XP_023179351.2|DHYD
OG0000784	LOC6598155|XP_002023492.1|DPER	LOC111601828|XP_023174422.1|DHYD
OG0000785	LOC6587255|XP_026850789.1|DPER, LOC6587251|XP_002013052.1|DPER	LOC111599617|XP_023171077.2|DHYD
OG0000786	LOC6604641|XP_026841759.1|DPER	LOC111603492|XP_023176864.1|DHYD
OG0000787	LOC6599836|XP_002024855.1|DPER	LOC111605676|XP_023180110.2|DHYD
OG0000788	LOC113565626|XP_026843947.1|DPER, LOC6597135|XP_026845221.1|DPER, LOC6587394|XP_002013271.1|DPER	LOC111602901|XP_023176006.1|DHYD
OG0000789	LOC6596544|XP_002021681.2|DPER	LOC111602289|XP_023175057.2|DHYD
OG0000790	LOC6595598|XP_002020946.1|DPER	LOC111595996|XP_023165763.1|DHYD
OG0000790	LOC6595597|XP_002020945.2|DPER	LOC111595995|XP_023165760.1|DHYD
OG0000791	LOC6595155|XP_026850677.1|DPER	LOC111604253|XP_023178009.1|DHYD
OG0000792	LOC6595629|XP_002020703.1|DPER	LOC111595832|XP_023165507.2|DHYD
OG0000793	LOC6594628|XP_002019474.1|DPER, LOC6599238|XP_026848262.1|DPER, LOC6604313|XP_002029224.2|DPER	LOC111596696|XP_023166780.1|DHYD
OG0000794	LOC6599935|XP_026849197.1|DPER	LOC111593988|XP_023162847.2|DHYD
OG0000795	LOC6600079|XP_002025171.1|DPER	LOC111604041|XP_023177664.1|DHYD
OG0000795	LOC6594526|XP_002019418.1|DPER	LOC111598502|XP_023169536.2|DHYD
OG0000796	LOC6588117|XP_026841940.1|DPER	LOC111602793|XP_023175834.1|DHYD
OG0000796	LOC6602891|XP_002027914.1|DPER	LOC111598156|XP_023169009.1|DHYD
OG0000797	LOC6591949|XP_002017493.1|DPER	LOC111603429|XP_023176782.1|DHYD
OG0000798	LOC6593100|XP_026841074.1|DPER	LOC111599738|XP_023171266.1|DHYD
OG0000798	LOC6593098|XP_002017881.1|DPER	LOC111599668|XP_023171141.2|DHYD
OG0000799	LOC6600033|XP_002025080.1|DPER	LOC111602034|XP_023174701.1|DHYD
OG0000800	LOC113566723|XP_026849420.1|DPER, LOC6599543|XP_026849419.1|DPER	LOC111592310|XP_023160185.1|DHYD, LOC111592307|XP_023160183.1|DHYD, LOC111592306|XP_023160181.2|DHYD
OG0000801	LOC6590365|XP_002015845.1|DPER	LOC111593229|XP_023161653.1|DHYD
OG0000802	LOC6603113|XP_002028130.1|DPER	LOC111605690|XP_030079411.1|DHYD, LOC111602509|XP_023175400.2|DHYD, LOC111603624|XP_023177102.2|DHYD
OG0000803	LOC6596574|XP_002021661.1|DPER	LOC111601618|XP_023174056.2|DHYD
OG0000803	LOC6603294|XP_002028275.1|DPER	LOC111597531|XP_023168076.1|DHYD
