Orthogroup	DPER.longest_only	DNOV.longest_only
OG0000767	LOC6602354|XP_026848587.1|DPER	LOC115759491|XP_030556289.1|DNOV, LOC115771502|XP_030573088.1|DNOV
OG0000768	LOC6595978|XP_002021044.1|DPER	LOC115770428|XP_030571556.1|DNOV
OG0000769	LOC6591780|XP_002017141.1|DPER	LOC115761515|XP_030559144.1|DNOV
OG0000769	LOC6597849|XP_002023011.1|DPER	LOC115765262|XP_030564601.1|DNOV
OG0000771	LOC6601965|XP_002026995.1|DPER	LOC115767118|XP_030567133.1|DNOV
OG0000772	LOC6591157|XP_026842414.1|DPER, LOC113565075|XP_026841294.1|DPER	LOC115760514|XP_030557737.1|DNOV, LOC115770784|XP_030572064.1|DNOV
OG0000773	LOC6590132|XP_026842242.1|DPER, LOC113566206|XP_026846632.1|DPER	LOC115763309|XP_030561668.1|DNOV
OG0000774	LOC6590425|XP_002016597.1|DPER	LOC115760712|XP_030558043.1|DNOV
OG0000775	LOC113565167|XP_026842180.1|DPER	LOC115758196|XP_030554600.1|DNOV
OG0000775	LOC6602047|XP_026842466.1|DPER, LOC6590522|XP_002016451.2|DPER	LOC115765055|XP_030564300.1|DNOV
OG0000776	LOC113565848|XP_026845037.1|DPER, LOC113565836|XP_026844982.1|DPER	LOC115763157|XP_030561468.1|DNOV, LOC115767438|XP_030567592.1|DNOV
OG0000778	LOC6591731|XP_002016809.1|DPER	LOC115761486|XP_030559113.1|DNOV, LOC115760371|XP_030557524.1|DNOV
OG0000779	LOC6601764|XP_026846923.1|DPER	LOC115765327|XP_030564688.1|DNOV
OG0000780	LOC6602075|XP_002027153.1|DPER, LOC6602076|XP_002027154.1|DPER	LOC115761471|XP_030559101.1|DNOV
OG0000781	LOC6596856|XP_026846021.1|DPER	LOC115768601|XP_030569112.1|DNOV
OG0000781	LOC6603262|XP_002028236.1|DPER	LOC115770411|XP_030571532.1|DNOV
OG0000782	LOC6595938|XP_002020988.1|DPER	LOC115770378|XP_030571487.1|DNOV
OG0000782	LOC6600071|XP_002025195.1|DPER	LOC115768800|XP_030569356.1|DNOV
OG0000783	LOC6596007|XP_002020996.2|DPER	LOC115757668|XP_030553846.1|DNOV
OG0000783	LOC6598279|XP_002023302.1|DPER	LOC115768769|XP_030569319.1|DNOV
OG0000784	LOC6601415|XP_002026484.2|DPER	LOC115771010|XP_030572376.1|DNOV
OG0000784	LOC6598155|XP_002023492.1|DPER	LOC115767011|XP_030566993.1|DNOV
OG0000785	LOC6587255|XP_026850789.1|DPER, LOC6587251|XP_002013052.1|DPER	LOC115764812|XP_030563918.1|DNOV
OG0000786	LOC6597691|XP_026846572.1|DPER	LOC115769035|XP_030569602.1|DNOV
OG0000786	LOC6604641|XP_026841759.1|DPER	LOC115761690|XP_030559416.1|DNOV
OG0000787	LOC6599836|XP_002024855.1|DPER	LOC115769980|XP_030570901.1|DNOV
OG0000788	LOC113565626|XP_026843947.1|DPER, LOC6597135|XP_026845221.1|DPER, LOC6587394|XP_002013271.1|DPER	LOC115771250|XP_030572710.1|DNOV
OG0000789	LOC6596544|XP_002021681.2|DPER	LOC115759311|XP_030556081.1|DNOV
OG0000790	LOC6595598|XP_002020946.1|DPER	LOC115765455|XP_030564879.1|DNOV
OG0000791	LOC6595155|XP_026850677.1|DPER	LOC115764900|XP_030564051.1|DNOV
OG0000792	LOC6595629|XP_002020703.1|DPER	LOC115758943|XP_030555602.1|DNOV
OG0000793	LOC6594628|XP_002019474.1|DPER, LOC6599238|XP_026848262.1|DPER, LOC6604313|XP_002029224.2|DPER	LOC115763802|XP_030562406.1|DNOV, LOC115763806|XP_030562409.1|DNOV, LOC115763805|XP_030562408.1|DNOV
OG0000794	LOC6599935|XP_026849197.1|DPER	LOC115768823|XP_030569380.1|DNOV
OG0000795	LOC6600079|XP_002025171.1|DPER	LOC115768361|XP_030568789.1|DNOV
OG0000795	LOC6594526|XP_002019418.1|DPER	LOC115767914|XP_030568144.1|DNOV
OG0000796	LOC6588117|XP_026841940.1|DPER	LOC115759457|XP_030556249.1|DNOV
OG0000796	LOC6602891|XP_002027914.1|DPER	LOC115768315|XP_030568724.1|DNOV
OG0000797	LOC6591949|XP_002017493.1|DPER	LOC115761700|XP_030559433.1|DNOV
OG0000798	LOC6593100|XP_026841074.1|DPER, LOC6593098|XP_002017881.1|DPER	LOC115764575|XP_030563573.1|DNOV
OG0000799	LOC6600033|XP_002025080.1|DPER	LOC115766475|XP_030566280.1|DNOV
OG0000800	LOC113566723|XP_026849420.1|DPER, LOC6599543|XP_026849419.1|DPER	LOC115769587|XP_030570323.1|DNOV, LOC115769807|XP_030570635.1|DNOV, LOC115769806|XP_030570634.1|DNOV
OG0000801	LOC6590365|XP_002015845.1|DPER	LOC115766537|XP_030566365.1|DNOV
OG0000802	LOC6603113|XP_002028130.1|DPER	LOC115767572|XP_030567718.1|DNOV
OG0000803	LOC6596574|XP_002021661.1|DPER	LOC115760118|XP_030557173.1|DNOV
OG0000803	LOC6603294|XP_002028275.1|DPER	LOC115770208|XP_030571262.1|DNOV
OG0000804	LOC6590678|XP_026842072.1|DPER	LOC115757940|XP_030554271.1|DNOV
OG0000804	LOC6591666|XP_002016995.1|DPER	LOC115763734|XP_030562293.1|DNOV, LOC115763730|XP_030562285.1|DNOV
OG0000805	LOC6590378|XP_026841761.1|DPER	LOC115760979|XP_030558442.1|DNOV
OG0000806	LOC6595696|XP_002020722.2|DPER	LOC115759138|XP_030555846.1|DNOV
OG0000807	LOC6595675|XP_026844050.1|DPER	LOC115761917|XP_030559795.1|DNOV
OG0000808	LOC6595323|XP_002020450.2|DPER, LOC6595317|XP_026851231.1|DPER, LOC6595325|XP_002020452.1|DPER, LOC113567463|XP_026851226.1|DPER, LOC6595318|XP_026850731.1|DPER, LOC6595316|XP_002020443.2|DPER, LOC6595324|XP_026849148.1|DPER	LOC115757753|XP_030554018.1|DNOV
OG0000810	LOC6591013|XP_002015578.1|DPER	LOC115762104|XP_030560066.1|DNOV
OG0000811	LOC6594686|XP_002019321.1|DPER	LOC115772069|XP_030573880.1|DNOV
OG0000811	LOC6590095|XP_026841071.1|DPER	LOC115762513|XP_030560618.1|DNOV
OG0000812	LOC6602038|XP_002027087.2|DPER, LOC6603401|XP_026845881.1|DPER, LOC6602037|XP_002027086.2|DPER, LOC6603400|XP_002028384.1|DPER, LOC113566086|XP_026845864.1|DPER	LOC115766315|XP_030566058.1|DNOV
OG0000813	LOC6592962|XP_002017964.1|DPER	LOC115759557|XP_030556384.1|DNOV
OG0000813	LOC6588976|XP_026844324.1|DPER	LOC115765946|XP_030565552.1|DNOV
OG0000814	LOC6589341|XP_002015317.1|DPER	LOC115760150|XP_030557221.1|DNOV
OG0000815	LOC6593305|XP_002018648.1|DPER	LOC115765914|XP_030565520.1|DNOV
OG0000816	LOC6600749|XP_002025787.1|DPER	LOC115768189|XP_030568559.1|DNOV
OG0000816	LOC6594347|XP_002019526.1|DPER	LOC115761327|XP_030558920.1|DNOV
OG0000817	LOC6591651|XP_002016864.1|DPER	LOC115770564|XP_030571736.1|DNOV, LOC115762540|XP_030560674.1|DNOV
OG0000817	LOC6591650|XP_002016863.1|DPER	LOC115770567|XP_030571740.1|DNOV
OG0000818	LOC6602750|XP_002027779.2|DPER	LOC115768231|XP_030568617.1|DNOV
OG0000819	LOC6597590|XP_026848948.1|DPER	LOC115766883|XP_030566813.1|DNOV
OG0000819	LOC6597591|XP_002022778.2|DPER	LOC115766885|XP_030566816.1|DNOV
OG0000820	LOC6592521|XP_026841340.1|DPER	LOC115760401|XP_030557564.1|DNOV
OG0000821	LOC6587412|XP_002013866.1|DPER	LOC115761388|XP_030559000.1|DNOV
OG0000821	LOC6591222|XP_002015893.1|DPER	LOC115757990|XP_030554343.1|DNOV
OG0000822	LOC6593791|XP_002018711.1|DPER	LOC115763575|XP_030562053.1|DNOV
OG0000824	LOC6589382|XP_002015054.2|DPER, LOC6597672|XP_026848904.1|DPER, LOC6603274|XP_026845942.1|DPER, LOC6597608|XP_026848952.1|DPER, LOC113566636|XP_026848954.1|DPER, LOC6600726|XP_002025796.2|DPER	LOC115760176|XP_030557260.1|DNOV
OG0000825	LOC6601417|XP_002026486.1|DPER	LOC115771178|XP_030572623.1|DNOV
OG0000825	LOC6596506|XP_002021580.1|DPER	LOC115763109|XP_030561413.1|DNOV
OG0000826	LOC6591089|XP_002016121.1|DPER	LOC115769894|XP_030570811.1|DNOV
OG0000828	LOC113564932|XP_026840243.1|DPER, LOC6587249|XP_026851022.1|DPER	LOC115771967|XP_030573739.1|DNOV
OG0000829	LOC113566884|XP_026849850.1|DPER, LOC113566883|XP_026849849.1|DPER, LOC113566859|XP_026849822.1|DPER, LOC113566842|XP_026849811.1|DPER, LOC113566078|XP_026845807.1|DPER, LOC6602337|XP_026848570.1|DPER, LOC113567087|XP_026850068.1|DPER, LOC113566905|XP_026849913.1|DPER, LOC113566918|XP_026849930.1|DPER, LOC113566893|XP_026849854.1|DPER, LOC113567315|XP_026850448.1|DPER, LOC113567295|XP_026850437.1|DPER, LOC113567314|XP_026850447.1|DPER, LOC113567316|XP_026850449.1|DPER, LOC113567225|XP_026850200.1|DPER, LOC113567226|XP_026850201.1|DPER, LOC113566860|XP_026849823.1|DPER, LOC113567223|XP_026850198.1|DPER, LOC113566880|XP_026849846.1|DPER, LOC113566825|XP_026849780.1|DPER, LOC113566442|XP_026847748.1|DPER, LOC113566533|XP_026848360.1|DPER, LOC113566858|XP_026849821.1|DPER, LOC113566783|XP_026849678.1|DPER, LOC113566786|XP_026849681.1|DPER, LOC113567044|XP_026850049.1|DPER, LOC113566787|XP_026849682.1|DPER, LOC113566805|XP_026849769.1|DPER, LOC113566784|XP_026849679.1|DPER, LOC113566841|XP_026849810.1|DPER, LOC113567086|XP_026850067.1|DPER, LOC113566080|XP_026845808.1|DPER, LOC113567260|XP_026850324.1|DPER, LOC113566856|XP_026849819.1|DPER, LOC113566861|XP_026849824.1|DPER, LOC113567085|XP_026850066.1|DPER, LOC113567224|XP_026850199.1|DPER, LOC113567003|XP_026850027.1|DPER, LOC113566864|XP_026849828.1|DPER, LOC113566879|XP_026849845.1|DPER, LOC113566785|XP_026849680.1|DPER, LOC113566854|XP_026849817.1|DPER, LOC113566862|XP_026849825.1|DPER, LOC113566881|XP_026849847.1|DPER, LOC113566855|XP_026849818.1|DPER, LOC113566853|XP_026849816.1|DPER, LOC113566882|XP_026849848.1|DPER, LOC113566969|XP_026850013.1|DPER, LOC113566878|XP_026849842.1|DPER	LOC115769821|XP_030570652.1|DNOV
OG0000830	LOC6597338|XP_026846485.1|DPER	LOC115768221|XP_030568606.1|DNOV
OG0000831	LOC6592813|XP_002017610.1|DPER	LOC115757845|XP_030554139.1|DNOV
OG0000832	LOC6600898|XP_002025962.1|DPER	LOC115760755|XP_030558093.1|DNOV
OG0000832	LOC6593940|XP_002019006.1|DPER	LOC115758705|XP_030555313.1|DNOV
OG0000833	LOC6601512|XP_026847973.1|DPER	LOC115771385|XP_030572930.1|DNOV
OG0000834	LOC6595001|XP_002020458.1|DPER	LOC115765002|XP_030564208.1|DNOV, LOC115764991|XP_030564187.1|DNOV
OG0000835	LOC6596106|XP_026845571.1|DPER	LOC115770265|XP_030571343.1|DNOV
OG0000836	LOC6593736|XP_002018994.1|DPER, LOC6588819|XP_026844483.1|DPER	LOC115759923|XP_030556919.1|DNOV
OG0000837	LOC6597555|XP_026848902.1|DPER	LOC115765308|XP_030564663.1|DNOV
OG0000838	LOC113565839|XP_026844974.1|DPER	LOC115759831|XP_030556783.1|DNOV
OG0000838	LOC113565840|XP_026844975.1|DPER	LOC115760019|XP_030557041.1|DNOV
OG0000839	LOC6588158|XP_002014122.1|DPER	LOC115763825|XP_030562438.1|DNOV
OG0000840	LOC6597491|XP_002022727.1|DPER	LOC115768813|XP_030569370.1|DNOV
OG0000841	LOC6594661|XP_026839925.1|DPER	LOC115772088|XP_030573907.1|DNOV
OG0000841	LOC6594664|XP_026851058.1|DPER	LOC115772107|XP_030573932.1|DNOV
OG0000842	LOC6594960|XP_002020328.1|DPER	LOC115772086|XP_030573904.1|DNOV
OG0000843	LOC6590498|XP_002015647.1|DPER	LOC115761035|XP_030558512.1|DNOV
OG0000844	LOC6594387|XP_002019479.1|DPER	LOC115759435|XP_030556210.1|DNOV
OG0000845	LOC6599990|XP_026849223.1|DPER, LOC6599992|XP_026849221.1|DPER	LOC115766887|XP_030566818.1|DNOV
OG0000846	LOC6595165|XP_002020292.1|DPER	LOC115764958|XP_030564140.1|DNOV
OG0000847	LOC6592365|XP_026841411.1|DPER, LOC6600967|XP_002026005.1|DPER	LOC115758681|XP_030555282.1|DNOV, LOC115761151|XP_030558681.1|DNOV
OG0000848	LOC6589833|XP_002014883.1|DPER	LOC115760134|XP_030557194.1|DNOV
OG0000848	LOC6593611|XP_026842935.1|DPER	LOC115758866|XP_030555515.1|DNOV
OG0000849	LOC6589203|XP_002014693.2|DPER	LOC115758922|XP_030555581.1|DNOV
OG0000849	LOC6595483|XP_002020655.2|DPER	LOC115765975|XP_030565591.1|DNOV
OG0000850	LOC6591274|XP_026842882.1|DPER	LOC115758786|XP_030555421.1|DNOV
OG0000850	LOC6591273|XP_002016028.1|DPER	LOC115758772|XP_030555401.1|DNOV
OG0000851	LOC6592625|XP_026842417.1|DPER, LOC6592626|XP_002018502.2|DPER, LOC113565197|XP_026842420.1|DPER	LOC115759814|XP_030556769.1|DNOV, LOC115760990|XP_030558461.1|DNOV
OG0000852	LOC6591152|XP_002015921.1|DPER	LOC115757739|XP_030553987.1|DNOV
OG0000852	LOC6591150|XP_002015919.1|DPER	LOC115757756|XP_030554028.1|DNOV
OG0000854	LOC6600362|XP_026848380.1|DPER	LOC115768795|XP_030569351.1|DNOV
OG0000855	LOC6596771|XP_002021922.1|DPER	LOC115768902|XP_030569479.1|DNOV
OG0000856	LOC6603334|XP_002028318.2|DPER	LOC115771525|XP_030573120.1|DNOV
OG0000857	LOC6597893|XP_026846940.1|DPER	LOC115766317|XP_030566066.1|DNOV
OG0000858	LOC6587497|XP_002013881.2|DPER	LOC115761304|XP_030558891.1|DNOV
OG0000860	LOC6600603|XP_026847504.1|DPER	LOC115762781|XP_030560992.1|DNOV
OG0000861	LOC6592524|XP_002018226.1|DPER	LOC115760922|XP_030558357.1|DNOV
OG0000862	LOC6600903|XP_002025912.1|DPER, LOC6589320|XP_026845007.1|DPER	LOC115761000|XP_030558470.1|DNOV
OG0000863	LOC6587223|XP_026840514.1|DPER	LOC115771950|XP_030573713.1|DNOV
OG0000864	LOC6602568|XP_002027602.2|DPER	LOC115767328|XP_030567431.1|DNOV
OG0000865	LOC6591425|XP_002017483.1|DPER	LOC115761578|XP_030559226.1|DNOV
OG0000866	LOC6595636|XP_026844147.1|DPER, LOC113565826|XP_026844884.1|DPER, LOC6595635|XP_026844890.1|DPER	LOC115758781|XP_030555412.1|DNOV
OG0000867	LOC6588971|XP_002014334.2|DPER	LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV
OG0000868	LOC6598535|XP_002023731.1|DPER, LOC6589396|XP_002014645.1|DPER, LOC6589453|XP_002014867.1|DPER, LOC6594932|XP_002020029.1|DPER, LOC6600748|XP_002025786.1|DPER	LOC115768195|XP_030568566.1|DNOV
OG0000869	LOC6594511|XP_002019494.1|DPER	LOC115761661|XP_030559362.1|DNOV
OG0000870	LOC6591305|XP_002015634.2|DPER	LOC115762875|XP_030561113.1|DNOV
OG0000871	LOC6592775|XP_002018017.1|DPER	LOC115757820|XP_030554104.1|DNOV
OG0000872	LOC6590019|XP_026842873.1|DPER	LOC115761701|XP_030559437.1|DNOV
OG0000873	LOC6602179|XP_002027219.2|DPER	LOC115771552|XP_030573157.1|DNOV
OG0000874	LOC6597353|XP_002022555.1|DPER	LOC115764308|XP_030563106.1|DNOV
OG0000874	LOC6601602|XP_026840947.1|DPER	LOC115766620|XP_030566470.1|DNOV
OG0000875	LOC6596981|XP_026845268.1|DPER	LOC115765678|XP_030565197.1|DNOV
OG0000875	LOC6603330|XP_002028307.1|DPER	LOC115770149|XP_030571162.1|DNOV
OG0000877	LOC6602389|XP_026848454.1|DPER	LOC115771580|XP_030573197.1|DNOV
OG0000877	LOC6598336|XP_002023463.1|DPER	LOC115771356|XP_030572888.1|DNOV
OG0000878	LOC6590314|XP_002015859.2|DPER	LOC115766505|XP_030566318.1|DNOV
OG0000878	LOC6589143|XP_002014433.1|DPER	LOC115763531|XP_030562006.1|DNOV
OG0000879	LOC6590668|XP_002015410.2|DPER	LOC115758255|XP_030554671.1|DNOV
OG0000880	LOC6602746|XP_002027794.1|DPER	LOC115765172|XP_030564452.1|DNOV
OG0000880	LOC6600287|XP_002025432.1|DPER	LOC115770339|XP_030571436.1|DNOV
OG0000881	LOC6597144|XP_002022302.1|DPER	LOC115762675|XP_030560850.1|DNOV
OG0000882	LOC6600043|XP_026849136.1|DPER	LOC115767212|XP_030567266.1|DNOV
OG0000884	LOC6598181|XP_002023355.1|DPER	LOC115771324|XP_030572849.1|DNOV
OG0000885	LOC6588136|XP_026844274.1|DPER	LOC115771781|XP_030573501.1|DNOV
OG0000886	LOC6588267|XP_002013844.1|DPER	LOC115761711|XP_030559446.1|DNOV, LOC115761712|XP_030559447.1|DNOV
OG0000887	LOC6600746|XP_026848674.1|DPER	LOC115768208|XP_030568581.1|DNOV
OG0000888	LOC6601090|XP_026847315.1|DPER, LOC6601087|XP_026847373.1|DPER	LOC115768071|XP_030568386.1|DNOV
OG0000889	LOC6603424|XP_002028402.1|DPER	LOC115770289|XP_030571384.1|DNOV
OG0000890	LOC6590086|XP_026842302.1|DPER	LOC115762706|XP_030560894.1|DNOV
OG0000891	LOC6595443|XP_002020864.1|DPER	LOC115759711|XP_030556571.1|DNOV
OG0000892	LOC6601807|XP_026848560.1|DPER	LOC115770507|XP_030571666.1|DNOV
OG0000893	LOC6594271|XP_026850537.1|DPER	LOC115761506|XP_030559134.1|DNOV
OG0000894	LOC6604218|XP_026850863.1|DPER, LOC113567429|XP_026851017.1|DPER	LOC115763763|XP_030562337.1|DNOV
OG0000894	LOC6594290|XP_002019938.1|DPER	LOC115759580|XP_030556408.1|DNOV
OG0000895	LOC6590707|XP_002015991.1|DPER, LOC6590708|XP_002015992.1|DPER	LOC115761432|XP_030559062.1|DNOV, LOC115761425|XP_030559049.1|DNOV, LOC115766562|XP_030566434.1|DNOV
OG0000896	LOC6600031|XP_002025078.1|DPER	LOC115766476|XP_030566283.1|DNOV
OG0000897	LOC6591720|XP_002016897.1|DPER	LOC115765748|XP_030565270.1|DNOV
OG0000897	LOC6591723|XP_002016900.1|DPER	LOC115765750|XP_030565272.1|DNOV
OG0000898	LOC6593119|XP_002017618.2|DPER, LOC6600839|XP_002025933.1|DPER	LOC115760862|XP_030558276.1|DNOV, LOC115760951|XP_030558395.1|DNOV
OG0000899	LOC6587346|XP_002013665.2|DPER	LOC115771858|XP_030573598.1|DNOV
OG0000900	LOC6591271|XP_002016026.1|DPER	LOC115763697|XP_030562248.1|DNOV
OG0000900	LOC6591270|XP_002016025.1|DPER	LOC115763601|XP_030562091.1|DNOV
OG0000901	LOC6592414|XP_002018059.1|DPER	LOC115760753|XP_030558095.1|DNOV
OG0000902	LOC113566630|XP_026848935.1|DPER	LOC115768513|XP_030568959.1|DNOV
OG0000902	LOC6597610|XP_026848944.1|DPER	LOC115768501|XP_030568947.1|DNOV
OG0000903	LOC6595923|XP_002021069.1|DPER	LOC115769745|XP_030570546.1|DNOV
OG0000904	LOC6596215|XP_026845444.1|DPER	LOC115769354|XP_030569988.1|DNOV
OG0000906	LOC6593005|XP_002018457.1|DPER	LOC115762240|XP_030560243.1|DNOV, LOC115762347|XP_030560374.1|DNOV
OG0000907	LOC6590497|XP_002015646.2|DPER	LOC115761045|XP_030558522.1|DNOV
OG0000909	LOC6587755|XP_002013677.1|DPER	LOC115764668|XP_030563716.1|DNOV
OG0000910	LOC6600067|XP_026845117.1|DPER	LOC115768798|XP_030569354.1|DNOV
OG0000911	LOC6592441|XP_002017786.1|DPER	LOC115761073|XP_030558552.1|DNOV
OG0000912	LOC6596066|XP_002021223.1|DPER	LOC115769805|XP_030570633.1|DNOV
OG0000913	LOC6595962|XP_026845486.1|DPER	LOC115770359|XP_030571461.1|DNOV
OG0000914	LOC6590248|XP_002016540.2|DPER	LOC115761058|XP_030558533.1|DNOV
OG0000915	LOC6590742|XP_002016005.1|DPER	LOC115760600|XP_030557939.1|DNOV
OG0000916	LOC6589575|XP_026843929.1|DPER	LOC115759735|XP_030556616.1|DNOV
OG0000917	LOC113567376|XP_026850823.1|DPER	LOC115768651|XP_030569187.1|DNOV
OG0000917	LOC6596519|XP_026842953.1|DPER	LOC115758376|XP_030554838.1|DNOV
OG0000918	LOC6597991|XP_026843116.1|DPER	LOC115763612|XP_030562099.1|DNOV
OG0000920	LOC6598219|XP_002023344.1|DPER	LOC115771319|XP_030572843.1|DNOV
OG0000921	LOC6603207|XP_026845946.1|DPER, LOC113566098|XP_026845947.1|DPER	LOC115768470|XP_030568903.1|DNOV
OG0000922	LOC6601884|XP_002026933.1|DPER	LOC115762555|XP_030560691.1|DNOV
OG0000923	LOC6588607|XP_002013143.1|DPER	LOC115763642|XP_030562137.1|DNOV
OG0000924	LOC6603232|XP_026845217.1|DPER	LOC115767794|XP_030567985.1|DNOV
OG0000925	LOC6595306|XP_002020433.1|DPER	LOC115771831|XP_030573571.1|DNOV, LOC115771841|XP_030573583.1|DNOV
OG0000926	LOC6591443|XP_002016966.1|DPER	LOC115765608|XP_030565119.1|DNOV
OG0000926	LOC6594239|XP_002019973.1|DPER	LOC115766110|XP_030565790.1|DNOV
OG0000927	LOC6587478|XP_026851109.1|DPER	LOC115764025|XP_030562717.1|DNOV
OG0000927	LOC6588632|XP_002013985.1|DPER	LOC115764029|XP_030562720.1|DNOV
OG0000928	LOC6593515|XP_002019206.1|DPER, LOC6593514|XP_002019205.1|DPER	LOC115763256|XP_030561596.1|DNOV
OG0000929	LOC6596383|XP_002021536.2|DPER	LOC115759065|XP_030555753.1|DNOV
OG0000929	LOC6596382|XP_002021535.1|DPER	LOC115759109|XP_030555809.1|DNOV
OG0000930	LOC6596037|XP_026845721.1|DPER, LOC6596024|XP_002020974.1|DPER	LOC115770397|XP_030571509.1|DNOV, LOC115770419|XP_030571545.1|DNOV
OG0000931	LOC6589927|XP_026841117.1|DPER	LOC115766594|XP_030566441.1|DNOV
OG0000932	LOC6596002|XP_026845375.1|DPER	LOC115765522|XP_030565000.1|DNOV
OG0000933	LOC6593185|XP_002017900.1|DPER	LOC115762318|XP_030560344.1|DNOV
OG0000933	LOC6593184|XP_002017899.1|DPER	LOC115762317|XP_030560343.1|DNOV
OG0000934	LOC6604259|XP_002029176.1|DPER, LOC6590432|XP_002015728.1|DPER	LOC115771300|XP_030572798.1|DNOV
OG0000935	LOC6587608|XP_026850512.1|DPER	LOC115757716|XP_030553938.1|DNOV
OG0000936	LOC6599140|XP_002024374.1|DPER	LOC115765169|XP_030564449.1|DNOV
OG0000937	LOC6587331|XP_026850563.1|DPER	LOC115772064|XP_030573870.1|DNOV
OG0000938	LOC113566537|XP_026848371.1|DPER	LOC115767738|XP_030567910.1|DNOV
OG0000939	LOC113565908|XP_026845080.1|DPER, LOC6589789|XP_002014636.1|DPER	LOC115758914|XP_030555571.1|DNOV
OG0000940	LOC6599599|XP_002024689.2|DPER	LOC115765814|XP_030565396.1|DNOV
OG0000941	LOC113566184|XP_026846421.1|DPER	LOC115765440|XP_030564865.1|DNOV
OG0000942	LOC113566490|XP_026848093.1|DPER	LOC115767526|XP_030567676.1|DNOV
OG0000943	LOC6590176|XP_026842496.1|DPER	LOC115765305|XP_030564672.1|DNOV
OG0000943	LOC6589929|XP_002015880.1|DPER	LOC115766603|XP_030566448.1|DNOV
OG0000944	LOC6599123|XP_026848288.1|DPER	LOC115765134|XP_030564390.1|DNOV
OG0000945	LOC6601058|XP_026849742.1|DPER	LOC115762566|XP_030560709.1|DNOV
OG0000946	LOC6589560|XP_002015269.1|DPER	LOC115758970|XP_030555633.1|DNOV
OG0000947	LOC6591001|XP_002016565.1|DPER	LOC115758051|XP_030554427.1|DNOV
OG0000948	LOC6601703|XP_026849928.1|DPER, LOC113566910|XP_026849921.1|DPER, LOC113566912|XP_026849923.1|DPER, LOC113566916|XP_026849929.1|DPER, LOC113566909|XP_026849920.1|DPER, LOC113566915|XP_026849927.1|DPER, LOC113566911|XP_026849922.1|DPER, LOC113566913|XP_026849925.1|DPER	LOC115771061|XP_030572472.1|DNOV
OG0000949	LOC6600062|XP_026845102.1|DPER	LOC115766829|XP_030566725.1|DNOV
OG0000950	LOC6602904|XP_026849671.1|DPER	LOC115768133|XP_030568489.1|DNOV
OG0000950	LOC6594120|XP_002019542.2|DPER	LOC115761729|XP_030559472.1|DNOV
OG0000951	LOC6598701|XP_002023880.1|DPER	LOC115757725|XP_030553950.1|DNOV
OG0000951	LOC6603038|XP_002028060.1|DPER	LOC115767403|XP_030567528.1|DNOV
OG0000952	LOC6595403|XP_002020876.2|DPER	LOC115759288|XP_030556049.1|DNOV
OG0000954	LOC6603167|XP_002028163.1|DPER, LOC6603169|XP_002028165.1|DPER	LOC115767411|XP_030567546.1|DNOV, LOC115767412|XP_030567548.1|DNOV
OG0000955	LOC6595114|XP_002020188.1|DPER	LOC115761492|XP_030559118.1|DNOV
OG0000955	LOC6595113|XP_002020187.1|DPER	LOC115761493|XP_030559120.1|DNOV
OG0000956	LOC6594446|XP_002019911.1|DPER	LOC115759481|XP_030556274.1|DNOV
OG0000956	LOC6594329|XP_026850339.1|DPER	LOC115759660|XP_030556516.1|DNOV
OG0000957	LOC6590178|XP_026842773.1|DPER	LOC115764069|XP_030562780.1|DNOV
OG0000957	LOC6589982|XP_002016330.1|DPER	LOC115764102|XP_030562818.1|DNOV
OG0000958	LOC6588630|XP_002013874.2|DPER, LOC113564895|XP_026839941.1|DPER, LOC6587250|XP_002013872.2|DPER, LOC6592506|XP_002018322.1|DPER	LOC115764524|XP_030563482.1|DNOV
OG0000959	LOC6595823|XP_002021300.1|DPER, LOC6599608|XP_002024698.2|DPER	LOC115763421|XP_030561839.1|DNOV
OG0000960	LOC6596763|XP_002021916.2|DPER	LOC115768905|XP_030569483.1|DNOV, LOC115767670|XP_030567820.1|DNOV, LOC115771279|XP_030572759.1|DNOV, LOC115771280|XP_030572761.1|DNOV
OG0000961	LOC6601868|XP_002026917.2|DPER	LOC115771500|XP_030573086.1|DNOV
OG0000961	LOC6601871|XP_002026920.1|DPER	LOC115771497|XP_030573082.1|DNOV
OG0000963	LOC6601775|XP_002026810.1|DPER	LOC115767101|XP_030567109.1|DNOV
OG0000964	LOC6590064|XP_026841347.1|DPER, LOC113566696|XP_026849250.1|DPER	LOC115757851|XP_030554145.1|DNOV
OG0000965	LOC6600658|XP_026848620.1|DPER	LOC115767305|XP_030567401.1|DNOV
OG0000966	LOC6595173|XP_002020428.1|DPER	LOC115757834|XP_030554126.1|DNOV
OG0000968	LOC6599768|XP_002024888.1|DPER	LOC115762588|XP_030560735.1|DNOV, LOC115762711|XP_030560896.1|DNOV
OG0000969	LOC6600916|XP_002025925.1|DPER	LOC115771782|XP_030573505.1|DNOV
OG0000970	LOC6597419|XP_002022427.2|DPER, LOC6597420|XP_002022428.2|DPER, LOC6594924|XP_026850452.1|DPER	LOC115765057|XP_030564290.1|DNOV
OG0000971	LOC6589751|XP_026844021.1|DPER	LOC115763091|XP_030561389.1|DNOV
OG0000972	LOC6601465|XP_026847757.1|DPER	LOC115767644|XP_030567791.1|DNOV
