Orthogroup	DPER.longest_only	CQUI.longest_only
OG0001312	LOC6596053|XP_002021237.1|DPER	LOC6043662|XP_038113256.1|CQUI
OG0001313	LOC6590756|XP_002016148.1|DPER	LOC6042364|XP_001851491.2|CQUI
OG0001314	LOC6598021|XP_026843858.1|DPER	LOC119765376|XP_038105034.1|CQUI, LOC119768586|XP_038114575.1|CQUI, LOC6053091|XP_001869240.2|CQUI, LOC6047348|XP_038113711.1|CQUI, LOC6033905|XP_038106239.1|CQUI
OG0001315	LOC6600447|XP_002025552.1|DPER	LOC6038959|XP_038120814.1|CQUI
OG0001326	LOC6595334|XP_026839998.1|DPER	LOC6035538|XP_001845699.1|CQUI, LOC6040423|XP_038104928.1|CQUI
OG0001328	LOC6603470|XP_002028449.2|DPER	LOC6040979|XP_001850277.2|CQUI
OG0001329	LOC6597218|XP_026846480.1|DPER	LOC6042511|XP_001870667.2|CQUI
OG0001330	LOC6599305|XP_026848240.1|DPER	LOC6051124|XP_038112631.1|CQUI
OG0001331	LOC6596751|XP_002021934.2|DPER	LOC6048186|XP_001865140.2|CQUI, LOC6048182|XP_001865139.2|CQUI
OG0001332	LOC6600678|XP_026848606.1|DPER	LOC6039048|XP_001848726.2|CQUI, LOC6039047|XP_001848725.2|CQUI
OG0001333	LOC6596330|XP_002021468.2|DPER	LOC6045950|XP_038105005.1|CQUI, LOC6045951|XP_038117371.1|CQUI
OG0001334	LOC6594781|XP_026851029.1|DPER	LOC6037928|XP_038116113.1|CQUI, LOC6054650|XP_038122534.1|CQUI
OG0001335	LOC6591876|XP_026845009.1|DPER	LOC6034790|XP_038104487.1|CQUI, LOC6034789|XP_038104575.1|CQUI
OG0001337	LOC6602668|XP_002027708.2|DPER	LOC6051267|XP_038106593.1|CQUI
OG0001338	LOC6589978|XP_026840597.1|DPER	LOC6052081|XP_001868402.1|CQUI
OG0001339	LOC6592189|XP_026842460.1|DPER	LOC6041047|XP_001850358.2|CQUI
OG0001340	LOC6591845|XP_026851090.1|DPER	LOC6035081|XP_001845316.2|CQUI
OG0001341	LOC6594806|XP_026842708.1|DPER	LOC6037322|XP_001847247.2|CQUI
OG0001343	LOC6587184|XP_026840312.1|DPER	LOC6040250|XP_001849691.2|CQUI
OG0001344	LOC6594753|XP_026851091.1|DPER	LOC6049262|XP_038111703.1|CQUI, LOC6049278|XP_038113436.1|CQUI
OG0001345	LOC6598642|XP_002023823.1|DPER	LOC6039603|XP_001849176.2|CQUI, LOC6035067|XP_001845303.1|CQUI
OG0001346	LOC113566678|XP_026849187.1|DPER, LOC113566677|XP_026849181.1|DPER, LOC6595292|XP_002020358.1|DPER, LOC113566679|XP_026849196.1|DPER	LOC119768737|XP_038115561.1|CQUI
OG0001347	LOC6600197|XP_002025328.2|DPER, LOC6602155|XP_002027200.1|DPER, LOC6601532|XP_002026593.1|DPER	LOC6037351|XP_001847274.2|CQUI
OG0001348	LOC6600674|XP_002025747.1|DPER	LOC6035324|XP_001845539.2|CQUI
OG0001349	LOC6601216|XP_026848076.1|DPER	LOC6031053|XP_038118485.1|CQUI
OG0001350	LOC6598998|XP_026847955.1|DPER	LOC6031018|XP_038118484.1|CQUI
OG0001351	LOC6590033|XP_002016307.1|DPER	LOC6039262|XP_001848897.2|CQUI
OG0001352	LOC6592911|XP_026841475.1|DPER	LOC6039281|XP_038119488.1|CQUI
OG0001353	LOC6597042|XP_002022202.1|DPER	LOC6047788|XP_001864800.2|CQUI, LOC6044635|XP_001862123.1|CQUI
OG0001354	LOC6592527|XP_026841656.1|DPER	LOC6047340|XP_038118747.1|CQUI
OG0001355	LOC6590822|XP_002016476.1|DPER	LOC6041332|XP_001850609.1|CQUI, LOC119768576|XP_038114525.1|CQUI, LOC6041748|XP_001850966.2|CQUI, LOC6045513|XP_001862876.1|CQUI, LOC6046214|XP_001863443.2|CQUI
OG0001356	LOC6594025|XP_002019723.1|DPER	LOC6036243|XP_038119253.1|CQUI, LOC6050488|XP_038120895.1|CQUI
OG0001357	LOC6595907|XP_002020965.1|DPER	LOC6040104|XP_001849570.2|CQUI
OG0001358	LOC6595827|XP_026845402.1|DPER	LOC6048059|XP_038118974.1|CQUI
OG0001359	LOC6593425|XP_002019131.1|DPER	LOC6050003|XP_038119402.1|CQUI, LOC6050011|XP_001866683.2|CQUI
OG0001360	LOC6592782|XP_002018433.1|DPER	LOC6036534|XP_001846579.2|CQUI
OG0001361	LOC6601940|XP_002026982.1|DPER	LOC6039413|XP_038114631.1|CQUI, LOC6031921|XP_038114630.1|CQUI
OG0001362	LOC6601934|XP_002026976.1|DPER	LOC6036218|XP_001846293.1|CQUI
OG0001363	LOC6594450|XP_002019915.1|DPER	LOC6039410|XP_001849022.1|CQUI, LOC6047507|XP_001864556.2|CQUI
OG0001364	LOC6601346|XP_026842484.1|DPER	LOC6045816|XP_038117771.1|CQUI, LOC6049405|XP_038110257.1|CQUI
OG0001365	LOC6600386|XP_002025474.1|DPER, LOC6592168|XP_002017453.1|DPER, LOC6599658|XP_002024580.1|DPER	LOC6036529|XP_001846574.1|CQUI
OG0001367	LOC6590606|XP_026841935.1|DPER	LOC6035628|XP_038118306.1|CQUI
OG0001368	LOC6592853|XP_002018280.1|DPER	LOC6033581|XP_038118796.1|CQUI
OG0001369	LOC6598183|XP_002023357.1|DPER	LOC6035620|XP_001845769.2|CQUI
OG0001370	LOC6593137|XP_026842100.1|DPER	LOC6030780|XP_001841674.2|CQUI
OG0001372	LOC6602144|XP_026842494.1|DPER	LOC6052802|XP_038118759.1|CQUI
OG0001373	LOC6596551|XP_002021688.2|DPER	LOC6041327|XP_038111903.1|CQUI
OG0001374	LOC6603535|XP_026843168.1|DPER, LOC6600884|XP_002025948.1|DPER	LOC6032452|XP_001843048.1|CQUI
OG0001375	LOC6592141|XP_026850631.1|DPER	LOC119766164|XP_038106502.1|CQUI
OG0001376	LOC6591022|XP_002016641.1|DPER	LOC6048889|XP_001865734.2|CQUI, LOC6048890|XP_001865735.2|CQUI
OG0001377	LOC6589429|XP_026844348.1|DPER	LOC6031968|XP_038112116.1|CQUI
OG0001378	LOC6593491|XP_026843785.1|DPER, LOC6593345|XP_026843339.1|DPER	LOC6039573|XP_001849170.2|CQUI
OG0001379	LOC6588898|XP_026844363.1|DPER	LOC6045361|XP_038113639.1|CQUI
OG0001381	LOC6590738|XP_002016001.1|DPER	LOC6033216|XP_001843693.2|CQUI
OG0001382	LOC6593307|XP_026842988.1|DPER	LOC6031266|XP_038109596.1|CQUI
OG0001383	LOC6588827|XP_026844695.1|DPER, LOC6591257|XP_002015457.1|DPER	LOC6048994|XP_001865828.1|CQUI
OG0001384	LOC6597983|XP_002023121.1|DPER, LOC6597981|XP_026843593.1|DPER	LOC6046637|XP_001863807.2|CQUI
OG0001385	LOC113565842|XP_026844978.1|DPER	LOC6034387|XP_038110617.1|CQUI
OG0001386	LOC6588725|XP_026844629.1|DPER	LOC6053855|XP_038106997.1|CQUI
OG0001387	LOC6593638|XP_002018691.1|DPER	LOC6047222|XP_001864306.1|CQUI, LOC6047224|XP_038112158.1|CQUI
OG0001388	LOC6589301|XP_002014392.2|DPER	LOC6032182|XP_038109835.1|CQUI, LOC6032181|XP_038113802.1|CQUI, LOC6052123|XP_001868440.2|CQUI
OG0001389	LOC6595024|XP_002020176.1|DPER	LOC6044883|XP_038121439.1|CQUI, LOC6038982|XP_038119289.1|CQUI
OG0001390	LOC6595512|XP_026843979.1|DPER	LOC6043555|XP_038119180.1|CQUI
OG0001391	LOC6595787|XP_026845390.1|DPER, LOC6598070|XP_026843206.1|DPER	LOC6048704|XP_038118530.1|CQUI
OG0001392	LOC6599319|XP_002024562.2|DPER	LOC6041800|XP_001851015.2|CQUI
OG0001393	LOC6599443|XP_002024507.1|DPER, LOC6588350|XP_002013779.1|DPER	LOC119770223|XP_038120602.1|CQUI
OG0001394	LOC6588724|XP_002014366.1|DPER	LOC6046271|XP_038119136.1|CQUI, LOC119766035|XP_038106314.1|CQUI, LOC6052486|XP_038108722.1|CQUI
OG0001395	LOC6594097|XP_002019689.1|DPER, LOC6594017|XP_002019639.1|DPER, LOC6603557|XP_002028537.1|DPER, LOC6591668|XP_002016997.2|DPER	LOC119770297|XP_038120835.1|CQUI
OG0001396	LOC6603056|XP_002028078.1|DPER, LOC6598215|XP_002023340.1|DPER	LOC6039739|XP_001849290.2|CQUI
OG0001397	LOC6594593|XP_026850492.1|DPER	LOC6047980|XP_038116129.1|CQUI, LOC6037602|XP_038121622.1|CQUI
OG0001399	LOC113565100|XP_026841518.1|DPER	LOC6046189|XP_038112799.1|CQUI
OG0001400	LOC6587575|XP_026840480.1|DPER	LOC6046814|XP_001863949.2|CQUI
OG0001401	LOC6596001|XP_002021022.2|DPER	LOC6035448|XP_001845635.2|CQUI, LOC6043103|XP_001855831.2|CQUI, LOC6035463|XP_001845649.1|CQUI
OG0001402	LOC6601874|XP_002026923.2|DPER	LOC6052985|XP_001869146.2|CQUI
OG0001403	LOC6602394|XP_026848448.1|DPER	LOC6035872|XP_001845986.2|CQUI, LOC6035873|XP_001845987.2|CQUI
OG0001404	LOC6592752|XP_026840626.1|DPER	LOC6031682|XP_038114066.1|CQUI
OG0001405	LOC6601610|XP_002026646.1|DPER	LOC6037799|XP_001847675.2|CQUI
OG0001406	LOC6589541|XP_002015069.1|DPER, LOC6599197|XP_002024354.1|DPER, LOC113564917|XP_026840134.1|DPER	LOC6051904|XP_001868262.1|CQUI
OG0001407	LOC113565552|XP_026843665.1|DPER, LOC6604436|XP_026843659.1|DPER, LOC113565535|XP_026843631.1|DPER, LOC6601396|XP_002026499.1|DPER	LOC6038938|XP_001848633.1|CQUI
OG0001408	LOC6603679|XP_002028651.1|DPER	LOC6054709|XP_001870580.2|CQUI
OG0001429	LOC6588368|XP_002013613.1|DPER	LOC6048863|XP_038105219.1|CQUI, LOC6047055|XP_038104443.1|CQUI
OG0001430	LOC6588504|XP_026840579.1|DPER	LOC6044329|XP_038105537.1|CQUI
OG0001431	LOC6599966|XP_002025043.2|DPER	LOC6035151|XP_038104540.1|CQUI
OG0001432	LOC6596857|XP_026845851.1|DPER	LOC6054521|XP_038122563.1|CQUI
OG0001433	LOC6599388|XP_026847218.1|DPER, LOC6587717|XP_026844659.1|DPER	LOC6046915|XP_038104735.1|CQUI
OG0001434	LOC6599332|XP_026850173.1|DPER	LOC6045215|XP_001862605.2|CQUI
OG0001435	LOC6592766|XP_002017818.1|DPER, LOC6597470|XP_002022636.2|DPER	LOC6051492|XP_038117227.1|CQUI, LOC6045719|XP_001863028.2|CQUI
OG0001436	LOC6600094|XP_002025207.1|DPER	LOC6050198|XP_038104525.1|CQUI
OG0001437	LOC6589658|XP_002014519.1|DPER	LOC6048183|XP_001865135.1|CQUI
OG0001438	LOC113566541|XP_026848384.1|DPER, LOC6604413|XP_002029311.2|DPER, LOC6603776|XP_002028743.2|DPER, LOC6600375|XP_002025463.2|DPER, LOC6594759|XP_002020096.1|DPER	LOC6037949|XP_038122757.1|CQUI
OG0001439	LOC6587797|XP_002013706.1|DPER	LOC6049817|XP_038122655.1|CQUI, LOC6052268|XP_038106474.1|CQUI, LOC6035724|XP_038116899.1|CQUI, LOC119766585|XP_038107328.1|CQUI
OG0001440	LOC6597340|XP_002022542.2|DPER	LOC6048960|XP_038105048.1|CQUI
OG0001442	LOC6593421|XP_002019127.1|DPER	LOC6044008|XP_001861568.1|CQUI
OG0001443	LOC6594734|XP_002020560.2|DPER	LOC6047470|XP_001864524.2|CQUI, LOC6047471|XP_001864525.2|CQUI
OG0001444	LOC6587884|XP_026850951.1|DPER	LOC6044859|XP_038104624.1|CQUI
OG0001445	LOC6591104|XP_002016258.1|DPER, LOC6591321|XP_026841990.1|DPER	LOC6039932|XP_001849430.1|CQUI
OG0001446	LOC6598802|XP_002023974.1|DPER	LOC6040670|XP_038122660.1|CQUI, LOC119765526|XP_038105472.1|CQUI
OG0001447	LOC6594467|XP_026840406.1|DPER	LOC6035336|XP_038104354.1|CQUI
OG0001448	LOC6595335|XP_026839997.1|DPER	LOC6035542|XP_001845700.1|CQUI, LOC6047272|XP_001864351.2|CQUI, LOC6047705|XP_001864727.2|CQUI
OG0001449	LOC6600975|XP_002026013.1|DPER	LOC6039600|XP_001849180.2|CQUI
OG0001450	LOC6588785|XP_002014256.1|DPER	LOC6031154|XP_038116027.1|CQUI
OG0001451	LOC6591006|XP_002015573.1|DPER	LOC6038893|XP_038113599.1|CQUI, LOC119767033|XP_038110189.1|CQUI, LOC119769371|XP_038117350.1|CQUI
OG0001452	LOC6590114|XP_026841651.1|DPER	LOC6052660|XP_038115024.1|CQUI
OG0001453	LOC6597106|XP_026845239.1|DPER	LOC6049785|XP_001866492.2|CQUI, LOC6049784|XP_001866491.2|CQUI
OG0001454	LOC6587360|XP_026849585.1|DPER	LOC6032932|XP_001843452.2|CQUI
OG0001455	LOC6600540|XP_026847681.1|DPER	LOC6051546|XP_038119698.1|CQUI
OG0001456	LOC6591279|XP_026842655.1|DPER	LOC6052304|XP_038116089.1|CQUI
OG0001457	LOC6590898|XP_002016265.1|DPER	LOC6039266|XP_038118474.1|CQUI
OG0001458	LOC6590223|XP_026841800.1|DPER	LOC6041453|XP_038116471.1|CQUI, LOC6041452|XP_038117278.1|CQUI
OG0001459	LOC6602832|XP_002027797.2|DPER	LOC6052886|XP_038112076.1|CQUI, LOC6045671|XP_038117105.1|CQUI
OG0001460	LOC6602064|XP_026840774.1|DPER	LOC6043365|XP_038120741.1|CQUI
OG0001461	LOC6597677|XP_002022831.2|DPER, LOC6598874|XP_002024047.2|DPER	LOC6048746|XP_038116352.1|CQUI
OG0001464	LOC6600155|XP_002025238.1|DPER	LOC6043979|XP_038118854.1|CQUI
OG0001465	LOC6592520|XP_002017678.1|DPER	LOC6052932|XP_038120832.1|CQUI
OG0001466	LOC6603065|XP_026843114.1|DPER, LOC6603066|XP_002028059.1|DPER	LOC6036432|XP_038121604.1|CQUI
OG0001467	LOC6589802|XP_002015147.1|DPER	LOC6050213|XP_001866857.1|CQUI, LOC6036548|XP_001846591.2|CQUI
OG0001468	LOC113566734|XP_026849446.1|DPER	LOC6038227|XP_001848055.2|CQUI
OG0001469	LOC6592250|XP_002017636.1|DPER	LOC6041964|XP_038118490.1|CQUI
OG0001470	LOC6595752|XP_026845373.1|DPER	LOC6050356|XP_038121253.1|CQUI, LOC6050354|XP_038117145.1|CQUI
OG0001471	LOC6603312|XP_026849884.1|DPER, LOC113566894|XP_026849858.1|DPER	LOC6037170|XP_038117414.1|CQUI
OG0001472	LOC6602351|XP_002027430.2|DPER, LOC6599789|XP_002024876.1|DPER	LOC6035488|XP_001845669.1|CQUI
OG0001473	LOC6594602|XP_002019305.1|DPER	LOC6043807|XP_001861406.2|CQUI, LOC6043808|XP_038122295.1|CQUI
OG0001474	LOC6603078|XP_002028120.2|DPER, LOC6590762|XP_002015394.1|DPER	LOC6040681|XP_038105414.1|CQUI
OG0001475	LOC6590147|XP_026841527.1|DPER, LOC113565027|XP_026840613.1|DPER	LOC6043752|XP_038110406.1|CQUI
OG0001476	LOC6603244|XP_026841380.1|DPER	LOC6048642|XP_038110160.1|CQUI
OG0001477	LOC6587798|XP_002012830.1|DPER	LOC6032451|XP_001843047.1|CQUI
OG0001478	LOC6589868|XP_026844573.1|DPER	LOC6034120|XP_001844488.2|CQUI
OG0001480	LOC6600213|XP_002025313.1|DPER, LOC6589498|XP_002014588.1|DPER	LOC6043201|XP_001857542.2|CQUI
OG0001481	LOC6596450|XP_026843324.1|DPER	LOC6031364|XP_038107828.1|CQUI
OG0001482	LOC6590734|XP_002015997.2|DPER	LOC6031947|XP_001842625.2|CQUI
OG0001483	LOC6597932|XP_026843794.1|DPER	LOC6043303|XP_038106817.1|CQUI
OG0001484	LOC6589548|XP_002015076.1|DPER	LOC6031200|XP_001842038.2|CQUI, LOC6036994|XP_038106889.1|CQUI
OG0001485	LOC6595812|XP_002021290.1|DPER	LOC6036177|XP_038106782.1|CQUI, LOC119766360|XP_038106781.1|CQUI, LOC6036179|XP_038113696.1|CQUI
OG0001486	LOC6589116|XP_002015272.1|DPER	LOC6034896|XP_038107061.1|CQUI
OG0001487	LOC113565507|XP_026843542.1|DPER, LOC113565502|XP_026843514.1|DPER, LOC113565497|XP_026843498.1|DPER, LOC113565474|XP_026843399.1|DPER	LOC6053489|XP_038110588.1|CQUI
OG0001488	LOC6590271|XP_002015474.1|DPER	LOC6047908|XP_038114121.1|CQUI
OG0001489	LOC6596472|XP_026843559.1|DPER	LOC6032104|XP_038107020.1|CQUI, LOC6032110|XP_038112609.1|CQUI
OG0001490	LOC6596426|XP_002021824.1|DPER	LOC6032134|XP_001842788.1|CQUI
OG0001491	LOC6589437|XP_026844235.1|DPER	LOC6033331|XP_001843796.1|CQUI
OG0001492	LOC113566257|XP_026846886.1|DPER, LOC6595463|XP_002020896.1|DPER	LOC6048340|XP_038111871.1|CQUI
OG0001493	LOC6588602|XP_002013210.1|DPER, LOC6602899|XP_002027922.2|DPER	LOC6040502|XP_001849888.1|CQUI
OG0001494	LOC6604521|XP_026849312.1|DPER	LOC119770364|XP_038121011.1|CQUI, LOC6045228|XP_001862626.2|CQUI, LOC119770518|XP_038121458.1|CQUI, LOC119770266|XP_038120748.1|CQUI, LOC6054405|XP_001870323.1|CQUI
OG0001495	LOC113565143|XP_026841991.1|DPER, LOC6596188|XP_002021117.1|DPER	LOC6041805|XP_001851019.2|CQUI
OG0001496	LOC6603310|XP_026849883.1|DPER, LOC6600777|XP_026845161.1|DPER	LOC119769667|XP_038118888.1|CQUI
OG0001497	LOC6593271|XP_002018189.1|DPER	LOC6048948|XP_038120703.1|CQUI
OG0001500	LOC6601546|XP_026841468.1|DPER, LOC6601544|XP_002026691.2|DPER	LOC6050346|XP_038118495.1|CQUI
OG0001501	LOC6591872|XP_026851158.1|DPER	LOC6037771|XP_001847650.2|CQUI, LOC6037770|XP_001847649.2|CQUI
OG0001502	LOC6590545|XP_002016226.1|DPER	LOC6033994|XP_001844381.1|CQUI
OG0001503	LOC6589993|XP_002015598.1|DPER	LOC6031515|XP_038110033.1|CQUI
OG0001504	LOC6600118|XP_026846712.1|DPER	LOC6036866|XP_038107420.1|CQUI
OG0001506	LOC6590798|XP_026840770.1|DPER	LOC6043675|XP_038109186.1|CQUI
OG0001507	LOC6592587|XP_002018069.2|DPER	LOC6036616|XP_038108568.1|CQUI, LOC6049887|XP_038108917.1|CQUI
OG0001508	LOC6593269|XP_026841226.1|DPER	LOC6047098|XP_038110554.1|CQUI, LOC6051703|XP_038112138.1|CQUI
OG0001509	LOC6590359|XP_026842350.1|DPER	LOC6042455|XP_038114123.1|CQUI
OG0001510	LOC6588729|XP_026844043.1|DPER	LOC6049879|XP_001866569.2|CQUI, LOC6053362|XP_038112276.1|CQUI
OG0001511	LOC6592510|XP_026842156.1|DPER	LOC6034200|XP_001844554.2|CQUI
OG0001512	LOC6597194|XP_026845575.1|DPER	LOC6034555|XP_038113919.1|CQUI
OG0001513	LOC6596201|XP_026845230.1|DPER	LOC6034558|XP_038106054.1|CQUI
OG0001515	LOC6596839|XP_002022020.1|DPER, LOC6587967|XP_002013325.1|DPER	LOC6032502|XP_001843091.1|CQUI
OG0001534	LOC6596893|XP_026845535.1|DPER	LOC119768890|XP_038116590.1|CQUI, LOC6050116|XP_038116548.1|CQUI
OG0001535	LOC6597894|XP_002023021.1|DPER	LOC6049759|XP_001866470.2|CQUI
OG0001536	LOC6599292|XP_002024257.1|DPER	LOC6047702|XP_001864725.2|CQUI, LOC119769391|XP_038117458.1|CQUI
OG0001537	LOC6589668|XP_002014575.1|DPER	LOC6036962|XP_038104622.1|CQUI
OG0001538	LOC6604509|XP_026845126.1|DPER	LOC6051448|XP_001867887.1|CQUI
OG0001539	LOC6590295|XP_026840955.1|DPER	LOC6047629|XP_038111858.1|CQUI
OG0001540	LOC6601046|XP_002026134.1|DPER, LOC6587642|XP_002013250.2|DPER, LOC6589062|XP_002014550.1|DPER	LOC6045246|XP_038104466.1|CQUI
OG0001541	LOC113566501|XP_026848196.1|DPER	LOC6040730|XP_038108263.1|CQUI
OG0001542	LOC6591611|XP_026848213.1|DPER	LOC6040719|XP_038122365.1|CQUI
OG0001543	LOC6598264|XP_026846200.1|DPER	LOC6049648|XP_038119626.1|CQUI, LOC119766019|XP_038106279.1|CQUI
OG0001545	LOC6600109|XP_026846678.1|DPER	LOC6041845|XP_001851055.2|CQUI
OG0001546	LOC6600111|XP_026846651.1|DPER	LOC6041847|XP_038105040.1|CQUI, LOC6041843|XP_001851053.2|CQUI
OG0001547	LOC6598527|XP_026846359.1|DPER, LOC6598557|XP_026846268.1|DPER	LOC6034424|XP_038104911.1|CQUI
OG0001548	LOC6588892|XP_026844612.1|DPER, LOC113566133|XP_026846224.1|DPER	LOC6031444|XP_038107826.1|CQUI
OG0001549	LOC6589460|XP_026844808.1|DPER	LOC119771149|XP_038122501.1|CQUI, LOC6031765|XP_038110368.1|CQUI
OG0001551	LOC6598831|XP_026849416.1|DPER	LOC6048977|XP_038105432.1|CQUI, LOC6048979|XP_038123020.1|CQUI
OG0001552	LOC6595038|XP_002020365.1|DPER	LOC6042417|XP_001851537.1|CQUI
OG0001553	LOC6599327|XP_026847156.1|DPER	LOC6049664|XP_038117806.1|CQUI
OG0001554	LOC6588050|XP_026840195.1|DPER	LOC6047921|XP_038115900.1|CQUI
OG0001555	LOC6589404|XP_002015293.1|DPER	LOC6041540|XP_038112803.1|CQUI, LOC6035547|XP_038111901.1|CQUI
OG0001556	LOC6593149|XP_002018526.1|DPER	LOC6036277|XP_001846343.1|CQUI
OG0001557	LOC6600353|XP_026848391.1|DPER	LOC6032557|XP_038117789.1|CQUI
OG0001559	LOC6587199|XP_002013514.1|DPER	LOC6032627|XP_038117581.1|CQUI
OG0001560	LOC6588536|XP_026839942.1|DPER	LOC6035520|XP_038105194.1|CQUI
OG0001561	LOC6587571|XP_002013102.1|DPER	LOC6039613|XP_001849187.2|CQUI
OG0001562	LOC6593543|XP_002019133.1|DPER	LOC6041461|XP_001850718.2|CQUI, LOC6047991|XP_001864968.2|CQUI, LOC6041457|XP_038118003.1|CQUI
OG0001563	LOC6591732|XP_026846045.1|DPER	LOC6037333|XP_038119352.1|CQUI
OG0001564	LOC6587895|XP_026840532.1|DPER	LOC6032190|XP_038114038.1|CQUI
OG0001565	LOC6587242|XP_002013663.1|DPER	LOC6049260|XP_038122779.1|CQUI, LOC6040673|XP_038108211.1|CQUI
OG0001566	LOC6597541|XP_002022671.2|DPER, LOC6588074|XP_002013352.1|DPER	LOC6045590|XP_001862931.1|CQUI
OG0001567	LOC6592575|XP_002017740.1|DPER	LOC6032066|XP_001842732.1|CQUI
OG0001568	LOC6587323|XP_026851232.1|DPER	LOC6032078|XP_038104758.1|CQUI
OG0001569	LOC6587430|XP_026846398.1|DPER	LOC6032085|XP_001842751.2|CQUI
OG0001570	LOC6587663|XP_002014044.2|DPER	LOC6033929|XP_038104685.1|CQUI
OG0001571	LOC6589199|XP_002014361.1|DPER	LOC6031781|XP_038112990.1|CQUI
OG0001572	LOC6603095|XP_002028105.2|DPER	LOC6031115|XP_001841960.1|CQUI, LOC6031114|XP_038118150.1|CQUI
OG0001573	LOC6599687|XP_026847409.1|DPER	LOC6047431|XP_038117579.1|CQUI
OG0001574	LOC6598333|XP_002023461.2|DPER	LOC6032294|XP_038113921.1|CQUI, LOC6043339|XP_001870938.1|CQUI
OG0001575	LOC6588336|XP_002013422.1|DPER	LOC6044655|XP_001862135.2|CQUI
OG0001576	LOC6594426|XP_002019758.1|DPER	LOC6036108|XP_038113191.1|CQUI
OG0001577	LOC6598751|XP_002023785.2|DPER, LOC6594906|XP_002020506.1|DPER	LOC6052635|XP_001868870.2|CQUI
OG0001578	LOC6592259|XP_002018568.1|DPER	LOC6043960|XP_001861544.2|CQUI
OG0001580	LOC6592516|XP_002017674.2|DPER	LOC6044030|XP_038120827.1|CQUI
OG0001581	LOC6597379|XP_002022582.2|DPER	LOC6033567|XP_038117164.1|CQUI
OG0001582	LOC6600800|XP_002025971.1|DPER	LOC6040624|XP_038117190.1|CQUI
OG0001583	LOC6591029|XP_026840702.1|DPER	LOC6033584|XP_038119265.1|CQUI
OG0001584	LOC6603278|XP_002028265.2|DPER, LOC6603277|XP_002028264.1|DPER	LOC6037160|XP_001847097.2|CQUI
OG0001585	LOC113566315|XP_026847219.1|DPER, LOC6599386|XP_026847076.1|DPER	LOC6041806|XP_038122013.1|CQUI
OG0001586	LOC6597136|XP_002022324.1|DPER, LOC6599247|XP_002024304.1|DPER	LOC6033454|XP_038119090.1|CQUI
OG0001587	LOC6590580|XP_002015385.2|DPER	LOC119768753|XP_038115649.1|CQUI
OG0001588	LOC6591019|XP_002016371.2|DPER	LOC6044356|XP_038107986.1|CQUI
OG0001589	LOC6597986|XP_026843199.1|DPER	LOC6039992|XP_038107604.1|CQUI
OG0001590	LOC6591264|XP_026842011.1|DPER	LOC6041414|XP_038114421.1|CQUI
OG0001591	LOC6595240|XP_026843959.1|DPER	LOC6041386|XP_038110439.1|CQUI
OG0001593	LOC113565703|XP_026844377.1|DPER, LOC113565918|XP_026845088.1|DPER, LOC6589685|XP_026844376.1|DPER	LOC6037875|XP_038113769.1|CQUI
OG0001594	LOC6604447|XP_026848044.1|DPER, LOC6604583|XP_026844747.1|DPER, LOC6604442|XP_026845187.1|DPER	LOC6048482|XP_038113910.1|CQUI
OG0001595	LOC6590508|XP_026841884.1|DPER	LOC6048886|XP_038109078.1|CQUI
OG0001596	LOC6593966|XP_002018951.1|DPER	LOC6045156|XP_001862557.2|CQUI
OG0001597	LOC113565458|XP_026843295.1|DPER	LOC6046049|XP_001863305.1|CQUI
OG0001598	LOC6598088|XP_026843264.1|DPER	LOC6036156|XP_038107213.1|CQUI
OG0001599	LOC6593337|XP_002018739.1|DPER	LOC6038712|XP_001848456.2|CQUI
OG0001600	LOC6593664|XP_026843142.1|DPER	LOC6045655|XP_038110464.1|CQUI
OG0001601	LOC6589225|XP_002014214.1|DPER	LOC6043313|XP_001870928.1|CQUI
OG0001602	LOC6593379|XP_026843340.1|DPER, LOC6593378|XP_026843844.1|DPER, LOC113565472|XP_026843386.1|DPER	LOC6043309|XP_038108452.1|CQUI
OG0001603	LOC6589535|XP_002014501.1|DPER	LOC6038292|XP_038111276.1|CQUI, LOC6038293|XP_038114208.1|CQUI
OG0001604	LOC6600035|XP_002025082.1|DPER	LOC6050057|XP_001866724.1|CQUI
OG0001605	LOC6591194|XP_002015443.1|DPER	LOC6050058|XP_038109855.1|CQUI
OG0001606	LOC113565187|XP_026842330.1|DPER, LOC6602983|XP_002027994.1|DPER	LOC6037122|XP_001847065.1|CQUI
OG0001607	LOC6589130|XP_026844094.1|DPER	LOC6031810|XP_001842517.1|CQUI
OG0001608	LOC6596526|XP_002021723.1|DPER	LOC6044446|XP_038112177.1|CQUI
OG0001609	LOC6593146|XP_026842077.1|DPER	LOC6051399|XP_038111691.1|CQUI
OG0001610	LOC6601736|XP_002026794.2|DPER, LOC6596560|XP_002021741.1|DPER	LOC6042259|XP_001851397.2|CQUI
OG0001611	LOC6589480|XP_002015236.1|DPER	LOC6036366|XP_001846424.1|CQUI
OG0001612	LOC6589574|XP_002014845.1|DPER	LOC6031731|XP_038111935.1|CQUI, LOC6031732|XP_038113681.1|CQUI
OG0001613	LOC6588959|XP_002014342.1|DPER, LOC6593356|XP_002018822.1|DPER	LOC6048990|XP_001865824.1|CQUI, LOC6048992|XP_038113614.1|CQUI
OG0001614	LOC6592602|XP_026840760.1|DPER	LOC6043183|XP_038111683.1|CQUI
OG0001615	LOC6593814|XP_002019061.2|DPER	LOC6043231|XP_038112460.1|CQUI
