Orthogroup	CQUI.longest_only	DHYD.longest_only
OG0004749	LOC6037416|XP_038116787.1|CQUI	LOC111600613|XP_023172574.1|DHYD
OG0004750	LOC6033696|XP_001844121.1|CQUI	LOC111597876|XP_023168569.1|DHYD
OG0004751	LOC6033701|XP_001844124.2|CQUI	LOC111594962|XP_023164229.2|DHYD
OG0004752	LOC6033703|XP_001844126.1|CQUI	LOC111597766|XP_023168392.2|DHYD
OG0004753	LOC6033704|XP_001844127.2|CQUI	LOC111594492|XP_023163570.1|DHYD
OG0004754	LOC6033705|XP_001844128.1|CQUI	LOC111603246|XP_023176521.1|DHYD
OG0004755	LOC6033712|XP_038117221.1|CQUI	LOC111600634|XP_023172607.1|DHYD
OG0004756	LOC6033713|XP_001844134.2|CQUI	LOC111600709|XP_023172733.2|DHYD
OG0004757	LOC6033720|XP_038105297.1|CQUI	LOC111594587|XP_023163713.2|DHYD
OG0004758	LOC6039195|XP_038122528.1|CQUI	LOC111601342|XP_023173641.2|DHYD
OG0004759	LOC6039198|XP_038122984.1|CQUI	LOC111605433|XP_023179716.1|DHYD
OG0004760	LOC6039201|XP_038105092.1|CQUI	LOC111602645|XP_023175579.2|DHYD
OG0004761	LOC6039606|XP_038112004.1|CQUI	LOC111602537|XP_023175447.2|DHYD
OG0004762	LOC6038054|XP_038114918.1|CQUI	LOC111592584|XP_023160665.1|DHYD
OG0004763	LOC6038059|XP_038105125.1|CQUI	LOC111592930|XP_023161157.1|DHYD
OG0004764	LOC6040682|XP_038104175.1|CQUI	LOC111593255|XP_023161687.1|DHYD
OG0004765	LOC6040686|XP_038114839.1|CQUI	LOC111601768|XP_030081568.1|DHYD
OG0004766	LOC6037332|XP_038116156.1|CQUI	LOC111593690|XP_023162356.1|DHYD
OG0004767	LOC6037471|XP_001847378.2|CQUI	LOC111605482|XP_023179785.2|DHYD
OG0004768	LOC6032709|XP_038115999.1|CQUI	LOC111605524|XP_023179853.2|DHYD
OG0004769	LOC6035385|XP_038104454.1|CQUI	LOC111599003|XP_023170282.2|DHYD
OG0004770	LOC6035386|XP_001845587.1|CQUI	LOC111601337|XP_023173634.1|DHYD
OG0004771	LOC6035384|XP_001845585.2|CQUI	LOC111596424|XP_023166404.2|DHYD
OG0004772	LOC6036804|XP_001846798.1|CQUI	LOC111602717|XP_030078721.1|DHYD
OG0004773	LOC6035078|XP_001845313.2|CQUI	LOC111600663|XP_023172656.1|DHYD
OG0004774	LOC6035075|XP_038121003.1|CQUI	LOC111600664|XP_023172657.1|DHYD, LOC115482730|XP_030081894.1|DHYD
OG0004775	LOC6035072|XP_038105378.1|CQUI	LOC111595727|XP_023165349.1|DHYD
OG0004776	LOC6035068|XP_038104827.1|CQUI	LOC111593823|XP_023162623.2|DHYD
OG0004777	LOC6035416|XP_001845609.1|CQUI	LOC111600847|XP_023172920.1|DHYD
OG0004778	LOC119765159|XP_038104412.1|CQUI	LOC111600407|XP_023172256.1|DHYD
OG0004779	LOC6035335|XP_038104406.1|CQUI	LOC111602791|XP_023175836.2|DHYD
OG0004780	LOC6035328|XP_001845545.1|CQUI	LOC111599157|XP_023170496.1|DHYD
OG0004781	LOC6047689|XP_038110351.1|CQUI	LOC111604256|XP_023178014.2|DHYD
OG0004782	LOC6035537|XP_038110801.1|CQUI	LOC111602699|XP_023175699.2|DHYD
OG0004783	LOC6046138|XP_038104914.1|CQUI	LOC111603211|XP_023176476.1|DHYD
OG0004784	LOC6042432|XP_038105717.1|CQUI	LOC111594550|XP_023163671.1|DHYD
OG0004785	LOC6040253|XP_001849692.2|CQUI	LOC111594564|XP_023163689.1|DHYD
OG0004786	LOC6040257|XP_001849694.1|CQUI	LOC111594586|XP_023163712.1|DHYD
OG0004787	LOC6040266|XP_038104916.1|CQUI	LOC111594443|XP_023163498.1|DHYD
OG0004788	LOC6040267|XP_001849700.1|CQUI	LOC111594607|XP_023163750.2|DHYD
OG0004789	LOC6040268|XP_038104574.1|CQUI	LOC111594444|XP_023163499.2|DHYD
OG0004790	LOC6039077|XP_001848750.1|CQUI	LOC111597104|XP_030080688.1|DHYD
OG0004791	LOC119771181|XP_038122656.1|CQUI	LOC111597155|XP_030080685.1|DHYD
OG0004792	LOC6040663|XP_038105179.1|CQUI	LOC111603485|XP_023176850.1|DHYD
OG0004793	LOC6040662|XP_038104480.1|CQUI	LOC111594815|XP_023164045.2|DHYD
OG0004794	LOC6047061|XP_038122922.1|CQUI	LOC111605587|XP_023179958.2|DHYD
OG0004796	LOC6040872|XP_038105237.1|CQUI	LOC111596411|XP_023166390.1|DHYD
OG0004797	LOC6040880|XP_038105232.1|CQUI	LOC111598219|XP_030080666.1|DHYD
OG0004798	LOC6040882|XP_001850211.2|CQUI	LOC111594450|XP_023163511.1|DHYD
OG0004799	LOC6040692|XP_038111505.1|CQUI	LOC111605464|XP_023179751.2|DHYD
OG0004800	LOC6037510|XP_001847416.1|CQUI	LOC111593264|XP_023161699.1|DHYD
OG0004801	LOC6045592|XP_038105796.1|CQUI	LOC111598517|XP_023169561.2|DHYD
OG0004803	LOC6033723|XP_038105889.1|CQUI	LOC111600231|XP_030080753.1|DHYD
OG0004804	LOC6035052|XP_038104560.1|CQUI	LOC111605475|XP_023179777.2|DHYD
OG0004805	LOC6038022|XP_038105589.1|CQUI	LOC111593678|XP_023162338.2|DHYD
OG0004806	LOC6038033|XP_038123004.1|CQUI	LOC111591982|XP_023159701.1|DHYD
OG0004807	LOC6039897|XP_001849395.1|CQUI	LOC111600843|XP_023172916.1|DHYD
OG0004808	LOC6035066|XP_038104556.1|CQUI	LOC111594620|XP_023163779.1|DHYD
OG0004809	LOC6042403|XP_001851528.1|CQUI	LOC115483778|XP_030081880.1|DHYD, LOC111600697|XP_023172720.1|DHYD
OG0004810	LOC6042402|XP_038123005.1|CQUI	LOC111600708|XP_023172732.1|DHYD
OG0004811	LOC6042397|XP_038108448.1|CQUI	LOC111596652|XP_023166719.1|DHYD
OG0004812	LOC6042392|XP_038112150.1|CQUI	LOC111593692|XP_023162359.2|DHYD
OG0004813	LOC6036810|XP_038104805.1|CQUI	LOC111603657|XP_023177109.2|DHYD
OG0004815	LOC6032039|XP_038105440.1|CQUI	LOC111605129|XP_023179261.2|DHYD
OG0004816	LOC6032045|XP_001842711.2|CQUI	LOC111603178|XP_023176427.2|DHYD
OG0004817	LOC6032046|XP_001842712.2|CQUI	LOC111603145|XP_023176389.2|DHYD
OG0004818	LOC6032061|XP_001842727.1|CQUI	LOC111602769|XP_023175800.1|DHYD
OG0004819	LOC6032069|XP_001842735.1|CQUI	LOC111599596|XP_023171047.2|DHYD
OG0004820	LOC6032070|XP_001842736.2|CQUI	LOC111594622|XP_023163780.2|DHYD
OG0004821	LOC6032072|XP_038115655.1|CQUI	LOC111596419|XP_023166398.2|DHYD
OG0004822	LOC6032080|XP_038104760.1|CQUI	LOC111601498|XP_023173855.2|DHYD
OG0004823	LOC6032083|XP_001842749.1|CQUI	LOC111594411|XP_023163455.2|DHYD
OG0004824	LOC6032084|XP_001842750.2|CQUI	LOC111594412|XP_023163464.1|DHYD
OG0004825	LOC6032099|XP_001842764.2|CQUI	LOC111594132|XP_023163060.1|DHYD
OG0004826	LOC6035186|XP_001845416.2|CQUI	LOC111595589|XP_023165171.2|DHYD
OG0004827	LOC6035188|XP_038105070.1|CQUI	LOC111595699|XP_023165315.2|DHYD
OG0004828	LOC6035191|XP_001845421.1|CQUI	LOC111602676|XP_023175658.1|DHYD
OG0004829	LOC6037399|XP_001847318.2|CQUI	LOC111596501|XP_023166530.2|DHYD
OG0004833	LOC6033922|XP_038105632.1|CQUI	LOC111598541|XP_023169598.1|DHYD
OG0004834	LOC6036795|XP_001846789.1|CQUI	LOC111602771|XP_023175805.1|DHYD, LOC115483790|XP_030081908.1|DHYD
OG0004835	LOC6036793|XP_001846787.2|CQUI	LOC111601421|XP_023173764.2|DHYD
OG0004836	LOC6040910|XP_038122904.1|CQUI	LOC111596604|XP_023166654.2|DHYD
OG0004837	LOC6040912|XP_001850240.1|CQUI	LOC111605727|XP_023180187.1|DHYD
OG0004838	LOC6040929|XP_001850257.2|CQUI	LOC111601321|XP_023173619.2|DHYD
OG0004839	LOC6040928|XP_038123034.1|CQUI	LOC111601292|XP_023173569.2|DHYD
OG0004840	LOC6035404|XP_001845598.2|CQUI	LOC111593357|XP_030078671.1|DHYD
OG0004841	LOC6037352|XP_001847275.2|CQUI	LOC111598967|XP_023170227.1|DHYD
OG0004842	LOC6037342|XP_001847266.2|CQUI	LOC111604260|XP_023178022.1|DHYD
OG0004844	LOC6033964|XP_001844352.1|CQUI	LOC111604951|XP_023178995.2|DHYD
OG0004845	LOC6033967|XP_038104318.1|CQUI	LOC111604933|XP_023178971.1|DHYD
OG0004846	LOC6045714|XP_001863022.2|CQUI	LOC111595013|XP_023164287.1|DHYD
OG0004847	LOC6032647|XP_001843214.2|CQUI	LOC111595011|XP_023164285.2|DHYD
OG0004850	LOC6053351|XP_038115052.1|CQUI	LOC111596276|XP_023166206.1|DHYD
OG0004851	LOC6032009|XP_001842677.2|CQUI	LOC111595189|XP_030078617.1|DHYD
OG0004852	LOC6032101|XP_038122533.1|CQUI	LOC111595676|XP_023165283.2|DHYD
OG0004853	LOC6032797|XP_038117362.1|CQUI	LOC111594129|XP_023163056.2|DHYD
OG0004854	LOC6032828|XP_001843366.2|CQUI	LOC111605196|XP_023179368.1|DHYD
OG0004855	LOC6032837|XP_001843371.2|CQUI	LOC111592810|XP_023160989.2|DHYD
OG0004856	LOC6032889|XP_038115758.1|CQUI	LOC111603064|XP_030081848.1|DHYD
OG0004857	LOC6049345|XP_038121996.1|CQUI	LOC111601714|XP_023174200.2|DHYD
OG0004858	LOC6031074|XP_038117926.1|CQUI	LOC111603072|XP_023176297.2|DHYD
OG0004859	LOC6031066|XP_038121782.1|CQUI	LOC111603073|XP_023176300.2|DHYD
OG0004860	LOC6031076|XP_001841927.1|CQUI	LOC111602893|XP_023175997.1|DHYD
OG0004861	LOC6031081|XP_038114947.1|CQUI	LOC111598679|XP_023169808.2|DHYD
OG0004862	LOC6031090|XP_038114567.1|CQUI	LOC111598754|XP_030081508.1|DHYD
OG0004863	LOC6038677|XP_038116442.1|CQUI	LOC111605644|XP_023180073.2|DHYD
OG0004864	LOC6038678|XP_038119126.1|CQUI	LOC111598688|XP_023169820.1|DHYD
OG0004865	LOC6038680|XP_001848435.1|CQUI	LOC111594964|XP_023164230.2|DHYD
OG0004866	LOC6042793|XP_038116607.1|CQUI	LOC111605651|XP_023180081.2|DHYD
OG0004867	LOC6042378|XP_038113412.1|CQUI	LOC111603554|XP_023176959.2|DHYD
OG0004868	LOC6042789|XP_001870794.1|CQUI	LOC111603234|XP_023176509.2|DHYD
OG0004869	LOC6042795|XP_001870798.1|CQUI	LOC111597637|XP_023168210.1|DHYD
OG0004870	LOC6042810|XP_001870808.1|CQUI	LOC111597642|XP_023168215.1|DHYD
OG0004871	LOC6042816|XP_001870814.2|CQUI	LOC111604112|XP_023177787.2|DHYD
OG0004872	LOC6047865|XP_001864864.1|CQUI	LOC111605377|XP_023179629.1|DHYD
OG0004873	LOC6041056|XP_001850367.2|CQUI	LOC111596226|XP_023166111.2|DHYD
OG0004874	LOC6041052|XP_001850363.2|CQUI	LOC111604246|XP_030080826.1|DHYD
OG0004875	LOC6041042|XP_038121931.1|CQUI	LOC111594898|XP_023164152.2|DHYD
OG0004876	LOC119769880|XP_038119587.1|CQUI	LOC111602826|XP_023175905.2|DHYD
OG0004877	LOC6041025|XP_038122387.1|CQUI	LOC111598382|XP_023169359.2|DHYD
OG0004878	LOC6031108|XP_038120035.1|CQUI	LOC111604138|XP_023177824.1|DHYD
OG0004880	LOC6031119|XP_001841964.1|CQUI	LOC111596665|XP_023166740.1|DHYD
OG0004881	LOC6031120|XP_001841965.2|CQUI	LOC111592319|XP_023160204.2|DHYD
OG0004882	LOC6031127|XP_038121858.1|CQUI	LOC111595644|XP_023165237.1|DHYD
OG0004883	LOC6031128|XP_038121855.1|CQUI	LOC111597539|XP_023168096.2|DHYD
OG0004884	LOC6031153|XP_038122195.1|CQUI	LOC111597708|XP_023168314.2|DHYD
OG0004885	LOC6031160|XP_038122027.1|CQUI	LOC111605210|XP_030081099.1|DHYD
OG0004886	LOC6031164|XP_001842007.1|CQUI	LOC111594008|XP_023162873.1|DHYD
OG0004887	LOC6031165|XP_038121190.1|CQUI	LOC111597671|XP_023168265.1|DHYD
OG0004888	LOC6031166|XP_038114576.1|CQUI	LOC111598262|XP_030081015.1|DHYD
OG0004889	LOC6030975|XP_001841829.2|CQUI	LOC111600629|XP_023172600.2|DHYD
OG0004890	LOC6030973|XP_038121809.1|CQUI	LOC111600738|XP_023172785.1|DHYD
OG0004891	LOC6030968|XP_038121630.1|CQUI	LOC111593445|XP_023161966.2|DHYD
OG0004892	LOC6031064|XP_038119798.1|CQUI	LOC111594339|XP_023163354.1|DHYD
OG0004893	LOC6043930|XP_001861513.1|CQUI	LOC111600600|XP_023172560.2|DHYD
OG0004894	LOC6043927|XP_001861510.2|CQUI	LOC111603290|XP_023176581.1|DHYD
OG0004895	LOC6045536|XP_001862891.2|CQUI	LOC111594116|XP_023163043.1|DHYD
OG0004896	LOC6051435|XP_038120460.1|CQUI	LOC111604305|XP_023178109.2|DHYD
OG0004897	LOC6041058|XP_038117480.1|CQUI	LOC111604281|XP_030080986.1|DHYD
OG0004898	LOC6041018|XP_038114929.1|CQUI	LOC111593731|XP_023162487.1|DHYD
OG0004899	LOC6031099|XP_038121429.1|CQUI	LOC111599895|XP_030079706.1|DHYD
OG0004900	LOC6054043|XP_038116191.1|CQUI	LOC111600711|XP_023172736.2|DHYD
OG0004901	LOC6043919|XP_001861504.2|CQUI	LOC111600640|XP_023172615.2|DHYD
OG0004902	LOC6043923|XP_038118580.1|CQUI	LOC111596938|XP_023167157.1|DHYD
OG0004903	LOC6052661|XP_038118295.1|CQUI	LOC111603846|XP_023177396.1|DHYD
OG0004904	LOC6046849|XP_001863984.1|CQUI	LOC111602733|XP_023175746.2|DHYD
OG0004905	LOC6046852|XP_038118359.1|CQUI	LOC111593819|XP_023162617.1|DHYD
OG0004906	LOC6030986|XP_001841839.2|CQUI	LOC111603736|XP_023177220.2|DHYD
OG0004907	LOC6040644|XP_001850009.2|CQUI	LOC111595652|XP_023165243.1|DHYD
OG0004908	LOC6043377|XP_038116517.1|CQUI	LOC111592962|XP_023161220.2|DHYD
OG0004909	LOC6049586|XP_038115882.1|CQUI	LOC111592950|XP_023161198.1|DHYD
OG0004910	LOC6039568|XP_001849162.2|CQUI	LOC111592955|XP_023161211.2|DHYD
OG0004911	LOC6039557|XP_038118886.1|CQUI	LOC111601086|XP_023173281.1|DHYD
OG0004912	LOC6053801|XP_038120512.1|CQUI	LOC111603691|XP_023177149.1|DHYD
OG0004913	LOC6052188|XP_001868490.1|CQUI	LOC111602144|XP_023174861.1|DHYD
OG0004914	LOC6043324|XP_038116587.1|CQUI	LOC111602100|XP_023174804.2|DHYD
OG0004915	LOC6043331|XP_001858490.1|CQUI	LOC111604087|XP_023177746.2|DHYD
OG0004916	LOC6043338|XP_038118846.1|CQUI	LOC111596626|XP_023166680.1|DHYD
OG0004917	LOC6053707|XP_001867574.2|CQUI	LOC111595267|XP_023164681.1|DHYD
OG0004918	LOC6053706|XP_038117721.1|CQUI	LOC111595264|XP_023164678.2|DHYD
OG0004919	LOC6053382|XP_038119032.1|CQUI	LOC111594487|XP_023163563.1|DHYD
OG0004920	LOC6050541|XP_038120184.1|CQUI	LOC111604421|XP_023178245.2|DHYD
OG0004921	LOC6047306|XP_038116264.1|CQUI	LOC111602909|XP_030081141.1|DHYD
OG0004922	LOC6043699|XP_038117260.1|CQUI	LOC111605162|XP_023179315.1|DHYD
OG0004923	LOC6047329|XP_001864405.2|CQUI	LOC111595275|XP_023164690.1|DHYD
OG0004924	LOC6049786|XP_001866493.2|CQUI	LOC111600502|XP_023172398.2|DHYD
OG0004925	LOC6054018|XP_038121726.1|CQUI	LOC111600458|XP_023172327.1|DHYD
OG0004926	LOC6050503|XP_038119835.1|CQUI	LOC111600506|XP_023172402.1|DHYD
OG0004927	LOC6040746|XP_038119907.1|CQUI	LOC111600520|XP_023172420.1|DHYD
OG0004928	LOC6035292|XP_038117794.1|CQUI	LOC111592425|XP_023160368.2|DHYD
OG0004929	LOC6035309|XP_038118096.1|CQUI	LOC111601078|XP_023173272.1|DHYD
OG0004930	LOC6041606|XP_038119499.1|CQUI	LOC111603249|XP_023176528.2|DHYD
OG0004931	LOC6049358|XP_001866123.2|CQUI	LOC111602146|XP_023174863.1|DHYD
OG0004932	LOC6049348|XP_001866127.2|CQUI	LOC111600470|XP_023172345.2|DHYD
OG0004933	LOC6049349|XP_001866128.1|CQUI	LOC111593550|XP_023162172.1|DHYD
OG0004934	LOC6049350|XP_001866129.2|CQUI	LOC111600109|XP_023171839.1|DHYD
OG0004935	LOC6047852|XP_001864855.2|CQUI	LOC111602220|XP_023174966.2|DHYD
OG0004936	LOC6030990|XP_038115490.1|CQUI	LOC111599659|XP_023171123.2|DHYD
OG0004937	LOC6030983|XP_001841836.2|CQUI	LOC111595649|XP_023165241.2|DHYD
OG0004938	LOC119771269|XP_038123052.1|CQUI, LOC6031028|XP_001841880.1|CQUI	LOC111595086|XP_023164410.2|DHYD
OG0004939	LOC6031030|XP_038120410.1|CQUI	LOC111604523|XP_023178388.2|DHYD
OG0004940	LOC6031035|XP_038117384.1|CQUI	LOC111605108|XP_023179218.2|DHYD
OG0004941	LOC6031042|XP_038114824.1|CQUI	LOC111600471|XP_023172347.2|DHYD
OG0004942	LOC6031047|XP_038117859.1|CQUI	LOC111593092|XP_023161456.2|DHYD
OG0004943	LOC6031049|XP_001841898.1|CQUI	LOC111601605|XP_023174038.1|DHYD
OG0004944	LOC6031063|XP_038122012.1|CQUI	LOC111602926|XP_023176042.1|DHYD
OG0004945	LOC6034091|XP_001844459.1|CQUI	LOC111601804|XP_023174402.1|DHYD
OG0004946	LOC6031006|XP_038120661.1|CQUI	LOC111591866|XP_023159516.1|DHYD
OG0004947	LOC6030999|XP_038118718.1|CQUI	LOC111595284|XP_023164704.1|DHYD
OG0004948	LOC6042818|XP_001870816.2|CQUI	LOC111595286|XP_023164706.2|DHYD
OG0004949	LOC6042820|XP_038120566.1|CQUI	LOC115482994|XP_030079494.1|DHYD, LOC111595305|XP_030079506.1|DHYD
OG0004950	LOC6042821|XP_038119055.1|CQUI	LOC111596271|XP_023166178.2|DHYD
OG0004951	LOC6042824|XP_038116571.1|CQUI	LOC111603238|XP_023176511.1|DHYD
OG0004952	LOC6042826|XP_001870823.1|CQUI	LOC111601715|XP_023174202.2|DHYD
OG0004953	LOC6042828|XP_001870825.1|CQUI	LOC111600467|XP_023172341.1|DHYD
OG0004954	LOC6044579|XP_001862072.2|CQUI	LOC111600464|XP_023172337.2|DHYD
OG0004955	LOC6039263|XP_001848898.2|CQUI	LOC111601022|XP_023173197.2|DHYD
OG0004956	LOC6039267|XP_038115125.1|CQUI	LOC111599882|XP_023171467.2|DHYD
OG0004957	LOC6044083|XP_038114695.1|CQUI	LOC111601697|XP_023174181.2|DHYD
OG0004958	LOC6044069|XP_038116052.1|CQUI	LOC111605172|XP_030081499.1|DHYD
OG0004959	LOC6044062|XP_038121183.1|CQUI	LOC111605180|XP_023179345.1|DHYD
OG0004960	LOC6044067|XP_038122351.1|CQUI	LOC111605199|XP_023179374.2|DHYD
OG0004961	LOC6044063|XP_001861634.2|CQUI	LOC111599378|XP_023170785.2|DHYD
OG0004962	LOC6044088|XP_001861631.1|CQUI	LOC111597479|XP_023167998.1|DHYD
OG0004963	LOC119768573|XP_038114513.1|CQUI	LOC111592323|XP_023160211.2|DHYD
OG0004964	LOC6051406|XP_038117934.1|CQUI	LOC111598757|XP_023169932.2|DHYD
OG0004965	LOC6045672|XP_001862990.1|CQUI	LOC111601048|XP_023173231.1|DHYD
OG0004966	LOC119769641|XP_038118806.1|CQUI	LOC111601038|XP_023173218.1|DHYD
OG0004967	LOC6047369|XP_001864441.1|CQUI	LOC111597639|XP_023168212.2|DHYD
OG0004968	LOC119769240|XP_038117101.1|CQUI	LOC111591915|XP_023159605.1|DHYD
OG0004969	LOC6053218|XP_038121462.1|CQUI	LOC111598808|XP_023169999.2|DHYD
OG0004970	LOC6053219|XP_038121463.1|CQUI	LOC111591920|XP_030079638.1|DHYD
OG0004971	LOC6038838|XP_038121464.1|CQUI	LOC111591922|XP_023159617.1|DHYD
OG0004972	LOC119770493|XP_038121416.1|CQUI, LOC119769771|XP_038119276.1|CQUI	LOC111601075|XP_023173269.1|DHYD
OG0004973	LOC6038820|XP_001848537.1|CQUI	LOC111596508|XP_023166539.1|DHYD
OG0004974	LOC6038807|XP_038117097.1|CQUI	LOC111605195|XP_023179367.2|DHYD
OG0004975	LOC6047332|XP_001864408.1|CQUI	LOC111595273|XP_023164688.1|DHYD
OG0004976	LOC6047334|XP_038120001.1|CQUI	LOC111596847|XP_023167039.1|DHYD
OG0004977	LOC6038664|XP_001848421.2|CQUI	LOC111599889|XP_023171480.1|DHYD
OG0004978	LOC6043644|XP_038118720.1|CQUI	LOC111602379|XP_023175163.2|DHYD
OG0004979	LOC6040580|XP_038119611.1|CQUI	LOC111601588|XP_023174011.1|DHYD
OG0004980	LOC6044646|XP_038121367.1|CQUI	LOC111597274|XP_023167657.2|DHYD
OG0004981	LOC6030984|XP_001841837.2|CQUI	LOC111592291|XP_023160162.2|DHYD
OG0004982	LOC6030985|XP_001841838.2|CQUI	LOC111592259|XP_023160115.2|DHYD
OG0004983	LOC6030977|XP_001841831.2|CQUI	LOC111598733|XP_023169894.2|DHYD
OG0004984	LOC6042840|XP_001870836.1|CQUI	LOC111604786|XP_023178767.1|DHYD
OG0004985	LOC6039545|XP_038118683.1|CQUI	LOC111602886|XP_023175986.2|DHYD
OG0004986	LOC6039551|XP_038120315.1|CQUI	LOC111599254|XP_023170621.1|DHYD
OG0004987	LOC6039550|XP_038119871.1|CQUI	LOC111605684|XP_023180119.2|DHYD
OG0004988	LOC6039548|XP_038121779.1|CQUI	LOC111602887|XP_030081140.1|DHYD
OG0004989	LOC6039553|XP_001849150.2|CQUI	LOC111605670|XP_023180102.1|DHYD
OG0004990	LOC6048516|XP_038118480.1|CQUI	LOC111602122|XP_023174839.1|DHYD
OG0004991	LOC6050162|XP_038114619.1|CQUI	LOC111602388|XP_023175175.1|DHYD
OG0004992	LOC119770788|XP_038122210.1|CQUI	LOC111602389|XP_023175177.2|DHYD
OG0004994	LOC6048750|XP_038120756.1|CQUI	LOC111604489|XP_023178347.2|DHYD
OG0004995	LOC6053538|XP_038122203.1|CQUI	LOC111601595|XP_023174024.2|DHYD
OG0004996	LOC6040205|XP_038115200.1|CQUI	LOC111592960|XP_023161218.1|DHYD
OG0004997	LOC6047338|XP_038120638.1|CQUI	LOC111594023|XP_023162898.1|DHYD
OG0004998	LOC6042306|XP_038120682.1|CQUI	LOC111597728|XP_023168338.1|DHYD
OG0004999	LOC6042305|XP_001851441.2|CQUI	LOC111601649|XP_023174099.2|DHYD
OG0005000	LOC6042316|XP_001851449.1|CQUI	LOC111599397|XP_023170809.1|DHYD
OG0005001	LOC6042318|XP_038117643.1|CQUI	LOC111601690|XP_023174167.2|DHYD
OG0005002	LOC6036305|XP_001846371.1|CQUI	LOC111601481|XP_023173838.1|DHYD
OG0005003	LOC6039421|XP_001849033.1|CQUI	LOC111592838|XP_023161029.1|DHYD
OG0005004	LOC6039420|XP_038117210.1|CQUI	LOC111601028|XP_023173205.1|DHYD
OG0005005	LOC6050235|XP_038121592.1|CQUI	LOC111604537|XP_023178404.2|DHYD
OG0005006	LOC6048924|XP_038118322.1|CQUI	LOC111595387|XP_023164853.1|DHYD
OG0005007	LOC6050230|XP_038118701.1|CQUI	LOC111601110|XP_023173324.2|DHYD
OG0005008	LOC6050233|XP_038117209.1|CQUI	LOC111597469|XP_023167986.2|DHYD
OG0005009	LOC6050239|XP_001866878.2|CQUI	LOC111604775|XP_023178748.1|DHYD
OG0005010	LOC6037314|XP_001847240.1|CQUI	LOC111598383|XP_023169360.2|DHYD
OG0005011	LOC6037315|XP_038115551.1|CQUI	LOC111600066|XP_023171764.2|DHYD
OG0005012	LOC6052708|XP_001868935.2|CQUI	LOC111597502|XP_023168035.2|DHYD
OG0005013	LOC6044826|XP_038117755.1|CQUI	LOC111604788|XP_023178769.2|DHYD
OG0005014	LOC6044836|XP_001862283.1|CQUI	LOC111598726|XP_023169885.1|DHYD
OG0005015	LOC6051592|XP_001868010.2|CQUI	LOC111604440|XP_023178277.2|DHYD
OG0005016	LOC6038609|XP_038118944.1|CQUI	LOC111598699|XP_023169833.1|DHYD
OG0005017	LOC6037297|XP_038114771.1|CQUI	LOC111602900|XP_023176004.2|DHYD
OG0005018	LOC6037303|XP_001847229.2|CQUI	LOC111601073|XP_023173265.1|DHYD
OG0005019	LOC6037304|XP_001847230.1|CQUI	LOC111596939|XP_023167159.1|DHYD
OG0005020	LOC6050486|XP_038120893.1|CQUI	LOC111593871|XP_023162700.2|DHYD
OG0005021	LOC6036268|XP_038119928.1|CQUI	LOC111594701|XP_023163890.2|DHYD
OG0005022	LOC6036263|XP_001846330.2|CQUI	LOC111595294|XP_023164716.2|DHYD
OG0005023	LOC6036264|XP_038115842.1|CQUI	LOC111600645|XP_023172630.1|DHYD
OG0005024	LOC6036261|XP_001846328.2|CQUI	LOC111596969|XP_023167213.1|DHYD
OG0005025	LOC6036240|XP_001846309.2|CQUI	LOC111597494|XP_023168020.2|DHYD
OG0005026	LOC6036244|XP_038121384.1|CQUI	LOC111601734|XP_023174226.2|DHYD
OG0005027	LOC6036233|XP_038121295.1|CQUI	LOC111604485|XP_023178340.2|DHYD
OG0005028	LOC6045930|XP_001863207.2|CQUI	LOC111605544|XP_023179874.1|DHYD
OG0005029	LOC6045920|XP_001863201.2|CQUI	LOC111601054|XP_023173238.2|DHYD
OG0005030	LOC6040216|XP_038119880.1|CQUI	LOC111600511|XP_023172407.1|DHYD
OG0005031	LOC6040213|XP_038117752.1|CQUI	LOC111592969|XP_023161229.2|DHYD
OG0005032	LOC6039452|XP_038117304.1|CQUI	LOC111594361|XP_023163392.1|DHYD
OG0005033	LOC6039439|XP_038117909.1|CQUI	LOC111593094|XP_030078950.1|DHYD
OG0005034	LOC6045462|XP_038119624.1|CQUI	LOC111593106|XP_030081422.1|DHYD
OG0005035	LOC6049109|XP_001865920.2|CQUI	LOC111594380|XP_023163412.2|DHYD
OG0005036	LOC6049110|XP_001865922.2|CQUI	LOC111602923|XP_023176038.1|DHYD
OG0005037	LOC6049111|XP_038120273.1|CQUI	LOC111603741|XP_023177226.1|DHYD
OG0005038	LOC6041092|XP_038116136.1|CQUI	LOC111594858|XP_023164105.1|DHYD
OG0005039	LOC6041078|XP_038119620.1|CQUI	LOC111599068|XP_023170359.2|DHYD
OG0005040	LOC6041089|XP_038118648.1|CQUI	LOC111601647|XP_023174096.2|DHYD
OG0005041	LOC6043984|XP_038121891.1|CQUI	LOC111597516|XP_023168053.2|DHYD
OG0005042	LOC6043982|XP_038121313.1|CQUI	LOC111604763|XP_023178729.2|DHYD
OG0005043	LOC6043975|XP_001861555.2|CQUI	LOC111597956|XP_023168688.1|DHYD
OG0005044	LOC6043973|XP_038118148.1|CQUI	LOC111597952|XP_023168682.2|DHYD
OG0005045	LOC6043971|XP_001861551.1|CQUI	LOC111597999|XP_023168755.1|DHYD
OG0005046	LOC6043966|XP_001861546.1|CQUI	LOC111602369|XP_023175151.1|DHYD
OG0005047	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI	LOC111595072|XP_023164396.2|DHYD
