Orthogroup	CQUI.longest_only	BCOP.longest_only
OG0002140	LOC6052944|XP_038122401.1|CQUI	LOC119069470|XP_037029418.1|BCOP, LOC119069437|XP_037029390.1|BCOP, LOC119069436|XP_037029389.1|BCOP
OG0002141	LOC6052597|XP_001868840.1|CQUI	LOC119068176|XP_037027559.1|BCOP
OG0002142	LOC6044771|XP_001862230.2|CQUI	LOC119068290|XP_037027723.1|BCOP
OG0002143	LOC6049815|XP_001866521.2|CQUI	LOC119068125|XP_037027478.1|BCOP
OG0002144	LOC6045241|XP_001862632.1|CQUI	LOC119080273|XP_037044430.1|BCOP
OG0002145	LOC6054639|XP_038108283.1|CQUI	LOC119067269|XP_037026043.1|BCOP, LOC119083079|XP_037048597.1|BCOP
OG0002146	LOC6036975|XP_038114349.1|CQUI	LOC119069157|XP_037028956.1|BCOP
OG0002147	LOC6050629|XP_038108543.1|CQUI	LOC119068311|XP_037027749.1|BCOP
OG0002148	LOC6049935|XP_038105474.1|CQUI	LOC119068400|XP_037027855.1|BCOP
OG0002149	LOC6049814|XP_038122450.1|CQUI	LOC119075571|XP_037037936.1|BCOP
OG0002150	LOC6042689|XP_038115140.1|CQUI	LOC119085647|XP_037051979.1|BCOP
OG0002151	LOC6042690|XP_001870711.1|CQUI	LOC119074031|XP_037035868.1|BCOP, LOC119074101|XP_037035960.1|BCOP
OG0002152	LOC6043588|XP_038111921.1|CQUI	LOC119082372|XP_037047794.1|BCOP
OG0002153	LOC6051446|XP_038116744.1|CQUI	LOC119068706|XP_037028290.1|BCOP
OG0002154	LOC6038494|XP_038104249.1|CQUI	LOC119067768|XP_037026807.1|BCOP
OG0002155	LOC6045355|XP_001862743.2|CQUI	LOC119069323|XP_037029275.1|BCOP
OG0002156	LOC119765577|XP_038105669.1|CQUI	LOC119081040|XP_037045635.1|BCOP
OG0002157	LOC6031420|XP_038119185.1|CQUI	LOC119069857|XP_037029927.1|BCOP
OG0002159	LOC6042564|XP_001852253.1|CQUI	LOC119068701|XP_037028287.1|BCOP
OG0002160	LOC6053375|XP_038104218.1|CQUI	LOC119068295|XP_037027729.1|BCOP
OG0002161	LOC6034721|XP_001845003.2|CQUI, LOC6053342|XP_001869448.1|CQUI	LOC119085218|XP_037051427.1|BCOP
OG0002162	LOC6034725|XP_038105052.1|CQUI	LOC119067373|XP_037026189.1|BCOP
OG0002164	LOC6034761|XP_001845035.2|CQUI	LOC119068336|XP_037027789.1|BCOP
OG0002165	LOC6047876|XP_038113223.1|CQUI	LOC119068466|XP_037027955.1|BCOP
OG0002166	LOC6041913|XP_001851104.1|CQUI	LOC119066227|XP_037024446.1|BCOP
OG0002167	LOC6041910|XP_001851101.1|CQUI	LOC119066372|XP_037024695.1|BCOP
OG0002168	LOC6053108|XP_001869252.2|CQUI	LOC119068986|XP_037028752.1|BCOP
OG0002169	LOC119769928|XP_038119722.1|CQUI	LOC119068737|XP_037028331.1|BCOP
OG0002170	LOC6046470|XP_001863662.2|CQUI	LOC119083567|XP_037049205.1|BCOP
OG0002171	LOC6046764|XP_038105150.1|CQUI	LOC119069264|XP_037029217.1|BCOP
OG0002172	LOC6035363|XP_001845574.2|CQUI	LOC119067940|XP_037027151.1|BCOP
OG0002173	LOC6054518|XP_001870417.2|CQUI	LOC119078710|XP_037042275.1|BCOP
OG0002174	LOC6046593|XP_001863767.2|CQUI	LOC119082710|XP_037048184.1|BCOP
OG0002175	LOC6046591|XP_001863766.1|CQUI	LOC119082813|XP_037048363.1|BCOP
OG0002176	LOC6036519|XP_001846564.2|CQUI	LOC119067918|XP_037027114.1|BCOP
OG0002177	LOC6037521|XP_038104546.1|CQUI, LOC6037519|XP_001847423.1|CQUI	LOC119067430|XP_037026297.1|BCOP
OG0002178	LOC6035645|XP_038111574.1|CQUI	LOC119069100|XP_037028887.1|BCOP
OG0002179	LOC6046335|XP_038104078.1|CQUI	LOC119067624|XP_037026612.1|BCOP
OG0002180	LOC6035429|XP_038104069.1|CQUI	LOC119068090|XP_037027402.1|BCOP
OG0002181	LOC6052079|XP_001868406.1|CQUI	LOC119069061|XP_037028831.1|BCOP
OG0002182	LOC119766353|XP_038106772.1|CQUI, LOC6035057|XP_001845294.2|CQUI	LOC119067226|XP_037025967.1|BCOP
OG0002183	LOC6053695|XP_001869737.2|CQUI	LOC119071530|XP_037032309.1|BCOP
OG0002184	LOC6039609|XP_001849183.1|CQUI	LOC119067354|XP_037026158.1|BCOP
OG0002185	LOC6044852|XP_038104985.1|CQUI	LOC119069969|XP_037030103.1|BCOP
OG0002186	LOC119765311|XP_038104858.1|CQUI	LOC119079315|XP_037043004.1|BCOP
OG0002187	LOC6035552|XP_001845710.1|CQUI	LOC119069210|XP_037029076.1|BCOP, LOC119070066|XP_037030256.1|BCOP
OG0002188	LOC6035546|XP_038104743.1|CQUI	LOC119080885|XP_037045359.1|BCOP
OG0002189	LOC6048163|XP_001865121.2|CQUI	LOC119069499|XP_037029465.1|BCOP
OG0002190	LOC6047848|XP_038106127.1|CQUI	LOC119084695|XP_037050671.1|BCOP
OG0002191	LOC6054528|XP_001870428.2|CQUI	LOC119067687|XP_037026702.1|BCOP
OG0002192	LOC6046955|XP_038113556.1|CQUI	LOC119078993|XP_037042652.1|BCOP
OG0002193	LOC6032691|XP_038105765.1|CQUI	LOC119085773|XP_037052160.1|BCOP
OG0002194	LOC6032669|XP_001843234.1|CQUI, LOC6032668|XP_001843233.2|CQUI	LOC119070038|XP_037030217.1|BCOP
OG0002195	LOC6031632|XP_038116823.1|CQUI	LOC119067218|XP_037025959.1|BCOP
OG0002196	LOC6039344|XP_001848971.2|CQUI	LOC119078582|XP_037042054.1|BCOP
OG0002197	LOC6046596|XP_038105222.1|CQUI	LOC119069309|XP_037029255.1|BCOP
OG0002198	LOC6034957|XP_038105850.1|CQUI	LOC119068092|XP_037027404.1|BCOP
OG0002199	LOC6033702|XP_001844125.1|CQUI	LOC119074834|XP_037037026.1|BCOP
OG0002200	LOC6039174|XP_038104559.1|CQUI	LOC119070571|XP_037030872.1|BCOP
OG0002202	LOC6046148|XP_038105307.1|CQUI	LOC119068798|XP_037028455.1|BCOP
OG0002203	LOC6039079|XP_038105676.1|CQUI	LOC119069182|XP_037029011.1|BCOP
OG0002204	LOC6049259|XP_038122869.1|CQUI	LOC119069037|XP_037028801.1|BCOP
OG0002206	LOC6037487|XP_001847397.2|CQUI	LOC119067466|XP_037026348.1|BCOP
OG0002207	LOC6033007|XP_001843517.1|CQUI	LOC119068191|XP_037027584.1|BCOP, LOC119068192|XP_037027585.1|BCOP
OG0002208	LOC6033006|XP_001843516.1|CQUI	LOC119068186|XP_037027576.1|BCOP
OG0002209	LOC6045595|XP_001862936.2|CQUI	LOC119076431|XP_037039074.1|BCOP
OG0002210	LOC6045597|XP_001862938.1|CQUI	LOC119067337|XP_037026136.1|BCOP
OG0002211	LOC6045607|XP_001862945.1|CQUI	LOC119070046|XP_037030224.1|BCOP
OG0002212	LOC6038038|XP_001847883.1|CQUI	LOC119069248|XP_037029195.1|BCOP, LOC119070313|XP_037030474.1|BCOP
OG0002213	LOC6051153|XP_001867636.1|CQUI	LOC119069748|XP_037029784.1|BCOP
OG0002214	LOC6032048|XP_038105292.1|CQUI	LOC119069073|XP_037028846.1|BCOP
OG0002215	LOC6032095|XP_038106196.1|CQUI	LOC119069952|XP_037030076.1|BCOP
OG0002216	LOC6032662|XP_038106882.1|CQUI	LOC119081256|XP_037045888.1|BCOP
OG0002217	LOC6033961|XP_001844349.2|CQUI	LOC119069242|XP_037029190.1|BCOP
OG0002218	LOC6053396|XP_038104621.1|CQUI	LOC119067252|XP_037026023.1|BCOP
OG0002220	LOC6037348|XP_038105656.1|CQUI	LOC119074239|XP_037036156.1|BCOP
OG0002221	LOC119770567|XP_038121611.1|CQUI, LOC119770566|XP_038121610.1|CQUI	LOC119084830|XP_037050808.1|BCOP
OG0002222	LOC6032790|XP_001843329.2|CQUI	LOC119083959|XP_037049662.1|BCOP, LOC119083465|XP_037049080.1|BCOP, LOC119079723|XP_037043682.1|BCOP, LOC119082955|XP_037048497.1|BCOP
OG0002223	LOC6032796|XP_038115295.1|CQUI	LOC119081781|XP_037046883.1|BCOP
OG0002224	LOC119769378|XP_038117360.1|CQUI, LOC6032799|XP_038115284.1|CQUI	LOC119081716|XP_037046729.1|BCOP
OG0002225	LOC6032897|XP_038117532.1|CQUI	LOC119073439|XP_037034818.1|BCOP
OG0002226	LOC6042794|XP_001870797.1|CQUI	LOC119081374|XP_037046151.1|BCOP
OG0002227	LOC6031136|XP_038120789.1|CQUI	LOC119080299|XP_037044467.1|BCOP
OG0002228	LOC6031157|XP_038120047.1|CQUI	LOC119082140|XP_037047415.1|BCOP, LOC119079257|XP_037042931.1|BCOP
OG0002229	LOC6031155|XP_001841998.2|CQUI	LOC119081545|XP_037046455.1|BCOP
OG0002230	LOC6031161|XP_038119537.1|CQUI	LOC119079254|XP_037042930.1|BCOP
OG0002231	LOC6050941|XP_038119258.1|CQUI, LOC119769702|XP_038119059.1|CQUI	LOC119073448|XP_037034836.1|BCOP
OG0002233	LOC6047308|XP_038120904.1|CQUI, LOC6047313|XP_038119049.1|CQUI	LOC119075212|XP_037037494.1|BCOP
OG0002235	LOC6040757|XP_038115690.1|CQUI	LOC119083565|XP_037049197.1|BCOP
OG0002236	LOC6030997|XP_001841850.1|CQUI	LOC119080175|XP_037044295.1|BCOP
OG0002237	LOC6047076|XP_001864183.2|CQUI	LOC119079255|XP_037042933.1|BCOP
OG0002238	LOC6049703|XP_038118161.1|CQUI	LOC119083149|XP_037048686.1|BCOP, LOC119076738|XP_037039550.1|BCOP
OG0002239	LOC6042825|XP_001870822.1|CQUI	LOC119085382|XP_037051663.1|BCOP
OG0002240	LOC6041172|XP_038118497.1|CQUI	LOC119079503|XP_037043346.1|BCOP
OG0002241	LOC6044078|XP_038116059.1|CQUI	LOC119081255|XP_037045885.1|BCOP
OG0002242	LOC6044966|XP_038114646.1|CQUI	LOC119080678|XP_037045006.1|BCOP
OG0002243	LOC6044961|XP_038119719.1|CQUI	LOC119083632|XP_037049262.1|BCOP
OG0002244	LOC119767375|XP_038111774.1|CQUI	LOC119084555|XP_037050465.1|BCOP
OG0002244	LOC6044948|XP_001862380.2|CQUI	LOC119073695|XP_037035190.1|BCOP, LOC119084557|XP_037050468.1|BCOP
OG0002245	LOC6045680|XP_038114857.1|CQUI	LOC119073696|XP_037035191.1|BCOP
OG0002246	LOC6049979|XP_038118799.1|CQUI	LOC119079508|XP_037043357.1|BCOP
OG0002247	LOC6038803|XP_001848521.2|CQUI	LOC119079492|XP_037043336.1|BCOP
OG0002248	LOC6047330|XP_038119197.1|CQUI	LOC119079312|XP_037043005.1|BCOP
OG0002249	LOC6046727|XP_038111587.1|CQUI, LOC6052976|XP_001869143.1|CQUI	LOC119080647|XP_037044956.1|BCOP
OG0002250	LOC6050221|XP_038121273.1|CQUI	LOC119073479|XP_037034879.1|BCOP
OG0002251	LOC6049011|XP_038120599.1|CQUI	LOC119073572|XP_037035026.1|BCOP
OG0002252	LOC6040660|XP_001850021.2|CQUI	LOC119077679|XP_037040836.1|BCOP
OG0002253	LOC119768700|XP_038115241.1|CQUI	LOC119074011|XP_037035841.1|BCOP
OG0002254	LOC6052417|XP_038119674.1|CQUI	LOC119079368|XP_037043133.1|BCOP
OG0002255	LOC6041121|XP_001850425.2|CQUI	LOC119084172|XP_037049926.1|BCOP
OG0002256	LOC6053962|XP_038117648.1|CQUI	LOC119081221|XP_037045840.1|BCOP, LOC119074128|XP_037036006.1|BCOP
OG0002257	LOC6036306|XP_038120022.1|CQUI	LOC119070242|XP_037030411.1|BCOP, LOC119075133|XP_037037414.1|BCOP
OG0002260	LOC6051586|XP_001868005.2|CQUI	LOC119079351|XP_037043075.1|BCOP
OG0002261	LOC6039430|XP_038119745.1|CQUI	LOC119080525|XP_037044831.1|BCOP
OG0002262	LOC6044825|XP_038120409.1|CQUI	LOC119077297|XP_037040354.1|BCOP
OG0002263	LOC6037305|XP_001847231.1|CQUI	LOC119077861|XP_037041090.1|BCOP
OG0002264	LOC6036281|XP_001846347.2|CQUI	LOC119081148|XP_037045791.1|BCOP
OG0002265	LOC6054106|XP_001870076.2|CQUI	LOC119076153|XP_037038732.1|BCOP
OG0002266	LOC6040111|XP_038114718.1|CQUI	LOC119073649|XP_037035142.1|BCOP
OG0002267	LOC6041091|XP_001850398.2|CQUI	LOC119083362|XP_037048971.1|BCOP, LOC119075050|XP_037037340.1|BCOP
OG0002268	LOC6041087|XP_001850394.2|CQUI	LOC119080619|XP_037044918.1|BCOP, LOC119066077|XP_037024241.1|BCOP
OG0002269	LOC6044693|XP_038114553.1|CQUI	LOC119081728|XP_037046784.1|BCOP
OG0002270	LOC6037148|XP_038117201.1|CQUI	LOC119074506|XP_037036558.1|BCOP
OG0002271	LOC6036553|XP_038118891.1|CQUI	LOC119080669|XP_037044995.1|BCOP
OG0002272	LOC6035611|XP_001845760.1|CQUI	LOC119075051|XP_037037341.1|BCOP, LOC119083363|XP_037048973.1|BCOP
OG0002273	LOC6033527|XP_038115340.1|CQUI	LOC119069867|XP_037029932.1|BCOP, LOC119079355|XP_037043083.1|BCOP
OG0002274	LOC6048902|XP_038116037.1|CQUI	LOC119073513|XP_037034927.1|BCOP
OG0002275	LOC6038251|XP_038118213.1|CQUI	LOC119084843|XP_037050844.1|BCOP
OG0002276	LOC6040614|XP_038116102.1|CQUI	LOC119079718|XP_037043674.1|BCOP
OG0002277	LOC6035466|XP_038118942.1|CQUI	LOC119073271|XP_037034548.1|BCOP
OG0002279	LOC6054516|XP_001870416.2|CQUI	LOC119076586|XP_037039320.1|BCOP
OG0002280	LOC6041979|XP_038116671.1|CQUI	LOC119070015|XP_037030188.1|BCOP, LOC119070968|XP_037031440.1|BCOP, LOC119080389|XP_037044595.1|BCOP, LOC119069110|XP_037028897.1|BCOP
OG0002281	LOC6041008|XP_001850323.2|CQUI	LOC119077996|XP_037041271.1|BCOP
OG0002282	LOC119769211|XP_038117058.1|CQUI, LOC6031311|XP_001842128.2|CQUI	LOC119085901|XP_037052340.1|BCOP, LOC119077824|XP_037041030.1|BCOP, LOC119073806|XP_037035464.1|BCOP
OG0002284	LOC6035592|XP_001845743.1|CQUI	LOC119081350|XP_037046090.1|BCOP
OG0002285	LOC6050360|XP_001866980.2|CQUI	LOC119072366|XP_037033455.1|BCOP
OG0002286	LOC6047555|XP_038121299.1|CQUI	LOC119079844|XP_037043804.1|BCOP
OG0002287	LOC6036821|XP_038115121.1|CQUI	LOC119074511|XP_037036568.1|BCOP
OG0002288	LOC6036823|XP_038115902.1|CQUI	LOC119080406|XP_037044632.1|BCOP
OG0002289	LOC6048142|XP_001865105.1|CQUI	LOC119073547|XP_037034995.1|BCOP, LOC119073548|XP_037034996.1|BCOP
OG0002290	LOC6032490|XP_001843080.1|CQUI	LOC119076753|XP_037039597.1|BCOP, LOC119069972|XP_037030110.1|BCOP
OG0002291	LOC6033513|XP_038118297.1|CQUI	LOC119079329|XP_037043021.1|BCOP
OG0002292	LOC6033463|XP_038119085.1|CQUI	LOC119079063|XP_037042770.1|BCOP
OG0002293	LOC119770382|XP_038121063.1|CQUI	LOC119073985|XP_037035791.1|BCOP
OG0002294	LOC6053981|XP_001869971.2|CQUI	LOC119079625|XP_037043517.1|BCOP, LOC119079626|XP_037043519.1|BCOP
OG0002295	LOC6043755|XP_038110402.1|CQUI	LOC119066270|XP_037024521.1|BCOP
OG0002296	LOC6053408|XP_038107636.1|CQUI	LOC119072829|XP_037034024.1|BCOP
OG0002297	LOC6047771|XP_038111266.1|CQUI	LOC119080976|XP_037045515.1|BCOP
OG0002298	LOC6048640|XP_001865531.1|CQUI	LOC119073204|XP_037034409.1|BCOP, LOC119081199|XP_037045810.1|BCOP
OG0002299	LOC6048634|XP_001865530.1|CQUI	LOC119081201|XP_037045816.1|BCOP, LOC119073225|XP_037034432.1|BCOP
OG0002300	LOC6041296|XP_038109865.1|CQUI	LOC119071456|XP_037032203.1|BCOP
OG0002301	LOC6032442|XP_038109104.1|CQUI	LOC119082756|XP_037048233.1|BCOP
OG0002302	LOC6032494|XP_038107401.1|CQUI	LOC119070830|XP_037031227.1|BCOP
OG0002303	LOC119770001|XP_038119947.1|CQUI	LOC119077038|XP_037040057.1|BCOP
OG0002304	LOC6034145|XP_038110271.1|CQUI	LOC119081963|XP_037047162.1|BCOP
OG0002305	LOC6037882|XP_038108990.1|CQUI	LOC119085146|XP_037051319.1|BCOP
OG0002306	LOC6048483|XP_038112798.1|CQUI	LOC119070890|XP_037031307.1|BCOP
OG0002307	LOC6032953|XP_038114107.1|CQUI	LOC119066739|XP_037025256.1|BCOP
OG0002308	LOC6054586|XP_038108430.1|CQUI	LOC119072832|XP_037034035.1|BCOP
OG0002309	LOC6031325|XP_001842140.1|CQUI	LOC119069832|XP_037029895.1|BCOP
OG0002310	LOC6031360|XP_038109101.1|CQUI	LOC119085817|XP_037052203.1|BCOP
OG0002312	LOC6046701|XP_038110846.1|CQUI	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP
OG0002313	LOC6050065|XP_038111372.1|CQUI	LOC119085561|XP_037051885.1|BCOP
OG0002314	LOC6050053|XP_001866720.2|CQUI	LOC119073895|XP_037035679.1|BCOP
OG0002315	LOC6031936|XP_038109302.1|CQUI, LOC6031768|XP_038109420.1|CQUI	LOC119066318|XP_037024602.1|BCOP
OG0002316	LOC6037125|XP_001847068.1|CQUI	LOC119072614|XP_037033763.1|BCOP
OG0002317	LOC6050062|XP_038111373.1|CQUI	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP
OG0002318	LOC6031952|XP_038108738.1|CQUI	LOC119082095|XP_037047357.1|BCOP
OG0002319	LOC119767871|XP_038113550.1|CQUI, LOC6039423|XP_038106730.1|CQUI	LOC119072731|XP_037033902.1|BCOP
OG0002320	LOC6031812|XP_001842519.2|CQUI	LOC119079431|XP_037043237.1|BCOP
OG0002321	LOC6038275|XP_001848098.1|CQUI	LOC119066374|XP_037024694.1|BCOP
OG0002322	LOC6044453|XP_038109073.1|CQUI	LOC119082065|XP_037047298.1|BCOP
OG0002323	LOC6041510|XP_001850760.2|CQUI	LOC119084003|XP_037049710.1|BCOP
OG0002324	LOC6043907|XP_001861490.1|CQUI	LOC119073596|XP_037035065.1|BCOP
OG0002325	LOC6043898|XP_038113606.1|CQUI	LOC119066721|XP_037025230.1|BCOP, LOC119073537|XP_037034975.1|BCOP, LOC119073517|XP_037034939.1|BCOP
OG0002326	LOC6043897|XP_038106830.1|CQUI	LOC119076472|XP_037039144.1|BCOP, LOC119072872|XP_037034074.1|BCOP, LOC119073530|XP_037034964.1|BCOP
OG0002327	LOC6043899|XP_038108302.1|CQUI	LOC119073735|XP_037035282.1|BCOP
OG0002328	LOC6036378|XP_001846433.2|CQUI	LOC119082380|XP_037047798.1|BCOP
OG0002329	LOC6036369|XP_038110618.1|CQUI	LOC119070923|XP_037031360.1|BCOP
OG0002330	LOC6031186|XP_038106119.1|CQUI	LOC119077117|XP_037040181.1|BCOP
OG0002331	LOC6031208|XP_001842042.2|CQUI	LOC119076302|XP_037038862.1|BCOP
OG0002332	LOC6042252|XP_001851390.2|CQUI	LOC119085089|XP_037051225.1|BCOP
OG0002333	LOC6032002|XP_038113463.1|CQUI	LOC119079279|XP_037042960.1|BCOP, LOC119079284|XP_037042968.1|BCOP
OG0002334	LOC6037004|XP_001846968.2|CQUI	LOC119084807|XP_037050773.1|BCOP, LOC119080246|XP_037044389.1|BCOP
OG0002335	LOC6031823|XP_038109961.1|CQUI	LOC119084622|XP_037050583.1|BCOP
OG0002336	LOC6033193|XP_038109781.1|CQUI	LOC119071160|XP_037031810.1|BCOP
OG0002337	LOC6040014|XP_038106019.1|CQUI	LOC119081396|XP_037046177.1|BCOP
OG0002338	LOC6040854|XP_038109267.1|CQUI	LOC119082046|XP_037047267.1|BCOP
OG0002339	LOC6031261|XP_038109126.1|CQUI, LOC6036110|XP_001846158.2|CQUI	LOC119076373|XP_037038978.1|BCOP
OG0002340	LOC6041523|XP_001850773.2|CQUI	LOC119076367|XP_037038968.1|BCOP
OG0002341	LOC6040128|XP_001849587.2|CQUI	LOC119068618|XP_037028179.1|BCOP, LOC119073643|XP_037035136.1|BCOP, LOC119072585|XP_037033733.1|BCOP
OG0002342	LOC6040132|XP_038114414.1|CQUI	LOC119085397|XP_037051694.1|BCOP
OG0002343	LOC6036647|XP_038106750.1|CQUI	LOC119077071|XP_037040108.1|BCOP
OG0002344	LOC6036655|XP_038114418.1|CQUI	LOC119082390|XP_037047814.1|BCOP
OG0002345	LOC6033169|XP_038112404.1|CQUI	LOC119074085|XP_037035935.1|BCOP
OG0002346	LOC6033282|XP_001843752.2|CQUI	LOC119084611|XP_037050572.1|BCOP, LOC119072567|XP_037033702.1|BCOP
OG0002347	LOC6048996|XP_001865830.2|CQUI	LOC119081380|XP_037046159.1|BCOP
OG0002348	LOC6050418|XP_038113237.1|CQUI	LOC119066932|XP_037025540.1|BCOP
OG0002349	LOC6044752|XP_038122121.1|CQUI, LOC6039494|XP_038105822.1|CQUI, LOC119766897|XP_038109217.1|CQUI	LOC119073881|XP_037035656.1|BCOP
OG0002350	LOC6031634|XP_038119250.1|CQUI, LOC6033104|XP_001843599.2|CQUI	LOC119081404|XP_037046193.1|BCOP
OG0002352	LOC6042118|XP_038112064.1|CQUI	LOC119081468|XP_037046352.1|BCOP
OG0002353	LOC6043228|XP_001857727.2|CQUI	LOC119082403|XP_037047829.1|BCOP
OG0002354	LOC6033274|XP_038113892.1|CQUI	LOC119085918|XP_037052367.1|BCOP
OG0002355	LOC6038937|XP_038108240.1|CQUI	LOC119082262|XP_037047617.1|BCOP
OG0002356	LOC6044243|XP_038114335.1|CQUI	LOC119083269|XP_037048850.1|BCOP
OG0002357	LOC6052967|XP_038113574.1|CQUI, LOC6052659|XP_038106613.1|CQUI, LOC6044241|XP_001861780.2|CQUI	LOC119079343|XP_037043066.1|BCOP
OG0002358	LOC6031859|XP_038106717.1|CQUI	LOC119066242|XP_037024457.1|BCOP
OG0002359	LOC6031881|XP_038111803.1|CQUI	LOC119077069|XP_037040106.1|BCOP
OG0002360	LOC6036445|XP_001846496.2|CQUI	LOC119071573|XP_037032407.1|BCOP
OG0002361	LOC119766965|XP_038109659.1|CQUI	LOC119077610|XP_037040726.1|BCOP
OG0002362	LOC6054587|XP_038107867.1|CQUI	LOC119076930|XP_037039853.1|BCOP
OG0002363	LOC6038008|XP_001847855.1|CQUI	LOC119076926|XP_037039846.1|BCOP
OG0002364	LOC6038009|XP_038113072.1|CQUI	LOC119076922|XP_037039831.1|BCOP
OG0002365	LOC6038010|XP_001847857.2|CQUI	LOC119075602|XP_037037966.1|BCOP
OG0002366	LOC6036339|XP_038111196.1|CQUI	LOC119072718|XP_037033884.1|BCOP
OG0002367	LOC6034393|XP_038109097.1|CQUI	LOC119068278|XP_037027704.1|BCOP, LOC119084601|XP_037050551.1|BCOP
OG0002368	LOC6039844|XP_038108567.1|CQUI	LOC119077129|XP_037040198.1|BCOP
OG0002369	LOC6034866|XP_001845136.2|CQUI	LOC119077133|XP_037040207.1|BCOP
OG0002370	LOC6042079|XP_038107575.1|CQUI	LOC119075583|XP_037037946.1|BCOP
OG0002371	LOC6042074|XP_038107576.1|CQUI	LOC119076257|XP_037038820.1|BCOP
OG0002372	LOC6033604|XP_038107033.1|CQUI	LOC119078905|XP_037042529.1|BCOP
OG0002373	LOC6042945|XP_001870884.2|CQUI, LOC6053051|XP_001869210.1|CQUI	LOC119076965|XP_037039952.1|BCOP
OG0002374	LOC6048336|XP_038110935.1|CQUI	LOC119069869|XP_037029935.1|BCOP
OG0002375	LOC6037683|XP_038108247.1|CQUI	LOC119081144|XP_037045783.1|BCOP
OG0002376	LOC6048804|XP_038122078.1|CQUI	LOC119081928|XP_037047078.1|BCOP, LOC119085045|XP_037051151.1|BCOP
OG0002377	LOC6040478|XP_001849864.2|CQUI	LOC119065987|XP_037024088.1|BCOP, LOC119077235|XP_037040319.1|BCOP
OG0002378	LOC6042670|XP_001853364.1|CQUI	LOC119084173|XP_037049927.1|BCOP
OG0002379	LOC6039013|XP_001848695.2|CQUI	LOC119078936|XP_037042577.1|BCOP
OG0002380	LOC6047575|XP_001864617.1|CQUI	LOC119082244|XP_037047603.1|BCOP
OG0002381	LOC6032249|XP_001842887.1|CQUI	LOC119066384|XP_037024711.1|BCOP
OG0002382	LOC6048718|XP_038115337.1|CQUI	LOC119071174|XP_037031832.1|BCOP
OG0002383	LOC6054417|XP_038118937.1|CQUI	LOC119071194|XP_037031870.1|BCOP
OG0002384	LOC6048311|XP_038119472.1|CQUI	LOC119069011|XP_037028783.1|BCOP
OG0002384	LOC6048302|XP_038116611.1|CQUI	LOC119074536|XP_037036598.1|BCOP
OG0002385	LOC6033033|XP_001843539.2|CQUI	LOC119080664|XP_037044985.1|BCOP
OG0002386	LOC6033077|XP_038120640.1|CQUI	LOC119084151|XP_037049893.1|BCOP
OG0002387	LOC6051016|XP_038115133.1|CQUI	LOC119084427|XP_037050299.1|BCOP
OG0002388	LOC6053486|XP_038122199.1|CQUI	LOC119066565|XP_037025007.1|BCOP, LOC119080347|XP_037044540.1|BCOP, LOC119078065|XP_037041397.1|BCOP
OG0002389	LOC6047438|XP_001864493.1|CQUI, LOC6034238|XP_038106278.1|CQUI	LOC119076759|XP_037039611.1|BCOP
OG0002390	LOC6049310|XP_001866082.2|CQUI	LOC119073788|XP_037035407.1|BCOP
OG0002391	LOC6039477|XP_038119173.1|CQUI	LOC119085224|XP_037051432.1|BCOP
OG0002392	LOC6044685|XP_038120275.1|CQUI	LOC119072765|XP_037033958.1|BCOP, LOC119075003|XP_037037300.1|BCOP
OG0002393	LOC6045689|XP_038119329.1|CQUI	LOC119074933|XP_037037218.1|BCOP
OG0002394	LOC6039388|XP_038121848.1|CQUI	LOC119068580|XP_037028158.1|BCOP
OG0002395	LOC6046522|XP_038121760.1|CQUI	LOC119078061|XP_037041390.1|BCOP
OG0002396	LOC6035019|XP_038119412.1|CQUI	LOC119080349|XP_037044542.1|BCOP
OG0002397	LOC6043888|XP_001861470.1|CQUI	LOC119076486|XP_037039166.1|BCOP
OG0002398	LOC6050951|XP_001867465.2|CQUI	LOC119072044|XP_037033063.1|BCOP
OG0002399	LOC119768868|XP_038116323.1|CQUI	LOC119071691|XP_037032574.1|BCOP
OG0002400	LOC6049235|XP_038120383.1|CQUI	LOC119071702|XP_037032585.1|BCOP
OG0002401	LOC6050680|XP_001867244.2|CQUI	LOC119079502|XP_037043345.1|BCOP
OG0002402	LOC6047584|XP_038116540.1|CQUI	LOC119076888|XP_037039787.1|BCOP
OG0002403	LOC6053670|XP_038118861.1|CQUI	LOC119074386|XP_037036399.1|BCOP, LOC119076884|XP_037039783.1|BCOP
OG0002404	LOC6044716|XP_038118794.1|CQUI	LOC119084374|XP_037050221.1|BCOP
OG0002405	LOC6042040|XP_038118600.1|CQUI	LOC119071729|XP_037032653.1|BCOP
OG0002406	LOC119768831|XP_038116131.1|CQUI	LOC119074007|XP_037035839.1|BCOP
OG0002407	LOC6039819|XP_038116523.1|CQUI	LOC119084019|XP_037049728.1|BCOP
OG0002408	LOC6039804|XP_038119512.1|CQUI	LOC119068865|XP_037028601.1|BCOP
OG0002410	LOC6054177|XP_038119593.1|CQUI	LOC119074783|XP_037036952.1|BCOP
OG0002411	LOC6032563|XP_001843139.1|CQUI	LOC119068782|XP_037028437.1|BCOP
OG0002412	LOC6032566|XP_038122161.1|CQUI	LOC119068166|XP_037027543.1|BCOP
