Orthogroup	CQUI.longest_only	DALB.longest_only
OG0002255	LOC6041121|XP_001850425.2|CQUI	LOC117578330|XP_034119684.1|DALB
OG0002256	LOC6053962|XP_038117648.1|CQUI	LOC117572229|XP_034110798.1|DALB
OG0002257	LOC6036306|XP_038120022.1|CQUI	LOC117566926|XP_034102437.1|DALB
OG0002260	LOC6051586|XP_001868005.2|CQUI	LOC117569472|XP_034106531.1|DALB
OG0002261	LOC6039430|XP_038119745.1|CQUI	LOC117572053|XP_034110520.1|DALB
OG0002263	LOC6037305|XP_001847231.1|CQUI	LOC117567500|XP_034103422.1|DALB
OG0002264	LOC6036281|XP_001846347.2|CQUI	LOC117567741|XP_034103817.1|DALB
OG0002265	LOC6054106|XP_001870076.2|CQUI	LOC117570064|XP_034107389.1|DALB
OG0002266	LOC6040111|XP_038114718.1|CQUI	LOC117567385|XP_034103225.1|DALB
OG0002267	LOC6041091|XP_001850398.2|CQUI	LOC117572625|XP_034111472.1|DALB
OG0002268	LOC6041087|XP_001850394.2|CQUI	LOC117569164|XP_034106118.1|DALB
OG0002269	LOC6044693|XP_038114553.1|CQUI	LOC117568191|XP_034104540.1|DALB
OG0002270	LOC6037148|XP_038117201.1|CQUI	LOC117568779|XP_034105508.1|DALB
OG0002271	LOC6036553|XP_038118891.1|CQUI	LOC117571935|XP_034110317.1|DALB
OG0002272	LOC6035611|XP_001845760.1|CQUI	LOC117570673|XP_034108361.1|DALB
OG0002273	LOC6033527|XP_038115340.1|CQUI	LOC117567734|XP_034103792.1|DALB
OG0002274	LOC6048902|XP_038116037.1|CQUI	LOC117572344|XP_034110984.1|DALB
OG0002275	LOC6038251|XP_038118213.1|CQUI	LOC117568671|XP_034105366.1|DALB
OG0002276	LOC6040614|XP_038116102.1|CQUI	LOC117568102|XP_034104376.1|DALB
OG0002277	LOC6035466|XP_038118942.1|CQUI	LOC117569903|XP_034107135.1|DALB
OG0002278	LOC6042858|XP_038117047.1|CQUI	LOC117571012|XP_034108861.1|DALB
OG0002279	LOC6054516|XP_001870416.2|CQUI	LOC117568215|XP_034104580.1|DALB
OG0002280	LOC6041979|XP_038116671.1|CQUI	LOC117569559|XP_034106669.1|DALB
OG0002281	LOC6041008|XP_001850323.2|CQUI	LOC117571132|XP_034109025.1|DALB
OG0002282	LOC119769211|XP_038117058.1|CQUI, LOC6031311|XP_001842128.2|CQUI	LOC117570053|XP_034107372.1|DALB
OG0002283	LOC6035584|XP_038117065.1|CQUI	LOC117566623|XP_034102055.1|DALB
OG0002284	LOC6035592|XP_001845743.1|CQUI	LOC117572663|XP_034111551.1|DALB
OG0002285	LOC6050360|XP_001866980.2|CQUI	LOC117565602|XP_034100698.1|DALB
OG0002286	LOC6047555|XP_038121299.1|CQUI	LOC117569292|XP_034106290.1|DALB
OG0002287	LOC6036821|XP_038115121.1|CQUI	LOC117568370|XP_034104861.1|DALB
OG0002288	LOC6036823|XP_038115902.1|CQUI	LOC117571934|XP_034110314.1|DALB
OG0002289	LOC6048142|XP_001865105.1|CQUI	LOC117572018|XP_034110455.1|DALB
OG0002290	LOC6032490|XP_001843080.1|CQUI	LOC117563899|XP_034098351.1|DALB
OG0002291	LOC6033513|XP_038118297.1|CQUI	LOC117568034|XP_034104266.1|DALB
OG0002292	LOC6033463|XP_038119085.1|CQUI	LOC117568426|XP_034104973.1|DALB
OG0002293	LOC119770382|XP_038121063.1|CQUI	LOC117567365|XP_034103199.1|DALB
OG0002294	LOC6053981|XP_001869971.2|CQUI	LOC117576826|XP_034117791.1|DALB
OG0002295	LOC6043755|XP_038110402.1|CQUI	LOC117564065|XP_034098580.1|DALB
OG0002296	LOC6053408|XP_038107636.1|CQUI	LOC117564436|XP_034099063.1|DALB
OG0002297	LOC6047771|XP_038111266.1|CQUI	LOC117576140|XP_034116596.1|DALB
OG0002298	LOC6048640|XP_001865531.1|CQUI	LOC117572736|XP_034111703.1|DALB
OG0002299	LOC6048634|XP_001865530.1|CQUI	LOC117568021|XP_034104240.1|DALB
OG0002300	LOC6041296|XP_038109865.1|CQUI	LOC117565370|XP_034100325.1|DALB
OG0002301	LOC6032442|XP_038109104.1|CQUI	LOC117577409|XP_034118210.1|DALB, LOC117577404|XP_034118209.1|DALB
OG0002302	LOC6032494|XP_038107401.1|CQUI	LOC117565913|XP_034101171.1|DALB
OG0002303	LOC119770001|XP_038119947.1|CQUI	LOC117577625|XP_034118382.1|DALB
OG0002304	LOC6034145|XP_038110271.1|CQUI	LOC117564835|XP_034099650.1|DALB
OG0002305	LOC6037882|XP_038108990.1|CQUI	LOC117568901|XP_034105695.1|DALB
OG0002306	LOC6048483|XP_038112798.1|CQUI	LOC117563439|XP_034097666.1|DALB
OG0002307	LOC6032953|XP_038114107.1|CQUI	LOC117563312|XP_034097458.1|DALB
OG0002308	LOC6054586|XP_038108430.1|CQUI	LOC117563953|XP_034098417.1|DALB
OG0002309	LOC6031325|XP_001842140.1|CQUI	LOC117564367|XP_034098975.1|DALB
OG0002310	LOC6031360|XP_038109101.1|CQUI	LOC117566006|XP_034101315.1|DALB
OG0002311	LOC6046331|XP_038108958.1|CQUI	LOC117564094|XP_034098621.1|DALB
OG0002312	LOC6046701|XP_038110846.1|CQUI	LOC117565106|XP_034099955.1|DALB
OG0002313	LOC6050065|XP_038111372.1|CQUI	LOC117572453|XP_034111175.1|DALB
OG0002314	LOC6050053|XP_001866720.2|CQUI	LOC117571462|XP_034109504.1|DALB
OG0002315	LOC6031936|XP_038109302.1|CQUI, LOC6031768|XP_038109420.1|CQUI	LOC117569779|XP_034106970.1|DALB
OG0002316	LOC6037125|XP_001847068.1|CQUI	LOC117565459|XP_034100452.1|DALB
OG0002317	LOC6050062|XP_038111373.1|CQUI	LOC117568375|XP_034104869.1|DALB
OG0002318	LOC6031952|XP_038108738.1|CQUI	LOC117564717|XP_034099491.1|DALB
OG0002320	LOC6031812|XP_001842519.2|CQUI	LOC117572517|XP_034111263.1|DALB
OG0002321	LOC6038275|XP_001848098.1|CQUI	LOC117566962|XP_034102503.1|DALB
OG0002322	LOC6044453|XP_038109073.1|CQUI	LOC117564691|XP_034099457.1|DALB
OG0002323	LOC6041510|XP_001850760.2|CQUI	LOC117577722|XP_034118517.1|DALB, LOC117564591|XP_034099328.1|DALB
OG0002324	LOC6043907|XP_001861490.1|CQUI	LOC117569300|XP_034106301.1|DALB
OG0002325	LOC6043898|XP_038113606.1|CQUI	LOC117568196|XP_034104552.1|DALB
OG0002326	LOC6043897|XP_038106830.1|CQUI	LOC117567536|XP_034103472.1|DALB
OG0002327	LOC6043899|XP_038108302.1|CQUI	LOC117574888|XP_034114812.1|DALB
OG0002328	LOC6036378|XP_001846433.2|CQUI	LOC117563393|XP_034097615.1|DALB
OG0002329	LOC6036369|XP_038110618.1|CQUI	LOC117565371|XP_034100326.1|DALB
OG0002330	LOC6031186|XP_038106119.1|CQUI	LOC117563504|XP_034097769.1|DALB
OG0002331	LOC6031208|XP_001842042.2|CQUI	LOC117578165|XP_034119334.1|DALB, LOC117568173|XP_034104496.1|DALB
OG0002332	LOC6042252|XP_001851390.2|CQUI	LOC117569910|XP_034107140.1|DALB
OG0002333	LOC6032002|XP_038113463.1|CQUI	LOC117566675|XP_034102113.1|DALB
OG0002334	LOC6037004|XP_001846968.2|CQUI	LOC117564891|XP_034099729.1|DALB
OG0002335	LOC6031823|XP_038109961.1|CQUI	LOC117569937|XP_034107185.1|DALB
OG0002336	LOC6033193|XP_038109781.1|CQUI	LOC117568195|XP_034104547.1|DALB
OG0002337	LOC6040014|XP_038106019.1|CQUI	LOC117571394|XP_034109404.1|DALB
OG0002338	LOC6040854|XP_038109267.1|CQUI	LOC117563788|XP_034098207.1|DALB
OG0002339	LOC6031261|XP_038109126.1|CQUI, LOC6036110|XP_001846158.2|CQUI	LOC117564071|XP_034098587.1|DALB
OG0002340	LOC6041523|XP_001850773.2|CQUI	LOC117565937|XP_034101214.1|DALB
OG0002341	LOC6040128|XP_001849587.2|CQUI	LOC117570129|XP_034107485.1|DALB
OG0002342	LOC6040132|XP_038114414.1|CQUI	LOC117563671|XP_034097985.1|DALB
OG0002343	LOC6036647|XP_038106750.1|CQUI	LOC117563923|XP_034098383.1|DALB
OG0002344	LOC6036655|XP_038114418.1|CQUI	LOC117564050|XP_034098554.1|DALB
OG0002345	LOC6033169|XP_038112404.1|CQUI	LOC117572522|XP_034111273.1|DALB
OG0002346	LOC6033282|XP_001843752.2|CQUI	LOC117563303|XP_034097437.1|DALB
OG0002347	LOC6048996|XP_001865830.2|CQUI	LOC117568528|XP_034105123.1|DALB
OG0002348	LOC6050418|XP_038113237.1|CQUI	LOC117566036|XP_034101376.1|DALB
OG0002349	LOC6044752|XP_038122121.1|CQUI, LOC6039494|XP_038105822.1|CQUI, LOC119766897|XP_038109217.1|CQUI	LOC117572525|XP_034111275.1|DALB
OG0002350	LOC6031634|XP_038119250.1|CQUI, LOC6033104|XP_001843599.2|CQUI	LOC117572521|XP_034111272.1|DALB
OG0002351	LOC6042105|XP_038114014.1|CQUI	LOC117570561|XP_034108182.1|DALB
OG0002352	LOC6042118|XP_038112064.1|CQUI	LOC117570301|XP_034107718.1|DALB
OG0002353	LOC6043228|XP_001857727.2|CQUI	LOC117565696|XP_034100823.1|DALB
OG0002354	LOC6033274|XP_038113892.1|CQUI	LOC117563381|XP_034097579.1|DALB
OG0002355	LOC6038937|XP_038108240.1|CQUI	LOC117565671|XP_034100794.1|DALB
OG0002356	LOC6044243|XP_038114335.1|CQUI	LOC117564149|XP_034098705.1|DALB
OG0002357	LOC6052967|XP_038113574.1|CQUI, LOC6052659|XP_038106613.1|CQUI, LOC6044241|XP_001861780.2|CQUI	LOC117574548|XP_034114310.1|DALB
OG0002358	LOC6031859|XP_038106717.1|CQUI	LOC117564880|XP_034099718.1|DALB
OG0002359	LOC6031881|XP_038111803.1|CQUI	LOC117571924|XP_034110302.1|DALB
OG0002360	LOC6036445|XP_001846496.2|CQUI	LOC117563723|XP_034098076.1|DALB
OG0002361	LOC119766965|XP_038109659.1|CQUI	LOC117572380|XP_034111040.1|DALB
OG0002362	LOC6054587|XP_038107867.1|CQUI	LOC117565565|XP_034100624.1|DALB
OG0002363	LOC6038008|XP_001847855.1|CQUI	LOC117563786|XP_034098204.1|DALB
OG0002364	LOC6038009|XP_038113072.1|CQUI	LOC117563783|XP_034098183.1|DALB
OG0002365	LOC6038010|XP_001847857.2|CQUI	LOC117563498|XP_034097757.1|DALB
OG0002366	LOC6036339|XP_038111196.1|CQUI	LOC117563616|XP_034097908.1|DALB, LOC117563609|XP_034097897.1|DALB
OG0002367	LOC6034393|XP_038109097.1|CQUI	LOC117564962|XP_034099808.1|DALB
OG0002368	LOC6039844|XP_038108567.1|CQUI	LOC117563216|XP_034097296.1|DALB, LOC117563976|XP_034098452.1|DALB
OG0002369	LOC6034866|XP_001845136.2|CQUI	LOC117577664|XP_034118445.1|DALB
OG0002370	LOC6042079|XP_038107575.1|CQUI	LOC117566101|XP_034101461.1|DALB
OG0002371	LOC6042074|XP_038107576.1|CQUI	LOC117566105|XP_034101467.1|DALB
OG0002372	LOC6033604|XP_038107033.1|CQUI	LOC117565496|XP_034100494.1|DALB
OG0002373	LOC6042945|XP_001870884.2|CQUI, LOC6053051|XP_001869210.1|CQUI	LOC117565252|XP_034100156.1|DALB
OG0002374	LOC6048336|XP_038110935.1|CQUI	LOC117575364|XP_034115418.1|DALB
OG0002375	LOC6037683|XP_038108247.1|CQUI	LOC117576535|XP_034117250.1|DALB, LOC117574759|XP_034114594.1|DALB
OG0002376	LOC6048804|XP_038122078.1|CQUI	LOC117564723|XP_034099496.1|DALB
OG0002377	LOC6040478|XP_001849864.2|CQUI	LOC117573671|XP_034112891.1|DALB
OG0002378	LOC6042670|XP_001853364.1|CQUI	LOC117568032|XP_034104263.1|DALB
OG0002379	LOC6039013|XP_001848695.2|CQUI	LOC117564621|XP_034099368.1|DALB
OG0002380	LOC6047575|XP_001864617.1|CQUI	LOC117563625|XP_034097926.1|DALB
OG0002381	LOC6032249|XP_001842887.1|CQUI	LOC117572440|XP_034111162.1|DALB
OG0002382	LOC6048718|XP_038115337.1|CQUI	LOC117564627|XP_034099374.1|DALB, LOC117578028|XP_034119019.1|DALB
OG0002383	LOC6054417|XP_038118937.1|CQUI	LOC117569053|XP_034105948.1|DALB
OG0002384	LOC6048302|XP_038116611.1|CQUI	LOC117564092|XP_034098624.1|DALB
OG0002386	LOC6033077|XP_038120640.1|CQUI	LOC117576190|XP_034116671.1|DALB
OG0002387	LOC6051016|XP_038115133.1|CQUI	LOC117573888|XP_034113267.1|DALB
OG0002388	LOC6053486|XP_038122199.1|CQUI	LOC117573540|XP_034112710.1|DALB
OG0002389	LOC6047438|XP_001864493.1|CQUI, LOC6034238|XP_038106278.1|CQUI	LOC117573907|XP_034113306.1|DALB
OG0002390	LOC6049310|XP_001866082.2|CQUI	LOC117565167|XP_034100044.1|DALB
OG0002391	LOC6039477|XP_038119173.1|CQUI	LOC117567556|XP_034103506.1|DALB
OG0002392	LOC6044685|XP_038120275.1|CQUI	LOC117567270|XP_034103024.1|DALB
OG0002393	LOC6045689|XP_038119329.1|CQUI	LOC117568511|XP_034105104.1|DALB
OG0002394	LOC6039388|XP_038121848.1|CQUI	LOC117574073|XP_034113594.1|DALB
OG0002395	LOC6046522|XP_038121760.1|CQUI	LOC117573859|XP_034113223.1|DALB
OG0002396	LOC6035019|XP_038119412.1|CQUI	LOC117567602|XP_034103580.1|DALB
OG0002397	LOC6043888|XP_001861470.1|CQUI	LOC117571826|XP_034110096.1|DALB
OG0002398	LOC6050951|XP_001867465.2|CQUI	LOC117577616|XP_034118358.1|DALB, LOC117563359|XP_034097539.1|DALB
OG0002399	LOC119768868|XP_038116323.1|CQUI	LOC117570510|XP_034108099.1|DALB
OG0002400	LOC6049235|XP_038120383.1|CQUI	LOC117571465|XP_034109508.1|DALB
OG0002401	LOC6050680|XP_001867244.2|CQUI	LOC117573180|XP_034112045.1|DALB
OG0002402	LOC6047584|XP_038116540.1|CQUI	LOC117575084|XP_034115072.1|DALB
OG0002403	LOC6053670|XP_038118861.1|CQUI	LOC117575893|XP_034116227.1|DALB
OG0002404	LOC6044716|XP_038118794.1|CQUI	LOC117575008|XP_034114976.1|DALB
OG0002405	LOC6042040|XP_038118600.1|CQUI	LOC117575433|XP_034115528.1|DALB
OG0002406	LOC119768831|XP_038116131.1|CQUI	LOC117567891|XP_034104054.1|DALB
OG0002408	LOC6039804|XP_038119512.1|CQUI	LOC117575865|XP_034116177.1|DALB
OG0002410	LOC6054177|XP_038119593.1|CQUI	LOC117574724|XP_034114543.1|DALB
OG0002411	LOC6032563|XP_001843139.1|CQUI	LOC117576388|XP_034116991.1|DALB
OG0002412	LOC6032566|XP_038122161.1|CQUI	LOC117573452|XP_034112565.1|DALB
OG0002413	LOC6048880|XP_001865726.1|CQUI	LOC117577581|XP_034118352.1|DALB
OG0002414	LOC6048854|XP_001865693.2|CQUI	LOC117569823|XP_034107038.1|DALB
OG0002415	LOC6047147|XP_038117524.1|CQUI	LOC117574320|XP_034114020.1|DALB
OG0002417	LOC6050407|XP_001867022.2|CQUI	LOC117572532|XP_034111289.1|DALB, LOC117565012|XP_034099848.1|DALB, LOC117565506|XP_034100528.1|DALB
OG0002418	LOC6046399|XP_038121391.1|CQUI	LOC117575948|XP_034116302.1|DALB
OG0002419	LOC6037577|XP_038116558.1|CQUI, LOC6050586|XP_001867168.2|CQUI	LOC117572654|XP_034111535.1|DALB
OG0002420	LOC6037564|XP_038119772.1|CQUI	LOC117570054|XP_034107373.1|DALB
OG0002421	LOC6048010|XP_001864984.2|CQUI	LOC117573302|XP_034112298.1|DALB, LOC117575080|XP_034115066.1|DALB
OG0002422	LOC6032747|XP_038118698.1|CQUI	LOC117574581|XP_034114356.1|DALB
OG0002423	LOC6033816|XP_038118435.1|CQUI	LOC117572565|XP_034111335.1|DALB
OG0002424	LOC6040845|XP_038118999.1|CQUI	LOC117573093|XP_034111888.1|DALB
OG0002425	LOC6053197|XP_038120572.1|CQUI, LOC6040839|XP_038122185.1|CQUI	LOC117563351|XP_034097532.1|DALB
OG0002426	LOC6033988|XP_038115446.1|CQUI	LOC117566389|XP_034101785.1|DALB
OG0002427	LOC6033992|XP_001844380.1|CQUI	LOC117573111|XP_034111925.1|DALB
OG0002428	LOC6034042|XP_038116028.1|CQUI	LOC117578291|XP_034119622.1|DALB
OG0002429	LOC6050578|XP_038121197.1|CQUI	LOC117572605|XP_034111433.1|DALB
OG0002430	LOC6039947|XP_001849442.1|CQUI	LOC117570263|XP_034107667.1|DALB
OG0002431	LOC6046184|XP_001863416.2|CQUI	LOC117568956|XP_034105806.1|DALB
OG0002432	LOC6045833|XP_038112946.1|CQUI	LOC117577048|XP_034118075.1|DALB
OG0002434	LOC6033790|XP_001844192.2|CQUI	LOC117573185|XP_034112060.1|DALB
OG0002435	LOC6046932|XP_038109485.1|CQUI	LOC117567219|XP_034102942.1|DALB
OG0002436	LOC6054064|XP_001870042.2|CQUI, LOC119767530|XP_038112259.1|CQUI	LOC117567268|XP_034103021.1|DALB
OG0002437	LOC6051233|XP_038109096.1|CQUI	LOC117572707|XP_034111656.1|DALB
OG0002438	LOC6043548|XP_038110094.1|CQUI, LOC6032484|XP_038116010.1|CQUI	LOC117567429|XP_034103322.1|DALB
OG0002440	LOC6048677|XP_001865561.2|CQUI	LOC117567784|XP_034103888.1|DALB
OG0002441	LOC6032364|XP_038107613.1|CQUI	LOC117572749|XP_034111716.1|DALB
OG0002442	LOC6038122|XP_038111278.1|CQUI	LOC117572142|XP_034110673.1|DALB
OG0002443	LOC6053099|XP_038108249.1|CQUI	LOC117571279|XP_034109233.1|DALB
OG0002444	LOC6052487|XP_038106064.1|CQUI	LOC117572127|XP_034110646.1|DALB
OG0002445	LOC6038541|XP_001848328.1|CQUI	LOC117566988|XP_034102545.1|DALB, LOC117566989|XP_034102548.1|DALB
OG0002446	LOC6033408|XP_001843861.2|CQUI	LOC117567141|XP_034102846.1|DALB
OG0002447	LOC6052098|XP_038111823.1|CQUI	LOC117570543|XP_034108150.1|DALB
OG0002448	LOC6051563|XP_001867979.2|CQUI	LOC117566991|XP_034102550.1|DALB
OG0002449	LOC6053515|XP_001869584.1|CQUI	LOC117566405|XP_034101809.1|DALB
OG0002450	LOC6043656|XP_038114104.1|CQUI	LOC117576498|XP_034117168.1|DALB
OG0002451	LOC6043669|XP_038109669.1|CQUI	LOC117568797|XP_034105549.1|DALB
OG0002452	LOC6050180|XP_038110120.1|CQUI	LOC117568625|XP_034105305.1|DALB
OG0002453	LOC6038085|XP_038109782.1|CQUI	LOC117568621|XP_034105298.1|DALB
OG0002454	LOC6047683|XP_038108688.1|CQUI	LOC117570027|XP_034107338.1|DALB
OG0002455	LOC6047681|XP_001864711.2|CQUI	LOC117570024|XP_034107335.1|DALB
OG0002456	LOC6036749|XP_038106369.1|CQUI	LOC117568051|XP_034104288.1|DALB
OG0002457	LOC6037973|XP_038109981.1|CQUI	LOC117566874|XP_034102370.1|DALB
OG0002459	LOC6040278|XP_038110319.1|CQUI	LOC117571949|XP_034110336.1|DALB
OG0002460	LOC6046545|XP_038107177.1|CQUI	LOC117570662|XP_034108340.1|DALB
OG0002461	LOC6037728|XP_001847609.2|CQUI	LOC117570255|XP_034107659.1|DALB
OG0002462	LOC6036728|XP_038106021.1|CQUI	LOC117567707|XP_034103734.1|DALB
OG0002463	LOC6035951|XP_038107997.1|CQUI	LOC117571446|XP_034109482.1|DALB
OG0002464	LOC6035936|XP_038113029.1|CQUI	LOC117572145|XP_034110676.1|DALB
OG0002465	LOC6035937|XP_038107822.1|CQUI	LOC117571673|XP_034109804.1|DALB
OG0002466	LOC6035693|XP_038106107.1|CQUI	LOC117573144|XP_034111974.1|DALB
OG0002467	LOC6045031|XP_038113008.1|CQUI	LOC117570649|XP_034108310.1|DALB
OG0002468	LOC6040091|XP_038107963.1|CQUI	LOC117570663|XP_034108341.1|DALB
OG0002469	LOC6036071|XP_038108768.1|CQUI	LOC117576818|XP_034117779.1|DALB
OG0002470	LOC6036080|XP_001846173.1|CQUI	LOC117569671|XP_034106809.1|DALB
OG0002471	LOC6040384|XP_038107221.1|CQUI	LOC117566403|XP_034101807.1|DALB
OG0002472	LOC6042946|XP_038108067.1|CQUI	LOC117569416|XP_034106446.1|DALB
OG0002473	LOC6042941|XP_001870880.2|CQUI	LOC117567223|XP_034102946.1|DALB
OG0002474	LOC6049842|XP_038108015.1|CQUI	LOC117569483|XP_034106547.1|DALB
OG0002475	LOC6038339|XP_001848154.1|CQUI	LOC117575184|XP_034115185.1|DALB
OG0002476	LOC6040191|XP_001849641.1|CQUI	LOC117570890|XP_034108678.1|DALB
OG0002477	LOC6043951|XP_038110645.1|CQUI	LOC117567612|XP_034103592.1|DALB
OG0002478	LOC6043127|XP_001855949.2|CQUI	LOC117571463|XP_034109505.1|DALB
OG0002479	LOC6046503|XP_001863689.2|CQUI	LOC117570727|XP_034108440.1|DALB
OG0002480	LOC6036095|XP_038111231.1|CQUI	LOC117572042|XP_034110497.1|DALB
OG0002481	LOC6037433|XP_001847344.2|CQUI	LOC117564139|XP_034098693.1|DALB
OG0002482	LOC6054086|XP_001870060.2|CQUI	LOC117566700|XP_034102137.1|DALB
OG0002483	LOC6043110|XP_001855883.2|CQUI	LOC117569221|XP_034106189.1|DALB
OG0002484	LOC6043115|XP_001855904.1|CQUI	LOC117571746|XP_034109984.1|DALB
OG0002485	LOC6051768|XP_001868152.2|CQUI	LOC117567433|XP_034103330.1|DALB
OG0002486	LOC6050978|XP_001867487.1|CQUI	LOC117570192|XP_034107568.1|DALB
OG0002487	LOC6052913|XP_038108954.1|CQUI	LOC117565663|XP_034100779.1|DALB
OG0002488	LOC6053873|XP_038111830.1|CQUI	LOC117567940|XP_034104125.1|DALB
OG0002489	LOC6037239|XP_038114170.1|CQUI	LOC117572485|XP_034111226.1|DALB
OG0002490	LOC6037217|XP_038112765.1|CQUI	LOC117567616|XP_034103596.1|DALB
OG0002491	LOC6040530|XP_001849914.2|CQUI	LOC117567502|XP_034103424.1|DALB, LOC117568746|XP_034105461.1|DALB
OG0002492	LOC6040552|XP_001849934.2|CQUI	LOC117570422|XP_034107946.1|DALB
OG0002493	LOC6040556|XP_038111560.1|CQUI	LOC117568796|XP_034105548.1|DALB
OG0002494	LOC6045149|XP_038118792.1|CQUI	LOC117575001|XP_034114967.1|DALB
OG0002495	LOC6036631|XP_038111990.1|CQUI	LOC117567939|XP_034104121.1|DALB
OG0002508	LOC6035088|XP_038122670.1|CQUI	LOC117565880|XP_034101115.1|DALB
OG0002509	LOC119765394|XP_038105104.1|CQUI, LOC119770056|XP_038120124.1|CQUI	LOC117570436|XP_034107984.1|DALB
OG0002510	LOC6038187|XP_001848017.1|CQUI	LOC117577919|XP_034118807.1|DALB
OG0002511	LOC6044330|XP_038110665.1|CQUI	LOC117575857|XP_034116168.1|DALB
OG0002512	LOC6038318|XP_038117657.1|CQUI	LOC117573148|XP_034111979.1|DALB
OG0002513	LOC6038305|XP_001848124.2|CQUI	LOC117576603|XP_034117390.1|DALB
OG0002514	LOC6044319|XP_001861845.1|CQUI	LOC117567043|XP_034102645.1|DALB
OG0002516	LOC6042706|XP_038116833.1|CQUI	LOC117576359|XP_034116940.1|DALB
OG0002517	LOC6053207|XP_038116640.1|CQUI, LOC6053206|XP_038121940.1|CQUI, LOC119770678|XP_038121928.1|CQUI	LOC117578080|XP_034119122.1|DALB
OG0002518	LOC6040416|XP_038105923.1|CQUI	LOC117573461|XP_034112574.1|DALB
OG0002519	LOC119765096|XP_038104153.1|CQUI	LOC117572224|XP_034110793.1|DALB
OG0002520	LOC119765152|XP_038104337.1|CQUI	LOC117566135|XP_034101512.1|DALB
OG0002521	LOC6045823|XP_038115345.1|CQUI	LOC117577394|XP_034118195.1|DALB
OG0002522	LOC6041768|XP_001850986.2|CQUI	LOC117575840|XP_034116140.1|DALB
OG0002523	LOC6040429|XP_038121903.1|CQUI	LOC117574742|XP_034114569.1|DALB
OG0002524	LOC6043383|XP_038116054.1|CQUI	LOC117563974|XP_034098454.1|DALB
OG0002525	LOC6041756|XP_038104229.1|CQUI	LOC117572360|XP_034111014.1|DALB
OG0002526	LOC6041757|XP_001850972.2|CQUI	LOC117574593|XP_034114368.1|DALB
OG0002528	LOC6053284|XP_038111580.1|CQUI	LOC117568720|XP_034105466.1|DALB
OG0002529	LOC6049217|XP_001866017.1|CQUI	LOC117574093|XP_034113619.1|DALB
OG0002530	LOC6049213|XP_001866014.1|CQUI	LOC117564625|XP_034099373.1|DALB
OG0002531	LOC6048445|XP_038113332.1|CQUI	LOC117565082|XP_034099923.1|DALB
OG0002532	LOC6040445|XP_038111080.1|CQUI	LOC117573161|XP_034112014.1|DALB
OG0002533	LOC6035125|XP_038116394.1|CQUI	LOC117568353|XP_034104846.1|DALB
OG0002534	LOC6035133|XP_001845368.2|CQUI	LOC117572610|XP_034111451.1|DALB
OG0002535	LOC6049268|XP_038105706.1|CQUI, LOC6049269|XP_038105686.1|CQUI	LOC117571592|XP_034109699.1|DALB
OG0002536	LOC6050127|XP_001866784.1|CQUI	LOC117575338|XP_034115387.1|DALB
OG0002537	LOC6050067|XP_001866735.2|CQUI	LOC117566711|XP_034102147.1|DALB
OG0002539	LOC6049760|XP_038105192.1|CQUI	LOC117568084|XP_034104352.1|DALB
OG0002540	LOC6044376|XP_038104046.1|CQUI	LOC117574629|XP_034114409.1|DALB
OG0002541	LOC6051486|XP_001867921.2|CQUI	LOC117578295|XP_034119627.1|DALB
OG0002542	LOC6050195|XP_001866841.2|CQUI	LOC117578222|XP_034119490.1|DALB
OG0002543	LOC6053285|XP_001869398.2|CQUI	LOC117566615|XP_034102084.1|DALB
OG0002544	LOC6054124|XP_001870091.2|CQUI	LOC117575525|XP_034115662.1|DALB
OG0002545	LOC6048459|XP_038122651.1|CQUI	LOC117574702|XP_034114509.1|DALB
OG0002547	LOC119771193|XP_038122754.1|CQUI	LOC117578235|XP_034119529.1|DALB
OG0002548	LOC119765155|XP_038104372.1|CQUI	LOC117575867|XP_034116185.1|DALB
OG0002549	LOC119765154|XP_038104350.1|CQUI	LOC117569259|XP_034106233.1|DALB
OG0002550	LOC6049174|XP_038105810.1|CQUI	LOC117577941|XP_034118850.1|DALB
OG0002551	LOC6037404|XP_001847321.2|CQUI, LOC6038454|XP_038105325.1|CQUI	LOC117576378|XP_034116967.1|DALB
OG0002552	LOC6038452|XP_001848249.2|CQUI	LOC117564253|XP_034098848.1|DALB
OG0002553	LOC6045347|XP_038122761.1|CQUI	LOC117575246|XP_034115273.1|DALB
OG0002554	LOC6035101|XP_001845337.1|CQUI	LOC117570135|XP_034107530.1|DALB
OG0002555	LOC6035102|XP_001845338.2|CQUI	LOC117577942|XP_034118849.1|DALB
OG0002556	LOC6044430|XP_038122718.1|CQUI	LOC117564391|XP_034099003.1|DALB
OG0002557	LOC6052596|XP_001868839.1|CQUI	LOC117577789|XP_034118609.1|DALB
OG0002558	LOC6049816|XP_001866517.1|CQUI	LOC117575173|XP_034115175.1|DALB
OG0002559	LOC6044997|XP_038122831.1|CQUI	LOC117569560|XP_034106670.1|DALB
OG0002560	LOC6045244|XP_038122871.1|CQUI	LOC117575326|XP_034115372.1|DALB
OG0002561	LOC6052529|XP_001868783.1|CQUI	LOC117573634|XP_034112833.1|DALB
OG0002563	LOC6039045|XP_001848723.2|CQUI	LOC117569417|XP_034106454.1|DALB
OG0002564	LOC119771222|XP_038122902.1|CQUI	LOC117575913|XP_034116258.1|DALB
OG0002565	LOC119771165|XP_038122575.1|CQUI	LOC117573700|XP_034112956.1|DALB
