Orthogroup	CQUI.longest_only	DNOV.longest_only
OG0000757	LOC6046554|XP_038118070.1|CQUI	LOC115760002|XP_030557020.1|DNOV, LOC115766959|XP_030566907.1|DNOV
OG0000758	LOC6040607|XP_038119298.1|CQUI	LOC115762699|XP_030560883.1|DNOV, LOC115762607|XP_030560763.1|DNOV
OG0000761	LOC6033760|XP_038107373.1|CQUI	LOC115763290|XP_030561638.1|DNOV, LOC115763289|XP_030561634.1|DNOV
OG0000762	LOC6037908|XP_001847768.1|CQUI	LOC115758576|XP_030555153.1|DNOV, LOC115758625|XP_030555219.1|DNOV
OG0000764	LOC6039471|XP_038122347.1|CQUI	LOC115766828|XP_030566724.1|DNOV
OG0000765	LOC6049633|XP_038120394.1|CQUI	LOC115765810|XP_030565392.1|DNOV, LOC115764248|XP_030563026.1|DNOV
OG0000766	LOC6046669|XP_001863836.1|CQUI	LOC115763247|XP_030561585.1|DNOV, LOC115765161|XP_030564431.1|DNOV
OG0000767	LOC6033818|XP_001844213.2|CQUI	LOC115759491|XP_030556289.1|DNOV, LOC115771502|XP_030573088.1|DNOV
OG0000768	LOC6037757|XP_038118780.1|CQUI	LOC115770428|XP_030571556.1|DNOV
OG0000769	LOC6036915|XP_001846890.2|CQUI	LOC115761515|XP_030559144.1|DNOV, LOC115765262|XP_030564601.1|DNOV
OG0000770	LOC119766679|XP_038107821.1|CQUI, LOC6032313|XP_001842945.1|CQUI	LOC115760772|XP_030558120.1|DNOV
OG0000771	LOC6037662|XP_038113592.1|CQUI	LOC115767118|XP_030567133.1|DNOV
OG0000778	LOC6038198|XP_038117770.1|CQUI	LOC115761486|XP_030559113.1|DNOV, LOC115760371|XP_030557524.1|DNOV
OG0000779	LOC6051382|XP_038104144.1|CQUI, LOC6051383|XP_038115271.1|CQUI, LOC6041720|XP_038104033.1|CQUI, LOC6044161|XP_001861710.2|CQUI, LOC6044291|XP_038121588.1|CQUI	LOC115765327|XP_030564688.1|DNOV
OG0000780	LOC6044209|XP_038104803.1|CQUI, LOC6044211|XP_038104434.1|CQUI, LOC6044213|XP_038122683.1|CQUI	LOC115761471|XP_030559101.1|DNOV
OG0000781	LOC6037941|XP_038110485.1|CQUI	LOC115768601|XP_030569112.1|DNOV, LOC115770411|XP_030571532.1|DNOV
OG0000782	LOC6034796|XP_038114655.1|CQUI	LOC115770378|XP_030571487.1|DNOV, LOC115768800|XP_030569356.1|DNOV
OG0000783	LOC6034787|XP_001845060.1|CQUI	LOC115757668|XP_030553846.1|DNOV, LOC115768769|XP_030569319.1|DNOV
OG0000784	LOC6052698|XP_038104428.1|CQUI	LOC115771010|XP_030572376.1|DNOV, LOC115767011|XP_030566993.1|DNOV
OG0000785	LOC6046529|XP_001863710.2|CQUI, LOC6046527|XP_001863709.2|CQUI	LOC115764812|XP_030563918.1|DNOV
OG0000786	LOC6037507|XP_038107901.1|CQUI	LOC115769035|XP_030569602.1|DNOV, LOC115761690|XP_030559416.1|DNOV
OG0000787	LOC6035614|XP_001845763.1|CQUI	LOC115769980|XP_030570901.1|DNOV
OG0000788	LOC6045925|XP_001863200.1|CQUI	LOC115771250|XP_030572710.1|DNOV
OG0000789	LOC6047537|XP_001864587.2|CQUI	LOC115759306|XP_030556071.1|DNOV, LOC115759311|XP_030556081.1|DNOV
OG0000790	LOC119767740|XP_038113035.1|CQUI	LOC115765455|XP_030564879.1|DNOV
OG0000791	LOC6036471|XP_001846521.1|CQUI	LOC115764900|XP_030564051.1|DNOV
OG0000792	LOC119767396|XP_038111828.1|CQUI, LOC6046623|XP_001863795.2|CQUI	LOC115758943|XP_030555602.1|DNOV
OG0000793	LOC6046063|XP_001863318.1|CQUI	LOC115763802|XP_030562406.1|DNOV, LOC115763806|XP_030562409.1|DNOV, LOC115763805|XP_030562408.1|DNOV
OG0000794	LOC6050901|XP_001867420.2|CQUI, LOC6050899|XP_001867422.2|CQUI	LOC115768823|XP_030569380.1|DNOV
OG0000795	LOC6034049|XP_001844428.2|CQUI	LOC115768361|XP_030568789.1|DNOV, LOC115767914|XP_030568144.1|DNOV
OG0000796	LOC6036713|XP_001846717.2|CQUI	LOC115759457|XP_030556249.1|DNOV, LOC115768315|XP_030568724.1|DNOV
OG0000797	LOC6037066|XP_001847023.1|CQUI, LOC6046197|XP_001863428.1|CQUI	LOC115761700|XP_030559433.1|DNOV
OG0000798	LOC6052446|XP_038107346.1|CQUI	LOC115764575|XP_030563573.1|DNOV
OG0000799	LOC6054174|XP_038108545.1|CQUI	LOC115766475|XP_030566280.1|DNOV
OG0000801	LOC6046949|XP_001864068.1|CQUI	LOC115766552|XP_030566388.1|DNOV, LOC115766537|XP_030566365.1|DNOV
OG0000802	LOC6040365|XP_001849765.2|CQUI, LOC6051527|XP_038106125.1|CQUI, LOC6040366|XP_038110323.1|CQUI	LOC115767572|XP_030567718.1|DNOV
OG0000803	LOC6036009|XP_001846113.1|CQUI	LOC115760118|XP_030557173.1|DNOV, LOC115770208|XP_030571262.1|DNOV
OG0000811	LOC6032795|XP_001843334.2|CQUI	LOC115772069|XP_030573880.1|DNOV, LOC115762513|XP_030560618.1|DNOV
OG0000812	LOC6031005|XP_038117373.1|CQUI	LOC115766315|XP_030566058.1|DNOV
OG0000813	LOC6036541|XP_001846586.2|CQUI	LOC115765946|XP_030565552.1|DNOV
OG0000814	LOC6042898|XP_038118763.1|CQUI	LOC115760150|XP_030557221.1|DNOV
OG0000815	LOC6031268|XP_038112299.1|CQUI, LOC6031267|XP_001842093.2|CQUI, LOC119766437|XP_038106914.1|CQUI, LOC6031271|XP_038111478.1|CQUI, LOC6031270|XP_038110981.1|CQUI	LOC115765914|XP_030565520.1|DNOV
OG0000816	LOC6036458|XP_001846508.1|CQUI	LOC115768189|XP_030568559.1|DNOV, LOC115761327|XP_030558920.1|DNOV
OG0000817	LOC6041737|XP_001850957.1|CQUI	LOC115770564|XP_030571736.1|DNOV, LOC115762540|XP_030560674.1|DNOV, LOC115770567|XP_030571740.1|DNOV
OG0000819	LOC6051147|XP_038117088.1|CQUI	LOC115766883|XP_030566813.1|DNOV, LOC115766885|XP_030566816.1|DNOV
OG0000820	LOC6038086|XP_038108938.1|CQUI	LOC115760401|XP_030557564.1|DNOV
OG0000821	LOC6036623|XP_001846651.2|CQUI	LOC115761388|XP_030559000.1|DNOV, LOC115757990|XP_030554343.1|DNOV
OG0000822	LOC6036736|XP_001846735.2|CQUI	LOC115763575|XP_030562053.1|DNOV
OG0000830	LOC6040678|XP_001850034.1|CQUI, LOC6040677|XP_001850032.1|CQUI, LOC6040679|XP_001850033.2|CQUI	LOC115768221|XP_030568606.1|DNOV
OG0000831	LOC6032985|XP_038104688.1|CQUI, LOC6032982|XP_001843494.2|CQUI, LOC6039734|XP_001849286.2|CQUI	LOC115757845|XP_030554139.1|DNOV
OG0000832	LOC6038039|XP_001847884.1|CQUI	LOC115760755|XP_030558093.1|DNOV, LOC115758705|XP_030555313.1|DNOV
OG0000833	LOC119770850|XP_038122366.1|CQUI, LOC6043801|XP_038117043.1|CQUI	LOC115771385|XP_030572930.1|DNOV
OG0000834	LOC6049792|XP_001866498.2|CQUI	LOC115765002|XP_030564208.1|DNOV, LOC115764991|XP_030564187.1|DNOV
OG0000836	LOC6033191|XP_038110903.1|CQUI	LOC115759923|XP_030556919.1|DNOV
OG0000837	LOC6046885|XP_038117989.1|CQUI	LOC115765308|XP_030564663.1|DNOV
OG0000838	LOC6039707|XP_001849263.2|CQUI	LOC115759831|XP_030556783.1|DNOV, LOC115760019|XP_030557041.1|DNOV
OG0000839	LOC6032544|XP_001843124.2|CQUI	LOC115763825|XP_030562438.1|DNOV, LOC115762547|XP_030560680.1|DNOV, LOC115770700|XP_030571954.1|DNOV
OG0000840	LOC6033814|XP_001844211.2|CQUI	LOC115768402|XP_030568839.1|DNOV, LOC115768813|XP_030569370.1|DNOV
OG0000841	LOC6043584|XP_038118851.1|CQUI	LOC115772107|XP_030573932.1|DNOV
OG0000842	LOC6052627|XP_038111165.1|CQUI	LOC115772086|XP_030573904.1|DNOV
OG0000843	LOC6052901|XP_001869081.2|CQUI	LOC115761035|XP_030558512.1|DNOV
OG0000844	LOC6040955|XP_038108140.1|CQUI	LOC115759435|XP_030556210.1|DNOV
OG0000845	LOC119769629|XP_038118744.1|CQUI, LOC6040642|XP_001850007.2|CQUI	LOC115766887|XP_030566818.1|DNOV
OG0000854	LOC6041770|XP_001850988.2|CQUI	LOC115768795|XP_030569351.1|DNOV, LOC115768796|XP_030569352.1|DNOV
OG0000855	LOC6040439|XP_038111121.1|CQUI	LOC115768902|XP_030569479.1|DNOV
OG0000856	LOC6042751|XP_038104746.1|CQUI	LOC115771525|XP_030573120.1|DNOV
OG0000857	LOC6045738|XP_038104079.1|CQUI, LOC6045740|XP_001863047.2|CQUI, LOC6048852|XP_001865699.1|CQUI, LOC6052371|XP_001868657.2|CQUI	LOC115766317|XP_030566066.1|DNOV
OG0000858	LOC6033717|XP_001844137.2|CQUI	LOC115761304|XP_030558891.1|DNOV
OG0000859	LOC119765521|XP_038105467.1|CQUI, LOC119765384|XP_038105067.1|CQUI, LOC119765065|XP_038104100.1|CQUI, LOC119766716|XP_038108053.1|CQUI, LOC119769570|XP_038118438.1|CQUI, LOC119766268|XP_038106640.1|CQUI, LOC119765907|XP_038106036.1|CQUI, LOC119768859|XP_038116270.1|CQUI, LOC119770579|XP_038121674.1|CQUI, LOC119771094|XP_038122407.1|CQUI, LOC119766104|XP_038106426.1|CQUI, LOC119769376|XP_038117355.1|CQUI, LOC119769342|XP_038117299.1|CQUI, LOC119769375|XP_038117354.1|CQUI	LOC115766791|XP_030566670.1|DNOV, LOC115760483|XP_030557683.1|DNOV
OG0000860	LOC6032867|XP_038115886.1|CQUI	LOC115762781|XP_030560992.1|DNOV
OG0000861	LOC6037309|XP_001847235.1|CQUI	LOC115760922|XP_030558357.1|DNOV, LOC115762298|XP_030560324.1|DNOV
OG0000862	LOC6043976|XP_001861556.2|CQUI	LOC115761000|XP_030558470.1|DNOV
OG0000863	LOC6044024|XP_038115592.1|CQUI	LOC115771950|XP_030573713.1|DNOV, LOC115770693|XP_030571945.1|DNOV, LOC115764544|XP_030563518.1|DNOV
OG0000864	LOC6041419|XP_038113943.1|CQUI	LOC115769205|XP_030569772.1|DNOV, LOC115767328|XP_030567431.1|DNOV
OG0000865	LOC6032934|XP_038112958.1|CQUI	LOC115761578|XP_030559226.1|DNOV
OG0000866	LOC6041493|XP_038110702.1|CQUI	LOC115758781|XP_030555412.1|DNOV
OG0000867	LOC6050061|XP_001866728.2|CQUI	LOC115759116|XP_030555818.1|DNOV, LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV
OG0000868	LOC6037576|XP_001847472.2|CQUI, LOC6038283|XP_038112513.1|CQUI	LOC115768195|XP_030568566.1|DNOV
OG0000869	LOC119767364|XP_038111763.1|CQUI	LOC115761611|XP_030559272.1|DNOV, LOC115761660|XP_030559361.1|DNOV, LOC115761650|XP_030559349.1|DNOV, LOC115761703|XP_030559434.1|DNOV, LOC115761728|XP_030559468.1|DNOV, LOC115761661|XP_030559362.1|DNOV
OG0000871	LOC6038540|XP_001848327.2|CQUI, LOC6038577|XP_038106280.1|CQUI, LOC6038538|XP_001848325.2|CQUI	LOC115757820|XP_030554104.1|DNOV
OG0000872	LOC6038131|XP_001847929.1|CQUI	LOC115766309|XP_030566052.1|DNOV, LOC115761701|XP_030559437.1|DNOV
OG0000873	LOC6047243|XP_001864326.2|CQUI, LOC6038744|XP_038111904.1|CQUI, LOC6036763|XP_038106219.1|CQUI	LOC115771552|XP_030573157.1|DNOV
OG0000874	LOC6037196|XP_038109655.1|CQUI	LOC115764308|XP_030563106.1|DNOV, LOC115766620|XP_030566470.1|DNOV
OG0000875	LOC6040537|XP_038110191.1|CQUI	LOC115765678|XP_030565197.1|DNOV, LOC115770149|XP_030571162.1|DNOV
OG0000882	LOC6051045|XP_038104452.1|CQUI	LOC115767212|XP_030567266.1|DNOV
OG0000885	LOC6048168|XP_001865124.1|CQUI, LOC6048169|XP_001865125.1|CQUI, LOC6048170|XP_001865126.1|CQUI	LOC115771781|XP_030573501.1|DNOV
OG0000887	LOC6052421|XP_038120936.1|CQUI, LOC6052420|XP_038121806.1|CQUI, LOC6039002|XP_001848684.2|CQUI	LOC115768208|XP_030568581.1|DNOV
OG0000888	LOC6036591|XP_038115396.1|CQUI, LOC6036581|XP_038118642.1|CQUI	LOC115768071|XP_030568386.1|DNOV, LOC115770707|XP_030571964.1|DNOV
OG0000889	LOC6033544|XP_001843978.2|CQUI	LOC115770289|XP_030571384.1|DNOV
OG0000890	LOC6043796|XP_001861395.2|CQUI	LOC115762706|XP_030560894.1|DNOV
OG0000891	LOC6041067|XP_038111593.1|CQUI	LOC115759711|XP_030556571.1|DNOV
OG0000892	LOC6041555|XP_001850801.2|CQUI	LOC115770507|XP_030571666.1|DNOV
OG0000893	LOC6034999|XP_001845244.2|CQUI, LOC6034994|XP_038116648.1|CQUI, LOC6034998|XP_038115749.1|CQUI, LOC6034997|XP_038115753.1|CQUI, LOC6034995|XP_001845241.2|CQUI, LOC119768921|XP_038116647.1|CQUI, LOC119768764|XP_038115747.1|CQUI, LOC119768763|XP_038115744.1|CQUI, LOC119768765|XP_038115748.1|CQUI	LOC115761506|XP_030559134.1|DNOV
OG0000894	LOC6043434|XP_001859054.2|CQUI	LOC115763763|XP_030562337.1|DNOV, LOC115759580|XP_030556408.1|DNOV
OG0000895	LOC6050900|XP_001867421.2|CQUI	LOC115761432|XP_030559062.1|DNOV, LOC115761425|XP_030559049.1|DNOV, LOC115766562|XP_030566434.1|DNOV
OG0000896	LOC6048670|XP_038107984.1|CQUI	LOC115766476|XP_030566283.1|DNOV
OG0000907	LOC6052354|XP_001868642.2|CQUI	LOC115761045|XP_030558522.1|DNOV
OG0000909	LOC6039203|XP_038105481.1|CQUI	LOC115764668|XP_030563716.1|DNOV
OG0000910	LOC6034092|XP_038116190.1|CQUI	LOC115768798|XP_030569354.1|DNOV, LOC115764894|XP_030564042.1|DNOV
OG0000911	LOC6033485|XP_001843927.2|CQUI	LOC115761073|XP_030558552.1|DNOV
OG0000912	LOC6033531|XP_001843968.1|CQUI, LOC6033530|XP_001843967.1|CQUI	LOC115769805|XP_030570633.1|DNOV
OG0000914	LOC6032957|XP_001843473.2|CQUI, LOC6032960|XP_001843476.1|CQUI, LOC6032959|XP_001843475.1|CQUI, LOC6042107|XP_001851258.1|CQUI	LOC115761058|XP_030558533.1|DNOV
OG0000915	LOC6049126|XP_038107760.1|CQUI	LOC115760600|XP_030557939.1|DNOV
OG0000916	LOC6044540|XP_038107414.1|CQUI, LOC6044537|XP_038109271.1|CQUI	LOC115759735|XP_030556616.1|DNOV
OG0000917	LOC6036130|XP_038112959.1|CQUI	LOC115768651|XP_030569187.1|DNOV, LOC115758376|XP_030554838.1|DNOV
OG0000918	LOC6053853|XP_038107451.1|CQUI	LOC115763612|XP_030562099.1|DNOV
OG0000920	LOC6037854|XP_038106185.1|CQUI, LOC119766065|XP_038106368.1|CQUI, LOC6037857|XP_001847730.2|CQUI, LOC6037858|XP_038106186.1|CQUI, LOC119765965|XP_038106190.1|CQUI, LOC119765963|XP_038106188.1|CQUI, LOC119765964|XP_038106189.1|CQUI, LOC6039737|XP_001849288.1|CQUI	LOC115771319|XP_030572843.1|DNOV
OG0000921	LOC119770129|XP_038120407.1|CQUI, LOC6032513|XP_038120403.1|CQUI	LOC115768470|XP_030568903.1|DNOV
OG0000922	LOC6035826|XP_001845946.2|CQUI	LOC115762555|XP_030560691.1|DNOV
OG0000923	LOC6039960|XP_001849453.1|CQUI	LOC115763642|XP_030562137.1|DNOV
OG0000924	LOC6052729|XP_038108922.1|CQUI	LOC115767794|XP_030567985.1|DNOV
OG0000925	LOC6037245|XP_038114185.1|CQUI, LOC6037244|XP_001847173.1|CQUI	LOC115771831|XP_030573571.1|DNOV, LOC115771841|XP_030573583.1|DNOV
OG0000935	LOC6041293|XP_038115420.1|CQUI	LOC115757716|XP_030553938.1|DNOV
OG0000936	LOC6044999|XP_001862423.1|CQUI	LOC115765169|XP_030564449.1|DNOV
OG0000937	LOC6047549|XP_038122304.1|CQUI, LOC6038645|XP_038109622.1|CQUI	LOC115772064|XP_030573870.1|DNOV
OG0000938	LOC6041884|XP_001851080.1|CQUI	LOC115767738|XP_030567910.1|DNOV
OG0000939	LOC6044428|XP_001861946.1|CQUI	LOC115758914|XP_030555571.1|DNOV
OG0000941	LOC6049171|XP_001865978.1|CQUI	LOC115765440|XP_030564865.1|DNOV, LOC115758999|XP_030555660.1|DNOV
OG0000942	LOC6050303|XP_001866931.2|CQUI	LOC115767526|XP_030567676.1|DNOV
OG0000943	LOC6036204|XP_038120020.1|CQUI	LOC115765305|XP_030564672.1|DNOV, LOC115766603|XP_030566448.1|DNOV
OG0000944	LOC6038238|XP_038118238.1|CQUI	LOC115765134|XP_030564390.1|DNOV, LOC115770673|XP_030571916.1|DNOV
OG0000945	LOC6040018|XP_001849494.2|CQUI	LOC115762566|XP_030560709.1|DNOV
OG0000946	LOC6044471|XP_038106712.1|CQUI, LOC6041548|XP_038107584.1|CQUI	LOC115758970|XP_030555633.1|DNOV
OG0000947	LOC6034360|XP_001844678.1|CQUI, LOC6034379|XP_038109332.1|CQUI, LOC6034378|XP_038109331.1|CQUI, LOC6034359|XP_001844677.2|CQUI	LOC115758051|XP_030554427.1|DNOV
OG0000948	LOC6048908|XP_001865747.2|CQUI	LOC115771061|XP_030572472.1|DNOV
OG0000949	LOC6033022|XP_038115508.1|CQUI, LOC6033023|XP_038115510.1|CQUI	LOC115766829|XP_030566725.1|DNOV
OG0000950	LOC6046062|XP_001863317.2|CQUI	LOC115768133|XP_030568489.1|DNOV, LOC115761729|XP_030559472.1|DNOV
OG0000951	LOC119769688|XP_038118996.1|CQUI, LOC6039379|XP_038121296.1|CQUI	LOC115757725|XP_030553950.1|DNOV, LOC115767403|XP_030567528.1|DNOV
OG0000952	LOC119770231|XP_038120613.1|CQUI	LOC115759288|XP_030556049.1|DNOV
OG0000963	LOC119765405|XP_038105122.1|CQUI, LOC6052738|XP_001868962.2|CQUI, LOC6052742|XP_001868961.1|CQUI, LOC6052739|XP_001868963.1|CQUI	LOC115767101|XP_030567109.1|DNOV
OG0000964	LOC6047021|XP_038104314.1|CQUI, LOC6032708|XP_001843260.2|CQUI	LOC115757851|XP_030554145.1|DNOV
OG0000965	LOC6039055|XP_001848733.2|CQUI	LOC115767305|XP_030567401.1|DNOV
OG0000966	LOC6034419|XP_038105028.1|CQUI	LOC115757834|XP_030554126.1|DNOV
OG0000969	LOC6043792|XP_001861393.1|CQUI	LOC115771782|XP_030573505.1|DNOV
OG0000970	LOC6033272|XP_001843743.2|CQUI	LOC115765057|XP_030564290.1|DNOV
OG0000971	LOC6036039|XP_001846141.1|CQUI, LOC6040867|XP_001850197.1|CQUI	LOC115763091|XP_030561389.1|DNOV
OG0000972	LOC6031858|XP_038113015.1|CQUI	LOC115767644|XP_030567791.1|DNOV
OG0000973	LOC119766829|XP_038108809.1|CQUI, LOC6034199|XP_038108806.1|CQUI, LOC6047448|XP_038120387.1|CQUI	LOC115767875|XP_030568096.1|DNOV
OG0000974	LOC6049993|XP_038116186.1|CQUI, LOC6049992|XP_038116176.1|CQUI, LOC6049994|XP_038116185.1|CQUI, LOC6049990|XP_001866665.1|CQUI	LOC115770491|XP_030571638.1|DNOV
OG0000975	LOC6046902|XP_001864030.2|CQUI	LOC115767892|XP_030568120.1|DNOV
OG0000977	LOC6053094|XP_038112904.1|CQUI	LOC115766262|XP_030565982.1|DNOV, LOC115766215|XP_030565927.1|DNOV, LOC115766246|XP_030565969.1|DNOV, LOC115766032|XP_030565663.1|DNOV
OG0000978	LOC6051170|XP_038108380.1|CQUI	LOC115770945|XP_030572263.1|DNOV
OG0000988	LOC6042735|XP_001870746.2|CQUI	LOC115766557|XP_030566396.1|DNOV, LOC115768033|XP_030568316.1|DNOV, LOC115765059|XP_030564293.1|DNOV, LOC115760203|XP_030557297.1|DNOV
OG0000990	LOC119767687|XP_038112787.1|CQUI	LOC115768138|XP_030568492.1|DNOV
OG0000991	LOC6040891|XP_038105368.1|CQUI, LOC6042501|XP_038104580.1|CQUI	LOC115771305|XP_030572802.1|DNOV
OG0000992	LOC6042422|XP_001851542.2|CQUI	LOC115771830|XP_030573570.1|DNOV
OG0000994	LOC6045591|XP_001862932.2|CQUI	LOC115769172|XP_030569736.1|DNOV
OG0000994	LOC6045593|XP_001862934.2|CQUI	LOC115767620|XP_030567780.1|DNOV
OG0000995	LOC6041608|XP_001850846.1|CQUI	LOC115764352|XP_030563170.1|DNOV
OG0000996	LOC6030996|XP_001841849.2|CQUI, LOC119769660|XP_038118872.1|CQUI	LOC115767070|XP_030567070.1|DNOV, LOC115762299|XP_030560326.1|DNOV
OG0000997	LOC6052525|XP_038120680.1|CQUI	LOC115760732|XP_030558067.1|DNOV, LOC115760733|XP_030558068.1|DNOV
OG0000998	LOC6047261|XP_001864343.2|CQUI, LOC6047263|XP_038117138.1|CQUI, LOC6047258|XP_038118868.1|CQUI	LOC115762950|XP_030561197.1|DNOV
OG0000999	LOC6036403|XP_001846456.1|CQUI	LOC115768360|XP_030568788.1|DNOV
OG0001000	LOC6032922|XP_038108749.1|CQUI	LOC115759730|XP_030556652.1|DNOV
OG0001002	LOC6031176|XP_001842019.1|CQUI, LOC6031178|XP_038111945.1|CQUI, LOC6031180|XP_038106920.1|CQUI	LOC115767715|XP_030567879.1|DNOV
OG0001003	LOC6040169|XP_001849620.1|CQUI	LOC115761908|XP_030559786.1|DNOV
OG0001004	LOC6038961|XP_001848650.1|CQUI	LOC115770581|XP_030571766.1|DNOV
OG0001005	LOC6047963|XP_038122308.1|CQUI	LOC115767970|XP_030568228.1|DNOV
OG0001006	LOC6032307|XP_001842939.1|CQUI	LOC115771542|XP_030573141.1|DNOV
OG0001007	LOC6032328|XP_001842958.1|CQUI	LOC115766795|XP_030566678.1|DNOV, LOC115762644|XP_030560810.1|DNOV
OG0001008	LOC6054260|XP_001870205.2|CQUI	LOC115765122|XP_030564378.1|DNOV
OG0001009	LOC6038900|XP_001848599.2|CQUI	LOC115765712|XP_030565233.1|DNOV
OG0001019	LOC6052564|XP_001868810.2|CQUI	LOC115771891|XP_030573635.1|DNOV
OG0001020	LOC6047041|XP_001864149.2|CQUI, LOC6047042|XP_038104222.1|CQUI, LOC6047044|XP_001864152.2|CQUI, LOC6047043|XP_001864151.2|CQUI	LOC115764381|XP_030563202.1|DNOV
OG0001021	LOC6050121|XP_038116561.1|CQUI, LOC6050119|XP_038116583.1|CQUI, LOC119768888|XP_038116570.1|CQUI	LOC115759299|XP_030556062.1|DNOV
OG0001022	LOC6034409|XP_001844727.1|CQUI	LOC115766271|XP_030565995.1|DNOV
OG0001024	LOC6034941|XP_001845202.2|CQUI, LOC6048000|XP_001864975.2|CQUI	LOC115771783|XP_030573503.1|DNOV
OG0001025	LOC6044075|XP_038116060.1|CQUI	LOC115771104|XP_030572523.1|DNOV
OG0001026	LOC6037044|XP_001847005.2|CQUI, LOC6037036|XP_001846998.2|CQUI	LOC115769629|XP_030570397.1|DNOV, LOC115760702|XP_030558027.1|DNOV
OG0001027	LOC6036423|XP_001846475.1|CQUI, LOC6036424|XP_038121459.1|CQUI	LOC115770134|XP_030571135.1|DNOV
OG0001028	LOC6053346|XP_001869449.2|CQUI, LOC119769210|XP_038117057.1|CQUI, LOC6031308|XP_001842125.1|CQUI	LOC115763130|XP_030561434.1|DNOV
OG0001029	LOC6032857|XP_038119110.1|CQUI, LOC6050363|XP_038106167.1|CQUI, LOC119770391|XP_038121084.1|CQUI, LOC119769344|XP_038117302.1|CQUI, LOC119767080|XP_038110521.1|CQUI	LOC115765907|XP_030565512.1|DNOV
OG0001031	LOC6038935|XP_038109238.1|CQUI	LOC115759343|XP_030556122.1|DNOV, LOC115759029|XP_030555704.1|DNOV
OG0001032	LOC6035231|XP_001845460.2|CQUI	LOC115758458|XP_030554987.1|DNOV
OG0001033	LOC6036914|XP_038107537.1|CQUI	LOC115761268|XP_030558845.1|DNOV, LOC115758269|XP_030554692.1|DNOV
OG0001042	LOC6051046|XP_038122684.1|CQUI, LOC6053042|XP_038105133.1|CQUI, LOC6053041|XP_038122772.1|CQUI	LOC115772074|XP_030573884.1|DNOV
OG0001043	LOC6034458|XP_001844771.2|CQUI, LOC6034459|XP_001844772.1|CQUI	LOC115764278|XP_030563067.1|DNOV, LOC115763560|XP_030562040.1|DNOV
OG0001044	LOC6033008|XP_001843518.2|CQUI, LOC6030844|XP_038115176.1|CQUI, LOC119767848|XP_038113446.1|CQUI, LOC6052536|XP_001868789.2|CQUI	LOC115759661|XP_030556521.1|DNOV
OG0001045	LOC6049796|XP_001866502.2|CQUI, LOC6046964|XP_001864077.2|CQUI, LOC6049795|XP_001866501.2|CQUI, LOC6040700|XP_001850055.1|CQUI	LOC115758514|XP_030555069.1|DNOV
OG0001046	LOC6037425|XP_001847339.1|CQUI	LOC115764786|XP_030563891.1|DNOV
OG0001047	LOC6052938|XP_001869113.1|CQUI	LOC115764540|XP_030563513.1|DNOV, LOC115760435|XP_030557608.1|DNOV, LOC115760469|XP_030557659.1|DNOV, LOC115760436|XP_030557609.1|DNOV
OG0001048	LOC6030972|XP_001841824.2|CQUI, LOC6037859|XP_038106191.1|CQUI, LOC6036643|XP_038113731.1|CQUI	LOC115762327|XP_030560356.1|DNOV
OG0001049	LOC6043980|XP_038117725.1|CQUI	LOC115760066|XP_030557106.1|DNOV, LOC115766976|XP_030566931.1|DNOV
OG0001050	LOC6033574|XP_038117779.1|CQUI	LOC115765802|XP_030565366.1|DNOV
OG0001051	LOC6044460|XP_038112405.1|CQUI	LOC115759360|XP_030556142.1|DNOV
OG0001052	LOC6034904|XP_038107542.1|CQUI	LOC115758575|XP_030555150.1|DNOV
OG0001053	LOC6040511|XP_038120753.1|CQUI	LOC115768388|XP_030568818.1|DNOV
OG0001054	LOC6046359|XP_001863576.2|CQUI	LOC115761206|XP_030558750.1|DNOV
OG0001055	LOC6046753|XP_038118273.1|CQUI	LOC115766081|XP_030565744.1|DNOV, LOC115766080|XP_030565743.1|DNOV
OG0001056	LOC6034033|XP_038120245.1|CQUI	LOC115767764|XP_030567946.1|DNOV
OG0001057	LOC6039782|XP_001849304.1|CQUI	LOC115768549|XP_030569019.1|DNOV, LOC115762992|XP_030561238.1|DNOV
OG0001058	LOC6031449|XP_038109731.1|CQUI	LOC115769086|XP_030569658.1|DNOV
OG0001073	LOC6040802|XP_038122600.1|CQUI	LOC115772095|XP_030573916.1|DNOV
OG0001074	LOC6040958|XP_001850279.1|CQUI	LOC115760974|XP_030558435.1|DNOV
OG0001077	LOC6037330|XP_001847254.1|CQUI	LOC115760378|XP_030557533.1|DNOV
OG0001078	LOC6032040|XP_001842707.2|CQUI, LOC6048058|XP_001865029.2|CQUI	LOC115766335|XP_030566088.1|DNOV
OG0001079	LOC6051664|XP_001868064.2|CQUI	LOC115762600|XP_030560752.1|DNOV
OG0001080	LOC6041053|XP_001850364.2|CQUI	LOC115769697|XP_030570482.1|DNOV
OG0001081	LOC6041039|XP_001850350.2|CQUI, LOC6042831|XP_001870828.1|CQUI	LOC115765474|XP_030564917.1|DNOV, LOC115760540|XP_030557784.1|DNOV
OG0001082	LOC6043330|XP_038119590.1|CQUI	LOC115762508|XP_030560609.1|DNOV
OG0001083	LOC6031062|XP_038119861.1|CQUI	LOC115767161|XP_030567201.1|DNOV
OG0001084	LOC6042294|XP_038114789.1|CQUI, LOC6047368|XP_038115486.1|CQUI	LOC115762073|XP_030560064.1|DNOV
