Orthogroup	CQUI.longest_only	DSUP.longest_only
OG0000500	LOC6043030|XP_001854846.2|CQUI, LOC6043544|XP_038111294.1|CQUI	LOC119553258|XP_037719474.1|DSUP, LOC119554832|XP_037721834.1|DSUP
OG0000504	LOC6041004|XP_001850319.2|CQUI, LOC119768650|XP_038114938.1|CQUI, LOC6041003|XP_038114937.1|CQUI, LOC6041005|XP_038114939.1|CQUI, LOC6047053|XP_038122845.1|CQUI, LOC6041006|XP_001850321.1|CQUI	LOC119552586|XP_037718148.1|DSUP
OG0000505	LOC6041848|XP_038111190.1|CQUI, LOC6038636|XP_038113279.1|CQUI	LOC119556844|XP_037725243.1|DSUP, LOC119557494|XP_037726193.1|DSUP
OG0000506	LOC6051537|XP_038104157.1|CQUI, LOC6051544|XP_001867970.2|CQUI, LOC119769336|XP_038117282.1|CQUI	LOC119555341|XP_037722609.1|DSUP, LOC119552108|XP_037717825.1|DSUP
OG0000507	LOC6045928|XP_001863205.1|CQUI	LOC119556852|XP_037725251.1|DSUP
OG0000507	LOC6037479|XP_038113105.1|CQUI	LOC119556075|XP_037723826.1|DSUP
OG0000508	LOC6049261|XP_001866046.2|CQUI	LOC119553979|XP_037720614.1|DSUP, LOC119555548|XP_037722914.1|DSUP
OG0000509	LOC6051070|XP_038117205.1|CQUI	LOC119550700|XP_037715502.1|DSUP
OG0000510	LOC6052252|XP_001868549.2|CQUI	LOC119551511|XP_037716819.1|DSUP, LOC119551510|XP_037716818.1|DSUP, LOC119549746|XP_037713916.1|DSUP, LOC119551508|XP_037716817.1|DSUP
OG0000511	LOC6031766|XP_001842477.2|CQUI, LOC6031767|XP_001842478.2|CQUI	LOC119548081|XP_037711094.1|DSUP, LOC119548492|XP_037711695.1|DSUP
OG0000512	LOC6041515|XP_038107055.1|CQUI, LOC119766432|XP_038106904.1|CQUI, LOC6041512|XP_038106906.1|CQUI	LOC119547590|XP_037710438.1|DSUP, LOC119554658|XP_037721587.1|DSUP
OG0000513	LOC6036436|XP_001846489.2|CQUI	LOC119551414|XP_037716682.1|DSUP, LOC119548877|XP_037712436.1|DSUP
OG0000514	LOC6033627|XP_038108381.1|CQUI	LOC119547752|XP_037710680.1|DSUP, LOC119548472|XP_037711668.1|DSUP
OG0000515	LOC6038107|XP_038110142.1|CQUI	LOC119555701|XP_037723330.1|DSUP, LOC119553084|XP_037719161.1|DSUP
OG0000516	LOC6032715|XP_038122030.1|CQUI, LOC6032713|XP_038122029.1|CQUI	LOC119558233|XP_037727481.1|DSUP, LOC119558230|XP_037727477.1|DSUP
OG0000517	LOC6054293|XP_038114467.1|CQUI, LOC6054292|XP_038114468.1|CQUI	LOC119555469|XP_037722803.1|DSUP, LOC119555471|XP_037722805.1|DSUP
OG0000521	LOC6050070|XP_038105342.1|CQUI	LOC119556751|XP_037725100.1|DSUP, LOC119558358|XP_037727791.1|DSUP
OG0000522	LOC6051600|XP_038112565.1|CQUI	LOC119560425|XP_037729790.1|DSUP, LOC119557792|XP_037726623.1|DSUP
OG0000523	LOC6040919|XP_001850247.1|CQUI	LOC119563249|XP_037732490.1|DSUP
OG0000523	LOC6049044|XP_001865872.1|CQUI	LOC119557999|XP_037727029.1|DSUP
OG0000524	LOC6032861|XP_001843386.2|CQUI	LOC119561854|XP_037731265.1|DSUP, LOC119560389|XP_037729746.1|DSUP, LOC119560864|XP_037730465.1|DSUP
OG0000525	LOC6048514|XP_038118341.1|CQUI, LOC6048511|XP_038118339.1|CQUI	LOC119552131|XP_037717847.1|DSUP, LOC119552130|XP_037717846.1|DSUP
OG0000526	LOC6041304|XP_001850584.2|CQUI	LOC119546880|XP_037709422.1|DSUP, LOC119550025|XP_037714376.1|DSUP
OG0000527	LOC6043742|XP_038113405.1|CQUI, LOC6043214|XP_038108510.1|CQUI	LOC119546043|XP_037707992.1|DSUP, LOC119548336|XP_037711466.1|DSUP
OG0000528	LOC6041374|XP_001850639.2|CQUI, LOC6041379|XP_038110790.1|CQUI, LOC6041382|XP_038106839.1|CQUI, LOC6041381|XP_038110791.1|CQUI	LOC119548148|XP_037711176.1|DSUP
OG0000529	LOC6036354|XP_038114138.1|CQUI	LOC119547312|XP_037710037.1|DSUP, LOC119546038|XP_037707987.1|DSUP
OG0000531	LOC6037540|XP_001847440.2|CQUI	LOC119559722|XP_037728712.1|DSUP, LOC119546234|XP_037708307.1|DSUP
OG0000532	LOC6035004|XP_001845249.2|CQUI	LOC119560247|XP_037729539.1|DSUP, LOC119560248|XP_037729540.1|DSUP, LOC119563214|XP_037732439.1|DSUP
OG0000533	LOC6040722|XP_038104185.1|CQUI	LOC119556958|XP_037725394.1|DSUP
OG0000533	LOC119767762|XP_038113133.1|CQUI	LOC119560535|XP_037729950.1|DSUP
OG0000535	LOC119766820|XP_038108711.1|CQUI, LOC6054062|XP_001870041.1|CQUI	LOC119549463|XP_037713493.1|DSUP, LOC119550511|XP_037715145.1|DSUP
OG0000536	LOC6041431|XP_038109661.1|CQUI, LOC6045036|XP_001862455.2|CQUI, LOC6045035|XP_038113937.1|CQUI	LOC119553534|XP_037719887.1|DSUP
OG0000537	LOC6031704|XP_038111588.1|CQUI	LOC119551656|XP_037717021.1|DSUP
OG0000538	LOC6037813|XP_038112386.1|CQUI	LOC119550241|XP_037714739.1|DSUP, LOC119549074|XP_037712710.1|DSUP
OG0000539	LOC6034554|XP_038112937.1|CQUI	LOC119558272|XP_037727577.1|DSUP, LOC119563390|XP_037732674.1|DSUP
OG0000542	LOC6044321|XP_001861851.1|CQUI	LOC119550102|XP_037714514.1|DSUP, LOC119558078|XP_037727227.1|DSUP
OG0000543	LOC6049267|XP_001866057.2|CQUI	LOC119549645|XP_037713761.1|DSUP, LOC119551229|XP_037716396.1|DSUP
OG0000544	LOC6041276|XP_038110067.1|CQUI	LOC119553676|XP_037720148.1|DSUP, LOC119560045|XP_037729278.1|DSUP
OG0000545	LOC6050345|XP_038105847.1|CQUI	LOC119552575|XP_037718133.1|DSUP, LOC119563262|XP_037732504.1|DSUP
OG0000546	LOC6037353|XP_001847276.2|CQUI, LOC6036816|XP_038106208.1|CQUI, LOC119770766|XP_038122171.1|CQUI	LOC119560671|XP_037730172.1|DSUP, LOC119556196|XP_037724072.1|DSUP
OG0000547	LOC6041026|XP_001850337.1|CQUI	LOC119556648|XP_037724908.1|DSUP, LOC119557051|XP_037725525.1|DSUP, LOC119556772|XP_037725125.1|DSUP, LOC119556640|XP_037724897.1|DSUP, LOC119558617|XP_037727956.1|DSUP
OG0000548	LOC6050154|XP_001866808.2|CQUI	LOC119555668|XP_037723203.1|DSUP, LOC119555109|XP_037722260.1|DSUP
OG0000549	LOC119770531|XP_038121509.1|CQUI, LOC6037260|XP_038121503.1|CQUI	LOC119558815|XP_037728011.1|DSUP, LOC119551191|XP_037716321.1|DSUP
OG0000550	LOC6051476|XP_038121059.1|CQUI	LOC119552676|XP_037718313.1|DSUP, LOC119554777|XP_037721748.1|DSUP
OG0000552	LOC6044119|XP_038113804.1|CQUI	LOC119563510|XP_037732883.1|DSUP, LOC119554107|XP_037720794.1|DSUP, LOC119552699|XP_037718367.1|DSUP
OG0000553	LOC6044455|XP_038110346.1|CQUI, LOC6044457|XP_001861971.1|CQUI, LOC6044456|XP_001861970.1|CQUI	LOC119547272|XP_037709982.1|DSUP
OG0000554	LOC6044882|XP_038118892.1|CQUI	LOC119545854|XP_037707757.1|DSUP, LOC119555424|XP_037722723.1|DSUP
OG0000555	LOC6052570|XP_038118745.1|CQUI	LOC119555182|XP_037722362.1|DSUP, LOC119554855|XP_037721863.1|DSUP
OG0000556	LOC6046889|XP_001864016.1|CQUI	LOC119556933|XP_037725352.1|DSUP, LOC119563045|XP_037732178.1|DSUP
OG0000557	LOC6042547|XP_001852003.1|CQUI	LOC119551964|XP_037717597.1|DSUP, LOC119557950|XP_037726913.1|DSUP
OG0000558	LOC6033842|XP_001844235.1|CQUI	LOC119554608|XP_037721532.1|DSUP, LOC119557290|XP_037725909.1|DSUP
OG0000559	LOC6053965|XP_038109366.1|CQUI	LOC119557176|XP_037725721.1|DSUP, LOC119553494|XP_037719831.1|DSUP
OG0000560	LOC6032389|XP_001842996.2|CQUI	LOC119549305|XP_037713192.1|DSUP, LOC119549304|XP_037713191.1|DSUP
OG0000561	LOC6034685|XP_038111388.1|CQUI	LOC119555023|XP_037722096.1|DSUP, LOC119555031|XP_037722104.1|DSUP
OG0000562	LOC6046454|XP_038113537.1|CQUI	LOC119552742|XP_037718435.1|DSUP, LOC119553638|XP_037720040.1|DSUP
OG0000566	LOC6044324|XP_038109243.1|CQUI	LOC119563384|XP_037732664.1|DSUP, LOC119553056|XP_037719100.1|DSUP
OG0000567	LOC6047025|XP_001864131.2|CQUI	LOC119557794|XP_037726625.1|DSUP
OG0000567	LOC6047020|XP_001864130.1|CQUI	LOC119557882|XP_037726810.1|DSUP
OG0000568	LOC6044772|XP_038104706.1|CQUI	LOC119556926|XP_037725342.1|DSUP, LOC119560858|XP_037730449.1|DSUP
OG0000569	LOC6034776|XP_038104774.1|CQUI	LOC119560297|XP_037729596.1|DSUP, LOC119558776|XP_037727992.1|DSUP
OG0000570	LOC6032625|XP_001843197.2|CQUI	LOC119563330|XP_037732602.1|DSUP, LOC119563105|XP_037732275.1|DSUP
OG0000571	LOC6035169|XP_038113695.1|CQUI	LOC119562897|XP_037731944.1|DSUP, LOC119548884|XP_037712461.1|DSUP
OG0000572	LOC6031113|XP_038118152.1|CQUI	LOC119555588|XP_037723003.1|DSUP, LOC119563091|XP_037732250.1|DSUP
OG0000573	LOC6039567|XP_038120762.1|CQUI	LOC119553735|XP_037720257.1|DSUP, LOC119552032|XP_037717699.1|DSUP
OG0000574	LOC6041981|XP_001851157.1|CQUI	LOC119554151|XP_037720867.1|DSUP, LOC119560014|XP_037729226.1|DSUP
OG0000576	LOC6041376|XP_001850641.2|CQUI	LOC119560366|XP_037729700.1|DSUP, LOC119560201|XP_037729492.1|DSUP, LOC119548150|XP_037711178.1|DSUP
OG0000577	LOC6036025|XP_001846129.1|CQUI	LOC119546139|XP_037708173.1|DSUP
OG0000578	LOC6038985|XP_038118477.1|CQUI	LOC119546980|XP_037709557.1|DSUP, LOC119551660|XP_037717026.1|DSUP
OG0000579	LOC6039323|XP_001848951.1|CQUI	LOC119560442|XP_037729813.1|DSUP, LOC119554913|XP_037721944.1|DSUP
OG0000580	LOC6039817|XP_038116525.1|CQUI	LOC119563049|XP_037732185.1|DSUP, LOC119563050|XP_037732186.1|DSUP
OG0000582	LOC6037731|XP_038109003.1|CQUI	LOC119552793|XP_037718553.1|DSUP, LOC119549725|XP_037713891.1|DSUP
OG0000583	LOC6040188|XP_001849636.2|CQUI	LOC119550799|XP_037715660.1|DSUP, LOC119550798|XP_037715658.1|DSUP
OG0000589	LOC6038480|XP_038105819.1|CQUI	LOC119556116|XP_037723915.1|DSUP
OG0000590	LOC6042729|XP_001870744.1|CQUI	LOC119557405|XP_037726080.1|DSUP
OG0000592	LOC6050769|XP_038107615.1|CQUI	LOC119549721|XP_037713887.1|DSUP, LOC119550800|XP_037715661.1|DSUP
OG0000593	LOC6053209|XP_001869339.2|CQUI	LOC119561141|XP_037730971.1|DSUP, LOC119557143|XP_037725654.1|DSUP
OG0000594	LOC6047884|XP_001864878.1|CQUI	LOC119557200|XP_037725786.1|DSUP, LOC119555682|XP_037723237.1|DSUP
OG0000595	LOC6032579|XP_038105753.1|CQUI	LOC119560478|XP_037729865.1|DSUP, LOC119556221|XP_037724137.1|DSUP
OG0000596	LOC6047623|XP_001864658.2|CQUI	LOC119557996|XP_037727027.1|DSUP, LOC119563033|XP_037732162.1|DSUP
OG0000597	LOC6033673|XP_038118537.1|CQUI	LOC119551077|XP_037716164.1|DSUP, LOC119563479|XP_037732831.1|DSUP
OG0000598	LOC6051159|XP_001867631.1|CQUI, LOC6051152|XP_038115526.1|CQUI, LOC6051150|XP_038115584.1|CQUI, LOC6051151|XP_001867634.2|CQUI, LOC119765893|XP_038106017.1|CQUI, LOC6051149|XP_001867632.1|CQUI	LOC119563508|XP_037732885.1|DSUP
OG0000599	LOC6050368|XP_001866970.2|CQUI, LOC6049535|XP_038116182.1|CQUI	LOC119553487|XP_037719824.1|DSUP, LOC119555413|XP_037722699.1|DSUP
OG0000600	LOC6050355|XP_001866971.1|CQUI	LOC119550130|XP_037714554.1|DSUP, LOC119551468|XP_037716749.1|DSUP
OG0000601	LOC6054167|XP_001870128.2|CQUI	LOC119546803|XP_037709310.1|DSUP, LOC119547122|XP_037709760.1|DSUP
OG0000602	LOC6038510|XP_038113028.1|CQUI	LOC119547301|XP_037710021.1|DSUP, LOC119547302|XP_037710022.1|DSUP
OG0000603	LOC6054012|XP_038110242.1|CQUI	LOC119553292|XP_037719539.1|DSUP, LOC119546907|XP_037709460.1|DSUP, LOC119548848|XP_037712397.1|DSUP
OG0000604	LOC6043454|XP_038114068.1|CQUI	LOC119547125|XP_037709763.1|DSUP, LOC119548324|XP_037711433.1|DSUP
OG0000605	LOC6049416|XP_001866184.2|CQUI, LOC6049420|XP_001866188.2|CQUI, LOC6049414|XP_001866182.2|CQUI, LOC6049413|XP_001866181.2|CQUI, LOC6049411|XP_001866179.2|CQUI	LOC119546270|XP_037708371.1|DSUP
OG0000606	LOC6046869|XP_038121859.1|CQUI	LOC119557328|XP_037725981.1|DSUP
OG0000607	LOC6039121|XP_001848783.1|CQUI	LOC119553787|XP_037720329.1|DSUP, LOC119559274|XP_037728270.1|DSUP, LOC119559931|XP_037729066.1|DSUP
OG0000608	LOC6042037|XP_038115700.1|CQUI	LOC119555935|XP_037723569.1|DSUP, LOC119545687|XP_037707360.1|DSUP
OG0000609	LOC6048878|XP_038115264.1|CQUI	LOC119556057|XP_037723790.1|DSUP, LOC119546810|XP_037709321.1|DSUP
OG0000610	LOC6041438|XP_001850698.2|CQUI	LOC119554927|XP_037721961.1|DSUP, LOC119550951|XP_037715905.1|DSUP
OG0000611	LOC6038097|XP_038106033.1|CQUI	LOC119551644|XP_037717003.1|DSUP, LOC119551866|XP_037717385.1|DSUP
OG0000615	LOC119767686|XP_038112773.1|CQUI	LOC119557045|XP_037725518.1|DSUP, LOC119560796|XP_037730356.1|DSUP
OG0000616	LOC6048951|XP_038114828.1|CQUI, LOC119770520|XP_038121468.1|CQUI, LOC6048954|XP_038121478.1|CQUI	LOC119556396|XP_037724502.1|DSUP, LOC119558362|XP_037727793.1|DSUP, LOC119557817|XP_037726684.1|DSUP
OG0000617	LOC6047468|XP_001864522.2|CQUI	LOC119546006|XP_037707940.1|DSUP, LOC119560427|XP_037729791.1|DSUP
OG0000618	LOC6039614|XP_001849188.1|CQUI	LOC119554052|XP_037720719.1|DSUP
OG0000619	LOC6040690|XP_001850045.2|CQUI, LOC119765528|XP_038105487.1|CQUI	LOC119549093|XP_037712752.1|DSUP
OG0000620	LOC6032813|XP_038118430.1|CQUI	LOC119556992|XP_037725452.1|DSUP, LOC119555388|XP_037722660.1|DSUP
OG0000621	LOC6031110|XP_001841955.1|CQUI	LOC119545750|XP_037707512.1|DSUP, LOC119556062|XP_037723798.1|DSUP
OG0000622	LOC6040743|XP_038116870.1|CQUI	LOC119554820|XP_037721822.1|DSUP, LOC119554213|XP_037720946.1|DSUP
OG0000623	LOC119769481|XP_038118011.1|CQUI	LOC119554687|XP_037721617.1|DSUP, LOC119552919|XP_037718787.1|DSUP
OG0000624	LOC6044017|XP_001861591.1|CQUI	LOC119551109|XP_037716217.1|DSUP, LOC119551108|XP_037716216.1|DSUP
OG0000625	LOC6040993|XP_038116438.1|CQUI	LOC119555376|XP_037722647.1|DSUP, LOC119555378|XP_037722649.1|DSUP
OG0000626	LOC6051789|XP_001868161.1|CQUI	LOC119550611|XP_037715363.1|DSUP, LOC119550825|XP_037715697.1|DSUP
OG0000627	LOC6042124|XP_038110833.1|CQUI	LOC119554654|XP_037721583.1|DSUP, LOC119557968|XP_037726941.1|DSUP
OG0000628	LOC6031813|XP_001842520.1|CQUI	LOC119546971|XP_037709547.1|DSUP, LOC119546127|XP_037708151.1|DSUP
OG0000629	LOC119766976|XP_038109725.1|CQUI	LOC119555619|XP_037723070.1|DSUP, LOC119548807|XP_037712320.1|DSUP
OG0000630	LOC6035276|XP_038111598.1|CQUI	LOC119548358|XP_037711501.1|DSUP, LOC119548258|XP_037711331.1|DSUP
OG0000631	LOC6033752|XP_038111487.1|CQUI	LOC119546519|XP_037708777.1|DSUP, LOC119548347|XP_037711490.1|DSUP
OG0000632	LOC6039836|XP_038110109.1|CQUI	LOC119548395|XP_037711549.1|DSUP, LOC119546376|XP_037708536.1|DSUP
OG0000635	LOC6051292|XP_038119302.1|CQUI	LOC119552173|XP_037717932.1|DSUP, LOC119557515|XP_037726216.1|DSUP
OG0000636	LOC6053271|XP_038121208.1|CQUI	LOC119547478|XP_037710290.1|DSUP, LOC119547486|XP_037710303.1|DSUP
OG0000637	LOC6046174|XP_038111493.1|CQUI	LOC119557510|XP_037726210.1|DSUP, LOC119557508|XP_037726209.1|DSUP
OG0000638	LOC6035960|XP_001846068.1|CQUI	LOC119554816|XP_037721821.1|DSUP, LOC119557901|XP_037726835.1|DSUP
OG0000639	LOC6034680|XP_038109438.1|CQUI	LOC119555690|XP_037723269.1|DSUP
OG0000646	LOC6053145|XP_038116913.1|CQUI	LOC119556923|XP_037725341.1|DSUP, LOC119546358|XP_037708517.1|DSUP
OG0000647	LOC6052863|XP_038104142.1|CQUI	LOC119560456|XP_037729831.1|DSUP, LOC119557890|XP_037726819.1|DSUP
OG0000648	LOC6044379|XP_038104457.1|CQUI	LOC119556488|XP_037724673.1|DSUP
OG0000649	LOC6052346|XP_038122673.1|CQUI	LOC119556268|XP_037724246.1|DSUP, LOC119558303|XP_037727630.1|DSUP
OG0000650	LOC119765291|XP_038104781.1|CQUI	LOC119558876|XP_037728028.1|DSUP
OG0000651	LOC6034792|XP_038108743.1|CQUI	LOC119554191|XP_037720915.1|DSUP, LOC119555631|XP_037723078.1|DSUP
OG0000652	LOC6047846|XP_001864848.1|CQUI	LOC119549577|XP_037713662.1|DSUP, LOC119557194|XP_037725774.1|DSUP
OG0000653	LOC6035413|XP_038122495.1|CQUI, LOC6035412|XP_038122483.1|CQUI	LOC119561053|XP_037730814.1|DSUP, LOC119560391|XP_037729745.1|DSUP
OG0000654	LOC6039542|XP_038121287.1|CQUI	LOC119555106|XP_037722253.1|DSUP
OG0000655	LOC6041337|XP_001850614.2|CQUI	LOC119551292|XP_037716498.1|DSUP, LOC119548308|XP_037711410.1|DSUP
OG0000656	LOC6051101|XP_038116957.1|CQUI	LOC119551546|XP_037716870.1|DSUP, LOC119551567|XP_037716897.1|DSUP
OG0000657	LOC6041310|XP_001850590.2|CQUI	LOC119552712|XP_037718389.1|DSUP, LOC119548214|XP_037711275.1|DSUP
OG0000658	LOC6037018|XP_038108424.1|CQUI	LOC119557221|XP_037725818.1|DSUP, LOC119560634|XP_037730114.1|DSUP
OG0000659	LOC6036999|XP_001846964.1|CQUI	LOC119546362|XP_037708519.1|DSUP, LOC119546796|XP_037709298.1|DSUP
OG0000660	LOC6053861|XP_001869873.1|CQUI	LOC119548113|XP_037711135.1|DSUP
OG0000661	LOC6033622|XP_001844049.2|CQUI	LOC119553002|XP_037718950.1|DSUP, LOC119546097|XP_037708108.1|DSUP
OG0000662	LOC6052557|XP_038120537.1|CQUI	LOC119554314|XP_037721103.1|DSUP, LOC119559921|XP_037729052.1|DSUP
OG0000663	LOC6039520|XP_001849122.2|CQUI	LOC119549412|XP_037713412.1|DSUP
OG0000664	LOC6046260|XP_038114809.1|CQUI	LOC119556153|XP_037723982.1|DSUP
OG0000665	LOC6048712|XP_001865588.1|CQUI	LOC119563213|XP_037732438.1|DSUP
OG0000666	LOC6054798|XP_038119012.1|CQUI	LOC119551146|XP_037716265.1|DSUP, LOC119558244|XP_037727496.1|DSUP
OG0000667	LOC6046897|XP_038119403.1|CQUI	LOC119556821|XP_037725200.1|DSUP, LOC119563051|XP_037732187.1|DSUP
OG0000668	LOC6046395|XP_038118170.1|CQUI	LOC119554381|XP_037721190.1|DSUP, LOC119560546|XP_037729979.1|DSUP
OG0000669	LOC119770724|XP_038122042.1|CQUI	LOC119558232|XP_037727480.1|DSUP, LOC119558235|XP_037727482.1|DSUP
OG0000670	LOC6046815|XP_038111687.1|CQUI	LOC119556829|XP_037725214.1|DSUP, LOC119557868|XP_037726796.1|DSUP
OG0000671	LOC6038345|XP_001848160.1|CQUI	LOC119560551|XP_037729985.1|DSUP, LOC119561542|XP_037731123.1|DSUP
OG0000672	LOC6043037|XP_038113688.1|CQUI	LOC119556868|XP_037725270.1|DSUP, LOC119556099|XP_037723890.1|DSUP
OG0000673	LOC6034544|XP_001844844.1|CQUI	LOC119557650|XP_037726430.1|DSUP, LOC119553626|XP_037720024.1|DSUP
OG0000677	LOC119771220|XP_038122896.1|CQUI	LOC119554842|XP_037721846.1|DSUP, LOC119557134|XP_037725645.1|DSUP
OG0000678	LOC6049218|XP_001866018.1|CQUI	LOC119545843|XP_037707736.1|DSUP, LOC119547334|XP_037710072.1|DSUP
OG0000679	LOC6043332|XP_001858497.2|CQUI, LOC6043334|XP_038120970.1|CQUI, LOC119770348|XP_038120969.1|CQUI, LOC6051380|XP_001867828.2|CQUI, LOC6041272|XP_001850558.1|CQUI, LOC6041270|XP_038114788.1|CQUI	LOC119557776|XP_037726604.1|DSUP
OG0000680	LOC6040463|XP_038110968.1|CQUI	LOC119556824|XP_037725205.1|DSUP, LOC119557055|XP_037725531.1|DSUP
OG0000681	LOC6034420|XP_038105001.1|CQUI	LOC119560348|XP_037729674.1|DSUP, LOC119557347|XP_037726012.1|DSUP
OG0000683	LOC119771188|XP_038122716.1|CQUI, LOC119771187|XP_038122715.1|CQUI, LOC6041367|XP_001850634.1|CQUI, LOC6035206|XP_001845435.2|CQUI	LOC119563455|XP_037732790.1|DSUP
OG0000684	LOC6048395|XP_001865319.1|CQUI	LOC119557284|XP_037725906.1|DSUP, LOC119563031|XP_037732159.1|DSUP
OG0000685	LOC6037400|XP_038114905.1|CQUI	LOC119556242|XP_037724204.1|DSUP, LOC119559803|XP_037728813.1|DSUP
OG0000686	LOC6051596|XP_038120199.1|CQUI	LOC119551344|XP_037716588.1|DSUP, LOC119556738|XP_037725075.1|DSUP
OG0000687	LOC6035321|XP_001845536.1|CQUI	LOC119550783|XP_037715643.1|DSUP, LOC119553129|XP_037719250.1|DSUP
OG0000688	LOC6040659|XP_038115242.1|CQUI	LOC119551677|XP_037717060.1|DSUP
OG0000689	LOC119769612|XP_038118657.1|CQUI	LOC119551614|XP_037716954.1|DSUP, LOC119551613|XP_037716951.1|DSUP
OG0000690	LOC6050670|XP_038115594.1|CQUI, LOC6038219|XP_001848048.1|CQUI, LOC6047742|XP_001864761.2|CQUI, LOC6042033|XP_001851195.2|CQUI, LOC6050673|XP_001867238.2|CQUI	LOC119557520|XP_037726222.1|DSUP
OG0000691	LOC6038874|XP_038122076.1|CQUI	LOC119548792|XP_037712296.1|DSUP, LOC119553581|XP_037719958.1|DSUP
OG0000692	LOC6050833|XP_038117216.1|CQUI, LOC6050834|XP_001867362.2|CQUI	LOC119555119|XP_037722272.1|DSUP, LOC119555317|XP_037722569.1|DSUP
OG0000694	LOC6047733|XP_038120382.1|CQUI	LOC119558396|XP_037727851.1|DSUP, LOC119553869|XP_037720449.1|DSUP
OG0000695	LOC6043622|XP_038113841.1|CQUI	LOC119562399|XP_037731519.1|DSUP
OG0000696	LOC6034106|XP_001844471.1|CQUI	LOC119555365|XP_037722630.1|DSUP, LOC119545979|XP_037707884.1|DSUP
OG0000697	LOC6037877|XP_001847743.2|CQUI	LOC119557436|XP_037726124.1|DSUP, LOC119562576|XP_037731719.1|DSUP
OG0000698	LOC6054309|XP_038113357.1|CQUI	LOC119546872|XP_037709406.1|DSUP, LOC119546672|XP_037709059.1|DSUP
OG0000699	LOC6031882|XP_038111805.1|CQUI	LOC119547751|XP_037710675.1|DSUP, LOC119559154|XP_037728154.1|DSUP
OG0000700	LOC6045669|XP_038108368.1|CQUI	LOC119547709|XP_037710612.1|DSUP, LOC119547977|XP_037710957.1|DSUP
OG0000701	LOC6050972|XP_038112604.1|CQUI	LOC119550067|XP_037714459.1|DSUP, LOC119556451|XP_037724617.1|DSUP
OG0000702	LOC6052432|XP_038117603.1|CQUI	LOC119552826|XP_037718700.1|DSUP, LOC119552880|XP_037718803.1|DSUP
OG0000703	LOC6035033|XP_038122275.1|CQUI	LOC119546014|XP_037707947.1|DSUP, LOC119552097|XP_037717807.1|DSUP
OG0000704	LOC6038164|XP_038120107.1|CQUI	LOC119555853|XP_037723412.1|DSUP, LOC119546404|XP_037708593.1|DSUP
OG0000705	LOC6052245|XP_038115015.1|CQUI	LOC119553361|XP_037719635.1|DSUP, LOC119553360|XP_037719633.1|DSUP
OG0000706	LOC6046887|XP_038117985.1|CQUI	LOC119546976|XP_037709552.1|DSUP, LOC119557575|XP_037726299.1|DSUP
OG0000707	LOC6045804|XP_038117453.1|CQUI	LOC119550688|XP_037715481.1|DSUP, LOC119556089|XP_037723870.1|DSUP
OG0000708	LOC6037569|XP_038120474.1|CQUI	LOC119557318|XP_037725957.1|DSUP, LOC119558211|XP_037727442.1|DSUP
OG0000709	LOC6039218|XP_038117369.1|CQUI	LOC119556093|XP_037723880.1|DSUP, LOC119556357|XP_037724446.1|DSUP
OG0000710	LOC6031510|XP_001842300.1|CQUI	LOC119559795|XP_037728804.1|DSUP, LOC119550977|XP_037715940.1|DSUP
OG0000711	LOC6036869|XP_001846852.1|CQUI	LOC119553656|XP_037720070.1|DSUP, LOC119556629|XP_037724880.1|DSUP
OG0000712	LOC119766789|XP_038108506.1|CQUI, LOC6045985|XP_038106057.1|CQUI	LOC119559971|XP_037729135.1|DSUP, LOC119560644|XP_037730126.1|DSUP
OG0000713	LOC6049870|XP_001866561.1|CQUI	LOC119560831|XP_037730406.1|DSUP, LOC119549997|XP_037714338.1|DSUP
OG0000714	LOC6045584|XP_038113889.1|CQUI	LOC119555888|XP_037723481.1|DSUP, LOC119555598|XP_037723022.1|DSUP
OG0000715	LOC119767953|XP_038113953.1|CQUI	LOC119554209|XP_037720938.1|DSUP, LOC119554412|XP_037721230.1|DSUP
OG0000716	LOC6040190|XP_001849640.2|CQUI	LOC119556945|XP_037725366.1|DSUP, LOC119553497|XP_037719837.1|DSUP
OG0000724	LOC6042711|XP_001870728.1|CQUI	LOC119556956|XP_037725391.1|DSUP, LOC119562734|XP_037731865.1|DSUP
OG0000726	LOC6035562|XP_038104583.1|CQUI	LOC119555093|XP_037722240.1|DSUP, LOC119555100|XP_037722250.1|DSUP
OG0000727	LOC6032646|XP_001843213.2|CQUI, LOC6032648|XP_038122826.1|CQUI	LOC119560649|XP_037730134.1|DSUP, LOC119560912|XP_037730541.1|DSUP
OG0000730	LOC6031123|XP_001841967.1|CQUI	LOC119556899|XP_037725311.1|DSUP, LOC119546491|XP_037708716.1|DSUP
OG0000731	LOC6043928|XP_001861511.1|CQUI	LOC119554839|XP_037721841.1|DSUP, LOC119551725|XP_037717155.1|DSUP
OG0000732	LOC6041983|XP_001851156.1|CQUI	LOC119554153|XP_037720869.1|DSUP, LOC119554152|XP_037720868.1|DSUP
OG0000733	LOC6047563|XP_001864598.2|CQUI	LOC119557492|XP_037726194.1|DSUP, LOC119552874|XP_037718702.1|DSUP
OG0000734	LOC6052234|XP_038116578.1|CQUI	LOC119558038|XP_037727114.1|DSUP, LOC119552949|XP_037718853.1|DSUP
OG0000735	LOC6044469|XP_001861983.1|CQUI	LOC119556841|XP_037725240.1|DSUP, LOC119548147|XP_037711175.1|DSUP
