Orthogroup	CQUI.longest_only	DELE.longest_only
OG0001654	LOC6043055|XP_001855187.2|CQUI	LOC108144328|XP_017124526.1|DELE
OG0001655	LOC6040170|XP_038118838.1|CQUI, LOC6049138|XP_001865945.2|CQUI	LOC108141351|XP_017120156.1|DELE
OG0001656	LOC6051216|XP_038107612.1|CQUI	LOC108147838|XP_017130082.1|DELE
OG0001657	LOC6052468|XP_038112062.1|CQUI	LOC108136153|XP_017112637.1|DELE
OG0001658	LOC6047164|XP_038111356.1|CQUI	LOC108142655|XP_017122145.1|DELE
OG0001659	LOC6037205|XP_038111675.1|CQUI	LOC108146799|XP_017128464.1|DELE
OG0001660	LOC6034452|XP_038110838.1|CQUI	LOC108145935|XP_017127128.1|DELE
OG0001661	LOC6035035|XP_001845278.1|CQUI	LOC108148414|XP_017130943.1|DELE
OG0001665	LOC119766918|XP_038109322.1|CQUI	LOC108143270|XP_017123074.1|DELE
OG0001666	LOC6041378|XP_001850642.2|CQUI	LOC108138808|XP_017116789.1|DELE
OG0001678	LOC6040414|XP_038104840.1|CQUI	LOC108136225|XP_017112735.1|DELE
OG0001680	LOC6045214|XP_001862604.2|CQUI	LOC108138547|XP_017116306.1|DELE
OG0001681	LOC6052447|XP_038121734.1|CQUI	LOC108137328|XP_017114447.1|DELE
OG0001682	LOC6041755|XP_038105185.1|CQUI	LOC108142443|XP_017121797.1|DELE
OG0001683	LOC6038194|XP_001848024.2|CQUI, LOC6034883|XP_038108971.1|CQUI	LOC108149477|XP_017132580.1|DELE
OG0001684	LOC6047707|XP_038112375.1|CQUI	LOC108145285|XP_017126088.1|DELE
OG0001685	LOC6032441|XP_001843038.1|CQUI, LOC6031862|XP_001842563.2|CQUI	LOC108150507|XP_017134212.1|DELE
OG0001686	LOC6045350|XP_001862738.2|CQUI	LOC108136545|XP_017113333.1|DELE
OG0001687	LOC6052845|XP_001869041.1|CQUI, LOC6040466|XP_038122912.1|CQUI	LOC108137090|XP_017114105.1|DELE
OG0001688	LOC6048190|XP_001865144.2|CQUI	LOC108141127|XP_017119838.1|DELE, LOC108140643|XP_017119058.1|DELE
OG0001689	LOC6048192|XP_001865146.2|CQUI	LOC108137731|XP_017115119.1|DELE
OG0001690	LOC6040726|XP_001850079.1|CQUI	LOC108147559|XP_017129636.1|DELE
OG0001691	LOC6039041|XP_001848719.1|CQUI	LOC108138240|XP_017115860.1|DELE
OG0001694	LOC6045627|XP_038105482.1|CQUI, LOC6054003|XP_038113589.1|CQUI	LOC108136845|XP_017113756.1|DELE
OG0001695	LOC6038271|XP_038107999.1|CQUI, LOC6034418|XP_001844736.1|CQUI	LOC108139142|XP_017117250.1|DELE
OG0001696	LOC6034727|XP_038122578.1|CQUI	LOC108140527|XP_017118825.1|DELE
OG0001698	LOC6031437|XP_038105157.1|CQUI	LOC108147684|XP_017129871.1|DELE
OG0001699	LOC6045521|XP_038105211.1|CQUI	LOC108135856|XP_017112238.1|DELE
OG0001700	LOC6033579|XP_001844007.2|CQUI, LOC6033580|XP_038121073.1|CQUI	LOC108139229|XP_017117383.1|DELE
OG0001701	LOC6039306|XP_038104058.1|CQUI	LOC108148286|XP_017130741.1|DELE
OG0001702	LOC6031800|XP_001842507.1|CQUI	LOC108141826|XP_017120896.1|DELE
OG0001703	LOC6036490|XP_001846536.2|CQUI, LOC119765219|XP_038104576.1|CQUI	LOC108148686|XP_017131323.1|DELE
OG0001704	LOC6036489|XP_038105371.1|CQUI, LOC119765234|XP_038104634.1|CQUI	LOC108148739|XP_017131419.1|DELE
OG0001705	LOC6036505|XP_038105296.1|CQUI	LOC108148838|XP_017131594.1|DELE
OG0001706	LOC6039889|XP_038104652.1|CQUI	LOC108136774|XP_017113627.1|DELE, LOC108146787|XP_017128447.1|DELE, LOC108137430|XP_017114586.1|DELE
OG0001707	LOC6042423|XP_038104240.1|CQUI	LOC108148804|XP_017131520.1|DELE
OG0001708	LOC6039909|XP_001849407.2|CQUI	LOC108139348|XP_017117561.1|DELE
OG0001709	LOC6041726|XP_038122907.1|CQUI	LOC108146492|XP_017128013.1|DELE
OG0001710	LOC6040133|XP_001849591.2|CQUI, LOC6040873|XP_001850203.1|CQUI	LOC108143926|XP_017123999.1|DELE
OG0001711	LOC119766888|XP_038109163.1|CQUI, LOC6046294|XP_038106161.1|CQUI	LOC108148729|XP_017131396.1|DELE
OG0001712	LOC6041358|XP_001850628.1|CQUI	LOC108136737|XP_017113566.1|DELE
OG0001713	LOC6035505|XP_001845679.1|CQUI	LOC108140778|XP_017119254.1|DELE
OG0001714	LOC6039666|XP_038122615.1|CQUI	LOC108141044|XP_017119670.1|DELE
OG0001715	LOC6048329|XP_038118337.1|CQUI, LOC6040675|XP_038122584.1|CQUI	LOC108150024|XP_017133473.1|DELE
OG0001716	LOC6035411|XP_001845604.1|CQUI	LOC108136637|XP_017113446.1|DELE
OG0001717	LOC6045596|XP_038105790.1|CQUI	LOC108148776|XP_017131474.1|DELE
OG0001719	LOC6040900|XP_038104586.1|CQUI	LOC108148675|XP_017131298.1|DELE
OG0001720	LOC6040916|XP_038104970.1|CQUI	LOC108135543|XP_017111783.1|DELE
OG0001721	LOC6036809|XP_001846803.2|CQUI, LOC6036808|XP_001846802.2|CQUI, LOC6036807|XP_001846801.2|CQUI	LOC108143815|XP_017123826.1|DELE
OG0001722	LOC6032833|XP_001843370.1|CQUI	LOC108146080|XP_017127385.1|DELE
OG0001723	LOC6050945|XP_001867458.1|CQUI	LOC108140484|XP_017118726.1|DELE
OG0001724	LOC6052662|XP_038121953.1|CQUI	LOC108145202|XP_017125933.1|DELE
OG0001725	LOC6041022|XP_038122386.1|CQUI	LOC108144324|XP_017124515.1|DELE
OG0001726	LOC6049583|XP_038121941.1|CQUI	LOC108142582|XP_017122027.1|DELE
OG0001727	LOC6035294|XP_001845514.2|CQUI	LOC108148864|XP_017131653.1|DELE
OG0001728	LOC6049347|XP_038118815.1|CQUI	LOC108144734|XP_017125319.1|DELE
OG0001729	LOC6049354|XP_038118662.1|CQUI	LOC108141310|XP_017120064.1|DELE
OG0001730	LOC6041179|XP_038117743.1|CQUI, LOC6041180|XP_038117741.1|CQUI	LOC108138208|XP_017115817.1|DELE
OG0001732	LOC6052396|XP_001868677.2|CQUI, LOC119767123|XP_038110744.1|CQUI, LOC6031836|XP_038117068.1|CQUI, LOC6044964|XP_001862389.2|CQUI	LOC108148399|XP_017130921.1|DELE
OG0001733	LOC6043697|XP_001861323.2|CQUI	LOC108145243|XP_017126001.1|DELE
OG0001734	LOC6043698|XP_038117261.1|CQUI	LOC108145543|XP_017126532.1|DELE
OG0001735	LOC6040583|XP_001849963.2|CQUI	LOC108142677|XP_017122171.1|DELE
OG0001736	LOC6048738|XP_001865614.2|CQUI	LOC108145183|XP_017125912.1|DELE, LOC108145182|XP_017125910.1|DELE
OG0001737	LOC6037311|XP_038115534.1|CQUI	LOC108143472|XP_017123404.1|DELE
OG0001739	LOC6041340|XP_001850617.1|CQUI	LOC108138356|XP_017116018.1|DELE, LOC108149909|XP_017133299.1|DELE
OG0001740	LOC6036294|XP_038116515.1|CQUI	LOC108143429|XP_017123333.1|DELE
OG0001742	LOC6036265|XP_001846332.2|CQUI	LOC108147029|XP_017128775.1|DELE, LOC108147059|XP_017128835.1|DELE
OG0001743	LOC6036262|XP_038119186.1|CQUI	LOC108146416|XP_017127908.1|DELE
OG0001744	LOC6054588|XP_038121964.1|CQUI	LOC108145087|XP_017125764.1|DELE
OG0001745	LOC119769222|XP_038117074.1|CQUI, LOC6038595|XP_038118253.1|CQUI, LOC6038593|XP_038118254.1|CQUI	LOC108137528|XP_017114734.1|DELE
OG0001746	LOC6036558|XP_001846598.2|CQUI	LOC108150375|XP_017134004.1|DELE
OG0001747	LOC6036201|XP_038120017.1|CQUI	LOC108144429|XP_017124782.1|DELE
OG0001748	LOC6033564|XP_038117165.1|CQUI	LOC108150119|XP_017133575.1|DELE
OG0001749	LOC6036422|XP_001846474.1|CQUI	LOC108144826|XP_017125447.1|DELE
OG0001750	LOC6036421|XP_038119048.1|CQUI	LOC108144824|XP_017125444.1|DELE
OG0001751	LOC6042855|XP_038114678.1|CQUI	LOC108135579|XP_017111860.1|DELE
OG0001752	LOC6040996|XP_038119438.1|CQUI	LOC108147407|XP_017129333.1|DELE
OG0001753	LOC6054690|XP_038115069.1|CQUI, LOC6031315|XP_038115068.1|CQUI	LOC108146120|XP_017127448.1|DELE
OG0001754	LOC6050843|XP_001867373.2|CQUI	LOC108143532|XP_017123517.1|DELE
OG0001755	LOC6052250|XP_038120707.1|CQUI	LOC108145804|XP_017126867.1|DELE
OG0001756	LOC6053151|XP_038114960.1|CQUI	LOC108141359|XP_017120169.1|DELE
OG0001757	LOC6043790|XP_038121470.1|CQUI	LOC108138639|XP_017116469.1|DELE
OG0001758	LOC6043689|XP_038120429.1|CQUI	LOC108146594|XP_017128105.1|DELE
OG0001759	LOC6033506|XP_001843947.2|CQUI	LOC108144504|XP_017124927.1|DELE
OG0001760	LOC6053983|XP_001869974.2|CQUI	LOC108137105|XP_017114161.1|DELE, LOC108143496|XP_017123442.1|DELE
OG0001761	LOC6030821|XP_038116016.1|CQUI	LOC108145241|XP_017125996.1|DELE
OG0001762	LOC6032229|XP_038120484.1|CQUI, LOC119767059|XP_038110416.1|CQUI	LOC108150729|XP_017134515.1|DELE
OG0001763	LOC6042603|XP_038108791.1|CQUI	LOC108135274|XP_017111442.1|DELE
OG0001764	LOC6046458|XP_001863652.1|CQUI, LOC6047560|XP_001864605.2|CQUI	LOC108135154|XP_017111263.1|DELE
OG0001765	LOC6051485|XP_038107849.1|CQUI	LOC108141334|XP_017120106.1|DELE
OG0001766	LOC6032480|XP_038113756.1|CQUI	LOC108141883|XP_017120981.1|DELE
OG0001767	LOC6038630|XP_038111107.1|CQUI	LOC108138937|XP_017117000.1|DELE
OG0001768	LOC6043200|XP_001857537.1|CQUI	LOC108137867|XP_017115292.1|DELE
OG0001769	LOC6032939|XP_038112351.1|CQUI	LOC108137780|XP_017115174.1|DELE
OG0001770	LOC6031963|XP_001842639.2|CQUI, LOC6031964|XP_001842640.2|CQUI, LOC6031965|XP_001842641.2|CQUI	LOC108134526|XP_017110358.1|DELE
OG0001771	LOC6036359|XP_001846418.2|CQUI	LOC108134771|XP_017110707.1|DELE
OG0001772	LOC6037387|XP_001847305.2|CQUI	LOC108142083|XP_017121263.1|DELE
OG0001774	LOC6050045|XP_038113995.1|CQUI	LOC108144745|XP_017125336.1|DELE
OG0001776	LOC6031792|XP_001842500.2|CQUI	LOC108135248|XP_017111402.1|DELE
OG0001777	LOC6038084|XP_038107632.1|CQUI	LOC108138317|XP_017115964.1|DELE
OG0001778	LOC6048084|XP_038107441.1|CQUI	LOC108150464|XP_017134142.1|DELE
OG0001779	LOC6038075|XP_038113585.1|CQUI	LOC108141778|XP_017120767.1|DELE
OG0001781	LOC6041564|XP_001850809.2|CQUI	LOC108138976|XP_017117049.1|DELE
OG0001782	LOC6042229|XP_038107954.1|CQUI	LOC108149309|XP_017132249.1|DELE
OG0001783	LOC6031827|XP_038111291.1|CQUI	LOC108142028|XP_017121193.1|DELE
OG0001784	LOC6041615|XP_038107354.1|CQUI	LOC108147934|XP_017130208.1|DELE
OG0001785	LOC6042128|XP_038111879.1|CQUI	LOC108141340|XP_017120138.1|DELE
OG0001786	LOC6042125|XP_038111657.1|CQUI	LOC108139015|XP_017117107.1|DELE
OG0001787	LOC6040864|XP_038108373.1|CQUI	LOC108138821|XP_017116808.1|DELE
OG0001789	LOC6048506|XP_001865416.1|CQUI	LOC108135384|XP_017111567.1|DELE
OG0001790	LOC6041779|XP_001850996.1|CQUI	LOC108138228|XP_017115839.1|DELE
OG0001791	LOC6034040|XP_001844420.1|CQUI, LOC6043078|XP_038108346.1|CQUI	LOC108144432|XP_017124803.1|DELE
OG0001792	LOC6045612|XP_038111898.1|CQUI	LOC108138933|XP_017116995.1|DELE
OG0001793	LOC6046544|XP_038112495.1|CQUI	LOC108149744|XP_017133013.1|DELE
OG0001794	LOC6036321|XP_038109201.1|CQUI	LOC108150465|XP_017134143.1|DELE
OG0001795	LOC6047491|XP_038109664.1|CQUI	LOC108150452|XP_017134101.1|DELE
OG0001797	LOC6047551|XP_038118672.1|CQUI, LOC6050873|XP_038122154.1|CQUI	LOC108145321|XP_017126184.1|DELE
OG0001798	LOC6033088|XP_001843587.1|CQUI	LOC108144254|XP_017124423.1|DELE
OG0001799	LOC6043563|XP_001859940.2|CQUI	LOC108145044|XP_017125717.1|DELE
OG0001800	LOC6051493|XP_038117999.1|CQUI	LOC108138324|XP_017115974.1|DELE
OG0001801	LOC6049899|XP_038119313.1|CQUI	LOC108150358|XP_017133981.1|DELE
OG0001802	LOC119770526|XP_038121485.1|CQUI, LOC6046222|XP_001863451.2|CQUI	LOC108144053|XP_017124186.1|DELE
OG0001803	LOC6039393|XP_001849006.2|CQUI	LOC108141176|XP_017119893.1|DELE
OG0001804	LOC6053879|XP_038114581.1|CQUI	LOC108137475|XP_017114670.1|DELE
OG0001805	LOC6052240|XP_001868538.2|CQUI	LOC108147522|XP_017129593.1|DELE
OG0001806	LOC6032501|XP_001843089.2|CQUI	LOC108139236|XP_017117392.1|DELE
OG0001808	LOC6039490|XP_038115956.1|CQUI	LOC108140506|XP_017118777.1|DELE
OG0001809	LOC6046894|XP_038121868.1|CQUI	LOC108141211|XP_017119949.1|DELE
OG0001810	LOC119767837|XP_038113417.1|CQUI, LOC6048710|XP_038115683.1|CQUI, LOC6042778|XP_038119753.1|CQUI	LOC108148485|XP_017131008.1|DELE
OG0001811	LOC6052426|XP_038121257.1|CQUI	LOC108147063|XP_017128843.1|DELE
OG0001812	LOC6033997|XP_001844384.1|CQUI	LOC108134928|XP_017110937.1|DELE
OG0001813	LOC6045837|XP_038108395.1|CQUI	LOC108150674|XP_017134448.1|DELE, LOC108135750|XP_017112073.1|DELE
OG0001814	LOC6042171|XP_001851318.2|CQUI	LOC108141065|XP_017119708.1|DELE
OG0001815	LOC6052975|XP_038122237.1|CQUI	LOC108148408|XP_017130933.1|DELE
OG0001816	LOC6039946|XP_001849441.1|CQUI	LOC108149143|XP_017132039.1|DELE, LOC108137004|XP_017113994.1|DELE
OG0001817	LOC6033778|XP_038113959.1|CQUI	LOC108141375|XP_017120199.1|DELE
OG0001818	LOC6031465|XP_038110900.1|CQUI, LOC6031468|XP_038106439.1|CQUI	LOC108144879|XP_017125529.1|DELE
OG0001819	LOC6052485|XP_038106063.1|CQUI	LOC108143690|XP_017123705.1|DELE
OG0001820	LOC6031908|XP_038108785.1|CQUI	LOC108138554|XP_017116313.1|DELE
OG0001821	LOC6045851|XP_038113040.1|CQUI	LOC108144794|XP_017125402.1|DELE
OG0001822	LOC6051898|XP_038107802.1|CQUI	LOC108149199|XP_017132112.1|DELE
OG0001823	LOC6049608|XP_001866335.2|CQUI	LOC108150317|XP_017133921.1|DELE
OG0001824	LOC6043663|XP_001861292.2|CQUI, LOC6043665|XP_038111105.1|CQUI	LOC108147942|XP_017130216.1|DELE
OG0001825	LOC6052855|XP_038109737.1|CQUI	LOC108143374|XP_017123182.1|DELE
OG0001826	LOC6051516|XP_038113255.1|CQUI	LOC108143568|XP_017123567.1|DELE
OG0001827	LOC6047130|XP_038111924.1|CQUI, LOC6040294|XP_038110969.1|CQUI	LOC108144448|XP_017124828.1|DELE
OG0001828	LOC6037826|XP_038114259.1|CQUI	LOC108136508|XP_017113249.1|DELE
OG0001829	LOC6053615|XP_038114283.1|CQUI	LOC108144798|XP_017125407.1|DELE
OG0001830	LOC6049875|XP_001866565.2|CQUI	LOC108135392|XP_017111580.1|DELE
OG0001831	LOC6038352|XP_038109026.1|CQUI, LOC6038350|XP_001848165.2|CQUI	LOC108135481|XP_017111713.1|DELE
OG0001832	LOC6036088|XP_001846181.1|CQUI	LOC108141135|XP_017119850.1|DELE
OG0001833	LOC6043113|XP_001855895.2|CQUI	LOC108144678|XP_017125229.1|DELE
OG0001835	LOC119769758|XP_038119244.1|CQUI, LOC119771083|XP_038122404.1|CQUI	LOC108147071|XP_017128849.1|DELE
OG0001848	LOC6044339|XP_038122494.1|CQUI	LOC108140077|XP_017118269.1|DELE
OG0001849	LOC6044345|XP_001861875.1|CQUI	LOC108136960|XP_017113934.1|DELE
OG0001850	LOC6038326|XP_038110281.1|CQUI	LOC108145306|XP_017126134.1|DELE
OG0001851	LOC6052786|XP_038111864.1|CQUI	LOC108145275|XP_017126057.1|DELE
OG0001852	LOC6038309|XP_038105365.1|CQUI, LOC6038308|XP_038105255.1|CQUI	LOC108146021|XP_017127287.1|DELE
OG0001853	LOC6038307|XP_038117280.1|CQUI	LOC108148589|XP_017131125.1|DELE
OG0001854	LOC6041765|XP_038116879.1|CQUI	LOC108137682|XP_017115031.1|DELE
OG0001855	LOC6035157|XP_038105344.1|CQUI	LOC108144275|XP_017124451.1|DELE
OG0001856	LOC6046575|XP_001863756.2|CQUI	LOC108136537|XP_017113316.1|DELE
OG0001857	LOC6042718|XP_001870735.2|CQUI, LOC6042721|XP_001870738.2|CQUI	LOC108144403|XP_017124701.1|DELE
OG0001858	LOC6041772|XP_038104722.1|CQUI	LOC108136640|XP_017113448.1|DELE
OG0001859	LOC119767634|XP_038112546.1|CQUI	LOC108140850|XP_017119324.1|DELE
OG0001860	LOC6047045|XP_038104177.1|CQUI, LOC6042830|XP_001870827.1|CQUI	LOC108135614|XP_017111918.1|DELE
OG0001861	LOC6037954|XP_038104548.1|CQUI	LOC108148924|XP_017131730.1|DELE
OG0001862	LOC6045736|XP_038105476.1|CQUI, LOC6045737|XP_001863044.2|CQUI	LOC108144988|XP_017125635.1|DELE
OG0001863	LOC6042593|XP_038114195.1|CQUI, LOC6045734|XP_001863041.2|CQUI	LOC108138541|XP_017116300.1|DELE
OG0001864	LOC6053324|XP_038105480.1|CQUI	LOC108150315|XP_017133922.1|DELE
OG0001865	LOC6042722|XP_001870739.2|CQUI	LOC108150041|XP_017133492.1|DELE
OG0001866	LOC6042730|XP_038104345.1|CQUI	LOC108135905|XP_017112315.1|DELE
OG0001867	LOC6048195|XP_038116728.1|CQUI	LOC108135574|XP_017111834.1|DELE
OG0001868	LOC6052598|XP_038104287.1|CQUI	LOC108140097|XP_017118289.1|DELE, LOC108135465|XP_017111696.1|DELE
OG0001869	LOC6038423|XP_038105660.1|CQUI	LOC108140406|XP_017118611.1|DELE
OG0001870	LOC6044993|XP_001862417.2|CQUI	LOC108140658|XP_017119083.1|DELE
OG0001871	LOC6039039|XP_038104101.1|CQUI	LOC108142827|XP_017122380.1|DELE
OG0001872	LOC6034331|XP_038122572.1|CQUI	LOC108148998|XP_017131829.1|DELE
OG0001873	LOC6045619|XP_038104541.1|CQUI	LOC108141110|XP_017119814.1|DELE
OG0001874	LOC6043591|XP_038105079.1|CQUI	LOC108143924|XP_017123997.1|DELE
OG0001875	LOC6047655|XP_038112718.1|CQUI	LOC108144075|XP_017124214.1|DELE
OG0001876	LOC6034410|XP_001844728.2|CQUI	LOC108134948|XP_017110962.1|DELE
OG0001877	LOC6034426|XP_001844744.2|CQUI	LOC108141161|XP_017119881.1|DELE
OG0001878	LOC6034484|XP_038114409.1|CQUI	LOC108147288|XP_017129195.1|DELE
OG0001879	LOC6034762|XP_038105957.1|CQUI	LOC108144005|XP_017124115.1|DELE
OG0001880	LOC6036518|XP_001846563.2|CQUI	LOC108135824|XP_017112195.1|DELE
OG0001881	LOC6035632|XP_038104495.1|CQUI	LOC108135860|XP_017112250.1|DELE
OG0001882	LOC6035646|XP_001845785.2|CQUI	LOC108148687|XP_017131320.1|DELE
OG0001883	LOC6044618|XP_038104449.1|CQUI	LOC108148591|XP_017131135.1|DELE, LOC108148705|XP_017131345.1|DELE
OG0001884	LOC6035062|XP_001845298.1|CQUI	LOC108140708|XP_017119153.1|DELE
OG0001885	LOC119767037|XP_038110218.1|CQUI	LOC108138296|XP_017115940.1|DELE
OG0001886	LOC6044851|XP_001862296.1|CQUI	LOC108143067|XP_017122770.1|DELE
OG0001887	LOC6038584|XP_001848366.1|CQUI	LOC108143287|XP_017123091.1|DELE
OG0001888	LOC6041722|XP_038122909.1|CQUI	LOC108140140|XP_017118330.1|DELE, LOC108141107|XP_017119807.1|DELE
OG0001889	LOC6041728|XP_001850950.2|CQUI	LOC108136636|XP_017113444.1|DELE
OG0001890	LOC119765309|XP_038104857.1|CQUI	LOC108142867|XP_017122430.1|DELE
OG0001891	LOC6043184|XP_038105459.1|CQUI	LOC108136805|XP_017113690.1|DELE
OG0001892	LOC6035555|XP_001845713.2|CQUI	LOC108147376|XP_017129299.1|DELE, LOC108145645|XP_017126675.1|DELE
OG0001893	LOC6032693|XP_038105722.1|CQUI	LOC108147279|XP_017129184.1|DELE
OG0001894	LOC6032687|XP_001843247.2|CQUI	LOC108149633|XP_017132852.1|DELE
OG0001895	LOC6032626|XP_038117551.1|CQUI	LOC108145273|XP_017126052.1|DELE
OG0001896	LOC6033243|XP_038122668.1|CQUI	LOC108135457|XP_017111690.1|DELE
OG0001897	LOC6046290|XP_038104836.1|CQUI	LOC108135117|XP_017111197.1|DELE
OG0001898	LOC6031568|XP_001842347.2|CQUI	LOC108137738|XP_017115125.1|DELE
OG0001899	LOC6033679|XP_038122988.1|CQUI	LOC108135756|XP_017112087.1|DELE
OG0001900	LOC6041148|XP_038110611.1|CQUI	LOC108145680|XP_017126725.1|DELE
OG0001901	LOC6033710|XP_038105128.1|CQUI	LOC108135227|XP_017111345.1|DELE
OG0001902	LOC6035419|XP_038119268.1|CQUI	LOC108136797|XP_017113682.1|DELE
OG0001905	LOC6040704|XP_001850058.2|CQUI	LOC108142432|XP_017121781.1|DELE
OG0001906	LOC6037489|XP_038105690.1|CQUI	LOC108140551|XP_017118890.1|DELE
OG0001907	LOC6038035|XP_038114494.1|CQUI	LOC108141624|XP_017120580.1|DELE
OG0001908	LOC6042396|XP_038108468.1|CQUI	LOC108140388|XP_017118584.1|DELE
OG0001909	LOC6032044|XP_038104689.1|CQUI	LOC108136487|XP_017113190.1|DELE
OG0001910	LOC6035189|XP_038105072.1|CQUI, LOC6035190|XP_001845420.2|CQUI	LOC108135131|XP_017111228.1|DELE
OG0001912	LOC6033909|XP_001844298.2|CQUI	LOC108144902|XP_017125553.1|DELE
OG0001913	LOC6033916|XP_001844305.2|CQUI, LOC6033914|XP_038109497.1|CQUI, LOC6033918|XP_001844307.2|CQUI	LOC108135303|XP_017111476.1|DELE
OG0001914	LOC6044843|XP_001862288.2|CQUI, LOC6033904|XP_001844293.2|CQUI	LOC108136758|XP_017113597.1|DELE
OG0001915	LOC6032785|XP_038118978.1|CQUI	LOC108146363|XP_017127830.1|DELE
OG0001916	LOC6032807|XP_038118971.1|CQUI	LOC108145177|XP_017125902.1|DELE
OG0001917	LOC6032905|XP_038116382.1|CQUI	LOC108142211|XP_017121410.1|DELE
OG0001918	LOC6038679|XP_001848434.2|CQUI, LOC119767328|XP_038111632.1|CQUI	LOC108146405|XP_017127895.1|DELE
OG0001919	LOC6041034|XP_001850345.2|CQUI	LOC108144685|XP_017125239.1|DELE
OG0001920	LOC6053530|XP_038119323.1|CQUI	LOC108146082|XP_017127390.1|DELE
OG0001921	LOC6031101|XP_001841948.2|CQUI	LOC108149144|XP_017132040.1|DELE
OG0001922	LOC119770110|XP_038120318.1|CQUI, LOC6050944|XP_001867457.2|CQUI	LOC108149188|XP_017132097.1|DELE
OG0001924	LOC6047853|XP_001864856.2|CQUI	LOC108135183|XP_017111293.1|DELE, LOC108149211|XP_017132127.1|DELE
OG0001925	LOC6044576|XP_001862068.2|CQUI	LOC108147456|XP_017129474.1|DELE
OG0001926	LOC6031058|XP_038117318.1|CQUI	LOC108147485|XP_017129529.1|DELE
OG0001927	LOC6042822|XP_038119054.1|CQUI	LOC108137942|XP_017115389.1|DELE
OG0001928	LOC6042827|XP_001870824.2|CQUI	LOC108150264|XP_017133835.1|DELE
OG0001929	LOC6044582|XP_038117729.1|CQUI	LOC108150175|XP_017133636.1|DELE
OG0001930	LOC6052394|XP_038121632.1|CQUI	LOC108138668|XP_017116502.1|DELE
OG0001932	LOC6044950|XP_038115259.1|CQUI	LOC108150221|XP_017133753.1|DELE
OG0001933	LOC6051407|XP_001867852.2|CQUI	LOC108144405|XP_017124725.1|DELE
OG0001934	LOC119765391|XP_038105089.1|CQUI, LOC6047375|XP_001864443.2|CQUI	LOC108150361|XP_017133984.1|DELE
OG0001935	LOC6038818|XP_038120855.1|CQUI	LOC108146318|XP_017127770.1|DELE
OG0001937	LOC6042011|XP_038115412.1|CQUI	LOC108144588|XP_017125073.1|DELE
OG0001938	LOC6044645|XP_038115793.1|CQUI	LOC108144373|XP_017124636.1|DELE
OG0001939	LOC6048509|XP_001865422.2|CQUI	LOC108145399|XP_017126287.1|DELE
OG0001940	LOC6048947|XP_001865782.2|CQUI	LOC108149603|XP_017132786.1|DELE
OG0001941	LOC6036592|XP_038117237.1|CQUI	LOC108146530|XP_017128057.1|DELE
OG0001942	LOC6041098|XP_038119257.1|CQUI, LOC6037316|XP_001847243.2|CQUI, LOC6041117|XP_038121399.1|CQUI	LOC108145114|XP_017125812.1|DELE
OG0001943	LOC119769729|XP_038119123.1|CQUI	LOC108145736|XP_017126787.1|DELE
OG0001944	LOC6053439|XP_001869521.2|CQUI	LOC108146091|XP_017127408.1|DELE
OG0001945	LOC6041342|XP_038121860.1|CQUI	LOC108135012|XP_017111035.1|DELE, LOC108149624|XP_017132843.1|DELE, LOC108149571|XP_017132695.1|DELE
OG0001946	LOC6050479|XP_001867082.1|CQUI	LOC108149636|XP_017132857.1|DELE
OG0001947	LOC6050483|XP_001867086.1|CQUI	LOC108137640|XP_017114941.1|DELE, LOC108144242|XP_017124409.1|DELE
OG0001948	LOC6048050|XP_038116081.1|CQUI	LOC108136527|XP_017113290.1|DELE
OG0001949	LOC6050155|XP_038115622.1|CQUI	LOC108142573|XP_017122013.1|DELE
OG0001950	LOC6044944|XP_038114752.1|CQUI	LOC108137449|XP_017114627.1|DELE
OG0001951	LOC6038589|XP_038122017.1|CQUI	LOC108137524|XP_017114727.1|DELE
OG0001952	LOC6051573|XP_038119566.1|CQUI	LOC108146773|XP_017128405.1|DELE
OG0001953	LOC6037139|XP_001847079.2|CQUI	LOC108149123|XP_017132012.1|DELE
OG0001954	LOC6036398|XP_038119152.1|CQUI	LOC108144802|XP_017125455.1|DELE, LOC108147045|XP_017128807.1|DELE
OG0001955	LOC6036401|XP_001846454.2|CQUI	LOC108149685|XP_017132939.1|DELE, LOC108137441|XP_017114598.1|DELE
OG0001956	LOC6036547|XP_038117528.1|CQUI	LOC108135568|XP_017111816.1|DELE
OG0001957	LOC6036275|XP_001846341.1|CQUI	LOC108145221|XP_017125965.1|DELE
OG0001958	LOC6033549|XP_038117713.1|CQUI	LOC108138774|XP_017116727.1|DELE
OG0001959	LOC6038392|XP_001848199.2|CQUI, LOC6037710|XP_038114451.1|CQUI	LOC108142222|XP_017121426.1|DELE
OG0001960	LOC6040613|XP_001849983.2|CQUI	LOC108145881|XP_017127016.1|DELE
OG0001962	LOC6035473|XP_038120793.1|CQUI	LOC108149632|XP_017132851.1|DELE
OG0001963	LOC6033576|XP_038116392.1|CQUI	LOC108146878|XP_017128599.1|DELE
OG0001964	LOC119770350|XP_038120975.1|CQUI	LOC108142680|XP_017122173.1|DELE
OG0001966	LOC6045542|XP_038120964.1|CQUI	LOC108140680|XP_017119115.1|DELE
OG0001967	LOC6037159|XP_038116491.1|CQUI	LOC108145223|XP_017125967.1|DELE, LOC108137386|XP_017114538.1|DELE
OG0001968	LOC119769837|XP_038119461.1|CQUI	LOC108150117|XP_017133570.1|DELE
