Orthogroup	CQUI.longest_only	DGUA.longest_only
OG0000631	LOC6033752|XP_038111487.1|CQUI	LOC117581821|XP_034125155.1|DGUA, LOC117591147|XP_034140146.1|DGUA
OG0000632	LOC6039836|XP_038110109.1|CQUI	LOC117582272|XP_034125792.1|DGUA, LOC117582523|XP_034126212.1|DGUA
OG0000634	LOC6044510|XP_001862016.2|CQUI	LOC117590689|XP_034139480.1|DGUA, LOC117579861|XP_034121868.1|DGUA
OG0000635	LOC6051292|XP_038119302.1|CQUI	LOC117579755|XP_034121676.1|DGUA, LOC117589248|XP_034136912.1|DGUA
OG0000636	LOC6053271|XP_038121208.1|CQUI	LOC117587665|XP_034134447.1|DGUA, LOC117587680|XP_034134462.1|DGUA
OG0000637	LOC6046174|XP_038111493.1|CQUI	LOC117581470|XP_034124597.1|DGUA, LOC117581269|XP_034124171.1|DGUA
OG0000638	LOC6035960|XP_001846068.1|CQUI	LOC117585494|XP_034130883.1|DGUA, LOC117581215|XP_034124084.1|DGUA
OG0000639	LOC6034680|XP_038109438.1|CQUI	LOC117579090|XP_034120691.1|DGUA
OG0000646	LOC6053145|XP_038116913.1|CQUI	LOC117585005|XP_034130135.1|DGUA, LOC117589673|XP_034137707.1|DGUA
OG0000647	LOC6052863|XP_038104142.1|CQUI	LOC117582836|XP_034126783.1|DGUA, LOC117588352|XP_034135455.1|DGUA
OG0000648	LOC6044379|XP_038104457.1|CQUI	LOC117581366|XP_034124390.1|DGUA
OG0000649	LOC6052346|XP_038122673.1|CQUI	LOC117588311|XP_034135392.1|DGUA, LOC117588433|XP_034135605.1|DGUA
OG0000650	LOC119765291|XP_038104781.1|CQUI	LOC117585598|XP_034131034.1|DGUA
OG0000651	LOC6034792|XP_038108743.1|CQUI	LOC117587038|XP_034133359.1|DGUA, LOC117587089|XP_034133450.1|DGUA
OG0000652	LOC6047846|XP_001864848.1|CQUI	LOC117591566|XP_034140771.1|DGUA, LOC117581065|XP_034123828.1|DGUA
OG0000653	LOC6035413|XP_038122495.1|CQUI, LOC6035412|XP_038122483.1|CQUI	LOC117583021|XP_034127062.1|DGUA, LOC117583524|XP_034127762.1|DGUA
OG0000654	LOC6039542|XP_038121287.1|CQUI	LOC117586979|XP_034133259.1|DGUA
OG0000655	LOC6041337|XP_001850614.2|CQUI	LOC117580176|XP_034122421.1|DGUA, LOC117582532|XP_034126228.1|DGUA
OG0000656	LOC6051101|XP_038116957.1|CQUI	LOC117586054|XP_034131788.1|DGUA, LOC117586055|XP_034131790.1|DGUA
OG0000657	LOC6041310|XP_001850590.2|CQUI	LOC117587237|XP_034133697.1|DGUA, LOC117582430|XP_034126025.1|DGUA
OG0000658	LOC6037018|XP_038108424.1|CQUI	LOC117588494|XP_034135695.1|DGUA, LOC117585496|XP_034130886.1|DGUA
OG0000659	LOC6036999|XP_001846964.1|CQUI	LOC117584578|XP_034129445.1|DGUA, LOC117587910|XP_034134782.1|DGUA
OG0000660	LOC6053861|XP_001869873.1|CQUI	LOC117581767|XP_034125062.1|DGUA, LOC117581768|XP_034125065.1|DGUA, LOC117586421|XP_034132353.1|DGUA, LOC117581770|XP_034125066.1|DGUA
OG0000661	LOC6033622|XP_001844049.2|CQUI	LOC117580308|XP_034122692.1|DGUA, LOC117582157|XP_034125641.1|DGUA
OG0000662	LOC6052557|XP_038120537.1|CQUI	LOC117587134|XP_034133532.1|DGUA, LOC117590729|XP_034139528.1|DGUA
OG0000663	LOC6039520|XP_001849122.2|CQUI	LOC117582471|XP_034126099.1|DGUA
OG0000664	LOC6046260|XP_038114809.1|CQUI	LOC117580737|XP_034123304.1|DGUA
OG0000665	LOC6048712|XP_001865588.1|CQUI	LOC117586390|XP_034132312.1|DGUA
OG0000666	LOC6054798|XP_038119012.1|CQUI	LOC117589054|XP_034136578.1|DGUA, LOC117590811|XP_034139668.1|DGUA
OG0000667	LOC6046897|XP_038119403.1|CQUI	LOC117591004|XP_034139977.1|DGUA, LOC117585512|XP_034130902.1|DGUA
OG0000668	LOC6046395|XP_038118170.1|CQUI	LOC117590158|XP_034138435.1|DGUA, LOC117583846|XP_034128356.1|DGUA
OG0000669	LOC119770724|XP_038122042.1|CQUI	LOC117581041|XP_034123762.1|DGUA, LOC117581039|XP_034123760.1|DGUA
OG0000670	LOC6046815|XP_038111687.1|CQUI	LOC117590829|XP_034139694.1|DGUA, LOC117581165|XP_034123999.1|DGUA
OG0000671	LOC6038345|XP_001848160.1|CQUI	LOC117590066|XP_034138282.1|DGUA, LOC117582949|XP_034126952.1|DGUA
OG0000672	LOC6043037|XP_038113688.1|CQUI	LOC117590356|XP_034138783.1|DGUA, LOC117590920|XP_034139843.1|DGUA
OG0000673	LOC6034544|XP_001844844.1|CQUI	LOC117581250|XP_034124144.1|DGUA, LOC117579640|XP_034121509.1|DGUA
OG0000677	LOC119771220|XP_038122896.1|CQUI	LOC117587464|XP_034134079.1|DGUA, LOC117588639|XP_034135958.1|DGUA
OG0000678	LOC6049218|XP_001866018.1|CQUI	LOC117585025|XP_034130158.1|DGUA, LOC117582354|XP_034125901.1|DGUA
OG0000679	LOC6043332|XP_001858497.2|CQUI, LOC6043334|XP_038120970.1|CQUI, LOC119770348|XP_038120969.1|CQUI, LOC6051380|XP_001867828.2|CQUI, LOC6041272|XP_001850558.1|CQUI, LOC6041270|XP_038114788.1|CQUI	LOC117590292|XP_034138671.1|DGUA
OG0000680	LOC6040463|XP_038110968.1|CQUI	LOC117590209|XP_034138553.1|DGUA, LOC117590207|XP_034138550.1|DGUA
OG0000681	LOC6034420|XP_038105001.1|CQUI	LOC117582744|XP_034126575.1|DGUA, LOC117580695|XP_034123211.1|DGUA
OG0000683	LOC119771188|XP_038122716.1|CQUI, LOC119771187|XP_038122715.1|CQUI, LOC6041367|XP_001850634.1|CQUI, LOC6035206|XP_001845435.2|CQUI	LOC117585148|XP_034130368.1|DGUA
OG0000684	LOC6048395|XP_001865319.1|CQUI	LOC117586435|XP_034132362.1|DGUA, LOC117583750|XP_034128160.1|DGUA
OG0000685	LOC6037400|XP_038114905.1|CQUI	LOC117590841|XP_034139725.1|DGUA, LOC117590884|XP_034139804.1|DGUA, LOC117589960|XP_034138151.1|DGUA
OG0000686	LOC6051596|XP_038120199.1|CQUI	LOC117578459|XP_034119881.1|DGUA, LOC117588776|XP_034136156.1|DGUA
OG0000687	LOC6035321|XP_001845536.1|CQUI	LOC117589238|XP_034136892.1|DGUA
OG0000688	LOC6040659|XP_038115242.1|CQUI	LOC117591957|XP_034141274.1|DGUA
OG0000689	LOC119769612|XP_038118657.1|CQUI	LOC117586466|XP_034132429.1|DGUA, LOC117586462|XP_034132414.1|DGUA
OG0000690	LOC6050670|XP_038115594.1|CQUI, LOC6038219|XP_001848048.1|CQUI, LOC6047742|XP_001864761.2|CQUI, LOC6042033|XP_001851195.2|CQUI, LOC6050673|XP_001867238.2|CQUI	LOC117580806|XP_034123398.1|DGUA
OG0000691	LOC6038874|XP_038122076.1|CQUI	LOC117584758|XP_034129750.1|DGUA, LOC117579309|XP_034121011.1|DGUA
OG0000692	LOC6050833|XP_038117216.1|CQUI, LOC6050834|XP_001867362.2|CQUI	LOC117589105|XP_034136648.1|DGUA, LOC117589107|XP_034136650.1|DGUA
OG0000694	LOC6047733|XP_038120382.1|CQUI	LOC117581140|XP_034123964.1|DGUA, LOC117580535|XP_034123020.1|DGUA
OG0000695	LOC6043622|XP_038113841.1|CQUI	LOC117588067|XP_034135018.1|DGUA, LOC117588066|XP_034135017.1|DGUA
OG0000696	LOC6034106|XP_001844471.1|CQUI	LOC117581867|XP_034125221.1|DGUA
OG0000697	LOC6037877|XP_001847743.2|CQUI	LOC117588302|XP_034135380.1|DGUA, LOC117588102|XP_034135064.1|DGUA
OG0000698	LOC6054309|XP_038113357.1|CQUI	LOC117581845|XP_034125191.1|DGUA, LOC117582341|XP_034125883.1|DGUA
OG0000699	LOC6031882|XP_038111805.1|CQUI	LOC117584717|XP_034129655.1|DGUA, LOC117585384|XP_034130724.1|DGUA
OG0000700	LOC6045669|XP_038108368.1|CQUI	LOC117582105|XP_034125561.1|DGUA, LOC117584471|XP_034129283.1|DGUA
OG0000701	LOC6050972|XP_038112604.1|CQUI	LOC117591937|XP_034141236.1|DGUA, LOC117590220|XP_034138578.1|DGUA
OG0000702	LOC6052432|XP_038117603.1|CQUI	LOC117591218|XP_034140278.1|DGUA, LOC117591217|XP_034140254.1|DGUA
OG0000703	LOC6035033|XP_038122275.1|CQUI	LOC117584158|XP_034128811.1|DGUA, LOC117580650|XP_034123144.1|DGUA
OG0000704	LOC6038164|XP_038120107.1|CQUI	LOC117588726|XP_034136082.1|DGUA, LOC117583831|XP_034128314.1|DGUA
OG0000705	LOC6052245|XP_038115015.1|CQUI	LOC117587018|XP_034133320.1|DGUA, LOC117589019|XP_034136534.1|DGUA, LOC117588698|XP_034136038.1|DGUA, LOC117587016|XP_034133317.1|DGUA
OG0000706	LOC6046887|XP_038117985.1|CQUI	LOC117582340|XP_034125882.1|DGUA, LOC117581613|XP_034124867.1|DGUA
OG0000707	LOC6045804|XP_038117453.1|CQUI	LOC117581280|XP_034124198.1|DGUA, LOC117591032|XP_034140017.1|DGUA
OG0000708	LOC6037569|XP_038120474.1|CQUI	LOC117590471|XP_034139012.1|DGUA, LOC117588421|XP_034135586.1|DGUA
OG0000709	LOC6039218|XP_038117369.1|CQUI	LOC117583485|XP_034127686.1|DGUA, LOC117581329|XP_034124334.1|DGUA
OG0000710	LOC6031510|XP_001842300.1|CQUI	LOC117586015|XP_034131737.1|DGUA, LOC117591965|XP_034141293.1|DGUA
OG0000711	LOC6036869|XP_001846852.1|CQUI	LOC117591549|XP_034140735.1|DGUA, LOC117588733|XP_034136099.1|DGUA
OG0000712	LOC119766789|XP_038108506.1|CQUI, LOC6045985|XP_038106057.1|CQUI	LOC117586204|XP_034132032.1|DGUA, LOC117586202|XP_034132027.1|DGUA
OG0000713	LOC6049870|XP_001866561.1|CQUI	LOC117582839|XP_034126787.1|DGUA, LOC117592072|XP_034141470.1|DGUA
OG0000714	LOC6045584|XP_038113889.1|CQUI	LOC117581351|XP_034124374.1|DGUA, LOC117579059|XP_034120654.1|DGUA
OG0000715	LOC119767953|XP_038113953.1|CQUI	LOC117580246|XP_034122560.1|DGUA, LOC117581178|XP_034124014.1|DGUA, LOC117582029|XP_034125449.1|DGUA
OG0000716	LOC6040190|XP_001849640.2|CQUI	LOC117580822|XP_034123433.1|DGUA, LOC117579165|XP_034120817.1|DGUA
OG0000724	LOC6042711|XP_001870728.1|CQUI	LOC117590994|XP_034139965.1|DGUA, LOC117582786|XP_034126658.1|DGUA
OG0000726	LOC6035562|XP_038104583.1|CQUI	LOC117585463|XP_034130845.1|DGUA, LOC117585583|XP_034131011.1|DGUA
OG0000727	LOC6032646|XP_001843213.2|CQUI, LOC6032648|XP_038122826.1|CQUI	LOC117586526|XP_034132551.1|DGUA, LOC117586534|XP_034132559.1|DGUA
OG0000730	LOC6031123|XP_001841967.1|CQUI	LOC117581765|XP_034125058.1|DGUA, LOC117586903|XP_034133139.1|DGUA
OG0000731	LOC6043928|XP_001861511.1|CQUI	LOC117579777|XP_034121726.1|DGUA, LOC117588056|XP_034135007.1|DGUA
OG0000732	LOC6041983|XP_001851156.1|CQUI	LOC117589060|XP_034136582.1|DGUA, LOC117589058|XP_034136579.1|DGUA
OG0000733	LOC6047563|XP_001864598.2|CQUI	LOC117583091|XP_034127160.1|DGUA, LOC117580226|XP_034122531.1|DGUA
OG0000734	LOC6052234|XP_038116578.1|CQUI	LOC117587094|XP_034133463.1|DGUA
OG0000735	LOC6044469|XP_001861983.1|CQUI	LOC117590847|XP_034139735.1|DGUA, LOC117587690|XP_034134476.1|DGUA
OG0000736	LOC6037099|XP_038112503.1|CQUI	LOC117581696|XP_034124965.1|DGUA, LOC117581697|XP_034124966.1|DGUA
OG0000738	LOC6036448|XP_001846499.1|CQUI	LOC117582058|XP_034125500.1|DGUA, LOC117590900|XP_034139822.1|DGUA
OG0000739	LOC6036343|XP_038110352.1|CQUI	LOC117585486|XP_034130872.1|DGUA, LOC117585474|XP_034130856.1|DGUA
OG0000740	LOC6038854|XP_038113339.1|CQUI	LOC117590072|XP_034138301.1|DGUA
OG0000741	LOC6038156|XP_038115491.1|CQUI, LOC6038158|XP_001847991.2|CQUI	LOC117589596|XP_034137558.1|DGUA
OG0000742	LOC6046871|XP_038115688.1|CQUI	LOC117588280|XP_034135343.1|DGUA, LOC117588281|XP_034135345.1|DGUA
OG0000743	LOC6050273|XP_001866910.2|CQUI	LOC117586939|XP_034133197.1|DGUA
OG0000744	LOC6047300|XP_001864379.2|CQUI, LOC6047301|XP_001864380.2|CQUI	LOC117578628|XP_034120124.1|DGUA
OG0000746	LOC6043117|XP_001855912.2|CQUI	LOC117578578|XP_034120054.1|DGUA
OG0000753	LOC6048959|XP_038122824.1|CQUI	LOC117583022|XP_034127063.1|DGUA, LOC117586906|XP_034133141.1|DGUA
OG0000754	LOC6049897|XP_001866577.2|CQUI	LOC117581084|XP_034123858.1|DGUA
OG0000756	LOC6046145|XP_001863379.2|CQUI	LOC117585061|XP_034130212.1|DGUA
OG0000757	LOC6046554|XP_038118070.1|CQUI	LOC117586322|XP_034132202.1|DGUA, LOC117579144|XP_034120775.1|DGUA
OG0000758	LOC6040607|XP_038119298.1|CQUI	LOC117589101|XP_034136642.1|DGUA, LOC117589100|XP_034136640.1|DGUA
OG0000761	LOC6033760|XP_038107373.1|CQUI	LOC117584277|XP_034128985.1|DGUA, LOC117584280|XP_034128989.1|DGUA
OG0000762	LOC6037908|XP_001847768.1|CQUI	LOC117588240|XP_034135282.1|DGUA, LOC117584187|XP_034128846.1|DGUA
OG0000764	LOC6039471|XP_038122347.1|CQUI	LOC117583311|XP_034127449.1|DGUA, LOC117590397|XP_034138881.1|DGUA
OG0000765	LOC6049633|XP_038120394.1|CQUI	LOC117587396|XP_034133941.1|DGUA, LOC117588682|XP_034136021.1|DGUA
OG0000766	LOC6046669|XP_001863836.1|CQUI	LOC117587686|XP_034134470.1|DGUA, LOC117581146|XP_034123969.1|DGUA
OG0000767	LOC6033818|XP_001844213.2|CQUI	LOC117580334|XP_034122724.1|DGUA
OG0000768	LOC6037757|XP_038118780.1|CQUI	LOC117587030|XP_034133346.1|DGUA
OG0000769	LOC6036915|XP_001846890.2|CQUI	LOC117585044|XP_034130191.1|DGUA, LOC117581000|XP_034123697.1|DGUA
OG0000770	LOC119766679|XP_038107821.1|CQUI, LOC6032313|XP_001842945.1|CQUI	LOC117586448|XP_034132385.1|DGUA
OG0000771	LOC6037662|XP_038113592.1|CQUI	LOC117587136|XP_034133534.1|DGUA, LOC117587135|XP_034133533.1|DGUA
OG0000778	LOC6038198|XP_038117770.1|CQUI	LOC117580160|XP_034122371.1|DGUA, LOC117590110|XP_034138350.1|DGUA
OG0000779	LOC6051382|XP_038104144.1|CQUI, LOC6051383|XP_038115271.1|CQUI, LOC6041720|XP_038104033.1|CQUI, LOC6044161|XP_001861710.2|CQUI, LOC6044291|XP_038121588.1|CQUI	LOC117588746|XP_034136115.1|DGUA
OG0000780	LOC6044209|XP_038104803.1|CQUI, LOC6044211|XP_038104434.1|CQUI, LOC6044213|XP_038122683.1|CQUI	LOC117578630|XP_034120127.1|DGUA, LOC117578631|XP_034120128.1|DGUA
OG0000781	LOC6037941|XP_038110485.1|CQUI	LOC117590757|XP_034139586.1|DGUA, LOC117579979|XP_034122049.1|DGUA
OG0000782	LOC6034796|XP_038114655.1|CQUI	LOC117587468|XP_034134083.1|DGUA, LOC117580972|XP_034123656.1|DGUA
OG0000783	LOC6034787|XP_001845060.1|CQUI	LOC117587064|XP_034133396.1|DGUA, LOC117590997|XP_034139968.1|DGUA
OG0000784	LOC6052698|XP_038104428.1|CQUI	LOC117589039|XP_034136558.1|DGUA, LOC117591440|XP_034140598.1|DGUA
OG0000785	LOC6046529|XP_001863710.2|CQUI, LOC6046527|XP_001863709.2|CQUI	LOC117583696|XP_034128067.1|DGUA
OG0000786	LOC6037507|XP_038107901.1|CQUI	LOC117581209|XP_034124072.1|DGUA, LOC117589497|XP_034137357.1|DGUA
OG0000787	LOC6035614|XP_001845763.1|CQUI	LOC117580102|XP_034122257.1|DGUA, LOC117588316|XP_034135400.1|DGUA
OG0000788	LOC6045925|XP_001863200.1|CQUI	LOC117582553|XP_034126271.1|DGUA, LOC117580115|XP_034122293.1|DGUA
OG0000789	LOC6047537|XP_001864587.2|CQUI	LOC117587982|XP_034134881.1|DGUA, LOC117587884|XP_034134752.1|DGUA
OG0000790	LOC119767740|XP_038113035.1|CQUI	LOC117581898|XP_034125257.1|DGUA, LOC117581897|XP_034125256.1|DGUA
OG0000791	LOC6036471|XP_001846521.1|CQUI	LOC117584547|XP_034129391.1|DGUA, LOC117585846|XP_034131480.1|DGUA
OG0000792	LOC119767396|XP_038111828.1|CQUI, LOC6046623|XP_001863795.2|CQUI	LOC117582306|XP_034125840.1|DGUA, LOC117582304|XP_034125839.1|DGUA
OG0000793	LOC6046063|XP_001863318.1|CQUI	LOC117586347|XP_034132254.1|DGUA, LOC117591026|XP_034140004.1|DGUA
OG0000794	LOC6050901|XP_001867420.2|CQUI, LOC6050899|XP_001867422.2|CQUI	LOC117588329|XP_034135424.1|DGUA
OG0000795	LOC6034049|XP_001844428.2|CQUI	LOC117581143|XP_034123966.1|DGUA, LOC117590055|XP_034138266.1|DGUA
OG0000796	LOC6036713|XP_001846717.2|CQUI	LOC117589733|XP_034137800.1|DGUA, LOC117591369|XP_034140496.1|DGUA
OG0000797	LOC6037066|XP_001847023.1|CQUI, LOC6046197|XP_001863428.1|CQUI	LOC117586274|XP_034132117.1|DGUA, LOC117585973|XP_034131673.1|DGUA
OG0000798	LOC6052446|XP_038107346.1|CQUI	LOC117582081|XP_034125571.1|DGUA, LOC117581890|XP_034125286.1|DGUA
OG0000799	LOC6054174|XP_038108545.1|CQUI	LOC117586384|XP_034132305.1|DGUA, LOC117581016|XP_034123732.1|DGUA
OG0000801	LOC6046949|XP_001864068.1|CQUI	LOC117592637|XP_034142471.1|DGUA
OG0000802	LOC6040365|XP_001849765.2|CQUI, LOC6051527|XP_038106125.1|CQUI, LOC6040366|XP_038110323.1|CQUI	LOC117588592|XP_034135888.1|DGUA
OG0000803	LOC6036009|XP_001846113.1|CQUI	LOC117584790|XP_034129793.1|DGUA, LOC117587404|XP_034133952.1|DGUA
OG0000811	LOC6032795|XP_001843334.2|CQUI	LOC117590136|XP_034138400.1|DGUA, LOC117578819|XP_034120468.1|DGUA
OG0000812	LOC6031005|XP_038117373.1|CQUI	LOC117588542|XP_034135811.1|DGUA, LOC117589150|XP_034136736.1|DGUA
OG0000813	LOC6036541|XP_001846586.2|CQUI	LOC117582277|XP_034125797.1|DGUA
OG0000814	LOC6042898|XP_038118763.1|CQUI	LOC117581814|XP_034125149.1|DGUA
OG0000815	LOC6031268|XP_038112299.1|CQUI, LOC6031267|XP_001842093.2|CQUI, LOC119766437|XP_038106914.1|CQUI, LOC6031271|XP_038111478.1|CQUI, LOC6031270|XP_038110981.1|CQUI	LOC117584742|XP_034129716.1|DGUA
OG0000816	LOC6036458|XP_001846508.1|CQUI	LOC117591363|XP_034140487.1|DGUA, LOC117586014|XP_034131735.1|DGUA
OG0000817	LOC6041737|XP_001850957.1|CQUI	LOC117585488|XP_034130874.1|DGUA, LOC117585487|XP_034130873.1|DGUA
OG0000819	LOC6051147|XP_038117088.1|CQUI	LOC117580815|XP_034123424.1|DGUA, LOC117581262|XP_034124161.1|DGUA
OG0000820	LOC6038086|XP_038108938.1|CQUI	LOC117592690|XP_034142545.1|DGUA
OG0000821	LOC6036623|XP_001846651.2|CQUI	LOC117591896|XP_034141177.1|DGUA
OG0000822	LOC6036736|XP_001846735.2|CQUI	LOC117589284|XP_034136965.1|DGUA, LOC117587726|XP_034134535.1|DGUA
OG0000830	LOC6040678|XP_001850034.1|CQUI, LOC6040677|XP_001850032.1|CQUI, LOC6040679|XP_001850033.2|CQUI	LOC117581441|XP_034124536.1|DGUA
OG0000831	LOC6032985|XP_038104688.1|CQUI, LOC6032982|XP_001843494.2|CQUI, LOC6039734|XP_001849286.2|CQUI	LOC117592571|XP_034142346.1|DGUA
OG0000832	LOC6038039|XP_001847884.1|CQUI	LOC117592584|XP_034142362.1|DGUA, LOC117591085|XP_034140076.1|DGUA
OG0000833	LOC119770850|XP_038122366.1|CQUI, LOC6043801|XP_038117043.1|CQUI	LOC117579047|XP_034120633.1|DGUA
OG0000834	LOC6049792|XP_001866498.2|CQUI	LOC117582952|XP_034126953.1|DGUA
OG0000836	LOC6033191|XP_038110903.1|CQUI	LOC117591079|XP_034140073.1|DGUA, LOC117584343|XP_034129066.1|DGUA
OG0000837	LOC6046885|XP_038117989.1|CQUI	LOC117580748|XP_034123326.1|DGUA
OG0000838	LOC6039707|XP_001849263.2|CQUI	LOC117582132|XP_034125607.1|DGUA, LOC117582133|XP_034125608.1|DGUA
OG0000839	LOC6032544|XP_001843124.2|CQUI	LOC117584982|XP_034130080.1|DGUA
OG0000840	LOC6033814|XP_001844211.2|CQUI	LOC117580946|XP_034123621.1|DGUA
OG0000841	LOC6043584|XP_038118851.1|CQUI	LOC117590144|XP_034138408.1|DGUA
OG0000842	LOC6052627|XP_038111165.1|CQUI	LOC117582888|XP_034126864.1|DGUA, LOC117585435|XP_034130801.1|DGUA
OG0000843	LOC6052901|XP_001869081.2|CQUI	LOC117579533|XP_034121345.1|DGUA
OG0000844	LOC6040955|XP_038108140.1|CQUI	LOC117589971|XP_034138167.1|DGUA, LOC117586625|XP_034132734.1|DGUA
OG0000845	LOC119769629|XP_038118744.1|CQUI, LOC6040642|XP_001850007.2|CQUI	LOC117588553|XP_034135826.1|DGUA, LOC117591036|XP_034140021.1|DGUA
OG0000854	LOC6041770|XP_001850988.2|CQUI	LOC117581096|XP_034123876.1|DGUA, LOC117581092|XP_034123871.1|DGUA
OG0000855	LOC6040439|XP_038111121.1|CQUI	LOC117588399|XP_034135544.1|DGUA, LOC117585031|XP_034130166.1|DGUA
OG0000856	LOC6042751|XP_038104746.1|CQUI	LOC117589095|XP_034136623.1|DGUA
OG0000857	LOC6045738|XP_038104079.1|CQUI, LOC6045740|XP_001863047.2|CQUI, LOC6048852|XP_001865699.1|CQUI, LOC6052371|XP_001868657.2|CQUI	LOC117581295|XP_034124226.1|DGUA
OG0000858	LOC6033717|XP_001844137.2|CQUI	LOC117589813|XP_034137932.1|DGUA
OG0000860	LOC6032867|XP_038115886.1|CQUI	LOC117580010|XP_034122105.1|DGUA, LOC117579739|XP_034121642.1|DGUA
OG0000861	LOC6037309|XP_001847235.1|CQUI	LOC117592261|XP_034141798.1|DGUA
OG0000862	LOC6043976|XP_001861556.2|CQUI	LOC117586061|XP_034131802.1|DGUA, LOC117588016|XP_034134938.1|DGUA
OG0000863	LOC6044024|XP_038115592.1|CQUI	LOC117589836|XP_034137977.1|DGUA
OG0000864	LOC6041419|XP_038113943.1|CQUI	LOC117587901|XP_034134770.1|DGUA, LOC117590968|XP_034139916.1|DGUA
OG0000865	LOC6032934|XP_038112958.1|CQUI	LOC117584161|XP_034128815.1|DGUA, LOC117586247|XP_034132076.1|DGUA
OG0000866	LOC6041493|XP_038110702.1|CQUI	LOC117582087|XP_034125539.1|DGUA
OG0000867	LOC6050061|XP_001866728.2|CQUI	LOC117584507|XP_034129333.1|DGUA
OG0000868	LOC6037576|XP_001847472.2|CQUI, LOC6038283|XP_038112513.1|CQUI	LOC117581221|XP_034124090.1|DGUA, LOC117581900|XP_034125260.1|DGUA, LOC117583118|XP_034127198.1|DGUA, LOC117591362|XP_034140485.1|DGUA
OG0000869	LOC119767364|XP_038111763.1|CQUI	LOC117586503|XP_034132516.1|DGUA
OG0000871	LOC6038540|XP_001848327.2|CQUI, LOC6038577|XP_038106280.1|CQUI, LOC6038538|XP_001848325.2|CQUI	LOC117578702|XP_034120240.1|DGUA
OG0000872	LOC6038131|XP_001847929.1|CQUI	LOC117588214|XP_034135283.1|DGUA
OG0000873	LOC6047243|XP_001864326.2|CQUI, LOC6038744|XP_038111904.1|CQUI, LOC6036763|XP_038106219.1|CQUI	LOC117579157|XP_034120807.1|DGUA
OG0000874	LOC6037196|XP_038109655.1|CQUI	LOC117591379|XP_034140514.1|DGUA, LOC117584917|XP_034129960.1|DGUA
OG0000875	LOC6040537|XP_038110191.1|CQUI	LOC117589854|XP_034138009.1|DGUA, LOC117589242|XP_034136898.1|DGUA
OG0000882	LOC6051045|XP_038104452.1|CQUI	LOC117590958|XP_034139899.1|DGUA, LOC117584854|XP_034129886.1|DGUA
OG0000883	LOC6048227|XP_038121671.1|CQUI, LOC6041000|XP_038121158.1|CQUI, LOC6030792|XP_001841691.2|CQUI, LOC6047675|XP_001864705.2|CQUI	LOC117590421|XP_034138919.1|DGUA
OG0000885	LOC6048168|XP_001865124.1|CQUI, LOC6048169|XP_001865125.1|CQUI, LOC6048170|XP_001865126.1|CQUI	LOC117585712|XP_034131240.1|DGUA
OG0000887	LOC6052421|XP_038120936.1|CQUI, LOC6052420|XP_038121806.1|CQUI, LOC6039002|XP_001848684.2|CQUI	LOC117591359|XP_034140482.1|DGUA
OG0000888	LOC6036591|XP_038115396.1|CQUI, LOC6036581|XP_038118642.1|CQUI	LOC117588983|XP_034136464.1|DGUA
OG0000889	LOC6033544|XP_001843978.2|CQUI	LOC117579375|XP_034121137.1|DGUA
OG0000890	LOC6043796|XP_001861395.2|CQUI	LOC117586096|XP_034131848.1|DGUA
OG0000891	LOC6041067|XP_038111593.1|CQUI	LOC117584659|XP_034129577.1|DGUA
OG0000892	LOC6041555|XP_001850801.2|CQUI	LOC117580548|XP_034123036.1|DGUA
OG0000893	LOC6034999|XP_001845244.2|CQUI, LOC6034994|XP_038116648.1|CQUI, LOC6034998|XP_038115749.1|CQUI, LOC6034997|XP_038115753.1|CQUI, LOC6034995|XP_001845241.2|CQUI, LOC119768921|XP_038116647.1|CQUI, LOC119768764|XP_038115747.1|CQUI, LOC119768763|XP_038115744.1|CQUI, LOC119768765|XP_038115748.1|CQUI	LOC117586155|XP_034131945.1|DGUA
OG0000894	LOC6043434|XP_001859054.2|CQUI	LOC117586406|XP_034132332.1|DGUA
OG0000895	LOC6050900|XP_001867421.2|CQUI	LOC117578584|XP_034120058.1|DGUA, LOC117578585|XP_034120059.1|DGUA
OG0000896	LOC6048670|XP_038107984.1|CQUI	LOC117578834|XP_034120495.1|DGUA, LOC117581020|XP_034123737.1|DGUA
OG0000907	LOC6052354|XP_001868642.2|CQUI	LOC117579543|XP_034121354.1|DGUA
OG0000909	LOC6039203|XP_038105481.1|CQUI	LOC117584995|XP_034130115.1|DGUA
OG0000910	LOC6034092|XP_038116190.1|CQUI	LOC117581641|XP_034124901.1|DGUA
OG0000911	LOC6033485|XP_001843927.2|CQUI	LOC117592572|XP_034142347.1|DGUA
OG0000912	LOC6033531|XP_001843968.1|CQUI, LOC6033530|XP_001843967.1|CQUI	LOC117579566|XP_034121379.1|DGUA, LOC117587322|XP_034133844.1|DGUA
OG0000914	LOC6032957|XP_001843473.2|CQUI, LOC6032960|XP_001843476.1|CQUI, LOC6032959|XP_001843475.1|CQUI, LOC6042107|XP_001851258.1|CQUI	LOC117581559|XP_034124785.1|DGUA
OG0000915	LOC6049126|XP_038107760.1|CQUI	LOC117582235|XP_034125740.1|DGUA
OG0000916	LOC6044540|XP_038107414.1|CQUI, LOC6044537|XP_038109271.1|CQUI	LOC117581771|XP_034125069.1|DGUA
OG0000917	LOC6036130|XP_038112959.1|CQUI	LOC117590139|XP_034138402.1|DGUA, LOC117584725|XP_034129668.1|DGUA
