Orthogroup	CQUI.longest_only	DSUZ.longest_only
OG0000789	LOC6047537|XP_001864587.2|CQUI	LOC108007756|XP_016927003.2|DSUZ, LOC108013325|XP_016934615.1|DSUZ
OG0000790	LOC119767740|XP_038113035.1|CQUI	LOC108013645|XP_016935072.1|DSUZ, LOC108013632|XP_016935070.1|DSUZ
OG0000791	LOC6036471|XP_001846521.1|CQUI	LOC108017536|XP_036675275.1|DSUZ, LOC108019460|XP_036674189.1|DSUZ
OG0000792	LOC119767396|XP_038111828.1|CQUI, LOC6046623|XP_001863795.2|CQUI	LOC108009951|XP_016930193.1|DSUZ, LOC108008463|XP_016927809.1|DSUZ
OG0000793	LOC6046063|XP_001863318.1|CQUI	LOC108015971|XP_016938043.2|DSUZ, LOC108015360|XP_016937264.1|DSUZ
OG0000794	LOC6050901|XP_001867420.2|CQUI, LOC6050899|XP_001867422.2|CQUI	LOC108020875|XP_016944763.1|DSUZ, LOC108015046|XP_016936774.1|DSUZ
OG0000795	LOC6034049|XP_001844428.2|CQUI	LOC108004757|XP_016923283.1|DSUZ, LOC108012042|XP_016932811.1|DSUZ
OG0000796	LOC6036713|XP_001846717.2|CQUI	LOC108010558|XP_036674438.1|DSUZ, LOC108004727|XP_016923238.1|DSUZ
OG0000797	LOC6037066|XP_001847023.1|CQUI, LOC6046197|XP_001863428.1|CQUI	LOC108017482|XP_016940016.2|DSUZ, LOC108017480|XP_036674283.1|DSUZ
OG0000798	LOC6052446|XP_038107346.1|CQUI	LOC108019781|XP_016943258.1|DSUZ, LOC108019780|XP_016943252.1|DSUZ
OG0000799	LOC6054174|XP_038108545.1|CQUI	LOC108019251|XP_036673861.1|DSUZ, LOC108015152|XP_016936917.1|DSUZ
OG0000801	LOC6046949|XP_001864068.1|CQUI	LOC108008266|XP_016927543.1|DSUZ, LOC108008353|XP_016927671.1|DSUZ
OG0000802	LOC6040365|XP_001849765.2|CQUI, LOC6051527|XP_038106125.1|CQUI, LOC6040366|XP_038110323.1|CQUI	LOC108004581|XP_016923009.1|DSUZ, LOC108004576|XP_016923005.1|DSUZ
OG0000803	LOC6036009|XP_001846113.1|CQUI	LOC108021119|XP_016945157.1|DSUZ, LOC108011871|XP_036670751.1|DSUZ
OG0000811	LOC6032795|XP_001843334.2|CQUI	LOC108006656|XP_016925681.1|DSUZ, LOC108009093|XP_016928642.1|DSUZ
OG0000812	LOC6031005|XP_038117373.1|CQUI	LOC108018925|XP_016942005.1|DSUZ, LOC108011756|XP_016932474.2|DSUZ
OG0000814	LOC6042898|XP_038118763.1|CQUI	LOC108008525|XP_016927888.1|DSUZ
OG0000815	LOC6031268|XP_038112299.1|CQUI, LOC6031267|XP_001842093.2|CQUI, LOC119766437|XP_038106914.1|CQUI, LOC6031271|XP_038111478.1|CQUI, LOC6031270|XP_038110981.1|CQUI	LOC108021696|XP_016946016.1|DSUZ
OG0000816	LOC6036458|XP_001846508.1|CQUI	LOC108004669|XP_016923136.1|DSUZ, LOC108013963|XP_016935467.1|DSUZ
OG0000817	LOC6041737|XP_001850957.1|CQUI	LOC118876775|XP_036675533.1|DSUZ, LOC108018419|XP_016941465.2|DSUZ, LOC108018418|XP_036675534.1|DSUZ
OG0000819	LOC6051147|XP_038117088.1|CQUI	LOC108016527|XP_016938689.1|DSUZ, LOC108016526|XP_036676591.1|DSUZ
OG0000820	LOC6038086|XP_038108938.1|CQUI	LOC108015089|XP_016936818.1|DSUZ, LOC108008430|XP_016927769.1|DSUZ
OG0000821	LOC6036623|XP_001846651.2|CQUI	LOC108011585|XP_036673920.1|DSUZ, LOC108008253|XP_036669414.1|DSUZ
OG0000822	LOC6036736|XP_001846735.2|CQUI	LOC108012267|XP_016933057.1|DSUZ, LOC108021667|XP_016945971.1|DSUZ
OG0000830	LOC6040678|XP_001850034.1|CQUI, LOC6040677|XP_001850032.1|CQUI, LOC6040679|XP_001850033.2|CQUI	LOC108019199|XP_016942475.1|DSUZ
OG0000831	LOC6032985|XP_038104688.1|CQUI, LOC6032982|XP_001843494.2|CQUI, LOC6039734|XP_001849286.2|CQUI	LOC108013415|XP_016934762.1|DSUZ
OG0000832	LOC6038039|XP_001847884.1|CQUI	LOC108009205|XP_016928855.1|DSUZ, LOC108012190|XP_016932979.1|DSUZ
OG0000833	LOC119770850|XP_038122366.1|CQUI, LOC6043801|XP_038117043.1|CQUI	LOC108020735|XP_016944599.2|DSUZ, LOC118877524|XP_036672469.1|DSUZ
OG0000834	LOC6049792|XP_001866498.2|CQUI	LOC108015454|XP_016937374.2|DSUZ, LOC108015478|XP_016937398.2|DSUZ
OG0000836	LOC6033191|XP_038110903.1|CQUI	LOC108008108|XP_016927390.1|DSUZ, LOC108020943|XP_016944870.1|DSUZ
OG0000837	LOC6046885|XP_038117989.1|CQUI	LOC108016597|XP_016938774.1|DSUZ
OG0000838	LOC6039707|XP_001849263.2|CQUI	LOC108007335|XP_016926476.1|DSUZ, LOC108009399|XP_016929211.1|DSUZ
OG0000839	LOC6032544|XP_001843124.2|CQUI	LOC108016228|XP_036675015.1|DSUZ, LOC108005022|XP_036672637.1|DSUZ, LOC108005021|XP_036673245.1|DSUZ
OG0000840	LOC6033814|XP_001844211.2|CQUI	LOC108019838|XP_016943359.1|DSUZ, LOC108004760|XP_016923287.1|DSUZ
OG0000842	LOC6052627|XP_038111165.1|CQUI	LOC108019658|XP_016943034.1|DSUZ, LOC118877942|XP_036674525.1|DSUZ
OG0000843	LOC6052901|XP_001869081.2|CQUI	LOC108010211|XP_016930544.1|DSUZ
OG0000844	LOC6040955|XP_038108140.1|CQUI	LOC108010265|XP_036669703.1|DSUZ, LOC108005002|XP_016923625.1|DSUZ
OG0000845	LOC119769629|XP_038118744.1|CQUI, LOC6040642|XP_001850007.2|CQUI	LOC108016630|XP_016938815.1|DSUZ, LOC108016958|XP_016939383.1|DSUZ
OG0000854	LOC6041770|XP_001850988.2|CQUI	LOC108011146|XP_016931719.1|DSUZ, LOC108011148|XP_016931723.1|DSUZ
OG0000855	LOC6040439|XP_038111121.1|CQUI	LOC108016930|XP_016939347.1|DSUZ, LOC108006077|XP_016925012.2|DSUZ
OG0000856	LOC6042751|XP_038104746.1|CQUI	LOC108006291|XP_016925240.1|DSUZ, LOC108006918|XP_016926007.2|DSUZ
OG0000857	LOC6045738|XP_038104079.1|CQUI, LOC6045740|XP_001863047.2|CQUI, LOC6048852|XP_001865699.1|CQUI, LOC6052371|XP_001868657.2|CQUI	LOC108015334|XP_016937225.1|DSUZ
OG0000858	LOC6033717|XP_001844137.2|CQUI	LOC108011587|XP_036673909.1|DSUZ, LOC108011586|XP_016932244.2|DSUZ
OG0000860	LOC6032867|XP_038115886.1|CQUI	LOC108013147|XP_016934323.1|DSUZ, LOC108007155|XP_036670936.1|DSUZ
OG0000861	LOC6037309|XP_001847235.1|CQUI	LOC108008751|XP_016928138.1|DSUZ, LOC108010154|XP_036669370.1|DSUZ
OG0000862	LOC6043976|XP_001861556.2|CQUI	LOC108009771|XP_016929889.1|DSUZ, LOC108021139|XP_016945188.1|DSUZ
OG0000863	LOC6044024|XP_038115592.1|CQUI	LOC108020482|XP_036673118.1|DSUZ
OG0000864	LOC6041419|XP_038113943.1|CQUI	LOC108011791|XP_016932522.1|DSUZ, LOC108005178|XP_016923845.1|DSUZ
OG0000865	LOC6032934|XP_038112958.1|CQUI	LOC108007886|XP_016927144.1|DSUZ, LOC108017484|XP_016940019.2|DSUZ
OG0000866	LOC6041493|XP_038110702.1|CQUI	LOC108021288|XP_016945417.1|DSUZ, LOC108020870|XP_016944758.1|DSUZ
OG0000867	LOC6050061|XP_001866728.2|CQUI	LOC108009123|XP_016928695.1|DSUZ, LOC108006241|XP_016925185.1|DSUZ
OG0000868	LOC6037576|XP_001847472.2|CQUI, LOC6038283|XP_038112513.1|CQUI	LOC108004668|XP_016923133.1|DSUZ
OG0000869	LOC119767364|XP_038111763.1|CQUI	LOC108017099|XP_036674808.1|DSUZ
OG0000871	LOC6038540|XP_001848327.2|CQUI, LOC6038577|XP_038106280.1|CQUI, LOC6038538|XP_001848325.2|CQUI	LOC108010130|XP_016930447.1|DSUZ
OG0000872	LOC6038131|XP_001847929.1|CQUI	LOC108004841|XP_016923405.1|DSUZ, LOC108008480|XP_016927825.1|DSUZ
OG0000873	LOC6047243|XP_001864326.2|CQUI, LOC6038744|XP_038111904.1|CQUI, LOC6036763|XP_038106219.1|CQUI	LOC118879235|XP_036678021.1|DSUZ, LOC108007427|XP_036671097.1|DSUZ
OG0000874	LOC6037196|XP_038109655.1|CQUI	LOC108016691|XP_016938903.1|DSUZ, LOC108009898|XP_016930108.1|DSUZ
OG0000875	LOC6040537|XP_038110191.1|CQUI	LOC108005543|XP_036671350.1|DSUZ
OG0000882	LOC6051045|XP_038104452.1|CQUI	LOC108005482|XP_036677101.1|DSUZ, LOC108009728|XP_036676018.1|DSUZ
OG0000883	LOC6048227|XP_038121671.1|CQUI, LOC6041000|XP_038121158.1|CQUI, LOC6030792|XP_001841691.2|CQUI, LOC6047675|XP_001864705.2|CQUI	LOC108006535|XP_016925549.1|DSUZ
OG0000885	LOC6048168|XP_001865124.1|CQUI, LOC6048169|XP_001865125.1|CQUI, LOC6048170|XP_001865126.1|CQUI	LOC118877565|XP_036672664.1|DSUZ
OG0000887	LOC6052421|XP_038120936.1|CQUI, LOC6052420|XP_038121806.1|CQUI, LOC6039002|XP_001848684.2|CQUI	LOC108004667|XP_036676890.1|DSUZ
OG0000888	LOC6036591|XP_038115396.1|CQUI, LOC6036581|XP_038118642.1|CQUI	LOC108012961|XP_016934001.1|DSUZ
OG0000889	LOC6033544|XP_001843978.2|CQUI	LOC118877330|XP_036671527.1|DSUZ
OG0000890	LOC6043796|XP_001861395.2|CQUI	LOC108010245|XP_016930588.1|DSUZ, LOC108020468|XP_016944282.1|DSUZ
OG0000891	LOC6041067|XP_038111593.1|CQUI	LOC108020996|XP_016944953.1|DSUZ, LOC108021473|XP_016945701.1|DSUZ
OG0000892	LOC6041555|XP_001850801.2|CQUI	LOC108015891|XP_036672276.1|DSUZ, LOC108015222|XP_016937053.2|DSUZ, LOC108013072|XP_016934182.2|DSUZ
OG0000893	LOC6034999|XP_001845244.2|CQUI, LOC6034994|XP_038116648.1|CQUI, LOC6034998|XP_038115749.1|CQUI, LOC6034997|XP_038115753.1|CQUI, LOC6034995|XP_001845241.2|CQUI, LOC119768921|XP_038116647.1|CQUI, LOC119768764|XP_038115747.1|CQUI, LOC119768763|XP_038115744.1|CQUI, LOC119768765|XP_038115748.1|CQUI	LOC108017812|XP_036675144.1|DSUZ
OG0000894	LOC6043434|XP_001859054.2|CQUI	LOC108015978|XP_036675129.1|DSUZ, LOC108017139|XP_016939607.2|DSUZ
OG0000895	LOC6050900|XP_001867421.2|CQUI	LOC108010285|XP_016930643.1|DSUZ
OG0000896	LOC6048670|XP_038107984.1|CQUI	LOC108008232|XP_016927512.1|DSUZ, LOC108014988|XP_016936699.1|DSUZ
OG0000907	LOC6052354|XP_001868642.2|CQUI	LOC108010212|XP_016930545.1|DSUZ
OG0000909	LOC6039203|XP_038105481.1|CQUI	LOC108007299|XP_016926433.1|DSUZ, LOC108011893|XP_016932629.1|DSUZ
OG0000910	LOC6034092|XP_038116190.1|CQUI	LOC108018274|XP_036674308.1|DSUZ, LOC108005122|XP_036677107.1|DSUZ
OG0000911	LOC6033485|XP_001843927.2|CQUI	LOC108008428|XP_016927766.1|DSUZ
OG0000912	LOC6033531|XP_001843968.1|CQUI, LOC6033530|XP_001843967.1|CQUI	LOC108017677|XP_016940274.1|DSUZ, LOC108017676|XP_016940272.1|DSUZ
OG0000914	LOC6032957|XP_001843473.2|CQUI, LOC6032960|XP_001843476.1|CQUI, LOC6032959|XP_001843475.1|CQUI, LOC6042107|XP_001851258.1|CQUI	LOC108008891|XP_016928284.1|DSUZ
OG0000915	LOC6049126|XP_038107760.1|CQUI	LOC108008813|XP_016928205.1|DSUZ, LOC108016694|XP_016938907.2|DSUZ
OG0000916	LOC6044540|XP_038107414.1|CQUI, LOC6044537|XP_038109271.1|CQUI	LOC108019753|XP_016943191.1|DSUZ
OG0000917	LOC6036130|XP_038112959.1|CQUI	LOC108016593|XP_036676442.1|DSUZ
OG0000918	LOC6053853|XP_038107451.1|CQUI	LOC108019295|XP_036677308.1|DSUZ, LOC108015932|XP_016938004.1|DSUZ
OG0000920	LOC6037854|XP_038106185.1|CQUI, LOC119766065|XP_038106368.1|CQUI, LOC6037857|XP_001847730.2|CQUI, LOC6037858|XP_038106186.1|CQUI, LOC119765965|XP_038106190.1|CQUI, LOC119765963|XP_038106188.1|CQUI, LOC119765964|XP_038106189.1|CQUI, LOC6039737|XP_001849288.1|CQUI	LOC108004558|XP_016922981.1|DSUZ
OG0000921	LOC119770129|XP_038120407.1|CQUI, LOC6032513|XP_038120403.1|CQUI	LOC108016746|XP_016938977.2|DSUZ, LOC108016747|XP_016938978.2|DSUZ
OG0000922	LOC6035826|XP_001845946.2|CQUI	LOC108020049|XP_036672171.1|DSUZ, LOC108020016|XP_036672173.1|DSUZ
OG0000923	LOC6039960|XP_001849453.1|CQUI	LOC108019541|XP_036672273.1|DSUZ, LOC108007980|XP_016927249.2|DSUZ
OG0000924	LOC6052729|XP_038108922.1|CQUI	LOC108005463|XP_016924248.1|DSUZ
OG0000925	LOC6037245|XP_038114185.1|CQUI, LOC6037244|XP_001847173.1|CQUI	LOC108008034|XP_016927306.2|DSUZ, LOC108008036|XP_016927308.1|DSUZ
OG0000935	LOC6041293|XP_038115420.1|CQUI	LOC108007309|XP_036673509.1|DSUZ
OG0000936	LOC6044999|XP_001862423.1|CQUI	LOC108011918|XP_016932655.1|DSUZ, LOC108006552|XP_016925573.1|DSUZ
OG0000937	LOC6047549|XP_038122304.1|CQUI, LOC6038645|XP_038109622.1|CQUI	LOC108016137|XP_036675609.1|DSUZ
OG0000938	LOC6041884|XP_001851080.1|CQUI	LOC108008831|XP_016928227.1|DSUZ, LOC108005404|XP_016924157.1|DSUZ
OG0000939	LOC6044428|XP_001861946.1|CQUI	LOC108015247|XP_016937092.1|DSUZ, LOC108019046|XP_016942161.2|DSUZ
OG0000941	LOC6049171|XP_001865978.1|CQUI	LOC108015009|XP_016936726.1|DSUZ
OG0000942	LOC6050303|XP_001866931.2|CQUI	LOC108013179|XP_016934367.1|DSUZ
OG0000943	LOC6036204|XP_038120020.1|CQUI	LOC108009222|XP_016928870.1|DSUZ
OG0000944	LOC6038238|XP_038118238.1|CQUI	LOC108006569|XP_016925593.1|DSUZ, LOC108010322|XP_016930736.1|DSUZ
OG0000945	LOC6040018|XP_001849494.2|CQUI	LOC108013017|XP_016934097.1|DSUZ, LOC108013016|XP_016934096.2|DSUZ
OG0000946	LOC6044471|XP_038106712.1|CQUI, LOC6041548|XP_038107584.1|CQUI	LOC108018902|XP_036678608.1|DSUZ, LOC108019162|XP_016942403.1|DSUZ
OG0000947	LOC6034360|XP_001844678.1|CQUI, LOC6034379|XP_038109332.1|CQUI, LOC6034378|XP_038109331.1|CQUI, LOC6034359|XP_001844677.2|CQUI	LOC108009139|XP_016928731.1|DSUZ
OG0000948	LOC6048908|XP_001865747.2|CQUI	LOC108011795|XP_036671205.1|DSUZ
OG0000949	LOC6033022|XP_038115508.1|CQUI, LOC6033023|XP_038115510.1|CQUI	LOC108005293|XP_016923981.1|DSUZ
OG0000950	LOC6046062|XP_001863317.2|CQUI	LOC108015404|XP_036676764.1|DSUZ, LOC108019334|XP_016942644.2|DSUZ
OG0000951	LOC119769688|XP_038118996.1|CQUI, LOC6039379|XP_038121296.1|CQUI	LOC108018673|XP_016941732.2|DSUZ
OG0000952	LOC119770231|XP_038120613.1|CQUI	LOC108006609|XP_016925622.1|DSUZ
OG0000953	LOC119766237|XP_038106605.1|CQUI, LOC119770105|XP_038120274.1|CQUI, LOC119770160|XP_038120495.1|CQUI	LOC118879610|XP_036678403.1|DSUZ, LOC118879611|XP_036678404.1|DSUZ, LOC118878517|XP_036677414.1|DSUZ
OG0000963	LOC119765405|XP_038105122.1|CQUI, LOC6052738|XP_001868962.2|CQUI, LOC6052742|XP_001868961.1|CQUI, LOC6052739|XP_001868963.1|CQUI	LOC108010435|XP_016930784.1|DSUZ
OG0000964	LOC6047021|XP_038104314.1|CQUI, LOC6032708|XP_001843260.2|CQUI	LOC108010465|XP_016930823.1|DSUZ, LOC108010278|XP_016930634.1|DSUZ
OG0000965	LOC6039055|XP_001848733.2|CQUI	LOC108015397|XP_016937305.1|DSUZ
OG0000966	LOC6034419|XP_038105028.1|CQUI	LOC108019750|XP_016943184.1|DSUZ, LOC108018267|XP_016941277.2|DSUZ
OG0000969	LOC6043792|XP_001861393.1|CQUI	LOC108008552|XP_016927912.1|DSUZ, LOC108017086|XP_016939535.1|DSUZ
OG0000970	LOC6033272|XP_001843743.2|CQUI	LOC108012022|XP_016932789.1|DSUZ
OG0000971	LOC6036039|XP_001846141.1|CQUI, LOC6040867|XP_001850197.1|CQUI	LOC108007879|XP_036676004.1|DSUZ, LOC108006004|XP_016924940.1|DSUZ
OG0000972	LOC6031858|XP_038113015.1|CQUI	LOC108013313|XP_016934594.2|DSUZ, LOC108017009|XP_016939453.1|DSUZ
OG0000973	LOC119766829|XP_038108809.1|CQUI, LOC6034199|XP_038108806.1|CQUI, LOC6047448|XP_038120387.1|CQUI	LOC108018876|XP_016941953.1|DSUZ
OG0000974	LOC6049993|XP_038116186.1|CQUI, LOC6049992|XP_038116176.1|CQUI, LOC6049994|XP_038116185.1|CQUI, LOC6049990|XP_001866665.1|CQUI	LOC108011825|XP_036671173.1|DSUZ
OG0000975	LOC6046902|XP_001864030.2|CQUI	LOC108010632|XP_036674727.1|DSUZ
OG0000977	LOC6053094|XP_038112904.1|CQUI	LOC108004923|XP_016923507.2|DSUZ
OG0000978	LOC6051170|XP_038108380.1|CQUI	LOC108009870|XP_016930062.1|DSUZ, LOC108006049|XP_036674322.1|DSUZ
OG0000988	LOC6042735|XP_001870746.2|CQUI	LOC108021368|XP_016945548.1|DSUZ
OG0000990	LOC119767687|XP_038112787.1|CQUI	LOC118877672|XP_036673199.1|DSUZ, LOC108014935|XP_036676765.1|DSUZ
OG0000991	LOC6040891|XP_038105368.1|CQUI, LOC6042501|XP_038104580.1|CQUI	LOC108004688|XP_016923181.1|DSUZ
OG0000992	LOC6042422|XP_001851542.2|CQUI	LOC108009869|XP_016930060.1|DSUZ, LOC108014864|XP_016936569.2|DSUZ
OG0000994	LOC6045593|XP_001862934.2|CQUI	LOC108004569|XP_016922995.1|DSUZ
OG0000995	LOC6041608|XP_001850846.1|CQUI	LOC108018994|XP_016942092.1|DSUZ, LOC108011944|XP_016932687.1|DSUZ
OG0000996	LOC6030996|XP_001841849.2|CQUI, LOC119769660|XP_038118872.1|CQUI	LOC108010038|XP_016930333.1|DSUZ
OG0000997	LOC6052525|XP_038120680.1|CQUI	LOC108010246|XP_016930589.1|DSUZ
OG0000998	LOC6047261|XP_001864343.2|CQUI, LOC6047263|XP_038117138.1|CQUI, LOC6047258|XP_038118868.1|CQUI	LOC108013291|XP_016934553.1|DSUZ
OG0000999	LOC6036403|XP_001846456.1|CQUI	LOC108008691|XP_016928074.2|DSUZ, LOC108016554|XP_036676171.1|DSUZ
OG0001000	LOC6032922|XP_038108749.1|CQUI	LOC108007407|XP_036678333.1|DSUZ
OG0001002	LOC6031176|XP_001842019.1|CQUI, LOC6031178|XP_038111945.1|CQUI, LOC6031180|XP_038106920.1|CQUI	LOC108004904|XP_016923481.1|DSUZ
OG0001003	LOC6040169|XP_001849620.1|CQUI	LOC108017659|XP_016940254.1|DSUZ, LOC108019802|XP_016943295.1|DSUZ
OG0001004	LOC6038961|XP_001848650.1|CQUI	LOC108004819|XP_016923378.2|DSUZ, LOC108017195|XP_016939679.1|DSUZ
OG0001005	LOC6047963|XP_038122308.1|CQUI	LOC108013806|XP_016935309.1|DSUZ, LOC108016750|XP_036676489.1|DSUZ
OG0001006	LOC6032307|XP_001842939.1|CQUI	LOC108014161|XP_016935684.1|DSUZ, LOC108018650|XP_016941711.1|DSUZ
OG0001007	LOC6032328|XP_001842958.1|CQUI	LOC108008485|XP_016927833.1|DSUZ, LOC108012898|XP_016933893.1|DSUZ
OG0001008	LOC6054260|XP_001870205.2|CQUI	LOC108014821|XP_036673576.1|DSUZ, LOC108006278|XP_016925223.1|DSUZ
OG0001009	LOC6038900|XP_001848599.2|CQUI	LOC108015851|XP_016937908.1|DSUZ, LOC108014059|XP_016935566.2|DSUZ
OG0001019	LOC6052564|XP_001868810.2|CQUI	LOC108016124|XP_036675607.1|DSUZ
OG0001020	LOC6047041|XP_001864149.2|CQUI, LOC6047042|XP_038104222.1|CQUI, LOC6047044|XP_001864152.2|CQUI, LOC6047043|XP_001864151.2|CQUI	LOC108015220|XP_016937050.1|DSUZ
OG0001021	LOC6050121|XP_038116561.1|CQUI, LOC6050119|XP_038116583.1|CQUI, LOC119768888|XP_038116570.1|CQUI	LOC108021378|XP_036675876.1|DSUZ
OG0001022	LOC6034409|XP_001844727.1|CQUI	LOC108013920|XP_016935414.1|DSUZ, LOC108019202|XP_016942483.1|DSUZ
OG0001023	LOC119769003|XP_038116803.1|CQUI	LOC118877761|XP_036673674.1|DSUZ, LOC108011884|XP_016932620.2|DSUZ
OG0001024	LOC6034941|XP_001845202.2|CQUI, LOC6048000|XP_001864975.2|CQUI	LOC108016112|XP_036675595.1|DSUZ
OG0001025	LOC6044075|XP_038116060.1|CQUI	LOC108012416|XP_016933266.1|DSUZ, LOC108012286|XP_036671585.1|DSUZ
OG0001026	LOC6037044|XP_001847005.2|CQUI, LOC6037036|XP_001846998.2|CQUI	LOC108019784|XP_016943265.1|DSUZ
OG0001027	LOC6036423|XP_001846475.1|CQUI, LOC6036424|XP_038121459.1|CQUI	LOC108015810|XP_016937862.1|DSUZ
OG0001028	LOC6053346|XP_001869449.2|CQUI, LOC119769210|XP_038117057.1|CQUI, LOC6031308|XP_001842125.1|CQUI	LOC108009872|XP_016930067.1|DSUZ
OG0001029	LOC6032857|XP_038119110.1|CQUI, LOC6050363|XP_038106167.1|CQUI, LOC119770391|XP_038121084.1|CQUI, LOC119769344|XP_038117302.1|CQUI, LOC119767080|XP_038110521.1|CQUI	LOC108009665|XP_016929684.1|DSUZ
OG0001031	LOC6038935|XP_038109238.1|CQUI	LOC108005668|XP_036677536.1|DSUZ, LOC118878792|XP_036677707.1|DSUZ, LOC108014264|XP_036677680.1|DSUZ
OG0001032	LOC6035231|XP_001845460.2|CQUI	LOC108014232|XP_036677818.1|DSUZ, LOC108019450|XP_036677821.1|DSUZ
OG0001033	LOC6036914|XP_038107537.1|CQUI	LOC108006354|XP_016925364.2|DSUZ, LOC108016785|XP_016939042.1|DSUZ
OG0001042	LOC6051046|XP_038122684.1|CQUI, LOC6053042|XP_038105133.1|CQUI, LOC6053041|XP_038122772.1|CQUI	LOC108012166|XP_016932948.2|DSUZ
OG0001043	LOC6034458|XP_001844771.2|CQUI, LOC6034459|XP_001844772.1|CQUI	LOC108005436|XP_016924211.1|DSUZ
OG0001044	LOC6033008|XP_001843518.2|CQUI, LOC6030844|XP_038115176.1|CQUI, LOC119767848|XP_038113446.1|CQUI, LOC6052536|XP_001868789.2|CQUI	LOC108008431|XP_016927770.1|DSUZ
OG0001045	LOC6049796|XP_001866502.2|CQUI, LOC6046964|XP_001864077.2|CQUI, LOC6049795|XP_001866501.2|CQUI, LOC6040700|XP_001850055.1|CQUI	LOC108008324|XP_016927632.1|DSUZ
OG0001046	LOC6037425|XP_001847339.1|CQUI	LOC108008518|XP_016927877.1|DSUZ, LOC108008517|XP_016927875.1|DSUZ
OG0001047	LOC6052938|XP_001869113.1|CQUI	LOC108019847|XP_016943372.1|DSUZ
OG0001048	LOC6030972|XP_001841824.2|CQUI, LOC6037859|XP_038106191.1|CQUI, LOC6036643|XP_038113731.1|CQUI	LOC108014225|XP_016935748.1|DSUZ, LOC118876992|XP_036669681.1|DSUZ, LOC118876994|XP_036669684.1|DSUZ, LOC118876993|XP_036669683.1|DSUZ, LOC108009650|XP_016929653.2|DSUZ
OG0001049	LOC6043980|XP_038117725.1|CQUI	LOC108005897|XP_036671321.1|DSUZ
OG0001050	LOC6033574|XP_038117779.1|CQUI	LOC108005619|XP_036672051.1|DSUZ
OG0001051	LOC6044460|XP_038112405.1|CQUI	LOC108013411|XP_016934761.1|DSUZ
OG0001052	LOC6034904|XP_038107542.1|CQUI	LOC108005803|XP_016924625.1|DSUZ
OG0001053	LOC6040511|XP_038120753.1|CQUI	LOC108017002|XP_016939443.1|DSUZ
OG0001054	LOC6046359|XP_001863576.2|CQUI	LOC108005966|XP_016924888.2|DSUZ, LOC108005967|XP_016924890.2|DSUZ
OG0001055	LOC6046753|XP_038118273.1|CQUI	LOC108014726|XP_036675265.1|DSUZ
OG0001056	LOC6034033|XP_038120245.1|CQUI	LOC108009782|XP_016929913.1|DSUZ, LOC108019191|XP_016942453.1|DSUZ
OG0001057	LOC6039782|XP_001849304.1|CQUI	LOC108019318|XP_016942631.1|DSUZ
OG0001058	LOC6031449|XP_038109731.1|CQUI	LOC108005502|XP_016924297.2|DSUZ
OG0001059	LOC6036107|XP_038110474.1|CQUI	LOC108017019|XP_036670525.1|DSUZ
OG0001072	LOC6047035|XP_001864144.1|CQUI	LOC108016770|XP_016939024.1|DSUZ
OG0001073	LOC6040802|XP_038122600.1|CQUI	LOC108018759|XP_036675481.1|DSUZ
OG0001074	LOC6040958|XP_001850279.1|CQUI	LOC108019628|XP_016942999.1|DSUZ
OG0001076	LOC6054388|XP_038120837.1|CQUI, LOC119767521|XP_038112227.1|CQUI	LOC118877228|XP_036670560.1|DSUZ
OG0001077	LOC6037330|XP_001847254.1|CQUI	LOC108007329|XP_016926468.1|DSUZ
OG0001078	LOC6032040|XP_001842707.2|CQUI, LOC6048058|XP_001865029.2|CQUI	LOC108004830|XP_016923395.2|DSUZ
OG0001079	LOC6051664|XP_001868064.2|CQUI	LOC108020070|XP_036670532.1|DSUZ
OG0001080	LOC6041053|XP_001850364.2|CQUI	LOC108013271|XP_016934527.1|DSUZ
OG0001081	LOC6041039|XP_001850350.2|CQUI, LOC6042831|XP_001870828.1|CQUI	LOC108015956|XP_016937579.2|DSUZ
OG0001082	LOC6043330|XP_038119590.1|CQUI	LOC108009852|XP_016930038.1|DSUZ
OG0001083	LOC6031062|XP_038119861.1|CQUI	LOC108005225|XP_016923904.1|DSUZ, LOC108012351|XP_016933192.1|DSUZ
OG0001084	LOC6042294|XP_038114789.1|CQUI, LOC6047368|XP_038115486.1|CQUI	LOC108017996|XP_016940833.1|DSUZ
OG0001086	LOC6036258|XP_001846326.2|CQUI	LOC118877872|XP_036674093.1|DSUZ, LOC108008586|XP_016927953.1|DSUZ
OG0001088	LOC6040518|XP_001849904.2|CQUI, LOC6033568|XP_038117163.1|CQUI, LOC6049750|XP_038119401.1|CQUI	LOC108012600|XP_016933508.1|DSUZ
OG0001089	LOC6037275|XP_038117998.1|CQUI	LOC118877389|XP_036671889.1|DSUZ, LOC118877393|XP_036671897.1|DSUZ, LOC118877392|XP_036671896.1|DSUZ, LOC108020041|XP_036671891.1|DSUZ, LOC118877391|XP_036671895.1|DSUZ, LOC108020038|XP_036671893.1|DSUZ, LOC118877390|XP_036671894.1|DSUZ, LOC108020010|XP_036671888.1|DSUZ, LOC108020039|XP_016943621.2|DSUZ
OG0001090	LOC6034576|XP_038120156.1|CQUI, LOC6034579|XP_038120153.1|CQUI, LOC6034580|XP_038120154.1|CQUI	LOC108011840|XP_036672006.1|DSUZ
OG0001092	LOC6036149|XP_038109368.1|CQUI	LOC108005781|XP_016924603.1|DSUZ
