Orthogroup	CQUI.longest_only	DSUB.longest_only
OG0002612	LOC6050614|XP_038104404.1|CQUI	LOC117899160|XP_034664910.1|DSUB
OG0002613	LOC6044853|XP_038104158.1|CQUI	LOC117897041|XP_034661515.1|DSUB
OG0002614	LOC6047067|XP_038105087.1|CQUI, LOC6053941|XP_038106907.1|CQUI, LOC6044854|XP_038114256.1|CQUI	LOC117897409|XP_034662125.1|DSUB
OG0002615	LOC6048165|XP_038104471.1|CQUI	LOC117893067|XP_034655365.1|DSUB
OG0002616	LOC6032671|XP_038110774.1|CQUI	LOC117898548|XP_034663917.1|DSUB
OG0002617	LOC6039169|XP_001848824.2|CQUI	LOC117899622|XP_034665667.1|DSUB
OG0002618	LOC119765448|XP_038105233.1|CQUI, LOC6033979|XP_038106052.1|CQUI	LOC117896395|XP_034660591.1|DSUB
OG0002619	LOC6032657|XP_038105617.1|CQUI	LOC117896556|XP_034660833.1|DSUB
OG0002620	LOC6040887|XP_038116857.1|CQUI	LOC117897116|XP_034661657.1|DSUB
OG0002621	LOC6046150|XP_001863389.2|CQUI	LOC117897437|XP_034662167.1|DSUB
OG0002622	LOC6042829|XP_038121167.1|CQUI	LOC117893397|XP_034655886.1|DSUB
OG0002623	LOC6046297|XP_038104081.1|CQUI	LOC117898265|XP_034663410.1|DSUB
OG0002624	LOC6046298|XP_001863523.1|CQUI	LOC117899701|XP_034665799.1|DSUB
OG0002625	LOC6046300|XP_038106082.1|CQUI	LOC117899135|XP_034664825.1|DSUB
OG0002626	LOC6031552|XP_038107347.1|CQUI, LOC6031551|XP_001842335.1|CQUI	LOC117898253|XP_034663398.1|DSUB
OG0002627	LOC6046532|XP_038104300.1|CQUI	LOC117897929|XP_034662905.1|DSUB
OG0002628	LOC6039938|XP_038104080.1|CQUI	LOC117897171|XP_034661760.1|DSUB
OG0002629	LOC6035513|XP_038105534.1|CQUI	LOC117898340|XP_034663556.1|DSUB
OG0002630	LOC6034954|XP_038121386.1|CQUI	LOC117899412|XP_034665290.1|DSUB
OG0002631	LOC6037418|XP_038111833.1|CQUI	LOC117896072|XP_034659989.1|DSUB
OG0002632	LOC6033709|XP_001844131.2|CQUI	LOC117897586|XP_034662431.1|DSUB
OG0002633	LOC6039200|XP_038122760.1|CQUI	LOC117897060|XP_034661547.1|DSUB
OG0002634	LOC6039199|XP_001848842.2|CQUI	LOC117899474|XP_034665392.1|DSUB
OG0002635	LOC6039610|XP_038122868.1|CQUI	LOC117896145|XP_034660109.1|DSUB
OG0002636	LOC6040685|XP_038112848.1|CQUI	LOC117896330|XP_034660461.1|DSUB
OG0002637	LOC6031662|XP_038122543.1|CQUI	LOC117900754|XP_034667126.1|DSUB
OG0002638	LOC6035387|XP_038104455.1|CQUI, LOC6035388|XP_038104698.1|CQUI	LOC117898881|XP_034664455.1|DSUB
OG0002639	LOC6035337|XP_001845549.1|CQUI	LOC117898382|XP_034663624.1|DSUB
OG0002640	LOC6046141|XP_038105323.1|CQUI	LOC117896784|XP_034661171.1|DSUB
OG0002641	LOC119765005|XP_038105425.1|CQUI	LOC117898804|XP_034664340.1|DSUB
OG0002642	LOC6046149|XP_001863388.1|CQUI	LOC117898272|XP_034663418.1|DSUB
OG0002643	LOC6042426|XP_038116514.1|CQUI	LOC117898266|XP_034663411.1|DSUB
OG0002644	LOC6040262|XP_001849697.1|CQUI	LOC117896604|XP_034660928.1|DSUB
OG0002645	LOC6039075|XP_038105065.1|CQUI	LOC117898163|XP_034663263.1|DSUB
OG0002646	LOC6049257|XP_038122895.1|CQUI	LOC117896842|XP_034661256.1|DSUB
OG0002647	LOC6049258|XP_001866049.2|CQUI	LOC117899516|XP_034665460.1|DSUB
OG0002648	LOC6047062|XP_038122743.1|CQUI	LOC117896635|XP_034660971.1|DSUB
OG0002649	LOC6040877|XP_038105238.1|CQUI	LOC117899104|XP_034664776.1|DSUB
OG0002650	LOC6037336|XP_001847260.2|CQUI	LOC117899514|XP_034665457.1|DSUB
OG0002651	LOC6042016|XP_001851181.1|CQUI	LOC117896086|XP_034660016.1|DSUB
OG0002652	LOC6037488|XP_001847398.2|CQUI	LOC117899614|XP_034665648.1|DSUB
OG0002653	LOC6032991|XP_038104414.1|CQUI	LOC117896779|XP_034661146.1|DSUB
OG0002654	LOC6032986|XP_038113027.1|CQUI	LOC117896279|XP_034660373.1|DSUB
OG0002655	LOC6052791|XP_038105458.1|CQUI	LOC117899157|XP_034664897.1|DSUB
OG0002656	LOC119771232|XP_038122957.1|CQUI	LOC117896828|XP_034661229.1|DSUB
OG0002657	LOC6039894|XP_038104649.1|CQUI	LOC117896144|XP_034660108.1|DSUB
OG0002658	LOC6038048|XP_038117054.1|CQUI	LOC117896161|XP_034660129.1|DSUB
OG0002659	LOC6033898|XP_038105411.1|CQUI	LOC117899463|XP_034665369.1|DSUB
OG0002660	LOC6032091|XP_001842757.2|CQUI	LOC117903024|XP_034670649.1|DSUB
OG0002661	LOC6032100|XP_038104113.1|CQUI	LOC117897407|XP_034662122.1|DSUB
OG0002663	LOC6033908|XP_001844297.2|CQUI	LOC117899567|XP_034665568.1|DSUB
OG0002664	LOC119767149|XP_038110904.1|CQUI, LOC6033976|XP_038114274.1|CQUI	LOC117900475|XP_034666746.1|DSUB
OG0002665	LOC6032788|XP_001843327.2|CQUI	LOC117892717|XP_034655028.1|DSUB
OG0002666	LOC6032789|XP_001843328.2|CQUI	LOC117892712|XP_034655019.1|DSUB
OG0002667	LOC6032791|XP_001843330.1|CQUI	LOC117891189|XP_034652414.1|DSUB
OG0002668	LOC6032864|XP_038115563.1|CQUI	LOC117893556|XP_034656109.1|DSUB
OG0002669	LOC6032866|XP_001843391.2|CQUI	LOC117900409|XP_034666655.1|DSUB
OG0002670	LOC6032891|XP_038115756.1|CQUI	LOC117894133|XP_034656918.1|DSUB
OG0002671	LOC6032904|XP_038116383.1|CQUI	LOC117894131|XP_034656911.1|DSUB
OG0002672	LOC6047073|XP_038114497.1|CQUI	LOC117892248|XP_034654251.1|DSUB
OG0002673	LOC6047866|XP_001864865.1|CQUI	LOC117889844|XP_034650228.1|DSUB
OG0002674	LOC119770814|XP_038122269.1|CQUI	LOC117891185|XP_034652403.1|DSUB
OG0002675	LOC6031130|XP_001841974.2|CQUI	LOC117893292|XP_034655753.1|DSUB
OG0002676	LOC6031163|XP_001842006.2|CQUI	LOC117891436|XP_034652799.1|DSUB
OG0002677	LOC6050946|XP_038119493.1|CQUI	LOC117892216|XP_034654207.1|DSUB
OG0002678	LOC6046856|XP_038115031.1|CQUI	LOC117890720|XP_034651653.1|DSUB
OG0002679	LOC6047868|XP_038117286.1|CQUI	LOC117889834|XP_034650207.1|DSUB
OG0002680	LOC6050667|XP_038119955.1|CQUI, LOC119770006|XP_038119956.1|CQUI	LOC117903564|XP_034671662.1|DSUB
OG0002681	LOC6048454|XP_038117937.1|CQUI	LOC117891779|XP_034653336.1|DSUB
OG0002682	LOC6039110|XP_001848775.1|CQUI	LOC117895851|XP_034659707.1|DSUB
OG0002684	LOC6053386|XP_038119031.1|CQUI	LOC117897141|XP_034661741.1|DSUB
OG0002685	LOC6044058|XP_038122059.1|CQUI	LOC117895288|XP_034658721.1|DSUB
OG0002686	LOC6035322|XP_038120359.1|CQUI	LOC117895591|XP_034659232.1|DSUB
OG0002687	LOC6031027|XP_038121233.1|CQUI	LOC117895428|XP_034658959.1|DSUB
OG0002688	LOC6034066|XP_038117958.1|CQUI	LOC117893567|XP_034656127.1|DSUB
OG0002689	LOC6031022|XP_001841874.2|CQUI	LOC117903554|XP_034671646.1|DSUB
OG0002690	LOC6031016|XP_001841868.2|CQUI	LOC117894562|XP_034657576.1|DSUB
OG0002691	LOC6031013|XP_001841865.2|CQUI	LOC117890692|XP_034651575.1|DSUB
OG0002692	LOC6031012|XP_038115949.1|CQUI	LOC117892161|XP_034654116.1|DSUB
OG0002693	LOC6031004|XP_038117375.1|CQUI	LOC117895281|XP_034658706.1|DSUB
OG0002694	LOC6054363|XP_038118286.1|CQUI	LOC117892350|XP_034654442.1|DSUB
OG0002695	LOC119770439|XP_038121280.1|CQUI	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB
OG0002696	LOC6044663|XP_001862142.1|CQUI	LOC117893413|XP_034655915.1|DSUB
OG0002697	LOC6051143|XP_038115267.1|CQUI	LOC117894127|XP_034656906.1|DSUB
OG0002698	LOC6038835|XP_038114817.1|CQUI, LOC119769237|XP_038117099.1|CQUI	LOC117895404|XP_034658924.1|DSUB
OG0002699	LOC6038829|XP_038119273.1|CQUI	LOC117893302|XP_034655770.1|DSUB
OG0002700	LOC6038814|XP_038120485.1|CQUI	LOC117895183|XP_034658539.1|DSUB
OG0002701	LOC6038802|XP_001848520.2|CQUI	LOC117891624|XP_034653053.1|DSUB
OG0002702	LOC6038667|XP_038114844.1|CQUI	LOC117892754|XP_034655071.1|DSUB
OG0002704	LOC6042006|XP_038119824.1|CQUI	LOC117889851|XP_034650241.1|DSUB
OG0002705	LOC6040591|XP_038122096.1|CQUI	LOC117893058|XP_034655350.1|DSUB
OG0002706	LOC119768774|XP_038115792.1|CQUI	LOC117890741|XP_034651683.1|DSUB
OG0002707	LOC6030979|XP_038117370.1|CQUI	LOC117892906|XP_034655101.1|DSUB
OG0002708	LOC119769719|XP_038119108.1|CQUI	LOC117894542|XP_034657553.1|DSUB
OG0002709	LOC6048523|XP_038120838.1|CQUI	LOC117892697|XP_034654999.1|DSUB
OG0002710	LOC6048515|XP_001865425.1|CQUI	LOC117892699|XP_034655001.1|DSUB
OG0002711	LOC6048518|XP_038118479.1|CQUI	LOC117890401|XP_034651101.1|DSUB
OG0002712	LOC6040648|XP_038117478.1|CQUI	LOC117890079|XP_034650625.1|DSUB
OG0002713	LOC6043373|XP_038115205.1|CQUI	LOC117889904|XP_034650311.1|DSUB
OG0002714	LOC6037623|XP_038122371.1|CQUI	LOC117891828|XP_034653460.1|DSUB
OG0002715	LOC6052418|XP_001868697.2|CQUI	LOC117893674|XP_034656257.1|DSUB, LOC117894505|XP_034657544.1|DSUB
OG0002716	LOC6036601|XP_038117821.1|CQUI	LOC117891951|XP_034653698.1|DSUB
OG0002717	LOC6041125|XP_001850429.2|CQUI	LOC117897619|XP_034662476.1|DSUB
OG0002718	LOC6050250|XP_038121890.1|CQUI	LOC117894928|XP_034658122.1|DSUB
OG0002719	LOC6051587|XP_001868006.2|CQUI	LOC117899591|XP_034665601.1|DSUB
OG0002720	LOC6051591|XP_001868004.2|CQUI	LOC117893025|XP_034655274.1|DSUB
OG0002721	LOC6052012|XP_001868352.2|CQUI	LOC117902289|XP_034669457.1|DSUB
OG0002722	LOC6044401|XP_038117819.1|CQUI	LOC117891979|XP_034653745.1|DSUB
OG0002723	LOC6048587|XP_001865488.1|CQUI	LOC117890190|XP_034650787.1|DSUB
OG0002725	LOC6044415|XP_038121721.1|CQUI	LOC117893837|XP_034656492.1|DSUB
OG0002727	LOC6052709|XP_038121810.1|CQUI	LOC117893043|XP_034655310.1|DSUB
OG0002728	LOC6041329|XP_038118169.1|CQUI	LOC117890107|XP_034650664.1|DSUB
OG0002730	LOC6037287|XP_038116853.1|CQUI	LOC117891493|XP_034652864.1|DSUB
OG0002731	LOC6053172|XP_038116398.1|CQUI	LOC117892903|XP_034655098.1|DSUB
OG0002732	LOC6036295|XP_038116516.1|CQUI	LOC117890256|XP_034650899.1|DSUB
OG0002733	LOC6050482|XP_001867085.2|CQUI	LOC117890220|XP_034650849.1|DSUB
OG0002734	LOC6036270|XP_038117541.1|CQUI	LOC117889779|XP_034650135.1|DSUB
OG0002735	LOC6036250|XP_001846318.2|CQUI	LOC117891278|XP_034652546.1|DSUB
OG0002736	LOC6036247|XP_038117228.1|CQUI	LOC117891282|XP_034652561.1|DSUB
OG0002737	LOC6036241|XP_038117390.1|CQUI	LOC117895485|XP_034659060.1|DSUB
OG0002738	LOC6051351|XP_038117754.1|CQUI	LOC117893935|XP_034656608.1|DSUB
OG0002739	LOC6040115|XP_038114705.1|CQUI	LOC117894291|XP_034657142.1|DSUB
OG0002740	LOC6040112|XP_038114717.1|CQUI	LOC117894290|XP_034657141.1|DSUB
OG0002741	LOC6043972|XP_038114556.1|CQUI	LOC117890002|XP_034650481.1|DSUB
OG0002742	LOC6043968|XP_038119764.1|CQUI	LOC117892623|XP_034654866.1|DSUB
OG0002743	LOC6050310|XP_001866941.1|CQUI, LOC6050309|XP_001866940.2|CQUI	LOC117894357|XP_034657238.1|DSUB
OG0002744	LOC6050300|XP_038115637.1|CQUI	LOC117893285|XP_034655742.1|DSUB
OG0002745	LOC6053027|XP_001869189.2|CQUI	LOC117895465|XP_034659031.1|DSUB
OG0002747	LOC6041247|XP_001850537.2|CQUI	LOC117896171|XP_034660143.1|DSUB
OG0002748	LOC6048976|XP_038121614.1|CQUI	LOC117892713|XP_034655024.1|DSUB
OG0002749	LOC6044165|XP_038114512.1|CQUI	LOC117890593|XP_034651421.1|DSUB
OG0002750	LOC6045464|XP_038119864.1|CQUI	LOC117890725|XP_034651665.1|DSUB
OG0002751	LOC6051571|XP_038115201.1|CQUI	LOC117890323|XP_034651002.1|DSUB
OG0002753	LOC6037143|XP_038117874.1|CQUI	LOC117890632|XP_034651472.1|DSUB
OG0002754	LOC6050637|XP_038120750.1|CQUI	LOC117893962|XP_034656652.1|DSUB
OG0002755	LOC6036540|XP_038119862.1|CQUI	LOC117891205|XP_034652434.1|DSUB
OG0002756	LOC6036559|XP_038118862.1|CQUI	LOC117893131|XP_034655472.1|DSUB
OG0002757	LOC6036112|XP_038114623.1|CQUI	LOC117894209|XP_034657015.1|DSUB
OG0002758	LOC6036190|XP_038115149.1|CQUI	LOC117890080|XP_034650627.1|DSUB
OG0002759	LOC6036189|XP_038117130.1|CQUI	LOC117891703|XP_034653186.1|DSUB
OG0002760	LOC6046408|XP_038117526.1|CQUI	LOC117891644|XP_034653082.1|DSUB
OG0002761	LOC119769826|XP_038119445.1|CQUI	LOC117891324|XP_034652631.1|DSUB
OG0002762	LOC6047503|XP_038120654.1|CQUI	LOC117890906|XP_034651896.1|DSUB
OG0002763	LOC6033565|XP_038115251.1|CQUI	LOC117894214|XP_034657021.1|DSUB
OG0002764	LOC6033561|XP_038116723.1|CQUI	LOC117893494|XP_034656019.1|DSUB
OG0002765	LOC6033560|XP_038117601.1|CQUI	LOC117892581|XP_034654805.1|DSUB
OG0002766	LOC6033559|XP_001843989.2|CQUI	LOC117892585|XP_034654814.1|DSUB
OG0002767	LOC6033547|XP_038115907.1|CQUI	LOC117891695|XP_034653176.1|DSUB
OG0002768	LOC6038399|XP_038115466.1|CQUI	LOC117892060|XP_034653884.1|DSUB
OG0002769	LOC6038236|XP_001848062.2|CQUI	LOC117890278|XP_034650930.1|DSUB
OG0002770	LOC6038233|XP_038118236.1|CQUI	LOC117901129|XP_034667658.1|DSUB
OG0002771	LOC6038221|XP_038118198.1|CQUI	LOC117894019|XP_034656748.1|DSUB
OG0002772	LOC6040602|XP_038118664.1|CQUI	LOC117895050|XP_034658319.1|DSUB
OG0002773	LOC6045820|XP_038117688.1|CQUI	LOC117891171|XP_034652384.1|DSUB
OG0002774	LOC6047203|XP_038117947.1|CQUI	LOC117891444|XP_034652812.1|DSUB
OG0002775	LOC6042844|XP_001853595.2|CQUI	LOC117893994|XP_034656696.1|DSUB
OG0002776	LOC6041995|XP_038118467.1|CQUI	LOC117895505|XP_034659094.1|DSUB
OG0002777	LOC6041009|XP_038118719.1|CQUI	LOC117892995|XP_034655240.1|DSUB
OG0002778	LOC6041007|XP_038118349.1|CQUI	LOC117892993|XP_034655236.1|DSUB
OG0002779	LOC6040991|XP_001850306.2|CQUI	LOC117893289|XP_034655749.1|DSUB
OG0002780	LOC6040022|XP_001849498.1|CQUI	LOC117897398|XP_034662108.1|DSUB
OG0002781	LOC6035585|XP_001845737.2|CQUI	LOC117891352|XP_034652674.1|DSUB
OG0002782	LOC6035587|XP_038115806.1|CQUI	LOC117894254|XP_034657098.1|DSUB
OG0002783	LOC119768799|XP_038115959.1|CQUI	LOC117893088|XP_034655404.1|DSUB
OG0002784	LOC6033585|XP_038119200.1|CQUI	LOC117891051|XP_034652115.1|DSUB
OG0002785	LOC6034609|XP_038117406.1|CQUI	LOC117893093|XP_034655413.1|DSUB
OG0002786	LOC6034605|XP_038117864.1|CQUI	LOC117893851|XP_034656510.1|DSUB
OG0002787	LOC6034590|XP_038120149.1|CQUI	LOC117893062|XP_034655354.1|DSUB
OG0002788	LOC6034589|XP_038120152.1|CQUI	LOC117893064|XP_034655362.1|DSUB
OG0002789	LOC6034587|XP_038120138.1|CQUI	LOC117893642|XP_034656220.1|DSUB
OG0002790	LOC6034573|XP_038120151.1|CQUI	LOC117894372|XP_034657266.1|DSUB
OG0002791	LOC6050362|XP_001866982.1|CQUI	LOC117894048|XP_034656792.1|DSUB
OG0002792	LOC6050367|XP_038120202.1|CQUI	LOC117891501|XP_034652882.1|DSUB
OG0002793	LOC6051815|XP_001868184.2|CQUI	LOC117895216|XP_034658598.1|DSUB
OG0002794	LOC6054096|XP_038115729.1|CQUI	LOC117894564|XP_034657578.1|DSUB
OG0002795	LOC6047930|XP_038119834.1|CQUI	LOC117895024|XP_034658283.1|DSUB
OG0002796	LOC6040229|XP_001849672.2|CQUI	LOC117895506|XP_034659096.1|DSUB
OG0002797	LOC6044890|XP_001862333.2|CQUI	LOC117894379|XP_034657275.1|DSUB
OG0002798	LOC6044893|XP_001862330.2|CQUI	LOC117900569|XP_034666867.1|DSUB
OG0002799	LOC6037165|XP_038119727.1|CQUI	LOC117894183|XP_034656987.1|DSUB
OG0002800	LOC6035483|XP_038114945.1|CQUI, LOC6042558|XP_038116768.1|CQUI	LOC117894032|XP_034656762.1|DSUB
OG0002801	LOC6050892|XP_038118549.1|CQUI	LOC117890919|XP_034651938.1|DSUB
OG0002802	LOC6043806|XP_038122283.1|CQUI	LOC117892049|XP_034653868.1|DSUB
OG0002803	LOC6043804|XP_038120562.1|CQUI	LOC117900421|XP_034666673.1|DSUB
OG0002804	LOC6043798|XP_001861397.2|CQUI	LOC117891733|XP_034653217.1|DSUB
OG0002805	LOC6043797|XP_001861396.2|CQUI	LOC117890180|XP_034650769.1|DSUB
OG0002806	LOC6043787|XP_038118733.1|CQUI	LOC117896816|XP_034661212.1|DSUB, LOC117894050|XP_034656794.1|DSUB
OG0002807	LOC6033510|XP_038121922.1|CQUI	LOC117891439|XP_034652806.1|DSUB
OG0002808	LOC6054711|XP_038117944.1|CQUI	LOC117892501|XP_034654669.1|DSUB
OG0002809	LOC119769743|XP_038119196.1|CQUI	LOC117895545|XP_034659139.1|DSUB
OG0002810	LOC6033474|XP_038121302.1|CQUI	LOC117895287|XP_034658717.1|DSUB
OG0002811	LOC6033473|XP_038118324.1|CQUI	LOC117895000|XP_034658238.1|DSUB
OG0002812	LOC6033469|XP_001843914.2|CQUI	LOC117891101|XP_034652177.1|DSUB
OG0002813	LOC6050815|XP_038120005.1|CQUI	LOC117892466|XP_034654609.1|DSUB
OG0002814	LOC6054635|XP_038118809.1|CQUI	LOC117891761|XP_034653267.1|DSUB
OG0002815	LOC6030787|XP_038115986.1|CQUI	LOC117890249|XP_034650886.1|DSUB
OG0002816	LOC6030871|XP_001841750.2|CQUI	LOC117890047|XP_034650558.1|DSUB
OG0002817	LOC6030874|XP_001841753.1|CQUI	LOC117892001|XP_034653780.1|DSUB
OG0002818	LOC6030875|XP_001841754.2|CQUI	LOC117891674|XP_034653136.1|DSUB, LOC117891677|XP_034653143.1|DSUB
OG0002819	LOC6030880|XP_038114610.1|CQUI	LOC117894616|XP_034657661.1|DSUB
OG0002820	LOC6030889|XP_001841765.2|CQUI	LOC117894625|XP_034657682.1|DSUB
OG0002821	LOC6049478|XP_001866231.2|CQUI	LOC117894298|XP_034657153.1|DSUB
OG0002822	LOC6052800|XP_001869000.1|CQUI	LOC117891234|XP_034652471.1|DSUB
OG0002823	LOC6030945|XP_038115391.1|CQUI	LOC117890054|XP_034650576.1|DSUB
OG0002824	LOC6045242|XP_001862633.1|CQUI, LOC6030944|XP_001841804.1|CQUI	LOC117892752|XP_034655067.1|DSUB
OG0002825	LOC6032896|XP_001843421.2|CQUI	LOC117892996|XP_034655242.1|DSUB
OG0002826	LOC119770640|XP_038121831.1|CQUI, LOC119770764|XP_038122170.1|CQUI	LOC117890242|XP_034650879.1|DSUB
OG0002827	LOC119770555|XP_038121573.1|CQUI	LOC117902925|XP_034670397.1|DSUB
OG0002828	LOC6045760|XP_001863064.2|CQUI	LOC117890556|XP_034651378.1|DSUB
OG0002829	LOC6043104|XP_001855854.2|CQUI	LOC117890216|XP_034650845.1|DSUB
OG0002830	LOC6047472|XP_001864526.2|CQUI, LOC6046107|XP_038115963.1|CQUI	LOC117892704|XP_034655007.1|DSUB
OG0002832	LOC6042607|XP_038112999.1|CQUI	LOC117902414|XP_034669648.1|DSUB
OG0002833	LOC6042605|XP_038111677.1|CQUI	LOC117891956|XP_034653706.1|DSUB
OG0002834	LOC6041410|XP_038110282.1|CQUI	LOC117889891|XP_034650293.1|DSUB
OG0002835	LOC6041396|XP_038110954.1|CQUI	LOC117892150|XP_034654087.1|DSUB
OG0002836	LOC6041385|XP_038112949.1|CQUI	LOC117891772|XP_034653320.1|DSUB
OG0002837	LOC6041421|XP_038112935.1|CQUI	LOC117891859|XP_034653512.1|DSUB
OG0002838	LOC6039951|XP_038113343.1|CQUI	LOC117889914|XP_034650331.1|DSUB
OG0002839	LOC6048635|XP_038109064.1|CQUI	LOC117892722|XP_034655032.1|DSUB
OG0002840	LOC119767768|XP_038113150.1|CQUI	LOC117901825|XP_034668644.1|DSUB
OG0002841	LOC6041312|XP_001850592.2|CQUI	LOC117902374|XP_034669582.1|DSUB
OG0002842	LOC6041313|XP_038113621.1|CQUI	LOC117900665|XP_034666998.1|DSUB
OG0002843	LOC6041323|XP_038113627.1|CQUI	LOC117890977|XP_034652007.1|DSUB
OG0002844	LOC6032459|XP_001843054.1|CQUI	LOC117894099|XP_034656864.1|DSUB
OG0002845	LOC6034102|XP_001844475.1|CQUI	LOC117902223|XP_034669347.1|DSUB
OG0002846	LOC6034107|XP_038109167.1|CQUI	LOC117890422|XP_034651133.1|DSUB
OG0002847	LOC6034150|XP_001844509.2|CQUI	LOC117902220|XP_034669344.1|DSUB
OG0002848	LOC6036169|XP_001846253.2|CQUI	LOC117900486|XP_034666762.1|DSUB
OG0002849	LOC6037876|XP_038113772.1|CQUI	LOC117901717|XP_034668484.1|DSUB
OG0002850	LOC6037892|XP_001847755.1|CQUI	LOC117902099|XP_034669093.1|DSUB
OG0002851	LOC119767791|XP_038113207.1|CQUI, LOC119767790|XP_038113206.1|CQUI, LOC6043203|XP_001857531.2|CQUI	LOC117902165|XP_034669194.1|DSUB
OG0002852	LOC6048892|XP_038109950.1|CQUI	LOC117891585|XP_034653004.1|DSUB
OG0002853	LOC6032948|XP_038110144.1|CQUI	LOC117902047|XP_034669004.1|DSUB
OG0002854	LOC6041617|XP_038108924.1|CQUI	LOC117900278|XP_034666481.1|DSUB
OG0002855	LOC6046050|XP_001863306.2|CQUI	LOC117899971|XP_034666020.1|DSUB
OG0002856	LOC6038707|XP_038107288.1|CQUI	LOC117900193|XP_034666334.1|DSUB
OG0002857	LOC6038718|XP_038114203.1|CQUI	LOC117900276|XP_034666476.1|DSUB
OG0002858	LOC6031329|XP_038107135.1|CQUI	LOC117902168|XP_034669198.1|DSUB
OG0002859	LOC6032500|XP_038111325.1|CQUI	LOC117900056|XP_034666148.1|DSUB
OG0002860	LOC6053637|XP_001869684.1|CQUI	LOC117900526|XP_034666816.1|DSUB
OG0002861	LOC6031961|XP_001842637.1|CQUI	LOC117901054|XP_034667557.1|DSUB
OG0002862	LOC6031967|XP_038112142.1|CQUI	LOC117901621|XP_034668340.1|DSUB
OG0002863	LOC6036362|XP_001846421.2|CQUI	LOC117902523|XP_034669841.1|DSUB
OG0002864	LOC6036361|XP_001846420.1|CQUI	LOC117902525|XP_034669843.1|DSUB
OG0002865	LOC6031368|XP_001842179.1|CQUI	LOC117892219|XP_034654211.1|DSUB
OG0002866	LOC6040136|XP_001849594.2|CQUI	LOC117895296|XP_034658742.1|DSUB
OG0002867	LOC6038511|XP_001848303.2|CQUI	LOC117902422|XP_034669672.1|DSUB
OG0002868	LOC6041495|XP_038109772.1|CQUI	LOC117900208|XP_034666377.1|DSUB
OG0002869	LOC6041492|XP_001850743.2|CQUI	LOC117900234|XP_034666411.1|DSUB
OG0002871	LOC6046735|XP_001863894.2|CQUI, LOC6046738|XP_001863897.2|CQUI	LOC117902023|XP_034668973.1|DSUB
OG0002872	LOC6044546|XP_038109139.1|CQUI	LOC117900311|XP_034666522.1|DSUB
OG0002873	LOC6044554|XP_001862053.2|CQUI	LOC117902157|XP_034669187.1|DSUB
OG0002874	LOC6044128|XP_038113278.1|CQUI	LOC117901732|XP_034668505.1|DSUB
OG0002875	LOC6050046|XP_038113996.1|CQUI	LOC117901493|XP_034668152.1|DSUB
OG0002876	LOC6054251|XP_038114216.1|CQUI	LOC117899153|XP_034664857.1|DSUB
OG0002877	LOC6041071|XP_038111590.1|CQUI	LOC117901852|XP_034668694.1|DSUB
OG0002878	LOC6031951|XP_001842628.2|CQUI	LOC117900938|XP_034667395.1|DSUB
OG0002879	LOC6031784|XP_001842492.1|CQUI	LOC117893169|XP_034655538.1|DSUB
OG0002880	LOC6031786|XP_038110276.1|CQUI	LOC117903347|XP_034671188.1|DSUB
OG0002881	LOC6031787|XP_001842495.1|CQUI	LOC117901958|XP_034668829.1|DSUB
OG0002882	LOC6031788|XP_038112641.1|CQUI, LOC119767661|XP_038112640.1|CQUI	LOC117891364|XP_034652690.1|DSUB
OG0002884	LOC6031806|XP_001842513.1|CQUI	LOC117900812|XP_034667194.1|DSUB
OG0002885	LOC6031807|XP_038111311.1|CQUI	LOC117895226|XP_034658613.1|DSUB
OG0002886	LOC6038266|XP_038111730.1|CQUI	LOC117900379|XP_034666622.1|DSUB
OG0002887	LOC6038264|XP_001848088.2|CQUI	LOC117900381|XP_034666623.1|DSUB
OG0002888	LOC6044449|XP_038111742.1|CQUI	LOC117902029|XP_034668980.1|DSUB
OG0002889	LOC6043295|XP_001858327.2|CQUI	LOC117894139|XP_034656924.1|DSUB
OG0002890	LOC6043307|XP_001870922.2|CQUI	LOC117902156|XP_034669185.1|DSUB
OG0002891	LOC6038080|XP_038111717.1|CQUI	LOC117901097|XP_034667616.1|DSUB
OG0002892	LOC6051146|XP_038113738.1|CQUI	LOC117902134|XP_034669154.1|DSUB
OG0002893	LOC6041960|XP_038114358.1|CQUI	LOC117901564|XP_034668252.1|DSUB
OG0002894	LOC6050869|XP_038111895.1|CQUI	LOC117895054|XP_034658322.1|DSUB
OG0002895	LOC6051404|XP_001867849.2|CQUI	LOC117891645|XP_034653083.1|DSUB
OG0002896	LOC6036388|XP_001846442.2|CQUI, LOC119765365|XP_038105023.1|CQUI	LOC117900046|XP_034666124.1|DSUB
OG0002897	LOC6036379|XP_038108550.1|CQUI	LOC117901674|XP_034668407.1|DSUB
OG0002898	LOC6036374|XP_038110902.1|CQUI	LOC117902275|XP_034669432.1|DSUB
OG0002899	LOC6031194|XP_038111951.1|CQUI	LOC117900086|XP_034666185.1|DSUB
OG0002900	LOC6052100|XP_038114261.1|CQUI	LOC117900202|XP_034666355.1|DSUB
OG0002901	LOC6031256|XP_001842086.1|CQUI	LOC117901594|XP_034668297.1|DSUB
OG0002902	LOC6031257|XP_038107856.1|CQUI	LOC117901597|XP_034668301.1|DSUB
OG0002903	LOC6041560|XP_038109930.1|CQUI	LOC117900131|XP_034666248.1|DSUB
