Orthogroup	CQUI.longest_only	DYAK.longest_only
OG0000948	LOC6048908|XP_001865747.2|CQUI	LOC6532828|XP_002093565.1|DYAK
OG0000949	LOC6033022|XP_038115508.1|CQUI, LOC6033023|XP_038115510.1|CQUI	LOC6524595|XP_039233585.1|DYAK
OG0000950	LOC6046062|XP_001863317.2|CQUI	LOC6525169|XP_015046126.1|DYAK, LOC6539850|XP_002086732.3|DYAK
OG0000951	LOC119769688|XP_038118996.1|CQUI, LOC6039379|XP_038121296.1|CQUI	LOC6536823|XP_002097393.1|DYAK
OG0000952	LOC119770231|XP_038120613.1|CQUI	LOC6527346|XP_002088438.1|DYAK
OG0000963	LOC119765405|XP_038105122.1|CQUI, LOC6052738|XP_001868962.2|CQUI, LOC6052742|XP_001868961.1|CQUI, LOC6052739|XP_001868963.1|CQUI	LOC6525797|XP_002101618.1|DYAK
OG0000964	LOC6047021|XP_038104314.1|CQUI, LOC6032708|XP_001843260.2|CQUI	LOC6531446|XP_002092249.2|DYAK
OG0000965	LOC6039055|XP_001848733.2|CQUI	LOC6525894|XP_002101714.1|DYAK
OG0000966	LOC6034419|XP_038105028.1|CQUI	LOC6529891|XP_002090848.1|DYAK, LOC6538936|XP_002099440.2|DYAK
OG0000969	LOC6043792|XP_001861393.1|CQUI	LOC6530718|XP_002091609.1|DYAK, LOC6538968|XP_002099471.1|DYAK
OG0000970	LOC6033272|XP_001843743.2|CQUI	LOC6538215|XP_002098742.1|DYAK
OG0000971	LOC6036039|XP_001846141.1|CQUI, LOC6040867|XP_001850197.1|CQUI	LOC6529502|XP_002090504.1|DYAK
OG0000972	LOC6031858|XP_038113015.1|CQUI	LOC6533152|XP_002093878.1|DYAK, LOC6524411|XP_002100269.1|DYAK
OG0000973	LOC119766829|XP_038108809.1|CQUI, LOC6034199|XP_038108806.1|CQUI, LOC6047448|XP_038120387.1|CQUI	LOC6524349|XP_002100207.2|DYAK
OG0000974	LOC6049993|XP_038116186.1|CQUI, LOC6049992|XP_038116176.1|CQUI, LOC6049994|XP_038116185.1|CQUI, LOC6049990|XP_001866665.1|CQUI	LOC6532885|XP_039229755.1|DYAK, LOC6532886|XP_002093622.1|DYAK
OG0000975	LOC6046902|XP_001864030.2|CQUI	LOC6537433|XP_002097989.1|DYAK, LOC6537434|XP_002097990.1|DYAK
OG0000977	LOC6053094|XP_038112904.1|CQUI	LOC120321725|XP_039231261.1|DYAK, LOC6537218|XP_002097776.3|DYAK
OG0000978	LOC6051170|XP_038108380.1|CQUI	LOC26535170|XP_039227694.1|DYAK, LOC26535791|XP_015054664.1|DYAK, LOC120320856|XP_039227693.1|DYAK, LOC120320855|XP_039227692.1|DYAK, LOC6536623|XP_002097195.1|DYAK
OG0000988	LOC6042735|XP_001870746.2|CQUI	LOC6527326|XP_002088418.2|DYAK
OG0000990	LOC119767687|XP_038112787.1|CQUI	LOC6538243|XP_002098770.1|DYAK, LOC6525173|XP_002101011.1|DYAK
OG0000991	LOC6040891|XP_038105368.1|CQUI, LOC6042501|XP_038104580.1|CQUI	LOC6525298|XP_039233376.1|DYAK
OG0000992	LOC6042422|XP_001851542.2|CQUI	LOC6537865|XP_039231172.1|DYAK
OG0000994	LOC6045593|XP_001862934.2|CQUI	LOC6523994|XP_002099866.1|DYAK
OG0000995	LOC6041608|XP_001850846.1|CQUI	LOC6537087|XP_002097648.1|DYAK, LOC6524843|XP_002100683.1|DYAK
OG0000996	LOC6030996|XP_001841849.2|CQUI, LOC119769660|XP_038118872.1|CQUI	LOC6530214|XP_039229237.1|DYAK
OG0000997	LOC6052525|XP_038120680.1|CQUI	LOC6530018|XP_002090964.1|DYAK
OG0000998	LOC6047261|XP_001864343.2|CQUI, LOC6047263|XP_038117138.1|CQUI, LOC6047258|XP_038118868.1|CQUI	LOC6532226|XP_039229591.1|DYAK
OG0000999	LOC6036403|XP_001846456.1|CQUI	LOC6531790|XP_002092577.1|DYAK, LOC6523834|XP_002099709.1|DYAK
OG0001000	LOC6032922|XP_038108749.1|CQUI	LOC6529139|XP_002090148.1|DYAK
OG0001002	LOC6031176|XP_001842019.1|CQUI, LOC6031178|XP_038111945.1|CQUI, LOC6031180|XP_038106920.1|CQUI	LOC6529583|XP_002090577.1|DYAK
OG0001003	LOC6040169|XP_001849620.1|CQUI	LOC6535236|XP_002095895.1|DYAK, LOC26536424|XP_015054735.1|DYAK
OG0001004	LOC6038961|XP_001848650.1|CQUI	LOC6535906|XP_002096522.3|DYAK, LOC6536405|XP_002096987.1|DYAK
OG0001005	LOC6047963|XP_038122308.1|CQUI	LOC6529670|XP_002090663.1|DYAK, LOC6524460|XP_039233531.1|DYAK
OG0001006	LOC6032307|XP_001842939.1|CQUI	LOC6537249|XP_002097807.1|DYAK, LOC6533787|XP_002094489.1|DYAK
OG0001007	LOC6032328|XP_001842958.1|CQUI	LOC6531972|XP_002092758.1|DYAK
OG0001008	LOC6054260|XP_001870205.2|CQUI	LOC6538184|XP_002098712.1|DYAK, LOC6524948|XP_002100788.1|DYAK
OG0001009	LOC6038900|XP_001848599.2|CQUI	LOC6538416|XP_002098940.1|DYAK, LOC6536350|XP_002096932.1|DYAK
OG0001019	LOC6052564|XP_001868810.2|CQUI	LOC6538319|XP_039232213.1|DYAK
OG0001020	LOC6047041|XP_001864149.2|CQUI, LOC6047042|XP_038104222.1|CQUI, LOC6047044|XP_001864152.2|CQUI, LOC6047043|XP_001864151.2|CQUI	LOC6526095|XP_002101912.1|DYAK
OG0001021	LOC6050121|XP_038116561.1|CQUI, LOC6050119|XP_038116583.1|CQUI, LOC119768888|XP_038116570.1|CQUI	LOC26535754|XP_015054663.1|DYAK
OG0001022	LOC6034409|XP_001844727.1|CQUI	LOC6536484|XP_002097062.1|DYAK, LOC6524894|XP_002100734.1|DYAK
OG0001024	LOC6034941|XP_001845202.2|CQUI, LOC6048000|XP_001864975.2|CQUI	LOC6538330|XP_015048779.1|DYAK
OG0001025	LOC6044075|XP_038116060.1|CQUI	LOC6533856|XP_002094556.1|DYAK
OG0001026	LOC6037044|XP_001847005.2|CQUI, LOC6037036|XP_001846998.2|CQUI	LOC6528511|XP_002089557.1|DYAK
OG0001027	LOC6036423|XP_001846475.1|CQUI, LOC6036424|XP_038121459.1|CQUI	LOC6534181|XP_002094864.1|DYAK
OG0001028	LOC6053346|XP_001869449.2|CQUI, LOC119769210|XP_038117057.1|CQUI, LOC6031308|XP_001842125.1|CQUI	LOC6529019|XP_002090051.1|DYAK
OG0001029	LOC6032857|XP_038119110.1|CQUI, LOC6050363|XP_038106167.1|CQUI, LOC119770391|XP_038121084.1|CQUI, LOC119769344|XP_038117302.1|CQUI, LOC119767080|XP_038110521.1|CQUI	LOC6529344|XP_002090349.1|DYAK
OG0001031	LOC6038935|XP_038109238.1|CQUI	LOC6529174|XP_039229124.1|DYAK
OG0001032	LOC6035231|XP_001845460.2|CQUI	LOC6540137|XP_002086995.3|DYAK
OG0001033	LOC6036914|XP_038107537.1|CQUI	LOC6540170|XP_039229937.1|DYAK
OG0001042	LOC6051046|XP_038122684.1|CQUI, LOC6053042|XP_038105133.1|CQUI, LOC6053041|XP_038122772.1|CQUI	LOC6538948|XP_002099451.1|DYAK
OG0001043	LOC6034458|XP_001844771.2|CQUI, LOC6034459|XP_001844772.1|CQUI	LOC6524840|XP_002100680.1|DYAK
OG0001044	LOC6033008|XP_001843518.2|CQUI, LOC6030844|XP_038115176.1|CQUI, LOC119767848|XP_038113446.1|CQUI, LOC6052536|XP_001868789.2|CQUI	LOC6528469|XP_002089515.1|DYAK
OG0001045	LOC6049796|XP_001866502.2|CQUI, LOC6046964|XP_001864077.2|CQUI, LOC6049795|XP_001866501.2|CQUI, LOC6040700|XP_001850055.1|CQUI	LOC6530466|XP_015051933.1|DYAK
OG0001046	LOC6037425|XP_001847339.1|CQUI	LOC6531238|XP_002092050.1|DYAK, LOC6531237|XP_002092049.1|DYAK
OG0001047	LOC6052938|XP_001869113.1|CQUI	LOC6529943|XP_002090898.1|DYAK
OG0001048	LOC6030972|XP_001841824.2|CQUI, LOC6037859|XP_038106191.1|CQUI, LOC6036643|XP_038113731.1|CQUI	LOC6530559|XP_002091472.1|DYAK
OG0001049	LOC6043980|XP_038117725.1|CQUI	LOC6532989|XP_002093724.1|DYAK
OG0001050	LOC6033574|XP_038117779.1|CQUI	LOC6534433|XP_039229947.1|DYAK
OG0001051	LOC6044460|XP_038112405.1|CQUI	LOC6527900|XP_002088972.1|DYAK
OG0001052	LOC6034904|XP_038107542.1|CQUI	LOC6527707|XP_002088791.1|DYAK
OG0001053	LOC6040511|XP_038120753.1|CQUI	LOC6524249|XP_002100112.1|DYAK
OG0001054	LOC6046359|XP_001863576.2|CQUI	LOC6537806|XP_002098347.1|DYAK
OG0001055	LOC6046753|XP_038118273.1|CQUI	LOC6537409|XP_002097965.3|DYAK, LOC6537408|XP_002097964.1|DYAK
OG0001056	LOC6034033|XP_038120245.1|CQUI	LOC6529422|XP_002090426.1|DYAK, LOC6524920|XP_002100760.1|DYAK
OG0001057	LOC6039782|XP_001849304.1|CQUI	LOC6527849|XP_002088921.1|DYAK
OG0001058	LOC6031449|XP_038109731.1|CQUI	LOC6524507|XP_002100364.1|DYAK
OG0001059	LOC6036107|XP_038110474.1|CQUI	LOC6534952|XP_002095622.1|DYAK
OG0001072	LOC6047035|XP_001864144.1|CQUI	LOC6523943|XP_039228898.1|DYAK
OG0001073	LOC6040802|XP_038122600.1|CQUI	LOC6538352|XP_002098877.3|DYAK
OG0001074	LOC6040958|XP_001850279.1|CQUI	LOC6529980|XP_002090926.1|DYAK
OG0001077	LOC6037330|XP_001847254.1|CQUI	LOC6539980|XP_002086852.1|DYAK, LOC6534542|XP_002095219.1|DYAK
OG0001078	LOC6032040|XP_001842707.2|CQUI, LOC6048058|XP_001865029.2|CQUI	LOC6525829|XP_002101649.1|DYAK
OG0001079	LOC6051664|XP_001868064.2|CQUI	LOC6532937|XP_002093672.1|DYAK
OG0001080	LOC6041053|XP_001850364.2|CQUI	LOC6532331|XP_002093091.1|DYAK
OG0001081	LOC6041039|XP_001850350.2|CQUI, LOC6042831|XP_001870828.1|CQUI	LOC6535733|XP_002096356.1|DYAK
OG0001082	LOC6043330|XP_038119590.1|CQUI	LOC6530757|XP_002091647.1|DYAK
OG0001083	LOC6031062|XP_038119861.1|CQUI	LOC6532721|XP_002093463.1|DYAK
OG0001084	LOC6042294|XP_038114789.1|CQUI, LOC6047368|XP_038115486.1|CQUI	LOC6528312|XP_002089365.1|DYAK
OG0001085	LOC6042005|XP_038115817.1|CQUI	LOC6529102|XP_002090115.1|DYAK
OG0001086	LOC6036258|XP_001846326.2|CQUI	LOC6536483|XP_002097061.1|DYAK, LOC6531968|XP_002092754.1|DYAK
OG0001088	LOC6040518|XP_001849904.2|CQUI, LOC6033568|XP_038117163.1|CQUI, LOC6049750|XP_038119401.1|CQUI	LOC6532639|XP_002093383.1|DYAK
OG0001089	LOC6037275|XP_038117998.1|CQUI	LOC6532948|XP_002093683.1|DYAK
OG0001090	LOC6034576|XP_038120156.1|CQUI, LOC6034579|XP_038120153.1|CQUI, LOC6034580|XP_038120154.1|CQUI	LOC6532855|XP_002093592.3|DYAK
OG0001092	LOC6036149|XP_038109368.1|CQUI	LOC6529037|XP_002090068.1|DYAK
OG0001093	LOC6036146|XP_001846236.2|CQUI	LOC6528222|XP_002089284.1|DYAK
OG0001094	LOC6031336|XP_038112557.1|CQUI	LOC6528213|XP_002089275.2|DYAK, LOC6528208|XP_039226430.1|DYAK
OG0001095	LOC6049911|XP_001866601.1|CQUI, LOC6049910|XP_038111983.1|CQUI, LOC6049913|XP_001866603.1|CQUI	LOC6530965|XP_002091803.1|DYAK
OG0001096	LOC6031955|XP_038113300.1|CQUI, LOC6031954|XP_038108739.1|CQUI	LOC6529610|XP_002090604.1|DYAK
OG0001097	LOC6031863|XP_038109276.1|CQUI	LOC26536310|XP_015045280.1|DYAK, LOC6539146|XP_039226189.1|DYAK
OG0001099	LOC6040335|XP_001849740.2|CQUI	LOC6539780|XP_002086669.2|DYAK
OG0001100	LOC6052097|XP_038112579.1|CQUI	LOC6536326|XP_002096910.1|DYAK, LOC6536327|XP_002096911.2|DYAK, LOC120321820|XP_039231707.1|DYAK, LOC26535504|XP_039231158.1|DYAK
OG0001101	LOC6037726|XP_038113843.1|CQUI	LOC6531690|XP_039229181.1|DYAK
OG0001102	LOC6040098|XP_038110990.1|CQUI, LOC6040089|XP_038110333.1|CQUI	LOC6534093|XP_002094779.3|DYAK
OG0001103	LOC6040179|XP_001849630.2|CQUI, LOC6040178|XP_038112931.1|CQUI, LOC6040177|XP_001849628.2|CQUI	LOC6536728|XP_002097300.1|DYAK
OG0001104	LOC6051930|XP_001868284.2|CQUI	LOC6530138|XP_002091084.2|DYAK
OG0001105	LOC6036714|XP_001846718.1|CQUI	LOC6525158|XP_002100996.1|DYAK, LOC6530176|XP_002091116.1|DYAK
OG0001106	LOC6047766|XP_038112893.1|CQUI, LOC6047173|XP_038113034.1|CQUI	LOC6523695|XP_015046723.1|DYAK
OG0001118	LOC6053773|XP_001869802.1|CQUI	LOC6524913|XP_002100753.2|DYAK
OG0001119	LOC6040361|XP_038114062.1|CQUI, LOC6048162|XP_038104643.1|CQUI	LOC6540043|XP_002086910.2|DYAK
OG0001120	LOC6033952|XP_038104598.1|CQUI, LOC6033958|XP_038105273.1|CQUI	LOC6537834|XP_002098375.1|DYAK
OG0001121	LOC6047867|XP_038122205.1|CQUI	LOC6539116|XP_002086012.2|DYAK
OG0001122	LOC6047533|XP_038119301.1|CQUI	LOC6532316|XP_002093076.1|DYAK
OG0001124	LOC6044079|XP_038120683.1|CQUI	LOC6536682|XP_015047893.1|DYAK, LOC120321730|XP_039231282.1|DYAK
OG0001125	LOC6039443|XP_001849053.2|CQUI	LOC6535800|XP_002096423.2|DYAK
OG0001127	LOC6052725|XP_001868949.2|CQUI, LOC6034690|XP_001844974.2|CQUI	LOC6533818|XP_002094518.2|DYAK
OG0001128	LOC6030950|XP_038115818.1|CQUI, LOC6040847|XP_038111443.1|CQUI	LOC6531171|XP_002092000.2|DYAK
OG0001129	LOC6041308|XP_038109340.1|CQUI	LOC6528094|XP_039227774.1|DYAK
OG0001130	LOC6046734|XP_001863893.2|CQUI	LOC6527927|XP_002088995.1|DYAK
OG0001131	LOC6044602|XP_038107721.1|CQUI, LOC6042975|XP_038110225.1|CQUI, LOC6044604|XP_038107498.1|CQUI	LOC6523739|XP_039233001.1|DYAK
OG0001133	LOC6043724|XP_038111216.1|CQUI	LOC6529817|XP_039228930.1|DYAK
OG0001134	LOC6033084|XP_038114885.1|CQUI, LOC119767284|XP_038111486.1|CQUI, LOC119768949|XP_038116716.1|CQUI	LOC6530903|XP_039228109.1|DYAK
OG0001135	LOC6034993|XP_038120309.1|CQUI, LOC6039748|XP_001849295.2|CQUI	LOC6537367|XP_015048298.1|DYAK
OG0001136	LOC6050340|XP_038118633.1|CQUI	LOC6536321|XP_002096905.2|DYAK
OG0001137	LOC6050281|XP_001866914.2|CQUI	LOC6536197|XP_002096788.1|DYAK
OG0001138	LOC6044622|XP_038109992.1|CQUI	LOC6532329|XP_002093089.1|DYAK
OG0001139	LOC6034191|XP_001844546.2|CQUI	LOC6533955|XP_002094655.2|DYAK
OG0001147	LOC6048224|XP_001865175.2|CQUI	LOC26535564|XP_039230200.1|DYAK, LOC6540388|XP_039230201.1|DYAK, LOC6534270|XP_039230202.1|DYAK, LOC120320446|XP_039230205.1|DYAK, LOC26534890|XP_015050538.2|DYAK
OG0001153	LOC6047706|XP_038117452.1|CQUI	LOC6531909|XP_039228908.1|DYAK
OG0001154	LOC6031240|XP_038109888.1|CQUI, LOC6044142|XP_038112928.1|CQUI	LOC6527948|XP_015053846.1|DYAK
OG0001155	LOC119771163|XP_038122554.1|CQUI	LOC6524044|XP_002099913.1|DYAK
OG0001157	LOC6031419|XP_001842227.2|CQUI	LOC6536927|XP_002097496.1|DYAK
OG0001158	LOC6038004|XP_001847851.2|CQUI	LOC6528149|XP_002089215.2|DYAK
OG0001159	LOC6047617|XP_038105916.1|CQUI	LOC6538058|XP_015048628.1|DYAK
OG0001160	LOC6035059|XP_038105567.1|CQUI, LOC119765010|XP_001845295.2|CQUI	LOC6535979|XP_002096594.1|DYAK
OG0001162	LOC6037355|XP_038105872.1|CQUI	LOC6536373|XP_002096955.1|DYAK
OG0001164	LOC6053766|XP_038105500.1|CQUI, LOC6042425|XP_038104494.1|CQUI	LOC6537694|XP_002098239.1|DYAK
OG0001165	LOC6040940|XP_001850268.2|CQUI	LOC6531817|XP_002092604.1|DYAK
OG0001167	LOC6053462|XP_038118279.1|CQUI	LOC6528889|XP_039226306.1|DYAK
OG0001168	LOC119769703|XP_038119060.1|CQUI	LOC6531129|XP_002091963.1|DYAK
OG0001169	LOC6050237|XP_038120378.1|CQUI, LOC6050236|XP_001866875.2|CQUI, LOC6046275|XP_001863502.2|CQUI	LOC6525649|XP_002101471.1|DYAK
OG0001171	LOC6038611|XP_038115237.1|CQUI	LOC6532659|XP_015049514.1|DYAK
OG0001172	LOC6040017|XP_038120821.1|CQUI	LOC6530596|XP_002091509.1|DYAK
OG0001173	LOC6044092|XP_001861654.2|CQUI, LOC6039973|XP_038108775.1|CQUI, LOC6034249|XP_038113447.1|CQUI, LOC6048284|XP_001865224.1|CQUI	LOC6539030|XP_002099532.3|DYAK
OG0001174	LOC6030890|XP_001841766.1|CQUI	LOC6533186|XP_002093912.1|DYAK, LOC6533185|XP_002093911.1|DYAK
OG0001175	LOC6041411|XP_001850674.1|CQUI	LOC6531236|XP_002092048.1|DYAK
OG0001176	LOC6032450|XP_038112002.1|CQUI	LOC6530366|XP_015051953.1|DYAK
OG0001177	LOC6033652|XP_038114034.1|CQUI	LOC6529464|XP_015052361.1|DYAK
OG0001178	LOC6033262|XP_038111957.1|CQUI	LOC6530735|XP_002091625.2|DYAK
OG0001179	LOC6036453|XP_038114387.1|CQUI	LOC6530272|XP_002091204.1|DYAK
OG0001180	LOC6033626|XP_038112234.1|CQUI	LOC6523707|XP_015046755.1|DYAK
OG0001181	LOC6046070|XP_038119931.1|CQUI	LOC6534458|XP_015050644.1|DYAK
OG0001182	LOC6051010|XP_038121521.1|CQUI, LOC6051011|XP_038115128.1|CQUI	LOC6537892|XP_015048562.1|DYAK
OG0001183	LOC6050625|XP_038121048.1|CQUI	LOC6537426|XP_039231088.1|DYAK
OG0001185	LOC6047138|XP_038115095.1|CQUI	LOC26536335|XP_039232426.1|DYAK
OG0001186	LOC6041144|XP_001850444.1|CQUI	LOC6535995|XP_039231605.1|DYAK
OG0001187	LOC6033407|XP_038110520.1|CQUI, LOC6033409|XP_001843862.2|CQUI	LOC6530434|XP_015051946.1|DYAK
OG0001188	LOC6043678|XP_001861307.2|CQUI, LOC6043677|XP_001861306.2|CQUI	LOC6530070|XP_002091016.1|DYAK
OG0001189	LOC6044185|XP_038112058.1|CQUI, LOC6032264|XP_038112626.1|CQUI	LOC6531752|XP_002092542.1|DYAK
OG0001190	LOC6035971|XP_001846078.2|CQUI, LOC6035970|XP_038112722.1|CQUI	LOC6539107|XP_002086009.1|DYAK
OG0001191	LOC6040784|XP_038113888.1|CQUI, LOC6054211|XP_038113931.1|CQUI	LOC6527838|XP_002088910.2|DYAK
OG0001192	LOC6039652|XP_038112370.1|CQUI	LOC6527027|XP_002088122.2|DYAK
OG0001193	LOC119771227|XP_038122924.1|CQUI, LOC6052191|XP_038104147.1|CQUI, LOC6044486|XP_001861998.2|CQUI, LOC6038340|XP_001848155.1|CQUI	LOC6535849|XP_002096470.1|DYAK
OG0001194	LOC6042351|XP_001851478.1|CQUI	LOC6523802|XP_002099677.2|DYAK
OG0001195	LOC119767685|XP_038112768.1|CQUI	LOC6528566|XP_002089610.2|DYAK
OG0001201	LOC6050447|XP_001867055.2|CQUI	LOC6538520|XP_002099042.1|DYAK
OG0001202	LOC6038175|XP_038104882.1|CQUI, LOC6038173|XP_001848004.2|CQUI, LOC6038176|XP_001848007.2|CQUI	LOC6526238|XP_002102047.1|DYAK
OG0001203	LOC6038320|XP_038122940.1|CQUI, LOC6038329|XP_038110286.1|CQUI	LOC6523755|XP_002099630.1|DYAK
OG0001204	LOC6053090|XP_001869239.2|CQUI, LOC6054712|XP_038106720.1|CQUI, LOC6033906|XP_038106238.1|CQUI, LOC6039955|XP_038115960.1|CQUI, LOC6039125|XP_038113258.1|CQUI, LOC6039327|XP_001848955.2|CQUI	LOC6527557|XP_002088647.2|DYAK
OG0001205	LOC6052900|XP_001869076.2|CQUI	LOC6537471|XP_002098027.1|DYAK
OG0001206	LOC6049919|XP_038114189.1|CQUI	LOC6535802|XP_039230984.1|DYAK
OG0001207	LOC6035127|XP_038117837.1|CQUI	LOC6525314|XP_039231389.1|DYAK
OG0001208	LOC6044973|XP_038105992.1|CQUI	LOC6525971|XP_039233402.1|DYAK
OG0001209	LOC6051353|XP_038122782.1|CQUI	LOC6536873|XP_039231530.1|DYAK
OG0001210	LOC6052130|XP_038104165.1|CQUI, LOC6050694|XP_038104085.1|CQUI	LOC6524736|XP_002100580.1|DYAK
OG0001212	LOC6031554|XP_001842338.2|CQUI, LOC6031553|XP_001842337.1|CQUI, LOC6049227|XP_001866023.2|CQUI, LOC119770564|XP_038121603.1|CQUI, LOC6049222|XP_001866022.2|CQUI	LOC6524658|XP_002100515.1|DYAK
OG0001213	LOC6039669|XP_001849233.2|CQUI, LOC6039670|XP_001849234.2|CQUI	LOC6535475|XP_002096106.2|DYAK
OG0001214	LOC6037486|XP_001847396.2|CQUI	LOC6537788|XP_002098329.1|DYAK
OG0001215	LOC6045600|XP_038104162.1|CQUI, LOC6045598|XP_038105791.1|CQUI	LOC6537544|XP_002098090.1|DYAK
OG0001216	LOC6045604|XP_038104859.1|CQUI, LOC6045606|XP_038106016.1|CQUI	LOC6537279|XP_039232743.1|DYAK
OG0001217	LOC6042395|XP_001851520.2|CQUI	LOC120321048|XP_039228254.1|DYAK, LOC6529165|XP_039228253.1|DYAK
OG0001218	LOC6040898|XP_001850226.1|CQUI	LOC6537870|XP_002098411.1|DYAK
OG0001220	LOC6045532|XP_001862887.1|CQUI, LOC119769797|XP_038119366.1|CQUI	LOC6528400|XP_002089447.1|DYAK
OG0001221	LOC6043322|XP_038116069.1|CQUI	LOC6530763|XP_002091651.1|DYAK
OG0001223	LOC6036538|XP_038119459.1|CQUI	LOC6539164|XP_002086065.2|DYAK
OG0001224	LOC6036744|XP_001846743.1|CQUI	LOC6531361|XP_002092164.1|DYAK
OG0001225	LOC6033514|XP_038117574.1|CQUI, LOC6033515|XP_001843955.2|CQUI	LOC6528428|XP_015054367.1|DYAK
OG0001226	LOC6030868|XP_038117520.1|CQUI	LOC6529284|XP_002090289.1|DYAK
OG0001227	LOC6037379|XP_038112500.1|CQUI	LOC6526941|XP_015053536.1|DYAK
OG0001228	LOC6050448|XP_001867052.2|CQUI	LOC6524878|XP_002100718.1|DYAK
OG0001229	LOC6033208|XP_038108952.1|CQUI	LOC26535340|XP_039227449.1|DYAK, LOC120322142|XP_039232928.1|DYAK
OG0001230	LOC6042866|XP_038109988.1|CQUI	LOC6531423|XP_002092226.1|DYAK
OG0001233	LOC6034829|XP_038112300.1|CQUI	LOC6526912|XP_002088011.1|DYAK
OG0001234	LOC6036123|XP_001846216.1|CQUI	LOC6531492|XP_002092291.1|DYAK
OG0001235	LOC119766514|XP_038107036.1|CQUI, LOC6033616|XP_001844043.2|CQUI, LOC6033618|XP_001844045.2|CQUI	LOC6526318|XP_002087440.1|DYAK
OG0001236	LOC6046075|XP_001863329.2|CQUI	LOC6534816|XP_002095488.3|DYAK
OG0001237	LOC6040473|XP_038114997.1|CQUI	LOC6534073|XP_002094759.1|DYAK, LOC6535741|XP_015047326.1|DYAK
OG0001238	LOC6043265|XP_038121140.1|CQUI	LOC6538423|XP_039231226.1|DYAK
OG0001239	LOC6052626|XP_038111282.1|CQUI, LOC6032254|XP_038121026.1|CQUI	LOC6536865|XP_002097434.2|DYAK
OG0001240	LOC6045142|XP_001862540.2|CQUI, LOC6045143|XP_001862541.2|CQUI	LOC6538410|XP_002098934.1|DYAK
OG0001241	LOC6046394|XP_038116205.1|CQUI	LOC6530124|XP_002091070.2|DYAK
OG0001242	LOC6032717|XP_001843269.1|CQUI	LOC6526087|XP_002101904.1|DYAK
OG0001244	LOC6051908|XP_001868265.2|CQUI	LOC6537286|XP_002097844.1|DYAK
OG0001245	LOC6039632|XP_038111436.1|CQUI, LOC6039633|XP_038111530.1|CQUI, LOC6039631|XP_038106272.1|CQUI, LOC6053173|XP_038106273.1|CQUI	LOC26535590|XP_039231611.1|DYAK
OG0001246	LOC6046496|XP_038112281.1|CQUI, LOC119767076|XP_038110479.1|CQUI, LOC6046495|XP_001863681.2|CQUI	LOC6531940|XP_002092726.1|DYAK
OG0001247	LOC6036721|XP_038108755.1|CQUI	LOC26535936|XP_015045284.1|DYAK
OG0001248	LOC6047152|XP_038112085.1|CQUI	LOC6532641|XP_002093385.1|DYAK
OG0001249	LOC6037219|XP_038111368.1|CQUI	LOC6538175|XP_002098703.1|DYAK, LOC6525485|XP_002101320.1|DYAK
OG0001257	LOC6038325|XP_038121277.1|CQUI	LOC6523749|XP_039232984.1|DYAK
OG0001259	LOC6052314|XP_001868608.2|CQUI, LOC119767551|XP_038112327.1|CQUI	LOC6524391|XP_002100249.1|DYAK
OG0001260	LOC6047698|XP_001864721.2|CQUI, LOC6047703|XP_038122417.1|CQUI	LOC6536482|XP_002097060.1|DYAK
OG0001261	LOC6036966|XP_038105068.1|CQUI	LOC6526132|XP_002101949.2|DYAK
OG0001263	LOC6047408|XP_038111894.1|CQUI	LOC6538640|XP_002099160.1|DYAK
OG0001264	LOC6031873|XP_038111151.1|CQUI	LOC6526769|XP_002087872.2|DYAK
OG0001265	LOC6034456|XP_038105093.1|CQUI	LOC6523955|XP_015045396.1|DYAK
OG0001266	LOC6035643|XP_001845783.2|CQUI	LOC6531625|XP_002092422.2|DYAK
OG0001267	LOC6051047|XP_038122925.1|CQUI, LOC6044839|XP_038105651.1|CQUI	LOC6537708|XP_002098253.1|DYAK
OG0001269	LOC6034952|XP_001845211.1|CQUI	LOC6530246|XP_002091183.1|DYAK
OG0001270	LOC119767815|XP_038113307.1|CQUI, LOC6037485|XP_038104290.1|CQUI	LOC6537478|XP_002098034.1|DYAK
OG0001271	LOC6043921|XP_001861500.2|CQUI, LOC6043922|XP_001861501.1|CQUI	LOC6528862|XP_002089894.1|DYAK
OG0001272	LOC6038800|XP_038115010.1|CQUI	LOC6532477|XP_015049379.2|DYAK
OG0001273	LOC6044636|XP_001862124.1|CQUI, LOC6047353|XP_001864428.2|CQUI, LOC119767645|XP_038112581.1|CQUI, LOC6047352|XP_038106332.1|CQUI	LOC6535425|XP_002096074.1|DYAK
OG0001274	LOC6048052|XP_038120536.1|CQUI	LOC6539710|XP_002086595.1|DYAK
OG0001276	LOC6041249|XP_001850539.2|CQUI	LOC6532883|XP_002093619.1|DYAK
OG0001277	LOC6037285|XP_038119469.1|CQUI	LOC6533455|XP_039230310.1|DYAK
OG0001278	LOC6036217|XP_038115918.1|CQUI	LOC6532519|XP_002093265.1|DYAK
OG0001279	LOC6036221|XP_001846296.1|CQUI	LOC6532567|XP_039230770.1|DYAK
OG0001280	LOC6038254|XP_038118225.1|CQUI	LOC6532195|XP_002092969.1|DYAK
OG0001281	LOC6034616|XP_038118327.1|CQUI, LOC6052807|XP_001869012.2|CQUI, LOC6052810|XP_038116188.1|CQUI	LOC6532457|XP_002093204.2|DYAK
