Orthogroup	CQUI.longest_only	DBIA.longest_only
OG0002254	LOC6052417|XP_038119674.1|CQUI	LOC108031743|XP_016960929.1|DBIA
OG0002255	LOC6041121|XP_001850425.2|CQUI	LOC108024203|XP_016949542.1|DBIA
OG0002256	LOC6053962|XP_038117648.1|CQUI	LOC108036412|XP_016968027.1|DBIA
OG0002257	LOC6036306|XP_038120022.1|CQUI	LOC108022698|XP_016947261.1|DBIA
OG0002260	LOC6051586|XP_001868005.2|CQUI	LOC108028464|XP_016955811.1|DBIA
OG0002261	LOC6039430|XP_038119745.1|CQUI	LOC108030802|XP_016959376.1|DBIA
OG0002263	LOC6037305|XP_001847231.1|CQUI	LOC108034545|XP_016964961.1|DBIA
OG0002264	LOC6036281|XP_001846347.2|CQUI	LOC108022737|XP_016947316.1|DBIA
OG0002265	LOC6054106|XP_001870076.2|CQUI	LOC108034612|XP_016965036.1|DBIA
OG0002266	LOC6040111|XP_038114718.1|CQUI	LOC108028055|XP_016955182.1|DBIA
OG0002267	LOC6041091|XP_001850398.2|CQUI	LOC108027863|XP_016954967.1|DBIA
OG0002268	LOC6041087|XP_001850394.2|CQUI	LOC108028315|XP_016955533.1|DBIA
OG0002269	LOC6044693|XP_038114553.1|CQUI	LOC108030220|XP_016958484.1|DBIA
OG0002270	LOC6037148|XP_038117201.1|CQUI	LOC108036519|XP_016968214.1|DBIA
OG0002271	LOC6036553|XP_038118891.1|CQUI	LOC108030704|XP_016959237.1|DBIA
OG0002272	LOC6035611|XP_001845760.1|CQUI	LOC108035467|XP_016966604.1|DBIA
OG0002273	LOC6033527|XP_038115340.1|CQUI	LOC108030579|XP_016959004.1|DBIA
OG0002274	LOC6048902|XP_038116037.1|CQUI	LOC108030786|XP_016959327.1|DBIA
OG0002275	LOC6038251|XP_038118213.1|CQUI	LOC108035435|XP_016966556.1|DBIA
OG0002276	LOC6040614|XP_038116102.1|CQUI	LOC108030398|XP_016958775.1|DBIA
OG0002277	LOC6035466|XP_038118942.1|CQUI	LOC108030096|XP_016958254.1|DBIA
OG0002278	LOC6042858|XP_038117047.1|CQUI	LOC108034400|XP_016964771.1|DBIA
OG0002279	LOC6054516|XP_001870416.2|CQUI	LOC108029691|XP_016957643.1|DBIA
OG0002280	LOC6041979|XP_038116671.1|CQUI	LOC108035244|XP_016966267.1|DBIA
OG0002281	LOC6041008|XP_001850323.2|CQUI	LOC108035142|XP_016966072.1|DBIA
OG0002282	LOC119769211|XP_038117058.1|CQUI, LOC6031311|XP_001842128.2|CQUI	LOC108035509|XP_016966659.1|DBIA
OG0002283	LOC6035584|XP_038117065.1|CQUI	LOC108022788|XP_016947403.1|DBIA
OG0002284	LOC6035592|XP_001845743.1|CQUI	LOC108029395|XP_016957112.1|DBIA
OG0002285	LOC6050360|XP_001866980.2|CQUI	LOC108032037|XP_016961341.1|DBIA
OG0002286	LOC6047555|XP_038121299.1|CQUI	LOC108022914|XP_016947610.1|DBIA
OG0002287	LOC6036821|XP_038115121.1|CQUI	LOC108036564|XP_016968301.1|DBIA
OG0002288	LOC6036823|XP_038115902.1|CQUI	LOC108029736|XP_016957715.1|DBIA
OG0002289	LOC6048142|XP_001865105.1|CQUI	LOC108034882|XP_016965579.1|DBIA
OG0002290	LOC6032490|XP_001843080.1|CQUI	LOC108022489|XP_016946971.1|DBIA
OG0002291	LOC6033513|XP_038118297.1|CQUI	LOC108030129|XP_016958327.1|DBIA
OG0002292	LOC6033463|XP_038119085.1|CQUI	LOC108030207|XP_016958453.1|DBIA
OG0002293	LOC119770382|XP_038121063.1|CQUI	LOC108032781|XP_016962276.1|DBIA
OG0002294	LOC6053981|XP_001869971.2|CQUI	LOC108032002|XP_016961287.1|DBIA
OG0002295	LOC6043755|XP_038110402.1|CQUI	LOC108033695|XP_016963683.1|DBIA
OG0002296	LOC6053408|XP_038107636.1|CQUI	LOC108032590|XP_016961986.1|DBIA
OG0002297	LOC6047771|XP_038111266.1|CQUI	LOC108031415|XP_016960304.1|DBIA
OG0002298	LOC6048640|XP_001865531.1|CQUI	LOC108026529|XP_016952966.1|DBIA
OG0002299	LOC6048634|XP_001865530.1|CQUI	LOC108022229|XP_016946576.1|DBIA
OG0002300	LOC6041296|XP_038109865.1|CQUI	LOC108034325|XP_016964686.1|DBIA
OG0002301	LOC6032442|XP_038109104.1|CQUI	LOC108033974|XP_016964178.1|DBIA
OG0002302	LOC6032494|XP_038107401.1|CQUI	LOC108033761|XP_016963823.1|DBIA
OG0002303	LOC119770001|XP_038119947.1|CQUI	LOC108032156|XP_016961494.1|DBIA
OG0002304	LOC6034145|XP_038110271.1|CQUI	LOC108029171|XP_016956805.1|DBIA
OG0002305	LOC6037882|XP_038108990.1|CQUI	LOC108028581|XP_016955978.1|DBIA
OG0002306	LOC6048483|XP_038112798.1|CQUI	LOC108036114|XP_016967578.1|DBIA
OG0002307	LOC6032953|XP_038114107.1|CQUI	LOC108032575|XP_016961963.1|DBIA
OG0002308	LOC6054586|XP_038108430.1|CQUI	LOC108022273|XP_016946624.1|DBIA, LOC108032632|XP_016962062.1|DBIA
OG0002309	LOC6031325|XP_001842140.1|CQUI	LOC108029080|XP_016956654.1|DBIA
OG0002310	LOC6031360|XP_038109101.1|CQUI	LOC108034171|XP_016964469.1|DBIA
OG0002311	LOC6046331|XP_038108958.1|CQUI	LOC108032368|XP_016961670.1|DBIA
OG0002312	LOC6046701|XP_038110846.1|CQUI	LOC108032784|XP_016962274.1|DBIA
OG0002314	LOC6050053|XP_001866720.2|CQUI	LOC108029416|XP_016957141.1|DBIA
OG0002315	LOC6031936|XP_038109302.1|CQUI, LOC6031768|XP_038109420.1|CQUI	LOC108030435|XP_016958810.1|DBIA
OG0002316	LOC6037125|XP_001847068.1|CQUI	LOC108033377|XP_016963185.1|DBIA
OG0002317	LOC6050062|XP_038111373.1|CQUI	LOC108035250|XP_016966275.1|DBIA
OG0002318	LOC6031952|XP_038108738.1|CQUI	LOC108034073|XP_016964321.1|DBIA
OG0002319	LOC119767871|XP_038113550.1|CQUI, LOC6039423|XP_038106730.1|CQUI	LOC108032804|XP_016962300.1|DBIA
OG0002320	LOC6031812|XP_001842519.2|CQUI	LOC108022591|XP_016947107.1|DBIA
OG0002321	LOC6038275|XP_001848098.1|CQUI	LOC108023088|XP_016947832.1|DBIA
OG0002322	LOC6044453|XP_038109073.1|CQUI	LOC108034199|XP_016964518.1|DBIA
OG0002323	LOC6041510|XP_001850760.2|CQUI	LOC108034229|XP_016964564.1|DBIA
OG0002324	LOC6043907|XP_001861490.1|CQUI	LOC108030801|XP_016959373.1|DBIA
OG0002325	LOC6043898|XP_038113606.1|CQUI	LOC108028529|XP_016955910.1|DBIA
OG0002326	LOC6043897|XP_038106830.1|CQUI	LOC108028651|XP_016956064.1|DBIA
OG0002327	LOC6043899|XP_038108302.1|CQUI	LOC108024745|XP_016950334.1|DBIA
OG0002328	LOC6036378|XP_001846433.2|CQUI	LOC108032793|XP_016962286.1|DBIA
OG0002329	LOC6036369|XP_038110618.1|CQUI	LOC108027926|XP_016955039.1|DBIA
OG0002330	LOC6031186|XP_038106119.1|CQUI	LOC108027913|XP_016955023.1|DBIA
OG0002331	LOC6031208|XP_001842042.2|CQUI	LOC108035772|XP_016966967.1|DBIA
OG0002332	LOC6042252|XP_001851390.2|CQUI	LOC108027496|XP_016954432.1|DBIA, LOC108035554|XP_016966712.1|DBIA
OG0002333	LOC6032002|XP_038113463.1|CQUI	LOC108022607|XP_016947132.1|DBIA
OG0002334	LOC6037004|XP_001846968.2|CQUI	LOC108034141|XP_016964424.1|DBIA
OG0002335	LOC6031823|XP_038109961.1|CQUI	LOC108029708|XP_016957671.1|DBIA
OG0002336	LOC6033193|XP_038109781.1|CQUI	LOC108035916|XP_016967179.1|DBIA
OG0002337	LOC6040014|XP_038106019.1|CQUI	LOC108036330|XP_016967851.1|DBIA
OG0002338	LOC6040854|XP_038109267.1|CQUI	LOC108034180|XP_016964486.1|DBIA
OG0002339	LOC6031261|XP_038109126.1|CQUI, LOC6036110|XP_001846158.2|CQUI	LOC108027830|XP_016954904.1|DBIA
OG0002340	LOC6041523|XP_001850773.2|CQUI	LOC108033967|XP_016964165.1|DBIA
OG0002341	LOC6040128|XP_001849587.2|CQUI	LOC108022165|XP_016946498.1|DBIA
OG0002342	LOC6040132|XP_038114414.1|CQUI	LOC108029107|XP_016956707.1|DBIA
OG0002343	LOC6036647|XP_038106750.1|CQUI	LOC108029043|XP_016956583.1|DBIA
OG0002344	LOC6036655|XP_038114418.1|CQUI	LOC108028907|XP_016956417.1|DBIA, LOC108023835|XP_016948968.1|DBIA
OG0002345	LOC6033169|XP_038112404.1|CQUI	LOC108029520|XP_016957308.1|DBIA
OG0002346	LOC6033282|XP_001843752.2|CQUI	LOC108034074|XP_016964323.1|DBIA
OG0002347	LOC6048996|XP_001865830.2|CQUI	LOC108030291|XP_016958611.1|DBIA
OG0002348	LOC6050418|XP_038113237.1|CQUI	LOC108036101|XP_016967555.1|DBIA
OG0002349	LOC6044752|XP_038122121.1|CQUI, LOC6039494|XP_038105822.1|CQUI, LOC119766897|XP_038109217.1|CQUI	LOC108029523|XP_016957312.1|DBIA
OG0002350	LOC6031634|XP_038119250.1|CQUI, LOC6033104|XP_001843599.2|CQUI	LOC108029518|XP_016957305.1|DBIA
OG0002351	LOC6042105|XP_038114014.1|CQUI	LOC108023113|XP_016947868.1|DBIA
OG0002352	LOC6042118|XP_038112064.1|CQUI	LOC108030262|XP_016958574.1|DBIA
OG0002353	LOC6043228|XP_001857727.2|CQUI	LOC108031771|XP_016960971.1|DBIA
OG0002354	LOC6033274|XP_038113892.1|CQUI	LOC108036795|XP_016968631.1|DBIA
OG0002355	LOC6038937|XP_038108240.1|CQUI	LOC108026994|XP_016953680.1|DBIA
OG0002356	LOC6044243|XP_038114335.1|CQUI	LOC108034517|XP_016964933.1|DBIA
OG0002357	LOC6052967|XP_038113574.1|CQUI, LOC6052659|XP_038106613.1|CQUI, LOC6044241|XP_001861780.2|CQUI	LOC108024539|XP_016949996.1|DBIA
OG0002358	LOC6031859|XP_038106717.1|CQUI	LOC108034499|XP_016964898.1|DBIA
OG0002359	LOC6031881|XP_038111803.1|CQUI	LOC108025857|XP_016952013.1|DBIA
OG0002360	LOC6036445|XP_001846496.2|CQUI	LOC108033774|XP_016963861.1|DBIA
OG0002361	LOC119766965|XP_038109659.1|CQUI	LOC108028831|XP_016956308.1|DBIA
OG0002362	LOC6054587|XP_038107867.1|CQUI	LOC108033640|XP_016963548.1|DBIA
OG0002363	LOC6038008|XP_001847855.1|CQUI	LOC108034169|XP_016964465.1|DBIA
OG0002364	LOC6038009|XP_038113072.1|CQUI	LOC108033687|XP_016963645.1|DBIA
OG0002365	LOC6038010|XP_001847857.2|CQUI	LOC108034221|XP_016964552.1|DBIA
OG0002366	LOC6036339|XP_038111196.1|CQUI	LOC108027829|XP_016954902.1|DBIA
OG0002367	LOC6034393|XP_038109097.1|CQUI	LOC108036111|XP_016967576.1|DBIA
OG0002368	LOC6039844|XP_038108567.1|CQUI	LOC108024075|XP_016949335.1|DBIA
OG0002369	LOC6034866|XP_001845136.2|CQUI	LOC108024006|XP_016949237.1|DBIA
OG0002370	LOC6042079|XP_038107575.1|CQUI	LOC108033398|XP_016963206.1|DBIA
OG0002371	LOC6042074|XP_038107576.1|CQUI	LOC108033800|XP_016963898.1|DBIA
OG0002372	LOC6033604|XP_038107033.1|CQUI	LOC108029074|XP_016956643.1|DBIA
OG0002373	LOC6042945|XP_001870884.2|CQUI, LOC6053051|XP_001869210.1|CQUI	LOC108034343|XP_016964719.1|DBIA
OG0002374	LOC6048336|XP_038110935.1|CQUI	LOC108026467|XP_016952897.1|DBIA
OG0002375	LOC6037683|XP_038108247.1|CQUI	LOC108027223|XP_016954040.1|DBIA
OG0002376	LOC6048804|XP_038122078.1|CQUI	LOC108033775|XP_016963862.1|DBIA
OG0002377	LOC6040478|XP_001849864.2|CQUI	LOC108023822|XP_016948959.1|DBIA
OG0002378	LOC6042670|XP_001853364.1|CQUI	LOC108028825|XP_016956300.1|DBIA
OG0002379	LOC6039013|XP_001848695.2|CQUI	LOC108035062|XP_016965943.1|DBIA
OG0002380	LOC6047575|XP_001864617.1|CQUI	LOC108033001|XP_016962615.1|DBIA
OG0002381	LOC6032249|XP_001842887.1|CQUI	LOC108036227|XP_016967727.1|DBIA
OG0002382	LOC6048718|XP_038115337.1|CQUI	LOC108024186|XP_016949515.1|DBIA
OG0002383	LOC6054417|XP_038118937.1|CQUI	LOC108035447|XP_016966571.1|DBIA
OG0002384	LOC6048311|XP_038119472.1|CQUI, LOC6048302|XP_038116611.1|CQUI	LOC108023494|XP_016948511.1|DBIA
OG0002386	LOC6033077|XP_038120640.1|CQUI	LOC108031348|XP_016960100.1|DBIA
OG0002387	LOC6051016|XP_038115133.1|CQUI	LOC108031206|XP_016959922.1|DBIA
OG0002388	LOC6053486|XP_038122199.1|CQUI	LOC108031687|XP_016960821.1|DBIA
OG0002389	LOC6047438|XP_001864493.1|CQUI, LOC6034238|XP_038106278.1|CQUI	LOC108024679|XP_016950238.1|DBIA
OG0002390	LOC6049310|XP_001866082.2|CQUI	LOC108022295|XP_016946647.1|DBIA, LOC108034263|XP_016964610.1|DBIA
OG0002391	LOC6039477|XP_038119173.1|CQUI	LOC108022651|XP_016947197.1|DBIA
OG0002392	LOC6044685|XP_038120275.1|CQUI	LOC108035513|XP_016966665.1|DBIA
OG0002393	LOC6045689|XP_038119329.1|CQUI	LOC108035426|XP_016966546.1|DBIA
OG0002394	LOC6039388|XP_038121848.1|CQUI	LOC108026138|XP_016952351.1|DBIA
OG0002395	LOC6046522|XP_038121760.1|CQUI	LOC108024715|XP_016950296.1|DBIA
OG0002396	LOC6035019|XP_038119412.1|CQUI	LOC108026683|XP_016953259.1|DBIA
OG0002397	LOC6043888|XP_001861470.1|CQUI	LOC108036813|XP_016968652.1|DBIA
OG0002398	LOC6050951|XP_001867465.2|CQUI	LOC108023191|XP_016947929.1|DBIA
OG0002399	LOC119768868|XP_038116323.1|CQUI	LOC108035480|XP_016966623.1|DBIA
OG0002400	LOC6049235|XP_038120383.1|CQUI	LOC108023098|XP_016947848.1|DBIA
OG0002401	LOC6050680|XP_001867244.2|CQUI	LOC108024896|XP_016950529.1|DBIA
OG0002402	LOC6047584|XP_038116540.1|CQUI	LOC108024732|XP_016950318.1|DBIA
OG0002403	LOC6053670|XP_038118861.1|CQUI	LOC108024850|XP_016950479.1|DBIA
OG0002404	LOC6044716|XP_038118794.1|CQUI	LOC108024955|XP_016950677.1|DBIA
OG0002405	LOC6042040|XP_038118600.1|CQUI	LOC108023820|XP_016948956.1|DBIA
OG0002406	LOC119768831|XP_038116131.1|CQUI	LOC108035469|XP_016966606.1|DBIA
OG0002407	LOC6039819|XP_038116523.1|CQUI	LOC108023878|XP_016949050.1|DBIA
OG0002408	LOC6039804|XP_038119512.1|CQUI	LOC108023811|XP_016948944.1|DBIA
OG0002410	LOC6054177|XP_038119593.1|CQUI	LOC108031914|XP_016961171.1|DBIA
OG0002411	LOC6032563|XP_001843139.1|CQUI	LOC108032115|XP_016961436.1|DBIA
OG0002412	LOC6032566|XP_038122161.1|CQUI	LOC108032028|XP_016961330.1|DBIA
OG0002413	LOC6048880|XP_001865726.1|CQUI	LOC108023713|XP_016948832.1|DBIA
OG0002414	LOC6048854|XP_001865693.2|CQUI	LOC108029619|XP_016957498.1|DBIA, LOC108022868|XP_016947539.1|DBIA
OG0002415	LOC6047147|XP_038117524.1|CQUI	LOC108031654|XP_016960777.1|DBIA
OG0002417	LOC6050407|XP_001867022.2|CQUI	LOC108036857|XP_016968719.1|DBIA
OG0002418	LOC6046399|XP_038121391.1|CQUI	LOC108026830|XP_016953494.1|DBIA
OG0002419	LOC6037577|XP_038116558.1|CQUI, LOC6050586|XP_001867168.2|CQUI	LOC108021967|XP_016946292.1|DBIA
OG0002420	LOC6037564|XP_038119772.1|CQUI	LOC108035182|XP_016966142.1|DBIA
OG0002421	LOC6048010|XP_001864984.2|CQUI	LOC108026073|XP_016952261.1|DBIA
OG0002422	LOC6032747|XP_038118698.1|CQUI	LOC108031718|XP_016960876.1|DBIA
OG0002423	LOC6033816|XP_038118435.1|CQUI	LOC108028589|XP_016955991.1|DBIA
OG0002424	LOC6040845|XP_038118999.1|CQUI	LOC108032880|XP_016962392.1|DBIA, LOC108024916|XP_016950604.1|DBIA
OG0002425	LOC6053197|XP_038120572.1|CQUI, LOC6040839|XP_038122185.1|CQUI	LOC108033107|XP_016962796.1|DBIA
OG0002426	LOC6033988|XP_038115446.1|CQUI	LOC108028950|XP_016956469.1|DBIA
OG0002427	LOC6033992|XP_001844380.1|CQUI	LOC108024905|XP_016950565.1|DBIA
OG0002428	LOC6034042|XP_038116028.1|CQUI	LOC108024157|XP_016949458.1|DBIA
OG0002429	LOC6050578|XP_038121197.1|CQUI	LOC108034847|XP_016965468.1|DBIA
OG0002430	LOC6039947|XP_001849442.1|CQUI	LOC108030331|XP_016958680.1|DBIA
OG0002431	LOC6046184|XP_001863416.2|CQUI	LOC108026869|XP_016953543.1|DBIA
OG0002432	LOC6045833|XP_038112946.1|CQUI	LOC108021979|XP_016946308.1|DBIA
OG0002434	LOC6033790|XP_001844192.2|CQUI	LOC108024675|XP_016950234.1|DBIA
OG0002435	LOC6046932|XP_038109485.1|CQUI	LOC108025723|XP_016951776.1|DBIA
OG0002436	LOC6054064|XP_001870042.2|CQUI, LOC119767530|XP_038112259.1|CQUI	LOC108030193|XP_016958437.1|DBIA
OG0002437	LOC6051233|XP_038109096.1|CQUI	LOC108029617|XP_016957491.1|DBIA
OG0002438	LOC6043548|XP_038110094.1|CQUI, LOC6032484|XP_038116010.1|CQUI	LOC108023435|XP_016948413.1|DBIA
OG0002439	LOC119766963|XP_038109630.1|CQUI	LOC108022547|XP_016947023.1|DBIA, LOC108024072|XP_016949331.1|DBIA
OG0002440	LOC6048677|XP_001865561.2|CQUI	LOC108028556|XP_016955949.1|DBIA
OG0002441	LOC6032364|XP_038107613.1|CQUI	LOC108036517|XP_016968212.1|DBIA
OG0002442	LOC6038122|XP_038111278.1|CQUI	LOC108022512|XP_016946970.1|DBIA
OG0002443	LOC6053099|XP_038108249.1|CQUI	LOC108036423|XP_016968039.1|DBIA
OG0002444	LOC6052487|XP_038106064.1|CQUI	LOC108036460|XP_016968117.1|DBIA
OG0002445	LOC6038541|XP_001848328.1|CQUI	LOC108029741|XP_016957720.1|DBIA
OG0002446	LOC6033408|XP_001843861.2|CQUI	LOC108022869|XP_016947536.1|DBIA
OG0002447	LOC6052098|XP_038111823.1|CQUI	LOC108035946|XP_016967232.1|DBIA
OG0002448	LOC6051563|XP_001867979.2|CQUI	LOC108023008|XP_016947730.1|DBIA
OG0002449	LOC6053515|XP_001869584.1|CQUI	LOC108036392|XP_016967990.1|DBIA
OG0002450	LOC6043656|XP_038114104.1|CQUI	LOC108031421|XP_016960310.1|DBIA
OG0002451	LOC6043669|XP_038109669.1|CQUI	LOC108029535|XP_016957333.1|DBIA
OG0002452	LOC6050180|XP_038110120.1|CQUI	LOC108026535|XP_016952971.1|DBIA
OG0002453	LOC6038085|XP_038109782.1|CQUI	LOC108026839|XP_016953504.1|DBIA
OG0002454	LOC6047683|XP_038108688.1|CQUI	LOC108030880|XP_016959529.1|DBIA
OG0002455	LOC6047681|XP_001864711.2|CQUI	LOC108030867|XP_016959507.1|DBIA
OG0002456	LOC6036749|XP_038106369.1|CQUI	LOC108023127|XP_016947885.1|DBIA
OG0002457	LOC6037973|XP_038109981.1|CQUI	LOC108030152|XP_016958364.1|DBIA
OG0002459	LOC6040278|XP_038110319.1|CQUI	LOC108029466|XP_016957205.1|DBIA
OG0002460	LOC6046545|XP_038107177.1|CQUI	LOC108026558|XP_016952998.1|DBIA
OG0002461	LOC6037728|XP_001847609.2|CQUI	LOC108023074|XP_016947814.1|DBIA
OG0002462	LOC6036728|XP_038106021.1|CQUI	LOC108030165|XP_016958386.1|DBIA
OG0002463	LOC6035951|XP_038107997.1|CQUI	LOC108026651|XP_016953178.1|DBIA
OG0002464	LOC6035936|XP_038113029.1|CQUI	LOC108022693|XP_016947255.1|DBIA
OG0002465	LOC6035937|XP_038107822.1|CQUI	LOC108035491|XP_016966635.1|DBIA
OG0002466	LOC6035693|XP_038106107.1|CQUI	LOC108035841|XP_016967079.1|DBIA
OG0002467	LOC6045031|XP_038113008.1|CQUI	LOC108034484|XP_016964878.1|DBIA
OG0002468	LOC6040091|XP_038107963.1|CQUI	LOC108028728|XP_016956179.1|DBIA
OG0002469	LOC6036071|XP_038108768.1|CQUI	LOC108024979|XP_016950714.1|DBIA
OG0002470	LOC6036080|XP_001846173.1|CQUI	LOC108029613|XP_016957487.1|DBIA
OG0002471	LOC6040384|XP_038107221.1|CQUI	LOC108036645|XP_016968410.1|DBIA
OG0002472	LOC6042946|XP_038108067.1|CQUI	LOC108022789|XP_016947404.1|DBIA
OG0002473	LOC6042941|XP_001870880.2|CQUI	LOC108030400|XP_016958773.1|DBIA
OG0002474	LOC6049842|XP_038108015.1|CQUI	LOC108030581|XP_016959032.1|DBIA
OG0002475	LOC6038339|XP_001848154.1|CQUI	LOC108025430|XP_016951407.1|DBIA
OG0002476	LOC6040191|XP_001849641.1|CQUI	LOC108026750|XP_016953365.1|DBIA
OG0002477	LOC6043951|XP_038110645.1|CQUI	LOC108029806|XP_016957813.1|DBIA
OG0002478	LOC6043127|XP_001855949.2|CQUI	LOC108030215|XP_016958471.1|DBIA
OG0002479	LOC6046503|XP_001863689.2|CQUI	LOC108036916|XP_016968816.1|DBIA
OG0002480	LOC6036095|XP_038111231.1|CQUI	LOC108032800|XP_016962299.1|DBIA
OG0002481	LOC6037433|XP_001847344.2|CQUI	LOC108023427|XP_016948404.1|DBIA
OG0002482	LOC6054086|XP_001870060.2|CQUI	LOC108029449|XP_016957188.1|DBIA
OG0002483	LOC6043110|XP_001855883.2|CQUI	LOC108026862|XP_016953537.1|DBIA
OG0002484	LOC6043115|XP_001855904.1|CQUI	LOC108022468|XP_016946907.1|DBIA
OG0002485	LOC6051768|XP_001868152.2|CQUI	LOC108029606|XP_016957469.1|DBIA
OG0002486	LOC6050978|XP_001867487.1|CQUI	LOC108028279|XP_016955473.1|DBIA
OG0002487	LOC6052913|XP_038108954.1|CQUI	LOC108033042|XP_016962661.1|DBIA
OG0002488	LOC6053873|XP_038111830.1|CQUI	LOC108022969|XP_016947683.1|DBIA
OG0002489	LOC6037239|XP_038114170.1|CQUI	LOC108035956|XP_016967250.1|DBIA
OG0002490	LOC6037217|XP_038112765.1|CQUI	LOC108029725|XP_016957692.1|DBIA
OG0002491	LOC6040530|XP_001849914.2|CQUI	LOC108030826|XP_016959432.1|DBIA
OG0002492	LOC6040552|XP_001849934.2|CQUI	LOC108022502|XP_016946952.1|DBIA
OG0002493	LOC6040556|XP_038111560.1|CQUI	LOC108029479|XP_016957232.1|DBIA
OG0002494	LOC6045149|XP_038118792.1|CQUI	LOC108024535|XP_016949992.1|DBIA
OG0002495	LOC6036631|XP_038111990.1|CQUI	LOC108026879|XP_016953560.1|DBIA
OG0002508	LOC6035088|XP_038122670.1|CQUI	LOC108035780|XP_016966982.1|DBIA
OG0002509	LOC119765394|XP_038105104.1|CQUI, LOC119770056|XP_038120124.1|CQUI	LOC108030345|XP_016958699.1|DBIA
OG0002510	LOC6038187|XP_001848017.1|CQUI	LOC108028906|XP_016956416.1|DBIA
OG0002511	LOC6044330|XP_038110665.1|CQUI	LOC108031660|XP_016960785.1|DBIA
OG0002512	LOC6038318|XP_038117657.1|CQUI	LOC108035799|XP_016967032.1|DBIA
OG0002513	LOC6038305|XP_001848124.2|CQUI	LOC108031531|XP_016960555.1|DBIA
OG0002514	LOC6044319|XP_001861845.1|CQUI	LOC108029104|XP_016956695.1|DBIA
OG0002516	LOC6042706|XP_038116833.1|CQUI	LOC108026014|XP_016952194.1|DBIA
OG0002517	LOC6053207|XP_038116640.1|CQUI, LOC6053206|XP_038121940.1|CQUI, LOC119770678|XP_038121928.1|CQUI	LOC108023963|XP_016949166.1|DBIA
OG0002518	LOC6040416|XP_038105923.1|CQUI	LOC108023078|XP_016947821.1|DBIA
OG0002519	LOC119765096|XP_038104153.1|CQUI	LOC108022582|XP_016947094.1|DBIA
OG0002520	LOC119765152|XP_038104337.1|CQUI	LOC108036399|XP_016968010.1|DBIA
OG0002521	LOC6045823|XP_038115345.1|CQUI	LOC108035824|XP_016967061.1|DBIA, LOC108035795|XP_016967024.1|DBIA
OG0002522	LOC6041768|XP_001850986.2|CQUI	LOC108025311|XP_016951205.1|DBIA
OG0002523	LOC6040429|XP_038121903.1|CQUI	LOC108025381|XP_016951343.1|DBIA
OG0002524	LOC6043383|XP_038116054.1|CQUI	LOC108024128|XP_016949399.1|DBIA
OG0002525	LOC6041756|XP_038104229.1|CQUI	LOC108035553|XP_016966711.1|DBIA
OG0002526	LOC6041757|XP_001850972.2|CQUI	LOC108026421|XP_016952839.1|DBIA, LOC108021934|XP_016946253.1|DBIA
OG0002527	LOC6053287|XP_038105571.1|CQUI	LOC108031815|XP_016961030.1|DBIA
OG0002528	LOC6053284|XP_038111580.1|CQUI	LOC108023420|XP_016948383.1|DBIA
OG0002529	LOC6049217|XP_001866017.1|CQUI	LOC108024960|XP_016950688.1|DBIA
OG0002530	LOC6049213|XP_001866014.1|CQUI	LOC108032749|XP_016962226.1|DBIA
OG0002531	LOC6048445|XP_038113332.1|CQUI	LOC108035787|XP_016967008.1|DBIA
OG0002532	LOC6040445|XP_038111080.1|CQUI	LOC108028707|XP_016956146.1|DBIA, LOC108032767|XP_016962256.1|DBIA
OG0002533	LOC6035125|XP_038116394.1|CQUI	LOC108028885|XP_016956389.1|DBIA
OG0002534	LOC6035133|XP_001845368.2|CQUI	LOC108030396|XP_016958769.1|DBIA
OG0002535	LOC6049268|XP_038105706.1|CQUI, LOC6049269|XP_038105686.1|CQUI	LOC108035974|XP_016967285.1|DBIA
OG0002536	LOC6050127|XP_001866784.1|CQUI	LOC108026417|XP_016952834.1|DBIA
OG0002537	LOC6050067|XP_001866735.2|CQUI	LOC108026836|XP_016953500.1|DBIA
OG0002539	LOC6049760|XP_038105192.1|CQUI	LOC108023043|XP_016947772.1|DBIA
OG0002540	LOC6044376|XP_038104046.1|CQUI	LOC108026192|XP_016952471.1|DBIA
OG0002541	LOC6051486|XP_001867921.2|CQUI	LOC108023638|XP_016948743.1|DBIA
OG0002542	LOC6050195|XP_001866841.2|CQUI	LOC108024097|XP_016949360.1|DBIA
OG0002543	LOC6053285|XP_001869398.2|CQUI	LOC108033199|XP_016962934.1|DBIA
OG0002544	LOC6054124|XP_001870091.2|CQUI	LOC108031816|XP_016961032.1|DBIA
OG0002545	LOC6048459|XP_038122651.1|CQUI	LOC108023548|XP_016948615.1|DBIA
OG0002547	LOC119771193|XP_038122754.1|CQUI	LOC108033211|XP_016962952.1|DBIA
OG0002548	LOC119765155|XP_038104372.1|CQUI	LOC108025941|XP_016952128.1|DBIA
OG0002549	LOC119765154|XP_038104350.1|CQUI	LOC108033122|XP_016962824.1|DBIA
OG0002550	LOC6049174|XP_038105810.1|CQUI	LOC108023990|XP_016949210.1|DBIA
OG0002551	LOC6037404|XP_001847321.2|CQUI, LOC6038454|XP_038105325.1|CQUI	LOC108023887|XP_016949061.1|DBIA
OG0002552	LOC6038452|XP_001848249.2|CQUI	LOC108033387|XP_016963196.1|DBIA
OG0002553	LOC6045347|XP_038122761.1|CQUI	LOC108028891|XP_016956398.1|DBIA
OG0002554	LOC6035101|XP_001845337.1|CQUI	LOC108023247|XP_016948016.1|DBIA
