Orthogroup	CQUI.longest_only	DBUS.longest_only
OG0002425	LOC6053197|XP_038120572.1|CQUI, LOC6040839|XP_038122185.1|CQUI	LOC108607112|XP_017853230.1|DBUS
OG0002426	LOC6033988|XP_038115446.1|CQUI	LOC108598357|XP_017840464.1|DBUS
OG0002427	LOC6033992|XP_001844380.1|CQUI	LOC108607351|XP_017853532.1|DBUS
OG0002428	LOC6034042|XP_038116028.1|CQUI	LOC108606649|XP_017852451.2|DBUS
OG0002429	LOC6050578|XP_038121197.1|CQUI	LOC108600198|XP_017843097.2|DBUS
OG0002430	LOC6039947|XP_001849442.1|CQUI	LOC108597714|XP_017839892.1|DBUS
OG0002431	LOC6046184|XP_001863416.2|CQUI	LOC108595094|XP_017835735.1|DBUS
OG0002432	LOC6045833|XP_038112946.1|CQUI	LOC108605692|XP_017850973.1|DBUS
OG0002434	LOC6033790|XP_001844192.2|CQUI	LOC108597515|XP_017839597.1|DBUS
OG0002435	LOC6046932|XP_038109485.1|CQUI	LOC108605042|XP_033150241.1|DBUS
OG0002436	LOC6054064|XP_001870042.2|CQUI, LOC119767530|XP_038112259.1|CQUI	LOC108597257|XP_017839203.1|DBUS
OG0002437	LOC6051233|XP_038109096.1|CQUI	LOC108596226|XP_017837243.1|DBUS
OG0002438	LOC6043548|XP_038110094.1|CQUI, LOC6032484|XP_038116010.1|CQUI	LOC108605342|XP_033150251.1|DBUS
OG0002439	LOC119766963|XP_038109630.1|CQUI	LOC108608357|XP_017855193.1|DBUS
OG0002440	LOC6048677|XP_001865561.2|CQUI	LOC108598425|XP_017840540.1|DBUS
OG0002441	LOC6032364|XP_038107613.1|CQUI	LOC108596750|XP_017838314.2|DBUS
OG0002442	LOC6038122|XP_038111278.1|CQUI	LOC108597440|XP_017839492.1|DBUS
OG0002443	LOC6053099|XP_038108249.1|CQUI	LOC108596959|XP_017838693.1|DBUS
OG0002444	LOC6052487|XP_038106064.1|CQUI	LOC108597095|XP_017838949.2|DBUS
OG0002445	LOC6038541|XP_001848328.1|CQUI	LOC108596429|XP_017837642.1|DBUS
OG0002446	LOC6033408|XP_001843861.2|CQUI	LOC108596889|XP_017838559.1|DBUS
OG0002447	LOC6052098|XP_038111823.1|CQUI	LOC108598491|XP_033149389.1|DBUS
OG0002448	LOC6051563|XP_001867979.2|CQUI	LOC108595690|XP_017836460.1|DBUS
OG0002449	LOC6053515|XP_001869584.1|CQUI	LOC108595334|XP_017836042.1|DBUS
OG0002450	LOC6043656|XP_038114104.1|CQUI	LOC108603099|XP_017847084.1|DBUS
OG0002451	LOC6043669|XP_038109669.1|CQUI	LOC108595473|XP_017836212.2|DBUS
OG0002452	LOC6050180|XP_038110120.1|CQUI	LOC108595057|XP_017835689.1|DBUS
OG0002453	LOC6038085|XP_038109782.1|CQUI	LOC108596198|XP_017837203.1|DBUS
OG0002454	LOC6047683|XP_038108688.1|CQUI	LOC108599923|XP_017842619.1|DBUS
OG0002455	LOC6047681|XP_001864711.2|CQUI	LOC108599921|XP_017842616.1|DBUS
OG0002456	LOC6036749|XP_038106369.1|CQUI	LOC108594845|XP_033148954.1|DBUS
OG0002457	LOC6037973|XP_038109981.1|CQUI	LOC108597494|XP_017839566.1|DBUS
OG0002459	LOC6040278|XP_038110319.1|CQUI	LOC108597139|XP_017839019.1|DBUS
OG0002460	LOC6046545|XP_038107177.1|CQUI	LOC108596591|XP_017838009.1|DBUS
OG0002461	LOC6037728|XP_001847609.2|CQUI	LOC108597775|XP_017839979.1|DBUS
OG0002462	LOC6036728|XP_038106021.1|CQUI	LOC108596867|XP_017838512.2|DBUS
OG0002463	LOC6035951|XP_038107997.1|CQUI	LOC108596078|XP_017836982.1|DBUS
OG0002464	LOC6035936|XP_038113029.1|CQUI	LOC108597468|XP_017839530.1|DBUS
OG0002465	LOC6035937|XP_038107822.1|CQUI	LOC108595231|XP_017835918.2|DBUS
OG0002466	LOC6035693|XP_038106107.1|CQUI	LOC108607340|XP_017853512.1|DBUS
OG0002467	LOC6045031|XP_038113008.1|CQUI	LOC108601092|XP_017844491.2|DBUS
OG0002468	LOC6040091|XP_038107963.1|CQUI	LOC108598435|XP_017840555.2|DBUS
OG0002469	LOC6036071|XP_038108768.1|CQUI	LOC108604014|XP_017848745.1|DBUS
OG0002470	LOC6036080|XP_001846173.1|CQUI	LOC108597301|XP_017839269.1|DBUS
OG0002471	LOC6040384|XP_038107221.1|CQUI	LOC108594988|XP_017835609.1|DBUS
OG0002472	LOC6042946|XP_038108067.1|CQUI	LOC108597540|XP_017839629.1|DBUS
OG0002473	LOC6042941|XP_001870880.2|CQUI	LOC108595211|XP_017835888.1|DBUS
OG0002474	LOC6049842|XP_038108015.1|CQUI	LOC108600406|XP_017843447.2|DBUS
OG0002475	LOC6038339|XP_001848154.1|CQUI	LOC117134857|XP_033149994.1|DBUS
OG0002476	LOC6040191|XP_001849641.1|CQUI	LOC108595404|XP_017836119.1|DBUS
OG0002477	LOC6043951|XP_038110645.1|CQUI	LOC108595238|XP_017835925.1|DBUS
OG0002478	LOC6043127|XP_001855949.2|CQUI	LOC108595413|XP_017836130.1|DBUS
OG0002479	LOC6046503|XP_001863689.2|CQUI	LOC108596097|XP_017837005.1|DBUS
OG0002480	LOC6036095|XP_038111231.1|CQUI	LOC108596547|XP_017837928.1|DBUS
OG0002481	LOC6037433|XP_001847344.2|CQUI	LOC108606508|XP_017852167.1|DBUS
OG0002483	LOC6043110|XP_001855883.2|CQUI	LOC108596566|XP_017837958.1|DBUS
OG0002484	LOC6043115|XP_001855904.1|CQUI	LOC108595520|XP_017836263.1|DBUS
OG0002485	LOC6051768|XP_001868152.2|CQUI	LOC108596938|XP_017838660.1|DBUS
OG0002486	LOC6050978|XP_001867487.1|CQUI	LOC108599249|XP_017841534.2|DBUS
OG0002487	LOC6052913|XP_038108954.1|CQUI	LOC108608293|XP_033149337.1|DBUS
OG0002488	LOC6053873|XP_038111830.1|CQUI	LOC108595135|XP_017835787.1|DBUS
OG0002489	LOC6037239|XP_038114170.1|CQUI	LOC108598469|XP_017840603.2|DBUS
OG0002490	LOC6037217|XP_038112765.1|CQUI	LOC108595173|XP_017835839.1|DBUS
OG0002492	LOC6040552|XP_001849934.2|CQUI	LOC108596288|XP_017837365.1|DBUS
OG0002493	LOC6040556|XP_038111560.1|CQUI	LOC108595313|XP_017836020.1|DBUS
OG0002494	LOC6045149|XP_038118792.1|CQUI	LOC108602429|XP_033148944.1|DBUS
OG0002495	LOC6036631|XP_038111990.1|CQUI	LOC108597323|XP_017839301.1|DBUS
OG0002508	LOC6035088|XP_038122670.1|CQUI	LOC108607027|XP_033150302.1|DBUS
OG0002509	LOC119765394|XP_038105104.1|CQUI, LOC119770056|XP_038120124.1|CQUI	LOC108595024|XP_017835648.1|DBUS
OG0002510	LOC6038187|XP_001848017.1|CQUI	LOC108605166|XP_017850240.2|DBUS
OG0002511	LOC6044330|XP_038110665.1|CQUI	LOC108604294|XP_017849197.1|DBUS
OG0002512	LOC6038318|XP_038117657.1|CQUI	LOC108607424|XP_017853720.1|DBUS
OG0002513	LOC6038305|XP_001848124.2|CQUI	LOC108603948|XP_017848628.1|DBUS
OG0002514	LOC6044319|XP_001861845.1|CQUI	LOC108600148|XP_017843030.1|DBUS
OG0002516	LOC6042706|XP_038116833.1|CQUI	LOC108602158|XP_017845679.1|DBUS
OG0002517	LOC6053207|XP_038116640.1|CQUI, LOC6053206|XP_038121940.1|CQUI, LOC119770678|XP_038121928.1|CQUI	LOC108606374|XP_033150381.1|DBUS
OG0002518	LOC6040416|XP_038105923.1|CQUI	LOC108602648|XP_017846283.1|DBUS
OG0002519	LOC119765096|XP_038104153.1|CQUI	LOC108597616|XP_017839745.1|DBUS
OG0002520	LOC119765152|XP_038104337.1|CQUI	LOC108606869|XP_017852868.1|DBUS
OG0002521	LOC6045823|XP_038115345.1|CQUI	LOC108605410|XP_017850568.1|DBUS
OG0002522	LOC6041768|XP_001850986.2|CQUI	LOC108602003|XP_017845493.1|DBUS
OG0002523	LOC6040429|XP_038121903.1|CQUI	LOC108603914|XP_017848585.1|DBUS
OG0002524	LOC6043383|XP_038116054.1|CQUI	LOC108605252|XP_017850359.1|DBUS
OG0002525	LOC6041756|XP_038104229.1|CQUI	LOC108598414|XP_017840527.1|DBUS
OG0002526	LOC6041757|XP_001850972.2|CQUI	LOC108603044|XP_017846951.1|DBUS
OG0002528	LOC6053284|XP_038111580.1|CQUI	LOC108605195|XP_017850278.1|DBUS
OG0002529	LOC6049217|XP_001866017.1|CQUI	LOC108604299|XP_017849205.1|DBUS
OG0002530	LOC6049213|XP_001866014.1|CQUI	LOC108607824|XP_017854361.1|DBUS
OG0002531	LOC6048445|XP_038113332.1|CQUI	LOC108608570|XP_017855490.1|DBUS
OG0002532	LOC6040445|XP_038111080.1|CQUI	LOC108601649|XP_017845038.1|DBUS
OG0002533	LOC6035125|XP_038116394.1|CQUI	LOC108599233|XP_017841520.1|DBUS, LOC108606617|XP_017852380.1|DBUS
OG0002534	LOC6035133|XP_001845368.2|CQUI	LOC108595209|XP_017835886.1|DBUS
OG0002535	LOC6049268|XP_038105706.1|CQUI, LOC6049269|XP_038105686.1|CQUI	LOC108598702|XP_017840916.1|DBUS
OG0002536	LOC6050127|XP_001866784.1|CQUI	LOC108602821|XP_017846541.1|DBUS
OG0002537	LOC6050067|XP_001866735.2|CQUI	LOC108595215|XP_017835891.1|DBUS
OG0002539	LOC6049760|XP_038105192.1|CQUI	LOC108595162|XP_017835822.1|DBUS
OG0002540	LOC6044376|XP_038104046.1|CQUI	LOC108604166|XP_017848988.1|DBUS
OG0002541	LOC6051486|XP_001867921.2|CQUI	LOC108607207|XP_017853361.1|DBUS
OG0002542	LOC6050195|XP_001866841.2|CQUI	LOC108607167|XP_017853309.1|DBUS
OG0002543	LOC6053285|XP_001869398.2|CQUI	LOC108605705|XP_017850986.1|DBUS
OG0002544	LOC6054124|XP_001870091.2|CQUI	LOC108604428|XP_017849388.1|DBUS
OG0002545	LOC6048459|XP_038122651.1|CQUI	LOC108606854|XP_017852840.1|DBUS
OG0002547	LOC119771193|XP_038122754.1|CQUI	LOC108605856|XP_017851154.1|DBUS
OG0002548	LOC119765155|XP_038104372.1|CQUI	LOC108605712|XP_017850993.1|DBUS
OG0002549	LOC119765154|XP_038104350.1|CQUI	LOC108606877|XP_017852889.1|DBUS
OG0002550	LOC6049174|XP_038105810.1|CQUI	LOC108606791|XP_017852730.1|DBUS
OG0002551	LOC6037404|XP_001847321.2|CQUI, LOC6038454|XP_038105325.1|CQUI	LOC108604813|XP_017849910.1|DBUS
OG0002552	LOC6038452|XP_001848249.2|CQUI	LOC108597120|XP_017838992.2|DBUS
OG0002553	LOC6045347|XP_038122761.1|CQUI	LOC108607264|XP_017853444.1|DBUS
OG0002554	LOC6035101|XP_001845337.1|CQUI	LOC108607098|XP_017853211.1|DBUS
OG0002555	LOC6035102|XP_001845338.2|CQUI	LOC108605095|XP_017850149.1|DBUS
OG0002556	LOC6044430|XP_038122718.1|CQUI	LOC108608571|XP_017855491.2|DBUS
OG0002557	LOC6052596|XP_001868839.1|CQUI	LOC108606862|XP_017852855.1|DBUS
OG0002558	LOC6049816|XP_001866517.1|CQUI	LOC108603246|XP_017847366.1|DBUS
OG0002559	LOC6044997|XP_038122831.1|CQUI	LOC108600140|XP_017843022.1|DBUS
OG0002560	LOC6045244|XP_038122871.1|CQUI	LOC108601779|XP_017845195.1|DBUS
OG0002561	LOC6052529|XP_001868783.1|CQUI	LOC108604029|XP_017848768.1|DBUS
OG0002563	LOC6039045|XP_001848723.2|CQUI	LOC108604952|XP_017850011.1|DBUS
OG0002564	LOC119771222|XP_038122902.1|CQUI	LOC108604395|XP_017849342.1|DBUS
OG0002565	LOC119771165|XP_038122575.1|CQUI	LOC108604531|XP_017849534.1|DBUS
OG0002566	LOC6038465|XP_038112671.1|CQUI	LOC108604251|XP_017849122.1|DBUS
OG0002567	LOC6042686|XP_001853447.1|CQUI	LOC108606346|XP_017851882.1|DBUS
OG0002568	LOC6053666|XP_001869712.2|CQUI	LOC108605862|XP_017851162.1|DBUS
OG0002569	LOC6053776|XP_038105020.1|CQUI	LOC108598983|XP_017841246.2|DBUS
OG0002570	LOC6045624|XP_038112684.1|CQUI	LOC108603835|XP_017848467.1|DBUS
OG0002572	LOC6048780|XP_001865647.1|CQUI	LOC108595955|XP_017836731.1|DBUS
OG0002573	LOC6043596|XP_038111932.1|CQUI	LOC108604267|XP_017849150.1|DBUS
OG0002574	LOC6045003|XP_038104193.1|CQUI	LOC108601910|XP_017845377.1|DBUS
OG0002575	LOC6038492|XP_038112605.1|CQUI	LOC108603508|XP_017847871.1|DBUS
OG0002576	LOC6035137|XP_038104095.1|CQUI	LOC108605626|XP_017850899.1|DBUS
OG0002577	LOC6051202|XP_001867678.2|CQUI	LOC108599594|XP_017842029.1|DBUS
OG0002578	LOC119768616|XP_038114721.1|CQUI, LOC119766588|XP_038107355.1|CQUI	LOC108594441|XP_017835105.1|DBUS
OG0002579	LOC6046334|XP_001863546.1|CQUI, LOC6036611|XP_001846641.1|CQUI	LOC108607801|XP_017854329.1|DBUS
OG0002580	LOC6053493|XP_038122769.1|CQUI	LOC108595543|XP_017836291.1|DBUS
OG0002581	LOC6034486|XP_038105426.1|CQUI	LOC108603703|XP_017848224.1|DBUS
OG0002582	LOC6034722|XP_001845004.2|CQUI	LOC108603401|XP_017847676.1|DBUS
OG0002583	LOC6034748|XP_038104664.1|CQUI	LOC108603064|XP_017846991.1|DBUS
OG0002585	LOC119766613|XP_038107483.1|CQUI	LOC108600536|XP_017843678.1|DBUS
OG0002586	LOC6034720|XP_038104422.1|CQUI	LOC108603319|XP_017847525.1|DBUS
OG0002587	LOC6034719|XP_038104581.1|CQUI	LOC108601742|XP_017845151.1|DBUS
OG0002588	LOC6044481|XP_001861994.2|CQUI, LOC119765226|XP_038104620.1|CQUI	LOC108603778|XP_017848359.1|DBUS
OG0002589	LOC6053547|XP_038105601.1|CQUI	LOC108604083|XP_017848846.1|DBUS
OG0002590	LOC6053918|XP_038122805.1|CQUI	LOC108607092|XP_017853206.1|DBUS
OG0002591	LOC6052322|XP_038111789.1|CQUI	LOC108603907|XP_017848578.1|DBUS
OG0002592	LOC6046471|XP_038104522.1|CQUI	LOC108604852|XP_017849964.1|DBUS
OG0002593	LOC6046477|XP_038122167.1|CQUI	LOC108603342|XP_017847563.1|DBUS
OG0002594	LOC6050545|XP_038106001.1|CQUI	LOC108603662|XP_033149833.1|DBUS
OG0002595	LOC6046772|XP_038106619.1|CQUI	LOC108603015|XP_017846899.1|DBUS
OG0002596	LOC6035372|XP_038122549.1|CQUI	LOC108604537|XP_017849542.1|DBUS
OG0002597	LOC6035360|XP_038104383.1|CQUI	LOC108604468|XP_017849439.1|DBUS
OG0002598	LOC6048982|XP_038115404.1|CQUI	LOC108603465|XP_033150080.1|DBUS
OG0002599	LOC6051236|XP_038104285.1|CQUI	LOC108604760|XP_017849839.1|DBUS
OG0002600	LOC6042018|XP_001851182.1|CQUI	LOC108597537|XP_017839625.1|DBUS
OG0002601	LOC6035637|XP_038117863.1|CQUI	LOC108602329|XP_017845904.1|DBUS
OG0002602	LOC6035648|XP_038104109.1|CQUI	LOC108604153|XP_017848960.1|DBUS
OG0002603	LOC6035230|XP_038104327.1|CQUI	LOC108603149|XP_017847186.1|DBUS
OG0002604	LOC6048390|XP_001865317.2|CQUI	LOC108604789|XP_017849877.1|DBUS
OG0002605	LOC119765196|XP_038104518.1|CQUI	LOC108604811|XP_017849904.1|DBUS
OG0002606	LOC6038063|XP_038105789.1|CQUI	LOC108603255|XP_017847383.1|DBUS
OG0002607	LOC6035056|XP_001845293.1|CQUI, LOC119766361|XP_038106787.1|CQUI	LOC108601452|XP_017844839.1|DBUS
OG0002609	LOC6033577|XP_001844006.2|CQUI	LOC108596508|XP_017837837.1|DBUS
OG0002610	LOC6035548|XP_038122591.1|CQUI	LOC108603472|XP_017847800.1|DBUS
OG0002611	LOC6035544|XP_038122712.1|CQUI	LOC108603704|XP_017848233.1|DBUS
OG0002612	LOC6050614|XP_038104404.1|CQUI	LOC108602135|XP_017845652.1|DBUS
OG0002613	LOC6044853|XP_038104158.1|CQUI	LOC108603169|XP_017847215.1|DBUS
OG0002614	LOC6047067|XP_038105087.1|CQUI, LOC6053941|XP_038106907.1|CQUI, LOC6044854|XP_038114256.1|CQUI	LOC108603927|XP_017848609.1|DBUS
OG0002615	LOC6048165|XP_038104471.1|CQUI	LOC117134668|XP_033148965.1|DBUS
OG0002616	LOC6032671|XP_038110774.1|CQUI	LOC108604190|XP_017849029.1|DBUS
OG0002617	LOC6039169|XP_001848824.2|CQUI	LOC108596513|XP_033150929.1|DBUS, LOC108596514|XP_017837845.1|DBUS
OG0002618	LOC119765448|XP_038105233.1|CQUI, LOC6033979|XP_038106052.1|CQUI	LOC108603294|XP_017847454.1|DBUS
OG0002619	LOC6032657|XP_038105617.1|CQUI	LOC108603338|XP_017847552.1|DBUS
OG0002620	LOC6040887|XP_038116857.1|CQUI	LOC108604064|XP_017848817.1|DBUS
OG0002621	LOC6046150|XP_001863389.2|CQUI	LOC108604088|XP_017848854.1|DBUS
OG0002622	LOC6042829|XP_038121167.1|CQUI	LOC108598528|XP_017840700.1|DBUS
OG0002623	LOC6046297|XP_038104081.1|CQUI	LOC108601922|XP_017845388.1|DBUS
OG0002624	LOC6046298|XP_001863523.1|CQUI	LOC108604683|XP_017849727.1|DBUS, LOC108604684|XP_017849729.1|DBUS
OG0002625	LOC6046300|XP_038106082.1|CQUI	LOC108603019|XP_017846905.1|DBUS
OG0002626	LOC6031552|XP_038107347.1|CQUI, LOC6031551|XP_001842335.1|CQUI	LOC108605593|XP_017850855.1|DBUS
OG0002627	LOC6046532|XP_038104300.1|CQUI	LOC108603477|XP_017847808.1|DBUS
OG0002628	LOC6039938|XP_038104080.1|CQUI	LOC108603860|XP_017848505.1|DBUS
OG0002629	LOC6035513|XP_038105534.1|CQUI	LOC108603121|XP_033149967.1|DBUS
OG0002630	LOC6034954|XP_038121386.1|CQUI	LOC108604152|XP_033149002.1|DBUS
OG0002631	LOC6037418|XP_038111833.1|CQUI	LOC108601451|XP_017844838.1|DBUS
OG0002632	LOC6033709|XP_001844131.2|CQUI	LOC108604249|XP_017849120.1|DBUS
OG0002633	LOC6039200|XP_038122760.1|CQUI	LOC108603405|XP_017847683.1|DBUS
OG0002634	LOC6039199|XP_001848842.2|CQUI	LOC108604753|XP_017849830.1|DBUS
OG0002635	LOC6039610|XP_038122868.1|CQUI	LOC108604670|XP_017849711.1|DBUS
OG0002636	LOC6040685|XP_038112848.1|CQUI	LOC108604305|XP_017849212.1|DBUS
OG0002637	LOC6031662|XP_038122543.1|CQUI	LOC108608475|XP_033149987.1|DBUS
OG0002638	LOC6035387|XP_038104455.1|CQUI, LOC6035388|XP_038104698.1|CQUI	LOC108601635|XP_017845022.1|DBUS
OG0002639	LOC6035337|XP_001845549.1|CQUI	LOC117134856|XP_033149973.1|DBUS, LOC108604709|XP_017849764.1|DBUS
OG0002640	LOC6046141|XP_038105323.1|CQUI	LOC108602752|XP_017846410.1|DBUS
OG0002641	LOC119765005|XP_038105425.1|CQUI	LOC108602755|XP_017846416.1|DBUS
OG0002642	LOC6046149|XP_001863388.1|CQUI	LOC108602754|XP_017846415.1|DBUS
OG0002643	LOC6042426|XP_038116514.1|CQUI	LOC108602753|XP_017846412.1|DBUS
OG0002644	LOC6040262|XP_001849697.1|CQUI	LOC108602525|XP_017846147.1|DBUS
OG0002645	LOC6039075|XP_038105065.1|CQUI	LOC108604591|XP_017849613.1|DBUS
OG0002646	LOC6049257|XP_038122895.1|CQUI	LOC108603796|XP_017848382.1|DBUS
OG0002647	LOC6049258|XP_001866049.2|CQUI	LOC108602498|XP_017846115.1|DBUS
OG0002648	LOC6047062|XP_038122743.1|CQUI	LOC108603094|XP_017847079.1|DBUS
OG0002649	LOC6040877|XP_038105238.1|CQUI	LOC108602348|XP_017845936.1|DBUS
OG0002650	LOC6037336|XP_001847260.2|CQUI	LOC108604521|XP_017849519.1|DBUS
OG0002651	LOC6042016|XP_001851181.1|CQUI	LOC108603870|XP_017848529.1|DBUS
OG0002652	LOC6037488|XP_001847398.2|CQUI	LOC108602107|XP_017845620.1|DBUS
OG0002653	LOC6032991|XP_038104414.1|CQUI	LOC108603304|XP_017847469.1|DBUS
OG0002654	LOC6032986|XP_038113027.1|CQUI	LOC108603535|XP_017847923.1|DBUS
OG0002655	LOC6052791|XP_038105458.1|CQUI	LOC108603901|XP_017848572.1|DBUS
OG0002656	LOC119771232|XP_038122957.1|CQUI	LOC108603207|XP_017847282.1|DBUS
OG0002657	LOC6039894|XP_038104649.1|CQUI	LOC108604742|XP_017849816.2|DBUS
OG0002658	LOC6038048|XP_038117054.1|CQUI	LOC108603691|XP_017848203.1|DBUS
OG0002660	LOC6032091|XP_001842757.2|CQUI	LOC108607268|XP_017853450.1|DBUS
OG0002661	LOC6032100|XP_038104113.1|CQUI	LOC108603150|XP_017847189.1|DBUS
OG0002663	LOC6033908|XP_001844297.2|CQUI	LOC108604469|XP_033149850.1|DBUS
OG0002664	LOC119767149|XP_038110904.1|CQUI, LOC6033976|XP_038114274.1|CQUI	LOC108608469|XP_017855345.1|DBUS
OG0002665	LOC6032788|XP_001843327.2|CQUI	LOC108596649|XP_017838118.1|DBUS
OG0002666	LOC6032789|XP_001843328.2|CQUI	LOC108596648|XP_017838115.1|DBUS
OG0002667	LOC6032791|XP_001843330.1|CQUI	LOC108597419|XP_017839458.1|DBUS
OG0002668	LOC6032864|XP_038115563.1|CQUI	LOC108600460|XP_017843538.1|DBUS
OG0002669	LOC6032866|XP_001843391.2|CQUI	LOC108598373|XP_017840486.2|DBUS
OG0002670	LOC6032891|XP_038115756.1|CQUI	LOC108598395|XP_017840504.1|DBUS
OG0002671	LOC6032904|XP_038116383.1|CQUI	LOC108600725|XP_017843951.1|DBUS
OG0002672	LOC6047073|XP_038114497.1|CQUI	LOC108596560|XP_017837947.1|DBUS
OG0002673	LOC6047866|XP_001864865.1|CQUI	LOC108596048|XP_017836923.1|DBUS
OG0002674	LOC119770814|XP_038122269.1|CQUI	LOC108597165|XP_017839066.1|DBUS
OG0002675	LOC6031130|XP_001841974.2|CQUI	LOC108600401|XP_033149594.1|DBUS
OG0002676	LOC6031163|XP_001842006.2|CQUI	LOC108597316|XP_017839291.1|DBUS
OG0002677	LOC6050946|XP_038119493.1|CQUI	LOC108597670|XP_017839829.1|DBUS
OG0002678	LOC6046856|XP_038115031.1|CQUI	LOC108597631|XP_017839765.1|DBUS
OG0002679	LOC6047868|XP_038117286.1|CQUI	LOC108596042|XP_017836912.1|DBUS
OG0002680	LOC6050667|XP_038119955.1|CQUI, LOC119770006|XP_038119956.1|CQUI	LOC108605491|XP_017850725.1|DBUS
OG0002681	LOC6048454|XP_038117937.1|CQUI	LOC108597126|XP_017838995.1|DBUS
OG0002682	LOC6039110|XP_001848775.1|CQUI	LOC108600232|XP_017843149.1|DBUS
OG0002684	LOC6053386|XP_038119031.1|CQUI	LOC108607149|XP_017853282.1|DBUS
OG0002685	LOC6044058|XP_038122059.1|CQUI	LOC108597904|XP_033149591.1|DBUS
OG0002686	LOC6035322|XP_038120359.1|CQUI	LOC108600083|XP_017842931.1|DBUS
OG0002687	LOC6031027|XP_038121233.1|CQUI	LOC108600407|XP_033149300.1|DBUS
OG0002688	LOC6034066|XP_038117958.1|CQUI	LOC108599758|XP_017842262.1|DBUS
OG0002689	LOC6031022|XP_001841874.2|CQUI	LOC108606034|XP_017851350.1|DBUS
OG0002690	LOC6031016|XP_001841868.2|CQUI	LOC108598605|XP_017840792.1|DBUS
OG0002691	LOC6031013|XP_001841865.2|CQUI	LOC108595897|XP_017836675.1|DBUS
OG0002692	LOC6031012|XP_038115949.1|CQUI	LOC108595171|XP_017835831.1|DBUS
OG0002693	LOC6031004|XP_038117375.1|CQUI	LOC108599860|XP_017842490.1|DBUS
OG0002694	LOC6054363|XP_038118286.1|CQUI	LOC108596121|XP_017837069.1|DBUS
OG0002695	LOC119770439|XP_038121280.1|CQUI	LOC108599188|XP_017841473.1|DBUS
OG0002696	LOC6044663|XP_001862142.1|CQUI	LOC108599994|XP_017842742.1|DBUS
OG0002697	LOC6051143|XP_038115267.1|CQUI	LOC108600883|XP_033149348.1|DBUS
OG0002698	LOC6038835|XP_038114817.1|CQUI, LOC119769237|XP_038117099.1|CQUI	LOC108600422|XP_017843472.2|DBUS
OG0002699	LOC6038829|XP_038119273.1|CQUI	LOC108600862|XP_017844157.1|DBUS
OG0002700	LOC6038814|XP_038120485.1|CQUI	LOC108599945|XP_017842658.1|DBUS
OG0002701	LOC6038802|XP_001848520.2|CQUI	LOC108596146|XP_017837127.1|DBUS
OG0002702	LOC6038667|XP_038114844.1|CQUI	LOC108597276|XP_017839229.1|DBUS
OG0002703	LOC6047478|XP_038121074.1|CQUI	LOC108596860|XP_033149141.1|DBUS
OG0002704	LOC6042006|XP_038119824.1|CQUI	LOC108596627|XP_017838062.1|DBUS
OG0002705	LOC6040591|XP_038122096.1|CQUI	LOC108600556|XP_017843705.2|DBUS
OG0002706	LOC119768774|XP_038115792.1|CQUI	LOC108594774|XP_017835402.1|DBUS
OG0002707	LOC6030979|XP_038117370.1|CQUI	LOC108600859|XP_017844153.1|DBUS
OG0002709	LOC6048523|XP_038120838.1|CQUI	LOC108595597|XP_017836349.1|DBUS
OG0002710	LOC6048515|XP_001865425.1|CQUI	LOC108595768|XP_017836547.1|DBUS
OG0002711	LOC6048518|XP_038118479.1|CQUI	LOC108595949|XP_017836724.1|DBUS
OG0002712	LOC6040648|XP_038117478.1|CQUI	LOC108597500|XP_017839575.1|DBUS
OG0002713	LOC6043373|XP_038115205.1|CQUI	LOC108597083|XP_017838914.1|DBUS
OG0002714	LOC6037623|XP_038122371.1|CQUI	LOC108597089|XP_017838936.1|DBUS
OG0002715	LOC6052418|XP_001868697.2|CQUI	LOC108606825|XP_017852797.1|DBUS
OG0002716	LOC6036601|XP_038117821.1|CQUI	LOC108596329|XP_017837444.1|DBUS
OG0002717	LOC6041125|XP_001850429.2|CQUI	LOC108601909|XP_017845375.1|DBUS
OG0002718	LOC6050250|XP_038121890.1|CQUI	LOC108598968|XP_017841230.1|DBUS
OG0002719	LOC6051587|XP_001868006.2|CQUI	LOC108604651|XP_017849690.1|DBUS
OG0002720	LOC6051591|XP_001868004.2|CQUI	LOC108598623|XP_017840810.1|DBUS
OG0002721	LOC6052012|XP_001868352.2|CQUI	LOC108601132|XP_017844548.1|DBUS
OG0002722	LOC6044401|XP_038117819.1|CQUI	LOC108595448|XP_017836172.1|DBUS
OG0002725	LOC6044415|XP_038121721.1|CQUI	LOC108600019|XP_017842825.1|DBUS
OG0002727	LOC6052709|XP_038121810.1|CQUI	LOC108600437|XP_017843503.1|DBUS
OG0002728	LOC6041329|XP_038118169.1|CQUI	LOC108596930|XP_017838642.1|DBUS
OG0002730	LOC6037287|XP_038116853.1|CQUI	LOC108597437|XP_017839488.1|DBUS
OG0002731	LOC6053172|XP_038116398.1|CQUI	LOC108600409|XP_017843454.1|DBUS
OG0002732	LOC6036295|XP_038116516.1|CQUI	LOC108597284|XP_017839240.1|DBUS
OG0002733	LOC6050482|XP_001867085.2|CQUI	LOC108594450|XP_017835114.1|DBUS
OG0002734	LOC6036270|XP_038117541.1|CQUI	LOC108596772|XP_017838360.1|DBUS
OG0002735	LOC6036250|XP_001846318.2|CQUI	LOC108596486|XP_017837754.1|DBUS
OG0002736	LOC6036247|XP_038117228.1|CQUI	LOC108597449|XP_017839503.1|DBUS
