Orthogroup	CQUI.longest_only	HILL.longest_only
OG0001625	LOC6032148|XP_038113764.1|CQUI	LOC119653174|XP_037913649.1|HILL
OG0001626	LOC6042208|XP_001851349.1|CQUI	LOC119646282|XP_037902618.1|HILL
OG0001627	LOC6045488|XP_038122368.1|CQUI, LOC6038139|XP_001847974.1|CQUI	LOC119659569|XP_037923651.1|HILL
OG0001628	LOC6033095|XP_038111732.1|CQUI	LOC119659955|XP_037924234.1|HILL
OG0001629	LOC6045147|XP_001862547.2|CQUI	LOC119658826|XP_037922488.1|HILL
OG0001630	LOC6039823|XP_038117663.1|CQUI	LOC119654480|XP_037915829.1|HILL
OG0001631	LOC6046005|XP_038120722.1|CQUI	LOC119660345|XP_037924763.1|HILL
OG0001632	LOC6043429|XP_038116389.1|CQUI	LOC119656711|XP_037919159.1|HILL
OG0001633	LOC6053368|XP_001869468.1|CQUI	LOC119660487|XP_037925004.1|HILL, LOC119659363|XP_037923342.1|HILL, LOC119659880|XP_037924127.1|HILL
OG0001634	LOC6046393|XP_038116204.1|CQUI	LOC119658764|XP_037922390.1|HILL
OG0001635	LOC6037793|XP_038115973.1|CQUI, LOC6037794|XP_038119882.1|CQUI	LOC119660055|XP_037924362.1|HILL
OG0001636	LOC6040818|XP_038121776.1|CQUI, LOC6037782|XP_038121472.1|CQUI	LOC119659847|XP_037924072.1|HILL
OG0001637	LOC6043581|XP_001860242.2|CQUI	LOC119652943|XP_037913260.1|HILL
OG0001638	LOC6033998|XP_001844385.2|CQUI	LOC119651073|XP_037910342.1|HILL
OG0001639	LOC6041876|XP_001851074.2|CQUI	LOC119656255|XP_037918601.1|HILL, LOC119656164|XP_037918435.1|HILL
OG0001640	LOC6046196|XP_001863427.1|CQUI	LOC119659939|XP_037924206.1|HILL
OG0001641	LOC119767400|XP_038111848.1|CQUI, LOC6039957|XP_001849450.1|CQUI	LOC119659197|XP_037923087.1|HILL
OG0001642	LOC119768029|XP_038114244.1|CQUI	LOC119654177|XP_037915290.1|HILL
OG0001643	LOC6047363|XP_038112326.1|CQUI	LOC119649971|XP_037908335.1|HILL
OG0001644	LOC6053964|XP_038112903.1|CQUI	LOC119650290|XP_037908848.1|HILL
OG0001645	LOC6038116|XP_038112719.1|CQUI	LOC119655084|XP_037916711.1|HILL
OG0001646	LOC6037723|XP_038106396.1|CQUI	LOC119656068|XP_037918274.1|HILL
OG0001647	LOC6037737|XP_038109785.1|CQUI	LOC119655711|XP_037917661.1|HILL
OG0001648	LOC6040102|XP_038112402.1|CQUI	LOC119649751|XP_037907972.1|HILL
OG0001649	LOC6048211|XP_038112527.1|CQUI	LOC119654460|XP_037915801.1|HILL
OG0001650	LOC6031714|XP_038108789.1|CQUI	LOC119656320|XP_037918700.1|HILL
OG0001651	LOC6041652|XP_038107260.1|CQUI, LOC6043155|XP_038107430.1|CQUI	LOC119658370|XP_037921662.1|HILL
OG0001652	LOC6038348|XP_001848163.2|CQUI	LOC119649034|XP_037906920.1|HILL
OG0001653	LOC6040184|XP_038112148.1|CQUI	LOC119648676|XP_037906396.1|HILL
OG0001654	LOC6043055|XP_001855187.2|CQUI	LOC119653883|XP_037914928.1|HILL
OG0001655	LOC6040170|XP_038118838.1|CQUI, LOC6049138|XP_001865945.2|CQUI	LOC119655938|XP_037918053.1|HILL
OG0001656	LOC6051216|XP_038107612.1|CQUI	LOC119651883|XP_037911629.1|HILL
OG0001657	LOC6052468|XP_038112062.1|CQUI	LOC119647486|XP_037904372.1|HILL
OG0001658	LOC6047164|XP_038111356.1|CQUI	LOC119649775|XP_037908004.1|HILL
OG0001659	LOC6037205|XP_038111675.1|CQUI	LOC119648041|XP_037905398.1|HILL
OG0001660	LOC6034452|XP_038110838.1|CQUI	LOC119649885|XP_037908191.1|HILL
OG0001661	LOC6035035|XP_001845278.1|CQUI	LOC119654424|XP_037915743.1|HILL
OG0001665	LOC119766918|XP_038109322.1|CQUI	LOC119657519|XP_037920389.1|HILL, LOC119653946|XP_037915035.1|HILL, LOC119653955|XP_037915044.1|HILL, LOC119647174|XP_037903909.1|HILL, LOC119657014|XP_037919688.1|HILL, LOC119650974|XP_037910165.1|HILL, LOC119650444|XP_037909264.1|HILL, LOC119658203|XP_037921398.1|HILL
OG0001666	LOC6041378|XP_001850642.2|CQUI	LOC119655541|XP_037917385.1|HILL, LOC119654517|XP_037915884.1|HILL, LOC119654717|XP_037916166.1|HILL, LOC119654455|XP_037915794.1|HILL
OG0001678	LOC6040414|XP_038104840.1|CQUI	LOC119656538|XP_037918812.1|HILL
OG0001680	LOC6045214|XP_001862604.2|CQUI	LOC119657819|XP_037920861.1|HILL
OG0001681	LOC6052447|XP_038121734.1|CQUI	LOC119657551|XP_037920432.1|HILL, LOC119656765|XP_037919272.1|HILL
OG0001682	LOC6041755|XP_038105185.1|CQUI	LOC119652960|XP_037913284.1|HILL
OG0001683	LOC6038194|XP_001848024.2|CQUI, LOC6034883|XP_038108971.1|CQUI	LOC119647325|XP_037904184.1|HILL
OG0001684	LOC6047707|XP_038112375.1|CQUI	LOC119660953|XP_037925916.1|HILL
OG0001685	LOC6032441|XP_001843038.1|CQUI, LOC6031862|XP_001842563.2|CQUI	LOC119647007|XP_037903673.1|HILL
OG0001686	LOC6045350|XP_001862738.2|CQUI	LOC119657886|XP_037920953.1|HILL
OG0001687	LOC6052845|XP_001869041.1|CQUI, LOC6040466|XP_038122912.1|CQUI	LOC119658373|XP_037921663.1|HILL
OG0001688	LOC6048190|XP_001865144.2|CQUI	LOC119656875|XP_037919467.1|HILL
OG0001689	LOC6048192|XP_001865146.2|CQUI	LOC119656983|XP_037919646.1|HILL, LOC119658473|XP_037921832.1|HILL, LOC119658329|XP_037921595.1|HILL, LOC119656968|XP_037919621.1|HILL
OG0001690	LOC6040726|XP_001850079.1|CQUI	LOC119648964|XP_037906811.1|HILL
OG0001691	LOC6039041|XP_001848719.1|CQUI	LOC119658271|XP_037921489.1|HILL
OG0001692	LOC6047626|XP_038104729.1|CQUI	LOC119652052|XP_037911916.1|HILL
OG0001693	LOC6038431|XP_038122521.1|CQUI	LOC119658052|XP_037921225.1|HILL
OG0001694	LOC6045627|XP_038105482.1|CQUI, LOC6054003|XP_038113589.1|CQUI	LOC119650616|XP_037909427.1|HILL
OG0001695	LOC6038271|XP_038107999.1|CQUI, LOC6034418|XP_001844736.1|CQUI	LOC119657243|XP_037919985.1|HILL
OG0001696	LOC6034727|XP_038122578.1|CQUI	LOC119660622|XP_037925253.1|HILL
OG0001697	LOC119765468|XP_038105276.1|CQUI	LOC119652005|XP_037911863.1|HILL
OG0001698	LOC6031437|XP_038105157.1|CQUI	LOC119658486|XP_037921860.1|HILL
OG0001699	LOC6045521|XP_038105211.1|CQUI	LOC119651502|XP_037911048.1|HILL
OG0001700	LOC6033579|XP_001844007.2|CQUI, LOC6033580|XP_038121073.1|CQUI	LOC119659448|XP_037923460.1|HILL
OG0001701	LOC6039306|XP_038104058.1|CQUI	LOC119656877|XP_037919470.1|HILL
OG0001702	LOC6031800|XP_001842507.1|CQUI	LOC119652737|XP_037912963.1|HILL
OG0001703	LOC6036490|XP_001846536.2|CQUI, LOC119765219|XP_038104576.1|CQUI	LOC119651551|XP_037911111.1|HILL
OG0001704	LOC6036489|XP_038105371.1|CQUI, LOC119765234|XP_038104634.1|CQUI	LOC119651685|XP_037911314.1|HILL
OG0001705	LOC6036505|XP_038105296.1|CQUI	LOC119650660|XP_037909524.1|HILL
OG0001706	LOC6039889|XP_038104652.1|CQUI	LOC119650414|XP_037909135.1|HILL
OG0001707	LOC6042423|XP_038104240.1|CQUI	LOC119655036|XP_037916644.1|HILL
OG0001708	LOC6039909|XP_001849407.2|CQUI	LOC119654721|XP_037916171.1|HILL, LOC119654653|XP_037916069.1|HILL, LOC119654493|XP_037915844.1|HILL
OG0001709	LOC6041726|XP_038122907.1|CQUI	LOC119658818|XP_037922470.1|HILL
OG0001710	LOC6040133|XP_001849591.2|CQUI, LOC6040873|XP_001850203.1|CQUI	LOC119650640|XP_037909490.1|HILL
OG0001711	LOC119766888|XP_038109163.1|CQUI, LOC6046294|XP_038106161.1|CQUI	LOC119658449|XP_037921781.1|HILL
OG0001712	LOC6041358|XP_001850628.1|CQUI	LOC119656973|XP_037919631.1|HILL
OG0001713	LOC6035505|XP_001845679.1|CQUI	LOC119658767|XP_037922392.1|HILL
OG0001714	LOC6039666|XP_038122615.1|CQUI	LOC119660448|XP_037924929.1|HILL
OG0001715	LOC6048329|XP_038118337.1|CQUI, LOC6040675|XP_038122584.1|CQUI	LOC119651565|XP_037911127.1|HILL
OG0001716	LOC6035411|XP_001845604.1|CQUI	LOC119652970|XP_037913302.1|HILL
OG0001717	LOC6045596|XP_038105790.1|CQUI	LOC119651035|XP_037910280.1|HILL
OG0001719	LOC6040900|XP_038104586.1|CQUI	LOC119656637|XP_037919005.1|HILL
OG0001720	LOC6040916|XP_038104970.1|CQUI	LOC119650761|XP_037909780.1|HILL
OG0001721	LOC6036809|XP_001846803.2|CQUI, LOC6036808|XP_001846802.2|CQUI, LOC6036807|XP_001846801.2|CQUI	LOC119652390|XP_037912419.1|HILL
OG0001722	LOC6032833|XP_001843370.1|CQUI	LOC119648853|XP_037906658.1|HILL, LOC119649076|XP_037906998.1|HILL, LOC119650269|XP_037908820.1|HILL
OG0001723	LOC6050945|XP_001867458.1|CQUI	LOC119659078|XP_037922919.1|HILL, LOC119660005|XP_037924311.1|HILL, LOC119649821|XP_037908084.1|HILL
OG0001724	LOC6052662|XP_038121953.1|CQUI	LOC119647260|XP_037904068.1|HILL
OG0001725	LOC6041022|XP_038122386.1|CQUI	LOC119658869|XP_037922558.1|HILL
OG0001726	LOC6049583|XP_038121941.1|CQUI	LOC119650313|XP_037908896.1|HILL
OG0001727	LOC6035294|XP_001845514.2|CQUI	LOC119652567|XP_037912708.1|HILL
OG0001728	LOC6049347|XP_038118815.1|CQUI	LOC119653008|XP_037913368.1|HILL, LOC119652940|XP_037913258.1|HILL
OG0001729	LOC6049354|XP_038118662.1|CQUI	LOC119661747|XP_037927141.1|HILL
OG0001730	LOC6041179|XP_038117743.1|CQUI, LOC6041180|XP_038117741.1|CQUI	LOC119646998|XP_037903652.1|HILL
OG0001732	LOC6052396|XP_001868677.2|CQUI, LOC119767123|XP_038110744.1|CQUI, LOC6031836|XP_038117068.1|CQUI, LOC6044964|XP_001862389.2|CQUI	LOC119648975|XP_037906825.1|HILL
OG0001733	LOC6043697|XP_001861323.2|CQUI	LOC119646388|XP_037902759.1|HILL
OG0001734	LOC6043698|XP_038117261.1|CQUI	LOC119661548|XP_037926861.1|HILL
OG0001735	LOC6040583|XP_001849963.2|CQUI	LOC119650184|XP_037908668.1|HILL
OG0001736	LOC6048738|XP_001865614.2|CQUI	LOC119661518|XP_037926821.1|HILL
OG0001737	LOC6037311|XP_038115534.1|CQUI	LOC119660090|XP_037924397.1|HILL
OG0001739	LOC6041340|XP_001850617.1|CQUI	LOC119660084|XP_037924392.1|HILL
OG0001740	LOC6036294|XP_038116515.1|CQUI	LOC119661112|XP_037926235.1|HILL
OG0001741	LOC6036269|XP_038120968.1|CQUI	LOC119646911|XP_037903510.1|HILL
OG0001742	LOC6036265|XP_001846332.2|CQUI	LOC119649624|XP_037907787.1|HILL
OG0001743	LOC6036262|XP_038119186.1|CQUI	LOC119648346|XP_037905970.1|HILL
OG0001744	LOC6054588|XP_038121964.1|CQUI	LOC119649874|XP_037908212.1|HILL
OG0001745	LOC119769222|XP_038117074.1|CQUI, LOC6038595|XP_038118253.1|CQUI, LOC6038593|XP_038118254.1|CQUI	LOC119660852|XP_037925677.1|HILL
OG0001746	LOC6036558|XP_001846598.2|CQUI	LOC119648796|XP_037906569.1|HILL
OG0001747	LOC6036201|XP_038120017.1|CQUI	LOC119661675|XP_037927040.1|HILL
OG0001748	LOC6033564|XP_038117165.1|CQUI	LOC119648152|XP_037905651.1|HILL, LOC119648513|XP_037906210.1|HILL
OG0001749	LOC6036422|XP_001846474.1|CQUI	LOC119647052|XP_037903738.1|HILL
OG0001750	LOC6036421|XP_038119048.1|CQUI	LOC119656311|XP_037918690.1|HILL
OG0001751	LOC6042855|XP_038114678.1|CQUI	LOC119647600|XP_037904554.1|HILL
OG0001752	LOC6040996|XP_038119438.1|CQUI	LOC119648958|XP_037906804.1|HILL
OG0001753	LOC6054690|XP_038115069.1|CQUI, LOC6031315|XP_038115068.1|CQUI	LOC119649117|XP_037907046.1|HILL, LOC119649119|XP_037907048.1|HILL
OG0001754	LOC119767389|XP_038111811.1|CQUI, LOC6050843|XP_001867373.2|CQUI	LOC119661680|XP_037927046.1|HILL
OG0001755	LOC6052250|XP_038120707.1|CQUI	LOC119649001|XP_037906870.1|HILL, LOC119648998|XP_037906857.1|HILL
OG0001756	LOC6053151|XP_038114960.1|CQUI	LOC119646516|XP_037902900.1|HILL
OG0001757	LOC6043790|XP_038121470.1|CQUI	LOC119655543|XP_037917390.1|HILL
OG0001758	LOC6043689|XP_038120429.1|CQUI	LOC119648834|XP_037906624.1|HILL
OG0001759	LOC6033506|XP_001843947.2|CQUI	LOC119646476|XP_037902858.1|HILL
OG0001760	LOC6053983|XP_001869974.2|CQUI	LOC119648400|XP_037906104.1|HILL
OG0001761	LOC6030821|XP_038116016.1|CQUI	LOC119652565|XP_037912706.1|HILL
OG0001762	LOC6032229|XP_038120484.1|CQUI, LOC119767059|XP_038110416.1|CQUI	LOC119651874|XP_037911610.1|HILL
OG0001763	LOC6042603|XP_038108791.1|CQUI	LOC119651913|XP_037911667.1|HILL
OG0001764	LOC6046458|XP_001863652.1|CQUI, LOC6047560|XP_001864605.2|CQUI	LOC119659463|XP_037923478.1|HILL
OG0001765	LOC6051485|XP_038107849.1|CQUI	LOC119661249|XP_037926416.1|HILL
OG0001766	LOC6032480|XP_038113756.1|CQUI	LOC119650699|XP_037909613.1|HILL
OG0001767	LOC6038630|XP_038111107.1|CQUI	LOC119647214|XP_037903968.1|HILL
OG0001768	LOC6043200|XP_001857537.1|CQUI	LOC119654969|XP_037916560.1|HILL
OG0001769	LOC6032939|XP_038112351.1|CQUI	LOC119652173|XP_037912046.1|HILL, LOC119658289|XP_037921511.1|HILL
OG0001770	LOC6031963|XP_001842639.2|CQUI, LOC6031964|XP_001842640.2|CQUI, LOC6031965|XP_001842641.2|CQUI	LOC119647062|XP_037903747.1|HILL
OG0001771	LOC6036359|XP_001846418.2|CQUI	LOC119651116|XP_037910422.1|HILL
OG0001772	LOC6037387|XP_001847305.2|CQUI	LOC119646829|XP_037903376.1|HILL, LOC119661431|XP_037926704.1|HILL
OG0001774	LOC6050045|XP_038113995.1|CQUI	LOC119647111|XP_037903818.1|HILL
OG0001775	LOC6050064|XP_038107333.1|CQUI	LOC119661681|XP_037927047.1|HILL, LOC119660710|XP_037925273.1|HILL
OG0001776	LOC6031792|XP_001842500.2|CQUI	LOC119651493|XP_037911035.1|HILL
OG0001777	LOC6038084|XP_038107632.1|CQUI	LOC119650180|XP_037908664.1|HILL
OG0001778	LOC6048084|XP_038107441.1|CQUI	LOC119653702|XP_037914504.1|HILL
OG0001779	LOC6038075|XP_038113585.1|CQUI	LOC119651725|XP_037911377.1|HILL
OG0001781	LOC6041564|XP_001850809.2|CQUI	LOC119653022|XP_037913393.1|HILL
OG0001782	LOC6042229|XP_038107954.1|CQUI	LOC119652414|XP_037912459.1|HILL
OG0001783	LOC6031827|XP_038111291.1|CQUI	LOC119652306|XP_037912244.1|HILL
OG0001784	LOC6041615|XP_038107354.1|CQUI	LOC119646844|XP_037903394.1|HILL
OG0001785	LOC6042128|XP_038111879.1|CQUI	LOC119646632|XP_037903070.1|HILL, LOC119646635|XP_037903076.1|HILL
OG0001786	LOC6042125|XP_038111657.1|CQUI	LOC119646394|XP_037902766.1|HILL
OG0001787	LOC6040864|XP_038108373.1|CQUI	LOC119646256|XP_037902584.1|HILL
OG0001789	LOC6048506|XP_001865416.1|CQUI	LOC119648971|XP_037906821.1|HILL
OG0001790	LOC6041779|XP_001850996.1|CQUI	LOC119646437|XP_037902816.1|HILL
OG0001791	LOC6034040|XP_001844420.1|CQUI, LOC6043078|XP_038108346.1|CQUI	LOC119650337|XP_037908927.1|HILL
OG0001792	LOC6045612|XP_038111898.1|CQUI	LOC119646135|XP_037902415.1|HILL
OG0001793	LOC6046544|XP_038112495.1|CQUI	LOC119647243|XP_037904036.1|HILL
OG0001794	LOC6036321|XP_038109201.1|CQUI	LOC119647312|XP_037904158.1|HILL
OG0001796	LOC6039001|XP_038121007.1|CQUI	LOC119653944|XP_037915033.1|HILL, LOC119653943|XP_037915032.1|HILL
OG0001797	LOC6047551|XP_038118672.1|CQUI, LOC6050873|XP_038122154.1|CQUI	LOC119661047|XP_037926168.1|HILL
OG0001798	LOC6033088|XP_001843587.1|CQUI	LOC119655793|XP_037917815.1|HILL, LOC119655542|XP_037917386.1|HILL
OG0001800	LOC6051493|XP_038117999.1|CQUI	LOC119647110|XP_037903816.1|HILL
OG0001801	LOC6049899|XP_038119313.1|CQUI	LOC119649603|XP_037907747.1|HILL
OG0001802	LOC119770526|XP_038121485.1|CQUI, LOC6046222|XP_001863451.2|CQUI	LOC119660149|XP_037924477.1|HILL
OG0001803	LOC6039393|XP_001849006.2|CQUI	LOC119659364|XP_037923344.1|HILL
OG0001804	LOC6053879|XP_038114581.1|CQUI	LOC119659141|XP_037923003.1|HILL
OG0001805	LOC6052240|XP_001868538.2|CQUI	LOC119648083|XP_037905500.1|HILL
OG0001806	LOC6032501|XP_001843089.2|CQUI	LOC119658939|XP_037922721.1|HILL
OG0001808	LOC6039490|XP_038115956.1|CQUI	LOC119658693|XP_037922207.1|HILL, LOC119658694|XP_037922210.1|HILL, LOC119660576|XP_037925157.1|HILL
OG0001809	LOC6046894|XP_038121868.1|CQUI	LOC119660235|XP_037924611.1|HILL
OG0001810	LOC119767837|XP_038113417.1|CQUI, LOC6048710|XP_038115683.1|CQUI, LOC6042778|XP_038119753.1|CQUI	LOC119648878|XP_037906698.1|HILL
OG0001811	LOC6052426|XP_038121257.1|CQUI	LOC119656076|XP_037918285.1|HILL
OG0001812	LOC6033997|XP_001844384.1|CQUI	LOC119651076|XP_037910345.1|HILL
OG0001813	LOC6045837|XP_038108395.1|CQUI	LOC119660390|XP_037924842.1|HILL
OG0001814	LOC6042171|XP_001851318.2|CQUI	LOC119658850|XP_037922528.1|HILL
OG0001815	LOC6052975|XP_038122237.1|CQUI	LOC119660115|XP_037924432.1|HILL
OG0001816	LOC6039946|XP_001849441.1|CQUI	LOC119655746|XP_037917728.1|HILL
OG0001817	LOC6033778|XP_038113959.1|CQUI	LOC119653661|XP_037914419.1|HILL
OG0001818	LOC6031465|XP_038110900.1|CQUI, LOC6031468|XP_038106439.1|CQUI	LOC119655406|XP_037917217.1|HILL
OG0001819	LOC6052485|XP_038106063.1|CQUI	LOC119655833|XP_037917869.1|HILL
OG0001820	LOC6031908|XP_038108785.1|CQUI	LOC119654292|XP_037915524.1|HILL
OG0001821	LOC6045851|XP_038113040.1|CQUI	LOC119654320|XP_037915574.1|HILL
OG0001822	LOC6051898|XP_038107802.1|CQUI	LOC119654392|XP_037915694.1|HILL, LOC119654840|XP_037916346.1|HILL
OG0001823	LOC6049608|XP_001866335.2|CQUI	LOC119649125|XP_037907058.1|HILL
OG0001824	LOC6043663|XP_001861292.2|CQUI, LOC6043665|XP_038111105.1|CQUI	LOC119660170|XP_037924504.1|HILL
OG0001825	LOC6052855|XP_038109737.1|CQUI	LOC119655946|XP_037918065.1|HILL
OG0001826	LOC6051516|XP_038113255.1|CQUI	LOC119655762|XP_037917745.1|HILL
OG0001827	LOC6047130|XP_038111924.1|CQUI, LOC6040294|XP_038110969.1|CQUI	LOC119654394|XP_037915702.1|HILL
OG0001828	LOC6037826|XP_038114259.1|CQUI	LOC119653863|XP_037914848.1|HILL
OG0001829	LOC6053615|XP_038114283.1|CQUI	LOC119655295|XP_037917043.1|HILL
OG0001830	LOC6049875|XP_001866565.2|CQUI	LOC119655843|XP_037917883.1|HILL
OG0001831	LOC6038352|XP_038109026.1|CQUI, LOC6038350|XP_001848165.2|CQUI	LOC119647884|XP_037905100.1|HILL
OG0001832	LOC6036088|XP_001846181.1|CQUI	LOC119660892|XP_037925751.1|HILL
OG0001833	LOC6043113|XP_001855895.2|CQUI	LOC119654266|XP_037915461.1|HILL
OG0001835	LOC119769093|XP_038116924.1|CQUI	LOC119651025|XP_037910265.1|HILL
OG0001835	LOC119769758|XP_038119244.1|CQUI, LOC119771083|XP_038122404.1|CQUI	LOC119653960|XP_037915047.1|HILL, LOC119661340|XP_037926573.1|HILL
OG0001848	LOC6044339|XP_038122494.1|CQUI	LOC119650675|XP_037909558.1|HILL
OG0001849	LOC6044345|XP_001861875.1|CQUI	LOC119650802|XP_037909869.1|HILL
OG0001850	LOC6038326|XP_038110281.1|CQUI	LOC119660900|XP_037925766.1|HILL
OG0001851	LOC6052786|XP_038111864.1|CQUI	LOC119660999|XP_037926025.1|HILL
OG0001852	LOC6038309|XP_038105365.1|CQUI, LOC6038308|XP_038105255.1|CQUI	LOC119648791|XP_037906565.1|HILL
OG0001854	LOC6041765|XP_038116879.1|CQUI	LOC119657167|XP_037919880.1|HILL
OG0001855	LOC6035157|XP_038105344.1|CQUI	LOC119657085|XP_037919768.1|HILL
OG0001856	LOC6046575|XP_001863756.2|CQUI	LOC119656794|XP_037919330.1|HILL
OG0001857	LOC6042718|XP_001870735.2|CQUI, LOC6042721|XP_001870738.2|CQUI	LOC119658348|XP_037921631.1|HILL
OG0001858	LOC6041772|XP_038104722.1|CQUI	LOC119658315|XP_037921567.1|HILL
OG0001859	LOC119767634|XP_038112546.1|CQUI	LOC119656734|XP_037919204.1|HILL
OG0001860	LOC6047045|XP_038104177.1|CQUI, LOC6042830|XP_001870827.1|CQUI	LOC119648757|XP_037906511.1|HILL
OG0001861	LOC6037954|XP_038104548.1|CQUI	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL
OG0001862	LOC6045736|XP_038105476.1|CQUI, LOC6045737|XP_001863044.2|CQUI	LOC119656726|XP_037919181.1|HILL, LOC119656727|XP_037919183.1|HILL
OG0001863	LOC6042593|XP_038114195.1|CQUI, LOC6045734|XP_001863041.2|CQUI	LOC119657322|XP_037920111.1|HILL
OG0001864	LOC6053324|XP_038105480.1|CQUI	LOC119661721|XP_037927106.1|HILL
OG0001865	LOC6042722|XP_001870739.2|CQUI	LOC119657944|XP_037921064.1|HILL
OG0001866	LOC6042730|XP_038104345.1|CQUI	LOC119659495|XP_037923540.1|HILL
OG0001867	LOC6048195|XP_038116728.1|CQUI	LOC119647424|XP_037904251.1|HILL
OG0001868	LOC6052598|XP_038104287.1|CQUI	LOC119652674|XP_037912867.1|HILL
OG0001869	LOC6038423|XP_038105660.1|CQUI	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL
OG0001870	LOC6044993|XP_001862417.2|CQUI	LOC119646980|XP_037903618.1|HILL
OG0001871	LOC6039039|XP_038104101.1|CQUI	LOC119657333|XP_037920130.1|HILL, LOC119657197|XP_037919930.1|HILL, LOC119657102|XP_037919785.1|HILL, LOC119657440|XP_037920276.1|HILL, LOC119657585|XP_037920492.1|HILL, LOC119657304|XP_037920092.1|HILL
OG0001872	LOC6034331|XP_038122572.1|CQUI	LOC119657360|XP_037920160.1|HILL
OG0001873	LOC6045619|XP_038104541.1|CQUI	LOC119652394|XP_037912429.1|HILL
OG0001874	LOC6043591|XP_038105079.1|CQUI	LOC119657327|XP_037920118.1|HILL
OG0001875	LOC6047655|XP_038112718.1|CQUI	LOC119646791|XP_037903303.1|HILL
OG0001876	LOC6034410|XP_001844728.2|CQUI	LOC119658387|XP_037921683.1|HILL
OG0001877	LOC6034426|XP_001844744.2|CQUI	LOC119657237|XP_037919979.1|HILL
OG0001878	LOC6034484|XP_038114409.1|CQUI	LOC119656553|XP_037918847.1|HILL
OG0001879	LOC6034762|XP_038105957.1|CQUI	LOC119658469|XP_037921815.1|HILL
OG0001880	LOC6036518|XP_001846563.2|CQUI	LOC119653041|XP_037913425.1|HILL, LOC119651221|XP_037910605.1|HILL
OG0001881	LOC6035632|XP_038104495.1|CQUI	LOC119658476|XP_037921841.1|HILL
OG0001882	LOC6035646|XP_001845785.2|CQUI	LOC119657673|XP_037920627.1|HILL
OG0001883	LOC6044618|XP_038104449.1|CQUI	LOC119651092|XP_037910374.1|HILL
OG0001884	LOC6035062|XP_001845298.1|CQUI	LOC119650850|XP_037909924.1|HILL
OG0001885	LOC119767037|XP_038110218.1|CQUI	LOC119657133|XP_037919832.1|HILL
OG0001886	LOC6044851|XP_001862296.1|CQUI	LOC119651262|XP_037910690.1|HILL
OG0001887	LOC6038584|XP_001848366.1|CQUI	LOC119654633|XP_037916033.1|HILL
OG0001888	LOC6041722|XP_038122909.1|CQUI	LOC119646671|XP_037903129.1|HILL
OG0001889	LOC6041728|XP_001850950.2|CQUI	LOC119656485|XP_037918737.1|HILL
OG0001890	LOC119765309|XP_038104857.1|CQUI	LOC119651162|XP_037910508.1|HILL
OG0001891	LOC6043184|XP_038105459.1|CQUI	LOC119652430|XP_037912482.1|HILL
OG0001892	LOC6035555|XP_001845713.2|CQUI	LOC119650670|XP_037909548.1|HILL
OG0001893	LOC6032693|XP_038105722.1|CQUI	LOC119652824|XP_037913081.1|HILL
OG0001894	LOC6032687|XP_001843247.2|CQUI	LOC119652620|XP_037912792.1|HILL
OG0001895	LOC6032626|XP_038117551.1|CQUI	LOC119661033|XP_037926125.1|HILL, LOC119658873|XP_037922570.1|HILL
OG0001896	LOC6033243|XP_038122668.1|CQUI	LOC119660795|XP_037925539.1|HILL
OG0001897	LOC6046290|XP_038104836.1|CQUI	LOC119656602|XP_037918959.1|HILL
OG0001898	LOC6031568|XP_001842347.2|CQUI	LOC119658001|XP_037921149.1|HILL
OG0001899	LOC6033679|XP_038122988.1|CQUI	LOC119651575|XP_037911139.1|HILL
OG0001900	LOC6041148|XP_038110611.1|CQUI	LOC119648331|XP_037905953.1|HILL
OG0001901	LOC6033710|XP_038105128.1|CQUI	LOC119651068|XP_037910333.1|HILL
OG0001902	LOC6035419|XP_038119268.1|CQUI	LOC119652347|XP_037912302.1|HILL
OG0001905	LOC6040704|XP_001850058.2|CQUI	LOC119651490|XP_037911032.1|HILL
OG0001906	LOC6037489|XP_038105690.1|CQUI	LOC119650953|XP_037910117.1|HILL
OG0001907	LOC6038035|XP_038114494.1|CQUI	LOC119652852|XP_037913137.1|HILL
OG0001908	LOC6042396|XP_038108468.1|CQUI	LOC119651753|XP_037911418.1|HILL
OG0001909	LOC6032044|XP_038104689.1|CQUI	LOC119657004|XP_037919671.1|HILL
OG0001910	LOC6035189|XP_038105072.1|CQUI, LOC6035190|XP_001845420.2|CQUI	LOC119652713|XP_037912926.1|HILL
OG0001912	LOC6033909|XP_001844298.2|CQUI	LOC119647546|XP_037904464.1|HILL, LOC119647543|XP_037904461.1|HILL, LOC119647547|XP_037904465.1|HILL, LOC119647548|XP_037904466.1|HILL
OG0001914	LOC6044843|XP_001862288.2|CQUI, LOC6033904|XP_001844293.2|CQUI	LOC119650748|XP_037909758.1|HILL
OG0001915	LOC6032785|XP_038118978.1|CQUI	LOC119649037|XP_037906924.1|HILL
OG0001916	LOC6032807|XP_038118971.1|CQUI	LOC119659318|XP_037923266.1|HILL
OG0001917	LOC6032905|XP_038116382.1|CQUI	LOC119648161|XP_037905664.1|HILL
OG0001918	LOC6038679|XP_001848434.2|CQUI, LOC119767328|XP_038111632.1|CQUI	LOC119648279|XP_037905861.1|HILL
