Orthogroup	CQUI.longest_only	DMIR.longest_only
OG0001642	LOC119768029|XP_038114244.1|CQUI	LOC108153392|XP_017138860.1|DMIR
OG0001643	LOC6047363|XP_038112326.1|CQUI	LOC108162377|XP_017152583.1|DMIR
OG0001644	LOC6053964|XP_038112903.1|CQUI	LOC108152693|XP_017137685.1|DMIR
OG0001645	LOC6038116|XP_038112719.1|CQUI	LOC108158775|XP_017146897.2|DMIR, LOC117188062|XP_033247222.1|DMIR, LOC117188064|XP_033247228.1|DMIR, LOC117188063|XP_033247227.1|DMIR, LOC117193286|XP_033253920.1|DMIR
OG0001646	LOC6037723|XP_038106396.1|CQUI	LOC108160357|XP_033253884.1|DMIR, LOC117185807|XP_033246587.1|DMIR
OG0001647	LOC6037737|XP_038109785.1|CQUI	LOC108158722|XP_033248008.1|DMIR
OG0001648	LOC6040102|XP_038112402.1|CQUI	LOC108151608|XP_017135783.1|DMIR
OG0001649	LOC6048211|XP_038112527.1|CQUI	LOC108158594|XP_017146535.2|DMIR, LOC117187893|XP_033246719.1|DMIR
OG0001650	LOC6031714|XP_038108789.1|CQUI	LOC117193442|XP_033254083.1|DMIR, LOC117187865|XP_033246637.1|DMIR, LOC117192865|XP_033253509.1|DMIR, LOC117193439|XP_033254075.1|DMIR, LOC108160270|XP_033247730.1|DMIR
OG0001651	LOC6041652|XP_038107260.1|CQUI, LOC6043155|XP_038107430.1|CQUI	LOC117190469|XP_033251431.1|DMIR, LOC108158564|XP_017146482.1|DMIR
OG0001652	LOC6038348|XP_001848163.2|CQUI	LOC108151254|XP_017135259.1|DMIR
OG0001653	LOC6040184|XP_038112148.1|CQUI	LOC108152902|XP_017138037.1|DMIR
OG0001654	LOC6043055|XP_001855187.2|CQUI	LOC117189734|XP_033250705.1|DMIR, LOC117189732|XP_033250703.1|DMIR, LOC117189733|XP_033250704.1|DMIR, LOC108158386|XP_017146129.2|DMIR, LOC117188053|XP_033247174.1|DMIR, LOC117188048|XP_033247154.1|DMIR, LOC117187728|XP_033246402.1|DMIR
OG0001655	LOC6040170|XP_038118838.1|CQUI, LOC6049138|XP_001865945.2|CQUI	LOC108158805|XP_017146981.1|DMIR
OG0001656	LOC6051216|XP_038107612.1|CQUI	LOC108164137|XP_017155227.1|DMIR
OG0001657	LOC6052468|XP_038112062.1|CQUI	LOC108150774|XP_017134559.1|DMIR, LOC108154445|XP_017140205.1|DMIR, LOC108153364|XP_017138820.1|DMIR
OG0001658	LOC6047164|XP_038111356.1|CQUI	LOC108151780|XP_017136112.1|DMIR
OG0001659	LOC6037205|XP_038111675.1|CQUI	LOC108153249|XP_017138587.1|DMIR, LOC108153488|XP_017139017.1|DMIR
OG0001660	LOC6034452|XP_038110838.1|CQUI	LOC108165439|XP_017156967.2|DMIR, LOC117186611|XP_033243508.1|DMIR, LOC108163933|XP_033249463.1|DMIR, LOC117186612|XP_033243509.1|DMIR, LOC108151860|XP_017136237.2|DMIR, LOC117186613|XP_033243510.1|DMIR
OG0001661	LOC6035035|XP_001845278.1|CQUI	LOC108155253|XP_017141437.1|DMIR
OG0001666	LOC6041378|XP_001850642.2|CQUI	LOC108162909|XP_017153373.1|DMIR
OG0001678	LOC6040414|XP_038104840.1|CQUI	LOC108158321|XP_017146054.2|DMIR
OG0001680	LOC6045214|XP_001862604.2|CQUI	LOC108155633|XP_017142063.1|DMIR
OG0001681	LOC6052447|XP_038121734.1|CQUI	LOC108165034|XP_017156559.1|DMIR
OG0001682	LOC6041755|XP_038105185.1|CQUI	LOC108153333|XP_017138739.1|DMIR
OG0001683	LOC6038194|XP_001848024.2|CQUI, LOC6034883|XP_038108971.1|CQUI	LOC108162193|XP_017152285.1|DMIR
OG0001684	LOC6047707|XP_038112375.1|CQUI	LOC108164451|XP_017155657.1|DMIR
OG0001685	LOC6032441|XP_001843038.1|CQUI, LOC6031862|XP_001842563.2|CQUI	LOC108161891|XP_017151775.1|DMIR
OG0001686	LOC6045350|XP_001862738.2|CQUI	LOC108153661|XP_017139265.1|DMIR
OG0001687	LOC6052845|XP_001869041.1|CQUI, LOC6040466|XP_038122912.1|CQUI	LOC108164839|XP_017156257.1|DMIR
OG0001688	LOC6048190|XP_001865144.2|CQUI	LOC117192856|XP_033253501.1|DMIR, LOC108160234|XP_017149580.1|DMIR
OG0001689	LOC6048192|XP_001865146.2|CQUI	LOC108164933|XP_033246400.1|DMIR
OG0001690	LOC6040726|XP_001850079.1|CQUI	LOC108151756|XP_017136084.1|DMIR, LOC117186426|XP_033243121.1|DMIR, LOC117186777|XP_033243919.1|DMIR, LOC108156799|XP_033245966.1|DMIR
OG0001691	LOC6039041|XP_001848719.1|CQUI	LOC108162380|XP_017152586.1|DMIR
OG0001694	LOC6045627|XP_038105482.1|CQUI, LOC6054003|XP_038113589.1|CQUI	LOC108155874|XP_017142485.1|DMIR
OG0001695	LOC6038271|XP_038107999.1|CQUI, LOC6034418|XP_001844736.1|CQUI	LOC117188663|XP_033248743.1|DMIR
OG0001696	LOC6034727|XP_038122578.1|CQUI	LOC108157331|XP_017144836.2|DMIR
OG0001697	LOC119765468|XP_038105276.1|CQUI	LOC108154086|XP_033244571.1|DMIR
OG0001698	LOC6031437|XP_038105157.1|CQUI	LOC108154946|XP_033247440.1|DMIR
OG0001699	LOC6045521|XP_038105211.1|CQUI	LOC108154955|XP_017140949.1|DMIR
OG0001700	LOC6033579|XP_001844007.2|CQUI, LOC6033580|XP_038121073.1|CQUI	LOC108154139|XP_017139764.1|DMIR
OG0001701	LOC6039306|XP_038104058.1|CQUI	LOC108157117|XP_017144488.1|DMIR
OG0001702	LOC6031800|XP_001842507.1|CQUI	LOC108162593|XP_017152899.1|DMIR
OG0001703	LOC6036490|XP_001846536.2|CQUI, LOC119765219|XP_038104576.1|CQUI	LOC108154190|XP_017139888.2|DMIR
OG0001704	LOC6036489|XP_038105371.1|CQUI, LOC119765234|XP_038104634.1|CQUI	LOC108154207|XP_017139918.2|DMIR
OG0001705	LOC6036505|XP_038105296.1|CQUI	LOC108156215|XP_017143042.1|DMIR
OG0001706	LOC6039889|XP_038104652.1|CQUI	LOC108163083|XP_017153651.1|DMIR
OG0001707	LOC6042423|XP_038104240.1|CQUI	LOC108156798|XP_017143966.1|DMIR
OG0001708	LOC6039909|XP_001849407.2|CQUI	LOC108157414|XP_017144954.1|DMIR
OG0001709	LOC6041726|XP_038122907.1|CQUI	LOC108151790|XP_017136128.1|DMIR
OG0001710	LOC6040133|XP_001849591.2|CQUI, LOC6040873|XP_001850203.1|CQUI	LOC108156226|XP_017143054.1|DMIR
OG0001711	LOC119766888|XP_038109163.1|CQUI, LOC6046294|XP_038106161.1|CQUI	LOC108155727|XP_017142224.1|DMIR
OG0001712	LOC6041358|XP_001850628.1|CQUI	LOC117187090|XP_033244847.1|DMIR, LOC117187088|XP_033244846.1|DMIR, LOC108155645|XP_017142083.1|DMIR
OG0001713	LOC6035505|XP_001845679.1|CQUI	LOC108154964|XP_017140967.1|DMIR
OG0001714	LOC6039666|XP_038122615.1|CQUI	LOC108155427|XP_017141722.1|DMIR
OG0001715	LOC6048329|XP_038118337.1|CQUI, LOC6040675|XP_038122584.1|CQUI	LOC108151682|XP_017135915.1|DMIR
OG0001716	LOC6035411|XP_001845604.1|CQUI	LOC108153402|XP_017138887.1|DMIR
OG0001717	LOC6045596|XP_038105790.1|CQUI	LOC108154956|XP_017140953.1|DMIR
OG0001719	LOC6040900|XP_038104586.1|CQUI	LOC108155886|XP_017142512.1|DMIR
OG0001720	LOC6040916|XP_038104970.1|CQUI	LOC117186936|XP_033244209.1|DMIR, LOC117187359|XP_033245766.1|DMIR, LOC108153914|XP_033244210.1|DMIR
OG0001721	LOC6036809|XP_001846803.2|CQUI, LOC6036808|XP_001846802.2|CQUI, LOC6036807|XP_001846801.2|CQUI	LOC108154260|XP_017139984.1|DMIR
OG0001722	LOC6032833|XP_001843370.1|CQUI	LOC108152426|XP_017137232.1|DMIR
OG0001723	LOC6050945|XP_001867458.1|CQUI	LOC108160511|XP_017150044.2|DMIR
OG0001724	LOC6052662|XP_038121953.1|CQUI	LOC108158772|XP_033247214.1|DMIR, LOC117187848|XP_033246615.1|DMIR, LOC117192172|XP_033252716.1|DMIR
OG0001725	LOC6041022|XP_038122386.1|CQUI	LOC108159488|XP_017148308.1|DMIR
OG0001726	LOC6049583|XP_038121941.1|CQUI	LOC108152967|XP_017138165.1|DMIR
OG0001727	LOC6035294|XP_001845514.2|CQUI	LOC108157234|XP_017144682.1|DMIR
OG0001728	LOC6049347|XP_038118815.1|CQUI	LOC108158697|XP_017146721.1|DMIR, LOC117192428|XP_033252991.1|DMIR, LOC117192429|XP_033252992.1|DMIR, LOC117192181|XP_033252739.1|DMIR, LOC117192180|XP_033252737.1|DMIR
OG0001729	LOC6049354|XP_038118662.1|CQUI	LOC117191372|XP_033252151.1|DMIR, LOC117188159|XP_033247473.1|DMIR, LOC117195255|XP_033255768.1|DMIR, LOC117187709|XP_033246320.1|DMIR, LOC117188160|XP_033247474.1|DMIR, LOC117185966|XP_033252646.1|DMIR, LOC108158555|XP_033246310.1|DMIR
OG0001730	LOC6041179|XP_038117743.1|CQUI, LOC6041180|XP_038117741.1|CQUI	LOC108162295|XP_017152448.1|DMIR
OG0001732	LOC6052396|XP_001868677.2|CQUI, LOC119767123|XP_038110744.1|CQUI, LOC6031836|XP_038117068.1|CQUI, LOC6044964|XP_001862389.2|CQUI	LOC108162144|XP_017152214.1|DMIR
OG0001733	LOC6043697|XP_001861323.2|CQUI	LOC108159643|XP_017148600.1|DMIR
OG0001734	LOC6043698|XP_038117261.1|CQUI	LOC117192224|XP_033252785.1|DMIR, LOC117193463|XP_033254115.1|DMIR, LOC108160524|XP_017150069.1|DMIR
OG0001735	LOC6040583|XP_001849963.2|CQUI	LOC108157684|XP_017145339.1|DMIR, LOC108151352|XP_017135398.2|DMIR, LOC117186233|XP_033242573.1|DMIR
OG0001736	LOC6048738|XP_001865614.2|CQUI	LOC108160705|XP_017150364.1|DMIR, LOC117191284|XP_033252084.1|DMIR
OG0001737	LOC6037311|XP_038115534.1|CQUI	LOC117194124|XP_033254661.1|DMIR, LOC108158676|XP_017146694.1|DMIR, LOC117194125|XP_033254662.1|DMIR
OG0001739	LOC6041340|XP_001850617.1|CQUI	LOC108160664|XP_017150296.1|DMIR
OG0001740	LOC6036294|XP_038116515.1|CQUI	LOC108158532|XP_017146418.1|DMIR, LOC117192288|XP_033252837.1|DMIR
OG0001742	LOC6036265|XP_001846332.2|CQUI	LOC108158527|XP_017146398.1|DMIR
OG0001743	LOC6036262|XP_038119186.1|CQUI	LOC108152668|XP_017137654.1|DMIR
OG0001744	LOC6054588|XP_038121964.1|CQUI	LOC117187768|XP_033246477.1|DMIR, LOC108160488|XP_017150000.1|DMIR, LOC117190709|XP_033251666.1|DMIR
OG0001745	LOC119769222|XP_038117074.1|CQUI, LOC6038595|XP_038118253.1|CQUI, LOC6038593|XP_038118254.1|CQUI	LOC108160643|XP_033246980.1|DMIR, LOC117191525|XP_033252257.1|DMIR
OG0001746	LOC6036558|XP_001846598.2|CQUI	LOC117186364|XP_033242969.1|DMIR, LOC117186361|XP_033242966.1|DMIR, LOC117186667|XP_033243598.1|DMIR, LOC108152157|XP_017136766.2|DMIR, LOC117186666|XP_033243597.1|DMIR
OG0001747	LOC6036201|XP_038120017.1|CQUI	LOC117185806|XP_033254228.1|DMIR, LOC108159549|XP_017148440.1|DMIR
OG0001748	LOC6033564|XP_038117165.1|CQUI	LOC108153634|XP_017139226.2|DMIR
OG0001749	LOC6036422|XP_001846474.1|CQUI	LOC117193450|XP_033254097.1|DMIR, LOC108159538|XP_017148403.1|DMIR
OG0001750	LOC6036421|XP_038119048.1|CQUI	LOC117193451|XP_033254098.1|DMIR, LOC108159533|XP_017148396.1|DMIR
OG0001751	LOC6042855|XP_038114678.1|CQUI	LOC108150941|XP_017134762.1|DMIR
OG0001752	LOC6040996|XP_038119438.1|CQUI	LOC108153780|XP_017139411.1|DMIR
OG0001753	LOC6054690|XP_038115069.1|CQUI, LOC6031315|XP_038115068.1|CQUI	LOC108153227|XP_017138546.1|DMIR
OG0001754	LOC119767389|XP_038111811.1|CQUI	LOC117193921|XP_033254481.1|DMIR
OG0001754	LOC6050843|XP_001867373.2|CQUI	LOC117192694|XP_033253324.1|DMIR, LOC108159264|XP_017147899.1|DMIR
OG0001755	LOC6052250|XP_038120707.1|CQUI	LOC108151647|XP_017135842.1|DMIR
OG0001756	LOC6053151|XP_038114960.1|CQUI	LOC117192679|XP_033253295.1|DMIR, LOC108160368|XP_033246397.1|DMIR
OG0001757	LOC6043790|XP_038121470.1|CQUI	LOC108160369|XP_017149830.1|DMIR, LOC117193578|XP_033254212.1|DMIR
OG0001758	LOC6043689|XP_038120429.1|CQUI	LOC108153300|XP_033242517.1|DMIR
OG0001759	LOC6033506|XP_001843947.2|CQUI	LOC108159299|XP_017147958.1|DMIR
OG0001760	LOC6053983|XP_001869974.2|CQUI	LOC108158824|XP_017147010.1|DMIR, LOC108159368|XP_017148084.1|DMIR, LOC108164506|XP_017155779.1|DMIR
OG0001761	LOC6030821|XP_038116016.1|CQUI	LOC117190721|XP_033251680.1|DMIR, LOC117187797|XP_033246539.1|DMIR, LOC117187795|XP_033246538.1|DMIR, LOC117188423|XP_033248182.1|DMIR, LOC108157971|XP_033248180.1|DMIR
OG0001762	LOC6032229|XP_038120484.1|CQUI, LOC119767059|XP_038110416.1|CQUI	LOC108164001|XP_017155062.1|DMIR
OG0001763	LOC6042603|XP_038108791.1|CQUI	LOC108161908|XP_017151797.1|DMIR
OG0001764	LOC6046458|XP_001863652.1|CQUI, LOC6047560|XP_001864605.2|CQUI	LOC108154141|XP_017139767.1|DMIR
OG0001765	LOC6051485|XP_038107849.1|CQUI	LOC117185877|XP_033253033.1|DMIR, LOC108160347|XP_033247113.1|DMIR
OG0001766	LOC6032480|XP_038113756.1|CQUI	LOC108163062|XP_017153622.1|DMIR
OG0001767	LOC6038630|XP_038111107.1|CQUI	LOC108161169|XP_033250047.1|DMIR, LOC108161409|XP_017151148.2|DMIR
OG0001768	LOC6043200|XP_001857537.1|CQUI	LOC108161823|XP_017151670.1|DMIR, LOC117188593|XP_033248470.1|DMIR, LOC117188594|XP_033248471.1|DMIR
OG0001769	LOC6032939|XP_038112351.1|CQUI	LOC108161243|XP_017150956.1|DMIR
OG0001770	LOC6031963|XP_001842639.2|CQUI, LOC6031964|XP_001842640.2|CQUI, LOC6031965|XP_001842641.2|CQUI	LOC108163148|XP_017153753.2|DMIR
OG0001771	LOC6036359|XP_001846418.2|CQUI	LOC108164049|XP_017155115.1|DMIR
OG0001772	LOC6037387|XP_001847305.2|CQUI	LOC108163451|XP_033248711.1|DMIR
OG0001774	LOC6050045|XP_038113995.1|CQUI	LOC108159156|XP_017147643.1|DMIR, LOC117192580|XP_033253188.1|DMIR
OG0001776	LOC6031792|XP_001842500.2|CQUI	LOC108163205|XP_017153845.1|DMIR
OG0001777	LOC6038084|XP_038107632.1|CQUI	LOC108162855|XP_017153289.1|DMIR
OG0001778	LOC6048084|XP_038107441.1|CQUI	LOC108159822|XP_033242689.1|DMIR, LOC108161889|XP_017151773.1|DMIR
OG0001779	LOC6038075|XP_038113585.1|CQUI	LOC108162045|XP_017152061.2|DMIR
OG0001781	LOC6041564|XP_001850809.2|CQUI	LOC108162747|XP_033249934.1|DMIR
OG0001782	LOC6042229|XP_038107954.1|CQUI	LOC108163781|XP_017154749.1|DMIR
OG0001783	LOC6031827|XP_038111291.1|CQUI	LOC108162342|XP_017152527.1|DMIR
OG0001784	LOC6041615|XP_038107354.1|CQUI	LOC108161528|XP_017151296.1|DMIR
OG0001785	LOC6042128|XP_038111879.1|CQUI	LOC117192722|XP_033253350.1|DMIR, LOC108158099|XP_017145755.1|DMIR
OG0001786	LOC6042125|XP_038111657.1|CQUI	LOC108163719|XP_017154658.1|DMIR
OG0001787	LOC6040864|XP_038108373.1|CQUI	LOC108162162|XP_017152242.1|DMIR
OG0001789	LOC6048506|XP_001865416.1|CQUI	LOC108159381|XP_017148101.1|DMIR
OG0001790	LOC6041779|XP_001850996.1|CQUI	LOC108162856|XP_033248621.1|DMIR
OG0001791	LOC6034040|XP_001844420.1|CQUI, LOC6043078|XP_038108346.1|CQUI	LOC117185737|XP_033252103.1|DMIR, LOC108159408|XP_017148138.1|DMIR
OG0001792	LOC6045612|XP_038111898.1|CQUI	LOC108161703|XP_017151507.1|DMIR
OG0001793	LOC6046544|XP_038112495.1|CQUI	LOC117190671|XP_033251626.1|DMIR, LOC108159524|XP_017148378.2|DMIR
OG0001794	LOC6036321|XP_038109201.1|CQUI	LOC108161888|XP_017151772.1|DMIR
OG0001795	LOC6047491|XP_038109664.1|CQUI	LOC108161977|XP_033249111.1|DMIR
OG0001797	LOC6047551|XP_038118672.1|CQUI, LOC6050873|XP_038122154.1|CQUI	LOC108164513|XP_017155784.1|DMIR
OG0001798	LOC6033088|XP_001843587.1|CQUI	LOC108160892|XP_017150650.1|DMIR, LOC117194957|XP_033255325.1|DMIR, LOC117194962|XP_033255334.1|DMIR
OG0001799	LOC6043563|XP_001859940.2|CQUI	LOC108158723|XP_033249292.1|DMIR
OG0001800	LOC6051493|XP_038117999.1|CQUI	LOC108164097|XP_017155174.1|DMIR
OG0001801	LOC6049899|XP_038119313.1|CQUI	LOC108152537|XP_017137435.1|DMIR
OG0001802	LOC119770526|XP_038121485.1|CQUI, LOC6046222|XP_001863451.2|CQUI	LOC117187355|XP_033245735.1|DMIR, LOC117187354|XP_033245732.1|DMIR, LOC117187353|XP_033245731.1|DMIR, LOC108154854|XP_017140764.2|DMIR
OG0001803	LOC6039393|XP_001849006.2|CQUI	LOC108156409|XP_017143343.1|DMIR, LOC108155660|XP_017142111.1|DMIR
OG0001804	LOC6053879|XP_038114581.1|CQUI	LOC108155962|XP_017142624.1|DMIR
OG0001805	LOC6052240|XP_001868538.2|CQUI	LOC108165458|XP_017156985.1|DMIR
OG0001806	LOC6032501|XP_001843089.2|CQUI	LOC108155364|XP_017141614.1|DMIR
OG0001808	LOC6039490|XP_038115956.1|CQUI	LOC108155500|XP_017141819.1|DMIR
OG0001809	LOC6046894|XP_038121868.1|CQUI	LOC117187236|XP_033245375.1|DMIR, LOC117187237|XP_033245377.1|DMIR, LOC117187230|XP_033245368.1|DMIR, LOC108155845|XP_017142446.2|DMIR, LOC117187231|XP_033245369.1|DMIR, LOC117187235|XP_033245373.1|DMIR
OG0001810	LOC119767837|XP_038113417.1|CQUI, LOC6048710|XP_038115683.1|CQUI, LOC6042778|XP_038119753.1|CQUI	LOC108157254|XP_017144721.1|DMIR
OG0001811	LOC6052426|XP_038121257.1|CQUI	LOC117191044|XP_033251903.1|DMIR, LOC108160577|XP_017150152.1|DMIR
OG0001812	LOC6033997|XP_001844384.1|CQUI	LOC108165122|XP_017156678.1|DMIR
OG0001813	LOC6045837|XP_038108395.1|CQUI	LOC108154978|XP_017141002.1|DMIR
OG0001814	LOC6042171|XP_001851318.2|CQUI	LOC108155824|XP_017142402.1|DMIR
OG0001815	LOC6052975|XP_038122237.1|CQUI	LOC108153069|XP_017138338.2|DMIR, LOC117188320|XP_033247866.1|DMIR, LOC108154746|XP_017140607.1|DMIR, LOC117187077|XP_033244806.1|DMIR
OG0001816	LOC6039946|XP_001849441.1|CQUI	LOC117190833|XP_033251758.1|DMIR, LOC108159255|XP_017147874.1|DMIR
OG0001817	LOC6033778|XP_038113959.1|CQUI	LOC108158795|XP_017146969.1|DMIR
OG0001818	LOC6031465|XP_038110900.1|CQUI, LOC6031468|XP_038106439.1|CQUI	LOC108164872|XP_017156304.1|DMIR
OG0001819	LOC6052485|XP_038106063.1|CQUI	LOC108160057|XP_017149293.1|DMIR, LOC117192323|XP_033252864.1|DMIR, LOC117192321|XP_033252862.1|DMIR
OG0001820	LOC6031908|XP_038108785.1|CQUI	LOC108163922|XP_033248901.1|DMIR, LOC108163390|XP_017154135.1|DMIR, LOC108164940|XP_017156417.1|DMIR
OG0001821	LOC6045851|XP_038113040.1|CQUI	LOC117193422|XP_033254066.1|DMIR, LOC117193674|XP_033254301.1|DMIR, LOC117193419|XP_033254063.1|DMIR, LOC108160748|XP_017150429.1|DMIR
OG0001822	LOC6051898|XP_038107802.1|CQUI	LOC108161005|XP_033254161.1|DMIR, LOC117185820|XP_033248219.1|DMIR
OG0001823	LOC6049608|XP_001866335.2|CQUI	LOC108152924|XP_017138094.1|DMIR
OG0001824	LOC6043663|XP_001861292.2|CQUI, LOC6043665|XP_038111105.1|CQUI	LOC108162010|XP_017151990.1|DMIR
OG0001825	LOC6052855|XP_038109737.1|CQUI	LOC117185934|XP_033254549.1|DMIR, LOC108159163|XP_017147659.1|DMIR
OG0001826	LOC6051516|XP_038113255.1|CQUI	LOC117193417|XP_033254061.1|DMIR, LOC108160588|XP_017150172.1|DMIR
OG0001827	LOC6047130|XP_038111924.1|CQUI, LOC6040294|XP_038110969.1|CQUI	LOC108159222|XP_017147812.1|DMIR
OG0001828	LOC6037826|XP_038114259.1|CQUI	LOC108156147|XP_017142962.1|DMIR
OG0001829	LOC6053615|XP_038114283.1|CQUI	LOC117191641|XP_033252340.1|DMIR, LOC108160803|XP_017150513.1|DMIR, LOC117189824|XP_033250779.1|DMIR
OG0001830	LOC6049875|XP_001866565.2|CQUI	LOC108160657|XP_017150283.1|DMIR, LOC117190843|XP_033251764.1|DMIR, LOC117191591|XP_033252305.1|DMIR, LOC117191590|XP_033252304.1|DMIR
OG0001831	LOC6038352|XP_038109026.1|CQUI, LOC6038350|XP_001848165.2|CQUI	LOC108165341|XP_017156863.1|DMIR
OG0001832	LOC6036088|XP_001846181.1|CQUI	LOC108164438|XP_033246267.1|DMIR
OG0001833	LOC6043113|XP_001855895.2|CQUI	LOC117188177|XP_033247519.1|DMIR, LOC117191280|XP_033252080.1|DMIR
OG0001848	LOC6044339|XP_038122494.1|CQUI	LOC108154147|XP_033244691.1|DMIR
OG0001849	LOC6044345|XP_001861875.1|CQUI	LOC108155999|XP_017142688.1|DMIR
OG0001850	LOC6038326|XP_038110281.1|CQUI	LOC108164467|XP_017155698.1|DMIR
OG0001851	LOC6052786|XP_038111864.1|CQUI	LOC108164440|XP_017155630.1|DMIR
OG0001852	LOC6038309|XP_038105365.1|CQUI, LOC6038308|XP_038105255.1|CQUI	LOC108153265|XP_017138617.1|DMIR
OG0001853	LOC6038307|XP_038117280.1|CQUI	LOC108155077|XP_017141169.2|DMIR
OG0001854	LOC6041765|XP_038116879.1|CQUI	LOC108158766|XP_017146882.2|DMIR, LOC117187127|XP_033245027.1|DMIR
OG0001855	LOC6035157|XP_038105344.1|CQUI	LOC108158370|XP_017146112.1|DMIR, LOC117192983|XP_033253601.1|DMIR
OG0001856	LOC6046575|XP_001863756.2|CQUI	LOC108162502|XP_017152769.1|DMIR
OG0001857	LOC6042718|XP_001870735.2|CQUI, LOC6042721|XP_001870738.2|CQUI	LOC108164580|XP_017155888.1|DMIR
OG0001858	LOC6041772|XP_038104722.1|CQUI	LOC108164717|XP_017156090.1|DMIR
OG0001859	LOC119767634|XP_038112546.1|CQUI	LOC108159869|XP_017148962.1|DMIR
OG0001860	LOC6047045|XP_038104177.1|CQUI, LOC6042830|XP_001870827.1|CQUI	LOC108152929|XP_017138104.1|DMIR
OG0001861	LOC6037954|XP_038104548.1|CQUI	LOC117187248|XP_033245400.1|DMIR, LOC108155902|XP_033245397.1|DMIR
OG0001862	LOC6045736|XP_038105476.1|CQUI, LOC6045737|XP_001863044.2|CQUI	LOC108164659|XP_017156001.1|DMIR
OG0001863	LOC6042593|XP_038114195.1|CQUI, LOC6045734|XP_001863041.2|CQUI	LOC108160992|XP_017150790.1|DMIR
OG0001864	LOC6053324|XP_038105480.1|CQUI	LOC108154926|XP_033244992.1|DMIR
OG0001865	LOC6042722|XP_001870739.2|CQUI	LOC108151685|XP_017135918.1|DMIR
OG0001866	LOC6042730|XP_038104345.1|CQUI	LOC108155997|XP_017142684.1|DMIR
OG0001867	LOC6048195|XP_038116728.1|CQUI	LOC108151384|XP_017135441.1|DMIR
OG0001868	LOC6052598|XP_038104287.1|CQUI	LOC108163085|XP_017153654.1|DMIR
OG0001869	LOC6038423|XP_038105660.1|CQUI	LOC108157824|XP_017145513.1|DMIR
OG0001870	LOC6044993|XP_001862417.2|CQUI	LOC108154350|XP_017140108.1|DMIR
OG0001871	LOC6039039|XP_038104101.1|CQUI	LOC108158091|XP_017145742.2|DMIR, LOC117188481|XP_033248308.1|DMIR
OG0001872	LOC6034331|XP_038122572.1|CQUI	LOC108157555|XP_017145148.1|DMIR
OG0001873	LOC6045619|XP_038104541.1|CQUI	LOC108156939|XP_017144191.1|DMIR
OG0001874	LOC6043591|XP_038105079.1|CQUI	LOC108154085|XP_017139688.1|DMIR
OG0001875	LOC6047655|XP_038112718.1|CQUI	LOC108155507|XP_017141836.2|DMIR
OG0001876	LOC6034410|XP_001844728.2|CQUI	LOC117186089|XP_033242080.1|DMIR, LOC117186645|XP_033243572.1|DMIR
OG0001877	LOC6034426|XP_001844744.2|CQUI	LOC108159225|XP_017147819.1|DMIR
OG0001878	LOC6034484|XP_038114409.1|CQUI	LOC108156254|XP_017143094.1|DMIR
OG0001879	LOC6034762|XP_038105957.1|CQUI	LOC108154072|XP_017139655.1|DMIR
OG0001880	LOC6036518|XP_001846563.2|CQUI	LOC108154041|XP_033245434.1|DMIR, LOC108156946|XP_033244839.1|DMIR
OG0001881	LOC6035632|XP_038104495.1|CQUI	LOC108154548|XP_017140340.2|DMIR
OG0001882	LOC6035646|XP_001845785.2|CQUI	LOC108155602|XP_017142013.1|DMIR
OG0001883	LOC6044618|XP_038104449.1|CQUI	LOC108156814|XP_033244995.1|DMIR
OG0001884	LOC6035062|XP_001845298.1|CQUI	LOC108155667|XP_017142120.1|DMIR
OG0001885	LOC119767037|XP_038110218.1|CQUI	LOC108162298|XP_017152453.1|DMIR
OG0001886	LOC6044851|XP_001862296.1|CQUI	LOC108155773|XP_017142319.1|DMIR
OG0001887	LOC6038584|XP_001848366.1|CQUI	LOC108158633|XP_017146602.1|DMIR, LOC117189625|XP_033250635.1|DMIR
OG0001888	LOC6041722|XP_038122909.1|CQUI	LOC108157321|XP_017144826.1|DMIR
OG0001889	LOC6041728|XP_001850950.2|CQUI	LOC108157382|XP_017144901.1|DMIR, LOC108158523|XP_017146396.1|DMIR
OG0001890	LOC119765309|XP_038104857.1|CQUI	LOC108156826|XP_017144018.1|DMIR, LOC108153279|XP_017138636.1|DMIR
OG0001891	LOC6043184|XP_038105459.1|CQUI	LOC108157065|XP_033245079.1|DMIR
OG0001892	LOC6035555|XP_001845713.2|CQUI	LOC108156468|XP_017143421.1|DMIR
OG0001893	LOC6032693|XP_038105722.1|CQUI	LOC108155734|XP_017142239.1|DMIR
OG0001894	LOC6032687|XP_001843247.2|CQUI	LOC117189663|XP_033250660.1|DMIR, LOC108158981|XP_017147314.1|DMIR
OG0001895	LOC6032626|XP_038117551.1|CQUI	LOC117194633|XP_033255043.1|DMIR, LOC108164443|XP_017155636.1|DMIR
OG0001896	LOC6033243|XP_038122668.1|CQUI	LOC108163129|XP_017153729.1|DMIR
OG0001897	LOC6046290|XP_038104836.1|CQUI	LOC117186801|XP_033243980.1|DMIR, LOC117186802|XP_033243981.1|DMIR, LOC117186800|XP_033243978.1|DMIR, LOC108154892|XP_033243979.1|DMIR, LOC108153980|XP_033244133.1|DMIR
OG0001898	LOC6031568|XP_001842347.2|CQUI	LOC108161288|XP_033249467.1|DMIR, LOC117188940|XP_033249486.1|DMIR, LOC108164564|XP_017155869.2|DMIR
