Orthogroup	CQUI.longest_only	CCAP.longest_only
OG0002375	LOC6037683|XP_038108247.1|CQUI	CCAP1982_LOCUS4339|CAD6995633.1|CCAP
OG0002376	LOC6048804|XP_038122078.1|CQUI	CCAP1982_LOCUS5878|CAD6997244.1|CCAP, CCAP1982_LOCUS5880|CAD6997246.1|CCAP
OG0002377	LOC6040478|XP_001849864.2|CQUI	CCAP1982_LOCUS746|CAD6991847.1|CCAP
OG0002378	LOC6042670|XP_001853364.1|CQUI	CCAP1982_LOCUS14551|CAD7006225.1|CCAP
OG0002379	LOC6039013|XP_001848695.2|CQUI	CCAP1982_LOCUS190|CAD6991256.1|CCAP
OG0002381	LOC6032249|XP_001842887.1|CQUI	CCAP1982_LOCUS7135|CAD6998550.1|CCAP
OG0002383	LOC6054417|XP_038118937.1|CQUI	CCAP1982_LOCUS14927|CAD7006620.1|CCAP
OG0002386	LOC6033077|XP_038120640.1|CQUI	CCAP1982_LOCUS94|CAD6991154.1|CCAP, CCAP1982_LOCUS95|CAD6991155.1|CCAP
OG0002387	LOC6051016|XP_038115133.1|CQUI	CCAP1982_LOCUS455|CAD6991535.1|CCAP, CCAP1982_LOCUS457|CAD6991537.1|CCAP
OG0002389	LOC6047438|XP_001864493.1|CQUI, LOC6034238|XP_038106278.1|CQUI	CCAP1982_LOCUS486|CAD6991568.1|CCAP
OG0002390	LOC6049310|XP_001866082.2|CQUI	CCAP1982_LOCUS9597|CAD7001125.1|CCAP, CCAP1982_LOCUS9598|CAD7001126.1|CCAP
OG0002391	LOC6039477|XP_038119173.1|CQUI	CCAP1982_LOCUS20260|CAD7012158.1|CCAP
OG0002392	LOC6044685|XP_038120275.1|CQUI	CCAP1982_LOCUS12467|CAD7004042.1|CCAP
OG0002393	LOC6045689|XP_038119329.1|CQUI	CCAP1982_LOCUS11835|CAD7003376.1|CCAP
OG0002394	LOC6039388|XP_038121848.1|CQUI	CCAP1982_LOCUS4784|CAD6996077.1|CCAP, CCAP1982_LOCUS4782|CAD6996075.1|CCAP
OG0002395	LOC6046522|XP_038121760.1|CQUI	CCAP1982_LOCUS4612|CAD6995910.1|CCAP
OG0002396	LOC6035019|XP_038119412.1|CQUI	CCAP1982_LOCUS21363|CAD7013292.1|CCAP
OG0002397	LOC6043888|XP_001861470.1|CQUI	CCAP1982_LOCUS22193|CAD7014187.1|CCAP
OG0002399	LOC119768868|XP_038116323.1|CQUI	CCAP1982_LOCUS21056|CAD7012965.1|CCAP
OG0002400	LOC6049235|XP_038120383.1|CQUI	CCAP1982_LOCUS20461|CAD7012367.1|CCAP
OG0002401	LOC6050680|XP_001867244.2|CQUI	CCAP1982_LOCUS9916|CAD7001419.1|CCAP, CCAP1982_LOCUS9922|CAD7001425.1|CCAP
OG0002402	LOC6047584|XP_038116540.1|CQUI	CCAP1982_LOCUS5082|CAD6996408.1|CCAP
OG0002403	LOC6053670|XP_038118861.1|CQUI	CCAP1982_LOCUS5084|CAD6996411.1|CCAP
OG0002404	LOC6044716|XP_038118794.1|CQUI	CCAP1982_LOCUS4227|CAD6995514.1|CCAP
OG0002405	LOC6042040|XP_038118600.1|CQUI	CCAP1982_LOCUS5032|CAD6996354.1|CCAP
OG0002406	LOC119768831|XP_038116131.1|CQUI	CCAP1982_LOCUS13328|CAD7004949.1|CCAP
OG0002407	LOC6039819|XP_038116523.1|CQUI	CCAP1982_LOCUS132|CAD6991194.1|CCAP, CCAP1982_LOCUS134|CAD6991196.1|CCAP, CCAP1982_LOCUS131|CAD6991193.1|CCAP
OG0002408	LOC6039804|XP_038119512.1|CQUI	CCAP1982_LOCUS4562|CAD6995861.1|CCAP
OG0002410	LOC6054177|XP_038119593.1|CQUI	CCAP1982_LOCUS991|CAD6992107.1|CCAP, CCAP1982_LOCUS983|CAD6992100.1|CCAP
OG0002411	LOC6032563|XP_001843139.1|CQUI	CCAP1982_LOCUS243|CAD6991314.1|CCAP
OG0002412	LOC6032566|XP_038122161.1|CQUI	CCAP1982_LOCUS4146|CAD6995429.1|CCAP
OG0002414	LOC6048854|XP_001865693.2|CQUI	CCAP1982_LOCUS12880|CAD7004475.1|CCAP
OG0002415	LOC6047147|XP_038117524.1|CQUI	CCAP1982_LOCUS816|CAD6991926.1|CCAP
OG0002417	LOC6050407|XP_001867022.2|CQUI	CCAP1982_LOCUS6629|CAD6998012.1|CCAP
OG0002418	LOC6046399|XP_038121391.1|CQUI	CCAP1982_LOCUS4198|CAD6995482.1|CCAP
OG0002420	LOC6037564|XP_038119772.1|CQUI	CCAP1982_LOCUS14977|CAD7006675.1|CCAP
OG0002421	LOC6048010|XP_001864984.2|CQUI	CCAP1982_LOCUS409|CAD6991484.1|CCAP
OG0002422	LOC6032747|XP_038118698.1|CQUI	CCAP1982_LOCUS875|CAD6991988.1|CCAP
OG0002423	LOC6033816|XP_038118435.1|CQUI	CCAP1982_LOCUS13370|CAD7004994.1|CCAP
OG0002424	LOC6040845|XP_038118999.1|CQUI	CCAP1982_LOCUS13321|CAD7004942.1|CCAP
OG0002426	LOC6033988|XP_038115446.1|CQUI	CCAP1982_LOCUS10970|CAD7002481.1|CCAP
OG0002427	LOC6033992|XP_001844380.1|CQUI	CCAP1982_LOCUS9720|CAD7001222.1|CCAP
OG0002429	LOC6050578|XP_038121197.1|CQUI	CCAP1982_LOCUS10885|CAD7002393.1|CCAP, CCAP1982_LOCUS10888|CAD7002396.1|CCAP
OG0002431	LOC6046184|XP_001863416.2|CQUI	CCAP1982_LOCUS20518|CAD7012435.1|CCAP
OG0002434	LOC6033790|XP_001844192.2|CQUI	CCAP1982_LOCUS4179|CAD6995464.1|CCAP
OG0002436	LOC6054064|XP_001870042.2|CQUI, LOC119767530|XP_038112259.1|CQUI	CCAP1982_LOCUS20154|CAD7012052.1|CCAP
OG0002438	LOC6032484|XP_038116010.1|CQUI	CCAP1982_LOCUS21116|CAD7013031.1|CCAP
OG0002439	LOC119766963|XP_038109630.1|CQUI	CCAP1982_LOCUS6259|CAD6997623.1|CCAP
OG0002440	LOC6048677|XP_001865561.2|CQUI	CCAP1982_LOCUS14196|CAD7005853.1|CCAP
OG0002441	LOC6032364|XP_038107613.1|CQUI	CCAP1982_LOCUS19643|CAD7011555.1|CCAP
OG0002442	LOC6038122|XP_038111278.1|CQUI	CCAP1982_LOCUS19410|CAD7011304.1|CCAP
OG0002444	LOC6052487|XP_038106064.1|CQUI	CCAP1982_LOCUS20887|CAD7012785.1|CCAP
OG0002445	LOC6038541|XP_001848328.1|CQUI	CCAP1982_LOCUS19776|CAD7011692.1|CCAP
OG0002446	LOC6033408|XP_001843861.2|CQUI	CCAP1982_LOCUS9930|CAD7001433.1|CCAP, CCAP1982_LOCUS20647|CAD7012562.1|CCAP
OG0002447	LOC6052098|XP_038111823.1|CQUI	CCAP1982_LOCUS14545|CAD7006218.1|CCAP
OG0002448	LOC6051563|XP_001867979.2|CQUI	CCAP1982_LOCUS6875|CAD6998266.1|CCAP
OG0002449	LOC6053515|XP_001869584.1|CQUI	CCAP1982_LOCUS19915|CAD7011805.1|CCAP
OG0002450	LOC6043656|XP_038114104.1|CQUI	CCAP1982_LOCUS4259|CAD6995548.1|CCAP
OG0002451	LOC6043669|XP_038109669.1|CQUI	CCAP1982_LOCUS21043|CAD7012948.1|CCAP
OG0002452	LOC6050180|XP_038110120.1|CQUI	CCAP1982_LOCUS20470|CAD7012376.1|CCAP
OG0002453	LOC6038085|XP_038109782.1|CQUI	CCAP1982_LOCUS21137|CAD7013056.1|CCAP
OG0002454	LOC6047683|XP_038108688.1|CQUI	CCAP1982_LOCUS14790|CAD7006472.1|CCAP
OG0002455	LOC6047681|XP_001864711.2|CQUI	CCAP1982_LOCUS14789|CAD7006471.1|CCAP
OG0002456	LOC6036749|XP_038106369.1|CQUI	CCAP1982_LOCUS21082|CAD7012991.1|CCAP, CCAP1982_LOCUS21086|CAD7012995.1|CCAP
OG0002457	LOC6037973|XP_038109981.1|CQUI	CCAP1982_LOCUS22622|CAD7014631.1|CCAP, CCAP1982_LOCUS22625|CAD7014634.1|CCAP
OG0002459	LOC6040278|XP_038110319.1|CQUI	CCAP1982_LOCUS20558|CAD7012480.1|CCAP, CCAP1982_LOCUS20557|CAD7012479.1|CCAP
OG0002460	LOC6046545|XP_038107177.1|CQUI	CCAP1982_LOCUS19474|CAD7011373.1|CCAP, CCAP1982_LOCUS19477|CAD7011376.1|CCAP
OG0002461	LOC6037728|XP_001847609.2|CQUI	CCAP1982_LOCUS20126|CAD7012016.1|CCAP
OG0002462	LOC6036728|XP_038106021.1|CQUI	CCAP1982_LOCUS21073|CAD7012982.1|CCAP
OG0002463	LOC6035951|XP_038107997.1|CQUI	CCAP1982_LOCUS19586|CAD7011487.1|CCAP
OG0002464	LOC6035936|XP_038113029.1|CQUI	CCAP1982_LOCUS19412|CAD7011306.1|CCAP
OG0002465	LOC6035937|XP_038107822.1|CQUI	CCAP1982_LOCUS19407|CAD7011300.1|CCAP
OG0002466	LOC6035693|XP_038106107.1|CQUI	CCAP1982_LOCUS9881|CAD7001384.1|CCAP
OG0002467	LOC6045031|XP_038113008.1|CQUI	CCAP1982_LOCUS14722|CAD7006402.1|CCAP, CCAP1982_LOCUS14720|CAD7006400.1|CCAP
OG0002468	LOC6040091|XP_038107963.1|CQUI	CCAP1982_LOCUS14379|CAD7006044.1|CCAP, CCAP1982_LOCUS14358|CAD7006023.1|CCAP
OG0002469	LOC6036071|XP_038108768.1|CQUI	CCAP1982_LOCUS2333|CAD6993520.1|CCAP, CCAP1982_LOCUS2754|CAD6993969.1|CCAP
OG0002470	LOC6036080|XP_001846173.1|CQUI	CCAP1982_LOCUS19759|CAD7011674.1|CCAP
OG0002471	LOC6040384|XP_038107221.1|CQUI	CCAP1982_LOCUS20307|CAD7012206.1|CCAP
OG0002472	LOC6042946|XP_038108067.1|CQUI	CCAP1982_LOCUS20039|CAD7011927.1|CCAP
OG0002473	LOC6042941|XP_001870880.2|CQUI	CCAP1982_LOCUS20859|CAD7012755.1|CCAP
OG0002474	LOC6049842|XP_038108015.1|CQUI	CCAP1982_LOCUS14634|CAD7006312.1|CCAP
OG0002475	LOC6038339|XP_001848154.1|CQUI	CCAP1982_LOCUS1091|CAD6992221.1|CCAP
OG0002476	LOC6040191|XP_001849641.1|CQUI	CCAP1982_LOCUS20436|CAD7012342.1|CCAP
OG0002477	LOC6043951|XP_038110645.1|CQUI	CCAP1982_LOCUS19393|CAD7011286.1|CCAP
OG0002478	LOC6043127|XP_001855949.2|CQUI	CCAP1982_LOCUS19375|CAD7011267.1|CCAP
OG0002479	LOC6046503|XP_001863689.2|CQUI	CCAP1982_LOCUS20398|CAD7012302.1|CCAP
OG0002480	LOC6036095|XP_038111231.1|CQUI	CCAP1982_LOCUS20498|CAD7012412.1|CCAP
OG0002482	LOC6054086|XP_001870060.2|CQUI	CCAP1982_LOCUS19873|CAD7011761.1|CCAP
OG0002483	LOC6043110|XP_001855883.2|CQUI	CCAP1982_LOCUS20516|CAD7012433.1|CCAP
OG0002484	LOC6043115|XP_001855904.1|CQUI	CCAP1982_LOCUS23179|CAD7015231.1|CCAP
OG0002485	LOC6051768|XP_001868152.2|CQUI	CCAP1982_LOCUS19385|CAD7011277.1|CCAP
OG0002486	LOC6050978|XP_001867487.1|CQUI	CCAP1982_LOCUS11788|CAD7003327.1|CCAP
OG0002487	LOC6052913|XP_038108954.1|CQUI	CCAP1982_LOCUS5444|CAD6996766.1|CCAP
OG0002488	LOC6053873|XP_038111830.1|CQUI	CCAP1982_LOCUS11706|CAD7003244.1|CCAP
OG0002489	LOC6037239|XP_038114170.1|CQUI	CCAP1982_LOCUS14330|CAD7005994.1|CCAP
OG0002490	LOC6037217|XP_038112765.1|CQUI	CCAP1982_LOCUS19394|CAD7011287.1|CCAP
OG0002491	LOC6040530|XP_001849914.2|CQUI	CCAP1982_LOCUS13991|CAD7005633.1|CCAP, CCAP1982_LOCUS13992|CAD7005634.1|CCAP
OG0002492	LOC6040552|XP_001849934.2|CQUI	CCAP1982_LOCUS21025|CAD7012928.1|CCAP
OG0002493	LOC6040556|XP_038111560.1|CQUI	CCAP1982_LOCUS19605|CAD7011513.1|CCAP
OG0002494	LOC6045149|XP_038118792.1|CQUI	CCAP1982_LOCUS4432|CAD6995726.1|CCAP
OG0002495	LOC6036631|XP_038111990.1|CQUI	CCAP1982_LOCUS19455|CAD7011352.1|CCAP
OG0002511	LOC6044330|XP_038110665.1|CQUI	CCAP1982_LOCUS1914|CAD6993087.1|CCAP
OG0002512	LOC6038318|XP_038117657.1|CQUI	CCAP1982_LOCUS10665|CAD7002177.1|CCAP, CCAP1982_LOCUS10662|CAD7002174.1|CCAP
OG0002513	LOC6038305|XP_001848124.2|CQUI	CCAP1982_LOCUS3642|CAD6994907.1|CCAP, CCAP1982_LOCUS3604|CAD6994869.1|CCAP
OG0002516	LOC6042706|XP_038116833.1|CQUI	CCAP1982_LOCUS3198|CAD6994451.1|CCAP
OG0002518	LOC6040416|XP_038105923.1|CQUI	CCAP1982_LOCUS1883|CAD6993051.1|CCAP
OG0002519	LOC119765096|XP_038104153.1|CQUI	CCAP1982_LOCUS20405|CAD7012310.1|CCAP
OG0002522	LOC6041768|XP_001850986.2|CQUI	CCAP1982_LOCUS1874|CAD6993042.1|CCAP
OG0002523	LOC6040429|XP_038121903.1|CQUI	CCAP1982_LOCUS1345|CAD6992493.1|CCAP
OG0002525	LOC6041756|XP_038104229.1|CQUI	CCAP1982_LOCUS11270|CAD7002800.1|CCAP
OG0002526	LOC6041757|XP_001850972.2|CQUI	CCAP1982_LOCUS1599|CAD6992757.1|CCAP
OG0002527	LOC6053287|XP_038105571.1|CQUI	CCAP1982_LOCUS1032|CAD6992154.1|CCAP
OG0002529	LOC6049217|XP_001866017.1|CQUI	CCAP1982_LOCUS4211|CAD6995498.1|CCAP
OG0002530	LOC6049213|XP_001866014.1|CQUI	CCAP1982_LOCUS21801|CAD7013778.1|CCAP
OG0002531	LOC6048445|XP_038113332.1|CQUI	CCAP1982_LOCUS6268|CAD6997633.1|CCAP
OG0002532	LOC6040445|XP_038111080.1|CQUI	CCAP1982_LOCUS4166|CAD6995451.1|CCAP
OG0002534	LOC6035133|XP_001845368.2|CQUI	CCAP1982_LOCUS21438|CAD7013371.1|CCAP
OG0002535	LOC6049268|XP_038105706.1|CQUI, LOC6049269|XP_038105686.1|CQUI	CCAP1982_LOCUS14577|CAD7006251.1|CCAP
OG0002536	LOC6050127|XP_001866784.1|CQUI	CCAP1982_LOCUS1617|CAD6992777.1|CCAP
OG0002537	LOC6050067|XP_001866735.2|CQUI	CCAP1982_LOCUS2590|CAD6993792.1|CCAP
OG0002539	LOC6049760|XP_038105192.1|CQUI	CCAP1982_LOCUS21442|CAD7013377.1|CCAP
OG0002541	LOC6051486|XP_001867921.2|CQUI	CCAP1982_LOCUS2218|CAD6993403.1|CCAP
OG0002544	LOC6054124|XP_001870091.2|CQUI	CCAP1982_LOCUS3703|CAD6994972.1|CCAP
OG0002545	LOC6048459|XP_038122651.1|CQUI	CCAP1982_LOCUS13855|CAD7005495.1|CCAP
OG0002551	LOC6037404|XP_001847321.2|CQUI, LOC6038454|XP_038105325.1|CQUI	CCAP1982_LOCUS1167|CAD6992299.1|CCAP
OG0002552	LOC6038452|XP_001848249.2|CQUI	CCAP1982_LOCUS11795|CAD7003335.1|CCAP
OG0002556	LOC6044430|XP_038122718.1|CQUI	CCAP1982_LOCUS6266|CAD6997631.1|CCAP
OG0002558	LOC6049816|XP_001866517.1|CQUI	CCAP1982_LOCUS3869|CAD6995148.1|CCAP
OG0002559	LOC6044997|XP_038122831.1|CQUI	CCAP1982_LOCUS4186|CAD6995470.1|CCAP
OG0002560	LOC6045244|XP_038122871.1|CQUI	CCAP1982_LOCUS2411|CAD6993601.1|CCAP
OG0002561	LOC6052529|XP_001868783.1|CQUI	CCAP1982_LOCUS1044|CAD6992169.1|CCAP
OG0002564	LOC119771222|XP_038122902.1|CQUI	CCAP1982_LOCUS1127|CAD6992258.1|CCAP
OG0002565	LOC119771165|XP_038122575.1|CQUI	CCAP1982_LOCUS3457|CAD6994724.1|CCAP, CCAP1982_LOCUS3458|CAD6994725.1|CCAP
OG0002566	LOC6038465|XP_038112671.1|CQUI	CCAP1982_LOCUS1882|CAD6993050.1|CCAP
OG0002569	LOC6053776|XP_038105020.1|CQUI	CCAP1982_LOCUS3304|CAD6994564.1|CCAP
OG0002570	LOC6045624|XP_038112684.1|CQUI	CCAP1982_LOCUS2127|CAD6993310.1|CCAP
OG0002573	LOC6043596|XP_038111932.1|CQUI	CCAP1982_LOCUS2092|CAD6993276.1|CCAP
OG0002574	LOC6045003|XP_038104193.1|CQUI	CCAP1982_LOCUS1876|CAD6993044.1|CCAP
OG0002575	LOC6038492|XP_038112605.1|CQUI	CCAP1982_LOCUS376|CAD6991451.1|CCAP, CCAP1982_LOCUS375|CAD6991449.1|CCAP
OG0002577	LOC6051202|XP_001867678.2|CQUI	CCAP1982_LOCUS12031|CAD7003582.1|CCAP
OG0002578	LOC119768616|XP_038114721.1|CQUI, LOC119766588|XP_038107355.1|CQUI	CCAP1982_LOCUS7878|CAD6999351.1|CCAP
OG0002581	LOC6034486|XP_038105426.1|CQUI	CCAP1982_LOCUS3455|CAD6994722.1|CCAP
OG0002582	LOC6034722|XP_001845004.2|CQUI	CCAP1982_LOCUS4118|CAD6995400.1|CCAP
OG0002583	LOC6034748|XP_038104664.1|CQUI	CCAP1982_LOCUS2164|CAD6993346.1|CCAP, CCAP1982_LOCUS2163|CAD6993345.1|CCAP
OG0002585	LOC119766613|XP_038107483.1|CQUI	CCAP1982_LOCUS12897|CAD7004497.1|CCAP
OG0002586	LOC6034720|XP_038104422.1|CQUI	CCAP1982_LOCUS1660|CAD6992821.1|CCAP
OG0002587	LOC6034719|XP_038104581.1|CQUI	CCAP1982_LOCUS1157|CAD6992289.1|CCAP
OG0002588	LOC6044481|XP_001861994.2|CQUI, LOC119765226|XP_038104620.1|CQUI	CCAP1982_LOCUS1730|CAD6992895.1|CCAP
OG0002589	LOC6053547|XP_038105601.1|CQUI	CCAP1982_LOCUS2964|CAD6994202.1|CCAP, CCAP1982_LOCUS2965|CAD6994203.1|CCAP
OG0002591	LOC6052322|XP_038111789.1|CQUI	CCAP1982_LOCUS3754|CAD6995024.1|CCAP
OG0002592	LOC6046471|XP_038104522.1|CQUI	CCAP1982_LOCUS2719|CAD6993932.1|CCAP
OG0002593	LOC6046477|XP_038122167.1|CQUI	CCAP1982_LOCUS2395|CAD6993584.1|CCAP, CCAP1982_LOCUS2396|CAD6993585.1|CCAP
OG0002594	LOC6050545|XP_038106001.1|CQUI	CCAP1982_LOCUS2403|CAD6993593.1|CCAP, CCAP1982_LOCUS2404|CAD6993594.1|CCAP
OG0002595	LOC6046772|XP_038106619.1|CQUI	CCAP1982_LOCUS1585|CAD6992740.1|CCAP, CCAP1982_LOCUS1584|CAD6992739.1|CCAP
OG0002596	LOC6035372|XP_038122549.1|CQUI	CCAP1982_LOCUS1952|CAD6993127.1|CCAP
OG0002597	LOC6035360|XP_038104383.1|CQUI	CCAP1982_LOCUS2673|CAD6993879.1|CCAP
OG0002598	LOC6048982|XP_038115404.1|CQUI	CCAP1982_LOCUS3148|CAD6994396.1|CCAP
OG0002600	LOC6042018|XP_001851182.1|CQUI	CCAP1982_LOCUS22615|CAD7014624.1|CCAP
OG0002601	LOC6035637|XP_038117863.1|CQUI	CCAP1982_LOCUS2774|CAD6993992.1|CCAP
OG0002602	LOC6035648|XP_038104109.1|CQUI	CCAP1982_LOCUS1386|CAD6992537.1|CCAP
OG0002603	LOC6035230|XP_038104327.1|CQUI	CCAP1982_LOCUS1070|CAD6992198.1|CCAP
OG0002604	LOC6048390|XP_001865317.2|CQUI	CCAP1982_LOCUS1069|CAD6992197.1|CCAP
OG0002605	LOC119765196|XP_038104518.1|CQUI	CCAP1982_LOCUS3174|CAD6994422.1|CCAP
OG0002606	LOC6038063|XP_038105789.1|CQUI	CCAP1982_LOCUS1301|CAD6992441.1|CCAP
OG0002609	LOC6033577|XP_001844006.2|CQUI	CCAP1982_LOCUS21723|CAD7013682.1|CCAP
OG0002610	LOC6035548|XP_038122591.1|CQUI	CCAP1982_LOCUS2785|CAD6994007.1|CCAP
OG0002611	LOC6035544|XP_038122712.1|CQUI	CCAP1982_LOCUS1049|CAD6992175.1|CCAP
OG0002612	LOC6050614|XP_038104404.1|CQUI	CCAP1982_LOCUS2937|CAD6994172.1|CCAP
OG0002613	LOC6044853|XP_038104158.1|CQUI	CCAP1982_LOCUS3983|CAD6995262.1|CCAP
OG0002614	LOC6047067|XP_038105087.1|CQUI, LOC6053941|XP_038106907.1|CQUI, LOC6044854|XP_038114256.1|CQUI	CCAP1982_LOCUS3978|CAD6995257.1|CCAP, CCAP1982_LOCUS3979|CAD6995258.1|CCAP
OG0002615	LOC6048165|XP_038104471.1|CQUI	CCAP1982_LOCUS12276|CAD7003844.1|CCAP
OG0002616	LOC6032671|XP_038110774.1|CQUI	CCAP1982_LOCUS2697|CAD6993904.1|CCAP
OG0002617	LOC6039169|XP_001848824.2|CQUI	CCAP1982_LOCUS4101|CAD6995383.1|CCAP
OG0002618	LOC119765448|XP_038105233.1|CQUI, LOC6033979|XP_038106052.1|CQUI	CCAP1982_LOCUS1158|CAD6992290.1|CCAP
OG0002619	LOC6032657|XP_038105617.1|CQUI	CCAP1982_LOCUS3084|CAD6994328.1|CCAP, CCAP1982_LOCUS3080|CAD6994324.1|CCAP
OG0002620	LOC6040887|XP_038116857.1|CQUI	CCAP1982_LOCUS3792|CAD6995068.1|CCAP, CCAP1982_LOCUS2466|CAD6993659.1|CCAP
OG0002621	LOC6046150|XP_001863389.2|CQUI	CCAP1982_LOCUS1461|CAD6992612.1|CCAP
OG0002622	LOC6042829|XP_038121167.1|CQUI	CCAP1982_LOCUS12150|CAD7003713.1|CCAP
OG0002623	LOC6046297|XP_038104081.1|CQUI	CCAP1982_LOCUS1257|CAD6992393.1|CCAP
OG0002624	LOC6046298|XP_001863523.1|CQUI	CCAP1982_LOCUS1256|CAD6992392.1|CCAP
OG0002625	LOC6046300|XP_038106082.1|CQUI	CCAP1982_LOCUS1238|CAD6992374.1|CCAP, CCAP1982_LOCUS1237|CAD6992373.1|CCAP, CCAP1982_LOCUS1236|CAD6992372.1|CCAP
OG0002627	LOC6046532|XP_038104300.1|CQUI	CCAP1982_LOCUS2842|CAD6994071.1|CCAP
OG0002628	LOC6039938|XP_038104080.1|CQUI	CCAP1982_LOCUS2854|CAD6994084.1|CCAP
OG0002629	LOC6035513|XP_038105534.1|CQUI	CCAP1982_LOCUS4342|CAD6995636.1|CCAP, CCAP1982_LOCUS4344|CAD6995638.1|CCAP
OG0002630	LOC6034954|XP_038121386.1|CQUI	CCAP1982_LOCUS4685|CAD6995978.1|CCAP
OG0002631	LOC6037418|XP_038111833.1|CQUI	CCAP1982_LOCUS2952|CAD6994187.1|CCAP, CCAP1982_LOCUS2953|CAD6994188.1|CCAP
OG0002632	LOC6033709|XP_001844131.2|CQUI	CCAP1982_LOCUS1636|CAD6992797.1|CCAP, CCAP1982_LOCUS1626|CAD6992787.1|CCAP
OG0002633	LOC6039200|XP_038122760.1|CQUI	CCAP1982_LOCUS2088|CAD6993272.1|CCAP
OG0002634	LOC6039199|XP_001848842.2|CQUI	CCAP1982_LOCUS3764|CAD6995034.1|CCAP, CCAP1982_LOCUS3765|CAD6995035.1|CCAP
OG0002635	LOC6039610|XP_038122868.1|CQUI	CCAP1982_LOCUS3301|CAD6994561.1|CCAP
OG0002636	LOC6040685|XP_038112848.1|CQUI	CCAP1982_LOCUS1639|CAD6992800.1|CCAP, CCAP1982_LOCUS1628|CAD6992789.1|CCAP, CCAP1982_LOCUS1638|CAD6992799.1|CCAP
OG0002637	LOC6031662|XP_038122543.1|CQUI	CCAP1982_LOCUS8861|CAD7000385.1|CCAP
OG0002638	LOC6035387|XP_038104455.1|CQUI, LOC6035388|XP_038104698.1|CQUI	CCAP1982_LOCUS1360|CAD6992511.1|CCAP
OG0002639	LOC6035337|XP_001845549.1|CQUI	CCAP1982_LOCUS57|CAD6991110.1|CCAP, CCAP1982_LOCUS56|CAD6991109.1|CCAP
OG0002640	LOC6046141|XP_038105323.1|CQUI	CCAP1982_LOCUS1282|CAD6992419.1|CCAP
OG0002641	LOC119765005|XP_038105425.1|CQUI	CCAP1982_LOCUS1280|CAD6992416.1|CCAP
OG0002642	LOC6046149|XP_001863388.1|CQUI	CCAP1982_LOCUS1278|CAD6992414.1|CCAP
OG0002643	LOC6042426|XP_038116514.1|CQUI	CCAP1982_LOCUS1277|CAD6992411.1|CCAP
OG0002644	LOC6040262|XP_001849697.1|CQUI	CCAP1982_LOCUS2065|CAD6993248.1|CCAP
OG0002645	LOC6039075|XP_038105065.1|CQUI	CCAP1982_LOCUS2057|CAD6993240.1|CCAP
OG0002646	LOC6049257|XP_038122895.1|CQUI	CCAP1982_LOCUS4941|CAD6996258.1|CCAP
OG0002647	LOC6049258|XP_001866049.2|CQUI	CCAP1982_LOCUS2210|CAD6993394.1|CCAP
OG0002648	LOC6047062|XP_038122743.1|CQUI	CCAP1982_LOCUS2445|CAD6993635.1|CCAP
OG0002649	LOC6040877|XP_038105238.1|CQUI	CCAP1982_LOCUS1190|CAD6992325.1|CCAP
OG0002650	LOC6037336|XP_001847260.2|CQUI	CCAP1982_LOCUS3303|CAD6994563.1|CCAP
OG0002651	LOC6042016|XP_001851181.1|CQUI	CCAP1982_LOCUS378|CAD6991453.1|CCAP
OG0002652	LOC6037488|XP_001847398.2|CQUI	CCAP1982_LOCUS1458|CAD6992609.1|CCAP
OG0002653	LOC6032991|XP_038104414.1|CQUI	CCAP1982_LOCUS2888|CAD6994122.1|CCAP
OG0002654	LOC6032986|XP_038113027.1|CQUI	CCAP1982_LOCUS2885|CAD6994119.1|CCAP, CCAP1982_LOCUS2882|CAD6994113.1|CCAP
OG0002655	LOC6052791|XP_038105458.1|CQUI	CCAP1982_LOCUS2935|CAD6994170.1|CCAP
OG0002656	LOC119771232|XP_038122957.1|CQUI	CCAP1982_LOCUS2369|CAD6993556.1|CCAP, CCAP1982_LOCUS2367|CAD6993554.1|CCAP
OG0002657	LOC6039894|XP_038104649.1|CQUI	CCAP1982_LOCUS3300|CAD6994560.1|CCAP
OG0002658	LOC6038048|XP_038117054.1|CQUI	CCAP1982_LOCUS3343|CAD6994605.1|CCAP
OG0002659	LOC6033898|XP_038105411.1|CQUI	CCAP1982_LOCUS2493|CAD6993687.1|CCAP
OG0002661	LOC6032100|XP_038104113.1|CQUI	CCAP1982_LOCUS3969|CAD6995247.1|CCAP
OG0002663	LOC6033908|XP_001844297.2|CQUI	CCAP1982_LOCUS1305|CAD6992448.1|CCAP
OG0002664	LOC119767149|XP_038110904.1|CQUI, LOC6033976|XP_038114274.1|CQUI	CCAP1982_LOCUS7412|CAD6998863.1|CCAP
OG0002665	LOC6032788|XP_001843327.2|CQUI	CCAP1982_LOCUS22397|CAD7014404.1|CCAP
OG0002666	LOC6032789|XP_001843328.2|CQUI	CCAP1982_LOCUS22392|CAD7014398.1|CCAP
OG0002667	LOC6032791|XP_001843330.1|CQUI	CCAP1982_LOCUS22620|CAD7014629.1|CCAP, CCAP1982_LOCUS22623|CAD7014632.1|CCAP
OG0002668	LOC6032864|XP_038115563.1|CQUI	CCAP1982_LOCUS11507|CAD7003044.1|CCAP
OG0002669	LOC6032866|XP_001843391.2|CQUI	CCAP1982_LOCUS12606|CAD7004187.1|CCAP
OG0002670	LOC6032891|XP_038115756.1|CQUI	CCAP1982_LOCUS10936|CAD7002447.1|CCAP
