Orthogroup	CQUI.longest_only	ASTE.longest_only
OG0002722	LOC6044401|XP_038117819.1|CQUI	LOC118509233|XP_035905434.1|ASTE
OG0002723	LOC6048587|XP_001865488.1|CQUI	LOC118510548|XP_035908411.1|ASTE
OG0002725	LOC6044415|XP_038121721.1|CQUI	LOC118512308|XP_035912444.1|ASTE
OG0002727	LOC6052709|XP_038121810.1|CQUI	LOC118510379|XP_035908017.1|ASTE
OG0002728	LOC6041329|XP_038118169.1|CQUI	LOC118510476|XP_035908237.1|ASTE
OG0002729	LOC6038608|XP_038117454.1|CQUI	LOC118510483|XP_035908256.1|ASTE
OG0002730	LOC6037287|XP_038116853.1|CQUI	LOC118512916|XP_035913952.1|ASTE
OG0002731	LOC6053172|XP_038116398.1|CQUI	LOC118510551|XP_035908417.1|ASTE
OG0002732	LOC6036295|XP_038116516.1|CQUI	LOC118516359|XP_035918088.1|ASTE, LOC118512770|XP_035913567.1|ASTE
OG0002733	LOC6050482|XP_001867085.2|CQUI	LOC118511380|XP_035910277.1|ASTE
OG0002734	LOC6036270|XP_038117541.1|CQUI	LOC118509458|XP_035905971.1|ASTE
OG0002735	LOC6036250|XP_001846318.2|CQUI	LOC118511872|XP_035911365.1|ASTE
OG0002736	LOC6036247|XP_038117228.1|CQUI	LOC118511873|XP_035911369.1|ASTE
OG0002737	LOC6036241|XP_038117390.1|CQUI	LOC118513482|XP_035915186.1|ASTE
OG0002738	LOC6051351|XP_038117754.1|CQUI	LOC118510563|XP_035908440.1|ASTE
OG0002739	LOC6040115|XP_038114705.1|CQUI	LOC118510211|XP_035907650.1|ASTE
OG0002740	LOC6040112|XP_038114717.1|CQUI	LOC118510213|XP_035907663.1|ASTE
OG0002741	LOC6043972|XP_038114556.1|CQUI	LOC118510243|XP_035907705.1|ASTE, LOC118517277|XP_035919144.1|ASTE, LOC118510229|XP_035907688.1|ASTE
OG0002742	LOC6043968|XP_038119764.1|CQUI	LOC118510237|XP_035907697.1|ASTE, LOC118517266|XP_035919132.1|ASTE
OG0002743	LOC6050310|XP_001866941.1|CQUI, LOC6050309|XP_001866940.2|CQUI	LOC118510224|XP_035907682.1|ASTE
OG0002744	LOC6050300|XP_038115637.1|CQUI	LOC118514383|XP_035917150.1|ASTE
OG0002745	LOC6053027|XP_001869189.2|CQUI	LOC118511387|XP_035910297.1|ASTE
OG0002747	LOC6041247|XP_001850537.2|CQUI	LOC118513069|XP_035914310.1|ASTE
OG0002748	LOC6048976|XP_038121614.1|CQUI	LOC118510347|XP_035907933.1|ASTE
OG0002749	LOC6044165|XP_038114512.1|CQUI	LOC118512671|XP_035913325.1|ASTE, LOC118516354|XP_035918079.1|ASTE
OG0002750	LOC6045464|XP_038119864.1|CQUI	LOC118511321|XP_035910136.1|ASTE
OG0002751	LOC6051571|XP_038115201.1|CQUI	LOC118511323|XP_035910139.1|ASTE
OG0002753	LOC6037143|XP_038117874.1|CQUI	LOC118514331|XP_035917031.1|ASTE
OG0002754	LOC6050637|XP_038120750.1|CQUI	LOC118509340|XP_035905733.1|ASTE, LOC118508936|XP_035904738.1|ASTE
OG0002755	LOC6036540|XP_038119862.1|CQUI	LOC118514350|XP_035917064.1|ASTE
OG0002756	LOC6036559|XP_038118862.1|CQUI	LOC118511867|XP_035911360.1|ASTE
OG0002757	LOC6036112|XP_038114623.1|CQUI	LOC118512292|XP_035912407.1|ASTE
OG0002759	LOC6036189|XP_038117130.1|CQUI	LOC118512230|XP_035912247.1|ASTE
OG0002760	LOC6046408|XP_038117526.1|CQUI	LOC118512232|XP_035912259.1|ASTE
OG0002761	LOC119769826|XP_038119445.1|CQUI	LOC118512276|XP_035912358.1|ASTE
OG0002762	LOC6047503|XP_038120654.1|CQUI	LOC118517166|XP_035918952.1|ASTE, LOC118512267|XP_035912340.1|ASTE
OG0002763	LOC6033565|XP_038115251.1|CQUI	LOC118512281|XP_035912386.1|ASTE
OG0002764	LOC6033561|XP_038116723.1|CQUI	LOC118512264|XP_035912333.1|ASTE
OG0002765	LOC6033560|XP_038117601.1|CQUI	LOC118512014|XP_035911682.1|ASTE
OG0002766	LOC6033559|XP_001843989.2|CQUI	LOC118512017|XP_035911688.1|ASTE
OG0002767	LOC6033547|XP_038115907.1|CQUI	LOC118512807|XP_035913650.1|ASTE
OG0002768	LOC6038399|XP_038115466.1|CQUI	LOC118510439|XP_035908120.1|ASTE
OG0002769	LOC6038236|XP_001848062.2|CQUI	LOC118509357|XP_035905772.1|ASTE
OG0002770	LOC6038233|XP_038118236.1|CQUI	LOC118509358|XP_035905773.1|ASTE
OG0002771	LOC6038221|XP_038118198.1|CQUI	LOC118517240|XP_035919107.1|ASTE, LOC118509360|XP_035905775.1|ASTE
OG0002772	LOC6040602|XP_038118664.1|CQUI	LOC118513139|XP_035914458.1|ASTE
OG0002773	LOC6045820|XP_038117688.1|CQUI	LOC118514197|XP_035916778.1|ASTE
OG0002774	LOC6047203|XP_038117947.1|CQUI	LOC118514183|XP_035916760.1|ASTE, LOC118517244|XP_035919112.1|ASTE
OG0002775	LOC6042844|XP_001853595.2|CQUI	LOC118509462|XP_035905980.1|ASTE
OG0002776	LOC6041995|XP_038118467.1|CQUI	LOC118510352|XP_035907945.1|ASTE
OG0002777	LOC6041009|XP_038118719.1|CQUI	LOC118516381|XP_035918126.1|ASTE, LOC118512785|XP_035913592.1|ASTE
OG0002778	LOC6041007|XP_038118349.1|CQUI	LOC118512781|XP_035913585.1|ASTE, LOC118516378|XP_035918122.1|ASTE
OG0002779	LOC6040991|XP_001850306.2|CQUI	LOC118512864|XP_035913839.1|ASTE
OG0002780	LOC6040022|XP_001849498.1|CQUI	LOC118511559|XP_035910684.1|ASTE
OG0002781	LOC6035585|XP_001845737.2|CQUI	LOC118508860|XP_035904511.1|ASTE
OG0002782	LOC6035587|XP_038115806.1|CQUI	LOC118511354|XP_035910207.1|ASTE, LOC118516342|XP_035918047.1|ASTE
OG0002783	LOC119768799|XP_038115959.1|CQUI	LOC118514218|XP_035916807.1|ASTE
OG0002784	LOC6033585|XP_038119200.1|CQUI	LOC118509921|XP_035907124.1|ASTE
OG0002785	LOC6034609|XP_038117406.1|CQUI	LOC118509408|XP_035905867.1|ASTE
OG0002786	LOC6034605|XP_038117864.1|CQUI	LOC118509824|XP_035906881.1|ASTE
OG0002787	LOC6034590|XP_038120149.1|CQUI	LOC118509910|XP_035907080.1|ASTE
OG0002788	LOC6034589|XP_038120152.1|CQUI	LOC118509914|XP_035907088.1|ASTE
OG0002789	LOC6034587|XP_038120138.1|CQUI	LOC118509909|XP_035907074.1|ASTE
OG0002790	LOC6034573|XP_038120151.1|CQUI	LOC118510578|XP_035908463.1|ASTE
OG0002791	LOC6050362|XP_001866982.1|CQUI	LOC118512786|XP_035913595.1|ASTE, LOC118516386|XP_035918143.1|ASTE
OG0002792	LOC6050367|XP_038120202.1|CQUI	LOC118514202|XP_035916784.1|ASTE
OG0002793	LOC6051815|XP_001868184.2|CQUI	LOC118511308|XP_035910113.1|ASTE
OG0002794	LOC6054096|XP_038115729.1|CQUI	LOC118511386|XP_035910296.1|ASTE
OG0002795	LOC6047930|XP_038119834.1|CQUI	LOC118512261|XP_035912321.1|ASTE
OG0002796	LOC6040229|XP_001849672.2|CQUI	LOC118513485|XP_035915198.1|ASTE
OG0002797	LOC6044890|XP_001862333.2|CQUI	LOC118509393|XP_035905834.1|ASTE
OG0002798	LOC6044893|XP_001862330.2|CQUI	LOC118509766|XP_035906793.1|ASTE
OG0002799	LOC6037165|XP_038119727.1|CQUI	LOC118509240|XP_035905441.1|ASTE
OG0002800	LOC6035483|XP_038114945.1|CQUI	LOC118511821|XP_035911254.1|ASTE
OG0002801	LOC6050892|XP_038118549.1|CQUI	LOC118511826|XP_035911263.1|ASTE
OG0002802	LOC6043806|XP_038122283.1|CQUI	LOC118511834|XP_035911270.1|ASTE
OG0002803	LOC6043804|XP_038120562.1|CQUI	LOC118514128|XP_035916607.1|ASTE
OG0002804	LOC6043798|XP_001861397.2|CQUI	LOC118511837|XP_035911275.1|ASTE
OG0002805	LOC6043797|XP_001861396.2|CQUI	LOC118511838|XP_035911276.1|ASTE
OG0002806	LOC6043787|XP_038118733.1|CQUI	LOC118511850|XP_035911288.1|ASTE
OG0002807	LOC6033510|XP_038121922.1|CQUI	LOC118511516|XP_035910592.1|ASTE
OG0002808	LOC6054711|XP_038117944.1|CQUI	LOC118511523|XP_035910604.1|ASTE
OG0002809	LOC119769743|XP_038119196.1|CQUI	LOC118511528|XP_035910610.1|ASTE
OG0002810	LOC6033474|XP_038121302.1|CQUI	LOC118510448|XP_035908137.1|ASTE
OG0002811	LOC6033473|XP_038118324.1|CQUI	LOC118510441|XP_035908132.1|ASTE
OG0002812	LOC6033469|XP_001843914.2|CQUI	LOC118510412|XP_035908070.1|ASTE
OG0002813	LOC6050815|XP_038120005.1|CQUI	LOC118511338|XP_035910166.1|ASTE
OG0002814	LOC6054635|XP_038118809.1|CQUI	LOC118511340|XP_035910176.1|ASTE
OG0002815	LOC6030787|XP_038115986.1|CQUI	LOC118513140|XP_035914459.1|ASTE
OG0002816	LOC6030871|XP_001841750.2|CQUI	LOC118516415|XP_035918171.1|ASTE, LOC118509553|XP_035906197.1|ASTE
OG0002817	LOC6030874|XP_001841753.1|CQUI	LOC118509560|XP_035906208.1|ASTE, LOC118516417|XP_035918173.1|ASTE
OG0002818	LOC6030875|XP_001841754.2|CQUI	LOC118516416|XP_035918172.1|ASTE, LOC118509558|XP_035906206.1|ASTE
OG0002819	LOC6030880|XP_038114610.1|CQUI	LOC118511415|XP_035910368.1|ASTE
OG0002820	LOC6030889|XP_001841765.2|CQUI	LOC118511413|XP_035910366.1|ASTE
OG0002821	LOC6049478|XP_001866231.2|CQUI	LOC118510988|XP_035909395.1|ASTE
OG0002822	LOC6052800|XP_001869000.1|CQUI	LOC118511971|XP_035911601.1|ASTE
OG0002823	LOC6030945|XP_038115391.1|CQUI	LOC118509726|XP_035906729.1|ASTE
OG0002824	LOC6045242|XP_001862633.1|CQUI, LOC6030944|XP_001841804.1|CQUI	LOC118509718|XP_035906700.1|ASTE
OG0002825	LOC6032896|XP_001843421.2|CQUI	LOC118517583|XP_035919750.1|ASTE
OG0002826	LOC119770640|XP_038121831.1|CQUI, LOC119770764|XP_038122170.1|CQUI	LOC118511384|XP_035910284.1|ASTE
OG0002827	LOC119770555|XP_038121573.1|CQUI	LOC118503639|XP_035893034.1|ASTE
OG0002828	LOC6045760|XP_001863064.2|CQUI	LOC118510952|XP_035909290.1|ASTE
OG0002829	LOC6043104|XP_001855854.2|CQUI	LOC118511945|XP_035911543.1|ASTE
OG0002830	LOC6047472|XP_001864526.2|CQUI, LOC6046107|XP_038115963.1|CQUI	LOC118511943|XP_035911537.1|ASTE
OG0002832	LOC6042607|XP_038112999.1|CQUI	LOC118505045|XP_035896190.1|ASTE
OG0002833	LOC6042605|XP_038111677.1|CQUI	LOC118507078|XP_035900953.1|ASTE
OG0002834	LOC6041410|XP_038110282.1|CQUI	LOC118511196|XP_035909862.1|ASTE, LOC118517339|XP_035919216.1|ASTE
OG0002835	LOC6041396|XP_038110954.1|CQUI	LOC118511188|XP_035909848.1|ASTE
OG0002836	LOC6041385|XP_038112949.1|CQUI	LOC118509669|XP_035906550.1|ASTE
OG0002837	LOC6041421|XP_038112935.1|CQUI	LOC118509620|XP_035906353.1|ASTE
OG0002838	LOC6039951|XP_038113343.1|CQUI	LOC118510962|XP_035909321.1|ASTE
OG0002839	LOC6048635|XP_038109064.1|CQUI	LOC118511119|XP_035909744.1|ASTE
OG0002840	LOC119767768|XP_038113150.1|CQUI	LOC118511122|XP_035909747.1|ASTE
OG0002841	LOC6041312|XP_001850592.2|CQUI	LOC118510083|XP_035907384.1|ASTE
OG0002842	LOC6041313|XP_038113621.1|CQUI	LOC118513403|XP_035914986.1|ASTE
OG0002843	LOC6041323|XP_038113627.1|CQUI	LOC118507879|XP_035902988.1|ASTE
OG0002844	LOC6032459|XP_001843054.1|CQUI	LOC118512698|XP_035913405.1|ASTE
OG0002845	LOC6034102|XP_001844475.1|CQUI	LOC118511705|XP_035911017.1|ASTE, LOC118514438|XP_035917233.1|ASTE
OG0002846	LOC6034107|XP_038109167.1|CQUI	LOC118513833|XP_035915988.1|ASTE
OG0002847	LOC6034150|XP_001844509.2|CQUI	LOC118511709|XP_035911023.1|ASTE
OG0002848	LOC6036169|XP_001846253.2|CQUI	LOC118511707|XP_035911019.1|ASTE
OG0002849	LOC6037876|XP_038113772.1|CQUI	LOC118513304|XP_035914779.1|ASTE
OG0002850	LOC6037892|XP_001847755.1|CQUI	LOC118513476|XP_035915162.1|ASTE
OG0002851	LOC119767791|XP_038113207.1|CQUI, LOC119767790|XP_038113206.1|CQUI, LOC6043203|XP_001857531.2|CQUI	LOC118513564|XP_035915385.1|ASTE
OG0002852	LOC6048892|XP_038109950.1|CQUI	LOC118513568|XP_035915391.1|ASTE
OG0002853	LOC6032948|XP_038110144.1|CQUI	LOC118510617|XP_035908537.1|ASTE
OG0002854	LOC6041617|XP_038108924.1|CQUI	LOC118511049|XP_035909541.1|ASTE
OG0002855	LOC6046050|XP_001863306.2|CQUI	LOC118509168|XP_035905320.1|ASTE
OG0002856	LOC6038707|XP_038107288.1|CQUI	LOC118513908|XP_035916126.1|ASTE
OG0002857	LOC6038718|XP_038114203.1|CQUI	LOC118513917|XP_035916161.1|ASTE
OG0002858	LOC6031329|XP_038107135.1|CQUI	LOC118513909|XP_035916138.1|ASTE
OG0002859	LOC6032500|XP_038111325.1|CQUI	LOC118513527|XP_035915290.1|ASTE
OG0002860	LOC6053637|XP_001869684.1|CQUI	LOC118511046|XP_035909537.1|ASTE
OG0002861	LOC6031961|XP_001842637.1|CQUI	LOC118513400|XP_035914975.1|ASTE
OG0002862	LOC6031967|XP_038112142.1|CQUI	LOC118513937|XP_035916210.1|ASTE
OG0002863	LOC6036362|XP_001846421.2|CQUI	LOC118513927|XP_035916188.1|ASTE
OG0002864	LOC6036361|XP_001846420.1|CQUI	LOC118513977|XP_035916295.1|ASTE
OG0002865	LOC6031368|XP_001842179.1|CQUI	LOC118511109|XP_035909726.1|ASTE
OG0002866	LOC6040136|XP_001849594.2|CQUI	LOC118512445|XP_035912802.1|ASTE
OG0002867	LOC6038511|XP_001848303.2|CQUI	LOC118513666|XP_035915660.1|ASTE
OG0002868	LOC6041495|XP_038109772.1|CQUI	LOC118509328|XP_035905681.1|ASTE
OG0002869	LOC6041492|XP_001850743.2|CQUI	LOC118512428|XP_035912777.1|ASTE
OG0002870	LOC6046723|XP_001863882.2|CQUI, LOC6046711|XP_001863871.2|CQUI, LOC6046719|XP_001863878.2|CQUI, LOC6046714|XP_038113068.1|CQUI, LOC6046712|XP_038113067.1|CQUI, LOC6046716|XP_001863875.2|CQUI, LOC6046718|XP_001863877.2|CQUI, LOC6046717|XP_001863876.2|CQUI, LOC6046722|XP_001863881.1|CQUI	LOC118511172|XP_035909807.1|ASTE, LOC118511171|XP_035909805.1|ASTE, LOC118511166|XP_035909797.1|ASTE, LOC118511170|XP_035909803.1|ASTE, LOC118511168|XP_035909801.1|ASTE, LOC118509978|XP_035907251.1|ASTE, LOC118511167|XP_035909800.1|ASTE
OG0002871	LOC6046735|XP_001863894.2|CQUI, LOC6046738|XP_001863897.2|CQUI	LOC118511150|XP_035909771.1|ASTE
OG0002872	LOC6044546|XP_038109139.1|CQUI	LOC118509128|XP_035905216.1|ASTE
OG0002873	LOC6044554|XP_001862053.2|CQUI	LOC118509135|XP_035905228.1|ASTE
OG0002874	LOC6044128|XP_038113278.1|CQUI	LOC118514708|XP_035917674.1|ASTE
OG0002875	LOC6050046|XP_038113996.1|CQUI	LOC118517093|XP_035918840.1|ASTE, LOC118513876|XP_035916075.1|ASTE
OG0002877	LOC6041071|XP_038111590.1|CQUI	LOC118517202|XP_035919050.1|ASTE, LOC118513921|XP_035916178.1|ASTE
OG0002878	LOC6031951|XP_001842628.2|CQUI	LOC118514010|XP_035916373.1|ASTE
OG0002879	LOC6031784|XP_001842492.1|CQUI	LOC118513583|XP_035915439.1|ASTE, LOC118515236|XP_035917814.1|ASTE
OG0002880	LOC6031786|XP_038110276.1|CQUI	LOC118515232|XP_035917810.1|ASTE, LOC118513579|XP_035915434.1|ASTE
OG0002881	LOC6031787|XP_001842495.1|CQUI	LOC118513580|XP_035915436.1|ASTE, LOC118515233|XP_035917811.1|ASTE
OG0002882	LOC6031788|XP_038112641.1|CQUI, LOC119767661|XP_038112640.1|CQUI	LOC118513615|XP_035915564.1|ASTE
OG0002884	LOC6031806|XP_001842513.1|CQUI	LOC118513416|XP_035915020.1|ASTE
OG0002885	LOC6031807|XP_038111311.1|CQUI	LOC118509043|XP_035905009.1|ASTE
OG0002886	LOC6038266|XP_038111730.1|CQUI	LOC118510082|XP_035907383.1|ASTE
OG0002887	LOC6038264|XP_001848088.2|CQUI	LOC118511576|XP_035910714.1|ASTE
OG0002888	LOC6044449|XP_038111742.1|CQUI	LOC118510606|XP_035908508.1|ASTE
OG0002889	LOC6043295|XP_001858327.2|CQUI	LOC118513398|XP_035914971.1|ASTE
OG0002890	LOC6043307|XP_001870922.2|CQUI	LOC118512537|XP_035913000.1|ASTE
OG0002891	LOC6038080|XP_038111717.1|CQUI	LOC118513435|XP_035915065.1|ASTE
OG0002892	LOC6051146|XP_038113738.1|CQUI	LOC118509000|XP_035904905.1|ASTE
OG0002893	LOC6041960|XP_038114358.1|CQUI	LOC118509010|XP_035904917.1|ASTE
OG0002894	LOC6050869|XP_038111895.1|CQUI	LOC118509071|XP_035905087.1|ASTE
OG0002895	LOC6051404|XP_001867849.2|CQUI	LOC118509092|XP_035905132.1|ASTE
OG0002896	LOC6036388|XP_001846442.2|CQUI, LOC119765365|XP_038105023.1|CQUI	LOC118513449|XP_035915092.1|ASTE, LOC118513448|XP_035915091.1|ASTE
OG0002897	LOC6036379|XP_038108550.1|CQUI	LOC118511757|XP_035911117.1|ASTE
OG0002898	LOC6036374|XP_038110902.1|CQUI	LOC118509281|XP_035905551.1|ASTE
OG0002899	LOC6031194|XP_038111951.1|CQUI	LOC118511675|XP_035910927.1|ASTE
OG0002900	LOC6052100|XP_038114261.1|CQUI	LOC118511674|XP_035910926.1|ASTE
OG0002901	LOC6031256|XP_001842086.1|CQUI	LOC118512449|XP_035912806.1|ASTE
OG0002902	LOC6031257|XP_038107856.1|CQUI	LOC118512452|XP_035912810.1|ASTE
OG0002903	LOC6041560|XP_038109930.1|CQUI	LOC118513440|XP_035915073.1|ASTE
OG0002904	LOC6042258|XP_038113298.1|CQUI	LOC118513446|XP_035915087.1|ASTE
OG0002905	LOC6042250|XP_038112845.1|CQUI	LOC118509850|XP_035906944.1|ASTE, LOC118515319|XP_035917902.1|ASTE
OG0002906	LOC6042246|XP_038112758.1|CQUI	LOC118509848|XP_035906940.1|ASTE, LOC118515316|XP_035917896.1|ASTE
OG0002908	LOC6032000|XP_038111497.1|CQUI	LOC118514501|XP_035917325.1|ASTE
OG0002909	LOC6031978|XP_038110288.1|CQUI	LOC118511625|XP_035910821.1|ASTE
OG0002910	LOC6037015|XP_001846978.2|CQUI	LOC118509142|XP_035905241.1|ASTE
OG0002911	LOC6037006|XP_001846970.2|CQUI	LOC118507079|XP_035900954.1|ASTE
OG0002912	LOC6031828|XP_038111489.1|CQUI	LOC118511615|XP_035910798.1|ASTE
OG0002913	LOC6043730|XP_001861351.1|CQUI	LOC118511001|XP_035909409.1|ASTE
OG0002915	LOC6035247|XP_001845472.2|CQUI	LOC118511014|XP_035909435.1|ASTE
OG0002916	LOC6035260|XP_038109915.1|CQUI	LOC118516608|XP_035918469.1|ASTE, LOC118509048|XP_035905020.1|ASTE
OG0002917	LOC6033215|XP_001843692.2|CQUI	LOC118514534|XP_035917408.1|ASTE
OG0002918	LOC6033211|XP_038111884.1|CQUI	LOC118514541|XP_035917421.1|ASTE
OG0002919	LOC6040013|XP_038112390.1|CQUI	LOC118514529|XP_035917403.1|ASTE
OG0002920	LOC6042129|XP_001851278.1|CQUI	LOC118508997|XP_035904893.1|ASTE
OG0002921	LOC6040134|XP_001849592.1|CQUI	LOC118509063|XP_035905074.1|ASTE
OG0002922	LOC6036048|XP_001846150.2|CQUI	LOC118509062|XP_035905073.1|ASTE
OG0002923	LOC6036046|XP_038110440.1|CQUI	LOC118509061|XP_035905068.1|ASTE
OG0002924	LOC6036043|XP_001846146.2|CQUI	LOC118509140|XP_035905237.1|ASTE
OG0002925	LOC6036644|XP_038113732.1|CQUI	LOC118512558|XP_035913041.1|ASTE
OG0002926	LOC6036649|XP_038106749.1|CQUI	LOC118512563|XP_035913046.1|ASTE
OG0002927	LOC6036648|XP_001846674.2|CQUI	LOC118512562|XP_035913044.1|ASTE
OG0002928	LOC6046032|XP_001863297.2|CQUI	LOC118511219|XP_035909934.1|ASTE
OG0002929	LOC6044531|XP_038106777.1|CQUI	LOC118513870|XP_035916066.1|ASTE
OG0002930	LOC6033178|XP_001843660.2|CQUI	LOC118513771|XP_035915841.1|ASTE
OG0002931	LOC6033284|XP_038108976.1|CQUI	LOC118511766|XP_035911132.1|ASTE
OG0002932	LOC6043181|XP_038113408.1|CQUI	LOC118508970|XP_035904830.1|ASTE
OG0002933	LOC6043178|XP_038112249.1|CQUI	LOC118508971|XP_035904835.1|ASTE
OG0002934	LOC6036990|XP_038108678.1|CQUI	LOC118508978|XP_035904852.1|ASTE
OG0002935	LOC6043716|XP_038108344.1|CQUI	LOC118513742|XP_035915792.1|ASTE
OG0002938	LOC6033118|XP_001843613.2|CQUI	LOC118514695|XP_035917644.1|ASTE
OG0002939	LOC6042096|XP_001851246.1|CQUI	LOC118513349|XP_035914874.1|ASTE
OG0002940	LOC6048794|XP_001865661.2|CQUI	LOC118512528|XP_035912965.1|ASTE
OG0002941	LOC6048796|XP_001865663.2|CQUI	LOC118514531|XP_035917406.1|ASTE
OG0002942	LOC6044255|XP_001861794.1|CQUI	LOC118513325|XP_035914825.1|ASTE
OG0002943	LOC6035287|XP_038110999.1|CQUI	LOC118513835|XP_035915994.1|ASTE
OG0002944	LOC6035284|XP_038110703.1|CQUI	LOC118513839|XP_035916003.1|ASTE
OG0002945	LOC6038629|XP_038106739.1|CQUI	LOC118510637|XP_035908573.1|ASTE
OG0002946	LOC6038615|XP_038107370.1|CQUI	LOC118509874|XP_035906995.1|ASTE
OG0002947	LOC6033736|XP_038113193.1|CQUI	LOC118512696|XP_035913397.1|ASTE
OG0002948	LOC6031185|XP_001842027.2|CQUI	LOC118514661|XP_035917595.1|ASTE
OG0002949	LOC6033167|XP_038110880.1|CQUI	LOC118514673|XP_035917609.1|ASTE
OG0002950	LOC6033279|XP_038111754.1|CQUI	LOC118511767|XP_035911134.1|ASTE
OG0002951	LOC6033222|XP_038110324.1|CQUI	LOC118514544|XP_035917424.1|ASTE
OG0002952	LOC119767160|XP_038110962.1|CQUI	LOC118514547|XP_035917431.1|ASTE
OG0002953	LOC6037548|XP_001847427.2|CQUI	LOC118513459|XP_035915120.1|ASTE
OG0002954	LOC6043017|XP_038108434.1|CQUI	LOC118514524|XP_035917391.1|ASTE
OG0002955	LOC6043021|XP_038107281.1|CQUI	LOC118514498|XP_035917323.1|ASTE
OG0002956	LOC6041588|XP_038113335.1|CQUI	LOC118509252|XP_035905479.1|ASTE
OG0002957	LOC6041585|XP_038107316.1|CQUI	LOC118513596|XP_035915490.1|ASTE
OG0002958	LOC6044254|XP_038110892.1|CQUI	LOC118508975|XP_035904847.1|ASTE
OG0002959	LOC6031861|XP_038112478.1|CQUI	LOC118513281|XP_035914740.1|ASTE
OG0002960	LOC6031874|XP_038109317.1|CQUI	LOC118509215|XP_035905390.1|ASTE
OG0002961	LOC6036467|XP_038112086.1|CQUI	LOC118513697|XP_035915714.1|ASTE
OG0002962	LOC6036473|XP_001846523.1|CQUI	LOC118513704|XP_035915726.1|ASTE
OG0002963	LOC6036483|XP_038114072.1|CQUI	LOC118513716|XP_035915743.1|ASTE, LOC118517120|XP_035918877.1|ASTE
OG0002964	LOC6036485|XP_038107199.1|CQUI	LOC118509955|XP_035907210.1|ASTE
OG0002965	LOC6039100|XP_038113968.1|CQUI	LOC118509338|XP_035905723.1|ASTE
OG0002966	LOC6034399|XP_001844717.2|CQUI	LOC118511802|XP_035911226.1|ASTE
OG0002967	LOC6038899|XP_001848598.1|CQUI	LOC118510855|XP_035909082.1|ASTE
OG0002968	LOC6045009|XP_001862433.1|CQUI	LOC118510856|XP_035909083.1|ASTE
OG0002969	LOC6036349|XP_038112784.1|CQUI	LOC118510850|XP_035909074.1|ASTE
OG0002970	LOC6038011|XP_001847858.2|CQUI	LOC118512441|XP_035912797.1|ASTE
OG0002971	LOC6035783|XP_038108566.1|CQUI	LOC118509286|XP_035905586.1|ASTE
OG0002972	LOC119767547|XP_038112315.1|CQUI	LOC118517248|XP_035919114.1|ASTE, LOC118509185|XP_035905346.1|ASTE
OG0002973	LOC6035994|XP_001846100.2|CQUI	LOC118513655|XP_035915634.1|ASTE
OG0002974	LOC6036338|XP_001846399.2|CQUI	LOC118509885|XP_035907020.1|ASTE
OG0002975	LOC6045781|XP_038107228.1|CQUI	LOC118510882|XP_035909142.1|ASTE
OG0002976	LOC6045777|XP_001863078.2|CQUI	LOC118510880|XP_035909140.1|ASTE
OG0002977	LOC6045430|XP_038112065.1|CQUI	LOC118513832|XP_035915969.1|ASTE
OG0002978	LOC6034348|XP_038111350.1|CQUI	LOC118513793|XP_035915872.1|ASTE, LOC118517112|XP_035918870.1|ASTE
OG0002979	LOC6034381|XP_038112089.1|CQUI	LOC118513819|XP_035915946.1|ASTE
OG0002980	LOC6034878|XP_001845147.1|CQUI	LOC118513472|XP_035915157.1|ASTE
OG0002981	LOC6049439|XP_038114114.1|CQUI	LOC118516600|XP_035918462.1|ASTE, LOC118510024|XP_035907304.1|ASTE
OG0002982	LOC6043474|XP_001859229.2|CQUI	LOC118512485|XP_035912875.1|ASTE
OG0002983	LOC6046218|XP_001863432.2|CQUI	LOC118505196|XP_035896561.1|ASTE
OG0002984	LOC6052980|XP_038109909.1|CQUI	LOC118510801|XP_035909006.1|ASTE
OG0002985	LOC6032121|XP_038113012.1|CQUI	LOC118510771|XP_035908924.1|ASTE
OG0002986	LOC6032179|XP_001842824.1|CQUI	LOC118510754|XP_035908892.1|ASTE
OG0002987	LOC6036327|XP_001846390.2|CQUI	LOC118514041|XP_035916419.1|ASTE
OG0002988	LOC6033328|XP_038107381.1|CQUI	LOC118514091|XP_035916515.1|ASTE
OG0002989	LOC6033335|XP_038112441.1|CQUI	LOC118514096|XP_035916528.1|ASTE
OG0002990	LOC6035987|XP_038114297.1|CQUI	LOC118513243|XP_035914694.1|ASTE, LOC118514084|XP_035916510.1|ASTE
OG0002991	LOC6036016|XP_038112584.1|CQUI	LOC118514103|XP_035916563.1|ASTE
OG0002992	LOC6049489|XP_038113490.1|CQUI	LOC118514059|XP_035916448.1|ASTE
OG0002993	LOC6033591|XP_001844020.2|CQUI	LOC118514065|XP_035916465.1|ASTE
OG0002994	LOC6033614|XP_001844041.2|CQUI	LOC118510724|XP_035908827.1|ASTE
OG0002995	LOC6033633|XP_001844060.2|CQUI	LOC118510710|XP_035908802.1|ASTE
OG0002996	LOC6042655|XP_001853245.2|CQUI	LOC118503507|XP_035892749.1|ASTE
OG0002997	LOC6042654|XP_001853240.1|CQUI	LOC118503511|XP_035892754.1|ASTE
OG0002998	LOC6042647|XP_038119998.1|CQUI	LOC118503509|XP_035892752.1|ASTE
OG0002999	LOC6046084|XP_001863337.2|CQUI	LOC118505329|XP_035896868.1|ASTE
OG0003000	LOC6040482|XP_001849868.1|CQUI	LOC118506628|XP_035899891.1|ASTE
