Orthogroup	CQUI.longest_only	DPSE.longest_only
OG0002051	LOC6051287|XP_038119820.1|CQUI	LOC6898753|XP_015040367.2|DPSE, LOC15382869|XP_004444371.1|DPSE
OG0002053	LOC6040835|XP_038116346.1|CQUI	LOC4803013|XP_001359815.5|DPSE
OG0002054	LOC6035830|XP_001845950.2|CQUI	LOC6897174|XP_002137354.2|DPSE
OG0002055	LOC6038958|XP_038120809.1|CQUI	LOC4802580|XP_001359474.2|DPSE
OG0002056	LOC6038943|XP_038120800.1|CQUI	LOC4813891|XP_001353404.2|DPSE
OG0002057	LOC6034056|XP_038120930.1|CQUI	LOC4817269|XP_001356776.2|DPSE
OG0002058	LOC6033986|XP_001844369.2|CQUI	LOC4811998|XP_001352504.2|DPSE
OG0002059	LOC6033981|XP_038120952.1|CQUI	LOC4803044|XP_001359845.1|DPSE
OG0002060	LOC6033990|XP_038119391.1|CQUI	LOC4803980|XP_001360615.2|DPSE
OG0002061	LOC6033991|XP_001844379.1|CQUI	LOC4804315|XP_033233798.1|DPSE
OG0002062	LOC6037972|XP_038118109.1|CQUI	LOC4815857|XP_015040969.2|DPSE
OG0002063	LOC119769819|XP_038119432.1|CQUI	LOC6901845|XP_002133383.1|DPSE
OG0002064	LOC6047178|XP_038120724.1|CQUI	LOC6899446|XP_033240224.1|DPSE
OG0002065	LOC6046202|XP_038120624.1|CQUI	LOC4813998|XP_015042486.2|DPSE
OG0002066	LOC6039967|XP_038109379.1|CQUI	LOC4802883|XP_015038160.2|DPSE
OG0002067	LOC6044111|XP_038112191.1|CQUI	LOC4803396|XP_001357526.2|DPSE
OG0002068	LOC119766543|XP_038107216.1|CQUI	LOC4804442|XP_001361003.5|DPSE
OG0002069	LOC6041145|XP_001850445.2|CQUI	LOC6899750|XP_002135786.2|DPSE
OG0002070	LOC6041138|XP_001850438.2|CQUI	LOC4803114|XP_001359911.2|DPSE
OG0002071	LOC6036873|XP_038107719.1|CQUI	LOC4801379|XP_001358482.2|DPSE
OG0002072	LOC119767954|XP_038113954.1|CQUI, LOC119767948|XP_038113941.1|CQUI	LOC4805475|XP_001361870.2|DPSE
OG0002073	LOC6037933|XP_038116801.1|CQUI	LOC4812799|XP_033240350.1|DPSE
OG0002074	LOC6034286|XP_001844626.2|CQUI	LOC4804012|XP_001360642.4|DPSE
OG0002075	LOC6051422|XP_001867860.2|CQUI	LOC4817452|XP_003736146.1|DPSE
OG0002076	LOC6053604|XP_038109672.1|CQUI	LOC4805558|XP_015040719.2|DPSE
OG0002077	LOC6048428|XP_038107454.1|CQUI	LOC4812575|XP_015043584.2|DPSE
OG0002078	LOC6049195|XP_038108184.1|CQUI	LOC6898804|XP_002138778.2|DPSE
OG0002079	LOC6035445|XP_038113391.1|CQUI	LOC4813568|XP_001353299.1|DPSE, LOC117184480|XP_033238179.1|DPSE
OG0002080	LOC6045702|XP_038109755.1|CQUI	LOC4805389|XP_001361798.4|DPSE
OG0002081	LOC6045982|XP_001863256.2|CQUI	LOC4805629|XP_001362001.1|DPSE
OG0002082	LOC6036748|XP_038113901.1|CQUI	LOC4805677|XP_015040786.1|DPSE
OG0002083	LOC6035972|XP_038107184.1|CQUI	LOC6902156|XP_033238476.1|DPSE
OG0002084	LOC6035707|XP_038108824.1|CQUI	LOC4803706|XP_001360381.2|DPSE
OG0002085	LOC6042460|XP_038114127.1|CQUI	LOC4805208|XP_001361649.1|DPSE
OG0002086	LOC6046954|XP_001864067.2|CQUI	LOC4803700|XP_001360376.1|DPSE
OG0002087	LOC6035876|XP_038112932.1|CQUI	LOC6900845|XP_015043409.2|DPSE
OG0002088	LOC6048576|XP_038109929.1|CQUI	LOC4812474|XP_015044069.2|DPSE
OG0002090	LOC6048571|XP_038112054.1|CQUI	LOC4813071|XP_015042931.1|DPSE
OG0002091	LOC6042356|XP_001851484.1|CQUI	LOC4805623|XP_033233718.1|DPSE
OG0002092	LOC6042361|XP_001851488.2|CQUI, LOC6036907|XP_038108108.1|CQUI	LOC4812347|XP_015043700.1|DPSE
OG0002093	LOC6046499|XP_038110633.1|CQUI	LOC4805706|XP_004444583.1|DPSE
OG0002094	LOC6040957|XP_038113605.1|CQUI	LOC4803512|XP_001360225.1|DPSE
OG0002095	LOC6036091|XP_001846184.1|CQUI	LOC4815478|XP_001355498.1|DPSE
OG0002096	LOC6047564|XP_038107160.1|CQUI	LOC6898308|XP_015039510.2|DPSE
OG0002097	LOC6032274|XP_038114310.1|CQUI	LOC6898788|XP_002138764.3|DPSE
OG0002098	LOC6054484|XP_038109600.1|CQUI, LOC6050613|XP_038110230.1|CQUI	LOC4812329|XP_033241232.1|DPSE
OG0002099	LOC6052912|XP_038113126.1|CQUI	LOC4801818|XP_001358851.2|DPSE
OG0002100	LOC6037635|XP_001847522.2|CQUI, LOC6037636|XP_038113451.1|CQUI	LOC4812849|XP_015042566.2|DPSE
OG0002101	LOC6034560|XP_038108470.1|CQUI	LOC6898145|XP_033233209.1|DPSE
OG0002102	LOC6040553|XP_001849935.2|CQUI	LOC6898570|XP_033235001.1|DPSE
OG0002103	LOC6039927|XP_038104265.1|CQUI	LOC4801812|XP_015037401.2|DPSE
OG0002117	LOC6035092|XP_001845324.2|CQUI	LOC6901600|XP_033237843.1|DPSE
OG0002118	LOC6038196|XP_001848026.2|CQUI	LOC26533291|XP_033232988.1|DPSE
OG0002119	LOC6052831|XP_038104539.1|CQUI	LOC4801842|XP_001358875.2|DPSE
OG0002120	LOC6038312|XP_038104590.1|CQUI	LOC6899859|XP_033237161.1|DPSE
OG0002121	LOC6048963|XP_038111521.1|CQUI	LOC4800465|XP_015038559.2|DPSE
OG0002123	LOC6040410|XP_038105742.1|CQUI	LOC4817482|XP_001356478.4|DPSE
OG0002124	LOC119770815|XP_038122274.1|CQUI	LOC6901022|XP_002134506.2|DPSE
OG0002125	LOC119771160|XP_038122537.1|CQUI, LOC119765095|XP_038104176.1|CQUI	LOC4804992|XP_001361464.3|DPSE
OG0002126	LOC6053690|XP_001869735.2|CQUI	LOC4811892|XP_015044084.2|DPSE
OG0002127	LOC6051305|XP_038105747.1|CQUI	LOC4815635|XP_001355727.4|DPSE
OG0002128	LOC6050201|XP_038114963.1|CQUI	LOC4814333|XP_015042207.1|DPSE
OG0002129	LOC6038188|XP_038108193.1|CQUI	LOC4801975|XP_001358988.3|DPSE
OG0002130	LOC6048461|XP_001865375.1|CQUI	LOC6902080|XP_002133611.1|DPSE
OG0002131	LOC6041291|XP_038105189.1|CQUI	LOC6897032|XP_002137217.2|DPSE
OG0002132	LOC6042241|XP_001851379.1|CQUI	LOC4817486|XP_001356299.1|DPSE
OG0002133	LOC6041277|XP_001850564.2|CQUI	LOC4814561|XP_001354907.2|DPSE
OG0002134	LOC6053321|XP_038104459.1|CQUI	LOC6902552|XP_002133094.2|DPSE, LOC6901913|XP_002133447.1|DPSE
OG0002135	LOC6039380|XP_001848994.2|CQUI, LOC6038451|XP_038114365.1|CQUI	LOC6902161|XP_033239930.1|DPSE
OG0002136	LOC6052854|XP_038114943.1|CQUI	LOC4800281|XP_001357613.3|DPSE
OG0002137	LOC6035107|XP_001845343.2|CQUI	LOC4801749|XP_001358791.1|DPSE
OG0002138	LOC6053774|XP_001869800.2|CQUI	LOC4815083|XP_001354826.1|DPSE
OG0002139	LOC6054308|XP_038112556.1|CQUI	LOC4814738|XP_015042117.1|DPSE, LOC6902465|XP_033235713.1|DPSE
OG0002140	LOC6052944|XP_038122401.1|CQUI	LOC4815343|XP_001354929.3|DPSE
OG0002141	LOC6052597|XP_001868840.1|CQUI	LOC4811789|XP_001352357.2|DPSE
OG0002142	LOC6044771|XP_001862230.2|CQUI	LOC4802741|XP_033240251.1|DPSE
OG0002143	LOC6049815|XP_001866521.2|CQUI	LOC4817608|XP_001357010.4|DPSE
OG0002144	LOC6045241|XP_001862632.1|CQUI	LOC6899834|XP_002135701.2|DPSE
OG0002145	LOC6054639|XP_038108283.1|CQUI	LOC4803061|XP_001359862.2|DPSE
OG0002146	LOC6036975|XP_038114349.1|CQUI	LOC4802739|XP_001359602.1|DPSE
OG0002147	LOC6050629|XP_038108543.1|CQUI	LOC117184412|XP_033237509.1|DPSE, LOC6901487|XP_033237508.1|DPSE
OG0002148	LOC6049935|XP_038105474.1|CQUI	LOC4812425|XP_001352856.4|DPSE
OG0002149	LOC6049814|XP_038122450.1|CQUI	LOC6899879|XP_033237088.1|DPSE
OG0002150	LOC6042689|XP_038115140.1|CQUI	LOC4815585|XP_033238603.1|DPSE
OG0002151	LOC6042690|XP_001870711.1|CQUI	LOC4818094|XP_001357397.3|DPSE
OG0002152	LOC6043588|XP_038111921.1|CQUI	LOC4801445|XP_033232376.1|DPSE
OG0002153	LOC6051446|XP_038116744.1|CQUI	LOC4800500|XP_001357766.3|DPSE
OG0002154	LOC6038494|XP_038104249.1|CQUI	LOC4816033|XP_033238438.1|DPSE
OG0002155	LOC6045355|XP_001862743.2|CQUI	LOC4800316|XP_001357592.2|DPSE
OG0002156	LOC119765577|XP_038105669.1|CQUI	LOC6900452|XP_015042780.1|DPSE
OG0002157	LOC6031420|XP_038119185.1|CQUI	LOC4801392|XP_033235075.1|DPSE
OG0002159	LOC6042564|XP_001852253.1|CQUI	LOC4804489|XP_001361045.1|DPSE
OG0002160	LOC6053375|XP_038104218.1|CQUI	LOC4800645|XP_001357880.4|DPSE
OG0002161	LOC6034721|XP_001845003.2|CQUI, LOC6053342|XP_001869448.1|CQUI	LOC4801839|XP_001358872.1|DPSE
OG0002162	LOC6034725|XP_038105052.1|CQUI	LOC4801044|XP_033241706.1|DPSE
OG0002164	LOC6034761|XP_001845035.2|CQUI	LOC4802423|XP_001359345.2|DPSE
OG0002166	LOC6041913|XP_001851104.1|CQUI	LOC4816674|XP_001355901.2|DPSE
OG0002167	LOC6041910|XP_001851101.1|CQUI	LOC4804608|XP_033234241.1|DPSE
OG0002168	LOC6053108|XP_001869252.2|CQUI	LOC4803504|XP_001360218.3|DPSE
OG0002169	LOC119769928|XP_038119722.1|CQUI	LOC6897298|XP_002137457.2|DPSE, LOC6900740|XP_002135100.2|DPSE
OG0002170	LOC6046470|XP_001863662.2|CQUI	LOC4811779|XP_033237304.1|DPSE
OG0002171	LOC6046764|XP_038105150.1|CQUI	LOC26533134|XP_015035107.2|DPSE, LOC13036518|XP_033232481.1|DPSE
OG0002172	LOC6035363|XP_001845574.2|CQUI	LOC4801169|XP_001358303.2|DPSE
OG0002173	LOC6054518|XP_001870417.2|CQUI	LOC4817918|XP_001357234.1|DPSE
OG0002174	LOC6046593|XP_001863767.2|CQUI	LOC4801078|XP_001358237.4|DPSE
OG0002175	LOC6046591|XP_001863766.1|CQUI	LOC4801077|XP_001358236.1|DPSE
OG0002176	LOC6036519|XP_001846564.2|CQUI	LOC4800512|XP_001357777.1|DPSE
OG0002177	LOC6037521|XP_038104546.1|CQUI, LOC6037519|XP_001847423.1|CQUI	LOC4800799|XP_001358010.1|DPSE
OG0002178	LOC6035645|XP_038111574.1|CQUI	LOC4801147|XP_001358285.4|DPSE
OG0002179	LOC6046335|XP_038104078.1|CQUI	LOC4811816|XP_001352379.4|DPSE
OG0002180	LOC6035429|XP_038104069.1|CQUI	LOC6896726|XP_003736237.2|DPSE
OG0002181	LOC6052079|XP_001868406.1|CQUI	LOC4815591|XP_001355661.1|DPSE
OG0002182	LOC119766353|XP_038106772.1|CQUI, LOC6035057|XP_001845294.2|CQUI	LOC4801292|XP_015037133.2|DPSE
OG0002183	LOC6053695|XP_001869737.2|CQUI	LOC4804612|XP_001361145.5|DPSE
OG0002184	LOC6039609|XP_001849183.1|CQUI	LOC4801630|XP_001358686.2|DPSE
OG0002185	LOC6044852|XP_038104985.1|CQUI	LOC4800694|XP_015038652.1|DPSE
OG0002186	LOC119765311|XP_038104858.1|CQUI	LOC4818010|XP_001357198.2|DPSE
OG0002187	LOC6035552|XP_001845710.1|CQUI	LOC4801658|XP_001358710.1|DPSE
OG0002188	LOC6035546|XP_038104743.1|CQUI	LOC4804306|XP_001360886.2|DPSE
OG0002189	LOC6048163|XP_001865121.2|CQUI	LOC26533533|XP_015044546.2|DPSE
OG0002190	LOC6047848|XP_038106127.1|CQUI	LOC4801742|XP_033241804.1|DPSE
OG0002191	LOC6054528|XP_001870428.2|CQUI	LOC4812387|XP_001353010.2|DPSE
OG0002192	LOC6046955|XP_038113556.1|CQUI	LOC4813628|XP_001353989.3|DPSE
OG0002193	LOC6032691|XP_038105765.1|CQUI	LOC6899343|XP_033233400.1|DPSE, LOC4801028|XP_015038643.2|DPSE
OG0002194	LOC6032669|XP_001843234.1|CQUI, LOC6032668|XP_001843233.2|CQUI	LOC4801190|XP_001358320.3|DPSE
OG0002195	LOC6031632|XP_038116823.1|CQUI	LOC4801769|XP_001358810.4|DPSE
OG0002196	LOC6039344|XP_001848971.2|CQUI	LOC117183968|XP_033235612.1|DPSE, LOC4803224|XP_001360000.1|DPSE
OG0002197	LOC6046596|XP_038105222.1|CQUI	LOC6899959|XP_002135327.2|DPSE
OG0002198	LOC6034957|XP_038105850.1|CQUI	LOC6897882|XP_015038215.2|DPSE
OG0002199	LOC6033702|XP_001844125.1|CQUI	LOC4801711|XP_001358758.3|DPSE
OG0002200	LOC6039174|XP_038104559.1|CQUI	LOC4816067|XP_001355617.2|DPSE
OG0002202	LOC6046148|XP_038105307.1|CQUI	LOC4801308|XP_015037148.2|DPSE
OG0002203	LOC6039079|XP_038105676.1|CQUI	LOC4801723|XP_033240169.1|DPSE
OG0002204	LOC6049259|XP_038122869.1|CQUI	LOC4801369|XP_001358476.2|DPSE
OG0002206	LOC6037487|XP_001847397.2|CQUI	LOC4801534|XP_003736536.3|DPSE
OG0002207	LOC6033007|XP_001843517.1|CQUI	LOC4801871|XP_033238940.1|DPSE
OG0002208	LOC6033006|XP_001843516.1|CQUI	LOC6897140|XP_002137320.2|DPSE
OG0002209	LOC6045595|XP_001862936.2|CQUI	LOC4815563|XP_001355390.1|DPSE
OG0002210	LOC6045597|XP_001862938.1|CQUI	LOC6897389|XP_003736628.2|DPSE
OG0002211	LOC6045607|XP_001862945.1|CQUI	LOC4801272|XP_001358392.2|DPSE
OG0002212	LOC6038038|XP_001847883.1|CQUI	LOC4800516|XP_001357781.1|DPSE
OG0002213	LOC6051153|XP_001867636.1|CQUI	LOC4802274|XP_001359226.1|DPSE
OG0002214	LOC6032048|XP_038105292.1|CQUI	LOC6896974|XP_033232526.1|DPSE
OG0002215	LOC6032095|XP_038106196.1|CQUI	LOC6897024|XP_002137209.4|DPSE
OG0002216	LOC6032662|XP_038106882.1|CQUI	LOC117184028|XP_033235892.1|DPSE, LOC6902957|XP_002132683.2|DPSE
OG0002217	LOC6033961|XP_001844349.2|CQUI	LOC4801361|XP_001358468.2|DPSE
OG0002218	LOC6053396|XP_038104621.1|CQUI	LOC4816021|XP_001355279.2|DPSE
OG0002220	LOC6037348|XP_038105656.1|CQUI	LOC4801992|XP_033233457.1|DPSE
OG0002221	LOC119770567|XP_038121611.1|CQUI, LOC119770566|XP_038121610.1|CQUI	LOC4812746|XP_001353124.4|DPSE
OG0002222	LOC6032790|XP_001843329.2|CQUI	LOC4805451|XP_001361850.5|DPSE
OG0002224	LOC119769378|XP_038117360.1|CQUI, LOC6032799|XP_038115284.1|CQUI	LOC4804900|XP_033234157.1|DPSE
OG0002225	LOC6032897|XP_038117532.1|CQUI	LOC6899990|XP_002135356.3|DPSE
OG0002226	LOC6042794|XP_001870797.1|CQUI	LOC4803424|XP_001360139.1|DPSE
OG0002227	LOC6031136|XP_038120789.1|CQUI	LOC4804232|XP_033234573.1|DPSE
OG0002228	LOC6031157|XP_038120047.1|CQUI	LOC4803580|XP_001360284.2|DPSE
OG0002229	LOC6031155|XP_001841998.2|CQUI	LOC6898965|XP_002138925.3|DPSE
OG0002230	LOC6031161|XP_038119537.1|CQUI	LOC4804755|XP_004444285.2|DPSE
OG0002231	LOC6050941|XP_038119258.1|CQUI, LOC119769702|XP_038119059.1|CQUI	LOC4803485|XP_001360203.4|DPSE
OG0002232	LOC6040636|XP_001850004.1|CQUI	LOC4805512|XP_001361903.2|DPSE
OG0002233	LOC6047308|XP_038120904.1|CQUI, LOC6047313|XP_038119049.1|CQUI	LOC6900478|XP_002134868.3|DPSE
OG0002235	LOC6040757|XP_038115690.1|CQUI	LOC4805212|XP_033234659.1|DPSE
OG0002236	LOC6030997|XP_001841850.1|CQUI	LOC4804289|XP_001360870.3|DPSE
OG0002237	LOC6047076|XP_001864183.2|CQUI	LOC4804305|XP_015039799.2|DPSE
OG0002238	LOC6049703|XP_038118161.1|CQUI	LOC4803415|XP_015039068.2|DPSE
OG0002239	LOC6042825|XP_001870822.1|CQUI	LOC4803538|XP_001360248.1|DPSE
OG0002240	LOC6041172|XP_038118497.1|CQUI	LOC4805227|XP_001361665.2|DPSE
OG0002241	LOC6044078|XP_038116059.1|CQUI	LOC4812220|XP_001352612.3|DPSE
OG0002243	LOC6044961|XP_038119719.1|CQUI	LOC4801861|XP_033241811.1|DPSE
OG0002244	LOC119767375|XP_038111774.1|CQUI, LOC6044948|XP_001862380.2|CQUI	LOC4812636|XP_001353026.3|DPSE
OG0002245	LOC6045680|XP_038114857.1|CQUI	LOC4811920|XP_001352523.4|DPSE
OG0002246	LOC6049979|XP_038118799.1|CQUI	LOC4803416|XP_033234070.1|DPSE
OG0002247	LOC6038803|XP_001848521.2|CQUI	LOC26533982|XP_015039134.1|DPSE
OG0002248	LOC6047330|XP_038119197.1|CQUI	LOC4812023|XP_001352600.2|DPSE
OG0002249	LOC6046727|XP_038111587.1|CQUI, LOC6052976|XP_001869143.1|CQUI	LOC6900883|XP_002135240.1|DPSE
OG0002250	LOC6050221|XP_038121273.1|CQUI	LOC4804402|XP_001360971.3|DPSE
OG0002251	LOC6049011|XP_038120599.1|CQUI	LOC4804400|XP_001360970.3|DPSE
OG0002252	LOC6040660|XP_001850021.2|CQUI	LOC4804414|XP_001360982.4|DPSE
OG0002253	LOC119768700|XP_038115241.1|CQUI	LOC4805586|XP_001361967.3|DPSE
OG0002254	LOC6052417|XP_038119674.1|CQUI	LOC4800424|XP_033241599.1|DPSE
OG0002255	LOC6041121|XP_001850425.2|CQUI	LOC6896700|XP_002136914.2|DPSE, LOC4815712|XP_001355484.1|DPSE
OG0002256	LOC6053962|XP_038117648.1|CQUI	LOC4805321|XP_001361740.3|DPSE
OG0002257	LOC6036306|XP_038120022.1|CQUI	LOC4804745|XP_001361257.2|DPSE
OG0002260	LOC6051586|XP_001868005.2|CQUI	LOC6897488|XP_033232401.1|DPSE, LOC6897487|XP_002137636.2|DPSE
OG0002261	LOC6039430|XP_038119745.1|CQUI	LOC6896818|XP_002137021.2|DPSE, LOC4811999|XP_001352964.1|DPSE
OG0002263	LOC6037305|XP_001847231.1|CQUI	LOC117184953|XP_033240097.1|DPSE, LOC117184954|XP_033240098.1|DPSE, LOC4812098|XP_001352532.1|DPSE
OG0002264	LOC6036281|XP_001846347.2|CQUI	LOC4805450|XP_001361849.2|DPSE
OG0002265	LOC6054106|XP_001870076.2|CQUI	LOC4812932|XP_001353784.2|DPSE
OG0002266	LOC6040111|XP_038114718.1|CQUI	LOC6901984|XP_033239645.1|DPSE
OG0002267	LOC6041091|XP_001850398.2|CQUI	LOC4812185|XP_001352768.3|DPSE
OG0002268	LOC6041087|XP_001850394.2|CQUI	LOC4813219|XP_001354081.1|DPSE
OG0002269	LOC6044693|XP_038114553.1|CQUI	LOC6899116|XP_002139033.2|DPSE
OG0002270	LOC6037148|XP_038117201.1|CQUI	LOC4805354|XP_015040595.2|DPSE
OG0002271	LOC6036553|XP_038118891.1|CQUI	LOC4814003|XP_001354157.2|DPSE
OG0002272	LOC6035611|XP_001845760.1|CQUI	LOC4813762|XP_001353728.1|DPSE
OG0002273	LOC6033527|XP_038115340.1|CQUI	LOC6900496|XP_015042837.2|DPSE
OG0002274	LOC6048902|XP_038116037.1|CQUI	LOC4813190|XP_033240151.1|DPSE
OG0002275	LOC6038251|XP_038118213.1|CQUI	LOC4813952|XP_015043487.1|DPSE, LOC117184715|XP_033239300.1|DPSE
OG0002276	LOC6040614|XP_038116102.1|CQUI	LOC4814086|XP_015042453.2|DPSE
OG0002277	LOC6035466|XP_038118942.1|CQUI	LOC4814148|XP_001354236.2|DPSE
OG0002278	LOC6042858|XP_038117047.1|CQUI	LOC4812879|XP_001353753.3|DPSE
OG0002279	LOC6054516|XP_001870416.2|CQUI	LOC4814189|XP_001354315.1|DPSE
OG0002280	LOC6041979|XP_038116671.1|CQUI	LOC6900150|XP_033237540.1|DPSE
OG0002281	LOC6041008|XP_001850323.2|CQUI	LOC4812172|XP_001352825.3|DPSE
OG0002282	LOC119769211|XP_038117058.1|CQUI, LOC6031311|XP_001842128.2|CQUI	LOC4812505|XP_001352483.2|DPSE
OG0002283	LOC6035584|XP_038117065.1|CQUI	LOC4804467|XP_001361026.3|DPSE
OG0002284	LOC6035592|XP_001845743.1|CQUI	LOC4804037|XP_001360665.2|DPSE
OG0002285	LOC6050360|XP_001866980.2|CQUI	LOC4814837|XP_001355139.1|DPSE
OG0002286	LOC6047555|XP_038121299.1|CQUI	LOC6898207|XP_002138277.3|DPSE
OG0002287	LOC6036821|XP_038115121.1|CQUI	LOC4805355|XP_015040597.2|DPSE
OG0002288	LOC6036823|XP_038115902.1|CQUI	LOC4813986|XP_033240801.1|DPSE
OG0002289	LOC6048142|XP_001865105.1|CQUI	LOC4812738|XP_001353116.2|DPSE
OG0002290	LOC6032490|XP_001843080.1|CQUI	LOC4818177|XP_004444598.3|DPSE
OG0002291	LOC6033513|XP_038118297.1|CQUI	LOC4804924|XP_001361408.4|DPSE
OG0002292	LOC6033463|XP_038119085.1|CQUI	LOC13036500|XP_003736517.3|DPSE, LOC4803417|XP_015039071.1|DPSE
OG0002293	LOC119770382|XP_038121063.1|CQUI	LOC4803332|XP_001357513.3|DPSE
OG0002294	LOC6053981|XP_001869971.2|CQUI	LOC4801805|XP_001358840.1|DPSE, LOC6897347|XP_002137500.1|DPSE
OG0002295	LOC6043755|XP_038110402.1|CQUI	LOC4818003|XP_033235189.1|DPSE
OG0002296	LOC6053408|XP_038107636.1|CQUI	LOC4817016|XP_033236783.1|DPSE
OG0002297	LOC6047771|XP_038111266.1|CQUI	LOC4803093|XP_033233877.1|DPSE
OG0002298	LOC6048640|XP_001865531.1|CQUI	LOC4804311|XP_001360891.1|DPSE
OG0002299	LOC6048634|XP_001865530.1|CQUI	LOC6898394|XP_002138441.1|DPSE, LOC6902289|XP_002133816.3|DPSE, LOC6902259|XP_002133786.1|DPSE
OG0002300	LOC6041296|XP_038109865.1|CQUI	LOC6902591|XP_015036696.2|DPSE
OG0002301	LOC6032442|XP_038109104.1|CQUI	LOC4817935|XP_001357416.4|DPSE
OG0002302	LOC6032494|XP_038107401.1|CQUI	LOC4818001|XP_033236505.1|DPSE
OG0002303	LOC119770001|XP_038119947.1|CQUI	LOC4814716|XP_001355137.1|DPSE, LOC6899448|XP_002136085.1|DPSE
OG0002304	LOC6034145|XP_038110271.1|CQUI	LOC6903466|XP_015035425.2|DPSE
OG0002305	LOC6037882|XP_038108990.1|CQUI	LOC4813969|XP_001354127.3|DPSE
OG0002306	LOC6048483|XP_038112798.1|CQUI	LOC6902343|XP_002133289.3|DPSE
OG0002307	LOC6032953|XP_038114107.1|CQUI	LOC4817520|XP_001356935.3|DPSE
OG0002308	LOC6054586|XP_038108430.1|CQUI	LOC4816964|XP_001356376.3|DPSE
OG0002309	LOC6031325|XP_001842140.1|CQUI	LOC4817161|XP_001356818.1|DPSE
OG0002310	LOC6031360|XP_038109101.1|CQUI	LOC4817996|XP_015035580.2|DPSE
OG0002311	LOC6046331|XP_038108958.1|CQUI	LOC6902405|XP_015036986.1|DPSE
OG0002312	LOC6046701|XP_038110846.1|CQUI	LOC4817953|XP_001357342.4|DPSE
OG0002313	LOC6050065|XP_038111372.1|CQUI	LOC4803967|XP_015039514.1|DPSE
OG0002314	LOC6050053|XP_001866720.2|CQUI	LOC6898050|XP_002138136.1|DPSE
OG0002315	LOC6031936|XP_038109302.1|CQUI, LOC6031768|XP_038109420.1|CQUI	LOC4804144|XP_033233884.1|DPSE
OG0002316	LOC6037125|XP_001847068.1|CQUI	LOC4817270|XP_001356777.3|DPSE
OG0002317	LOC6050062|XP_038111373.1|CQUI	LOC6900355|XP_015042586.1|DPSE
OG0002318	LOC6031952|XP_038108738.1|CQUI	LOC4817648|XP_001357040.2|DPSE
OG0002319	LOC119767871|XP_038113550.1|CQUI, LOC6039423|XP_038106730.1|CQUI	LOC4816342|XP_001356136.2|DPSE
OG0002320	LOC6031812|XP_001842519.2|CQUI	LOC4805511|XP_001361902.2|DPSE
OG0002321	LOC6038275|XP_001848098.1|CQUI	LOC4803680|XP_033234103.1|DPSE
OG0002322	LOC6044453|XP_038109073.1|CQUI	LOC4816583|XP_001356097.4|DPSE
OG0002323	LOC6041510|XP_001850760.2|CQUI	LOC4818190|XP_001357501.2|DPSE
OG0002324	LOC6043907|XP_001861490.1|CQUI	LOC6903667|XP_033239097.1|DPSE, LOC6900270|XP_015044041.2|DPSE
OG0002325	LOC6043898|XP_038113606.1|CQUI	LOC4813316|XP_015042984.1|DPSE
OG0002326	LOC6043897|XP_038106830.1|CQUI	LOC4813019|XP_015042986.2|DPSE
OG0002327	LOC6043899|XP_038108302.1|CQUI	LOC4803139|XP_003736916.2|DPSE
OG0002328	LOC6036378|XP_001846433.2|CQUI	LOC4816611|XP_015036723.1|DPSE
OG0002329	LOC6036369|XP_038110618.1|CQUI	LOC4817602|XP_001357004.1|DPSE
OG0002330	LOC6031186|XP_038106119.1|CQUI	LOC4817604|XP_001357006.3|DPSE
OG0002331	LOC6031208|XP_001842042.2|CQUI	LOC4814533|XP_001355103.2|DPSE
OG0002332	LOC6042252|XP_001851390.2|CQUI	LOC4812068|XP_001352719.3|DPSE
OG0002333	LOC6032002|XP_038113463.1|CQUI	LOC6898614|XP_002138619.3|DPSE
OG0002334	LOC6037004|XP_001846968.2|CQUI	LOC4818020|XP_001357220.3|DPSE
OG0002335	LOC6031823|XP_038109961.1|CQUI	LOC6898566|XP_002138586.3|DPSE
OG0002336	LOC6033193|XP_038109781.1|CQUI	LOC4812124|XP_033240410.1|DPSE
OG0002337	LOC6040014|XP_038106019.1|CQUI	LOC6898867|XP_033234569.1|DPSE
OG0002338	LOC6040854|XP_038109267.1|CQUI	LOC4817780|XP_001357144.3|DPSE
OG0002339	LOC6031261|XP_038109126.1|CQUI, LOC6036110|XP_001846158.2|CQUI	LOC6902511|XP_002133053.3|DPSE
OG0002340	LOC6041523|XP_001850773.2|CQUI	LOC4817014|XP_001356841.3|DPSE
OG0002341	LOC6040128|XP_001849587.2|CQUI	LOC4804085|XP_001360702.1|DPSE
OG0002342	LOC6040132|XP_038114414.1|CQUI	LOC4817341|XP_015035889.1|DPSE
OG0002343	LOC6036647|XP_038106750.1|CQUI	LOC4816738|XP_001355956.3|DPSE
OG0002344	LOC6036655|XP_038114418.1|CQUI	LOC26533548|XP_033236789.1|DPSE
OG0002345	LOC6033169|XP_038112404.1|CQUI	LOC4805000|XP_001361470.2|DPSE
OG0002346	LOC6033282|XP_001843752.2|CQUI	LOC4816108|XP_001355782.2|DPSE
OG0002347	LOC6048996|XP_001865830.2|CQUI	LOC6898047|XP_002138133.2|DPSE
OG0002348	LOC6050418|XP_038113237.1|CQUI	LOC4817306|XP_033235353.1|DPSE
OG0002349	LOC6044752|XP_038122121.1|CQUI, LOC6039494|XP_038105822.1|CQUI, LOC119766897|XP_038109217.1|CQUI	LOC4805002|XP_003736961.3|DPSE
