Orthogroup	CQUI.longest_only	DKIK.longest_only
OG0002125	LOC119771160|XP_038122537.1|CQUI, LOC119765095|XP_038104176.1|CQUI	LOC108072439|XP_017019049.1|DKIK
OG0002126	LOC6053690|XP_001869735.2|CQUI	LOC108078369|XP_017027688.1|DKIK
OG0002127	LOC6051305|XP_038105747.1|CQUI	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK
OG0002128	LOC6050201|XP_038114963.1|CQUI	LOC108084337|XP_017036006.1|DKIK
OG0002129	LOC6038188|XP_038108193.1|CQUI	LOC108085692|XP_017037889.1|DKIK
OG0002130	LOC6048461|XP_001865375.1|CQUI	LOC108079366|XP_017029163.1|DKIK
OG0002131	LOC6041291|XP_038105189.1|CQUI	LOC108084181|XP_017035761.1|DKIK
OG0002132	LOC6042241|XP_001851379.1|CQUI	LOC108074575|XP_017022166.1|DKIK
OG0002133	LOC6041277|XP_001850564.2|CQUI	LOC108080550|XP_017030843.1|DKIK
OG0002134	LOC6053321|XP_038104459.1|CQUI	LOC108076119|XP_017024336.1|DKIK
OG0002135	LOC6039380|XP_001848994.2|CQUI, LOC6038451|XP_038114365.1|CQUI	LOC108074247|XP_017021698.1|DKIK
OG0002136	LOC6052854|XP_038114943.1|CQUI	LOC108077860|XP_017026882.1|DKIK
OG0002137	LOC6035107|XP_001845343.2|CQUI	LOC108084570|XP_017036323.1|DKIK
OG0002138	LOC6053774|XP_001869800.2|CQUI	LOC108083593|XP_017034944.1|DKIK
OG0002139	LOC6054308|XP_038112556.1|CQUI	LOC108079456|XP_017029285.1|DKIK
OG0002140	LOC6052944|XP_038122401.1|CQUI	LOC108076932|XP_017025470.1|DKIK
OG0002141	LOC6052597|XP_001868840.1|CQUI	LOC108079521|XP_017029349.1|DKIK
OG0002142	LOC6044771|XP_001862230.2|CQUI	LOC108077735|XP_017026687.1|DKIK
OG0002143	LOC6049815|XP_001866521.2|CQUI	LOC108074421|XP_017021943.1|DKIK
OG0002144	LOC6045241|XP_001862632.1|CQUI	LOC108074888|XP_017022585.1|DKIK
OG0002145	LOC6054639|XP_038108283.1|CQUI	LOC108083944|XP_017035438.1|DKIK
OG0002146	LOC6036975|XP_038114349.1|CQUI	LOC108077732|XP_017026677.1|DKIK
OG0002147	LOC6050629|XP_038108543.1|CQUI	LOC108083775|XP_017035188.1|DKIK
OG0002148	LOC6049935|XP_038105474.1|CQUI	LOC108073856|XP_017021127.1|DKIK
OG0002149	LOC6049814|XP_038122450.1|CQUI	LOC108074896|XP_017022608.1|DKIK
OG0002150	LOC6042689|XP_038115140.1|CQUI	LOC108071239|XP_017017416.1|DKIK
OG0002151	LOC6042690|XP_001870711.1|CQUI	LOC108076930|XP_017025465.1|DKIK
OG0002152	LOC6043588|XP_038111921.1|CQUI	LOC108074082|XP_017021451.1|DKIK
OG0002153	LOC6051446|XP_038116744.1|CQUI	LOC108074370|XP_017021883.1|DKIK
OG0002154	LOC6038494|XP_038104249.1|CQUI	LOC108079435|XP_017029258.1|DKIK
OG0002155	LOC6045355|XP_001862743.2|CQUI	LOC108073678|XP_017020894.1|DKIK
OG0002156	LOC119765577|XP_038105669.1|CQUI	LOC108081866|XP_017032595.1|DKIK
OG0002157	LOC6031420|XP_038119185.1|CQUI	LOC108073232|XP_017020269.1|DKIK
OG0002159	LOC6042564|XP_001852253.1|CQUI	LOC108074227|XP_017021661.1|DKIK
OG0002160	LOC6053375|XP_038104218.1|CQUI	LOC108084061|XP_017035568.1|DKIK
OG0002161	LOC6034721|XP_001845003.2|CQUI, LOC6053342|XP_001869448.1|CQUI	LOC108085683|XP_017037866.1|DKIK
OG0002162	LOC6034725|XP_038105052.1|CQUI	LOC108085915|XP_017038176.1|DKIK
OG0002164	LOC6034761|XP_001845035.2|CQUI	LOC108081269|XP_017031855.1|DKIK
OG0002166	LOC6041913|XP_001851104.1|CQUI	LOC108076897|XP_017025420.1|DKIK, LOC108080076|XP_017030149.1|DKIK
OG0002167	LOC6041910|XP_001851101.1|CQUI	LOC108082465|XP_017033337.1|DKIK
OG0002168	LOC6053108|XP_001869252.2|CQUI	LOC108072071|XP_017018563.1|DKIK
OG0002169	LOC119769928|XP_038119722.1|CQUI	LOC108078902|XP_017028524.1|DKIK
OG0002170	LOC6046470|XP_001863662.2|CQUI	LOC108083287|XP_017034510.1|DKIK
OG0002171	LOC6046764|XP_038105150.1|CQUI	LOC108084567|XP_017036316.1|DKIK
OG0002172	LOC6035363|XP_001845574.2|CQUI	LOC108071346|XP_017017571.1|DKIK
OG0002173	LOC6054518|XP_001870417.2|CQUI	LOC108077190|XP_017025924.1|DKIK
OG0002174	LOC6046593|XP_001863767.2|CQUI	LOC108077618|XP_017026513.1|DKIK
OG0002175	LOC6046591|XP_001863766.1|CQUI	LOC108077619|XP_017026514.1|DKIK
OG0002176	LOC6036519|XP_001846564.2|CQUI	LOC108084624|XP_017036401.1|DKIK
OG0002177	LOC6037521|XP_038104546.1|CQUI, LOC6037519|XP_001847423.1|CQUI	LOC108077623|XP_017026520.1|DKIK
OG0002178	LOC6035645|XP_038111574.1|CQUI	LOC108084945|XP_017036831.1|DKIK
OG0002179	LOC6046335|XP_038104078.1|CQUI	LOC108073526|XP_017020696.1|DKIK
OG0002180	LOC6035429|XP_038104069.1|CQUI	LOC108073711|XP_017020935.1|DKIK
OG0002181	LOC6052079|XP_001868406.1|CQUI	LOC108085776|XP_017038015.1|DKIK
OG0002182	LOC119766353|XP_038106772.1|CQUI, LOC6035057|XP_001845294.2|CQUI	LOC108077748|XP_017026705.1|DKIK
OG0002183	LOC6053695|XP_001869737.2|CQUI	LOC108082601|XP_017033563.1|DKIK
OG0002184	LOC6039609|XP_001849183.1|CQUI	LOC108073212|XP_017020272.1|DKIK
OG0002185	LOC6044852|XP_038104985.1|CQUI	LOC108081067|XP_017031537.1|DKIK
OG0002186	LOC119765311|XP_038104858.1|CQUI	LOC108075799|XP_017023859.1|DKIK
OG0002187	LOC6035552|XP_001845710.1|CQUI	LOC108084256|XP_017035888.1|DKIK
OG0002188	LOC6035546|XP_038104743.1|CQUI	LOC108072123|XP_017018640.1|DKIK
OG0002189	LOC6048163|XP_001865121.2|CQUI	LOC108083802|XP_017035231.1|DKIK
OG0002190	LOC6047848|XP_038106127.1|CQUI	LOC108084592|XP_017036356.1|DKIK
OG0002191	LOC6054528|XP_001870428.2|CQUI	LOC108075206|XP_017023030.1|DKIK
OG0002192	LOC6046955|XP_038113556.1|CQUI	LOC108080665|XP_017030986.1|DKIK
OG0002193	LOC6032691|XP_038105765.1|CQUI	LOC108077737|XP_017026689.1|DKIK
OG0002194	LOC6032669|XP_001843234.1|CQUI, LOC6032668|XP_001843233.2|CQUI	LOC108083684|XP_017035051.1|DKIK
OG0002195	LOC6031632|XP_038116823.1|CQUI	LOC108084613|XP_017036387.1|DKIK
OG0002196	LOC6039344|XP_001848971.2|CQUI	LOC108073401|XP_017020482.1|DKIK
OG0002197	LOC6046596|XP_038105222.1|CQUI	LOC108079024|XP_017028692.1|DKIK
OG0002198	LOC6034957|XP_038105850.1|CQUI	LOC108081206|XP_017031764.1|DKIK
OG0002199	LOC6033702|XP_001844125.1|CQUI	LOC108085014|XP_017036947.1|DKIK
OG0002200	LOC6039174|XP_038104559.1|CQUI	LOC108079392|XP_017029204.1|DKIK
OG0002202	LOC6046148|XP_038105307.1|CQUI	LOC108084286|XP_017035932.1|DKIK
OG0002203	LOC6039079|XP_038105676.1|CQUI	LOC108077851|XP_017026872.1|DKIK
OG0002204	LOC6049259|XP_038122869.1|CQUI	LOC108073444|XP_017020556.1|DKIK
OG0002206	LOC6037487|XP_001847397.2|CQUI	LOC108083629|XP_017034988.1|DKIK
OG0002207	LOC6033007|XP_001843517.1|CQUI	LOC108085721|XP_017037933.1|DKIK
OG0002208	LOC6033006|XP_001843516.1|CQUI	LOC108084704|XP_017036528.1|DKIK, LOC108085737|XP_017037955.1|DKIK
OG0002209	LOC6045595|XP_001862936.2|CQUI	LOC108079158|XP_017028895.1|DKIK
OG0002210	LOC6045597|XP_001862938.1|CQUI	LOC108070726|XP_017016811.1|DKIK
OG0002211	LOC6045607|XP_001862945.1|CQUI	LOC108074095|XP_017021476.1|DKIK
OG0002212	LOC6038038|XP_001847883.1|CQUI	LOC108084619|XP_017036394.1|DKIK
OG0002213	LOC6051153|XP_001867636.1|CQUI	LOC108080435|XP_017030658.1|DKIK
OG0002214	LOC6032048|XP_038105292.1|CQUI	LOC108073338|XP_017020391.1|DKIK
OG0002215	LOC6032095|XP_038106196.1|CQUI	LOC108075506|XP_017023462.1|DKIK
OG0002216	LOC6032662|XP_038106882.1|CQUI	LOC108078351|XP_017027649.1|DKIK
OG0002217	LOC6033961|XP_001844349.2|CQUI	LOC108085909|XP_017038166.1|DKIK
OG0002218	LOC6053396|XP_038104621.1|CQUI	LOC108083563|XP_017034907.1|DKIK
OG0002220	LOC6037348|XP_038105656.1|CQUI	LOC108074032|XP_017021388.1|DKIK
OG0002221	LOC119770567|XP_038121611.1|CQUI, LOC119770566|XP_038121610.1|CQUI	LOC108078583|XP_017027992.1|DKIK
OG0002222	LOC6032790|XP_001843329.2|CQUI	LOC108078355|XP_017027659.1|DKIK
OG0002223	LOC6032796|XP_038115295.1|CQUI	LOC108076385|XP_017024697.1|DKIK
OG0002224	LOC119769378|XP_038117360.1|CQUI, LOC6032799|XP_038115284.1|CQUI	LOC108078114|XP_017027206.1|DKIK
OG0002225	LOC6032897|XP_038117532.1|CQUI	LOC108070604|XP_017016663.1|DKIK
OG0002226	LOC6042794|XP_001870797.1|CQUI	LOC108076341|XP_017024617.1|DKIK
OG0002227	LOC6031136|XP_038120789.1|CQUI	LOC108085154|XP_017037171.1|DKIK
OG0002228	LOC6031157|XP_038120047.1|CQUI	LOC108074743|XP_017022405.1|DKIK
OG0002229	LOC6031155|XP_001841998.2|CQUI	LOC108076504|XP_017024891.1|DKIK, LOC108076155|XP_017024370.1|DKIK
OG0002230	LOC6031161|XP_038119537.1|CQUI	LOC108078257|XP_017027481.1|DKIK
OG0002231	LOC6050941|XP_038119258.1|CQUI, LOC119769702|XP_038119059.1|CQUI	LOC108081332|XP_017031962.1|DKIK
OG0002232	LOC6040636|XP_001850004.1|CQUI	LOC108078238|XP_017027433.1|DKIK
OG0002233	LOC6047308|XP_038120904.1|CQUI, LOC6047313|XP_038119049.1|CQUI	LOC108070392|XP_017016330.1|DKIK
OG0002234	LOC6042094|XP_038109897.1|CQUI, LOC6049788|XP_038119930.1|CQUI, LOC6049787|XP_001866494.1|CQUI	LOC108082621|XP_017033590.1|DKIK
OG0002235	LOC6040757|XP_038115690.1|CQUI	LOC108078263|XP_017027491.1|DKIK
OG0002236	LOC6030997|XP_001841850.1|CQUI	LOC108072194|XP_017018742.1|DKIK
OG0002237	LOC6047076|XP_001864183.2|CQUI	LOC108072121|XP_017018634.1|DKIK
OG0002238	LOC6049703|XP_038118161.1|CQUI	LOC108070530|XP_017016541.1|DKIK
OG0002239	LOC6042825|XP_001870822.1|CQUI	LOC108078392|XP_017027736.1|DKIK
OG0002240	LOC6041172|XP_038118497.1|CQUI	LOC108076752|XP_017025237.1|DKIK
OG0002241	LOC6044078|XP_038116059.1|CQUI	LOC108078761|XP_017028286.1|DKIK, LOC108081331|XP_017031958.1|DKIK
OG0002243	LOC6044961|XP_038119719.1|CQUI	LOC108084138|XP_017035670.1|DKIK
OG0002244	LOC119767375|XP_038111774.1|CQUI, LOC6044948|XP_001862380.2|CQUI	LOC108072729|XP_017019478.1|DKIK
OG0002245	LOC6045680|XP_038114857.1|CQUI	LOC108070559|XP_017016573.1|DKIK
OG0002246	LOC6049979|XP_038118799.1|CQUI	LOC108080699|XP_017031026.1|DKIK
OG0002247	LOC6038803|XP_001848521.2|CQUI	LOC108072073|XP_017018565.1|DKIK
OG0002248	LOC6047330|XP_038119197.1|CQUI	LOC108079845|XP_017029841.1|DKIK
OG0002249	LOC6046727|XP_038111587.1|CQUI, LOC6052976|XP_001869143.1|CQUI	LOC108078622|XP_017028034.1|DKIK
OG0002250	LOC6050221|XP_038121273.1|CQUI	LOC108077971|XP_017027002.1|DKIK
OG0002251	LOC6049011|XP_038120599.1|CQUI	LOC108076816|XP_017025336.1|DKIK
OG0002252	LOC6040660|XP_001850021.2|CQUI	LOC108076826|XP_017025348.1|DKIK
OG0002253	LOC119768700|XP_038115241.1|CQUI	LOC108070899|XP_017017038.1|DKIK
OG0002254	LOC6052417|XP_038119674.1|CQUI	LOC108073346|XP_017020400.1|DKIK
OG0002255	LOC6041121|XP_001850425.2|CQUI	LOC108079393|XP_017029205.1|DKIK
OG0002256	LOC6053962|XP_038117648.1|CQUI	LOC108078519|XP_017027913.1|DKIK
OG0002257	LOC6036306|XP_038120022.1|CQUI	LOC108078218|XP_017027396.1|DKIK
OG0002260	LOC6051586|XP_001868005.2|CQUI	LOC108073923|XP_017021209.1|DKIK
OG0002261	LOC6039430|XP_038119745.1|CQUI	LOC108083240|XP_017034435.1|DKIK
OG0002263	LOC6037305|XP_001847231.1|CQUI	LOC108078708|XP_017028158.1|DKIK
OG0002264	LOC6036281|XP_001846347.2|CQUI	LOC108078354|XP_017027658.1|DKIK
OG0002265	LOC6054106|XP_001870076.2|CQUI	LOC108071925|XP_017018374.1|DKIK
OG0002266	LOC6040111|XP_038114718.1|CQUI	LOC108083015|XP_017034130.1|DKIK
OG0002267	LOC6041091|XP_001850398.2|CQUI	LOC108078921|XP_017028556.1|DKIK
OG0002268	LOC6041087|XP_001850394.2|CQUI	LOC108085810|XP_017038050.1|DKIK
OG0002269	LOC6044693|XP_038114553.1|CQUI	LOC108082421|XP_017033274.1|DKIK
OG0002270	LOC6037148|XP_038117201.1|CQUI	LOC108078377|XP_017027699.1|DKIK
OG0002271	LOC6036553|XP_038118891.1|CQUI	LOC108078887|XP_017028506.1|DKIK
OG0002272	LOC6035611|XP_001845760.1|CQUI	LOC108079874|XP_017029879.1|DKIK
OG0002273	LOC6033527|XP_038115340.1|CQUI	LOC108083741|XP_017035143.1|DKIK
OG0002274	LOC6048902|XP_038116037.1|CQUI	LOC108075173|XP_017022984.1|DKIK
OG0002275	LOC6038251|XP_038118213.1|CQUI	LOC108078704|XP_017028151.1|DKIK
OG0002276	LOC6040614|XP_038116102.1|CQUI	LOC108079044|XP_017028719.1|DKIK
OG0002277	LOC6035466|XP_038118942.1|CQUI	LOC108079117|XP_017028846.1|DKIK
OG0002278	LOC6042858|XP_038117047.1|CQUI	LOC108085979|XP_017038269.1|DKIK
OG0002279	LOC6054516|XP_001870416.2|CQUI	LOC108078809|XP_017028376.1|DKIK
OG0002280	LOC6041979|XP_038116671.1|CQUI	LOC108078691|XP_017028130.1|DKIK
OG0002281	LOC6041008|XP_001850323.2|CQUI	LOC108079769|XP_017029684.1|DKIK
OG0002282	LOC119769211|XP_038117058.1|CQUI, LOC6031311|XP_001842128.2|CQUI	LOC108073942|XP_017021245.1|DKIK
OG0002283	LOC6035584|XP_038117065.1|CQUI	LOC108076266|XP_017024503.1|DKIK
OG0002284	LOC6035592|XP_001845743.1|CQUI	LOC108076781|XP_017025276.1|DKIK
OG0002285	LOC6050360|XP_001866980.2|CQUI	LOC108079346|XP_017029142.1|DKIK
OG0002286	LOC6047555|XP_038121299.1|CQUI	LOC108072365|XP_017018948.1|DKIK
OG0002287	LOC6036821|XP_038115121.1|CQUI	LOC108078365|XP_017027676.1|DKIK
OG0002288	LOC6036823|XP_038115902.1|CQUI	LOC108078813|XP_017028381.1|DKIK
OG0002289	LOC6048142|XP_001865105.1|CQUI	LOC108077475|XP_017026283.1|DKIK
OG0002290	LOC6032490|XP_001843080.1|CQUI	LOC108082715|XP_017033712.1|DKIK
OG0002291	LOC6033513|XP_038118297.1|CQUI	LOC108072933|XP_017019771.1|DKIK
OG0002292	LOC6033463|XP_038119085.1|CQUI	LOC108080732|XP_017031080.1|DKIK
OG0002293	LOC119770382|XP_038121063.1|CQUI	LOC108072441|XP_017019057.1|DKIK
OG0002294	LOC6053981|XP_001869971.2|CQUI	LOC108085035|XP_017036971.1|DKIK
OG0002295	LOC6043755|XP_038110402.1|CQUI	LOC108075848|XP_017023918.1|DKIK
OG0002296	LOC6053408|XP_038107636.1|CQUI	LOC108077150|XP_017025866.1|DKIK
OG0002297	LOC6047771|XP_038111266.1|CQUI	LOC108084192|XP_017035778.1|DKIK
OG0002298	LOC6048640|XP_001865531.1|CQUI	LOC108072130|XP_017018654.1|DKIK
OG0002299	LOC6048634|XP_001865530.1|CQUI	LOC108072928|XP_017019764.1|DKIK
OG0002300	LOC6041296|XP_038109865.1|CQUI	LOC108073627|XP_017020818.1|DKIK
OG0002301	LOC6032442|XP_038109104.1|CQUI	LOC108081527|XP_017032232.1|DKIK
OG0002302	LOC6032494|XP_038107401.1|CQUI	LOC108077192|XP_017025929.1|DKIK
OG0002303	LOC119770001|XP_038119947.1|CQUI	LOC108079459|XP_017029287.1|DKIK
OG0002304	LOC6034145|XP_038110271.1|CQUI	LOC108085258|XP_017037295.1|DKIK
OG0002305	LOC6037882|XP_038108990.1|CQUI	LOC108075012|XP_017022748.1|DKIK
OG0002306	LOC6048483|XP_038112798.1|CQUI	LOC108074858|XP_017022558.1|DKIK
OG0002307	LOC6032953|XP_038114107.1|CQUI	LOC108074551|XP_017022136.1|DKIK
OG0002308	LOC6054586|XP_038108430.1|CQUI	LOC108077141|XP_017025844.1|DKIK
OG0002309	LOC6031325|XP_001842140.1|CQUI	LOC108081365|XP_017032006.1|DKIK
OG0002310	LOC6031360|XP_038109101.1|CQUI	LOC108081414|XP_017032082.1|DKIK
OG0002311	LOC6046331|XP_038108958.1|CQUI	LOC108082780|XP_017033804.1|DKIK
OG0002312	LOC6046701|XP_038110846.1|CQUI	LOC108072490|XP_017019146.1|DKIK
OG0002313	LOC6050065|XP_038111372.1|CQUI	LOC108076513|XP_017024908.1|DKIK
OG0002314	LOC6050053|XP_001866720.2|CQUI	LOC108070815|XP_017016904.1|DKIK
OG0002315	LOC6031936|XP_038109302.1|CQUI, LOC6031768|XP_038109420.1|CQUI	LOC108082326|XP_017033144.1|DKIK
OG0002316	LOC6037125|XP_001847068.1|CQUI	LOC108081976|XP_017032701.1|DKIK
OG0002317	LOC6050062|XP_038111373.1|CQUI	LOC108072752|XP_017019510.1|DKIK, LOC108073737|XP_017021377.1|DKIK
OG0002318	LOC6031952|XP_038108738.1|CQUI	LOC108082836|XP_017033889.1|DKIK
OG0002319	LOC119767871|XP_038113550.1|CQUI, LOC6039423|XP_038106730.1|CQUI	LOC108072617|XP_017019333.1|DKIK
OG0002320	LOC6031812|XP_001842519.2|CQUI	LOC108078153|XP_017027285.1|DKIK
OG0002321	LOC6038275|XP_001848098.1|CQUI	LOC108074705|XP_017022334.1|DKIK
OG0002322	LOC6044453|XP_038109073.1|CQUI	LOC108075784|XP_017023832.1|DKIK
OG0002323	LOC6041510|XP_001850760.2|CQUI	LOC108081447|XP_017032125.1|DKIK, LOC108079493|XP_017029322.1|DKIK
OG0002324	LOC6043907|XP_001861490.1|CQUI	LOC108083272|XP_017034481.1|DKIK
OG0002325	LOC6043898|XP_038113606.1|CQUI	LOC108073516|XP_017020678.1|DKIK
OG0002326	LOC6043897|XP_038106830.1|CQUI	LOC108073512|XP_017020673.1|DKIK
OG0002327	LOC6043899|XP_038108302.1|CQUI	LOC108084858|XP_017036727.1|DKIK
OG0002328	LOC6036378|XP_001846433.2|CQUI	LOC108082681|XP_017033671.1|DKIK
OG0002329	LOC6036369|XP_038110618.1|CQUI	LOC108074448|XP_017021978.1|DKIK
OG0002330	LOC6031186|XP_038106119.1|CQUI	LOC108074439|XP_017021967.1|DKIK
OG0002331	LOC6031208|XP_001842042.2|CQUI	LOC108079154|XP_017028891.1|DKIK
OG0002332	LOC6042252|XP_001851390.2|CQUI	LOC108075294|XP_017023178.1|DKIK
OG0002333	LOC6032002|XP_038113463.1|CQUI	LOC108072349|XP_017018929.1|DKIK
OG0002334	LOC6037004|XP_001846968.2|CQUI	LOC108074568|XP_017022162.1|DKIK
OG0002335	LOC6031823|XP_038109961.1|CQUI	LOC108082571|XP_017033517.1|DKIK
OG0002336	LOC6033193|XP_038109781.1|CQUI	LOC108085541|XP_017037663.1|DKIK
OG0002337	LOC6040014|XP_038106019.1|CQUI	LOC108078100|XP_017027187.1|DKIK
OG0002338	LOC6040854|XP_038109267.1|CQUI	LOC108072860|XP_017019665.1|DKIK
OG0002339	LOC6031261|XP_038109126.1|CQUI, LOC6036110|XP_001846158.2|CQUI	LOC108085352|XP_017037407.1|DKIK
OG0002340	LOC6041523|XP_001850773.2|CQUI	LOC108076117|XP_017024338.1|DKIK
OG0002341	LOC6040128|XP_001849587.2|CQUI	LOC108073144|XP_017020141.1|DKIK
OG0002342	LOC6040132|XP_038114414.1|CQUI	LOC108077405|XP_017026193.1|DKIK
OG0002343	LOC6036647|XP_038106750.1|CQUI	LOC108086246|XP_017038606.1|DKIK
OG0002344	LOC6036655|XP_038114418.1|CQUI	LOC108084691|XP_017036515.1|DKIK
OG0002345	LOC6033169|XP_038112404.1|CQUI	LOC108076757|XP_017025246.1|DKIK
OG0002346	LOC6033282|XP_001843752.2|CQUI	LOC108077427|XP_017026220.1|DKIK
OG0002347	LOC6048996|XP_001865830.2|CQUI	LOC108072420|XP_017019014.1|DKIK
OG0002348	LOC6050418|XP_038113237.1|CQUI	LOC108079615|XP_017029479.1|DKIK
OG0002349	LOC6044752|XP_038122121.1|CQUI, LOC6039494|XP_038105822.1|CQUI, LOC119766897|XP_038109217.1|CQUI	LOC108076758|XP_017025247.1|DKIK
OG0002350	LOC6031634|XP_038119250.1|CQUI, LOC6033104|XP_001843599.2|CQUI	LOC108071781|XP_017018134.1|DKIK
OG0002351	LOC6042105|XP_038114014.1|CQUI	LOC108082587|XP_017033538.1|DKIK
OG0002352	LOC6042118|XP_038112064.1|CQUI	LOC108081833|XP_017032563.1|DKIK
OG0002353	LOC6043228|XP_001857727.2|CQUI	LOC108081464|XP_017032143.1|DKIK
OG0002354	LOC6033274|XP_038113892.1|CQUI	LOC108076260|XP_017024501.1|DKIK
OG0002355	LOC6038937|XP_038108240.1|CQUI	LOC108077269|XP_017026029.1|DKIK, LOC108072463|XP_017019088.1|DKIK
OG0002356	LOC6044243|XP_038114335.1|CQUI	LOC108072572|XP_017019266.1|DKIK
OG0002357	LOC6052967|XP_038113574.1|CQUI, LOC6052659|XP_038106613.1|CQUI, LOC6044241|XP_001861780.2|CQUI	LOC108077785|XP_017026774.1|DKIK
OG0002358	LOC6031859|XP_038106717.1|CQUI	LOC108077055|XP_017025708.1|DKIK
OG0002359	LOC6031881|XP_038111803.1|CQUI	LOC108071751|XP_017018065.1|DKIK
OG0002360	LOC6036445|XP_001846496.2|CQUI	LOC108082161|XP_017032951.1|DKIK
OG0002361	LOC119766965|XP_038109659.1|CQUI	LOC108083060|XP_017034182.1|DKIK
OG0002362	LOC6054587|XP_038107867.1|CQUI	LOC108073646|XP_017020854.1|DKIK
OG0002363	LOC6038008|XP_001847855.1|CQUI	LOC108072856|XP_017019660.1|DKIK
OG0002364	LOC6038009|XP_038113072.1|CQUI	LOC108072843|XP_017019628.1|DKIK
OG0002365	LOC6038010|XP_001847857.2|CQUI	LOC108072845|XP_017019646.1|DKIK
OG0002366	LOC6036339|XP_038111196.1|CQUI	LOC108086199|XP_017038550.1|DKIK
OG0002367	LOC6034393|XP_038109097.1|CQUI	LOC108074534|XP_017022108.1|DKIK, LOC108074498|XP_017022060.1|DKIK
OG0002368	LOC6039844|XP_038108567.1|CQUI	LOC108075787|XP_017023841.1|DKIK
OG0002369	LOC6034866|XP_001845136.2|CQUI	LOC108083408|XP_017034650.1|DKIK
OG0002370	LOC6042079|XP_038107575.1|CQUI	LOC108075361|XP_017023264.1|DKIK
OG0002371	LOC6042074|XP_038107576.1|CQUI	LOC108085270|XP_017037310.1|DKIK, LOC108075339|XP_017023246.1|DKIK
OG0002372	LOC6033604|XP_038107033.1|CQUI	LOC108079600|XP_017029446.1|DKIK
OG0002373	LOC6042945|XP_001870884.2|CQUI, LOC6053051|XP_001869210.1|CQUI	LOC108081413|XP_017032081.1|DKIK
OG0002374	LOC6048336|XP_038110935.1|CQUI	LOC108073436|XP_017020545.1|DKIK
OG0002375	LOC6037683|XP_038108247.1|CQUI	LOC108074074|XP_017021439.1|DKIK
OG0002376	LOC6048804|XP_038122078.1|CQUI	LOC108075842|XP_017023906.1|DKIK
OG0002377	LOC6040478|XP_001849864.2|CQUI	LOC108075577|XP_017023583.1|DKIK
OG0002378	LOC6042670|XP_001853364.1|CQUI	LOC108070419|XP_017016362.1|DKIK
OG0002379	LOC6039013|XP_001848695.2|CQUI	LOC108072551|XP_017019215.1|DKIK
OG0002380	LOC6047575|XP_001864617.1|CQUI	LOC108083781|XP_017035196.1|DKIK
OG0002381	LOC6032249|XP_001842887.1|CQUI	LOC108072878|XP_017019686.1|DKIK
OG0002382	LOC6048718|XP_038115337.1|CQUI	LOC108071776|XP_017018119.1|DKIK
OG0002383	LOC6054417|XP_038118937.1|CQUI	LOC108079883|XP_017029889.1|DKIK
OG0002384	LOC6048311|XP_038119472.1|CQUI, LOC6048302|XP_038116611.1|CQUI	LOC108083520|XP_017034835.1|DKIK
OG0002385	LOC6033033|XP_001843539.2|CQUI	LOC108079302|XP_017029072.1|DKIK
OG0002386	LOC6033077|XP_038120640.1|CQUI	LOC108078311|XP_017027632.1|DKIK
OG0002387	LOC6051016|XP_038115133.1|CQUI	LOC108071333|XP_017017538.1|DKIK
OG0002388	LOC6053486|XP_038122199.1|CQUI	LOC108084172|XP_017035748.1|DKIK
OG0002389	LOC6047438|XP_001864493.1|CQUI, LOC6034238|XP_038106278.1|CQUI	LOC108080297|XP_017030463.1|DKIK
OG0002390	LOC6049310|XP_001866082.2|CQUI	LOC108076893|XP_017025414.1|DKIK
OG0002391	LOC6039477|XP_038119173.1|CQUI	LOC108078371|XP_017027687.1|DKIK
OG0002392	LOC6044685|XP_038120275.1|CQUI	LOC108071878|XP_017018295.1|DKIK
OG0002393	LOC6045689|XP_038119329.1|CQUI	LOC108079903|XP_017029923.1|DKIK
OG0002394	LOC6039388|XP_038121848.1|CQUI	LOC108081241|XP_017031808.1|DKIK
OG0002395	LOC6046522|XP_038121760.1|CQUI	LOC108081507|XP_017032214.1|DKIK
OG0002396	LOC6035019|XP_038119412.1|CQUI	LOC108078158|XP_017027297.1|DKIK
OG0002397	LOC6043888|XP_001861470.1|CQUI	LOC108079282|XP_017029068.1|DKIK
OG0002398	LOC6050951|XP_001867465.2|CQUI	LOC108083519|XP_017034834.1|DKIK
OG0002399	LOC119768868|XP_038116323.1|CQUI	LOC108085081|XP_017037040.1|DKIK
OG0002400	LOC6049235|XP_038120383.1|CQUI	LOC108073045|XP_017019997.1|DKIK
OG0002401	LOC6050680|XP_001867244.2|CQUI	LOC108085327|XP_017037371.1|DKIK
OG0002402	LOC6047584|XP_038116540.1|CQUI	LOC108081251|XP_017031825.1|DKIK
OG0002403	LOC6053670|XP_038118861.1|CQUI	LOC108080904|XP_017031297.1|DKIK
OG0002404	LOC6044716|XP_038118794.1|CQUI	LOC108073449|XP_017020562.1|DKIK
OG0002405	LOC6042040|XP_038118600.1|CQUI	LOC108075392|XP_017023291.1|DKIK
OG0002406	LOC119768831|XP_038116131.1|CQUI	LOC108071544|XP_017017809.1|DKIK
OG0002407	LOC6039819|XP_038116523.1|CQUI	LOC108084996|XP_017036910.1|DKIK
OG0002408	LOC6039804|XP_038119512.1|CQUI	LOC108075604|XP_017023625.1|DKIK
OG0002410	LOC6054177|XP_038119593.1|CQUI	LOC108078623|XP_017028073.1|DKIK
