Orthogroup	CQUI.longest_only	BTRY.longest_only
OG0001370	LOC6030780|XP_001841674.2|CQUI	LOC120770535|XP_039954023.1|BTRY
OG0001372	LOC6052802|XP_038118759.1|CQUI	LOC120770332|XP_039953661.1|BTRY
OG0001373	LOC6041327|XP_038111903.1|CQUI	LOC120779352|XP_039967482.1|BTRY, LOC120768582|XP_039951271.1|BTRY, LOC120781489|XP_039969647.1|BTRY, LOC120768837|XP_039951522.1|BTRY, LOC120779339|XP_039967472.1|BTRY
OG0001374	LOC6032452|XP_001843048.1|CQUI	LOC120772264|XP_039956701.1|BTRY
OG0001375	LOC119766164|XP_038106502.1|CQUI	LOC120782337|XP_039970502.1|BTRY
OG0001376	LOC6048889|XP_001865734.2|CQUI, LOC6048890|XP_001865735.2|CQUI	LOC120770065|XP_039953119.1|BTRY
OG0001377	LOC6031968|XP_038112116.1|CQUI	LOC120767763|XP_039949932.1|BTRY
OG0001378	LOC6039573|XP_001849170.2|CQUI	LOC120769683|XP_039952738.1|BTRY
OG0001379	LOC6045361|XP_038113639.1|CQUI	LOC120768916|XP_039951622.1|BTRY
OG0001381	LOC6033216|XP_001843693.2|CQUI	LOC120772383|XP_039956907.1|BTRY
OG0001382	LOC6031266|XP_038109596.1|CQUI	LOC120768562|XP_039951243.1|BTRY
OG0001383	LOC6048994|XP_001865828.1|CQUI	LOC120772239|XP_039956667.1|BTRY
OG0001384	LOC6046637|XP_001863807.2|CQUI	LOC120769361|XP_039952256.1|BTRY, LOC120769193|XP_039952021.1|BTRY, LOC120768754|XP_039951460.1|BTRY
OG0001385	LOC6034387|XP_038110617.1|CQUI	LOC120781748|XP_039969914.1|BTRY
OG0001386	LOC6053855|XP_038106997.1|CQUI	LOC120767372|XP_039949284.1|BTRY
OG0001387	LOC6047222|XP_001864306.1|CQUI, LOC6047224|XP_038112158.1|CQUI	LOC120769696|XP_039952757.1|BTRY
OG0001388	LOC6032182|XP_038109835.1|CQUI, LOC6032181|XP_038113802.1|CQUI, LOC6052123|XP_001868440.2|CQUI	LOC120769817|XP_039952959.1|BTRY
OG0001389	LOC6044883|XP_038121439.1|CQUI, LOC6038982|XP_038119289.1|CQUI	LOC120782244|XP_039970345.1|BTRY
OG0001390	LOC6043555|XP_038119180.1|CQUI	LOC120767925|XP_039950220.1|BTRY, LOC120778231|XP_039965923.1|BTRY
OG0001391	LOC6048704|XP_038118530.1|CQUI	LOC120768082|XP_039950545.1|BTRY
OG0001392	LOC6041800|XP_001851015.2|CQUI	LOC120774728|XP_039960413.1|BTRY
OG0001393	LOC119770223|XP_038120602.1|CQUI	LOC120774011|XP_039959224.1|BTRY
OG0001394	LOC6046271|XP_038119136.1|CQUI, LOC119766035|XP_038106314.1|CQUI, LOC6052486|XP_038108722.1|CQUI	LOC120779731|XP_039968036.1|BTRY
OG0001395	LOC119770297|XP_038120835.1|CQUI	LOC120771413|XP_039955330.1|BTRY
OG0001396	LOC6039739|XP_001849290.2|CQUI	LOC120774065|XP_039959304.1|BTRY
OG0001397	LOC6047980|XP_038116129.1|CQUI, LOC6037602|XP_038121622.1|CQUI	LOC120782431|XP_039970648.1|BTRY
OG0001399	LOC6046189|XP_038112799.1|CQUI	LOC120772680|XP_039957352.1|BTRY
OG0001400	LOC6046814|XP_001863949.2|CQUI	LOC120766299|XP_039947637.1|BTRY
OG0001401	LOC6035448|XP_001845635.2|CQUI, LOC6043103|XP_001855831.2|CQUI, LOC6035463|XP_001845649.1|CQUI	LOC120778432|XP_039966148.1|BTRY
OG0001402	LOC6052985|XP_001869146.2|CQUI	LOC120777918|XP_039965436.1|BTRY
OG0001403	LOC6035872|XP_001845986.2|CQUI, LOC6035873|XP_001845987.2|CQUI	LOC120777950|XP_039965495.1|BTRY
OG0001404	LOC6031682|XP_038114066.1|CQUI	LOC120780098|XP_039968315.1|BTRY
OG0001405	LOC6037799|XP_001847675.2|CQUI	LOC120772539|XP_039957154.1|BTRY
OG0001406	LOC6051904|XP_001868262.1|CQUI	LOC120776087|XP_039962499.1|BTRY
OG0001407	LOC6038938|XP_001848633.1|CQUI	LOC120778664|XP_039966523.1|BTRY
OG0001408	LOC6054709|XP_001870580.2|CQUI	LOC120771189|XP_039955019.1|BTRY
OG0001409	LOC119767878|XP_038113593.1|CQUI, LOC6032571|XP_038116434.1|CQUI, LOC119767778|XP_038113187.1|CQUI, LOC119770785|XP_038122202.1|CQUI	LOC120778196|XP_039965874.1|BTRY, LOC120780677|XP_039968880.1|BTRY, LOC120779733|XP_039968042.1|BTRY, LOC120780676|XP_039968879.1|BTRY, LOC120780888|XP_039969058.1|BTRY, LOC120780928|XP_039969092.1|BTRY, LOC120781928|XP_039970033.1|BTRY, LOC120780090|XP_039968302.1|BTRY, LOC120780579|XP_039968774.1|BTRY, LOC120779545|XP_039967822.1|BTRY
OG0001410	LOC119770332|XP_038120939.1|CQUI, LOC119771190|XP_038122723.1|CQUI, LOC119766092|XP_038106412.1|CQUI, LOC119766286|XP_038106664.1|CQUI, LOC119770593|XP_038121717.1|CQUI, LOC119765989|XP_038106230.1|CQUI, LOC119770154|XP_038120466.1|CQUI, LOC119769184|XP_038117017.1|CQUI	LOC120779852|XP_039968145.1|BTRY, LOC120779340|XP_039967473.1|BTRY
OG0001429	LOC6048863|XP_038105219.1|CQUI, LOC6047055|XP_038104443.1|CQUI	LOC120782830|XP_039971283.1|BTRY
OG0001430	LOC6044329|XP_038105537.1|CQUI	LOC120766978|XP_039948707.1|BTRY
OG0001431	LOC6035151|XP_038104540.1|CQUI	LOC120774499|XP_039960103.1|BTRY
OG0001432	LOC6054521|XP_038122563.1|CQUI	LOC120774090|XP_039959357.1|BTRY
OG0001433	LOC6046915|XP_038104735.1|CQUI	LOC120775203|XP_039961200.1|BTRY
OG0001434	LOC6045215|XP_001862605.2|CQUI	LOC120773915|XP_039959044.1|BTRY
OG0001435	LOC6051492|XP_038117227.1|CQUI, LOC6045719|XP_001863028.2|CQUI	LOC120772309|XP_039956756.1|BTRY
OG0001436	LOC6050198|XP_038104525.1|CQUI	LOC120775484|XP_039961622.1|BTRY
OG0001437	LOC6048183|XP_001865135.1|CQUI	LOC120766433|XP_039947871.1|BTRY
OG0001438	LOC6037949|XP_038122757.1|CQUI	LOC120782733|XP_039971099.1|BTRY
OG0001439	LOC6049817|XP_038122655.1|CQUI, LOC6052268|XP_038106474.1|CQUI, LOC6035724|XP_038116899.1|CQUI, LOC119766585|XP_038107328.1|CQUI	LOC120773869|XP_039958960.1|BTRY
OG0001440	LOC6048960|XP_038105048.1|CQUI	LOC120773373|XP_039958135.1|BTRY
OG0001441	LOC6031440|XP_001842245.2|CQUI, LOC6031441|XP_038105457.1|CQUI	LOC120774491|XP_039960096.1|BTRY
OG0001442	LOC6044008|XP_001861568.1|CQUI	LOC120775633|XP_039961821.1|BTRY
OG0001443	LOC6047470|XP_001864524.2|CQUI, LOC6047471|XP_001864525.2|CQUI	LOC120766472|XP_039947944.1|BTRY
OG0001444	LOC6044859|XP_038104624.1|CQUI	LOC120766241|XP_039947557.1|BTRY
OG0001445	LOC6039932|XP_001849430.1|CQUI	LOC120771628|XP_039955653.1|BTRY, LOC120782761|XP_039971156.1|BTRY
OG0001446	LOC6040670|XP_038122660.1|CQUI, LOC119765526|XP_038105472.1|CQUI	LOC120771368|XP_039955265.1|BTRY
OG0001447	LOC6035336|XP_038104354.1|CQUI	LOC120782492|XP_039970730.1|BTRY
OG0001448	LOC6035542|XP_001845700.1|CQUI, LOC6047272|XP_001864351.2|CQUI, LOC6047705|XP_001864727.2|CQUI	LOC120775555|XP_039961718.1|BTRY
OG0001449	LOC6039600|XP_001849180.2|CQUI	LOC120777333|XP_039964509.1|BTRY
OG0001450	LOC6031154|XP_038116027.1|CQUI	LOC120766855|XP_039948516.1|BTRY
OG0001451	LOC6038893|XP_038113599.1|CQUI, LOC119767033|XP_038110189.1|CQUI, LOC119769371|XP_038117350.1|CQUI	LOC120771731|XP_039955824.1|BTRY
OG0001452	LOC6052660|XP_038115024.1|CQUI	LOC120771041|XP_039954770.1|BTRY
OG0001453	LOC6049785|XP_001866492.2|CQUI, LOC6049784|XP_001866491.2|CQUI	LOC120777772|XP_039965220.1|BTRY
OG0001454	LOC6032932|XP_001843452.2|CQUI	LOC120780351|XP_039968577.1|BTRY
OG0001455	LOC6051546|XP_038119698.1|CQUI	LOC120776551|XP_039963234.1|BTRY
OG0001456	LOC6052304|XP_038116089.1|CQUI	LOC120770451|XP_039953870.1|BTRY
OG0001457	LOC6039266|XP_038118474.1|CQUI	LOC120770960|XP_039954623.1|BTRY
OG0001458	LOC6041453|XP_038116471.1|CQUI, LOC6041452|XP_038117278.1|CQUI	LOC120771956|XP_039956201.1|BTRY
OG0001459	LOC6052886|XP_038112076.1|CQUI, LOC6045671|XP_038117105.1|CQUI	LOC120778806|XP_039966744.1|BTRY
OG0001460	LOC6043365|XP_038120741.1|CQUI	LOC120773018|XP_039957880.1|BTRY
OG0001461	LOC6048746|XP_038116352.1|CQUI	LOC120774970|XP_039960794.1|BTRY
OG0001463	LOC6036237|XP_038117951.1|CQUI	LOC120766436|XP_039947873.1|BTRY
OG0001464	LOC6043979|XP_038118854.1|CQUI	LOC120776193|XP_039962753.1|BTRY
OG0001465	LOC6052932|XP_038120832.1|CQUI	LOC120771390|XP_039955291.1|BTRY
OG0001466	LOC6036432|XP_038121604.1|CQUI	LOC120767954|XP_039950275.1|BTRY
OG0001467	LOC6050213|XP_001866857.1|CQUI, LOC6036548|XP_001846591.2|CQUI	LOC120767261|XP_039949063.1|BTRY
OG0001468	LOC6038227|XP_001848055.2|CQUI	LOC120777662|XP_039965050.1|BTRY
OG0001469	LOC6041964|XP_038118490.1|CQUI	LOC120771471|XP_039955432.1|BTRY
OG0001470	LOC6050356|XP_038121253.1|CQUI, LOC6050354|XP_038117145.1|CQUI	LOC120778470|XP_039966215.1|BTRY
OG0001471	LOC6037170|XP_038117414.1|CQUI	LOC120779131|XP_039967269.1|BTRY, LOC120779133|XP_039967270.1|BTRY
OG0001472	LOC6035488|XP_001845669.1|CQUI	LOC120778778|XP_039966696.1|BTRY
OG0001473	LOC6043807|XP_001861406.2|CQUI, LOC6043808|XP_038122295.1|CQUI	LOC120766625|XP_039948173.1|BTRY
OG0001474	LOC6040681|XP_038105414.1|CQUI	LOC120772046|XP_039956353.1|BTRY
OG0001475	LOC6043752|XP_038110406.1|CQUI	LOC120772157|XP_039956527.1|BTRY
OG0001476	LOC6048642|XP_038110160.1|CQUI	LOC120770240|XP_039953472.1|BTRY
OG0001477	LOC6032451|XP_001843047.1|CQUI	LOC120775537|XP_039961693.1|BTRY
OG0001478	LOC6034120|XP_001844488.2|CQUI	LOC120767348|XP_039949242.1|BTRY
OG0001480	LOC6043201|XP_001857542.2|CQUI	LOC120767608|XP_039949695.1|BTRY, LOC120767609|XP_039949696.1|BTRY
OG0001481	LOC6031364|XP_038107828.1|CQUI	LOC120768586|XP_039951279.1|BTRY, LOC120768585|XP_039951278.1|BTRY
OG0001482	LOC6031947|XP_001842625.2|CQUI	LOC120770049|XP_039953101.1|BTRY, LOC120770087|XP_039953169.1|BTRY
OG0001483	LOC6043303|XP_038106817.1|CQUI	LOC120768403|XP_039951012.1|BTRY
OG0001484	LOC6031200|XP_001842038.2|CQUI, LOC6036994|XP_038106889.1|CQUI	LOC120779760|XP_039968077.1|BTRY
OG0001485	LOC6036177|XP_038106782.1|CQUI, LOC119766360|XP_038106781.1|CQUI, LOC6036179|XP_038113696.1|CQUI	LOC120778497|XP_039966256.1|BTRY
OG0001486	LOC6034896|XP_038107061.1|CQUI	LOC120769218|XP_039952046.1|BTRY
OG0001487	LOC6053489|XP_038110588.1|CQUI	LOC120768652|XP_039951358.1|BTRY
OG0001488	LOC6047908|XP_038114121.1|CQUI	LOC120772670|XP_039957339.1|BTRY
OG0001489	LOC6032104|XP_038107020.1|CQUI, LOC6032110|XP_038112609.1|CQUI	LOC120767342|XP_039949234.1|BTRY
OG0001490	LOC6032134|XP_001842788.1|CQUI	LOC120768019|XP_039950412.1|BTRY
OG0001491	LOC6033331|XP_001843796.1|CQUI	LOC120767808|XP_039950015.1|BTRY
OG0001492	LOC6048340|XP_038111871.1|CQUI	LOC120773901|XP_039959015.1|BTRY
OG0001493	LOC6040502|XP_001849888.1|CQUI	LOC120775542|XP_039961700.1|BTRY
OG0001494	LOC119770364|XP_038121011.1|CQUI, LOC6045228|XP_001862626.2|CQUI, LOC119770518|XP_038121458.1|CQUI, LOC119770266|XP_038120748.1|CQUI, LOC6054405|XP_001870323.1|CQUI	LOC120775051|XP_039960966.1|BTRY
OG0001495	LOC6041805|XP_001851019.2|CQUI	LOC120772349|XP_039956848.1|BTRY
OG0001496	LOC119769667|XP_038118888.1|CQUI	LOC120774130|XP_039959440.1|BTRY
OG0001497	LOC6048948|XP_038120703.1|CQUI	LOC120771775|XP_039955900.1|BTRY, LOC120769646|XP_039952685.1|BTRY
OG0001498	LOC6054663|XP_038117860.1|CQUI	LOC120766179|XP_039947470.1|BTRY
OG0001500	LOC6050346|XP_038118495.1|CQUI	LOC120771482|XP_039955453.1|BTRY
OG0001502	LOC6033994|XP_001844381.1|CQUI	LOC120770256|XP_039953493.1|BTRY
OG0001503	LOC6031515|XP_038110033.1|CQUI	LOC120771588|XP_039955593.1|BTRY, LOC120770730|XP_039954254.1|BTRY, LOC120770732|XP_039954256.1|BTRY, LOC120772319|XP_039956771.1|BTRY
OG0001504	LOC6036866|XP_038107420.1|CQUI	LOC120774259|XP_039959659.1|BTRY
OG0001506	LOC6043675|XP_038109186.1|CQUI	LOC120773003|XP_039957855.1|BTRY
OG0001507	LOC6036616|XP_038108568.1|CQUI, LOC6049887|XP_038108917.1|CQUI	LOC120770341|XP_039953673.1|BTRY
OG0001508	LOC6047098|XP_038110554.1|CQUI, LOC6051703|XP_038112138.1|CQUI	LOC120772145|XP_039956512.1|BTRY
OG0001509	LOC6042455|XP_038114123.1|CQUI	LOC120771580|XP_039955582.1|BTRY
OG0001510	LOC6049879|XP_001866569.2|CQUI, LOC6053362|XP_038112276.1|CQUI	LOC120781615|XP_039969785.1|BTRY
OG0001511	LOC6034200|XP_001844554.2|CQUI	LOC120772234|XP_039956659.1|BTRY, LOC120770749|XP_039954270.1|BTRY
OG0001512	LOC6034555|XP_038113919.1|CQUI	LOC120777746|XP_039965173.1|BTRY
OG0001513	LOC6034558|XP_038106054.1|CQUI	LOC120778691|XP_039966570.1|BTRY
OG0001515	LOC6032502|XP_001843091.1|CQUI	LOC120775510|XP_039961653.1|BTRY
OG0001534	LOC119768890|XP_038116590.1|CQUI, LOC6050116|XP_038116548.1|CQUI	LOC120773392|XP_039958161.1|BTRY
OG0001535	LOC6049759|XP_001866470.2|CQUI	LOC120775729|XP_039961981.1|BTRY
OG0001536	LOC6047702|XP_001864725.2|CQUI, LOC119769391|XP_038117458.1|CQUI	LOC120775631|XP_039961819.1|BTRY
OG0001537	LOC6036962|XP_038104622.1|CQUI	LOC120769213|XP_039952040.1|BTRY
OG0001538	LOC6051448|XP_001867887.1|CQUI	LOC120774223|XP_039959615.1|BTRY
OG0001539	LOC6047629|XP_038111858.1|CQUI	LOC120769993|XP_039953013.1|BTRY
OG0001540	LOC6045246|XP_038104466.1|CQUI	LOC120767701|XP_039949832.1|BTRY
OG0001541	LOC6040730|XP_038108263.1|CQUI	LOC120778886|XP_039966865.1|BTRY
OG0001542	LOC6040719|XP_038122365.1|CQUI	LOC120780462|XP_039968670.1|BTRY, LOC120780966|XP_039969127.1|BTRY
OG0001543	LOC6049648|XP_038119626.1|CQUI, LOC119766019|XP_038106279.1|CQUI	LOC120776148|XP_039962623.1|BTRY
OG0001545	LOC6041845|XP_001851055.2|CQUI	LOC120774829|XP_039960574.1|BTRY
OG0001546	LOC6041847|XP_038105040.1|CQUI, LOC6041843|XP_001851053.2|CQUI	LOC120774220|XP_039959610.1|BTRY
OG0001547	LOC6034424|XP_038104911.1|CQUI	LOC120776049|XP_039962433.1|BTRY, LOC120774592|XP_039960258.1|BTRY
OG0001548	LOC6031444|XP_038107826.1|CQUI	LOC120775951|XP_039962296.1|BTRY
OG0001549	LOC119771149|XP_038122501.1|CQUI, LOC6031765|XP_038110368.1|CQUI	LOC120768282|XP_039950846.1|BTRY
OG0001550	LOC6034733|XP_001845013.1|CQUI	LOC120769353|XP_039952286.1|BTRY
OG0001551	LOC6048977|XP_038105432.1|CQUI, LOC6048979|XP_038123020.1|CQUI	LOC120781953|XP_039970050.1|BTRY
OG0001552	LOC6042417|XP_001851537.1|CQUI	LOC120766190|XP_039947481.1|BTRY
OG0001553	LOC6049664|XP_038117806.1|CQUI	LOC120773720|XP_039958701.1|BTRY, LOC120776008|XP_039962377.1|BTRY
OG0001554	LOC6047921|XP_038115900.1|CQUI	LOC120773438|XP_039958258.1|BTRY
OG0001555	LOC6041540|XP_038112803.1|CQUI, LOC6035547|XP_038111901.1|CQUI	LOC120769338|XP_039952228.1|BTRY
OG0001556	LOC6036277|XP_001846343.1|CQUI	LOC120770110|XP_039953215.1|BTRY
OG0001557	LOC6032557|XP_038117789.1|CQUI	LOC120774237|XP_039959632.1|BTRY
OG0001559	LOC6032627|XP_038117581.1|CQUI	LOC120766322|XP_039947680.1|BTRY
OG0001560	LOC6035520|XP_038105194.1|CQUI	LOC120767800|XP_039950004.1|BTRY
OG0001561	LOC6039613|XP_001849187.2|CQUI	LOC120766537|XP_039948049.1|BTRY, LOC120766528|XP_039948032.1|BTRY
OG0001562	LOC6041461|XP_001850718.2|CQUI, LOC6047991|XP_001864968.2|CQUI, LOC6041457|XP_038118003.1|CQUI	LOC120782857|XP_039971324.1|BTRY
OG0001563	LOC6037333|XP_038119352.1|CQUI	LOC120771274|XP_039955133.1|BTRY
OG0001564	LOC6032190|XP_038114038.1|CQUI	LOC120766484|XP_039947962.1|BTRY
OG0001565	LOC6049260|XP_038122779.1|CQUI, LOC6040673|XP_038108211.1|CQUI	LOC120766874|XP_039948539.1|BTRY
OG0001566	LOC6045590|XP_001862931.1|CQUI	LOC120782328|XP_039970487.1|BTRY
OG0001567	LOC6032066|XP_001842732.1|CQUI	LOC120772164|XP_039956538.1|BTRY
OG0001568	LOC6032078|XP_038104758.1|CQUI	LOC120782686|XP_039971015.1|BTRY
OG0001569	LOC6032085|XP_001842751.2|CQUI	LOC120782487|XP_039970722.1|BTRY, LOC120778635|XP_039966469.1|BTRY
OG0001570	LOC6033929|XP_038104685.1|CQUI	LOC120782368|XP_039970540.1|BTRY
OG0001572	LOC6031115|XP_001841960.1|CQUI, LOC6031114|XP_038118150.1|CQUI	LOC120775782|XP_039962053.1|BTRY
OG0001573	LOC6047431|XP_038117579.1|CQUI	LOC120777599|XP_039964971.1|BTRY, LOC120777157|XP_039964235.1|BTRY
OG0001574	LOC6043339|XP_001870938.1|CQUI	LOC120781219|XP_039969282.1|BTRY
OG0001575	LOC6044655|XP_001862135.2|CQUI	LOC120780662|XP_039968858.1|BTRY
OG0001576	LOC6036108|XP_038113191.1|CQUI	LOC120766533|XP_039948038.1|BTRY
OG0001577	LOC6052635|XP_001868870.2|CQUI	LOC120768550|XP_039951227.1|BTRY, LOC120769307|XP_039952174.1|BTRY
OG0001578	LOC6043960|XP_001861544.2|CQUI	LOC120772667|XP_039957335.1|BTRY
OG0001580	LOC6044030|XP_038120827.1|CQUI	LOC120770174|XP_039953322.1|BTRY
OG0001581	LOC6033567|XP_038117164.1|CQUI	LOC120773814|XP_039958855.1|BTRY
OG0001582	LOC6040624|XP_038117190.1|CQUI	LOC120770043|XP_039953092.1|BTRY
OG0001583	LOC6033584|XP_038119265.1|CQUI	LOC120771741|XP_039955847.1|BTRY, LOC120773124|XP_039958053.1|BTRY
OG0001584	LOC6037160|XP_001847097.2|CQUI	LOC120777659|XP_039965046.1|BTRY
OG0001585	LOC6041806|XP_038122013.1|CQUI	LOC120775963|XP_039962308.1|BTRY
OG0001586	LOC6033454|XP_038119090.1|CQUI	LOC120777890|XP_039965386.1|BTRY
OG0001587	LOC119768753|XP_038115649.1|CQUI	LOC120771025|XP_039954735.1|BTRY
OG0001588	LOC6044356|XP_038107986.1|CQUI	LOC120781566|XP_039969737.1|BTRY, LOC120779466|XP_039967663.1|BTRY, LOC120780829|XP_039969007.1|BTRY, LOC120781620|XP_039969787.1|BTRY, LOC120778336|XP_039966064.1|BTRY, LOC120778376|XP_039966097.1|BTRY, LOC120772130|XP_039956480.1|BTRY
OG0001589	LOC6039992|XP_038107604.1|CQUI	LOC120767539|XP_039949577.1|BTRY
OG0001590	LOC6041414|XP_038114421.1|CQUI	LOC120772466|XP_039957038.1|BTRY
OG0001591	LOC6041386|XP_038110439.1|CQUI	LOC120774435|XP_039960013.1|BTRY
OG0001593	LOC6037875|XP_038113769.1|CQUI	LOC120768303|XP_039950867.1|BTRY
OG0001594	LOC6048482|XP_038113910.1|CQUI	LOC120769207|XP_039952035.1|BTRY
OG0001595	LOC6048886|XP_038109078.1|CQUI	LOC120768888|XP_039951575.1|BTRY, LOC120770067|XP_039953123.1|BTRY
OG0001596	LOC6045156|XP_001862557.2|CQUI	LOC120767379|XP_039949302.1|BTRY
OG0001597	LOC6046049|XP_001863305.1|CQUI	LOC120768904|XP_039951600.1|BTRY, LOC120767560|XP_039949631.1|BTRY
OG0001598	LOC6036156|XP_038107213.1|CQUI	LOC120769351|XP_039952248.1|BTRY
OG0001599	LOC6038712|XP_001848456.2|CQUI	LOC120767223|XP_039949018.1|BTRY, LOC120769042|XP_039951823.1|BTRY
OG0001600	LOC6045655|XP_038110464.1|CQUI	LOC120769367|XP_039952262.1|BTRY
OG0001601	LOC6043313|XP_001870928.1|CQUI	LOC120769383|XP_039952285.1|BTRY
OG0001602	LOC6043309|XP_038108452.1|CQUI	LOC120769016|XP_039951794.1|BTRY, LOC120768423|XP_039951038.1|BTRY
OG0001603	LOC6038292|XP_038111276.1|CQUI, LOC6038293|XP_038114208.1|CQUI	LOC120781755|XP_039969921.1|BTRY
OG0001604	LOC6050057|XP_001866724.1|CQUI	LOC120775318|XP_039961389.1|BTRY
OG0001605	LOC6050058|XP_038109855.1|CQUI	LOC120771906|XP_039956122.1|BTRY
OG0001606	LOC6037122|XP_001847065.1|CQUI	LOC120771194|XP_039955024.1|BTRY
OG0001607	LOC6031810|XP_001842517.1|CQUI	LOC120768129|XP_039950617.1|BTRY
OG0001608	LOC6044446|XP_038112177.1|CQUI	LOC120767966|XP_039950303.1|BTRY
OG0001609	LOC6051399|XP_038111691.1|CQUI	LOC120771513|XP_039955502.1|BTRY
OG0001610	LOC6042259|XP_001851397.2|CQUI	LOC120768040|XP_039950474.1|BTRY
OG0001611	LOC6036366|XP_001846424.1|CQUI	LOC120767394|XP_039949347.1|BTRY
OG0001612	LOC6031731|XP_038111935.1|CQUI, LOC6031732|XP_038113681.1|CQUI	LOC120769047|XP_039951829.1|BTRY
OG0001613	LOC6048990|XP_001865824.1|CQUI, LOC6048992|XP_038113614.1|CQUI	LOC120781708|XP_039969874.1|BTRY
OG0001614	LOC6043183|XP_038111683.1|CQUI	LOC120770261|XP_039953505.1|BTRY
OG0001615	LOC6043231|XP_038112460.1|CQUI	LOC120768094|XP_039950567.1|BTRY
OG0001616	LOC6034894|XP_038112470.1|CQUI	LOC120768168|XP_039950666.1|BTRY
OG0001617	LOC6045785|XP_038113684.1|CQUI	LOC120767737|XP_039949880.1|BTRY
OG0001618	LOC119768964|XP_038116737.1|CQUI, LOC6046678|XP_038116735.1|CQUI	LOC120779501|XP_039967728.1|BTRY
OG0001619	LOC6044501|XP_038117207.1|CQUI, LOC6043468|XP_038108133.1|CQUI	LOC120768673|XP_039951384.1|BTRY
OG0001620	LOC6053699|XP_038111510.1|CQUI	LOC120771749|XP_039955854.1|BTRY
OG0001621	LOC6047973|XP_038111062.1|CQUI	LOC120771724|XP_039955812.1|BTRY, LOC120771723|XP_039955811.1|BTRY
OG0001622	LOC6052415|XP_038108162.1|CQUI, LOC6033089|XP_038116420.1|CQUI	LOC120773571|XP_039958475.1|BTRY
OG0001623	LOC6033347|XP_001843810.2|CQUI	LOC120769015|XP_039951792.1|BTRY
OG0001624	LOC6032136|XP_001842790.2|CQUI	LOC120768671|XP_039951382.1|BTRY
OG0001625	LOC6032148|XP_038113764.1|CQUI	LOC120767589|XP_039949671.1|BTRY
OG0001626	LOC6042208|XP_001851349.1|CQUI	LOC120769165|XP_039951984.1|BTRY, LOC120780775|XP_039968961.1|BTRY, LOC120781525|XP_039969681.1|BTRY, LOC120768868|XP_039951592.1|BTRY, LOC120780853|XP_039969025.1|BTRY, LOC120780708|XP_039968902.1|BTRY
OG0001627	LOC6045488|XP_038122368.1|CQUI, LOC6038139|XP_001847974.1|CQUI	LOC120766512|XP_039948013.1|BTRY
OG0001628	LOC6033095|XP_038111732.1|CQUI	LOC120782304|XP_039970448.1|BTRY
OG0001629	LOC6045147|XP_001862547.2|CQUI	LOC120780301|XP_039968525.1|BTRY
OG0001630	LOC119765206|XP_038104534.1|CQUI, LOC6039823|XP_038117663.1|CQUI	LOC120774406|XP_039959964.1|BTRY
OG0001631	LOC6046005|XP_038120722.1|CQUI	LOC120766490|XP_039947975.1|BTRY
OG0001632	LOC6043429|XP_038116389.1|CQUI	LOC120773864|XP_039958954.1|BTRY
OG0001633	LOC6053368|XP_001869468.1|CQUI	LOC120782174|XP_039970245.1|BTRY
OG0001635	LOC6037793|XP_038115973.1|CQUI, LOC6037794|XP_038119882.1|CQUI	LOC120767014|XP_039948776.1|BTRY
OG0001636	LOC6040818|XP_038121776.1|CQUI, LOC6037782|XP_038121472.1|CQUI	LOC120782608|XP_039970909.1|BTRY, LOC120782607|XP_039970905.1|BTRY
OG0001637	LOC6043581|XP_001860242.2|CQUI	LOC120782767|XP_039971163.1|BTRY
OG0001638	LOC6033998|XP_001844385.2|CQUI	LOC120775623|XP_039961806.1|BTRY
OG0001639	LOC6041876|XP_001851074.2|CQUI	LOC120773453|XP_039958280.1|BTRY
OG0001640	LOC6046196|XP_001863427.1|CQUI	LOC120782481|XP_039970709.1|BTRY
OG0001641	LOC119767400|XP_038111848.1|CQUI, LOC6039957|XP_001849450.1|CQUI	LOC120776372|XP_039962892.1|BTRY, LOC120776378|XP_039962907.1|BTRY
OG0001642	LOC119768029|XP_038114244.1|CQUI	LOC120768516|XP_039951178.1|BTRY
OG0001643	LOC6047363|XP_038112326.1|CQUI	LOC120778751|XP_039966661.1|BTRY
OG0001644	LOC6053964|XP_038112903.1|CQUI	LOC120777827|XP_039965298.1|BTRY
OG0001645	LOC6038116|XP_038112719.1|CQUI	LOC120771713|XP_039955796.1|BTRY
OG0001646	LOC6037723|XP_038106396.1|CQUI	LOC120771007|XP_039954704.1|BTRY
OG0001647	LOC6037737|XP_038109785.1|CQUI	LOC120773110|XP_039958038.1|BTRY
OG0001648	LOC6040102|XP_038112402.1|CQUI	LOC120777228|XP_039964342.1|BTRY
OG0001649	LOC6048211|XP_038112527.1|CQUI	LOC120771979|XP_039956268.1|BTRY
OG0001650	LOC6031714|XP_038108789.1|CQUI	LOC120770854|XP_039954397.1|BTRY, LOC120771106|XP_039954884.1|BTRY
OG0001651	LOC6041652|XP_038107260.1|CQUI, LOC6043155|XP_038107430.1|CQUI	LOC120773100|XP_039958005.1|BTRY
OG0001652	LOC6038348|XP_001848163.2|CQUI	LOC120777615|XP_039964997.1|BTRY, LOC120777616|XP_039964998.1|BTRY, LOC120777612|XP_039964995.1|BTRY, LOC120778126|XP_039965763.1|BTRY, LOC120777630|XP_039965017.1|BTRY
OG0001653	LOC6040184|XP_038112148.1|CQUI	LOC120779006|XP_039967059.1|BTRY
