Orthogroup	CQUI.longest_only	DMEL.longest_only
OG0001999	LOC6049002|XP_038107788.1|CQUI	Hr3|NP_001334718.1|DMEL
OG0002000	LOC6054187|XP_038109989.1|CQUI	CG14274|NP_609212.2|DMEL
OG0002001	LOC6033119|XP_038108756.1|CQUI	kel|NP_476589.4|DMEL
OG0002002	LOC6042111|XP_001851261.2|CQUI	Dera|NP_610781.1|DMEL
OG0002003	LOC6044259|XP_001861798.1|CQUI	Tsp29Fa|NP_523515.1|DMEL
OG0002004	LOC6036173|XP_038111988.1|CQUI	qua|NP_001246066.1|DMEL
OG0002005	LOC6033275|XP_038111843.1|CQUI	PRL-1|NP_609780.1|DMEL
OG0002006	LOC6033224|XP_038110957.1|CQUI	Ziz|NP_001260200.1|DMEL
OG0002008	LOC6036447|XP_038109172.1|CQUI	eIF4G1|NP_001096852.1|DMEL
OG0002009	LOC6036465|XP_038112709.1|CQUI	fd59A|NP_523814.1|DMEL
OG0002010	LOC6036482|XP_001846532.2|CQUI	Argl|NP_609257.3|DMEL
OG0002011	LOC6034391|XP_001844709.2|CQUI	nesd|NP_610025.1|DMEL
OG0002012	LOC6036347|XP_038112714.1|CQUI	TpnC25D|NP_608915.2|DMEL
OG0002013	LOC6046639|XP_038107918.1|CQUI	Lim3|NP_001260559.1|DMEL
OG0002014	LOC6035997|XP_038111448.1|CQUI	CG10527|NP_611544.1|DMEL
OG0002015	LOC6034825|XP_001845096.2|CQUI	Uro|NP_476779.1|DMEL
OG0002016	LOC6050974|XP_038107602.1|CQUI	babo|NP_476999.1|DMEL
OG0002017	LOC6054171|XP_038108914.1|CQUI	Nos|NP_523541.2|DMEL
OG0002018	LOC6032135|XP_001842789.2|CQUI	Daxx|NP_609035.2|DMEL
OG0002019	LOC6046126|XP_038110758.1|CQUI	vir-1|NP_723746.1|DMEL
OG0002020	LOC6038005|XP_038108837.1|CQUI	RanGAP|NP_476712.1|DMEL
OG0002021	LOC6037998|XP_001847845.2|CQUI	tud|NP_476773.1|DMEL
OG0002022	LOC119767624|XP_038112509.1|CQUI	CG14397|NP_001163027.1|DMEL
OG0002023	LOC6036020|XP_038109557.1|CQUI	ry|NP_524337.1|DMEL
OG0002024	LOC6033634|XP_001844061.1|CQUI	CG4968|NP_609375.1|DMEL
OG0002025	LOC6048337|XP_038109427.1|CQUI	salm|NP_723670.2|DMEL
OG0002026	LOC6046087|XP_038119029.1|CQUI	CG7139|NP_649378.1|DMEL
OG0002027	LOC6038993|XP_038118649.1|CQUI	px|NP_726208.1|DMEL
OG0002028	LOC6038987|XP_038119452.1|CQUI	CG5554|NP_001286784.1|DMEL
OG0002029	LOC6044744|XP_038117028.1|CQUI	Sse|NP_523935.1|DMEL
OG0002030	LOC6036738|XP_001846737.1|CQUI	ATPsynF|NP_611940.1|DMEL
OG0002031	LOC6034192|XP_001844547.2|CQUI	Rpn13|NP_001137662.1|DMEL
OG0002032	LOC6047494|XP_001864549.2|CQUI	Snmp1|NP_650953.1|DMEL
OG0002033	LOC6033021|XP_038119287.1|CQUI	Ork1|NP_001285097.1|DMEL
OG0002034	LOC6033038|XP_038115410.1|CQUI	DAAM|NP_001188522.1|DMEL
OG0002036	LOC6050995|XP_038121187.1|CQUI	Glut4EF|NP_001262443.1|DMEL
OG0002037	LOC6046238|XP_001863465.1|CQUI	VhaM9.7-a|NP_001097499.1|DMEL
OG0002038	LOC6048866|XP_001865713.1|CQUI	CG4390|NP_732486.2|DMEL
OG0002039	LOC6041739|XP_001850959.1|CQUI	CG40472|NP_001163845.1|DMEL, ND-AGGG|NP_001015476.1|DMEL
OG0002040	LOC6049016|XP_038115728.1|CQUI	CG41284|NP_001104417.3|DMEL, CG42598|NP_001163857.2|DMEL
OG0002041	LOC6053561|XP_038121322.1|CQUI	Acsl|NP_001260810.1|DMEL
OG0002042	LOC6042060|XP_001851213.1|CQUI	Obp84a|NP_001097700.2|DMEL
OG0002043	LOC6046279|XP_001863506.2|CQUI	CG2100|NP_649578.1|DMEL
OG0002044	LOC6049246|XP_038115174.1|CQUI	loco|NP_732773.1|DMEL
OG0002045	LOC6046000|XP_038119279.1|CQUI	5-HT2B|NP_001262373.1|DMEL
OG0002046	LOC6044308|XP_038119321.1|CQUI	CG11077|NP_651944.1|DMEL
OG0002047	LOC6050271|XP_038122220.1|CQUI	CG14200|NP_573387.1|DMEL
OG0002048	LOC6042553|XP_038120962.1|CQUI	CG10038|NP_650176.3|DMEL
OG0002049	LOC6039492|XP_038115951.1|CQUI	sals|NP_731573.1|DMEL
OG0002050	LOC6043404|XP_038115088.1|CQUI	nsl1|NP_732069.3|DMEL
OG0002051	LOC6051287|XP_038119820.1|CQUI	CG30022|NP_725047.2|DMEL
OG0002053	LOC6040835|XP_038116346.1|CQUI	CG34135|NP_001262385.1|DMEL, CG11768|NP_649829.1|DMEL
OG0002054	LOC6035830|XP_001845950.2|CQUI	CG12170|NP_649565.1|DMEL
OG0002055	LOC6038958|XP_038120809.1|CQUI	Tango9|NP_650136.1|DMEL
OG0002056	LOC6038943|XP_038120800.1|CQUI	Gcn5|NP_648586.2|DMEL
OG0002057	LOC6034056|XP_038120930.1|CQUI	CG6144|NP_001033895.1|DMEL
OG0002058	LOC6033986|XP_001844369.2|CQUI	thoc7|NP_728489.2|DMEL
OG0002059	LOC6033981|XP_038120952.1|CQUI	MED28|NP_651397.1|DMEL
OG0002060	LOC6033990|XP_038119391.1|CQUI	jef|NP_610983.1|DMEL
OG0002061	LOC6033991|XP_001844379.1|CQUI	Gpat4|NP_001286818.1|DMEL
OG0002062	LOC6037972|XP_038118109.1|CQUI	bbx|NP_001259770.1|DMEL
OG0002063	LOC119769819|XP_038119432.1|CQUI	APC7|NP_572329.3|DMEL
OG0002064	LOC6047178|XP_038120724.1|CQUI	Rop|NP_523916.2|DMEL
OG0002065	LOC6046202|XP_038120624.1|CQUI	Mrtf|NP_001137879.3|DMEL
OG0002066	LOC6039967|XP_038109379.1|CQUI	Mhcl|NP_732109.2|DMEL
OG0002067	LOC6044111|XP_038112191.1|CQUI	Snap29|NP_523831.1|DMEL
OG0002068	LOC119766543|XP_038107216.1|CQUI	Atg7|NP_611350.1|DMEL
OG0002069	LOC6041145|XP_001850445.2|CQUI	CG17486|NP_001036446.2|DMEL
OG0002070	LOC6041138|XP_001850438.2|CQUI	Fdh|NP_524310.1|DMEL
OG0002071	LOC6036873|XP_038107719.1|CQUI	Osbp|NP_477271.1|DMEL
OG0002072	LOC119767954|XP_038113954.1|CQUI, LOC119767948|XP_038113941.1|CQUI	Rrp42|NP_725517.2|DMEL
OG0002073	LOC6037933|XP_038116801.1|CQUI	Plp|NP_001027574.2|DMEL
OG0002074	LOC6034286|XP_001844626.2|CQUI	CG11807|NP_611017.1|DMEL
OG0002075	LOC6051422|XP_001867860.2|CQUI	SmE|NP_609162.1|DMEL
OG0002076	LOC6053604|XP_038109672.1|CQUI	ReepA|NP_001188988.1|DMEL
OG0002077	LOC6048428|XP_038107454.1|CQUI	mwh|NP_001261244.1|DMEL
OG0002078	LOC6049195|XP_038108184.1|CQUI	CG16935|NP_610914.2|DMEL
OG0002079	LOC6035445|XP_038113391.1|CQUI	Ssk|NP_649184.1|DMEL
OG0002080	LOC6045702|XP_038109755.1|CQUI	CG30456|NP_611188.3|DMEL
OG0002081	LOC6045982|XP_001863256.2|CQUI	cN-IIIB|NP_611895.1|DMEL
OG0002082	LOC6036748|XP_038113901.1|CQUI	unc-104|NP_611155.3|DMEL
OG0002083	LOC6035972|XP_038107184.1|CQUI	PsGEF|NP_996333.4|DMEL
OG0002084	LOC6035707|XP_038108824.1|CQUI	CG3500|NP_611783.1|DMEL
OG0002085	LOC6042460|XP_038114127.1|CQUI	CG13506|NP_611666.2|DMEL
OG0002086	LOC6046954|XP_001864067.2|CQUI	ND-B12|NP_001097399.1|DMEL
OG0002087	LOC6035876|XP_038112932.1|CQUI	Su_Tpl_|NP_001163477.1|DMEL
OG0002088	LOC6048576|XP_038109929.1|CQUI	CG32425|NP_730546.1|DMEL
OG0002090	LOC6048571|XP_038112054.1|CQUI	Syx13|NP_524054.1|DMEL
OG0002091	LOC6042356|XP_001851484.1|CQUI	CG13575|NP_611903.1|DMEL
OG0002092	LOC6042361|XP_001851488.2|CQUI, LOC6036907|XP_038108108.1|CQUI	fax|NP_524106.3|DMEL
OG0002093	LOC6046499|XP_038110633.1|CQUI	GM130|NP_611642.2|DMEL
OG0002094	LOC6040957|XP_038113605.1|CQUI	PHDP|NP_523834.1|DMEL
OG0002095	LOC6036091|XP_001846184.1|CQUI	Rcd-1r|NP_609269.1|DMEL, Rcd-1|NP_608335.1|DMEL
OG0002096	LOC6047564|XP_038107160.1|CQUI	Asx|NP_001260969.1|DMEL
OG0002097	LOC6032274|XP_038114310.1|CQUI	clos|NP_001097246.3|DMEL
OG0002098	LOC6054484|XP_038109600.1|CQUI, LOC6050613|XP_038110230.1|CQUI	CG7166|NP_649339.2|DMEL
OG0002099	LOC6052912|XP_038113126.1|CQUI	CG9601|NP_649792.3|DMEL
OG0002100	LOC6037635|XP_001847522.2|CQUI, LOC6037636|XP_038113451.1|CQUI	MsrA|NP_001261879.1|DMEL
OG0002101	LOC6034560|XP_038108470.1|CQUI	pdm3|NP_001188885.2|DMEL
OG0002102	LOC6040553|XP_001849935.2|CQUI	tapas|NP_611475.3|DMEL
OG0002103	LOC6039927|XP_038104265.1|CQUI	Coq2|NP_649789.1|DMEL
OG0002117	LOC6035092|XP_001845324.2|CQUI	CG7744|NP_611422.2|DMEL
OG0002118	LOC6038196|XP_001848026.2|CQUI	nvd|NP_001097670.1|DMEL
OG0002119	LOC6052831|XP_038104539.1|CQUI	Smg6|NP_651321.1|DMEL
OG0002120	LOC6038312|XP_038104590.1|CQUI	sv|NP_524633.3|DMEL
OG0002121	LOC6048963|XP_038111521.1|CQUI	Usp1|NP_733282.1|DMEL
OG0002123	LOC6040410|XP_038105742.1|CQUI	cdc14|NP_609153.1|DMEL
OG0002124	LOC119770815|XP_038122274.1|CQUI	CG32548|NP_728167.1|DMEL
OG0002125	LOC119771160|XP_038122537.1|CQUI, LOC119765095|XP_038104176.1|CQUI	ckn|NP_611009.1|DMEL
OG0002126	LOC6053690|XP_001869735.2|CQUI	tzn|NP_730568.1|DMEL
OG0002127	LOC6051305|XP_038105747.1|CQUI	Ankle2|NP_573221.2|DMEL
OG0002128	LOC6050201|XP_038114963.1|CQUI	HisRS|NP_573305.2|DMEL
OG0002129	LOC6038188|XP_038108193.1|CQUI	Epg5|NP_650752.2|DMEL
OG0002130	LOC6048461|XP_001865375.1|CQUI	CG14795|NP_569925.2|DMEL
OG0002131	LOC6041291|XP_038105189.1|CQUI	CG18600|NP_650708.1|DMEL
OG0002132	LOC6042241|XP_001851379.1|CQUI	RpL7|NP_523531.1|DMEL
OG0002133	LOC6041277|XP_001850564.2|CQUI	Paics|NP_572826.1|DMEL
OG0002134	LOC6053321|XP_038104459.1|CQUI	CG8173|NP_573239.1|DMEL
OG0002135	LOC6039380|XP_001848994.2|CQUI, LOC6038451|XP_038114365.1|CQUI	mys|NP_524793.2|DMEL
OG0002136	LOC6052854|XP_038114943.1|CQUI	trp|NP_476768.1|DMEL
OG0002137	LOC6035107|XP_001845343.2|CQUI	CG5902|NP_651201.1|DMEL
OG0002138	LOC6053774|XP_001869800.2|CQUI	Vps4|NP_573258.1|DMEL
OG0002139	LOC6054308|XP_038112556.1|CQUI	Vap33|NP_570087.1|DMEL
OG0002140	LOC6052944|XP_038122401.1|CQUI	fend|NP_572528.1|DMEL
OG0002141	LOC6052597|XP_001868840.1|CQUI	RpL10|NP_651954.3|DMEL
OG0002142	LOC6044771|XP_001862230.2|CQUI	CG9853|NP_001097680.1|DMEL
OG0002143	LOC6049815|XP_001866521.2|CQUI	Tango14|NP_608577.2|DMEL
OG0002144	LOC6045241|XP_001862632.1|CQUI	Mitf|NP_001245436.1|DMEL
OG0002145	LOC6054639|XP_038108283.1|CQUI	CG5023|NP_650867.1|DMEL
OG0002146	LOC6036975|XP_038114349.1|CQUI	lost|NP_649466.1|DMEL
OG0002147	LOC6050629|XP_038108543.1|CQUI	CG43347|NP_001138185.2|DMEL
OG0002148	LOC6049935|XP_038105474.1|CQUI	CG14969|NP_647809.3|DMEL
OG0002149	LOC6049814|XP_038122450.1|CQUI	4E-T|NP_726619.2|DMEL
OG0002150	LOC6042689|XP_038115140.1|CQUI	drd|NP_001033845.1|DMEL
OG0002151	LOC6042690|XP_001870711.1|CQUI	Nse4|NP_609405.2|DMEL
OG0002152	LOC6043588|XP_038111921.1|CQUI	CG31122|NP_001356888.1|DMEL
OG0002153	LOC6051446|XP_038116744.1|CQUI	dmrt99B|NP_524549.1|DMEL
OG0002154	LOC6038494|XP_038104249.1|CQUI	inc|NP_569926.2|DMEL
OG0002155	LOC6045355|XP_001862743.2|CQUI	tll|NP_524596.1|DMEL
OG0002156	LOC119765577|XP_038105669.1|CQUI	CG7369|NP_649415.2|DMEL
OG0002157	LOC6031420|XP_038119185.1|CQUI	timeout|NP_524341.3|DMEL
OG0002159	LOC6042564|XP_001852253.1|CQUI	roh|NP_726318.1|DMEL
OG0002160	LOC6053375|XP_038104218.1|CQUI	slou|NP_001262808.1|DMEL
OG0002161	LOC6034721|XP_001845003.2|CQUI, LOC6053342|XP_001869448.1|CQUI	snRNP-U1-C|NP_650767.1|DMEL
OG0002162	LOC6034725|XP_038105052.1|CQUI	CG12814|NP_001262454.1|DMEL
OG0002164	LOC6034761|XP_001845035.2|CQUI	Ssadh|NP_651408.1|DMEL
OG0002166	LOC6041913|XP_001851104.1|CQUI	Yip1d1|NP_609596.1|DMEL
OG0002167	LOC6041910|XP_001851101.1|CQUI	wbl|NP_725867.1|DMEL
OG0002168	LOC6053108|XP_001869252.2|CQUI	gbb|NP_477340.1|DMEL
OG0002169	LOC119769928|XP_038119722.1|CQUI	defl|NP_648352.2|DMEL
OG0002170	LOC6046470|XP_001863662.2|CQUI	ABCD|NP_651906.1|DMEL
OG0002171	LOC6046764|XP_038105150.1|CQUI	CG33108|NP_788728.1|DMEL
OG0002172	LOC6035363|XP_001845574.2|CQUI	hh|NP_001034065.1|DMEL
OG0002173	LOC6054518|XP_001870417.2|CQUI	aurB|NP_477336.1|DMEL
OG0002174	LOC6046593|XP_001863767.2|CQUI	CG8461|NP_650367.1|DMEL
OG0002175	LOC6046591|XP_001863766.1|CQUI	mRpL11|NP_524351.1|DMEL
OG0002176	LOC6036519|XP_001846564.2|CQUI	Prp18|NP_650776.1|DMEL
OG0002177	LOC6037521|XP_038104546.1|CQUI, LOC6037519|XP_001847423.1|CQUI	Scp2|NP_524381.1|DMEL
OG0002178	LOC6035645|XP_038111574.1|CQUI	CG6051|NP_001097943.1|DMEL
OG0002179	LOC6046335|XP_038104078.1|CQUI	lobo|NP_001036757.1|DMEL
OG0002180	LOC6035429|XP_038104069.1|CQUI	hdc|NP_788768.1|DMEL
OG0002181	LOC6052079|XP_001868406.1|CQUI	l_1_G0320|NP_572567.1|DMEL
OG0002182	LOC119766353|XP_038106772.1|CQUI, LOC6035057|XP_001845294.2|CQUI	CG2698|NP_001246976.1|DMEL
OG0002183	LOC6053695|XP_001869737.2|CQUI	mip40|NP_611407.1|DMEL
OG0002184	LOC6039609|XP_001849183.1|CQUI	RpII140|NP_476706.1|DMEL
OG0002185	LOC6044852|XP_038104985.1|CQUI	CG5044|NP_732020.2|DMEL
OG0002186	LOC119765311|XP_038104858.1|CQUI	CG9107|NP_608981.1|DMEL
OG0002187	LOC6035552|XP_001845710.1|CQUI	CCT1|NP_524450.2|DMEL
OG0002188	LOC6035546|XP_038104743.1|CQUI	Not11|NP_726406.1|DMEL
OG0002189	LOC6048163|XP_001865121.2|CQUI	mRpS5|NP_001036652.1|DMEL
OG0002190	LOC6047848|XP_038106127.1|CQUI	Gdh|NP_524470.4|DMEL
OG0002191	LOC6054528|XP_001870428.2|CQUI	Pex16|NP_649252.1|DMEL
OG0002192	LOC6046955|XP_038113556.1|CQUI	bora|NP_649048.1|DMEL
OG0002193	LOC6032691|XP_038105765.1|CQUI	jumu|NP_524302.1|DMEL
OG0002194	LOC6032669|XP_001843234.1|CQUI, LOC6032668|XP_001843233.2|CQUI	CG5646|NP_651568.1|DMEL
OG0002195	LOC6031632|XP_038116823.1|CQUI	CG13605|NP_651214.2|DMEL
OG0002196	LOC6039344|XP_001848971.2|CQUI	MED7|NP_731500.1|DMEL
OG0002197	LOC6046596|XP_038105222.1|CQUI	CG7049|NP_612003.1|DMEL
OG0002198	LOC6034957|XP_038105850.1|CQUI	CG17816|NP_001097706.1|DMEL
OG0002199	LOC6033702|XP_001844125.1|CQUI	RpA-70|NP_524274.1|DMEL
OG0002200	LOC6039174|XP_038104559.1|CQUI	Gip|NP_511106.1|DMEL
OG0002202	LOC6046148|XP_038105307.1|CQUI	CG9297|NP_788674.1|DMEL
OG0002203	LOC6039079|XP_038105676.1|CQUI	Pde6|NP_001262566.1|DMEL
OG0002204	LOC6049259|XP_038122869.1|CQUI	Hr96|NP_524493.1|DMEL
OG0002206	LOC6037487|XP_001847397.2|CQUI	cd|NP_651081.1|DMEL
OG0002207	LOC6033007|XP_001843517.1|CQUI	fkh|NP_001263038.1|DMEL
OG0002208	LOC6033006|XP_001843516.1|CQUI	mIF2|NP_651621.2|DMEL
OG0002209	LOC6045595|XP_001862936.2|CQUI	Spat|NP_511062.1|DMEL
OG0002210	LOC6045597|XP_001862938.1|CQUI	CG1208|NP_001097692.1|DMEL
OG0002211	LOC6045607|XP_001862945.1|CQUI	Dic1|NP_650279.1|DMEL
OG0002212	LOC6038038|XP_001847883.1|CQUI	CG14285|NP_650773.1|DMEL
OG0002213	LOC6051153|XP_001867636.1|CQUI	twr|NP_649676.1|DMEL
OG0002214	LOC6032048|XP_038105292.1|CQUI	CG34034|NP_001163678.1|DMEL
OG0002215	LOC6032095|XP_038106196.1|CQUI	btsz|NP_001247109.1|DMEL
OG0002216	LOC6032662|XP_038106882.1|CQUI	Cap-D2|NP_651709.1|DMEL
OG0002217	LOC6033961|XP_001844349.2|CQUI	Hexim|NP_731932.1|DMEL
OG0002218	LOC6053396|XP_038104621.1|CQUI	Alg14|NP_573031.1|DMEL
OG0002220	LOC6037348|XP_038105656.1|CQUI	Ir87a|NP_650290.2|DMEL
OG0002221	LOC119770567|XP_038121611.1|CQUI, LOC119770566|XP_038121610.1|CQUI	Tmc|NP_001303362.1|DMEL
OG0002222	LOC6032790|XP_001843329.2|CQUI	uri|NP_611933.1|DMEL
OG0002224	LOC119769378|XP_038117360.1|CQUI, LOC6032799|XP_038115284.1|CQUI	CG43340|NP_001246184.1|DMEL
OG0002225	LOC6032897|XP_038117532.1|CQUI	frac|NP_001137905.1|DMEL
OG0002226	LOC6042794|XP_001870797.1|CQUI	CG17266|NP_610224.1|DMEL
OG0002227	LOC6031136|XP_038120789.1|CQUI	SLO2|NP_001097259.2|DMEL
OG0002228	LOC6031157|XP_038120047.1|CQUI	pnut|NP_477064.1|DMEL
OG0002229	LOC6031155|XP_001841998.2|CQUI	CG42360|NP_611946.2|DMEL
OG0002230	LOC6031161|XP_038119537.1|CQUI	Taz|NP_477432.3|DMEL
OG0002231	LOC6050941|XP_038119258.1|CQUI, LOC119769702|XP_038119059.1|CQUI	Br140|NP_610266.1|DMEL
OG0002232	LOC6040636|XP_001850004.1|CQUI	grau|NP_788422.1|DMEL
OG0002233	LOC6047308|XP_038120904.1|CQUI, LOC6047313|XP_038119049.1|CQUI	CG10657|NP_648579.3|DMEL
OG0002234	LOC6042094|XP_038109897.1|CQUI, LOC6049788|XP_038119930.1|CQUI, LOC6049787|XP_001866494.1|CQUI	Cpr47Ef|NP_610660.2|DMEL
OG0002235	LOC6040757|XP_038115690.1|CQUI	Liprin-gamma|NP_001097414.1|DMEL
OG0002236	LOC6030997|XP_001841850.1|CQUI	Phm|NP_477225.1|DMEL
OG0002237	LOC6047076|XP_001864183.2|CQUI	MAN1|NP_611873.1|DMEL
OG0002238	LOC6049703|XP_038118161.1|CQUI	koi|NP_001260738.1|DMEL
OG0002239	LOC6042825|XP_001870822.1|CQUI	spt4|NP_610802.1|DMEL
OG0002240	LOC6041172|XP_038118497.1|CQUI	Swim|NP_726176.1|DMEL
OG0002241	LOC6044078|XP_038116059.1|CQUI	CG3437|NP_648318.2|DMEL
OG0002243	LOC6044961|XP_038119719.1|CQUI	CG4335|NP_650886.1|DMEL
OG0002244	LOC119767375|XP_038111774.1|CQUI, LOC6044948|XP_001862380.2|CQUI	CG7839|NP_648431.3|DMEL
OG0002245	LOC6045680|XP_038114857.1|CQUI	CG32369|NP_729296.1|DMEL
OG0002246	LOC6049979|XP_038118799.1|CQUI	CG15236|NP_610241.1|DMEL
OG0002247	LOC6038803|XP_001848521.2|CQUI	Pym|NP_726372.1|DMEL
OG0002248	LOC6047330|XP_038119197.1|CQUI	Hexo1|NP_523924.1|DMEL
OG0002249	LOC6046727|XP_038111587.1|CQUI, LOC6052976|XP_001869143.1|CQUI	CG34461|NP_001097547.1|DMEL
OG0002251	LOC6049011|XP_038120599.1|CQUI	otp|NP_001286654.1|DMEL
OG0002252	LOC6040660|XP_001850021.2|CQUI	CG13442|NP_611511.3|DMEL
OG0002253	LOC119768700|XP_038115241.1|CQUI	CG4622|NP_611929.1|DMEL
OG0002254	LOC6052417|XP_038119674.1|CQUI	niki|NP_651293.1|DMEL
OG0002255	LOC6041121|XP_001850425.2|CQUI	ND-18|NP_573385.1|DMEL
OG0002256	LOC6053962|XP_038117648.1|CQUI	CG33144|NP_788324.1|DMEL
OG0002257	LOC6036306|XP_038120022.1|CQUI	Fbl6|NP_610665.2|DMEL
OG0002260	LOC6051586|XP_001868005.2|CQUI	TORIP|NP_649149.1|DMEL
OG0002261	LOC6039430|XP_038119745.1|CQUI	asf1|NP_524163.1|DMEL
OG0002263	LOC6037305|XP_001847231.1|CQUI	SsRbeta|NP_524103.2|DMEL
OG0002264	LOC6036281|XP_001846347.2|CQUI	Fcp1|NP_611934.1|DMEL
OG0002265	LOC6054106|XP_001870076.2|CQUI	Adi1|NP_001097577.1|DMEL
OG0002266	LOC6040111|XP_038114718.1|CQUI	fln|NP_524174.1|DMEL
OG0002267	LOC6041091|XP_001850398.2|CQUI	ValRS-m|NP_648268.1|DMEL
OG0002268	LOC6041087|XP_001850394.2|CQUI	Pc|NP_524199.1|DMEL
OG0002269	LOC6044693|XP_038114553.1|CQUI	CG30089|NP_611056.2|DMEL
OG0002270	LOC6037148|XP_038117201.1|CQUI	SP2353|NP_611082.2|DMEL
OG0002271	LOC6036553|XP_038118891.1|CQUI	CG5087|NP_648279.1|DMEL
OG0002272	LOC6035611|XP_001845760.1|CQUI	CG7974|NP_647643.1|DMEL
OG0002273	LOC6033527|XP_038115340.1|CQUI	pHCl-1|NP_001261898.1|DMEL
OG0002274	LOC6048902|XP_038116037.1|CQUI	mub|NP_001246875.1|DMEL
OG0002275	LOC6038251|XP_038118213.1|CQUI	CG6512|NP_730248.2|DMEL
OG0002276	LOC6040614|XP_038116102.1|CQUI	Iml1|NP_728621.1|DMEL
OG0002277	LOC6035466|XP_038118942.1|CQUI	stet|NP_788450.1|DMEL
OG0002278	LOC6042858|XP_038117047.1|CQUI	Ir64a|NP_647962.1|DMEL
OG0002279	LOC6054516|XP_001870416.2|CQUI	Pdxk|NP_996031.1|DMEL
OG0002280	LOC6041979|XP_038116671.1|CQUI	Zcchc7|NP_648926.3|DMEL
OG0002281	LOC6041008|XP_001850323.2|CQUI	CG13025|NP_648919.1|DMEL
OG0002282	LOC119769211|XP_038117058.1|CQUI, LOC6031311|XP_001842128.2|CQUI	CG12016|NP_647805.1|DMEL
OG0002283	LOC6035584|XP_038117065.1|CQUI	ppk3|NP_726336.1|DMEL
OG0002284	LOC6035592|XP_001845743.1|CQUI	Vps28|NP_652053.1|DMEL
OG0002285	LOC6050360|XP_001866980.2|CQUI	CG4617|NP_572383.1|DMEL
OG0002286	LOC6047555|XP_038121299.1|CQUI	Art7|NP_611753.4|DMEL
OG0002287	LOC6036821|XP_038115121.1|CQUI	CG8405|NP_725521.1|DMEL
OG0002288	LOC6036823|XP_038115902.1|CQUI	smg|NP_001137924.1|DMEL
OG0002289	LOC6048142|XP_001865105.1|CQUI	CG6638|NP_648239.1|DMEL
OG0002290	LOC6032490|XP_001843080.1|CQUI	CG9222|NP_608999.2|DMEL
OG0002291	LOC6033513|XP_038118297.1|CQUI	wech|NP_524772.2|DMEL
OG0002292	LOC6033463|XP_038119085.1|CQUI	coro|NP_001260743.1|DMEL
OG0002293	LOC119770382|XP_038121063.1|CQUI	CG10395|NP_724408.4|DMEL
OG0002294	LOC6053981|XP_001869971.2|CQUI	Sgt1|NP_649783.2|DMEL
OG0002295	LOC6043755|XP_038110402.1|CQUI	uif|NP_001162899.1|DMEL
OG0002296	LOC6053408|XP_038107636.1|CQUI	jp|NP_001369124.1|DMEL
OG0002297	LOC6047771|XP_038111266.1|CQUI	Amt|NP_001097800.1|DMEL
OG0002298	LOC6048640|XP_001865531.1|CQUI	RpL12|NP_524819.1|DMEL
OG0002299	LOC6048634|XP_001865530.1|CQUI	Rpb5|NP_610630.1|DMEL
OG0002300	LOC6041296|XP_038109865.1|CQUI	DIP-eta|NP_608946.3|DMEL
OG0002301	LOC6032442|XP_038109104.1|CQUI	CG2201|NP_724349.1|DMEL
OG0002302	LOC6032494|XP_038107401.1|CQUI	step|NP_001036375.2|DMEL
OG0002303	LOC119770001|XP_038119947.1|CQUI	RpL36|NP_476629.1|DMEL
OG0002304	LOC6034145|XP_038110271.1|CQUI	mol|NP_001036362.1|DMEL
OG0002305	LOC6037882|XP_038108990.1|CQUI	trbl|NP_524672.1|DMEL
OG0002306	LOC6048483|XP_038112798.1|CQUI	Aasdh|NP_609230.2|DMEL
OG0002307	LOC6032953|XP_038114107.1|CQUI	wry|NP_995611.2|DMEL
OG0002308	LOC6054586|XP_038108430.1|CQUI	Mtpalpha|NP_609299.1|DMEL
OG0002309	LOC6031325|XP_001842140.1|CQUI	cype|NP_536787.1|DMEL
OG0002310	LOC6031360|XP_038109101.1|CQUI	Ret|NP_477044.1|DMEL
OG0002311	LOC6046331|XP_038108958.1|CQUI	Lar|NP_001260594.1|DMEL
OG0002312	LOC6046701|XP_038110846.1|CQUI	CG9395|NP_609639.2|DMEL
OG0002313	LOC6050065|XP_038111372.1|CQUI	tra2|NP_476764.1|DMEL
OG0002314	LOC6050053|XP_001866720.2|CQUI	CG8736|NP_610394.2|DMEL
OG0002315	LOC6031936|XP_038109302.1|CQUI, LOC6031768|XP_038109420.1|CQUI	Mppe|NP_001286327.1|DMEL
OG0002316	LOC6037125|XP_001847068.1|CQUI	dUTPase|NP_609479.1|DMEL
OG0002317	LOC6050062|XP_038111373.1|CQUI	CTPsyn|NP_730023.1|DMEL
OG0002318	LOC6031952|XP_038108738.1|CQUI	Grip71|NP_609902.3|DMEL
OG0002319	LOC119767871|XP_038113550.1|CQUI, LOC6039423|XP_038106730.1|CQUI	CG16812|NP_609619.1|DMEL
OG0002320	LOC6031812|XP_001842519.2|CQUI	CG30291|NP_726016.1|DMEL
OG0002321	LOC6038275|XP_001848098.1|CQUI	RpS11|NP_725114.1|DMEL
OG0002322	LOC6044453|XP_038109073.1|CQUI	dtr|NP_724335.2|DMEL
OG0002323	LOC6041510|XP_001850760.2|CQUI	CG9253|NP_610090.1|DMEL
OG0002324	LOC6043907|XP_001861490.1|CQUI	Rnf146|NP_001137978.1|DMEL
OG0002325	LOC6043898|XP_038113606.1|CQUI	CG43693|NP_001261694.1|DMEL
OG0002326	LOC6043897|XP_038106830.1|CQUI	CG7888|NP_648425.1|DMEL
