Orthogroup	CQUI.longest_only	DVIR.longest_only
OG0001122	LOC6047533|XP_038119301.1|CQUI	LOC6623423|XP_015031044.1|DVIR
OG0001124	LOC6044079|XP_038120683.1|CQUI	LOC6632234|XP_002055818.1|DVIR
OG0001125	LOC6039443|XP_001849053.2|CQUI	LOC6630388|XP_002053996.1|DVIR
OG0001126	LOC6049107|XP_038118915.1|CQUI	LOC6624022|XP_032291223.1|DVIR
OG0001127	LOC6052725|XP_001868949.2|CQUI, LOC6034690|XP_001844974.2|CQUI	LOC6624155|XP_002048332.1|DVIR
OG0001128	LOC6030950|XP_038115818.1|CQUI, LOC6040847|XP_038111443.1|CQUI	LOC6625028|XP_002050451.2|DVIR
OG0001129	LOC6041308|XP_038109340.1|CQUI	LOC6629023|XP_015028172.1|DVIR
OG0001130	LOC6046734|XP_001863893.2|CQUI	LOC6629156|XP_002052450.2|DVIR
OG0001131	LOC6044602|XP_038107721.1|CQUI, LOC6042975|XP_038110225.1|CQUI, LOC6044604|XP_038107498.1|CQUI	LOC6636213|XP_032290165.1|DVIR
OG0001133	LOC6043724|XP_038111216.1|CQUI	LOC6627314|XP_032294185.1|DVIR
OG0001134	LOC6033084|XP_038114885.1|CQUI, LOC119767284|XP_038111486.1|CQUI, LOC119768949|XP_038116716.1|CQUI	LOC6625778|XP_002049128.3|DVIR
OG0001135	LOC6034993|XP_038120309.1|CQUI, LOC6039748|XP_001849295.2|CQUI	LOC6635184|XP_002058383.1|DVIR
OG0001136	LOC6050340|XP_038118633.1|CQUI	LOC6632681|XP_032289553.1|DVIR
OG0001137	LOC6050281|XP_001866914.2|CQUI	LOC6631276|XP_032295423.1|DVIR
OG0001138	LOC6044622|XP_038109992.1|CQUI	LOC6622762|XP_032290633.1|DVIR
OG0001139	LOC6034191|XP_001844546.2|CQUI	LOC116650476|XP_032290051.1|DVIR, LOC116650459|XP_032290007.1|DVIR, LOC116649859|XP_032288966.1|DVIR, LOC6622619|XP_002048444.1|DVIR
OG0001147	LOC6048224|XP_001865175.2|CQUI	LOC6627092|XP_002048807.1|DVIR
OG0001153	LOC6047706|XP_038117452.1|CQUI	LOC6625013|XP_032292794.1|DVIR, LOC116649722|XP_032289012.1|DVIR
OG0001154	LOC6031240|XP_038109888.1|CQUI, LOC6044142|XP_038112928.1|CQUI	LOC6634283|XP_032293417.1|DVIR
OG0001155	LOC119771163|XP_038122554.1|CQUI	LOC6633497|XP_015025565.1|DVIR
OG0001157	LOC6031419|XP_001842227.2|CQUI	LOC6632468|XP_002056169.1|DVIR
OG0001158	LOC6038004|XP_001847851.2|CQUI	LOC6628183|XP_002052917.1|DVIR
OG0001159	LOC6047617|XP_038105916.1|CQUI	LOC6635034|XP_032295322.1|DVIR
OG0001160	LOC6035059|XP_038105567.1|CQUI, LOC119765010|XP_001845295.2|CQUI	LOC6634888|XP_002058507.2|DVIR, LOC6634889|XP_002058508.1|DVIR
OG0001162	LOC6037355|XP_038105872.1|CQUI	LOC6633095|XP_002056278.3|DVIR, LOC116649781|XP_032288723.1|DVIR
OG0001164	LOC6053766|XP_038105500.1|CQUI, LOC6042425|XP_038104494.1|CQUI	LOC6630965|XP_002053799.2|DVIR
OG0001165	LOC6040940|XP_001850268.2|CQUI	LOC6626035|XP_002050802.2|DVIR
OG0001166	LOC6035310|XP_038120346.1|CQUI	LOC6636811|XP_032291485.1|DVIR
OG0001167	LOC6053462|XP_038118279.1|CQUI	LOC6625750|XP_032292349.1|DVIR
OG0001168	LOC119769703|XP_038119060.1|CQUI	LOC6626351|XP_032292402.1|DVIR
OG0001169	LOC6050237|XP_038120378.1|CQUI, LOC6050236|XP_001866875.2|CQUI, LOC6046275|XP_001863502.2|CQUI	LOC6636152|XP_002059659.1|DVIR
OG0001171	LOC6038611|XP_038115237.1|CQUI	LOC6623527|XP_015031175.1|DVIR
OG0001172	LOC6040017|XP_038120821.1|CQUI	LOC6625595|XP_032291958.1|DVIR, LOC6625596|XP_002048834.2|DVIR
OG0001173	LOC6044092|XP_001861654.2|CQUI, LOC6039973|XP_038108775.1|CQUI, LOC6034249|XP_038113447.1|CQUI, LOC6048284|XP_001865224.1|CQUI	LOC6629461|XP_002053878.1|DVIR
OG0001174	LOC6030890|XP_001841766.1|CQUI	LOC6623463|XP_002047307.1|DVIR
OG0001175	LOC6041411|XP_001850674.1|CQUI	LOC6625277|XP_002049862.1|DVIR, LOC6631655|XP_032295641.1|DVIR
OG0001176	LOC6032450|XP_038112002.1|CQUI	LOC6626930|XP_002050881.2|DVIR
OG0001177	LOC6033652|XP_038114034.1|CQUI	LOC26531015|XP_015024560.1|DVIR
OG0001177	LOC6053562|XP_001869619.2|CQUI	LOC6635730|XP_002059145.1|DVIR
OG0001178	LOC6033262|XP_038111957.1|CQUI	LOC6635894|XP_015024224.1|DVIR
OG0001179	LOC6036453|XP_038114387.1|CQUI	LOC6625391|XP_015029276.1|DVIR
OG0001180	LOC6033626|XP_038112234.1|CQUI	LOC6636188|XP_002059734.1|DVIR
OG0001181	LOC6046070|XP_038119931.1|CQUI	LOC6622988|XP_002048219.1|DVIR
OG0001182	LOC6051010|XP_038121521.1|CQUI, LOC6051011|XP_038115128.1|CQUI	LOC6629550|XP_015027075.1|DVIR
OG0001183	LOC6050625|XP_038121048.1|CQUI	LOC6634428|XP_002057940.1|DVIR, LOC6624730|XP_002047628.2|DVIR, LOC6632439|XP_032288753.1|DVIR
OG0001185	LOC6047138|XP_038115095.1|CQUI	LOC6630099|XP_032293859.1|DVIR
OG0001186	LOC6041144|XP_001850444.1|CQUI	LOC6633820|XP_032296603.1|DVIR, LOC6626013|XP_002050237.1|DVIR
OG0001187	LOC6033407|XP_038110520.1|CQUI, LOC6033409|XP_001843862.2|CQUI	LOC6625011|XP_002049761.1|DVIR
OG0001188	LOC6043678|XP_001861307.2|CQUI, LOC6043677|XP_001861306.2|CQUI	LOC6625522|XP_032293332.1|DVIR
OG0001189	LOC6044185|XP_038112058.1|CQUI, LOC6032264|XP_038112626.1|CQUI	LOC6626894|XP_002049428.2|DVIR
OG0001190	LOC6035971|XP_001846078.2|CQUI, LOC6035970|XP_038112722.1|CQUI	LOC6633349|XP_015025540.1|DVIR
OG0001191	LOC6040784|XP_038113888.1|CQUI, LOC6054211|XP_038113931.1|CQUI	LOC6627637|XP_002051111.2|DVIR
OG0001192	LOC6039652|XP_038112370.1|CQUI	LOC6627686|XP_002052505.2|DVIR, LOC6627688|XP_002052507.2|DVIR
OG0001193	LOC119771227|XP_038122924.1|CQUI, LOC6052191|XP_038104147.1|CQUI, LOC6044486|XP_001861998.2|CQUI, LOC6038340|XP_001848155.1|CQUI	LOC6629742|XP_002054146.2|DVIR
OG0001194	LOC6042351|XP_001851478.1|CQUI	LOC6634400|XP_032296299.1|DVIR
OG0001195	LOC119767685|XP_038112768.1|CQUI	LOC6626150|XP_002049631.1|DVIR
OG0001201	LOC6050447|XP_001867055.2|CQUI	LOC6630485|XP_002053192.1|DVIR
OG0001202	LOC6038175|XP_038104882.1|CQUI, LOC6038173|XP_001848004.2|CQUI, LOC6038176|XP_001848007.2|CQUI	LOC6631858|XP_032295558.1|DVIR
OG0001203	LOC6038320|XP_038122940.1|CQUI, LOC6038329|XP_038110286.1|CQUI	LOC6636200|XP_032290093.1|DVIR
OG0001204	LOC6053090|XP_001869239.2|CQUI, LOC6054712|XP_038106720.1|CQUI, LOC6033906|XP_038106238.1|CQUI, LOC6039955|XP_038115960.1|CQUI, LOC6039125|XP_038113258.1|CQUI, LOC6039327|XP_001848955.2|CQUI	LOC6634342|XP_002057470.1|DVIR
OG0001205	LOC6052900|XP_001869076.2|CQUI	LOC6630761|XP_002054620.1|DVIR
OG0001206	LOC6049919|XP_038114189.1|CQUI	LOC6629898|XP_032292908.1|DVIR
OG0001207	LOC6035127|XP_038117837.1|CQUI	LOC6628561|XP_002051958.1|DVIR, LOC6631744|XP_032296092.1|DVIR
OG0001208	LOC6044973|XP_038105992.1|CQUI	LOC6631460|XP_032295580.1|DVIR
OG0001209	LOC6051353|XP_038122782.1|CQUI	LOC6632604|XP_002056216.1|DVIR
OG0001210	LOC6052130|XP_038104165.1|CQUI, LOC6050694|XP_038104085.1|CQUI	LOC6631920|XP_002055747.1|DVIR
OG0001211	LOC6034927|XP_001845192.2|CQUI	LOC6635200|XP_032295397.1|DVIR
OG0001212	LOC6031554|XP_001842338.2|CQUI, LOC6031553|XP_001842337.1|CQUI, LOC6049227|XP_001866023.2|CQUI, LOC119770564|XP_038121603.1|CQUI, LOC6049222|XP_001866022.2|CQUI	LOC6632024|XP_002055239.1|DVIR
OG0001213	LOC6039669|XP_001849233.2|CQUI, LOC6039670|XP_001849234.2|CQUI	LOC6632942|XP_002056765.2|DVIR
OG0001214	LOC6037486|XP_001847396.2|CQUI	LOC6632382|XP_002056005.1|DVIR
OG0001215	LOC6045600|XP_038104162.1|CQUI, LOC6045598|XP_038105791.1|CQUI	LOC6630803|XP_002054271.1|DVIR
OG0001216	LOC6045604|XP_038104859.1|CQUI, LOC6045606|XP_038106016.1|CQUI	LOC6630802|XP_002054270.2|DVIR
OG0001217	LOC6042395|XP_001851520.2|CQUI	LOC6627752|XP_032293530.1|DVIR
OG0001218	LOC6040898|XP_001850226.1|CQUI	LOC6630922|XP_002054311.2|DVIR, LOC6630921|XP_002054310.1|DVIR
OG0001220	LOC6045532|XP_001862887.1|CQUI, LOC119769797|XP_038119366.1|CQUI	LOC6625556|XP_002048892.1|DVIR
OG0001221	LOC6043322|XP_038116069.1|CQUI	LOC6635837|XP_002059449.1|DVIR
OG0001222	LOC6052140|XP_001868455.2|CQUI	LOC6622808|XP_032290391.1|DVIR
OG0001223	LOC6036538|XP_038119459.1|CQUI	LOC6626270|XP_015029300.1|DVIR, LOC6626271|XP_002050037.1|DVIR
OG0001224	LOC6036744|XP_001846743.1|CQUI	LOC6625555|XP_002049005.1|DVIR
OG0001225	LOC6033514|XP_038117574.1|CQUI, LOC6033515|XP_001843955.2|CQUI	LOC6635790|XP_032291901.1|DVIR
OG0001226	LOC6030868|XP_038117520.1|CQUI	LOC6636477|XP_002059798.1|DVIR
OG0001227	LOC6037379|XP_038112500.1|CQUI	LOC6628365|XP_032294482.1|DVIR
OG0001228	LOC6050448|XP_001867052.2|CQUI	LOC6634713|XP_002058270.2|DVIR
OG0001229	LOC6033208|XP_038108952.1|CQUI	LOC6626404|XP_032292506.1|DVIR
OG0001230	LOC6042866|XP_038109988.1|CQUI	LOC6635833|XP_002059468.1|DVIR
OG0001233	LOC6034829|XP_038112300.1|CQUI	LOC6635630|XP_032294722.1|DVIR
OG0001234	LOC6036123|XP_001846216.1|CQUI	LOC6627060|XP_002050516.1|DVIR, LOC6626532|XP_002050656.1|DVIR
OG0001235	LOC119766514|XP_038107036.1|CQUI, LOC6033616|XP_001844043.2|CQUI, LOC6033618|XP_001844045.2|CQUI	LOC6627851|XP_002052846.1|DVIR
OG0001236	LOC6046075|XP_001863329.2|CQUI	LOC6622545|XP_002048141.1|DVIR
OG0001237	LOC6040473|XP_038114997.1|CQUI	LOC6632514|XP_015025814.1|DVIR
OG0001238	LOC6043265|XP_038121140.1|CQUI	LOC6630930|XP_032293104.1|DVIR
OG0001239	LOC6052626|XP_038111282.1|CQUI, LOC6032254|XP_038121026.1|CQUI	LOC6630422|XP_032294222.1|DVIR
OG0001240	LOC6045142|XP_001862540.2|CQUI, LOC6045143|XP_001862541.2|CQUI	LOC6630994|XP_002053496.1|DVIR
OG0001241	LOC6046394|XP_038116205.1|CQUI	LOC6626712|XP_002050765.2|DVIR, LOC26531173|XP_015024802.1|DVIR, LOC26531198|XP_015024803.1|DVIR
OG0001242	LOC6032717|XP_001843269.1|CQUI	LOC6634480|XP_002058157.2|DVIR
OG0001244	LOC6051908|XP_001868265.2|CQUI	LOC6630399|XP_032294922.1|DVIR
OG0001245	LOC6039632|XP_038111436.1|CQUI, LOC6039633|XP_038111530.1|CQUI, LOC6039631|XP_038106272.1|CQUI, LOC6053173|XP_038106273.1|CQUI	LOC6630383|XP_002054009.1|DVIR
OG0001246	LOC6046496|XP_038112281.1|CQUI, LOC119767076|XP_038110479.1|CQUI, LOC6046495|XP_001863681.2|CQUI	LOC6625545|XP_002049980.1|DVIR
OG0001247	LOC6036721|XP_038108755.1|CQUI	LOC26531806|XP_015030372.1|DVIR
OG0001248	LOC6047152|XP_038112085.1|CQUI	LOC6623670|XP_002046796.1|DVIR
OG0001249	LOC6037219|XP_038111368.1|CQUI	LOC6633450|XP_032289047.1|DVIR
OG0001257	LOC6038325|XP_038121277.1|CQUI	LOC6636237|XP_015024077.1|DVIR
OG0001259	LOC6052314|XP_001868608.2|CQUI, LOC119767551|XP_038112327.1|CQUI	LOC6633328|XP_002057162.3|DVIR, LOC6633326|XP_002057160.3|DVIR
OG0001260	LOC6047698|XP_001864721.2|CQUI, LOC6047703|XP_038122417.1|CQUI	LOC6632708|XP_002056039.2|DVIR
OG0001261	LOC6036966|XP_038105068.1|CQUI	LOC6632159|XP_002055768.1|DVIR
OG0001263	LOC6047408|XP_038111894.1|CQUI	LOC6630711|XP_002054204.1|DVIR
OG0001264	LOC6031873|XP_038111151.1|CQUI	LOC6627719|XP_032294248.1|DVIR
OG0001265	LOC6034456|XP_038105093.1|CQUI	LOC6631734|XP_032295875.1|DVIR
OG0001266	LOC6035643|XP_001845783.2|CQUI	LOC6636362|XP_002059891.1|DVIR
OG0001267	LOC6051047|XP_038122925.1|CQUI, LOC6044839|XP_038105651.1|CQUI	LOC6630727|XP_002053787.1|DVIR
OG0001269	LOC6034952|XP_001845211.1|CQUI	LOC6625858|XP_002049216.1|DVIR
OG0001270	LOC119767815|XP_038113307.1|CQUI, LOC6037485|XP_038104290.1|CQUI	LOC6633054|XP_032289794.1|DVIR
OG0001271	LOC6043921|XP_001861500.2|CQUI, LOC6043922|XP_001861501.1|CQUI	LOC6625913|XP_002050428.1|DVIR
OG0001272	LOC6038800|XP_038115010.1|CQUI	LOC6624348|XP_002047148.2|DVIR
OG0001273	LOC6044636|XP_001862124.1|CQUI, LOC6047353|XP_001864428.2|CQUI, LOC119767645|XP_038112581.1|CQUI, LOC6047352|XP_038106332.1|CQUI	LOC6630687|XP_032295022.1|DVIR
OG0001274	LOC6048052|XP_038120536.1|CQUI	LOC6624520|XP_002048497.1|DVIR
OG0001276	LOC6041249|XP_001850539.2|CQUI	LOC6624011|XP_002047407.1|DVIR
OG0001277	LOC6037285|XP_038119469.1|CQUI	LOC6622890|XP_032290651.1|DVIR
OG0001278	LOC6036217|XP_038115918.1|CQUI	LOC6623208|XP_032290554.1|DVIR
OG0001279	LOC6036221|XP_001846296.1|CQUI	LOC6623217|XP_002047264.2|DVIR
OG0001280	LOC6038254|XP_038118225.1|CQUI	LOC6623138|XP_002046122.2|DVIR
OG0001281	LOC6034616|XP_038118327.1|CQUI, LOC6052807|XP_001869012.2|CQUI, LOC6052810|XP_038116188.1|CQUI	LOC6622525|XP_002046549.1|DVIR
OG0001282	LOC6035619|XP_001845768.2|CQUI, LOC119767190|XP_038111103.1|CQUI	LOC6634104|XP_015025191.1|DVIR
OG0001283	LOC6053152|XP_038119033.1|CQUI	LOC6626719|XP_002050669.2|DVIR
OG0001284	LOC6032448|XP_001843044.1|CQUI	LOC26530754|XP_015028852.1|DVIR
OG0001285	LOC6040540|XP_001849924.2|CQUI, LOC6032470|XP_001843063.1|CQUI	LOC6624488|XP_015030749.1|DVIR
OG0001286	LOC6048784|XP_038109129.1|CQUI	LOC6628815|XP_002052065.1|DVIR
OG0001287	LOC6041527|XP_001850775.2|CQUI, LOC6042657|XP_001853256.2|CQUI	LOC6629798|XP_032294256.1|DVIR
OG0001288	LOC6049426|XP_038107510.1|CQUI	LOC6628367|XP_002052867.1|DVIR
OG0001289	LOC6049419|XP_001866187.2|CQUI, LOC6049418|XP_001866186.2|CQUI, LOC6049417|XP_038107259.1|CQUI	LOC6628409|XP_002052052.2|DVIR
OG0001290	LOC6048341|XP_038111865.1|CQUI	LOC6628152|XP_032294408.1|DVIR
OG0001291	LOC6048800|XP_001865667.2|CQUI	LOC6625308|XP_002049972.1|DVIR
OG0001292	LOC6037255|XP_038109974.1|CQUI, LOC6037188|XP_038109977.1|CQUI	LOC6625660|XP_015029661.1|DVIR
OG0001293	LOC6040512|XP_001849898.1|CQUI	LOC6633377|XP_002057330.1|DVIR
OG0001294	LOC6032208|XP_038117537.1|CQUI	LOC6632763|XP_032289429.1|DVIR
OG0001295	LOC6034917|XP_001845183.1|CQUI	LOC6636069|XP_002059600.1|DVIR, LOC6624972|XP_002049480.1|DVIR
OG0001296	LOC6047495|XP_038119702.1|CQUI	LOC6622540|XP_015031458.1|DVIR, LOC6633186|XP_002055974.3|DVIR
OG0001297	LOC6046059|XP_038117659.1|CQUI	LOC6629321|XP_002053054.1|DVIR
OG0001298	LOC6051290|XP_038120986.1|CQUI, LOC6045184|XP_038120344.1|CQUI	LOC6635074|XP_002058467.3|DVIR
OG0001299	LOC6049643|XP_038121699.1|CQUI, LOC6045696|XP_038115784.1|CQUI	LOC6636561|XP_002060065.1|DVIR
OG0001300	LOC6035030|XP_001845275.1|CQUI	LOC6632619|XP_002056319.1|DVIR, LOC6625390|XP_002050135.1|DVIR
OG0001301	LOC6039153|XP_001848808.2|CQUI, LOC6039154|XP_001848809.2|CQUI	LOC6627652|XP_002052503.1|DVIR
OG0001302	LOC6047583|XP_001864626.2|CQUI	LOC6625608|XP_032293362.1|DVIR, LOC6625607|XP_032293363.1|DVIR
OG0001303	LOC6045151|XP_001862551.1|CQUI	LOC6632233|XP_002055817.1|DVIR
OG0001304	LOC6051294|XP_038115861.1|CQUI	LOC6626496|XP_002049321.2|DVIR
OG0001305	LOC6042960|XP_038116247.1|CQUI	LOC6625237|XP_002049483.1|DVIR, LOC6624974|XP_002049482.1|DVIR, LOC6633055|XP_032289800.1|DVIR
OG0001306	LOC6047141|XP_038115120.1|CQUI	LOC6631130|XP_002053506.1|DVIR
OG0001307	LOC6045564|XP_038118987.1|CQUI	LOC6624678|XP_002047188.1|DVIR
OG0001308	LOC6042267|XP_038118191.1|CQUI	LOC6633429|XP_032296255.1|DVIR, LOC6627428|XP_002052154.2|DVIR
OG0001309	LOC6037560|XP_038120045.1|CQUI, LOC6037559|XP_001847457.2|CQUI	LOC6629853|XP_015027389.1|DVIR
OG0001310	LOC6047951|XP_038121204.1|CQUI	LOC6632189|XP_032295778.1|DVIR
OG0001311	LOC6033402|XP_038108518.1|CQUI, LOC6050205|XP_038104691.1|CQUI	LOC6635486|XP_032296157.1|DVIR
OG0001312	LOC6043662|XP_038113256.1|CQUI	LOC6623655|XP_032290762.1|DVIR
OG0001313	LOC6042364|XP_001851491.2|CQUI	LOC6626939|XP_002050077.1|DVIR
OG0001314	LOC119765376|XP_038105034.1|CQUI, LOC119768586|XP_038114575.1|CQUI, LOC6053091|XP_001869240.2|CQUI, LOC6047348|XP_038113711.1|CQUI, LOC6033905|XP_038106239.1|CQUI	LOC6634343|XP_002057471.1|DVIR
OG0001315	LOC6038959|XP_038120814.1|CQUI	LOC6633533|XP_002057361.1|DVIR
OG0001326	LOC6035538|XP_001845699.1|CQUI, LOC6040423|XP_038104928.1|CQUI	LOC6632801|XP_032289419.1|DVIR
OG0001328	LOC6040979|XP_001850277.2|CQUI	LOC6636515|XP_002060005.2|DVIR
OG0001329	LOC6042511|XP_001870667.2|CQUI	LOC6631936|XP_002055483.2|DVIR
OG0001330	LOC6051124|XP_038112631.1|CQUI	LOC6630895|XP_032294540.1|DVIR, LOC6631662|XP_015026580.1|DVIR
OG0001331	LOC6048186|XP_001865140.2|CQUI, LOC6048182|XP_001865139.2|CQUI	LOC6634725|XP_002058324.2|DVIR
OG0001332	LOC6039048|XP_001848726.2|CQUI, LOC6039047|XP_001848725.2|CQUI	LOC6632105|XP_002055628.2|DVIR
OG0001333	LOC6045950|XP_038105005.1|CQUI, LOC6045951|XP_038117371.1|CQUI	LOC6636899|XP_002060355.3|DVIR
OG0001334	LOC6037928|XP_038116113.1|CQUI, LOC6054650|XP_038122534.1|CQUI	LOC6629503|XP_002054523.1|DVIR
OG0001335	LOC6034790|XP_038104487.1|CQUI, LOC6034789|XP_038104575.1|CQUI	LOC6629975|XP_002053084.1|DVIR
OG0001337	LOC6051267|XP_038106593.1|CQUI	LOC6632007|XP_032296152.1|DVIR
OG0001338	LOC6052081|XP_001868402.1|CQUI	LOC6625115|XP_015029438.1|DVIR
OG0001339	LOC6041047|XP_001850358.2|CQUI	LOC6636496|XP_002059802.1|DVIR
OG0001340	LOC6035081|XP_001845316.2|CQUI	LOC6622511|XP_002047704.1|DVIR
OG0001341	LOC6037322|XP_001847247.2|CQUI	LOC6630603|XP_002053022.1|DVIR
OG0001342	LOC6035340|XP_038104390.1|CQUI	LOC6627966|XP_032293724.1|DVIR, LOC6627967|XP_002051620.2|DVIR
OG0001343	LOC6040250|XP_001849691.2|CQUI	LOC6634901|XP_002058553.2|DVIR
OG0001344	LOC6049262|XP_038111703.1|CQUI, LOC6049278|XP_038113436.1|CQUI	LOC6632883|XP_015025994.1|DVIR
OG0001345	LOC6039603|XP_001849176.2|CQUI, LOC6035067|XP_001845303.1|CQUI	LOC6632728|XP_002056051.1|DVIR
OG0001346	LOC119768737|XP_038115561.1|CQUI	LOC6629281|XP_002054689.2|DVIR
OG0001347	LOC6037351|XP_001847274.2|CQUI	LOC6631534|XP_032294977.1|DVIR
OG0001348	LOC6035324|XP_001845539.2|CQUI	LOC6631411|XP_002055420.1|DVIR
OG0001349	LOC6031053|XP_038118485.1|CQUI	LOC6623366|XP_002046361.2|DVIR, LOC6624450|XP_002046598.1|DVIR, LOC6624412|XP_015031121.1|DVIR
OG0001350	LOC6031018|XP_038118484.1|CQUI	LOC6623335|XP_002048570.1|DVIR
OG0001351	LOC6039262|XP_001848897.2|CQUI	LOC6627000|XP_002048742.1|DVIR
OG0001352	LOC6039281|XP_038119488.1|CQUI	LOC6635862|XP_032291692.1|DVIR
OG0001353	LOC6047788|XP_001864800.2|CQUI, LOC6044635|XP_001862123.1|CQUI	LOC6623502|XP_002048239.1|DVIR
OG0001354	LOC6047340|XP_038118747.1|CQUI	LOC6626668|XP_032291629.1|DVIR
OG0001355	LOC6041332|XP_001850609.1|CQUI, LOC119768576|XP_038114525.1|CQUI, LOC6041748|XP_001850966.2|CQUI, LOC6045513|XP_001862876.1|CQUI, LOC6046214|XP_001863443.2|CQUI	LOC6625488|XP_002048825.1|DVIR
OG0001356	LOC6036243|XP_038119253.1|CQUI, LOC6050488|XP_038120895.1|CQUI	LOC6630663|XP_032290428.1|DVIR
OG0001357	LOC6040104|XP_001849570.2|CQUI	LOC6637008|XP_002060435.1|DVIR
OG0001358	LOC6048059|XP_038118974.1|CQUI	LOC6622903|XP_002048031.3|DVIR
OG0001359	LOC6050003|XP_038119402.1|CQUI, LOC6050011|XP_001866683.2|CQUI	LOC6627451|XP_002052473.2|DVIR
OG0001360	LOC6036534|XP_001846579.2|CQUI	LOC6626063|XP_002048853.1|DVIR
OG0001361	LOC6039413|XP_038114631.1|CQUI, LOC6031921|XP_038114630.1|CQUI	LOC6623320|XP_002047272.3|DVIR
OG0001362	LOC6036218|XP_001846293.1|CQUI	LOC6623255|XP_002047266.1|DVIR
OG0001363	LOC6039410|XP_001849022.1|CQUI, LOC6047507|XP_001864556.2|CQUI	LOC6630237|XP_002054577.1|DVIR
OG0001364	LOC6045816|XP_038117771.1|CQUI, LOC6049405|XP_038110257.1|CQUI	LOC6635915|XP_032291768.1|DVIR
OG0001365	LOC6036529|XP_001846574.1|CQUI	LOC6624010|XP_015031190.1|DVIR
OG0001367	LOC6035628|XP_038118306.1|CQUI	LOC6625493|XP_032292399.1|DVIR
OG0001368	LOC6033581|XP_038118796.1|CQUI	LOC6636337|XP_032292017.1|DVIR
OG0001369	LOC6035620|XP_001845769.2|CQUI	LOC6631786|XP_002055713.2|DVIR
OG0001370	LOC6030780|XP_001841674.2|CQUI	LOC6626898|XP_015029070.1|DVIR
OG0001372	LOC6052802|XP_038118759.1|CQUI	LOC6625481|XP_032291542.1|DVIR
OG0001373	LOC6041327|XP_038111903.1|CQUI	LOC6627947|XP_002051420.2|DVIR
OG0001374	LOC6032452|XP_001843048.1|CQUI	LOC6626926|XP_002050877.1|DVIR
OG0001375	LOC119766164|XP_038106502.1|CQUI	LOC6632389|XP_002056625.1|DVIR
OG0001376	LOC6048889|XP_001865734.2|CQUI, LOC6048890|XP_001865735.2|CQUI	LOC6625395|XP_002050140.1|DVIR
OG0001377	LOC6031968|XP_038112116.1|CQUI	LOC6628677|XP_002051869.2|DVIR
OG0001378	LOC6039573|XP_001849170.2|CQUI	LOC6628176|XP_015028017.1|DVIR
OG0001379	LOC6045361|XP_038113639.1|CQUI	LOC6627960|XP_015028646.1|DVIR
OG0001381	LOC6033216|XP_001843693.2|CQUI	LOC6627219|XP_002050216.1|DVIR
OG0001382	LOC6031266|XP_038109596.1|CQUI	LOC6628126|XP_032294542.1|DVIR, LOC26531553|XP_032294394.1|DVIR
OG0001383	LOC6048994|XP_001865828.1|CQUI	LOC6626611|XP_002048705.1|DVIR
OG0001384	LOC6046637|XP_001863807.2|CQUI	LOC6634249|XP_015025309.1|DVIR
OG0001385	LOC6034387|XP_038110617.1|CQUI	LOC6634186|XP_002057779.2|DVIR
OG0001386	LOC6053855|XP_038106997.1|CQUI	LOC6629077|XP_032294333.1|DVIR
OG0001387	LOC6047222|XP_001864306.1|CQUI, LOC6047224|XP_038112158.1|CQUI	LOC6628475|XP_002052558.1|DVIR
OG0001388	LOC6032182|XP_038109835.1|CQUI, LOC6032181|XP_038113802.1|CQUI, LOC6052123|XP_001868440.2|CQUI	LOC6627383|XP_015028686.2|DVIR
OG0001389	LOC6044883|XP_038121439.1|CQUI, LOC6038982|XP_038119289.1|CQUI	LOC6630174|XP_002053844.2|DVIR
OG0001390	LOC6043555|XP_038119180.1|CQUI	LOC6628936|XP_032294303.1|DVIR
OG0001391	LOC6048704|XP_038118530.1|CQUI	LOC6634256|XP_002057642.1|DVIR
OG0001392	LOC6041800|XP_001851015.2|CQUI	LOC6635585|XP_002058998.2|DVIR
OG0001393	LOC119770223|XP_038120602.1|CQUI	LOC6636692|XP_002060170.1|DVIR
OG0001394	LOC6046271|XP_038119136.1|CQUI, LOC119766035|XP_038106314.1|CQUI, LOC6052486|XP_038108722.1|CQUI	LOC26530964|XP_015024157.2|DVIR
OG0001395	LOC119770297|XP_038120835.1|CQUI	LOC6630208|XP_015027115.1|DVIR
OG0001396	LOC6039739|XP_001849290.2|CQUI	LOC6624725|XP_002047179.1|DVIR, LOC6631869|XP_002055730.1|DVIR
OG0001397	LOC6047980|XP_038116129.1|CQUI, LOC6037602|XP_038121622.1|CQUI	LOC6632291|XP_002056733.1|DVIR
OG0001399	LOC6046189|XP_038112799.1|CQUI	LOC6625737|XP_015029306.1|DVIR
OG0001400	LOC6046814|XP_001863949.2|CQUI	LOC6632889|XP_002056189.3|DVIR, LOC6632887|XP_002056187.3|DVIR
OG0001401	LOC6035448|XP_001845635.2|CQUI, LOC6043103|XP_001855831.2|CQUI, LOC6035463|XP_001845649.1|CQUI	LOC6624420|XP_032290431.1|DVIR
OG0001402	LOC6052985|XP_001869146.2|CQUI	LOC6622071|XP_002047691.1|DVIR
OG0001403	LOC6035872|XP_001845986.2|CQUI, LOC6035873|XP_001845987.2|CQUI	LOC6622160|XP_002047555.1|DVIR
OG0001404	LOC6031682|XP_038114066.1|CQUI	LOC6635344|XP_015024696.1|DVIR
OG0001405	LOC6037799|XP_001847675.2|CQUI	LOC6627268|XP_002049910.1|DVIR
