Orthogroup	CQUI.longest_only	DANA.longest_only
OG0002031	LOC6034192|XP_001844547.2|CQUI	LOC6494016|XP_014762540.1|DANA
OG0002032	LOC6047494|XP_001864549.2|CQUI	LOC6505713|XP_001964407.1|DANA
OG0002033	LOC6033021|XP_038119287.1|CQUI	LOC6502919|XP_032311836.1|DANA
OG0002034	LOC6033038|XP_038115410.1|CQUI	LOC6504843|XP_001966435.2|DANA
OG0002036	LOC6050995|XP_038121187.1|CQUI	LOC6500631|XP_032305348.1|DANA
OG0002037	LOC6046238|XP_001863465.1|CQUI	LOC6502820|XP_001956140.1|DANA
OG0002038	LOC6048866|XP_001865713.1|CQUI	LOC6500121|XP_001953181.1|DANA
OG0002039	LOC6041739|XP_001850959.1|CQUI	LOC6505746|XP_001964344.1|DANA
OG0002040	LOC6049016|XP_038115728.1|CQUI	LOC26514305|XP_032305719.1|DANA
OG0002041	LOC6053561|XP_038121322.1|CQUI	LOC6495224|XP_014763193.1|DANA
OG0002042	LOC6042060|XP_001851213.1|CQUI	LOC6500096|XP_001953235.2|DANA
OG0002043	LOC6046279|XP_001863506.2|CQUI	LOC6501422|XP_001955221.1|DANA
OG0002044	LOC6049246|XP_038115174.1|CQUI	LOC6498938|XP_014765832.1|DANA
OG0002045	LOC6046000|XP_038119279.1|CQUI	LOC6501434|XP_001955243.3|DANA
OG0002046	LOC6044308|XP_038119321.1|CQUI	LOC6503616|XP_001964061.1|DANA
OG0002047	LOC6050271|XP_038122220.1|CQUI	LOC6502907|XP_014761255.1|DANA
OG0002048	LOC6042553|XP_038120962.1|CQUI	LOC6500513|XP_001953371.2|DANA
OG0002049	LOC6039492|XP_038115951.1|CQUI	LOC6499438|XP_032305665.1|DANA
OG0002050	LOC6043404|XP_038115088.1|CQUI	LOC6501315|XP_032307349.1|DANA
OG0002051	LOC6051287|XP_038119820.1|CQUI	LOC26514905|XP_014764061.1|DANA
OG0002053	LOC6040835|XP_038116346.1|CQUI	LOC6499631|XP_032312359.1|DANA
OG0002054	LOC6035830|XP_001845950.2|CQUI	LOC6500358|XP_001953046.1|DANA, LOC6500360|XP_001953050.1|DANA, LOC116655261|XP_032308699.1|DANA, LOC116655304|XP_032308841.1|DANA, LOC116655265|XP_032308728.1|DANA, LOC6500359|XP_001953048.1|DANA
OG0002055	LOC6038958|XP_038120809.1|CQUI	LOC6505834|XP_001964453.1|DANA
OG0002056	LOC6038943|XP_038120800.1|CQUI	LOC6506644|XP_001957482.1|DANA
OG0002057	LOC6034056|XP_038120930.1|CQUI	LOC6498603|XP_001963141.1|DANA
OG0002058	LOC6033986|XP_001844369.2|CQUI	LOC6493437|XP_001957748.1|DANA
OG0002059	LOC6033981|XP_038120952.1|CQUI	LOC6499727|XP_001954053.1|DANA
OG0002060	LOC6033990|XP_038119391.1|CQUI	LOC6496357|XP_001960758.1|DANA
OG0002061	LOC6033991|XP_001844379.1|CQUI	LOC6494231|XP_032307187.1|DANA
OG0002062	LOC6037972|XP_038118109.1|CQUI	LOC6503613|XP_032308368.1|DANA
OG0002063	LOC119769819|XP_038119432.1|CQUI	LOC6504932|XP_001966610.1|DANA
OG0002064	LOC6047178|XP_038120724.1|CQUI	LOC6502890|XP_001963654.1|DANA
OG0002065	LOC6046202|XP_038120624.1|CQUI	LOC6493114|XP_001957072.2|DANA
OG0002066	LOC6039967|XP_038109379.1|CQUI	LOC6501619|XP_032312100.1|DANA
OG0002067	LOC6044111|XP_038112191.1|CQUI	LOC6495305|XP_001958660.1|DANA
OG0002068	LOC119766543|XP_038107216.1|CQUI	LOC6495784|XP_001959574.1|DANA
OG0002069	LOC6041145|XP_001850445.2|CQUI	LOC26514887|XP_014760159.1|DANA
OG0002070	LOC6041138|XP_001850438.2|CQUI	LOC6498972|XP_001955581.1|DANA
OG0002071	LOC6036873|XP_038107719.1|CQUI	LOC6501448|XP_001955276.1|DANA
OG0002072	LOC119767954|XP_038113954.1|CQUI, LOC119767948|XP_038113941.1|CQUI	LOC6494148|XP_001960867.1|DANA
OG0002073	LOC6037933|XP_038116801.1|CQUI	LOC6493611|XP_032310074.1|DANA
OG0002074	LOC6034286|XP_001844626.2|CQUI	LOC6495165|XP_001958927.2|DANA
OG0002075	LOC6051422|XP_001867860.2|CQUI	LOC26513924|XP_014760630.1|DANA
OG0002076	LOC6053604|XP_038109672.1|CQUI	LOC6496395|XP_032305923.1|DANA
OG0002077	LOC6048428|XP_038107454.1|CQUI	LOC6507071|XP_032309528.1|DANA
OG0002078	LOC6049195|XP_038108184.1|CQUI	LOC6494022|XP_001961132.2|DANA
OG0002079	LOC6035445|XP_038113391.1|CQUI	LOC6507934|XP_001956640.1|DANA
OG0002080	LOC6045702|XP_038109755.1|CQUI	LOC6494302|XP_032306611.1|DANA
OG0002081	LOC6045982|XP_001863256.2|CQUI	LOC116654686|XP_032306102.1|DANA, LOC6494247|XP_032306101.1|DANA
OG0002082	LOC6036748|XP_038113901.1|CQUI	LOC6496289|XP_032306991.1|DANA
OG0002083	LOC6035972|XP_038107184.1|CQUI	LOC6504625|XP_032309251.1|DANA
OG0002084	LOC6035707|XP_038108824.1|CQUI	LOC6494498|XP_001960216.2|DANA
OG0002085	LOC6042460|XP_038114127.1|CQUI	LOC6494748|XP_032306356.1|DANA
OG0002086	LOC6046954|XP_001864067.2|CQUI	LOC6496098|XP_001960221.1|DANA
OG0002087	LOC6035876|XP_038112932.1|CQUI	LOC6493708|XP_032309659.1|DANA
OG0002088	LOC6048576|XP_038109929.1|CQUI	LOC6493222|XP_014764258.1|DANA
OG0002090	LOC6048571|XP_038112054.1|CQUI	LOC6506664|XP_001957452.1|DANA
OG0002091	LOC6042356|XP_001851484.1|CQUI	LOC6494250|XP_001960662.2|DANA
OG0002092	LOC6042361|XP_001851488.2|CQUI, LOC6036907|XP_038108108.1|CQUI	LOC6493085|XP_032310312.1|DANA
OG0002093	LOC6046499|XP_038110633.1|CQUI	LOC6494454|XP_001960295.1|DANA
OG0002094	LOC6040957|XP_038113605.1|CQUI	LOC6494916|XP_001959427.1|DANA
OG0002095	LOC6036091|XP_001846184.1|CQUI	LOC6502986|XP_001963466.1|DANA
OG0002096	LOC6047564|XP_038107160.1|CQUI	LOC6496348|XP_032306020.1|DANA
OG0002097	LOC6032274|XP_038114310.1|CQUI	LOC6495342|XP_001958617.2|DANA
OG0002098	LOC6054484|XP_038109600.1|CQUI, LOC6050613|XP_038110230.1|CQUI	LOC6493565|XP_001958008.1|DANA
OG0002099	LOC6052912|XP_038113126.1|CQUI	LOC6499460|XP_001954592.1|DANA
OG0002100	LOC6037635|XP_001847522.2|CQUI, LOC6037636|XP_038113451.1|CQUI	LOC6506344|XP_001958066.3|DANA
OG0002101	LOC6034560|XP_038108470.1|CQUI	LOC6495204|XP_032306922.1|DANA
OG0002102	LOC6040553|XP_001849935.2|CQUI	LOC6495113|XP_032307133.1|DANA
OG0002103	LOC6039927|XP_038104265.1|CQUI	LOC6499463|XP_001954584.1|DANA
OG0002117	LOC6035092|XP_001845324.2|CQUI	LOC6501885|XP_001966734.1|DANA
OG0002118	LOC6038196|XP_001848026.2|CQUI	LOC26514480|XP_032309671.1|DANA
OG0002119	LOC6052831|XP_038104539.1|CQUI	LOC6501444|XP_001955267.3|DANA
OG0002120	LOC6038312|XP_038104590.1|CQUI	LOC6503319|XP_032311975.1|DANA
OG0002121	LOC6048963|XP_038111521.1|CQUI	LOC6499404|XP_001954705.1|DANA
OG0002123	LOC6040410|XP_038105742.1|CQUI	LOC6505490|XP_001964947.1|DANA
OG0002124	LOC119770815|XP_038122274.1|CQUI	LOC6505168|XP_001965467.2|DANA
OG0002125	LOC119771160|XP_038122537.1|CQUI, LOC119765095|XP_038104176.1|CQUI	LOC6495159|XP_001958939.1|DANA
OG0002126	LOC6053690|XP_001869735.2|CQUI	LOC6493231|XP_014764263.1|DANA
OG0002127	LOC6051305|XP_038105747.1|CQUI	LOC6505265|XP_014760340.1|DANA
OG0002128	LOC6050201|XP_038114963.1|CQUI	LOC6505191|XP_001965520.2|DANA
OG0002129	LOC6038188|XP_038108193.1|CQUI	LOC116654511|XP_032305528.1|DANA, LOC6505666|XP_001964500.1|DANA
OG0002130	LOC6048461|XP_001865375.1|CQUI	LOC6504045|XP_001964076.2|DANA
OG0002131	LOC6041291|XP_038105189.1|CQUI	LOC6500901|XP_001954130.1|DANA
OG0002132	LOC6042241|XP_001851379.1|CQUI	LOC6498554|XP_001963049.1|DANA
OG0002133	LOC6041277|XP_001850564.2|CQUI	LOC6503584|XP_032309439.1|DANA, LOC6503583|XP_001964118.1|DANA
OG0002134	LOC6053321|XP_038104459.1|CQUI	LOC6503845|XP_001963707.1|DANA
OG0002135	LOC6039380|XP_001848994.2|CQUI, LOC6038451|XP_038114365.1|CQUI	LOC6503981|XP_032308588.1|DANA
OG0002136	LOC6052854|XP_038114943.1|CQUI	LOC6499020|XP_001955502.1|DANA
OG0002137	LOC6035107|XP_001845343.2|CQUI	LOC6499819|XP_001953848.1|DANA
OG0002138	LOC6053774|XP_001869800.2|CQUI	LOC6502121|XP_001966168.1|DANA
OG0002139	LOC6054308|XP_038112556.1|CQUI	LOC6504924|XP_014759857.1|DANA
OG0002140	LOC6052944|XP_038122401.1|CQUI	LOC6501957|XP_001966761.1|DANA
OG0002141	LOC6052597|XP_001868840.1|CQUI	LOC6503223|XP_001965861.1|DANA
OG0002142	LOC6044771|XP_001862230.2|CQUI	LOC6499605|XP_001954310.1|DANA
OG0002143	LOC6049815|XP_001866521.2|CQUI	LOC6497981|XP_001961836.1|DANA
OG0002144	LOC6045241|XP_001862632.1|CQUI	LOC6506061|XP_001966649.1|DANA
OG0002145	LOC6054639|XP_038108283.1|CQUI	LOC6500422|XP_001953186.1|DANA
OG0002146	LOC6036975|XP_038114349.1|CQUI	LOC6500992|XP_014766844.1|DANA
OG0002147	LOC6050629|XP_038108543.1|CQUI	LOC6503525|XP_032308732.1|DANA
OG0002148	LOC6049935|XP_038105474.1|CQUI	LOC6506547|XP_001957676.2|DANA
OG0002149	LOC6049814|XP_038122450.1|CQUI	LOC6501773|XP_032308023.1|DANA
OG0002150	LOC6042689|XP_038115140.1|CQUI	LOC6503908|XP_001963822.1|DANA
OG0002151	LOC6042690|XP_001870711.1|CQUI	LOC6498598|XP_001963132.2|DANA
OG0002152	LOC6043588|XP_038111921.1|CQUI	LOC6500888|XP_032307693.1|DANA
OG0002153	LOC6051446|XP_038116744.1|CQUI	LOC6506003|XP_001964762.1|DANA
OG0002154	LOC6038494|XP_038104249.1|CQUI	LOC6503603|XP_001964075.2|DANA
OG0002155	LOC6045355|XP_001862743.2|CQUI	LOC6505576|XP_001964670.1|DANA
OG0002156	LOC119765577|XP_038105669.1|CQUI	LOC6493862|XP_001958580.2|DANA
OG0002157	LOC6031420|XP_038119185.1|CQUI	LOC6500366|XP_001953059.2|DANA
OG0002159	LOC6042564|XP_001852253.1|CQUI	LOC6494716|XP_014762929.1|DANA
OG0002160	LOC6053375|XP_038104218.1|CQUI	LOC6499210|XP_001955104.3|DANA
OG0002161	LOC6034721|XP_001845003.2|CQUI, LOC6053342|XP_001869448.1|CQUI	LOC6505656|XP_001964520.1|DANA
OG0002162	LOC6034725|XP_038105052.1|CQUI	LOC6500318|XP_014766498.1|DANA
OG0002164	LOC6034761|XP_001845035.2|CQUI	LOC6500050|XP_001953316.1|DANA
OG0002166	LOC6041913|XP_001851104.1|CQUI	LOC6498458|XP_001962863.1|DANA
OG0002167	LOC6041910|XP_001851101.1|CQUI	LOC6494444|XP_001960307.1|DANA
OG0002168	LOC6053108|XP_001869252.2|CQUI	LOC6495361|XP_001958663.3|DANA
OG0002169	LOC119769928|XP_038119722.1|CQUI	LOC6507303|XP_001956283.1|DANA
OG0002170	LOC6046470|XP_001863662.2|CQUI	LOC6506044|XP_001966628.1|DANA, LOC26515067|XP_032311706.1|DANA
OG0002171	LOC6046764|XP_038105150.1|CQUI	LOC6499821|XP_001953844.2|DANA
OG0002172	LOC6035363|XP_001845574.2|CQUI	LOC6500808|XP_001953955.1|DANA
OG0002173	LOC6054518|XP_001870417.2|CQUI	LOC6496885|XP_001963209.1|DANA
OG0002174	LOC6046593|XP_001863767.2|CQUI	LOC6500263|XP_001952914.1|DANA
OG0002175	LOC6046591|XP_001863766.1|CQUI	LOC6500294|XP_001952913.1|DANA
OG0002176	LOC6036519|XP_001846564.2|CQUI	LOC6499215|XP_001955088.1|DANA
OG0002177	LOC6037521|XP_038104546.1|CQUI, LOC6037519|XP_001847423.1|CQUI	LOC6500716|XP_001953783.1|DANA
OG0002178	LOC6035645|XP_038111574.1|CQUI	LOC6505595|XP_001964625.2|DANA
OG0002179	LOC6046335|XP_038104078.1|CQUI	LOC6499882|XP_001953706.2|DANA
OG0002180	LOC6035429|XP_038104069.1|CQUI	LOC6501599|XP_032312076.1|DANA
OG0002181	LOC6052079|XP_001868406.1|CQUI	LOC6504465|XP_001966955.1|DANA
OG0002182	LOC119766353|XP_038106772.1|CQUI, LOC6035057|XP_001845294.2|CQUI	LOC6500930|XP_014766804.1|DANA
OG0002183	LOC6053695|XP_001869737.2|CQUI	LOC6496133|XP_001960301.1|DANA
OG0002184	LOC6039609|XP_001849183.1|CQUI	LOC6499035|XP_001955468.1|DANA
OG0002185	LOC6044852|XP_038104985.1|CQUI	LOC6505648|XP_032305512.1|DANA
OG0002186	LOC119765311|XP_038104858.1|CQUI	LOC6497113|XP_001962730.1|DANA
OG0002187	LOC6035552|XP_001845710.1|CQUI	LOC6498949|XP_001955621.1|DANA
OG0002188	LOC6035546|XP_038104743.1|CQUI	LOC6494894|XP_014763061.1|DANA
OG0002189	LOC6048163|XP_001865121.2|CQUI	LOC26514498|XP_014760180.1|DANA
OG0002190	LOC6047848|XP_038106127.1|CQUI	LOC6500756|XP_001953856.1|DANA
OG0002191	LOC6054528|XP_001870428.2|CQUI	LOC6506748|XP_001957313.1|DANA
OG0002192	LOC6046955|XP_038113556.1|CQUI	LOC6506273|XP_001958219.1|DANA
OG0002193	LOC6032691|XP_038105765.1|CQUI	LOC6500312|XP_001952947.1|DANA
OG0002194	LOC6032669|XP_001843234.1|CQUI, LOC6032668|XP_001843233.2|CQUI	LOC6501477|XP_001955327.1|DANA
OG0002195	LOC6031632|XP_038116823.1|CQUI	LOC6501443|XP_001955265.1|DANA
OG0002196	LOC6039344|XP_001848971.2|CQUI	LOC6500222|XP_014766422.1|DANA
OG0002197	LOC6046596|XP_038105222.1|CQUI	LOC6507525|XP_001955855.1|DANA
OG0002198	LOC6034957|XP_038105850.1|CQUI	LOC6499643|XP_032305863.1|DANA
OG0002199	LOC6033702|XP_001844125.1|CQUI	LOC6505887|XP_001964553.1|DANA
OG0002200	LOC6039174|XP_038104559.1|CQUI	LOC6502244|XP_001966073.1|DANA
OG0002202	LOC6046148|XP_038105307.1|CQUI	LOC6501388|XP_014767017.1|DANA
OG0002203	LOC6039079|XP_038105676.1|CQUI	LOC6500262|XP_001952915.3|DANA
OG0002204	LOC6049259|XP_038122869.1|CQUI	LOC6499116|XP_001955268.1|DANA
OG0002206	LOC6037487|XP_001847397.2|CQUI	LOC6499793|XP_001953903.1|DANA
OG0002207	LOC6033007|XP_001843517.1|CQUI	LOC6499233|XP_001955055.2|DANA
OG0002208	LOC6033006|XP_001843516.1|CQUI	LOC6499235|XP_001955052.2|DANA
OG0002209	LOC6045595|XP_001862936.2|CQUI	LOC6504925|XP_001966603.1|DANA
OG0002210	LOC6045597|XP_001862938.1|CQUI	LOC6499157|XP_014765934.1|DANA
OG0002211	LOC6045607|XP_001862945.1|CQUI	LOC6500379|XP_032312137.1|DANA
OG0002212	LOC6038038|XP_001847883.1|CQUI	LOC6501365|XP_001955084.2|DANA
OG0002213	LOC6051153|XP_001867636.1|CQUI	LOC6499970|XP_001953525.1|DANA
OG0002214	LOC6032048|XP_038105292.1|CQUI	LOC6499760|XP_014766216.1|DANA
OG0002215	LOC6032095|XP_038106196.1|CQUI	LOC6500906|XP_014766785.2|DANA
OG0002216	LOC6032662|XP_038106882.1|CQUI	LOC6505047|XP_001965567.1|DANA
OG0002217	LOC6033961|XP_001844349.2|CQUI	LOC6500235|XP_001952971.1|DANA
OG0002218	LOC6053396|XP_038104621.1|CQUI	LOC6504576|XP_001966594.1|DANA
OG0002220	LOC6037348|XP_038105656.1|CQUI	LOC6500385|XP_032305738.1|DANA
OG0002221	LOC119770567|XP_038121611.1|CQUI, LOC119770566|XP_038121610.1|CQUI	LOC6507769|XP_001956318.3|DANA
OG0002222	LOC6032790|XP_001843329.2|CQUI	LOC6496467|XP_001960963.1|DANA
OG0002224	LOC119769378|XP_038117360.1|CQUI, LOC6032799|XP_038115284.1|CQUI	LOC6496030|XP_032307267.1|DANA
OG0002225	LOC6032897|XP_038117532.1|CQUI	LOC6493196|XP_032310779.1|DANA
OG0002226	LOC6042794|XP_001870797.1|CQUI	LOC6496638|XP_001961307.1|DANA
OG0002227	LOC6031136|XP_038120789.1|CQUI	LOC6494985|XP_032306762.1|DANA
OG0002228	LOC6031157|XP_038120047.1|CQUI	LOC6495198|XP_001958872.1|DANA
OG0002229	LOC6031155|XP_001841998.2|CQUI	LOC6495839|XP_001959685.2|DANA
OG0002230	LOC6031161|XP_038119537.1|CQUI	LOC6495938|XP_001959890.1|DANA
OG0002231	LOC6050941|XP_038119258.1|CQUI, LOC119769702|XP_038119059.1|CQUI	LOC6495090|XP_001959085.1|DANA
OG0002232	LOC6040636|XP_001850004.1|CQUI	LOC6495833|XP_001959678.1|DANA
OG0002233	LOC6047308|XP_038120904.1|CQUI, LOC6047313|XP_038119049.1|CQUI	LOC6506651|XP_001957473.2|DANA
OG0002235	LOC6040757|XP_038115690.1|CQUI	LOC6495867|XP_001959747.2|DANA
OG0002236	LOC6030997|XP_001841850.1|CQUI	LOC6494903|XP_001959458.1|DANA
OG0002237	LOC6047076|XP_001864183.2|CQUI	LOC6498799|XP_032308237.1|DANA, LOC6507460|XP_001955968.2|DANA, LOC6495740|XP_014763471.1|DANA
OG0002238	LOC6049703|XP_038118161.1|CQUI	LOC6493940|XP_032311467.1|DANA
OG0002239	LOC6042825|XP_001870822.1|CQUI	LOC6496241|XP_001960520.1|DANA
OG0002240	LOC6041172|XP_038118497.1|CQUI	LOC6495178|XP_001958906.1|DANA
OG0002241	LOC6044078|XP_038116059.1|CQUI	LOC6507294|XP_001956297.2|DANA
OG0002242	LOC6044966|XP_038114646.1|CQUI	LOC116655717|XP_032309472.1|DANA, LOC6507726|XP_001967682.1|DANA
OG0002243	LOC6044961|XP_038119719.1|CQUI	LOC26513687|XP_014760888.1|DANA
OG0002244	LOC119767375|XP_038111774.1|CQUI, LOC6044948|XP_001862380.2|CQUI	LOC6506525|XP_032310164.1|DANA
OG0002245	LOC6045680|XP_038114857.1|CQUI	LOC6506784|XP_001957246.1|DANA
OG0002246	LOC6049979|XP_038118799.1|CQUI	LOC6495987|XP_032306609.1|DANA
OG0002247	LOC6038803|XP_001848521.2|CQUI	LOC26513899|XP_014763954.1|DANA
OG0002248	LOC6047330|XP_038119197.1|CQUI	LOC6507687|XP_001956148.2|DANA
OG0002249	LOC6046727|XP_038111587.1|CQUI, LOC6052976|XP_001869143.1|CQUI	LOC6493159|XP_014764244.1|DANA
OG0002250	LOC6050221|XP_038121273.1|CQUI	LOC6495062|XP_032306973.1|DANA
OG0002251	LOC6049011|XP_038120599.1|CQUI	LOC6495584|XP_032306744.1|DANA
OG0002252	LOC6040660|XP_001850021.2|CQUI	LOC6495593|XP_014763361.1|DANA
OG0002253	LOC119768700|XP_038115241.1|CQUI	LOC26514309|XP_032306226.1|DANA
OG0002254	LOC6052417|XP_038119674.1|CQUI	LOC6501541|XP_001955447.1|DANA
OG0002255	LOC6041121|XP_001850425.2|CQUI	LOC6502905|XP_001963619.1|DANA
OG0002256	LOC6053962|XP_038117648.1|CQUI	LOC6493955|XP_001961255.1|DANA
OG0002257	LOC6036306|XP_038120022.1|CQUI	LOC6495269|XP_001958732.3|DANA
OG0002260	LOC6051586|XP_001868005.2|CQUI	LOC6493717|XP_001958296.1|DANA
OG0002261	LOC6039430|XP_038119745.1|CQUI	LOC6506353|XP_001958048.1|DANA
OG0002263	LOC6037305|XP_001847231.1|CQUI	LOC6506791|XP_001957235.1|DANA
OG0002264	LOC6036281|XP_001846347.2|CQUI	LOC6494106|XP_001960964.3|DANA
OG0002265	LOC6054106|XP_001870076.2|CQUI	LOC6493474|XP_001957830.1|DANA
OG0002266	LOC6040111|XP_038114718.1|CQUI	LOC6493700|XP_001958263.1|DANA
OG0002267	LOC6041091|XP_001850398.2|CQUI	LOC6493014|XP_001956854.1|DANA
OG0002268	LOC6041087|XP_001850394.2|CQUI	LOC6506833|XP_001957149.1|DANA
OG0002269	LOC6044693|XP_038114553.1|CQUI	LOC6494362|XP_001960463.1|DANA
OG0002270	LOC6037148|XP_038117201.1|CQUI	LOC6494151|XP_001960862.1|DANA
OG0002271	LOC6036553|XP_038118891.1|CQUI	LOC6507005|XP_001956842.1|DANA
OG0002272	LOC6035611|XP_001845760.1|CQUI	LOC6507453|XP_001955982.1|DANA
OG0002273	LOC6033527|XP_038115340.1|CQUI	LOC6493240|XP_032310651.1|DANA
OG0002274	LOC6048902|XP_038116037.1|CQUI	LOC6493800|XP_032310517.1|DANA
OG0002275	LOC6038251|XP_038118213.1|CQUI	LOC6507033|XP_001956786.1|DANA
OG0002276	LOC6040614|XP_038116102.1|CQUI	LOC6507656|XP_014765388.1|DANA
OG0002277	LOC6035466|XP_038118942.1|CQUI	LOC26515182|XP_032310620.1|DANA
OG0002278	LOC6042858|XP_038117047.1|CQUI	LOC6493334|XP_032310304.1|DANA
OG0002279	LOC6054516|XP_001870416.2|CQUI	LOC6493552|XP_001957983.2|DANA
OG0002280	LOC6041979|XP_038116671.1|CQUI	LOC6506571|XP_001957621.2|DANA
OG0002281	LOC6041008|XP_001850323.2|CQUI	LOC6493374|XP_001957630.1|DANA
OG0002282	LOC119769211|XP_038117058.1|CQUI, LOC6031311|XP_001842128.2|CQUI	LOC6493400|XP_001957672.1|DANA
OG0002283	LOC6035584|XP_038117065.1|CQUI	LOC6494702|XP_001959827.1|DANA
OG0002284	LOC6035592|XP_001845743.1|CQUI	LOC6494080|XP_001961016.1|DANA
OG0002285	LOC6050360|XP_001866980.2|CQUI	LOC6503633|XP_001964032.1|DANA
OG0002286	LOC6047555|XP_038121299.1|CQUI	LOC6494167|XP_001960837.2|DANA
OG0002287	LOC6036821|XP_038115121.1|CQUI	LOC6494152|XP_001960861.2|DANA
OG0002288	LOC6036823|XP_038115902.1|CQUI	LOC6493007|XP_014764177.1|DANA
OG0002289	LOC6048142|XP_001865105.1|CQUI	LOC6493032|XP_001956905.1|DANA
OG0002290	LOC6032490|XP_001843080.1|CQUI	LOC6498208|XP_001962304.1|DANA
OG0002291	LOC6033513|XP_038118297.1|CQUI	LOC6496515|XP_032306271.1|DANA
OG0002292	LOC6033463|XP_038119085.1|CQUI	LOC6494627|XP_032306813.1|DANA
OG0002293	LOC119770382|XP_038121063.1|CQUI	LOC116656506|XP_032312044.1|DANA
OG0002294	LOC6053981|XP_001869971.2|CQUI	LOC6499467|XP_001954578.1|DANA
OG0002295	LOC6043755|XP_038110402.1|CQUI	LOC6497762|XP_032307525.1|DANA
OG0002296	LOC6053408|XP_038107636.1|CQUI	LOC6504632|XP_032310945.1|DANA
OG0002297	LOC6047771|XP_038111266.1|CQUI	LOC6494642|XP_032312349.1|DANA
OG0002298	LOC6048640|XP_001865531.1|CQUI	LOC6494228|XP_014762676.1|DANA
OG0002299	LOC6048634|XP_001865530.1|CQUI	LOC6495295|XP_001958682.1|DANA
OG0002300	LOC6041296|XP_038109865.1|CQUI	LOC6497139|XP_032311257.1|DANA
OG0002301	LOC6032442|XP_038109104.1|CQUI	LOC6497250|XP_014761583.1|DANA
OG0002302	LOC6032494|XP_038107401.1|CQUI	LOC6497245|XP_014761579.1|DANA
OG0002303	LOC119770001|XP_038119947.1|CQUI	LOC6504026|XP_001964030.3|DANA
OG0002304	LOC6034145|XP_038110271.1|CQUI	LOC6497814|XP_001961502.1|DANA
OG0002305	LOC6037882|XP_038108990.1|CQUI	LOC6506774|XP_001957266.1|DANA
OG0002306	LOC6048483|XP_038112798.1|CQUI	LOC6497199|XP_001962571.1|DANA
OG0002307	LOC6032953|XP_038114107.1|CQUI	LOC6496839|XP_001963298.1|DANA
OG0002308	LOC6054586|XP_038108430.1|CQUI	LOC6504621|XP_001964891.2|DANA
OG0002309	LOC6031325|XP_001842140.1|CQUI	LOC6497214|XP_001962544.1|DANA
OG0002310	LOC6031360|XP_038109101.1|CQUI	LOC6497964|XP_001961805.1|DANA
OG0002311	LOC6046331|XP_038108958.1|CQUI	LOC6497253|XP_032307674.1|DANA
OG0002312	LOC6046701|XP_038110846.1|CQUI	LOC6504345|XP_001965013.2|DANA
OG0002313	LOC6050065|XP_038111372.1|CQUI	LOC6496367|XP_014763782.1|DANA
OG0002314	LOC6050053|XP_001866720.2|CQUI	LOC6495425|XP_001958821.1|DANA
OG0002315	LOC6031936|XP_038109302.1|CQUI, LOC6031768|XP_038109420.1|CQUI	LOC6495496|XP_014763336.1|DANA
OG0002316	LOC6037125|XP_001847068.1|CQUI	LOC6498439|XP_001962824.2|DANA
OG0002317	LOC6050062|XP_038111373.1|CQUI	LOC6506324|XP_014764707.1|DANA
OG0002318	LOC6031952|XP_038108738.1|CQUI	LOC6497895|XP_001961666.1|DANA
OG0002319	LOC119767871|XP_038113550.1|CQUI, LOC6039423|XP_038106730.1|CQUI	LOC6505710|XP_001964990.1|DANA
OG0002320	LOC6031812|XP_001842519.2|CQUI	LOC6495577|XP_001959131.1|DANA
OG0002321	LOC6038275|XP_001848098.1|CQUI	LOC6494935|XP_032305946.1|DANA
OG0002322	LOC6044453|XP_038109073.1|CQUI	LOC6497156|XP_001962654.3|DANA
OG0002323	LOC6041510|XP_001850760.2|CQUI	LOC6497559|XP_001961819.1|DANA
OG0002324	LOC6043907|XP_001861490.1|CQUI	LOC6493586|XP_014764453.1|DANA
OG0002325	LOC6043898|XP_038113606.1|CQUI	LOC6506450|XP_001957860.2|DANA
OG0002326	LOC6043897|XP_038106830.1|CQUI	LOC6493494|XP_001957861.1|DANA
OG0002327	LOC6043899|XP_038108302.1|CQUI	LOC6499531|XP_001954430.2|DANA
OG0002328	LOC6036378|XP_001846433.2|CQUI	LOC6497264|XP_032307707.1|DANA
OG0002329	LOC6036369|XP_038110618.1|CQUI	LOC6497978|XP_032307687.1|DANA, LOC6497977|XP_001961830.3|DANA
OG0002330	LOC6031186|XP_038106119.1|CQUI	LOC6503050|XP_014761292.1|DANA, LOC6497554|XP_001961833.3|DANA
OG0002331	LOC6031208|XP_001842042.2|CQUI	LOC6502008|XP_014759698.1|DANA
OG0002332	LOC6042252|XP_001851390.2|CQUI	LOC6506889|XP_001957054.3|DANA
OG0002333	LOC6032002|XP_038113463.1|CQUI	LOC6494397|XP_001960404.2|DANA
OG0002334	LOC6037004|XP_001846968.2|CQUI	LOC6498390|XP_001962698.2|DANA
OG0002335	LOC6031823|XP_038109961.1|CQUI	LOC6495575|XP_001959125.2|DANA
OG0002336	LOC6033193|XP_038109781.1|CQUI	LOC6493655|XP_001958170.1|DANA
OG0002337	LOC6040014|XP_038106019.1|CQUI	LOC6495348|XP_014763269.1|DANA
OG0002338	LOC6040854|XP_038109267.1|CQUI	LOC6507050|XP_001965300.1|DANA
OG0002339	LOC6031261|XP_038109126.1|CQUI, LOC6036110|XP_001846158.2|CQUI	LOC6503279|XP_001967587.2|DANA
OG0002340	LOC6041523|XP_001850773.2|CQUI	LOC6504300|XP_001965064.2|DANA
