Orthogroup	CQUI.longest_only	DSIM.longest_only
OG0000697	LOC6037877|XP_001847743.2|CQUI	LOC6740261|XP_002077141.3|DSIM, LOC6731164|XP_002078322.1|DSIM
OG0000698	LOC6054309|XP_038113357.1|CQUI	LOC6730923|XP_016023369.1|DSIM, LOC27208493|XP_039152058.1|DSIM
OG0000699	LOC6031882|XP_038111805.1|CQUI	LOC6731322|XP_016023898.1|DSIM, LOC27208327|XP_016035823.1|DSIM
OG0000700	LOC6045669|XP_038108368.1|CQUI	LOC6730516|XP_039148418.1|DSIM, LOC6730750|XP_016023167.1|DSIM
OG0000701	LOC6050972|XP_038112604.1|CQUI	LOC6734308|XP_002081336.1|DSIM, LOC6725953|XP_002106936.2|DSIM
OG0000702	LOC6052432|XP_038117603.1|CQUI	LOC6729656|XP_039151625.1|DSIM, LOC6729655|XP_016036306.1|DSIM
OG0000703	LOC6035033|XP_038122275.1|CQUI	LOC6732238|XP_002079367.1|DSIM, LOC6734665|XP_016027854.1|DSIM
OG0000704	LOC6038164|XP_038120107.1|CQUI	LOC6739955|XP_039153241.1|DSIM, LOC6730332|XP_002105614.1|DSIM
OG0000705	LOC6052245|XP_038115015.1|CQUI	LOC6736357|XP_002083233.1|DSIM, LOC6736356|XP_016029846.1|DSIM
OG0000706	LOC6046887|XP_038117985.1|CQUI	LOC6732667|XP_002079784.1|DSIM, LOC6725299|XP_016038338.2|DSIM
OG0000707	LOC6045804|XP_038117453.1|CQUI	LOC6735833|XP_002082743.1|DSIM, LOC6740162|XP_002077042.1|DSIM
OG0000708	LOC6037569|XP_038120474.1|CQUI	LOC6725140|XP_016038111.1|DSIM, LOC6725695|XP_039153353.1|DSIM
OG0000709	LOC6039218|XP_038117369.1|CQUI	LOC6730263|XP_016037035.1|DSIM, LOC6726140|XP_016039666.1|DSIM
OG0000710	LOC6031510|XP_001842300.1|CQUI	LOC6727098|XP_002102491.1|DSIM, LOC6726569|XP_016040235.1|DSIM, LOC27206610|XP_016028282.1|DSIM
OG0000711	LOC6036869|XP_001846852.1|CQUI	LOC27206289|XP_016031333.1|DSIM, LOC27207522|XP_016039895.1|DSIM
OG0000712	LOC119766789|XP_038108506.1|CQUI, LOC6045985|XP_038106057.1|CQUI	LOC6727380|XP_016033917.1|DSIM, LOC6727379|XP_002102764.2|DSIM
OG0000713	LOC6049870|XP_001866561.1|CQUI	LOC6726921|XP_002102323.1|DSIM, LOC6734643|XP_002081650.1|DSIM
OG0000714	LOC6045584|XP_038113889.1|CQUI	LOC6726246|XP_002107209.1|DSIM, LOC6736809|XP_002083665.1|DSIM
OG0000715	LOC119767953|XP_038113953.1|CQUI	LOC6738578|XP_002085383.2|DSIM
OG0000716	LOC6040190|XP_001849640.2|CQUI	LOC6725213|XP_002106236.2|DSIM, LOC6738094|XP_002084908.1|DSIM
OG0000724	LOC6042711|XP_001870728.1|CQUI	LOC6726590|XP_002107540.1|DSIM, LOC6730249|XP_002105532.1|DSIM
OG0000726	LOC6035562|XP_038104583.1|CQUI	LOC6727812|XP_016034399.1|DSIM, LOC6727813|XP_016034400.1|DSIM
OG0000727	LOC6032646|XP_001843213.2|CQUI, LOC6032648|XP_038122826.1|CQUI	LOC6727453|XP_016034052.1|DSIM, LOC120285052|XP_039151567.1|DSIM
OG0000730	LOC6031123|XP_001841967.1|CQUI	LOC6726139|XP_002107115.1|DSIM, LOC6730625|XP_002077802.2|DSIM
OG0000731	LOC6043928|XP_001861511.1|CQUI	LOC6736796|XP_016030440.1|DSIM, LOC6734627|XP_016027788.1|DSIM
OG0000732	LOC6041983|XP_001851156.1|CQUI	LOC27206300|XP_016032224.1|DSIM, LOC6738395|XP_002085204.2|DSIM
OG0000733	LOC6047563|XP_001864598.2|CQUI	LOC6730026|XP_016036795.1|DSIM, LOC6736870|XP_002083723.1|DSIM
OG0000734	LOC6052234|XP_038116578.1|CQUI	LOC6740069|XP_016038851.2|DSIM, LOC6736719|XP_016030333.1|DSIM
OG0000735	LOC6044469|XP_001861983.1|CQUI	LOC27206575|XP_016038141.1|DSIM, LOC6731652|XP_002078792.1|DSIM
OG0000736	LOC6037099|XP_038112503.1|CQUI	LOC6730816|XP_016023240.1|DSIM, LOC6730817|XP_016023242.1|DSIM
OG0000738	LOC6036448|XP_001846499.1|CQUI	LOC6731419|XP_002078571.1|DSIM, LOC27206503|XP_016024990.1|DSIM
OG0000739	LOC6036343|XP_038110352.1|CQUI	LOC6728040|XP_002103392.2|DSIM, LOC6728038|XP_016034655.1|DSIM
OG0000740	LOC6038854|XP_038113339.1|CQUI	LOC6728751|XP_016035423.1|DSIM
OG0000741	LOC6038156|XP_038115491.1|CQUI, LOC6038158|XP_001847991.2|CQUI	LOC6740167|XP_016039635.1|DSIM, LOC27208394|XP_016034362.1|DSIM
OG0000742	LOC6046871|XP_038115688.1|CQUI	LOC27209423|XP_039152588.1|DSIM, LOC27209474|XP_039152589.1|DSIM
OG0000743	LOC6050273|XP_001866910.2|CQUI	LOC6736315|XP_016029790.1|DSIM, LOC6735829|XP_016029204.1|DSIM
OG0000744	LOC6047300|XP_001864379.2|CQUI, LOC6047301|XP_001864380.2|CQUI	LOC6733923|XP_016026971.1|DSIM
OG0000746	LOC6043117|XP_001855912.2|CQUI	LOC27207080|XP_016026429.1|DSIM, LOC6739315|XP_002076223.1|DSIM
OG0000753	LOC6048959|XP_038122824.1|CQUI	LOC6728365|XP_002103713.1|DSIM, LOC6737391|XP_002084229.2|DSIM
OG0000754	LOC6049897|XP_001866577.2|CQUI	LOC6726191|XP_016039717.1|DSIM, LOC6725745|XP_002106745.1|DSIM
OG0000756	LOC6046145|XP_001863379.2|CQUI	LOC6740495|XP_002077330.2|DSIM
OG0000756	LOC6052700|XP_001868927.1|CQUI	LOC6729539|XP_002104847.2|DSIM
OG0000757	LOC6046554|XP_038118070.1|CQUI	LOC6736609|XP_016030198.1|DSIM
OG0000758	LOC6040607|XP_038119298.1|CQUI	LOC6738324|XP_016032168.1|DSIM, LOC6738325|XP_016032170.1|DSIM
OG0000761	LOC6033760|XP_038107373.1|CQUI	LOC6731835|XP_016024517.1|DSIM, LOC6731838|XP_039148571.1|DSIM
OG0000762	LOC6037908|XP_001847768.1|CQUI	LOC6731494|XP_002078643.1|DSIM, LOC6730726|XP_002077894.1|DSIM
OG0000764	LOC6039471|XP_038122347.1|CQUI	LOC6729060|XP_016035713.1|DSIM, LOC6740388|XP_039154093.1|DSIM
OG0000765	LOC6049633|XP_038120394.1|CQUI	LOC6736344|XP_002083221.1|DSIM, LOC6739906|XP_016037644.1|DSIM
OG0000766	LOC6046669|XP_001863836.1|CQUI	LOC6731598|XP_002078739.1|DSIM, LOC6724806|XP_039153057.1|DSIM
OG0000767	LOC6033818|XP_001844213.2|CQUI	LOC6726823|XP_002102230.2|DSIM, LOC6738708|XP_002085509.1|DSIM, LOC120284814|XP_039150081.1|DSIM
OG0000768	LOC6037757|XP_038118780.1|CQUI	LOC6738827|XP_039149768.1|DSIM
OG0000769	LOC6036915|XP_001846890.2|CQUI	LOC6729630|XP_002104938.1|DSIM, LOC6726572|XP_016040241.1|DSIM
OG0000770	LOC119766679|XP_038107821.1|CQUI, LOC6032313|XP_001842945.1|CQUI	LOC6733812|XP_002080856.1|DSIM
OG0000771	LOC6037662|XP_038113592.1|CQUI	LOC6736667|XP_002083523.2|DSIM, LOC6736666|XP_002083522.2|DSIM
OG0000778	LOC6038198|XP_038117770.1|CQUI	LOC27206247|XP_016030540.1|DSIM
OG0000779	LOC6051382|XP_038104144.1|CQUI, LOC6051383|XP_038115271.1|CQUI, LOC6041720|XP_038104033.1|CQUI, LOC6044161|XP_001861710.2|CQUI, LOC6044291|XP_038121588.1|CQUI	LOC6725866|XP_002106862.1|DSIM
OG0000780	LOC6044209|XP_038104803.1|CQUI, LOC6044211|XP_038104434.1|CQUI, LOC6044213|XP_038122683.1|CQUI	LOC6733772|XP_002080816.1|DSIM
OG0000781	LOC6037941|XP_038110485.1|CQUI	LOC6725434|XP_016038515.1|DSIM, LOC6739119|XP_002085912.2|DSIM
OG0000782	LOC6034796|XP_038114655.1|CQUI	LOC6739639|XP_002076534.1|DSIM, LOC6725861|XP_002106857.1|DSIM
OG0000783	LOC6034787|XP_001845060.1|CQUI	LOC6737741|XP_002084570.1|DSIM, LOC27208963|XP_016038285.1|DSIM
OG0000784	LOC6052698|XP_038104428.1|CQUI	LOC6738438|XP_002085246.1|DSIM, LOC6726278|XP_002107239.1|DSIM
OG0000785	LOC6046529|XP_001863710.2|CQUI, LOC6046527|XP_001863709.2|CQUI	LOC6729992|XP_002105286.1|DSIM, LOC27207137|XP_016036574.1|DSIM
OG0000786	LOC6037507|XP_038107901.1|CQUI	LOC6726662|XP_002102073.1|DSIM, LOC6727259|XP_016033785.1|DSIM
OG0000787	LOC6035614|XP_001845763.1|CQUI	LOC6737435|XP_002084272.1|DSIM, LOC6725756|XP_016039070.1|DSIM
OG0000788	LOC6045925|XP_001863200.1|CQUI	LOC27208661|XP_016025339.1|DSIM, LOC6737128|XP_016030759.1|DSIM
OG0000789	LOC6047537|XP_001864587.2|CQUI	LOC6731106|XP_002078263.1|DSIM, LOC6731105|XP_002078262.2|DSIM
OG0000790	LOC119767740|XP_038113035.1|CQUI	LOC6730409|XP_002077590.1|DSIM, LOC6730410|XP_002077591.1|DSIM
OG0000791	LOC6036471|XP_001846521.1|CQUI	LOC6729733|XP_016036394.1|DSIM, LOC6730063|XP_016036835.1|DSIM
OG0000792	LOC119767396|XP_038111828.1|CQUI, LOC6046623|XP_001863795.2|CQUI	LOC6730572|XP_002077751.3|DSIM
OG0000793	LOC6046063|XP_001863318.1|CQUI	LOC6727408|XP_002102793.1|DSIM, LOC27206354|XP_016038689.1|DSIM
OG0000794	LOC6050901|XP_001867420.2|CQUI, LOC6050899|XP_001867422.2|CQUI	LOC6730550|XP_002077729.1|DSIM
OG0000795	LOC6034049|XP_001844428.2|CQUI	LOC6725619|XP_002106626.1|DSIM, LOC6727652|XP_002103029.2|DSIM
OG0000796	LOC6036713|XP_001846717.2|CQUI	LOC6728732|XP_016035403.1|DSIM, LOC27209353|XP_016038871.1|DSIM
OG0000797	LOC6037066|XP_001847023.1|CQUI, LOC6046197|XP_001863428.1|CQUI	LOC6728766|XP_002104101.1|DSIM, LOC6728767|XP_016035446.1|DSIM
OG0000798	LOC6052446|XP_038107346.1|CQUI	LOC6734339|XP_039147291.1|DSIM, LOC6734336|XP_016027413.1|DSIM
OG0000799	LOC6054174|XP_038108545.1|CQUI	LOC6728428|XP_016035030.1|DSIM, LOC27208541|XP_039153756.1|DSIM
OG0000801	LOC6046949|XP_001864068.1|CQUI	LOC6735838|XP_002082748.1|DSIM, LOC6735596|XP_002082516.2|DSIM
OG0000802	LOC6040365|XP_001849765.2|CQUI, LOC6051527|XP_038106125.1|CQUI, LOC6040366|XP_038110323.1|CQUI	LOC6725260|XP_002106282.2|DSIM, LOC6725259|XP_002106281.1|DSIM
OG0000803	LOC6036009|XP_001846113.1|CQUI	LOC6731875|XP_002079010.1|DSIM, LOC6736710|XP_016030323.1|DSIM
OG0000811	LOC6032795|XP_001843334.2|CQUI	LOC6734760|XP_016027971.1|DSIM
OG0000812	LOC6031005|XP_038117373.1|CQUI	LOC6726077|XP_016039463.1|DSIM, LOC27207423|XP_016031955.1|DSIM
OG0000813	LOC6036541|XP_001846586.2|CQUI	LOC27206532|XP_016022936.1|DSIM
OG0000814	LOC6042898|XP_038118763.1|CQUI	LOC27208847|XP_016025170.1|DSIM
OG0000815	LOC6031268|XP_038112299.1|CQUI, LOC6031267|XP_001842093.2|CQUI, LOC119766437|XP_038106914.1|CQUI, LOC6031271|XP_038111478.1|CQUI, LOC6031270|XP_038110981.1|CQUI	LOC6731071|XP_002078230.1|DSIM
OG0000816	LOC6036458|XP_001846508.1|CQUI	LOC27206392|XP_016038862.1|DSIM, LOC6727096|XP_002102489.1|DSIM
OG0000817	LOC6041737|XP_001850957.1|CQUI	LOC6729736|XP_016036397.1|DSIM, LOC6729737|XP_016036398.1|DSIM
OG0000819	LOC6051147|XP_038117088.1|CQUI	LOC6726299|XP_016039841.1|DSIM, LOC27206675|XP_016039839.1|DSIM
OG0000820	LOC6038086|XP_038108938.1|CQUI	LOC6726453|XP_002107410.1|DSIM, LOC6733909|XP_016026949.1|DSIM
OG0000821	LOC6036623|XP_001846651.2|CQUI	LOC6728297|XP_002103646.1|DSIM, LOC6735811|XP_002082722.1|DSIM
OG0000822	LOC6036736|XP_001846735.2|CQUI	LOC6738444|XP_002085251.2|DSIM, LOC6731509|XP_002078657.2|DSIM
OG0000830	LOC6040678|XP_001850034.1|CQUI, LOC6040677|XP_001850032.1|CQUI, LOC6040679|XP_001850033.2|CQUI	LOC6740352|XP_016040121.1|DSIM
OG0000831	LOC6032985|XP_038104688.1|CQUI, LOC6032982|XP_001843494.2|CQUI, LOC6039734|XP_001849286.2|CQUI	LOC6737773|XP_002084601.2|DSIM
OG0000832	LOC6038039|XP_001847884.1|CQUI	LOC6734693|XP_016027891.1|DSIM
OG0000833	LOC119770850|XP_038122366.1|CQUI, LOC6043801|XP_038117043.1|CQUI	LOC6738625|XP_002085427.1|DSIM
OG0000834	LOC6049792|XP_001866498.2|CQUI	LOC6730130|XP_002105421.1|DSIM
OG0000836	LOC6033191|XP_038110903.1|CQUI	LOC6733108|XP_016025823.1|DSIM, LOC6731817|XP_002078952.1|DSIM
OG0000837	LOC6046885|XP_038117989.1|CQUI	LOC6725118|XP_016038092.1|DSIM
OG0000838	LOC6039707|XP_001849263.2|CQUI	LOC27207718|XP_016025445.1|DSIM, LOC27209469|XP_039150405.1|DSIM
OG0000839	LOC6032544|XP_001843124.2|CQUI	LOC6726841|XP_016033353.1|DSIM, LOC6727369|XP_002102754.1|DSIM
OG0000840	LOC6033814|XP_001844211.2|CQUI	LOC6733220|XP_002080283.1|DSIM, LOC6725379|XP_016038437.1|DSIM
OG0000842	LOC6052627|XP_038111165.1|CQUI	LOC6739314|XP_016026415.1|DSIM, LOC6727322|XP_002102708.1|DSIM
OG0000843	LOC6052901|XP_001869081.2|CQUI	LOC6735977|XP_002082886.1|DSIM
OG0000844	LOC6040955|XP_038108140.1|CQUI	LOC6739509|XP_016029392.1|DSIM, LOC6727042|XP_016033530.1|DSIM
OG0000845	LOC119769629|XP_038118744.1|CQUI, LOC6040642|XP_001850007.2|CQUI	LOC27206743|XP_016038948.1|DSIM, LOC27207417|XP_016038947.1|DSIM
OG0000854	LOC6041770|XP_001850988.2|CQUI	LOC6725205|XP_016038231.1|DSIM, LOC6725208|XP_002106231.3|DSIM
OG0000855	LOC6040439|XP_038111121.1|CQUI	LOC6739917|XP_002076807.1|DSIM, LOC6728956|XP_002104284.3|DSIM
OG0000856	LOC6042751|XP_038104746.1|CQUI	LOC27207733|XP_016039309.1|DSIM, LOC27208055|XP_016039310.1|DSIM, LOC6739014|XP_016032853.1|DSIM
OG0000857	LOC6045738|XP_038104079.1|CQUI, LOC6045740|XP_001863047.2|CQUI, LOC6048852|XP_001865699.1|CQUI, LOC6052371|XP_001868657.2|CQUI	LOC6726562|XP_002107516.2|DSIM
OG0000858	LOC6033717|XP_001844137.2|CQUI	LOC6728285|XP_002103634.1|DSIM, LOC6728284|XP_002103633.1|DSIM
OG0000860	LOC6032867|XP_038115886.1|CQUI	LOC6738877|XP_002085672.2|DSIM, LOC6736569|XP_016030160.1|DSIM
OG0000861	LOC6037309|XP_001847235.1|CQUI	LOC6735913|XP_002082823.3|DSIM
OG0000862	LOC6043976|XP_001861556.2|CQUI	LOC6735479|XP_002082418.1|DSIM, LOC6731117|XP_002078274.1|DSIM
OG0000863	LOC6044024|XP_038115592.1|CQUI	LOC6729083|XP_002104404.1|DSIM
OG0000864	LOC6041419|XP_038113943.1|CQUI	LOC6732212|XP_002079341.1|DSIM, LOC27206792|XP_016039129.1|DSIM
OG0000865	LOC6032934|XP_038112958.1|CQUI	LOC6726638|XP_016040376.1|DSIM, LOC6728775|XP_016035453.1|DSIM
OG0000866	LOC6041493|XP_038110702.1|CQUI	LOC6730547|XP_016022999.1|DSIM, LOC6730548|XP_039150675.1|DSIM
OG0000867	LOC6050061|XP_001866728.2|CQUI	LOC6732361|XP_016025009.1|DSIM, LOC6731776|XP_016024471.1|DSIM
OG0000868	LOC6037576|XP_001847472.2|CQUI, LOC6038283|XP_038112513.1|CQUI	LOC6725650|XP_016038863.1|DSIM
OG0000869	LOC119767364|XP_038111763.1|CQUI	LOC6727058|XP_002102455.1|DSIM
OG0000871	LOC6038540|XP_001848327.2|CQUI, LOC6038577|XP_038106280.1|CQUI, LOC6038538|XP_001848325.2|CQUI	LOC6734093|XP_016027088.1|DSIM
OG0000872	LOC6038131|XP_001847929.1|CQUI	LOC27206337|XP_016022765.1|DSIM, LOC6735999|XP_002082908.1|DSIM
OG0000873	LOC6047243|XP_001864326.2|CQUI, LOC6038744|XP_038111904.1|CQUI, LOC6036763|XP_038106219.1|CQUI	LOC6739100|XP_016032941.2|DSIM
OG0000874	LOC6037196|XP_038109655.1|CQUI	LOC6725130|XP_002106156.2|DSIM, LOC6734802|XP_016028012.1|DSIM
OG0000875	LOC6040537|XP_038110191.1|CQUI	LOC6738776|XP_002085576.1|DSIM
OG0000882	LOC6051045|XP_038104452.1|CQUI	LOC6726164|XP_016039699.1|DSIM, LOC120285248|XP_039152511.1|DSIM, LOC6733058|XP_039154259.1|DSIM
OG0000883	LOC6048227|XP_038121671.1|CQUI, LOC6041000|XP_038121158.1|CQUI, LOC6030792|XP_001841691.2|CQUI, LOC6047675|XP_001864705.2|CQUI	LOC6725941|XP_002106924.1|DSIM
OG0000885	LOC6048168|XP_001865124.1|CQUI, LOC6048169|XP_001865125.1|CQUI, LOC6048170|XP_001865126.1|CQUI	LOC6727510|XP_016034090.1|DSIM
OG0000887	LOC6052421|XP_038120936.1|CQUI, LOC6052420|XP_038121806.1|CQUI, LOC6039002|XP_001848684.2|CQUI	LOC6725644|XP_016038865.1|DSIM
OG0000888	LOC6036591|XP_038115396.1|CQUI, LOC6036581|XP_038118642.1|CQUI	LOC6734411|XP_016029676.1|DSIM
OG0000889	LOC6033544|XP_001843978.2|CQUI	LOC6739135|XP_039149460.1|DSIM
OG0000890	LOC6043796|XP_001861395.2|CQUI	LOC27206331|XP_039147269.1|DSIM, LOC120285365|XP_039153789.1|DSIM
OG0000891	LOC6041067|XP_038111593.1|CQUI	LOC6732232|XP_016024910.1|DSIM, LOC6732042|XP_002079174.1|DSIM
OG0000892	LOC6041555|XP_001850801.2|CQUI	LOC6737650|XP_002084482.1|DSIM, LOC6738871|XP_039149421.1|DSIM
OG0000893	LOC6034999|XP_001845244.2|CQUI, LOC6034994|XP_038116648.1|CQUI, LOC6034998|XP_038115749.1|CQUI, LOC6034997|XP_038115753.1|CQUI, LOC6034995|XP_001845241.2|CQUI, LOC119768921|XP_038116647.1|CQUI, LOC119768764|XP_038115747.1|CQUI, LOC119768763|XP_038115744.1|CQUI, LOC119768765|XP_038115748.1|CQUI	LOC6727085|XP_002102482.2|DSIM
OG0000894	LOC6043434|XP_001859054.2|CQUI	LOC6727036|XP_016033527.1|DSIM
OG0000895	LOC6050900|XP_001867421.2|CQUI	LOC6734751|XP_016027956.1|DSIM
OG0000896	LOC6048670|XP_038107984.1|CQUI	LOC6734763|XP_039148134.1|DSIM, LOC27206586|XP_016038294.1|DSIM
OG0000907	LOC6052354|XP_001868642.2|CQUI	LOC6735978|XP_002082887.2|DSIM
OG0000909	LOC6039203|XP_038105481.1|CQUI	LOC6739900|XP_002076788.1|DSIM, LOC6729298|XP_002104615.1|DSIM
OG0000910	LOC6034092|XP_038116190.1|CQUI	LOC6728610|XP_002103951.1|DSIM, LOC27208762|XP_039153820.1|DSIM
OG0000911	LOC6033485|XP_001843927.2|CQUI	LOC6734994|XP_002081976.1|DSIM
OG0000912	LOC6033531|XP_001843968.1|CQUI, LOC6033530|XP_001843967.1|CQUI	LOC6738206|XP_016032034.1|DSIM, LOC6738205|XP_016032033.1|DSIM
OG0000914	LOC6032957|XP_001843473.2|CQUI, LOC6032960|XP_001843476.1|CQUI, LOC6032959|XP_001843475.1|CQUI, LOC6042107|XP_001851258.1|CQUI	LOC6734149|XP_002081178.1|DSIM
OG0000915	LOC6049126|XP_038107760.1|CQUI	LOC6734736|XP_002081739.1|DSIM, LOC6725108|XP_002106134.1|DSIM
OG0000916	LOC6044540|XP_038107414.1|CQUI, LOC6044537|XP_038109271.1|CQUI	LOC6731463|XP_016024123.1|DSIM
OG0000917	LOC6036130|XP_038112959.1|CQUI	LOC6731448|XP_039147575.1|DSIM
OG0000918	LOC6053853|XP_038107451.1|CQUI	LOC6733156|XP_002080232.1|DSIM, LOC6730824|XP_002077991.2|DSIM
OG0000920	LOC6037854|XP_038106185.1|CQUI, LOC119766065|XP_038106368.1|CQUI, LOC6037857|XP_001847730.2|CQUI, LOC6037858|XP_038106186.1|CQUI, LOC119765965|XP_038106190.1|CQUI, LOC119765963|XP_038106188.1|CQUI, LOC119765964|XP_038106189.1|CQUI, LOC6039737|XP_001849288.1|CQUI	LOC6725448|XP_016038540.1|DSIM
OG0000921	LOC119770129|XP_038120407.1|CQUI, LOC6032513|XP_038120403.1|CQUI	LOC6739946|XP_039152515.1|DSIM, LOC120285277|XP_039152678.1|DSIM
OG0000922	LOC6035826|XP_001845946.2|CQUI	LOC6736729|XP_016030353.1|DSIM
OG0000923	LOC6039960|XP_001849453.1|CQUI	LOC6738557|XP_002085362.1|DSIM, LOC6728900|XP_016035594.1|DSIM
OG0000924	LOC6052729|XP_038108922.1|CQUI	LOC27208565|XP_016039114.1|DSIM
OG0000925	LOC6037245|XP_038114185.1|CQUI, LOC6037244|XP_001847173.1|CQUI	LOC27206388|XP_016037036.1|DSIM, LOC6730266|XP_002105549.1|DSIM
OG0000935	LOC6041293|XP_038115420.1|CQUI	LOC6729974|XP_016036743.1|DSIM
OG0000936	LOC6044999|XP_001862423.1|CQUI	LOC27206346|XP_016039272.2|DSIM
OG0000937	LOC6047549|XP_038122304.1|CQUI, LOC6038645|XP_038109622.1|CQUI	LOC6729817|XP_016036509.1|DSIM
OG0000938	LOC6041884|XP_001851080.1|CQUI	LOC27208010|XP_016029200.1|DSIM, LOC27207752|XP_016039363.1|DSIM
OG0000939	LOC6044428|XP_001861946.1|CQUI	LOC6731396|XP_002078549.1|DSIM, LOC6731402|XP_039152883.1|DSIM
OG0000941	LOC6049171|XP_001865978.1|CQUI	LOC27207754|XP_016036922.1|DSIM, LOC6725559|XP_016038685.1|DSIM
OG0000942	LOC6050303|XP_001866931.2|CQUI	LOC6738961|XP_039149586.1|DSIM
OG0000943	LOC6036204|XP_038120020.1|CQUI	LOC6734028|XP_016027047.1|DSIM, LOC6734029|XP_002081065.1|DSIM
OG0000944	LOC6038238|XP_038118238.1|CQUI	LOC27206397|XP_016039270.1|DSIM, LOC6732338|XP_002079461.1|DSIM
OG0000945	LOC6040018|XP_001849494.2|CQUI	LOC6736294|XP_002083178.2|DSIM, LOC6736293|XP_002083177.2|DSIM
OG0000946	LOC6044471|XP_038106712.1|CQUI, LOC6041548|XP_038107584.1|CQUI	LOC6731422|XP_016024040.1|DSIM
OG0000947	LOC6034360|XP_001844678.1|CQUI, LOC6034379|XP_038109332.1|CQUI, LOC6034378|XP_038109331.1|CQUI, LOC6034359|XP_001844677.2|CQUI	LOC6736003|XP_016029366.1|DSIM
OG0000948	LOC6048908|XP_001865747.2|CQUI	LOC6736646|XP_016030241.1|DSIM
OG0000949	LOC6033022|XP_038115508.1|CQUI, LOC6033023|XP_038115510.1|CQUI	LOC6725850|XP_039154020.1|DSIM
OG0000950	LOC6046062|XP_001863317.2|CQUI	LOC6727112|XP_002102505.1|DSIM
OG0000951	LOC119769688|XP_038118996.1|CQUI, LOC6039379|XP_038121296.1|CQUI	LOC6728354|XP_002103702.1|DSIM
OG0000952	LOC119770231|XP_038120613.1|CQUI	LOC27206555|XP_039147017.1|DSIM
OG0000963	LOC119765405|XP_038105122.1|CQUI, LOC6052738|XP_001868962.2|CQUI, LOC6052742|XP_001868961.1|CQUI, LOC6052739|XP_001868963.1|CQUI	LOC6726355|XP_002107315.1|DSIM
OG0000964	LOC6047021|XP_038104314.1|CQUI, LOC6032708|XP_001843260.2|CQUI	LOC27207376|XP_016039945.2|DSIM, LOC6739455|XP_016027945.1|DSIM
OG0000965	LOC6039055|XP_001848733.2|CQUI	LOC6725521|XP_002106534.1|DSIM
OG0000966	LOC6034419|XP_038105028.1|CQUI	LOC6734379|XP_002081400.1|DSIM, LOC6730271|XP_002105554.2|DSIM
OG0000969	LOC6043792|XP_001861393.1|CQUI	LOC6735468|XP_002082407.1|DSIM, LOC6730304|XP_002105587.1|DSIM
OG0000970	LOC6033272|XP_001843743.2|CQUI	LOC6729890|XP_002105193.1|DSIM
OG0000971	LOC6036039|XP_001846141.1|CQUI, LOC6040867|XP_001850197.1|CQUI	LOC6732569|XP_002079688.2|DSIM, LOC27208901|XP_016025251.1|DSIM
OG0000972	LOC6031858|XP_038113015.1|CQUI	LOC6736964|XP_002083811.2|DSIM, LOC6724953|XP_016037815.1|DSIM
OG0000973	LOC119766829|XP_038108809.1|CQUI, LOC6034199|XP_038108806.1|CQUI, LOC6047448|XP_038120387.1|CQUI	LOC6739964|XP_016037939.2|DSIM
OG0000974	LOC6049993|XP_038116186.1|CQUI, LOC6049992|XP_038116176.1|CQUI, LOC6049994|XP_038116185.1|CQUI, LOC6049990|XP_001866665.1|CQUI	LOC6736701|XP_016030316.2|DSIM, LOC6736702|XP_016030317.1|DSIM
OG0000975	LOC6046902|XP_001864030.2|CQUI	LOC6728509|XP_016035150.1|DSIM
OG0000977	LOC6053094|XP_038112904.1|CQUI	LOC120285000|XP_039151007.1|DSIM, LOC6728002|XP_016034602.2|DSIM
OG0000978	LOC6051170|XP_038108380.1|CQUI	LOC120284337|XP_039147314.1|DSIM, LOC27206158|XP_016026886.1|DSIM, LOC6728538|XP_002103883.1|DSIM
OG0000988	LOC6042735|XP_001870746.2|CQUI	LOC6732033|XP_002079165.1|DSIM
OG0000990	LOC119767687|XP_038112787.1|CQUI	LOC27208045|XP_016036616.1|DSIM, LOC6726462|XP_016040044.1|DSIM
OG0000991	LOC6040891|XP_038105368.1|CQUI, LOC6042501|XP_038104580.1|CQUI	LOC6725458|XP_002106474.2|DSIM
OG0000992	LOC6042422|XP_001851542.2|CQUI	LOC27206622|XP_016026887.1|DSIM, LOC120284336|XP_039147313.1|DSIM, LOC6729214|XP_016035867.2|DSIM
OG0000994	LOC6045593|XP_001862934.2|CQUI	LOC6725249|XP_016038259.1|DSIM
OG0000995	LOC6041608|XP_001850846.1|CQUI	LOC6738468|XP_016032298.1|DSIM, LOC6726029|XP_039153760.1|DSIM, LOC120284216|XP_039153761.1|DSIM
OG0000996	LOC6030996|XP_001841849.2|CQUI, LOC119769660|XP_038118872.1|CQUI	LOC6734065|XP_016027068.1|DSIM
OG0000997	LOC6052525|XP_038120680.1|CQUI	LOC6734257|XP_039147519.1|DSIM
OG0000998	LOC6047261|XP_001864343.2|CQUI, LOC6047263|XP_038117138.1|CQUI, LOC6047258|XP_038118868.1|CQUI	LOC6740503|XP_016029702.1|DSIM
OG0000999	LOC6036403|XP_001846456.1|CQUI	LOC6735837|XP_016029207.1|DSIM, LOC27206864|XP_039153050.1|DSIM
OG0001000	LOC6032922|XP_038108749.1|CQUI	LOC6739798|XP_016025982.1|DSIM
OG0001002	LOC6031176|XP_001842019.1|CQUI, LOC6031178|XP_038111945.1|CQUI, LOC6031180|XP_038106920.1|CQUI	LOC6739249|XP_016025403.1|DSIM
