Orthogroup	CQUI.longest_only	SLEB.longest_only
OG0000548	LOC6050154|XP_001866808.2|CQUI	LOC115632986|XP_030386163.1|SLEB, LOC115622433|XP_030372234.1|SLEB, LOC115622434|XP_030372235.1|SLEB
OG0000549	LOC119770531|XP_038121509.1|CQUI, LOC6037260|XP_038121503.1|CQUI	LOC115633990|XP_030387373.1|SLEB
OG0000550	LOC6051476|XP_038121059.1|CQUI	LOC115632900|XP_030386051.1|SLEB, LOC115632608|XP_030385696.1|SLEB
OG0000552	LOC6044119|XP_038113804.1|CQUI	LOC115621198|XP_030370637.1|SLEB, LOC115620920|XP_030370279.1|SLEB
OG0000553	LOC6044455|XP_038110346.1|CQUI, LOC6044457|XP_001861971.1|CQUI, LOC6044456|XP_001861970.1|CQUI	LOC115625739|XP_030376752.1|SLEB, LOC115625738|XP_030376751.1|SLEB
OG0000554	LOC6044882|XP_038118892.1|CQUI	LOC115621598|XP_030371150.1|SLEB, LOC115621473|XP_030370992.1|SLEB, LOC115621559|XP_030371092.1|SLEB
OG0000555	LOC6052570|XP_038118745.1|CQUI	LOC115628310|XP_030380224.1|SLEB, LOC115628303|XP_030380210.1|SLEB
OG0000556	LOC6046889|XP_001864016.1|CQUI	LOC115623458|XP_030373674.1|SLEB
OG0000557	LOC6042547|XP_001852003.1|CQUI	LOC115624100|XP_030374550.1|SLEB, LOC115624200|XP_030374663.1|SLEB, LOC115623910|XP_030374325.1|SLEB, LOC115624180|XP_030374635.1|SLEB, LOC115624158|XP_030374614.1|SLEB
OG0000558	LOC6033842|XP_001844235.1|CQUI	LOC115623799|XP_030374201.1|SLEB, LOC115627610|XP_030379199.1|SLEB
OG0000559	LOC6053965|XP_038109366.1|CQUI	LOC115621713|XP_030371282.1|SLEB, LOC115633935|XP_030387313.1|SLEB
OG0000560	LOC6032389|XP_001842996.2|CQUI	LOC115624641|XP_030375269.1|SLEB, LOC115624640|XP_030375268.1|SLEB
OG0000561	LOC6034685|XP_038111388.1|CQUI	LOC115632645|XP_030385734.1|SLEB, LOC115632520|XP_030385575.1|SLEB
OG0000562	LOC6046454|XP_038113537.1|CQUI	LOC115622396|XP_030372181.1|SLEB, LOC115622789|XP_030372709.1|SLEB
OG0000566	LOC6044324|XP_038109243.1|CQUI	LOC115625079|XP_030375829.1|SLEB, LOC115622614|XP_030372474.1|SLEB
OG0000567	LOC6047025|XP_001864131.2|CQUI	LOC115628870|XP_030380986.1|SLEB
OG0000567	LOC6047020|XP_001864130.1|CQUI	LOC115628899|XP_030381018.1|SLEB
OG0000568	LOC6044772|XP_038104706.1|CQUI	LOC115620709|XP_030369944.1|SLEB
OG0000569	LOC6034776|XP_038104774.1|CQUI	LOC115620436|XP_030369524.1|SLEB, LOC115628654|XP_030380682.1|SLEB
OG0000570	LOC6032625|XP_001843197.2|CQUI	LOC115625135|XP_030375914.1|SLEB, LOC115625181|XP_030376006.1|SLEB
OG0000571	LOC6035169|XP_038113695.1|CQUI	LOC115620833|XP_030370125.1|SLEB, LOC115621121|XP_030370525.1|SLEB
OG0000572	LOC6031113|XP_038118152.1|CQUI	LOC115621322|XP_030370800.1|SLEB, LOC115620609|XP_030369783.1|SLEB
OG0000573	LOC6039567|XP_038120762.1|CQUI	LOC115632462|XP_030385479.1|SLEB, LOC115625591|XP_030376570.1|SLEB
OG0000574	LOC6041981|XP_001851157.1|CQUI	LOC115632504|XP_030385552.1|SLEB
OG0000576	LOC6041376|XP_001850641.2|CQUI	LOC115623717|XP_030374058.1|SLEB, LOC115623855|XP_030374259.1|SLEB
OG0000577	LOC6036025|XP_001846129.1|CQUI	LOC115630934|XP_030383361.1|SLEB
OG0000578	LOC6038985|XP_038118477.1|CQUI	LOC115630624|XP_030383119.1|SLEB, LOC115624580|XP_030375178.1|SLEB
OG0000579	LOC6039323|XP_001848951.1|CQUI	LOC115621378|XP_030370867.1|SLEB, LOC115622675|XP_030372549.1|SLEB
OG0000580	LOC6039817|XP_038116525.1|CQUI	LOC115624313|XP_030374798.1|SLEB, LOC115623669|XP_030373995.1|SLEB
OG0000582	LOC6037731|XP_038109003.1|CQUI	LOC115623225|XP_030373327.1|SLEB, LOC115629425|XP_030381740.1|SLEB
OG0000583	LOC6040188|XP_001849636.2|CQUI	LOC115634436|XP_030388003.1|SLEB
OG0000589	LOC6038480|XP_038105819.1|CQUI	LOC115629184|XP_030381427.1|SLEB
OG0000590	LOC6042729|XP_001870744.1|CQUI	LOC115628967|XP_030381105.1|SLEB
OG0000592	LOC6050769|XP_038107615.1|CQUI	LOC115620051|XP_030369040.1|SLEB, LOC115626440|XP_030377714.1|SLEB, LOC115634746|XP_030388498.1|SLEB
OG0000593	LOC6053209|XP_001869339.2|CQUI	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB
OG0000594	LOC6047884|XP_001864878.1|CQUI	LOC115620678|XP_030369902.1|SLEB, LOC115623706|XP_030374044.1|SLEB
OG0000595	LOC6032579|XP_038105753.1|CQUI	LOC115625556|XP_030376508.1|SLEB, LOC115620820|XP_030370108.1|SLEB
OG0000596	LOC6047623|XP_001864658.2|CQUI	LOC115626832|XP_030378173.1|SLEB, LOC115634602|XP_030388312.1|SLEB, LOC115625220|XP_030376063.1|SLEB
OG0000597	LOC6033673|XP_038118537.1|CQUI	LOC115621662|XP_030371229.1|SLEB, LOC115621009|XP_030370388.1|SLEB
OG0000598	LOC6051159|XP_001867631.1|CQUI, LOC6051152|XP_038115526.1|CQUI, LOC6051150|XP_038115584.1|CQUI, LOC6051151|XP_001867634.2|CQUI, LOC119765893|XP_038106017.1|CQUI, LOC6051149|XP_001867632.1|CQUI	LOC115621982|XP_030371694.1|SLEB
OG0000599	LOC6050368|XP_001866970.2|CQUI, LOC6049535|XP_038116182.1|CQUI	LOC115622412|XP_030372206.1|SLEB
OG0000600	LOC6050355|XP_001866971.1|CQUI	LOC115632442|XP_030385460.1|SLEB, LOC115633704|XP_030387024.1|SLEB
OG0000601	LOC6054167|XP_001870128.2|CQUI	LOC115633839|XP_030387190.1|SLEB, LOC115626624|XP_030377888.1|SLEB
OG0000602	LOC6038510|XP_038113028.1|CQUI	LOC115626085|XP_030377198.1|SLEB
OG0000603	LOC6054012|XP_038110242.1|CQUI	LOC115628477|XP_030380458.1|SLEB
OG0000604	LOC6043454|XP_038114068.1|CQUI	LOC115630657|XP_030383158.1|SLEB, LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB
OG0000605	LOC6049416|XP_001866184.2|CQUI, LOC6049420|XP_001866188.2|CQUI, LOC6049414|XP_001866182.2|CQUI, LOC6049413|XP_001866181.2|CQUI, LOC6049411|XP_001866179.2|CQUI	LOC115630512|XP_030382973.1|SLEB
OG0000606	LOC6046869|XP_038121859.1|CQUI	LOC115620195|XP_030369188.1|SLEB
OG0000607	LOC6039121|XP_001848783.1|CQUI	LOC115620885|XP_030370225.1|SLEB, LOC115624393|XP_030374965.1|SLEB
OG0000608	LOC6042037|XP_038115700.1|CQUI	LOC115625074|XP_030375822.1|SLEB, LOC115625574|XP_030376535.1|SLEB
OG0000609	LOC6048878|XP_038115264.1|CQUI	LOC115631251|XP_030383821.1|SLEB, LOC115627917|XP_030379671.1|SLEB
OG0000610	LOC6041438|XP_001850698.2|CQUI	LOC115623312|XP_030373437.1|SLEB
OG0000611	LOC6038097|XP_038106033.1|CQUI	LOC115629627|XP_030381991.1|SLEB, LOC115626533|XP_030377776.1|SLEB
OG0000615	LOC119767686|XP_038112773.1|CQUI	LOC115627692|XP_030379295.1|SLEB, LOC115620406|XP_030369485.1|SLEB
OG0000616	LOC6048951|XP_038114828.1|CQUI, LOC119770520|XP_038121468.1|CQUI, LOC6048954|XP_038121478.1|CQUI	LOC115627474|XP_030379011.1|SLEB
OG0000617	LOC6047468|XP_001864522.2|CQUI	LOC115621815|XP_030371461.1|SLEB, LOC115620342|XP_030369403.1|SLEB
OG0000618	LOC6039614|XP_001849188.1|CQUI	LOC115621508|XP_030371040.1|SLEB
OG0000619	LOC6048450|XP_001865369.2|CQUI	LOC115631389|XP_030383974.1|SLEB
OG0000619	LOC6040690|XP_001850045.2|CQUI, LOC119765528|XP_038105487.1|CQUI	LOC115620065|XP_030369072.1|SLEB, LOC115634836|XP_030388617.1|SLEB
OG0000620	LOC6032813|XP_038118430.1|CQUI	LOC115627320|XP_030378822.1|SLEB, LOC115633030|XP_030386227.1|SLEB
OG0000621	LOC6031110|XP_001841955.1|CQUI	LOC115620478|XP_030369572.1|SLEB, LOC115627100|XP_030378516.1|SLEB
OG0000622	LOC6040743|XP_038116870.1|CQUI	LOC115622549|XP_030372376.1|SLEB, LOC115632202|XP_030385111.1|SLEB
OG0000623	LOC119769481|XP_038118011.1|CQUI	LOC115624552|XP_030375137.1|SLEB, LOC115628260|XP_030380139.1|SLEB
OG0000624	LOC6044017|XP_001861591.1|CQUI	LOC115633640|XP_030386940.1|SLEB, LOC115634104|XP_030387520.1|SLEB, LOC115633424|XP_030386743.1|SLEB
OG0000625	LOC6040993|XP_038116438.1|CQUI	LOC115622157|XP_030371885.1|SLEB, LOC115622847|XP_030372788.1|SLEB
OG0000626	LOC6051789|XP_001868161.1|CQUI	LOC115634382|XP_030387926.1|SLEB, LOC115634725|XP_030388467.1|SLEB
OG0000627	LOC6042124|XP_038110833.1|CQUI	LOC115633005|XP_030386190.1|SLEB, LOC115628860|XP_030380971.1|SLEB
OG0000628	LOC6031813|XP_001842520.1|CQUI	LOC115630700|XP_030383212.1|SLEB, LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB
OG0000629	LOC119766976|XP_038109725.1|CQUI	LOC115628582|XP_030380626.1|SLEB
OG0000630	LOC6035276|XP_038111598.1|CQUI	LOC115626220|XP_030377378.1|SLEB, LOC115625733|XP_030376744.1|SLEB
OG0000631	LOC6033752|XP_038111487.1|CQUI	LOC115631173|XP_030383722.1|SLEB, LOC115626352|XP_030377562.1|SLEB
OG0000632	LOC6039836|XP_038110109.1|CQUI	LOC115630690|XP_030383200.1|SLEB, LOC115630409|XP_030382802.1|SLEB
OG0000634	LOC6044510|XP_001862016.2|CQUI	LOC115629613|XP_030381969.1|SLEB, LOC115624560|XP_030375149.1|SLEB, LOC115627391|XP_030378905.1|SLEB
OG0000635	LOC6051292|XP_038119302.1|CQUI	LOC115620742|XP_030369999.1|SLEB, LOC115629274|XP_030381560.1|SLEB
OG0000636	LOC6053271|XP_038121208.1|CQUI	LOC115626223|XP_030377382.1|SLEB, LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB
OG0000637	LOC6046174|XP_038111493.1|CQUI	LOC115627962|XP_030379716.1|SLEB, LOC115627960|XP_030379713.1|SLEB
OG0000638	LOC6035960|XP_001846068.1|CQUI	LOC115627144|XP_030378581.1|SLEB
OG0000639	LOC6034680|XP_038109438.1|CQUI	LOC115633115|XP_030386361.1|SLEB
OG0000646	LOC6053145|XP_038116913.1|CQUI	LOC115620235|XP_030369240.1|SLEB, LOC115621842|XP_030371513.1|SLEB
OG0000647	LOC6052863|XP_038104142.1|CQUI	LOC115621967|XP_030371674.1|SLEB, LOC115629630|XP_030381990.1|SLEB
OG0000648	LOC6044379|XP_038104457.1|CQUI	LOC115627942|XP_030379695.1|SLEB
OG0000649	LOC6052346|XP_038122673.1|CQUI	LOC115627568|XP_030379152.1|SLEB, LOC115627550|XP_030379125.1|SLEB
OG0000650	LOC119765291|XP_038104781.1|CQUI	LOC115620503|XP_030369617.1|SLEB
OG0000651	LOC6034792|XP_038108743.1|CQUI	LOC115632259|XP_030385191.1|SLEB, LOC115622859|XP_030372803.1|SLEB
OG0000652	LOC6047846|XP_001864848.1|CQUI	LOC115628872|XP_030380991.1|SLEB, LOC115629665|XP_030382040.1|SLEB
OG0000653	LOC6035413|XP_038122495.1|CQUI, LOC6035412|XP_038122483.1|CQUI	LOC115620491|XP_030369592.1|SLEB
OG0000654	LOC6039542|XP_038121287.1|CQUI	LOC115632989|XP_030386166.1|SLEB
OG0000655	LOC6041337|XP_001850614.2|CQUI	LOC115621850|XP_030371563.1|SLEB, LOC115630722|XP_030383235.1|SLEB
OG0000656	LOC6051101|XP_038116957.1|CQUI	LOC115623639|XP_030373943.1|SLEB, LOC115627596|XP_030379180.1|SLEB
OG0000657	LOC6041310|XP_001850590.2|CQUI	LOC115624836|XP_030375543.1|SLEB, LOC115631152|XP_030383683.1|SLEB
OG0000658	LOC6037018|XP_038108424.1|CQUI	LOC115627088|XP_030378498.1|SLEB, LOC115626258|XP_030377426.1|SLEB
OG0000659	LOC6036999|XP_001846964.1|CQUI	LOC115625878|XP_030376954.1|SLEB, LOC115626361|XP_030377571.1|SLEB
OG0000660	LOC6053861|XP_001869873.1|CQUI	LOC115631511|XP_030384136.1|SLEB
OG0000661	LOC6033622|XP_001844049.2|CQUI	LOC115622386|XP_030372170.1|SLEB, LOC115630509|XP_030382967.1|SLEB
OG0000662	LOC6052557|XP_038120537.1|CQUI	LOC115632944|XP_030386100.1|SLEB, LOC115627291|XP_030378783.1|SLEB
OG0000663	LOC6039520|XP_001849122.2|CQUI	LOC115627042|XP_030378440.1|SLEB
OG0000664	LOC6046260|XP_038114809.1|CQUI	LOC115629221|XP_030381490.1|SLEB
OG0000665	LOC6048712|XP_001865588.1|CQUI	LOC115623916|XP_030374332.1|SLEB
OG0000666	LOC6054798|XP_038119012.1|CQUI	LOC115624988|XP_030375715.1|SLEB, LOC115627419|XP_030378949.1|SLEB
OG0000667	LOC6046897|XP_038119403.1|CQUI	LOC115623576|XP_030373834.1|SLEB
OG0000668	LOC6046395|XP_038118170.1|CQUI	LOC115620304|XP_030369348.1|SLEB, LOC115622050|XP_030371784.1|SLEB
OG0000669	LOC119770724|XP_038122042.1|CQUI	LOC115626945|XP_030378320.1|SLEB, LOC115626693|XP_030377980.1|SLEB
OG0000670	LOC6046815|XP_038111687.1|CQUI	LOC115626707|XP_030378000.1|SLEB
OG0000671	LOC6038345|XP_001848160.1|CQUI	LOC115620863|XP_030370184.1|SLEB, LOC115621283|XP_030370746.1|SLEB
OG0000672	LOC6043037|XP_038113688.1|CQUI	LOC115627870|XP_030379614.1|SLEB, LOC115624926|XP_030375637.1|SLEB
OG0000673	LOC6034544|XP_001844844.1|CQUI	LOC115627417|XP_030378947.1|SLEB, LOC115626494|XP_030377738.1|SLEB
OG0000677	LOC119771220|XP_038122896.1|CQUI	LOC115623186|XP_030373268.1|SLEB, LOC115627739|XP_030379369.1|SLEB
OG0000678	LOC6049218|XP_001866018.1|CQUI	LOC115621186|XP_030370620.1|SLEB, LOC115631717|XP_030384411.1|SLEB
OG0000679	LOC6043332|XP_001858497.2|CQUI, LOC6043334|XP_038120970.1|CQUI, LOC119770348|XP_038120969.1|CQUI, LOC6051380|XP_001867828.2|CQUI, LOC6041272|XP_001850558.1|CQUI, LOC6041270|XP_038114788.1|CQUI	LOC115633757|XP_030387092.1|SLEB
OG0000680	LOC6040463|XP_038110968.1|CQUI	LOC115627844|XP_030379560.1|SLEB
OG0000681	LOC6034420|XP_038105001.1|CQUI	LOC115621828|XP_030371496.1|SLEB, LOC115627476|XP_030379015.1|SLEB
OG0000683	LOC119771188|XP_038122716.1|CQUI, LOC119771187|XP_038122715.1|CQUI, LOC6041367|XP_001850634.1|CQUI, LOC6035206|XP_001845435.2|CQUI	LOC115620499|XP_030369611.1|SLEB
OG0000684	LOC6048395|XP_001865319.1|CQUI	LOC115624151|XP_030374608.1|SLEB, LOC115620565|XP_030369714.1|SLEB
OG0000685	LOC6037400|XP_038114905.1|CQUI	LOC115629499|XP_030381839.1|SLEB, LOC115623675|XP_030374005.1|SLEB
OG0000686	LOC6051596|XP_038120199.1|CQUI	LOC115625171|XP_030375975.1|SLEB, LOC115633274|XP_030386545.1|SLEB
OG0000687	LOC6035321|XP_001845536.1|CQUI	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB, LOC115633169|XP_030386442.1|SLEB
OG0000688	LOC6040659|XP_038115242.1|CQUI	LOC115634831|XP_030388608.1|SLEB
OG0000689	LOC119769612|XP_038118657.1|CQUI	LOC115628671|XP_030380705.1|SLEB, LOC115628661|XP_030380693.1|SLEB
OG0000690	LOC6050670|XP_038115594.1|CQUI, LOC6038219|XP_001848048.1|CQUI, LOC6047742|XP_001864761.2|CQUI, LOC6042033|XP_001851195.2|CQUI, LOC6050673|XP_001867238.2|CQUI	LOC115629307|XP_030381612.1|SLEB
OG0000691	LOC6038874|XP_038122076.1|CQUI	LOC115626605|XP_030377857.1|SLEB, LOC115634680|XP_030388399.1|SLEB
OG0000692	LOC6050833|XP_038117216.1|CQUI, LOC6050834|XP_001867362.2|CQUI	LOC115632631|XP_030385721.1|SLEB, LOC115632633|XP_030385722.1|SLEB
OG0000694	LOC6047733|XP_038120382.1|CQUI	LOC115622249|XP_030372007.1|SLEB
OG0000695	LOC6043622|XP_038113841.1|CQUI	LOC115626345|XP_030377554.1|SLEB, LOC115626555|XP_030377793.1|SLEB
OG0000696	LOC6034106|XP_001844471.1|CQUI	LOC115631699|XP_030384387.1|SLEB, LOC115631207|XP_030383771.1|SLEB
OG0000697	LOC6037877|XP_001847743.2|CQUI	LOC115626630|XP_030377894.1|SLEB
OG0000698	LOC6054309|XP_038113357.1|CQUI	LOC115631784|XP_030384478.1|SLEB, LOC115631797|XP_030384494.1|SLEB
OG0000699	LOC6031882|XP_038111805.1|CQUI	LOC115631361|XP_030383939.1|SLEB, LOC115621427|XP_030370939.1|SLEB
OG0000700	LOC6045669|XP_038108368.1|CQUI	LOC115630522|XP_030382986.1|SLEB
OG0000701	LOC6050972|XP_038112604.1|CQUI	LOC115633828|XP_030387176.1|SLEB, LOC115627353|XP_030378861.1|SLEB
OG0000702	LOC6052432|XP_038117603.1|CQUI	LOC115623432|XP_030373638.1|SLEB, LOC115623431|XP_030373622.1|SLEB
OG0000703	LOC6035033|XP_038122275.1|CQUI	LOC115626522|XP_030377762.1|SLEB, LOC115632207|XP_030385123.1|SLEB
OG0000704	LOC6038164|XP_038120107.1|CQUI	LOC115629751|XP_030382150.1|SLEB, LOC115620514|XP_030369639.1|SLEB
OG0000705	LOC6052245|XP_038115015.1|CQUI	LOC115632166|XP_030385053.1|SLEB
OG0000706	LOC6046887|XP_038117985.1|CQUI	LOC115631541|XP_030384176.1|SLEB, LOC115633220|XP_030386469.1|SLEB
OG0000707	LOC6045804|XP_038117453.1|CQUI	LOC115634062|XP_030387466.1|SLEB, LOC115628046|XP_030379850.1|SLEB
OG0000708	LOC6037569|XP_038120474.1|CQUI	LOC115627708|XP_030379316.1|SLEB, LOC115627653|XP_030379253.1|SLEB
OG0000709	LOC6039218|XP_038117369.1|CQUI	LOC115621323|XP_030370803.1|SLEB, LOC115626872|XP_030378240.1|SLEB
OG0000710	LOC6031510|XP_001842300.1|CQUI	LOC115623330|XP_030373453.1|SLEB, LOC115634159|XP_030387599.1|SLEB
OG0000711	LOC6036869|XP_001846852.1|CQUI	LOC115622779|XP_030372697.1|SLEB, LOC115621892|XP_030371581.1|SLEB, LOC115629865|XP_030382313.1|SLEB
OG0000712	LOC119766789|XP_038108506.1|CQUI, LOC6045985|XP_038106057.1|CQUI	LOC115623932|XP_030374352.1|SLEB, LOC115623732|XP_030374102.1|SLEB
OG0000713	LOC6049870|XP_001866561.1|CQUI	LOC115621208|XP_030370649.1|SLEB, LOC115628094|XP_030379931.1|SLEB
OG0000714	LOC6045584|XP_038113889.1|CQUI	LOC115633315|XP_030386605.1|SLEB, LOC115623265|XP_030373395.1|SLEB
OG0000715	LOC119767953|XP_038113953.1|CQUI	LOC115623127|XP_030373195.1|SLEB, LOC115623055|XP_030373093.1|SLEB, LOC115627346|XP_030378853.1|SLEB
OG0000716	LOC6040190|XP_001849640.2|CQUI	LOC115633996|XP_030387379.1|SLEB, LOC115624701|XP_030375377.1|SLEB
OG0000724	LOC6042711|XP_001870728.1|CQUI	LOC115633429|XP_030386749.1|SLEB, LOC115626300|XP_030377488.1|SLEB
OG0000726	LOC6035562|XP_038104583.1|CQUI	LOC115624214|XP_030374686.1|SLEB
OG0000727	LOC6032646|XP_001843213.2|CQUI, LOC6032648|XP_038122826.1|CQUI	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB
OG0000730	LOC6031123|XP_001841967.1|CQUI	LOC115632855|XP_030385975.1|SLEB
OG0000731	LOC6043928|XP_001861511.1|CQUI	LOC115622743|XP_030372650.1|SLEB, LOC115633836|XP_030387186.1|SLEB
OG0000732	LOC6041983|XP_001851156.1|CQUI	LOC115632506|XP_030385555.1|SLEB, LOC115632505|XP_030385554.1|SLEB
OG0000733	LOC6047563|XP_001864598.2|CQUI	LOC115621490|XP_030371018.1|SLEB, LOC115622518|XP_030372333.1|SLEB
OG0000734	LOC6052234|XP_038116578.1|CQUI	LOC115629183|XP_030381425.1|SLEB, LOC115622143|XP_030371864.1|SLEB
OG0000735	LOC6044469|XP_001861983.1|CQUI	LOC115627337|XP_030378842.1|SLEB, LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB
OG0000736	LOC6037099|XP_038112503.1|CQUI	LOC115630795|XP_030383313.1|SLEB, LOC115630588|XP_030383066.1|SLEB
OG0000738	LOC6036448|XP_001846499.1|CQUI	LOC115630461|XP_030382886.1|SLEB, LOC115626486|XP_030377730.1|SLEB
OG0000739	LOC6036343|XP_038110352.1|CQUI	LOC115623627|XP_030373927.1|SLEB
OG0000740	LOC6038854|XP_038113339.1|CQUI	LOC115628455|XP_030380428.1|SLEB
OG0000741	LOC6038156|XP_038115491.1|CQUI, LOC6038158|XP_001847991.2|CQUI	LOC115628044|XP_030379847.1|SLEB
OG0000742	LOC6046871|XP_038115688.1|CQUI	LOC115627583|XP_030379167.1|SLEB, LOC115627481|XP_030379020.1|SLEB
OG0000743	LOC6050273|XP_001866910.2|CQUI	LOC115633054|XP_030386259.1|SLEB, LOC115634620|XP_030388329.1|SLEB
OG0000744	LOC6047300|XP_001864379.2|CQUI, LOC6047301|XP_001864380.2|CQUI	LOC115629175|XP_030381413.1|SLEB
OG0000746	LOC6043117|XP_001855912.2|CQUI	LOC115633815|XP_030387160.1|SLEB, LOC115620015|XP_030368977.1|SLEB
OG0000753	LOC6048959|XP_038122824.1|CQUI	LOC115621110|XP_030370512.1|SLEB
OG0000754	LOC6049897|XP_001866577.2|CQUI	LOC115627163|XP_030378607.1|SLEB, LOC115627856|XP_030379577.1|SLEB
OG0000756	LOC6046145|XP_001863379.2|CQUI	LOC115629548|XP_030381890.1|SLEB
OG0000757	LOC6046554|XP_038118070.1|CQUI	LOC115630488|XP_030382932.1|SLEB, LOC115628322|XP_030380237.1|SLEB
OG0000758	LOC6040607|XP_038119298.1|CQUI	LOC115624504|XP_030375069.1|SLEB
OG0000760	LOC6031804|XP_038112857.1|CQUI	LOC115633671|XP_030386976.1|SLEB
OG0000761	LOC6033760|XP_038107373.1|CQUI	LOC115631320|XP_030383897.1|SLEB, LOC115632011|XP_030384801.1|SLEB
OG0000762	LOC6037908|XP_001847768.1|CQUI	LOC115625652|XP_030376640.1|SLEB, LOC115631875|XP_030384584.1|SLEB
OG0000764	LOC6039471|XP_038122347.1|CQUI	LOC115621927|XP_030371631.1|SLEB, LOC115633306|XP_030386585.1|SLEB
OG0000765	LOC6049633|XP_038120394.1|CQUI	LOC115628365|XP_030380302.1|SLEB, LOC115627771|XP_030379429.1|SLEB
OG0000766	LOC6046669|XP_001863836.1|CQUI	LOC115629736|XP_030382131.1|SLEB
OG0000767	LOC6033818|XP_001844213.2|CQUI	LOC115625324|XP_030376207.1|SLEB, LOC115628797|XP_030380869.1|SLEB
OG0000768	LOC6037757|XP_038118780.1|CQUI	LOC115627924|XP_030379678.1|SLEB, LOC115629400|XP_030381717.1|SLEB
OG0000769	LOC6036915|XP_001846890.2|CQUI	LOC115627782|XP_030379452.1|SLEB
OG0000770	LOC119766679|XP_038107821.1|CQUI, LOC6032313|XP_001842945.1|CQUI	LOC115628059|XP_030379884.1|SLEB
OG0000771	LOC6037662|XP_038113592.1|CQUI	LOC115632497|XP_030385534.1|SLEB
OG0000778	LOC6038198|XP_038117770.1|CQUI	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB
OG0000779	LOC6051382|XP_038104144.1|CQUI, LOC6051383|XP_038115271.1|CQUI, LOC6041720|XP_038104033.1|CQUI, LOC6044161|XP_001861710.2|CQUI, LOC6044291|XP_038121588.1|CQUI	LOC115626746|XP_030378057.1|SLEB
OG0000780	LOC6044209|XP_038104803.1|CQUI, LOC6044211|XP_038104434.1|CQUI, LOC6044213|XP_038122683.1|CQUI	LOC115623469|XP_030373696.1|SLEB
OG0000781	LOC6037941|XP_038110485.1|CQUI	LOC115626655|XP_030377922.1|SLEB, LOC115632546|XP_030385621.1|SLEB
OG0000782	LOC6034796|XP_038114655.1|CQUI	LOC115623231|XP_030373340.1|SLEB, LOC115629137|XP_030381342.1|SLEB
OG0000783	LOC6034787|XP_001845060.1|CQUI	LOC115620854|XP_030370158.1|SLEB, LOC115633212|XP_030386459.1|SLEB
OG0000784	LOC6052698|XP_038104428.1|CQUI	LOC115632956|XP_030386115.1|SLEB, LOC115622106|XP_030371808.1|SLEB, LOC115628703|XP_030380744.1|SLEB
OG0000785	LOC6046529|XP_001863710.2|CQUI, LOC6046527|XP_001863709.2|CQUI	LOC115621118|XP_030370522.1|SLEB
OG0000786	LOC6037507|XP_038107901.1|CQUI	LOC115626176|XP_030377311.1|SLEB, LOC115620536|XP_030369671.1|SLEB
OG0000787	LOC6035614|XP_001845763.1|CQUI	LOC115632438|XP_030385442.1|SLEB, LOC115629947|XP_030382416.1|SLEB
OG0000788	LOC6045925|XP_001863200.1|CQUI	LOC115631634|XP_030384303.1|SLEB, LOC115628252|XP_030380128.1|SLEB
OG0000789	LOC6047537|XP_001864587.2|CQUI	LOC115629061|XP_030381237.1|SLEB, LOC115629060|XP_030381236.1|SLEB
OG0000790	LOC119767740|XP_038113035.1|CQUI	LOC115628530|XP_030380551.1|SLEB
OG0000791	LOC6036471|XP_001846521.1|CQUI	LOC115629879|XP_030382336.1|SLEB, LOC115621525|XP_030371051.1|SLEB
OG0000792	LOC119767396|XP_038111828.1|CQUI, LOC6046623|XP_001863795.2|CQUI	LOC115631780|XP_030384474.1|SLEB
OG0000793	LOC6046063|XP_001863318.1|CQUI	LOC115623565|XP_030373822.1|SLEB
OG0000794	LOC6050901|XP_001867420.2|CQUI, LOC6050899|XP_001867422.2|CQUI	LOC115629864|XP_030382312.1|SLEB
OG0000795	LOC6034049|XP_001844428.2|CQUI	LOC115629651|XP_030382021.1|SLEB, LOC115625331|XP_030376215.1|SLEB
OG0000796	LOC6036713|XP_001846717.2|CQUI	LOC115620420|XP_030369504.1|SLEB, LOC115626807|XP_030378137.1|SLEB
OG0000797	LOC6037066|XP_001847023.1|CQUI, LOC6046197|XP_001863428.1|CQUI	LOC115623362|XP_030373508.1|SLEB
OG0000798	LOC6052446|XP_038107346.1|CQUI	LOC115626864|XP_030378234.1|SLEB, LOC115628315|XP_030380233.1|SLEB
OG0000799	LOC6054174|XP_038108545.1|CQUI	LOC115622877|XP_030372826.1|SLEB, LOC115629792|XP_030382211.1|SLEB
OG0000801	LOC6046949|XP_001864068.1|CQUI	LOC115626800|XP_030378133.1|SLEB
