Orthogroup	CQUI.longest_only	DPER.longest_only
OG0000794	LOC6050901|XP_001867420.2|CQUI, LOC6050899|XP_001867422.2|CQUI	LOC6599935|XP_026849197.1|DPER
OG0000795	LOC6034049|XP_001844428.2|CQUI	LOC6600079|XP_002025171.1|DPER, LOC6594526|XP_002019418.1|DPER
OG0000796	LOC6036713|XP_001846717.2|CQUI	LOC6588117|XP_026841940.1|DPER, LOC6602891|XP_002027914.1|DPER
OG0000797	LOC6037066|XP_001847023.1|CQUI, LOC6046197|XP_001863428.1|CQUI	LOC6591949|XP_002017493.1|DPER, LOC6591948|XP_002017492.1|DPER
OG0000798	LOC6052446|XP_038107346.1|CQUI	LOC6593100|XP_026841074.1|DPER, LOC6593098|XP_002017881.1|DPER
OG0000799	LOC6054174|XP_038108545.1|CQUI	LOC6591859|XP_002017349.1|DPER, LOC6600033|XP_002025080.1|DPER
OG0000801	LOC6046949|XP_001864068.1|CQUI	LOC6590365|XP_002015845.1|DPER
OG0000802	LOC6040365|XP_001849765.2|CQUI, LOC6051527|XP_038106125.1|CQUI, LOC6040366|XP_038110323.1|CQUI	LOC6603113|XP_002028130.1|DPER
OG0000803	LOC6036009|XP_001846113.1|CQUI	LOC6596574|XP_002021661.1|DPER, LOC6603294|XP_002028275.1|DPER
OG0000811	LOC6032795|XP_001843334.2|CQUI	LOC6594686|XP_002019321.1|DPER, LOC6590095|XP_026841071.1|DPER
OG0000812	LOC6031005|XP_038117373.1|CQUI	LOC6602038|XP_002027087.2|DPER, LOC6603401|XP_026845881.1|DPER, LOC6602037|XP_002027086.2|DPER, LOC6603400|XP_002028384.1|DPER, LOC113566086|XP_026845864.1|DPER
OG0000813	LOC6036541|XP_001846586.2|CQUI	LOC6588976|XP_026844324.1|DPER
OG0000814	LOC6042898|XP_038118763.1|CQUI	LOC6589341|XP_002015317.1|DPER
OG0000815	LOC6031268|XP_038112299.1|CQUI, LOC6031267|XP_001842093.2|CQUI, LOC119766437|XP_038106914.1|CQUI, LOC6031271|XP_038111478.1|CQUI, LOC6031270|XP_038110981.1|CQUI	LOC6593305|XP_002018648.1|DPER
OG0000816	LOC6036458|XP_001846508.1|CQUI	LOC6600749|XP_002025787.1|DPER, LOC6594347|XP_002019526.1|DPER
OG0000817	LOC6041737|XP_001850957.1|CQUI	LOC6591651|XP_002016864.1|DPER, LOC6591650|XP_002016863.1|DPER
OG0000819	LOC6051147|XP_038117088.1|CQUI	LOC6597590|XP_026848948.1|DPER, LOC6597591|XP_002022778.2|DPER
OG0000820	LOC6038086|XP_038108938.1|CQUI	LOC6592521|XP_026841340.1|DPER
OG0000821	LOC6036623|XP_001846651.2|CQUI	LOC6587412|XP_002013866.1|DPER, LOC6591222|XP_002015893.1|DPER
OG0000822	LOC6036736|XP_001846735.2|CQUI	LOC6601419|XP_002026488.1|DPER, LOC6593791|XP_002018711.1|DPER
OG0000830	LOC6040678|XP_001850034.1|CQUI, LOC6040677|XP_001850032.1|CQUI, LOC6040679|XP_001850033.2|CQUI	LOC6597338|XP_026846485.1|DPER
OG0000831	LOC6032985|XP_038104688.1|CQUI, LOC6032982|XP_001843494.2|CQUI, LOC6039734|XP_001849286.2|CQUI	LOC6592813|XP_002017610.1|DPER
OG0000832	LOC6038039|XP_001847884.1|CQUI	LOC6600898|XP_002025962.1|DPER, LOC6593940|XP_002019006.1|DPER
OG0000833	LOC119770850|XP_038122366.1|CQUI, LOC6043801|XP_038117043.1|CQUI	LOC6601512|XP_026847973.1|DPER
OG0000834	LOC6049792|XP_001866498.2|CQUI	LOC6595001|XP_002020458.1|DPER
OG0000836	LOC6033191|XP_038110903.1|CQUI	LOC6593736|XP_002018994.1|DPER, LOC6588819|XP_026844483.1|DPER
OG0000837	LOC6046885|XP_038117989.1|CQUI	LOC6597555|XP_026848902.1|DPER
OG0000838	LOC6039707|XP_001849263.2|CQUI	LOC113565839|XP_026844974.1|DPER, LOC113565840|XP_026844975.1|DPER
OG0000839	LOC6032544|XP_001843124.2|CQUI	LOC6588158|XP_002014122.1|DPER
OG0000840	LOC6033814|XP_001844211.2|CQUI	LOC6597491|XP_002022727.1|DPER
OG0000841	LOC6043584|XP_038118851.1|CQUI	LOC6594664|XP_026851058.1|DPER
OG0000842	LOC6052627|XP_038111165.1|CQUI	LOC6590549|XP_002016229.1|DPER, LOC6594960|XP_002020328.1|DPER
OG0000843	LOC6052901|XP_001869081.2|CQUI	LOC6590498|XP_002015647.1|DPER
OG0000844	LOC6040955|XP_038108140.1|CQUI	LOC6590403|XP_026841066.1|DPER, LOC6594387|XP_002019479.1|DPER
OG0000845	LOC119769629|XP_038118744.1|CQUI, LOC6040642|XP_001850007.2|CQUI	LOC6599990|XP_026849223.1|DPER, LOC6599992|XP_026849221.1|DPER
OG0000854	LOC6041770|XP_001850988.2|CQUI	LOC6600362|XP_026848380.1|DPER
OG0000855	LOC6040439|XP_038111121.1|CQUI	LOC6596771|XP_002021922.1|DPER, LOC6588298|XP_002013412.1|DPER
OG0000856	LOC6042751|XP_038104746.1|CQUI	LOC6603334|XP_002028318.2|DPER
OG0000857	LOC6045738|XP_038104079.1|CQUI, LOC6045740|XP_001863047.2|CQUI, LOC6048852|XP_001865699.1|CQUI, LOC6052371|XP_001868657.2|CQUI	LOC6597893|XP_026846940.1|DPER
OG0000858	LOC6033717|XP_001844137.2|CQUI	LOC6587497|XP_002013881.2|DPER
OG0000860	LOC6032867|XP_038115886.1|CQUI	LOC6601812|XP_002026866.2|DPER, LOC6600603|XP_026847504.1|DPER
OG0000861	LOC6037309|XP_001847235.1|CQUI	LOC6592522|XP_002018224.2|DPER, LOC6592524|XP_002018226.1|DPER
OG0000862	LOC6043976|XP_001861556.2|CQUI	LOC6600903|XP_002025912.1|DPER, LOC6589320|XP_026845007.1|DPER
OG0000863	LOC6044024|XP_038115592.1|CQUI	LOC6587223|XP_026840514.1|DPER
OG0000864	LOC6041419|XP_038113943.1|CQUI	LOC6602568|XP_002027602.2|DPER
OG0000865	LOC6032934|XP_038112958.1|CQUI	LOC113565492|XP_026843465.1|DPER, LOC6591425|XP_002017483.1|DPER
OG0000866	LOC6041493|XP_038110702.1|CQUI	LOC6595636|XP_026844147.1|DPER, LOC113565826|XP_026844884.1|DPER, LOC6595635|XP_026844890.1|DPER
OG0000867	LOC6050061|XP_001866728.2|CQUI	LOC6588971|XP_002014334.2|DPER
OG0000868	LOC6037576|XP_001847472.2|CQUI, LOC6038283|XP_038112513.1|CQUI	LOC6598535|XP_002023731.1|DPER, LOC6589396|XP_002014645.1|DPER, LOC6589453|XP_002014867.1|DPER, LOC6594932|XP_002020029.1|DPER, LOC6600748|XP_002025786.1|DPER
OG0000869	LOC119767364|XP_038111763.1|CQUI	LOC6594511|XP_002019494.1|DPER
OG0000871	LOC6038540|XP_001848327.2|CQUI, LOC6038577|XP_038106280.1|CQUI, LOC6038538|XP_001848325.2|CQUI	LOC6592775|XP_002018017.1|DPER
OG0000872	LOC6038131|XP_001847929.1|CQUI	LOC6590019|XP_026842873.1|DPER
OG0000873	LOC6047243|XP_001864326.2|CQUI, LOC6038744|XP_038111904.1|CQUI, LOC6036763|XP_038106219.1|CQUI	LOC6602179|XP_002027219.2|DPER
OG0000874	LOC6037196|XP_038109655.1|CQUI	LOC6597353|XP_002022555.1|DPER, LOC6601602|XP_026840947.1|DPER
OG0000875	LOC6040537|XP_038110191.1|CQUI	LOC6596981|XP_026845268.1|DPER, LOC6603330|XP_002028307.1|DPER
OG0000882	LOC6051045|XP_038104452.1|CQUI	LOC6600043|XP_026849136.1|DPER
OG0000885	LOC6048168|XP_001865124.1|CQUI, LOC6048169|XP_001865125.1|CQUI, LOC6048170|XP_001865126.1|CQUI	LOC6588136|XP_026844274.1|DPER
OG0000887	LOC6052421|XP_038120936.1|CQUI, LOC6052420|XP_038121806.1|CQUI, LOC6039002|XP_001848684.2|CQUI	LOC6600746|XP_026848674.1|DPER
OG0000888	LOC6036591|XP_038115396.1|CQUI, LOC6036581|XP_038118642.1|CQUI	LOC6601090|XP_026847315.1|DPER, LOC6601087|XP_026847373.1|DPER
OG0000889	LOC6033544|XP_001843978.2|CQUI	LOC6603424|XP_002028402.1|DPER
OG0000890	LOC6043796|XP_001861395.2|CQUI	LOC6590086|XP_026842302.1|DPER, LOC6595015|XP_002020168.1|DPER, LOC6588946|XP_026844233.1|DPER
OG0000891	LOC6041067|XP_038111593.1|CQUI	LOC6595443|XP_002020864.1|DPER
OG0000892	LOC6041555|XP_001850801.2|CQUI	LOC6598870|XP_002024043.1|DPER, LOC6601807|XP_026848560.1|DPER
OG0000893	LOC6034999|XP_001845244.2|CQUI, LOC6034994|XP_038116648.1|CQUI, LOC6034998|XP_038115749.1|CQUI, LOC6034997|XP_038115753.1|CQUI, LOC6034995|XP_001845241.2|CQUI, LOC119768921|XP_038116647.1|CQUI, LOC119768764|XP_038115747.1|CQUI, LOC119768763|XP_038115744.1|CQUI, LOC119768765|XP_038115748.1|CQUI	LOC6594271|XP_026850537.1|DPER
OG0000894	LOC6043434|XP_001859054.2|CQUI	LOC6604218|XP_026850863.1|DPER, LOC113567429|XP_026851017.1|DPER, LOC6594290|XP_002019938.1|DPER
OG0000895	LOC6050900|XP_001867421.2|CQUI	LOC6590707|XP_002015991.1|DPER, LOC6590708|XP_002015992.1|DPER
OG0000896	LOC6048670|XP_038107984.1|CQUI	LOC6589949|XP_002015977.1|DPER, LOC6600031|XP_002025078.1|DPER
OG0000907	LOC6052354|XP_001868642.2|CQUI	LOC6590497|XP_002015646.2|DPER
OG0000909	LOC6039203|XP_038105481.1|CQUI	LOC6587755|XP_002013677.1|DPER
OG0000910	LOC6034092|XP_038116190.1|CQUI	LOC6600067|XP_026845117.1|DPER
OG0000911	LOC6033485|XP_001843927.2|CQUI	LOC6592441|XP_002017786.1|DPER
OG0000912	LOC6033531|XP_001843968.1|CQUI, LOC6033530|XP_001843967.1|CQUI	LOC6596066|XP_002021223.1|DPER
OG0000914	LOC6032957|XP_001843473.2|CQUI, LOC6032960|XP_001843476.1|CQUI, LOC6032959|XP_001843475.1|CQUI, LOC6042107|XP_001851258.1|CQUI	LOC6590248|XP_002016540.2|DPER
OG0000915	LOC6049126|XP_038107760.1|CQUI	LOC6590742|XP_002016005.1|DPER
OG0000916	LOC6044540|XP_038107414.1|CQUI, LOC6044537|XP_038109271.1|CQUI	LOC6589575|XP_026843929.1|DPER
OG0000917	LOC6036130|XP_038112959.1|CQUI	LOC113567376|XP_026850823.1|DPER, LOC6596519|XP_026842953.1|DPER
OG0000918	LOC6053853|XP_038107451.1|CQUI	LOC6597991|XP_026843116.1|DPER
OG0000920	LOC6037854|XP_038106185.1|CQUI, LOC119766065|XP_038106368.1|CQUI, LOC6037857|XP_001847730.2|CQUI, LOC6037858|XP_038106186.1|CQUI, LOC119765965|XP_038106190.1|CQUI, LOC119765963|XP_038106188.1|CQUI, LOC119765964|XP_038106189.1|CQUI, LOC6039737|XP_001849288.1|CQUI	LOC6598219|XP_002023344.1|DPER
OG0000921	LOC119770129|XP_038120407.1|CQUI, LOC6032513|XP_038120403.1|CQUI	LOC6603207|XP_026845946.1|DPER, LOC113566098|XP_026845947.1|DPER
OG0000922	LOC6035826|XP_001845946.2|CQUI	LOC6601884|XP_002026933.1|DPER
OG0000923	LOC6039960|XP_001849453.1|CQUI	LOC6588607|XP_002013143.1|DPER
OG0000924	LOC6052729|XP_038108922.1|CQUI	LOC6603232|XP_026845217.1|DPER
OG0000925	LOC6037245|XP_038114185.1|CQUI, LOC6037244|XP_001847173.1|CQUI	LOC6595306|XP_002020433.1|DPER
OG0000935	LOC6041293|XP_038115420.1|CQUI	LOC6587608|XP_026850512.1|DPER
OG0000936	LOC6044999|XP_001862423.1|CQUI	LOC6592150|XP_026848428.1|DPER, LOC6599140|XP_002024374.1|DPER
OG0000937	LOC6047549|XP_038122304.1|CQUI, LOC6038645|XP_038109622.1|CQUI	LOC6587331|XP_026850563.1|DPER
OG0000938	LOC6041884|XP_001851080.1|CQUI	LOC113566537|XP_026848371.1|DPER
OG0000939	LOC6044428|XP_001861946.1|CQUI	LOC113565908|XP_026845080.1|DPER, LOC6589789|XP_002014636.1|DPER
OG0000941	LOC6049171|XP_001865978.1|CQUI	LOC113566184|XP_026846421.1|DPER
OG0000942	LOC6050303|XP_001866931.2|CQUI	LOC113566490|XP_026848093.1|DPER
OG0000943	LOC6036204|XP_038120020.1|CQUI	LOC6590176|XP_026842496.1|DPER, LOC6589929|XP_002015880.1|DPER
OG0000944	LOC6038238|XP_038118238.1|CQUI	LOC6599123|XP_026848288.1|DPER
OG0000945	LOC6040018|XP_001849494.2|CQUI	LOC6601058|XP_026849742.1|DPER
OG0000946	LOC6044471|XP_038106712.1|CQUI, LOC6041548|XP_038107584.1|CQUI	LOC6589560|XP_002015269.1|DPER
OG0000947	LOC6034360|XP_001844678.1|CQUI, LOC6034379|XP_038109332.1|CQUI, LOC6034378|XP_038109331.1|CQUI, LOC6034359|XP_001844677.2|CQUI	LOC6591001|XP_002016565.1|DPER
OG0000948	LOC6048908|XP_001865747.2|CQUI	LOC6601703|XP_026849928.1|DPER, LOC113566910|XP_026849921.1|DPER, LOC113566912|XP_026849923.1|DPER, LOC113566916|XP_026849929.1|DPER, LOC113566909|XP_026849920.1|DPER, LOC113566915|XP_026849927.1|DPER, LOC113566911|XP_026849922.1|DPER, LOC113566913|XP_026849925.1|DPER
OG0000949	LOC6033022|XP_038115508.1|CQUI, LOC6033023|XP_038115510.1|CQUI	LOC6600062|XP_026845102.1|DPER
OG0000950	LOC6046062|XP_001863317.2|CQUI	LOC6602904|XP_026849671.1|DPER, LOC6594120|XP_002019542.2|DPER
OG0000951	LOC119769688|XP_038118996.1|CQUI, LOC6039379|XP_038121296.1|CQUI	LOC6598701|XP_002023880.1|DPER, LOC6603038|XP_002028060.1|DPER
OG0000952	LOC119770231|XP_038120613.1|CQUI	LOC6595403|XP_002020876.2|DPER
OG0000963	LOC119765405|XP_038105122.1|CQUI, LOC6052738|XP_001868962.2|CQUI, LOC6052742|XP_001868961.1|CQUI, LOC6052739|XP_001868963.1|CQUI	LOC6601775|XP_002026810.1|DPER
OG0000964	LOC6047021|XP_038104314.1|CQUI, LOC6032708|XP_001843260.2|CQUI	LOC6590064|XP_026841347.1|DPER, LOC113566696|XP_026849250.1|DPER
OG0000965	LOC6039055|XP_001848733.2|CQUI	LOC6600658|XP_026848620.1|DPER
OG0000966	LOC6034419|XP_038105028.1|CQUI	LOC6595173|XP_002020428.1|DPER
OG0000969	LOC6043792|XP_001861393.1|CQUI	LOC6600916|XP_002025925.1|DPER
OG0000970	LOC6033272|XP_001843743.2|CQUI	LOC6597419|XP_002022427.2|DPER, LOC6597420|XP_002022428.2|DPER, LOC6594924|XP_026850452.1|DPER
OG0000971	LOC6036039|XP_001846141.1|CQUI, LOC6040867|XP_001850197.1|CQUI	LOC6589751|XP_026844021.1|DPER
OG0000972	LOC6031858|XP_038113015.1|CQUI	LOC6601465|XP_026847757.1|DPER
OG0000973	LOC119766829|XP_038108809.1|CQUI, LOC6034199|XP_038108806.1|CQUI, LOC6047448|XP_038120387.1|CQUI	LOC6598417|XP_002023661.1|DPER, LOC6598475|XP_002023666.1|DPER, LOC6598483|XP_002023674.1|DPER
OG0000974	LOC6049993|XP_038116186.1|CQUI, LOC6049992|XP_038116176.1|CQUI, LOC6049994|XP_038116185.1|CQUI, LOC6049990|XP_001866665.1|CQUI	LOC6603288|XP_002028269.1|DPER
OG0000975	LOC6046902|XP_001864030.2|CQUI	LOC6588475|XP_002012986.1|DPER, LOC6594595|XP_002019385.1|DPER
OG0000977	LOC6053094|XP_038112904.1|CQUI	LOC6594498|XP_026850315.1|DPER, LOC6594499|XP_026850299.1|DPER
OG0000978	LOC6051170|XP_038108380.1|CQUI	LOC6594613|XP_002019836.1|DPER
OG0000988	LOC6042735|XP_001870746.2|CQUI	LOC6589693|XP_002015206.1|DPER
OG0000990	LOC119767687|XP_038112787.1|CQUI	LOC113566097|XP_026845939.1|DPER, LOC113566096|XP_026845938.1|DPER, LOC6602908|XP_026849661.1|DPER
OG0000991	LOC6040891|XP_038105368.1|CQUI, LOC6042501|XP_038104580.1|CQUI	LOC6598182|XP_026846152.1|DPER
OG0000992	LOC6042422|XP_001851542.2|CQUI	LOC6587813|XP_002014097.1|DPER
OG0000994	LOC6045593|XP_001862934.2|CQUI	LOC6599276|XP_002024271.2|DPER
OG0000995	LOC6041608|XP_001850846.1|CQUI	LOC6593313|XP_002018652.1|DPER
OG0000996	LOC6030996|XP_001841849.2|CQUI, LOC119769660|XP_038118872.1|CQUI	LOC6600948|XP_002026019.1|DPER
OG0000997	LOC6052525|XP_038120680.1|CQUI	LOC6591105|XP_026841646.1|DPER, LOC6590895|XP_026840602.1|DPER
OG0000998	LOC6047261|XP_001864343.2|CQUI, LOC6047263|XP_038117138.1|CQUI, LOC6047258|XP_038118868.1|CQUI	LOC113566327|XP_026847309.1|DPER
OG0000999	LOC6036403|XP_001846456.1|CQUI	LOC6597395|XP_002022489.1|DPER
OG0001000	LOC6032922|XP_038108749.1|CQUI	LOC6603247|XP_026841996.1|DPER
OG0001002	LOC6031176|XP_001842019.1|CQUI, LOC6031178|XP_038111945.1|CQUI, LOC6031180|XP_038106920.1|CQUI	LOC113565648|XP_026844089.1|DPER
OG0001003	LOC6040169|XP_001849620.1|CQUI	LOC6594369|XP_002019337.2|DPER
OG0001004	LOC6038961|XP_001848650.1|CQUI	LOC6594320|XP_002019363.1|DPER
OG0001005	LOC6047963|XP_038122308.1|CQUI	LOC6600156|XP_002025239.2|DPER
OG0001006	LOC6032307|XP_001842939.1|CQUI	LOC6600640|XP_002025651.2|DPER
OG0001007	LOC6032328|XP_001842958.1|CQUI	LOC6590156|XP_002016578.1|DPER
OG0001008	LOC6054260|XP_001870205.2|CQUI	LOC6603108|XP_002028093.1|DPER
OG0001009	LOC6038900|XP_001848599.2|CQUI	LOC6591673|XP_002016888.1|DPER, LOC6594917|XP_002020125.1|DPER
OG0001019	LOC6052564|XP_001868810.2|CQUI	LOC6587304|XP_002013005.1|DPER
OG0001020	LOC6047041|XP_001864149.2|CQUI, LOC6047042|XP_038104222.1|CQUI, LOC6047044|XP_001864152.2|CQUI, LOC6047043|XP_001864151.2|CQUI	LOC6599375|XP_002024549.1|DPER
OG0001021	LOC6050121|XP_038116561.1|CQUI, LOC6050119|XP_038116583.1|CQUI, LOC119768888|XP_038116570.1|CQUI	LOC113565421|XP_026843158.1|DPER
OG0001022	LOC6034409|XP_001844727.1|CQUI	LOC6602844|XP_002027870.1|DPER
OG0001023	LOC119769003|XP_038116803.1|CQUI	LOC6595235|XP_002020257.1|DPER
OG0001024	LOC6034941|XP_001845202.2|CQUI, LOC6048000|XP_001864975.2|CQUI	LOC6588193|XP_002012994.1|DPER
OG0001025	LOC6044075|XP_038116060.1|CQUI	LOC6596133|XP_002021097.1|DPER
OG0001026	LOC6037044|XP_001847005.2|CQUI, LOC6037036|XP_001846998.2|CQUI	LOC6590551|XP_002016231.1|DPER
OG0001027	LOC6036423|XP_001846475.1|CQUI, LOC6036424|XP_038121459.1|CQUI	LOC6595821|XP_026845283.1|DPER
OG0001028	LOC6053346|XP_001869449.2|CQUI, LOC119769210|XP_038117057.1|CQUI, LOC6031308|XP_001842125.1|CQUI	LOC6596609|XP_002021605.1|DPER
OG0001029	LOC6032857|XP_038119110.1|CQUI, LOC6050363|XP_038106167.1|CQUI, LOC119770391|XP_038121084.1|CQUI, LOC119769344|XP_038117302.1|CQUI, LOC119767080|XP_038110521.1|CQUI	LOC6592205|XP_002017840.1|DPER
OG0001031	LOC6038935|XP_038109238.1|CQUI	LOC6593548|XP_026843852.1|DPER, LOC6593647|XP_026844596.1|DPER
OG0001032	LOC6035231|XP_001845460.2|CQUI	LOC6597923|XP_026843427.1|DPER
OG0001033	LOC6036914|XP_038107537.1|CQUI	LOC6589258|XP_026844114.1|DPER, LOC6599988|XP_026849155.1|DPER
OG0001042	LOC6051046|XP_038122684.1|CQUI, LOC6053042|XP_038105133.1|CQUI, LOC6053041|XP_038122772.1|CQUI	LOC6595062|XP_002020416.1|DPER
OG0001043	LOC6034458|XP_001844771.2|CQUI, LOC6034459|XP_001844772.1|CQUI	LOC6597811|XP_002022943.1|DPER
OG0001044	LOC6033008|XP_001843518.2|CQUI, LOC6030844|XP_038115176.1|CQUI, LOC119767848|XP_038113446.1|CQUI, LOC6052536|XP_001868789.2|CQUI	LOC6590851|XP_002016364.1|DPER
OG0001045	LOC6049796|XP_001866502.2|CQUI, LOC6046964|XP_001864077.2|CQUI, LOC6049795|XP_001866501.2|CQUI, LOC6040700|XP_001850055.1|CQUI	LOC6590815|XP_026841175.1|DPER
OG0001046	LOC6037425|XP_001847339.1|CQUI	LOC6592667|XP_002018391.1|DPER
OG0001047	LOC6052938|XP_001869113.1|CQUI	LOC6592751|XP_002017868.1|DPER
OG0001048	LOC6030972|XP_001841824.2|CQUI, LOC6037859|XP_038106191.1|CQUI, LOC6036643|XP_038113731.1|CQUI	LOC6592711|XP_002018078.1|DPER
OG0001049	LOC6043980|XP_038117725.1|CQUI	LOC6595456|XP_002020889.1|DPER, LOC6599675|XP_002024807.2|DPER
OG0001050	LOC6033574|XP_038117779.1|CQUI	LOC6587782|XP_002012768.2|DPER, LOC6599758|XP_002024878.1|DPER, LOC6588958|XP_002014341.1|DPER
OG0001051	LOC6044460|XP_038112405.1|CQUI	LOC6589449|XP_002014476.1|DPER
OG0001052	LOC6034904|XP_038107542.1|CQUI	LOC6589073|XP_002014522.1|DPER
OG0001053	LOC6040511|XP_038120753.1|CQUI	LOC113566194|XP_026846524.1|DPER, LOC6597402|XP_002022494.2|DPER
OG0001054	LOC6046359|XP_001863576.2|CQUI	LOC6587843|XP_002012745.1|DPER, LOC6587777|XP_002012746.1|DPER
OG0001055	LOC6046753|XP_038118273.1|CQUI	LOC6594157|XP_026840245.1|DPER
OG0001056	LOC6034033|XP_038120245.1|CQUI	LOC6603665|XP_026845775.1|DPER
OG0001057	LOC6039782|XP_001849304.1|CQUI	LOC6593374|XP_002019040.1|DPER, LOC6593373|XP_002019039.1|DPER
OG0001058	LOC6031449|XP_038109731.1|CQUI	LOC6596934|XP_026845640.1|DPER
OG0001073	LOC6040802|XP_038122600.1|CQUI	LOC6598750|XP_002023784.2|DPER
OG0001074	LOC6040958|XP_001850279.1|CQUI	LOC6590379|XP_002015481.1|DPER
OG0001077	LOC6037330|XP_001847254.1|CQUI	LOC6592151|XP_002016807.1|DPER
OG0001078	LOC6032040|XP_001842707.2|CQUI, LOC6048058|XP_001865029.2|CQUI	LOC6601724|XP_026847007.1|DPER
OG0001079	LOC6051664|XP_001868064.2|CQUI	LOC6601903|XP_002026952.2|DPER, LOC6604053|XP_026850184.1|DPER, LOC113566780|XP_026849676.1|DPER, LOC6604111|XP_026849643.1|DPER, LOC6603727|XP_026849521.1|DPER, LOC113566740|XP_026849520.1|DPER, LOC113566774|XP_026849642.1|DPER, LOC113566775|XP_026849644.1|DPER, LOC113566781|XP_026849677.1|DPER, LOC113566836|XP_026849807.1|DPER, LOC113567166|XP_026850140.1|DPER, LOC113566954|XP_026849997.1|DPER
OG0001080	LOC6041053|XP_001850364.2|CQUI	LOC6601038|XP_026849752.1|DPER
OG0001081	LOC6041039|XP_001850350.2|CQUI, LOC6042831|XP_001870828.1|CQUI	LOC113565172|XP_026842217.1|DPER
OG0001082	LOC6043330|XP_038119590.1|CQUI	LOC6598435|XP_026846128.1|DPER, LOC6598437|XP_026846126.1|DPER, LOC6593268|XP_002017919.1|DPER
OG0001083	LOC6031062|XP_038119861.1|CQUI	LOC113567101|XP_026850079.1|DPER, LOC6601217|XP_002026313.1|DPER
OG0001084	LOC6042294|XP_038114789.1|CQUI, LOC6047368|XP_038115486.1|CQUI	LOC6590304|XP_026840668.1|DPER
OG0001085	LOC6042005|XP_038115817.1|CQUI	LOC6602130|XP_002027102.1|DPER
OG0001086	LOC6036258|XP_001846326.2|CQUI	LOC6590020|XP_002016574.1|DPER
OG0001088	LOC6040518|XP_001849904.2|CQUI, LOC6033568|XP_038117163.1|CQUI, LOC6049750|XP_038119401.1|CQUI	LOC6600581|XP_026847597.1|DPER
OG0001089	LOC6037275|XP_038117998.1|CQUI	LOC6599787|XP_026847285.1|DPER
OG0001090	LOC6034576|XP_038120156.1|CQUI, LOC6034579|XP_038120153.1|CQUI, LOC6034580|XP_038120154.1|CQUI	LOC6595874|XP_026845576.1|DPER
OG0001092	LOC6036149|XP_038109368.1|CQUI	LOC6593748|XP_002018852.1|DPER
OG0001093	LOC6036146|XP_001846236.2|CQUI	LOC6598113|XP_002023269.1|DPER
OG0001094	LOC6031336|XP_038112557.1|CQUI	LOC6598086|XP_026843510.1|DPER
OG0001095	LOC6049911|XP_001866601.1|CQUI, LOC6049910|XP_038111983.1|CQUI, LOC6049913|XP_001866603.1|CQUI	LOC6602657|XP_002027676.2|DPER
OG0001096	LOC6031955|XP_038113300.1|CQUI, LOC6031954|XP_038108739.1|CQUI	LOC6595704|XP_026844660.1|DPER
OG0001097	LOC6031863|XP_038109276.1|CQUI	LOC113565686|XP_026844277.1|DPER
OG0001099	LOC6040335|XP_001849740.2|CQUI	LOC6602991|XP_002028018.1|DPER
OG0001100	LOC6052097|XP_038112579.1|CQUI	LOC6594666|XP_026841605.1|DPER
OG0001101	LOC6037726|XP_038113843.1|CQUI	LOC6589976|XP_026840594.1|DPER
OG0001102	LOC6040098|XP_038110990.1|CQUI, LOC6040089|XP_038110333.1|CQUI	LOC6601953|XP_026849623.1|DPER
OG0001103	LOC6040179|XP_001849630.2|CQUI, LOC6040178|XP_038112931.1|CQUI, LOC6040177|XP_001849628.2|CQUI	LOC6598605|XP_002023850.1|DPER
OG0001104	LOC6051930|XP_001868284.2|CQUI	LOC6591285|XP_026841023.1|DPER
OG0001105	LOC6036714|XP_001846718.1|CQUI	LOC6602893|XP_002027916.1|DPER
OG0001106	LOC6047766|XP_038112893.1|CQUI, LOC6047173|XP_038113034.1|CQUI	LOC6602541|XP_026846779.1|DPER
OG0001118	LOC6053773|XP_001869802.1|CQUI	LOC113566759|XP_026849595.1|DPER, LOC113566178|XP_026846367.1|DPER, LOC113566757|XP_026849593.1|DPER, LOC113566758|XP_026849594.1|DPER, LOC113566174|XP_026846363.1|DPER, LOC113566761|XP_026849597.1|DPER, LOC113566762|XP_026849598.1|DPER, LOC113566176|XP_026846365.1|DPER, LOC113566177|XP_026846366.1|DPER, LOC113566760|XP_026849596.1|DPER, LOC113566175|XP_026846364.1|DPER
OG0001119	LOC6040361|XP_038114062.1|CQUI, LOC6048162|XP_038104643.1|CQUI	LOC6594399|XP_002019345.1|DPER
OG0001120	LOC6033952|XP_038104598.1|CQUI, LOC6033958|XP_038105273.1|CQUI	LOC6598804|XP_026851183.1|DPER
OG0001122	LOC6047533|XP_038119301.1|CQUI	LOC6604104|XP_026850106.1|DPER, LOC6603658|XP_026849785.1|DPER, LOC113566828|XP_026849787.1|DPER, LOC113567157|XP_026850131.1|DPER, LOC6604114|XP_026849782.1|DPER, LOC113566827|XP_026849783.1|DPER, LOC6603657|XP_026849786.1|DPER, LOC6604125|XP_026850093.1|DPER, LOC6604087|XP_026849784.1|DPER, LOC113567119|XP_026850092.1|DPER, LOC113567161|XP_026850138.1|DPER, LOC6604210|XP_026848005.1|DPER
OG0001124	LOC6044079|XP_038120683.1|CQUI	LOC6588595|XP_026850803.1|DPER
OG0001125	LOC6039443|XP_001849053.2|CQUI	LOC6587936|XP_002013333.1|DPER
OG0001127	LOC6052725|XP_001868949.2|CQUI, LOC6034690|XP_001844974.2|CQUI	LOC6596010|XP_002020999.1|DPER
