Orthogroup	CQUI.longest_only	DSAN.longest_only
OG0000890	LOC6043796|XP_001861395.2|CQUI	LOC120445596|XP_039482028.1|DSAN
OG0000891	LOC6041067|XP_038111593.1|CQUI	LOC120453799|XP_039494648.1|DSAN, LOC120453967|XP_039494856.1|DSAN
OG0000892	LOC6041555|XP_001850801.2|CQUI	LOC120449958|XP_039488593.1|DSAN, LOC120447954|XP_039485575.1|DSAN
OG0000893	LOC6034999|XP_001845244.2|CQUI, LOC6034994|XP_038116648.1|CQUI, LOC6034998|XP_038115749.1|CQUI, LOC6034997|XP_038115753.1|CQUI, LOC6034995|XP_001845241.2|CQUI, LOC119768921|XP_038116647.1|CQUI, LOC119768764|XP_038115747.1|CQUI, LOC119768763|XP_038115744.1|CQUI, LOC119768765|XP_038115748.1|CQUI	LOC120452311|XP_039492395.1|DSAN
OG0000894	LOC6043434|XP_001859054.2|CQUI	LOC120454624|XP_039496026.1|DSAN
OG0000895	LOC6050900|XP_001867421.2|CQUI	LOC120445658|XP_039482137.1|DSAN
OG0000896	LOC6048670|XP_038107984.1|CQUI	LOC120455968|XP_039498448.1|DSAN, LOC120444331|XP_039479820.1|DSAN
OG0000907	LOC6052354|XP_001868642.2|CQUI	LOC120444657|XP_039480431.1|DSAN
OG0000909	LOC6039203|XP_038105481.1|CQUI	LOC120455926|XP_039498387.1|DSAN, LOC120452531|XP_039492729.1|DSAN
OG0000910	LOC6034092|XP_038116190.1|CQUI	LOC120451624|XP_039491411.1|DSAN, LOC120455598|XP_039497906.1|DSAN
OG0000911	LOC6033485|XP_001843927.2|CQUI	LOC120445177|XP_039481324.1|DSAN
OG0000912	LOC6033531|XP_001843968.1|CQUI, LOC6033530|XP_001843967.1|CQUI	LOC120449325|XP_039487657.1|DSAN, LOC120449830|XP_039488413.1|DSAN
OG0000914	LOC6032957|XP_001843473.2|CQUI, LOC6032960|XP_001843476.1|CQUI, LOC6032959|XP_001843475.1|CQUI, LOC6042107|XP_001851258.1|CQUI	LOC120445632|XP_039482093.1|DSAN
OG0000915	LOC6049126|XP_038107760.1|CQUI	LOC120445399|XP_039481743.1|DSAN, LOC120455056|XP_039496843.1|DSAN
OG0000916	LOC6044540|XP_038107414.1|CQUI, LOC6044537|XP_038109271.1|CQUI	LOC120448894|XP_039487049.1|DSAN
OG0000917	LOC6036130|XP_038112959.1|CQUI	LOC120457517|XP_039500999.1|DSAN, LOC120457589|XP_039501032.1|DSAN, LOC120443759|XP_039478980.1|DSAN
OG0000918	LOC6053853|XP_038107451.1|CQUI	LOC120458079|XP_039501527.1|DSAN, LOC120458795|XP_039502522.1|DSAN
OG0000920	LOC6037854|XP_038106185.1|CQUI, LOC119766065|XP_038106368.1|CQUI, LOC6037857|XP_001847730.2|CQUI, LOC6037858|XP_038106186.1|CQUI, LOC119765965|XP_038106190.1|CQUI, LOC119765963|XP_038106188.1|CQUI, LOC119765964|XP_038106189.1|CQUI, LOC6039737|XP_001849288.1|CQUI	LOC120455269|XP_039497204.1|DSAN
OG0000921	LOC119770129|XP_038120407.1|CQUI, LOC6032513|XP_038120403.1|CQUI	LOC120455312|XP_039497296.1|DSAN, LOC120455529|XP_039497753.1|DSAN
OG0000922	LOC6035826|XP_001845946.2|CQUI	LOC120449549|XP_039488010.1|DSAN
OG0000923	LOC6039960|XP_001849453.1|CQUI	LOC120449799|XP_039488378.1|DSAN, LOC120452812|XP_039493149.1|DSAN
OG0000924	LOC6052729|XP_038108922.1|CQUI	LOC120457146|XP_039500351.1|DSAN
OG0000925	LOC6037245|XP_038114185.1|CQUI, LOC6037244|XP_001847173.1|CQUI	LOC120452943|XP_039493359.1|DSAN, LOC120452942|XP_039493357.1|DSAN
OG0000935	LOC6041293|XP_038115420.1|CQUI	LOC120454172|XP_039495186.1|DSAN
OG0000936	LOC6044999|XP_001862423.1|CQUI	LOC120456108|XP_039498655.1|DSAN
OG0000937	LOC6047549|XP_038122304.1|CQUI, LOC6038645|XP_038109622.1|CQUI	LOC120453196|XP_039493703.1|DSAN
OG0000938	LOC6041884|XP_001851080.1|CQUI	LOC120446366|XP_039483232.1|DSAN, LOC120457616|XP_039501060.1|DSAN, LOC120456793|XP_039499746.1|DSAN
OG0000939	LOC6044428|XP_001861946.1|CQUI	LOC120444100|XP_039479561.1|DSAN, LOC120443996|XP_039479408.1|DSAN
OG0000941	LOC6049171|XP_001865978.1|CQUI	LOC120454414|XP_039495618.1|DSAN, LOC120456665|XP_039499539.1|DSAN
OG0000942	LOC6050303|XP_001866931.2|CQUI	LOC120448252|XP_039486098.1|DSAN
OG0000943	LOC6036204|XP_038120020.1|CQUI	LOC120446599|XP_039483563.1|DSAN
OG0000944	LOC6038238|XP_038118238.1|CQUI	LOC120455886|XP_039498313.1|DSAN, LOC120451710|XP_039491549.1|DSAN
OG0000945	LOC6040018|XP_001849494.2|CQUI	LOC120449724|XP_039488286.1|DSAN, LOC120449723|XP_039488285.1|DSAN
OG0000946	LOC6044471|XP_038106712.1|CQUI, LOC6041548|XP_038107584.1|CQUI	LOC120446102|XP_039482832.1|DSAN
OG0000947	LOC6034360|XP_001844678.1|CQUI, LOC6034379|XP_038109332.1|CQUI, LOC6034378|XP_038109331.1|CQUI, LOC6034359|XP_001844677.2|CQUI	LOC120446316|XP_039483166.1|DSAN
OG0000948	LOC6048908|XP_001865747.2|CQUI	LOC120447544|XP_039484924.1|DSAN
OG0000949	LOC6033022|XP_038115508.1|CQUI, LOC6033023|XP_038115510.1|CQUI	LOC120457290|XP_039500675.1|DSAN
OG0000950	LOC6046062|XP_001863317.2|CQUI	LOC120453981|XP_039494869.1|DSAN
OG0000951	LOC119769688|XP_038118996.1|CQUI, LOC6039379|XP_038121296.1|CQUI	LOC120454644|XP_039496079.1|DSAN
OG0000952	LOC119770231|XP_038120613.1|CQUI	LOC120443821|XP_039479096.1|DSAN
OG0000963	LOC119765405|XP_038105122.1|CQUI, LOC6052738|XP_001868962.2|CQUI, LOC6052742|XP_001868961.1|CQUI, LOC6052739|XP_001868963.1|CQUI	LOC120455594|XP_039497901.1|DSAN
OG0000964	LOC6047021|XP_038104314.1|CQUI, LOC6032708|XP_001843260.2|CQUI	LOC120446394|XP_039483265.1|DSAN
OG0000965	LOC6039055|XP_001848733.2|CQUI	LOC120456306|XP_039498988.1|DSAN
OG0000966	LOC6034419|XP_038105028.1|CQUI	LOC120446275|XP_039483092.1|DSAN, LOC120451682|XP_039491498.1|DSAN
OG0000969	LOC6043792|XP_001861393.1|CQUI	LOC120445060|XP_039481119.1|DSAN, LOC120451969|XP_039491929.1|DSAN
OG0000970	LOC6033272|XP_001843743.2|CQUI	LOC120452588|XP_039492810.1|DSAN
OG0000971	LOC6036039|XP_001846141.1|CQUI, LOC6040867|XP_001850197.1|CQUI	LOC120446029|XP_039482723.1|DSAN
OG0000972	LOC6031858|XP_038113015.1|CQUI	LOC120449099|XP_039487341.1|DSAN, LOC120456843|XP_039499832.1|DSAN
OG0000973	LOC119766829|XP_038108809.1|CQUI, LOC6034199|XP_038108806.1|CQUI, LOC6047448|XP_038120387.1|CQUI	LOC120456547|XP_039499360.1|DSAN
OG0000974	LOC6049993|XP_038116186.1|CQUI, LOC6049992|XP_038116176.1|CQUI, LOC6049994|XP_038116185.1|CQUI, LOC6049990|XP_001866665.1|CQUI	LOC120448578|XP_039486582.1|DSAN
OG0000975	LOC6046902|XP_001864030.2|CQUI	LOC120454476|XP_039495743.1|DSAN, LOC120454475|XP_039495742.1|DSAN
OG0000977	LOC6053094|XP_038112904.1|CQUI	LOC120451473|XP_039491099.1|DSAN
OG0000978	LOC6051170|XP_038108380.1|CQUI	LOC120450937|XP_039490138.1|DSAN
OG0000988	LOC6042735|XP_001870746.2|CQUI	LOC120452839|XP_039493240.1|DSAN
OG0000990	LOC119767687|XP_038112787.1|CQUI	LOC120451095|XP_039490434.1|DSAN, LOC120455100|XP_039496910.1|DSAN
OG0000991	LOC6040891|XP_038105368.1|CQUI, LOC6042501|XP_038104580.1|CQUI	LOC120457286|XP_039500666.1|DSAN
OG0000992	LOC6042422|XP_001851542.2|CQUI	LOC120454236|XP_039495274.1|DSAN
OG0000994	LOC6045593|XP_001862934.2|CQUI	LOC120456742|XP_039499666.1|DSAN
OG0000995	LOC6041608|XP_001850846.1|CQUI	LOC120452296|XP_039492365.1|DSAN, LOC120455545|XP_039497816.1|DSAN
OG0000996	LOC6030996|XP_001841849.2|CQUI, LOC119769660|XP_038118872.1|CQUI	LOC120446908|XP_039484069.1|DSAN
OG0000997	LOC6052525|XP_038120680.1|CQUI	LOC120446528|XP_039483474.1|DSAN
OG0000998	LOC6047261|XP_001864343.2|CQUI, LOC6047263|XP_038117138.1|CQUI, LOC6047258|XP_038118868.1|CQUI	LOC120447516|XP_039484869.1|DSAN
OG0000999	LOC6036403|XP_001846456.1|CQUI	LOC120445343|XP_039481614.1|DSAN, LOC120455345|XP_039497368.1|DSAN
OG0001000	LOC6032922|XP_038108749.1|CQUI	LOC120454284|XP_039495404.1|DSAN
OG0001002	LOC6031176|XP_001842019.1|CQUI, LOC6031178|XP_038111945.1|CQUI, LOC6031180|XP_038106920.1|CQUI	LOC120446278|XP_039483095.1|DSAN
OG0001003	LOC6040169|XP_001849620.1|CQUI	LOC120451690|XP_039491517.1|DSAN, LOC120444117|XP_039479584.1|DSAN
OG0001004	LOC6038961|XP_001848650.1|CQUI	LOC120452436|XP_039492597.1|DSAN, LOC120450853|XP_039490000.1|DSAN
OG0001005	LOC6047963|XP_038122308.1|CQUI	LOC120444820|XP_039480710.1|DSAN, LOC120455392|XP_039497460.1|DSAN
OG0001006	LOC6032307|XP_001842939.1|CQUI	LOC120451890|XP_039491830.1|DSAN, LOC120448928|XP_039487098.1|DSAN
OG0001007	LOC6032328|XP_001842958.1|CQUI	LOC120444674|XP_039480464.1|DSAN
OG0001008	LOC6054260|XP_001870205.2|CQUI	LOC120452298|XP_039492368.1|DSAN, LOC120457233|XP_039500548.1|DSAN
OG0001009	LOC6038900|XP_001848599.2|CQUI	LOC120453776|XP_039494551.1|DSAN, LOC120452783|XP_039493109.1|DSAN
OG0001019	LOC6052564|XP_001868810.2|CQUI	LOC120453195|XP_039493697.1|DSAN
OG0001020	LOC6047041|XP_001864149.2|CQUI, LOC6047042|XP_038104222.1|CQUI, LOC6047044|XP_001864152.2|CQUI, LOC6047043|XP_001864151.2|CQUI	LOC120456345|XP_039499062.1|DSAN, LOC120456344|XP_039499060.1|DSAN
OG0001021	LOC6050121|XP_038116561.1|CQUI, LOC6050119|XP_038116583.1|CQUI, LOC119768888|XP_038116570.1|CQUI	LOC120452294|XP_039492367.1|DSAN
OG0001022	LOC6034409|XP_001844727.1|CQUI	LOC120453436|XP_039494078.1|DSAN, LOC120455555|XP_039497835.1|DSAN
OG0001024	LOC6034941|XP_001845202.2|CQUI, LOC6048000|XP_001864975.2|CQUI	LOC120452486|XP_039492668.1|DSAN
OG0001025	LOC6044075|XP_038116060.1|CQUI	LOC120449332|XP_039487665.1|DSAN
OG0001026	LOC6037044|XP_001847005.2|CQUI, LOC6037036|XP_001846998.2|CQUI	LOC120444133|XP_039479632.1|DSAN
OG0001027	LOC6036423|XP_001846475.1|CQUI, LOC6036424|XP_038121459.1|CQUI	LOC120450533|XP_039489556.1|DSAN
OG0001028	LOC6053346|XP_001869449.2|CQUI, LOC119769210|XP_038117057.1|CQUI, LOC6031308|XP_001842125.1|CQUI	LOC120458808|XP_039502538.1|DSAN
OG0001029	LOC6032857|XP_038119110.1|CQUI, LOC6050363|XP_038106167.1|CQUI, LOC119770391|XP_038121084.1|CQUI, LOC119769344|XP_038117302.1|CQUI, LOC119767080|XP_038110521.1|CQUI	LOC120447222|XP_039484675.1|DSAN
OG0001031	LOC6038935|XP_038109238.1|CQUI	LOC120446002|XP_039482669.1|DSAN
OG0001032	LOC6035231|XP_001845460.2|CQUI	LOC120458909|XP_039502692.1|DSAN
OG0001033	LOC6036914|XP_038107537.1|CQUI	LOC120449125|XP_039487372.1|DSAN
OG0001042	LOC6051046|XP_038122684.1|CQUI, LOC6053042|XP_038105133.1|CQUI, LOC6053041|XP_038122772.1|CQUI	LOC120453353|XP_039493959.1|DSAN
OG0001043	LOC6034458|XP_001844771.2|CQUI, LOC6034459|XP_001844772.1|CQUI	LOC120455994|XP_039498486.1|DSAN
OG0001044	LOC6033008|XP_001843518.2|CQUI, LOC6030844|XP_038115176.1|CQUI, LOC119767848|XP_038113446.1|CQUI, LOC6052536|XP_001868789.2|CQUI	LOC120458750|XP_039502456.1|DSAN
OG0001045	LOC6049796|XP_001866502.2|CQUI, LOC6046964|XP_001864077.2|CQUI, LOC6049795|XP_001866501.2|CQUI, LOC6040700|XP_001850055.1|CQUI	LOC120446449|XP_039483373.1|DSAN
OG0001046	LOC6037425|XP_001847339.1|CQUI	LOC120444454|XP_039480052.1|DSAN, LOC120444453|XP_039480051.1|DSAN
OG0001047	LOC6052938|XP_001869113.1|CQUI	LOC120444776|XP_039480645.1|DSAN
OG0001048	LOC6030972|XP_001841824.2|CQUI, LOC6037859|XP_038106191.1|CQUI, LOC6036643|XP_038113731.1|CQUI	LOC120444290|XP_039479742.1|DSAN
OG0001049	LOC6043980|XP_038117725.1|CQUI	LOC120448287|XP_039486155.1|DSAN
OG0001050	LOC6033574|XP_038117779.1|CQUI	LOC120449866|XP_039488460.1|DSAN
OG0001051	LOC6044460|XP_038112405.1|CQUI	LOC120450476|XP_039489458.1|DSAN
OG0001052	LOC6034904|XP_038107542.1|CQUI	LOC120458457|XP_039502039.1|DSAN
OG0001053	LOC6040511|XP_038120753.1|CQUI	LOC120455309|XP_039497293.1|DSAN
OG0001054	LOC6046359|XP_001863576.2|CQUI	LOC120453611|XP_039494320.1|DSAN
OG0001055	LOC6046753|XP_038118273.1|CQUI	LOC120451863|XP_039491800.1|DSAN, LOC120453048|XP_039493503.1|DSAN
OG0001056	LOC6034033|XP_038120245.1|CQUI	LOC120447232|XP_039484692.1|DSAN, LOC120456120|XP_039498681.1|DSAN
OG0001057	LOC6039782|XP_001849304.1|CQUI	LOC120447044|XP_039484345.1|DSAN
OG0001058	LOC6031449|XP_038109731.1|CQUI	LOC120456498|XP_039499300.1|DSAN
OG0001059	LOC6036107|XP_038110474.1|CQUI	LOC120449208|XP_039487507.1|DSAN
OG0001072	LOC6047035|XP_001864144.1|CQUI	LOC120456585|XP_039499425.1|DSAN
OG0001073	LOC6040802|XP_038122600.1|CQUI	LOC120454273|XP_039495371.1|DSAN
OG0001074	LOC6040958|XP_001850279.1|CQUI	LOC120446558|XP_039483510.1|DSAN
OG0001077	LOC6037330|XP_001847254.1|CQUI	LOC120457600|XP_039501044.1|DSAN, LOC120449248|XP_039487557.1|DSAN
OG0001078	LOC6032040|XP_001842707.2|CQUI, LOC6048058|XP_001865029.2|CQUI	LOC120456502|XP_039499303.1|DSAN
OG0001079	LOC6051664|XP_001868064.2|CQUI	LOC120450169|XP_039488951.1|DSAN
OG0001080	LOC6041053|XP_001850364.2|CQUI	LOC120449717|XP_039488273.1|DSAN
OG0001081	LOC6041039|XP_001850350.2|CQUI, LOC6042831|XP_001870828.1|CQUI	LOC120450864|XP_039490021.1|DSAN
OG0001082	LOC6043330|XP_038119590.1|CQUI	LOC120444412|XP_039479969.1|DSAN
OG0001083	LOC6031062|XP_038119861.1|CQUI	LOC120449530|XP_039487984.1|DSAN
OG0001084	LOC6042294|XP_038114789.1|CQUI, LOC6047368|XP_038115486.1|CQUI	LOC120455461|XP_039497657.1|DSAN
OG0001085	LOC6042005|XP_038115817.1|CQUI	LOC120458914|XP_039502697.1|DSAN
OG0001086	LOC6036258|XP_001846326.2|CQUI	LOC120452319|XP_039492406.1|DSAN, LOC120444673|XP_039480463.1|DSAN
OG0001088	LOC6040518|XP_001849904.2|CQUI, LOC6033568|XP_038117163.1|CQUI, LOC6049750|XP_038119401.1|CQUI	LOC120447616|XP_039485043.1|DSAN, LOC120450317|XP_039489205.1|DSAN
OG0001089	LOC6037275|XP_038117998.1|CQUI	LOC120447557|XP_039484944.1|DSAN
OG0001090	LOC6034576|XP_038120156.1|CQUI, LOC6034579|XP_038120153.1|CQUI, LOC6034580|XP_038120154.1|CQUI	LOC120448541|XP_039486520.1|DSAN
OG0001092	LOC6036149|XP_038109368.1|CQUI	LOC120458364|XP_039501912.1|DSAN
OG0001093	LOC6036146|XP_001846236.2|CQUI	LOC120458873|XP_039502644.1|DSAN
OG0001094	LOC6031336|XP_038112557.1|CQUI	LOC120455016|XP_039496779.1|DSAN
OG0001095	LOC6049911|XP_001866601.1|CQUI, LOC6049910|XP_038111983.1|CQUI, LOC6049913|XP_001866603.1|CQUI	LOC120444920|XP_039480848.1|DSAN
OG0001096	LOC6031955|XP_038113300.1|CQUI, LOC6031954|XP_038108739.1|CQUI	LOC120446582|XP_039483538.1|DSAN
OG0001097	LOC6031863|XP_038109276.1|CQUI	LOC120444063|XP_039479508.1|DSAN
OG0001099	LOC6040335|XP_001849740.2|CQUI	LOC120449298|XP_039487623.1|DSAN
OG0001100	LOC6052097|XP_038112579.1|CQUI	LOC120453952|XP_039494832.1|DSAN, LOC120453966|XP_039494852.1|DSAN, LOC120447083|XP_039484416.1|DSAN
OG0001101	LOC6037726|XP_038113843.1|CQUI	LOC120446909|XP_039484079.1|DSAN
OG0001102	LOC6040098|XP_038110990.1|CQUI, LOC6040089|XP_038110333.1|CQUI	LOC120448491|XP_039486455.1|DSAN
OG0001103	LOC6040179|XP_001849630.2|CQUI, LOC6040178|XP_038112931.1|CQUI, LOC6040177|XP_001849628.2|CQUI	LOC120453655|XP_039494383.1|DSAN
OG0001104	LOC6051930|XP_001868284.2|CQUI	LOC120446512|XP_039483454.1|DSAN
OG0001105	LOC6036714|XP_001846718.1|CQUI	LOC120455850|XP_039498254.1|DSAN, LOC120446944|XP_039484127.1|DSAN
OG0001106	LOC6047766|XP_038112893.1|CQUI, LOC6047173|XP_038113034.1|CQUI	LOC120454932|XP_039496623.1|DSAN
OG0001118	LOC6053773|XP_001869802.1|CQUI	LOC120455275|XP_039497230.1|DSAN
OG0001120	LOC6033952|XP_038104598.1|CQUI, LOC6033958|XP_038105273.1|CQUI	LOC120453326|XP_039493920.1|DSAN
OG0001121	LOC6047867|XP_038122205.1|CQUI	LOC120456148|XP_039498714.1|DSAN
OG0001122	LOC6047533|XP_038119301.1|CQUI	LOC120449721|XP_039488282.1|DSAN
OG0001124	LOC6044079|XP_038120683.1|CQUI	LOC120451342|XP_039490854.1|DSAN
OG0001125	LOC6039443|XP_001849053.2|CQUI	LOC120453784|XP_039494568.1|DSAN
OG0001127	LOC6052725|XP_001868949.2|CQUI, LOC6034690|XP_001844974.2|CQUI	LOC120450189|XP_039488988.1|DSAN
OG0001128	LOC6030950|XP_038115818.1|CQUI, LOC6040847|XP_038111443.1|CQUI	LOC120444371|XP_039479912.1|DSAN
OG0001129	LOC6041308|XP_038109340.1|CQUI	LOC120445603|XP_039482043.1|DSAN
OG0001130	LOC6046734|XP_001863893.2|CQUI	LOC120449775|XP_039488352.1|DSAN
OG0001131	LOC6044602|XP_038107721.1|CQUI, LOC6042975|XP_038110225.1|CQUI, LOC6044604|XP_038107498.1|CQUI	LOC120454928|XP_039496619.1|DSAN
OG0001133	LOC6043724|XP_038111216.1|CQUI	LOC120444390|XP_039479942.1|DSAN
OG0001134	LOC6033084|XP_038114885.1|CQUI, LOC119767284|XP_038111486.1|CQUI, LOC119768949|XP_038116716.1|CQUI	LOC120445094|XP_039481159.1|DSAN
OG0001135	LOC6034993|XP_038120309.1|CQUI, LOC6039748|XP_001849295.2|CQUI	LOC120452560|XP_039492773.1|DSAN
OG0001136	LOC6050340|XP_038118633.1|CQUI	LOC120453627|XP_039494344.1|DSAN
OG0001137	LOC6050281|XP_001866914.2|CQUI	LOC120453703|XP_039494460.1|DSAN
OG0001138	LOC6044622|XP_038109992.1|CQUI	LOC120449719|XP_039488279.1|DSAN
OG0001139	LOC6034191|XP_001844546.2|CQUI	LOC120449173|XP_039487449.1|DSAN
OG0001147	LOC6048224|XP_001865175.2|CQUI	LOC120448398|XP_039486322.1|DSAN
OG0001153	LOC6047706|XP_038117452.1|CQUI	LOC120445845|XP_039482408.1|DSAN
OG0001154	LOC6031240|XP_038109888.1|CQUI, LOC6044142|XP_038112928.1|CQUI	LOC120454265|XP_039495355.1|DSAN
OG0001155	LOC119771163|XP_038122554.1|CQUI	LOC120457406|XP_039500936.1|DSAN
OG0001157	LOC6031419|XP_001842227.2|CQUI	LOC120451044|XP_039490332.1|DSAN
OG0001158	LOC6038004|XP_001847851.2|CQUI	LOC120451907|XP_039491853.1|DSAN
OG0001159	LOC6047617|XP_038105916.1|CQUI	LOC120452045|XP_039492032.1|DSAN
OG0001160	LOC6035059|XP_038105567.1|CQUI, LOC119765010|XP_001845295.2|CQUI	LOC120453881|XP_039494731.1|DSAN
OG0001162	LOC6037355|XP_038105872.1|CQUI	LOC120452327|XP_039492414.1|DSAN
OG0001164	LOC6053766|XP_038105500.1|CQUI, LOC6042425|XP_038104494.1|CQUI	LOC120451882|XP_039491823.1|DSAN
OG0001165	LOC6040940|XP_001850268.2|CQUI	LOC120444551|XP_039480235.1|DSAN
OG0001167	LOC6053462|XP_038118279.1|CQUI	LOC120451546|XP_039491267.1|DSAN
OG0001168	LOC119769703|XP_038119060.1|CQUI	LOC120445633|XP_039482094.1|DSAN
OG0001169	LOC6050237|XP_038120378.1|CQUI, LOC6050236|XP_001866875.2|CQUI, LOC6046275|XP_001863502.2|CQUI	LOC120456646|XP_039499506.1|DSAN
OG0001171	LOC6038611|XP_038115237.1|CQUI	LOC120450307|XP_039489189.1|DSAN
OG0001172	LOC6040017|XP_038120821.1|CQUI	LOC120444563|XP_039480253.1|DSAN
OG0001173	LOC6044092|XP_001861654.2|CQUI, LOC6039973|XP_038108775.1|CQUI, LOC6034249|XP_038113447.1|CQUI, LOC6048284|XP_001865224.1|CQUI	LOC120451160|XP_039490528.1|DSAN
OG0001174	LOC6030890|XP_001841766.1|CQUI	LOC120450389|XP_039489314.1|DSAN, LOC120450390|XP_039489316.1|DSAN
OG0001175	LOC6041411|XP_001850674.1|CQUI	LOC120444452|XP_039480050.1|DSAN
OG0001176	LOC6032450|XP_038112002.1|CQUI	LOC120447206|XP_039484643.1|DSAN
OG0001177	LOC6033652|XP_038114034.1|CQUI	LOC120444708|XP_039480515.1|DSAN
OG0001178	LOC6033262|XP_038111957.1|CQUI	LOC120445338|XP_039481608.1|DSAN
OG0001179	LOC6036453|XP_038114387.1|CQUI	LOC120444978|XP_039480936.1|DSAN
OG0001180	LOC6033626|XP_038112234.1|CQUI	LOC120454873|XP_039496364.1|DSAN
OG0001181	LOC6046070|XP_038119931.1|CQUI	LOC120448262|XP_039486114.1|DSAN
OG0001182	LOC6051010|XP_038121521.1|CQUI, LOC6051011|XP_038115128.1|CQUI	LOC120452613|XP_039492845.1|DSAN
OG0001183	LOC6050625|XP_038121048.1|CQUI	LOC120454469|XP_039495723.1|DSAN
OG0001185	LOC6047138|XP_038115095.1|CQUI	LOC120451475|XP_039491102.1|DSAN
OG0001186	LOC6041144|XP_001850444.1|CQUI	LOC120450762|XP_039489836.1|DSAN
OG0001187	LOC6033407|XP_038110520.1|CQUI, LOC6033409|XP_001843862.2|CQUI	LOC120445110|XP_039481189.1|DSAN
OG0001188	LOC6043678|XP_001861307.2|CQUI, LOC6043677|XP_001861306.2|CQUI	LOC120446633|XP_039483631.1|DSAN
OG0001189	LOC6044185|XP_038112058.1|CQUI, LOC6032264|XP_038112626.1|CQUI	LOC120445876|XP_039482455.1|DSAN
OG0001190	LOC6035971|XP_001846078.2|CQUI, LOC6035970|XP_038112722.1|CQUI	LOC120456657|XP_039499522.1|DSAN
OG0001191	LOC6040784|XP_038113888.1|CQUI, LOC6054211|XP_038113931.1|CQUI	LOC120458092|XP_039501553.1|DSAN
OG0001192	LOC6039652|XP_038112370.1|CQUI	LOC120458788|XP_039502504.1|DSAN
OG0001193	LOC119771227|XP_038122924.1|CQUI, LOC6052191|XP_038104147.1|CQUI, LOC6044486|XP_001861998.2|CQUI, LOC6038340|XP_001848155.1|CQUI	LOC120452043|XP_039492029.1|DSAN
OG0001194	LOC6042351|XP_001851478.1|CQUI	LOC120456290|XP_039498968.1|DSAN
OG0001195	LOC119767685|XP_038112768.1|CQUI	LOC120458677|XP_039502348.1|DSAN
OG0001201	LOC6050447|XP_001867055.2|CQUI	LOC120452215|XP_039492271.1|DSAN
OG0001202	LOC6038175|XP_038104882.1|CQUI, LOC6038173|XP_001848004.2|CQUI, LOC6038176|XP_001848007.2|CQUI	LOC120456566|XP_039499381.1|DSAN
OG0001203	LOC6038320|XP_038122940.1|CQUI, LOC6038329|XP_038110286.1|CQUI	LOC120454906|XP_039496521.1|DSAN
OG0001204	LOC6053090|XP_001869239.2|CQUI, LOC6054712|XP_038106720.1|CQUI, LOC6033906|XP_038106238.1|CQUI, LOC6039955|XP_038115960.1|CQUI, LOC6039125|XP_038113258.1|CQUI, LOC6039327|XP_001848955.2|CQUI	LOC120458037|XP_039501480.1|DSAN
OG0001205	LOC6052900|XP_001869076.2|CQUI	LOC120454066|XP_039495009.1|DSAN
OG0001206	LOC6049919|XP_038114189.1|CQUI	LOC120454522|XP_039495822.1|DSAN
OG0001207	LOC6035127|XP_038117837.1|CQUI	LOC120456024|XP_039498523.1|DSAN
OG0001208	LOC6044973|XP_038105992.1|CQUI	LOC120456782|XP_039499729.1|DSAN
OG0001209	LOC6051353|XP_038122782.1|CQUI	LOC120453815|XP_039494628.1|DSAN
OG0001210	LOC6052130|XP_038104165.1|CQUI, LOC6050694|XP_038104085.1|CQUI	LOC120456370|XP_039499116.1|DSAN
OG0001211	LOC6034927|XP_001845192.2|CQUI	LOC120453762|XP_039494530.1|DSAN
OG0001212	LOC6031554|XP_001842338.2|CQUI, LOC6031553|XP_001842337.1|CQUI, LOC6049227|XP_001866023.2|CQUI, LOC119770564|XP_038121603.1|CQUI, LOC6049222|XP_001866022.2|CQUI	LOC120456875|XP_039499905.1|DSAN
OG0001213	LOC6039669|XP_001849233.2|CQUI, LOC6039670|XP_001849234.2|CQUI	LOC120452768|XP_039493087.1|DSAN
OG0001214	LOC6037486|XP_001847396.2|CQUI	LOC120451940|XP_039491894.1|DSAN
OG0001215	LOC6045600|XP_038104162.1|CQUI, LOC6045598|XP_038105791.1|CQUI	LOC120451059|XP_039490351.1|DSAN
OG0001216	LOC6045604|XP_038104859.1|CQUI, LOC6045606|XP_038106016.1|CQUI	LOC120454395|XP_039495580.1|DSAN
OG0001217	LOC6042395|XP_001851520.2|CQUI	LOC120445263|XP_039481487.1|DSAN
OG0001218	LOC6040898|XP_001850226.1|CQUI	LOC120451532|XP_039491244.1|DSAN
OG0001220	LOC6045532|XP_001862887.1|CQUI, LOC119769797|XP_038119366.1|CQUI	LOC120458812|XP_039502544.1|DSAN
OG0001221	LOC6043322|XP_038116069.1|CQUI	LOC120444421|XP_039479985.1|DSAN
OG0001223	LOC6036538|XP_038119459.1|CQUI	LOC120447652|XP_039485103.1|DSAN
OG0001224	LOC6036744|XP_001846743.1|CQUI	LOC120445232|XP_039481425.1|DSAN
OG0001225	LOC6033514|XP_038117574.1|CQUI, LOC6033515|XP_001843955.2|CQUI	LOC120454278|XP_039495426.1|DSAN
OG0001226	LOC6030868|XP_038117520.1|CQUI	LOC120457783|XP_039501212.1|DSAN
OG0001227	LOC6037379|XP_038112500.1|CQUI	LOC120451098|XP_039490440.1|DSAN
OG0001228	LOC6050448|XP_001867052.2|CQUI	LOC120455738|XP_039498094.1|DSAN
OG0001229	LOC6033208|XP_038108952.1|CQUI	LOC120457614|XP_039501056.1|DSAN
