Orthogroup	DKIK.longest_only	BTRY.longest_only
OG0000354	LOC108074538|XP_017022115.1|DKIK	LOC120767660|XP_039949767.1|BTRY
OG0000355	LOC108076779|XP_017025271.1|DKIK	LOC120771205|XP_039955041.1|BTRY
OG0000355	LOC108070928|XP_017017068.1|DKIK	LOC120770439|XP_039953843.1|BTRY
OG0000356	LOC108079649|XP_017029531.1|DKIK, LOC108079534|XP_017029359.1|DKIK	LOC120770335|XP_039953665.1|BTRY, LOC120770334|XP_039953663.1|BTRY, LOC120772442|XP_039956993.1|BTRY
OG0000357	LOC108079465|XP_017029299.1|DKIK	LOC120774994|XP_039960847.1|BTRY, LOC120780003|XP_039968222.1|BTRY
OG0000358	LOC108084142|XP_017035676.1|DKIK	LOC120777551|XP_039964877.1|BTRY
OG0000359	LOC108082980|XP_017034091.1|DKIK, LOC108082967|XP_017034079.1|DKIK, LOC108082966|XP_017034078.1|DKIK, LOC108082964|XP_017034075.1|DKIK	LOC120778373|XP_039966093.1|BTRY
OG0000361	LOC108083664|XP_017035029.1|DKIK, LOC108072180|XP_017018728.1|DKIK, LOC108074652|XP_017022260.1|DKIK, LOC108076860|XP_017025379.1|DKIK	LOC120768611|XP_039951311.1|BTRY
OG0000362	LOC108085509|XP_017037625.1|DKIK	LOC120779094|XP_039967196.1|BTRY
OG0000362	LOC108083316|XP_017034542.1|DKIK	LOC120778669|XP_039966535.1|BTRY
OG0000363	LOC108081049|XP_017031508.1|DKIK	LOC120775658|XP_039961859.1|BTRY
OG0000363	LOC108078917|XP_017028543.1|DKIK	LOC120779091|XP_039967181.1|BTRY
OG0000364	LOC108074974|XP_017022696.1|DKIK	LOC120778786|XP_039966707.1|BTRY
OG0000364	LOC108075035|XP_017022780.1|DKIK	LOC120778787|XP_039966716.1|BTRY
OG0000365	LOC108076827|XP_017025350.1|DKIK	LOC120772169|XP_039956543.1|BTRY
OG0000365	LOC108076900|XP_017025429.1|DKIK	LOC120768322|XP_039950894.1|BTRY
OG0000366	LOC108081463|XP_017032141.1|DKIK	LOC120774263|XP_039959665.1|BTRY
OG0000366	LOC108077678|XP_017026589.1|DKIK	LOC120780807|XP_039968989.1|BTRY
OG0000367	LOC108078846|XP_017028430.1|DKIK	LOC120768508|XP_039951168.1|BTRY
OG0000367	LOC108076616|XP_017025028.1|DKIK	LOC120770824|XP_039954338.1|BTRY
OG0000368	LOC108073834|XP_017021102.1|DKIK	LOC120778882|XP_039966859.1|BTRY, LOC120778883|XP_039966860.1|BTRY
OG0000368	LOC108073870|XP_017021146.1|DKIK	LOC120777794|XP_039965259.1|BTRY
OG0000370	LOC108085493|XP_017037601.1|DKIK, LOC108085497|XP_017037606.1|DKIK, LOC108080061|XP_017030132.1|DKIK	LOC120774286|XP_039959713.1|BTRY
OG0000376	LOC108079441|XP_017029264.1|DKIK, LOC108079440|XP_017029263.1|DKIK	LOC120775818|XP_039962106.1|BTRY
OG0000377	LOC108079951|XP_017029996.1|DKIK, LOC108075491|XP_017023439.1|DKIK	LOC120772534|XP_039957145.1|BTRY, LOC120772535|XP_039957147.1|BTRY, LOC120774731|XP_039960417.1|BTRY, LOC120774730|XP_039960415.1|BTRY
OG0000378	LOC108072969|XP_017019891.1|DKIK	LOC120776151|XP_039962629.1|BTRY
OG0000378	LOC108084242|XP_017035869.1|DKIK	LOC120769436|XP_039952351.1|BTRY
OG0000379	LOC108070907|XP_017017052.1|DKIK, LOC108070909|XP_017017053.1|DKIK, LOC108070876|XP_017017009.1|DKIK	LOC120772092|XP_039956430.1|BTRY
OG0000380	LOC108071660|XP_017017953.1|DKIK	LOC120777435|XP_039964675.1|BTRY
OG0000381	LOC108082838|XP_017033892.1|DKIK	LOC120767468|XP_039949490.1|BTRY
OG0000382	LOC108072814|XP_017019600.1|DKIK, LOC108084687|XP_017036509.1|DKIK	LOC120775122|XP_039961078.1|BTRY
OG0000383	LOC108074604|XP_017022209.1|DKIK	LOC120767904|XP_039950185.1|BTRY
OG0000383	LOC108077116|XP_017025799.1|DKIK	LOC120767902|XP_039950182.1|BTRY
OG0000384	LOC108073142|XP_017020139.1|DKIK	LOC120772420|XP_039956966.1|BTRY
OG0000384	LOC108073127|XP_017020115.1|DKIK	LOC120770607|XP_039954144.1|BTRY
OG0000385	LOC108076741|XP_017025219.1|DKIK, LOC108079242|XP_017029016.1|DKIK	LOC120780127|XP_039968341.1|BTRY, LOC120774086|XP_039959352.1|BTRY
OG0000385	LOC108079241|XP_017029014.1|DKIK	LOC120774085|XP_039959350.1|BTRY, LOC120774973|XP_039960799.1|BTRY
OG0000386	LOC108078654|XP_017028074.1|DKIK, LOC108078647|XP_017028064.1|DKIK, LOC108074383|XP_017021898.1|DKIK	LOC120781604|XP_039969777.1|BTRY
OG0000389	LOC108078911|XP_017028532.1|DKIK	LOC120771680|XP_039955737.1|BTRY
OG0000390	LOC108077010|XP_017025577.1|DKIK	LOC120771071|XP_039954817.1|BTRY
OG0000391	LOC108082331|XP_017033150.1|DKIK	LOC120771069|XP_039954812.1|BTRY
OG0000391	LOC108082354|XP_017033182.1|DKIK	LOC120771124|XP_039954907.1|BTRY
OG0000392	LOC108081362|XP_017032003.1|DKIK	LOC120769281|XP_039952131.1|BTRY
OG0000392	LOC108081453|XP_017032132.1|DKIK	LOC120769186|XP_039952008.1|BTRY
OG0000393	LOC108074822|XP_017022509.1|DKIK	LOC120767748|XP_039949897.1|BTRY
OG0000393	LOC108074771|XP_017022437.1|DKIK	LOC120768428|XP_039951042.1|BTRY
OG0000393	LOC108085328|XP_017037373.1|DKIK	LOC120767234|XP_039948997.1|BTRY
OG0000394	LOC108084456|XP_017036154.1|DKIK	LOC120773359|XP_039958117.1|BTRY
OG0000394	LOC108084459|XP_017036159.1|DKIK	LOC120773360|XP_039958118.1|BTRY, LOC120773362|XP_039958122.1|BTRY, LOC120773361|XP_039958119.1|BTRY
OG0000395	LOC108073819|XP_017021086.1|DKIK, LOC108073772|XP_017021027.1|DKIK, LOC108073830|XP_017021098.1|DKIK	LOC120778433|XP_039966149.1|BTRY
OG0000396	LOC108079665|XP_017029551.1|DKIK	LOC120769341|XP_039952232.1|BTRY, LOC120767208|XP_039948951.1|BTRY
OG0000397	LOC108077902|XP_017026929.1|DKIK, LOC108077903|XP_017026930.1|DKIK	LOC120770499|XP_039953957.1|BTRY, LOC120770497|XP_039953954.1|BTRY
OG0000399	LOC108075654|XP_017023689.1|DKIK	LOC120766843|XP_039948489.1|BTRY
OG0000399	LOC108086118|XP_017038454.1|DKIK	LOC120766879|XP_039948547.1|BTRY
OG0000400	LOC108084262|XP_017035905.1|DKIK	LOC120774408|XP_039959967.1|BTRY
OG0000400	LOC108084455|XP_017036158.1|DKIK, LOC108084288|XP_017035940.1|DKIK	LOC120774940|XP_039960753.1|BTRY, LOC120774941|XP_039960754.1|BTRY, LOC120774766|XP_039960460.1|BTRY
OG0000401	LOC108085230|XP_017037258.1|DKIK	LOC120774242|XP_039959636.1|BTRY
OG0000402	LOC108083784|XP_017035199.1|DKIK	LOC120776166|XP_039962707.1|BTRY
OG0000403	LOC108073480|XP_017020623.1|DKIK	LOC120767034|XP_039948814.1|BTRY
OG0000403	LOC108076303|XP_017024563.1|DKIK	LOC120770420|XP_039953799.1|BTRY
OG0000404	LOC108085838|XP_017038084.1|DKIK	LOC120782379|XP_039970555.1|BTRY, LOC120782378|XP_039970554.1|BTRY
OG0000405	LOC108071184|XP_017017359.1|DKIK	LOC120775347|XP_039961428.1|BTRY
OG0000406	LOC108078611|XP_017028020.1|DKIK	LOC120779166|XP_039967326.1|BTRY
OG0000406	LOC108082334|XP_017033153.1|DKIK	LOC120771109|XP_039954892.1|BTRY
OG0000407	LOC108078763|XP_017028290.1|DKIK	LOC120776370|XP_039962883.1|BTRY
OG0000408	LOC108073184|XP_017020182.1|DKIK, LOC108073620|XP_017020808.1|DKIK	LOC120769044|XP_039951824.1|BTRY
OG0000409	LOC108081626|XP_017032333.1|DKIK, LOC108072887|XP_017019697.1|DKIK, LOC108078205|XP_017027378.1|DKIK	LOC120771406|XP_039955314.1|BTRY, LOC120771481|XP_039955449.1|BTRY
OG0000411	LOC108085431|XP_017037511.1|DKIK	LOC120777280|XP_039964424.1|BTRY
OG0000411	LOC108082111|XP_017032900.1|DKIK	LOC120769527|XP_039952500.1|BTRY
OG0000412	LOC108076714|XP_017025165.1|DKIK	LOC120772605|XP_039957253.1|BTRY
OG0000412	LOC108072804|XP_017019584.1|DKIK	LOC120777580|XP_039964926.1|BTRY
OG0000413	LOC108083175|XP_017034351.1|DKIK	LOC120766222|XP_039947531.1|BTRY
OG0000413	LOC108075362|XP_017023261.1|DKIK	LOC120766492|XP_039947978.1|BTRY
OG0000414	LOC108082351|XP_017033176.1|DKIK, LOC108071389|XP_017017622.1|DKIK	LOC120772664|XP_039957331.1|BTRY
OG0000415	LOC108072374|XP_017018963.1|DKIK	LOC120770881|XP_039954453.1|BTRY
OG0000415	LOC108072387|XP_017018980.1|DKIK	LOC120772785|XP_039957502.1|BTRY
OG0000416	LOC108082924|XP_017034002.1|DKIK	LOC120775373|XP_039961469.1|BTRY, LOC120774960|XP_039960780.1|BTRY
OG0000416	LOC108071784|XP_017018136.1|DKIK	LOC120774132|XP_039959448.1|BTRY
OG0000417	LOC108081123|XP_017031626.1|DKIK	LOC120766838|XP_039948483.1|BTRY
OG0000417	LOC108073751|XP_017021008.1|DKIK	LOC120782836|XP_039971293.1|BTRY, LOC120782779|XP_039971180.1|BTRY
OG0000418	LOC108080261|XP_017030412.1|DKIK	LOC120775998|XP_039962365.1|BTRY
OG0000418	LOC108084968|XP_017036877.1|DKIK	LOC120775994|XP_039962360.1|BTRY
OG0000419	LOC108078168|XP_017027313.1|DKIK	LOC120772990|XP_039957837.1|BTRY
OG0000421	LOC108085242|XP_017037275.1|DKIK	LOC120768035|XP_039950462.1|BTRY
OG0000421	LOC108073640|XP_017020848.1|DKIK	LOC120768668|XP_039951380.1|BTRY
OG0000423	LOC108081152|XP_017031680.1|DKIK	LOC120770394|XP_039953759.1|BTRY
OG0000423	LOC108081134|XP_017031644.1|DKIK	LOC120770005|XP_039953031.1|BTRY
OG0000424	LOC108073403|XP_017020484.1|DKIK	LOC120770993|XP_039954673.1|BTRY
OG0000424	LOC108082605|XP_017033569.1|DKIK	LOC120770914|XP_039954538.1|BTRY
OG0000425	LOC108076249|XP_017024486.1|DKIK	LOC120772681|XP_039957353.1|BTRY
OG0000425	LOC108076593|XP_017024995.1|DKIK	LOC120770802|XP_039954315.1|BTRY
OG0000426	LOC108085091|XP_017037049.1|DKIK, LOC108078441|XP_017027813.1|DKIK	LOC120767283|XP_039949097.1|BTRY, LOC120769710|XP_039952783.1|BTRY, LOC120769049|XP_039951833.1|BTRY
OG0000428	LOC108080197|XP_017030338.1|DKIK, LOC108080193|XP_017030334.1|DKIK	LOC120772925|XP_039957759.1|BTRY
OG0000429	LOC108077906|XP_017026933.1|DKIK	LOC120770795|XP_039954308.1|BTRY, LOC120771992|XP_039956282.1|BTRY
OG0000429	LOC108078209|XP_017027382.1|DKIK	LOC120771757|XP_039955873.1|BTRY, LOC120771336|XP_039955215.1|BTRY
OG0000430	LOC108073692|XP_017020913.1|DKIK, LOC108084830|XP_017036682.1|DKIK, LOC108071250|XP_017017425.1|DKIK	LOC120774784|XP_039960496.1|BTRY
OG0000433	LOC108083445|XP_017034694.1|DKIK	LOC120774862|XP_039960624.1|BTRY
OG0000433	LOC108084394|XP_017036078.1|DKIK	LOC120778215|XP_039965906.1|BTRY
OG0000434	LOC108083633|XP_017034992.1|DKIK	LOC120772696|XP_039957370.1|BTRY, LOC120772247|XP_039956678.1|BTRY
OG0000434	LOC108070932|XP_017017073.1|DKIK	LOC120771558|XP_039955554.1|BTRY, LOC120771322|XP_039955200.1|BTRY
OG0000435	LOC108080042|XP_017030109.1|DKIK	LOC120774231|XP_039959624.1|BTRY
OG0000437	LOC108077166|XP_017025890.1|DKIK	LOC120781389|XP_039969532.1|BTRY
OG0000437	LOC108077262|XP_017026017.1|DKIK	LOC120769054|XP_039951837.1|BTRY
OG0000438	LOC108085874|XP_017038125.1|DKIK	LOC120775835|XP_039962138.1|BTRY
OG0000439	LOC108076349|XP_017024634.1|DKIK	LOC120767996|XP_039950349.1|BTRY
OG0000439	LOC108083169|XP_017034345.1|DKIK	LOC120778369|XP_039966090.1|BTRY
OG0000440	LOC108077986|XP_017027018.1|DKIK	LOC120771326|XP_039955205.1|BTRY
OG0000440	LOC108082620|XP_017033588.1|DKIK	LOC120771453|XP_039955398.1|BTRY
OG0000441	LOC108074643|XP_017022247.1|DKIK	LOC120770035|XP_039953084.1|BTRY, LOC120772426|XP_039956971.1|BTRY
OG0000441	LOC108074644|XP_017022249.1|DKIK	LOC120772252|XP_039956689.1|BTRY
OG0000443	LOC108080255|XP_017030403.1|DKIK, LOC108080396|XP_017030616.1|DKIK, LOC108072664|XP_017019388.1|DKIK, LOC108080448|XP_017030676.1|DKIK, LOC108072681|XP_017019409.1|DKIK, LOC108080266|XP_017030417.1|DKIK, LOC108072655|XP_017019378.1|DKIK, LOC108080243|XP_017030390.1|DKIK, LOC108080352|XP_017030550.1|DKIK	LOC120767448|XP_039949449.1|BTRY
OG0000444	LOC108074770|XP_017022436.1|DKIK	LOC120777609|XP_039964992.1|BTRY
OG0000444	LOC108074843|XP_017022540.1|DKIK	LOC120777797|XP_039965263.1|BTRY
OG0000445	LOC108072256|XP_017018815.1|DKIK	LOC120779794|XP_039968104.1|BTRY, LOC120777135|XP_039964216.1|BTRY, LOC120779798|XP_039968107.1|BTRY, LOC120770646|XP_039954176.1|BTRY, LOC120780384|XP_039968606.1|BTRY, LOC120781947|XP_039970044.1|BTRY, LOC120780379|XP_039968602.1|BTRY, LOC120780727|XP_039968921.1|BTRY, LOC120780736|XP_039968929.1|BTRY, LOC120779685|XP_039967977.1|BTRY, LOC120779589|XP_039967866.1|BTRY, LOC120779454|XP_039967648.1|BTRY, LOC120780421|XP_039968633.1|BTRY, LOC120780843|XP_039969017.1|BTRY, LOC120779793|XP_039968103.1|BTRY, LOC120780052|XP_039968256.1|BTRY, LOC120779762|XP_039968076.1|BTRY
OG0000446	LOC108071671|XP_017017965.1|DKIK, LOC108071847|XP_017018250.1|DKIK	LOC120771905|XP_039956120.1|BTRY
OG0000448	LOC108082707|XP_017033707.1|DKIK	LOC120782620|XP_039970921.1|BTRY
OG0000449	LOC108071941|XP_017018395.1|DKIK	LOC120776397|XP_039962951.1|BTRY
OG0000449	LOC108072563|XP_017019234.1|DKIK	LOC120767465|XP_039949487.1|BTRY
OG0000450	LOC108079404|XP_017029217.1|DKIK	LOC120774365|XP_039959889.1|BTRY
OG0000450	LOC108084703|XP_017036529.1|DKIK	LOC120774824|XP_039960565.1|BTRY
OG0000451	LOC108076082|XP_017024283.1|DKIK	LOC120775737|XP_039961988.1|BTRY
OG0000451	LOC108076081|XP_017024282.1|DKIK	LOC120775735|XP_039961987.1|BTRY, LOC120775418|XP_039961530.1|BTRY
OG0000453	LOC108084913|XP_017036799.1|DKIK	LOC120766550|XP_039948067.1|BTRY
OG0000453	LOC108084917|XP_017036803.1|DKIK, LOC108077617|XP_017026516.1|DKIK	LOC120782890|XP_039971372.1|BTRY
OG0000454	LOC108070654|XP_017016711.1|DKIK, LOC108079774|XP_017029706.1|DKIK	LOC120771593|XP_039955599.1|BTRY, LOC120771036|XP_039954758.1|BTRY
OG0000456	LOC108070562|XP_017016589.1|DKIK, LOC108072278|XP_017018836.1|DKIK	LOC120779448|XP_039967629.1|BTRY
OG0000456	LOC108074417|XP_017021940.1|DKIK	LOC120768512|XP_039951171.1|BTRY
OG0000457	LOC108082674|XP_017033662.1|DKIK	LOC120781641|XP_039969806.1|BTRY
OG0000457	LOC108082816|XP_017033863.1|DKIK	LOC120768879|XP_039951566.1|BTRY
OG0000458	LOC108077048|XP_017025684.1|DKIK	LOC120768030|XP_039950444.1|BTRY
OG0000460	LOC108074617|XP_017022232.1|DKIK	LOC120768381|XP_039950981.1|BTRY
OG0000462	LOC108084354|XP_017036007.1|DKIK, LOC108084353|XP_017036005.1|DKIK, LOC108084355|XP_017036008.1|DKIK	LOC120766648|XP_039948245.1|BTRY
OG0000463	LOC108080899|XP_017031290.1|DKIK, LOC108080898|XP_017031289.1|DKIK, LOC108079928|XP_017029952.1|DKIK, LOC108081015|XP_017031444.1|DKIK	LOC120772993|XP_039957840.1|BTRY
OG0000465	LOC108073582|XP_017020757.1|DKIK	LOC120780110|XP_039968359.1|BTRY
OG0000465	LOC108073460|XP_017020584.1|DKIK	LOC120772118|XP_039956467.1|BTRY
OG0000466	LOC108074182|XP_017021608.1|DKIK	LOC120773729|XP_039958719.1|BTRY
OG0000466	LOC108079659|XP_017029545.1|DKIK	LOC120768513|XP_039951175.1|BTRY
OG0000467	LOC108081325|XP_017031949.1|DKIK	LOC120772136|XP_039956488.1|BTRY
OG0000467	LOC108081341|XP_017031974.1|DKIK	LOC120772332|XP_039956808.1|BTRY
OG0000468	LOC108084970|XP_017036876.1|DKIK	LOC120766448|XP_039947890.1|BTRY
OG0000468	LOC108082452|XP_017033312.1|DKIK	LOC120772763|XP_039957470.1|BTRY
OG0000469	LOC108076065|XP_017024252.1|DKIK	LOC120767613|XP_039949700.1|BTRY
OG0000470	LOC108070393|XP_017016331.1|DKIK	LOC120778542|XP_039966325.1|BTRY
OG0000470	LOC108075274|XP_017023144.1|DKIK	LOC120782030|XP_039970120.1|BTRY
OG0000471	LOC108079721|XP_017029619.1|DKIK, LOC108077428|XP_017026222.1|DKIK	LOC120767631|XP_039949725.1|BTRY, LOC120769192|XP_039952020.1|BTRY
OG0000473	LOC108071783|XP_017018135.1|DKIK	LOC120775766|XP_039962033.1|BTRY
OG0000473	LOC108083596|XP_017034948.1|DKIK	LOC120775662|XP_039961864.1|BTRY
OG0000474	LOC108079579|XP_017029413.1|DKIK, LOC108077899|XP_017026927.1|DKIK, LOC108073876|XP_017021151.1|DKIK	LOC120775186|XP_039961175.1|BTRY
OG0000475	LOC108075636|XP_017023667.1|DKIK	LOC120767162|XP_039948919.1|BTRY
OG0000475	LOC108075549|XP_017023543.1|DKIK	LOC120770612|XP_039954148.1|BTRY
OG0000476	LOC108073314|XP_017020364.1|DKIK	LOC120766557|XP_039948077.1|BTRY
OG0000476	LOC108073304|XP_017020350.1|DKIK	LOC120770518|XP_039953995.1|BTRY
OG0000477	LOC108071406|XP_017017637.1|DKIK	LOC120775069|XP_039960995.1|BTRY
OG0000477	LOC108071405|XP_017017636.1|DKIK	LOC120782442|XP_039970662.1|BTRY, LOC120774017|XP_039959237.1|BTRY, LOC120774008|XP_039959225.1|BTRY
OG0000478	LOC108071712|XP_017018022.1|DKIK, LOC108078864|XP_017028465.1|DKIK	LOC120772691|XP_039957364.1|BTRY, LOC120773038|XP_039957901.1|BTRY
OG0000479	LOC108073343|XP_017020396.1|DKIK, LOC108073563|XP_017020739.1|DKIK	LOC120782720|XP_039971077.1|BTRY, LOC120779825|XP_039968130.1|BTRY, LOC120766753|XP_039948360.1|BTRY
OG0000480	LOC108086211|XP_017038563.1|DKIK, LOC108081689|XP_017032399.1|DKIK, LOC108081551|XP_017032259.1|DKIK, LOC108086210|XP_017038562.1|DKIK	LOC120768928|XP_039951642.1|BTRY
OG0000481	LOC108085590|XP_017037749.1|DKIK	LOC120779715|XP_039968014.1|BTRY
OG0000482	LOC108080476|XP_017030709.1|DKIK	LOC120766731|XP_039948318.1|BTRY
OG0000483	LOC108073197|XP_017020201.1|DKIK, LOC108073174|XP_017020169.1|DKIK	LOC120766986|XP_039948724.1|BTRY
OG0000484	LOC108084350|XP_017036002.1|DKIK	LOC120766420|XP_039947886.1|BTRY
OG0000484	LOC108084351|XP_017036003.1|DKIK	LOC120766487|XP_039948012.1|BTRY
OG0000485	LOC108080610|XP_017030923.1|DKIK	LOC120777647|XP_039965033.1|BTRY
OG0000486	LOC108076434|XP_017024778.1|DKIK, LOC108076431|XP_017024774.1|DKIK	LOC120771363|XP_039955254.1|BTRY, LOC120772509|XP_039957088.1|BTRY
OG0000487	LOC108074667|XP_017022275.1|DKIK	LOC120771254|XP_039955105.1|BTRY
OG0000487	LOC108074745|XP_017022408.1|DKIK	LOC120770707|XP_039954222.1|BTRY, LOC120771626|XP_039955650.1|BTRY, LOC120772506|XP_039957085.1|BTRY
OG0000489	LOC108077567|XP_017026451.1|DKIK	LOC120766213|XP_039947516.1|BTRY
OG0000489	LOC108084511|XP_017036237.1|DKIK	LOC120769711|XP_039952787.1|BTRY
OG0000490	LOC108079994|XP_017030049.1|DKIK	LOC120775304|XP_039961372.1|BTRY
OG0000490	LOC108079926|XP_017029950.1|DKIK	LOC120776015|XP_039962394.1|BTRY
OG0000491	LOC108074088|XP_017021461.1|DKIK, LOC108072985|XP_017019916.1|DKIK	LOC120772631|XP_039957287.1|BTRY
OG0000492	LOC108076274|XP_017024511.1|DKIK	LOC120772323|XP_039956787.1|BTRY
OG0000492	LOC108075819|XP_017023881.1|DKIK	LOC120774473|XP_039960063.1|BTRY
OG0000493	LOC108077890|XP_017026916.1|DKIK, LOC108077889|XP_017026915.1|DKIK	LOC120768974|XP_039951710.1|BTRY
OG0000494	LOC108085241|XP_017037272.1|DKIK	LOC120769283|XP_039952138.1|BTRY
OG0000495	LOC108084975|XP_017036890.1|DKIK	LOC120770491|XP_039953940.1|BTRY, LOC120772615|XP_039957263.1|BTRY
OG0000495	LOC108082614|XP_017033583.1|DKIK	LOC120770492|XP_039953943.1|BTRY
OG0000496	LOC108074467|XP_017022027.1|DKIK	LOC120768068|XP_039950524.1|BTRY
OG0000497	LOC108072479|XP_017019134.1|DKIK, LOC108072826|XP_017019606.1|DKIK	LOC120768950|XP_039951670.1|BTRY
OG0000497	LOC108072849|XP_017019649.1|DKIK	LOC120769545|XP_039952523.1|BTRY
OG0000498	LOC108073158|XP_017020154.1|DKIK	LOC120782315|XP_039970465.1|BTRY
OG0000498	LOC108073161|XP_017020156.1|DKIK	LOC120768227|XP_039950745.1|BTRY
OG0000499	LOC108076167|XP_017024383.1|DKIK	LOC120774341|XP_039959837.1|BTRY
OG0000499	LOC108085747|XP_017037969.1|DKIK	LOC120766275|XP_039947611.1|BTRY
OG0000500	LOC108080611|XP_017030924.1|DKIK	LOC120778821|XP_039966760.1|BTRY
OG0000500	LOC108080589|XP_017030883.1|DKIK	LOC120778259|XP_039965970.1|BTRY
OG0000501	LOC108070906|XP_017017051.1|DKIK, LOC108070790|XP_017016878.1|DKIK, LOC108076884|XP_017025404.1|DKIK	LOC120771118|XP_039954902.1|BTRY
OG0000504	LOC108079882|XP_017029888.1|DKIK, LOC108083296|XP_017034522.1|DKIK	LOC120776440|XP_039963029.1|BTRY, LOC120776441|XP_039963032.1|BTRY, LOC120778621|XP_039966438.1|BTRY, LOC120776645|XP_039963412.1|BTRY, LOC120777904|XP_039965419.1|BTRY
OG0000505	LOC108071787|XP_017018141.1|DKIK	LOC120775324|XP_039961397.1|BTRY
OG0000505	LOC108080116|XP_017030236.1|DKIK	LOC120774415|XP_039959976.1|BTRY
OG0000506	LOC108073342|XP_017020395.1|DKIK	LOC120766859|XP_039948522.1|BTRY
OG0000506	LOC108073351|XP_017020404.1|DKIK, LOC108073370|XP_017020423.1|DKIK	LOC120782649|XP_039970957.1|BTRY
OG0000507	LOC108079265|XP_017029045.1|DKIK	LOC120773974|XP_039959153.1|BTRY
OG0000507	LOC108079261|XP_017029039.1|DKIK	LOC120773975|XP_039959154.1|BTRY
OG0000508	LOC108078445|XP_017027823.1|DKIK, LOC108084753|XP_017036554.1|DKIK	LOC120776949|XP_039963970.1|BTRY
OG0000509	LOC108076359|XP_017024645.1|DKIK	LOC120772985|XP_039957831.1|BTRY
OG0000509	LOC108076397|XP_017024724.1|DKIK	LOC120772083|XP_039956414.1|BTRY
OG0000510	LOC108073052|XP_017020008.1|DKIK	LOC120772271|XP_039956709.1|BTRY
OG0000511	LOC108077021|XP_017025618.1|DKIK	LOC120769370|XP_039952267.1|BTRY
OG0000511	LOC108077316|XP_017026094.1|DKIK	LOC120769224|XP_039952054.1|BTRY
OG0000512	LOC108082064|XP_017032830.1|DKIK	LOC120768852|XP_039951539.1|BTRY
OG0000512	LOC108073755|XP_017021011.1|DKIK	LOC120767602|XP_039949686.1|BTRY
OG0000513	LOC108076494|XP_017024874.1|DKIK	LOC120769179|XP_039951999.1|BTRY
OG0000513	LOC108082169|XP_017032964.1|DKIK	LOC120768966|XP_039951693.1|BTRY
OG0000514	LOC108077215|XP_017025957.1|DKIK	LOC120769684|XP_039952740.1|BTRY
OG0000514	LOC108077193|XP_017025926.1|DKIK	LOC120769689|XP_039952749.1|BTRY
OG0000515	LOC108074899|XP_017022614.1|DKIK	LOC120779487|XP_039967707.1|BTRY, LOC120779596|XP_039967875.1|BTRY
OG0000515	LOC108078616|XP_017028028.1|DKIK, LOC108078617|XP_017028029.1|DKIK	LOC120782348|XP_039970514.1|BTRY
OG0000516	LOC108079189|XP_017028935.1|DKIK, LOC108079188|XP_017028934.1|DKIK	LOC120774305|XP_039959770.1|BTRY, LOC120774648|XP_039960307.1|BTRY
OG0000517	LOC108083663|XP_017035025.1|DKIK, LOC108083662|XP_017035024.1|DKIK	LOC120777075|XP_039964137.1|BTRY, LOC120777077|XP_039964140.1|BTRY
OG0000518	LOC108078001|XP_017027046.1|DKIK, LOC108071886|XP_017018304.1|DKIK, LOC108071893|XP_017018309.1|DKIK, LOC108080761|XP_017031103.1|DKIK	LOC120770868|XP_039954424.1|BTRY
OG0000521	LOC108082937|XP_017034033.1|DKIK, LOC108082900|XP_017033972.1|DKIK	LOC120775638|XP_039961825.1|BTRY
OG0000522	LOC108085396|XP_017037453.1|DKIK, LOC108083609|XP_017034970.1|DKIK	LOC120774539|XP_039960199.1|BTRY
OG0000523	LOC108073457|XP_017020581.1|DKIK	LOC120780298|XP_039968523.1|BTRY
OG0000523	LOC108074183|XP_017021609.1|DKIK	LOC120774979|XP_039960814.1|BTRY
OG0000524	LOC108073650|XP_017020869.1|DKIK, LOC108083745|XP_017035150.1|DKIK, LOC108077615|XP_017026511.1|DKIK, LOC108077841|XP_017026857.1|DKIK	LOC120769532|XP_039952508.1|BTRY
OG0000525	LOC108077961|XP_017026990.1|DKIK, LOC108078079|XP_017027155.1|DKIK	LOC120770398|XP_039953764.1|BTRY, LOC120770397|XP_039953762.1|BTRY, LOC120770400|XP_039953768.1|BTRY, LOC120771845|XP_039956021.1|BTRY
OG0000526	LOC108075598|XP_017023609.1|DKIK, LOC108083996|XP_017035502.1|DKIK	LOC120780162|XP_039968375.1|BTRY
OG0000527	LOC108086082|XP_017038389.1|DKIK	LOC120767406|XP_039949378.1|BTRY
OG0000528	LOC108082197|XP_017033009.1|DKIK	LOC120767683|XP_039949807.1|BTRY
OG0000529	LOC108077335|XP_017026113.1|DKIK	LOC120767635|XP_039949736.1|BTRY
OG0000530	LOC108073264|XP_017020311.1|DKIK	LOC120776537|XP_039963209.1|BTRY
OG0000530	LOC108075126|XP_017022898.1|DKIK	LOC120778816|XP_039966756.1|BTRY
OG0000531	LOC108081471|XP_017032156.1|DKIK, LOC108074321|XP_017021810.1|DKIK	LOC120767638|XP_039949739.1|BTRY
OG0000532	LOC108081474|XP_017032161.1|DKIK, LOC108081490|XP_017032177.1|DKIK	LOC120766923|XP_039948602.1|BTRY
OG0000533	LOC108074179|XP_017021605.1|DKIK	LOC120775711|XP_039961956.1|BTRY
OG0000533	LOC108083184|XP_017034371.1|DKIK	LOC120776600|XP_039963320.1|BTRY
