Orthogroup	DKIK.longest_only	AAEG.longest_only
OG0000844	LOC108072172|XP_017018712.1|DKIK, LOC108081019|XP_017031455.1|DKIK	LOC5568444|XP_021706258.1|AAEG
OG0000854	LOC108070940|XP_017017097.1|DKIK	LOC5575256|XP_021694868.1|AAEG
OG0000855	LOC108079425|XP_017029245.1|DKIK, LOC108084909|XP_017036794.1|DKIK, LOC108084911|XP_017036795.1|DKIK	LOC5564916|XP_001649261.1|AAEG
OG0000856	LOC108079194|XP_017028945.1|DKIK, LOC108083284|XP_017034502.1|DKIK	LOC5569202|XP_021699577.1|AAEG
OG0000857	LOC108074185|XP_017021611.1|DKIK	LOC5568410|XP_021706344.1|AAEG, LOC5568408|XP_001658060.1|AAEG, LOC5572935|XP_001660658.2|AAEG, LOC110681143|XP_021712605.1|AAEG
OG0000858	LOC108080811|XP_017031202.1|DKIK	LOC5563593|XP_001647843.2|AAEG, LOC5563570|XP_021693065.1|AAEG
OG0000860	LOC108079823|XP_017029801.1|DKIK	LOC23687882|XP_021695499.1|AAEG
OG0000861	LOC108076157|XP_017024372.1|DKIK, LOC108076215|XP_017024445.1|DKIK	LOC5579974|XP_021697396.1|AAEG
OG0000862	LOC108078395|XP_017027740.1|DKIK, LOC108074511|XP_017022081.1|DKIK	LOC5578595|XP_021697871.1|AAEG
OG0000863	LOC108075544|XP_017023536.1|DKIK, LOC108077924|XP_017026952.1|DKIK, LOC108077677|XP_017026588.1|DKIK, LOC108077587|XP_017026470.1|DKIK	LOC5569153|XP_021712379.1|AAEG, LOC5579040|XP_001664217.2|AAEG
OG0000864	LOC108077333|XP_017026109.1|DKIK, LOC108079898|XP_017029915.1|DKIK	LOC5574382|XP_021700100.1|AAEG
OG0000865	LOC108073211|XP_017020228.1|DKIK	LOC110676550|XP_021700543.1|AAEG
OG0000866	LOC108074435|XP_017021962.1|DKIK, LOC108074434|XP_017021960.1|DKIK	LOC5565764|XP_021700881.1|AAEG
OG0000867	LOC108077348|XP_017026126.1|DKIK, LOC108077226|XP_017025973.1|DKIK	LOC5566526|XP_001650903.1|AAEG
OG0000868	LOC108084496|XP_017036224.1|DKIK	LOC5575799|XP_001662225.1|AAEG
OG0000869	LOC108085474|XP_017037580.1|DKIK	LOC110679428|XP_021709657.1|AAEG
OG0000871	LOC108082582|XP_017033529.1|DKIK	LOC5563912|XP_021709764.1|AAEG
OG0000872	LOC108072088|XP_017018585.1|DKIK	LOC5579795|XP_001648107.1|AAEG
OG0000873	LOC108080638|XP_017030953.1|DKIK	LOC5570660|XP_021705398.1|AAEG, LOC5578723|XP_021705681.1|AAEG, LOC5574699|XP_021710974.1|AAEG
OG0000874	LOC108076509|XP_017024903.1|DKIK	LOC5568583|XP_021711564.1|AAEG
OG0000875	LOC108083057|XP_017034177.1|DKIK	LOC5569144|XP_021704184.1|AAEG
OG0000882	LOC108085972|XP_017038259.1|DKIK	LOC5574255|XP_001661310.1|AAEG
OG0000883	LOC108076650|XP_017025075.1|DKIK	LOC5572260|XP_021706275.1|AAEG, LOC5577890|XP_001663596.2|AAEG, LOC5576983|XP_001663083.2|AAEG, LOC110681455|XP_021712908.1|AAEG, LOC5564732|XP_001649072.2|AAEG
OG0000884	LOC108076882|XP_017025401.1|DKIK, LOC108071208|XP_017017378.1|DKIK	LOC5578384|XP_021707387.1|AAEG
OG0000885	LOC108085674|XP_017037856.1|DKIK	LOC5576671|XP_021712970.1|AAEG, LOC5576669|XP_001662811.1|AAEG, LOC5576675|XP_001662810.2|AAEG, LOC5576677|XP_001662809.2|AAEG, LOC5576673|XP_001662808.1|AAEG
OG0000887	LOC108084443|XP_017036139.1|DKIK	LOC5574709|XP_021697236.1|AAEG, LOC110675781|XP_021697241.1|AAEG, LOC5574710|XP_001661611.2|AAEG, LOC5564321|XP_001648679.1|AAEG
OG0000888	LOC108079058|XP_017028756.1|DKIK, LOC108079021|XP_017028689.1|DKIK	LOC5577573|XP_021697247.1|AAEG
OG0000889	LOC108072677|XP_017019407.1|DKIK	LOC5565345|XP_001649691.2|AAEG, LOC5569614|XP_001652895.2|AAEG, LOC5569613|XP_001652894.2|AAEG, LOC5569626|XP_001652896.2|AAEG, LOC5569611|XP_001652892.2|AAEG, LOC5569610|XP_001652891.1|AAEG, LOC5569609|XP_001652890.1|AAEG
OG0000890	LOC108076459|XP_017024830.1|DKIK, LOC108074904|XP_017022621.1|DKIK, LOC108076914|XP_017025447.1|DKIK	LOC5572876|XP_001660628.1|AAEG
OG0000891	LOC108072850|XP_017019656.1|DKIK, LOC108082237|XP_017033064.1|DKIK	LOC5571677|XP_021701172.1|AAEG
OG0000892	LOC108073887|XP_017021161.1|DKIK, LOC108075250|XP_017023099.1|DKIK	LOC5573804|XP_001661052.1|AAEG
OG0000893	LOC108084102|XP_017035618.1|DKIK	LOC5577455|XP_021710131.1|AAEG, LOC110679543|XP_021710135.1|AAEG
OG0000894	LOC108080418|XP_017030640.1|DKIK, LOC108080417|XP_017030639.1|DKIK, LOC108081231|XP_017031799.1|DKIK	LOC5572954|XP_001654283.2|AAEG
OG0000895	LOC108076327|XP_017024601.1|DKIK, LOC108076326|XP_017024599.1|DKIK, LOC108076325|XP_017024597.1|DKIK	LOC5578431|XP_021704726.1|AAEG
OG0000907	LOC108072186|XP_017018731.1|DKIK	LOC5569936|XP_001658828.2|AAEG
OG0000909	LOC108075505|XP_017023461.1|DKIK	LOC5580100|XP_001654851.1|AAEG
OG0000910	LOC108083527|XP_017034850.1|DKIK, LOC108085003|XP_017036921.1|DKIK	LOC5570090|XP_021696583.1|AAEG
OG0000911	LOC108072458|XP_017019080.1|DKIK, LOC108073054|XP_017020010.1|DKIK	LOC5568878|XP_021698401.1|AAEG
OG0000912	LOC108083145|XP_017034316.1|DKIK	LOC5569590|XP_001652874.1|AAEG
OG0000913	LOC108070453|XP_017016419.1|DKIK	LOC5572905|XP_021699829.1|AAEG
OG0000914	LOC108082394|XP_017033228.1|DKIK	LOC5565692|XP_001650041.1|AAEG, LOC5577609|XP_001656603.1|AAEG, LOC5577610|XP_001656604.1|AAEG, LOC5577605|XP_001656599.2|AAEG, LOC5577607|XP_001656601.2|AAEG
OG0000915	LOC108082506|XP_017033424.1|DKIK, LOC108076219|XP_017024450.1|DKIK	LOC110675850|XP_021697446.1|AAEG, LOC110681284|XP_021712741.1|AAEG
OG0000916	LOC108079611|XP_017029464.1|DKIK	LOC5563777|XP_021702027.1|AAEG
OG0000917	LOC108075845|XP_017023912.1|DKIK	LOC5567991|XP_021703538.1|AAEG
OG0000918	LOC108083983|XP_017035491.1|DKIK, LOC108077062|XP_017025717.1|DKIK, LOC108072530|XP_017019193.1|DKIK	LOC5565834|XP_021703643.1|AAEG
OG0000920	LOC108080991|XP_017031409.1|DKIK	LOC5567191|XP_021707974.1|AAEG, LOC5567193|XP_021707701.1|AAEG, LOC5567194|XP_001651623.2|AAEG, LOC5571093|XP_021706131.1|AAEG
OG0000921	LOC108083456|XP_017034715.1|DKIK, LOC108083454|XP_017034713.1|DKIK	LOC23687653|XP_021704447.1|AAEG, LOC110677691|XP_021704448.1|AAEG
OG0000922	LOC108072650|XP_017019370.1|DKIK, LOC108072646|XP_017019365.1|DKIK	LOC5573598|XP_001654732.1|AAEG
OG0000923	LOC108080592|XP_017030889.1|DKIK, LOC108083198|XP_017034390.1|DKIK	LOC5564768|XP_001649141.1|AAEG
OG0000924	LOC108072920|XP_017019757.1|DKIK, LOC108080521|XP_017030801.1|DKIK	LOC5574190|XP_021707483.1|AAEG
OG0000925	LOC108073679|XP_017020895.1|DKIK	LOC5564141|XP_001648436.1|AAEG
OG0000935	LOC108081000|XP_017031423.1|DKIK	LOC5570105|XP_021693271.1|AAEG
OG0000936	LOC108084501|XP_017036228.1|DKIK, LOC108079174|XP_017028914.1|DKIK	LOC5574975|XP_001655445.1|AAEG
OG0000937	LOC108085040|XP_017036981.1|DKIK	LOC5577955|XP_021703650.1|AAEG, LOC5577953|XP_021703600.1|AAEG
OG0000938	LOC108072262|XP_017018819.1|DKIK, LOC108071227|XP_017017404.1|DKIK	LOC23687618|XP_011493218.1|AAEG
OG0000939	LOC108079613|XP_017029477.1|DKIK, LOC108079583|XP_017029416.1|DKIK	LOC5575294|XP_001655660.2|AAEG
OG0000940	LOC108074917|XP_017022636.1|DKIK, LOC108079065|XP_017028768.1|DKIK	LOC5568539|XP_001652369.2|AAEG
OG0000941	LOC108085781|XP_017038020.1|DKIK, LOC108078502|XP_017027890.1|DKIK	LOC5568465|XP_001652294.1|AAEG
OG0000942	LOC108085817|XP_017038057.1|DKIK	LOC5575951|XP_021697898.1|AAEG
OG0000943	LOC108073103|XP_017020083.1|DKIK	LOC5565788|XP_021698361.1|AAEG, LOC5564315|XP_021711753.1|AAEG
OG0000944	LOC108079276|XP_017029060.1|DKIK	LOC5564895|XP_021698610.1|AAEG
OG0000945	LOC108071508|XP_017017763.1|DKIK, LOC108071507|XP_017017762.1|DKIK	LOC5567118|XP_001651535.2|AAEG
OG0000946	LOC108077032|XP_017025650.1|DKIK	LOC5563808|XP_001648088.2|AAEG, LOC5563807|XP_021701297.1|AAEG
OG0000947	LOC108072101|XP_017018604.1|DKIK	LOC5573138|XP_001660754.1|AAEG, LOC5573170|XP_021703267.1|AAEG, LOC5573169|XP_001660785.1|AAEG
OG0000948	LOC108079716|XP_017029614.1|DKIK	LOC5570305|XP_001653129.2|AAEG
OG0000949	LOC108084576|XP_017036340.1|DKIK	LOC5577433|XP_021706252.1|AAEG
OG0000950	LOC108083483|XP_017034767.1|DKIK, LOC108084079|XP_017035589.1|DKIK	LOC5570062|XP_021710514.1|AAEG
OG0000951	LOC108077880|XP_017026904.1|DKIK, LOC108085480|XP_017037587.1|DKIK	LOC5567383|XP_001651784.1|AAEG
OG0000963	LOC108083374|XP_017034609.1|DKIK	LOC5578882|XP_001664091.2|AAEG, LOC5565507|XP_001649836.2|AAEG
OG0000964	LOC108082287|XP_017033107.1|DKIK	LOC5570125|XP_021694878.1|AAEG, LOC5572710|XP_001660530.2|AAEG, LOC110679470|XP_021709836.1|AAEG
OG0000965	LOC108071693|XP_017017996.1|DKIK	LOC5580119|XP_021699182.1|AAEG, LOC110674016|XP_021711922.1|AAEG
OG0000966	LOC108085120|XP_017037110.1|DKIK, LOC108073749|XP_017021006.1|DKIK	LOC5564065|XP_001648396.2|AAEG
OG0000968	LOC108073933|XP_017021226.1|DKIK	LOC5565995|XP_021697516.1|AAEG, LOC5574905|XP_021697282.1|AAEG
OG0000969	LOC108078155|XP_017027287.1|DKIK	LOC5572867|XP_001660626.1|AAEG
OG0000970	LOC108083723|XP_017035118.1|DKIK, LOC108083724|XP_017035119.1|DKIK	LOC5577323|XP_001656398.1|AAEG, LOC5578971|XP_001664152.2|AAEG
OG0000971	LOC108076837|XP_017025355.1|DKIK, LOC108076913|XP_017025445.1|DKIK	LOC5574512|XP_021701876.1|AAEG
OG0000972	LOC108071650|XP_017017934.1|DKIK, LOC108071219|XP_017017391.1|DKIK	LOC5570688|XP_001659285.2|AAEG
OG0000973	LOC108080070|XP_017030141.1|DKIK, LOC108080059|XP_017030130.1|DKIK	LOC5566318|XP_001650701.1|AAEG, LOC110677834|XP_021705147.1|AAEG, LOC5576015|XP_021712722.1|AAEG
OG0000974	LOC108073292|XP_017020336.1|DKIK	LOC5563607|XP_021706393.1|AAEG, LOC5563653|XP_001647877.2|AAEG
OG0000975	LOC108072112|XP_017018622.1|DKIK, LOC108072110|XP_017018621.1|DKIK	LOC5567322|XP_021711286.1|AAEG
OG0000977	LOC108084193|XP_017035779.1|DKIK, LOC108084189|XP_017035775.1|DKIK	LOC5572481|XP_001660429.2|AAEG
OG0000978	LOC108085097|XP_017037058.1|DKIK, LOC108070731|XP_017016817.1|DKIK	LOC5570996|XP_001653423.1|AAEG
OG0000988	LOC108072227|XP_017018779.1|DKIK, LOC108076139|XP_017024359.1|DKIK	LOC5574742|XP_021708813.1|AAEG
OG0000990	LOC108083544|XP_017034878.1|DKIK	LOC5573413|XP_001654587.1|AAEG
OG0000991	LOC108083958|XP_017035454.1|DKIK	LOC110676690|XP_021701229.1|AAEG
OG0000992	LOC108071288|XP_017017470.1|DKIK	LOC110680585|XP_021712076.1|AAEG, LOC5574605|XP_001655224.2|AAEG
OG0000993	LOC108085880|XP_017038130.1|DKIK, LOC108085881|XP_017038132.1|DKIK	LOC5568340|XP_001657995.2|AAEG
OG0000994	LOC108080250|XP_017030398.1|DKIK	LOC5565293|XP_021693612.1|AAEG
OG0000995	LOC108084852|XP_017036721.1|DKIK	LOC5570516|XP_001659204.1|AAEG
OG0000996	LOC108082519|XP_017033435.1|DKIK, LOC108080950|XP_017031355.1|DKIK	LOC5570524|XP_001659180.1|AAEG
OG0000997	LOC108081260|XP_017031843.1|DKIK	LOC5572107|XP_021699025.1|AAEG
OG0000998	LOC108078690|XP_017028177.1|DKIK	LOC5574213|XP_021699075.1|AAEG, LOC5574214|XP_021699069.1|AAEG
OG0000999	LOC108072261|XP_017018818.1|DKIK, LOC108079434|XP_017029257.1|DKIK	LOC5569582|XP_011492944.1|AAEG
OG0001000	LOC108070373|XP_017020185.1|DKIK	LOC5565618|XP_021700536.1|AAEG
OG0001001	LOC108078212|XP_017027386.1|DKIK	LOC5574039|XP_021712731.1|AAEG, LOC5570957|XP_021701483.1|AAEG, LOC5568887|XP_021701482.1|AAEG
OG0001002	LOC108074347|XP_017021860.1|DKIK	LOC5572439|XP_021702436.1|AAEG, LOC5572427|XP_001660379.1|AAEG, LOC5572436|XP_021702424.1|AAEG, LOC110676920|XP_021702428.1|AAEG
OG0001003	LOC108075484|XP_017023431.1|DKIK, LOC108079135|XP_017028875.1|DKIK	LOC5573879|XP_001654917.1|AAEG
OG0001004	LOC108083194|XP_017034385.1|DKIK, LOC108083197|XP_017034389.1|DKIK	LOC5577327|XP_001656404.1|AAEG
OG0001005	LOC108082663|XP_017033650.1|DKIK, LOC108083840|XP_017035306.1|DKIK	LOC5574438|XP_001661452.2|AAEG
OG0001006	LOC108084086|XP_017035598.1|DKIK, LOC108073824|XP_017021093.1|DKIK	LOC5577478|XP_001656504.1|AAEG
OG0001007	LOC108072131|XP_017018655.1|DKIK, LOC108084425|XP_017036157.1|DKIK	LOC5579111|XP_021709409.1|AAEG, LOC110680228|XP_021711736.1|AAEG
OG0001008	LOC108077891|XP_017026917.1|DKIK, LOC108083356|XP_017034588.1|DKIK	LOC5569738|XP_001652964.1|AAEG
OG0001019	LOC108084986|XP_017036899.1|DKIK	LOC23687425|XP_021696098.1|AAEG, LOC5570400|XP_021694766.1|AAEG
OG0001020	LOC108080030|XP_017030092.1|DKIK	LOC5571386|XP_001659667.2|AAEG, LOC5571385|XP_021694971.1|AAEG, LOC5571381|XP_021694972.1|AAEG
OG0001021	LOC108075935|XP_017024061.1|DKIK	LOC5569206|XP_021698876.1|AAEG
OG0001022	LOC108071850|XP_017018253.1|DKIK	LOC5564053|XP_001648383.1|AAEG
OG0001024	LOC108085012|XP_017036943.1|DKIK	LOC5563729|XP_001648014.1|AAEG, LOC5572673|XP_001660495.2|AAEG
OG0001025	LOC108074005|XP_017021355.1|DKIK	LOC5566344|XP_021696749.1|AAEG
OG0001026	LOC108076644|XP_017025065.1|DKIK	LOC5563943|XP_021698255.1|AAEG, LOC110675339|XP_021695627.1|AAEG
OG0001027	LOC108085516|XP_017037630.1|DKIK	LOC5572532|XP_021698700.1|AAEG, LOC5572539|XP_001654056.2|AAEG, LOC5572530|XP_021698692.1|AAEG
OG0001028	LOC108074640|XP_017022248.1|DKIK	LOC5578865|XP_021699358.1|AAEG, LOC5578864|XP_001664073.1|AAEG, LOC5566028|XP_001650394.1|AAEG
OG0001029	LOC108078245|XP_017027457.1|DKIK	LOC110675155|XP_021695234.1|AAEG, LOC110678123|XP_021706417.1|AAEG
OG0001031	LOC108084782|XP_017036594.1|DKIK	LOC5564557|XP_021702651.1|AAEG
OG0001032	LOC108079449|XP_017029276.1|DKIK, LOC108081290|XP_017031869.1|DKIK	LOC5568797|XP_021703170.1|AAEG
OG0001033	LOC108080217|XP_017030362.1|DKIK, LOC108078390|XP_017027734.1|DKIK	LOC5572990|XP_021705665.1|AAEG
OG0001042	LOC108073663|XP_017020877.1|DKIK	LOC5569920|XP_021695787.1|AAEG, LOC5569919|XP_021695812.1|AAEG, LOC5569917|XP_001658816.2|AAEG
OG0001043	LOC108079351|XP_017029147.1|DKIK	LOC5580112|XP_001655052.2|AAEG, LOC5580113|XP_001655051.2|AAEG
OG0001044	LOC108070916|XP_017017061.1|DKIK	LOC5574123|XP_001661192.2|AAEG, LOC5574477|XP_021699627.1|AAEG
OG0001045	LOC108072423|XP_017019022.1|DKIK	LOC5569642|XP_001658665.2|AAEG, LOC5569640|XP_001658664.2|AAEG, LOC5573336|XP_021693470.1|AAEG
OG0001046	LOC108072898|XP_017019710.1|DKIK	LOC5572371|XP_001660329.1|AAEG
OG0001047	LOC108070838|XP_017016949.1|DKIK, LOC108070744|XP_017016829.1|DKIK, LOC108078240|XP_017027436.1|DKIK	LOC110680988|XP_021712449.1|AAEG, LOC5571772|XP_021695747.1|AAEG
OG0001048	LOC108072345|XP_017018925.1|DKIK	LOC5571275|XP_021695905.1|AAEG
OG0001049	LOC108072832|XP_017019612.1|DKIK, LOC108078877|XP_017028491.1|DKIK	LOC110675977|XP_021697855.1|AAEG
OG0001050	LOC108079831|XP_017029820.1|DKIK	LOC5573704|XP_021698920.1|AAEG
OG0001051	LOC108076997|XP_017025556.1|DKIK	LOC5573846|XP_001654884.2|AAEG
OG0001052	LOC108074871|XP_017022580.1|DKIK	LOC5568617|XP_001652449.1|AAEG
OG0001053	LOC108080091|XP_017030188.1|DKIK	LOC5571894|XP_001653808.2|AAEG
OG0001054	LOC108083707|XP_017035093.1|DKIK, LOC108083709|XP_017035095.1|DKIK	LOC5574413|XP_001655120.1|AAEG
OG0001055	LOC108082646|XP_017033618.1|DKIK, LOC108083163|XP_017034342.1|DKIK	LOC5567606|XP_001657583.2|AAEG
OG0001056	LOC108075630|XP_017023656.1|DKIK, LOC108079283|XP_017029069.1|DKIK	LOC5570986|XP_001659451.2|AAEG
OG0001057	LOC108082223|XP_017033050.1|DKIK	LOC5571397|XP_001653648.2|AAEG
OG0001058	LOC108083573|XP_017034919.1|DKIK	LOC5570053|XP_021707851.1|AAEG
OG0001072	LOC108079448|XP_017029271.1|DKIK	LOC110674795|XP_021694845.1|AAEG
OG0001073	LOC108085579|XP_017037729.1|DKIK	LOC5563637|XP_021708988.1|AAEG, LOC5569408|XP_021703075.1|AAEG, LOC5578273|XP_021694310.1|AAEG, LOC5564186|XP_021708718.1|AAEG
OG0001074	LOC108070919|XP_017017067.1|DKIK	LOC5568441|XP_001652273.1|AAEG
OG0001075	LOC108071173|XP_017017344.1|DKIK	LOC5566298|XP_001650675.1|AAEG
OG0001077	LOC108071597|XP_017017866.1|DKIK, LOC108071213|XP_017017383.1|DKIK, LOC108083044|XP_017034162.1|DKIK	LOC5578932|XP_021693197.1|AAEG, LOC110680824|XP_021712296.1|AAEG
OG0001078	LOC108082944|XP_017034050.1|DKIK	LOC5565588|XP_001649970.1|AAEG, LOC5573424|XP_021697821.1|AAEG
OG0001079	LOC108072731|XP_017019482.1|DKIK	LOC5575758|XP_001662179.2|AAEG
OG0001080	LOC108071527|XP_017017788.1|DKIK	LOC5563731|XP_001648022.2|AAEG
OG0001081	LOC108077554|XP_017026471.1|DKIK	LOC5571775|XP_001659906.2|AAEG, LOC5568116|XP_001652055.1|AAEG
OG0001082	LOC108076768|XP_017025258.1|DKIK	LOC5572898|XP_001654240.1|AAEG
OG0001083	LOC108074906|XP_017022624.1|DKIK, LOC108075336|XP_017023240.1|DKIK, LOC108078724|XP_017028214.1|DKIK	LOC5566297|XP_001650674.2|AAEG
OG0001084	LOC108076334|XP_017024607.1|DKIK	LOC5567273|XP_021707529.1|AAEG, LOC5565651|XP_021696900.1|AAEG
OG0001085	LOC108070934|XP_017017075.1|DKIK	LOC5574897|XP_021697029.1|AAEG
OG0001086	LOC108072084|XP_017018584.1|DKIK	LOC5573548|XP_001654683.1|AAEG
OG0001087	LOC108082001|XP_017032734.1|DKIK	LOC110681082|XP_021712548.1|AAEG, LOC110681081|XP_021712547.1|AAEG, LOC5578606|XP_021697940.1|AAEG, LOC5565122|XP_021712549.1|AAEG
OG0001088	LOC108078633|XP_017028046.1|DKIK	LOC5574153|XP_001655060.1|AAEG, LOC5574154|XP_021698437.1|AAEG, LOC110676121|XP_021698436.1|AAEG, LOC5566830|XP_001651230.2|AAEG
OG0001089	LOC108079909|XP_017029932.1|DKIK	LOC5573682|XP_001661004.2|AAEG
OG0001090	LOC108080588|XP_017030885.1|DKIK	LOC5577314|XP_021699017.1|AAEG, LOC5578577|XP_021699015.1|AAEG, LOC5574562|XP_021699013.1|AAEG
OG0001092	LOC108085244|XP_017037278.1|DKIK	LOC5570895|XP_021700677.1|AAEG
OG0001093	LOC108077437|XP_017026241.1|DKIK	LOC110680777|XP_021712253.1|AAEG, LOC110676568|XP_021700678.1|AAEG, LOC5572918|XP_001654252.1|AAEG
OG0001094	LOC108074441|XP_017021969.1|DKIK, LOC108074385|XP_017021900.1|DKIK	LOC5565811|XP_021695262.1|AAEG
OG0001095	LOC108082550|XP_017033479.1|DKIK	LOC23687873|XP_021701025.1|AAEG, LOC5565367|XP_001649745.1|AAEG, LOC5565366|XP_021701024.1|AAEG
OG0001096	LOC108082837|XP_017033891.1|DKIK	LOC5571654|XP_021701198.1|AAEG
OG0001097	LOC108077768|XP_017026750.1|DKIK, LOC108085847|XP_017038097.1|DKIK	LOC5570690|XP_001659280.2|AAEG
OG0001098	LOC108073897|XP_017021175.1|DKIK	LOC5567389|XP_001651791.1|AAEG
OG0001099	LOC108085828|XP_017038071.1|DKIK, LOC108085788|XP_017038024.1|DKIK	LOC5579278|XP_001647586.2|AAEG
OG0001100	LOC108084959|XP_017036901.1|DKIK	LOC5575334|XP_001655711.1|AAEG
OG0001101	LOC108076293|XP_017024549.1|DKIK	LOC5578976|XP_021704495.1|AAEG
OG0001102	LOC108075176|XP_017022986.1|DKIK	LOC5572716|XP_021705283.1|AAEG, LOC5577310|XP_021711284.1|AAEG
OG0001103	LOC108077848|XP_017026867.1|DKIK	LOC5578111|XP_001656809.1|AAEG, LOC5578112|XP_001656810.1|AAEG
OG0001104	LOC108082432|XP_017033291.1|DKIK	LOC5566543|XP_001650938.1|AAEG, LOC110680201|XP_021711712.1|AAEG
OG0001105	LOC108080121|XP_017030241.1|DKIK	LOC5566551|XP_001650928.1|AAEG
OG0001106	LOC108070700|XP_017016778.1|DKIK, LOC108070682|XP_017016748.1|DKIK	LOC5565423|XP_001649806.1|AAEG, LOC5565437|XP_021710521.1|AAEG
OG0001118	LOC108073421|XP_017020529.1|DKIK	LOC5576587|XP_001656164.1|AAEG
OG0001119	LOC108085306|XP_017037353.1|DKIK, LOC108080752|XP_017031095.1|DKIK	LOC5578575|XP_001663964.2|AAEG, LOC5578993|XP_001664172.2|AAEG
OG0001120	LOC108073569|XP_017020744.1|DKIK	LOC5579964|XP_021694051.1|AAEG, LOC5579967|XP_021694034.1|AAEG
OG0001121	LOC108083304|XP_017034533.1|DKIK	LOC5576746|XP_021695668.1|AAEG
OG0001122	LOC108071557|XP_017017825.1|DKIK	LOC5580002|XP_021696287.1|AAEG
OG0001124	LOC108071456|XP_017017706.1|DKIK	LOC5566358|XP_011493024.2|AAEG
OG0001125	LOC108084059|XP_017035566.1|DKIK	LOC5564459|XP_001648807.1|AAEG, LOC5564448|XP_021697773.1|AAEG
OG0001126	LOC108085998|XP_017038287.1|DKIK	LOC5564449|XP_021697783.1|AAEG
OG0001127	LOC108073820|XP_017021088.1|DKIK	LOC110676270|XP_021699174.1|AAEG, LOC5577767|XP_001663540.2|AAEG
OG0001128	LOC108072883|XP_017019693.1|DKIK	LOC5569022|XP_021699805.1|AAEG, LOC5568978|XP_001658266.2|AAEG, LOC110680432|XP_021711921.1|AAEG
OG0001129	LOC108072593|XP_017019294.1|DKIK	LOC5580253|XP_021700216.1|AAEG
OG0001130	LOC108082022|XP_017032779.1|DKIK, LOC108071945|XP_017018403.1|DKIK	LOC5565380|XP_001649719.1|AAEG
OG0001131	LOC108081837|XP_017032566.1|DKIK	LOC5569186|XP_021701055.1|AAEG, LOC5569188|XP_021701062.1|AAEG, LOC5569187|XP_021701057.1|AAEG
OG0001133	LOC108073635|XP_017020841.1|DKIK	LOC5567743|XP_021702162.1|AAEG
OG0001134	LOC108082180|XP_017032986.1|DKIK	LOC5566394|XP_001650777.2|AAEG
OG0001135	LOC108077868|XP_017026895.1|DKIK	LOC110681483|XP_021712937.1|AAEG, LOC5577456|XP_001663382.1|AAEG, LOC5578027|XP_001656767.1|AAEG
OG0001136	LOC108072041|XP_017018512.1|DKIK	LOC5576263|XP_021705682.1|AAEG
OG0001137	LOC108084936|XP_017036823.1|DKIK	LOC110680734|XP_021712217.1|AAEG, LOC5578514|XP_001663904.1|AAEG
OG0001138	LOC108071528|XP_017017789.1|DKIK	LOC5572135|XP_021705094.1|AAEG
OG0001139	LOC108070486|XP_017016466.1|DKIK	LOC5574958|XP_021709947.1|AAEG
OG0001153	LOC108072173|XP_017018713.1|DKIK	LOC110679098|XP_021708772.1|AAEG
OG0001154	LOC108082069|XP_017032842.1|DKIK	LOC5568239|XP_021701587.1|AAEG, LOC5570838|XP_021694225.1|AAEG, LOC110679193|XP_021708992.1|AAEG, LOC23687831|XP_021702807.1|AAEG, LOC110676973|XP_021702808.1|AAEG, LOC5576517|XP_001662707.2|AAEG, LOC5571238|XP_021704526.1|AAEG, LOC5573547|XP_001654682.2|AAEG, LOC5568242|XP_021712402.1|AAEG, LOC110675196|XP_021695299.1|AAEG, LOC110675139|XP_021695212.1|AAEG
OG0001155	LOC108072453|XP_017019072.1|DKIK	LOC5572551|XP_021698157.1|AAEG
OG0001157	LOC108074040|XP_017021397.1|DKIK	LOC5575867|XP_021704769.1|AAEG
OG0001158	LOC108081435|XP_017032106.1|DKIK	LOC5579227|XP_001664307.1|AAEG
OG0001159	LOC108075715|XP_017023735.1|DKIK	LOC5577246|XP_021710377.1|AAEG
OG0001160	LOC108077750|XP_017026712.1|DKIK	LOC5577411|XP_001656491.2|AAEG
OG0001161	LOC108077693|XP_017026615.1|DKIK	LOC5566642|XP_021711748.1|AAEG
OG0001162	LOC108073251|XP_017020296.1|DKIK	LOC5576344|XP_021693313.1|AAEG
OG0001164	LOC108075390|XP_017023290.1|DKIK	LOC5575602|XP_001662091.2|AAEG
OG0001165	LOC108074219|XP_017021652.1|DKIK	LOC5565600|XP_021693794.1|AAEG
OG0001167	LOC108085092|XP_017037050.1|DKIK	LOC5577554|XP_021696671.1|AAEG
OG0001168	LOC108076723|XP_017025181.1|DKIK	LOC5572693|XP_001660512.1|AAEG
OG0001169	LOC108071242|XP_017017415.1|DKIK	LOC5567092|XP_021697463.1|AAEG, LOC5566849|XP_001651270.2|AAEG
OG0001170	LOC108071263|XP_017017441.1|DKIK	LOC5568877|XP_001652599.2|AAEG
OG0001171	LOC108077511|XP_017026358.1|DKIK	LOC5572977|XP_021698415.1|AAEG
OG0001172	LOC108074216|XP_017021648.1|DKIK	LOC5566033|XP_021698883.1|AAEG
OG0001173	LOC108084998|XP_017036915.1|DKIK	LOC5576977|XP_001663072.2|AAEG
OG0001174	LOC108071631|XP_017017902.1|DKIK	LOC5569279|XP_001652811.1|AAEG
OG0001175	LOC108073062|XP_017020020.1|DKIK	LOC5574385|XP_001661410.2|AAEG
OG0001176	LOC108074727|XP_017022371.1|DKIK	LOC5571149|XP_021700283.1|AAEG
