Orthogroup	DKIK.longest_only	CPIP.longest_only
OG0000703	LOC108085303|XP_017037349.1|DKIK, LOC108082552|XP_017033486.1|DKIK	LOC120415396|XP_039432859.1|CPIP
OG0000704	LOC108071686|XP_017017989.1|DKIK, LOC108086018|XP_017038317.1|DKIK	LOC120415202|XP_039432596.1|CPIP
OG0000705	LOC108079057|XP_017028755.1|DKIK, LOC108079056|XP_017028752.1|DKIK	LOC120415894|XP_039433467.1|CPIP
OG0000706	LOC108074272|XP_017021732.1|DKIK, LOC108080504|XP_017030761.1|DKIK	LOC120431510|XP_039452545.1|CPIP, LOC120417499|XP_039435510.1|CPIP
OG0000707	LOC108072249|XP_017018799.1|DKIK, LOC108082650|XP_017033632.1|DKIK, LOC108083906|XP_017035391.1|DKIK	LOC120420877|XP_039439931.1|CPIP, LOC120417438|XP_039435414.1|CPIP
OG0000708	LOC108076059|XP_017024235.1|DKIK, LOC108083464|XP_017034736.1|DKIK	LOC120414023|XP_039430974.1|CPIP
OG0000709	LOC108073680|XP_017020896.1|DKIK, LOC108079956|XP_017030004.1|DKIK	LOC120425929|XP_039446484.1|CPIP
OG0000710	LOC108084057|XP_017035565.1|DKIK, LOC108073036|XP_017019986.1|DKIK	LOC120419565|XP_039438228.1|CPIP
OG0000711	LOC108071897|XP_017018316.1|DKIK, LOC108071884|XP_017018302.1|DKIK, LOC108080141|XP_017030264.1|DKIK	LOC120414993|XP_039432285.1|CPIP
OG0000712	LOC108073287|XP_017020333.1|DKIK, LOC108073388|XP_017020465.1|DKIK	LOC120415327|XP_039432747.1|CPIP
OG0000713	LOC108070668|XP_017016729.1|DKIK, LOC108082348|XP_017033173.1|DKIK	LOC120426914|XP_039447655.1|CPIP
OG0000714	LOC108071238|XP_017017411.1|DKIK, LOC108078824|XP_017028400.1|DKIK	LOC120425956|XP_039446531.1|CPIP
OG0000715	LOC108080630|XP_017030943.1|DKIK, LOC108080586|XP_017030880.1|DKIK	LOC120425955|XP_039446529.1|CPIP
OG0000716	LOC108073683|XP_017020898.1|DKIK, LOC108072801|XP_017019576.1|DKIK	LOC120416855|XP_039434686.1|CPIP
OG0000723	LOC108080868|XP_017031260.1|DKIK, LOC108080952|XP_017031353.1|DKIK	LOC120415619|XP_039433149.1|CPIP
OG0000724	LOC108074177|XP_017021602.1|DKIK, LOC108073732|XP_017020980.1|DKIK	LOC120424175|XP_039444197.1|CPIP
OG0000726	LOC108070648|XP_017016706.1|DKIK, LOC108070665|XP_017016725.1|DKIK	LOC120415569|XP_039433085.1|CPIP
OG0000727	LOC108084380|XP_017036061.1|DKIK	LOC120418385|XP_039436693.1|CPIP, LOC120418370|XP_039436666.1|CPIP
OG0000728	LOC108071694|XP_017017997.1|DKIK, LOC108073376|XP_017020439.1|DKIK	LOC120423585|XP_039443379.1|CPIP
OG0000729	LOC108085022|XP_017036957.1|DKIK, LOC108085023|XP_017036958.1|DKIK	LOC120423358|XP_039443069.1|CPIP
OG0000730	LOC108078718|XP_017028206.1|DKIK, LOC108074512|XP_017022078.1|DKIK	LOC120417800|XP_039435933.1|CPIP
OG0000731	LOC108078970|XP_017028624.1|DKIK, LOC108076237|XP_017024472.1|DKIK	LOC120419772|XP_039438536.1|CPIP
OG0000732	LOC108078694|XP_017028134.1|DKIK, LOC108078695|XP_017028136.1|DKIK	LOC120413384|XP_039430116.1|CPIP
OG0000733	LOC108086012|XP_017038312.1|DKIK	LOC120412609|XP_039429091.1|CPIP
OG0000734	LOC108081454|XP_017032133.1|DKIK, LOC108073498|XP_017020647.1|DKIK	LOC120421378|XP_039440503.1|CPIP
OG0000735	LOC108077286|XP_017026052.1|DKIK	LOC120428673|XP_039449660.1|CPIP
OG0000736	LOC108085357|XP_017037416.1|DKIK, LOC108085350|XP_017037404.1|DKIK	LOC120416311|XP_039433966.1|CPIP
OG0000738	LOC108077040|XP_017025659.1|DKIK, LOC108077367|XP_017026152.1|DKIK	LOC120415559|XP_039433066.1|CPIP
OG0000739	LOC108075611|XP_017023633.1|DKIK, LOC108075657|XP_017023694.1|DKIK	LOC120418418|XP_039436733.1|CPIP, LOC120412505|XP_039428939.1|CPIP
OG0000740	LOC108083172|XP_017034348.1|DKIK	LOC120420376|XP_039439313.1|CPIP
OG0000741	LOC108083876|XP_017035354.1|DKIK	LOC120413897|XP_039430812.1|CPIP, LOC120414929|XP_039432198.1|CPIP
OG0000742	LOC108080040|XP_017030106.1|DKIK, LOC108080178|XP_017030315.1|DKIK	LOC120423374|XP_039443091.1|CPIP
OG0000743	LOC108075241|XP_017023086.1|DKIK, LOC108072242|XP_017018792.1|DKIK	LOC120413024|XP_039429630.1|CPIP
OG0000744	LOC108078531|XP_017027932.1|DKIK	LOC120414224|XP_039431268.1|CPIP, LOC120414230|XP_039431274.1|CPIP
OG0000746	LOC108076599|XP_017025001.1|DKIK	LOC120415831|XP_039433401.1|CPIP
OG0000753	LOC108077811|XP_017026818.1|DKIK, LOC108078637|XP_017028055.1|DKIK	LOC120432583|XP_039453755.1|CPIP
OG0000754	LOC108077035|XP_017025657.1|DKIK, LOC108075221|XP_017023052.1|DKIK	LOC120425633|XP_039446149.1|CPIP
OG0000755	LOC108074038|XP_017021395.1|DKIK, LOC108074041|XP_017021398.1|DKIK	LOC120424343|XP_039444367.1|CPIP
OG0000756	LOC108073593|XP_017020776.1|DKIK	LOC120416674|XP_039434427.1|CPIP
OG0000756	LOC108073594|XP_017020777.1|DKIK	LOC120417084|XP_039434998.1|CPIP
OG0000757	LOC108079838|XP_017029830.1|DKIK	LOC120413458|XP_039430229.1|CPIP
OG0000758	LOC108071503|XP_017017755.1|DKIK, LOC108071501|XP_017017752.1|DKIK	LOC120426139|XP_039446787.1|CPIP
OG0000761	LOC108077102|XP_017025776.1|DKIK, LOC108076899|XP_017025423.1|DKIK	LOC120426315|XP_039447008.1|CPIP
OG0000762	LOC108074861|XP_017022563.1|DKIK, LOC108077358|XP_017026141.1|DKIK	LOC120431691|XP_039452740.1|CPIP, LOC120413861|XP_039430758.1|CPIP
OG0000764	LOC108075393|XP_017023292.1|DKIK, LOC108071766|XP_017018095.1|DKIK	LOC120416982|XP_039434838.1|CPIP
OG0000765	LOC108079037|XP_017028707.1|DKIK, LOC108084679|XP_017036499.1|DKIK	LOC120417525|XP_039435542.1|CPIP
OG0000766	LOC108082721|XP_017033717.1|DKIK, LOC108076048|XP_017024211.1|DKIK	LOC120414850|XP_039432108.1|CPIP
OG0000767	LOC108075363|XP_017023262.1|DKIK, LOC108083293|XP_017034518.1|DKIK	LOC120423444|XP_039443195.1|CPIP
OG0000768	LOC108075006|XP_017022740.1|DKIK	LOC120421500|XP_039440653.1|CPIP
OG0000769	LOC108081048|XP_017031507.1|DKIK, LOC108078219|XP_017027399.1|DKIK	LOC120412516|XP_039428946.1|CPIP
OG0000770	LOC108073099|XP_017020075.1|DKIK, LOC108073098|XP_017020074.1|DKIK	LOC120432659|XP_039453839.1|CPIP, LOC120413150|XP_039429790.1|CPIP, LOC120432661|XP_039453841.1|CPIP
OG0000771	LOC108080572|XP_017030869.1|DKIK, LOC108080560|XP_017030858.1|DKIK	LOC120422224|XP_039441543.1|CPIP, LOC120431658|XP_039452697.1|CPIP
OG0000779	LOC108083785|XP_017035200.1|DKIK	LOC120429662|XP_039450626.1|CPIP, LOC120416907|XP_039434740.1|CPIP, LOC120421811|XP_039441023.1|CPIP, LOC120430888|XP_039451974.1|CPIP, LOC120424409|XP_039444448.1|CPIP
OG0000780	LOC108078537|XP_017027937.1|DKIK	LOC120418409|XP_039436760.1|CPIP, LOC120418035|XP_039436253.1|CPIP, LOC120418333|XP_039436646.1|CPIP
OG0000781	LOC108083493|XP_017034782.1|DKIK, LOC108084759|XP_017036563.1|DKIK	LOC120414167|XP_039431153.1|CPIP
OG0000782	LOC108073826|XP_017021095.1|DKIK, LOC108083360|XP_017034592.1|DKIK	LOC120425469|XP_039445938.1|CPIP
OG0000783	LOC108073809|XP_017021073.1|DKIK, LOC108079152|XP_017028889.1|DKIK	LOC120425480|XP_039445951.1|CPIP
OG0000784	LOC108080095|XP_017030193.1|DKIK	LOC120428957|XP_039450028.1|CPIP
OG0000785	LOC108070644|XP_017016701.1|DKIK, LOC108083987|XP_017035488.1|DKIK	LOC120425382|XP_039445831.1|CPIP, LOC120425381|XP_039445830.1|CPIP
OG0000786	LOC108081722|XP_017032429.1|DKIK, LOC108078479|XP_017027848.1|DKIK, LOC108084831|XP_017036683.1|DKIK	LOC120429815|XP_039450805.1|CPIP
OG0000787	LOC108078803|XP_017028360.1|DKIK, LOC108076020|XP_017024167.1|DKIK	LOC120430342|XP_039451379.1|CPIP
OG0000788	LOC108074772|XP_017022438.1|DKIK, LOC108078215|XP_017027395.1|DKIK	LOC120416496|XP_039434146.1|CPIP
OG0000789	LOC108073602|XP_017020783.1|DKIK, LOC108073629|XP_017020820.1|DKIK	LOC120414727|XP_039431965.1|CPIP
OG0000790	LOC108079680|XP_017029571.1|DKIK, LOC108079681|XP_017029573.1|DKIK	LOC120412832|XP_039429373.1|CPIP
OG0000791	LOC108072165|XP_017018702.1|DKIK, LOC108074374|XP_017021887.1|DKIK	LOC120421987|XP_039441235.1|CPIP, LOC120415555|XP_039433063.1|CPIP
OG0000792	LOC108074397|XP_017021913.1|DKIK	LOC120415597|XP_039433125.1|CPIP
OG0000793	LOC108078025|XP_017027112.1|DKIK	LOC120423637|XP_039443443.1|CPIP
OG0000794	LOC108083402|XP_017034641.1|DKIK	LOC120430634|XP_039451663.1|CPIP, LOC120430632|XP_039451661.1|CPIP, LOC120431042|XP_039452127.1|CPIP, LOC120430630|XP_039451659.1|CPIP, LOC120431043|XP_039452128.1|CPIP
OG0000796	LOC108080930|XP_017031323.1|DKIK, LOC108084489|XP_017036210.1|DKIK	LOC120432573|XP_039453733.1|CPIP
OG0000797	LOC108073207|XP_017020216.1|DKIK, LOC108073208|XP_017020217.1|DKIK	LOC120414099|XP_039431056.1|CPIP, LOC120419430|XP_039438042.1|CPIP
OG0000798	LOC108070898|XP_017017034.1|DKIK, LOC108070873|XP_017016997.1|DKIK	LOC120415294|XP_039432697.1|CPIP
OG0000799	LOC108085597|XP_017037753.1|DKIK, LOC108080536|XP_017030826.1|DKIK	LOC120424434|XP_039444488.1|CPIP, LOC120428134|XP_039449050.1|CPIP
OG0000801	LOC108072269|XP_017018824.1|DKIK, LOC108072316|XP_017018879.1|DKIK	LOC120431544|XP_039452587.1|CPIP
OG0000802	LOC108075372|XP_017023271.1|DKIK, LOC108084301|XP_017035953.1|DKIK, LOC108070872|XP_017017000.1|DKIK	LOC120419165|XP_039437749.1|CPIP, LOC120419161|XP_039437744.1|CPIP, LOC120419173|XP_039437760.1|CPIP
OG0000803	LOC108077240|XP_017025988.1|DKIK, LOC108073584|XP_017020760.1|DKIK	LOC120412688|XP_039429199.1|CPIP
OG0000810	LOC108081338|XP_017031968.1|DKIK, LOC108081339|XP_017031969.1|DKIK, LOC108081295|XP_017031871.1|DKIK	LOC120430093|XP_039451114.1|CPIP, LOC120424339|XP_039444365.1|CPIP
OG0000811	LOC108085745|XP_017037967.1|DKIK, LOC108076422|XP_017024755.1|DKIK	LOC120430979|XP_039452051.1|CPIP
OG0000812	LOC108071815|XP_017018205.1|DKIK	LOC120427000|XP_039447755.1|CPIP
OG0000814	LOC108072487|XP_017019142.1|DKIK	LOC120419319|XP_039437923.1|CPIP, LOC120414046|XP_039431001.1|CPIP
OG0000815	LOC108081417|XP_017032088.1|DKIK	LOC120420094|XP_039438966.1|CPIP, LOC120420412|XP_039439366.1|CPIP, LOC120419953|XP_039438750.1|CPIP, LOC120419959|XP_039438759.1|CPIP
OG0000816	LOC108084446|XP_017036143.1|DKIK, LOC108084216|XP_017035828.1|DKIK	LOC120415564|XP_039433070.1|CPIP
OG0000817	LOC108072025|XP_017018495.1|DKIK, LOC108072044|XP_017018518.1|DKIK	LOC120432393|XP_039453522.1|CPIP
OG0000818	LOC108076097|XP_017024309.1|DKIK, LOC108076058|XP_017024238.1|DKIK	LOC120420870|XP_039439923.1|CPIP, LOC120417437|XP_039435412.1|CPIP
OG0000820	LOC108079173|XP_017028913.1|DKIK, LOC108078558|XP_017027965.1|DKIK	LOC120418431|XP_039436744.1|CPIP
OG0000821	LOC108084536|XP_017036262.1|DKIK, LOC108073060|XP_017020018.1|DKIK	LOC120414923|XP_039432191.1|CPIP
OG0000822	LOC108077471|XP_017026278.1|DKIK, LOC108074828|XP_017022517.1|DKIK	LOC120428520|XP_039449477.1|CPIP, LOC120416210|XP_039433836.1|CPIP
OG0000831	LOC108073965|XP_017021296.1|DKIK	LOC120427282|XP_039448065.1|CPIP, LOC120427278|XP_039448062.1|CPIP, LOC120414834|XP_039432094.1|CPIP
OG0000832	LOC108078439|XP_017027811.1|DKIK, LOC108081842|XP_017032572.1|DKIK	LOC120421010|XP_039440062.1|CPIP
OG0000833	LOC108085488|XP_017037597.1|DKIK	LOC120422698|XP_039442145.1|CPIP
OG0000834	LOC108073364|XP_017020416.1|DKIK, LOC108073274|XP_017020320.1|DKIK, LOC108084526|XP_017036251.1|DKIK	LOC120418860|XP_039437327.1|CPIP
OG0000836	LOC108081845|XP_017032575.1|DKIK, LOC108077157|XP_017025878.1|DKIK	LOC120415979|XP_039433566.1|CPIP
OG0000837	LOC108072114|XP_017018624.1|DKIK	LOC120417498|XP_039435509.1|CPIP
OG0000839	LOC108073265|XP_017020315.1|DKIK	LOC120413954|XP_039430891.1|CPIP
OG0000840	LOC108085114|XP_017037083.1|DKIK, LOC108071845|XP_017018248.1|DKIK	LOC120423439|XP_039443189.1|CPIP
OG0000843	LOC108072185|XP_017018730.1|DKIK	LOC120431268|XP_039452336.1|CPIP
OG0000844	LOC108072172|XP_017018712.1|DKIK, LOC108081019|XP_017031455.1|DKIK	LOC120414979|XP_039432248.1|CPIP
OG0000845	LOC108084585|XP_017036351.1|DKIK, LOC108080381|XP_017030592.1|DKIK	LOC120417392|XP_039435347.1|CPIP, LOC120417419|XP_039435396.1|CPIP
OG0000854	LOC108070940|XP_017017097.1|DKIK	LOC120432213|XP_039453307.1|CPIP
OG0000855	LOC108079425|XP_017029245.1|DKIK, LOC108084909|XP_017036794.1|DKIK, LOC108084911|XP_017036795.1|DKIK	LOC120419350|XP_039437982.1|CPIP
OG0000856	LOC108079194|XP_017028945.1|DKIK, LOC108083284|XP_017034502.1|DKIK	LOC120421057|XP_039440135.1|CPIP
OG0000857	LOC108074185|XP_017021611.1|DKIK	LOC120424313|XP_039444331.1|CPIP, LOC120418642|XP_039437022.1|CPIP
OG0000858	LOC108080811|XP_017031202.1|DKIK	LOC120426684|XP_039447392.1|CPIP
OG0000860	LOC108079823|XP_017029801.1|DKIK	LOC120428391|XP_039449328.1|CPIP
OG0000861	LOC108076157|XP_017024372.1|DKIK, LOC108076215|XP_017024445.1|DKIK	LOC120428748|XP_039449764.1|CPIP
OG0000862	LOC108078395|XP_017027740.1|DKIK, LOC108074511|XP_017022081.1|DKIK	LOC120418915|XP_039437380.1|CPIP
OG0000863	LOC108075544|XP_017023536.1|DKIK, LOC108077924|XP_017026952.1|DKIK, LOC108077677|XP_017026588.1|DKIK, LOC108077587|XP_017026470.1|DKIK	LOC120412605|XP_039429087.1|CPIP
OG0000865	LOC108073211|XP_017020228.1|DKIK	LOC120423669|XP_039443489.1|CPIP
OG0000866	LOC108074435|XP_017021962.1|DKIK, LOC108074434|XP_017021960.1|DKIK	LOC120422619|XP_039442049.1|CPIP
OG0000867	LOC108077348|XP_017026126.1|DKIK, LOC108077226|XP_017025973.1|DKIK	LOC120413111|XP_039429751.1|CPIP
OG0000868	LOC108084496|XP_017036224.1|DKIK	LOC120419336|XP_039437941.1|CPIP, LOC120414763|XP_039432009.1|CPIP
OG0000869	LOC108085474|XP_017037580.1|DKIK	LOC120431030|XP_039452116.1|CPIP
OG0000871	LOC108082582|XP_017033529.1|DKIK	LOC120416744|XP_039434513.1|CPIP
OG0000872	LOC108082911|XP_017033984.1|DKIK, LOC108072088|XP_017018585.1|DKIK	LOC120418438|XP_039436780.1|CPIP
OG0000873	LOC108080638|XP_017030953.1|DKIK	LOC120414951|XP_039432215.1|CPIP, LOC120423917|XP_039443832.1|CPIP, LOC120414941|XP_039432205.1|CPIP
OG0000874	LOC108076509|XP_017024903.1|DKIK	LOC120423682|XP_039443508.1|CPIP
OG0000875	LOC108083057|XP_017034177.1|DKIK	LOC120429100|XP_039450197.1|CPIP
OG0000882	LOC108085972|XP_017038259.1|DKIK	LOC120415611|XP_039433139.1|CPIP
OG0000883	LOC108076650|XP_017025075.1|DKIK	LOC120419054|XP_039437562.1|CPIP, LOC120420051|XP_039438897.1|CPIP, LOC120425029|XP_039445334.1|CPIP, LOC120421899|XP_039441131.1|CPIP, LOC120420379|XP_039439326.1|CPIP
OG0000884	LOC108076882|XP_017025401.1|DKIK, LOC108071208|XP_017017378.1|DKIK	LOC120427201|XP_039447995.1|CPIP
OG0000885	LOC108085674|XP_017037856.1|DKIK	LOC120424055|XP_039444010.1|CPIP, LOC120424044|XP_039444000.1|CPIP, LOC120424045|XP_039444001.1|CPIP
OG0000887	LOC108084443|XP_017036139.1|DKIK	LOC120420686|XP_039439715.1|CPIP, LOC120420673|XP_039439704.1|CPIP, LOC120425775|XP_039446321.1|CPIP
OG0000888	LOC108079058|XP_017028756.1|DKIK, LOC108079021|XP_017028689.1|DKIK	LOC120412402|XP_039428795.1|CPIP
OG0000889	LOC108072677|XP_017019407.1|DKIK	LOC120418561|XP_039436926.1|CPIP
OG0000890	LOC108076459|XP_017024830.1|DKIK, LOC108074904|XP_017022621.1|DKIK, LOC108076914|XP_017025447.1|DKIK	LOC120422694|XP_039442137.1|CPIP
OG0000891	LOC108072850|XP_017019656.1|DKIK, LOC108082237|XP_017033064.1|DKIK	LOC120413113|XP_039429753.1|CPIP
OG0000892	LOC108073887|XP_017021161.1|DKIK, LOC108075250|XP_017023099.1|DKIK	LOC120428476|XP_039449427.1|CPIP
OG0000893	LOC108084102|XP_017035618.1|DKIK	LOC120414042|XP_039431000.1|CPIP, LOC120415367|XP_039432803.1|CPIP, LOC120413619|XP_039430463.1|CPIP, LOC120414024|XP_039430983.1|CPIP, LOC120414031|XP_039430990.1|CPIP, LOC120413628|XP_039430476.1|CPIP
OG0000894	LOC108080418|XP_017030640.1|DKIK, LOC108080417|XP_017030639.1|DKIK, LOC108081231|XP_017031799.1|DKIK	LOC120412970|XP_039429552.1|CPIP
OG0000895	LOC108076327|XP_017024601.1|DKIK, LOC108076326|XP_017024599.1|DKIK, LOC108076325|XP_017024597.1|DKIK	LOC120430631|XP_039451660.1|CPIP, LOC120431041|XP_039452126.1|CPIP
OG0000896	LOC108076252|XP_017024490.1|DKIK, LOC108084002|XP_017035504.1|DKIK, LOC108080549|XP_017030842.1|DKIK	LOC120422176|XP_039441485.1|CPIP
OG0000907	LOC108072186|XP_017018731.1|DKIK	LOC120422532|XP_039441927.1|CPIP
OG0000909	LOC108075505|XP_017023461.1|DKIK	LOC120424456|XP_039444523.1|CPIP
OG0000910	LOC108083527|XP_017034850.1|DKIK, LOC108085003|XP_017036921.1|DKIK	LOC120432597|XP_039453770.1|CPIP
OG0000911	LOC108072458|XP_017019080.1|DKIK, LOC108073054|XP_017020010.1|DKIK	LOC120417462|XP_039435459.1|CPIP
OG0000912	LOC108083145|XP_017034316.1|DKIK	LOC120418557|XP_039436921.1|CPIP
OG0000913	LOC108070453|XP_017016419.1|DKIK	LOC120418826|XP_039437276.1|CPIP
OG0000914	LOC108082394|XP_017033228.1|DKIK	LOC120418298|XP_039436562.1|CPIP, LOC120418292|XP_039436556.1|CPIP, LOC120418291|XP_039436554.1|CPIP, LOC120418294|XP_039436558.1|CPIP, LOC120418293|XP_039436557.1|CPIP, LOC120419858|XP_039438629.1|CPIP
OG0000915	LOC108082506|XP_017033424.1|DKIK, LOC108076219|XP_017024450.1|DKIK	LOC120416134|XP_039433742.1|CPIP, LOC120423137|XP_039442750.1|CPIP
OG0000916	LOC108079611|XP_017029464.1|DKIK	LOC120419180|XP_039437774.1|CPIP, LOC120419181|XP_039437782.1|CPIP
OG0000917	LOC108075845|XP_017023912.1|DKIK	LOC120414568|XP_039431721.1|CPIP
OG0000918	LOC108083983|XP_017035491.1|DKIK, LOC108077062|XP_017025717.1|DKIK, LOC108072530|XP_017019193.1|DKIK	LOC120420514|XP_039439508.1|CPIP, LOC120413898|XP_039430809.1|CPIP
OG0000920	LOC108080991|XP_017031409.1|DKIK	LOC120415401|XP_039432861.1|CPIP, LOC120415381|XP_039432839.1|CPIP, LOC120415349|XP_039432772.1|CPIP, LOC120415392|XP_039432852.1|CPIP, LOC120415348|XP_039432771.1|CPIP, LOC120415389|XP_039432846.1|CPIP, LOC120430879|XP_039451942.1|CPIP
OG0000921	LOC108083456|XP_017034715.1|DKIK, LOC108083454|XP_017034713.1|DKIK	LOC120413978|XP_039430918.1|CPIP
OG0000922	LOC108072650|XP_017019370.1|DKIK, LOC108072646|XP_017019365.1|DKIK	LOC120422036|XP_039441299.1|CPIP
OG0000923	LOC108080592|XP_017030889.1|DKIK, LOC108083198|XP_017034390.1|DKIK	LOC120423161|XP_039442776.1|CPIP, LOC120429725|XP_039450705.1|CPIP
OG0000924	LOC108072920|XP_017019757.1|DKIK, LOC108080521|XP_017030801.1|DKIK	LOC120418575|XP_039436954.1|CPIP
OG0000925	LOC108073679|XP_017020895.1|DKIK	LOC120423899|XP_039443814.1|CPIP, LOC120423887|XP_039443795.1|CPIP
OG0000935	LOC108081000|XP_017031423.1|DKIK	LOC120413347|XP_039430059.1|CPIP
OG0000936	LOC108084501|XP_017036228.1|DKIK, LOC108079174|XP_017028914.1|DKIK	LOC120424541|XP_039444639.1|CPIP
OG0000937	LOC108085040|XP_017036981.1|DKIK	LOC120421436|XP_039440578.1|CPIP, LOC120423044|XP_039442646.1|CPIP
OG0000938	LOC108072262|XP_017018819.1|DKIK, LOC108071227|XP_017017404.1|DKIK	LOC120418068|XP_039436262.1|CPIP
OG0000939	LOC108079613|XP_017029477.1|DKIK, LOC108079583|XP_017029416.1|DKIK	LOC120429750|XP_039451052.1|CPIP
OG0000941	LOC108085781|XP_017038020.1|DKIK, LOC108078502|XP_017027890.1|DKIK	LOC120416887|XP_039434719.1|CPIP
OG0000942	LOC108085817|XP_017038057.1|DKIK	LOC120420666|XP_039439697.1|CPIP
OG0000943	LOC108073102|XP_017020081.1|DKIK, LOC108073103|XP_017020083.1|DKIK	LOC120419988|XP_039438800.1|CPIP
OG0000944	LOC108079276|XP_017029060.1|DKIK	LOC120414476|XP_039431604.1|CPIP
OG0000945	LOC108071508|XP_017017763.1|DKIK, LOC108071507|XP_017017762.1|DKIK	LOC120422285|XP_039441609.1|CPIP
OG0000946	LOC108077032|XP_017025650.1|DKIK	LOC120428439|XP_039449389.1|CPIP, LOC120427626|XP_039448449.1|CPIP
OG0000947	LOC108072101|XP_017018604.1|DKIK	LOC120427061|XP_039447834.1|CPIP, LOC120421155|XP_039440279.1|CPIP, LOC120421145|XP_039440268.1|CPIP, LOC120421144|XP_039440267.1|CPIP
OG0000948	LOC108079716|XP_017029614.1|DKIK	LOC120413180|XP_039429827.1|CPIP
OG0000949	LOC108084555|XP_017036300.1|DKIK	LOC120419243|XP_039437835.1|CPIP
OG0000949	LOC108084576|XP_017036340.1|DKIK	LOC120419259|XP_039437851.1|CPIP
OG0000950	LOC108083483|XP_017034767.1|DKIK, LOC108084079|XP_017035589.1|DKIK	LOC120423626|XP_039443431.1|CPIP
OG0000951	LOC108077880|XP_017026904.1|DKIK, LOC108085480|XP_017037587.1|DKIK	LOC120424899|XP_039445123.1|CPIP, LOC120432196|XP_039453284.1|CPIP
OG0000952	LOC108071722|XP_017018039.1|DKIK, LOC108082189|XP_017032998.1|DKIK, LOC108085616|XP_017037780.1|DKIK	LOC120417629|XP_039435675.1|CPIP
OG0000963	LOC108083374|XP_017034609.1|DKIK	LOC120432205|XP_039453301.1|CPIP, LOC120432197|XP_039453288.1|CPIP, LOC120432186|XP_039453264.1|CPIP
OG0000964	LOC108082287|XP_017033107.1|DKIK	LOC120432247|XP_039453355.1|CPIP, LOC120425740|XP_039446280.1|CPIP
OG0000965	LOC108071693|XP_017017996.1|DKIK	LOC120412464|XP_039428876.1|CPIP
OG0000966	LOC108085120|XP_017037110.1|DKIK, LOC108073749|XP_017021006.1|DKIK	LOC120418083|XP_039436275.1|CPIP, LOC120419866|XP_039438651.1|CPIP
OG0000968	LOC108073933|XP_017021226.1|DKIK	LOC120413224|XP_039429884.1|CPIP, LOC120413265|XP_039429927.1|CPIP
OG0000969	LOC108078155|XP_017027287.1|DKIK	LOC120422701|XP_039442146.1|CPIP
OG0000970	LOC108083723|XP_017035118.1|DKIK, LOC108083724|XP_017035119.1|DKIK	LOC120412746|XP_039429272.1|CPIP, LOC120414836|XP_039432096.1|CPIP, LOC120416782|XP_039434584.1|CPIP
OG0000971	LOC108076837|XP_017025355.1|DKIK, LOC108076913|XP_017025445.1|DKIK	LOC120412655|XP_039429144.1|CPIP, LOC120420893|XP_039439948.1|CPIP
OG0000972	LOC108071650|XP_017017934.1|DKIK, LOC108071219|XP_017017391.1|DKIK	LOC120415719|XP_039433248.1|CPIP
OG0000973	LOC108080070|XP_017030141.1|DKIK, LOC108080059|XP_017030130.1|DKIK	LOC120415145|XP_039432513.1|CPIP, LOC120415146|XP_039432515.1|CPIP, LOC120429862|XP_039450871.1|CPIP
OG0000974	LOC108073292|XP_017020336.1|DKIK	LOC120415931|XP_039433510.1|CPIP, LOC120415915|XP_039433495.1|CPIP, LOC120415929|XP_039433509.1|CPIP, LOC120415934|XP_039433514.1|CPIP, LOC120415935|XP_039433515.1|CPIP
OG0000975	LOC108072112|XP_017018622.1|DKIK, LOC108072110|XP_017018621.1|DKIK	LOC120424400|XP_039444433.1|CPIP
OG0000978	LOC108085097|XP_017037058.1|DKIK, LOC108070731|XP_017016817.1|DKIK	LOC120414919|XP_039432185.1|CPIP
OG0000988	LOC108072227|XP_017018779.1|DKIK, LOC108076139|XP_017024359.1|DKIK	LOC120421063|XP_039440142.1|CPIP
OG0000990	LOC108083544|XP_017034878.1|DKIK	LOC120420232|XP_039439155.1|CPIP
OG0000991	LOC108083958|XP_017035454.1|DKIK	LOC120422538|XP_039441935.1|CPIP, LOC120417786|XP_039435882.1|CPIP
OG0000992	LOC108071288|XP_017017470.1|DKIK	LOC120423852|XP_039443737.1|CPIP
OG0000993	LOC108085880|XP_017038130.1|DKIK, LOC108085881|XP_017038132.1|DKIK	LOC120430226|XP_039451240.1|CPIP
OG0000994	LOC108080250|XP_017030398.1|DKIK	LOC120424683|XP_039444794.1|CPIP, LOC120424625|XP_039444724.1|CPIP
OG0000995	LOC108084852|XP_017036721.1|DKIK	LOC120427566|XP_039448374.1|CPIP
OG0000996	LOC108082519|XP_017033435.1|DKIK, LOC108080950|XP_017031355.1|DKIK	LOC120427074|XP_039447850.1|CPIP
OG0000997	LOC108081260|XP_017031843.1|DKIK	LOC120420924|XP_039439987.1|CPIP
OG0000998	LOC108078690|XP_017028177.1|DKIK	LOC120424650|XP_039444755.1|CPIP, LOC120424647|XP_039444749.1|CPIP
OG0000999	LOC108072261|XP_017018818.1|DKIK, LOC108079434|XP_017029257.1|DKIK	LOC120423615|XP_039443416.1|CPIP
OG0001000	LOC108070373|XP_017020185.1|DKIK	LOC120424549|XP_039444648.1|CPIP
OG0001001	LOC108078212|XP_017027386.1|DKIK	LOC120419379|XP_039437985.1|CPIP, LOC120419368|XP_039437971.1|CPIP, LOC120428792|XP_039449824.1|CPIP
