Orthogroup	DKIK.longest_only	ASTE.longest_only
OG0002128	LOC108084337|XP_017036006.1|DKIK	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE
OG0002129	LOC108085692|XP_017037889.1|DKIK	LOC118508956|XP_035904776.1|ASTE
OG0002130	LOC108079366|XP_017029163.1|DKIK	LOC118508139|XP_035903554.1|ASTE
OG0002131	LOC108084181|XP_017035761.1|DKIK	LOC118511581|XP_035910724.1|ASTE
OG0002132	LOC108074575|XP_017022166.1|DKIK	LOC118513214|XP_035914621.1|ASTE
OG0002133	LOC108080550|XP_017030843.1|DKIK	LOC118513258|XP_035914750.1|ASTE
OG0002134	LOC108076119|XP_017024336.1|DKIK	LOC118502713|XP_035891161.1|ASTE
OG0002135	LOC108074247|XP_017021698.1|DKIK	LOC118504575|XP_035895115.1|ASTE
OG0002136	LOC108077860|XP_017026882.1|DKIK	LOC118517379|XP_035919295.1|ASTE
OG0002137	LOC108084570|XP_017036323.1|DKIK	LOC118517358|XP_035919259.1|ASTE
OG0002138	LOC108083593|XP_017034944.1|DKIK	LOC118508588|XP_035904388.1|ASTE
OG0002139	LOC108079456|XP_017029285.1|DKIK	LOC118508612|XP_035904390.1|ASTE
OG0002140	LOC108076932|XP_017025470.1|DKIK	LOC118513209|XP_035914618.1|ASTE
OG0002141	LOC108079521|XP_017029349.1|DKIK	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE
OG0002142	LOC108077735|XP_017026687.1|DKIK	LOC118505402|XP_035897035.1|ASTE
OG0002143	LOC108074421|XP_017021943.1|DKIK	LOC118510683|XP_035908745.1|ASTE
OG0002144	LOC108074888|XP_017022585.1|DKIK	LOC118517416|XP_035919416.1|ASTE
OG0002145	LOC108083944|XP_017035438.1|DKIK	LOC118517448|XP_035919487.1|ASTE
OG0002146	LOC108077732|XP_017026677.1|DKIK	LOC118502808|XP_035891343.1|ASTE
OG0002147	LOC108083775|XP_017035188.1|DKIK	LOC118517475|XP_035919553.1|ASTE
OG0002148	LOC108073856|XP_017021127.1|DKIK	LOC118504345|XP_035894605.1|ASTE
OG0002149	LOC108074896|XP_017022608.1|DKIK	LOC118517464|XP_035919525.1|ASTE
OG0002150	LOC108071239|XP_017017416.1|DKIK	LOC118506059|XP_035898599.1|ASTE
OG0002151	LOC108076930|XP_017025465.1|DKIK	LOC118511205|XP_035909879.1|ASTE
OG0002152	LOC108074082|XP_017021451.1|DKIK	LOC118509815|XP_035906865.1|ASTE
OG0002153	LOC108074370|XP_017021883.1|DKIK	LOC118506211|XP_035898925.1|ASTE
OG0002154	LOC108079435|XP_017029258.1|DKIK	LOC118509923|XP_035907135.1|ASTE
OG0002155	LOC108073678|XP_017020894.1|DKIK	LOC118506206|XP_035898911.1|ASTE
OG0002156	LOC108081866|XP_017032595.1|DKIK	LOC118505756|XP_035897871.1|ASTE
OG0002157	LOC108073232|XP_017020269.1|DKIK	LOC118508128|XP_035903529.1|ASTE
OG0002158	LOC108081222|XP_017031788.1|DKIK	LOC118517370|XP_035919281.1|ASTE
OG0002159	LOC108074227|XP_017021661.1|DKIK	LOC118504805|XP_035895693.1|ASTE
OG0002160	LOC108084061|XP_017035568.1|DKIK	LOC118508129|XP_035907722.1|ASTE
OG0002161	LOC108085683|XP_017037866.1|DKIK	LOC118505598|XP_035897516.1|ASTE, LOC118516565|XP_035918421.1|ASTE
OG0002162	LOC108085915|XP_017038176.1|DKIK	LOC118502665|XP_035891021.1|ASTE
OG0002163	LOC108083867|XP_017035345.1|DKIK	LOC118507651|XP_035902314.1|ASTE
OG0002164	LOC108081269|XP_017031855.1|DKIK	LOC118504758|XP_035895577.1|ASTE
OG0002165	LOC108077002|XP_017025564.1|DKIK	LOC118508279|XP_035903813.1|ASTE
OG0002166	LOC108076897|XP_017025420.1|DKIK, LOC108080076|XP_017030149.1|DKIK	LOC118514682|XP_035917661.1|ASTE
OG0002167	LOC108082465|XP_017033337.1|DKIK	LOC118504438|XP_035894788.1|ASTE
OG0002168	LOC108072071|XP_017018563.1|DKIK	LOC118507985|XP_035903245.1|ASTE, LOC118506153|XP_035898817.1|ASTE
OG0002169	LOC108078902|XP_017028524.1|DKIK	LOC118507241|XP_035901386.1|ASTE
OG0002170	LOC108083287|XP_017034510.1|DKIK	LOC118505581|XP_035897431.1|ASTE
OG0002171	LOC108084567|XP_017036316.1|DKIK	LOC118502730|XP_035891184.1|ASTE
OG0002172	LOC108071346|XP_017017571.1|DKIK	LOC118506467|XP_035899535.1|ASTE
OG0002173	LOC108077190|XP_017025924.1|DKIK	LOC118514148|XP_035916652.1|ASTE
OG0002174	LOC108077618|XP_017026513.1|DKIK	LOC118508485|XP_035904196.1|ASTE
OG0002175	LOC108077619|XP_017026514.1|DKIK	LOC118508486|XP_035904198.1|ASTE
OG0002176	LOC108084624|XP_017036401.1|DKIK	LOC118508452|XP_035904147.1|ASTE
OG0002177	LOC108077623|XP_017026520.1|DKIK	LOC118507790|XP_035902720.1|ASTE
OG0002178	LOC108084945|XP_017036831.1|DKIK	LOC118507537|XP_035902007.1|ASTE
OG0002179	LOC108073526|XP_017020696.1|DKIK	LOC118504989|XP_035896051.1|ASTE
OG0002180	LOC108073711|XP_017020935.1|DKIK	LOC118505448|XP_035897140.1|ASTE
OG0002181	LOC108085776|XP_017038015.1|DKIK	LOC118505109|XP_035896304.1|ASTE, LOC118516456|XP_035918245.1|ASTE
OG0002182	LOC108077748|XP_017026705.1|DKIK	LOC118506784|XP_035900290.1|ASTE
OG0002183	LOC108082601|XP_017033563.1|DKIK	LOC118506792|XP_035900304.1|ASTE
OG0002184	LOC108073212|XP_017020272.1|DKIK	LOC118504901|XP_035895860.1|ASTE
OG0002185	LOC108081067|XP_017031537.1|DKIK	LOC118502908|XP_035891523.1|ASTE
OG0002186	LOC108075799|XP_017023859.1|DKIK	LOC118505240|XP_035896683.1|ASTE
OG0002187	LOC108084256|XP_017035888.1|DKIK	LOC118506381|XP_035899306.1|ASTE
OG0002188	LOC108072123|XP_017018640.1|DKIK	LOC118511393|XP_035910316.1|ASTE
OG0002189	LOC108083802|XP_017035231.1|DKIK	LOC118502867|XP_035891467.1|ASTE
OG0002190	LOC108084592|XP_017036356.1|DKIK	LOC118507907|XP_035903063.1|ASTE
OG0002191	LOC108075206|XP_017023030.1|DKIK	LOC118503569|XP_035892895.1|ASTE
OG0002192	LOC108080665|XP_017030986.1|DKIK	LOC118507169|XP_035901128.1|ASTE
OG0002193	LOC108077737|XP_017026689.1|DKIK	LOC118502697|XP_035891110.1|ASTE
OG0002194	LOC108083684|XP_017035051.1|DKIK	LOC118502888|XP_035891499.1|ASTE
OG0002195	LOC108084613|XP_017036387.1|DKIK	LOC118507796|XP_035902742.1|ASTE
OG0002196	LOC108073401|XP_017020482.1|DKIK	LOC118504279|XP_035894446.1|ASTE
OG0002197	LOC108079024|XP_017028692.1|DKIK	LOC118506443|XP_035899471.1|ASTE
OG0002198	LOC108081206|XP_017031764.1|DKIK	LOC118506179|XP_035898845.1|ASTE
OG0002199	LOC108085014|XP_017036947.1|DKIK	LOC118506450|XP_035899482.1|ASTE
OG0002200	LOC108079392|XP_017029204.1|DKIK	LOC118505414|XP_035897056.1|ASTE
OG0002202	LOC108084286|XP_017035932.1|DKIK	LOC118517055|XP_035918796.1|ASTE, LOC118508321|XP_035903883.1|ASTE
OG0002203	LOC108077851|XP_017026872.1|DKIK	LOC118502929|XP_035891560.1|ASTE
OG0002204	LOC108073444|XP_017020556.1|DKIK	LOC118506367|XP_035899283.1|ASTE
OG0002205	LOC108074059|XP_017021420.1|DKIK	LOC118506796|XP_035900311.1|ASTE
OG0002206	LOC108083629|XP_017034988.1|DKIK	LOC118507999|XP_035903263.1|ASTE
OG0002207	LOC108085721|XP_017037933.1|DKIK	LOC118505211|XP_035896613.1|ASTE
OG0002208	LOC108084704|XP_017036528.1|DKIK, LOC108085737|XP_017037955.1|DKIK	LOC118505185|XP_035896533.1|ASTE
OG0002209	LOC108079158|XP_017028895.1|DKIK	LOC118504832|XP_035895729.1|ASTE
OG0002210	LOC108070726|XP_017016811.1|DKIK	LOC118508005|XP_035903280.1|ASTE
OG0002211	LOC108074095|XP_017021476.1|DKIK	LOC118505434|XP_035897105.1|ASTE, LOC118505435|XP_035897109.1|ASTE
OG0002212	LOC108084619|XP_017036394.1|DKIK	LOC118503193|XP_035892068.1|ASTE
OG0002213	LOC108080435|XP_017030658.1|DKIK	LOC118505443|XP_035897133.1|ASTE
OG0002214	LOC108073338|XP_017020391.1|DKIK	LOC118517710|XP_035920049.1|ASTE
OG0002215	LOC108075506|XP_017023462.1|DKIK	LOC118511933|XP_035911507.1|ASTE
OG0002216	LOC108078351|XP_017027649.1|DKIK	LOC118506810|XP_035900361.1|ASTE
OG0002217	LOC108085909|XP_017038166.1|DKIK	LOC118504422|XP_035894751.1|ASTE
OG0002218	LOC108083563|XP_017034907.1|DKIK	LOC118508587|XP_035904385.1|ASTE
OG0002219	LOC108074118|XP_017021507.1|DKIK	LOC118502956|XP_035891612.1|ASTE, LOC118507789|XP_035902718.1|ASTE
OG0002220	LOC108074032|XP_017021388.1|DKIK	LOC118502954|XP_035891604.1|ASTE
OG0002221	LOC108078583|XP_017027992.1|DKIK	LOC118512120|XP_035911991.1|ASTE
OG0002223	LOC108076385|XP_017024697.1|DKIK	LOC118511466|XP_035910477.1|ASTE
OG0002224	LOC108078114|XP_017027206.1|DKIK	LOC118511464|XP_035910459.1|ASTE
OG0002225	LOC108070604|XP_017016663.1|DKIK	LOC118513122|XP_035914417.1|ASTE
OG0002226	LOC108076341|XP_017024617.1|DKIK	LOC118512964|XP_035914083.1|ASTE
OG0002227	LOC108085154|XP_017037171.1|DKIK	LOC118512046|XP_035911768.1|ASTE
OG0002228	LOC108074743|XP_017022405.1|DKIK	LOC118512073|XP_035911856.1|ASTE
OG0002229	LOC108076504|XP_017024891.1|DKIK, LOC108076155|XP_017024370.1|DKIK	LOC118512084|XP_035911937.1|ASTE
OG0002230	LOC108078257|XP_017027481.1|DKIK	LOC118512100|XP_035911960.1|ASTE
OG0002231	LOC108081332|XP_017031962.1|DKIK	LOC118512056|XP_035911800.1|ASTE
OG0002233	LOC108070392|XP_017016330.1|DKIK	LOC118509110|XP_035905172.1|ASTE, LOC118516894|XP_035918632.1|ASTE
OG0002234	LOC108082621|XP_017033590.1|DKIK	LOC118513338|XP_035914853.1|ASTE, LOC118513012|XP_035914179.1|ASTE
OG0002235	LOC108078263|XP_017027491.1|DKIK	LOC118516351|XP_035918062.1|ASTE, LOC118511365|XP_035910220.1|ASTE
OG0002236	LOC108072194|XP_017018742.1|DKIK	LOC118513001|XP_035914151.1|ASTE
OG0002237	LOC108072121|XP_017018634.1|DKIK	LOC118512996|XP_035914146.1|ASTE
OG0002238	LOC108070530|XP_017016541.1|DKIK	LOC118514491|XP_035917307.1|ASTE
OG0002239	LOC108078392|XP_017027736.1|DKIK	LOC118510562|XP_035908439.1|ASTE
OG0002240	LOC108076752|XP_017025237.1|DKIK	LOC118508906|XP_035904657.1|ASTE
OG0002241	LOC108078761|XP_017028286.1|DKIK, LOC108081331|XP_017031958.1|DKIK	LOC118512142|XP_035912062.1|ASTE
OG0002243	LOC108084138|XP_017035670.1|DKIK	LOC118509122|XP_035905202.1|ASTE
OG0002244	LOC108072729|XP_017019478.1|DKIK	LOC118509120|XP_035905197.1|ASTE
OG0002245	LOC108070559|XP_017016573.1|DKIK	LOC118512677|XP_035913349.1|ASTE
OG0002246	LOC108080699|XP_017031026.1|DKIK	LOC118512690|XP_035913373.1|ASTE
OG0002247	LOC108072073|XP_017018565.1|DKIK	LOC118513104|XP_035914398.1|ASTE
OG0002248	LOC108079845|XP_017029841.1|DKIK	LOC118509410|XP_035905873.1|ASTE
OG0002249	LOC108078622|XP_017028034.1|DKIK	LOC118506297|XP_035899129.1|ASTE, LOC118509498|XP_035906049.1|ASTE
OG0002250	LOC108077971|XP_017027002.1|DKIK	LOC118509644|XP_035906444.1|ASTE
OG0002251	LOC108076816|XP_017025336.1|DKIK	LOC118509713|XP_035906691.1|ASTE
OG0002252	LOC108076826|XP_017025348.1|DKIK	LOC118511909|XP_035911437.1|ASTE
OG0002253	LOC108070899|XP_017017038.1|DKIK	LOC118509671|XP_035906564.1|ASTE
OG0002254	LOC108073346|XP_017020400.1|DKIK	LOC118510161|XP_035907562.1|ASTE
OG0002255	LOC108079393|XP_017029205.1|DKIK	LOC118511430|XP_035910414.1|ASTE
OG0002256	LOC108078519|XP_017027913.1|DKIK	LOC118511531|XP_035910613.1|ASTE
OG0002257	LOC108078218|XP_017027396.1|DKIK	LOC118509590|XP_035906256.1|ASTE
OG0002258	LOC108079805|XP_017029773.1|DKIK	LOC118510362|XP_035907963.1|ASTE
OG0002259	LOC108084876|XP_017036762.1|DKIK	LOC118514323|XP_035917001.1|ASTE, LOC118510378|XP_035908009.1|ASTE
OG0002260	LOC108073923|XP_017021209.1|DKIK	LOC118510417|XP_035908079.1|ASTE
OG0002261	LOC108083240|XP_017034435.1|DKIK	LOC118510383|XP_035908022.1|ASTE
OG0002263	LOC108078708|XP_017028158.1|DKIK	LOC118511448|XP_035910442.1|ASTE
OG0002264	LOC108078354|XP_017027658.1|DKIK	LOC118509654|XP_035906501.1|ASTE
OG0002265	LOC108071925|XP_017018374.1|DKIK	LOC118512810|XP_035913655.1|ASTE
OG0002266	LOC108083015|XP_017034130.1|DKIK	LOC118510215|XP_035907667.1|ASTE
OG0002267	LOC108078921|XP_017028556.1|DKIK	LOC118514340|XP_035917050.1|ASTE
OG0002268	LOC108085810|XP_017038050.1|DKIK	LOC118514259|XP_035916868.1|ASTE
OG0002269	LOC108082421|XP_017033274.1|DKIK	LOC118510335|XP_035907886.1|ASTE
OG0002270	LOC108078377|XP_017027699.1|DKIK	LOC118510096|XP_035907414.1|ASTE
OG0002271	LOC108078887|XP_017028506.1|DKIK	LOC118510340|XP_035907904.1|ASTE
OG0002272	LOC108079874|XP_017029879.1|DKIK	LOC118514352|XP_035917067.1|ASTE
OG0002273	LOC108083741|XP_017035143.1|DKIK	LOC118512827|XP_035913708.1|ASTE
OG0002274	LOC108075173|XP_017022984.1|DKIK	LOC118511865|XP_035911340.1|ASTE
OG0002275	LOC108078704|XP_017028151.1|DKIK	LOC118514222|XP_035916813.1|ASTE
OG0002276	LOC108079044|XP_017028719.1|DKIK	LOC118514361|XP_035917082.1|ASTE
OG0002277	LOC108079117|XP_017028846.1|DKIK	LOC118509700|XP_035906664.1|ASTE
OG0002278	LOC108085979|XP_017038269.1|DKIK	LOC118509037|XP_035904970.1|ASTE
OG0002279	LOC108078809|XP_017028376.1|DKIK	LOC118510327|XP_035907865.1|ASTE
OG0002280	LOC108078691|XP_017028130.1|DKIK	LOC118510303|XP_035907825.1|ASTE
OG0002281	LOC108079769|XP_017029684.1|DKIK	LOC118516379|XP_035918124.1|ASTE, LOC118512783|XP_035913589.1|ASTE
OG0002282	LOC108073942|XP_017021245.1|DKIK	LOC118514625|XP_035917516.1|ASTE
OG0002283	LOC108076266|XP_017024503.1|DKIK	LOC118508859|XP_035904510.1|ASTE
OG0002284	LOC108076781|XP_017025276.1|DKIK	LOC118517324|XP_035919197.1|ASTE, LOC118509383|XP_035905819.1|ASTE
OG0002285	LOC108079346|XP_017029142.1|DKIK	LOC118509559|XP_035906207.1|ASTE
OG0002286	LOC108072365|XP_017018948.1|DKIK	LOC118514227|XP_035916819.1|ASTE
OG0002287	LOC108078365|XP_017027676.1|DKIK	LOC118511799|XP_035911222.1|ASTE
OG0002288	LOC108078813|XP_017028381.1|DKIK	LOC118511560|XP_035910685.1|ASTE
OG0002289	LOC108077475|XP_017026283.1|DKIK	LOC118514451|XP_035917261.1|ASTE
OG0002290	LOC108082715|XP_017033712.1|DKIK	LOC118511748|XP_035911105.1|ASTE
OG0002291	LOC108072933|XP_017019771.1|DKIK	LOC118509648|XP_035906462.1|ASTE
OG0002292	LOC108080732|XP_017031080.1|DKIK	LOC118510356|XP_035907950.1|ASTE
OG0002293	LOC108072441|XP_017019057.1|DKIK	LOC118511334|XP_035910160.1|ASTE
OG0002294	LOC108085035|XP_017036971.1|DKIK	LOC118511350|XP_035910202.1|ASTE
OG0002295	LOC108075848|XP_017023918.1|DKIK	LOC118505030|XP_035896139.1|ASTE
OG0002296	LOC108077150|XP_017025866.1|DKIK	LOC118504540|XP_035895003.1|ASTE
OG0002297	LOC108084192|XP_017035778.1|DKIK	LOC118507004|XP_035900791.1|ASTE
OG0002298	LOC108072130|XP_017018654.1|DKIK	LOC118511201|XP_035909873.1|ASTE
OG0002299	LOC108072928|XP_017019764.1|DKIK	LOC118511199|XP_035909871.1|ASTE
OG0002300	LOC108073627|XP_017020818.1|DKIK	LOC118511035|XP_035909515.1|ASTE
OG0002301	LOC108081527|XP_017032232.1|DKIK	LOC118513933|XP_035916197.1|ASTE
OG0002302	LOC108077192|XP_017025929.1|DKIK	LOC118511746|XP_035911098.1|ASTE
OG0002303	LOC108079459|XP_017029287.1|DKIK	LOC118507661|XP_035902331.1|ASTE
OG0002304	LOC108085258|XP_017037295.1|DKIK	LOC118512695|XP_035913396.1|ASTE
OG0002305	LOC108075012|XP_017022748.1|DKIK	LOC118513310|XP_035914786.1|ASTE
OG0002306	LOC108074858|XP_017022558.1|DKIK	LOC118511191|XP_035909854.1|ASTE, LOC118517336|XP_035919213.1|ASTE
OG0002307	LOC108074551|XP_017022136.1|DKIK	LOC118511257|XP_035910014.1|ASTE
OG0002308	LOC108077141|XP_017025844.1|DKIK	LOC118513924|XP_035916185.1|ASTE
OG0002309	LOC108081365|XP_017032006.1|DKIK	LOC118503597|XP_035892944.1|ASTE, LOC118513980|XP_035916300.1|ASTE
OG0002310	LOC108081414|XP_017032082.1|DKIK	LOC118513511|XP_035915258.1|ASTE
OG0002311	LOC108082780|XP_017033804.1|DKIK	LOC118511175|XP_035909812.1|ASTE
OG0002312	LOC108072490|XP_017019146.1|DKIK	LOC118511173|XP_035909809.1|ASTE
OG0002313	LOC108076513|XP_017024908.1|DKIK	LOC118511612|XP_035910795.1|ASTE
OG0002314	LOC108070815|XP_017016904.1|DKIK	LOC118513875|XP_035916074.1|ASTE, LOC118517084|XP_035918830.1|ASTE
OG0002315	LOC108082326|XP_017033144.1|DKIK	LOC118514019|XP_035916384.1|ASTE, LOC118511103|XP_035909716.1|ASTE
OG0002316	LOC108081976|XP_017032701.1|DKIK	LOC118511127|XP_035909753.1|ASTE
OG0002317	LOC108072752|XP_017019510.1|DKIK, LOC108073737|XP_017021377.1|DKIK	LOC118511641|XP_035910855.1|ASTE
OG0002318	LOC108082836|XP_017033889.1|DKIK	LOC118514012|XP_035916374.1|ASTE
OG0002319	LOC108072617|XP_017019333.1|DKIK	LOC118514001|XP_035916330.1|ASTE
OG0002320	LOC108078153|XP_017027285.1|DKIK	LOC118513420|XP_035915025.1|ASTE
OG0002321	LOC108074705|XP_017022334.1|DKIK	LOC118513236|XP_035914681.1|ASTE
OG0002322	LOC108075784|XP_017023832.1|DKIK	LOC118510602|XP_035908502.1|ASTE
OG0002323	LOC108081447|XP_017032125.1|DKIK, LOC108079493|XP_017029322.1|DKIK	LOC118513423|XP_035915029.1|ASTE
OG0002324	LOC108083272|XP_017034481.1|DKIK	LOC118509076|XP_035905101.1|ASTE
OG0002325	LOC108073516|XP_017020678.1|DKIK	LOC118509087|XP_035905112.1|ASTE
OG0002326	LOC108073512|XP_017020673.1|DKIK	LOC118509088|XP_035905115.1|ASTE
OG0002327	LOC108084858|XP_017036727.1|DKIK	LOC118509089|XP_035905116.1|ASTE
OG0002328	LOC108082681|XP_017033671.1|DKIK	LOC118511755|XP_035911113.1|ASTE
OG0002329	LOC108074448|XP_017021978.1|DKIK	LOC118511606|XP_035910782.1|ASTE
OG0002330	LOC108074439|XP_017021967.1|DKIK	LOC118511682|XP_035910949.1|ASTE
OG0002331	LOC108079154|XP_017028891.1|DKIK	LOC118511660|XP_035910901.1|ASTE
OG0002332	LOC108075294|XP_017023178.1|DKIK	LOC118509846|XP_035906937.1|ASTE
OG0002333	LOC108072349|XP_017018929.1|DKIK	LOC118508802|XP_035904414.1|ASTE
OG0002334	LOC108074568|XP_017022162.1|DKIK	LOC118513671|XP_035915667.1|ASTE
OG0002335	LOC108082571|XP_017033517.1|DKIK	LOC118511602|XP_035910777.1|ASTE
OG0002336	LOC108085541|XP_017037663.1|DKIK	LOC118509052|XP_035905054.1|ASTE
OG0002337	LOC108078100|XP_017027187.1|DKIK	LOC118514506|XP_035917335.1|ASTE
OG0002338	LOC108072860|XP_017019665.1|DKIK	LOC118512501|XP_035912903.1|ASTE
OG0002339	LOC108085352|XP_017037407.1|DKIK	LOC118512524|XP_035912959.1|ASTE
OG0002340	LOC108076117|XP_017024338.1|DKIK	LOC118512521|XP_035912955.1|ASTE, LOC118512520|XP_035912954.1|ASTE
OG0002341	LOC108073144|XP_017020141.1|DKIK	LOC118512475|XP_035912856.1|ASTE
OG0002342	LOC108077405|XP_017026193.1|DKIK	LOC118512469|XP_035912844.1|ASTE
OG0002343	LOC108086246|XP_017038606.1|DKIK	LOC118512556|XP_035913035.1|ASTE
OG0002344	LOC108084691|XP_017036515.1|DKIK	LOC118512570|XP_035913078.1|ASTE
OG0002345	LOC108076757|XP_017025246.1|DKIK	LOC118513768|XP_035915837.1|ASTE
OG0002346	LOC108077427|XP_017026220.1|DKIK	LOC118511769|XP_035911150.1|ASTE
OG0002347	LOC108072420|XP_017019014.1|DKIK	LOC118514162|XP_035916719.1|ASTE
OG0002348	LOC108079615|XP_017029479.1|DKIK	LOC118513743|XP_035915793.1|ASTE
OG0002349	LOC108076758|XP_017025247.1|DKIK	LOC118513770|XP_035915840.1|ASTE
OG0002350	LOC108071781|XP_017018134.1|DKIK	LOC118510057|XP_035907339.1|ASTE
OG0002351	LOC108082587|XP_017033538.1|DKIK	LOC118513362|XP_035914887.1|ASTE
OG0002352	LOC108081833|XP_017032563.1|DKIK	LOC118512531|XP_035912976.1|ASTE
OG0002353	LOC108081464|XP_017032143.1|DKIK	LOC118510590|XP_035908484.1|ASTE
OG0002354	LOC108076260|XP_017024501.1|DKIK	LOC118511776|XP_035911164.1|ASTE
OG0002355	LOC108077269|XP_017026029.1|DKIK, LOC108072463|XP_017019088.1|DKIK	LOC118514537|XP_035917413.1|ASTE
OG0002356	LOC108072572|XP_017019266.1|DKIK	LOC118508982|XP_035904863.1|ASTE
OG0002357	LOC108077785|XP_017026774.1|DKIK	LOC118508981|XP_035904862.1|ASTE
OG0002358	LOC108077055|XP_017025708.1|DKIK	LOC118513283|XP_035914743.1|ASTE
OG0002359	LOC108071751|XP_017018065.1|DKIK	LOC118509223|XP_035905416.1|ASTE
OG0002360	LOC108082161|XP_017032951.1|DKIK	LOC118512597|XP_035913143.1|ASTE
OG0002361	LOC108083060|XP_017034182.1|DKIK	LOC118513702|XP_035915719.1|ASTE
OG0002362	LOC108073646|XP_017020854.1|DKIK	LOC118510846|XP_035909066.1|ASTE
OG0002363	LOC108072856|XP_017019660.1|DKIK	LOC118509832|XP_035906916.1|ASTE
OG0002364	LOC108072843|XP_017019628.1|DKIK	LOC118509831|XP_035906898.1|ASTE
OG0002365	LOC108072845|XP_017019646.1|DKIK	LOC118509113|XP_035905177.1|ASTE
OG0002366	LOC108086199|XP_017038550.1|DKIK	LOC118510543|XP_035908400.1|ASTE
OG0002367	LOC108074534|XP_017022108.1|DKIK, LOC108074498|XP_017022060.1|DKIK	LOC118513811|XP_035915932.1|ASTE
OG0002368	LOC108075787|XP_017023841.1|DKIK	LOC118513828|XP_035915960.1|ASTE, LOC118517107|XP_035918864.1|ASTE
OG0002369	LOC108083408|XP_017034650.1|DKIK	LOC118514288|XP_035916930.1|ASTE
OG0002370	LOC108075361|XP_017023264.1|DKIK	LOC118508813|XP_035904447.1|ASTE
OG0002371	LOC108085270|XP_017037310.1|DKIK, LOC108075339|XP_017023246.1|DKIK	LOC118508816|XP_035904450.1|ASTE
OG0002372	LOC108079600|XP_017029446.1|DKIK	LOC118514070|XP_035916489.1|ASTE
OG0002373	LOC108081413|XP_017032081.1|DKIK	LOC118510670|XP_035908710.1|ASTE
OG0002374	LOC108073436|XP_017020545.1|DKIK	LOC118510661|XP_035908685.1|ASTE
OG0002375	LOC108074074|XP_017021439.1|DKIK	LOC118503833|XP_035893433.1|ASTE
OG0002376	LOC108075842|XP_017023906.1|DKIK	LOC118506586|XP_035899833.1|ASTE
OG0002377	LOC108075577|XP_017023583.1|DKIK	LOC118506623|XP_035899885.1|ASTE
OG0002378	LOC108070419|XP_017016362.1|DKIK	LOC118507629|XP_035902247.1|ASTE
OG0002379	LOC108072551|XP_017019215.1|DKIK	LOC118506607|XP_035899867.1|ASTE
OG0002380	LOC108083781|XP_017035196.1|DKIK	LOC118505669|XP_035897688.1|ASTE
OG0002381	LOC108072878|XP_017019686.1|DKIK	LOC118505685|XP_035897713.1|ASTE
OG0002382	LOC108071776|XP_017018119.1|DKIK	LOC118505709|XP_035897769.1|ASTE, LOC118505699|XP_035897739.1|ASTE
OG0002383	LOC108079883|XP_017029889.1|DKIK	LOC118505703|XP_035897746.1|ASTE, LOC118505718|XP_035897788.1|ASTE
OG0002384	LOC108083520|XP_017034835.1|DKIK	LOC118508352|XP_035903943.1|ASTE
OG0002385	LOC108079302|XP_017029072.1|DKIK	LOC118502691|XP_035891100.1|ASTE
OG0002386	LOC108078311|XP_017027632.1|DKIK	LOC118506742|XP_035900194.1|ASTE
OG0002387	LOC108071333|XP_017017538.1|DKIK	LOC118507126|XP_035901026.1|ASTE
OG0002388	LOC108084172|XP_017035748.1|DKIK	LOC118504693|XP_035895406.1|ASTE
OG0002389	LOC108080297|XP_017030463.1|DKIK	LOC118506609|XP_035899869.1|ASTE
OG0002390	LOC108076893|XP_017025414.1|DKIK	LOC118517575|XP_035919722.1|ASTE
OG0002391	LOC108078371|XP_017027687.1|DKIK	LOC118506518|XP_035899639.1|ASTE
OG0002392	LOC108071878|XP_017018295.1|DKIK	LOC118505514|XP_035897307.1|ASTE
OG0002393	LOC108079903|XP_017029923.1|DKIK	LOC118505499|XP_035897252.1|ASTE
OG0002394	LOC108081241|XP_017031808.1|DKIK	LOC118505483|XP_035897204.1|ASTE
OG0002395	LOC108081507|XP_017032214.1|DKIK	LOC118516845|XP_035918590.1|ASTE, LOC118503688|XP_035893123.1|ASTE, LOC118515252|XP_035917831.1|ASTE
OG0002396	LOC108078158|XP_017027297.1|DKIK	LOC118502575|XP_035890793.1|ASTE
OG0002397	LOC108079282|XP_017029068.1|DKIK	LOC118502605|XP_035890862.1|ASTE
OG0002398	LOC108083519|XP_017034834.1|DKIK	LOC118507045|XP_035900892.1|ASTE
OG0002399	LOC108085081|XP_017037040.1|DKIK	LOC118507048|XP_035900899.1|ASTE
OG0002400	LOC108073045|XP_017019997.1|DKIK	LOC118507056|XP_035900911.1|ASTE
OG0002401	LOC108085327|XP_017037371.1|DKIK	LOC118507678|XP_035902362.1|ASTE
OG0002402	LOC108081251|XP_017031825.1|DKIK	LOC118506828|XP_035900426.1|ASTE
OG0002403	LOC108080904|XP_017031297.1|DKIK	LOC118506829|XP_035900432.1|ASTE
OG0002404	LOC108073449|XP_017020562.1|DKIK	LOC118504591|XP_035895141.1|ASTE
OG0002405	LOC108075392|XP_017023291.1|DKIK	LOC118508261|XP_035903780.1|ASTE
OG0002406	LOC108071544|XP_017017809.1|DKIK	LOC118508271|XP_035903805.1|ASTE
OG0002408	LOC108075604|XP_017023625.1|DKIK	LOC118502778|XP_035891268.1|ASTE, LOC118502777|XP_035891266.1|ASTE
