Orthogroup	DKIK.longest_only	HILL.longest_only
OG0000781	LOC108083493|XP_017034782.1|DKIK, LOC108084759|XP_017036563.1|DKIK	LOC119658295|XP_037921520.1|HILL
OG0000782	LOC108073826|XP_017021095.1|DKIK, LOC108083360|XP_017034592.1|DKIK	LOC119657096|XP_037919779.1|HILL
OG0000783	LOC108079152|XP_017028889.1|DKIK	LOC119657280|XP_037920052.1|HILL
OG0000784	LOC108080095|XP_017030193.1|DKIK	LOC119646893|XP_037903460.1|HILL
OG0000785	LOC108070644|XP_017016701.1|DKIK, LOC108083987|XP_017035488.1|DKIK	LOC119652372|XP_037912397.1|HILL, LOC119651286|XP_037910728.1|HILL
OG0000786	LOC108084831|XP_017036683.1|DKIK	LOC119650690|XP_037909584.1|HILL
OG0000787	LOC108078803|XP_017028360.1|DKIK, LOC108076020|XP_017024167.1|DKIK	LOC119649883|XP_037908188.1|HILL
OG0000788	LOC108074772|XP_017022438.1|DKIK, LOC108078215|XP_017027395.1|DKIK	LOC119647630|XP_037904613.1|HILL
OG0000789	LOC108073602|XP_017020783.1|DKIK, LOC108073629|XP_017020820.1|DKIK	LOC119651528|XP_037911088.1|HILL
OG0000790	LOC108079680|XP_017029571.1|DKIK, LOC108079681|XP_017029573.1|DKIK	LOC119658287|XP_037921510.1|HILL
OG0000791	LOC108072165|XP_017018702.1|DKIK, LOC108074374|XP_017021887.1|DKIK	LOC119653209|XP_037913704.1|HILL
OG0000793	LOC108078025|XP_017027112.1|DKIK	LOC119659841|XP_037924067.1|HILL
OG0000794	LOC108083402|XP_017034641.1|DKIK	LOC119658328|XP_037921598.1|HILL, LOC119661720|XP_037927102.1|HILL
OG0000795	LOC108080165|XP_017030299.1|DKIK, LOC108085397|XP_017037455.1|DKIK	LOC119654215|XP_037915356.1|HILL
OG0000796	LOC108080930|XP_017031323.1|DKIK, LOC108084489|XP_017036210.1|DKIK	LOC119654527|XP_037915899.1|HILL
OG0000797	LOC108073207|XP_017020216.1|DKIK, LOC108073208|XP_017020217.1|DKIK	LOC119659393|XP_037923383.1|HILL
OG0000798	LOC108070898|XP_017017034.1|DKIK, LOC108070873|XP_017016997.1|DKIK	LOC119653731|XP_037914572.1|HILL
OG0000799	LOC108085597|XP_017037753.1|DKIK, LOC108080536|XP_017030826.1|DKIK	LOC119653680|XP_037914462.1|HILL
OG0000801	LOC108072269|XP_017018824.1|DKIK, LOC108072316|XP_017018879.1|DKIK	LOC119655634|XP_037917534.1|HILL
OG0000802	LOC108075372|XP_017023271.1|DKIK, LOC108084301|XP_017035953.1|DKIK, LOC108070872|XP_017017000.1|DKIK	LOC119655789|XP_037917810.1|HILL
OG0000803	LOC108077240|XP_017025988.1|DKIK, LOC108073584|XP_017020760.1|DKIK	LOC119661390|XP_037926641.1|HILL
OG0000804	LOC108082359|XP_017033189.1|DKIK, LOC108080482|XP_017030723.1|DKIK	LOC119655918|XP_037918011.1|HILL
OG0000805	LOC108070769|XP_017016857.1|DKIK, LOC108070765|XP_017016852.1|DKIK	LOC119658085|XP_037921276.1|HILL
OG0000807	LOC108079529|XP_017029354.1|DKIK, LOC108078938|XP_017028576.1|DKIK, LOC108081443|XP_017032120.1|DKIK	LOC119651447|XP_037910980.1|HILL
OG0000810	LOC108081338|XP_017031968.1|DKIK, LOC108081339|XP_017031969.1|DKIK, LOC108081295|XP_017031871.1|DKIK	LOC119652580|XP_037912724.1|HILL
OG0000811	LOC108085745|XP_017037967.1|DKIK, LOC108076422|XP_017024755.1|DKIK	LOC119659042|XP_037922871.1|HILL
OG0000812	LOC108071815|XP_017018205.1|DKIK	LOC119647943|XP_037905233.1|HILL
OG0000813	LOC108081819|XP_017032547.1|DKIK	LOC119659686|XP_037923852.1|HILL
OG0000814	LOC108072487|XP_017019142.1|DKIK	LOC119646163|XP_037902464.1|HILL, LOC119661727|XP_037927120.1|HILL, LOC119646661|XP_037903122.1|HILL, LOC119646655|XP_037903113.1|HILL, LOC119661251|XP_037926427.1|HILL, LOC119660561|XP_037925132.1|HILL
OG0000815	LOC108081417|XP_017032088.1|DKIK	LOC119661476|XP_037926767.1|HILL, LOC119652622|XP_037912797.1|HILL
OG0000816	LOC108084446|XP_017036143.1|DKIK, LOC108084216|XP_017035828.1|DKIK	LOC119652594|XP_037912747.1|HILL, LOC119646619|XP_037903054.1|HILL
OG0000818	LOC108076097|XP_017024309.1|DKIK, LOC108076058|XP_017024238.1|DKIK	LOC119653492|XP_037914048.1|HILL
OG0000819	LOC108083334|XP_017034566.1|DKIK, LOC108083605|XP_017034964.1|DKIK	LOC119655961|XP_037918111.1|HILL
OG0000820	LOC108079173|XP_017028913.1|DKIK, LOC108078558|XP_017027965.1|DKIK	LOC119654911|XP_037916472.1|HILL
OG0000821	LOC108073060|XP_017020018.1|DKIK	LOC119649066|XP_037906982.1|HILL
OG0000824	LOC108075832|XP_017023896.1|DKIK	LOC119661374|XP_037926621.1|HILL
OG0000830	LOC108074168|XP_017021587.1|DKIK	LOC119657934|XP_037921050.1|HILL, LOC119652615|XP_037912781.1|HILL, LOC119651988|XP_037911831.1|HILL
OG0000831	LOC108073965|XP_017021296.1|DKIK	LOC119651526|XP_037911086.1|HILL, LOC119651216|XP_037910598.1|HILL
OG0000832	LOC108078439|XP_017027811.1|DKIK, LOC108081842|XP_017032572.1|DKIK	LOC119646406|XP_037902778.1|HILL
OG0000833	LOC108085488|XP_017037597.1|DKIK	LOC119648899|XP_037906731.1|HILL
OG0000834	LOC108073364|XP_017020416.1|DKIK, LOC108073274|XP_017020320.1|DKIK, LOC108084526|XP_017036251.1|DKIK	LOC119650167|XP_037908642.1|HILL
OG0000836	LOC108081845|XP_017032575.1|DKIK, LOC108077157|XP_017025878.1|DKIK	LOC119651568|XP_037911131.1|HILL
OG0000837	LOC108071240|XP_017017412.1|DKIK	LOC119653598|XP_037914275.1|HILL
OG0000838	LOC108079554|XP_017029381.1|DKIK, LOC108079555|XP_017029382.1|DKIK	LOC119656045|XP_037918241.1|HILL
OG0000839	LOC108073265|XP_017020315.1|DKIK	LOC119659633|XP_037923760.1|HILL
OG0000840	LOC108085114|XP_017037083.1|DKIK, LOC108071845|XP_017018248.1|DKIK	LOC119646376|XP_037902743.1|HILL, LOC119660962|XP_037925935.1|HILL
OG0000841	LOC108072127|XP_017018652.1|DKIK, LOC108073985|XP_017021330.1|DKIK	LOC119660594|XP_037925196.1|HILL
OG0000842	LOC108076637|XP_017025053.1|DKIK, LOC108084124|XP_017035651.1|DKIK	LOC119653816|XP_037914775.1|HILL
OG0000843	LOC108072185|XP_017018730.1|DKIK	LOC119654815|XP_037916301.1|HILL
OG0000844	LOC108072172|XP_017018712.1|DKIK, LOC108081019|XP_017031455.1|DKIK	LOC119653876|XP_037914916.1|HILL
OG0000846	LOC108074382|XP_017021897.1|DKIK	LOC119651372|XP_037910875.1|HILL, LOC119652727|XP_037912953.1|HILL, LOC119654612|XP_037916012.1|HILL
OG0000848	LOC108074497|XP_017022059.1|DKIK, LOC108081848|XP_017032577.1|DKIK	LOC119658671|XP_037922165.1|HILL
OG0000849	LOC108081968|XP_017032692.1|DKIK, LOC108074388|XP_017021902.1|DKIK	LOC119647307|XP_037904149.1|HILL
OG0000850	LOC108076292|XP_017024548.1|DKIK, LOC108076291|XP_017024545.1|DKIK	LOC119653529|XP_037914170.1|HILL, LOC119646372|XP_037902736.1|HILL
OG0000854	LOC108070940|XP_017017097.1|DKIK	LOC119658525|XP_037921931.1|HILL
OG0000855	LOC108079425|XP_017029245.1|DKIK, LOC108084909|XP_017036794.1|DKIK, LOC108084911|XP_017036795.1|DKIK	LOC119657117|XP_037919806.1|HILL, LOC119658156|XP_037921351.1|HILL
OG0000856	LOC108079194|XP_017028945.1|DKIK, LOC108083284|XP_017034502.1|DKIK	LOC119661011|XP_037926086.1|HILL
OG0000857	LOC108074185|XP_017021611.1|DKIK	LOC119657417|XP_037920242.1|HILL, LOC119658236|XP_037921441.1|HILL
OG0000858	LOC108080811|XP_017031202.1|DKIK	LOC119651400|XP_037910915.1|HILL
OG0000860	LOC108079823|XP_017029801.1|DKIK	LOC119650458|XP_037909242.1|HILL
OG0000861	LOC108076157|XP_017024372.1|DKIK, LOC108076215|XP_017024445.1|DKIK	LOC119660138|XP_037924469.1|HILL
OG0000862	LOC108078395|XP_017027740.1|DKIK, LOC108074511|XP_017022081.1|DKIK	LOC119647046|XP_037903730.1|HILL
OG0000864	LOC108077333|XP_017026109.1|DKIK, LOC108079898|XP_017029915.1|DKIK	LOC119655864|XP_037917914.1|HILL
OG0000865	LOC108073211|XP_017020228.1|DKIK	LOC119660267|XP_037924654.1|HILL
OG0000866	LOC108074435|XP_017021962.1|DKIK, LOC108074434|XP_017021960.1|DKIK	LOC119651344|XP_037910827.1|HILL
OG0000867	LOC108077226|XP_017025973.1|DKIK	LOC119661534|XP_037926842.1|HILL
OG0000868	LOC108084496|XP_017036224.1|DKIK	LOC119651020|XP_037910251.1|HILL
OG0000869	LOC108085474|XP_017037580.1|DKIK	LOC119659879|XP_037924126.1|HILL
OG0000870	LOC108072068|XP_017018561.1|DKIK	LOC119655994|XP_037918160.1|HILL
OG0000871	LOC108082582|XP_017033529.1|DKIK	LOC119655804|XP_037917831.1|HILL
OG0000872	LOC108082911|XP_017033984.1|DKIK, LOC108072088|XP_017018585.1|DKIK	LOC119653635|XP_037914344.1|HILL
OG0000873	LOC108080638|XP_017030953.1|DKIK	LOC119649384|XP_037907430.1|HILL
OG0000874	LOC108076509|XP_017024903.1|DKIK	LOC119653451|XP_037913986.1|HILL
OG0000875	LOC108083057|XP_017034177.1|DKIK	LOC119648335|XP_037905957.1|HILL
OG0000877	LOC108083303|XP_017034530.1|DKIK, LOC108075071|XP_017022841.1|DKIK, LOC108080265|XP_017030416.1|DKIK	LOC119647632|XP_037904617.1|HILL, LOC119648809|XP_037906587.1|HILL
OG0000878	LOC108072395|XP_017018991.1|DKIK	LOC119654988|XP_037916580.1|HILL
OG0000879	LOC108082148|XP_017032939.1|DKIK	LOC119655355|XP_037917134.1|HILL
OG0000880	LOC108076029|XP_017024177.1|DKIK, LOC108071563|XP_017017833.1|DKIK	LOC119646237|XP_037902555.1|HILL, LOC119661511|XP_037926810.1|HILL, LOC119647788|XP_037904907.1|HILL
OG0000882	LOC108085972|XP_017038259.1|DKIK	LOC119657550|XP_037920431.1|HILL
OG0000883	LOC108076650|XP_017025075.1|DKIK	LOC119658367|XP_037921656.1|HILL
OG0000884	LOC108076882|XP_017025401.1|DKIK, LOC108071208|XP_017017378.1|DKIK	LOC119657713|XP_037920680.1|HILL
OG0000886	LOC108083928|XP_017035418.1|DKIK	LOC119650614|XP_037909425.1|HILL
OG0000887	LOC108084443|XP_017036139.1|DKIK	LOC119654667|XP_037916090.1|HILL, LOC119654834|XP_037916334.1|HILL
OG0000888	LOC108079058|XP_017028756.1|DKIK, LOC108079021|XP_017028689.1|DKIK	LOC119647432|XP_037904268.1|HILL
OG0000889	LOC108072677|XP_017019407.1|DKIK	LOC119649708|XP_037907907.1|HILL
OG0000890	LOC108076459|XP_017024830.1|DKIK, LOC108074904|XP_017022621.1|DKIK, LOC108076914|XP_017025447.1|DKIK	LOC119647425|XP_037904258.1|HILL
OG0000891	LOC108072850|XP_017019656.1|DKIK, LOC108082237|XP_017033064.1|DKIK	LOC119651506|XP_037911062.1|HILL
OG0000892	LOC108073887|XP_017021161.1|DKIK, LOC108075250|XP_017023099.1|DKIK	LOC119650186|XP_037908674.1|HILL
OG0000893	LOC108084102|XP_017035618.1|DKIK	LOC119661300|XP_037926517.1|HILL
OG0000894	LOC108080418|XP_017030640.1|DKIK, LOC108080417|XP_017030639.1|DKIK, LOC108081231|XP_017031799.1|DKIK	LOC119659992|XP_037924292.1|HILL
OG0000895	LOC108076327|XP_017024601.1|DKIK, LOC108076326|XP_017024599.1|DKIK, LOC108076325|XP_017024597.1|DKIK	LOC119655493|XP_037917323.1|HILL
OG0000896	LOC108076252|XP_017024490.1|DKIK, LOC108084002|XP_017035504.1|DKIK, LOC108080549|XP_017030842.1|DKIK	LOC119655524|XP_037917362.1|HILL
OG0000899	LOC108073601|XP_017020782.1|DKIK, LOC108077331|XP_017026107.1|DKIK, LOC108073598|XP_017020778.1|DKIK, LOC108071397|XP_017017629.1|DKIK, LOC108079535|XP_017029360.1|DKIK, LOC108071399|XP_017017631.1|DKIK, LOC108076129|XP_017024345.1|DKIK, LOC108071414|XP_017017649.1|DKIK, LOC108071400|XP_017017632.1|DKIK, LOC108071398|XP_017017630.1|DKIK, LOC108071460|XP_017017712.1|DKIK	LOC119659559|XP_037923636.1|HILL
OG0000907	LOC108072186|XP_017018731.1|DKIK	LOC119657822|XP_037920864.1|HILL
OG0000909	LOC108075505|XP_017023461.1|DKIK	LOC119657311|XP_037920098.1|HILL
OG0000910	LOC108083527|XP_017034850.1|DKIK, LOC108085003|XP_017036921.1|DKIK	LOC119647744|XP_037904787.1|HILL
OG0000911	LOC108072458|XP_017019080.1|DKIK, LOC108073054|XP_017020010.1|DKIK	LOC119659735|XP_037923922.1|HILL
OG0000912	LOC108083145|XP_017034316.1|DKIK	LOC119649903|XP_037908223.1|HILL, LOC119648205|XP_037905735.1|HILL
OG0000913	LOC108070453|XP_017016419.1|DKIK	LOC119649914|XP_037908241.1|HILL
OG0000914	LOC108082394|XP_017033228.1|DKIK	LOC119659280|XP_037923220.1|HILL
OG0000915	LOC108082506|XP_017033424.1|DKIK, LOC108076219|XP_017024450.1|DKIK	LOC119661273|XP_037926469.1|HILL
OG0000916	LOC108079611|XP_017029464.1|DKIK	LOC119649969|XP_037908336.1|HILL
OG0000917	LOC108075845|XP_017023912.1|DKIK	LOC119653264|XP_037913804.1|HILL
OG0000918	LOC108083983|XP_017035491.1|DKIK, LOC108077062|XP_017025717.1|DKIK, LOC108072530|XP_017019193.1|DKIK	LOC119661271|XP_037926460.1|HILL
OG0000920	LOC108080991|XP_017031409.1|DKIK	LOC119655503|XP_037917334.1|HILL
OG0000921	LOC108083456|XP_017034715.1|DKIK, LOC108083454|XP_017034713.1|DKIK	LOC119646868|XP_037903420.1|HILL
OG0000922	LOC108072650|XP_017019370.1|DKIK, LOC108072646|XP_017019365.1|DKIK	LOC119648848|XP_037906650.1|HILL, LOC119648849|XP_037906654.1|HILL
OG0000923	LOC108080592|XP_017030889.1|DKIK, LOC108083198|XP_017034390.1|DKIK	LOC119659268|XP_037923196.1|HILL
OG0000924	LOC108072920|XP_017019757.1|DKIK, LOC108080521|XP_017030801.1|DKIK	LOC119653921|XP_037915008.1|HILL
OG0000925	LOC108073679|XP_017020895.1|DKIK	LOC119654032|XP_037915122.1|HILL, LOC119654830|XP_037916325.1|HILL
OG0000926	LOC108080467|XP_017030693.1|DKIK, LOC108080979|XP_017031394.1|DKIK	LOC119659217|XP_037923118.1|HILL
OG0000931	LOC108072257|XP_017018813.1|DKIK, LOC108075812|XP_017023873.1|DKIK	LOC119650289|XP_037908847.1|HILL
OG0000935	LOC108081000|XP_017031423.1|DKIK	LOC119652079|XP_037911945.1|HILL
OG0000936	LOC108084501|XP_017036228.1|DKIK, LOC108079174|XP_017028914.1|DKIK	LOC119658888|XP_037922606.1|HILL
OG0000937	LOC108085040|XP_017036981.1|DKIK	LOC119657145|XP_037919850.1|HILL, LOC119657808|XP_037920833.1|HILL, LOC119658309|XP_037921544.1|HILL, LOC119658006|XP_037921155.1|HILL, LOC119657604|XP_037920530.1|HILL, LOC119649299|XP_037907321.1|HILL, LOC119649212|XP_037907197.1|HILL
OG0000938	LOC108072262|XP_017018819.1|DKIK, LOC108071227|XP_017017404.1|DKIK	LOC119657122|XP_037919814.1|HILL
OG0000939	LOC108079613|XP_017029477.1|DKIK, LOC108079583|XP_017029416.1|DKIK	LOC119661716|XP_037927099.1|HILL
OG0000940	LOC108074917|XP_017022636.1|DKIK, LOC108079065|XP_017028768.1|DKIK	LOC119656570|XP_037918885.1|HILL
OG0000941	LOC108085781|XP_017038020.1|DKIK, LOC108078502|XP_017027890.1|DKIK	LOC119657198|XP_037919932.1|HILL
OG0000942	LOC108085817|XP_017038057.1|DKIK	LOC119648309|XP_037905916.1|HILL
OG0000943	LOC108073102|XP_017020081.1|DKIK	LOC119661204|XP_037926354.1|HILL
OG0000943	LOC108073103|XP_017020083.1|DKIK	LOC119661205|XP_037926357.1|HILL
OG0000944	LOC108079276|XP_017029060.1|DKIK	LOC119660771|XP_037925462.1|HILL
OG0000945	LOC108071508|XP_017017763.1|DKIK, LOC108071507|XP_017017762.1|DKIK	LOC119661753|XP_037927151.1|HILL
OG0000946	LOC108077032|XP_017025650.1|DKIK	LOC119661296|XP_037926510.1|HILL
OG0000947	LOC108072101|XP_017018604.1|DKIK	LOC119659221|XP_037923125.1|HILL
OG0000948	LOC108079716|XP_017029614.1|DKIK	LOC119650053|XP_037908470.1|HILL
OG0000949	LOC108084555|XP_017036300.1|DKIK, LOC108084576|XP_017036340.1|DKIK	LOC119655964|XP_037918123.1|HILL
OG0000950	LOC108083483|XP_017034767.1|DKIK, LOC108084079|XP_017035589.1|DKIK	LOC119656859|XP_037919440.1|HILL
OG0000951	LOC108077880|XP_017026904.1|DKIK, LOC108085480|XP_017037587.1|DKIK	LOC119660211|XP_037924573.1|HILL
OG0000952	LOC108071722|XP_017018039.1|DKIK, LOC108082189|XP_017032998.1|DKIK, LOC108085616|XP_017037780.1|DKIK	LOC119647108|XP_037903814.1|HILL
OG0000957	LOC108072874|XP_017019681.1|DKIK, LOC108072872|XP_017019680.1|DKIK	LOC119649988|XP_037908370.1|HILL
OG0000960	LOC108079356|XP_017029153.1|DKIK	LOC119651998|XP_037911850.1|HILL, LOC119652437|XP_037912507.1|HILL, LOC119652292|XP_037912217.1|HILL, LOC119652421|XP_037912472.1|HILL
OG0000963	LOC108083374|XP_017034609.1|DKIK	LOC119658492|XP_037921883.1|HILL, LOC119657269|XP_037920030.1|HILL
OG0000964	LOC108082287|XP_017033107.1|DKIK	LOC119660339|XP_037924753.1|HILL
OG0000965	LOC108071693|XP_017017996.1|DKIK	LOC119657119|XP_037919807.1|HILL
OG0000966	LOC108085120|XP_017037110.1|DKIK, LOC108073749|XP_017021006.1|DKIK	LOC119659817|XP_037924028.1|HILL
OG0000968	LOC108073933|XP_017021226.1|DKIK	LOC119650278|XP_037908831.1|HILL, LOC119648563|XP_037906261.1|HILL, LOC119648564|XP_037906262.1|HILL, LOC119648565|XP_037906263.1|HILL, LOC119649022|XP_037906905.1|HILL, LOC119650083|XP_037908515.1|HILL, LOC119649837|XP_037908109.1|HILL, LOC119650193|XP_037908687.1|HILL
OG0000969	LOC108078155|XP_017027287.1|DKIK	LOC119655293|XP_037917046.1|HILL
OG0000970	LOC108083723|XP_017035118.1|DKIK, LOC108083724|XP_017035119.1|DKIK	LOC119660558|XP_037925126.1|HILL
OG0000971	LOC108076837|XP_017025355.1|DKIK, LOC108076913|XP_017025445.1|DKIK	LOC119646696|XP_037903188.1|HILL
OG0000972	LOC108071650|XP_017017934.1|DKIK, LOC108071219|XP_017017391.1|DKIK	LOC119655462|XP_037917295.1|HILL
OG0000975	LOC108072112|XP_017018622.1|DKIK, LOC108072110|XP_017018621.1|DKIK	LOC119659274|XP_037923207.1|HILL
OG0000976	LOC108081096|XP_017031575.1|DKIK	LOC119659502|XP_037923556.1|HILL
OG0000977	LOC108084193|XP_017035779.1|DKIK, LOC108084189|XP_017035775.1|DKIK	LOC119658812|XP_037922463.1|HILL
OG0000978	LOC108085097|XP_017037058.1|DKIK, LOC108070731|XP_017016817.1|DKIK	LOC119659555|XP_037923632.1|HILL
OG0000981	LOC108076948|XP_017025487.1|DKIK	LOC119660927|XP_037925836.1|HILL
OG0000988	LOC108072227|XP_017018779.1|DKIK, LOC108076139|XP_017024359.1|DKIK	LOC119656493|XP_037918752.1|HILL
OG0000990	LOC108083544|XP_017034878.1|DKIK	LOC119658075|XP_037921263.1|HILL
OG0000991	LOC108083958|XP_017035454.1|DKIK	LOC119656681|XP_037919092.1|HILL
OG0000992	LOC108071288|XP_017017470.1|DKIK	LOC119646600|XP_037903022.1|HILL
OG0000993	LOC108085880|XP_017038130.1|DKIK, LOC108085881|XP_017038132.1|DKIK	LOC119650867|XP_037909956.1|HILL
OG0000994	LOC108080250|XP_017030398.1|DKIK	LOC119658292|XP_037921515.1|HILL
OG0000995	LOC108084852|XP_017036721.1|DKIK	LOC119658915|XP_037922663.1|HILL
OG0000996	LOC108082519|XP_017033435.1|DKIK, LOC108080950|XP_017031355.1|DKIK	LOC119646992|XP_037903636.1|HILL
OG0000997	LOC108081260|XP_017031843.1|DKIK	LOC119661765|XP_037927163.1|HILL
OG0000998	LOC108078690|XP_017028177.1|DKIK	LOC119647895|XP_037905126.1|HILL, LOC119647894|XP_037905121.1|HILL
OG0000999	LOC108072261|XP_017018818.1|DKIK, LOC108079434|XP_017029257.1|DKIK	LOC119653389|XP_037913868.1|HILL
OG0001000	LOC108070373|XP_017020185.1|DKIK	LOC119661572|XP_037926898.1|HILL
OG0001001	LOC108078212|XP_017027386.1|DKIK	LOC119661125|XP_037926250.1|HILL
OG0001002	LOC108074347|XP_017021860.1|DKIK	LOC119654243|XP_037915413.1|HILL
OG0001003	LOC108075484|XP_017023431.1|DKIK, LOC108079135|XP_017028875.1|DKIK	LOC119658682|XP_037922174.1|HILL
OG0001004	LOC108083194|XP_017034385.1|DKIK, LOC108083197|XP_017034389.1|DKIK	LOC119660421|XP_037924896.1|HILL
OG0001005	LOC108082663|XP_017033650.1|DKIK, LOC108083840|XP_017035306.1|DKIK	LOC119653619|XP_037914316.1|HILL
OG0001006	LOC108084086|XP_017035598.1|DKIK, LOC108073824|XP_017021093.1|DKIK	LOC119649453|XP_037907535.1|HILL
OG0001007	LOC108072131|XP_017018655.1|DKIK, LOC108084425|XP_017036157.1|DKIK	LOC119656271|XP_037918622.1|HILL
OG0001008	LOC108077891|XP_017026917.1|DKIK, LOC108083356|XP_017034588.1|DKIK	LOC119655408|XP_037917219.1|HILL
OG0001009	LOC108073420|XP_017020527.1|DKIK	LOC119656127|XP_037918388.1|HILL
OG0001013	LOC108073829|XP_017021097.1|DKIK, LOC108075023|XP_017022766.1|DKIK	LOC119650229|XP_037908736.1|HILL
OG0001014	LOC108073967|XP_017021298.1|DKIK	LOC119655082|XP_037916710.1|HILL
OG0001019	LOC108084986|XP_017036899.1|DKIK	LOC119657389|XP_037920202.1|HILL
OG0001020	LOC108080030|XP_017030092.1|DKIK	LOC119657985|XP_037921129.1|HILL, LOC119657205|XP_037919940.1|HILL, LOC119657634|XP_037920567.1|HILL
OG0001021	LOC108075935|XP_017024061.1|DKIK	LOC119651094|XP_037910375.1|HILL
OG0001022	LOC108071850|XP_017018253.1|DKIK	LOC119658389|XP_037921700.1|HILL
OG0001024	LOC108085012|XP_017036943.1|DKIK	LOC119659862|XP_037924098.1|HILL, LOC119660009|XP_037924314.1|HILL
OG0001025	LOC108074005|XP_017021355.1|DKIK	LOC119649739|XP_037907949.1|HILL
OG0001026	LOC108076644|XP_017025065.1|DKIK	LOC119655498|XP_037917331.1|HILL
OG0001027	LOC108085516|XP_017037630.1|DKIK	LOC119648947|XP_037906790.1|HILL, LOC119647827|XP_037904993.1|HILL
OG0001028	LOC108074640|XP_017022248.1|DKIK	LOC119649985|XP_037908355.1|HILL
OG0001029	LOC108078245|XP_017027457.1|DKIK	LOC119654282|XP_037915492.1|HILL, LOC119651816|XP_037911534.1|HILL, LOC119648751|XP_037906502.1|HILL, LOC119648440|XP_037906122.1|HILL
OG0001031	LOC108084782|XP_017036594.1|DKIK	LOC119650960|XP_037910134.1|HILL
OG0001032	LOC108079449|XP_017029276.1|DKIK, LOC108081290|XP_017031869.1|DKIK	LOC119653033|XP_037913407.1|HILL
OG0001033	LOC108080217|XP_017030362.1|DKIK, LOC108078390|XP_017027734.1|DKIK	LOC119656017|XP_037918195.1|HILL
OG0001034	LOC108085348|XP_017037402.1|DKIK, LOC108084763|XP_017036569.1|DKIK	LOC119650231|XP_037908738.1|HILL
OG0001042	LOC108073663|XP_017020877.1|DKIK	LOC119646639|XP_037903080.1|HILL
OG0001043	LOC108079351|XP_017029147.1|DKIK	LOC119658007|XP_037921157.1|HILL
OG0001044	LOC108070916|XP_017017061.1|DKIK	LOC119647224|XP_037903984.1|HILL
OG0001045	LOC108072423|XP_017019022.1|DKIK	LOC119652268|XP_037912181.1|HILL
OG0001046	LOC108072898|XP_017019710.1|DKIK	LOC119654795|XP_037916272.1|HILL
OG0001047	LOC108070838|XP_017016949.1|DKIK, LOC108070744|XP_017016829.1|DKIK, LOC108078240|XP_017027436.1|DKIK	LOC119657541|XP_037920411.1|HILL
OG0001048	LOC108072345|XP_017018925.1|DKIK	LOC119647179|XP_037903915.1|HILL
OG0001049	LOC108072832|XP_017019612.1|DKIK, LOC108078877|XP_017028491.1|DKIK	LOC119647474|XP_037904341.1|HILL
OG0001050	LOC108079831|XP_017029820.1|DKIK	LOC119647631|XP_037904616.1|HILL
OG0001051	LOC108076997|XP_017025556.1|DKIK	LOC119652144|XP_037912013.1|HILL, LOC119652142|XP_037912011.1|HILL, LOC119652143|XP_037912012.1|HILL
OG0001052	LOC108074871|XP_017022580.1|DKIK	LOC119646181|XP_037902491.1|HILL
OG0001053	LOC108080091|XP_017030188.1|DKIK	LOC119655659|XP_037917572.1|HILL
OG0001054	LOC108083707|XP_017035093.1|DKIK, LOC108083709|XP_017035095.1|DKIK	LOC119660306|XP_037924708.1|HILL
OG0001056	LOC108075630|XP_017023656.1|DKIK, LOC108079283|XP_017029069.1|DKIK	LOC119655097|XP_037916740.1|HILL
OG0001057	LOC108082223|XP_017033050.1|DKIK	LOC119653748|XP_037914605.1|HILL
OG0001058	LOC108083573|XP_017034919.1|DKIK	LOC119653471|XP_037914017.1|HILL
OG0001059	LOC108073902|XP_017021181.1|DKIK	LOC119647686|XP_037904696.1|HILL
OG0001060	LOC108077859|XP_017026881.1|DKIK	LOC119657290|XP_037920065.1|HILL
OG0001061	LOC108084014|XP_017035516.1|DKIK, LOC108084015|XP_017035517.1|DKIK	LOC119649749|XP_037907966.1|HILL
OG0001072	LOC108073823|XP_017021092.1|DKIK, LOC108079448|XP_017029271.1|DKIK	LOC119653742|XP_037914594.1|HILL
OG0001073	LOC108085579|XP_017037729.1|DKIK	LOC119656558|XP_037918865.1|HILL, LOC119656559|XP_037918867.1|HILL, LOC119656562|XP_037918871.1|HILL, LOC119656561|XP_037918870.1|HILL, LOC119656557|XP_037918863.1|HILL
OG0001074	LOC108070919|XP_017017067.1|DKIK	LOC119653482|XP_037914037.1|HILL, LOC119653483|XP_037914038.1|HILL
OG0001075	LOC108078750|XP_017028265.1|DKIK	LOC119648135|XP_037905605.1|HILL
OG0001077	LOC108071597|XP_017017866.1|DKIK, LOC108071213|XP_017017383.1|DKIK, LOC108083044|XP_017034162.1|DKIK	LOC119658889|XP_037922615.1|HILL
OG0001078	LOC108082944|XP_017034050.1|DKIK	LOC119656783|XP_037919297.1|HILL, LOC119647701|XP_037904714.1|HILL
OG0001079	LOC108072731|XP_017019482.1|DKIK	LOC119650348|XP_037908950.1|HILL
OG0001080	LOC108071527|XP_017017788.1|DKIK	LOC119650340|XP_037908935.1|HILL
OG0001081	LOC108077554|XP_017026471.1|DKIK	LOC119654600|XP_037915997.1|HILL
