Orthogroup	DKIK.longest_only	DNOV.longest_only
OG0002109	LOC108086025|XP_017038326.1|DKIK	LOC115761890|XP_030559754.1|DNOV
OG0002110	LOC108086160|XP_017038514.1|DKIK	LOC115759359|XP_030556141.1|DNOV
OG0002111	LOC108075924|XP_017024053.1|DKIK, LOC108075912|XP_017024031.1|DKIK	LOC115763220|XP_030561553.1|DNOV
OG0002112	LOC108082078|XP_017032859.1|DKIK	LOC115759217|XP_030555969.1|DNOV
OG0002113	LOC108075479|XP_017023422.1|DKIK, LOC108075371|XP_017023270.1|DKIK	LOC115771710|XP_030573390.1|DNOV
OG0002114	LOC108084942|XP_017036829.1|DKIK, LOC108085054|XP_017037003.1|DKIK	LOC115761299|XP_030558885.1|DNOV
OG0002115	LOC108078419|XP_017027773.1|DKIK, LOC108078420|XP_017027774.1|DKIK	LOC115760490|XP_030557699.1|DNOV
OG0002117	LOC108083904|XP_017035389.1|DKIK	LOC115767283|XP_030567374.1|DNOV
OG0002118	LOC108077352|XP_017026134.1|DKIK	LOC115760383|XP_030557537.1|DNOV
OG0002119	LOC108073443|XP_017020555.1|DKIK	LOC115757681|XP_030553877.1|DNOV
OG0002120	LOC108075356|XP_017023254.1|DKIK, LOC108077525|XP_017026383.1|DKIK	LOC115766745|XP_030566581.1|DNOV
OG0002121	LOC108075729|XP_017023758.1|DKIK	LOC115764171|XP_030562916.1|DNOV
OG0002123	LOC108079612|XP_017029475.1|DKIK	LOC115758912|XP_030555569.1|DNOV
OG0002124	LOC108083366|XP_017034598.1|DKIK, LOC108077143|XP_017025850.1|DKIK	LOC115767082|XP_030567088.1|DNOV
OG0002125	LOC108072439|XP_017019049.1|DKIK	LOC115760721|XP_030558057.1|DNOV
OG0002126	LOC108078369|XP_017027688.1|DKIK	LOC115770261|XP_030571336.1|DNOV
OG0002127	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK	LOC115764403|XP_030563254.1|DNOV
OG0002128	LOC108084337|XP_017036006.1|DKIK	LOC115767111|XP_030567124.1|DNOV
OG0002129	LOC108085692|XP_017037889.1|DKIK	LOC115764225|XP_030562999.1|DNOV
OG0002130	LOC108079366|XP_017029163.1|DKIK	LOC115768446|XP_030568865.1|DNOV
OG0002131	LOC108084181|XP_017035761.1|DKIK	LOC115761630|XP_030559319.1|DNOV
OG0002132	LOC108074575|XP_017022166.1|DKIK	LOC115763340|XP_030561709.1|DNOV
OG0002133	LOC108080550|XP_017030843.1|DKIK	LOC115766862|XP_030566781.1|DNOV
OG0002134	LOC108076119|XP_017024336.1|DKIK	LOC115768786|XP_030569343.1|DNOV
OG0002135	LOC108074247|XP_017021698.1|DKIK	LOC115769042|XP_030569607.1|DNOV
OG0002136	LOC108077860|XP_017026882.1|DKIK	LOC115764976|XP_030564163.1|DNOV
OG0002137	LOC108084570|XP_017036323.1|DKIK	LOC115764757|XP_030563853.1|DNOV
OG0002138	LOC108083593|XP_017034944.1|DKIK	LOC115768273|XP_030568670.1|DNOV
OG0002140	LOC108076932|XP_017025470.1|DKIK	LOC115767278|XP_030567370.1|DNOV
OG0002141	LOC108079521|XP_017029349.1|DKIK	LOC115759098|XP_030555792.1|DNOV, LOC115760390|XP_030557547.1|DNOV
OG0002142	LOC108077735|XP_017026687.1|DKIK	LOC115771676|XP_030573351.1|DNOV
OG0002143	LOC108074421|XP_017021943.1|DKIK	LOC115758609|XP_030555200.1|DNOV
OG0002144	LOC108074888|XP_017022585.1|DKIK	LOC115766709|XP_030566487.1|DNOV
OG0002145	LOC108083944|XP_017035438.1|DKIK	LOC115770837|XP_030572131.1|DNOV
OG0002146	LOC108077732|XP_017026677.1|DKIK	LOC115761717|XP_030559456.1|DNOV
OG0002147	LOC108083775|XP_017035188.1|DKIK	LOC115765433|XP_030564839.1|DNOV
OG0002148	LOC108073856|XP_017021127.1|DKIK	LOC115768094|XP_030568438.1|DNOV
OG0002149	LOC108074896|XP_017022608.1|DKIK	LOC115766741|XP_030566567.1|DNOV
OG0002150	LOC108071239|XP_017017416.1|DKIK	LOC115767740|XP_030567911.1|DNOV
OG0002151	LOC108076930|XP_017025465.1|DKIK	LOC115763030|XP_030561297.1|DNOV
OG0002152	LOC108074082|XP_017021451.1|DKIK	LOC115761274|XP_030558849.1|DNOV
OG0002153	LOC108074370|XP_017021883.1|DKIK	LOC115764929|XP_030564099.1|DNOV
OG0002154	LOC108079435|XP_017029258.1|DKIK	LOC115768454|XP_030568876.1|DNOV
OG0002155	LOC108073678|XP_017020894.1|DKIK	LOC115771857|XP_030573597.1|DNOV
OG0002156	LOC108081866|XP_017032595.1|DKIK	LOC115771401|XP_030572956.1|DNOV, LOC115760428|XP_030557599.1|DNOV
OG0002157	LOC108073232|XP_017020269.1|DKIK	LOC115761232|XP_030558784.1|DNOV
OG0002158	LOC108081222|XP_017031788.1|DKIK	LOC115760775|XP_030558124.1|DNOV
OG0002159	LOC108074227|XP_017021661.1|DKIK	LOC115760751|XP_030558090.1|DNOV
OG0002160	LOC108084061|XP_017035568.1|DKIK	LOC115772053|XP_030573857.1|DNOV
OG0002161	LOC108085683|XP_017037866.1|DKIK	LOC115771997|XP_030573788.1|DNOV
OG0002162	LOC108085915|XP_017038176.1|DKIK	LOC115761900|XP_030559776.1|DNOV
OG0002163	LOC108083867|XP_017035345.1|DKIK	LOC115769053|XP_030569625.1|DNOV, LOC115769537|XP_030570237.1|DNOV
OG0002164	LOC108081269|XP_017031855.1|DKIK	LOC115763629|XP_030562117.1|DNOV
OG0002165	LOC108077002|XP_017025564.1|DKIK	LOC115761400|XP_030559018.1|DNOV
OG0002166	LOC108076897|XP_017025420.1|DKIK	LOC115758919|XP_030555578.1|DNOV
OG0002167	LOC108082465|XP_017033337.1|DKIK	LOC115764554|XP_030563536.1|DNOV
OG0002168	LOC108072071|XP_017018563.1|DKIK	LOC115762407|XP_030560496.1|DNOV
OG0002169	LOC108078902|XP_017028524.1|DKIK	LOC115769913|XP_030570796.1|DNOV
OG0002170	LOC108083287|XP_017034510.1|DKIK	LOC115766792|XP_030566671.1|DNOV
OG0002171	LOC108084567|XP_017036316.1|DKIK	LOC115764846|XP_030563957.1|DNOV
OG0002172	LOC108071346|XP_017017571.1|DKIK	LOC115764650|XP_030563688.1|DNOV
OG0002173	LOC108077190|XP_017025924.1|DKIK	LOC115760169|XP_030557249.1|DNOV
OG0002174	LOC108077618|XP_017026513.1|DKIK	LOC115771771|XP_030573486.1|DNOV
OG0002175	LOC108077619|XP_017026514.1|DKIK	LOC115771772|XP_030573487.1|DNOV
OG0002176	LOC108084624|XP_017036401.1|DKIK	LOC115770587|XP_030571775.1|DNOV
OG0002177	LOC108077623|XP_017026520.1|DKIK	LOC115772103|XP_030573928.1|DNOV
OG0002178	LOC108084945|XP_017036831.1|DKIK	LOC115771648|XP_030573312.1|DNOV
OG0002180	LOC108073711|XP_017020935.1|DKIK	LOC115761563|XP_030559208.1|DNOV
OG0002181	LOC108085776|XP_017038015.1|DKIK	LOC115765436|XP_030564862.1|DNOV
OG0002182	LOC108077748|XP_017026705.1|DKIK	LOC115764119|XP_030562841.1|DNOV
OG0002183	LOC108082601|XP_017033563.1|DKIK	LOC115764565|XP_030563550.1|DNOV
OG0002184	LOC108073212|XP_017020272.1|DKIK	LOC115764609|XP_030563620.1|DNOV
OG0002185	LOC108081067|XP_017031537.1|DKIK	LOC115765021|XP_030564235.1|DNOV
OG0002186	LOC108075799|XP_017023859.1|DKIK	LOC115759202|XP_030555948.1|DNOV
OG0002187	LOC108084256|XP_017035888.1|DKIK	LOC115761174|XP_030558696.1|DNOV
OG0002188	LOC108072123|XP_017018640.1|DKIK	LOC115759083|XP_030555779.1|DNOV
OG0002189	LOC108083802|XP_017035231.1|DKIK	LOC115761861|XP_030559714.1|DNOV
OG0002190	LOC108084592|XP_017036356.1|DKIK	LOC115761586|XP_030559236.1|DNOV
OG0002191	LOC108075206|XP_017023030.1|DKIK	LOC115770497|XP_030571651.1|DNOV
OG0002192	LOC108080665|XP_017030986.1|DKIK	LOC115768356|XP_030568787.1|DNOV
OG0002193	LOC108077737|XP_017026689.1|DKIK	LOC115762018|XP_030559945.1|DNOV
OG0002194	LOC108083684|XP_017035051.1|DKIK	LOC115761692|XP_030559418.1|DNOV
OG0002195	LOC108084613|XP_017036387.1|DKIK	LOC115764101|XP_030562814.1|DNOV
OG0002196	LOC108073401|XP_017020482.1|DKIK	LOC115765666|XP_030565184.1|DNOV
OG0002197	LOC108079024|XP_017028692.1|DKIK	LOC115762742|XP_030560939.1|DNOV
OG0002198	LOC108081206|XP_017031764.1|DKIK	LOC115761438|XP_030559066.1|DNOV
OG0002199	LOC108085014|XP_017036947.1|DKIK	LOC115757664|XP_030553841.1|DNOV
OG0002202	LOC108084286|XP_017035932.1|DKIK	LOC115764031|XP_030562723.1|DNOV
OG0002203	LOC108077851|XP_017026872.1|DKIK	LOC115771642|XP_030573302.1|DNOV
OG0002204	LOC108073444|XP_017020556.1|DKIK	LOC115757682|XP_030553880.1|DNOV
OG0002205	LOC108074059|XP_017021420.1|DKIK	LOC115761743|XP_030559495.1|DNOV
OG0002206	LOC108083629|XP_017034988.1|DKIK	LOC115761451|XP_030559078.1|DNOV
OG0002207	LOC108085721|XP_017037933.1|DKIK	LOC115764159|XP_030562897.1|DNOV
OG0002208	LOC108085737|XP_017037955.1|DKIK	LOC115764016|XP_030562705.1|DNOV
OG0002209	LOC108079158|XP_017028895.1|DKIK	LOC115767546|XP_030567688.1|DNOV
OG0002210	LOC108070726|XP_017016811.1|DKIK	LOC115757688|XP_030553886.1|DNOV
OG0002211	LOC108074095|XP_017021476.1|DKIK	LOC115761796|XP_030559595.1|DNOV
OG0002212	LOC108084619|XP_017036394.1|DKIK	LOC115764968|XP_030564152.1|DNOV
OG0002213	LOC108080435|XP_017030658.1|DKIK	LOC115765589|XP_030565099.1|DNOV
OG0002214	LOC108073338|XP_017020391.1|DKIK	LOC115771919|XP_030573672.1|DNOV
OG0002215	LOC108075506|XP_017023462.1|DKIK	LOC115757721|XP_030553947.1|DNOV
OG0002216	LOC108078351|XP_017027649.1|DKIK	LOC115760321|XP_030557471.1|DNOV
OG0002217	LOC108085909|XP_017038166.1|DKIK	LOC115757719|XP_030553944.1|DNOV
OG0002218	LOC108083563|XP_017034907.1|DKIK	LOC115767965|XP_030568224.1|DNOV
OG0002219	LOC108074118|XP_017021507.1|DKIK	LOC115761424|XP_030559045.1|DNOV
OG0002220	LOC108074032|XP_017021388.1|DKIK	LOC115761462|XP_030559089.1|DNOV
OG0002221	LOC108078583|XP_017027992.1|DKIK	LOC115769484|XP_030570162.1|DNOV
OG0002222	LOC108078355|XP_017027659.1|DKIK	LOC115760184|XP_030557277.1|DNOV
OG0002224	LOC108078114|XP_017027206.1|DKIK	LOC115764588|XP_030563603.1|DNOV
OG0002225	LOC108070604|XP_017016663.1|DKIK	LOC115767921|XP_030568153.1|DNOV
OG0002226	LOC108076341|XP_017024617.1|DKIK	LOC115758386|XP_030554897.1|DNOV
OG0002227	LOC108085154|XP_017037171.1|DKIK	LOC115763611|XP_030562128.1|DNOV
OG0002228	LOC108074743|XP_017022405.1|DKIK	LOC115758009|XP_030554366.1|DNOV
OG0002229	LOC108076504|XP_017024891.1|DKIK, LOC108076155|XP_017024370.1|DKIK	LOC115760574|XP_030557851.1|DNOV
OG0002230	LOC108078257|XP_017027481.1|DKIK	LOC115762474|XP_030560552.1|DNOV
OG0002231	LOC108081332|XP_017031962.1|DKIK	LOC115762300|XP_030560327.1|DNOV
OG0002232	LOC108078238|XP_017027433.1|DKIK	LOC115758245|XP_030554664.1|DNOV
OG0002233	LOC108070392|XP_017016330.1|DKIK	LOC115769382|XP_030570037.1|DNOV
OG0002235	LOC108078263|XP_017027491.1|DKIK	LOC115760578|XP_030557857.1|DNOV
OG0002236	LOC108072194|XP_017018742.1|DKIK	LOC115760532|XP_030557775.1|DNOV
OG0002237	LOC108072121|XP_017018634.1|DKIK	LOC115760432|XP_030557605.1|DNOV
OG0002238	LOC108070530|XP_017016541.1|DKIK	LOC115771249|XP_030572713.1|DNOV
OG0002239	LOC108078392|XP_017027736.1|DKIK	LOC115760498|XP_030557709.1|DNOV
OG0002240	LOC108076752|XP_017025237.1|DKIK	LOC115761155|XP_030558688.1|DNOV
OG0002241	LOC108078761|XP_017028286.1|DKIK	LOC115769618|XP_030570375.1|DNOV
OG0002242	LOC108078843|XP_017028427.1|DKIK	LOC115767144|XP_030567172.1|DNOV
OG0002243	LOC108084138|XP_017035670.1|DKIK	LOC115757748|XP_030554004.1|DNOV
OG0002244	LOC108072729|XP_017019478.1|DKIK	LOC115769986|XP_030570912.1|DNOV
OG0002245	LOC108070559|XP_017016573.1|DKIK	LOC115767908|XP_030568141.1|DNOV
OG0002246	LOC108080699|XP_017031026.1|DKIK	LOC115764131|XP_030562866.1|DNOV
OG0002247	LOC108072073|XP_017018565.1|DKIK	LOC115762486|XP_030560624.1|DNOV
OG0002248	LOC108079845|XP_017029841.1|DKIK	LOC115762593|XP_030560741.1|DNOV
OG0002249	LOC108078622|XP_017028034.1|DKIK	LOC115767128|XP_030567150.1|DNOV
OG0002250	LOC108077971|XP_017027002.1|DKIK	LOC115762314|XP_030560341.1|DNOV
OG0002251	LOC108076816|XP_017025336.1|DKIK	LOC115762315|XP_030560342.1|DNOV
OG0002252	LOC108076826|XP_017025348.1|DKIK	LOC115762296|XP_030560321.1|DNOV
OG0002253	LOC108070899|XP_017017038.1|DKIK	LOC115770602|XP_030571837.1|DNOV
OG0002254	LOC108073346|XP_017020400.1|DKIK	LOC115761598|XP_030559258.1|DNOV
OG0002255	LOC108079393|XP_017029205.1|DKIK	LOC115769131|XP_030569697.1|DNOV
OG0002257	LOC108078218|XP_017027396.1|DKIK	LOC115762185|XP_030560165.1|DNOV
OG0002258	LOC108079805|XP_017029773.1|DKIK	LOC115770857|XP_030572157.1|DNOV
OG0002259	LOC108084876|XP_017036762.1|DKIK	LOC115768105|XP_030568465.1|DNOV
OG0002260	LOC108073923|XP_017021209.1|DKIK	LOC115769292|XP_030569882.1|DNOV
OG0002261	LOC108083240|XP_017034435.1|DKIK	LOC115771390|XP_030572935.1|DNOV
OG0002262	LOC108078267|XP_017027505.1|DKIK	LOC115758233|XP_030554645.1|DNOV
OG0002263	LOC108078708|XP_017028158.1|DKIK	LOC115767697|XP_030567851.1|DNOV
OG0002264	LOC108078354|XP_017027658.1|DKIK	LOC115760177|XP_030557265.1|DNOV
OG0002265	LOC108071925|XP_017018374.1|DKIK	LOC115762931|XP_030561172.1|DNOV
OG0002266	LOC108083015|XP_017034130.1|DKIK	LOC115770288|XP_030571383.1|DNOV
OG0002267	LOC108078921|XP_017028556.1|DKIK	LOC115771024|XP_030572410.1|DNOV
OG0002268	LOC108085810|XP_017038050.1|DKIK	LOC115769625|XP_030570392.1|DNOV
OG0002269	LOC108082421|XP_017033274.1|DKIK	LOC115762313|XP_030560340.1|DNOV
OG0002270	LOC108078377|XP_017027699.1|DKIK	LOC115761068|XP_030558547.1|DNOV
OG0002271	LOC108078887|XP_017028506.1|DKIK	LOC115770252|XP_030571326.1|DNOV
OG0002272	LOC108079874|XP_017029879.1|DKIK	LOC115762629|XP_030560791.1|DNOV
OG0002273	LOC108083741|XP_017035143.1|DKIK	LOC115769329|XP_030569928.1|DNOV
OG0002274	LOC108075173|XP_017022984.1|DKIK	LOC115769356|XP_030569990.1|DNOV
OG0002275	LOC108078704|XP_017028151.1|DKIK	LOC115767122|XP_030567141.1|DNOV
OG0002276	LOC108079044|XP_017028719.1|DKIK	LOC115765804|XP_030565368.1|DNOV
OG0002277	LOC108079117|XP_017028846.1|DKIK	LOC115765817|XP_030565399.1|DNOV
OG0002278	LOC108085979|XP_017038269.1|DKIK	LOC115769459|XP_030570132.1|DNOV
OG0002279	LOC108078809|XP_017028376.1|DKIK	LOC115771466|XP_030573048.1|DNOV
OG0002280	LOC108078691|XP_017028130.1|DKIK	LOC115771289|XP_030572772.1|DNOV
OG0002281	LOC108079769|XP_017029684.1|DKIK	LOC115769798|XP_030570626.1|DNOV
OG0002282	LOC108073942|XP_017021245.1|DKIK	LOC115762792|XP_030561005.1|DNOV
OG0002283	LOC108076266|XP_017024503.1|DKIK	LOC115762155|XP_030560129.1|DNOV
OG0002284	LOC108076781|XP_017025276.1|DKIK	LOC115764868|XP_030564007.1|DNOV
OG0002285	LOC108079346|XP_017029142.1|DKIK	LOC115768612|XP_030569128.1|DNOV
OG0002286	LOC108072365|XP_017018948.1|DKIK	LOC115766543|XP_030566374.1|DNOV
OG0002287	LOC108078365|XP_017027676.1|DKIK	LOC115760664|XP_030557991.1|DNOV
OG0002288	LOC108078813|XP_017028381.1|DKIK	LOC115770269|XP_030571347.1|DNOV
OG0002289	LOC108077475|XP_017026283.1|DKIK	LOC115771150|XP_030572582.1|DNOV, LOC115771160|XP_030572593.1|DNOV
OG0002290	LOC108082715|XP_017033712.1|DKIK	LOC115759349|XP_030556132.1|DNOV
OG0002291	LOC108072933|XP_017019771.1|DKIK	LOC115762419|XP_030560474.1|DNOV
OG0002292	LOC108080732|XP_017031080.1|DKIK	LOC115762125|XP_030560090.1|DNOV
OG0002293	LOC108072441|XP_017019057.1|DKIK	LOC115760300|XP_030557451.1|DNOV
OG0002294	LOC108085035|XP_017036971.1|DKIK	LOC115764901|XP_030564053.1|DNOV
OG0002295	LOC108075848|XP_017023918.1|DKIK	LOC115758414|XP_030554922.1|DNOV
OG0002296	LOC108077150|XP_017025866.1|DKIK	LOC115763412|XP_030561824.1|DNOV
OG0002297	LOC108084192|XP_017035778.1|DKIK	LOC115766243|XP_030565966.1|DNOV, LOC115766151|XP_030565848.1|DNOV
OG0002298	LOC108072130|XP_017018654.1|DKIK	LOC115761901|XP_030559780.1|DNOV
OG0002299	LOC108072928|XP_017019764.1|DKIK	LOC115762184|XP_030560164.1|DNOV
OG0002300	LOC108073627|XP_017020818.1|DKIK	LOC115758744|XP_030555360.1|DNOV
OG0002301	LOC108081527|XP_017032232.1|DKIK	LOC115762979|XP_030561215.1|DNOV
OG0002302	LOC108077192|XP_017025929.1|DKIK	LOC115758958|XP_030555619.1|DNOV
OG0002303	LOC108079459|XP_017029287.1|DKIK	LOC115768608|XP_030569121.1|DNOV
OG0002304	LOC108085258|XP_017037295.1|DKIK	LOC115759077|XP_030555768.1|DNOV
OG0002305	LOC108075012|XP_017022748.1|DKIK	LOC115771447|XP_030573021.1|DNOV
OG0002306	LOC108074858|XP_017022558.1|DKIK	LOC115763591|XP_030562073.1|DNOV
OG0002307	LOC108074551|XP_017022136.1|DKIK	LOC115760180|XP_030557268.1|DNOV
OG0002308	LOC108077141|XP_017025844.1|DKIK	LOC115763325|XP_030561686.1|DNOV
OG0002309	LOC108081365|XP_017032006.1|DKIK	LOC115760187|XP_030557276.1|DNOV
OG0002310	LOC108081414|XP_017032082.1|DKIK	LOC115765981|XP_030565602.1|DNOV
OG0002311	LOC108082780|XP_017033804.1|DKIK	LOC115759220|XP_030555973.1|DNOV
OG0002312	LOC108072490|XP_017019146.1|DKIK	LOC115763549|XP_030562027.1|DNOV
OG0002313	LOC108076513|XP_017024908.1|DKIK	LOC115764187|XP_030562937.1|DNOV
OG0002314	LOC108070815|XP_017016904.1|DKIK	LOC115761054|XP_030558530.1|DNOV
OG0002315	LOC108082326|XP_017033144.1|DKIK	LOC115758036|XP_030554407.1|DNOV
OG0002316	LOC108081976|XP_017032701.1|DKIK	LOC115758568|XP_030555139.1|DNOV
OG0002317	LOC108072752|XP_017019510.1|DKIK	LOC115770069|XP_030571027.1|DNOV
OG0002318	LOC108082836|XP_017033889.1|DKIK	LOC115758492|XP_030555033.1|DNOV
OG0002319	LOC108072617|XP_017019333.1|DKIK	LOC115763506|XP_030561963.1|DNOV
OG0002320	LOC108078153|XP_017027285.1|DKIK	LOC115758235|XP_030554653.1|DNOV
OG0002321	LOC108074705|XP_017022334.1|DKIK	LOC115758070|XP_030554443.1|DNOV
OG0002322	LOC108075784|XP_017023832.1|DKIK	LOC115763126|XP_030561432.1|DNOV
OG0002323	LOC108081447|XP_017032125.1|DKIK, LOC108079493|XP_017029322.1|DKIK	LOC115768567|XP_030569051.1|DNOV
OG0002324	LOC108083272|XP_017034481.1|DKIK	LOC115771581|XP_030573198.1|DNOV
OG0002325	LOC108073516|XP_017020678.1|DKIK	LOC115770031|XP_030570953.1|DNOV
OG0002326	LOC108073512|XP_017020673.1|DKIK	LOC115770018|XP_030570934.1|DNOV
OG0002327	LOC108084858|XP_017036727.1|DKIK	LOC115770552|XP_030571716.1|DNOV
OG0002328	LOC108082681|XP_017033671.1|DKIK	LOC115758854|XP_030555502.1|DNOV
OG0002329	LOC108074448|XP_017021978.1|DKIK	LOC115765927|XP_030565533.1|DNOV
OG0002330	LOC108074439|XP_017021967.1|DKIK	LOC115766002|XP_030565631.1|DNOV
OG0002331	LOC108079154|XP_017028891.1|DKIK	LOC115765113|XP_030564362.1|DNOV
OG0002332	LOC108075294|XP_017023178.1|DKIK	LOC115770126|XP_030571120.1|DNOV
OG0002333	LOC108072349|XP_017018929.1|DKIK	LOC115762378|XP_030560418.1|DNOV
OG0002334	LOC108074568|XP_017022162.1|DKIK	LOC115758765|XP_030555386.1|DNOV
OG0002335	LOC108082571|XP_017033517.1|DKIK	LOC115764562|XP_030563546.1|DNOV
OG0002336	LOC108085541|XP_017037663.1|DKIK	LOC115771565|XP_030573176.1|DNOV
OG0002337	LOC108078100|XP_017027187.1|DKIK	LOC115762241|XP_030560244.1|DNOV
OG0002338	LOC108072860|XP_017019665.1|DKIK	LOC115759833|XP_030556786.1|DNOV
OG0002339	LOC108085352|XP_017037407.1|DKIK	LOC115765877|XP_030565475.1|DNOV
OG0002340	LOC108076117|XP_017024338.1|DKIK	LOC115760197|XP_030557288.1|DNOV
OG0002341	LOC108073144|XP_017020141.1|DKIK	LOC115760817|XP_030558194.1|DNOV
OG0002342	LOC108077405|XP_017026193.1|DKIK	LOC115758399|XP_030554901.1|DNOV
OG0002343	LOC108086246|XP_017038606.1|DKIK	LOC115758597|XP_030555179.1|DNOV
OG0002344	LOC108084691|XP_017036515.1|DKIK	LOC115760288|XP_030557420.1|DNOV
OG0002345	LOC108076757|XP_017025246.1|DKIK	LOC115762464|XP_030560532.1|DNOV
OG0002346	LOC108077427|XP_017026220.1|DKIK	LOC115760083|XP_030557125.1|DNOV
OG0002347	LOC108072420|XP_017019014.1|DKIK	LOC115760744|XP_030558081.1|DNOV
OG0002348	LOC108079615|XP_017029479.1|DKIK	LOC115760179|XP_030557266.1|DNOV
OG0002349	LOC108076758|XP_017025247.1|DKIK	LOC115762278|XP_030560300.1|DNOV
OG0002350	LOC108071781|XP_017018134.1|DKIK	LOC115762463|XP_030560531.1|DNOV
OG0002351	LOC108082587|XP_017033538.1|DKIK	LOC115760878|XP_030558300.1|DNOV
OG0002352	LOC108081833|XP_017032563.1|DKIK	LOC115771089|XP_030572506.1|DNOV
OG0002353	LOC108081464|XP_017032143.1|DKIK	LOC115758467|XP_030555000.1|DNOV
OG0002354	LOC108076260|XP_017024501.1|DKIK	LOC115763052|XP_030561337.1|DNOV
OG0002355	LOC108077269|XP_017026029.1|DKIK, LOC108072463|XP_017019088.1|DKIK	LOC115758532|XP_030555083.1|DNOV
OG0002356	LOC108072572|XP_017019266.1|DKIK	LOC115759832|XP_030556784.1|DNOV
OG0002357	LOC108077785|XP_017026774.1|DKIK	LOC115771934|XP_030573694.1|DNOV
OG0002358	LOC108077055|XP_017025708.1|DKIK	LOC115760105|XP_030557157.1|DNOV
OG0002359	LOC108071751|XP_017018065.1|DKIK	LOC115766408|XP_030566187.1|DNOV
OG0002360	LOC108082161|XP_017032951.1|DKIK	LOC115763178|XP_030561496.1|DNOV
OG0002361	LOC108083060|XP_017034182.1|DKIK	LOC115768203|XP_030568579.1|DNOV
OG0002362	LOC108073646|XP_017020854.1|DKIK	LOC115765554|XP_030565052.1|DNOV
OG0002363	LOC108072856|XP_017019660.1|DKIK	LOC115760054|XP_030557092.1|DNOV
OG0002364	LOC108072843|XP_017019628.1|DKIK	LOC115760053|XP_030557085.1|DNOV
OG0002365	LOC108072845|XP_017019646.1|DKIK	LOC115760178|XP_030557261.1|DNOV
OG0002366	LOC108086199|XP_017038550.1|DKIK	LOC115765452|XP_030564875.1|DNOV
OG0002367	LOC108074498|XP_017022060.1|DKIK	LOC115759314|XP_030556084.1|DNOV
OG0002368	LOC108075787|XP_017023841.1|DKIK	LOC115759212|XP_030555963.1|DNOV
OG0002369	LOC108083408|XP_017034650.1|DKIK	LOC115768805|XP_030569361.1|DNOV
OG0002370	LOC108075361|XP_017023264.1|DKIK	LOC115769213|XP_030569783.1|DNOV
OG0002371	LOC108085270|XP_017037310.1|DKIK, LOC108075339|XP_017023246.1|DKIK	LOC115769220|XP_030569793.1|DNOV
OG0002372	LOC108079600|XP_017029446.1|DKIK	LOC115765457|XP_030564881.1|DNOV
OG0002373	LOC108081413|XP_017032081.1|DKIK	LOC115758655|XP_030555252.1|DNOV
OG0002374	LOC108073436|XP_017020545.1|DKIK	LOC115772037|XP_030573834.1|DNOV
OG0002375	LOC108074074|XP_017021439.1|DKIK	LOC115763784|XP_030562364.1|DNOV
OG0002376	LOC108075842|XP_017023906.1|DKIK	LOC115760189|XP_030557279.1|DNOV
OG0002377	LOC108075577|XP_017023583.1|DKIK	LOC115759419|XP_030556176.1|DNOV
OG0002378	LOC108070419|XP_017016362.1|DKIK	LOC115767960|XP_030568219.1|DNOV
OG0002379	LOC108072551|XP_017019215.1|DKIK	LOC115758549|XP_030555105.1|DNOV, LOC115760149|XP_030557220.1|DNOV
OG0002380	LOC108083781|XP_017035196.1|DKIK	LOC115768748|XP_030569295.1|DNOV
OG0002381	LOC108072878|XP_017019686.1|DKIK	LOC115761124|XP_030558627.1|DNOV
OG0002382	LOC108071776|XP_017018119.1|DKIK	LOC115766355|XP_030566115.1|DNOV
OG0002384	LOC108083520|XP_017034835.1|DKIK	LOC115768472|XP_030568907.1|DNOV
OG0002385	LOC108081319|XP_017031915.1|DKIK	LOC115766739|XP_030566563.1|DNOV
OG0002386	LOC108078311|XP_017027632.1|DKIK	LOC115763692|XP_030562232.1|DNOV
OG0002387	LOC108071333|XP_017017538.1|DKIK	LOC115761241|XP_030558795.1|DNOV
OG0002388	LOC108084172|XP_017035748.1|DKIK	LOC115766257|XP_030565976.1|DNOV, LOC115766050|XP_030565689.1|DNOV
OG0002389	LOC108080297|XP_017030463.1|DKIK	LOC115761541|XP_030559184.1|DNOV
OG0002390	LOC108076893|XP_017025414.1|DKIK	LOC115759033|XP_030555711.1|DNOV
OG0002391	LOC108078371|XP_017027687.1|DKIK	LOC115757863|XP_030554159.1|DNOV
OG0002392	LOC108071878|XP_017018295.1|DKIK	LOC115766982|XP_030566940.1|DNOV
OG0002393	LOC108079903|XP_017029923.1|DKIK	LOC115762587|XP_030560734.1|DNOV
OG0002394	LOC108081241|XP_017031808.1|DKIK	LOC115763628|XP_030562114.1|DNOV
OG0002395	LOC108081507|XP_017032214.1|DKIK	LOC115765673|XP_030565195.1|DNOV
OG0002396	LOC108078158|XP_017027297.1|DKIK	LOC115762448|XP_030560508.1|DNOV
OG0002397	LOC108079282|XP_017029068.1|DKIK	LOC115765277|XP_030564630.1|DNOV
OG0002398	LOC108083519|XP_017034834.1|DKIK	LOC115767262|XP_030567345.1|DNOV
OG0002399	LOC108085081|XP_017037040.1|DKIK	LOC115767415|XP_030567551.1|DNOV
OG0002400	LOC108073045|XP_017019997.1|DKIK	LOC115759714|XP_030556580.1|DNOV
