Orthogroup	DKIK.longest_only	DALB.longest_only
OG0000734	LOC108073498|XP_017020647.1|DKIK	LOC117572665|XP_034111555.1|DALB
OG0000735	LOC108077286|XP_017026052.1|DKIK	LOC117565101|XP_034099950.1|DALB
OG0000736	LOC108085357|XP_017037416.1|DKIK	LOC117564655|XP_034099405.1|DALB
OG0000736	LOC108085350|XP_017037404.1|DKIK	LOC117564656|XP_034099406.1|DALB
OG0000737	LOC108076476|XP_017024853.1|DKIK	LOC117566900|XP_034102408.1|DALB
OG0000738	LOC108077040|XP_017025659.1|DKIK	LOC117564734|XP_034099512.1|DALB
OG0000738	LOC108077367|XP_017026152.1|DKIK	LOC117564431|XP_034099058.1|DALB
OG0000739	LOC108075611|XP_017023633.1|DKIK	LOC117573942|XP_034113360.1|DALB
OG0000739	LOC108075657|XP_017023694.1|DKIK	LOC117573943|XP_034113361.1|DALB
OG0000740	LOC108083172|XP_017034348.1|DKIK	LOC117575420|XP_034115495.1|DALB
OG0000741	LOC108083876|XP_017035354.1|DKIK	LOC117563427|XP_034097655.1|DALB
OG0000742	LOC108080040|XP_017030106.1|DKIK	LOC117573481|XP_034112604.1|DALB
OG0000742	LOC108080178|XP_017030315.1|DKIK	LOC117575324|XP_034115374.1|DALB
OG0000743	LOC108075241|XP_017023086.1|DKIK	LOC117569820|XP_034107033.1|DALB
OG0000743	LOC108072242|XP_017018792.1|DKIK	LOC117571542|XP_034109626.1|DALB
OG0000744	LOC108078531|XP_017027932.1|DKIK	LOC117571109|XP_034108983.1|DALB, LOC117566807|XP_034102246.1|DALB
OG0000745	LOC108078033|XP_017027083.1|DKIK	LOC117569015|XP_034105894.1|DALB
OG0000745	LOC108078546|XP_017027950.1|DKIK	LOC117566607|XP_034102039.1|DALB
OG0000746	LOC108076599|XP_017025001.1|DKIK	LOC117568399|XP_034104922.1|DALB
OG0000747	LOC108079115|XP_017028844.1|DKIK	LOC117569971|XP_034107239.1|DALB
OG0000747	LOC108083325|XP_017034558.1|DKIK	LOC117569548|XP_034106647.1|DALB
OG0000748	LOC108077369|XP_017026154.1|DKIK	LOC117565221|XP_034100120.1|DALB
OG0000750	LOC108082316|XP_017033135.1|DKIK, LOC108082584|XP_017033532.1|DKIK	LOC117566718|XP_034102154.1|DALB, LOC117569122|XP_034106034.1|DALB
OG0000751	LOC108076571|XP_017024971.1|DKIK	LOC117566618|XP_034102050.1|DALB, LOC117568406|XP_034104934.1|DALB
OG0000753	LOC108077811|XP_017026818.1|DKIK	LOC117576010|XP_034116408.1|DALB
OG0000753	LOC108078637|XP_017028055.1|DKIK	LOC117571892|XP_034110248.1|DALB
OG0000754	LOC108077035|XP_017025657.1|DKIK	LOC117573213|XP_034112120.1|DALB
OG0000754	LOC108075221|XP_017023052.1|DKIK	LOC117578190|XP_034119397.1|DALB
OG0000755	LOC108074038|XP_017021395.1|DKIK	LOC117575392|XP_034115459.1|DALB
OG0000755	LOC108074041|XP_017021398.1|DKIK	LOC117575391|XP_034115458.1|DALB
OG0000756	LOC108073593|XP_017020776.1|DKIK	LOC117574861|XP_034114767.1|DALB
OG0000756	LOC108073594|XP_017020777.1|DKIK	LOC117574986|XP_034114947.1|DALB
OG0000757	LOC108079838|XP_017029830.1|DKIK	LOC117572369|XP_034111027.1|DALB
OG0000758	LOC108071503|XP_017017755.1|DKIK	LOC117568793|XP_034105543.1|DALB
OG0000758	LOC108071501|XP_017017752.1|DKIK	LOC117568792|XP_034105540.1|DALB
OG0000759	LOC108075098|XP_017022871.1|DKIK	LOC117570747|XP_034108459.1|DALB
OG0000759	LOC108075327|XP_017023221.1|DKIK	LOC117569826|XP_034107041.1|DALB
OG0000760	LOC108076192|XP_017024412.1|DKIK	LOC117570110|XP_034107462.1|DALB
OG0000762	LOC108074861|XP_017022563.1|DKIK	LOC117564060|XP_034098574.1|DALB
OG0000762	LOC108077358|XP_017026141.1|DKIK	LOC117565606|XP_034100702.1|DALB
OG0000763	LOC108081373|XP_017032016.1|DKIK	LOC117564355|XP_034098961.1|DALB
OG0000763	LOC108081376|XP_017032018.1|DKIK	LOC117563779|XP_034098177.1|DALB
OG0000764	LOC108075393|XP_017023292.1|DKIK	LOC117574354|XP_034114069.1|DALB
OG0000764	LOC108071766|XP_017018095.1|DKIK	LOC117578381|XP_034119710.1|DALB
OG0000765	LOC108079037|XP_017028707.1|DKIK	LOC117569387|XP_034106408.1|DALB
OG0000765	LOC108084679|XP_017036499.1|DKIK	LOC117576457|XP_034117121.1|DALB
OG0000766	LOC108082721|XP_017033717.1|DKIK	LOC117565562|XP_034100621.1|DALB
OG0000766	LOC108076048|XP_017024211.1|DKIK	LOC117577628|XP_034118385.1|DALB, LOC117569631|XP_034106760.1|DALB
OG0000767	LOC108075363|XP_017023262.1|DKIK	LOC117577791|XP_034118607.1|DALB, LOC117575444|XP_034115543.1|DALB
OG0000767	LOC108083293|XP_017034518.1|DKIK	LOC117572334|XP_034110963.1|DALB
OG0000768	LOC108075006|XP_017022740.1|DKIK	LOC117571269|XP_034109223.1|DALB
OG0000769	LOC108081048|XP_017031507.1|DKIK	LOC117575653|XP_034115830.1|DALB
OG0000769	LOC108078219|XP_017027399.1|DKIK	LOC117569676|XP_034107211.1|DALB
OG0000770	LOC108073099|XP_017020075.1|DKIK	LOC117569338|XP_034106359.1|DALB
OG0000771	LOC108080560|XP_017030858.1|DKIK	LOC117570925|XP_034108746.1|DALB
OG0000772	LOC108072236|XP_017018787.1|DKIK, LOC108082553|XP_017033489.1|DKIK	LOC117571008|XP_034108857.1|DALB
OG0000773	LOC108083543|XP_017034877.1|DKIK	LOC117570853|XP_034108623.1|DALB, LOC117577238|XP_034118118.1|DALB, LOC117571192|XP_034109122.1|DALB
OG0000774	LOC108072193|XP_017018741.1|DKIK, LOC108072192|XP_017018739.1|DKIK	LOC117570836|XP_034108602.1|DALB, LOC117570839|XP_034108606.1|DALB
OG0000775	LOC108081803|XP_017032528.1|DKIK	LOC117567754|XP_034103833.1|DALB
OG0000775	LOC108085130|XP_017037123.1|DKIK	LOC117568491|XP_034105071.1|DALB
OG0000776	LOC108083114|XP_017034265.1|DKIK, LOC108083115|XP_017034267.1|DKIK	LOC117569411|XP_034106438.1|DALB
OG0000778	LOC108085897|XP_017038155.1|DKIK	LOC117574403|XP_034114132.1|DALB, LOC117573155|XP_034112004.1|DALB
OG0000779	LOC108083785|XP_017035200.1|DKIK	LOC117572674|XP_034111596.1|DALB
OG0000780	LOC108078537|XP_017027937.1|DKIK	LOC117569209|XP_034106172.1|DALB, LOC117569208|XP_034106170.1|DALB
OG0000781	LOC108083493|XP_017034782.1|DKIK	LOC117563918|XP_034098379.1|DALB
OG0000781	LOC108084759|XP_017036563.1|DKIK	LOC117567871|XP_034104030.1|DALB
OG0000782	LOC108073826|XP_017021095.1|DKIK	LOC117572470|XP_034111208.1|DALB
OG0000782	LOC108083360|XP_017034592.1|DKIK	LOC117577755|XP_034118560.1|DALB
OG0000783	LOC108079152|XP_017028889.1|DKIK	LOC117577545|XP_034118266.1|DALB
OG0000784	LOC108080095|XP_017030193.1|DKIK	LOC117577783|XP_034118599.1|DALB
OG0000785	LOC108070644|XP_017016701.1|DKIK, LOC108083987|XP_017035488.1|DKIK	LOC117573608|XP_034112796.1|DALB
OG0000786	LOC108084831|XP_017036683.1|DKIK	LOC117576152|XP_034116613.1|DALB
OG0000787	LOC108078803|XP_017028360.1|DKIK	LOC117571502|XP_034109561.1|DALB
OG0000788	LOC108074772|XP_017022438.1|DKIK, LOC108078215|XP_017027395.1|DKIK	LOC117571425|XP_034109455.1|DALB
OG0000789	LOC108073602|XP_017020783.1|DKIK	LOC117563724|XP_034098077.1|DALB
OG0000789	LOC108073629|XP_017020820.1|DKIK	LOC117564469|XP_034099157.1|DALB
OG0000790	LOC108079680|XP_017029571.1|DKIK	LOC117565021|XP_034099856.1|DALB
OG0000790	LOC108079681|XP_017029573.1|DKIK	LOC117565505|XP_034100527.1|DALB
OG0000791	LOC108074374|XP_017021887.1|DKIK	LOC117574096|XP_034113625.1|DALB
OG0000792	LOC108074397|XP_017021913.1|DKIK	LOC117565572|XP_034100640.1|DALB
OG0000793	LOC108078025|XP_017027112.1|DKIK	LOC117576167|XP_034116638.1|DALB
OG0000794	LOC108083402|XP_017034641.1|DKIK	LOC117577528|XP_034118257.1|DALB
OG0000795	LOC108080165|XP_017030299.1|DKIK	LOC117565826|XP_034101029.1|DALB
OG0000795	LOC108085397|XP_017037455.1|DKIK	LOC117574662|XP_034114458.1|DALB
OG0000796	LOC108080930|XP_017031323.1|DKIK	LOC117574816|XP_034114675.1|DALB
OG0000796	LOC108084489|XP_017036210.1|DKIK	LOC117568855|XP_034105629.1|DALB
OG0000797	LOC108073207|XP_017020216.1|DKIK	LOC117576924|XP_034117958.1|DALB
OG0000798	LOC108070898|XP_017017034.1|DKIK	LOC117570303|XP_034107719.1|DALB
OG0000798	LOC108070873|XP_017016997.1|DKIK	LOC117568150|XP_034104449.1|DALB
OG0000799	LOC108085597|XP_017037753.1|DKIK	LOC117570043|XP_034107359.1|DALB
OG0000799	LOC108080536|XP_017030826.1|DKIK	LOC117564754|XP_034099539.1|DALB
OG0000800	LOC108079032|XP_017028701.1|DKIK	LOC117570358|XP_034107820.1|DALB, LOC117567864|XP_034104018.1|DALB, LOC117567863|XP_034104017.1|DALB
OG0000801	LOC108072269|XP_017018824.1|DKIK	LOC117569202|XP_034106161.1|DALB
OG0000801	LOC108072316|XP_017018879.1|DKIK	LOC117570288|XP_034107699.1|DALB
OG0000802	LOC108075372|XP_017023271.1|DKIK, LOC108084301|XP_017035953.1|DKIK, LOC108070872|XP_017017000.1|DKIK	LOC117577880|XP_034118750.1|DALB
OG0000803	LOC108073584|XP_017020760.1|DKIK	LOC117568135|XP_034104434.1|DALB
OG0000804	LOC108082359|XP_017033189.1|DKIK	LOC117566768|XP_034102202.1|DALB
OG0000805	LOC108070765|XP_017016852.1|DKIK	LOC117565329|XP_034100266.1|DALB
OG0000806	LOC108074590|XP_017022191.1|DKIK	LOC117564430|XP_034099056.1|DALB
OG0000808	LOC108073689|XP_017020910.1|DKIK	LOC117574422|XP_034114151.1|DALB, LOC117573778|XP_034113069.1|DALB
OG0000810	LOC108081338|XP_017031968.1|DKIK, LOC108081339|XP_017031969.1|DKIK, LOC108081295|XP_017031871.1|DKIK	LOC117566663|XP_034102099.1|DALB
OG0000811	LOC108085745|XP_017037967.1|DKIK	LOC117574484|XP_034114213.1|DALB
OG0000811	LOC108076422|XP_017024755.1|DKIK	LOC117566860|XP_034102345.1|DALB
OG0000812	LOC108071815|XP_017018205.1|DKIK	LOC117571219|XP_034109162.1|DALB, LOC117566004|XP_034101313.1|DALB
OG0000813	LOC108081819|XP_017032547.1|DKIK	LOC117571344|XP_034109343.1|DALB
OG0000814	LOC108072487|XP_017019142.1|DKIK	LOC117564229|XP_034098812.1|DALB
OG0000815	LOC108081417|XP_017032088.1|DKIK	LOC117563814|XP_034098238.1|DALB
OG0000816	LOC108084446|XP_017036143.1|DKIK	LOC117576180|XP_034116662.1|DALB
OG0000816	LOC108084216|XP_017035828.1|DKIK	LOC117576460|XP_034117122.1|DALB
OG0000817	LOC108072025|XP_017018495.1|DKIK	LOC117576120|XP_034116569.1|DALB
OG0000817	LOC108072044|XP_017018518.1|DKIK	LOC117574846|XP_034114734.1|DALB
OG0000818	LOC108076097|XP_017024309.1|DKIK	LOC117577975|XP_034118947.1|DALB
OG0000818	LOC108076058|XP_017024238.1|DKIK	LOC117563856|XP_034098280.1|DALB
OG0000819	LOC108083334|XP_017034566.1|DKIK	LOC117569146|XP_034106098.1|DALB
OG0000819	LOC108083605|XP_017034964.1|DKIK	LOC117577966|XP_034118909.1|DALB
OG0000820	LOC108079173|XP_017028913.1|DKIK	LOC117578329|XP_034119683.1|DALB
OG0000820	LOC108078558|XP_017027965.1|DKIK	LOC117569058|XP_034105962.1|DALB
OG0000821	LOC108073060|XP_017020018.1|DKIK	LOC117570756|XP_034108470.1|DALB
OG0000822	LOC108074828|XP_017022517.1|DKIK	LOC117564603|XP_034099350.1|DALB
OG0000824	LOC108075832|XP_017023896.1|DKIK	LOC117565859|XP_034101085.1|DALB
OG0000825	LOC108077499|XP_017026316.1|DKIK	LOC117575366|XP_034115422.1|DALB, LOC117572490|XP_034111232.1|DALB
OG0000825	LOC108086201|XP_017038552.1|DKIK	LOC117565009|XP_034099844.1|DALB
OG0000826	LOC108074722|XP_017022354.1|DKIK	LOC117567653|XP_034103656.1|DALB
OG0000828	LOC108075448|XP_017023392.1|DKIK, LOC108075447|XP_017023390.1|DKIK	LOC117574651|XP_034114446.1|DALB, LOC117574650|XP_034114445.1|DALB, LOC117574652|XP_034114448.1|DALB
OG0000830	LOC108074168|XP_017021587.1|DKIK	LOC117577972|XP_034118944.1|DALB
OG0000831	LOC108073965|XP_017021296.1|DKIK	LOC117568142|XP_034104440.1|DALB, LOC117570015|XP_034107322.1|DALB
OG0000832	LOC108078439|XP_017027811.1|DKIK	LOC117571986|XP_034110385.1|DALB
OG0000833	LOC108085488|XP_017037597.1|DKIK	LOC117572217|XP_034110784.1|DALB
OG0000834	LOC108073364|XP_017020416.1|DKIK	LOC117575087|XP_034115075.1|DALB
OG0000835	LOC108074001|XP_017021344.1|DKIK	LOC117567566|XP_034103517.1|DALB
OG0000836	LOC108081845|XP_017032575.1|DKIK, LOC108077157|XP_017025878.1|DKIK	LOC117563664|XP_034097971.1|DALB
OG0000837	LOC108071240|XP_017017412.1|DKIK	LOC117571457|XP_034109499.1|DALB
OG0000838	LOC108079555|XP_017029382.1|DKIK	LOC117564192|XP_034098757.1|DALB
OG0000839	LOC108073265|XP_017020315.1|DKIK	LOC117575446|XP_034115547.1|DALB
OG0000840	LOC108085114|XP_017037083.1|DKIK, LOC108071845|XP_017018248.1|DKIK	LOC117573869|XP_034113240.1|DALB
OG0000841	LOC108072127|XP_017018652.1|DKIK, LOC108073985|XP_017021330.1|DKIK	LOC117575081|XP_034115067.1|DALB
OG0000843	LOC108072185|XP_017018730.1|DKIK	LOC117567698|XP_034103720.1|DALB
OG0000844	LOC108081019|XP_017031455.1|DKIK	LOC117575495|XP_034115629.1|DALB
OG0000845	LOC108084585|XP_017036351.1|DKIK, LOC108080381|XP_017030592.1|DKIK	LOC117573836|XP_034113582.1|DALB
OG0000846	LOC108074382|XP_017021897.1|DKIK	LOC117575142|XP_034115140.1|DALB, LOC117575144|XP_034115141.1|DALB
OG0000847	LOC108077946|XP_017026973.1|DKIK, LOC108076449|XP_017024813.1|DKIK	LOC117567017|XP_034102595.1|DALB, LOC117567016|XP_034102594.1|DALB, LOC117568790|XP_034105520.1|DALB
OG0000848	LOC108074497|XP_017022059.1|DKIK	LOC117566163|XP_034101553.1|DALB
OG0000848	LOC108081848|XP_017032577.1|DKIK	LOC117563377|XP_034097571.1|DALB
OG0000849	LOC108081968|XP_017032692.1|DKIK	LOC117565268|XP_034100184.1|DALB
OG0000849	LOC108074388|XP_017021902.1|DKIK	LOC117565869|XP_034101097.1|DALB
OG0000850	LOC108076292|XP_017024548.1|DKIK	LOC117566587|XP_034102019.1|DALB
OG0000850	LOC108076291|XP_017024545.1|DKIK	LOC117571257|XP_034109209.1|DALB
OG0000852	LOC108082277|XP_017033097.1|DKIK	LOC117571313|XP_034109283.1|DALB
OG0000854	LOC108070940|XP_017017097.1|DKIK	LOC117564351|XP_034098960.1|DALB
OG0000855	LOC108079425|XP_017029245.1|DKIK	LOC117563386|XP_034097604.1|DALB
OG0000856	LOC108083284|XP_017034502.1|DKIK	LOC117569733|XP_034106900.1|DALB
OG0000857	LOC108074185|XP_017021611.1|DKIK	LOC117577736|XP_034118534.1|DALB
OG0000858	LOC108080811|XP_017031202.1|DKIK	LOC117574039|XP_034113530.1|DALB
OG0000860	LOC108079823|XP_017029801.1|DKIK	LOC117571603|XP_034109711.1|DALB
OG0000861	LOC108076215|XP_017024445.1|DKIK	LOC117569502|XP_034106576.1|DALB, LOC117566681|XP_034102120.1|DALB, LOC117566680|XP_034102119.1|DALB, LOC117566679|XP_034102118.1|DALB
OG0000862	LOC108078395|XP_017027740.1|DKIK, LOC108074511|XP_017022081.1|DKIK	LOC117571590|XP_034109697.1|DALB
OG0000863	LOC108075544|XP_017023536.1|DKIK	LOC117575971|XP_034116341.1|DALB
OG0000863	LOC108077924|XP_017026952.1|DKIK, LOC108077677|XP_017026588.1|DKIK, LOC108077587|XP_017026470.1|DKIK	LOC117575838|XP_034116136.1|DALB, LOC117570619|XP_034108272.1|DALB
OG0000864	LOC108077333|XP_017026109.1|DKIK	LOC117564202|XP_034098771.1|DALB
OG0000864	LOC108079898|XP_017029915.1|DKIK	LOC117570321|XP_034107757.1|DALB
OG0000865	LOC108073211|XP_017020228.1|DKIK	LOC117575252|XP_034115276.1|DALB
OG0000866	LOC108074435|XP_017021962.1|DKIK, LOC108074434|XP_017021960.1|DKIK	LOC117564052|XP_034098561.1|DALB
OG0000867	LOC108077348|XP_017026126.1|DKIK	LOC117563227|XP_034097321.1|DALB
OG0000867	LOC108077226|XP_017025973.1|DKIK	LOC117563463|XP_034097706.1|DALB
OG0000868	LOC108084496|XP_017036224.1|DKIK	LOC117571006|XP_034108856.1|DALB
OG0000869	LOC108085474|XP_017037580.1|DKIK	LOC117575920|XP_034116264.1|DALB
OG0000870	LOC108072068|XP_017018561.1|DKIK	LOC117567202|XP_034102922.1|DALB
OG0000871	LOC108082582|XP_017033529.1|DKIK	LOC117568338|XP_034104814.1|DALB
OG0000872	LOC108082911|XP_017033984.1|DKIK	LOC117570794|XP_034108544.1|DALB
OG0000872	LOC108072088|XP_017018585.1|DKIK	LOC117569913|XP_034107147.1|DALB
OG0000873	LOC108080638|XP_017030953.1|DKIK	LOC117572458|XP_034111183.1|DALB
OG0000874	LOC108076509|XP_017024903.1|DKIK	LOC117567168|XP_034102873.1|DALB
OG0000875	LOC108083057|XP_017034177.1|DKIK	LOC117569159|XP_034106114.1|DALB
OG0000877	LOC108083303|XP_017034530.1|DKIK, LOC108075071|XP_017022841.1|DKIK	LOC117567651|XP_034103654.1|DALB
OG0000877	LOC108080265|XP_017030416.1|DKIK	LOC117577654|XP_034118432.1|DALB
OG0000878	LOC108072395|XP_017018991.1|DKIK	LOC117569782|XP_034106974.1|DALB
OG0000879	LOC108082148|XP_017032939.1|DKIK	LOC117567924|XP_034104100.1|DALB
OG0000880	LOC108076029|XP_017024177.1|DKIK	LOC117578164|XP_034119332.1|DALB
OG0000880	LOC108071563|XP_017017833.1|DKIK	LOC117571659|XP_034109788.1|DALB
OG0000881	LOC108080202|XP_017030347.1|DKIK, LOC108080196|XP_017030337.1|DKIK, LOC108080194|XP_017030336.1|DKIK	LOC117568171|XP_034104495.1|DALB
OG0000882	LOC108085972|XP_017038259.1|DKIK	LOC117577749|XP_034118552.1|DALB
OG0000883	LOC108076650|XP_017025075.1|DKIK	LOC117566190|XP_034101600.1|DALB
OG0000884	LOC108076882|XP_017025401.1|DKIK	LOC117565015|XP_034099851.1|DALB
OG0000884	LOC108071208|XP_017017378.1|DKIK	LOC117576785|XP_034117731.1|DALB
OG0000885	LOC108085674|XP_017037856.1|DKIK	LOC117574622|XP_034114401.1|DALB
OG0000886	LOC108083928|XP_017035418.1|DKIK	LOC117575750|XP_034115999.1|DALB, LOC117575749|XP_034115998.1|DALB
OG0000887	LOC108084443|XP_017036139.1|DKIK	LOC117570999|XP_034108842.1|DALB
OG0000888	LOC108079021|XP_017028689.1|DKIK	LOC117572636|XP_034111489.1|DALB
OG0000889	LOC108072677|XP_017019407.1|DKIK	LOC117568569|XP_034105189.1|DALB
OG0000890	LOC108076459|XP_017024830.1|DKIK	LOC117569594|XP_034106716.1|DALB
OG0000891	LOC108082237|XP_017033064.1|DKIK	LOC117564662|XP_034099415.1|DALB
OG0000892	LOC108075250|XP_017023099.1|DKIK	LOC117568130|XP_034104428.1|DALB
OG0000893	LOC108084102|XP_017035618.1|DKIK	LOC117576917|XP_034117949.1|DALB
OG0000894	LOC108080418|XP_017030640.1|DKIK, LOC108080417|XP_017030639.1|DKIK	LOC117575006|XP_034114974.1|DALB
OG0000894	LOC108081231|XP_017031799.1|DKIK	LOC117573664|XP_034112883.1|DALB
OG0000895	LOC108076327|XP_017024601.1|DKIK, LOC108076326|XP_017024599.1|DKIK, LOC108076325|XP_017024597.1|DKIK	LOC117569175|XP_034106135.1|DALB, LOC117566582|XP_034102015.1|DALB
OG0000896	LOC108080549|XP_017030842.1|DKIK	LOC117564767|XP_034099560.1|DALB
OG0000897	LOC108085859|XP_017038105.1|DKIK	LOC117574931|XP_034114871.1|DALB
OG0000897	LOC108085856|XP_017038103.1|DKIK	LOC117575471|XP_034115579.1|DALB
OG0000898	LOC108076187|XP_017024408.1|DKIK, LOC108086056|XP_017038363.1|DKIK	LOC117563873|XP_034098322.1|DALB, LOC117567227|XP_034102949.1|DALB, LOC117570101|XP_034107448.1|DALB
OG0000899	LOC108073601|XP_017020782.1|DKIK, LOC108077331|XP_017026107.1|DKIK, LOC108073598|XP_017020778.1|DKIK, LOC108071397|XP_017017629.1|DKIK, LOC108079535|XP_017029360.1|DKIK, LOC108071399|XP_017017631.1|DKIK, LOC108076129|XP_017024345.1|DKIK, LOC108071414|XP_017017649.1|DKIK, LOC108071400|XP_017017632.1|DKIK, LOC108071398|XP_017017630.1|DKIK, LOC108071460|XP_017017712.1|DKIK	LOC117575903|XP_034116239.1|DALB
OG0000900	LOC108076240|XP_017024477.1|DKIK	LOC117566584|XP_034102017.1|DALB
OG0000900	LOC108076239|XP_017024476.1|DKIK	LOC117569985|XP_034107255.1|DALB
OG0000901	LOC108072219|XP_017018771.1|DKIK, LOC108072217|XP_017018769.1|DKIK	LOC117566776|XP_034102209.1|DALB, LOC117566777|XP_034102210.1|DALB
OG0000902	LOC108071737|XP_017018050.1|DKIK	LOC117569181|XP_034106144.1|DALB
OG0000902	LOC108071668|XP_017017962.1|DKIK	LOC117578119|XP_034119194.1|DALB
OG0000904	LOC108079705|XP_017029600.1|DKIK, LOC108079706|XP_017029601.1|DKIK, LOC108079707|XP_017029602.1|DKIK	LOC117571846|XP_034110126.1|DALB, LOC117571848|XP_034110130.1|DALB
OG0000906	LOC108078022|XP_017027072.1|DKIK, LOC108078065|XP_017027119.1|DKIK, LOC108078055|XP_017027108.1|DKIK	LOC117569193|XP_034106152.1|DALB
OG0000906	LOC108078048|XP_017027100.1|DKIK	LOC117569191|XP_034106151.1|DALB, LOC117569194|XP_034106153.1|DALB
OG0000907	LOC108072186|XP_017018731.1|DKIK	LOC117567700|XP_034103722.1|DALB
OG0000909	LOC108075505|XP_017023461.1|DKIK	LOC117575793|XP_034116060.1|DALB
OG0000911	LOC108072458|XP_017019080.1|DKIK, LOC108073054|XP_017020010.1|DKIK	LOC117569329|XP_034106350.1|DALB
OG0000912	LOC108083145|XP_017034316.1|DKIK	LOC117571931|XP_034110310.1|DALB
OG0000913	LOC108070453|XP_017016419.1|DKIK	LOC117567402|XP_034103252.1|DALB
OG0000915	LOC108082506|XP_017033424.1|DKIK	LOC117568462|XP_034105030.1|DALB
OG0000916	LOC108079611|XP_017029464.1|DKIK	LOC117565140|XP_034100003.1|DALB
OG0000917	LOC108075845|XP_017023912.1|DKIK	LOC117566187|XP_034101596.1|DALB
OG0000918	LOC108083983|XP_017035491.1|DKIK, LOC108077062|XP_017025717.1|DKIK, LOC108072530|XP_017019193.1|DKIK	LOC117566068|XP_034101417.1|DALB
OG0000920	LOC108080991|XP_017031409.1|DKIK	LOC117578265|XP_034119578.1|DALB
OG0000922	LOC108072650|XP_017019370.1|DKIK, LOC108072646|XP_017019365.1|DKIK	LOC117566843|XP_034102322.1|DALB
OG0000923	LOC108080592|XP_017030889.1|DKIK, LOC108083198|XP_017034390.1|DKIK	LOC117574976|XP_034114933.1|DALB
OG0000924	LOC108072920|XP_017019757.1|DKIK, LOC108080521|XP_017030801.1|DKIK	LOC117569933|XP_034107186.1|DALB
OG0000925	LOC108073679|XP_017020895.1|DKIK	LOC117576127|XP_034116577.1|DALB
OG0000926	LOC108080467|XP_017030693.1|DKIK	LOC117574374|XP_034114098.1|DALB
OG0000926	LOC108080979|XP_017031394.1|DKIK	LOC117574600|XP_034114378.1|DALB
OG0000927	LOC108085566|XP_017037694.1|DKIK	LOC117573509|XP_034112629.1|DALB
OG0000927	LOC108085555|XP_017037682.1|DKIK	LOC117573508|XP_034112628.1|DALB
OG0000928	LOC108082887|XP_017033958.1|DKIK, LOC108082712|XP_017033709.1|DKIK	LOC117563587|XP_034097864.1|DALB, LOC117563589|XP_034097865.1|DALB, LOC117563209|XP_034097289.1|DALB
OG0000929	LOC108077338|XP_017026116.1|DKIK	LOC117563995|XP_034098476.1|DALB
OG0000929	LOC108077336|XP_017026114.1|DKIK	LOC117563996|XP_034098477.1|DALB
OG0000930	LOC108078597|XP_017028007.1|DKIK, LOC108078712|XP_017028185.1|DKIK, LOC108078596|XP_017028006.1|DKIK, LOC108078598|XP_017028008.1|DKIK	LOC117571734|XP_034109944.1|DALB
OG0000931	LOC108072257|XP_017018813.1|DKIK	LOC117571251|XP_034109196.1|DALB
OG0000931	LOC108075812|XP_017023873.1|DKIK	LOC117563946|XP_034098408.1|DALB
OG0000932	LOC108075016|XP_017022756.1|DKIK	LOC117564370|XP_034098978.1|DALB, LOC117564667|XP_034099422.1|DALB
OG0000933	LOC108076690|XP_017025132.1|DKIK	LOC117570383|XP_034107869.1|DALB
OG0000933	LOC108076691|XP_017025133.1|DKIK	LOC117570384|XP_034107872.1|DALB
OG0000934	LOC108070808|XP_017016898.1|DKIK, LOC108070806|XP_017016896.1|DKIK	LOC117569622|XP_034106750.1|DALB, LOC117569623|XP_034106751.1|DALB
OG0000935	LOC108081000|XP_017031423.1|DKIK	LOC117573817|XP_034113134.1|DALB
OG0000936	LOC108084501|XP_017036228.1|DKIK	LOC117575759|XP_034116013.1|DALB
OG0000936	LOC108079174|XP_017028914.1|DKIK	LOC117570689|XP_034108386.1|DALB
OG0000938	LOC108071227|XP_017017404.1|DKIK	LOC117573958|XP_034113392.1|DALB
OG0000939	LOC108079613|XP_017029477.1|DKIK	LOC117564610|XP_034099357.1|DALB
OG0000940	LOC108074917|XP_017022636.1|DKIK	LOC117577954|XP_034118888.1|DALB
OG0000940	LOC108079065|XP_017028768.1|DKIK	LOC117569688|XP_034106829.1|DALB
OG0000941	LOC108085781|XP_017038020.1|DKIK	LOC117577589|XP_034118324.1|DALB
OG0000941	LOC108078502|XP_017027890.1|DKIK	LOC117563582|XP_034097860.1|DALB
OG0000942	LOC108085817|XP_017038057.1|DKIK	LOC117566829|XP_034102289.1|DALB
OG0000943	LOC108073102|XP_017020081.1|DKIK	LOC117567542|XP_034103480.1|DALB
OG0000943	LOC108073103|XP_017020083.1|DKIK	LOC117568320|XP_034104787.1|DALB
OG0000944	LOC108079276|XP_017029060.1|DKIK	LOC117577556|XP_034118280.1|DALB
OG0000945	LOC108071508|XP_017017763.1|DKIK, LOC108071507|XP_017017762.1|DKIK	LOC117567513|XP_034103449.1|DALB
OG0000946	LOC108077032|XP_017025650.1|DKIK	LOC117571608|XP_034109716.1|DALB, LOC117571681|XP_034109813.1|DALB, LOC117564716|XP_034099489.1|DALB
OG0000947	LOC108072101|XP_017018604.1|DKIK	LOC117571451|XP_034109489.1|DALB
OG0000948	LOC108079716|XP_017029614.1|DKIK	LOC117572178|XP_034110721.1|DALB
