Orthogroup	DKIK.longest_only	DBUS.longest_only
OG0002337	LOC108078100|XP_017027187.1|DKIK	LOC108596348|XP_017837492.1|DBUS
OG0002338	LOC108072860|XP_017019665.1|DKIK	LOC108594452|XP_017835116.1|DBUS
OG0002339	LOC108085352|XP_017037407.1|DKIK	LOC108608445|XP_017855310.1|DBUS
OG0002340	LOC108076117|XP_017024338.1|DKIK	LOC108598668|XP_033150831.1|DBUS
OG0002341	LOC108073144|XP_017020141.1|DKIK	LOC108595340|XP_017836050.1|DBUS
OG0002342	LOC108077405|XP_017026193.1|DKIK	LOC108608147|XP_017854881.2|DBUS
OG0002343	LOC108086246|XP_017038606.1|DKIK	LOC108607937|XP_017854543.2|DBUS
OG0002344	LOC108084691|XP_017036515.1|DKIK	LOC108599497|XP_017841849.1|DBUS
OG0002345	LOC108076757|XP_017025246.1|DKIK	LOC108596352|XP_017837499.1|DBUS
OG0002346	LOC108077427|XP_017026220.1|DKIK	LOC108594219|XP_017834817.2|DBUS
OG0002347	LOC108072420|XP_017019014.1|DKIK	LOC108597495|XP_017839568.1|DBUS
OG0002348	LOC108079615|XP_017029479.1|DKIK	LOC108607888|XP_017854481.1|DBUS
OG0002349	LOC108076758|XP_017025247.1|DKIK	LOC108596354|XP_017837505.1|DBUS
OG0002350	LOC108071781|XP_017018134.1|DKIK	LOC108596351|XP_017837497.1|DBUS
OG0002351	LOC108082587|XP_017033538.1|DKIK	LOC108595185|XP_017835853.1|DBUS
OG0002352	LOC108081833|XP_017032563.1|DKIK	LOC108597611|XP_017839737.1|DBUS
OG0002353	LOC108081464|XP_017032143.1|DKIK	LOC108594262|XP_033150353.1|DBUS
OG0002354	LOC108076260|XP_017024501.1|DKIK	LOC108608242|XP_017855018.2|DBUS
OG0002355	LOC108077269|XP_017026029.1|DKIK, LOC108072463|XP_017019088.1|DKIK	LOC108594342|XP_033150584.1|DBUS
OG0002356	LOC108072572|XP_017019266.1|DKIK	LOC108608288|XP_017855096.1|DBUS
OG0002357	LOC108077785|XP_017026774.1|DKIK	LOC108604314|XP_017849225.1|DBUS
OG0002358	LOC108077055|XP_017025708.1|DKIK	LOC108603176|XP_017847225.2|DBUS, LOC108598806|XP_017841041.2|DBUS
OG0002359	LOC108071751|XP_017018065.1|DKIK	LOC108606824|XP_017852796.1|DBUS
OG0002360	LOC108082161|XP_017032951.1|DKIK	LOC108607431|XP_017853736.2|DBUS
OG0002361	LOC108083060|XP_017034182.1|DKIK	LOC108600877|XP_017844180.1|DBUS
OG0002362	LOC108073646|XP_017020854.1|DKIK	LOC108607704|XP_017854187.2|DBUS
OG0002363	LOC108072856|XP_017019660.1|DKIK	LOC108607434|XP_017853754.1|DBUS
OG0002364	LOC108072843|XP_017019628.1|DKIK	LOC108607432|XP_017853737.1|DBUS
OG0002365	LOC108072845|XP_017019646.1|DKIK	LOC108601622|XP_017845013.1|DBUS
OG0002366	LOC108086199|XP_017038550.1|DKIK	LOC108607789|XP_017854317.1|DBUS
OG0002367	LOC108074498|XP_017022060.1|DKIK	LOC108607572|XP_017853952.1|DBUS
OG0002368	LOC108075787|XP_017023841.1|DKIK	LOC108594432|XP_017835095.1|DBUS
OG0002370	LOC108075361|XP_017023264.1|DKIK	LOC108600274|XP_033150066.1|DBUS
OG0002371	LOC108085270|XP_017037310.1|DKIK, LOC108075339|XP_017023246.1|DKIK	LOC108596123|XP_017837503.2|DBUS
OG0002372	LOC108079600|XP_017029446.1|DKIK	LOC108607604|XP_017853997.2|DBUS
OG0002373	LOC108081413|XP_017032081.1|DKIK	LOC108596741|XP_017838300.1|DBUS
OG0002374	LOC108073436|XP_017020545.1|DKIK	LOC108602165|XP_017845687.1|DBUS
OG0002375	LOC108074074|XP_017021439.1|DKIK	LOC108604776|XP_017849862.2|DBUS
OG0002376	LOC108075842|XP_017023906.1|DKIK	LOC108608413|XP_017855261.1|DBUS
OG0002377	LOC108075577|XP_017023583.1|DKIK	LOC108603645|XP_017848098.1|DBUS
OG0002378	LOC108070419|XP_017016362.1|DKIK	LOC108600914|XP_017844235.1|DBUS
OG0002379	LOC108072551|XP_017019215.1|DKIK	LOC108598136|XP_017840246.1|DBUS
OG0002380	LOC108083781|XP_017035196.1|DKIK	LOC108606412|XP_017851985.1|DBUS
OG0002381	LOC108072878|XP_017019686.1|DKIK	LOC108595360|XP_017836073.1|DBUS
OG0002382	LOC108071776|XP_017018119.1|DKIK	LOC108607484|XP_033149935.1|DBUS, LOC108606275|XP_017851742.1|DBUS
OG0002383	LOC108079883|XP_017029889.1|DKIK	LOC108601084|XP_017844475.1|DBUS
OG0002384	LOC108083520|XP_017034835.1|DKIK	LOC108605052|XP_017850109.1|DBUS
OG0002385	LOC108081319|XP_017031915.1|DKIK	LOC108607331|XP_033150536.1|DBUS
OG0002386	LOC108078311|XP_017027632.1|DKIK	LOC108601538|XP_033149927.1|DBUS
OG0002387	LOC108071333|XP_017017538.1|DKIK	LOC108603651|XP_017848108.1|DBUS
OG0002388	LOC108084172|XP_017035748.1|DKIK	LOC108604343|XP_017849259.1|DBUS
OG0002389	LOC108080297|XP_017030463.1|DKIK	LOC108601760|XP_017845173.1|DBUS
OG0002390	LOC108076893|XP_017025414.1|DKIK	LOC108600370|XP_017843399.2|DBUS
OG0002391	LOC108078371|XP_017027687.1|DKIK	LOC108597024|XP_017838794.1|DBUS
OG0002392	LOC108071878|XP_017018295.1|DKIK	LOC108598459|XP_017840593.1|DBUS
OG0002393	LOC108079903|XP_017029923.1|DKIK	LOC108599990|XP_017842738.2|DBUS
OG0002394	LOC108081241|XP_017031808.1|DKIK	LOC108602882|XP_017846672.1|DBUS
OG0002395	LOC108081507|XP_017032214.1|DKIK	LOC108604408|XP_017849364.1|DBUS
OG0002396	LOC108078158|XP_017027297.1|DKIK	LOC108596697|XP_017838209.1|DBUS
OG0002397	LOC108079282|XP_017029068.1|DKIK	LOC108595260|XP_017835960.1|DBUS
OG0002398	LOC108083519|XP_017034834.1|DKIK	LOC108607031|XP_017853110.1|DBUS
OG0002399	LOC108085081|XP_017037040.1|DKIK	LOC108597039|XP_017838823.1|DBUS
OG0002400	LOC108073045|XP_017019997.1|DKIK	LOC108595196|XP_017835869.1|DBUS
OG0002401	LOC108085327|XP_017037371.1|DKIK	LOC108607354|XP_017853536.1|DBUS
OG0002402	LOC108081251|XP_017031825.1|DKIK	LOC108604374|XP_017849313.1|DBUS
OG0002403	LOC108080904|XP_017031297.1|DKIK	LOC108601700|XP_017845103.1|DBUS
OG0002404	LOC108073449|XP_017020562.1|DKIK	LOC108603950|XP_017848632.1|DBUS
OG0002405	LOC108075392|XP_017023291.1|DKIK	LOC108603679|XP_017848171.1|DBUS, LOC117134778|XP_033149379.1|DBUS
OG0002406	LOC108071544|XP_017017809.1|DKIK	LOC108600211|XP_017843116.1|DBUS
OG0002407	LOC108084996|XP_017036910.1|DKIK	LOC108601341|XP_017844729.1|DBUS
OG0002408	LOC108075604|XP_017023625.1|DKIK	LOC108603680|XP_017848172.1|DBUS
OG0002409	LOC108075152|XP_017022926.1|DKIK	LOC108598694|XP_033149496.1|DBUS
OG0002410	LOC108078623|XP_017028073.1|DKIK	LOC108604019|XP_017848754.1|DBUS
OG0002411	LOC108080869|XP_017031261.1|DKIK	LOC108602851|XP_017846609.1|DBUS
OG0002411	LOC108072082|XP_017018582.1|DKIK	LOC108601732|XP_017845142.1|DBUS
OG0002412	LOC108085784|XP_017038022.1|DKIK, LOC108085783|XP_017038021.1|DKIK	LOC117134712|XP_033149137.1|DBUS
OG0002414	LOC108080654|XP_017030966.1|DKIK	LOC108605165|XP_017850238.1|DBUS
OG0002415	LOC108080468|XP_017030694.1|DKIK	LOC108603682|XP_017848178.2|DBUS
OG0002416	LOC108072161|XP_017018699.1|DKIK	LOC117134790|XP_033149538.1|DBUS, LOC108607417|XP_017853698.1|DBUS
OG0002417	LOC108079674|XP_017029561.1|DKIK	LOC108594348|XP_017834991.1|DBUS
OG0002418	LOC108072903|XP_017019719.1|DKIK	LOC108603977|XP_017848692.1|DBUS
OG0002419	LOC108080377|XP_017030588.1|DKIK	LOC108607191|XP_017853339.1|DBUS
OG0002420	LOC108073944|XP_017021246.1|DKIK	LOC108599641|XP_017842103.1|DBUS
OG0002421	LOC108073173|XP_017020167.1|DKIK	LOC108601524|XP_017844912.2|DBUS
OG0002422	LOC108077697|XP_017026625.1|DKIK	LOC108602807|XP_017846524.1|DBUS
OG0002423	LOC108083117|XP_017034270.1|DKIK	LOC108605592|XP_017850854.1|DBUS, LOC108601162|XP_017844583.1|DBUS
OG0002425	LOC108079428|XP_017029248.1|DKIK	LOC108607112|XP_017853230.1|DBUS
OG0002426	LOC108073383|XP_017020453.1|DKIK	LOC108598357|XP_017840464.1|DBUS
OG0002427	LOC108085518|XP_017037638.1|DKIK	LOC108607351|XP_017853532.1|DBUS
OG0002428	LOC108080085|XP_017030171.1|DKIK	LOC108606649|XP_017852451.2|DBUS
OG0002429	LOC108075082|XP_017022853.1|DKIK	LOC108600198|XP_017843097.2|DBUS
OG0002430	LOC108081330|XP_017031956.1|DKIK	LOC108597714|XP_017839892.1|DBUS
OG0002431	LOC108076620|XP_017025036.1|DKIK	LOC108595094|XP_017835735.1|DBUS
OG0002432	LOC108071234|XP_017017406.1|DKIK	LOC108605692|XP_017850973.1|DBUS
OG0002433	LOC108073198|XP_017020206.1|DKIK	LOC108603941|XP_017848624.1|DBUS
OG0002434	LOC108083203|XP_017034396.1|DKIK	LOC108597515|XP_017839597.1|DBUS
OG0002435	LOC108083815|XP_017035250.1|DKIK	LOC108605042|XP_033150241.1|DBUS
OG0002436	LOC108085126|XP_017037117.1|DKIK	LOC108597257|XP_017839203.1|DBUS
OG0002437	LOC108080851|XP_017031242.1|DKIK	LOC108596226|XP_017837243.1|DBUS
OG0002438	LOC108079408|XP_017029224.1|DKIK	LOC108605342|XP_033150251.1|DBUS
OG0002439	LOC108075871|XP_017023963.1|DKIK	LOC108608357|XP_017855193.1|DBUS
OG0002440	LOC108080590|XP_017030884.1|DKIK, LOC108080684|XP_017031006.1|DKIK	LOC108598425|XP_017840540.1|DBUS
OG0002441	LOC108078226|XP_017027414.1|DKIK	LOC108596750|XP_017838314.2|DBUS
OG0002442	LOC108078201|XP_017027374.1|DKIK	LOC108597440|XP_017839492.1|DBUS
OG0002443	LOC108078499|XP_017027885.1|DKIK	LOC108596959|XP_017838693.1|DBUS
OG0002444	LOC108085145|XP_017037157.1|DKIK	LOC108597095|XP_017838949.2|DBUS
OG0002445	LOC108079861|XP_017029865.1|DKIK	LOC108596429|XP_017837642.1|DBUS
OG0002446	LOC108076379|XP_017024680.1|DKIK	LOC108596889|XP_017838559.1|DBUS
OG0002447	LOC108070425|XP_017016371.1|DKIK	LOC108598491|XP_033149389.1|DBUS
OG0002448	LOC108072381|XP_017018970.1|DKIK	LOC108595690|XP_017836460.1|DBUS
OG0002449	LOC108076284|XP_017024523.1|DKIK	LOC108595334|XP_017836042.1|DBUS
OG0002450	LOC108077854|XP_017026875.1|DKIK	LOC108603099|XP_017847084.1|DBUS
OG0002451	LOC108082449|XP_017033309.1|DKIK	LOC108595473|XP_017836212.2|DBUS
OG0002452	LOC108077957|XP_017026986.1|DKIK	LOC108595057|XP_017835689.1|DBUS
OG0002453	LOC108078375|XP_017027696.1|DKIK	LOC108596198|XP_017837203.1|DBUS
OG0002454	LOC108072799|XP_017019571.1|DKIK	LOC108599923|XP_017842619.1|DBUS
OG0002455	LOC108072797|XP_017019570.1|DKIK	LOC108599921|XP_017842616.1|DBUS
OG0002456	LOC108086042|XP_017038351.1|DKIK	LOC108594845|XP_033148954.1|DBUS
OG0002457	LOC108078248|XP_017027460.1|DKIK	LOC108597494|XP_017839566.1|DBUS
OG0002458	LOC108082869|XP_017033936.1|DKIK	LOC108608346|XP_017855182.2|DBUS
OG0002459	LOC108070830|XP_017016937.1|DKIK	LOC108597139|XP_017839019.1|DBUS
OG0002460	LOC108070766|XP_017016853.1|DKIK	LOC108596591|XP_017838009.1|DBUS
OG0002461	LOC108076295|XP_017024556.1|DKIK	LOC108597775|XP_017839979.1|DBUS
OG0002462	LOC108082475|XP_017033357.1|DKIK	LOC108596867|XP_017838512.2|DBUS
OG0002463	LOC108072122|XP_017018639.1|DKIK	LOC108596078|XP_017836982.1|DBUS
OG0002464	LOC108078199|XP_017027369.1|DKIK	LOC108597468|XP_017839530.1|DBUS
OG0002465	LOC108071388|XP_017017621.1|DKIK	LOC108595231|XP_017835918.2|DBUS
OG0002466	LOC108085199|XP_017037201.1|DKIK	LOC108607340|XP_017853512.1|DBUS
OG0002467	LOC108085984|XP_017038274.1|DKIK	LOC108601092|XP_017844491.2|DBUS
OG0002468	LOC108075305|XP_017023197.1|DKIK	LOC108598435|XP_017840555.2|DBUS
OG0002469	LOC108084371|XP_017036040.1|DKIK	LOC108604014|XP_017848745.1|DBUS
OG0002470	LOC108082441|XP_017033300.1|DKIK	LOC108597301|XP_017839269.1|DBUS
OG0002471	LOC108078146|XP_017027277.1|DKIK	LOC108594988|XP_017835609.1|DBUS
OG0002472	LOC108082598|XP_017033555.1|DKIK	LOC108597540|XP_017839629.1|DBUS
OG0002473	LOC108073140|XP_017020134.1|DKIK	LOC108595211|XP_017835888.1|DBUS
OG0002474	LOC108083067|XP_017034192.1|DKIK	LOC108600406|XP_017843447.2|DBUS
OG0002475	LOC108085907|XP_017038164.1|DKIK	LOC117134857|XP_033149994.1|DBUS
OG0002476	LOC108085575|XP_017037708.1|DKIK, LOC108073452|XP_017020577.1|DKIK, LOC108078324|XP_017027612.1|DKIK	LOC108595404|XP_017836119.1|DBUS
OG0002477	LOC108084018|XP_017035523.1|DKIK	LOC108595238|XP_017835925.1|DBUS
OG0002478	LOC108082539|XP_017033464.1|DKIK	LOC108595413|XP_017836130.1|DBUS
OG0002479	LOC108072990|XP_017019927.1|DKIK	LOC108596097|XP_017837005.1|DBUS
OG0002480	LOC108075352|XP_017023249.1|DKIK	LOC108596547|XP_017837928.1|DBUS
OG0002481	LOC108076103|XP_017024316.1|DKIK	LOC108606508|XP_017852167.1|DBUS
OG0002483	LOC108072188|XP_017018734.1|DKIK	LOC108596566|XP_017837958.1|DBUS
OG0002484	LOC108073015|XP_017019962.1|DKIK	LOC108595520|XP_017836263.1|DBUS
OG0002485	LOC108078514|XP_017027907.1|DKIK	LOC108596938|XP_017838660.1|DBUS
OG0002486	LOC108082997|XP_017034108.1|DKIK	LOC108599249|XP_017841534.2|DBUS
OG0002487	LOC108079337|XP_017029133.1|DKIK	LOC108608293|XP_033149337.1|DBUS
OG0002488	LOC108085209|XP_017037227.1|DKIK	LOC108595135|XP_017835787.1|DBUS
OG0002489	LOC108083157|XP_017034332.1|DKIK	LOC108598469|XP_017840603.2|DBUS
OG0002490	LOC108084029|XP_017035535.1|DKIK	LOC108595173|XP_017835839.1|DBUS
OG0002492	LOC108082406|XP_017033243.1|DKIK	LOC108596288|XP_017837365.1|DBUS
OG0002493	LOC108078524|XP_017027923.1|DKIK	LOC108595313|XP_017836020.1|DBUS
OG0002494	LOC108073167|XP_017020163.1|DKIK	LOC108602429|XP_033148944.1|DBUS
OG0002495	LOC108073147|XP_017020145.1|DKIK	LOC108597323|XP_017839301.1|DBUS
OG0002496	LOC108085855|XP_017038102.1|DKIK	LOC108602517|XP_017846139.1|DBUS
OG0002497	LOC108078606|XP_017028016.1|DKIK	LOC108598098|XP_017840203.1|DBUS
OG0002499	LOC108080404|XP_017030621.1|DKIK, LOC108080775|XP_017031131.1|DKIK, LOC108072818|XP_017019601.1|DKIK	LOC108598580|XP_017840760.1|DBUS
OG0002500	LOC108084168|XP_017035738.1|DKIK, LOC108083870|XP_017035348.1|DKIK	LOC108594972|XP_017835594.1|DBUS
OG0002501	LOC108085432|XP_017037517.1|DKIK	LOC108602562|XP_017846188.2|DBUS
OG0002502	LOC108078041|XP_017027091.1|DKIK	LOC108595808|XP_017836588.1|DBUS
OG0002504	LOC108070380|XP_017016319.1|DKIK, LOC108070411|XP_017016353.1|DKIK, LOC108070377|XP_017016315.1|DKIK, LOC108070378|XP_017016317.1|DKIK, LOC108070379|XP_017016318.1|DKIK	LOC108598160|XP_017840265.2|DBUS
OG0002505	LOC108082608|XP_017033576.1|DKIK	LOC108596260|XP_017837307.1|DBUS
OG0002508	LOC108080526|XP_017030813.1|DKIK	LOC108607027|XP_033150302.1|DBUS
OG0002509	LOC108078384|XP_017027712.1|DKIK	LOC108595024|XP_017835648.1|DBUS
OG0002510	LOC108079864|XP_017029864.1|DKIK	LOC108605166|XP_017850240.2|DBUS
OG0002511	LOC108074090|XP_017021465.1|DKIK	LOC108604294|XP_017849197.1|DBUS
OG0002512	LOC108081027|XP_017031481.1|DKIK	LOC108607424|XP_017853720.1|DBUS
OG0002513	LOC108081188|XP_017031735.1|DKIK	LOC108603948|XP_017848628.1|DBUS
OG0002514	LOC108073931|XP_017021222.1|DKIK	LOC108600148|XP_017843030.1|DBUS
OG0002516	LOC108082746|XP_017033750.1|DKIK	LOC108602158|XP_017845679.1|DBUS
OG0002517	LOC108084383|XP_017036067.1|DKIK	LOC108606374|XP_033150381.1|DBUS
OG0002518	LOC108084008|XP_017035509.1|DKIK	LOC108602648|XP_017846283.1|DBUS
OG0002519	LOC108078250|XP_017027468.1|DKIK	LOC108597616|XP_017839745.1|DBUS
OG0002520	LOC108070994|XP_017017155.1|DKIK	LOC108606869|XP_017852868.1|DBUS
OG0002521	LOC108083375|XP_017034610.1|DKIK	LOC108605410|XP_017850568.1|DBUS
OG0002522	LOC108084035|XP_017035540.1|DKIK	LOC108602003|XP_017845493.1|DBUS
OG0002523	LOC108086035|XP_017038341.1|DKIK	LOC108603914|XP_017848585.1|DBUS
OG0002524	LOC108076073|XP_017024269.1|DKIK	LOC108605252|XP_017850359.1|DBUS
OG0002525	LOC108070577|XP_017016620.1|DKIK	LOC108598414|XP_017840527.1|DBUS
OG0002526	LOC108081038|XP_017031490.1|DKIK	LOC108603044|XP_017846951.1|DBUS
OG0002528	LOC108080325|XP_017030509.1|DKIK	LOC108605195|XP_017850278.1|DBUS
OG0002529	LOC108071446|XP_017017689.1|DKIK	LOC108604299|XP_017849205.1|DBUS
OG0002530	LOC108082835|XP_017033887.1|DKIK	LOC108607824|XP_017854361.1|DBUS
OG0002531	LOC108082202|XP_017033021.1|DKIK	LOC108608570|XP_017855490.1|DBUS
OG0002532	LOC108084500|XP_017036227.1|DKIK	LOC108601649|XP_017845038.1|DBUS
OG0002533	LOC108079854|XP_017029850.1|DKIK	LOC108599233|XP_017841520.1|DBUS, LOC108606617|XP_017852380.1|DBUS
OG0002534	LOC108073134|XP_017020124.1|DKIK	LOC108595209|XP_017835886.1|DBUS
OG0002535	LOC108085535|XP_017037658.1|DKIK	LOC108598702|XP_017840916.1|DBUS
OG0002536	LOC108074376|XP_017021891.1|DKIK	LOC108602821|XP_017846541.1|DBUS
OG0002537	LOC108072183|XP_017018727.1|DKIK	LOC108595215|XP_017835891.1|DBUS
OG0002539	LOC108074758|XP_017022423.1|DKIK	LOC108595162|XP_017835822.1|DBUS
OG0002540	LOC108071730|XP_017018044.1|DKIK, LOC108081040|XP_017031493.1|DKIK, LOC108077285|XP_017026055.1|DKIK	LOC108604166|XP_017848988.1|DBUS
OG0002541	LOC108084810|XP_017036662.1|DKIK	LOC108607207|XP_017853361.1|DBUS
OG0002542	LOC108083542|XP_017034875.1|DKIK	LOC108607167|XP_017853309.1|DBUS
OG0002543	LOC108080391|XP_017030607.1|DKIK	LOC108605705|XP_017850986.1|DBUS
OG0002544	LOC108075591|XP_017023602.1|DKIK	LOC108604428|XP_017849388.1|DBUS
OG0002545	LOC108076108|XP_017024322.1|DKIK	LOC108606854|XP_017852840.1|DBUS
OG0002547	LOC108071256|XP_017017435.1|DKIK	LOC108605856|XP_017851154.1|DBUS
OG0002548	LOC108075222|XP_017023054.1|DKIK	LOC108605712|XP_017850993.1|DBUS
OG0002549	LOC108082649|XP_017033626.1|DKIK	LOC108606877|XP_017852889.1|DBUS
OG0002550	LOC108071799|XP_017018174.1|DKIK	LOC108606791|XP_017852730.1|DBUS
OG0002551	LOC108077867|XP_017026894.1|DKIK	LOC108604813|XP_017849910.1|DBUS
OG0002552	LOC108074850|XP_017022550.1|DKIK	LOC108597120|XP_017838992.2|DBUS
OG0002553	LOC108079787|XP_017029732.1|DKIK	LOC108607264|XP_017853444.1|DBUS
OG0002554	LOC108079339|XP_017029134.1|DKIK	LOC108607098|XP_017853211.1|DBUS
OG0002555	LOC108083890|XP_017035372.1|DKIK	LOC108605095|XP_017850149.1|DBUS
OG0002556	LOC108082203|XP_017033023.1|DKIK	LOC108608571|XP_017855491.2|DBUS
OG0002557	LOC108083529|XP_017034853.1|DKIK	LOC108606862|XP_017852855.1|DBUS
OG0002558	LOC108081033|XP_017031484.1|DKIK	LOC108603246|XP_017847366.1|DBUS
OG0002559	LOC108071330|XP_017017533.1|DKIK	LOC108600140|XP_017843022.1|DBUS
OG0002560	LOC108071365|XP_017017596.1|DKIK	LOC108601779|XP_017845195.1|DBUS
OG0002561	LOC108073078|XP_017020037.1|DKIK	LOC108604029|XP_017848768.1|DBUS
OG0002562	LOC108071753|XP_017018067.1|DKIK	LOC108605974|XP_017851285.1|DBUS
OG0002564	LOC108073707|XP_017020931.1|DKIK	LOC108604395|XP_017849342.1|DBUS
OG0002565	LOC108083006|XP_017034122.1|DKIK	LOC108604531|XP_017849534.1|DBUS
OG0002566	LOC108084240|XP_017035863.1|DKIK	LOC108604251|XP_017849122.1|DBUS
OG0002567	LOC108071003|XP_017017166.1|DKIK	LOC108606346|XP_017851882.1|DBUS
OG0002568	LOC108085395|XP_017037452.1|DKIK	LOC108605862|XP_017851162.1|DBUS
OG0002569	LOC108075007|XP_017022741.1|DKIK	LOC108598983|XP_017841246.2|DBUS
OG0002570	LOC108083927|XP_017035414.1|DKIK	LOC108603835|XP_017848467.1|DBUS
OG0002571	LOC108083929|XP_017035419.1|DKIK	LOC108603291|XP_017847449.1|DBUS
OG0002572	LOC108082155|XP_017032944.1|DKIK	LOC108595955|XP_017836731.1|DBUS
OG0002573	LOC108074083|XP_017021452.1|DKIK	LOC108604267|XP_017849150.1|DBUS
OG0002574	LOC108084298|XP_017035949.1|DKIK	LOC108601910|XP_017845377.1|DBUS
OG0002575	LOC108085628|XP_017037798.1|DKIK	LOC108603508|XP_017847871.1|DBUS
OG0002576	LOC108080388|XP_017030603.1|DKIK	LOC108605626|XP_017850899.1|DBUS
OG0002577	LOC108077482|XP_017026293.1|DKIK	LOC108599594|XP_017842029.1|DBUS
OG0002578	LOC108077425|XP_017026217.1|DKIK	LOC108594441|XP_017835105.1|DBUS
OG0002579	LOC108082190|XP_017032999.1|DKIK	LOC108607801|XP_017854329.1|DBUS
OG0002580	LOC108077989|XP_017027022.1|DKIK	LOC108595543|XP_017836291.1|DBUS
OG0002581	LOC108075501|XP_017023452.1|DKIK	LOC108603703|XP_017848224.1|DBUS
OG0002582	LOC108077751|XP_017026713.1|DKIK	LOC108603401|XP_017847676.1|DBUS
OG0002583	LOC108084957|XP_017036846.1|DKIK	LOC108603064|XP_017846991.1|DBUS
OG0002584	LOC108083128|XP_017034292.1|DKIK	LOC108600534|XP_017843676.1|DBUS
OG0002585	LOC108083129|XP_017034293.1|DKIK	LOC108600536|XP_017843678.1|DBUS
OG0002586	LOC108085682|XP_017037865.1|DKIK	LOC108603319|XP_017847525.1|DBUS
OG0002587	LOC108071458|XP_017017710.1|DKIK	LOC108601742|XP_017845151.1|DBUS
OG0002588	LOC108084205|XP_017035805.1|DKIK	LOC108603778|XP_017848359.1|DBUS
OG0002589	LOC108085580|XP_017037731.1|DKIK	LOC108604083|XP_017848846.1|DBUS
OG0002590	LOC108085954|XP_017038230.1|DKIK	LOC108607092|XP_017853206.1|DBUS
OG0002591	LOC108073710|XP_017020934.1|DKIK	LOC108603907|XP_017848578.1|DBUS
OG0002592	LOC108083767|XP_017035182.1|DKIK	LOC108604852|XP_017849964.1|DBUS
OG0002593	LOC108083736|XP_017035132.1|DKIK	LOC108603342|XP_017847563.1|DBUS
OG0002594	LOC108077774|XP_017026758.1|DKIK	LOC108603662|XP_033149833.1|DBUS
OG0002595	LOC108084545|XP_017036281.1|DKIK	LOC108603015|XP_017846899.1|DBUS
OG0002596	LOC108074102|XP_017021487.1|DKIK	LOC108604537|XP_017849542.1|DBUS
OG0002597	LOC108085901|XP_017038159.1|DKIK	LOC108604468|XP_017849439.1|DBUS
OG0002598	LOC108073268|XP_017020314.1|DKIK	LOC108603465|XP_033150080.1|DBUS
OG0002599	LOC108075418|XP_017023332.1|DKIK	LOC108604760|XP_017849839.1|DBUS
OG0002600	LOC108078333|XP_017027623.1|DKIK	LOC108597537|XP_017839625.1|DBUS
OG0002601	LOC108075429|XP_017023342.1|DKIK	LOC108602329|XP_017845904.1|DBUS
OG0002602	LOC108081190|XP_017031738.1|DKIK	LOC108604153|XP_017848960.1|DBUS
OG0002603	LOC108085866|XP_017038113.1|DKIK	LOC108603149|XP_017847186.1|DBUS
OG0002604	LOC108085879|XP_017038129.1|DKIK	LOC108604789|XP_017849877.1|DBUS
OG0002605	LOC108085732|XP_017037949.1|DKIK	LOC108604811|XP_017849904.1|DBUS
OG0002606	LOC108084148|XP_017035686.1|DKIK	LOC108603255|XP_017847383.1|DBUS
OG0002607	LOC108077752|XP_017026714.1|DKIK	LOC108601452|XP_017844839.1|DBUS
OG0002608	LOC108084209|XP_017035813.1|DKIK	LOC108603359|XP_017847595.2|DBUS
OG0002609	LOC108073049|XP_017020002.1|DKIK	LOC108596508|XP_017837837.1|DBUS
OG0002610	LOC108075517|XP_017023494.1|DKIK	LOC108603472|XP_017847800.1|DBUS
OG0002611	LOC108076061|XP_017024242.1|DKIK, LOC108073416|XP_017020524.1|DKIK	LOC108603704|XP_017848233.1|DBUS
OG0002612	LOC108084137|XP_017035669.1|DKIK	LOC108602135|XP_017845652.1|DBUS
OG0002613	LOC108084543|XP_017036270.1|DKIK	LOC108603169|XP_017847215.1|DBUS
OG0002614	LOC108077897|XP_017026924.1|DKIK	LOC108603927|XP_017848609.1|DBUS
OG0002615	LOC108075233|XP_017023075.1|DKIK	LOC117134668|XP_033148965.1|DBUS
OG0002616	LOC108083729|XP_017035124.1|DKIK	LOC108604190|XP_017849029.1|DBUS
OG0002617	LOC108083209|XP_017034407.1|DKIK	LOC108596513|XP_033150929.1|DBUS, LOC108596514|XP_017837845.1|DBUS
OG0002618	LOC108077787|XP_017026777.1|DKIK	LOC108603294|XP_017847454.1|DBUS
OG0002619	LOC108084186|XP_017035772.1|DKIK	LOC108603338|XP_017847552.1|DBUS
OG0002620	LOC108073393|XP_017020467.1|DKIK	LOC108604064|XP_017848817.1|DBUS
OG0002621	LOC108083757|XP_017035167.1|DKIK	LOC108604088|XP_017848854.1|DBUS
OG0002622	LOC108078867|XP_017028469.1|DKIK	LOC108598528|XP_017840700.1|DBUS
OG0002623	LOC108083224|XP_017034428.1|DKIK	LOC108601922|XP_017845388.1|DBUS
OG0002624	LOC108073536|XP_017020707.1|DKIK	LOC108604684|XP_017849729.1|DBUS
OG0002625	LOC108073424|XP_017020532.1|DKIK	LOC108603019|XP_017846905.1|DBUS
OG0002626	LOC108083568|XP_017034914.1|DKIK	LOC108605593|XP_017850855.1|DBUS
OG0002627	LOC108084237|XP_017035854.1|DKIK	LOC108603477|XP_017847808.1|DBUS
OG0002628	LOC108070704|XP_017016782.1|DKIK	LOC108603860|XP_017848505.1|DBUS
OG0002629	LOC108070684|XP_017016747.1|DKIK	LOC108603121|XP_033149967.1|DBUS
OG0002630	LOC108081093|XP_017031570.1|DKIK	LOC108604152|XP_033149002.1|DBUS
