Orthogroup	DKIK.longest_only	DHYD.longest_only
OG0001907	LOC108083571|XP_017034916.1|DKIK	LOC111598868|XP_023170084.2|DHYD
OG0001908	LOC108083734|XP_017035131.1|DKIK	LOC111593235|XP_023161656.2|DHYD
OG0001909	LOC108071818|XP_017018213.1|DKIK	LOC111603120|XP_023176362.1|DHYD
OG0001910	LOC108084241|XP_017035864.1|DKIK	LOC111594619|XP_023163777.1|DHYD
OG0001911	LOC108077708|XP_017026648.1|DKIK	LOC111598651|XP_023169766.2|DHYD
OG0001912	LOC108073081|XP_017020038.1|DKIK	LOC111602587|XP_023175512.2|DHYD
OG0001913	LOC108076877|XP_017025395.1|DKIK	LOC111602240|XP_023175001.2|DHYD
OG0001914	LOC108084544|XP_017036272.1|DKIK	LOC111597178|XP_030080836.1|DHYD
OG0001915	LOC108075210|XP_017023035.1|DKIK	LOC111598669|XP_023169790.1|DHYD
OG0001916	LOC108082561|XP_017033500.1|DKIK	LOC111592402|XP_023160345.2|DHYD
OG0001918	LOC108079814|XP_017029786.1|DKIK	LOC111598689|XP_023169822.2|DHYD
OG0001919	LOC108076500|XP_017024882.1|DKIK	LOC111600674|XP_023172692.1|DHYD
OG0001920	LOC108079050|XP_017028743.1|DKIK	LOC111601461|XP_023173809.2|DHYD
OG0001921	LOC108070756|XP_017016842.1|DKIK	LOC111599696|XP_023171184.1|DHYD
OG0001922	LOC108076354|XP_017024639.1|DKIK	LOC111600878|XP_023172979.1|DHYD, LOC115482828|XP_030078921.1|DHYD
OG0001923	LOC108073977|XP_017021312.1|DKIK	LOC111601116|XP_023173332.2|DHYD
OG0001924	LOC108072393|XP_017018992.1|DKIK	LOC111594685|XP_023163872.2|DHYD
OG0001925	LOC108070581|XP_017016624.1|DKIK	LOC111601657|XP_023174109.2|DHYD
OG0001926	LOC108078722|XP_017028208.1|DKIK	LOC111601589|XP_030081179.1|DHYD
OG0001927	LOC108082423|XP_017033278.1|DKIK	LOC111593553|XP_023162176.1|DHYD
OG0001928	LOC108071885|XP_017018303.1|DKIK	LOC111599775|XP_023171305.1|DHYD, LOC115483479|XP_030081493.1|DHYD
OG0001929	LOC108071906|XP_017018327.1|DKIK	LOC115483178|XP_030080196.1|DHYD, LOC111599851|XP_030081077.1|DHYD
OG0001930	LOC108081091|XP_017031567.1|DKIK	LOC111603156|XP_023176405.2|DHYD
OG0001931	LOC108071866|XP_017018283.1|DKIK	LOC111604781|XP_023178760.2|DHYD
OG0001932	LOC108072728|XP_017019477.1|DKIK	LOC111604760|XP_023178719.2|DHYD
OG0001933	LOC108073016|XP_017019963.1|DKIK	LOC111600565|XP_023172517.1|DHYD
OG0001934	LOC108071971|XP_017018435.1|DKIK	LOC111597456|XP_023167973.2|DHYD
OG0001935	LOC108078905|XP_017028527.1|DKIK, LOC108078904|XP_017028526.1|DKIK	LOC111600468|XP_023172342.2|DHYD
OG0001937	LOC108073108|XP_017020088.1|DKIK	LOC111600913|XP_023173044.2|DHYD
OG0001938	LOC108078416|XP_017027769.1|DKIK	LOC111605265|XP_023179471.1|DHYD
OG0001939	LOC108077983|XP_017027015.1|DKIK	LOC111602116|XP_030079716.1|DHYD
OG0001940	LOC108084078|XP_017035592.1|DKIK	LOC111595322|XP_023164748.2|DHYD
OG0001941	LOC108079051|XP_017028746.1|DKIK	LOC111601412|XP_023173742.2|DHYD
OG0001942	LOC108080723|XP_017031065.1|DKIK	LOC111599892|XP_030079707.1|DHYD
OG0001943	LOC108078675|XP_017028097.1|DKIK	LOC111604668|XP_023178598.2|DHYD
OG0001944	LOC108079041|XP_017028713.1|DKIK	LOC115482992|XP_030079486.1|DHYD, LOC111596898|XP_023167116.1|DHYD
OG0001945	LOC108076726|XP_017025187.1|DKIK	LOC111599899|XP_023171490.2|DHYD
OG0001946	LOC108076777|XP_017025270.1|DKIK	LOC111593722|XP_023162461.1|DHYD, LOC115483444|XP_030081281.1|DHYD
OG0001947	LOC108072973|XP_017019897.1|DKIK	LOC111605355|XP_023179600.2|DHYD
OG0001948	LOC108081421|XP_017032093.1|DKIK, LOC108083353|XP_017034586.1|DKIK	LOC111599797|XP_023171343.1|DHYD
OG0001949	LOC108085827|XP_017038069.1|DKIK	LOC111594359|XP_023163387.2|DHYD
OG0001950	LOC108075508|XP_017023468.1|DKIK	LOC115483351|XP_030080775.1|DHYD, LOC111603662|XP_023177113.1|DHYD
OG0001951	LOC108076290|XP_017024536.1|DKIK	LOC111604175|XP_023177900.2|DHYD
OG0001952	LOC108079474|XP_017029307.1|DKIK	LOC111600004|XP_023171673.1|DHYD
OG0001953	LOC108076782|XP_017025277.1|DKIK	LOC111605273|XP_023179484.2|DHYD
OG0001954	LOC108085139|XP_017037147.1|DKIK	LOC111592234|XP_023160089.2|DHYD
OG0001955	LOC108074456|XP_017022007.1|DKIK	LOC111599252|XP_023170623.1|DHYD
OG0001956	LOC108070564|XP_017016591.1|DKIK	LOC111603058|XP_023176285.2|DHYD
OG0001957	LOC108082592|XP_017033546.1|DKIK	LOC111593734|XP_023162488.1|DHYD, LOC115483447|XP_030081291.1|DHYD
OG0001958	LOC108081205|XP_017031762.1|DKIK	LOC111602362|XP_023175141.2|DHYD
OG0001959	LOC108074999|XP_017022730.1|DKIK	LOC111605668|XP_023180100.2|DHYD
OG0001960	LOC108079046|XP_017028740.1|DKIK	LOC111592452|XP_023160406.1|DHYD
OG0001961	LOC108072375|XP_017018964.1|DKIK	LOC111593820|XP_030080900.1|DHYD
OG0001962	LOC108076728|XP_017025192.1|DKIK	LOC111599908|XP_023171500.1|DHYD
OG0001963	LOC108079812|XP_017029784.1|DKIK	LOC111605658|XP_023180089.1|DHYD
OG0001964	LOC108083407|XP_017034653.1|DKIK, LOC108078348|XP_017027645.1|DKIK	LOC111602894|XP_023175998.2|DHYD
OG0001965	LOC108079120|XP_017028850.1|DKIK	LOC111592318|XP_023160201.1|DHYD
OG0001966	LOC108075622|XP_017023645.1|DKIK	LOC111601534|XP_023173934.2|DHYD
OG0001967	LOC108082341|XP_017033163.1|DKIK	LOC111604090|XP_023177753.1|DHYD
OG0001968	LOC108080382|XP_017030596.1|DKIK	LOC111592971|XP_023161232.1|DHYD
OG0001969	LOC108076754|XP_017025240.1|DKIK	LOC111595614|XP_023165187.2|DHYD
OG0001970	LOC108076485|XP_017024862.1|DKIK	LOC111604156|XP_023177853.1|DHYD
OG0001971	LOC108082153|XP_017032943.1|DKIK	LOC111594852|XP_023164099.1|DHYD
OG0001972	LOC108072588|XP_017019284.1|DKIK	LOC111600003|XP_023171672.1|DHYD
OG0001973	LOC108076160|XP_017024375.1|DKIK	LOC111603810|XP_030081312.1|DHYD
OG0001974	LOC108076466|XP_017024840.1|DKIK	LOC111593904|XP_023162742.1|DHYD
OG0001975	LOC108075125|XP_017022897.1|DKIK	LOC111596617|XP_023166672.2|DHYD
OG0001976	LOC108072443|XP_017019060.1|DKIK	LOC111602203|XP_023174941.1|DHYD
OG0001977	LOC108077381|XP_017026164.1|DKIK	LOC111605039|XP_023179142.2|DHYD
OG0001978	LOC108082679|XP_017033667.1|DKIK	LOC111594197|XP_023163162.2|DHYD
OG0001979	LOC108079603|XP_017029451.1|DKIK	LOC111592919|XP_023161140.1|DHYD
OG0001980	LOC108074340|XP_017021850.1|DKIK	LOC111595991|XP_023165751.1|DHYD
OG0001981	LOC108081418|XP_017032089.1|DKIK	LOC111603970|XP_023177578.1|DHYD
OG0001982	LOC108084648|XP_017036428.1|DKIK	LOC111592064|XP_023159834.1|DHYD
OG0001983	LOC108077151|XP_017025873.1|DKIK	LOC111594390|XP_023163424.2|DHYD
OG0001984	LOC108082233|XP_017033060.1|DKIK	LOC111596359|XP_023166324.2|DHYD
OG0001985	LOC108077046|XP_017025668.1|DKIK	LOC111598800|XP_030079127.1|DHYD, LOC115482938|XP_030079168.1|DHYD
OG0001986	LOC108075831|XP_017023891.1|DKIK	LOC111596267|XP_030080563.1|DHYD
OG0001987	LOC108084662|XP_017036476.1|DKIK	LOC111592987|XP_023161252.2|DHYD
OG0001988	LOC108074716|XP_017022348.1|DKIK	LOC111600571|XP_023172524.2|DHYD, LOC115482818|XP_030078841.1|DHYD
OG0001989	LOC108078918|XP_017028548.1|DKIK	LOC111599122|XP_023170452.1|DHYD
OG0001990	LOC108077307|XP_017026078.1|DKIK	LOC111592632|XP_023160739.2|DHYD
OG0001992	LOC108074610|XP_017022222.1|DKIK	LOC111599306|XP_023170684.2|DHYD
OG0001993	LOC108079977|XP_017030030.1|DKIK	LOC111596273|XP_023166180.1|DHYD
OG0001994	LOC108072992|XP_017019932.1|DKIK	LOC115483784|XP_030081898.1|DHYD, LOC115483330|XP_030080623.1|DHYD
OG0001995	LOC108082686|XP_017033679.1|DKIK	LOC111594779|XP_023164000.2|DHYD
OG0001996	LOC108081354|XP_017031989.1|DKIK	LOC111599044|XP_023170328.2|DHYD
OG0001997	LOC108078336|XP_017027628.1|DKIK	LOC111593802|XP_023162596.1|DHYD
OG0001998	LOC108078297|XP_017027563.1|DKIK	LOC111593786|XP_023162572.2|DHYD
OG0001999	LOC108085136|XP_017037132.1|DKIK	LOC111592089|XP_023159884.2|DHYD
OG0002000	LOC108079580|XP_017029414.1|DKIK	LOC111595775|XP_023165424.1|DHYD
OG0002001	LOC108082742|XP_017033740.1|DKIK	LOC111594205|XP_023163171.1|DHYD
OG0002002	LOC108082580|XP_017033526.1|DKIK	LOC111593565|XP_023162195.1|DHYD, LOC111603829|XP_023177359.2|DHYD
OG0002003	LOC108075839|XP_017023908.1|DKIK	LOC111600390|XP_023172234.2|DHYD
OG0002004	LOC108085364|XP_017037424.1|DKIK	LOC111594942|XP_023164203.2|DHYD
OG0002005	LOC108075919|XP_017024042.1|DKIK	LOC111594089|XP_023163004.1|DHYD
OG0002006	LOC108082555|XP_017033496.1|DKIK	LOC111601767|XP_023174280.2|DHYD
OG0002007	LOC108084450|XP_017036148.1|DKIK	LOC111598949|XP_023170198.2|DHYD
OG0002008	LOC108074895|XP_017022607.1|DKIK	LOC111598134|XP_030081729.1|DHYD
OG0002009	LOC108076204|XP_017024427.1|DKIK	LOC111593752|XP_030081270.1|DHYD
OG0002010	LOC108076333|XP_017024609.1|DKIK	LOC111600383|XP_023172228.1|DHYD
OG0002011	LOC108072603|XP_017019313.1|DKIK	LOC111600376|XP_023172221.2|DHYD
OG0002012	LOC108081383|XP_017032029.1|DKIK	LOC111596981|XP_023167233.1|DHYD
OG0002014	LOC108078411|XP_017027756.1|DKIK	LOC111600065|XP_023171763.2|DHYD
OG0002015	LOC108079558|XP_017029386.1|DKIK	LOC111594568|XP_023163692.1|DHYD
OG0002016	LOC108078308|XP_017027589.1|DKIK	LOC111597654|XP_023168241.2|DHYD
OG0002017	LOC108077280|XP_017026047.1|DKIK	LOC111601524|XP_023173914.2|DHYD
OG0002018	LOC108082772|XP_017033794.1|DKIK	LOC111596282|XP_023166200.2|DHYD
OG0002019	LOC108076281|XP_017024550.1|DKIK	LOC111599142|XP_023170473.2|DHYD
OG0002020	LOC108082765|XP_017033781.1|DKIK	LOC111594712|XP_023163906.2|DHYD
OG0002021	LOC108082493|XP_017033401.1|DKIK	LOC111604131|XP_023177815.2|DHYD
OG0002022	LOC108081374|XP_017032017.1|DKIK	LOC111602287|XP_023175059.1|DHYD
OG0002023	LOC108080800|XP_017031180.1|DKIK	LOC111594552|XP_023163673.2|DHYD
OG0002024	LOC108076918|XP_017025450.1|DKIK	LOC111594731|XP_023163931.1|DHYD
OG0002025	LOC108082061|XP_017032828.1|DKIK	LOC111592583|XP_023160661.2|DHYD
OG0002026	LOC108080674|XP_017030996.1|DKIK	LOC111600974|XP_023173125.2|DHYD
OG0002027	LOC108078098|XP_017027181.1|DKIK	LOC111600541|XP_023172449.2|DHYD
OG0002028	LOC108076050|XP_017024218.1|DKIK, LOC108072159|XP_017018693.1|DKIK	LOC111592150|XP_023159965.2|DHYD
OG0002029	LOC108086000|XP_017038298.1|DKIK	LOC111593099|XP_023161465.2|DHYD
OG0002030	LOC108076201|XP_017024424.1|DKIK	LOC111604154|XP_023177846.2|DHYD
OG0002031	LOC108085132|XP_017037128.1|DKIK	LOC111592229|XP_023160080.2|DHYD
OG0002032	LOC108083177|XP_017034362.1|DKIK	LOC111600295|XP_023172118.2|DHYD
OG0002033	LOC108085957|XP_017038239.1|DKIK	LOC111592048|XP_023159817.2|DHYD
OG0002034	LOC108084665|XP_017036475.1|DKIK	LOC111597507|XP_030079689.1|DHYD
OG0002035	LOC108083182|XP_017034366.1|DKIK	LOC111604806|XP_023178792.1|DHYD, LOC111596545|XP_023166585.2|DHYD
OG0002036	LOC108084028|XP_017035530.1|DKIK	LOC111596799|XP_030080729.1|DHYD
OG0002037	LOC108079727|XP_017029626.1|DKIK	LOC111597428|XP_023167894.1|DHYD
OG0002038	LOC108079013|XP_017028680.1|DKIK, LOC108073373|XP_017020431.1|DKIK	LOC111601472|XP_023173825.2|DHYD
OG0002039	LOC108084632|XP_017036409.1|DKIK	LOC111600839|XP_023172912.1|DHYD
OG0002040	LOC108072873|XP_017019684.1|DKIK	LOC111598609|XP_023169711.2|DHYD
OG0002041	LOC108072293|XP_017018852.1|DKIK	LOC111596998|XP_030081958.1|DHYD
OG0002042	LOC108085460|XP_017037564.1|DKIK	LOC111603393|XP_023176725.2|DHYD
OG0002043	LOC108085472|XP_017037577.1|DKIK	LOC111601300|XP_023173584.2|DHYD
OG0002044	LOC108084210|XP_017035814.1|DKIK	LOC111595911|XP_023165623.2|DHYD
OG0002045	LOC108083174|XP_017034350.1|DKIK	LOC111604887|XP_023178895.2|DHYD
OG0002046	LOC108079961|XP_017030011.1|DKIK	LOC111594275|XP_023163274.1|DHYD
OG0002047	LOC108079211|XP_017028969.1|DKIK	LOC111605600|XP_030079683.1|DHYD
OG0002048	LOC108080447|XP_017030672.1|DKIK	LOC111604570|XP_023178439.2|DHYD, LOC115482802|XP_030078771.1|DHYD
OG0002049	LOC108085687|XP_017037873.1|DKIK	LOC111604584|XP_023178454.2|DHYD
OG0002050	LOC108081042|XP_017031495.1|DKIK	LOC111604899|XP_030078697.1|DHYD
OG0002051	LOC108078149|XP_017027280.1|DKIK	LOC111605397|XP_023179665.1|DHYD
OG0002052	LOC108084431|XP_017036127.1|DKIK	LOC111604718|XP_023178659.1|DHYD
OG0002053	LOC108085453|XP_017037554.1|DKIK	LOC111603574|XP_023176992.2|DHYD
OG0002054	LOC108081176|XP_017031726.1|DKIK	LOC111594423|XP_023163479.2|DHYD
OG0002055	LOC108085636|XP_017037811.1|DKIK	LOC111592015|XP_023159774.2|DHYD
OG0002056	LOC108070471|XP_017016445.1|DKIK	LOC111595060|XP_023164383.1|DHYD
OG0002057	LOC108077078|XP_017025735.1|DKIK	LOC111596127|XP_023165965.1|DHYD
OG0002058	LOC108079068|XP_017028771.1|DKIK	LOC111600515|XP_023172412.1|DHYD
OG0002059	LOC108072019|XP_017018488.1|DKIK	LOC111604912|XP_023178923.1|DHYD
OG0002060	LOC108076496|XP_017024878.1|DKIK	LOC111601272|XP_023173551.1|DHYD
OG0002061	LOC108072174|XP_017018719.1|DKIK	LOC111600056|XP_023171753.1|DHYD
OG0002062	LOC108079941|XP_017029974.1|DKIK	LOC111598149|XP_023168994.2|DHYD
OG0002063	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK	LOC111596777|XP_023166896.1|DHYD
OG0002064	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK	LOC111598172|XP_023169035.1|DHYD
OG0002065	LOC108075219|XP_017023050.1|DKIK	LOC111604782|XP_023178761.2|DHYD
OG0002066	LOC108081024|XP_017031465.1|DKIK	LOC111604637|XP_030078758.1|DHYD
OG0002067	LOC108072160|XP_017018695.1|DKIK	LOC111592124|XP_023159927.1|DHYD
OG0002068	LOC108081221|XP_017031787.1|DKIK	LOC111603520|XP_023176919.2|DHYD
OG0002069	LOC108080967|XP_017031373.1|DKIK	LOC111593467|XP_023161997.2|DHYD
OG0002070	LOC108081481|XP_017032169.1|DKIK	LOC111603001|XP_023176167.1|DHYD
OG0002071	LOC108073441|XP_017020553.1|DKIK	LOC111596176|XP_023166047.2|DHYD
OG0002072	LOC108078438|XP_017027809.1|DKIK	LOC111594010|XP_023162875.1|DHYD
OG0002073	LOC108072714|XP_017019454.1|DKIK	LOC111604310|XP_023178115.2|DHYD
OG0002074	LOC108073130|XP_017020119.1|DKIK	LOC111602585|XP_023175510.1|DHYD
OG0002075	LOC108079672|XP_017029559.1|DKIK	LOC111602460|XP_023175288.1|DHYD
OG0002076	LOC108086116|XP_017038441.1|DKIK	LOC111599732|XP_023171246.2|DHYD
OG0002077	LOC108071506|XP_017017759.1|DKIK	LOC111598206|XP_030079475.1|DHYD
OG0002078	LOC108079835|XP_017029829.1|DKIK	LOC111595572|XP_023165137.1|DHYD
OG0002079	LOC108075033|XP_017022778.1|DKIK	LOC111601006|XP_023173173.2|DHYD
OG0002080	LOC108078396|XP_017027741.1|DKIK	LOC111595498|XP_023165036.1|DHYD
OG0002081	LOC108070828|XP_017016935.1|DKIK	LOC111599742|XP_023171272.1|DHYD
OG0002082	LOC108076346|XP_017024623.1|DKIK	LOC111592497|XP_023160493.1|DHYD
OG0002083	LOC108084657|XP_017036467.1|DKIK	LOC111602435|XP_023175259.2|DHYD
OG0002084	LOC108072311|XP_017018872.1|DKIK	LOC111593219|XP_023161642.2|DHYD
OG0002085	LOC108078252|XP_017027474.1|DKIK	LOC115483430|XP_030081257.1|DHYD, LOC111595252|XP_023164665.2|DHYD, LOC115483434|XP_030081261.1|DHYD
OG0002086	LOC108072324|XP_017018890.1|DKIK	LOC111593240|XP_023161664.2|DHYD
OG0002087	LOC108073903|XP_017021182.1|DKIK	LOC111604426|XP_023178254.2|DHYD
OG0002088	LOC108075257|XP_017023107.1|DKIK	LOC111605691|XP_023180131.2|DHYD
OG0002089	LOC108078515|XP_017027910.1|DKIK	LOC111598009|XP_023168772.1|DHYD
OG0002090	LOC108075308|XP_017023201.1|DKIK	LOC111594926|XP_023164188.2|DHYD, LOC111594915|XP_023164170.2|DHYD
OG0002091	LOC108070813|XP_017016901.1|DKIK	LOC111599671|XP_023171144.1|DHYD
OG0002092	LOC108071500|XP_017017750.1|DKIK	LOC111604699|XP_023178637.2|DHYD
OG0002093	LOC108085206|XP_017037219.1|DKIK	LOC111597001|XP_023167270.2|DHYD
OG0002094	LOC108072046|XP_017018520.1|DKIK	LOC111600142|XP_023171886.1|DHYD
OG0002095	LOC108083413|XP_017034657.1|DKIK, LOC108080120|XP_017030240.1|DKIK	LOC111598161|XP_023169018.1|DHYD
OG0002096	LOC108076400|XP_017024728.1|DKIK	LOC111597944|XP_023168668.2|DHYD
OG0002097	LOC108078086|XP_017027163.1|DKIK	LOC111592166|XP_023159987.2|DHYD
OG0002098	LOC108084772|XP_017036580.1|DKIK	LOC111592343|XP_023160240.1|DHYD
OG0002099	LOC108085017|XP_017036950.1|DKIK	LOC111602768|XP_023175799.2|DHYD
OG0002100	LOC108083131|XP_017034296.1|DKIK	LOC111595088|XP_023164412.1|DHYD
OG0002101	LOC108070854|XP_017016973.1|DKIK	LOC111596377|XP_030081919.1|DHYD
OG0002102	LOC108076716|XP_017025168.1|DKIK	LOC111597127|XP_023167456.1|DHYD, LOC111596983|XP_023167235.2|DHYD
OG0002103	LOC108085032|XP_017036968.1|DKIK	LOC111602735|XP_023175755.2|DHYD
OG0002106	LOC108085038|XP_017036977.1|DKIK, LOC108077712|XP_017026655.1|DKIK	LOC111603585|XP_023177008.2|DHYD
OG0002107	LOC108077061|XP_017025716.1|DKIK	LOC111600761|XP_023172811.1|DHYD
OG0002108	LOC108075463|XP_017023407.1|DKIK	LOC111601439|XP_023173783.2|DHYD
OG0002109	LOC108086025|XP_017038326.1|DKIK	LOC111598608|XP_023169710.2|DHYD
OG0002111	LOC108075924|XP_017024053.1|DKIK, LOC108075912|XP_017024031.1|DKIK	LOC111600331|XP_023172162.2|DHYD
OG0002112	LOC108082078|XP_017032859.1|DKIK	LOC111596093|XP_023165922.2|DHYD
OG0002113	LOC108075479|XP_017023422.1|DKIK, LOC108075371|XP_017023270.1|DKIK	LOC111601436|XP_023173780.2|DHYD
OG0002115	LOC108078419|XP_017027773.1|DKIK, LOC108078420|XP_017027774.1|DKIK	LOC111597680|XP_023168277.2|DHYD
OG0002116	LOC108072478|XP_017019133.1|DKIK	LOC111593785|XP_023162571.2|DHYD
OG0002117	LOC108083904|XP_017035389.1|DKIK	LOC111603158|XP_023176403.2|DHYD
OG0002118	LOC108077352|XP_017026134.1|DKIK	LOC111598510|XP_023169551.2|DHYD
OG0002119	LOC108073443|XP_017020555.1|DKIK	LOC111598810|XP_023170002.2|DHYD
OG0002120	LOC108075356|XP_017023254.1|DKIK, LOC108077525|XP_017026383.1|DKIK	LOC111597697|XP_030081712.1|DHYD
OG0002121	LOC108075729|XP_017023758.1|DKIK	LOC111595229|XP_023164628.2|DHYD
OG0002123	LOC108079612|XP_017029475.1|DKIK	LOC111592897|XP_023161107.2|DHYD
OG0002124	LOC108083366|XP_017034598.1|DKIK, LOC108077143|XP_017025850.1|DKIK	LOC111603221|XP_030079309.1|DHYD
OG0002125	LOC108072439|XP_017019049.1|DKIK	LOC111602547|XP_023175462.2|DHYD
OG0002126	LOC108078369|XP_017027688.1|DKIK	LOC111605701|XP_023180144.2|DHYD
OG0002127	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK	LOC111596563|XP_023166605.2|DHYD
OG0002128	LOC108084337|XP_017036006.1|DKIK	LOC111603227|XP_030079290.1|DHYD
OG0002129	LOC108085692|XP_017037889.1|DKIK	LOC111604250|XP_023178004.2|DHYD
OG0002130	LOC108079366|XP_017029163.1|DKIK	LOC111605070|XP_023179173.2|DHYD
OG0002131	LOC108084181|XP_017035761.1|DKIK	LOC111605445|XP_023179730.2|DHYD, LOC115483347|XP_030080717.1|DHYD
OG0002132	LOC108074575|XP_017022166.1|DKIK	LOC111603890|XP_023177475.1|DHYD
OG0002133	LOC108080550|XP_017030843.1|DKIK	LOC111602405|XP_023175198.1|DHYD
OG0002134	LOC108076119|XP_017024336.1|DKIK	LOC111593428|XP_023161940.1|DHYD
OG0002135	LOC108074247|XP_017021698.1|DKIK	LOC111597246|XP_023167612.1|DHYD
OG0002136	LOC108077860|XP_017026882.1|DKIK	LOC111597842|XP_023168516.2|DHYD
OG0002137	LOC108084570|XP_017036323.1|DKIK	LOC111602704|XP_023175707.1|DHYD
OG0002138	LOC108083593|XP_017034944.1|DKIK	LOC111602851|XP_023175932.1|DHYD
OG0002139	LOC108079456|XP_017029285.1|DKIK	LOC111596324|XP_030079962.1|DHYD
OG0002140	LOC108076932|XP_017025470.1|DKIK	LOC111603132|XP_023176374.2|DHYD
OG0002141	LOC108079521|XP_017029349.1|DKIK	LOC111600803|XP_023172861.1|DHYD
OG0002142	LOC108077735|XP_017026687.1|DKIK	LOC111601983|XP_023174635.1|DHYD
OG0002143	LOC108074421|XP_017021943.1|DKIK	LOC111599471|XP_023170910.2|DHYD
OG0002144	LOC108074888|XP_017022585.1|DKIK	LOC111595890|XP_023165587.2|DHYD
OG0002145	LOC108083944|XP_017035438.1|DKIK	LOC111601449|XP_023173794.1|DHYD
OG0002146	LOC108077732|XP_017026677.1|DKIK	LOC111605592|XP_023179964.1|DHYD
OG0002147	LOC108083775|XP_017035188.1|DKIK	LOC115483088|XP_030080039.1|DHYD, LOC111594046|XP_023162929.2|DHYD
OG0002148	LOC108073856|XP_017021127.1|DKIK	LOC111598080|XP_023168894.2|DHYD
OG0002149	LOC108074896|XP_017022608.1|DKIK	LOC111597923|XP_030081705.1|DHYD
OG0002150	LOC108071239|XP_017017416.1|DKIK	LOC111598117|XP_023168939.1|DHYD
OG0002151	LOC108076930|XP_017025465.1|DKIK	LOC111592672|XP_023160804.1|DHYD
OG0002152	LOC108074082|XP_017021451.1|DKIK	LOC111592937|XP_030080725.1|DHYD
OG0002153	LOC108074370|XP_017021883.1|DKIK	LOC111592690|XP_023160825.2|DHYD, LOC111592691|XP_023160826.2|DHYD
OG0002154	LOC108079435|XP_017029258.1|DKIK	LOC111605112|XP_023179231.1|DHYD
OG0002155	LOC108073678|XP_017020894.1|DKIK	LOC111602000|XP_023174657.1|DHYD
OG0002156	LOC108081866|XP_017032595.1|DKIK	LOC111595337|XP_023164777.2|DHYD
OG0002157	LOC108073232|XP_017020269.1|DKIK	LOC115483332|XP_030080650.1|DHYD
OG0002158	LOC108081222|XP_017031788.1|DKIK	LOC111603527|XP_023176931.2|DHYD
OG0002159	LOC108074227|XP_017021661.1|DKIK	LOC111603840|XP_023177377.1|DHYD
OG0002160	LOC108084061|XP_017035568.1|DKIK	LOC111601511|XP_023173874.2|DHYD
OG0002161	LOC108085683|XP_017037866.1|DKIK	LOC111595976|XP_023165725.1|DHYD
OG0002162	LOC108085915|XP_017038176.1|DKIK	LOC111601799|XP_023174344.2|DHYD
OG0002163	LOC108083867|XP_017035345.1|DKIK	LOC111594282|XP_023163320.1|DHYD, LOC111593097|XP_023161463.1|DHYD
OG0002164	LOC108081269|XP_017031855.1|DKIK	LOC111603016|XP_023176207.1|DHYD
OG0002165	LOC108077002|XP_017025564.1|DKIK	LOC111595924|XP_023165645.2|DHYD
OG0002166	LOC108076897|XP_017025420.1|DKIK	LOC111592913|XP_023161130.1|DHYD
OG0002167	LOC108082465|XP_017033337.1|DKIK	LOC111597987|XP_023168733.1|DHYD
OG0002168	LOC108072071|XP_017018563.1|DKIK	LOC111600075|XP_023171780.2|DHYD
OG0002169	LOC108078902|XP_017028524.1|DKIK	LOC111598675|XP_023169802.2|DHYD
OG0002170	LOC108083287|XP_017034510.1|DKIK	LOC111594140|XP_030080182.1|DHYD
OG0002171	LOC108084567|XP_017036316.1|DKIK	LOC111602739|XP_023175758.1|DHYD
OG0002172	LOC108071346|XP_017017571.1|DKIK	LOC111599589|XP_023171034.1|DHYD
OG0002173	LOC108077190|XP_017025924.1|DKIK	LOC111600888|XP_023172997.1|DHYD, LOC111601532|XP_023173936.1|DHYD
OG0002174	LOC108077618|XP_017026513.1|DKIK	LOC111601452|XP_023173797.2|DHYD
OG0002175	LOC108077619|XP_017026514.1|DKIK	LOC111601453|XP_023173798.1|DHYD
OG0002176	LOC108084624|XP_017036401.1|DKIK	LOC111601502|XP_023173864.1|DHYD
OG0002177	LOC108077623|XP_017026520.1|DKIK	LOC111598604|XP_023169694.1|DHYD
OG0002178	LOC108084945|XP_017036831.1|DKIK	LOC111598226|XP_023169153.2|DHYD
OG0002179	LOC108073526|XP_017020696.1|DKIK	LOC111601350|XP_023173650.2|DHYD
OG0002180	LOC108073711|XP_017020935.1|DKIK	LOC111603233|XP_023176505.2|DHYD
OG0002181	LOC108085776|XP_017038015.1|DKIK	LOC115483039|XP_030079705.1|DHYD, LOC111594255|XP_023163244.1|DHYD
OG0002182	LOC108077748|XP_017026705.1|DKIK	LOC111594612|XP_023163763.2|DHYD
OG0002183	LOC108082601|XP_017033563.1|DKIK	LOC111597978|XP_023168721.1|DHYD
OG0002184	LOC108073212|XP_017020272.1|DKIK	LOC111593245|XP_023161667.1|DHYD
OG0002185	LOC108081067|XP_017031537.1|DKIK	LOC111594967|XP_023164234.2|DHYD
OG0002186	LOC108075799|XP_017023859.1|DKIK	LOC111602295|XP_023175064.2|DHYD
OG0002187	LOC108084256|XP_017035888.1|DKIK	LOC111599876|XP_023171462.1|DHYD
OG0002188	LOC108072123|XP_017018640.1|DKIK	LOC111600103|XP_023171832.1|DHYD
OG0002189	LOC108083802|XP_017035231.1|DKIK	LOC111600826|XP_023172898.1|DHYD
