Orthogroup	DKIK.longest_only	AEAL.longest_only
OG0001900	LOC108083250|XP_017034445.1|DKIK, LOC108083249|XP_017034443.1|DKIK	LOC109399427|XP_019527418.2|AEAL, LOC109401200|XP_029716045.1|AEAL
OG0001901	LOC108075966|XP_017024107.1|DKIK	LOC115259753|XP_029716400.1|AEAL, LOC115259491|XP_029715955.1|AEAL, LOC109433664|XP_029715952.1|AEAL
OG0001902	LOC108084499|XP_017036226.1|DKIK	LOC109623088|XP_029716374.1|AEAL, LOC109408327|XP_029716075.1|AEAL
OG0001903	LOC108077627|XP_017026526.1|DKIK	LOC109416357|XP_029730197.1|AEAL, LOC109430031|XP_029730181.1|AEAL
OG0001904	LOC108084164|XP_017035732.1|DKIK	LOC115267136|XP_029729837.1|AEAL, LOC115254184|XP_029730179.1|AEAL, LOC109416360|XP_029730196.1|AEAL
OG0001905	LOC108082643|XP_017033606.1|DKIK	LOC109430002|XP_019561560.1|AEAL, LOC115254109|XP_029722555.1|AEAL, LOC109416397|XP_019545979.1|AEAL
OG0001906	LOC108084847|XP_017036710.1|DKIK	LOC109415284|XP_029733766.1|AEAL
OG0001907	LOC108083571|XP_017034916.1|DKIK	LOC109402413|XP_029717987.1|AEAL, LOC115260811|XP_029717990.1|AEAL, LOC115253590|XP_029732774.1|AEAL, LOC109405455|XP_029717118.1|AEAL
OG0001908	LOC108083734|XP_017035131.1|DKIK	LOC109402383|XP_019530593.2|AEAL, LOC109405481|XP_019534114.2|AEAL
OG0001909	LOC108071818|XP_017018213.1|DKIK	LOC115264185|XP_029723480.1|AEAL, LOC115264180|XP_029723474.1|AEAL
OG0001910	LOC108084241|XP_017035864.1|DKIK	LOC115264208|XP_029723558.1|AEAL, LOC109424847|XP_019555590.2|AEAL, LOC109424846|XP_019555589.2|AEAL
OG0001911	LOC108077708|XP_017026648.1|DKIK	LOC115264073|XP_029723238.1|AEAL, LOC115264215|XP_029723579.1|AEAL, LOC109404189|XP_029723593.1|AEAL
OG0001913	LOC108076877|XP_017025395.1|DKIK	LOC109398444|XP_029716388.1|AEAL, LOC109412883|XP_019542083.2|AEAL, LOC109406187|XP_029712296.1|AEAL
OG0001914	LOC108084544|XP_017036272.1|DKIK	LOC109403972|XP_029723600.1|AEAL, LOC109432032|XP_029723667.1|AEAL
OG0001915	LOC108075210|XP_017023035.1|DKIK	LOC109401727|XP_019529866.2|AEAL, LOC115265368|XP_029725984.1|AEAL
OG0001916	LOC108082561|XP_017033500.1|DKIK	LOC109406055|XP_019534675.2|AEAL
OG0001917	LOC108070544|XP_017016559.1|DKIK	LOC109621842|XP_019931580.2|AEAL
OG0001918	LOC108079814|XP_017029786.1|DKIK	LOC109621708|XP_019931404.2|AEAL, LOC109410373|XP_019539468.2|AEAL
OG0001919	LOC108076500|XP_017024882.1|DKIK	LOC109622547|XP_019932500.2|AEAL, LOC109622551|XP_019932504.2|AEAL
OG0001920	LOC108079050|XP_017028743.1|DKIK	LOC109409370|XP_029726254.1|AEAL
OG0001921	LOC108070756|XP_017016842.1|DKIK	LOC109409346|XP_019538345.2|AEAL
OG0001922	LOC108076354|XP_017024639.1|DKIK	LOC109423373|XP_029727575.1|AEAL
OG0001924	LOC108072393|XP_017018992.1|DKIK	LOC109418091|XP_029726738.1|AEAL
OG0001925	LOC108070581|XP_017016624.1|DKIK	LOC109418125|XP_019547870.2|AEAL
OG0001926	LOC108078722|XP_017028208.1|DKIK	LOC109418925|XP_029726695.1|AEAL
OG0001927	LOC108082423|XP_017033278.1|DKIK	LOC115255803|XP_029709804.1|AEAL, LOC109418995|XP_019548772.2|AEAL
OG0001928	LOC108071885|XP_017018303.1|DKIK	LOC109419715|XP_019549530.1|AEAL, LOC115255816|XP_029709858.1|AEAL
OG0001929	LOC108071906|XP_017018327.1|DKIK	LOC109419707|XP_029733516.1|AEAL, LOC109398542|XP_029709818.1|AEAL
OG0001930	LOC108081091|XP_017031567.1|DKIK	LOC115269199|XP_029733510.1|AEAL, LOC109398290|XP_029709834.1|AEAL
OG0001932	LOC108072728|XP_017019477.1|DKIK, LOC108075992|XP_017024134.1|DKIK	LOC109420217|XP_029725826.1|AEAL
OG0001933	LOC108073016|XP_017019963.1|DKIK	LOC115260243|XP_029717033.1|AEAL, LOC109420186|XP_019550057.1|AEAL
OG0001934	LOC108071971|XP_017018435.1|DKIK	LOC115256192|XP_029710312.1|AEAL, LOC109397354|XP_029732959.1|AEAL, LOC115265331|XP_029725777.1|AEAL, LOC109420259|XP_019550143.2|AEAL
OG0001935	LOC108078905|XP_017028527.1|DKIK, LOC108078904|XP_017028526.1|DKIK	LOC109402593|XP_029725685.1|AEAL, LOC109416472|XP_019546090.2|AEAL
OG0001937	LOC108073108|XP_017020088.1|DKIK	LOC115265680|XP_029727500.1|AEAL, LOC109426918|XP_029725651.1|AEAL, LOC115265295|XP_029725645.1|AEAL
OG0001938	LOC108078416|XP_017027769.1|DKIK	LOC109406574|XP_029712396.1|AEAL, LOC109427172|XP_029725594.1|AEAL
OG0001939	LOC108077983|XP_017027015.1|DKIK	LOC115265670|XP_029727485.1|AEAL, LOC109426632|XP_019557705.2|AEAL, LOC115267288|XP_029730062.1|AEAL, LOC109426633|XP_019557706.2|AEAL
OG0001940	LOC108084078|XP_017035592.1|DKIK	LOC115262279|XP_029720540.1|AEAL, LOC109417793|XP_019547501.2|AEAL
OG0001941	LOC108079051|XP_017028746.1|DKIK	LOC109417821|XP_019547543.1|AEAL
OG0001942	LOC108080723|XP_017031065.1|DKIK	LOC109409388|XP_019538407.2|AEAL, LOC109426708|XP_029725442.1|AEAL
OG0001943	LOC108078675|XP_017028097.1|DKIK	LOC109426738|XP_019557820.2|AEAL, LOC109417931|XP_019547621.2|AEAL, LOC115258083|XP_029713946.1|AEAL
OG0001944	LOC108079041|XP_017028713.1|DKIK	LOC109407921|XP_029732346.1|AEAL, LOC109412279|XP_029723162.1|AEAL
OG0001945	LOC108076726|XP_017025187.1|DKIK	LOC109403681|XP_029735161.1|AEAL, LOC109407968|XP_029735104.1|AEAL
OG0001946	LOC108076777|XP_017025270.1|DKIK	LOC109407986|XP_029735117.1|AEAL, LOC115258365|XP_029714313.1|AEAL, LOC115270149|XP_029735148.1|AEAL
OG0001947	LOC108072973|XP_017019897.1|DKIK	LOC109403625|XP_029735146.1|AEAL, LOC109408086|XP_019536850.2|AEAL
OG0001948	LOC108081421|XP_017032093.1|DKIK, LOC108083353|XP_017034586.1|DKIK	LOC109404954|XP_019533456.2|AEAL, LOC109400617|XP_019528652.2|AEAL
OG0001949	LOC108085827|XP_017038069.1|DKIK	LOC109399436|XP_029734823.1|AEAL
OG0001950	LOC108075508|XP_017023468.1|DKIK	LOC109400722|XP_029734811.1|AEAL, LOC109402722|XP_029715806.1|AEAL
OG0001951	LOC108076290|XP_017024536.1|DKIK	LOC109415818|XP_029725138.1|AEAL, LOC115253838|XP_029734706.1|AEAL
OG0001952	LOC108079474|XP_017029307.1|DKIK	LOC115269964|XP_029734662.1|AEAL, LOC109425698|XP_029734674.1|AEAL, LOC115269966|XP_029734671.1|AEAL
OG0001953	LOC108076782|XP_017025277.1|DKIK	LOC115254608|XP_029708080.1|AEAL, LOC115260123|XP_029716886.1|AEAL, LOC109430555|XP_019562174.2|AEAL
OG0001954	LOC108085139|XP_017037147.1|DKIK	LOC115256967|XP_029712039.1|AEAL, LOC109622630|XP_029712070.1|AEAL, LOC115263144|XP_029721928.1|AEAL
OG0001955	LOC108074456|XP_017022007.1|DKIK	LOC109415865|XP_019545356.1|AEAL, LOC109622715|XP_029712059.1|AEAL, LOC115256975|XP_029712053.1|AEAL
OG0001956	LOC108070564|XP_017016591.1|DKIK	LOC109415878|XP_029722428.1|AEAL, LOC109621282|XP_029722445.1|AEAL
OG0001957	LOC108082592|XP_017033546.1|DKIK	LOC109621247|XP_019933513.2|AEAL, LOC109430239|XP_019561832.1|AEAL, LOC109428867|XP_019560249.2|AEAL
OG0001958	LOC108081205|XP_017031762.1|DKIK	LOC115263373|XP_029722531.1|AEAL, LOC109416238|XP_029722308.1|AEAL, LOC115263375|XP_029722533.1|AEAL, LOC109407411|XP_029722231.1|AEAL
OG0001959	LOC108074999|XP_017022730.1|DKIK	LOC109424175|XP_029722127.1|AEAL, LOC109413562|XP_029721402.1|AEAL, LOC115260112|XP_029716867.1|AEAL
OG0001960	LOC108079046|XP_017028740.1|DKIK	LOC115263344|XP_029722501.1|AEAL, LOC115263179|XP_029721970.1|AEAL, LOC109430897|XP_029721968.1|AEAL
OG0001961	LOC108072375|XP_017018964.1|DKIK	LOC115259287|XP_029715676.1|AEAL, LOC109430942|XP_029730376.1|AEAL, LOC109431686|XP_029715644.1|AEAL
OG0001962	LOC108076728|XP_017025192.1|DKIK	LOC109430950|XP_019562611.2|AEAL, LOC109431714|XP_019563527.2|AEAL
OG0001963	LOC108079812|XP_017029784.1|DKIK	LOC109399513|XP_029714085.1|AEAL, LOC115254259|XP_029735711.1|AEAL, LOC109398045|XP_029714084.1|AEAL
OG0001964	LOC108083407|XP_017034653.1|DKIK, LOC108078348|XP_017027645.1|DKIK	LOC115254260|XP_029735856.1|AEAL, LOC109408641|XP_029736020.1|AEAL, LOC109428978|XP_029730422.1|AEAL
OG0001966	LOC108075622|XP_017023645.1|DKIK	LOC109401032|XP_019529062.1|AEAL, LOC115270470|XP_029736064.1|AEAL, LOC109414964|XP_019544355.1|AEAL, LOC109415154|XP_019544586.2|AEAL
OG0001967	LOC108082341|XP_017033163.1|DKIK	LOC109424271|XP_029719648.1|AEAL, LOC109428709|XP_029735262.1|AEAL, LOC115270173|XP_029735276.1|AEAL
OG0001968	LOC108080382|XP_017030596.1|DKIK	LOC115265043|XP_029725102.1|AEAL, LOC115269721|XP_029734406.1|AEAL, LOC115269719|XP_029734401.1|AEAL, LOC109428738|XP_019560109.2|AEAL
OG0001969	LOC108076754|XP_017025240.1|DKIK	LOC115270213|XP_029735333.1|AEAL, LOC115270240|XP_029735367.1|AEAL
OG0001970	LOC108076485|XP_017024862.1|DKIK	LOC115254256|XP_029735450.1|AEAL, LOC115270264|XP_029735393.1|AEAL, LOC109423800|XP_019554378.1|AEAL, LOC109430605|XP_019562214.2|AEAL
OG0001971	LOC108082153|XP_017032943.1|DKIK	LOC109423676|XP_019554218.2|AEAL, LOC115269757|XP_029734441.1|AEAL
OG0001972	LOC108072588|XP_017019284.1|DKIK	LOC109423751|XP_029735575.1|AEAL, LOC109414256|XP_029735556.1|AEAL
OG0001973	LOC108076160|XP_017024375.1|DKIK	LOC109423655|XP_029715596.1|AEAL, LOC115259212|XP_029715591.1|AEAL
OG0001974	LOC108076466|XP_017024840.1|DKIK	LOC109408899|XP_019537814.2|AEAL, LOC115266575|XP_029728811.1|AEAL
OG0001975	LOC108075125|XP_017022897.1|DKIK	LOC109416689|XP_019546295.2|AEAL, LOC115266655|XP_029729044.1|AEAL, LOC109416512|XP_029729043.1|AEAL
OG0001976	LOC108072443|XP_017019060.1|DKIK	LOC115254758|XP_029708288.1|AEAL, LOC115266635|XP_029729004.1|AEAL, LOC109414979|XP_029728942.1|AEAL, LOC109415142|XP_029728995.1|AEAL
OG0001977	LOC108077381|XP_017026164.1|DKIK	LOC109427863|XP_029728530.1|AEAL, LOC115259071|XP_029715442.1|AEAL, LOC115259143|XP_029715519.1|AEAL, LOC115258928|XP_029715307.1|AEAL, LOC109428168|XP_029717224.1|AEAL
OG0001978	LOC108082679|XP_017033667.1|DKIK	LOC109433268|XP_019565239.1|AEAL, LOC109424444|XP_019555108.1|AEAL, LOC115259303|XP_029715695.1|AEAL
OG0001979	LOC108079603|XP_017029451.1|DKIK	LOC109420083|XP_019549936.1|AEAL
OG0001980	LOC108074340|XP_017021850.1|DKIK	LOC109412016|XP_019541205.1|AEAL, LOC109407960|XP_019536713.2|AEAL
OG0001982	LOC108084648|XP_017036428.1|DKIK	LOC115255682|XP_029709646.1|AEAL, LOC109432886|XP_029712419.1|AEAL, LOC109401423|XP_019529520.1|AEAL
OG0001983	LOC108077151|XP_017025873.1|DKIK	LOC109433074|XP_029711242.1|AEAL, LOC109411297|XP_029711472.1|AEAL
OG0001984	LOC108082233|XP_017033060.1|DKIK	LOC109433083|XP_019565019.2|AEAL
OG0001985	LOC108077046|XP_017025668.1|DKIK	LOC109621803|XP_029724949.1|AEAL, LOC109404203|XP_029724890.1|AEAL
OG0001986	LOC108075831|XP_017023891.1|DKIK	LOC115264922|XP_029724857.1|AEAL, LOC109414034|XP_029724875.1|AEAL, LOC115253903|XP_029724936.1|AEAL
OG0001987	LOC108084662|XP_017036476.1|DKIK	LOC109428779|XP_019560166.2|AEAL, LOC115253803|XP_029733997.1|AEAL
OG0001988	LOC108074716|XP_017022348.1|DKIK	LOC115258948|XP_029715326.1|AEAL, LOC109409322|XP_029721659.1|AEAL, LOC109419104|XP_029715310.1|AEAL
OG0001989	LOC108078918|XP_017028548.1|DKIK	LOC115258621|XP_029714772.1|AEAL, LOC109419107|XP_029721665.1|AEAL, LOC109409319|XP_029714703.1|AEAL
OG0001990	LOC108077307|XP_017026078.1|DKIK	LOC109419108|XP_029715128.1|AEAL, LOC109409361|XP_029715193.1|AEAL, LOC115262912|XP_029721672.1|AEAL
OG0001991	LOC108085715|XP_017037930.1|DKIK	LOC109622331|XP_029732605.1|AEAL
OG0001992	LOC108074610|XP_017022222.1|DKIK	LOC115258833|XP_029715127.1|AEAL, LOC109397539|XP_029714675.1|AEAL
OG0001993	LOC108079977|XP_017030030.1|DKIK	LOC115258581|XP_029714677.1|AEAL, LOC115258553|XP_029714578.1|AEAL, LOC109397524|XP_019525370.1|AEAL
OG0001994	LOC108072992|XP_017019932.1|DKIK	LOC109405873|XP_019534477.2|AEAL, LOC109407201|XP_019535726.2|AEAL
OG0001995	LOC108082686|XP_017033679.1|DKIK	LOC115258769|XP_029715029.1|AEAL, LOC109405703|XP_019534308.2|AEAL, LOC109410201|XP_029730241.1|AEAL
OG0001996	LOC108081354|XP_017031989.1|DKIK	LOC109417642|XP_029709337.1|AEAL, LOC115255414|XP_029709383.1|AEAL, LOC115255422|XP_029709410.1|AEAL
OG0001997	LOC108078336|XP_017027628.1|DKIK	LOC115255375|XP_029709277.1|AEAL, LOC115253948|XP_029709288.1|AEAL, LOC109417687|XP_019547293.2|AEAL
OG0001998	LOC108078297|XP_017027563.1|DKIK	LOC115253946|XP_029709239.1|AEAL, LOC109416929|XP_029709253.1|AEAL, LOC109417691|XP_019547307.2|AEAL
OG0001999	LOC108085136|XP_017037132.1|DKIK, LOC108085086|XP_017037044.1|DKIK	LOC109417772|XP_029709100.1|AEAL
OG0002000	LOC108079580|XP_017029414.1|DKIK	LOC109415253|XP_029709033.1|AEAL
OG0002001	LOC108082742|XP_017033740.1|DKIK	LOC109419931|XP_029708900.1|AEAL, LOC115255157|XP_029708909.1|AEAL
OG0002002	LOC108082580|XP_017033526.1|DKIK	LOC109419878|XP_019549708.2|AEAL, LOC109420708|XP_019550709.2|AEAL
OG0002003	LOC108075839|XP_017023908.1|DKIK	LOC109414247|XP_029736327.1|AEAL, LOC115253939|XP_029708865.1|AEAL, LOC109420697|XP_019550692.1|AEAL
OG0002004	LOC108085364|XP_017037424.1|DKIK	LOC109420660|XP_019550626.2|AEAL
OG0002005	LOC108075919|XP_017024042.1|DKIK	LOC109420492|XP_029708637.1|AEAL, LOC109419733|XP_029708643.1|AEAL
OG0002006	LOC108082555|XP_017033496.1|DKIK	LOC115269356|XP_029733865.1|AEAL, LOC109420302|XP_029732976.1|AEAL, LOC109419769|XP_029708609.1|AEAL, LOC115255044|XP_029708632.1|AEAL
OG0002007	LOC108077642|XP_017026545.1|DKIK, LOC108084450|XP_017036148.1|DKIK, LOC108074832|XP_017022522.1|DKIK	LOC115261019|XP_029718245.1|AEAL, LOC109430154|XP_019561731.1|AEAL
OG0002008	LOC108074895|XP_017022607.1|DKIK	LOC109430176|XP_029727434.1|AEAL
OG0002009	LOC108076204|XP_017024427.1|DKIK	LOC109427576|XP_019558699.2|AEAL, LOC109432855|XP_019564749.2|AEAL, LOC115268908|XP_029732979.1|AEAL
OG0002010	LOC108076333|XP_017024609.1|DKIK	LOC109427591|XP_029727422.1|AEAL, LOC109621901|XP_019931649.2|AEAL
OG0002011	LOC108072603|XP_017019313.1|DKIK	LOC109431006|XP_019562675.2|AEAL, LOC115265222|XP_029725363.1|AEAL, LOC115266443|XP_029728532.1|AEAL, LOC109421438|XP_029727014.1|AEAL, LOC109432536|XP_019564411.2|AEAL
OG0002012	LOC108081383|XP_017032029.1|DKIK	LOC109423927|XP_019554535.1|AEAL, LOC109404813|XP_019533310.1|AEAL
OG0002013	LOC108082851|XP_017033913.1|DKIK	LOC109423906|XP_029727280.1|AEAL, LOC109404819|XP_029727242.1|AEAL
OG0002014	LOC108078411|XP_017027756.1|DKIK	LOC109421536|XP_029727097.1|AEAL
OG0002015	LOC108079558|XP_017029386.1|DKIK	LOC109421342|XP_019551395.1|AEAL, LOC109432570|XP_029726915.1|AEAL
OG0002016	LOC108078308|XP_017027589.1|DKIK	LOC109415848|XP_029720051.1|AEAL
OG0002017	LOC108077280|XP_017026047.1|DKIK	LOC109416795|XP_029720043.1|AEAL, LOC109402508|XP_029732812.1|AEAL
OG0002018	LOC108082772|XP_017033794.1|DKIK	LOC109429591|XP_029719953.1|AEAL, LOC115254140|XP_029724789.1|AEAL
OG0002019	LOC108076281|XP_017024550.1|DKIK	LOC109429555|XP_019561077.2|AEAL
OG0002020	LOC108082765|XP_017033781.1|DKIK	LOC109415452|XP_019544873.2|AEAL
OG0002021	LOC108082493|XP_017033401.1|DKIK	LOC109398549|XP_029720118.1|AEAL
OG0002022	LOC108081374|XP_017032017.1|DKIK	LOC109398356|XP_029720147.1|AEAL, LOC109429827|XP_019561352.1|AEAL, LOC109401755|XP_029710059.1|AEAL, LOC109406163|XP_019534776.2|AEAL
OG0002023	LOC108080800|XP_017031180.1|DKIK	LOC109429794|XP_029719779.1|AEAL, LOC109398275|XP_019526140.2|AEAL
OG0002024	LOC108076918|XP_017025450.1|DKIK	LOC109411701|XP_019540819.1|AEAL
OG0002025	LOC108082061|XP_017032828.1|DKIK	LOC109411738|XP_019540880.3|AEAL
OG0002026	LOC108080674|XP_017030996.1|DKIK	LOC109414170|XP_019543498.2|AEAL
OG0002027	LOC108078098|XP_017027181.1|DKIK	LOC115255674|XP_029709636.1|AEAL, LOC115254439|XP_029707790.1|AEAL, LOC109421746|XP_029709633.1|AEAL
OG0002028	LOC108076050|XP_017024218.1|DKIK, LOC108072159|XP_017018693.1|DKIK	LOC109421752|XP_029707787.1|AEAL
OG0002029	LOC108086000|XP_017038298.1|DKIK	LOC109423263|XP_029709312.1|AEAL
OG0002030	LOC108076201|XP_017024424.1|DKIK	LOC115262698|XP_029721219.1|AEAL, LOC109623315|XP_019933386.1|AEAL, LOC109401290|XP_019529329.1|AEAL
OG0002031	LOC108085132|XP_017037128.1|DKIK	LOC109412046|XP_019541233.2|AEAL
OG0002032	LOC108083177|XP_017034362.1|DKIK	LOC115263976|XP_029723139.1|AEAL, LOC109427293|XP_029721389.1|AEAL
OG0002033	LOC108085957|XP_017038239.1|DKIK	LOC115263095|XP_029721873.1|AEAL, LOC115263947|XP_029723115.1|AEAL, LOC109426125|XP_029721558.1|AEAL, LOC109418409|XP_029723114.1|AEAL
OG0002034	LOC108084665|XP_017036475.1|DKIK	LOC109426160|XP_029721705.1|AEAL, LOC109426156|XP_029721662.1|AEAL, LOC109418423|XP_029721956.1|AEAL
OG0002035	LOC108083182|XP_017034366.1|DKIK	LOC109426175|XP_029722195.1|AEAL, LOC109418446|XP_019548182.2|AEAL, LOC115263232|XP_029722087.1|AEAL
OG0002036	LOC108084028|XP_017035530.1|DKIK	LOC115260472|XP_029717276.1|AEAL, LOC109407471|XP_029717229.1|AEAL, LOC109419243|XP_029723569.1|AEAL
OG0002037	LOC108079727|XP_017029626.1|DKIK	LOC109410442|XP_029725870.1|AEAL, LOC115256317|XP_029710420.1|AEAL
OG0002038	LOC108079013|XP_017028680.1|DKIK, LOC108073373|XP_017020431.1|DKIK	LOC109410375|XP_019539473.2|AEAL
OG0002039	LOC108084632|XP_017036409.1|DKIK	LOC109414398|XP_019543750.2|AEAL, LOC109415396|XP_019544808.2|AEAL
OG0002040	LOC108072873|XP_017019684.1|DKIK	LOC109425025|XP_019555760.2|AEAL
OG0002041	LOC108072293|XP_017018852.1|DKIK	LOC109410906|XP_029730035.1|AEAL, LOC109411113|XP_029730603.1|AEAL, LOC115253916|XP_029730013.1|AEAL
OG0002042	LOC108085460|XP_017037564.1|DKIK	LOC109399298|XP_019527278.2|AEAL, LOC109433350|XP_019565322.2|AEAL
OG0002043	LOC108085472|XP_017037577.1|DKIK, LOC108071062|XP_017017227.1|DKIK	LOC109413928|XP_019543205.2|AEAL, LOC109621289|XP_019931854.2|AEAL, LOC115254236|XP_029734177.1|AEAL
OG0002044	LOC108084210|XP_017035814.1|DKIK	LOC115269272|XP_029733687.1|AEAL, LOC109400364|XP_029733583.1|AEAL, LOC109432399|XP_029715538.1|AEAL
OG0002045	LOC108083174|XP_017034350.1|DKIK	LOC109416442|XP_029729673.1|AEAL, LOC115261564|XP_029719318.1|AEAL, LOC109622373|XP_029719311.1|AEAL
OG0002046	LOC108079961|XP_017030011.1|DKIK	LOC109416293|XP_029736172.1|AEAL
OG0002047	LOC108079211|XP_017028969.1|DKIK	LOC109416414|XP_029707563.1|AEAL, LOC115253755|XP_029727739.1|AEAL, LOC115266053|XP_029727760.1|AEAL, LOC109424021|XP_029727708.1|AEAL
OG0002048	LOC108080447|XP_017030672.1|DKIK	LOC109431922|XP_029727776.1|AEAL, LOC115266066|XP_029727788.1|AEAL
OG0002049	LOC108085687|XP_017037873.1|DKIK	LOC109422734|XP_029728099.1|AEAL, LOC115254159|XP_029727908.1|AEAL, LOC109431860|XP_029727923.1|AEAL
OG0002050	LOC108081042|XP_017031495.1|DKIK	LOC115264858|XP_029724751.1|AEAL, LOC109412333|XP_019541524.2|AEAL, LOC109422696|XP_029727884.1|AEAL
OG0002051	LOC108078149|XP_017027280.1|DKIK	LOC109402833|XP_019531111.2|AEAL
OG0002052	LOC108084431|XP_017036127.1|DKIK	LOC115257064|XP_029712215.1|AEAL
OG0002053	LOC108085453|XP_017037554.1|DKIK	LOC109398800|XP_019526757.1|AEAL, LOC115261372|XP_029718786.1|AEAL
OG0002054	LOC108081176|XP_017031726.1|DKIK	LOC109398827|XP_019526802.2|AEAL
OG0002055	LOC108085636|XP_017037811.1|DKIK	LOC115261446|XP_029718976.1|AEAL, LOC109427230|XP_019558281.2|AEAL, LOC115261426|XP_029718935.1|AEAL
OG0002056	LOC108070471|XP_017016445.1|DKIK	LOC115253572|XP_029718913.1|AEAL, LOC109411614|XP_029718965.1|AEAL, LOC109427247|XP_029715618.1|AEAL
OG0002057	LOC108077078|XP_017025735.1|DKIK	LOC115261409|XP_029718888.1|AEAL, LOC115261440|XP_029718962.1|AEAL, LOC109411619|XP_019540720.2|AEAL, LOC109427253|XP_019558324.2|AEAL
OG0002058	LOC108079068|XP_017028771.1|DKIK	LOC115254069|XP_029718910.1|AEAL, LOC109427254|XP_019558325.1|AEAL, LOC115261410|XP_029718889.1|AEAL, LOC109411620|XP_029718963.1|AEAL
OG0002059	LOC108072019|XP_017018488.1|DKIK	LOC109427256|XP_019558330.1|AEAL, LOC115261411|XP_029718893.1|AEAL, LOC115261415|XP_029718907.1|AEAL, LOC109411623|XP_029717160.1|AEAL
OG0002060	LOC108076496|XP_017024878.1|DKIK	LOC109427262|XP_029718897.1|AEAL, LOC109411628|XP_029717172.1|AEAL, LOC115261435|XP_029718951.1|AEAL
OG0002061	LOC108072174|XP_017018719.1|DKIK	LOC109427263|XP_029718950.1|AEAL, LOC109411629|XP_019540734.2|AEAL, LOC115261412|XP_029718895.1|AEAL
OG0002062	LOC108079941|XP_017029974.1|DKIK	LOC109404968|XP_029719247.1|AEAL
OG0002063	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK	LOC109404986|XP_019533517.2|AEAL, LOC109416162|XP_019545680.2|AEAL, LOC115254081|XP_029719239.1|AEAL
OG0002064	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK	LOC115261573|XP_029719328.1|AEAL, LOC109416620|XP_019546229.1|AEAL, LOC115261546|XP_029719255.1|AEAL, LOC109432816|XP_029719329.1|AEAL
OG0002065	LOC108075219|XP_017023050.1|DKIK	LOC115261562|XP_029719310.1|AEAL, LOC109432817|XP_019564706.2|AEAL, LOC115261563|XP_029719313.1|AEAL
OG0002066	LOC108081024|XP_017031465.1|DKIK	LOC109405099|XP_029716736.1|AEAL
OG0002067	LOC108072160|XP_017018695.1|DKIK	LOC109416515|XP_019546132.2|AEAL
OG0002068	LOC108081221|XP_017031787.1|DKIK	LOC109411939|XP_029733040.1|AEAL, LOC109406738|XP_029733024.1|AEAL
OG0002069	LOC108080967|XP_017031373.1|DKIK	LOC115254161|XP_029728101.1|AEAL, LOC109405601|XP_019534210.2|AEAL
OG0002070	LOC108081481|XP_017032169.1|DKIK	LOC109405911|XP_019534518.2|AEAL, LOC109405691|XP_019534300.2|AEAL, LOC109405647|XP_019534264.2|AEAL
OG0002071	LOC108073441|XP_017020553.1|DKIK	LOC109407855|XP_029724224.1|AEAL
OG0002072	LOC108078438|XP_017027809.1|DKIK	LOC109398924|XP_019526924.1|AEAL, LOC115264564|XP_029724249.1|AEAL
OG0002073	LOC108072714|XP_017019454.1|DKIK	LOC109401570|XP_029724505.1|AEAL, LOC109402877|XP_029724543.1|AEAL, LOC115264667|XP_029724487.1|AEAL
OG0002074	LOC108073130|XP_017020119.1|DKIK	LOC109422260|XP_029724561.1|AEAL, LOC115259952|XP_029716608.1|AEAL
OG0002075	LOC108079672|XP_017029559.1|DKIK	LOC109415838|XP_019545321.1|AEAL, LOC109418778|XP_019548552.1|AEAL, LOC115257589|XP_029713233.1|AEAL, LOC115254032|XP_029715751.1|AEAL
OG0002076	LOC108086116|XP_017038441.1|DKIK	LOC109420404|XP_029729304.1|AEAL, LOC109402323|XP_029713604.1|AEAL
OG0002077	LOC108071506|XP_017017759.1|DKIK	LOC109402320|XP_029713586.1|AEAL, LOC115253757|XP_029713723.1|AEAL
OG0002078	LOC108079835|XP_017029829.1|DKIK	LOC115257894|XP_029713736.1|AEAL, LOC115257450|XP_029712906.1|AEAL, LOC109402270|XP_019530465.2|AEAL
OG0002079	LOC108075033|XP_017022778.1|DKIK	LOC109433204|XP_019565150.1|AEAL
OG0002080	LOC108078396|XP_017027741.1|DKIK	LOC109431533|XP_029719646.1|AEAL, LOC109422416|XP_029712778.1|AEAL
OG0002081	LOC108070828|XP_017016935.1|DKIK	LOC109424407|XP_029707752.1|AEAL
OG0002082	LOC108076346|XP_017024623.1|DKIK	LOC109418655|XP_029730659.1|AEAL, LOC109414790|XP_029719572.1|AEAL
OG0002083	LOC108084657|XP_017036467.1|DKIK	LOC109414805|XP_029719558.1|AEAL
OG0002084	LOC108072311|XP_017018872.1|DKIK	LOC109418498|XP_019548245.1|AEAL
OG0002085	LOC108078252|XP_017027474.1|DKIK	LOC109401249|XP_029721272.1|AEAL, LOC109413613|XP_029721370.1|AEAL, LOC115253902|XP_029721375.1|AEAL
OG0002086	LOC108072324|XP_017018890.1|DKIK	LOC109623390|XP_019933492.1|AEAL, LOC115262587|XP_029720847.1|AEAL, LOC109426916|XP_019558018.1|AEAL
OG0002087	LOC108073903|XP_017021182.1|DKIK	LOC109408615|XP_029720918.1|AEAL, LOC109421903|XP_029720891.1|AEAL
