Orthogroup	DKIK.longest_only	BCOP.longest_only
OG0001623	LOC108074306|XP_017021789.1|DKIK	LOC119083103|XP_037048625.1|BCOP, LOC119083105|XP_037048631.1|BCOP, LOC119083108|XP_037048635.1|BCOP
OG0001624	LOC108082778|XP_017033800.1|DKIK	LOC119085274|XP_037051523.1|BCOP, LOC119075636|XP_037038012.1|BCOP
OG0001625	LOC108081529|XP_017032236.1|DKIK	LOC119066260|XP_037024508.1|BCOP
OG0001626	LOC108077105|XP_017025788.1|DKIK	LOC119074811|XP_037036993.1|BCOP
OG0001628	LOC108071990|XP_017018453.1|DKIK	LOC119076696|XP_037039506.1|BCOP
OG0001629	LOC108084745|XP_017036545.1|DKIK	LOC119077391|XP_037040487.1|BCOP
OG0001630	LOC108084607|XP_017036379.1|DKIK	LOC119077822|XP_037041025.1|BCOP
OG0001631	LOC108080818|XP_017031210.1|DKIK	LOC119083402|XP_037049016.1|BCOP, LOC119076405|XP_037039027.1|BCOP
OG0001632	LOC108077012|XP_017025580.1|DKIK	LOC119068038|XP_037027298.1|BCOP, LOC119068036|XP_037027296.1|BCOP
OG0001633	LOC108072113|XP_017018623.1|DKIK	LOC119084121|XP_037049869.1|BCOP, LOC119077838|XP_037041049.1|BCOP
OG0001635	LOC108077864|XP_017026886.1|DKIK	LOC119073768|XP_037035330.1|BCOP
OG0001636	LOC108080786|XP_017031142.1|DKIK	LOC119066825|XP_037025377.1|BCOP, LOC119069449|XP_037029399.1|BCOP, LOC119086042|XP_037052511.1|BCOP
OG0001637	LOC108073405|XP_017020491.1|DKIK	LOC119072635|XP_037033773.1|BCOP, LOC119085107|XP_037051257.1|BCOP
OG0001638	LOC108083401|XP_017034640.1|DKIK, LOC108081971|XP_017032694.1|DKIK	LOC119076967|XP_037039954.1|BCOP, LOC119073720|XP_037035241.1|BCOP
OG0001639	LOC108085273|XP_017037316.1|DKIK, LOC108071377|XP_017017602.1|DKIK, LOC108070621|XP_017016675.1|DKIK	LOC119076591|XP_037039330.1|BCOP
OG0001640	LOC108081175|XP_017031720.1|DKIK	LOC119076800|XP_037039659.1|BCOP
OG0001641	LOC108084128|XP_017035655.1|DKIK	LOC119083470|XP_037049086.1|BCOP, LOC119079711|XP_037043663.1|BCOP
OG0001642	LOC108083877|XP_017035355.1|DKIK, LOC108075077|XP_017022848.1|DKIK	LOC119066090|XP_037024257.1|BCOP
OG0001643	LOC108079671|XP_017029558.1|DKIK	LOC119078224|XP_037041579.1|BCOP
OG0001645	LOC108085134|XP_017037134.1|DKIK	LOC119071400|XP_037032171.1|BCOP, LOC119071401|XP_037032172.1|BCOP
OG0001646	LOC108076417|XP_017024746.1|DKIK	LOC119071297|XP_037032066.1|BCOP, LOC119071313|XP_037032088.1|BCOP, LOC119071315|XP_037032093.1|BCOP, LOC119071414|XP_037032186.1|BCOP, LOC119071415|XP_037032187.1|BCOP, LOC119071312|XP_037032086.1|BCOP
OG0001647	LOC108081318|XP_017031897.1|DKIK	LOC119066071|XP_037024196.1|BCOP
OG0001648	LOC108075147|XP_017022917.1|DKIK	LOC119074220|XP_037036116.1|BCOP
OG0001649	LOC108074737|XP_017022395.1|DKIK	LOC119082638|XP_037048099.1|BCOP, LOC119082195|XP_037047524.1|BCOP
OG0001650	LOC108082566|XP_017033507.1|DKIK	LOC119085352|XP_037051622.1|BCOP
OG0001651	LOC108076425|XP_017024759.1|DKIK	LOC119081719|XP_037046753.1|BCOP
OG0001652	LOC108080667|XP_017030988.1|DKIK	LOC119070872|XP_037031280.1|BCOP
OG0001653	LOC108070433|XP_017016391.1|DKIK	LOC119071874|XP_037032844.1|BCOP
OG0001654	LOC108078195|XP_017027359.1|DKIK	LOC119069545|XP_037029520.1|BCOP
OG0001655	LOC108078090|XP_017027171.1|DKIK	LOC119077077|XP_037040131.1|BCOP, LOC119083695|XP_037049375.1|BCOP
OG0001656	LOC108075776|XP_017023824.1|DKIK	LOC119068316|XP_037027759.1|BCOP, LOC119067357|XP_037026162.1|BCOP, LOC119071770|XP_037032715.1|BCOP
OG0001657	LOC108083095|XP_017034236.1|DKIK	LOC119086068|XP_037052539.1|BCOP
OG0001658	LOC108073806|XP_017021069.1|DKIK	LOC119071227|XP_037031938.1|BCOP
OG0001659	LOC108084785|XP_017036607.1|DKIK	LOC119071248|XP_037031981.1|BCOP
OG0001660	LOC108079752|XP_017029657.1|DKIK	LOC119082328|XP_037047729.1|BCOP
OG0001661	LOC108071423|XP_017017662.1|DKIK	LOC119078813|XP_037042413.1|BCOP, LOC119085962|XP_037052414.1|BCOP
OG0001678	LOC108083457|XP_017034716.1|DKIK	LOC119084546|XP_037050454.1|BCOP, LOC119077826|XP_037041028.1|BCOP
OG0001679	LOC108074936|XP_017022656.1|DKIK	LOC119068406|XP_037027864.1|BCOP
OG0001680	LOC108083502|XP_017034800.1|DKIK	LOC119067812|XP_037026859.1|BCOP
OG0001681	LOC108080175|XP_017030311.1|DKIK	LOC119070363|XP_037030555.1|BCOP, LOC119076744|XP_037039584.1|BCOP
OG0001682	LOC108075410|XP_017023323.1|DKIK	LOC119085255|XP_037051487.1|BCOP, LOC119069413|XP_037029357.1|BCOP, LOC119078998|XP_037042658.1|BCOP
OG0001683	LOC108074825|XP_017022512.1|DKIK	LOC119070881|XP_037031295.1|BCOP
OG0001684	LOC108082652|XP_017033629.1|DKIK	LOC119077200|XP_037040276.1|BCOP, LOC119076428|XP_037039068.1|BCOP
OG0001685	LOC108072626|XP_017019346.1|DKIK	LOC119077691|XP_037040851.1|BCOP
OG0001686	LOC108077067|XP_017025723.1|DKIK, LOC108082938|XP_017034034.1|DKIK, LOC108073600|XP_017020780.1|DKIK	LOC119069627|XP_037029621.1|BCOP
OG0001687	LOC108082908|XP_017033980.1|DKIK	LOC119068651|XP_037028222.1|BCOP
OG0001688	LOC108084445|XP_017036142.1|DKIK	LOC119076000|XP_037038468.1|BCOP
OG0001689	LOC108079329|XP_017029119.1|DKIK	LOC119075265|XP_037037557.1|BCOP, LOC119084308|XP_037050123.1|BCOP, LOC119069045|XP_037028810.1|BCOP
OG0001690	LOC108084409|XP_017036097.1|DKIK	LOC119080524|XP_037044829.1|BCOP
OG0001691	LOC108079574|XP_017029407.1|DKIK	LOC119077971|XP_037041247.1|BCOP
OG0001693	LOC108083477|XP_017034756.1|DKIK, LOC108084535|XP_017036260.1|DKIK	LOC119069078|XP_037028850.1|BCOP
OG0001694	LOC108083926|XP_017035413.1|DKIK	LOC119069932|XP_037030051.1|BCOP
OG0001695	LOC108081270|XP_017031856.1|DKIK	LOC119067243|XP_037026004.1|BCOP
OG0001696	LOC108085883|XP_017038135.1|DKIK	LOC119067018|XP_037025641.1|BCOP
OG0001697	LOC108073330|XP_017020381.1|DKIK	LOC119067851|XP_037026983.1|BCOP
OG0001698	LOC108074165|XP_017021567.1|DKIK	LOC119068832|XP_037028497.1|BCOP
OG0001699	LOC108077601|XP_017026484.1|DKIK	LOC119067858|XP_037026990.1|BCOP
OG0001700	LOC108073178|XP_017020173.1|DKIK	LOC119077575|XP_037040681.1|BCOP, LOC119084064|XP_037049798.1|BCOP
OG0001701	LOC108070733|XP_017016818.1|DKIK	LOC119069177|XP_037028999.1|BCOP
OG0001702	LOC108082020|XP_017032775.1|DKIK	LOC119066373|XP_037024692.1|BCOP
OG0001703	LOC108073270|XP_017020317.1|DKIK	LOC119068930|XP_037028690.1|BCOP
OG0001704	LOC108073271|XP_017020318.1|DKIK	LOC119068928|XP_037028688.1|BCOP
OG0001705	LOC108073467|XP_017020596.1|DKIK	LOC119067910|XP_037027098.1|BCOP
OG0001706	LOC108070635|XP_017016694.1|DKIK, LOC108072414|XP_017019011.1|DKIK	LOC119081527|XP_037046427.1|BCOP
OG0001707	LOC108071285|XP_017017465.1|DKIK	LOC119070533|XP_037030802.1|BCOP
OG0001708	LOC108084267|XP_017035912.1|DKIK	LOC119068790|XP_037028445.1|BCOP
OG0001709	LOC108079704|XP_017029599.1|DKIK, LOC108079900|XP_017029920.1|DKIK	LOC119068970|XP_037028730.1|BCOP
OG0001711	LOC108084179|XP_017035759.1|DKIK	LOC119070360|XP_037030550.1|BCOP
OG0001712	LOC108084572|XP_017036328.1|DKIK	LOC119069168|XP_037028972.1|BCOP
OG0001713	LOC108070719|XP_017016801.1|DKIK	LOC119070411|XP_037030638.1|BCOP
OG0001714	LOC108080783|XP_017031138.1|DKIK	LOC119068105|XP_037027426.1|BCOP
OG0001715	LOC108077123|XP_017025818.1|DKIK	LOC119068244|XP_037027670.1|BCOP
OG0001716	LOC108083907|XP_017035392.1|DKIK	LOC119081196|XP_037045807.1|BCOP
OG0001717	LOC108077739|XP_017026691.1|DKIK	LOC119067038|XP_037025668.1|BCOP
OG0001718	LOC108083703|XP_017035088.1|DKIK, LOC108083628|XP_017034987.1|DKIK	LOC119067040|XP_037025672.1|BCOP
OG0001719	LOC108071293|XP_017017479.1|DKIK	LOC119068687|XP_037028261.1|BCOP, LOC119068679|XP_037028259.1|BCOP
OG0001720	LOC108071395|XP_017017627.1|DKIK	LOC119070509|XP_037030762.1|BCOP
OG0001721	LOC108084922|XP_017036807.1|DKIK	LOC119067428|XP_037026293.1|BCOP
OG0001722	LOC108078783|XP_017028323.1|DKIK	LOC119074593|XP_037036734.1|BCOP
OG0001723	LOC108083503|XP_017034804.1|DKIK	LOC119083678|XP_037049357.1|BCOP
OG0001724	LOC108074686|XP_017022294.1|DKIK	LOC119074111|XP_037035969.1|BCOP
OG0001725	LOC108073143|XP_017020140.1|DKIK, LOC108073087|XP_017020048.1|DKIK	LOC119073997|XP_037035821.1|BCOP
OG0001726	LOC108080474|XP_017030708.1|DKIK, LOC108083620|XP_017034980.1|DKIK	LOC119073360|XP_037034663.1|BCOP
OG0001727	LOC108084071|XP_017035578.1|DKIK	LOC119070539|XP_037030810.1|BCOP
OG0001728	LOC108082574|XP_017033520.1|DKIK	LOC119076376|XP_037038987.1|BCOP, LOC119081678|XP_037046662.1|BCOP
OG0001729	LOC108072312|XP_017018873.1|DKIK	LOC119079298|XP_037042980.1|BCOP
OG0001730	LOC108082187|XP_017032995.1|DKIK	LOC119085974|XP_037052431.1|BCOP
OG0001731	LOC108081008|XP_017031432.1|DKIK	LOC119077466|XP_037040571.1|BCOP
OG0001733	LOC108082340|XP_017033162.1|DKIK	LOC119083620|XP_037049252.1|BCOP, LOC119083619|XP_037049251.1|BCOP
OG0001734	LOC108078401|XP_017027747.1|DKIK	LOC119075456|XP_037037792.1|BCOP, LOC119070476|XP_037030728.1|BCOP
OG0001735	LOC108078819|XP_017028392.1|DKIK	LOC119073264|XP_037034537.1|BCOP
OG0001736	LOC108082623|XP_017033592.1|DKIK, LOC108082622|XP_017033591.1|DKIK	LOC119080231|XP_037044373.1|BCOP
OG0001737	LOC108076389|XP_017024712.1|DKIK	LOC119080960|XP_037045487.1|BCOP
OG0001738	LOC108077560|XP_017026441.1|DKIK	LOC119080843|XP_037045298.1|BCOP
OG0001739	LOC108072432|XP_017019046.1|DKIK	LOC119080808|XP_037045274.1|BCOP
OG0001740	LOC108074205|XP_017021633.1|DKIK	LOC119075498|XP_037037858.1|BCOP, LOC119070240|XP_037030407.1|BCOP
OG0001741	LOC108084964|XP_017036869.1|DKIK	LOC119073401|XP_037034730.1|BCOP, LOC119085850|XP_037052253.1|BCOP
OG0001742	LOC108085149|XP_017037161.1|DKIK	LOC119080199|XP_037044335.1|BCOP
OG0001743	LOC108079889|XP_017029901.1|DKIK	LOC119076138|XP_037038711.1|BCOP
OG0001744	LOC108076387|XP_017024702.1|DKIK	LOC119079410|XP_037043196.1|BCOP
OG0001745	LOC108076523|XP_017024922.1|DKIK	LOC119081729|XP_037046785.1|BCOP
OG0001746	LOC108071921|XP_017018370.1|DKIK	LOC119085490|XP_037051801.1|BCOP
OG0001747	LOC108072913|XP_017019727.1|DKIK	LOC119079630|XP_037043520.1|BCOP
OG0001748	LOC108078963|XP_017028611.1|DKIK	LOC119081126|XP_037045765.1|BCOP
OG0001749	LOC108076458|XP_017024828.1|DKIK	LOC119079661|XP_037043605.1|BCOP
OG0001750	LOC108076456|XP_017024824.1|DKIK	LOC119079658|XP_037043596.1|BCOP
OG0001751	LOC108077527|XP_017026380.1|DKIK	LOC119080835|XP_037045288.1|BCOP
OG0001752	LOC108084388|XP_017036070.1|DKIK	LOC119080955|XP_037045480.1|BCOP
OG0001753	LOC108079896|XP_017029912.1|DKIK	LOC119073253|XP_037034509.1|BCOP
OG0001754	LOC108078433|XP_017027803.1|DKIK	LOC119073323|XP_037034608.1|BCOP
OG0001755	LOC108079770|XP_017029685.1|DKIK	LOC119076046|XP_037038572.1|BCOP
OG0001756	LOC108078262|XP_017027490.1|DKIK	LOC119074519|XP_037036577.1|BCOP
OG0001757	LOC108074474|XP_017022034.1|DKIK	LOC119074147|XP_037036042.1|BCOP
OG0001758	LOC108084781|XP_017036590.1|DKIK	LOC119080723|XP_037045104.1|BCOP
OG0001759	LOC108074721|XP_017022353.1|DKIK	LOC119073603|XP_037035073.1|BCOP
OG0001760	LOC108074021|XP_017021382.1|DKIK, LOC108079454|XP_017029281.1|DKIK, LOC108077969|XP_017027000.1|DKIK	LOC119074615|XP_037036773.1|BCOP
OG0001761	LOC108082578|XP_017033523.1|DKIK	LOC119073322|XP_037034606.1|BCOP
OG0001762	LOC108075785|XP_017023833.1|DKIK	LOC119066255|XP_037024487.1|BCOP
OG0001763	LOC108075952|XP_017024086.1|DKIK	LOC119080693|XP_037045035.1|BCOP, LOC119066128|XP_037024312.1|BCOP
OG0001764	LOC108070651|XP_017016708.1|DKIK	LOC119084901|XP_037050950.1|BCOP
OG0001765	LOC108078281|XP_017027532.1|DKIK	LOC119073248|XP_037034476.1|BCOP
OG0001766	LOC108074838|XP_017022535.1|DKIK	LOC119083409|XP_037049024.1|BCOP, LOC119082183|XP_037047494.1|BCOP, LOC119082515|XP_037047922.1|BCOP
OG0001767	LOC108085337|XP_017037383.1|DKIK	LOC119084667|XP_037050638.1|BCOP
OG0001768	LOC108086140|XP_017038485.1|DKIK	LOC119069042|XP_037028808.1|BCOP
OG0001769	LOC108074323|XP_017021816.1|DKIK	LOC119082055|XP_037047282.1|BCOP
OG0001770	LOC108077189|XP_017025922.1|DKIK	LOC119073705|XP_037035204.1|BCOP, LOC119083728|XP_037049425.1|BCOP, LOC119067046|XP_037025684.1|BCOP
OG0001771	LOC108079687|XP_017029582.1|DKIK	LOC119070858|XP_037031266.1|BCOP
OG0001772	LOC108081559|XP_017032267.1|DKIK, LOC108077220|XP_017025965.1|DKIK	LOC119078700|XP_037042258.1|BCOP, LOC119078699|XP_037042257.1|BCOP
OG0001773	LOC108082059|XP_017032826.1|DKIK	LOC119082576|XP_037047996.1|BCOP
OG0001774	LOC108074744|XP_017022406.1|DKIK	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP
OG0001776	LOC108082809|XP_017033857.1|DKIK	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP
OG0001777	LOC108072859|XP_017019664.1|DKIK	LOC119078707|XP_037042271.1|BCOP
OG0001778	LOC108072554|XP_017019219.1|DKIK	LOC119079060|XP_037042761.1|BCOP
OG0001779	LOC108081958|XP_017032682.1|DKIK	LOC119075648|XP_037038030.1|BCOP
OG0001780	LOC108070938|XP_017017081.1|DKIK	LOC119081661|XP_037046639.1|BCOP
OG0001781	LOC108077492|XP_017026305.1|DKIK, LOC108072622|XP_017019337.1|DKIK	LOC119085957|XP_037052409.1|BCOP
OG0001782	LOC108086222|XP_017038581.1|DKIK	LOC119072880|XP_037034088.1|BCOP
OG0001783	LOC108076342|XP_017024621.1|DKIK	LOC119076346|XP_037038936.1|BCOP
OG0001784	LOC108081397|XP_017032046.1|DKIK	LOC119082062|XP_037047291.1|BCOP
OG0001785	LOC108078101|XP_017027191.1|DKIK	LOC119081413|XP_037046205.1|BCOP, LOC119083653|XP_037049324.1|BCOP
OG0001786	LOC108072855|XP_017019658.1|DKIK	LOC119085436|XP_037051749.1|BCOP
OG0001787	LOC108072853|XP_017019657.1|DKIK	LOC119066153|XP_037024350.1|BCOP
OG0001788	LOC108079843|XP_017029842.1|DKIK	LOC119084388|XP_037050251.1|BCOP
OG0001789	LOC108072366|XP_017018949.1|DKIK	LOC119079846|XP_037043808.1|BCOP
OG0001790	LOC108072828|XP_017019608.1|DKIK	LOC119076539|XP_037039228.1|BCOP, LOC119082236|XP_037047594.1|BCOP
OG0001791	LOC108073073|XP_017020028.1|DKIK, LOC108076388|XP_017024714.1|DKIK, LOC108073101|XP_017020080.1|DKIK	LOC119081629|XP_037046575.1|BCOP
OG0001792	LOC108079641|XP_017029517.1|DKIK	LOC119078851|XP_037042455.1|BCOP
OG0001793	LOC108074730|XP_017022376.1|DKIK	LOC119073435|XP_037034811.1|BCOP
OG0001794	LOC108072555|XP_017019220.1|DKIK	LOC119066773|XP_037025321.1|BCOP
OG0001795	LOC108072522|XP_017019182.1|DKIK	LOC119072041|XP_037033055.1|BCOP
OG0001796	LOC108076687|XP_017025131.1|DKIK	LOC119069660|XP_037029673.1|BCOP
OG0001797	LOC108072469|XP_017019115.1|DKIK	LOC119081026|XP_037045607.1|BCOP
OG0001799	LOC108074135|XP_017021523.1|DKIK	LOC119084672|XP_037050644.1|BCOP
OG0001800	LOC108072866|XP_017019672.1|DKIK	LOC119074840|XP_037037041.1|BCOP, LOC119078739|XP_037042328.1|BCOP
OG0001801	LOC108078856|XP_017028449.1|DKIK	LOC119070239|XP_037030404.1|BCOP, LOC119083377|XP_037048986.1|BCOP, LOC119075132|XP_037037412.1|BCOP
OG0001802	LOC108085465|XP_017037571.1|DKIK	LOC119077578|XP_037040683.1|BCOP
OG0001803	LOC108084125|XP_017035652.1|DKIK	LOC119074668|XP_037036845.1|BCOP
OG0001804	LOC108075524|XP_017023508.1|DKIK	LOC119074411|XP_037036433.1|BCOP
OG0001805	LOC108071964|XP_017018429.1|DKIK	LOC119083334|XP_037048955.1|BCOP, LOC119076508|XP_037039185.1|BCOP, LOC119083881|XP_037049590.1|BCOP
OG0001806	LOC108073239|XP_017020280.1|DKIK	LOC119077764|XP_037040969.1|BCOP
OG0001807	LOC108084233|XP_017035846.1|DKIK	LOC119074311|XP_037036254.1|BCOP
OG0001808	LOC108085690|XP_017037886.1|DKIK	LOC119067233|XP_037025988.1|BCOP
OG0001809	LOC108080770|XP_017031121.1|DKIK	LOC119084084|XP_037049815.1|BCOP
OG0001810	LOC108071255|XP_017017431.1|DKIK	LOC119075999|XP_037038466.1|BCOP
OG0001811	LOC108076828|XP_017025351.1|DKIK	LOC119083150|XP_037048690.1|BCOP
OG0001812	LOC108083583|XP_017034932.1|DKIK, LOC108079394|XP_017029206.1|DKIK	LOC119076651|XP_037039429.1|BCOP
OG0001813	LOC108084360|XP_017036014.1|DKIK	LOC119076005|XP_037038475.1|BCOP
OG0001814	LOC108081141|XP_017031665.1|DKIK	LOC119072241|XP_037033312.1|BCOP, LOC119067977|XP_037027223.1|BCOP, LOC119067968|XP_037027201.1|BCOP
OG0001815	LOC108084381|XP_017036062.1|DKIK	LOC119074471|XP_037036508.1|BCOP
OG0001816	LOC108080860|XP_017031253.1|DKIK	LOC119078718|XP_037042286.1|BCOP
OG0001817	LOC108078520|XP_017027915.1|DKIK	LOC119074379|XP_037036385.1|BCOP
OG0001818	LOC108084491|XP_017036217.1|DKIK	LOC119074284|XP_037036198.1|BCOP
OG0001819	LOC108085164|XP_017037188.1|DKIK	LOC119070039|XP_037030218.1|BCOP
OG0001820	LOC108079418|XP_017029234.1|DKIK	LOC119078953|XP_037042596.1|BCOP
OG0001821	LOC108076527|XP_017024928.1|DKIK	LOC119083186|XP_037048743.1|BCOP
OG0001822	LOC108076253|XP_017024492.1|DKIK	LOC119070878|XP_037031291.1|BCOP, LOC119082020|XP_037047233.1|BCOP
OG0001823	LOC108083146|XP_017034317.1|DKIK	LOC119072464|XP_037033583.1|BCOP
OG0001824	LOC108072623|XP_017019341.1|DKIK	LOC119077697|XP_037040864.1|BCOP, LOC119077718|XP_037040895.1|BCOP, LOC119077696|XP_037040863.1|BCOP
OG0001825	LOC108082088|XP_017032873.1|DKIK, LOC108076685|XP_017025122.1|DKIK	LOC119072845|XP_037034052.1|BCOP
OG0001826	LOC108078548|XP_017027953.1|DKIK	LOC119071288|XP_037032053.1|BCOP
OG0001827	LOC108076265|XP_017024502.1|DKIK	LOC119072658|XP_037033808.1|BCOP, LOC119068437|XP_037027904.1|BCOP
OG0001828	LOC108083831|XP_017035292.1|DKIK	LOC119071869|XP_037032826.1|BCOP
OG0001829	LOC108082333|XP_017033152.1|DKIK	LOC119072596|XP_037033746.1|BCOP
OG0001830	LOC108086141|XP_017038486.1|DKIK	LOC119082400|XP_037047826.1|BCOP, LOC119070530|XP_037030799.1|BCOP
OG0001831	LOC108080601|XP_017030909.1|DKIK	LOC119084778|XP_037050735.1|BCOP
OG0001832	LOC108071202|XP_017017372.1|DKIK	LOC119084082|XP_037049813.1|BCOP
OG0001833	LOC108071991|XP_017018454.1|DKIK	LOC119076942|XP_037039888.1|BCOP
OG0001834	LOC108075532|XP_017023518.1|DKIK	LOC119069690|XP_037029711.1|BCOP, LOC119067248|XP_037026012.1|BCOP
OG0001838	LOC108070809|XP_017016899.1|DKIK, LOC108083769|XP_017035183.1|DKIK, LOC108070910|XP_017017054.1|DKIK, LOC108070745|XP_017016830.1|DKIK	LOC119075784|XP_037038244.1|BCOP
OG0001848	LOC108081262|XP_017031848.1|DKIK, LOC108075353|XP_017023250.1|DKIK	LOC119068234|XP_037027645.1|BCOP
OG0001849	LOC108084578|XP_017036341.1|DKIK	LOC119067444|XP_037026319.1|BCOP
OG0001850	LOC108084518|XP_017036241.1|DKIK	LOC119085077|XP_037051212.1|BCOP, LOC119083087|XP_037048601.1|BCOP
OG0001851	LOC108082645|XP_017033607.1|DKIK	LOC119085003|XP_037051069.1|BCOP
OG0001852	LOC108078668|XP_017028092.1|DKIK	LOC119071421|XP_037032192.1|BCOP
OG0001853	LOC108085576|XP_017037704.1|DKIK	LOC119085625|XP_037051944.1|BCOP, LOC119085682|XP_037052024.1|BCOP
OG0001854	LOC108085067|XP_017037022.1|DKIK	LOC119073386|XP_037034707.1|BCOP
OG0001855	LOC108076147|XP_017024363.1|DKIK	LOC119083430|XP_037049050.1|BCOP
OG0001856	LOC108083789|XP_017035203.1|DKIK	LOC119069649|XP_037029667.1|BCOP
OG0001857	LOC108080163|XP_017030295.1|DKIK	LOC119068857|XP_037028587.1|BCOP
OG0001858	LOC108082959|XP_017034065.1|DKIK	LOC119068402|XP_037027856.1|BCOP
OG0001859	LOC108084640|XP_017036420.1|DKIK	LOC119081671|XP_037046649.1|BCOP
OG0001860	LOC108080685|XP_017031007.1|DKIK	LOC119076117|XP_037038674.1|BCOP
OG0001861	LOC108073434|XP_017020585.1|DKIK	LOC119068190|XP_037027583.1|BCOP
OG0001862	LOC108074190|XP_017021621.1|DKIK	LOC119068469|XP_037027961.1|BCOP
OG0001863	LOC108080124|XP_017030244.1|DKIK	LOC119068016|XP_037027270.1|BCOP
OG0001864	LOC108075489|XP_017023433.1|DKIK	LOC119084883|XP_037050927.1|BCOP
OG0001865	LOC108076631|XP_017025050.1|DKIK	LOC119068623|XP_037028184.1|BCOP
OG0001866	LOC108081235|XP_017031806.1|DKIK	LOC119068120|XP_037027468.1|BCOP
OG0001867	LOC108071914|XP_017018350.1|DKIK	LOC119081267|XP_037045904.1|BCOP
OG0001868	LOC108073623|XP_017020812.1|DKIK	LOC119067265|XP_037026038.1|BCOP, LOC119067123|XP_037025792.1|BCOP, LOC119078561|XP_037042024.1|BCOP
OG0001869	LOC108071259|XP_017017434.1|DKIK	LOC119074368|XP_037036368.1|BCOP, LOC119074367|XP_037036366.1|BCOP, LOC119074366|XP_037036364.1|BCOP
OG0001870	LOC108084466|XP_017036166.1|DKIK	LOC119070614|XP_037030937.1|BCOP
OG0001872	LOC108073744|XP_017020996.1|DKIK	LOC119070096|XP_037030304.1|BCOP
OG0001873	LOC108073462|XP_017020587.1|DKIK	LOC119069539|XP_037029511.1|BCOP
OG0001874	LOC108073414|XP_017020508.1|DKIK	LOC119068632|XP_037028197.1|BCOP
OG0001875	LOC108073674|XP_017020889.1|DKIK	LOC119069327|XP_037029280.1|BCOP
OG0001876	LOC108084712|XP_017036536.1|DKIK, LOC108084514|XP_017036239.1|DKIK	LOC119068436|XP_037027902.1|BCOP
OG0001877	LOC108078988|XP_017028652.1|DKIK	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP
OG0001878	LOC108074103|XP_017021490.1|DKIK	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP
OG0001879	LOC108073545|XP_017020717.1|DKIK	LOC119068334|XP_037027784.1|BCOP
OG0001880	LOC108084625|XP_017036402.1|DKIK	LOC119067915|XP_037027111.1|BCOP
OG0001881	LOC108084096|XP_017035612.1|DKIK	LOC119069356|XP_037029324.1|BCOP
OG0001882	LOC108085050|XP_017036999.1|DKIK	LOC119069099|XP_037028886.1|BCOP
OG0001883	LOC108071294|XP_017017482.1|DKIK	LOC119067716|XP_037026727.1|BCOP
OG0001884	LOC108071317|XP_017017514.1|DKIK	LOC119069433|XP_037029385.1|BCOP
OG0001884	LOC108081610|XP_017032318.1|DKIK	LOC119077272|XP_037040314.1|BCOP
OG0001885	LOC108082240|XP_017033066.1|DKIK	LOC119080560|XP_037044870.1|BCOP
OG0001886	LOC108073418|XP_017020525.1|DKIK	LOC119085717|XP_037052061.1|BCOP
OG0001887	LOC108078247|XP_017027459.1|DKIK	LOC119085543|XP_037051856.1|BCOP
OG0001888	LOC108075589|XP_017023599.1|DKIK	LOC119067103|XP_037025761.1|BCOP
OG0001889	LOC108074160|XP_017021558.1|DKIK	LOC119067521|XP_037026443.1|BCOP
OG0001890	LOC108075070|XP_017022840.1|DKIK	LOC119079313|XP_037043002.1|BCOP, LOC119079311|XP_037043001.1|BCOP
OG0001891	LOC108084021|XP_017035522.1|DKIK	LOC119067582|XP_037026572.1|BCOP
OG0001892	LOC108079921|XP_017029943.1|DKIK, LOC108073953|XP_017021267.1|DKIK	LOC119075316|XP_037037631.1|BCOP
OG0001893	LOC108083981|XP_017035481.1|DKIK	LOC119067846|XP_037026973.1|BCOP
OG0001894	LOC108076730|XP_017025197.1|DKIK	LOC119080082|XP_037044198.1|BCOP
OG0001895	LOC108072470|XP_017019116.1|DKIK	LOC119080999|XP_037045562.1|BCOP
OG0001897	LOC108075601|XP_017023612.1|DKIK	LOC119067082|XP_037025726.1|BCOP
OG0001898	LOC108083562|XP_017034906.1|DKIK	LOC119069834|XP_037029897.1|BCOP
OG0001899	LOC108085725|XP_017037938.1|DKIK	LOC119069346|XP_037029311.1|BCOP
OG0001900	LOC108083250|XP_017034445.1|DKIK, LOC108083249|XP_017034443.1|DKIK	LOC119084482|XP_037050365.1|BCOP, LOC119084090|XP_037049822.1|BCOP
OG0001901	LOC108075966|XP_017024107.1|DKIK	LOC119068227|XP_037027630.1|BCOP
OG0001902	LOC108084499|XP_017036226.1|DKIK	LOC119069170|XP_037028975.1|BCOP
OG0001903	LOC108077627|XP_017026526.1|DKIK	LOC119066507|XP_037024912.1|BCOP
OG0001904	LOC108084164|XP_017035732.1|DKIK	LOC119080209|XP_037044342.1|BCOP, LOC119067074|XP_037025701.1|BCOP, LOC119074193|XP_037036081.1|BCOP
OG0001906	LOC108084847|XP_017036710.1|DKIK	LOC119067171|XP_037025879.1|BCOP, LOC119080675|XP_037045001.1|BCOP
