Orthogroup	DKIK.longest_only	CQUI.longest_only
OG0001728	LOC108082574|XP_017033520.1|DKIK	LOC6049347|XP_038118815.1|CQUI
OG0001729	LOC108072312|XP_017018873.1|DKIK	LOC6049354|XP_038118662.1|CQUI
OG0001730	LOC108082187|XP_017032995.1|DKIK	LOC6041179|XP_038117743.1|CQUI, LOC6041180|XP_038117741.1|CQUI
OG0001732	LOC108082893|XP_017033968.1|DKIK	LOC6052396|XP_001868677.2|CQUI, LOC119767123|XP_038110744.1|CQUI, LOC6031836|XP_038117068.1|CQUI, LOC6044964|XP_001862389.2|CQUI
OG0001733	LOC108082340|XP_017033162.1|DKIK	LOC6043697|XP_001861323.2|CQUI
OG0001734	LOC108078401|XP_017027747.1|DKIK	LOC6043698|XP_038117261.1|CQUI
OG0001735	LOC108078819|XP_017028392.1|DKIK	LOC6040583|XP_001849963.2|CQUI
OG0001736	LOC108082623|XP_017033592.1|DKIK, LOC108082622|XP_017033591.1|DKIK	LOC6048738|XP_001865614.2|CQUI
OG0001737	LOC108076389|XP_017024712.1|DKIK	LOC6037311|XP_038115534.1|CQUI
OG0001739	LOC108072432|XP_017019046.1|DKIK	LOC6041340|XP_001850617.1|CQUI
OG0001740	LOC108074205|XP_017021633.1|DKIK	LOC6036294|XP_038116515.1|CQUI
OG0001742	LOC108085149|XP_017037161.1|DKIK	LOC6036265|XP_001846332.2|CQUI
OG0001743	LOC108079889|XP_017029901.1|DKIK	LOC6036262|XP_038119186.1|CQUI
OG0001744	LOC108076387|XP_017024702.1|DKIK	LOC6054588|XP_038121964.1|CQUI
OG0001745	LOC108076523|XP_017024922.1|DKIK	LOC119769222|XP_038117074.1|CQUI, LOC6038595|XP_038118253.1|CQUI, LOC6038593|XP_038118254.1|CQUI
OG0001746	LOC108071921|XP_017018370.1|DKIK	LOC6036558|XP_001846598.2|CQUI
OG0001747	LOC108072913|XP_017019727.1|DKIK	LOC6036201|XP_038120017.1|CQUI
OG0001748	LOC108078963|XP_017028611.1|DKIK	LOC6033564|XP_038117165.1|CQUI
OG0001749	LOC108076458|XP_017024828.1|DKIK	LOC6036422|XP_001846474.1|CQUI
OG0001750	LOC108076456|XP_017024824.1|DKIK	LOC6036421|XP_038119048.1|CQUI
OG0001751	LOC108077527|XP_017026380.1|DKIK	LOC6042855|XP_038114678.1|CQUI
OG0001752	LOC108084388|XP_017036070.1|DKIK	LOC6040996|XP_038119438.1|CQUI
OG0001753	LOC108079896|XP_017029912.1|DKIK	LOC6054690|XP_038115069.1|CQUI, LOC6031315|XP_038115068.1|CQUI
OG0001754	LOC108078433|XP_017027803.1|DKIK	LOC6050843|XP_001867373.2|CQUI
OG0001755	LOC108079770|XP_017029685.1|DKIK	LOC6052250|XP_038120707.1|CQUI
OG0001756	LOC108078262|XP_017027490.1|DKIK	LOC6053151|XP_038114960.1|CQUI
OG0001757	LOC108074474|XP_017022034.1|DKIK	LOC6043790|XP_038121470.1|CQUI
OG0001758	LOC108084781|XP_017036590.1|DKIK	LOC6043689|XP_038120429.1|CQUI
OG0001759	LOC108074721|XP_017022353.1|DKIK	LOC6033506|XP_001843947.2|CQUI
OG0001760	LOC108074021|XP_017021382.1|DKIK, LOC108079454|XP_017029281.1|DKIK, LOC108077969|XP_017027000.1|DKIK	LOC6053983|XP_001869974.2|CQUI
OG0001761	LOC108082578|XP_017033523.1|DKIK	LOC6030821|XP_038116016.1|CQUI
OG0001762	LOC108075785|XP_017023833.1|DKIK	LOC6032229|XP_038120484.1|CQUI, LOC119767059|XP_038110416.1|CQUI
OG0001763	LOC108075952|XP_017024086.1|DKIK	LOC6042603|XP_038108791.1|CQUI
OG0001764	LOC108070651|XP_017016708.1|DKIK	LOC6046458|XP_001863652.1|CQUI, LOC6047560|XP_001864605.2|CQUI
OG0001765	LOC108078281|XP_017027532.1|DKIK	LOC6051485|XP_038107849.1|CQUI
OG0001766	LOC108074838|XP_017022535.1|DKIK	LOC6032480|XP_038113756.1|CQUI
OG0001767	LOC108085337|XP_017037383.1|DKIK	LOC6038630|XP_038111107.1|CQUI
OG0001768	LOC108086140|XP_017038485.1|DKIK	LOC6043200|XP_001857537.1|CQUI
OG0001769	LOC108074323|XP_017021816.1|DKIK	LOC6032939|XP_038112351.1|CQUI
OG0001770	LOC108077189|XP_017025922.1|DKIK	LOC6031963|XP_001842639.2|CQUI, LOC6031964|XP_001842640.2|CQUI, LOC6031965|XP_001842641.2|CQUI
OG0001771	LOC108079687|XP_017029582.1|DKIK	LOC6036359|XP_001846418.2|CQUI
OG0001772	LOC108081559|XP_017032267.1|DKIK, LOC108077220|XP_017025965.1|DKIK	LOC6037387|XP_001847305.2|CQUI
OG0001774	LOC108074744|XP_017022406.1|DKIK	LOC6050045|XP_038113995.1|CQUI
OG0001776	LOC108082809|XP_017033857.1|DKIK	LOC6031792|XP_001842500.2|CQUI
OG0001777	LOC108072859|XP_017019664.1|DKIK	LOC6038084|XP_038107632.1|CQUI
OG0001778	LOC108072554|XP_017019219.1|DKIK	LOC6048084|XP_038107441.1|CQUI
OG0001779	LOC108081958|XP_017032682.1|DKIK	LOC6038075|XP_038113585.1|CQUI
OG0001781	LOC108077492|XP_017026305.1|DKIK, LOC108072622|XP_017019337.1|DKIK	LOC6041564|XP_001850809.2|CQUI
OG0001782	LOC108086222|XP_017038581.1|DKIK	LOC6042229|XP_038107954.1|CQUI
OG0001783	LOC108076342|XP_017024621.1|DKIK	LOC6031827|XP_038111291.1|CQUI
OG0001784	LOC108081397|XP_017032046.1|DKIK	LOC6041615|XP_038107354.1|CQUI
OG0001785	LOC108078101|XP_017027191.1|DKIK	LOC6042128|XP_038111879.1|CQUI
OG0001786	LOC108072855|XP_017019658.1|DKIK	LOC6042125|XP_038111657.1|CQUI
OG0001787	LOC108072853|XP_017019657.1|DKIK	LOC6040864|XP_038108373.1|CQUI
OG0001789	LOC108072366|XP_017018949.1|DKIK	LOC6048506|XP_001865416.1|CQUI
OG0001790	LOC108072828|XP_017019608.1|DKIK	LOC6041779|XP_001850996.1|CQUI
OG0001791	LOC108073073|XP_017020028.1|DKIK, LOC108076388|XP_017024714.1|DKIK, LOC108073101|XP_017020080.1|DKIK	LOC6034040|XP_001844420.1|CQUI, LOC6043078|XP_038108346.1|CQUI
OG0001792	LOC108079641|XP_017029517.1|DKIK	LOC6045612|XP_038111898.1|CQUI
OG0001793	LOC108074730|XP_017022376.1|DKIK	LOC6046544|XP_038112495.1|CQUI
OG0001794	LOC108072555|XP_017019220.1|DKIK	LOC6036321|XP_038109201.1|CQUI
OG0001795	LOC108072522|XP_017019182.1|DKIK	LOC6047491|XP_038109664.1|CQUI
OG0001797	LOC108072469|XP_017019115.1|DKIK	LOC6047551|XP_038118672.1|CQUI, LOC6050873|XP_038122154.1|CQUI
OG0001798	LOC108074671|XP_017022279.1|DKIK	LOC6033088|XP_001843587.1|CQUI
OG0001799	LOC108074135|XP_017021523.1|DKIK	LOC6043563|XP_001859940.2|CQUI
OG0001800	LOC108072866|XP_017019672.1|DKIK	LOC6051493|XP_038117999.1|CQUI
OG0001801	LOC108078856|XP_017028449.1|DKIK	LOC6049899|XP_038119313.1|CQUI
OG0001802	LOC108085465|XP_017037571.1|DKIK	LOC119770526|XP_038121485.1|CQUI, LOC6046222|XP_001863451.2|CQUI
OG0001803	LOC108084125|XP_017035652.1|DKIK	LOC6039393|XP_001849006.2|CQUI
OG0001804	LOC108075524|XP_017023508.1|DKIK	LOC6053879|XP_038114581.1|CQUI
OG0001805	LOC108071964|XP_017018429.1|DKIK	LOC6052240|XP_001868538.2|CQUI
OG0001806	LOC108073239|XP_017020280.1|DKIK	LOC6032501|XP_001843089.2|CQUI
OG0001808	LOC108085690|XP_017037886.1|DKIK	LOC6039490|XP_038115956.1|CQUI
OG0001809	LOC108080770|XP_017031121.1|DKIK	LOC6046894|XP_038121868.1|CQUI
OG0001810	LOC108071255|XP_017017431.1|DKIK	LOC119767837|XP_038113417.1|CQUI, LOC6048710|XP_038115683.1|CQUI, LOC6042778|XP_038119753.1|CQUI
OG0001811	LOC108076828|XP_017025351.1|DKIK	LOC6052426|XP_038121257.1|CQUI
OG0001812	LOC108083583|XP_017034932.1|DKIK, LOC108079394|XP_017029206.1|DKIK	LOC6033997|XP_001844384.1|CQUI
OG0001813	LOC108081770|XP_017032467.1|DKIK, LOC108084360|XP_017036014.1|DKIK	LOC6045837|XP_038108395.1|CQUI
OG0001814	LOC108081141|XP_017031665.1|DKIK	LOC6042171|XP_001851318.2|CQUI
OG0001815	LOC108084381|XP_017036062.1|DKIK	LOC6052975|XP_038122237.1|CQUI
OG0001816	LOC108080860|XP_017031253.1|DKIK	LOC6039946|XP_001849441.1|CQUI
OG0001817	LOC108078520|XP_017027915.1|DKIK	LOC6033778|XP_038113959.1|CQUI
OG0001818	LOC108084491|XP_017036217.1|DKIK	LOC6031465|XP_038110900.1|CQUI, LOC6031468|XP_038106439.1|CQUI
OG0001819	LOC108085164|XP_017037188.1|DKIK	LOC6052485|XP_038106063.1|CQUI
OG0001820	LOC108079418|XP_017029234.1|DKIK	LOC6031908|XP_038108785.1|CQUI
OG0001821	LOC108076527|XP_017024928.1|DKIK	LOC6045851|XP_038113040.1|CQUI
OG0001822	LOC108076253|XP_017024492.1|DKIK	LOC6051898|XP_038107802.1|CQUI
OG0001823	LOC108083146|XP_017034317.1|DKIK	LOC6049608|XP_001866335.2|CQUI
OG0001824	LOC108072623|XP_017019341.1|DKIK	LOC6043663|XP_001861292.2|CQUI, LOC6043665|XP_038111105.1|CQUI
OG0001825	LOC108082088|XP_017032873.1|DKIK, LOC108076685|XP_017025122.1|DKIK	LOC6052855|XP_038109737.1|CQUI
OG0001826	LOC108078548|XP_017027953.1|DKIK	LOC6051516|XP_038113255.1|CQUI
OG0001827	LOC108076265|XP_017024502.1|DKIK	LOC6047130|XP_038111924.1|CQUI, LOC6040294|XP_038110969.1|CQUI
OG0001828	LOC108083831|XP_017035292.1|DKIK	LOC6037826|XP_038114259.1|CQUI
OG0001829	LOC108082333|XP_017033152.1|DKIK	LOC6053615|XP_038114283.1|CQUI
OG0001830	LOC108086141|XP_017038486.1|DKIK	LOC6049875|XP_001866565.2|CQUI
OG0001831	LOC108080601|XP_017030909.1|DKIK	LOC6038352|XP_038109026.1|CQUI, LOC6038350|XP_001848165.2|CQUI
OG0001832	LOC108071202|XP_017017372.1|DKIK	LOC6036088|XP_001846181.1|CQUI
OG0001833	LOC108071991|XP_017018454.1|DKIK	LOC6043113|XP_001855895.2|CQUI
OG0001848	LOC108081262|XP_017031848.1|DKIK, LOC108075353|XP_017023250.1|DKIK	LOC6044339|XP_038122494.1|CQUI
OG0001849	LOC108084578|XP_017036341.1|DKIK	LOC6044345|XP_001861875.1|CQUI
OG0001850	LOC108084518|XP_017036241.1|DKIK	LOC6038326|XP_038110281.1|CQUI
OG0001851	LOC108082645|XP_017033607.1|DKIK	LOC6052786|XP_038111864.1|CQUI
OG0001852	LOC108078668|XP_017028092.1|DKIK	LOC6038309|XP_038105365.1|CQUI, LOC6038308|XP_038105255.1|CQUI
OG0001853	LOC108085576|XP_017037704.1|DKIK	LOC6038307|XP_038117280.1|CQUI
OG0001854	LOC108085067|XP_017037022.1|DKIK	LOC6041765|XP_038116879.1|CQUI
OG0001855	LOC108076147|XP_017024363.1|DKIK	LOC6035157|XP_038105344.1|CQUI
OG0001856	LOC108083789|XP_017035203.1|DKIK	LOC6046575|XP_001863756.2|CQUI
OG0001857	LOC108080163|XP_017030295.1|DKIK	LOC6042718|XP_001870735.2|CQUI, LOC6042721|XP_001870738.2|CQUI
OG0001858	LOC108082959|XP_017034065.1|DKIK	LOC6041772|XP_038104722.1|CQUI
OG0001859	LOC108084640|XP_017036420.1|DKIK	LOC119767634|XP_038112546.1|CQUI
OG0001860	LOC108080685|XP_017031007.1|DKIK	LOC6047045|XP_038104177.1|CQUI, LOC6042830|XP_001870827.1|CQUI
OG0001861	LOC108073434|XP_017020585.1|DKIK	LOC6037954|XP_038104548.1|CQUI
OG0001862	LOC108074190|XP_017021621.1|DKIK	LOC6045736|XP_038105476.1|CQUI, LOC6045737|XP_001863044.2|CQUI
OG0001863	LOC108080124|XP_017030244.1|DKIK	LOC6042593|XP_038114195.1|CQUI, LOC6045734|XP_001863041.2|CQUI
OG0001864	LOC108075489|XP_017023433.1|DKIK	LOC6053324|XP_038105480.1|CQUI
OG0001865	LOC108076631|XP_017025050.1|DKIK	LOC6042722|XP_001870739.2|CQUI
OG0001866	LOC108081235|XP_017031806.1|DKIK	LOC6042730|XP_038104345.1|CQUI
OG0001867	LOC108071914|XP_017018350.1|DKIK	LOC6048195|XP_038116728.1|CQUI
OG0001868	LOC108073623|XP_017020812.1|DKIK	LOC6052598|XP_038104287.1|CQUI
OG0001869	LOC108071259|XP_017017434.1|DKIK	LOC6038423|XP_038105660.1|CQUI
OG0001870	LOC108084466|XP_017036166.1|DKIK	LOC6044993|XP_001862417.2|CQUI
OG0001871	LOC108080299|XP_017030461.1|DKIK	LOC6039039|XP_038104101.1|CQUI
OG0001872	LOC108073744|XP_017020996.1|DKIK	LOC6034331|XP_038122572.1|CQUI
OG0001873	LOC108073462|XP_017020587.1|DKIK	LOC6045619|XP_038104541.1|CQUI
OG0001874	LOC108073414|XP_017020508.1|DKIK	LOC6043591|XP_038105079.1|CQUI
OG0001875	LOC108073674|XP_017020889.1|DKIK	LOC6047655|XP_038112718.1|CQUI
OG0001876	LOC108084712|XP_017036536.1|DKIK, LOC108084514|XP_017036239.1|DKIK	LOC6034410|XP_001844728.2|CQUI
OG0001877	LOC108078988|XP_017028652.1|DKIK	LOC6034426|XP_001844744.2|CQUI
OG0001878	LOC108074103|XP_017021490.1|DKIK	LOC6034484|XP_038114409.1|CQUI
OG0001879	LOC108073545|XP_017020717.1|DKIK	LOC6034762|XP_038105957.1|CQUI
OG0001880	LOC108084625|XP_017036402.1|DKIK	LOC6036518|XP_001846563.2|CQUI
OG0001881	LOC108084096|XP_017035612.1|DKIK	LOC6035632|XP_038104495.1|CQUI
OG0001882	LOC108085050|XP_017036999.1|DKIK	LOC6035646|XP_001845785.2|CQUI
OG0001883	LOC108071294|XP_017017482.1|DKIK	LOC6044618|XP_038104449.1|CQUI
OG0001884	LOC108071317|XP_017017514.1|DKIK, LOC108081610|XP_017032318.1|DKIK	LOC6035062|XP_001845298.1|CQUI
OG0001885	LOC108082240|XP_017033066.1|DKIK	LOC119767037|XP_038110218.1|CQUI
OG0001886	LOC108073418|XP_017020525.1|DKIK	LOC6044851|XP_001862296.1|CQUI
OG0001887	LOC108078247|XP_017027459.1|DKIK	LOC6038584|XP_001848366.1|CQUI
OG0001888	LOC108075589|XP_017023599.1|DKIK	LOC6041722|XP_038122909.1|CQUI
OG0001889	LOC108074160|XP_017021558.1|DKIK	LOC6041728|XP_001850950.2|CQUI
OG0001890	LOC108075070|XP_017022840.1|DKIK	LOC119765309|XP_038104857.1|CQUI
OG0001891	LOC108084021|XP_017035522.1|DKIK	LOC6043184|XP_038105459.1|CQUI
OG0001892	LOC108079921|XP_017029943.1|DKIK, LOC108073953|XP_017021267.1|DKIK	LOC6035555|XP_001845713.2|CQUI
OG0001893	LOC108083981|XP_017035481.1|DKIK	LOC6032693|XP_038105722.1|CQUI
OG0001894	LOC108076730|XP_017025197.1|DKIK	LOC6032687|XP_001843247.2|CQUI
OG0001895	LOC108072470|XP_017019116.1|DKIK	LOC6032626|XP_038117551.1|CQUI
OG0001896	LOC108083536|XP_017034868.1|DKIK	LOC6033243|XP_038122668.1|CQUI
OG0001897	LOC108075601|XP_017023612.1|DKIK	LOC6046290|XP_038104836.1|CQUI
OG0001898	LOC108083562|XP_017034906.1|DKIK	LOC6031568|XP_001842347.2|CQUI
OG0001899	LOC108085725|XP_017037938.1|DKIK	LOC6033679|XP_038122988.1|CQUI
OG0001900	LOC108083250|XP_017034445.1|DKIK, LOC108083249|XP_017034443.1|DKIK	LOC6041148|XP_038110611.1|CQUI
OG0001901	LOC108075966|XP_017024107.1|DKIK	LOC6033710|XP_038105128.1|CQUI
OG0001902	LOC108084499|XP_017036226.1|DKIK	LOC6035419|XP_038119268.1|CQUI
OG0001905	LOC108082643|XP_017033606.1|DKIK	LOC6040704|XP_001850058.2|CQUI
OG0001906	LOC108084847|XP_017036710.1|DKIK	LOC6037489|XP_038105690.1|CQUI
OG0001907	LOC108083571|XP_017034916.1|DKIK	LOC6038035|XP_038114494.1|CQUI
OG0001908	LOC108083734|XP_017035131.1|DKIK	LOC6042396|XP_038108468.1|CQUI
OG0001909	LOC108071818|XP_017018213.1|DKIK	LOC6032044|XP_038104689.1|CQUI
OG0001910	LOC108084241|XP_017035864.1|DKIK	LOC6035189|XP_038105072.1|CQUI, LOC6035190|XP_001845420.2|CQUI
OG0001912	LOC108073081|XP_017020038.1|DKIK	LOC6033909|XP_001844298.2|CQUI
OG0001913	LOC108076877|XP_017025395.1|DKIK	LOC6033916|XP_001844305.2|CQUI, LOC6033914|XP_038109497.1|CQUI, LOC6033918|XP_001844307.2|CQUI
OG0001914	LOC108084544|XP_017036272.1|DKIK	LOC6044843|XP_001862288.2|CQUI, LOC6033904|XP_001844293.2|CQUI
OG0001915	LOC108075210|XP_017023035.1|DKIK	LOC6032785|XP_038118978.1|CQUI
OG0001916	LOC108082561|XP_017033500.1|DKIK	LOC6032807|XP_038118971.1|CQUI
OG0001917	LOC108070544|XP_017016559.1|DKIK	LOC6032905|XP_038116382.1|CQUI
OG0001918	LOC108079814|XP_017029786.1|DKIK	LOC6038679|XP_001848434.2|CQUI, LOC119767328|XP_038111632.1|CQUI
OG0001919	LOC108076500|XP_017024882.1|DKIK	LOC6041034|XP_001850345.2|CQUI
OG0001920	LOC108079050|XP_017028743.1|DKIK	LOC6053530|XP_038119323.1|CQUI
OG0001921	LOC108070756|XP_017016842.1|DKIK	LOC6031101|XP_001841948.2|CQUI
OG0001922	LOC108076354|XP_017024639.1|DKIK	LOC119770110|XP_038120318.1|CQUI, LOC6050944|XP_001867457.2|CQUI
OG0001924	LOC108072393|XP_017018992.1|DKIK	LOC6047853|XP_001864856.2|CQUI
OG0001925	LOC108070581|XP_017016624.1|DKIK	LOC6044576|XP_001862068.2|CQUI
OG0001926	LOC108078722|XP_017028208.1|DKIK	LOC6031058|XP_038117318.1|CQUI
OG0001927	LOC108082423|XP_017033278.1|DKIK	LOC6042822|XP_038119054.1|CQUI
OG0001928	LOC108071885|XP_017018303.1|DKIK	LOC6042827|XP_001870824.2|CQUI
OG0001929	LOC108071906|XP_017018327.1|DKIK	LOC6044582|XP_038117729.1|CQUI
OG0001930	LOC108081091|XP_017031567.1|DKIK	LOC6052394|XP_038121632.1|CQUI
OG0001932	LOC108072728|XP_017019477.1|DKIK, LOC108075992|XP_017024134.1|DKIK	LOC6044950|XP_038115259.1|CQUI
OG0001933	LOC108073016|XP_017019963.1|DKIK	LOC6051407|XP_001867852.2|CQUI
OG0001934	LOC108071971|XP_017018435.1|DKIK	LOC119765391|XP_038105089.1|CQUI, LOC6047375|XP_001864443.2|CQUI
OG0001935	LOC108078905|XP_017028527.1|DKIK, LOC108078904|XP_017028526.1|DKIK	LOC6038818|XP_038120855.1|CQUI
OG0001937	LOC108073108|XP_017020088.1|DKIK	LOC6042011|XP_038115412.1|CQUI
OG0001938	LOC108078416|XP_017027769.1|DKIK	LOC6044645|XP_038115793.1|CQUI
OG0001939	LOC108077983|XP_017027015.1|DKIK	LOC6048509|XP_001865422.2|CQUI
OG0001940	LOC108084078|XP_017035592.1|DKIK	LOC6048947|XP_001865782.2|CQUI
OG0001941	LOC108079051|XP_017028746.1|DKIK	LOC6036592|XP_038117237.1|CQUI
OG0001942	LOC108080723|XP_017031065.1|DKIK	LOC6041098|XP_038119257.1|CQUI, LOC6037316|XP_001847243.2|CQUI, LOC6041117|XP_038121399.1|CQUI
OG0001943	LOC108078675|XP_017028097.1|DKIK	LOC119769729|XP_038119123.1|CQUI
OG0001944	LOC108079041|XP_017028713.1|DKIK	LOC6053439|XP_001869521.2|CQUI
OG0001945	LOC108076726|XP_017025187.1|DKIK	LOC6041342|XP_038121860.1|CQUI
OG0001946	LOC108076777|XP_017025270.1|DKIK	LOC6050479|XP_001867082.1|CQUI
OG0001947	LOC108072973|XP_017019897.1|DKIK	LOC6050483|XP_001867086.1|CQUI
OG0001948	LOC108081421|XP_017032093.1|DKIK, LOC108083353|XP_017034586.1|DKIK	LOC6048050|XP_038116081.1|CQUI
OG0001949	LOC108085827|XP_017038069.1|DKIK	LOC6050155|XP_038115622.1|CQUI
OG0001950	LOC108075508|XP_017023468.1|DKIK	LOC6044944|XP_038114752.1|CQUI
OG0001951	LOC108076290|XP_017024536.1|DKIK	LOC6038589|XP_038122017.1|CQUI
OG0001952	LOC108079474|XP_017029307.1|DKIK	LOC6051573|XP_038119566.1|CQUI
OG0001953	LOC108076782|XP_017025277.1|DKIK	LOC6037139|XP_001847079.2|CQUI
OG0001954	LOC108085139|XP_017037147.1|DKIK	LOC6036398|XP_038119152.1|CQUI
OG0001955	LOC108074456|XP_017022007.1|DKIK	LOC6036401|XP_001846454.2|CQUI
OG0001956	LOC108070564|XP_017016591.1|DKIK	LOC6036547|XP_038117528.1|CQUI
OG0001957	LOC108082592|XP_017033546.1|DKIK	LOC6036275|XP_001846341.1|CQUI
OG0001958	LOC108081205|XP_017031762.1|DKIK	LOC6033549|XP_038117713.1|CQUI
OG0001959	LOC108074999|XP_017022730.1|DKIK	LOC6038392|XP_001848199.2|CQUI, LOC6037710|XP_038114451.1|CQUI
OG0001960	LOC108079046|XP_017028740.1|DKIK	LOC6040613|XP_001849983.2|CQUI
OG0001962	LOC108076728|XP_017025192.1|DKIK	LOC6035473|XP_038120793.1|CQUI
OG0001963	LOC108079812|XP_017029784.1|DKIK	LOC6033576|XP_038116392.1|CQUI
OG0001964	LOC108083407|XP_017034653.1|DKIK, LOC108078348|XP_017027645.1|DKIK	LOC119770350|XP_038120975.1|CQUI
OG0001966	LOC108075622|XP_017023645.1|DKIK	LOC6045542|XP_038120964.1|CQUI
OG0001967	LOC108082341|XP_017033163.1|DKIK	LOC6037159|XP_038116491.1|CQUI
OG0001968	LOC108080382|XP_017030596.1|DKIK	LOC119769837|XP_038119461.1|CQUI
OG0001969	LOC108076754|XP_017025240.1|DKIK	LOC6043784|XP_001861388.2|CQUI
OG0001970	LOC108076485|XP_017024862.1|DKIK	LOC6033499|XP_001843940.1|CQUI
OG0001971	LOC108082153|XP_017032943.1|DKIK	LOC119770383|XP_038121065.1|CQUI
OG0001972	LOC108072588|XP_017019284.1|DKIK	LOC6050813|XP_038115650.1|CQUI
OG0001973	LOC108076160|XP_017024375.1|DKIK	LOC6030808|XP_038115981.1|CQUI
OG0001974	LOC108076466|XP_017024840.1|DKIK	LOC6040965|XP_001850286.2|CQUI
OG0001975	LOC108075125|XP_017022897.1|DKIK	LOC6047202|XP_001864288.2|CQUI
OG0001976	LOC108072443|XP_017019060.1|DKIK	LOC6037093|XP_001847040.1|CQUI
OG0001977	LOC108077381|XP_017026164.1|DKIK	LOC119767020|XP_038110184.1|CQUI, LOC6032497|XP_001843086.1|CQUI
OG0001978	LOC108082679|XP_017033667.1|DKIK	LOC6034119|XP_038111127.1|CQUI
OG0001979	LOC108079603|XP_017029451.1|DKIK	LOC6046047|XP_001863303.1|CQUI
OG0001980	LOC108074340|XP_017021850.1|DKIK	LOC6048883|XP_001865727.2|CQUI
OG0001981	LOC108081418|XP_017032089.1|DKIK	LOC6041637|XP_038113783.1|CQUI
OG0001982	LOC108084648|XP_017036428.1|DKIK	LOC6046048|XP_001863304.2|CQUI
OG0001983	LOC108077151|XP_017025873.1|DKIK	LOC6037074|XP_038109968.1|CQUI
OG0001984	LOC108082233|XP_017033060.1|DKIK	LOC6043314|XP_038108458.1|CQUI
OG0001985	LOC108077046|XP_017025668.1|DKIK	LOC6041484|XP_038107733.1|CQUI
OG0001986	LOC108075831|XP_017023891.1|DKIK	LOC6039572|XP_038113369.1|CQUI
OG0001987	LOC108084662|XP_017036476.1|DKIK	LOC6033795|XP_038108902.1|CQUI, LOC6047193|XP_038106698.1|CQUI
OG0001988	LOC108074716|XP_017022348.1|DKIK	LOC6031811|XP_038108479.1|CQUI
OG0001989	LOC108078918|XP_017028548.1|DKIK	LOC6038274|XP_001848097.2|CQUI
OG0001990	LOC108077307|XP_017026078.1|DKIK	LOC6038269|XP_038107998.1|CQUI
OG0001992	LOC108074610|XP_017022222.1|DKIK	LOC6048798|XP_038109494.1|CQUI
OG0001993	LOC108079977|XP_017030030.1|DKIK	LOC6034237|XP_001844584.2|CQUI, LOC6040852|XP_001850184.1|CQUI
OG0001994	LOC108072992|XP_017019932.1|DKIK	LOC6031207|XP_001842041.2|CQUI
OG0001995	LOC108082686|XP_017033679.1|DKIK	LOC6033195|XP_001843675.2|CQUI
OG0001996	LOC108081354|XP_017031989.1|DKIK	LOC6031275|XP_038108642.1|CQUI
OG0001997	LOC108078336|XP_017027628.1|DKIK	LOC6042869|XP_001853641.1|CQUI
OG0001998	LOC108078297|XP_017027563.1|DKIK	LOC6052519|XP_038108714.1|CQUI
OG0001999	LOC108085136|XP_017037132.1|DKIK, LOC108085086|XP_017037044.1|DKIK	LOC6049002|XP_038107788.1|CQUI
OG0002000	LOC108079580|XP_017029414.1|DKIK	LOC6054187|XP_038109989.1|CQUI
OG0002001	LOC108082742|XP_017033740.1|DKIK	LOC6033119|XP_038108756.1|CQUI
OG0002002	LOC108082580|XP_017033526.1|DKIK	LOC6042111|XP_001851261.2|CQUI
OG0002003	LOC108075839|XP_017023908.1|DKIK	LOC6044259|XP_001861798.1|CQUI
OG0002004	LOC108085364|XP_017037424.1|DKIK	LOC6036173|XP_038111988.1|CQUI
OG0002005	LOC108075919|XP_017024042.1|DKIK	LOC6033275|XP_038111843.1|CQUI
OG0002006	LOC108082555|XP_017033496.1|DKIK	LOC6033224|XP_038110957.1|CQUI
OG0002008	LOC108074895|XP_017022607.1|DKIK	LOC6036447|XP_038109172.1|CQUI
OG0002009	LOC108076204|XP_017024427.1|DKIK	LOC6036465|XP_038112709.1|CQUI
OG0002010	LOC108076333|XP_017024609.1|DKIK	LOC6036482|XP_001846532.2|CQUI
OG0002011	LOC108072603|XP_017019313.1|DKIK	LOC6034391|XP_001844709.2|CQUI
OG0002012	LOC108081383|XP_017032029.1|DKIK	LOC6036347|XP_038112714.1|CQUI
OG0002013	LOC108082851|XP_017033913.1|DKIK	LOC6046639|XP_038107918.1|CQUI
OG0002014	LOC108078411|XP_017027756.1|DKIK	LOC6035997|XP_038111448.1|CQUI
OG0002015	LOC108079558|XP_017029386.1|DKIK	LOC6034825|XP_001845096.2|CQUI
OG0002016	LOC108078308|XP_017027589.1|DKIK	LOC6050974|XP_038107602.1|CQUI
OG0002017	LOC108077280|XP_017026047.1|DKIK	LOC6054171|XP_038108914.1|CQUI
OG0002018	LOC108082772|XP_017033794.1|DKIK	LOC6032135|XP_001842789.2|CQUI
OG0002019	LOC108076281|XP_017024550.1|DKIK	LOC6046126|XP_038110758.1|CQUI
OG0002020	LOC108082765|XP_017033781.1|DKIK	LOC6038005|XP_038108837.1|CQUI
OG0002021	LOC108082493|XP_017033401.1|DKIK	LOC6037998|XP_001847845.2|CQUI
OG0002022	LOC108081374|XP_017032017.1|DKIK	LOC119767624|XP_038112509.1|CQUI
OG0002023	LOC108080800|XP_017031180.1|DKIK	LOC6036020|XP_038109557.1|CQUI
OG0002024	LOC108076918|XP_017025450.1|DKIK	LOC6033634|XP_001844061.1|CQUI
OG0002025	LOC108082061|XP_017032828.1|DKIK	LOC6048337|XP_038109427.1|CQUI
