Orthogroup	BCOP.longest_only	DERE.longest_only
OG0001509	LOC119083247|XP_037048804.1|BCOP	LOC6548184|XP_001975093.2|DERE
OG0001510	LOC119081977|XP_037047185.1|BCOP, LOC119072757|XP_037033941.1|BCOP	LOC6540675|XP_001968874.1|DERE
OG0001511	LOC119066136|XP_037024322.1|BCOP	LOC6548421|XP_026835740.1|DERE
OG0001512	LOC119071191|XP_037031860.1|BCOP, LOC119077034|XP_037040054.1|BCOP, LOC119071183|XP_037031848.1|BCOP, LOC119071407|XP_037032181.1|BCOP, LOC119071406|XP_037032179.1|BCOP, LOC119071408|XP_037032182.1|BCOP, LOC119071188|XP_037031857.1|BCOP	LOC6544099|XP_001971440.2|DERE
OG0001513	LOC119071130|XP_037031699.1|BCOP	LOC6544654|XP_026832267.1|DERE
OG0001515	LOC119076873|XP_037039777.1|BCOP	LOC6555609|XP_001982444.1|DERE
OG0001517	LOC119085002|XP_037051073.1|BCOP	LOC6553011|XP_001979152.1|DERE, LOC6554449|XP_001981517.1|DERE
OG0001518	LOC119067207|XP_037025945.1|BCOP	LOC6549683|XP_001977425.1|DERE
OG0001534	LOC119069790|XP_037029827.1|BCOP	LOC6551545|XP_015011364.1|DERE
OG0001535	LOC119081291|XP_037045952.1|BCOP	LOC6549873|XP_001978654.1|DERE
OG0001536	LOC119083641|XP_037049277.1|BCOP	LOC6550269|XP_001977628.1|DERE
OG0001537	LOC119070285|XP_037030449.1|BCOP, LOC119070287|XP_037030450.1|BCOP	LOC6540761|XP_001968181.1|DERE
OG0001538	LOC119084761|XP_037050722.1|BCOP	LOC6550836|XP_026837662.1|DERE
OG0001539	LOC119080435|XP_037044693.1|BCOP	LOC6547767|XP_001976389.1|DERE
OG0001540	LOC119077061|XP_037040084.1|BCOP	LOC6541512|XP_026834456.1|DERE
OG0001541	LOC119067503|XP_037026408.1|BCOP, LOC119074747|XP_037036905.1|BCOP	LOC6544234|XP_026833043.1|DERE
OG0001542	LOC119083755|XP_037049434.1|BCOP	LOC6551767|XP_026833239.1|DERE
OG0001543	LOC119067212|XP_037025951.1|BCOP	LOC6550003|XP_026837345.1|DERE
OG0001544	LOC119068022|XP_037027277.1|BCOP	LOC6551110|XP_026837986.1|DERE
OG0001545	LOC119071911|XP_037032925.1|BCOP, LOC119067565|XP_037026541.1|BCOP	LOC6549659|XP_001978708.3|DERE
OG0001546	LOC119084624|XP_037050587.1|BCOP, LOC119069480|XP_037029442.1|BCOP, LOC119071884|XP_037032878.1|BCOP	LOC6549658|XP_001978707.1|DERE
OG0001547	LOC119067177|XP_037025885.1|BCOP	LOC6550854|XP_015010963.1|DERE
OG0001547	LOC119083969|XP_037049669.1|BCOP	LOC6550847|XP_026837707.1|DERE
OG0001548	LOC119067604|XP_037026594.1|BCOP	LOC6550488|XP_026838086.1|DERE
OG0001549	LOC119078658|XP_037042167.1|BCOP	LOC6547749|XP_015012611.1|DERE
OG0001550	LOC119067024|XP_037025651.1|BCOP	LOC6552053|XP_001980689.1|DERE
OG0001551	LOC119068659|XP_037028230.1|BCOP	LOC6554766|XP_026839830.1|DERE
OG0001552	LOC119069945|XP_037030067.1|BCOP	LOC6552497|XP_001980852.1|DERE
OG0001553	LOC119068481|XP_037027987.1|BCOP, LOC119077795|XP_037041001.1|BCOP	LOC6550902|XP_001976810.1|DERE
OG0001554	LOC119068534|XP_037028040.1|BCOP	LOC6551978|XP_015010059.2|DERE
OG0001556	LOC119069503|XP_037029472.1|BCOP	LOC6547046|XP_001974635.1|DERE
OG0001557	LOC119077131|XP_037040206.1|BCOP	LOC6551323|XP_026838850.1|DERE
OG0001558	LOC119085650|XP_037051990.1|BCOP	LOC6550689|XP_026837905.1|DERE
OG0001559	LOC119069552|XP_037029526.1|BCOP, LOC119067227|XP_037025974.1|BCOP	LOC6554942|XP_001982013.1|DERE
OG0001560	LOC119070423|XP_037030655.1|BCOP	LOC6553436|XP_026836830.1|DERE
OG0001561	LOC119078770|XP_037042373.1|BCOP	LOC6552350|XP_026831936.1|DERE
OG0001562	LOC119073818|XP_037035490.1|BCOP	LOC6540869|XP_001970054.2|DERE
OG0001563	LOC119067500|XP_037026402.1|BCOP	LOC6544512|XP_001973796.1|DERE
OG0001564	LOC119067239|XP_037025996.1|BCOP	LOC6552960|XP_026832137.1|DERE
OG0001565	LOC119067360|XP_037026166.1|BCOP	LOC6552927|XP_026839509.1|DERE
OG0001566	LOC119067590|XP_037026583.1|BCOP	LOC6551943|XP_001980631.1|DERE
OG0001567	LOC119085861|XP_037052270.1|BCOP	LOC6547178|XP_001976076.1|DERE
OG0001568	LOC119069780|XP_037029810.1|BCOP	LOC6552626|XP_015010203.1|DERE
OG0001570	LOC119070649|XP_037030978.1|BCOP, LOC119070659|XP_037030988.1|BCOP, LOC119067461|XP_037026342.1|BCOP	LOC6553588|XP_001980284.1|DERE
OG0001571	LOC119066962|XP_037025589.1|BCOP	LOC6541476|XP_026835060.1|DERE
OG0001572	LOC119073400|XP_037034725.1|BCOP	LOC6550559|XP_001977959.1|DERE
OG0001573	LOC119082450|XP_037047868.1|BCOP, LOC119083348|XP_037048936.1|BCOP	LOC6544082|XP_001971939.1|DERE
OG0001574	LOC119071041|XP_037031536.1|BCOP, LOC119073628|XP_037035113.1|BCOP	LOC6555805|XP_001982379.1|DERE
OG0001575	LOC119070120|XP_037030329.1|BCOP, LOC119071146|XP_037031769.1|BCOP	LOC6555108|XP_001982024.1|DERE
OG0001576	LOC119082146|XP_037047441.1|BCOP, LOC119084794|XP_037050755.1|BCOP	LOC6551778|XP_001980591.3|DERE
OG0001577	LOC119076585|XP_037039324.1|BCOP	LOC6554334|XP_026831720.1|DERE
OG0001578	LOC119066452|XP_037024848.1|BCOP, LOC119085051|XP_037051162.1|BCOP, LOC119085839|XP_037052237.1|BCOP, LOC119082619|XP_037048073.1|BCOP	LOC6546929|XP_001974690.1|DERE
OG0001579	LOC119083540|XP_037049158.1|BCOP	LOC6550448|XP_026838209.1|DERE
OG0001580	LOC119080394|XP_037044608.1|BCOP	LOC6547552|XP_026836095.1|DERE
OG0001581	LOC119081125|XP_037045764.1|BCOP	LOC6549792|XP_001977315.2|DERE
OG0001582	LOC119073350|XP_037034640.1|BCOP	LOC6546803|XP_001975897.3|DERE
OG0001584	LOC119074639|XP_037036814.1|BCOP, LOC119067311|XP_037026114.1|BCOP	LOC6545203|XP_001971064.1|DERE
OG0001585	LOC119067960|XP_037027182.1|BCOP	LOC6551327|XP_015010906.1|DERE
OG0001586	LOC119081213|XP_037045828.1|BCOP	LOC6544578|XP_001971457.1|DERE
OG0001587	LOC119071784|XP_037032739.1|BCOP	LOC6542066|XP_001970845.1|DERE
OG0001588	LOC119073902|XP_037035686.1|BCOP	LOC6542666|XP_026834902.1|DERE
OG0001589	LOC119072887|XP_037034105.1|BCOP	LOC6543033|XP_001970884.1|DERE
OG0001590	LOC119071876|XP_037032846.1|BCOP	LOC6547424|XP_026835999.1|DERE
OG0001591	LOC119082064|XP_037047296.1|BCOP	LOC6554774|XP_015009196.1|DERE
OG0001592	LOC119066743|XP_037025260.1|BCOP	LOC6541198|XP_001969725.2|DERE
OG0001593	LOC119066748|XP_037025272.1|BCOP, LOC119066741|XP_037025258.1|BCOP	LOC6542752|XP_001969735.1|DERE
OG0001595	LOC119073618|XP_037035090.1|BCOP	LOC6546864|XP_001976060.1|DERE
OG0001596	LOC119074048|XP_037035889.1|BCOP, LOC119082323|XP_037047717.1|BCOP, LOC119078412|XP_037041808.1|BCOP, LOC119077099|XP_037040151.1|BCOP	LOC6549312|XP_001974234.1|DERE
OG0001597	LOC119081933|XP_037047081.1|BCOP	LOC26526449|XP_015012804.1|DERE
OG0001598	LOC119081944|XP_037047103.1|BCOP	LOC6543430|XP_026833997.1|DERE
OG0001599	LOC119077001|XP_037040003.1|BCOP	LOC6542962|XP_001970072.1|DERE
OG0001601	LOC119078696|XP_037042253.1|BCOP	LOC6543528|XP_001969494.1|DERE
OG0001602	LOC119085260|XP_037051503.1|BCOP	LOC6541349|XP_001969299.2|DERE
OG0001603	LOC119072752|XP_037033933.1|BCOP, LOC119072750|XP_037033931.1|BCOP	LOC6541741|XP_001969320.2|DERE
OG0001604	LOC119084493|XP_037050394.1|BCOP	LOC6551380|XP_026838202.1|DERE
OG0001605	LOC119073863|XP_037035623.1|BCOP	LOC6541962|XP_001970442.1|DERE
OG0001606	LOC119071515|XP_037032285.1|BCOP	LOC26526125|XP_015015454.1|DERE
OG0001607	LOC119081917|XP_037047049.1|BCOP	LOC6547612|XP_001976249.1|DERE
OG0001608	LOC119069430|XP_037029382.1|BCOP, LOC119070907|XP_037031331.1|BCOP	LOC6548733|XP_001973984.1|DERE
OG0001609	LOC119080234|XP_037044376.1|BCOP	LOC6548348|XP_001975519.2|DERE
OG0001610	LOC119085960|XP_037052411.1|BCOP	LOC6549115|XP_001974187.1|DERE
OG0001611	LOC119078606|XP_037042095.1|BCOP	LOC6548268|XP_001974114.1|DERE
OG0001612	LOC119068420|XP_037027884.1|BCOP, LOC119085336|XP_037051614.1|BCOP	LOC6543536|XP_001970266.1|DERE
OG0001613	LOC119078421|XP_037041823.1|BCOP	LOC6543298|XP_001969486.1|DERE
OG0001614	LOC119084837|XP_037050828.1|BCOP	LOC6543169|XP_026835190.1|DERE
OG0001615	LOC119082410|XP_037047838.1|BCOP	LOC26526341|XP_015012785.1|DERE, LOC113564623|XP_026838710.1|DERE
OG0001616	LOC119075332|XP_037037655.1|BCOP	LOC6541538|XP_001969786.1|DERE
OG0001617	LOC119071474|XP_037032218.1|BCOP	LOC6549098|XP_001974210.1|DERE
OG0001618	LOC119078628|XP_037042122.1|BCOP	LOC6542940|XP_001969459.2|DERE
OG0001619	LOC119071103|XP_037031640.1|BCOP	LOC6541411|XP_001969266.1|DERE
OG0001620	LOC119085342|XP_037051620.1|BCOP	LOC6548386|XP_001976467.1|DERE
OG0001621	LOC119066774|XP_037025323.1|BCOP, LOC119080914|XP_037045424.1|BCOP, LOC119077640|XP_037040755.1|BCOP, LOC119070524|XP_037030795.1|BCOP, LOC119066295|XP_037024565.1|BCOP, LOC119083210|XP_037048772.1|BCOP	LOC6548774|XP_001975429.1|DERE
OG0001622	LOC119068566|XP_037028089.1|BCOP	LOC6549894|XP_001977371.1|DERE
OG0001623	LOC119083103|XP_037048625.1|BCOP, LOC119083105|XP_037048631.1|BCOP, LOC119083108|XP_037048635.1|BCOP	LOC6540782|XP_001968178.1|DERE
OG0001624	LOC119085274|XP_037051523.1|BCOP, LOC119075636|XP_037038012.1|BCOP	LOC6540930|XP_026835251.1|DERE
OG0001625	LOC119066260|XP_037024508.1|BCOP	LOC6548879|XP_001973975.1|DERE
OG0001626	LOC119074811|XP_037036993.1|BCOP	LOC6542166|XP_001970232.1|DERE
OG0001628	LOC119076696|XP_037039506.1|BCOP	LOC6554261|XP_001981682.2|DERE
OG0001629	LOC119077391|XP_037040487.1|BCOP	LOC26526708|XP_026832188.1|DERE
OG0001630	LOC119077822|XP_037041025.1|BCOP	LOC6555109|XP_026832741.1|DERE
OG0001631	LOC119083402|XP_037049016.1|BCOP, LOC119076405|XP_037039027.1|BCOP	LOC6552286|XP_001978841.3|DERE
OG0001632	LOC119068038|XP_037027298.1|BCOP, LOC119068036|XP_037027296.1|BCOP	LOC6542621|XP_001969358.1|DERE
OG0001633	LOC119084121|XP_037049869.1|BCOP, LOC119077838|XP_037041049.1|BCOP	LOC6554061|XP_001980550.1|DERE
OG0001634	LOC119073458|XP_037034849.1|BCOP, LOC119071722|XP_037032634.1|BCOP, LOC119085412|XP_037051717.1|BCOP	LOC6553930|XP_026834447.1|DERE
OG0001635	LOC119073768|XP_037035330.1|BCOP	LOC6554529|XP_026835736.1|DERE
OG0001636	LOC119066825|XP_037025377.1|BCOP, LOC119069449|XP_037029399.1|BCOP, LOC119086042|XP_037052511.1|BCOP	LOC6553006|XP_001979149.1|DERE
OG0001637	LOC119072635|XP_037033773.1|BCOP, LOC119085107|XP_037051257.1|BCOP	LOC6552544|XP_001980840.1|DERE
OG0001638	LOC119076967|XP_037039954.1|BCOP, LOC119073720|XP_037035241.1|BCOP	LOC6555527|XP_001982636.1|DERE
OG0001639	LOC119076591|XP_037039330.1|BCOP	LOC6541774|XP_001970795.2|DERE
OG0001640	LOC119076800|XP_037039659.1|BCOP	LOC6553193|XP_001979137.1|DERE
OG0001641	LOC119083470|XP_037049086.1|BCOP, LOC119079711|XP_037043663.1|BCOP	LOC6553989|XP_026832136.1|DERE
OG0001642	LOC119066090|XP_037024257.1|BCOP	LOC6550308|XP_001977896.1|DERE
OG0001643	LOC119078224|XP_037041579.1|BCOP	LOC6543075|XP_026834815.1|DERE
OG0001645	LOC119071400|XP_037032171.1|BCOP, LOC119071401|XP_037032172.1|BCOP	LOC6548108|XP_001975149.1|DERE
OG0001646	LOC119071297|XP_037032066.1|BCOP, LOC119071313|XP_037032088.1|BCOP, LOC119071315|XP_037032093.1|BCOP, LOC119071414|XP_037032186.1|BCOP, LOC119071415|XP_037032187.1|BCOP, LOC119071312|XP_037032086.1|BCOP	LOC6548275|XP_001975257.1|DERE
OG0001647	LOC119066071|XP_037024196.1|BCOP	LOC6543211|XP_026835356.1|DERE
OG0001648	LOC119074220|XP_037036116.1|BCOP	LOC6545876|XP_026833666.1|DERE
OG0001649	LOC119082638|XP_037048099.1|BCOP, LOC119082195|XP_037047524.1|BCOP	LOC6549618|XP_001975655.1|DERE
OG0001650	LOC119085352|XP_037051622.1|BCOP	LOC6547204|XP_015012183.1|DERE
OG0001651	LOC119081719|XP_037046753.1|BCOP	LOC6547480|XP_026836888.1|DERE
OG0001652	LOC119070872|XP_037031280.1|BCOP	LOC6546360|XP_001972892.2|DERE
OG0001653	LOC119071874|XP_037032844.1|BCOP	LOC6543990|XP_001973669.1|DERE
OG0001654	LOC119069545|XP_037029520.1|BCOP	LOC6546745|XP_001974538.1|DERE
OG0001655	LOC119077077|XP_037040131.1|BCOP, LOC119083695|XP_037049375.1|BCOP	LOC6541640|XP_001969177.1|DERE
OG0001656	LOC119068316|XP_037027759.1|BCOP, LOC119067357|XP_037026162.1|BCOP, LOC119071770|XP_037032715.1|BCOP	LOC6541227|XP_001968477.1|DERE
OG0001657	LOC119086068|XP_037052539.1|BCOP	LOC6544341|XP_001973084.1|DERE
OG0001658	LOC119071227|XP_037031938.1|BCOP	LOC6544613|XP_001972447.1|DERE
OG0001659	LOC119071248|XP_037031981.1|BCOP	LOC6545441|XP_026832461.1|DERE
OG0001660	LOC119082328|XP_037047729.1|BCOP	LOC6545606|XP_001971158.1|DERE
OG0001661	LOC119078813|XP_037042413.1|BCOP, LOC119085962|XP_037052414.1|BCOP	LOC6551944|XP_001980632.1|DERE
OG0001663	LOC119068581|XP_037028121.1|BCOP, LOC119068578|XP_037028118.1|BCOP	LOC6553733|XP_026832084.1|DERE
OG0001678	LOC119084546|XP_037050454.1|BCOP, LOC119077826|XP_037041028.1|BCOP	LOC6550071|XP_001977568.2|DERE
OG0001679	LOC119068406|XP_037027864.1|BCOP	LOC6550428|XP_001977042.1|DERE
OG0001680	LOC119067812|XP_037026859.1|BCOP	LOC6551629|XP_001978559.2|DERE
OG0001681	LOC119070363|XP_037030555.1|BCOP, LOC119076744|XP_037039584.1|BCOP	LOC6551726|XP_001977305.1|DERE
OG0001682	LOC119085255|XP_037051487.1|BCOP, LOC119069413|XP_037029357.1|BCOP, LOC119078998|XP_037042658.1|BCOP	LOC6550268|XP_001977627.3|DERE
OG0001683	LOC119070881|XP_037031295.1|BCOP	LOC6540992|XP_026835224.1|DERE
OG0001684	LOC119077200|XP_037040276.1|BCOP, LOC119076428|XP_037039068.1|BCOP	LOC6555810|XP_026839034.1|DERE
OG0001685	LOC119077691|XP_037040851.1|BCOP	LOC6541297|XP_001969035.1|DERE
OG0001686	LOC119069627|XP_037029621.1|BCOP	LOC6550125|XP_001977706.1|DERE
OG0001687	LOC119068651|XP_037028222.1|BCOP	LOC6555646|XP_001982387.1|DERE
OG0001688	LOC119076000|XP_037038468.1|BCOP	LOC113564629|XP_026838767.1|DERE
OG0001689	LOC119075265|XP_037037557.1|BCOP, LOC119084308|XP_037050123.1|BCOP, LOC119069045|XP_037028810.1|BCOP	LOC6551347|XP_001977081.2|DERE
OG0001690	LOC119080524|XP_037044829.1|BCOP	LOC6544400|XP_001972030.1|DERE
OG0001691	LOC119077971|XP_037041247.1|BCOP	LOC6542969|XP_001970209.1|DERE
OG0001693	LOC119069078|XP_037028850.1|BCOP	LOC6551137|XP_001978283.1|DERE
OG0001694	LOC119069932|XP_037030051.1|BCOP	LOC6551818|XP_001979625.2|DERE
OG0001695	LOC119067243|XP_037026004.1|BCOP	LOC6546638|XP_001974710.1|DERE
OG0001696	LOC119067018|XP_037025641.1|BCOP	LOC6552102|XP_015010043.1|DERE
OG0001697	LOC119067851|XP_037026983.1|BCOP	LOC6555323|XP_001981884.1|DERE
OG0001698	LOC119068832|XP_037028497.1|BCOP	LOC6550363|XP_026837355.1|DERE
OG0001699	LOC119067858|XP_037026990.1|BCOP	LOC6552022|XP_001980668.1|DERE
OG0001700	LOC119077575|XP_037040681.1|BCOP, LOC119084064|XP_037049798.1|BCOP	LOC6552128|XP_015009992.1|DERE
OG0001701	LOC119069177|XP_037028999.1|BCOP	LOC6552572|XP_026831962.1|DERE
OG0001702	LOC119066373|XP_037024692.1|BCOP	LOC6541812|XP_001969378.1|DERE
OG0001703	LOC119068930|XP_037028690.1|BCOP	LOC6554764|XP_026831652.1|DERE
OG0001704	LOC119068928|XP_037028688.1|BCOP	LOC6554763|XP_001982199.1|DERE
OG0001705	LOC119067910|XP_037027098.1|BCOP	LOC6554466|XP_015009189.1|DERE
OG0001706	LOC119081527|XP_037046427.1|BCOP	LOC6542047|XP_001970822.1|DERE
OG0001707	LOC119070533|XP_037030802.1|BCOP	LOC6554523|XP_026835453.1|DERE
OG0001708	LOC119068790|XP_037028445.1|BCOP	LOC6553500|XP_001980227.1|DERE
OG0001709	LOC119068970|XP_037028730.1|BCOP	LOC6543891|XP_001971886.1|DERE
OG0001711	LOC119070360|XP_037030550.1|BCOP	LOC6555211|XP_026831902.1|DERE
OG0001712	LOC119069168|XP_037028972.1|BCOP	LOC6555071|XP_026831786.1|DERE
OG0001713	LOC119070411|XP_037030638.1|BCOP	LOC6551808|XP_001980577.1|DERE
OG0001714	LOC119068105|XP_037027426.1|BCOP	LOC6552377|XP_001978888.2|DERE
OG0001715	LOC119068244|XP_037027670.1|BCOP	LOC6550038|XP_001977504.2|DERE
OG0001716	LOC119081196|XP_037045807.1|BCOP	LOC6550312|XP_001977900.1|DERE
OG0001717	LOC119067038|XP_037025668.1|BCOP	LOC6554120|XP_026831726.1|DERE
OG0001718	LOC119067040|XP_037025672.1|BCOP	LOC6554887|XP_001982242.2|DERE
OG0001719	LOC119068687|XP_037028261.1|BCOP, LOC119068679|XP_037028259.1|BCOP	LOC6554517|XP_015009322.1|DERE
OG0001720	LOC119070509|XP_037030762.1|BCOP	LOC6551770|XP_026839523.1|DERE
OG0001721	LOC119067428|XP_037026293.1|BCOP	LOC6552921|XP_001980994.1|DERE
OG0001722	LOC119074593|XP_037036734.1|BCOP	LOC6544871|XP_026833874.1|DERE
OG0001723	LOC119083678|XP_037049357.1|BCOP	LOC6541545|XP_001970814.1|DERE, LOC6542112|XP_001970815.1|DERE
OG0001724	LOC119074111|XP_037035969.1|BCOP	LOC6547973|XP_015011808.1|DERE
OG0001725	LOC119073997|XP_037035821.1|BCOP	LOC6543331|XP_015015049.1|DERE
OG0001726	LOC119073360|XP_037034663.1|BCOP	LOC6546157|XP_026832555.1|DERE
OG0001727	LOC119070539|XP_037030810.1|BCOP	LOC6555115|XP_001982257.1|DERE
OG0001728	LOC119076376|XP_037038987.1|BCOP, LOC119081678|XP_037046662.1|BCOP	LOC6547058|XP_001976016.1|DERE
OG0001729	LOC119079298|XP_037042980.1|BCOP	LOC6548454|XP_026836239.1|DERE
OG0001730	LOC119085974|XP_037052431.1|BCOP	LOC6543159|XP_001969775.1|DERE
OG0001731	LOC119077466|XP_037040571.1|BCOP	LOC6549524|XP_026835828.1|DERE
OG0001733	LOC119083620|XP_037049252.1|BCOP, LOC119083619|XP_037049251.1|BCOP	LOC6547856|XP_001975039.1|DERE
OG0001734	LOC119075456|XP_037037792.1|BCOP, LOC119070476|XP_037030728.1|BCOP	LOC6541069|XP_001970371.1|DERE
OG0001735	LOC119073264|XP_037034537.1|BCOP	LOC6543540|XP_001973624.3|DERE
OG0001736	LOC119080231|XP_037044373.1|BCOP	LOC6547189|XP_026836842.1|DERE
OG0001737	LOC119080960|XP_037045487.1|BCOP	LOC6547889|XP_001976448.1|DERE
OG0001738	LOC119080843|XP_037045298.1|BCOP	LOC6543659|XP_001972958.1|DERE
OG0001739	LOC119080808|XP_037045274.1|BCOP	LOC26526943|XP_015012884.1|DERE
OG0001740	LOC119075498|XP_037037858.1|BCOP, LOC119070240|XP_037030407.1|BCOP	LOC6547768|XP_026835815.1|DERE
OG0001742	LOC119080199|XP_037044335.1|BCOP	LOC6543026|XP_001969090.2|DERE
OG0001743	LOC119076138|XP_037038711.1|BCOP	LOC6543767|XP_015013635.1|DERE
OG0001744	LOC119079410|XP_037043196.1|BCOP	LOC113563695|XP_026834339.1|DERE
OG0001745	LOC119081729|XP_037046785.1|BCOP	LOC6547364|XP_026836567.1|DERE
OG0001746	LOC119085490|XP_037051801.1|BCOP	LOC6543583|XP_001972296.1|DERE
OG0001747	LOC119079630|XP_037043520.1|BCOP	LOC6546829|XP_026837149.1|DERE
OG0001748	LOC119081126|XP_037045765.1|BCOP	LOC6545480|XP_015013763.1|DERE
OG0001749	LOC119079661|XP_037043605.1|BCOP	LOC6548642|XP_001976630.1|DERE
OG0001750	LOC119079658|XP_037043596.1|BCOP	LOC6548641|XP_001976629.1|DERE
OG0001751	LOC119080835|XP_037045288.1|BCOP	LOC6543618|XP_026832342.1|DERE
OG0001752	LOC119080955|XP_037045480.1|BCOP	LOC6545196|XP_001972042.1|DERE
OG0001753	LOC119073253|XP_037034509.1|BCOP	LOC6546254|XP_015013806.2|DERE
OG0001754	LOC119073323|XP_037034608.1|BCOP	LOC6546728|XP_026836558.1|DERE
OG0001755	LOC119076046|XP_037038572.1|BCOP	LOC6546210|XP_015013342.1|DERE
OG0001756	LOC119074519|XP_037036577.1|BCOP	LOC6548768|XP_001975423.1|DERE
OG0001757	LOC119074147|XP_037036042.1|BCOP	LOC6546582|XP_001974681.1|DERE
OG0001758	LOC119080723|XP_037045104.1|BCOP	LOC6545567|XP_026833748.1|DERE
OG0001759	LOC119073603|XP_037035073.1|BCOP	LOC6548151|XP_001975225.3|DERE
OG0001760	LOC119074615|XP_037036773.1|BCOP	LOC6541584|XP_001970345.1|DERE
OG0001761	LOC119073322|XP_037034606.1|BCOP	LOC6547930|XP_026835843.1|DERE
OG0001762	LOC119066255|XP_037024487.1|BCOP	LOC6543015|XP_026835149.1|DERE
OG0001763	LOC119080693|XP_037045035.1|BCOP, LOC119066128|XP_037024312.1|BCOP	LOC6542692|XP_001970082.2|DERE
OG0001764	LOC119084901|XP_037050950.1|BCOP	LOC6553240|XP_001980195.2|DERE
OG0001765	LOC119073248|XP_037034476.1|BCOP	LOC6542673|XP_026835300.1|DERE
OG0001766	LOC119083409|XP_037049024.1|BCOP, LOC119082183|XP_037047494.1|BCOP, LOC119082515|XP_037047922.1|BCOP	LOC6542157|XP_001969221.1|DERE
OG0001767	LOC119084667|XP_037050638.1|BCOP	LOC6542220|XP_001968535.2|DERE
OG0001768	LOC119069042|XP_037028808.1|BCOP	LOC6540814|XP_001968169.1|DERE
OG0001769	LOC119082055|XP_037047282.1|BCOP	LOC6542916|XP_001968860.1|DERE
OG0001770	LOC119073705|XP_037035204.1|BCOP, LOC119083728|XP_037049425.1|BCOP, LOC119067046|XP_037025684.1|BCOP	LOC6543132|XP_001969906.1|DERE
OG0001771	LOC119070858|XP_037031266.1|BCOP	LOC6541155|XP_001968570.1|DERE
OG0001772	LOC119078700|XP_037042258.1|BCOP, LOC119078699|XP_037042257.1|BCOP	LOC6541743|XP_001969450.1|DERE
OG0001773	LOC119082576|XP_037047996.1|BCOP	LOC6542834|XP_001969385.3|DERE
OG0001774	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP	LOC6548401|XP_001976667.2|DERE
OG0001776	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP	LOC6540894|XP_001970029.1|DERE
OG0001777	LOC119078707|XP_037042271.1|BCOP	LOC6541371|XP_001970155.1|DERE
OG0001778	LOC119079060|XP_037042761.1|BCOP	LOC6542552|XP_001969041.1|DERE
OG0001779	LOC119075648|XP_037038030.1|BCOP	LOC6542676|XP_001969396.2|DERE
OG0001780	LOC119081661|XP_037046639.1|BCOP	LOC6542071|XP_001970812.1|DERE
OG0001781	LOC119085957|XP_037052409.1|BCOP	LOC6549116|XP_015011973.1|DERE
OG0001782	LOC119072880|XP_037034088.1|BCOP	LOC6542033|XP_015014952.1|DERE
OG0001783	LOC119076346|XP_037038936.1|BCOP	LOC6542058|XP_026834983.1|DERE
OG0001784	LOC119082062|XP_037047291.1|BCOP	LOC6541877|XP_001968301.1|DERE
OG0001785	LOC119081413|XP_037046205.1|BCOP, LOC119083653|XP_037049324.1|BCOP	LOC6541287|XP_001969182.1|DERE
OG0001786	LOC119085436|XP_037051749.1|BCOP	LOC6542807|XP_026839340.1|DERE, LOC6543340|XP_001970129.1|DERE
OG0001787	LOC119066153|XP_037024350.1|BCOP	LOC6542003|XP_001970132.2|DERE
OG0001788	LOC119084388|XP_037050251.1|BCOP	LOC6549272|XP_001975714.1|DERE
OG0001789	LOC119079846|XP_037043808.1|BCOP	LOC6547318|XP_001976342.1|DERE
OG0001790	LOC119076539|XP_037039228.1|BCOP, LOC119082236|XP_037047594.1|BCOP	LOC6543267|XP_026834061.1|DERE
OG0001791	LOC119081629|XP_037046575.1|BCOP	LOC6546860|XP_001976056.1|DERE
OG0001792	LOC119078851|XP_037042455.1|BCOP	LOC6549240|XP_026836485.1|DERE
OG0001793	LOC119073435|XP_037034811.1|BCOP	LOC6549416|XP_026835784.1|DERE
OG0001794	LOC119066773|XP_037025321.1|BCOP	LOC6541508|XP_001969042.1|DERE
OG0001795	LOC119072041|XP_037033055.1|BCOP	LOC6547499|XP_026836864.1|DERE
OG0001796	LOC119069660|XP_037029673.1|BCOP	LOC6550035|XP_026838226.1|DERE
OG0001797	LOC119081026|XP_037045607.1|BCOP	LOC6555824|XP_026839263.1|DERE
OG0001799	LOC119084672|XP_037050644.1|BCOP	LOC6549882|XP_026837798.1|DERE, LOC26526250|XP_015011445.1|DERE
OG0001800	LOC119074840|XP_037037041.1|BCOP, LOC119078739|XP_037042328.1|BCOP	LOC6541412|XP_026834716.1|DERE
OG0001801	LOC119070239|XP_037030404.1|BCOP, LOC119083377|XP_037048986.1|BCOP, LOC119075132|XP_037037412.1|BCOP	LOC6543969|XP_001972219.2|DERE
OG0001802	LOC119077578|XP_037040683.1|BCOP	LOC6552446|XP_001980935.1|DERE
OG0001803	LOC119074668|XP_037036845.1|BCOP	LOC6553409|XP_026839543.1|DERE
OG0001804	LOC119074411|XP_037036433.1|BCOP	LOC6552681|XP_015009470.1|DERE
OG0001805	LOC119083334|XP_037048955.1|BCOP, LOC119076508|XP_037039185.1|BCOP, LOC119083881|XP_037049590.1|BCOP	LOC6544772|XP_001971678.1|DERE
OG0001806	LOC119077764|XP_037040969.1|BCOP	LOC6554680|XP_026831948.1|DERE
