Orthogroup	BCOP.longest_only	DBIA.longest_only
OG0002571	LOC119069935|XP_037030057.1|BCOP	LOC108024727|XP_016950313.1|DBIA
OG0002573	LOC119082427|XP_037047854.1|BCOP	LOC108025140|XP_016950905.1|DBIA
OG0002574	LOC119082831|XP_037048384.1|BCOP	LOC108025502|XP_016951515.1|DBIA
OG0002575	LOC119068129|XP_037027484.1|BCOP	LOC108024662|XP_016950219.1|DBIA
OG0002576	LOC119073389|XP_037034714.1|BCOP	LOC108033342|XP_016963122.1|DBIA
OG0002577	LOC119072333|XP_037033416.1|BCOP	LOC108034566|XP_016964986.1|DBIA
OG0002578	LOC119067580|XP_037026564.1|BCOP	LOC108027903|XP_016955010.1|DBIA
OG0002580	LOC119068383|XP_037027844.1|BCOP	LOC108029773|XP_016957771.1|DBIA
OG0002581	LOC119069852|XP_037029919.1|BCOP	LOC108024630|XP_016950160.1|DBIA
OG0002582	LOC119075796|XP_037038258.1|BCOP	LOC108031078|XP_016959773.1|DBIA
OG0002583	LOC119067098|XP_037025752.1|BCOP	LOC108031408|XP_016960294.1|DBIA
OG0002584	LOC119069127|XP_037028921.1|BCOP	LOC108035928|XP_016967206.1|DBIA
OG0002585	LOC119069128|XP_037028923.1|BCOP	LOC108035930|XP_016967209.1|DBIA
OG0002586	LOC119085227|XP_037051438.1|BCOP	LOC108031803|XP_016961012.1|DBIA
OG0002587	LOC119085279|XP_037051532.1|BCOP	LOC108032021|XP_016961320.1|DBIA
OG0002588	LOC119067849|XP_037026977.1|BCOP	LOC108031534|XP_016960558.1|DBIA
OG0002589	LOC119068450|XP_037027924.1|BCOP	LOC108025324|XP_016951238.1|DBIA
OG0002590	LOC119078001|XP_037041276.1|BCOP	LOC108033170|XP_016962892.1|DBIA
OG0002591	LOC119084114|XP_037049861.1|BCOP, LOC119085654|XP_037051997.1|BCOP, LOC119085655|XP_037051998.1|BCOP, LOC119085644|XP_037051977.1|BCOP	LOC108025320|XP_016951220.1|DBIA
OG0002592	LOC119068591|XP_037028140.1|BCOP	LOC108024863|XP_016950494.1|DBIA
OG0002593	LOC119085014|XP_037051091.1|BCOP	LOC108024641|XP_016950178.1|DBIA
OG0002594	LOC119085087|XP_037051228.1|BCOP	LOC108031578|XP_016960630.1|DBIA
OG0002595	LOC119085168|XP_037051364.1|BCOP	LOC108031435|XP_016960336.1|DBIA
OG0002596	LOC119067993|XP_037027249.1|BCOP, LOC119080356|XP_037044552.1|BCOP	LOC108031894|XP_016961151.1|DBIA
OG0002597	LOC119067962|XP_037027187.1|BCOP	LOC108024685|XP_016950251.1|DBIA
OG0002598	LOC119068678|XP_037028258.1|BCOP	LOC108031698|XP_016960846.1|DBIA
OG0002599	LOC119069471|XP_037029420.1|BCOP	LOC108032135|XP_016961459.1|DBIA
OG0002600	LOC119080949|XP_037045473.1|BCOP	LOC108036582|XP_016968326.1|DBIA
OG0002601	LOC119069112|XP_037028900.1|BCOP	LOC108027060|XP_016953758.1|DBIA
OG0002602	LOC119068793|XP_037028450.1|BCOP, LOC119069095|XP_037028881.1|BCOP	LOC108024681|XP_016950239.1|DBIA
OG0002603	LOC119081730|XP_037046794.1|BCOP	LOC108025187|XP_016950984.1|DBIA
OG0002604	LOC119082880|XP_037048436.1|BCOP	LOC108025361|XP_016951310.1|DBIA
OG0002605	LOC119068738|XP_037028332.1|BCOP	LOC108031998|XP_016961280.1|DBIA
OG0002606	LOC119067250|XP_037026014.1|BCOP	LOC108031504|XP_016960497.1|DBIA
OG0002607	LOC119067230|XP_037025979.1|BCOP	LOC108031136|XP_016959840.1|DBIA
OG0002608	LOC119067106|XP_037025765.1|BCOP	LOC108024571|XP_016950057.1|DBIA
OG0002609	LOC119081867|XP_037046992.1|BCOP	LOC108030417|XP_016958793.1|DBIA
OG0002610	LOC119067420|XP_037026286.1|BCOP	LOC108027252|XP_016954095.1|DBIA
OG0002611	LOC119068423|XP_037027885.1|BCOP	LOC108032043|XP_016961344.1|DBIA
OG0002612	LOC119082396|XP_037047824.1|BCOP	LOC108032169|XP_016961512.1|DBIA
OG0002613	LOC119069744|XP_037029778.1|BCOP	LOC108025965|XP_016952147.1|DBIA
OG0002614	LOC119069728|XP_037029751.1|BCOP	LOC108025263|XP_016951112.1|DBIA
OG0002615	LOC119068223|XP_037027616.1|BCOP	LOC108035180|XP_016966139.1|DBIA
OG0002616	LOC119069729|XP_037029753.1|BCOP	LOC108024682|XP_016950247.1|DBIA
OG0002617	LOC119070573|XP_037030875.1|BCOP	LOC108024711|XP_016950293.1|DBIA
OG0002618	LOC119070362|XP_037030552.1|BCOP	LOC108024951|XP_016950674.1|DBIA
OG0002619	LOC119073409|XP_037034743.1|BCOP	LOC108024499|XP_016949925.1|DBIA
OG0002620	LOC119067185|XP_037025903.1|BCOP	LOC108031669|XP_016960798.1|DBIA
OG0002621	LOC119081779|XP_037046885.1|BCOP	LOC108032089|XP_016961404.1|DBIA
OG0002622	LOC119084869|XP_037050901.1|BCOP	LOC108034422|XP_016964796.1|DBIA
OG0002623	LOC119082013|XP_037047225.1|BCOP	LOC108032168|XP_016961511.1|DBIA
OG0002624	LOC119067930|XP_037027139.1|BCOP	LOC108032241|XP_016961594.1|DBIA
OG0002625	LOC119067075|XP_037025706.1|BCOP	LOC108031465|XP_016960393.1|DBIA
OG0002626	LOC119067809|XP_037026855.1|BCOP	LOC108023795|XP_016948924.1|DBIA
OG0002627	LOC119066999|XP_037025622.1|BCOP	LOC108031471|XP_016960412.1|DBIA
OG0002628	LOC119067083|XP_037025728.1|BCOP	LOC108027336|XP_016954236.1|DBIA
OG0002629	LOC119070413|XP_037030639.1|BCOP	LOC108024488|XP_016949897.1|DBIA
OG0002630	LOC119072640|XP_037033784.1|BCOP	LOC108026196|XP_016952476.1|DBIA
OG0002631	LOC119075665|XP_037038071.1|BCOP	LOC108024829|XP_016950449.1|DBIA
OG0002632	LOC119067359|XP_037026165.1|BCOP	LOC108032138|XP_016961463.1|DBIA
OG0002633	LOC119069983|XP_037030122.1|BCOP	LOC108024432|XP_016949842.1|DBIA
OG0002634	LOC119085396|XP_037051690.1|BCOP	LOC108031889|XP_016961146.1|DBIA
OG0002635	LOC119080964|XP_037045499.1|BCOP	LOC108031685|XP_016960819.1|DBIA
OG0002636	LOC119067358|XP_037026164.1|BCOP	LOC108024957|XP_016950682.1|DBIA
OG0002637	LOC119071502|XP_037032255.1|BCOP	LOC108034019|XP_016964243.1|DBIA
OG0002638	LOC119069723|XP_037029743.1|BCOP	LOC108025280|XP_016951142.1|DBIA
OG0002639	LOC119080551|XP_037044864.1|BCOP	LOC108025410|XP_016951379.1|DBIA
OG0002640	LOC119068796|XP_037028454.1|BCOP, LOC119071761|XP_037032694.1|BCOP	LOC108032128|XP_016961450.1|DBIA
OG0002641	LOC119068801|XP_037028471.1|BCOP	LOC108031091|XP_016959787.1|DBIA
OG0002642	LOC119068803|XP_037028472.1|BCOP	LOC108031148|XP_016959852.1|DBIA
OG0002643	LOC119068804|XP_037028473.1|BCOP	LOC108032078|XP_016961388.1|DBIA
OG0002644	LOC119069255|XP_037029204.1|BCOP, LOC119069253|XP_037029202.1|BCOP	LOC108027459|XP_016954403.1|DBIA
OG0002645	LOC119069235|XP_037029169.1|BCOP	LOC108027381|XP_016954302.1|DBIA
OG0002646	LOC119082370|XP_037047789.1|BCOP	LOC108026450|XP_016952878.1|DBIA
OG0002647	LOC119074854|XP_037037065.1|BCOP	LOC108032036|XP_016961337.1|DBIA
OG0002648	LOC119070538|XP_037030808.1|BCOP	LOC108031833|XP_016961065.1|DBIA
OG0002649	LOC119069352|XP_037029321.1|BCOP	LOC108031021|XP_016959709.1|DBIA
OG0002650	LOC119081896|XP_037047022.1|BCOP	LOC108032035|XP_016961336.1|DBIA
OG0002651	LOC119069792|XP_037029832.1|BCOP	LOC108023834|XP_016948971.1|DBIA
OG0002652	LOC119067467|XP_037026350.1|BCOP	LOC108027055|XP_016953753.1|DBIA
OG0002653	LOC119068178|XP_037027561.1|BCOP	LOC108024586|XP_016950078.1|DBIA
OG0002654	LOC119078162|XP_037041532.1|BCOP	LOC108024722|XP_016950304.1|DBIA
OG0002655	LOC119067581|XP_037026568.1|BCOP	LOC108031618|XP_016960702.1|DBIA
OG0002656	LOC119070047|XP_037030228.1|BCOP	LOC108031917|XP_016961177.1|DBIA
OG0002657	LOC119069772|XP_037029805.1|BCOP	LOC108031686|XP_016960820.1|DBIA
OG0002658	LOC119084969|XP_037051017.1|BCOP	LOC108025220|XP_016951056.1|DBIA
OG0002659	LOC119067262|XP_037026036.1|BCOP	LOC108024780|XP_016950385.1|DBIA
OG0002660	LOC119067028|XP_037025656.1|BCOP	LOC108024040|XP_016949303.1|DBIA
OG0002661	LOC119069727|XP_037029746.1|BCOP	LOC108024558|XP_016950030.1|DBIA
OG0002662	LOC119081641|XP_037046612.1|BCOP	LOC108022981|XP_016947695.1|DBIA
OG0002663	LOC119067421|XP_037026287.1|BCOP	LOC108026136|XP_016952347.1|DBIA
OG0002664	LOC119078661|XP_037042203.1|BCOP	LOC108033235|XP_016962993.1|DBIA
OG0002665	LOC119073931|XP_037035695.1|BCOP	LOC108029796|XP_016957799.1|DBIA
OG0002666	LOC119073826|XP_037035516.1|BCOP	LOC108029556|XP_016957370.1|DBIA
OG0002667	LOC119084873|XP_037050908.1|BCOP	LOC108023105|XP_016947860.1|DBIA
OG0002668	LOC119079720|XP_037043676.1|BCOP, LOC119082452|XP_037047869.1|BCOP	LOC108034940|XP_016965703.1|DBIA
OG0002669	LOC119079710|XP_037043662.1|BCOP, LOC119079709|XP_037043661.1|BCOP	LOC108034143|XP_016964426.1|DBIA
OG0002670	LOC119073536|XP_037034973.1|BCOP	LOC108035173|XP_016966127.1|DBIA
OG0002671	LOC119073500|XP_037034910.1|BCOP	LOC108034906|XP_016965626.1|DBIA
OG0002672	LOC119081362|XP_037046110.1|BCOP	LOC108026709|XP_016953296.1|DBIA
OG0002673	LOC119079872|XP_037043847.1|BCOP	LOC108026944|XP_016953646.1|DBIA
OG0002674	LOC119073367|XP_037034669.1|BCOP	LOC108022681|XP_016947241.1|DBIA
OG0002675	LOC119081279|XP_037045934.1|BCOP	LOC108028550|XP_016955939.1|DBIA
OG0002676	LOC119080150|XP_037044263.1|BCOP	LOC108022714|XP_016947283.1|DBIA
OG0002677	LOC119073444|XP_037034828.1|BCOP	LOC108030387|XP_016958749.1|DBIA
OG0002678	LOC119074004|XP_037035833.1|BCOP	LOC108022852|XP_016947514.1|DBIA
OG0002679	LOC119079576|XP_037043460.1|BCOP	LOC108026668|XP_016953204.1|DBIA
OG0002680	LOC119079344|XP_037043069.1|BCOP	LOC108032619|XP_016962050.1|DBIA
OG0002681	LOC119072046|XP_037033066.1|BCOP	LOC108030310|XP_016958635.1|DBIA
OG0002682	LOC119083677|XP_037049356.1|BCOP	LOC108035501|XP_016966645.1|DBIA
OG0002683	LOC119076594|XP_037039341.1|BCOP, LOC119076595|XP_037039344.1|BCOP	LOC108031404|XP_016960283.1|DBIA
OG0002684	LOC119080762|XP_037045218.1|BCOP	LOC108025843|XP_016951997.1|DBIA
OG0002685	LOC119073512|XP_037034926.1|BCOP, LOC119073461|XP_037034859.1|BCOP	LOC108030770|XP_016959315.1|DBIA
OG0002686	LOC119080163|XP_037044279.1|BCOP	LOC108035456|XP_016966584.1|DBIA
OG0002687	LOC119080432|XP_037044684.1|BCOP	LOC108035926|XP_016967203.1|DBIA
OG0002688	LOC119081235|XP_037045858.1|BCOP	LOC108035706|XP_016966918.1|DBIA
OG0002689	LOC119073663|XP_037035162.1|BCOP	LOC108024377|XP_016949769.1|DBIA
OG0002690	LOC119073493|XP_037034895.1|BCOP	LOC108028784|XP_016956253.1|DBIA
OG0002691	LOC119073974|XP_037035774.1|BCOP	LOC108026832|XP_016953492.1|DBIA
OG0002692	LOC119073943|XP_037035712.1|BCOP	LOC108026926|XP_016953626.1|DBIA
OG0002693	LOC119080969|XP_037045506.1|BCOP	LOC108030661|XP_016959176.1|DBIA
OG0002695	LOC119077469|XP_037040575.1|BCOP	LOC108028692|XP_016956125.1|DBIA
OG0002696	LOC119076810|XP_037039692.1|BCOP	LOC108035136|XP_016966067.1|DBIA
OG0002697	LOC119073706|XP_037035206.1|BCOP	LOC108034967|XP_016965768.1|DBIA
OG0002698	LOC119080920|XP_037045431.1|BCOP	LOC108035049|XP_016965913.1|DBIA
OG0002699	LOC119080924|XP_037045439.1|BCOP	LOC108028551|XP_016955943.1|DBIA
OG0002700	LOC119074455|XP_037036489.1|BCOP	LOC108030573|XP_016958974.1|DBIA
OG0002701	LOC119074001|XP_037035825.1|BCOP	LOC108022598|XP_016947121.1|DBIA
OG0002702	LOC119072644|XP_037033788.1|BCOP	LOC108026805|XP_016953459.1|DBIA
OG0002703	LOC119073590|XP_037035058.1|BCOP	LOC108026473|XP_016952903.1|DBIA
OG0002704	LOC119073497|XP_037034906.1|BCOP	LOC108026764|XP_016953393.1|DBIA
OG0002705	LOC119081074|XP_037045710.1|BCOP	LOC108028470|XP_016955821.1|DBIA
OG0002706	LOC119075123|XP_037037404.1|BCOP, LOC119070231|XP_037030397.1|BCOP	LOC108022700|XP_016947262.1|DBIA
OG0002707	LOC119078951|XP_037042594.1|BCOP	LOC108030184|XP_016958426.1|DBIA
OG0002708	LOC119081131|XP_037045770.1|BCOP	LOC108035013|XP_016965846.1|DBIA
OG0002709	LOC119073635|XP_037035123.1|BCOP	LOC108036420|XP_016968036.1|DBIA
OG0002710	LOC119073676|XP_037035177.1|BCOP	LOC108022217|XP_016946560.1|DBIA
OG0002711	LOC119073671|XP_037035171.1|BCOP	LOC108022402|XP_016946777.1|DBIA
OG0002712	LOC119069226|XP_037029154.1|BCOP	LOC108022907|XP_016947601.1|DBIA
OG0002713	LOC119069057|XP_037028829.1|BCOP	LOC108029632|XP_016957518.1|DBIA
OG0002714	LOC119079404|XP_037043186.1|BCOP	LOC108036370|XP_016967944.1|DBIA
OG0002715	LOC119079374|XP_037043141.1|BCOP	LOC108033221|XP_016962973.1|DBIA
OG0002716	LOC119074910|XP_037037152.1|BCOP	LOC108022447|XP_016946839.1|DBIA
OG0002717	LOC119073789|XP_037035408.1|BCOP	LOC108032131|XP_016961454.1|DBIA
OG0002718	LOC119081615|XP_037046556.1|BCOP	LOC108028035|XP_016955161.1|DBIA
OG0002719	LOC119069257|XP_037029210.1|BCOP	LOC108031792|XP_016960997.1|DBIA
OG0002720	LOC119079304|XP_037042989.1|BCOP, LOC119079303|XP_037042988.1|BCOP	LOC108035332|XP_016966399.1|DBIA
OG0002721	LOC119083444|XP_037049061.1|BCOP, LOC119082179|XP_037047488.1|BCOP	LOC108033633|XP_016963540.1|DBIA
OG0002722	LOC119080733|XP_037045168.1|BCOP	LOC108036258|XP_016967758.1|DBIA
OG0002723	LOC119080797|XP_037045263.1|BCOP	LOC108022927|XP_016947628.1|DBIA
OG0002724	LOC119080601|XP_037044894.1|BCOP	LOC108031668|XP_016960797.1|DBIA
OG0002725	LOC119080084|XP_037044201.1|BCOP	LOC108030856|XP_016959487.1|DBIA
OG0002726	LOC119080773|XP_037045235.1|BCOP	LOC108035396|XP_016966501.1|DBIA
OG0002727	LOC119077497|XP_037040620.1|BCOP	LOC108035510|XP_016966661.1|DBIA
OG0002728	LOC119075434|XP_037037771.1|BCOP	LOC108029572|XP_016957420.1|DBIA
OG0002730	LOC119081262|XP_037045893.1|BCOP	LOC108029558|XP_016957381.1|DBIA
OG0002731	LOC119079935|XP_037043932.1|BCOP	LOC108030059|XP_016958137.1|DBIA
OG0002732	LOC119075134|XP_037037415.1|BCOP	LOC108030061|XP_016958135.1|DBIA
OG0002733	LOC119079361|XP_037043104.1|BCOP	LOC108022940|XP_016947642.1|DBIA
OG0002734	LOC119081358|XP_037046103.1|BCOP	LOC108036804|XP_016968672.1|DBIA
OG0002735	LOC119074027|XP_037035863.1|BCOP	LOC108036531|XP_016968238.1|DBIA
OG0002736	LOC119074021|XP_037035853.1|BCOP	LOC108036411|XP_016968021.1|DBIA
OG0002737	LOC119073349|XP_037034638.1|BCOP, LOC119068795|XP_037028453.1|BCOP	LOC108029722|XP_016957691.1|DBIA
OG0002738	LOC119073703|XP_037035198.1|BCOP	LOC108035095|XP_016966005.1|DBIA
OG0002739	LOC119073654|XP_037035149.1|BCOP	LOC108028674|XP_016956096.1|DBIA
OG0002740	LOC119073651|XP_037035145.1|BCOP	LOC108028673|XP_016956094.1|DBIA
OG0002741	LOC119069551|XP_037029529.1|BCOP	LOC108022067|XP_016946401.1|DBIA
OG0002742	LOC119073601|XP_037035069.1|BCOP	LOC108026863|XP_016953538.1|DBIA
OG0002744	LOC119080734|XP_037045169.1|BCOP, LOC119080742|XP_037045184.1|BCOP, LOC119080745|XP_037045189.1|BCOP	LOC108028003|XP_016955120.1|DBIA, LOC108028252|XP_016955424.1|DBIA
OG0002745	LOC119080402|XP_037044626.1|BCOP	LOC108035185|XP_016966154.1|DBIA
OG0002746	LOC119080877|XP_037045350.1|BCOP	LOC108036520|XP_016968217.1|DBIA
OG0002747	LOC119071489|XP_037032236.1|BCOP, LOC119079534|XP_037043415.1|BCOP	LOC108024832|XP_016950454.1|DBIA
OG0002748	LOC119081736|XP_037046799.1|BCOP	LOC108026849|XP_016953516.1|DBIA
OG0002749	LOC119081760|XP_037046845.1|BCOP	LOC108022659|XP_016947214.1|DBIA
OG0002750	LOC119081417|XP_037046212.1|BCOP	LOC108036526|XP_016968233.1|DBIA
OG0002751	LOC119081435|XP_037046254.1|BCOP	LOC108029710|XP_016957674.1|DBIA
OG0002752	LOC119073464|XP_037034863.1|BCOP	LOC108036565|XP_016968302.1|DBIA
OG0002753	LOC119073950|XP_037035731.1|BCOP	LOC108026812|XP_016953466.1|DBIA
OG0002754	LOC119083644|XP_037049285.1|BCOP	LOC108028319|XP_016955537.1|DBIA
OG0002755	LOC119067964|XP_037027190.1|BCOP	LOC108030427|XP_016958803.1|DBIA
OG0002756	LOC119079984|XP_037044034.1|BCOP	LOC108028385|XP_016955687.1|DBIA
OG0002757	LOC119075351|XP_037037680.1|BCOP	LOC108034810|XP_016965334.1|DBIA
OG0002758	LOC119083716|XP_037049401.1|BCOP	LOC108022842|XP_016947502.1|DBIA
OG0002759	LOC119083686|XP_037049365.1|BCOP	LOC108022669|XP_016947227.1|DBIA
OG0002760	LOC119083715|XP_037049399.1|BCOP	LOC108022571|XP_016947064.1|DBIA
OG0002762	LOC119073876|XP_037035648.1|BCOP	LOC108030322|XP_016958656.1|DBIA
OG0002763	LOC119080856|XP_037045326.1|BCOP	LOC108030825|XP_016959435.1|DBIA
OG0002764	LOC119075054|XP_037037345.1|BCOP	LOC108028440|XP_016955759.1|DBIA
OG0002765	LOC119083774|XP_037049454.1|BCOP	LOC108022706|XP_016947269.1|DBIA
OG0002766	LOC119083799|XP_037049502.1|BCOP	LOC108023102|XP_016947856.1|DBIA
OG0002767	LOC119081645|XP_037046621.1|BCOP	LOC108022577|XP_016947084.1|DBIA
OG0002768	LOC119079912|XP_037043901.1|BCOP	LOC108026704|XP_016953291.1|DBIA
OG0002769	LOC119073357|XP_037034654.1|BCOP	LOC108022953|XP_016947657.1|DBIA
OG0002770	LOC119080859|XP_037045330.1|BCOP	LOC108033406|XP_016963216.1|DBIA
OG0002771	LOC119080834|XP_037045286.1|BCOP	LOC108035200|XP_016966191.1|DBIA
OG0002772	LOC119080252|XP_037044397.1|BCOP	LOC108035449|XP_016966576.1|DBIA
OG0002773	LOC119073337|XP_037034627.1|BCOP	LOC108029684|XP_016957627.1|DBIA
OG0002774	LOC119073329|XP_037034616.1|BCOP	LOC108026957|XP_016953660.1|DBIA
OG0002775	LOC119081398|XP_037046180.1|BCOP	LOC108035441|XP_016966564.1|DBIA
OG0002776	LOC119076587|XP_037039321.1|BCOP	LOC108029675|XP_016957614.1|DBIA
OG0002777	LOC119083640|XP_037049276.1|BCOP	LOC108035673|XP_016966870.1|DBIA
OG0002778	LOC119077989|XP_037041264.1|BCOP	LOC108035143|XP_016966073.1|DBIA
OG0002779	LOC119080008|XP_037044079.1|BCOP	LOC108028480|XP_016955831.1|DBIA
OG0002780	LOC119085444|XP_037051758.1|BCOP, LOC119083879|XP_037049588.1|BCOP	LOC108027323|XP_016954217.1|DBIA
OG0002781	LOC119078009|XP_037041295.1|BCOP	LOC108023010|XP_016947732.1|DBIA
OG0002782	LOC119073376|XP_037034696.1|BCOP	LOC108030828|XP_016959436.1|DBIA
OG0002783	LOC119077105|XP_037040159.1|BCOP, LOC119077104|XP_037040158.1|BCOP	LOC108035497|XP_016966640.1|DBIA
OG0002784	LOC119073625|XP_037035107.1|BCOP	LOC108022458|XP_016946854.1|DBIA
OG0002785	LOC119080697|XP_037045041.1|BCOP	LOC108022039|XP_016946374.1|DBIA, LOC108030857|XP_016959490.1|DBIA
OG0002786	LOC119079500|XP_037043348.1|BCOP	LOC108035224|XP_016966242.1|DBIA
OG0002787	LOC119081764|XP_037046853.1|BCOP	LOC108028540|XP_016955928.1|DBIA
OG0002788	LOC119081791|XP_037046895.1|BCOP	LOC108028541|XP_016955929.1|DBIA
OG0002789	LOC119073033|XP_037034244.1|BCOP, LOC119081732|XP_037046791.1|BCOP	LOC108028568|XP_016955964.1|DBIA
OG0002790	LOC119082096|XP_037047358.1|BCOP	LOC108028652|XP_016956065.1|DBIA
OG0002791	LOC119066102|XP_037024271.1|BCOP	LOC108035941|XP_016967226.1|DBIA
OG0002792	LOC119076611|XP_037039366.1|BCOP	LOC108030254|XP_016958563.1|DBIA
OG0002793	LOC119074706|XP_037036892.1|BCOP	LOC108034977|XP_016965784.1|DBIA
OG0002794	LOC119080384|XP_037044587.1|BCOP	LOC108028371|XP_016955649.1|DBIA
OG0002795	LOC119077483|XP_037040590.1|BCOP	LOC108028604|XP_016956012.1|DBIA
OG0002796	LOC119080149|XP_037044262.1|BCOP	LOC108028619|XP_016956027.1|DBIA
OG0002797	LOC119079947|XP_037043952.1|BCOP	LOC108028748|XP_016956206.1|DBIA
OG0002798	LOC119080947|XP_037045469.1|BCOP	LOC108033934|XP_016964102.1|DBIA
OG0002799	LOC119075153|XP_037037446.1|BCOP	LOC108028942|XP_016956454.1|DBIA
OG0002800	LOC119079428|XP_037043231.1|BCOP	LOC108035078|XP_016965967.1|DBIA
OG0002802	LOC119073621|XP_037035100.1|BCOP	LOC108022552|XP_016947030.1|DBIA
OG0002803	LOC119066216|XP_037024434.1|BCOP	LOC108034043|XP_016964279.1|DBIA
OG0002804	LOC119074245|XP_037036165.1|BCOP	LOC108026857|XP_016953527.1|DBIA
OG0002805	LOC119068619|XP_037028175.1|BCOP	LOC108029809|XP_016957816.1|DBIA
OG0002806	LOC119079955|XP_037043961.1|BCOP	LOC108035943|XP_016967228.1|DBIA
OG0002807	LOC119079326|XP_037043017.1|BCOP	LOC108022526|XP_016946992.1|DBIA
OG0002808	LOC119081618|XP_037046558.1|BCOP	LOC108026826|XP_016953485.1|DBIA
OG0002809	LOC119080869|XP_037045344.1|BCOP	LOC108034659|XP_016965087.1|DBIA
OG0002810	LOC119073246|XP_037034469.1|BCOP	LOC108029027|XP_016956567.1|DBIA
OG0002811	LOC119085845|XP_037052246.1|BCOP	LOC108035367|XP_016966454.1|DBIA
OG0002812	LOC119073299|XP_037034576.1|BCOP	LOC108030016|XP_016958020.1|DBIA
OG0002813	LOC119073983|XP_037035789.1|BCOP	LOC108030328|XP_016958675.1|DBIA
OG0002814	LOC119084829|XP_037050805.1|BCOP	LOC108026640|XP_016953152.1|DBIA
OG0002815	LOC119083617|XP_037049249.1|BCOP	LOC108022705|XP_016947268.1|DBIA
OG0002816	LOC119079505|XP_037043355.1|BCOP	LOC108029775|XP_016957774.1|DBIA
OG0002817	LOC119079550|XP_037043433.1|BCOP	LOC108032870|XP_016962363.1|DBIA
OG0002818	LOC119073609|XP_037035080.1|BCOP	LOC108022524|XP_016946990.1|DBIA
OG0002819	LOC119080972|XP_037045508.1|BCOP	LOC108034738|XP_016965168.1|DBIA
OG0002820	LOC119080519|XP_037044824.1|BCOP	LOC108034750|XP_016965187.1|DBIA
OG0002821	LOC119074313|XP_037036258.1|BCOP	LOC108035895|XP_016967140.1|DBIA
OG0002823	LOC119081556|XP_037046481.1|BCOP	LOC108036395|XP_016967996.1|DBIA
OG0002824	LOC119081553|XP_037046473.1|BCOP	LOC108036617|XP_016968369.1|DBIA
OG0002825	LOC119085914|XP_037052361.1|BCOP, LOC119084144|XP_037049885.1|BCOP	LOC108030788|XP_016959351.1|DBIA
OG0002826	LOC119078522|XP_037041985.1|BCOP	LOC108022455|XP_016946852.1|DBIA
OG0002827	LOC119078702|XP_037042264.1|BCOP	LOC108024894|XP_016950525.1|DBIA, LOC108024895|XP_016950526.1|DBIA
OG0002828	LOC119070145|XP_037030368.1|BCOP	LOC108026777|XP_016953420.1|DBIA
OG0002829	LOC119073378|XP_037034698.1|BCOP	LOC108022949|XP_016947654.1|DBIA
OG0002830	LOC119073838|XP_037035545.1|BCOP	LOC108036342|XP_016967886.1|DBIA
OG0002831	LOC119084945|XP_037050986.1|BCOP, LOC119085162|XP_037051354.1|BCOP, LOC119066269|XP_037024519.1|BCOP	LOC108033657|XP_016963582.1|DBIA
OG0002832	LOC119071724|XP_037032635.1|BCOP	LOC108036752|XP_016968562.1|DBIA
OG0002833	LOC119081305|XP_037045959.1|BCOP	LOC108022874|XP_016947553.1|DBIA
OG0002834	LOC119071967|XP_037032993.1|BCOP	LOC108026783|XP_016953430.1|DBIA
OG0002835	LOC119073467|XP_037034866.1|BCOP	LOC108022862|XP_016947528.1|DBIA
OG0002836	LOC119081419|XP_037046217.1|BCOP	LOC108036465|XP_016968121.1|DBIA
OG0002837	LOC119081399|XP_037046181.1|BCOP	LOC108029977|XP_016957971.1|DBIA
OG0002838	LOC119073290|XP_037034571.1|BCOP	LOC108026905|XP_016953603.1|DBIA
OG0002839	LOC119073769|XP_037035333.1|BCOP	LOC108026819|XP_016953474.1|DBIA
OG0002840	LOC119070848|XP_037031253.1|BCOP	LOC108033968|XP_016964166.1|DBIA
OG0002841	LOC119066957|XP_037025576.1|BCOP	LOC108032791|XP_016962284.1|DBIA
OG0002842	LOC119066958|XP_037025578.1|BCOP	LOC108032599|XP_016962010.1|DBIA
OG0002843	LOC119076945|XP_037039896.1|BCOP	LOC108036621|XP_016968377.1|DBIA
OG0002844	LOC119081482|XP_037046377.1|BCOP	LOC108030641|XP_016959141.1|DBIA
OG0002845	LOC119084679|XP_037050652.1|BCOP	LOC108029180|XP_016956832.1|DBIA
OG0002846	LOC119076344|XP_037038939.1|BCOP, LOC119075903|XP_037038378.1|BCOP	LOC108036347|XP_016967908.1|DBIA
OG0002847	LOC119079095|XP_037042807.1|BCOP	LOC108029114|XP_016956715.1|DBIA
OG0002848	LOC119078229|XP_037041583.1|BCOP, LOC119077830|XP_037041038.1|BCOP	LOC108033958|XP_016964150.1|DBIA
OG0002849	LOC119073499|XP_037034909.1|BCOP	LOC108027063|XP_016953764.1|DBIA
OG0002850	LOC119074437|XP_037036466.1|BCOP	LOC108032750|XP_016962229.1|DBIA
OG0002851	LOC119085824|XP_037052215.1|BCOP	LOC108034013|XP_016964231.1|DBIA
OG0002852	LOC119073611|XP_037035081.1|BCOP	LOC108030436|XP_016958814.1|DBIA
OG0002853	LOC119083205|XP_037048766.1|BCOP	LOC108032658|XP_016962106.1|DBIA
OG0002854	LOC119066131|XP_037024316.1|BCOP	LOC108033938|XP_016964111.1|DBIA
OG0002855	LOC119081929|XP_037047079.1|BCOP	LOC108033936|XP_016964104.1|DBIA
