Orthogroup	BCOP.longest_only	DNOV.longest_only
OG0000663	LOC119083526|XP_037049138.1|BCOP, LOC119084562|XP_037050476.1|BCOP	LOC115762215|XP_030560208.1|DNOV
OG0000664	LOC119084314|XP_037050128.1|BCOP	LOC115765328|XP_030564690.1|DNOV
OG0000666	LOC119074750|XP_037036911.1|BCOP	LOC115766534|XP_030566361.1|DNOV, LOC115771368|XP_030572912.1|DNOV
OG0000667	LOC119083972|XP_037049670.1|BCOP	LOC115764289|XP_030563081.1|DNOV, LOC115766095|XP_030565764.1|DNOV
OG0000668	LOC119081834|XP_037046967.1|BCOP	LOC115760399|XP_030557560.1|DNOV
OG0000669	LOC119074873|XP_037037104.1|BCOP	LOC115766893|XP_030566825.1|DNOV, LOC115766894|XP_030566826.1|DNOV
OG0000670	LOC119066550|XP_037024984.1|BCOP	LOC115768176|XP_030568538.1|DNOV, LOC115766471|XP_030566275.1|DNOV
OG0000671	LOC119083639|XP_037049271.1|BCOP	LOC115771970|XP_030573742.1|DNOV, LOC115771617|XP_030573255.1|DNOV
OG0000672	LOC119072493|XP_037033628.1|BCOP	LOC115765272|XP_030564622.1|DNOV, LOC115768896|XP_030569471.1|DNOV
OG0000673	LOC119085042|XP_037051146.1|BCOP, LOC119070959|XP_037031418.1|BCOP	LOC115768789|XP_030569346.1|DNOV, LOC115769449|XP_030570122.1|DNOV
OG0000677	LOC119069211|XP_037029077.1|BCOP	LOC115770176|XP_030571196.1|DNOV, LOC115771314|XP_030572829.1|DNOV
OG0000678	LOC119072581|XP_037033726.1|BCOP	LOC115764881|XP_030564019.1|DNOV, LOC115765970|XP_030565583.1|DNOV
OG0000679	LOC119082586|XP_037048025.1|BCOP	LOC115767864|XP_030568082.1|DNOV
OG0000680	LOC119068909|XP_037028663.1|BCOP	LOC115766465|XP_030566261.1|DNOV, LOC115766438|XP_030566225.1|DNOV
OG0000681	LOC119067235|XP_037025986.1|BCOP	LOC115764053|XP_030562760.1|DNOV, LOC115767781|XP_030567970.1|DNOV
OG0000683	LOC119070419|XP_037030650.1|BCOP, LOC119084212|XP_037050002.1|BCOP, LOC119078992|XP_037042650.1|BCOP, LOC119070420|XP_037030652.1|BCOP	LOC115763968|XP_030562627.1|DNOV
OG0000684	LOC119070467|XP_037030717.1|BCOP	LOC115763839|XP_030562459.1|DNOV, LOC115772099|XP_030573921.1|DNOV
OG0000685	LOC119067026|XP_037025653.1|BCOP	LOC115764142|XP_030562875.1|DNOV
OG0000686	LOC119076703|XP_037039511.1|BCOP	LOC115760216|XP_030557331.1|DNOV, LOC115768061|XP_030568363.1|DNOV
OG0000687	LOC119068625|XP_037028186.1|BCOP	LOC115766596|XP_030566443.1|DNOV, LOC115769955|XP_030570860.1|DNOV
OG0000688	LOC119077281|XP_037040326.1|BCOP	LOC115761097|XP_030558580.1|DNOV
OG0000689	LOC119072600|XP_037033753.1|BCOP	LOC115760819|XP_030558197.1|DNOV, LOC115760818|XP_030558195.1|DNOV
OG0000690	LOC119074983|XP_037037281.1|BCOP, LOC119074701|XP_037036884.1|BCOP, LOC119074703|XP_037036886.1|BCOP	LOC115768204|XP_030568576.1|DNOV
OG0000691	LOC119080294|XP_037044461.1|BCOP	LOC115763300|XP_030561651.1|DNOV, LOC115770032|XP_030570954.1|DNOV
OG0000692	LOC119081061|XP_037045671.1|BCOP	LOC115762628|XP_030560790.1|DNOV
OG0000694	LOC119076648|XP_037039417.1|BCOP	LOC115768344|XP_030568767.1|DNOV, LOC115766656|XP_030566480.1|DNOV
OG0000695	LOC119070822|XP_037031215.1|BCOP	LOC115759106|XP_030555805.1|DNOV, LOC115759338|XP_030556117.1|DNOV
OG0000696	LOC119079130|XP_037042854.1|BCOP	LOC115760003|XP_030557021.1|DNOV
OG0000697	LOC119066369|XP_037024688.1|BCOP	LOC115764346|XP_030563164.1|DNOV, LOC115758904|XP_030555561.1|DNOV
OG0000698	LOC119078762|XP_037042365.1|BCOP	LOC115768551|XP_030569021.1|DNOV, LOC115768548|XP_030569018.1|DNOV
OG0000699	LOC119066436|XP_037024823.1|BCOP	LOC115760027|XP_030557049.1|DNOV, LOC115768643|XP_030569175.1|DNOV
OG0000700	LOC119066147|XP_037024337.1|BCOP	LOC115765977|XP_030565595.1|DNOV, LOC115759040|XP_030555722.1|DNOV
OG0000701	LOC119073563|XP_037035015.1|BCOP	LOC115760727|XP_030558061.1|DNOV, LOC115766304|XP_030566041.1|DNOV
OG0000702	LOC119084342|XP_037050169.1|BCOP	LOC115763795|XP_030562386.1|DNOV, LOC115763797|XP_030562393.1|DNOV
OG0000703	LOC119083168|XP_037048717.1|BCOP	LOC115763301|XP_030561652.1|DNOV, LOC115760513|XP_030557734.1|DNOV
OG0000704	LOC119074966|XP_037037253.1|BCOP, LOC119076501|XP_037039177.1|BCOP	LOC115765441|XP_030564867.1|DNOV, LOC115772027|XP_030573817.1|DNOV
OG0000705	LOC119084181|XP_037049937.1|BCOP	LOC115769975|XP_030570893.1|DNOV
OG0000706	LOC119069039|XP_037028806.1|BCOP	LOC115767718|XP_030567883.1|DNOV, LOC115767989|XP_030568250.1|DNOV
OG0000707	LOC119075958|XP_037038430.1|BCOP	LOC115766613|XP_030566464.1|DNOV, LOC115765239|XP_030564556.1|DNOV
OG0000708	LOC119068541|XP_037028054.1|BCOP	LOC115768226|XP_030568613.1|DNOV, LOC115768754|XP_030569301.1|DNOV
OG0000709	LOC119084049|XP_037049780.1|BCOP	LOC115772080|XP_030573893.1|DNOV, LOC115765127|XP_030564382.1|DNOV
OG0000710	LOC119084227|XP_037050021.1|BCOP	LOC115761269|XP_030558842.1|DNOV, LOC115760563|XP_030557829.1|DNOV
OG0000711	LOC119066858|XP_037025427.1|BCOP	LOC115770356|XP_030571454.1|DNOV, LOC115766879|XP_030566804.1|DNOV
OG0000712	LOC119071224|XP_037031933.1|BCOP	LOC115763821|XP_030562431.1|DNOV, LOC115763808|XP_030562412.1|DNOV
OG0000713	LOC119068151|XP_037027518.1|BCOP	LOC115764013|XP_030562700.1|DNOV, LOC115760403|XP_030557562.1|DNOV, LOC115761341|XP_030558940.1|DNOV
OG0000714	LOC119071230|XP_037031942.1|BCOP	LOC115767258|XP_030567334.1|DNOV, LOC115766920|XP_030566864.1|DNOV
OG0000716	LOC119082038|XP_037047261.1|BCOP	LOC115766904|XP_030566842.1|DNOV, LOC115770095|XP_030571064.1|DNOV
OG0000717	LOC119066304|XP_037024582.1|BCOP, LOC119071962|XP_037032988.1|BCOP, LOC119075911|XP_037038390.1|BCOP, LOC119071961|XP_037032987.1|BCOP, LOC119075675|XP_037038088.1|BCOP, LOC119080157|XP_037044276.1|BCOP, LOC119073186|XP_037034388.1|BCOP	LOC115770325|XP_030571422.1|DNOV
OG0000718	LOC119079854|XP_037043819.1|BCOP	LOC115767954|XP_030568199.1|DNOV, LOC115759744|XP_030556642.1|DNOV
OG0000719	LOC119066568|XP_037025011.1|BCOP, LOC119078939|XP_037042584.1|BCOP	LOC115769501|XP_030570181.1|DNOV, LOC115770340|XP_030571437.1|DNOV
OG0000724	LOC119067821|XP_037026879.1|BCOP	LOC115765413|XP_030564817.1|DNOV, LOC115757761|XP_030554032.1|DNOV
OG0000726	LOC119077102|XP_037040156.1|BCOP	LOC115761420|XP_030559040.1|DNOV, LOC115761562|XP_030559207.1|DNOV
OG0000727	LOC119068219|XP_037027607.1|BCOP	LOC115759495|XP_030556294.1|DNOV, LOC115759528|XP_030556337.1|DNOV, LOC115759529|XP_030556339.1|DNOV
OG0000728	LOC119069282|XP_037029239.1|BCOP	LOC115761866|XP_030559724.1|DNOV
OG0000729	LOC119067929|XP_037027138.1|BCOP, LOC119077431|XP_037040541.1|BCOP	LOC115761639|XP_030559332.1|DNOV, LOC115761640|XP_030559334.1|DNOV
OG0000730	LOC119081281|XP_037045937.1|BCOP	LOC115769489|XP_030570171.1|DNOV, LOC115759999|XP_030557016.1|DNOV
OG0000731	LOC119071760|XP_037032699.1|BCOP	LOC115766954|XP_030566901.1|DNOV, LOC115760800|XP_030558156.1|DNOV
OG0000732	LOC119081475|XP_037046368.1|BCOP	LOC115771111|XP_030572531.1|DNOV, LOC115771170|XP_030572613.1|DNOV
OG0000733	LOC119081060|XP_037045670.1|BCOP	LOC115764230|XP_030563007.1|DNOV, LOC115769923|XP_030570808.1|DNOV
OG0000734	LOC119080046|XP_037044143.1|BCOP	LOC115770494|XP_030571643.1|DNOV
OG0000735	LOC119083131|XP_037048665.1|BCOP	LOC115768279|XP_030568676.1|DNOV, LOC115763462|XP_030561898.1|DNOV
OG0000736	LOC119078601|XP_037042085.1|BCOP	LOC115759738|XP_030556630.1|DNOV, LOC115760034|XP_030557061.1|DNOV
OG0000737	LOC119069714|XP_037029733.1|BCOP	LOC115761593|XP_030559253.1|DNOV
OG0000738	LOC119071595|XP_037032445.1|BCOP	LOC115758638|XP_030555234.1|DNOV, LOC115763430|XP_030561851.1|DNOV
OG0000739	LOC119080521|XP_037044826.1|BCOP	LOC115764718|XP_030563777.1|DNOV
OG0000740	LOC119073420|XP_037034760.1|BCOP	LOC115768532|XP_030568980.1|DNOV, LOC115769090|XP_030569661.1|DNOV
OG0000740	LOC119084094|XP_037049828.1|BCOP	LOC115766145|XP_030565840.1|DNOV
OG0000741	LOC119074818|XP_037037001.1|BCOP, LOC119076670|XP_037039459.1|BCOP	LOC115760133|XP_030557192.1|DNOV, LOC115765269|XP_030564618.1|DNOV
OG0000742	LOC119072457|XP_037033579.1|BCOP	LOC115764314|XP_030563112.1|DNOV, LOC115764380|XP_030563201.1|DNOV
OG0000743	LOC119075774|XP_037038222.1|BCOP	LOC115769862|XP_030570720.1|DNOV, LOC115766565|XP_030566405.1|DNOV
OG0000744	LOC119072391|XP_037033495.1|BCOP, LOC119072390|XP_037033494.1|BCOP	LOC115758878|XP_030555536.1|DNOV, LOC115765428|XP_030564837.1|DNOV, LOC115772042|XP_030573842.1|DNOV
OG0000745	LOC119077588|XP_037040691.1|BCOP	LOC115762188|XP_030560171.1|DNOV
OG0000746	LOC119071521|XP_037032289.1|BCOP, LOC119084193|XP_037049965.1|BCOP	LOC115759535|XP_030556350.1|DNOV
OG0000747	LOC119071913|XP_037032930.1|BCOP	LOC115771562|XP_030573172.1|DNOV, LOC115771507|XP_030573096.1|DNOV
OG0000748	LOC119067557|XP_037026516.1|BCOP	LOC115759171|XP_030555903.1|DNOV, LOC115768456|XP_030568879.1|DNOV
OG0000753	LOC119081088|XP_037045727.1|BCOP	LOC115771734|XP_030573420.1|DNOV, LOC115762833|XP_030561060.1|DNOV
OG0000754	LOC119080422|XP_037044658.1|BCOP	LOC115767236|XP_030567297.1|DNOV, LOC115768063|XP_030568366.1|DNOV
OG0000755	LOC119070065|XP_037030253.1|BCOP	LOC115761466|XP_030559092.1|DNOV, LOC115761465|XP_030559091.1|DNOV
OG0000757	LOC119081608|XP_037046545.1|BCOP	LOC115760002|XP_030557020.1|DNOV, LOC115766959|XP_030566907.1|DNOV
OG0000758	LOC119080295|XP_037044462.1|BCOP, LOC119073870|XP_037035636.1|BCOP	LOC115762699|XP_030560883.1|DNOV, LOC115762607|XP_030560763.1|DNOV
OG0000759	LOC119078818|XP_037042423.1|BCOP	LOC115769665|XP_030570438.1|DNOV, LOC115769803|XP_030570631.1|DNOV
OG0000760	LOC119074093|XP_037035947.1|BCOP	LOC115764035|XP_030562748.1|DNOV
OG0000761	LOC119082602|XP_037048054.1|BCOP	LOC115763290|XP_030561638.1|DNOV, LOC115763289|XP_030561634.1|DNOV
OG0000762	LOC119076339|XP_037038927.1|BCOP	LOC115758576|XP_030555153.1|DNOV
OG0000762	LOC119078534|XP_037041996.1|BCOP	LOC115758625|XP_030555219.1|DNOV
OG0000763	LOC119070925|XP_037031362.1|BCOP	LOC115758418|XP_030554926.1|DNOV, LOC115758420|XP_030554929.1|DNOV
OG0000765	LOC119066365|XP_037024682.1|BCOP	LOC115765810|XP_030565392.1|DNOV, LOC115764248|XP_030563026.1|DNOV
OG0000766	LOC119067516|XP_037026432.1|BCOP	LOC115763247|XP_030561585.1|DNOV, LOC115765161|XP_030564431.1|DNOV
OG0000767	LOC119079320|XP_037043010.1|BCOP	LOC115759491|XP_030556289.1|DNOV, LOC115771502|XP_030573088.1|DNOV
OG0000768	LOC119074908|XP_037037150.1|BCOP	LOC115770428|XP_030571556.1|DNOV
OG0000769	LOC119084810|XP_037050774.1|BCOP	LOC115761515|XP_030559144.1|DNOV, LOC115765262|XP_030564601.1|DNOV
OG0000771	LOC119085304|XP_037051547.1|BCOP, LOC119070582|XP_037030885.1|BCOP, LOC119070583|XP_037030886.1|BCOP	LOC115767118|XP_030567133.1|DNOV
OG0000772	LOC119078461|XP_037041893.1|BCOP, LOC119085562|XP_037051890.1|BCOP, LOC119069554|XP_037029530.1|BCOP	LOC115760514|XP_030557737.1|DNOV, LOC115770784|XP_030572064.1|DNOV
OG0000778	LOC119067498|XP_037026398.1|BCOP	LOC115761486|XP_030559113.1|DNOV, LOC115760371|XP_030557524.1|DNOV
OG0000779	LOC119072148|XP_037033186.1|BCOP, LOC119070336|XP_037030511.1|BCOP	LOC115765327|XP_030564688.1|DNOV
OG0000780	LOC119069133|XP_037028934.1|BCOP, LOC119074652|XP_037036825.1|BCOP, LOC119067816|XP_037026870.1|BCOP, LOC119075273|XP_037037562.1|BCOP	LOC115761471|XP_030559101.1|DNOV
OG0000781	LOC119067818|XP_037026875.1|BCOP	LOC115768601|XP_030569112.1|DNOV, LOC115770411|XP_030571532.1|DNOV
OG0000782	LOC119085853|XP_037052258.1|BCOP	LOC115770378|XP_030571487.1|DNOV, LOC115768800|XP_030569356.1|DNOV
OG0000783	LOC119074637|XP_037036808.1|BCOP	LOC115757668|XP_030553846.1|DNOV, LOC115768769|XP_030569319.1|DNOV
OG0000784	LOC119083273|XP_037048859.1|BCOP	LOC115771010|XP_030572376.1|DNOV, LOC115767011|XP_030566993.1|DNOV
OG0000785	LOC119071481|XP_037032226.1|BCOP	LOC115764812|XP_030563918.1|DNOV
OG0000786	LOC119083249|XP_037048807.1|BCOP	LOC115769035|XP_030569602.1|DNOV
OG0000786	LOC119067170|XP_037025869.1|BCOP	LOC115761690|XP_030559416.1|DNOV
OG0000787	LOC119073161|XP_037034357.1|BCOP, LOC119073160|XP_037034356.1|BCOP	LOC115769980|XP_030570901.1|DNOV
OG0000788	LOC119081625|XP_037046569.1|BCOP	LOC115771250|XP_030572710.1|DNOV
OG0000789	LOC119085993|XP_037052459.1|BCOP	LOC115759306|XP_030556071.1|DNOV, LOC115759311|XP_030556081.1|DNOV
OG0000791	LOC119069590|XP_037029575.1|BCOP	LOC115764900|XP_030564051.1|DNOV
OG0000792	LOC119084707|XP_037050684.1|BCOP, LOC119072704|XP_037033871.1|BCOP	LOC115758943|XP_030555602.1|DNOV
OG0000793	LOC119076761|XP_037039614.1|BCOP, LOC119068736|XP_037028329.1|BCOP	LOC115763802|XP_030562406.1|DNOV, LOC115763806|XP_030562409.1|DNOV, LOC115763805|XP_030562408.1|DNOV
OG0000794	LOC119082300|XP_037047679.1|BCOP, LOC119066181|XP_037024381.1|BCOP, LOC119082299|XP_037047678.1|BCOP	LOC115768823|XP_030569380.1|DNOV
OG0000795	LOC119084406|XP_037050268.1|BCOP	LOC115768361|XP_030568789.1|DNOV, LOC115767914|XP_030568144.1|DNOV
OG0000796	LOC119084327|XP_037050152.1|BCOP	LOC115759457|XP_030556249.1|DNOV, LOC115768315|XP_030568724.1|DNOV
OG0000797	LOC119076167|XP_037038747.1|BCOP	LOC115761700|XP_030559433.1|DNOV
OG0000798	LOC119071212|XP_037031903.1|BCOP	LOC115764575|XP_030563573.1|DNOV
OG0000799	LOC119074621|XP_037036780.1|BCOP	LOC115766475|XP_030566280.1|DNOV
OG0000800	LOC119080459|XP_037044724.1|BCOP, LOC119066846|XP_037025409.1|BCOP, LOC119066057|XP_037024177.1|BCOP	LOC115769587|XP_030570323.1|DNOV, LOC115769807|XP_030570635.1|DNOV, LOC115769806|XP_030570634.1|DNOV
OG0000801	LOC119071073|XP_037031606.1|BCOP	LOC115766552|XP_030566388.1|DNOV, LOC115766537|XP_030566365.1|DNOV
OG0000802	LOC119081430|XP_037046246.1|BCOP, LOC119084813|XP_037050780.1|BCOP, LOC119070483|XP_037030768.1|BCOP	LOC115767572|XP_030567718.1|DNOV
OG0000803	LOC119075633|XP_037038009.1|BCOP	LOC115760118|XP_030557173.1|DNOV, LOC115770208|XP_030571262.1|DNOV
OG0000804	LOC119071673|XP_037032547.1|BCOP	LOC115757940|XP_030554271.1|DNOV, LOC115763734|XP_030562293.1|DNOV, LOC115763730|XP_030562285.1|DNOV
OG0000805	LOC119076350|XP_037038942.1|BCOP	LOC115760979|XP_030558442.1|DNOV, LOC115759042|XP_030555725.1|DNOV
OG0000811	LOC119084745|XP_037050710.1|BCOP, LOC119072707|XP_037033872.1|BCOP	LOC115772069|XP_030573880.1|DNOV, LOC115762513|XP_030560618.1|DNOV
OG0000812	LOC119083724|XP_037049416.1|BCOP	LOC115766315|XP_030566058.1|DNOV
OG0000813	LOC119067956|XP_037027175.1|BCOP	LOC115759557|XP_030556384.1|DNOV
OG0000813	LOC119080286|XP_037044451.1|BCOP	LOC115765946|XP_030565552.1|DNOV
OG0000814	LOC119078943|XP_037042585.1|BCOP, LOC119069742|XP_037029776.1|BCOP, LOC119075556|XP_037037919.1|BCOP, LOC119085690|XP_037052031.1|BCOP, LOC119070575|XP_037030881.1|BCOP, LOC119084670|XP_037050642.1|BCOP, LOC119066154|XP_037024353.1|BCOP, LOC119078433|XP_037041841.1|BCOP, LOC119078432|XP_037041840.1|BCOP, LOC119075461|XP_037037800.1|BCOP, LOC119082399|XP_037047825.1|BCOP, LOC119077705|XP_037040876.1|BCOP, LOC119077703|XP_037040874.1|BCOP, LOC119077704|XP_037040875.1|BCOP, LOC119074417|XP_037036441.1|BCOP, LOC119079959|XP_037043966.1|BCOP, LOC119073096|XP_037034309.1|BCOP	LOC115760150|XP_030557221.1|DNOV
OG0000815	LOC119082603|XP_037048059.1|BCOP, LOC119080426|XP_037044671.1|BCOP	LOC115765914|XP_030565520.1|DNOV
OG0000816	LOC119070839|XP_037031244.1|BCOP	LOC115768189|XP_030568559.1|DNOV, LOC115761327|XP_030558920.1|DNOV
OG0000818	LOC119075904|XP_037038375.1|BCOP	LOC115768231|XP_030568617.1|DNOV, LOC115760223|XP_030557336.1|DNOV
OG0000819	LOC119068462|XP_037027949.1|BCOP	LOC115766883|XP_030566813.1|DNOV, LOC115766885|XP_030566816.1|DNOV
OG0000821	LOC119083527|XP_037049139.1|BCOP	LOC115761388|XP_030559000.1|DNOV, LOC115757990|XP_030554343.1|DNOV
OG0000822	LOC119074660|XP_037036836.1|BCOP	LOC115763575|XP_030562053.1|DNOV
OG0000824	LOC119069942|XP_037030062.1|BCOP	LOC115760842|XP_030558246.1|DNOV, LOC115760176|XP_030557260.1|DNOV
OG0000830	LOC119081667|XP_037046645.1|BCOP, LOC119066986|XP_037025607.1|BCOP, LOC119081668|XP_037046646.1|BCOP, LOC119081676|XP_037046656.1|BCOP	LOC115768221|XP_030568606.1|DNOV
OG0000831	LOC119068183|XP_037027573.1|BCOP, LOC119068182|XP_037027572.1|BCOP, LOC119081077|XP_037045715.1|BCOP, LOC119069201|XP_037029057.1|BCOP, LOC119068184|XP_037027574.1|BCOP, LOC119068185|XP_037027575.1|BCOP	LOC115757845|XP_030554139.1|DNOV
OG0000832	LOC119081551|XP_037046469.1|BCOP	LOC115760755|XP_030558093.1|DNOV, LOC115758705|XP_030555313.1|DNOV
OG0000836	LOC119085395|XP_037051689.1|BCOP	LOC115759923|XP_030556919.1|DNOV
OG0000837	LOC119076471|XP_037039142.1|BCOP	LOC115765308|XP_030564663.1|DNOV
OG0000838	LOC119068074|XP_037027375.1|BCOP	LOC115759831|XP_030556783.1|DNOV, LOC115760019|XP_030557041.1|DNOV
OG0000839	LOC119070071|XP_037030263.1|BCOP	LOC115763825|XP_030562438.1|DNOV, LOC115762547|XP_030560680.1|DNOV, LOC115770700|XP_030571954.1|DNOV
OG0000840	LOC119080753|XP_037045206.1|BCOP	LOC115768402|XP_030568839.1|DNOV, LOC115768813|XP_030569370.1|DNOV
OG0000841	LOC119084366|XP_037050211.1|BCOP	LOC115772088|XP_030573907.1|DNOV
OG0000841	LOC119083016|XP_037048548.1|BCOP	LOC115772107|XP_030573932.1|DNOV
OG0000842	LOC119072389|XP_037033493.1|BCOP, LOC119072384|XP_037033480.1|BCOP	LOC115772086|XP_030573904.1|DNOV
OG0000843	LOC119079035|XP_037042717.1|BCOP	LOC115761035|XP_030558512.1|DNOV
OG0000844	LOC119083170|XP_037048724.1|BCOP	LOC115759435|XP_030556210.1|DNOV
OG0000846	LOC119068707|XP_037028291.1|BCOP, LOC119070787|XP_037031160.1|BCOP, LOC119079003|XP_037042665.1|BCOP	LOC115764958|XP_030564140.1|DNOV
OG0000847	LOC119072346|XP_037033430.1|BCOP	LOC115758681|XP_030555282.1|DNOV, LOC115761151|XP_030558681.1|DNOV
OG0000854	LOC119069498|XP_037029463.1|BCOP	LOC115768795|XP_030569351.1|DNOV, LOC115768796|XP_030569352.1|DNOV
OG0000855	LOC119068890|XP_037028652.1|BCOP	LOC115768902|XP_030569479.1|DNOV
OG0000856	LOC119067987|XP_037027238.1|BCOP	LOC115771525|XP_030573120.1|DNOV
OG0000857	LOC119068999|XP_037028771.1|BCOP, LOC119072698|XP_037033864.1|BCOP	LOC115766317|XP_030566066.1|DNOV
OG0000858	LOC119083251|XP_037048820.1|BCOP, LOC119067888|XP_037027065.1|BCOP	LOC115761304|XP_030558891.1|DNOV
OG0000859	LOC119085393|XP_037051685.1|BCOP, LOC119078142|XP_037041511.1|BCOP, LOC119078141|XP_037041510.1|BCOP, LOC119066056|XP_037024176.1|BCOP	LOC115766791|XP_030566670.1|DNOV, LOC115760483|XP_030557683.1|DNOV
OG0000860	LOC119079717|XP_037043668.1|BCOP, LOC119075551|XP_037037913.1|BCOP	LOC115762781|XP_030560992.1|DNOV
OG0000861	LOC119074061|XP_037035907.1|BCOP	LOC115760922|XP_030558357.1|DNOV, LOC115762298|XP_030560324.1|DNOV
OG0000862	LOC119073900|XP_037035684.1|BCOP	LOC115761000|XP_030558470.1|DNOV
OG0000863	LOC119066209|XP_037024425.1|BCOP	LOC115771950|XP_030573713.1|DNOV, LOC115770693|XP_030571945.1|DNOV, LOC115764544|XP_030563518.1|DNOV
OG0000864	LOC119066527|XP_037024946.1|BCOP	LOC115769205|XP_030569772.1|DNOV, LOC115767328|XP_030567431.1|DNOV
OG0000865	LOC119073880|XP_037035655.1|BCOP	LOC115761578|XP_030559226.1|DNOV
OG0000866	LOC119066067|XP_037024188.1|BCOP	LOC115758781|XP_030555412.1|DNOV
OG0000867	LOC119067861|XP_037027007.1|BCOP	LOC115759116|XP_030555818.1|DNOV, LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV
OG0000868	LOC119072834|XP_037034037.1|BCOP	LOC115768195|XP_030568566.1|DNOV
OG0000869	LOC119071912|XP_037032926.1|BCOP	LOC115761611|XP_030559272.1|DNOV, LOC115761660|XP_030559361.1|DNOV, LOC115761650|XP_030559349.1|DNOV, LOC115761703|XP_030559434.1|DNOV, LOC115761728|XP_030559468.1|DNOV, LOC115761661|XP_030559362.1|DNOV
OG0000870	LOC119079910|XP_037043895.1|BCOP	LOC115762875|XP_030561113.1|DNOV
OG0000871	LOC119066342|XP_037024650.1|BCOP, LOC119080211|XP_037044344.1|BCOP, LOC119084154|XP_037049900.1|BCOP, LOC119073231|XP_037034438.1|BCOP, LOC119073153|XP_037034349.1|BCOP, LOC119084536|XP_037050440.1|BCOP, LOC119079324|XP_037043015.1|BCOP, LOC119069709|XP_037029728.1|BCOP, LOC119069530|XP_037029500.1|BCOP, LOC119070130|XP_037030348.1|BCOP, LOC119071216|XP_037031920.1|BCOP, LOC119079423|XP_037043223.1|BCOP, LOC119082646|XP_037048121.1|BCOP, LOC119071173|XP_037031831.1|BCOP	LOC115757820|XP_030554104.1|DNOV
OG0000872	LOC119072985|XP_037034201.1|BCOP	LOC115766309|XP_030566052.1|DNOV
OG0000873	LOC119066871|XP_037025438.1|BCOP, LOC119066872|XP_037025441.1|BCOP	LOC115771552|XP_030573157.1|DNOV
OG0000874	LOC119071112|XP_037031653.1|BCOP	LOC115764308|XP_030563106.1|DNOV, LOC115766620|XP_030566470.1|DNOV
OG0000875	LOC119085447|XP_037051763.1|BCOP	LOC115765678|XP_030565197.1|DNOV, LOC115770149|XP_030571162.1|DNOV
OG0000877	LOC119080405|XP_037044630.1|BCOP	LOC115771580|XP_030573197.1|DNOV, LOC115771356|XP_030572888.1|DNOV
OG0000882	LOC119067316|XP_037026121.1|BCOP	LOC115767212|XP_030567266.1|DNOV
OG0000884	LOC119068721|XP_037028308.1|BCOP	LOC115771324|XP_030572849.1|DNOV
OG0000885	LOC119068824|XP_037028491.1|BCOP	LOC115771781|XP_030573501.1|DNOV
OG0000886	LOC119083322|XP_037048902.1|BCOP, LOC119083347|XP_037048934.1|BCOP	LOC115761711|XP_030559446.1|DNOV, LOC115761712|XP_030559447.1|DNOV
OG0000887	LOC119070304|XP_037030468.1|BCOP	LOC115768208|XP_030568581.1|DNOV
OG0000888	LOC119080382|XP_037044584.1|BCOP	LOC115768071|XP_030568386.1|DNOV, LOC115770707|XP_030571964.1|DNOV
OG0000889	LOC119080079|XP_037044194.1|BCOP	LOC115770289|XP_030571384.1|DNOV
OG0000890	LOC119074495|XP_037036542.1|BCOP	LOC115762706|XP_030560894.1|DNOV
OG0000891	LOC119071905|XP_037032913.1|BCOP	LOC115759711|XP_030556571.1|DNOV
OG0000892	LOC119078708|XP_037042273.1|BCOP	LOC115770507|XP_030571666.1|DNOV
OG0000893	LOC119075563|XP_037037925.1|BCOP, LOC119075564|XP_037037927.1|BCOP, LOC119077985|XP_037041261.1|BCOP, LOC119084453|XP_037050329.1|BCOP, LOC119067881|XP_037027052.1|BCOP, LOC119074918|XP_037037203.1|BCOP	LOC115761506|XP_030559134.1|DNOV
OG0000894	LOC119068826|XP_037028494.1|BCOP	LOC115763763|XP_030562337.1|DNOV, LOC115759580|XP_030556408.1|DNOV
OG0000896	LOC119071864|XP_037032821.1|BCOP	LOC115766476|XP_030566283.1|DNOV
OG0000907	LOC119069087|XP_037028864.1|BCOP	LOC115761045|XP_030558522.1|DNOV
OG0000909	LOC119067056|XP_037025697.1|BCOP	LOC115764668|XP_030563716.1|DNOV
OG0000910	LOC119075482|XP_037037828.1|BCOP	LOC115768798|XP_030569354.1|DNOV, LOC115764894|XP_030564042.1|DNOV
OG0000911	LOC119072888|XP_037034106.1|BCOP	LOC115761073|XP_030558552.1|DNOV
OG0000912	LOC119075043|XP_037037336.1|BCOP	LOC115769805|XP_030570633.1|DNOV
OG0000913	LOC119080701|XP_037045051.1|BCOP	LOC115770359|XP_030571461.1|DNOV
OG0000914	LOC119081480|XP_037046373.1|BCOP	LOC115761058|XP_030558533.1|DNOV
OG0000915	LOC119084701|XP_037050673.1|BCOP	LOC115760600|XP_030557939.1|DNOV
OG0000916	LOC119085310|XP_037051561.1|BCOP, LOC119083725|XP_037049418.1|BCOP, LOC119083824|XP_037049514.1|BCOP, LOC119083729|XP_037049422.1|BCOP	LOC115759735|XP_030556616.1|DNOV
OG0000917	LOC119082593|XP_037048030.1|BCOP	LOC115768651|XP_030569187.1|DNOV, LOC115758376|XP_030554838.1|DNOV
OG0000918	LOC119076314|XP_037038876.1|BCOP	LOC115763612|XP_030562099.1|DNOV
OG0000920	LOC119083049|XP_037048568.1|BCOP	LOC115771319|XP_030572843.1|DNOV
