Orthogroup	BCOP.longest_only	DSUZ.longest_only
OG0001026	LOC119065982|XP_037024085.1|BCOP, LOC119075085|XP_037037371.1|BCOP, LOC119074505|XP_037036557.1|BCOP	LOC108019784|XP_016943265.1|DSUZ
OG0001027	LOC119076434|XP_037039078.1|BCOP	LOC108015810|XP_016937862.1|DSUZ
OG0001028	LOC119080337|XP_037044529.1|BCOP, LOC119082899|XP_037048456.1|BCOP, LOC119077960|XP_037041235.1|BCOP, LOC119077717|XP_037040893.1|BCOP, LOC119077716|XP_037040890.1|BCOP	LOC108009872|XP_016930067.1|DSUZ
OG0001031	LOC119071712|XP_037032601.1|BCOP	LOC108005668|XP_036677536.1|DSUZ, LOC118878792|XP_036677707.1|DSUZ, LOC108014264|XP_036677680.1|DSUZ
OG0001032	LOC119081634|XP_037046580.1|BCOP, LOC119081743|XP_037046809.1|BCOP, LOC119075007|XP_037037305.1|BCOP	LOC108014232|XP_036677818.1|DSUZ, LOC108019450|XP_036677821.1|DSUZ
OG0001033	LOC119068730|XP_037028321.1|BCOP, LOC119066556|XP_037024997.1|BCOP	LOC108006354|XP_016925364.2|DSUZ, LOC108016785|XP_016939042.1|DSUZ
OG0001034	LOC119076343|XP_037038934.1|BCOP	LOC108013129|XP_036670527.1|DSUZ
OG0001042	LOC119084984|XP_037051038.1|BCOP	LOC108012166|XP_016932948.2|DSUZ
OG0001043	LOC119085900|XP_037052342.1|BCOP, LOC119069916|XP_037030028.1|BCOP	LOC108005436|XP_016924211.1|DSUZ
OG0001044	LOC119073827|XP_037035519.1|BCOP, LOC119085590|XP_037051902.1|BCOP	LOC108008431|XP_016927770.1|DSUZ
OG0001045	LOC119069797|XP_037029846.1|BCOP	LOC108008324|XP_016927632.1|DSUZ
OG0001046	LOC119085214|XP_037051420.1|BCOP	LOC108008518|XP_016927877.1|DSUZ, LOC108008517|XP_016927875.1|DSUZ
OG0001047	LOC119066651|XP_037025117.1|BCOP, LOC119073202|XP_037034406.1|BCOP	LOC108019847|XP_016943372.1|DSUZ
OG0001048	LOC119085139|XP_037051310.1|BCOP	LOC108014225|XP_016935748.1|DSUZ, LOC118876992|XP_036669681.1|DSUZ, LOC118876994|XP_036669684.1|DSUZ, LOC118876993|XP_036669683.1|DSUZ, LOC108009650|XP_016929653.2|DSUZ
OG0001049	LOC119080206|XP_037044340.1|BCOP	LOC108005897|XP_036671321.1|DSUZ
OG0001050	LOC119081569|XP_037046495.1|BCOP	LOC108005619|XP_036672051.1|DSUZ
OG0001051	LOC119076391|XP_037039010.1|BCOP	LOC108013411|XP_016934761.1|DSUZ
OG0001052	LOC119075377|XP_037037706.1|BCOP	LOC108005803|XP_016924625.1|DSUZ
OG0001053	LOC119072009|XP_037033024.1|BCOP, LOC119071048|XP_037031555.1|BCOP	LOC108017002|XP_016939443.1|DSUZ
OG0001054	LOC119077890|XP_037041149.1|BCOP	LOC108005966|XP_016924888.2|DSUZ, LOC108005967|XP_016924890.2|DSUZ
OG0001056	LOC119075793|XP_037038255.1|BCOP	LOC108009782|XP_016929913.1|DSUZ, LOC108019191|XP_016942453.1|DSUZ
OG0001057	LOC119081015|XP_037045593.1|BCOP	LOC108019318|XP_016942631.1|DSUZ
OG0001058	LOC119067766|XP_037026805.1|BCOP	LOC108005502|XP_016924297.2|DSUZ
OG0001059	LOC119082553|XP_037047962.1|BCOP	LOC108005787|XP_036670882.1|DSUZ, LOC108017019|XP_036670525.1|DSUZ
OG0001060	LOC119067032|XP_037025663.1|BCOP	LOC108015677|XP_016937679.2|DSUZ
OG0001072	LOC119076224|XP_037038774.1|BCOP	LOC108007490|XP_036671994.1|DSUZ, LOC108016770|XP_016939024.1|DSUZ
OG0001073	LOC119068180|XP_037027566.1|BCOP	LOC108018759|XP_036675481.1|DSUZ
OG0001074	LOC119083179|XP_037048734.1|BCOP	LOC108019628|XP_016942999.1|DSUZ
OG0001075	LOC119073761|XP_037035323.1|BCOP	LOC108012964|XP_016934007.1|DSUZ
OG0001076	LOC119072133|XP_037033170.1|BCOP, LOC119072298|XP_037033372.1|BCOP	LOC118877228|XP_036670560.1|DSUZ
OG0001078	LOC119083630|XP_037049263.1|BCOP, LOC119083310|XP_037048891.1|BCOP, LOC119085253|XP_037051484.1|BCOP, LOC119083868|XP_037049572.1|BCOP, LOC119066619|XP_037025072.1|BCOP, LOC119074776|XP_037036944.1|BCOP, LOC119073855|XP_037035613.1|BCOP	LOC108004830|XP_016923395.2|DSUZ
OG0001079	LOC119080836|XP_037045291.1|BCOP	LOC108020070|XP_036670532.1|DSUZ
OG0001080	LOC119076015|XP_037038502.1|BCOP	LOC108013271|XP_016934527.1|DSUZ
OG0001081	LOC119077092|XP_037040147.1|BCOP, LOC119076408|XP_037039035.1|BCOP, LOC119073269|XP_037034544.1|BCOP	LOC108015956|XP_016937579.2|DSUZ
OG0001082	LOC119076850|XP_037039752.1|BCOP	LOC108009852|XP_016930038.1|DSUZ
OG0001083	LOC119082042|XP_037047264.1|BCOP, LOC119066221|XP_037024443.1|BCOP, LOC119074746|XP_037036908.1|BCOP	LOC108005225|XP_016923904.1|DSUZ, LOC108012351|XP_016933192.1|DSUZ
OG0001084	LOC119076818|XP_037039701.1|BCOP, LOC119073995|XP_037035817.1|BCOP	LOC108017996|XP_016940833.1|DSUZ
OG0001086	LOC119071574|XP_037032409.1|BCOP	LOC118877872|XP_036674093.1|DSUZ, LOC108008586|XP_016927953.1|DSUZ
OG0001087	LOC119074448|XP_037036474.1|BCOP	LOC108021162|XP_016945230.1|DSUZ, LOC108019019|XP_036669631.1|DSUZ
OG0001088	LOC119076941|XP_037039884.1|BCOP	LOC108012600|XP_016933508.1|DSUZ
OG0001089	LOC119080047|XP_037044149.1|BCOP	LOC118877389|XP_036671889.1|DSUZ, LOC118877393|XP_036671897.1|DSUZ, LOC118877392|XP_036671896.1|DSUZ, LOC108020041|XP_036671891.1|DSUZ, LOC118877391|XP_036671895.1|DSUZ, LOC108020038|XP_036671893.1|DSUZ, LOC118877390|XP_036671894.1|DSUZ, LOC108020010|XP_036671888.1|DSUZ, LOC108020039|XP_016943621.2|DSUZ
OG0001090	LOC119081801|XP_037046915.1|BCOP	LOC108011840|XP_036672006.1|DSUZ
OG0001092	LOC119076984|XP_037039983.1|BCOP	LOC108005781|XP_016924603.1|DSUZ
OG0001093	LOC119076993|XP_037039996.1|BCOP, LOC119076994|XP_037039998.1|BCOP	LOC108007974|XP_016927239.1|DSUZ
OG0001094	LOC119078595|XP_037042077.1|BCOP	LOC108011254|XP_036674113.1|DSUZ
OG0001095	LOC119085955|XP_037052407.1|BCOP	LOC108009866|XP_016930057.1|DSUZ
OG0001096	LOC119078915|XP_037042541.1|BCOP, LOC119078916|XP_037042544.1|BCOP	LOC108005228|XP_036677097.1|DSUZ, LOC108021505|XP_016945747.1|DSUZ
OG0001097	LOC119066245|XP_037024464.1|BCOP	LOC108011919|XP_036678282.1|DSUZ, LOC108018437|XP_016941485.1|DSUZ
OG0001099	LOC119071399|XP_037032180.1|BCOP	LOC108012413|XP_016933263.1|DSUZ
OG0001100	LOC119083187|XP_037048744.1|BCOP	LOC108013974|XP_016935477.2|DSUZ
OG0001101	LOC119066925|XP_037025528.1|BCOP	LOC108009337|XP_016929104.1|DSUZ
OG0001102	LOC119083309|XP_037048890.1|BCOP	LOC108013488|XP_016934859.1|DSUZ
OG0001103	LOC119069160|XP_037028962.1|BCOP, LOC119069161|XP_037028963.1|BCOP	LOC108004957|XP_016923550.2|DSUZ
OG0001104	LOC119078780|XP_037042387.1|BCOP, LOC119070322|XP_037030485.1|BCOP	LOC108008464|XP_016927806.1|DSUZ
OG0001105	LOC119084069|XP_037049806.1|BCOP	LOC108014987|XP_016936698.1|DSUZ, LOC108008764|XP_016928151.1|DSUZ
OG0001106	LOC119079471|XP_037043296.1|BCOP	LOC108020361|XP_036676389.1|DSUZ
OG0001108	LOC119066919|XP_037025557.1|BCOP	LOC108005705|XP_016924521.2|DSUZ, LOC108020642|XP_036673321.1|DSUZ
OG0001109	LOC119066649|XP_037025115.1|BCOP	LOC108008161|XP_016927439.1|DSUZ, LOC108008602|XP_016927970.1|DSUZ
OG0001110	LOC119081651|XP_037046628.1|BCOP	LOC108005455|XP_016924236.1|DSUZ, LOC108007434|XP_016926580.1|DSUZ, LOC118878967|XP_036677829.1|DSUZ
OG0001118	LOC119084904|XP_037050954.1|BCOP	LOC108019074|XP_016942216.1|DSUZ
OG0001119	LOC119068250|XP_037027677.1|BCOP	LOC108011176|XP_036677448.1|DSUZ
OG0001120	LOC119068668|XP_037028247.1|BCOP, LOC119075141|XP_037037422.1|BCOP	LOC108011039|XP_016931580.2|DSUZ, LOC118877844|XP_036673973.1|DSUZ
OG0001122	LOC119083683|XP_037049363.1|BCOP	LOC108012389|XP_016933234.1|DSUZ
OG0001124	LOC119067257|XP_037026028.1|BCOP	LOC108020255|XP_036677515.1|DSUZ, LOC118877800|XP_036673818.1|DSUZ
OG0001125	LOC119076572|XP_037039262.1|BCOP, LOC119083869|XP_037049573.1|BCOP, LOC119075720|XP_037038146.1|BCOP, LOC119081761|XP_037046847.1|BCOP, LOC119081370|XP_037046142.1|BCOP	LOC108007802|XP_036674594.1|DSUZ, LOC118877710|XP_036673478.1|DSUZ
OG0001128	LOC119084880|XP_037050919.1|BCOP	LOC108010262|XP_016930607.1|DSUZ
OG0001129	LOC119066268|XP_037024516.1|BCOP	LOC108017525|XP_016940083.2|DSUZ
OG0001130	LOC119075759|XP_037038195.1|BCOP	LOC108006633|XP_016925660.1|DSUZ
OG0001131	LOC119081050|XP_037045650.1|BCOP	LOC108020377|XP_016944114.1|DSUZ
OG0001133	LOC119080676|XP_037045003.1|BCOP	LOC108019161|XP_016942424.1|DSUZ
OG0001134	LOC119071186|XP_037031854.1|BCOP	LOC108009884|XP_016930081.1|DSUZ
OG0001135	LOC119075541|XP_037037907.1|BCOP, LOC119075800|XP_037038262.1|BCOP, LOC119084470|XP_037050350.1|BCOP	LOC108006235|XP_036674573.1|DSUZ, LOC108020859|XP_036672718.1|DSUZ
OG0001136	LOC119074562|XP_037036667.1|BCOP	LOC108006962|XP_036673066.1|DSUZ
OG0001138	LOC119069810|XP_037029867.1|BCOP	LOC108013272|XP_016934528.1|DSUZ
OG0001139	LOC119072089|XP_037033143.1|BCOP	LOC108006692|XP_036672005.1|DSUZ
OG0001153	LOC119083126|XP_037048661.1|BCOP, LOC119083102|XP_037048628.1|BCOP	LOC108009886|XP_016930084.2|DSUZ
OG0001154	LOC119066290|XP_037024558.1|BCOP	LOC108021387|XP_016945573.1|DSUZ
OG0001155	LOC119069788|XP_037029824.1|BCOP	LOC108015303|XP_016937169.1|DSUZ
OG0001157	LOC119080403|XP_037044631.1|BCOP	LOC108018765|XP_036673707.1|DSUZ, LOC118878582|XP_036677503.1|DSUZ
OG0001158	LOC119076925|XP_037039845.1|BCOP	LOC108015462|XP_016937386.1|DSUZ
OG0001159	LOC119069139|XP_037028940.1|BCOP	LOC108010724|XP_036674711.1|DSUZ
OG0001160	LOC119067229|XP_037025978.1|BCOP	LOC108016365|XP_036675243.1|DSUZ, LOC118877558|XP_036672624.1|DSUZ
OG0001161	LOC119078594|XP_037042075.1|BCOP	LOC108015208|XP_016937026.1|DSUZ
OG0001162	LOC119067561|XP_037026522.1|BCOP	LOC108017505|XP_016940055.2|DSUZ
OG0001163	LOC119067765|XP_037026793.1|BCOP, LOC119069849|XP_037029917.1|BCOP	LOC108017550|XP_036674354.1|DSUZ, LOC108010982|XP_036672666.1|DSUZ
OG0001165	LOC119067345|XP_037026149.1|BCOP, LOC119072182|XP_037033240.1|BCOP	LOC118876982|XP_036669623.1|DSUZ, LOC108009034|XP_016928497.1|DSUZ, LOC118876981|XP_036669622.1|DSUZ, LOC108009033|XP_016928495.1|DSUZ
OG0001166	LOC119069403|XP_037029344.1|BCOP	LOC108012451|XP_036670780.1|DSUZ
OG0001167	LOC119083692|XP_037049371.1|BCOP	LOC108008642|XP_016928013.1|DSUZ
OG0001168	LOC119077995|XP_037041270.1|BCOP	LOC108018149|XP_016941102.1|DSUZ
OG0001169	LOC119072301|XP_037033380.1|BCOP, LOC119067534|XP_037026483.1|BCOP, LOC119067537|XP_037026487.1|BCOP, LOC119067536|XP_037026486.1|BCOP	LOC108004759|XP_016923285.1|DSUZ
OG0001171	LOC119076805|XP_037039665.1|BCOP	LOC108013052|XP_016934151.1|DSUZ
OG0001172	LOC119068932|XP_037028692.1|BCOP, LOC119078004|XP_037041278.1|BCOP	LOC108008295|XP_016927596.1|DSUZ
OG0001173	LOC119068107|XP_037027443.1|BCOP, LOC119075232|XP_037037519.1|BCOP, LOC119075233|XP_037037520.1|BCOP	LOC108010830|XP_016931285.2|DSUZ
OG0001174	LOC119081275|XP_037045926.1|BCOP	LOC108013624|XP_016935056.1|DSUZ, LOC108013237|XP_016934459.1|DSUZ
OG0001176	LOC119082251|XP_037047610.1|BCOP, LOC119083690|XP_037049369.1|BCOP	LOC108009125|XP_016928704.1|DSUZ
OG0001177	LOC119075291|XP_037037586.1|BCOP	LOC108020895|XP_016944798.1|DSUZ
OG0001178	LOC119078444|XP_037041862.1|BCOP	LOC108008908|XP_016928303.2|DSUZ
OG0001179	LOC119079282|XP_037042963.1|BCOP, LOC119079285|XP_037042970.1|BCOP	LOC108009497|XP_016929380.1|DSUZ
OG0001180	LOC119073882|XP_037035657.1|BCOP	LOC108020343|XP_016943987.1|DSUZ
OG0001181	LOC119074458|XP_037036490.1|BCOP	LOC108014260|XP_016935788.2|DSUZ
OG0001182	LOC119084440|XP_037050310.1|BCOP	LOC108011101|XP_036674385.1|DSUZ
OG0001183	LOC119076536|XP_037039219.1|BCOP	LOC108011688|XP_036674260.1|DSUZ
OG0001185	LOC119074306|XP_037036224.1|BCOP	LOC108011512|XP_036673974.1|DSUZ
OG0001186	LOC119075891|XP_037038358.1|BCOP	LOC108011786|XP_016932514.1|DSUZ
OG0001187	LOC119082640|XP_037048102.1|BCOP	LOC108009527|XP_016929450.1|DSUZ
OG0001188	LOC119082080|XP_037047332.1|BCOP	LOC108019924|XP_016943522.1|DSUZ
OG0001189	LOC119072520|XP_037033662.1|BCOP	LOC108010203|XP_016930535.2|DSUZ
OG0001190	LOC119077611|XP_037040722.1|BCOP, LOC119075878|XP_037038337.1|BCOP, LOC119079782|XP_037043748.1|BCOP, LOC119077323|XP_037040399.1|BCOP	LOC108005659|XP_036675904.1|DSUZ
OG0001191	LOC119084385|XP_037050242.1|BCOP	LOC108007108|XP_016926202.1|DSUZ
OG0001193	LOC119085455|XP_037051773.1|BCOP, LOC119085454|XP_037051772.1|BCOP, LOC119085453|XP_037051771.1|BCOP	LOC108010567|XP_016930936.1|DSUZ, LOC108019433|XP_016942745.1|DSUZ
OG0001200	LOC119074580|XP_037036705.1|BCOP	LOC108013547|XP_016934947.1|DSUZ
OG0001201	LOC119078460|XP_037041892.1|BCOP, LOC119085192|XP_037051398.1|BCOP, LOC119078825|XP_037042428.1|BCOP, LOC119078965|XP_037042609.1|BCOP	LOC108012105|XP_016932872.2|DSUZ
OG0001202	LOC119074986|XP_037037283.1|BCOP, LOC119074987|XP_037037284.1|BCOP, LOC119074985|XP_037037282.1|BCOP, LOC119066078|XP_037024245.1|BCOP, LOC119084725|XP_037050694.1|BCOP	LOC108020469|XP_016944283.2|DSUZ
OG0001203	LOC119083571|XP_037049212.1|BCOP, LOC119079488|XP_037043326.1|BCOP	LOC108020394|XP_016944154.1|DSUZ
OG0001204	LOC119080679|XP_037045012.1|BCOP	LOC108021556|XP_016945814.1|DSUZ
OG0001205	LOC119079043|XP_037042725.1|BCOP	LOC108016276|XP_016938392.2|DSUZ
OG0001206	LOC119078341|XP_037041739.1|BCOP, LOC119078340|XP_037041738.1|BCOP, LOC119069337|XP_037029299.1|BCOP, LOC119084775|XP_037050734.1|BCOP	LOC108007806|XP_016927051.1|DSUZ
OG0001207	LOC119084185|XP_037049953.1|BCOP	LOC108005299|XP_016923999.1|DSUZ
OG0001210	LOC119068077|XP_037027378.1|BCOP	LOC108006349|XP_016925354.1|DSUZ
OG0001212	LOC119068310|XP_037027746.1|BCOP	LOC108013741|XP_016935182.1|DSUZ
OG0001213	LOC119068313|XP_037027752.1|BCOP	LOC108012053|XP_036675497.1|DSUZ
OG0001214	LOC119066168|XP_037024358.1|BCOP, LOC119068969|XP_037028729.1|BCOP	LOC118877638|XP_036673043.1|DSUZ
OG0001215	LOC119067338|XP_037026138.1|BCOP	LOC108014380|XP_016935970.1|DSUZ
OG0001216	LOC119067343|XP_037026146.1|BCOP, LOC119067344|XP_037026147.1|BCOP	LOC108014617|XP_036674168.1|DSUZ, LOC108006766|XP_036675344.1|DSUZ
OG0001217	LOC119085676|XP_037052019.1|BCOP	LOC108013785|XP_016935242.2|DSUZ, LOC108005942|XP_036678353.1|DSUZ
OG0001220	LOC119080143|XP_037044254.1|BCOP, LOC119080142|XP_037044252.1|BCOP, LOC119080141|XP_037044251.1|BCOP	LOC108017825|XP_016940466.1|DSUZ
OG0001221	LOC119072814|XP_037034004.1|BCOP, LOC119078069|XP_037041414.1|BCOP, LOC119073652|XP_037035146.1|BCOP	LOC108010001|XP_016930277.1|DSUZ
OG0001222	LOC119078371|XP_037041771.1|BCOP	LOC108018345|XP_036673502.1|DSUZ
OG0001223	LOC119079449|XP_037043258.1|BCOP, LOC119071545|XP_037032339.1|BCOP	LOC118878516|XP_036677413.1|DSUZ, LOC108011692|XP_016932390.2|DSUZ
OG0001224	LOC119071511|XP_037032275.1|BCOP	LOC108008495|XP_016927849.1|DSUZ
OG0001225	LOC119079331|XP_037043024.1|BCOP	LOC108018129|XP_016941059.1|DSUZ
OG0001226	LOC119079509|XP_037043359.1|BCOP	LOC108010116|XP_016930429.1|DSUZ
OG0001227	LOC119072561|XP_037033694.1|BCOP, LOC119072562|XP_037033697.1|BCOP	LOC108011348|XP_016931950.1|DSUZ
OG0001229	LOC119080001|XP_037044068.1|BCOP	LOC108011044|XP_036677820.1|DSUZ, LOC118879635|XP_036678423.1|DSUZ
OG0001230	LOC119075518|XP_037037885.1|BCOP	LOC108009710|XP_016929755.1|DSUZ
OG0001231	LOC119069408|XP_037029352.1|BCOP, LOC119085250|XP_037051481.1|BCOP	LOC108014038|XP_016935544.1|DSUZ, LOC118878191|XP_036675910.1|DSUZ
OG0001233	LOC119077143|XP_037040222.1|BCOP	LOC108008536|XP_016927899.1|DSUZ
OG0001234	LOC119080165|XP_037044281.1|BCOP	LOC108009206|XP_016928856.1|DSUZ
OG0001235	LOC119066204|XP_037024418.1|BCOP	LOC108021510|XP_016945753.1|DSUZ
OG0001236	LOC119076423|XP_037039060.1|BCOP	LOC108005889|XP_016924768.2|DSUZ, LOC108005808|XP_036671904.1|DSUZ, LOC108005779|XP_016924598.1|DSUZ
OG0001237	LOC119066412|XP_037024783.1|BCOP	LOC108015585|XP_036672609.1|DSUZ
OG0001238	LOC119067592|XP_037026588.1|BCOP	LOC108015824|XP_036675315.1|DSUZ
OG0001240	LOC119071571|XP_037032408.1|BCOP, LOC119071617|XP_037032455.1|BCOP, LOC119069733|XP_037029759.1|BCOP	LOC108014060|XP_016935567.2|DSUZ
OG0001241	LOC119076890|XP_037039790.1|BCOP	LOC108008890|XP_016928283.1|DSUZ
OG0001242	LOC119074893|XP_037037134.1|BCOP	LOC108020133|XP_016943724.1|DSUZ, LOC108019116|XP_016942330.1|DSUZ
OG0001243	LOC119080215|XP_037044349.1|BCOP	LOC108010680|XP_036672277.1|DSUZ
OG0001244	LOC119081757|XP_037046842.1|BCOP, LOC119084826|XP_037050801.1|BCOP	LOC108006763|XP_036675474.1|DSUZ, LOC108006790|XP_036674313.1|DSUZ
OG0001245	LOC119072143|XP_037033181.1|BCOP	LOC108018287|XP_036674689.1|DSUZ
OG0001246	LOC119082098|XP_037047361.1|BCOP	LOC108008562|XP_016927922.1|DSUZ
OG0001248	LOC119075245|XP_037037539.1|BCOP	LOC108012868|XP_016933840.1|DSUZ
OG0001249	LOC119080457|XP_037044720.1|BCOP	LOC108011163|XP_016931740.1|DSUZ
OG0001257	LOC119085040|XP_037051135.1|BCOP	LOC108020331|XP_036670564.1|DSUZ
OG0001258	LOC119069519|XP_037029493.1|BCOP, LOC119076546|XP_037039236.1|BCOP	LOC108006092|XP_036673073.1|DSUZ
OG0001259	LOC119070552|XP_037030845.1|BCOP	LOC108016966|XP_016939393.1|DSUZ
OG0001260	LOC119068993|XP_037028764.1|BCOP	LOC108013945|XP_016935445.2|DSUZ
OG0001261	LOC119070076|XP_037030271.1|BCOP	LOC108020963|XP_016944898.1|DSUZ, LOC108015335|XP_016937228.1|DSUZ, LOC108014604|XP_036677637.1|DSUZ
OG0001262	LOC119081009|XP_037045585.1|BCOP	LOC108012203|XP_036677649.1|DSUZ
OG0001262	LOC119085722|XP_037052066.1|BCOP	LOC108013929|XP_016935427.2|DSUZ
OG0001263	LOC119070353|XP_037030541.1|BCOP	LOC108017321|XP_016939838.2|DSUZ
OG0001264	LOC119078566|XP_037042032.1|BCOP, LOC119068128|XP_037027482.1|BCOP	LOC108021722|XP_016946047.1|DSUZ
OG0001265	LOC119069911|XP_037030014.1|BCOP	LOC108016967|XP_016939395.1|DSUZ
OG0001266	LOC119077021|XP_037040031.1|BCOP	LOC108010210|XP_016930543.1|DSUZ
OG0001267	LOC119084811|XP_037050775.1|BCOP, LOC119069963|XP_037030093.1|BCOP	LOC108015694|XP_036673041.1|DSUZ
OG0001269	LOC119070358|XP_037030547.1|BCOP	LOC108009224|XP_016928875.1|DSUZ
OG0001270	LOC119077657|XP_037040770.1|BCOP	LOC108016270|XP_016938384.1|DSUZ
OG0001271	LOC119080744|XP_037045188.1|BCOP, LOC119084964|XP_037051008.1|BCOP	LOC108009966|XP_016930215.1|DSUZ
OG0001272	LOC119066265|XP_037024514.1|BCOP, LOC119080600|XP_037044897.1|BCOP, LOC119080172|XP_037044289.1|BCOP	LOC108013281|XP_016934543.1|DSUZ
OG0001273	LOC119085730|XP_037052091.1|BCOP	LOC118877927|XP_036674397.1|DSUZ
OG0001274	LOC119071667|XP_037032541.1|BCOP	LOC108005858|XP_016924723.1|DSUZ
OG0001275	LOC119077876|XP_037041124.1|BCOP	LOC108006565|XP_016925586.1|DSUZ
OG0001276	LOC119078766|XP_037042372.1|BCOP	LOC108011820|XP_036671385.1|DSUZ, LOC108011824|XP_036671753.1|DSUZ
OG0001278	LOC119083449|XP_037049066.1|BCOP, LOC119082191|XP_037047510.1|BCOP	LOC108013093|XP_036672042.1|DSUZ
OG0001279	LOC119082184|XP_037047501.1|BCOP, LOC119083062|XP_037048580.1|BCOP	LOC108012982|XP_016934037.1|DSUZ
OG0001280	LOC119073374|XP_037034692.1|BCOP	LOC108012931|XP_016933954.1|DSUZ
OG0001281	LOC119080644|XP_037044952.1|BCOP, LOC119080642|XP_037044951.1|BCOP	LOC108013564|XP_016934971.1|DSUZ
OG0001282	LOC119070562|XP_037030865.1|BCOP	LOC108017683|XP_016940284.1|DSUZ
OG0001283	LOC119082204|XP_037047534.1|BCOP, LOC119076452|XP_037039114.1|BCOP	LOC108009597|XP_016929559.1|DSUZ
OG0001284	LOC119072278|XP_037033366.1|BCOP	LOC108018771|XP_036677495.1|DSUZ
OG0001285	LOC119071935|XP_037032952.1|BCOP, LOC119073343|XP_037034632.1|BCOP	LOC108013416|XP_016934763.1|DSUZ
OG0001286	LOC119075691|XP_037038109.1|BCOP, LOC119074449|XP_037036475.1|BCOP, LOC119075693|XP_037038110.1|BCOP, LOC119075696|XP_037038117.1|BCOP, LOC119078022|XP_037041313.1|BCOP, LOC119075694|XP_037038115.1|BCOP, LOC119072764|XP_037033954.1|BCOP, LOC119075695|XP_037038116.1|BCOP	LOC108006453|XP_016925469.1|DSUZ
OG0001287	LOC119068416|XP_037027883.1|BCOP	LOC118877849|XP_036674010.1|DSUZ
OG0001288	LOC119077031|XP_037040049.1|BCOP	LOC108021348|XP_016945519.1|DSUZ
OG0001289	LOC119070699|XP_037031045.1|BCOP	LOC108021342|XP_016945509.1|DSUZ
OG0001290	LOC119077062|XP_037040094.1|BCOP	LOC108021033|XP_016945105.1|DSUZ
OG0001291	LOC119072054|XP_037033079.1|BCOP	LOC108017941|XP_016940659.1|DSUZ
OG0001292	LOC119071121|XP_037031664.1|BCOP	LOC108009386|XP_036668914.1|DSUZ
OG0001293	LOC119072053|XP_037033082.1|BCOP	LOC108017004|XP_016939445.1|DSUZ
OG0001294	LOC119086076|XP_037052546.1|BCOP	LOC108012656|XP_016933572.1|DSUZ, LOC108017475|XP_016940008.1|DSUZ
OG0001295	LOC119074602|XP_037036749.1|BCOP	LOC108018906|XP_016941987.1|DSUZ, LOC108008723|XP_036669316.1|DSUZ
OG0001296	LOC119074741|XP_037036898.1|BCOP	LOC108018805|XP_036678012.1|DSUZ
OG0001297	LOC119076741|XP_037039580.1|BCOP	LOC108017308|XP_016939820.2|DSUZ
OG0001298	LOC119085776|XP_037052167.1|BCOP, LOC119067013|XP_037025637.1|BCOP	LOC108013852|XP_016935329.2|DSUZ
OG0001299	LOC119074935|XP_037037221.1|BCOP	LOC108014457|XP_036671181.1|DSUZ
OG0001300	LOC119083181|XP_037048736.1|BCOP	LOC108011180|XP_016931760.2|DSUZ, LOC118877388|XP_036671878.1|DSUZ, LOC108017069|XP_016939515.2|DSUZ
OG0001301	LOC119068447|XP_037027923.1|BCOP	LOC108008444|XP_016927786.1|DSUZ
OG0001302	LOC119082840|XP_037048392.1|BCOP, LOC119084858|XP_037050887.1|BCOP	LOC108018783|XP_016941857.1|DSUZ
OG0001303	LOC119067286|XP_037026066.1|BCOP	LOC118877799|XP_036673817.1|DSUZ, LOC108020254|XP_036677514.1|DSUZ
OG0001304	LOC119078465|XP_037041902.1|BCOP	LOC108018096|XP_016940991.1|DSUZ
OG0001305	LOC119078132|XP_037041498.1|BCOP	LOC108016271|XP_036675020.1|DSUZ
OG0001306	LOC119069549|XP_037029523.1|BCOP	LOC108015679|XP_036673820.1|DSUZ
OG0001307	LOC119074401|XP_037036417.1|BCOP	LOC108011445|XP_016932070.1|DSUZ
OG0001309	LOC119077885|XP_037041144.1|BCOP	LOC108004954|XP_036673733.1|DSUZ
OG0001310	LOC119084874|XP_037050909.1|BCOP, LOC119085692|XP_037052037.1|BCOP	LOC108005481|XP_036675707.1|DSUZ
OG0001311	LOC119083176|XP_037048730.1|BCOP, LOC119070013|XP_037030187.1|BCOP, LOC119070031|XP_037030212.1|BCOP	LOC108010419|XP_036676021.1|DSUZ
OG0001313	LOC119072484|XP_037033612.1|BCOP	LOC108010192|XP_016930523.1|DSUZ
OG0001315	LOC119083708|XP_037049392.1|BCOP, LOC119071029|XP_037031519.1|BCOP	LOC108016646|XP_016938842.1|DSUZ
OG0001326	LOC119068673|XP_037028250.1|BCOP	LOC108006514|XP_036675352.1|DSUZ
OG0001328	LOC119070657|XP_037030983.1|BCOP, LOC119067324|XP_037026125.1|BCOP	LOC108018918|XP_016941999.1|DSUZ
OG0001329	LOC119067609|XP_037026597.1|BCOP	LOC108005460|XP_016924245.1|DSUZ
OG0001330	LOC119082152|XP_037047448.1|BCOP	LOC108006525|XP_036676209.1|DSUZ, LOC108014262|XP_036676200.1|DSUZ
OG0001331	LOC119069973|XP_037030111.1|BCOP	LOC108016587|XP_016938761.1|DSUZ
OG0001332	LOC119068843|XP_037028545.1|BCOP, LOC119068844|XP_037028552.1|BCOP	LOC108005396|XP_016924148.1|DSUZ
OG0001333	LOC119069998|XP_037030145.1|BCOP, LOC119070001|XP_037030147.1|BCOP	LOC108006557|XP_016925580.1|DSUZ
OG0001334	LOC119067734|XP_037026742.1|BCOP	LOC108017227|XP_036675516.1|DSUZ
