Orthogroup	BCOP.longest_only	AEAL.longest_only
OG0001375	LOC119077671|XP_037040810.1|BCOP, LOC119077676|XP_037040822.1|BCOP, LOC119072638|XP_037033781.1|BCOP, LOC119078464|XP_037041896.1|BCOP, LOC119077673|XP_037040816.1|BCOP, LOC119077675|XP_037040820.1|BCOP	LOC109428178|XP_029715576.1|AEAL, LOC109427870|XP_029715349.1|AEAL, LOC109401180|XP_029712116.1|AEAL, LOC109401201|XP_019529218.2|AEAL
OG0001376	LOC119073483|XP_037034883.1|BCOP	LOC109412024|XP_019541216.2|AEAL, LOC109408014|XP_019536780.2|AEAL, LOC109408021|XP_019536792.2|AEAL, LOC115257656|XP_029713359.1|AEAL
OG0001377	LOC119085360|XP_037051633.1|BCOP	LOC109433090|XP_029710985.1|AEAL, LOC109420215|XP_029710421.1|AEAL
OG0001378	LOC119073535|XP_037034971.1|BCOP	LOC109414033|XP_019543313.2|AEAL, LOC109404241|XP_029724933.1|AEAL
OG0001379	LOC119084693|XP_037050668.1|BCOP	LOC109429664|XP_029719848.1|AEAL
OG0001380	LOC119081665|XP_037046643.1|BCOP	LOC115258732|XP_029714955.1|AEAL, LOC115258736|XP_029714960.1|AEAL, LOC115258668|XP_029714847.1|AEAL, LOC109398707|XP_019526632.2|AEAL, LOC109406768|XP_029714809.1|AEAL
OG0001381	LOC119068711|XP_037028295.1|BCOP, LOC119068709|XP_037028294.1|BCOP	LOC115258888|XP_029715202.1|AEAL, LOC109410215|XP_019539283.2|AEAL
OG0001382	LOC119076360|XP_037038954.1|BCOP	LOC115255420|XP_029709403.1|AEAL, LOC115255409|XP_029709370.1|AEAL, LOC109417649|XP_029709342.1|AEAL
OG0001383	LOC119078241|XP_037041605.1|BCOP	LOC109417767|XP_019547455.1|AEAL, LOC109420003|XP_019549836.1|AEAL
OG0001384	LOC119074606|XP_037036758.1|BCOP, LOC119072248|XP_037033323.1|BCOP, LOC119072247|XP_037033322.1|BCOP	LOC109423887|XP_019554490.2|AEAL, LOC109404823|XP_029727279.1|AEAL
OG0001385	LOC119082316|XP_037047712.1|BCOP	LOC109416633|XP_019546246.1|AEAL, LOC115261557|XP_029719294.1|AEAL
OG0001386	LOC119081244|XP_037045865.1|BCOP, LOC119082514|XP_037047921.1|BCOP, LOC119081242|XP_037045862.1|BCOP, LOC119081592|XP_037046522.1|BCOP	LOC109406511|XP_029719858.1|AEAL, LOC109406530|XP_029720495.1|AEAL, LOC109429658|XP_029720005.1|AEAL
OG0001386	LOC119070351|XP_037030533.1|BCOP	LOC115266961|XP_029729541.1|AEAL
OG0001387	LOC119077011|XP_037040019.1|BCOP, LOC119073952|XP_037035732.1|BCOP	LOC109429643|XP_029719832.1|AEAL, LOC109622650|XP_029719985.1|AEAL, LOC109623408|XP_029719831.1|AEAL, LOC109429642|XP_029719984.1|AEAL
OG0001388	LOC119078838|XP_037042435.1|BCOP	LOC109429565|XP_029719898.1|AEAL, LOC109429982|XP_029719917.1|AEAL, LOC109429983|XP_019561538.2|AEAL
OG0001389	LOC119070229|XP_037030392.1|BCOP	LOC115268723|XP_029732721.1|AEAL, LOC115268721|XP_029732715.1|AEAL, LOC115261987|XP_029719806.1|AEAL, LOC109421768|XP_029732716.1|AEAL, LOC109428027|XP_029732743.1|AEAL
OG0001390	LOC119066921|XP_037025519.1|BCOP, LOC119076711|XP_037039523.1|BCOP, LOC119079002|XP_037042664.1|BCOP, LOC119067954|XP_037027173.1|BCOP	LOC109407473|XP_029723563.1|AEAL, LOC109419242|XP_029723552.1|AEAL
OG0001391	LOC119066428|XP_037024846.1|BCOP	LOC109415473|XP_029724555.1|AEAL, LOC115254124|XP_029724145.1|AEAL
OG0001392	LOC119074919|XP_037037205.1|BCOP	LOC115254114|XP_029723018.1|AEAL, LOC109399740|XP_029723014.1|AEAL, LOC109402036|XP_029723017.1|AEAL
OG0001393	LOC119076493|XP_037039173.1|BCOP	LOC109415341|XP_019544773.1|AEAL, LOC109423643|XP_019554185.1|AEAL
OG0001394	LOC119075488|XP_037037849.1|BCOP	LOC115269560|XP_029734224.1|AEAL, LOC109622075|XP_019931860.2|AEAL, LOC109420370|XP_019550253.2|AEAL
OG0001395	LOC119074955|XP_037037239.1|BCOP	LOC109621259|XP_019931809.1|AEAL
OG0001396	LOC119083406|XP_037049020.1|BCOP, LOC119076413|XP_037039043.1|BCOP	LOC109408447|XP_029716986.1|AEAL
OG0001397	LOC119084135|XP_037049881.1|BCOP	LOC115261197|XP_029718404.1|AEAL, LOC109422513|XP_029718411.1|AEAL, LOC109406152|XP_029718413.1|AEAL, LOC115261211|XP_029718422.1|AEAL, LOC115261195|XP_029718401.1|AEAL
OG0001398	LOC119076535|XP_037039218.1|BCOP, LOC119076534|XP_037039217.1|BCOP	LOC115268911|XP_029732980.1|AEAL, LOC115258354|XP_029714300.1|AEAL
OG0001399	LOC119066910|XP_037025505.1|BCOP	LOC109428757|XP_029734015.1|AEAL, LOC109424534|XP_029709896.1|AEAL
OG0001400	LOC119075955|XP_037038417.1|BCOP	LOC109415897|XP_019545391.2|AEAL, LOC115254133|XP_029724468.1|AEAL
OG0001401	LOC119080499|XP_037044793.1|BCOP, LOC119071758|XP_037032692.1|BCOP, LOC119081901|XP_037047030.1|BCOP	LOC109403463|XP_029712834.1|AEAL
OG0001402	LOC119078307|XP_037041703.1|BCOP	LOC115257380|XP_029712769.1|AEAL, LOC109403447|XP_019531815.1|AEAL
OG0001403	LOC119072446|XP_037033558.1|BCOP	LOC115262659|XP_029721118.1|AEAL, LOC109424732|XP_029721057.1|AEAL
OG0001404	LOC119075529|XP_037037893.1|BCOP	LOC109432689|XP_029723912.1|AEAL, LOC115254120|XP_029723927.1|AEAL
OG0001405	LOC119071739|XP_037032666.1|BCOP	LOC109408794|XP_029730753.1|AEAL, LOC109428939|XP_019560326.2|AEAL
OG0001406	LOC119071455|XP_037032202.1|BCOP	LOC109622277|XP_029732223.1|AEAL
OG0001407	LOC119072463|XP_037033582.1|BCOP	LOC109621453|XP_019931038.2|AEAL, LOC115254203|XP_029731755.1|AEAL
OG0001429	LOC119069720|XP_037029741.1|BCOP	LOC109405374|XP_029715425.1|AEAL, LOC109413245|XP_029709614.1|AEAL
OG0001429	LOC119069004|XP_037028776.1|BCOP	LOC109405399|XP_019534004.2|AEAL
OG0001430	LOC119069695|XP_037029719.1|BCOP	LOC109414630|XP_019544011.1|AEAL, LOC109424816|XP_019555548.2|AEAL
OG0001431	LOC119068849|XP_037028560.1|BCOP	LOC109431142|XP_019562883.2|AEAL, LOC109415746|XP_029711620.1|AEAL
OG0001432	LOC119068544|XP_037028058.1|BCOP	LOC109422158|XP_029710417.1|AEAL, LOC109428450|XP_019559761.2|AEAL
OG0001433	LOC119085603|XP_037051921.1|BCOP, LOC119085621|XP_037051939.1|BCOP	LOC109415176|XP_019544599.2|AEAL, LOC109428489|XP_019559813.2|AEAL, LOC115253714|XP_029711714.1|AEAL
OG0001434	LOC119067814|XP_037026864.1|BCOP	LOC115256340|XP_029710522.1|AEAL, LOC109428515|XP_029718193.1|AEAL
OG0001435	LOC119070281|XP_037030442.1|BCOP	LOC109416125|XP_029710971.1|AEAL
OG0001436	LOC119070372|XP_037030568.1|BCOP	LOC115256737|XP_029711540.1|AEAL, LOC109401907|XP_019530067.2|AEAL, LOC115256392|XP_029710675.1|AEAL
OG0001437	LOC119077714|XP_037040888.1|BCOP	LOC115269102|XP_029733347.1|AEAL, LOC109432612|XP_019564516.1|AEAL, LOC109422147|XP_019552335.1|AEAL, LOC115254221|XP_029733210.1|AEAL
OG0001438	LOC119070579|XP_037030882.1|BCOP	LOC109422027|XP_029711761.1|AEAL
OG0001439	LOC119068124|XP_037027476.1|BCOP	LOC115256414|XP_029710779.1|AEAL, LOC115270464|XP_029736059.1|AEAL, LOC109412987|XP_019542190.1|AEAL, LOC109409466|XP_019538452.2|AEAL
OG0001440	LOC119070767|XP_037031143.1|BCOP	LOC115271018|XP_029736289.1|AEAL, LOC109397647|XP_019525481.2|AEAL, LOC115271024|XP_029736303.1|AEAL, LOC109409473|XP_029736227.1|AEAL, LOC115271023|XP_029736301.1|AEAL, LOC109409535|XP_019538518.1|AEAL, LOC109397624|XP_019525457.1|AEAL, LOC109409536|XP_029736228.1|AEAL, LOC115270995|XP_029736225.1|AEAL, LOC115271022|XP_029736300.1|AEAL
OG0001441	LOC119068830|XP_037028495.1|BCOP	LOC109431560|XP_019563338.2|AEAL, LOC109431569|XP_029718061.1|AEAL, LOC109431850|XP_019563656.1|AEAL
OG0001442	LOC119085588|XP_037051900.1|BCOP	LOC109424859|XP_019555600.1|AEAL
OG0001443	LOC119068350|XP_037027809.1|BCOP	LOC109430354|XP_029733144.1|AEAL, LOC109412433|XP_029722931.1|AEAL, LOC109412431|XP_029733142.1|AEAL, LOC109430325|XP_029722928.1|AEAL
OG0001444	LOC119074569|XP_037036689.1|BCOP, LOC119082837|XP_037048387.1|BCOP	LOC109432153|XP_019564006.2|AEAL, LOC109430270|XP_029712970.1|AEAL
OG0001445	LOC119066291|XP_037024561.1|BCOP	LOC109411874|XP_019541044.2|AEAL
OG0001446	LOC119067925|XP_037027128.1|BCOP, LOC119066853|XP_037025416.1|BCOP, LOC119067923|XP_037027122.1|BCOP	LOC109403589|XP_029714036.1|AEAL, LOC109414751|XP_029730147.1|AEAL, LOC109425341|XP_019556135.2|AEAL
OG0001447	LOC119067041|XP_037025676.1|BCOP	LOC109421116|XP_019551143.2|AEAL
OG0001448	LOC119084574|XP_037050524.1|BCOP, LOC119068674|XP_037028251.1|BCOP	LOC109421124|XP_019551164.2|AEAL, LOC115254737|XP_029708274.1|AEAL
OG0001449	LOC119067787|XP_037026829.1|BCOP	LOC109423544|XP_019554076.2|AEAL
OG0001450	LOC119068156|XP_037027525.1|BCOP	LOC109622496|XP_029726338.1|AEAL
OG0001451	LOC119083373|XP_037048982.1|BCOP, LOC119083330|XP_037048911.1|BCOP	LOC115265630|XP_029727357.1|AEAL, LOC109410479|XP_019539586.1|AEAL, LOC109622431|XP_019932313.1|AEAL
OG0001452	LOC119084935|XP_037050969.1|BCOP	LOC109423306|XP_029726453.1|AEAL
OG0001453	LOC119080452|XP_037044714.1|BCOP, LOC119080451|XP_037044711.1|BCOP	LOC109413963|XP_029726579.1|AEAL, LOC109413964|XP_029726580.1|AEAL
OG0001454	LOC119068491|XP_037027998.1|BCOP, LOC119069190|XP_037029031.1|BCOP	LOC109400979|XP_019528992.2|AEAL, LOC109408241|XP_019537055.2|AEAL, LOC109418111|XP_029726752.1|AEAL
OG0001455	LOC119077311|XP_037040372.1|BCOP	LOC109413252|XP_029726755.1|AEAL, LOC115265499|XP_029726757.1|AEAL
OG0001456	LOC119083642|XP_037049278.1|BCOP	LOC109398403|XP_029733496.1|AEAL
OG0001457	LOC119081950|XP_037047134.1|BCOP, LOC119072427|XP_037033540.1|BCOP	LOC109419688|XP_019549483.2|AEAL
OG0001458	LOC119079434|XP_037043242.1|BCOP	LOC109420199|XP_029725839.1|AEAL, LOC109409995|XP_019539069.2|AEAL, LOC109419645|XP_029725842.1|AEAL
OG0001459	LOC119081762|XP_037046850.1|BCOP	LOC115265573|XP_029727067.1|AEAL, LOC109409187|XP_029727119.1|AEAL, LOC109420247|XP_029728087.1|AEAL, LOC109397319|XP_029725761.1|AEAL
OG0001460	LOC119079206|XP_037042887.1|BCOP, LOC119079363|XP_037043106.1|BCOP, LOC119079207|XP_037042889.1|BCOP	LOC109426691|XP_029725535.1|AEAL, LOC109417792|XP_029725504.1|AEAL
OG0001461	LOC119084438|XP_037050343.1|BCOP, LOC119085389|XP_037051678.1|BCOP	LOC109426816|XP_029725425.1|AEAL, LOC109417857|XP_019547578.2|AEAL
OG0001462	LOC119080004|XP_037044071.1|BCOP	LOC109407918|XP_029732356.1|AEAL, LOC109412020|XP_019541241.2|AEAL, LOC115268481|XP_029732354.1|AEAL, LOC109407917|XP_019536647.2|AEAL, LOC109411870|XP_019541069.1|AEAL
OG0001463	LOC119081083|XP_037045720.1|BCOP, LOC119082702|XP_037048175.1|BCOP, LOC119074416|XP_037036440.1|BCOP	LOC109405139|XP_029735243.1|AEAL, LOC115253635|XP_029735192.1|AEAL, LOC115258529|XP_029714525.1|AEAL
OG0001464	LOC119073222|XP_037034428.1|BCOP, LOC119085508|XP_037051817.1|BCOP, LOC119085075|XP_037051210.1|BCOP, LOC119085507|XP_037051816.1|BCOP, LOC119085501|XP_037051812.1|BCOP, LOC119082133|XP_037047406.1|BCOP, LOC119085074|XP_037051207.1|BCOP, LOC119073018|XP_037034235.1|BCOP	LOC109400654|XP_029734856.1|AEAL, LOC109399415|XP_029733639.1|AEAL
OG0001465	LOC119081152|XP_037045800.1|BCOP	LOC109422596|XP_019552950.2|AEAL, LOC115261757|XP_029719503.1|AEAL
OG0001466	LOC119079375|XP_037043143.1|BCOP, LOC119079376|XP_037043148.1|BCOP	LOC115253612|XP_029712065.1|AEAL, LOC109422848|XP_029708309.1|AEAL, LOC115256964|XP_029712035.1|AEAL, LOC115256980|XP_029712063.1|AEAL
OG0001467	LOC119085874|XP_037052278.1|BCOP	LOC109418475|XP_029713246.1|AEAL, LOC109622622|XP_019932581.2|AEAL, LOC115263316|XP_029722430.1|AEAL, LOC109415879|XP_029712528.1|AEAL
OG0001470	LOC119074223|XP_037036130.1|BCOP, LOC119074224|XP_037036133.1|BCOP, LOC119074272|XP_037036189.1|BCOP	LOC109408681|XP_029735701.1|AEAL, LOC115270390|XP_029735809.1|AEAL
OG0001471	LOC119075238|XP_037037529.1|BCOP	LOC115253613|XP_029713927.1|AEAL, LOC115263499|XP_029722597.1|AEAL, LOC109428702|XP_029735587.1|AEAL, LOC109424279|XP_029735620.1|AEAL
OG0001472	LOC119073631|XP_037035117.1|BCOP	LOC109423871|XP_019554459.1|AEAL
OG0001473	LOC119068774|XP_037028428.1|BCOP	LOC115270192|XP_029735298.1|AEAL, LOC109408595|XP_029735318.1|AEAL, LOC109423828|XP_019554414.2|AEAL, LOC115269857|XP_029734503.1|AEAL, LOC115269617|XP_029734307.1|AEAL
OG0001474	LOC119083216|XP_037048778.1|BCOP	LOC109407040|XP_029729020.1|AEAL
OG0001475	LOC119085938|XP_037052386.1|BCOP	LOC109403692|XP_029709907.1|AEAL
OG0001476	LOC119073252|XP_037034502.1|BCOP	LOC109414433|XP_029728117.1|AEAL, LOC109622251|XP_029728120.1|AEAL, LOC115266336|XP_029728301.1|AEAL
OG0001477	LOC119080073|XP_037044187.1|BCOP	LOC115263987|XP_029723148.1|AEAL, LOC109427898|XP_029723157.1|AEAL, LOC109428217|XP_019559460.2|AEAL
OG0001478	LOC119084634|XP_037050598.1|BCOP, LOC119066327|XP_037024619.1|BCOP	LOC109424450|XP_019555137.2|AEAL, LOC115258689|XP_029714876.1|AEAL, LOC109424474|XP_029715698.1|AEAL
OG0001479	LOC119081696|XP_037046691.1|BCOP	LOC115258549|XP_029714561.1|AEAL, LOC109622895|XP_019932909.1|AEAL
OG0001480	LOC119079619|XP_037043510.1|BCOP	LOC109412011|XP_019541200.1|AEAL, LOC109407916|XP_019536650.2|AEAL
OG0001481	LOC119085854|XP_037052259.1|BCOP	LOC109420446|XP_019550339.1|AEAL
OG0001482	LOC119078892|XP_037042517.1|BCOP	LOC109419041|XP_029729424.1|AEAL, LOC109408159|XP_019536937.2|AEAL
OG0001483	LOC119069194|XP_037029036.1|BCOP	LOC109409255|XP_019538216.2|AEAL
OG0001485	LOC119066875|XP_037025444.1|BCOP	LOC115255446|XP_029709435.1|AEAL, LOC109420666|XP_029729847.1|AEAL, LOC115255102|XP_029708756.1|AEAL
OG0001486	LOC119075372|XP_037037693.1|BCOP	LOC109430162|XP_019561750.2|AEAL
OG0001487	LOC119071292|XP_037032057.1|BCOP	LOC115253726|XP_029725360.1|AEAL, LOC109416262|XP_029727376.1|AEAL
OG0001488	LOC119080267|XP_037044416.1|BCOP, LOC119080265|XP_037044409.1|BCOP	LOC109421621|XP_029727645.1|AEAL, LOC109409219|XP_019538188.2|AEAL, LOC115265844|XP_029727650.1|AEAL
OG0001489	LOC119082548|XP_037047954.1|BCOP	LOC109429600|XP_029720073.1|AEAL, LOC109408563|XP_029719959.1|AEAL
OG0001490	LOC119082084|XP_037047339.1|BCOP	LOC109408543|XP_019537410.1|AEAL, LOC109429596|XP_019561131.1|AEAL, LOC109415098|XP_019544506.1|AEAL, LOC109403000|XP_019531258.1|AEAL, LOC115261832|XP_029719602.1|AEAL, LOC109415097|XP_019544504.1|AEAL
OG0001491	LOC119078712|XP_037042279.1|BCOP	LOC109429880|XP_019561410.1|AEAL
OG0001493	LOC119075234|XP_037037521.1|BCOP	LOC109621647|XP_019931315.2|AEAL, LOC109426353|XP_019557359.1|AEAL
OG0001494	LOC119077643|XP_037040759.1|BCOP	LOC109428614|XP_019559985.2|AEAL, LOC109421685|XP_029732752.1|AEAL, LOC109428015|XP_029732731.1|AEAL
OG0001495	LOC119074897|XP_037037139.1|BCOP	LOC115271112|XP_029736458.1|AEAL, LOC109399701|XP_019527756.2|AEAL, LOC109402040|XP_029723010.1|AEAL, LOC115253647|XP_029723083.1|AEAL
OG0001496	LOC119074211|XP_037036147.1|BCOP	LOC109400853|XP_019528882.1|AEAL, LOC115267716|XP_029730745.1|AEAL
OG0001497	LOC119078593|XP_037042074.1|BCOP, LOC119081292|XP_037045948.1|BCOP, LOC119072594|XP_037033744.1|BCOP	LOC109401059|XP_019529088.2|AEAL, LOC115270287|XP_029735476.1|AEAL, LOC109408417|XP_019537279.2|AEAL, LOC115254248|XP_029735007.1|AEAL
OG0001498	LOC119074573|XP_037036695.1|BCOP	LOC115266076|XP_029727837.1|AEAL, LOC109404424|XP_029727836.1|AEAL, LOC115266167|XP_029727994.1|AEAL, LOC109431918|XP_029727854.1|AEAL
OG0001500	LOC119068893|XP_037028658.1|BCOP	LOC109398955|XP_019526952.2|AEAL
OG0001501	LOC119080610|XP_037044907.1|BCOP	LOC109429204|XP_029718759.1|AEAL, LOC109398876|XP_029733854.1|AEAL
OG0001502	LOC119079851|XP_037043814.1|BCOP	LOC109427265|XP_029718947.1|AEAL, LOC109411631|XP_019540737.2|AEAL
OG0001503	LOC119083702|XP_037049389.1|BCOP, LOC119077333|XP_037040410.1|BCOP	LOC109400635|XP_019528669.2|AEAL
OG0001505	LOC119082642|XP_037048106.1|BCOP	LOC109424503|XP_029723085.1|AEAL, LOC109422408|XP_029720623.1|AEAL, LOC115253893|XP_029708320.1|AEAL
OG0001505	LOC119082674|XP_037048147.1|BCOP	LOC115262395|XP_029720640.1|AEAL, LOC109422247|XP_029730047.1|AEAL
OG0001506	LOC119079020|XP_037042692.1|BCOP	LOC109422324|XP_019552558.1|AEAL
OG0001507	LOC119071742|XP_037032669.1|BCOP	LOC109418584|XP_029712914.1|AEAL, LOC109417164|XP_029713533.1|AEAL, LOC115253576|XP_029713071.1|AEAL, LOC109410103|XP_029731353.1|AEAL
OG0001508	LOC119080040|XP_037044136.1|BCOP, LOC119066573|XP_037025018.1|BCOP	LOC109431051|XP_029721515.1|AEAL, LOC109411570|XP_029721518.1|AEAL
OG0001509	LOC119083247|XP_037048804.1|BCOP	LOC115262741|XP_029721376.1|AEAL, LOC115262720|XP_029721269.1|AEAL, LOC109413623|XP_029721350.1|AEAL, LOC109401297|XP_029721354.1|AEAL, LOC115262821|XP_029721574.1|AEAL
OG0001510	LOC119072757|XP_037033941.1|BCOP	LOC109424709|XP_019555409.1|AEAL
OG0001511	LOC119066136|XP_037024322.1|BCOP	LOC115258394|XP_029714347.1|AEAL, LOC109412053|XP_019541243.2|AEAL
OG0001512	LOC119071191|XP_037031860.1|BCOP, LOC119077034|XP_037040054.1|BCOP, LOC119071183|XP_037031848.1|BCOP, LOC119071407|XP_037032181.1|BCOP, LOC119071406|XP_037032179.1|BCOP, LOC119071408|XP_037032182.1|BCOP, LOC119071188|XP_037031857.1|BCOP	LOC109407671|XP_019536370.2|AEAL, LOC109425940|XP_019556891.1|AEAL
OG0001513	LOC119071130|XP_037031699.1|BCOP	LOC109425937|XP_029731885.1|AEAL, LOC109407616|XP_029731957.1|AEAL
OG0001515	LOC119076873|XP_037039777.1|BCOP	LOC109424072|XP_029736229.1|AEAL
OG0001534	LOC119069790|XP_037029827.1|BCOP	LOC109406973|XP_029711461.1|AEAL, LOC109397845|XP_029708045.1|AEAL
OG0001535	LOC119082911|XP_037048465.1|BCOP	LOC109424608|XP_029710637.1|AEAL
OG0001535	LOC119081291|XP_037045952.1|BCOP	LOC115262319|XP_029720579.1|AEAL
OG0001536	LOC119083641|XP_037049277.1|BCOP	LOC109427471|XP_029711546.1|AEAL, LOC115269370|XP_029733898.1|AEAL, LOC109427473|XP_029711002.1|AEAL, LOC115253659|XP_029710748.1|AEAL, LOC115253538|XP_029733910.1|AEAL, LOC109427541|XP_029711444.1|AEAL
OG0001537	LOC119070285|XP_037030449.1|BCOP, LOC119070287|XP_037030450.1|BCOP	LOC109422124|XP_019552302.1|AEAL
OG0001538	LOC119084761|XP_037050722.1|BCOP	LOC109409457|XP_029713919.1|AEAL, LOC109415318|XP_029713921.1|AEAL, LOC115256851|XP_029711751.1|AEAL
OG0001539	LOC119080435|XP_037044693.1|BCOP	LOC115256829|XP_029711671.1|AEAL, LOC109409459|XP_019538447.2|AEAL
OG0001541	LOC119067503|XP_037026408.1|BCOP, LOC119074747|XP_037036905.1|BCOP	LOC109432987|XP_029714335.1|AEAL
OG0001542	LOC119083755|XP_037049434.1|BCOP	LOC109432944|XP_029714329.1|AEAL, LOC115269571|XP_029734248.1|AEAL, LOC109397712|XP_029716564.1|AEAL
OG0001543	LOC119067212|XP_037025951.1|BCOP	LOC115259113|XP_029715499.1|AEAL, LOC109432961|XP_019564857.2|AEAL, LOC109397692|XP_029734238.1|AEAL
OG0001544	LOC119068082|XP_037027392.1|BCOP	LOC115260602|XP_029717476.1|AEAL, LOC109422996|XP_029717474.1|AEAL, LOC115260601|XP_029717475.1|AEAL
OG0001545	LOC119067565|XP_037026541.1|BCOP	LOC109427791|XP_029729833.1|AEAL, LOC109406902|XP_019535453.2|AEAL
OG0001546	LOC119084624|XP_037050587.1|BCOP, LOC119069480|XP_037029442.1|BCOP	LOC115260715|XP_029717799.1|AEAL, LOC109427786|XP_029729830.1|AEAL
OG0001546	LOC119071884|XP_037032878.1|BCOP	LOC115267137|XP_029729838.1|AEAL, LOC115267133|XP_029729831.1|AEAL
OG0001547	LOC119083969|XP_037049669.1|BCOP	LOC109427728|XP_029716999.1|AEAL, LOC109431385|XP_029717824.1|AEAL
OG0001548	LOC119067604|XP_037026594.1|BCOP	LOC109431598|XP_019563381.1|AEAL
OG0001549	LOC119078658|XP_037042167.1|BCOP	LOC109402113|XP_019530282.2|AEAL, LOC109430926|XP_019562584.2|AEAL, LOC109412105|XP_029733708.1|AEAL, LOC109429391|XP_029729535.1|AEAL
OG0001550	LOC119067024|XP_037025651.1|BCOP	LOC109623011|XP_019933027.1|AEAL, LOC109419637|XP_029712316.1|AEAL, LOC115258983|XP_029715347.1|AEAL
OG0001551	LOC119068659|XP_037028230.1|BCOP	LOC115263679|XP_029722750.1|AEAL, LOC109397268|XP_029722745.1|AEAL, LOC115263681|XP_029722757.1|AEAL, LOC109423221|XP_029712009.1|AEAL
OG0001552	LOC119069945|XP_037030067.1|BCOP	LOC109432145|XP_019563994.2|AEAL
OG0001553	LOC119077795|XP_037041001.1|BCOP	LOC109404451|XP_029719047.1|AEAL, LOC109406334|XP_029719131.1|AEAL
OG0001554	LOC119068534|XP_037028040.1|BCOP	LOC109408861|XP_029708342.1|AEAL, LOC109430398|XP_029722982.1|AEAL, LOC115254802|XP_029708343.1|AEAL
OG0001556	LOC119069503|XP_037029472.1|BCOP	LOC109405167|XP_019533732.2|AEAL
OG0001557	LOC119077131|XP_037040206.1|BCOP	LOC109402353|XP_019530567.2|AEAL, LOC109416919|XP_029715829.1|AEAL, LOC109424039|XP_029733671.1|AEAL, LOC115253440|XP_029727687.1|AEAL, LOC115266033|XP_029727695.1|AEAL
OG0001558	LOC119085650|XP_037051990.1|BCOP	LOC109402361|XP_019530572.2|AEAL, LOC109416954|XP_029716316.1|AEAL
OG0001559	LOC119069552|XP_037029526.1|BCOP, LOC119067227|XP_037025974.1|BCOP	LOC115254037|XP_029715998.1|AEAL, LOC115260406|XP_029717220.1|AEAL, LOC109425509|XP_029716263.1|AEAL, LOC115259442|XP_029715876.1|AEAL, LOC115259446|XP_029715880.1|AEAL
OG0001560	LOC119070423|XP_037030655.1|BCOP	LOC109425486|XP_029715755.1|AEAL, LOC109398989|XP_029732546.1|AEAL
OG0001561	LOC119078770|XP_037042373.1|BCOP	LOC109429292|XP_029716173.1|AEAL, LOC115259577|XP_029716152.1|AEAL, LOC109398222|XP_029716249.1|AEAL
OG0001562	LOC119073818|XP_037035490.1|BCOP	LOC115270143|XP_029735109.1|AEAL, LOC109408085|XP_019536849.2|AEAL
OG0001564	LOC119067239|XP_037025996.1|BCOP	LOC109414942|XP_029715984.1|AEAL, LOC109414936|XP_029721699.1|AEAL, LOC109623069|XP_029716157.1|AEAL
OG0001565	LOC119067360|XP_037026166.1|BCOP	LOC115267371|XP_029730218.1|AEAL, LOC115267361|XP_029730191.1|AEAL
OG0001566	LOC119067590|XP_037026583.1|BCOP	LOC115264136|XP_029723361.1|AEAL, LOC109398578|XP_019526511.1|AEAL
OG0001567	LOC119085861|XP_037052270.1|BCOP	LOC109402927|XP_019531211.2|AEAL, LOC109416104|XP_019545619.2|AEAL, LOC115264346|XP_029723871.1|AEAL
OG0001568	LOC119069780|XP_037029810.1|BCOP	LOC109415708|XP_029723856.1|AEAL, LOC109402915|XP_029722660.1|AEAL, LOC109416065|XP_029722659.1|AEAL
OG0001571	LOC119066962|XP_037025589.1|BCOP	LOC109419083|XP_029729401.1|AEAL
OG0001572	LOC119073400|XP_037034725.1|BCOP	LOC109622523|XP_019932450.2|AEAL, LOC109409029|XP_019537990.2|AEAL, LOC109622524|XP_029716654.1|AEAL, LOC109409041|XP_019538007.1|AEAL
OG0001573	LOC119082450|XP_037047868.1|BCOP, LOC119083348|XP_037048936.1|BCOP	LOC115264451|XP_029724005.1|AEAL, LOC109399288|XP_019527271.2|AEAL
OG0001574	LOC119073628|XP_037035113.1|BCOP	LOC109429069|XP_029726546.1|AEAL
OG0001575	LOC119070120|XP_037030329.1|BCOP, LOC119071146|XP_037031769.1|BCOP	LOC109409967|XP_029725816.1|AEAL, LOC109420227|XP_029717036.1|AEAL
OG0001576	LOC119082146|XP_037047441.1|BCOP, LOC119084794|XP_037050755.1|BCOP	LOC115254213|XP_029732527.1|AEAL, LOC109426722|XP_019557810.2|AEAL, LOC109417979|XP_019547668.2|AEAL, LOC109398203|XP_029719587.1|AEAL
OG0001577	LOC119076585|XP_037039324.1|BCOP	LOC115253479|XP_029735167.1|AEAL, LOC109413467|XP_019542687.2|AEAL
OG0001578	LOC119066452|XP_037024848.1|BCOP, LOC119085051|XP_037051162.1|BCOP, LOC119085839|XP_037052237.1|BCOP, LOC119082619|XP_037048073.1|BCOP	LOC109400664|XP_019528693.2|AEAL, LOC109399403|XP_019527386.2|AEAL
OG0001579	LOC119083540|XP_037049158.1|BCOP	LOC109400727|XP_019528768.2|AEAL, LOC115270004|XP_029734781.1|AEAL, LOC109402729|XP_029710412.1|AEAL
OG0001580	LOC119080394|XP_037044608.1|BCOP	LOC115253588|XP_029718179.1|AEAL, LOC109422538|XP_029734653.1|AEAL
OG0001581	LOC119081125|XP_037045764.1|BCOP	LOC109416404|XP_029722240.1|AEAL, LOC109407423|XP_029722334.1|AEAL
