Orthogroup	BCOP.longest_only	DYAK.longest_only
OG0002475	LOC119071960|XP_037032986.1|BCOP	LOC6538855|XP_002099368.1|DYAK
OG0002476	LOC119085339|XP_037051617.1|BCOP	LOC6531283|XP_002092092.1|DYAK
OG0002477	LOC119072433|XP_037033542.1|BCOP	LOC6530843|XP_002091726.1|DYAK
OG0002478	LOC119078989|XP_037042640.1|BCOP	LOC6530974|XP_002091812.3|DYAK
OG0002479	LOC119066902|XP_037025487.1|BCOP	LOC6530338|XP_002091265.1|DYAK
OG0002480	LOC119071163|XP_037031815.1|BCOP	LOC6539269|XP_015045225.1|DYAK
OG0002481	LOC119067505|XP_037026410.1|BCOP, LOC119078450|XP_037041875.1|BCOP	LOC6523959|XP_002099831.1|DYAK
OG0002482	LOC119071591|XP_037032433.1|BCOP, LOC119068653|XP_037028226.1|BCOP	LOC6529919|XP_002090876.2|DYAK
OG0002483	LOC119076934|XP_037039866.1|BCOP	LOC6531916|XP_002092702.1|DYAK
OG0002484	LOC119075973|XP_037038455.1|BCOP, LOC119067411|XP_037026253.1|BCOP	LOC6531270|XP_002092079.1|DYAK
OG0002485	LOC119070974|XP_037031447.1|BCOP	LOC6528641|XP_002089683.1|DYAK
OG0002486	LOC119085992|XP_037052458.1|BCOP	LOC6534854|XP_002095526.2|DYAK
OG0002487	LOC119072776|XP_037033960.1|BCOP	LOC6539087|XP_039233230.1|DYAK
OG0002488	LOC119080997|XP_037045556.1|BCOP	LOC6530524|XP_002091439.1|DYAK
OG0002489	LOC119076718|XP_037039536.1|BCOP	LOC6534970|XP_002095640.1|DYAK
OG0002490	LOC119071118|XP_037031662.1|BCOP, LOC119080097|XP_037044221.1|BCOP	LOC6530840|XP_002091723.1|DYAK
OG0002491	LOC119071526|XP_037032302.1|BCOP	LOC26535211|XP_039230895.1|DYAK
OG0002492	LOC119071175|XP_037031838.1|BCOP	LOC6531141|XP_002091975.1|DYAK
OG0002493	LOC119071162|XP_037031814.1|BCOP	LOC6528649|XP_002089691.3|DYAK
OG0002494	LOC119084257|XP_037050057.1|BCOP	LOC6536388|XP_002096970.1|DYAK
OG0002495	LOC119083517|XP_037049129.1|BCOP	LOC6530487|XP_002091402.1|DYAK
OG0002497	LOC119073156|XP_037034353.1|BCOP, LOC119080635|XP_037044944.1|BCOP, LOC119085952|XP_037052398.1|BCOP, LOC119066403|XP_037024759.1|BCOP, LOC119082531|XP_037047938.1|BCOP, LOC119080978|XP_037045518.1|BCOP	LOC6535079|XP_002095743.2|DYAK
OG0002499	LOC119075573|XP_037037935.1|BCOP	LOC6532263|XP_002093035.1|DYAK
OG0002500	LOC119083584|XP_037049227.1|BCOP	LOC6525196|XP_002101034.1|DYAK, LOC6538207|XP_002098735.1|DYAK
OG0002508	LOC119069496|XP_037029462.1|BCOP	LOC6525820|XP_039233506.1|DYAK
OG0002509	LOC119067530|XP_037026479.1|BCOP	LOC6528461|XP_002089507.1|DYAK
OG0002510	LOC119083413|XP_037049026.1|BCOP, LOC119067720|XP_037026732.1|BCOP	LOC6526224|XP_002102033.1|DYAK
OG0002511	LOC119068188|XP_037027577.1|BCOP	LOC6536982|XP_039232261.1|DYAK
OG0002512	LOC119080990|XP_037045531.1|BCOP	LOC6523723|XP_039233055.1|DYAK
OG0002513	LOC119085629|XP_037051960.1|BCOP	LOC6536425|XP_002097007.1|DYAK
OG0002514	LOC119068027|XP_037027285.1|BCOP	LOC6532333|XP_015049284.1|DYAK
OG0002516	LOC119082549|XP_037047964.1|BCOP	LOC6538478|XP_002099002.1|DYAK
OG0002517	LOC119068638|XP_037028203.1|BCOP	LOC6524645|XP_039226015.1|DYAK
OG0002518	LOC119069694|XP_037029718.1|BCOP	LOC6535549|XP_039231412.1|DYAK
OG0002519	LOC119082002|XP_037047215.1|BCOP	LOC6530700|XP_002091591.1|DYAK
OG0002520	LOC119067422|XP_037026288.1|BCOP	LOC6525486|XP_002101321.1|DYAK
OG0002521	LOC119067294|XP_037026080.1|BCOP	LOC6525791|XP_039233567.1|DYAK
OG0002522	LOC119070134|XP_037030353.1|BCOP	LOC6535555|XP_002096184.1|DYAK
OG0002523	LOC119068173|XP_037027556.1|BCOP	LOC6538986|XP_002099488.2|DYAK
OG0002524	LOC119084814|XP_037050786.1|BCOP	LOC6524148|XP_002100011.2|DYAK
OG0002525	LOC119068315|XP_037027762.1|BCOP	LOC6533044|XP_002093779.1|DYAK
OG0002527	LOC119070111|XP_037030319.1|BCOP	LOC6535831|XP_039231238.1|DYAK
OG0002528	LOC119068748|XP_037028349.1|BCOP	LOC6524076|XP_039230549.1|DYAK
OG0002529	LOC119067909|XP_037027097.1|BCOP	LOC6536678|XP_002097251.1|DYAK
OG0002530	LOC119076992|XP_037039995.1|BCOP, LOC119082545|XP_037047950.1|BCOP	LOC6529743|XP_002090733.1|DYAK
OG0002531	LOC119075664|XP_037038067.1|BCOP	LOC6528065|XP_002089132.1|DYAK
OG0002532	LOC119067488|XP_037026389.1|BCOP	LOC6539974|XP_002086849.1|DYAK
OG0002533	LOC119070601|XP_037030914.1|BCOP	LOC6526215|XP_002102024.1|DYAK
OG0002534	LOC119067662|XP_037026659.1|BCOP, LOC119068320|XP_037027771.1|BCOP	LOC6530258|XP_002091192.1|DYAK
OG0002535	LOC119072304|XP_037033385.1|BCOP	LOC6534994|XP_002095664.2|DYAK
OG0002536	LOC119080712|XP_037045073.1|BCOP	LOC6538031|XP_002098566.1|DYAK
OG0002537	LOC119074362|XP_037036360.1|BCOP	LOC6531955|XP_039228502.1|DYAK
OG0002539	LOC119082169|XP_037047479.1|BCOP, LOC119083386|XP_037048996.1|BCOP	LOC6532116|XP_002092892.1|DYAK
OG0002540	LOC119067310|XP_037026113.1|BCOP	LOC6537195|XP_002097753.1|DYAK
OG0002541	LOC119067209|XP_037025948.1|BCOP	LOC6525679|XP_002101501.1|DYAK
OG0002542	LOC119070371|XP_037030567.1|BCOP	LOC6525172|XP_002101010.1|DYAK
OG0002543	LOC119068574|XP_037028114.1|BCOP	LOC6524574|XP_002100431.1|DYAK
OG0002544	LOC119069560|XP_037029537.1|BCOP, LOC119073986|XP_037035793.1|BCOP	LOC6537721|XP_002098266.3|DYAK
OG0002545	LOC119069993|XP_037030132.1|BCOP, LOC119071287|XP_037032052.1|BCOP	LOC6523929|XP_002099802.1|DYAK
OG0002547	LOC119070262|XP_037030427.1|BCOP	LOC6524004|XP_002099876.1|DYAK
OG0002548	LOC119070613|XP_037030933.1|BCOP	LOC6523989|XP_002099861.1|DYAK
OG0002549	LOC119067667|XP_037026667.1|BCOP	LOC6525609|XP_039233646.1|DYAK
OG0002550	LOC119074515|XP_037036573.1|BCOP, LOC119074532|XP_037036591.1|BCOP	LOC6524661|XP_039233445.1|DYAK
OG0002551	LOC119082264|XP_037047628.1|BCOP	LOC6539057|XP_002099559.1|DYAK
OG0002552	LOC119068697|XP_037028283.1|BCOP	LOC6529265|XP_002090270.1|DYAK
OG0002553	LOC119068612|XP_037028164.1|BCOP	LOC6526216|XP_002102025.2|DYAK
OG0002554	LOC119085663|XP_037052006.1|BCOP	LOC120322002|XP_039232474.1|DYAK
OG0002555	LOC119067291|XP_037026076.1|BCOP, LOC119081549|XP_037046467.1|BCOP	LOC6524109|XP_002099973.1|DYAK
OG0002556	LOC119067989|XP_037027241.1|BCOP	LOC6528066|XP_002089133.1|DYAK
OG0002557	LOC119067147|XP_037025840.1|BCOP	LOC6524607|XP_002100464.1|DYAK
OG0002558	LOC119070376|XP_037030583.1|BCOP	LOC6537930|XP_002098470.1|DYAK
OG0002559	LOC119068160|XP_037027532.1|BCOP	LOC26535787|XP_039231833.1|DYAK
OG0002560	LOC119068324|XP_037027774.1|BCOP	LOC6535870|XP_002096486.1|DYAK
OG0002561	LOC119069500|XP_037029467.1|BCOP	LOC6535652|XP_039231460.1|DYAK
OG0002562	LOC119069154|XP_037028954.1|BCOP, LOC119085595|XP_037051948.1|BCOP, LOC119069153|XP_037028953.1|BCOP, LOC119071965|XP_037032991.1|BCOP	LOC6525015|XP_002100854.1|DYAK
OG0002563	LOC119071167|XP_037031819.1|BCOP	LOC6525624|XP_002101459.2|DYAK
OG0002564	LOC119070097|XP_037030305.1|BCOP, LOC119078092|XP_037041451.1|BCOP, LOC119075249|XP_037037543.1|BCOP	LOC6538887|XP_002099391.1|DYAK
OG0002565	LOC119069163|XP_037028964.1|BCOP	LOC6536323|XP_002096907.1|DYAK
OG0002566	LOC119081788|XP_037046896.1|BCOP	LOC6535550|XP_039231411.1|DYAK
OG0002567	LOC119067298|XP_037026094.1|BCOP	LOC6525487|XP_002101322.1|DYAK
OG0002568	LOC119082824|XP_037048370.1|BCOP, LOC119070391|XP_037030606.1|BCOP	LOC6536269|XP_002096855.1|DYAK
OG0002569	LOC119068141|XP_037027497.1|BCOP, LOC119066720|XP_037025229.1|BCOP	LOC6539734|XP_002086618.1|DYAK
OG0002570	LOC119069537|XP_037029508.1|BCOP	LOC6535585|XP_002096213.2|DYAK
OG0002571	LOC119069935|XP_037030057.1|BCOP	LOC6535583|XP_002096211.2|DYAK
OG0002573	LOC119082427|XP_037047854.1|BCOP	LOC6539924|XP_002086800.1|DYAK
OG0002574	LOC119082831|XP_037048384.1|BCOP	LOC6535553|XP_002096182.2|DYAK
OG0002575	LOC119068129|XP_037027484.1|BCOP	LOC6537372|XP_015048301.2|DYAK
OG0002576	LOC119073389|XP_037034714.1|BCOP	LOC6539101|XP_015045307.1|DYAK
OG0002577	LOC119072333|XP_037033416.1|BCOP	LOC6534336|XP_015050578.1|DYAK
OG0002578	LOC119067580|XP_037026564.1|BCOP	LOC6526827|XP_002087928.1|DYAK
OG0002580	LOC119068383|XP_037027844.1|BCOP	LOC6530060|XP_002091006.1|DYAK
OG0002581	LOC119069852|XP_037029919.1|BCOP	LOC6537954|XP_039232112.1|DYAK
OG0002582	LOC119075796|XP_037038258.1|BCOP	LOC6536416|XP_002096998.2|DYAK
OG0002583	LOC119067098|XP_037025752.1|BCOP	LOC6536505|XP_039232201.1|DYAK
OG0002584	LOC119069127|XP_037028921.1|BCOP	LOC6534966|XP_002095636.1|DYAK
OG0002585	LOC119069128|XP_037028923.1|BCOP	LOC6534967|XP_002095637.1|DYAK
OG0002586	LOC119085227|XP_037051438.1|BCOP	LOC6535631|XP_002096259.2|DYAK
OG0002587	LOC119085279|XP_037051532.1|BCOP	LOC6536179|XP_002096770.2|DYAK
OG0002588	LOC119067849|XP_037026977.1|BCOP	LOC6536430|XP_002097012.1|DYAK
OG0002589	LOC119068450|XP_037027924.1|BCOP	LOC6538361|XP_002098885.2|DYAK
OG0002590	LOC119078001|XP_037041276.1|BCOP	LOC6524985|XP_002100825.1|DYAK
OG0002591	LOC119084114|XP_037049861.1|BCOP, LOC119085654|XP_037051997.1|BCOP, LOC119085655|XP_037051998.1|BCOP, LOC119085644|XP_037051977.1|BCOP	LOC6538935|XP_002099439.1|DYAK
OG0002592	LOC119068591|XP_037028140.1|BCOP	LOC6538235|XP_002098762.3|DYAK
OG0002593	LOC119085014|XP_037051091.1|BCOP	LOC6538240|XP_039230951.1|DYAK
OG0002594	LOC119085087|XP_037051228.1|BCOP	LOC6537363|XP_039232819.1|DYAK
OG0002595	LOC119085168|XP_037051364.1|BCOP	LOC6535633|XP_002096261.2|DYAK
OG0002596	LOC119067993|XP_037027249.1|BCOP, LOC119080356|XP_037044552.1|BCOP	LOC6536968|XP_002097537.1|DYAK
OG0002597	LOC119067962|XP_037027187.1|BCOP	LOC6536488|XP_002097066.1|DYAK
OG0002598	LOC119068678|XP_037028258.1|BCOP	LOC6537819|XP_002098360.2|DYAK
OG0002599	LOC119069471|XP_037029420.1|BCOP	LOC6536415|XP_002096997.1|DYAK
OG0002600	LOC119080949|XP_037045473.1|BCOP	LOC6528839|XP_002089871.1|DYAK
OG0002601	LOC119069112|XP_037028900.1|BCOP	LOC6535943|XP_002096559.1|DYAK
OG0002602	LOC119068793|XP_037028450.1|BCOP, LOC119069095|XP_037028881.1|BCOP	LOC6538150|XP_002098684.1|DYAK
OG0002603	LOC119081730|XP_037046794.1|BCOP	LOC6538837|XP_039232018.1|DYAK
OG0002604	LOC119082880|XP_037048436.1|BCOP	LOC6538836|XP_039232019.1|DYAK
OG0002605	LOC119068738|XP_037028332.1|BCOP	LOC6536855|XP_002097424.1|DYAK
OG0002606	LOC119067250|XP_037026014.1|BCOP	LOC6536991|XP_039232260.1|DYAK
OG0002607	LOC119067230|XP_037025979.1|BCOP	LOC6539848|XP_002086731.1|DYAK
OG0002608	LOC119067106|XP_037025765.1|BCOP	LOC6537071|XP_002097632.1|DYAK
OG0002609	LOC119081867|XP_037046992.1|BCOP	LOC6530210|XP_002091148.1|DYAK
OG0002610	LOC119067420|XP_037026286.1|BCOP	LOC6535908|XP_002096524.2|DYAK
OG0002611	LOC119068423|XP_037027885.1|BCOP	LOC6536354|XP_002096936.1|DYAK
OG0002612	LOC119082396|XP_037047824.1|BCOP	LOC6535790|XP_002096413.1|DYAK
OG0002613	LOC119069744|XP_037029778.1|BCOP	LOC6538783|XP_015049029.1|DYAK
OG0002614	LOC119069728|XP_037029751.1|BCOP	LOC6538384|XP_002098908.2|DYAK
OG0002615	LOC119068223|XP_037027616.1|BCOP	LOC6533472|XP_002094183.1|DYAK
OG0002616	LOC119069729|XP_037029753.1|BCOP	LOC6538255|XP_002098782.1|DYAK
OG0002617	LOC119070573|XP_037030875.1|BCOP	LOC6536395|XP_002096977.1|DYAK
OG0002618	LOC119070362|XP_037030552.1|BCOP	LOC6535294|XP_002095950.1|DYAK
OG0002619	LOC119073409|XP_037034743.1|BCOP	LOC6536658|XP_002097230.3|DYAK
OG0002620	LOC119067185|XP_037025903.1|BCOP	LOC6538686|XP_002099205.2|DYAK
OG0002621	LOC119081779|XP_037046885.1|BCOP	LOC6537787|XP_002098328.1|DYAK
OG0002622	LOC119084869|XP_037050901.1|BCOP	LOC6535092|XP_002095756.1|DYAK
OG0002623	LOC119082013|XP_037047225.1|BCOP	LOC6536324|XP_039232699.1|DYAK
OG0002624	LOC119067930|XP_037027139.1|BCOP	LOC6537667|XP_002098212.1|DYAK
OG0002625	LOC119067075|XP_037025706.1|BCOP	LOC6537679|XP_002098224.3|DYAK
OG0002626	LOC119067809|XP_037026855.1|BCOP	LOC6525383|XP_002101219.1|DYAK
OG0002627	LOC119066999|XP_037025622.1|BCOP	LOC6537756|XP_039231346.1|DYAK
OG0002628	LOC119067083|XP_037025728.1|BCOP	LOC6537538|XP_039231014.1|DYAK
OG0002629	LOC119070413|XP_037030639.1|BCOP	LOC6536629|XP_039231889.1|DYAK
OG0002630	LOC119072640|XP_037033784.1|BCOP	LOC6537133|XP_015048156.1|DYAK
OG0002631	LOC119075665|XP_037038071.1|BCOP	LOC6538628|XP_002099150.1|DYAK
OG0002632	LOC119067359|XP_037026165.1|BCOP	LOC6537351|XP_002097908.1|DYAK
OG0002633	LOC119069983|XP_037030122.1|BCOP	LOC26535669|XP_015047220.1|DYAK
OG0002634	LOC119085396|XP_037051690.1|BCOP	LOC6537324|XP_015048281.1|DYAK
OG0002635	LOC119080964|XP_037045499.1|BCOP	LOC6536442|XP_002097023.1|DYAK
OG0002636	LOC119067358|XP_037026164.1|BCOP	LOC6535255|XP_002095911.1|DYAK
OG0002637	LOC119071502|XP_037032255.1|BCOP	LOC6527344|XP_002088436.1|DYAK
OG0002638	LOC119069723|XP_037029743.1|BCOP	LOC6537965|XP_002098502.2|DYAK
OG0002639	LOC119080551|XP_037044864.1|BCOP	LOC6537386|XP_002097942.1|DYAK
OG0002640	LOC119068796|XP_037028454.1|BCOP, LOC119071761|XP_037032694.1|BCOP	LOC6537005|XP_002097574.1|DYAK
OG0002641	LOC119068801|XP_037028471.1|BCOP	LOC6537008|XP_039231343.1|DYAK
OG0002642	LOC119068803|XP_037028472.1|BCOP	LOC6537009|XP_002097578.1|DYAK
OG0002643	LOC119068804|XP_037028473.1|BCOP	LOC6537010|XP_015048067.1|DYAK
OG0002644	LOC119069255|XP_037029204.1|BCOP, LOC119069253|XP_037029202.1|BCOP	LOC6537577|XP_002098123.1|DYAK
OG0002645	LOC119069235|XP_037029169.1|BCOP	LOC6537571|XP_039231708.1|DYAK
OG0002646	LOC119082370|XP_037047789.1|BCOP	LOC6538702|XP_002099217.1|DYAK
OG0002647	LOC119074854|XP_037037065.1|BCOP	LOC6536160|XP_002096760.1|DYAK
OG0002648	LOC119070538|XP_037030808.1|BCOP	LOC6535983|XP_039231963.1|DYAK
OG0002649	LOC119069352|XP_037029321.1|BCOP	LOC6537644|XP_015048453.1|DYAK
OG0002650	LOC119081896|XP_037047022.1|BCOP	LOC6536159|XP_002096759.1|DYAK
OG0002651	LOC119069792|XP_037029832.1|BCOP	LOC6537069|XP_002097630.1|DYAK
OG0002652	LOC119067467|XP_037026350.1|BCOP	LOC6535877|XP_015047428.1|DYAK
OG0002653	LOC119068178|XP_037027561.1|BCOP	LOC6538173|XP_002098701.2|DYAK
OG0002654	LOC119078162|XP_037041532.1|BCOP	LOC6538170|XP_002098698.2|DYAK
OG0002655	LOC119067581|XP_037026568.1|BCOP	LOC6535788|XP_039232725.1|DYAK
OG0002656	LOC119070047|XP_037030228.1|BCOP	LOC6536946|XP_002097515.1|DYAK
OG0002657	LOC119069772|XP_037029805.1|BCOP	LOC6536441|XP_002097022.1|DYAK
OG0002658	LOC119084969|XP_037051017.1|BCOP	LOC6538980|XP_002099483.1|DYAK
OG0002659	LOC119067262|XP_037026036.1|BCOP	LOC6538140|XP_002098674.1|DYAK
OG0002660	LOC119067028|XP_037025656.1|BCOP	LOC6524647|XP_002100504.1|DYAK
OG0002661	LOC119069727|XP_037029746.1|BCOP	LOC6538182|XP_002098710.2|DYAK
OG0002662	LOC119081641|XP_037046612.1|BCOP	LOC6532118|XP_015051710.1|DYAK
OG0002663	LOC119067421|XP_037026287.1|BCOP	LOC6538751|XP_002099265.1|DYAK
OG0002664	LOC119078661|XP_037042203.1|BCOP	LOC6529156|XP_002087365.1|DYAK
OG0002665	LOC119073931|XP_037035695.1|BCOP	LOC6528547|XP_002089592.2|DYAK
OG0002666	LOC119073826|XP_037035516.1|BCOP	LOC6528543|XP_039226501.1|DYAK
OG0002667	LOC119084873|XP_037050908.1|BCOP	LOC6528861|XP_002089893.1|DYAK
OG0002668	LOC119079720|XP_037043676.1|BCOP, LOC119082452|XP_037047869.1|BCOP	LOC6532432|XP_015049345.1|DYAK
OG0002669	LOC119079710|XP_037043662.1|BCOP, LOC119079709|XP_037043661.1|BCOP	LOC6527752|XP_002088832.1|DYAK
OG0002670	LOC119073536|XP_037034973.1|BCOP	LOC6533363|XP_002094088.1|DYAK
OG0002671	LOC119073500|XP_037034910.1|BCOP	LOC6533359|XP_015049948.1|DYAK
OG0002672	LOC119081362|XP_037046110.1|BCOP	LOC6530670|XP_015051867.1|DYAK
OG0002673	LOC119079872|XP_037043847.1|BCOP	LOC6531958|XP_002092744.1|DYAK
OG0002674	LOC119073367|XP_037034669.1|BCOP	LOC6528858|XP_002089890.1|DYAK
OG0002675	LOC119081279|XP_037045934.1|BCOP	LOC6533298|XP_002094024.1|DYAK
OG0002676	LOC119080150|XP_037044263.1|BCOP	LOC6532105|XP_002092881.1|DYAK
OG0002677	LOC119073444|XP_037034828.1|BCOP	LOC6528404|XP_039226905.1|DYAK
OG0002678	LOC119074004|XP_037035833.1|BCOP	LOC6529296|XP_002090301.1|DYAK
OG0002679	LOC119079576|XP_037043460.1|BCOP	LOC6531953|XP_015051635.1|DYAK
OG0002680	LOC119079344|XP_037043069.1|BCOP	LOC6523819|XP_002099694.2|DYAK
OG0002681	LOC119072046|XP_037033066.1|BCOP	LOC6530675|XP_015051862.1|DYAK
OG0002682	LOC119083677|XP_037049356.1|BCOP	LOC6532996|XP_002093731.1|DYAK
OG0002683	LOC119076594|XP_037039341.1|BCOP, LOC119076595|XP_037039344.1|BCOP	LOC6536215|XP_002096806.1|DYAK
OG0002684	LOC119080762|XP_037045218.1|BCOP	LOC6539988|XP_002086859.1|DYAK
OG0002685	LOC119073512|XP_037034926.1|BCOP, LOC119073461|XP_037034859.1|BCOP	LOC6532307|XP_039230778.1|DYAK
OG0002686	LOC119080163|XP_037044279.1|BCOP	LOC6533510|XP_002094221.1|DYAK
OG0002687	LOC119080432|XP_037044684.1|BCOP	LOC6539445|XP_015045141.2|DYAK
OG0002688	LOC119081235|XP_037045858.1|BCOP	LOC6534362|XP_015050590.1|DYAK
OG0002689	LOC119073663|XP_037035162.1|BCOP	LOC6523986|XP_002099858.1|DYAK
OG0002690	LOC119073493|XP_037034895.1|BCOP	LOC6533680|XP_002094386.1|DYAK
OG0002691	LOC119073974|XP_037035774.1|BCOP	LOC6531736|XP_002092526.2|DYAK
OG0002692	LOC119073943|XP_037035712.1|BCOP	LOC6531976|XP_002092762.1|DYAK
OG0002693	LOC119080969|XP_037045506.1|BCOP	LOC6532414|XP_015049336.1|DYAK
OG0002695	LOC119077469|XP_037040575.1|BCOP	LOC6533098|XP_002093824.1|DYAK
OG0002696	LOC119076810|XP_037039692.1|BCOP	LOC6534439|XP_002095116.1|DYAK
OG0002697	LOC119073706|XP_037035206.1|BCOP	LOC6533369|XP_002094094.2|DYAK
OG0002698	LOC119080920|XP_037045431.1|BCOP	LOC6533438|XP_039230033.1|DYAK
OG0002699	LOC119080924|XP_037045439.1|BCOP	LOC6533300|XP_002094026.1|DYAK
OG0002700	LOC119074455|XP_037036489.1|BCOP	LOC6534567|XP_039230667.1|DYAK
OG0002701	LOC119074001|XP_037035825.1|BCOP	LOC6531821|XP_002092608.2|DYAK
OG0002702	LOC119072644|XP_037033788.1|BCOP	LOC6531883|XP_002092670.1|DYAK
OG0002703	LOC119073590|XP_037035058.1|BCOP	LOC6529097|XP_039226298.1|DYAK
OG0002704	LOC119073497|XP_037034906.1|BCOP	LOC6530496|XP_002091411.1|DYAK
OG0002705	LOC119081074|XP_037045710.1|BCOP	LOC6533211|XP_002093937.2|DYAK
OG0002706	LOC119075123|XP_037037404.1|BCOP, LOC119070231|XP_037030397.1|BCOP	LOC6529291|XP_002090296.1|DYAK
OG0002707	LOC119078951|XP_037042594.1|BCOP	LOC6532184|XP_015049201.1|DYAK
OG0002708	LOC119081131|XP_037045770.1|BCOP	LOC6535071|XP_002095735.2|DYAK
OG0002709	LOC119073635|XP_037035123.1|BCOP	LOC6528717|XP_039227683.1|DYAK
OG0002710	LOC119073676|XP_037035177.1|BCOP	LOC6530725|XP_002091616.1|DYAK
OG0002711	LOC119073671|XP_037035171.1|BCOP	LOC6530727|XP_002091618.3|DYAK
OG0002712	LOC119069226|XP_037029154.1|BCOP	LOC6531179|XP_015051153.1|DYAK
OG0002713	LOC119069057|XP_037028829.1|BCOP	LOC6530080|XP_039229055.1|DYAK
OG0002714	LOC119079404|XP_037043186.1|BCOP	LOC6528473|XP_002089519.1|DYAK
OG0002715	LOC119079374|XP_037043141.1|BCOP	LOC6525606|XP_002101441.1|DYAK
OG0002716	LOC119074910|XP_037037152.1|BCOP	LOC6532136|XP_039228987.1|DYAK
OG0002717	LOC119073789|XP_037035408.1|BCOP	LOC6536222|XP_002096813.1|DYAK
OG0002718	LOC119081615|XP_037046556.1|BCOP	LOC6533254|XP_002093980.1|DYAK
OG0002719	LOC119069257|XP_037029210.1|BCOP	LOC6536547|XP_002097123.1|DYAK
OG0002720	LOC119079304|XP_037042989.1|BCOP, LOC119079303|XP_037042988.1|BCOP	LOC6533034|XP_002093769.3|DYAK
OG0002721	LOC119083444|XP_037049061.1|BCOP, LOC119082179|XP_037047488.1|BCOP	LOC6529680|XP_015052400.1|DYAK
OG0002722	LOC119080733|XP_037045168.1|BCOP	LOC6528728|XP_002089763.1|DYAK
OG0002723	LOC119080797|XP_037045263.1|BCOP	LOC6532097|XP_002092873.2|DYAK
OG0002724	LOC119080601|XP_037044894.1|BCOP	LOC6538687|XP_002099206.1|DYAK
OG0002725	LOC119080084|XP_037044201.1|BCOP	LOC6534919|XP_002095590.1|DYAK
OG0002726	LOC119080773|XP_037045235.1|BCOP	LOC6533530|XP_015050103.1|DYAK
OG0002727	LOC119077497|XP_037040620.1|BCOP	LOC6532809|XP_002093546.1|DYAK
OG0002728	LOC119075434|XP_037037771.1|BCOP	LOC6530088|XP_002091034.1|DYAK
OG0002730	LOC119081262|XP_037045893.1|BCOP	LOC6529910|XP_039229245.1|DYAK
OG0002731	LOC119079935|XP_037043932.1|BCOP	LOC6532245|XP_002093018.1|DYAK
OG0002732	LOC119075134|XP_037037415.1|BCOP	LOC6530187|XP_002091125.2|DYAK
OG0002733	LOC119079361|XP_037043104.1|BCOP	LOC6531200|XP_002092028.1|DYAK
OG0002734	LOC119081358|XP_037046103.1|BCOP	LOC6539190|XP_015045271.1|DYAK
OG0002735	LOC119074027|XP_037035863.1|BCOP	LOC6528849|XP_015054240.1|DYAK
OG0002736	LOC119074021|XP_037035853.1|BCOP	LOC6528846|XP_002089878.2|DYAK
OG0002737	LOC119073349|XP_037034638.1|BCOP, LOC119068795|XP_037028453.1|BCOP	LOC6532588|XP_002093332.1|DYAK
OG0002738	LOC119073703|XP_037035198.1|BCOP	LOC6532879|XP_002093615.1|DYAK
OG0002739	LOC119073654|XP_037035149.1|BCOP	LOC6534860|XP_002095532.1|DYAK
OG0002740	LOC119073651|XP_037035145.1|BCOP	LOC6539717|XP_039229730.1|DYAK
OG0002741	LOC119069551|XP_037029529.1|BCOP	LOC6530710|XP_002091601.2|DYAK
OG0002742	LOC119073601|XP_037035069.1|BCOP	LOC6531915|XP_002092701.1|DYAK
OG0002744	LOC119080734|XP_037045169.1|BCOP, LOC119080742|XP_037045184.1|BCOP, LOC119080745|XP_037045189.1|BCOP	LOC6534689|XP_002095364.2|DYAK
OG0002745	LOC119080402|XP_037044626.1|BCOP	LOC6532451|XP_002093198.1|DYAK
OG0002746	LOC119080877|XP_037045350.1|BCOP	LOC6531488|XP_002092287.1|DYAK
OG0002747	LOC119071489|XP_037032236.1|BCOP, LOC119079534|XP_037043415.1|BCOP	LOC6535428|XP_002096077.1|DYAK
OG0002748	LOC119081736|XP_037046799.1|BCOP	LOC6531995|XP_002092781.1|DYAK
OG0002749	LOC119081760|XP_037046845.1|BCOP	LOC6532104|XP_002092880.1|DYAK
OG0002750	LOC119081417|XP_037046212.1|BCOP	LOC6530362|XP_002091288.2|DYAK
OG0002751	LOC119081435|XP_037046254.1|BCOP	LOC6528521|XP_039226313.1|DYAK
OG0002752	LOC119073464|XP_037034863.1|BCOP	LOC6528740|XP_002089775.1|DYAK
OG0002753	LOC119073950|XP_037035731.1|BCOP	LOC6531604|XP_002092401.1|DYAK
OG0002754	LOC119083644|XP_037049285.1|BCOP	LOC6533226|XP_039230747.1|DYAK
OG0002755	LOC119067964|XP_037027190.1|BCOP	LOC6531056|XP_002091890.1|DYAK
OG0002756	LOC119079984|XP_037044034.1|BCOP	LOC6534821|XP_002095493.2|DYAK
OG0002757	LOC119075351|XP_037037680.1|BCOP	LOC6532523|XP_039230453.1|DYAK
OG0002758	LOC119083716|XP_037049401.1|BCOP	LOC6531187|XP_039228303.1|DYAK
OG0002759	LOC119083686|XP_037049365.1|BCOP	LOC6531209|XP_015051169.1|DYAK
OG0002760	LOC119083715|XP_037049399.1|BCOP	LOC6532148|XP_002092924.1|DYAK
OG0002762	LOC119073876|XP_037035648.1|BCOP	LOC6531084|XP_039228053.1|DYAK
OG0002763	LOC119080856|XP_037045326.1|BCOP	LOC6532645|XP_002093389.1|DYAK
OG0002764	LOC119075054|XP_037037345.1|BCOP	LOC6534304|XP_039229858.1|DYAK
OG0002765	LOC119083774|XP_037049454.1|BCOP	LOC6531154|XP_002091983.3|DYAK
