Orthogroup	BCOP.longest_only	ASTE.longest_only
OG0001544	LOC119068082|XP_037027392.1|BCOP	LOC118507625|XP_035902243.1|ASTE, LOC118507490|XP_035901911.1|ASTE
OG0001545	LOC119067565|XP_037026541.1|BCOP	LOC118506676|XP_035900013.1|ASTE
OG0001546	LOC119084624|XP_037050587.1|BCOP, LOC119069480|XP_037029442.1|BCOP, LOC119071884|XP_037032878.1|BCOP	LOC118508312|XP_035903877.1|ASTE
OG0001547	LOC119083969|XP_037049669.1|BCOP	LOC118506882|XP_035900543.1|ASTE
OG0001548	LOC119067604|XP_037026594.1|BCOP	LOC118517085|XP_035918834.1|ASTE
OG0001549	LOC119078658|XP_037042167.1|BCOP	LOC118511070|XP_035909580.1|ASTE
OG0001550	LOC119067024|XP_037025651.1|BCOP	LOC118502685|XP_035891091.1|ASTE
OG0001551	LOC119068659|XP_037028230.1|BCOP	LOC118508471|XP_035904171.1|ASTE
OG0001552	LOC119069945|XP_037030067.1|BCOP	LOC118506807|XP_035900358.1|ASTE
OG0001553	LOC119068481|XP_037027987.1|BCOP	LOC118504450|XP_035894835.1|ASTE
OG0001553	LOC119077795|XP_037041001.1|BCOP	LOC118507559|XP_035902043.1|ASTE
OG0001554	LOC119068534|XP_037028040.1|BCOP	LOC118503590|XP_035892934.1|ASTE
OG0001556	LOC119069503|XP_037029472.1|BCOP	LOC118514356|XP_035917071.1|ASTE
OG0001557	LOC119077131|XP_037040206.1|BCOP	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE
OG0001558	LOC119085650|XP_037051990.1|BCOP	LOC118504481|XP_035894891.1|ASTE
OG0001559	LOC119069552|XP_037029526.1|BCOP, LOC119067227|XP_037025974.1|BCOP	LOC118502705|XP_035891142.1|ASTE
OG0001560	LOC119070423|XP_037030655.1|BCOP	LOC118506880|XP_035900522.1|ASTE
OG0001561	LOC119078770|XP_037042373.1|BCOP	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE
OG0001562	LOC119073818|XP_037035490.1|BCOP	LOC118511566|XP_035910698.1|ASTE
OG0001563	LOC119067500|XP_037026402.1|BCOP	LOC118506798|XP_035900314.1|ASTE
OG0001564	LOC119067239|XP_037025996.1|BCOP	LOC118505168|XP_035896467.1|ASTE
OG0001565	LOC119067360|XP_037026166.1|BCOP	LOC118506372|XP_035899287.1|ASTE
OG0001566	LOC119067590|XP_037026583.1|BCOP	LOC118505781|XP_035897970.1|ASTE
OG0001567	LOC119085861|XP_037052270.1|BCOP	LOC118511921|XP_035911452.1|ASTE
OG0001568	LOC119069780|XP_037029810.1|BCOP	LOC118511924|XP_035911466.1|ASTE
OG0001570	LOC119070649|XP_037030978.1|BCOP, LOC119070659|XP_037030988.1|BCOP, LOC119067461|XP_037026342.1|BCOP	LOC118504393|XP_035894692.1|ASTE
OG0001571	LOC119066962|XP_037025589.1|BCOP	LOC118511747|XP_035911102.1|ASTE
OG0001572	LOC119073400|XP_037034725.1|BCOP	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE
OG0001573	LOC119082450|XP_037047868.1|BCOP, LOC119083348|XP_037048936.1|BCOP	LOC118512694|XP_035913394.1|ASTE
OG0001574	LOC119071041|XP_037031536.1|BCOP	LOC118517603|XP_035919784.1|ASTE
OG0001574	LOC119073628|XP_037035113.1|BCOP	LOC118509099|XP_035905148.1|ASTE
OG0001575	LOC119070120|XP_037030329.1|BCOP, LOC119071146|XP_037031769.1|BCOP	LOC118511278|XP_035910063.1|ASTE
OG0001576	LOC119082146|XP_037047441.1|BCOP, LOC119084794|XP_037050755.1|BCOP	LOC118512248|XP_035912283.1|ASTE
OG0001577	LOC119076585|XP_037039324.1|BCOP	LOC118508852|XP_035904498.1|ASTE
OG0001578	LOC119066452|XP_037024848.1|BCOP, LOC119085051|XP_037051162.1|BCOP, LOC119085839|XP_037052237.1|BCOP, LOC119082619|XP_037048073.1|BCOP	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE
OG0001579	LOC119083540|XP_037049158.1|BCOP	LOC118509698|XP_035906659.1|ASTE
OG0001580	LOC119080394|XP_037044608.1|BCOP	LOC118511539|XP_035910626.1|ASTE
OG0001581	LOC119081125|XP_037045764.1|BCOP	LOC118512895|XP_035913900.1|ASTE
OG0001582	LOC119073350|XP_037034640.1|BCOP	LOC118514210|XP_035916796.1|ASTE
OG0001584	LOC119074639|XP_037036814.1|BCOP, LOC119067311|XP_037026114.1|BCOP	LOC118509247|XP_035905474.1|ASTE
OG0001585	LOC119067960|XP_037027182.1|BCOP	LOC118506651|XP_035899948.1|ASTE
OG0001586	LOC119081213|XP_037045828.1|BCOP	LOC118510349|XP_035907937.1|ASTE
OG0001587	LOC119071784|XP_037032739.1|BCOP	LOC118511335|XP_035910161.1|ASTE
OG0001588	LOC119073902|XP_037035686.1|BCOP	LOC118512235|XP_035912262.1|ASTE
OG0001589	LOC119072887|XP_037034105.1|BCOP	LOC118507578|XP_035902124.1|ASTE
OG0001590	LOC119071876|XP_037032846.1|BCOP	LOC118512262|XP_035912326.1|ASTE
OG0001591	LOC119082064|XP_037047296.1|BCOP	LOC118509673|XP_035906569.1|ASTE
OG0001593	LOC119066748|XP_037025272.1|BCOP, LOC119066741|XP_037025258.1|BCOP	LOC118513303|XP_035914777.1|ASTE
OG0001595	LOC119073618|XP_037035090.1|BCOP	LOC118513575|XP_035915404.1|ASTE
OG0001596	LOC119074048|XP_037035889.1|BCOP	LOC118509053|XP_035905056.1|ASTE
OG0001597	LOC119081933|XP_037047081.1|BCOP	LOC118509170|XP_035905323.1|ASTE
OG0001598	LOC119081944|XP_037047103.1|BCOP	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE
OG0001599	LOC119077001|XP_037040003.1|BCOP	LOC118513962|XP_035916270.1|ASTE
OG0001600	LOC119076225|XP_037038776.1|BCOP	LOC118511577|XP_035910717.1|ASTE
OG0001601	LOC119078696|XP_037042253.1|BCOP	LOC118511048|XP_035909539.1|ASTE
OG0001603	LOC119072752|XP_037033933.1|BCOP	LOC118513928|XP_035916189.1|ASTE
OG0001603	LOC119072750|XP_037033931.1|BCOP	LOC118513930|XP_035916193.1|ASTE
OG0001604	LOC119084493|XP_037050394.1|BCOP	LOC118506855|XP_035900478.1|ASTE
OG0001605	LOC119073863|XP_037035623.1|BCOP	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE
OG0001606	LOC119071515|XP_037032285.1|BCOP	LOC118511131|XP_035909758.1|ASTE
OG0001607	LOC119081917|XP_037047049.1|BCOP	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE
OG0001608	LOC119069430|XP_037029382.1|BCOP, LOC119070907|XP_037031331.1|BCOP	LOC118511595|XP_035910750.1|ASTE
OG0001609	LOC119080234|XP_037044376.1|BCOP	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE
OG0001610	LOC119085960|XP_037052411.1|BCOP	LOC118513447|XP_035915090.1|ASTE
OG0001611	LOC119078606|XP_037042095.1|BCOP	LOC118511616|XP_035910799.1|ASTE
OG0001612	LOC119068420|XP_037027884.1|BCOP, LOC119085336|XP_037051614.1|BCOP	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE
OG0001613	LOC119078421|XP_037041823.1|BCOP	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE
OG0001614	LOC119084837|XP_037050828.1|BCOP	LOC118508973|XP_035904842.1|ASTE
OG0001615	LOC119082410|XP_037047838.1|BCOP	LOC118510591|XP_035908485.1|ASTE
OG0001616	LOC119075332|XP_037037655.1|BCOP	LOC118513265|XP_035914725.1|ASTE
OG0001617	LOC119071474|XP_037032218.1|BCOP	LOC118510872|XP_035909124.1|ASTE
OG0001618	LOC119078628|XP_037042122.1|BCOP	LOC118506415|XP_035899396.1|ASTE, LOC118502532|XP_035890695.1|ASTE
OG0001619	LOC119071103|XP_037031640.1|BCOP	LOC118512480|XP_035912868.1|ASTE
OG0001620	LOC119085342|XP_037051620.1|BCOP	LOC118510914|XP_035909210.1|ASTE
OG0001621	LOC119083210|XP_037048772.1|BCOP	LOC118513213|XP_035914620.1|ASTE
OG0001622	LOC119068566|XP_037028089.1|BCOP	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE
OG0001623	LOC119083103|XP_037048625.1|BCOP, LOC119083105|XP_037048631.1|BCOP, LOC119083108|XP_037048635.1|BCOP	LOC118513316|XP_035914811.1|ASTE
OG0001624	LOC119085274|XP_037051523.1|BCOP, LOC119075636|XP_037038012.1|BCOP	LOC118510774|XP_035908934.1|ASTE
OG0001625	LOC119066260|XP_037024508.1|BCOP	LOC118510768|XP_035908920.1|ASTE
OG0001626	LOC119074811|XP_037036993.1|BCOP	LOC118504252|XP_035894372.1|ASTE
OG0001628	LOC119076696|XP_037039506.1|BCOP	LOC118514678|XP_035917619.1|ASTE
OG0001629	LOC119076817|XP_037039700.1|BCOP, LOC119076293|XP_037038851.1|BCOP	LOC118505793|XP_035898019.1|ASTE
OG0001630	LOC119077822|XP_037041025.1|BCOP	LOC118502353|XP_035890429.1|ASTE
OG0001631	LOC119083402|XP_037049016.1|BCOP, LOC119076405|XP_037039027.1|BCOP	LOC118506721|XP_035900137.1|ASTE
OG0001632	LOC119068038|XP_037027298.1|BCOP, LOC119068036|XP_037027296.1|BCOP	LOC118502653|XP_035890997.1|ASTE
OG0001633	LOC119077838|XP_037041049.1|BCOP	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE
OG0001634	LOC119066118|XP_037024294.1|BCOP	LOC118506703|XP_035900088.1|ASTE
OG0001635	LOC119073768|XP_037035330.1|BCOP	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE
OG0001636	LOC119066825|XP_037025377.1|BCOP, LOC119069449|XP_037029399.1|BCOP, LOC119086042|XP_037052511.1|BCOP	LOC118506419|XP_035899410.1|ASTE
OG0001637	LOC119072635|XP_037033773.1|BCOP, LOC119085107|XP_037051257.1|BCOP	LOC118507153|XP_035901082.1|ASTE
OG0001638	LOC119076967|XP_037039954.1|BCOP, LOC119073720|XP_037035241.1|BCOP	LOC118504328|XP_035894552.1|ASTE
OG0001639	LOC119076591|XP_037039330.1|BCOP	LOC118507978|XP_035903220.1|ASTE
OG0001640	LOC119076800|XP_037039659.1|BCOP	LOC118511402|XP_035910329.1|ASTE
OG0001641	LOC119083470|XP_037049086.1|BCOP, LOC119079711|XP_037043663.1|BCOP	LOC118504238|XP_035894355.1|ASTE
OG0001642	LOC119066090|XP_037024257.1|BCOP	LOC118504527|XP_035894962.1|ASTE
OG0001643	LOC119078224|XP_037041579.1|BCOP	LOC118508101|XP_035903477.1|ASTE
OG0001645	LOC119071400|XP_037032171.1|BCOP, LOC119071401|XP_037032172.1|BCOP	LOC118506316|XP_035899158.1|ASTE
OG0001646	LOC119071297|XP_037032066.1|BCOP, LOC119071313|XP_037032088.1|BCOP, LOC119071315|XP_037032093.1|BCOP, LOC119071414|XP_037032186.1|BCOP, LOC119071415|XP_037032187.1|BCOP, LOC119071312|XP_037032086.1|BCOP	LOC118507916|XP_035903110.1|ASTE
OG0001647	LOC119066071|XP_037024196.1|BCOP	LOC118507219|XP_035901214.1|ASTE
OG0001648	LOC119074220|XP_037036116.1|BCOP	LOC118504048|XP_035893944.1|ASTE
OG0001649	LOC119082638|XP_037048099.1|BCOP, LOC119082195|XP_037047524.1|BCOP	LOC118512355|XP_035912550.1|ASTE
OG0001650	LOC119085352|XP_037051622.1|BCOP	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE
OG0001651	LOC119081719|XP_037046753.1|BCOP	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE
OG0001652	LOC119070872|XP_037031280.1|BCOP	LOC118504165|XP_035894194.1|ASTE
OG0001653	LOC119071874|XP_037032844.1|BCOP	LOC118503238|XP_035892140.1|ASTE
OG0001654	LOC119069545|XP_037029520.1|BCOP	LOC118503058|XP_035891817.1|ASTE
OG0001655	LOC119077077|XP_037040131.1|BCOP	LOC118503057|XP_035891815.1|ASTE
OG0001656	LOC119068316|XP_037027759.1|BCOP, LOC119067357|XP_037026162.1|BCOP, LOC119071770|XP_037032715.1|BCOP	LOC118503089|XP_035891872.1|ASTE
OG0001657	LOC119086068|XP_037052539.1|BCOP	LOC118503360|XP_035892445.1|ASTE
OG0001658	LOC119071227|XP_037031938.1|BCOP	LOC118508050|XP_035903397.1|ASTE
OG0001659	LOC119071248|XP_037031981.1|BCOP	LOC118504911|XP_035895873.1|ASTE
OG0001660	LOC119082328|XP_037047729.1|BCOP	LOC118504453|XP_035894843.1|ASTE
OG0001661	LOC119078813|XP_037042413.1|BCOP, LOC119085962|XP_037052414.1|BCOP	LOC118508365|XP_035903979.1|ASTE
OG0001678	LOC119084546|XP_037050454.1|BCOP, LOC119077826|XP_037041028.1|BCOP	LOC118505686|XP_035897718.1|ASTE
OG0001679	LOC119068406|XP_037027864.1|BCOP	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE
OG0001680	LOC119067812|XP_037026859.1|BCOP	LOC118503965|XP_035893774.1|ASTE
OG0001681	LOC119070363|XP_037030555.1|BCOP, LOC119076744|XP_037039584.1|BCOP	LOC118511258|XP_035910021.1|ASTE
OG0001682	LOC119085255|XP_037051487.1|BCOP, LOC119069413|XP_037029357.1|BCOP, LOC119078998|XP_037042658.1|BCOP	LOC118505497|XP_035897250.1|ASTE
OG0001683	LOC119070881|XP_037031295.1|BCOP	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE
OG0001684	LOC119077200|XP_037040276.1|BCOP, LOC119076428|XP_037039068.1|BCOP	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE
OG0001685	LOC119077691|XP_037040851.1|BCOP	LOC118513284|XP_035914745.1|ASTE
OG0001686	LOC119069627|XP_037029621.1|BCOP	LOC118511071|XP_035909614.1|ASTE
OG0001687	LOC119068651|XP_037028222.1|BCOP	LOC118507884|XP_035903014.1|ASTE
OG0001688	LOC119076000|XP_037038468.1|BCOP	LOC118504183|XP_035894235.1|ASTE
OG0001689	LOC119075265|XP_037037557.1|BCOP, LOC119084308|XP_037050123.1|BCOP, LOC119069045|XP_037028810.1|BCOP	LOC118507763|XP_035902677.1|ASTE
OG0001690	LOC119080524|XP_037044829.1|BCOP	LOC118517487|XP_035919576.1|ASTE
OG0001692	LOC119069159|XP_037028960.1|BCOP	LOC118515315|XP_035917900.1|ASTE
OG0001693	LOC119069078|XP_037028850.1|BCOP	LOC118510630|XP_035908562.1|ASTE, LOC118511352|XP_035910209.1|ASTE
OG0001694	LOC119069932|XP_037030051.1|BCOP	LOC118508393|XP_035904036.1|ASTE
OG0001695	LOC119067243|XP_037026004.1|BCOP	LOC118505813|XP_035898050.1|ASTE
OG0001696	LOC119067018|XP_037025641.1|BCOP	LOC118502666|XP_035891025.1|ASTE
OG0001698	LOC119068832|XP_037028497.1|BCOP	LOC118517004|XP_035918739.1|ASTE
OG0001699	LOC119067858|XP_037026990.1|BCOP	LOC118504564|XP_035895066.1|ASTE
OG0001700	LOC119077575|XP_037040681.1|BCOP, LOC119084064|XP_037049798.1|BCOP	LOC118502360|XP_035890470.1|ASTE
OG0001701	LOC119069177|XP_037028999.1|BCOP	LOC118502680|XP_035891081.1|ASTE
OG0001702	LOC119066373|XP_037024692.1|BCOP	LOC118513413|XP_035915014.1|ASTE
OG0001703	LOC119068930|XP_037028690.1|BCOP	LOC118508469|XP_035904168.1|ASTE
OG0001704	LOC119068928|XP_037028688.1|BCOP	LOC118508468|XP_035904167.1|ASTE
OG0001705	LOC119067910|XP_037027098.1|BCOP	LOC118508458|XP_035904154.1|ASTE
OG0001706	LOC119081527|XP_037046427.1|BCOP	LOC118506152|XP_035898802.1|ASTE
OG0001707	LOC119070533|XP_037030802.1|BCOP	LOC118505428|XP_035897085.1|ASTE
OG0001708	LOC119068790|XP_037028445.1|BCOP	LOC118506955|XP_035900667.1|ASTE
OG0001709	LOC119068970|XP_037028730.1|BCOP	LOC118508295|XP_035903837.1|ASTE
OG0001711	LOC119070360|XP_037030550.1|BCOP	LOC118503294|XP_035892281.1|ASTE
OG0001712	LOC119069168|XP_037028972.1|BCOP	LOC118505624|XP_035897580.1|ASTE
OG0001713	LOC119070411|XP_037030638.1|BCOP	LOC118506917|XP_035900606.1|ASTE
OG0001714	LOC119068105|XP_037027426.1|BCOP	LOC118505300|XP_035896802.1|ASTE
OG0001715	LOC119068244|XP_037027670.1|BCOP	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE
OG0001716	LOC119081196|XP_037045807.1|BCOP	LOC118504968|XP_035895992.1|ASTE
OG0001717	LOC119067038|XP_037025668.1|BCOP	LOC118504829|XP_035895725.1|ASTE
OG0001718	LOC119067040|XP_037025672.1|BCOP	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE
OG0001719	LOC119068687|XP_037028261.1|BCOP	LOC118507821|XP_035902795.1|ASTE
OG0001720	LOC119070509|XP_037030762.1|BCOP	LOC118508567|XP_035904359.1|ASTE
OG0001721	LOC119067428|XP_037026293.1|BCOP	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE
OG0001722	LOC119074593|XP_037036734.1|BCOP	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE
OG0001723	LOC119083678|XP_037049357.1|BCOP	LOC118512085|XP_035911941.1|ASTE
OG0001724	LOC119074111|XP_037035969.1|BCOP	LOC118508883|XP_035904591.1|ASTE
OG0001725	LOC119073997|XP_037035821.1|BCOP	LOC118508866|XP_035904519.1|ASTE
OG0001726	LOC119073360|XP_037034663.1|BCOP	LOC118509604|XP_035906293.1|ASTE
OG0001727	LOC119070539|XP_037030810.1|BCOP	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE
OG0001728	LOC119076376|XP_037038987.1|BCOP, LOC119081678|XP_037046662.1|BCOP	LOC118512957|XP_035914073.1|ASTE
OG0001729	LOC119079298|XP_037042980.1|BCOP	LOC118512169|XP_035912142.1|ASTE
OG0001730	LOC119085974|XP_037052431.1|BCOP	LOC118510465|XP_035908214.1|ASTE
OG0001731	LOC119075429|XP_037037762.1|BCOP	LOC118513610|XP_035915554.1|ASTE
OG0001733	LOC119083620|XP_037049252.1|BCOP, LOC119083619|XP_037049251.1|BCOP	LOC118513033|XP_035914203.1|ASTE
OG0001734	LOC119075456|XP_037037792.1|BCOP, LOC119070476|XP_037030728.1|BCOP	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE
OG0001735	LOC119073264|XP_037034537.1|BCOP	LOC118509500|XP_035906051.1|ASTE
OG0001736	LOC119080231|XP_037044373.1|BCOP	LOC118512837|XP_035913783.1|ASTE
OG0001737	LOC119080960|XP_037045487.1|BCOP	LOC118511438|XP_035910426.1|ASTE
OG0001738	LOC119080843|XP_037045298.1|BCOP	LOC118514230|XP_035916826.1|ASTE
OG0001739	LOC119080808|XP_037045274.1|BCOP	LOC118511795|XP_035911218.1|ASTE
OG0001740	LOC119075498|XP_037037858.1|BCOP, LOC119070240|XP_037030407.1|BCOP	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE
OG0001741	LOC119079439|XP_037043247.1|BCOP	LOC118511400|XP_035910328.1|ASTE
OG0001742	LOC119080199|XP_037044335.1|BCOP	LOC118514205|XP_035916791.1|ASTE
OG0001743	LOC119076138|XP_037038711.1|BCOP	LOC118509515|XP_035906105.1|ASTE
OG0001744	LOC119079410|XP_037043196.1|BCOP	LOC118509613|XP_035906319.1|ASTE
OG0001745	LOC119081729|XP_037046785.1|BCOP	LOC118510343|XP_035907906.1|ASTE
OG0001746	LOC119085490|XP_037051801.1|BCOP	LOC118511871|XP_035911364.1|ASTE
OG0001747	LOC119079630|XP_037043520.1|BCOP	LOC118512853|XP_035913817.1|ASTE
OG0001748	LOC119081126|XP_037045765.1|BCOP	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE
OG0001749	LOC119079661|XP_037043605.1|BCOP	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE
OG0001750	LOC119079658|XP_037043596.1|BCOP	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE
OG0001751	LOC119080835|XP_037045288.1|BCOP	LOC118511876|XP_035911386.1|ASTE
OG0001752	LOC119080955|XP_037045480.1|BCOP	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE
OG0001753	LOC119073253|XP_037034509.1|BCOP	LOC118511557|XP_035910679.1|ASTE
OG0001754	LOC119073323|XP_037034608.1|BCOP	LOC118512260|XP_035912318.1|ASTE
OG0001755	LOC119076046|XP_037038572.1|BCOP	LOC118513483|XP_035915187.1|ASTE
OG0001756	LOC119074519|XP_037036577.1|BCOP	LOC118511549|XP_035910651.1|ASTE
OG0001757	LOC119074147|XP_037036042.1|BCOP	LOC118511847|XP_035911284.1|ASTE
OG0001758	LOC119080723|XP_037045104.1|BCOP	LOC118511858|XP_035911299.1|ASTE
OG0001759	LOC119073603|XP_037035073.1|BCOP	LOC118511522|XP_035910603.1|ASTE
OG0001760	LOC119074615|XP_037036773.1|BCOP	LOC118511345|XP_035910192.1|ASTE
OG0001761	LOC119073322|XP_037034606.1|BCOP	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE
OG0001762	LOC119066255|XP_037024487.1|BCOP	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE
OG0001763	LOC119080693|XP_037045035.1|BCOP, LOC119066128|XP_037024312.1|BCOP	LOC118504332|XP_035894559.1|ASTE
OG0001764	LOC119084901|XP_037050950.1|BCOP	LOC118510973|XP_035909359.1|ASTE
OG0001765	LOC119073248|XP_037034476.1|BCOP	LOC118510963|XP_035909322.1|ASTE
OG0001766	LOC119083409|XP_037049024.1|BCOP, LOC119082183|XP_037047494.1|BCOP, LOC119082515|XP_037047922.1|BCOP	LOC118512726|XP_035913475.1|ASTE
OG0001767	LOC119084667|XP_037050638.1|BCOP	LOC118511704|XP_035911013.1|ASTE
OG0001768	LOC119069042|XP_037028808.1|BCOP	LOC118513979|XP_035916298.1|ASTE
OG0001769	LOC119082055|XP_037047282.1|BCOP	LOC118510626|XP_035908556.1|ASTE
OG0001770	LOC119073705|XP_037035204.1|BCOP, LOC119083728|XP_037049425.1|BCOP, LOC119067046|XP_037025684.1|BCOP	LOC118513941|XP_035916217.1|ASTE
OG0001771	LOC119070858|XP_037031266.1|BCOP	LOC118513978|XP_035916297.1|ASTE
OG0001772	LOC119078700|XP_037042258.1|BCOP, LOC119078699|XP_037042257.1|BCOP	LOC118511057|XP_035909559.1|ASTE
OG0001773	LOC119082576|XP_037047996.1|BCOP	LOC118511716|XP_035911031.1|ASTE, LOC118511717|XP_035911032.1|ASTE
OG0001774	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE
OG0001775	LOC119071680|XP_037032556.1|BCOP, LOC119071688|XP_037032570.1|BCOP	LOC118513996|XP_035916319.1|ASTE
OG0001776	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP	LOC118513424|XP_035915030.1|ASTE
OG0001777	LOC119078707|XP_037042271.1|BCOP	LOC118511584|XP_035910729.1|ASTE
OG0001778	LOC119079060|XP_037042761.1|BCOP	LOC118510842|XP_035909063.1|ASTE
OG0001779	LOC119075648|XP_037038030.1|BCOP	LOC118513433|XP_035915055.1|ASTE
OG0001780	LOC119081661|XP_037046639.1|BCOP	LOC118508989|XP_035904880.1|ASTE
OG0001781	LOC119085957|XP_037052409.1|BCOP	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE
OG0001782	LOC119072880|XP_037034088.1|BCOP	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE
OG0001783	LOC119076346|XP_037038936.1|BCOP	LOC118510106|XP_035907465.1|ASTE
OG0001784	LOC119082062|XP_037047291.1|BCOP	LOC118514156|XP_035916665.1|ASTE
OG0001785	LOC119081413|XP_037046205.1|BCOP, LOC119083653|XP_037049324.1|BCOP	LOC118508993|XP_035904884.1|ASTE
OG0001786	LOC119085436|XP_037051749.1|BCOP	LOC118512499|XP_035912901.1|ASTE
OG0001787	LOC119066153|XP_037024350.1|BCOP	LOC118512503|XP_035912906.1|ASTE
OG0001788	LOC119084388|XP_037050251.1|BCOP	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE
OG0001789	LOC119079846|XP_037043808.1|BCOP	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE
OG0001790	LOC119076539|XP_037039228.1|BCOP, LOC119082236|XP_037047594.1|BCOP	LOC118513622|XP_035915572.1|ASTE
OG0001791	LOC119081629|XP_037046575.1|BCOP	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE
OG0001792	LOC119078851|XP_037042455.1|BCOP	LOC118513003|XP_035914153.1|ASTE
OG0001793	LOC119073435|XP_037034811.1|BCOP	LOC118513202|XP_035914586.1|ASTE
OG0001794	LOC119066773|XP_037025321.1|BCOP	LOC118514049|XP_035916437.1|ASTE
OG0001795	LOC119072041|XP_037033055.1|BCOP	LOC118510682|XP_035908738.1|ASTE
OG0001796	LOC119083246|XP_037048845.1|BCOP, LOC119074998|XP_037037296.1|BCOP, LOC119077190|XP_037040267.1|BCOP	LOC118505615|XP_035897568.1|ASTE
OG0001797	LOC119081026|XP_037045607.1|BCOP	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE
OG0001798	LOC119071341|XP_037032121.1|BCOP	LOC118504609|XP_035895179.1|ASTE
OG0001799	LOC119084672|XP_037050644.1|BCOP	LOC118502437|XP_035890558.1|ASTE
OG0001800	LOC119074840|XP_037037041.1|BCOP, LOC119078739|XP_037042328.1|BCOP	LOC118506758|XP_035900245.1|ASTE
OG0001801	LOC119070239|XP_037030404.1|BCOP, LOC119083377|XP_037048986.1|BCOP, LOC119075132|XP_037037412.1|BCOP	LOC118504812|XP_035895709.1|ASTE
OG0001802	LOC119077578|XP_037040683.1|BCOP	LOC118517567|XP_035919704.1|ASTE
OG0001803	LOC119074668|XP_037036845.1|BCOP	LOC118505481|XP_035897192.1|ASTE
OG0001804	LOC119074411|XP_037036433.1|BCOP	LOC118502465|XP_035890589.1|ASTE
OG0001805	LOC119083334|XP_037048955.1|BCOP, LOC119076508|XP_037039185.1|BCOP, LOC119083881|XP_037049590.1|BCOP	LOC118506677|XP_035900025.1|ASTE
OG0001806	LOC119077764|XP_037040969.1|BCOP	LOC118505362|XP_035896945.1|ASTE
OG0001807	LOC119085846|XP_037052248.1|BCOP	LOC118507724|XP_035902569.1|ASTE
OG0001808	LOC119067233|XP_037025988.1|BCOP	LOC118507956|XP_035903175.1|ASTE
OG0001809	LOC119084084|XP_037049815.1|BCOP	LOC118506690|XP_035900055.1|ASTE
OG0001810	LOC119075999|XP_037038466.1|BCOP	LOC118513263|XP_035914719.1|ASTE
