Orthogroup	BCOP.longest_only	DPSE.longest_only
OG0001621	LOC119066774|XP_037025323.1|BCOP, LOC119080914|XP_037045424.1|BCOP, LOC119077640|XP_037040755.1|BCOP, LOC119070524|XP_037030795.1|BCOP, LOC119066295|XP_037024565.1|BCOP, LOC119083210|XP_037048772.1|BCOP	LOC4805353|XP_001361767.3|DPSE
OG0001622	LOC119068566|XP_037028089.1|BCOP	LOC6901560|XP_002134234.1|DPSE
OG0001623	LOC119083103|XP_037048625.1|BCOP, LOC119083105|XP_037048631.1|BCOP, LOC119083108|XP_037048635.1|BCOP	LOC6902810|XP_002132547.1|DPSE
OG0001624	LOC119085274|XP_037051523.1|BCOP, LOC119075636|XP_037038012.1|BCOP	LOC4817818|XP_033236384.1|DPSE
OG0001625	LOC119066260|XP_037024508.1|BCOP	LOC6902342|XP_002133288.2|DPSE
OG0001626	LOC119074811|XP_037036993.1|BCOP	LOC4816965|XP_001356591.3|DPSE
OG0001628	LOC119076696|XP_037039506.1|BCOP	LOC4802180|XP_033232535.1|DPSE
OG0001629	LOC119077391|XP_037040487.1|BCOP	LOC6897803|XP_033238605.1|DPSE
OG0001630	LOC119077822|XP_037041025.1|BCOP	LOC4801788|XP_001358825.4|DPSE
OG0001631	LOC119083402|XP_037049016.1|BCOP, LOC119076405|XP_037039027.1|BCOP	LOC4802311|XP_001359252.5|DPSE
OG0001632	LOC119068038|XP_037027298.1|BCOP, LOC119068036|XP_037027296.1|BCOP	LOC4816899|XP_001356343.1|DPSE, LOC6901943|XP_002133477.2|DPSE, LOC6899645|XP_002135890.1|DPSE, LOC117185080|XP_033240725.1|DPSE
OG0001633	LOC119084121|XP_037049869.1|BCOP, LOC119077838|XP_037041049.1|BCOP	LOC6897819|XP_033232722.1|DPSE
OG0001634	LOC119073458|XP_037034849.1|BCOP, LOC119071722|XP_037032634.1|BCOP, LOC119085412|XP_037051717.1|BCOP	LOC6897799|XP_002137904.3|DPSE
OG0001635	LOC119073768|XP_037035330.1|BCOP	LOC6897513|XP_002137662.2|DPSE
OG0001636	LOC119066825|XP_037025377.1|BCOP, LOC119069449|XP_037029399.1|BCOP, LOC119086042|XP_037052511.1|BCOP	LOC4802919|XP_001359741.2|DPSE
OG0001637	LOC119072635|XP_037033773.1|BCOP, LOC119085107|XP_037051257.1|BCOP	LOC4800603|XP_001357848.1|DPSE
OG0001638	LOC119076967|XP_037039954.1|BCOP, LOC119073720|XP_037035241.1|BCOP	LOC4815866|XP_001355239.2|DPSE
OG0001639	LOC119076591|XP_037039330.1|BCOP	LOC4804833|XP_001361332.2|DPSE
OG0001640	LOC119076800|XP_037039659.1|BCOP	LOC4803291|XP_001360056.1|DPSE
OG0001641	LOC119083470|XP_037049086.1|BCOP, LOC119079711|XP_037043663.1|BCOP	LOC4802801|XP_001359646.2|DPSE
OG0001642	LOC119066090|XP_037024257.1|BCOP	LOC4814963|XP_001354767.4|DPSE
OG0001643	LOC119078224|XP_037041579.1|BCOP	LOC4817451|XP_001356713.2|DPSE
OG0001645	LOC119071400|XP_037032171.1|BCOP, LOC119071401|XP_037032172.1|BCOP	LOC4805279|XP_015040520.2|DPSE
OG0001646	LOC119071297|XP_037032066.1|BCOP, LOC119071313|XP_037032088.1|BCOP, LOC119071315|XP_037032093.1|BCOP, LOC119071414|XP_037032186.1|BCOP, LOC119071415|XP_037032187.1|BCOP, LOC119071312|XP_037032086.1|BCOP	LOC4805388|XP_001361797.1|DPSE
OG0001647	LOC119066071|XP_037024196.1|BCOP	LOC6899595|XP_033236727.1|DPSE, LOC4803489|XP_033234711.1|DPSE
OG0001648	LOC119074220|XP_037036116.1|BCOP	LOC4813512|XP_015043033.2|DPSE
OG0001649	LOC119082638|XP_037048099.1|BCOP, LOC119082195|XP_037047524.1|BCOP	LOC4805485|XP_001361880.2|DPSE
OG0001650	LOC119085352|XP_037051622.1|BCOP	LOC4805694|XP_015040813.2|DPSE
OG0001651	LOC119081719|XP_037046753.1|BCOP	LOC4803839|XP_001360492.3|DPSE
OG0001652	LOC119070872|XP_037031280.1|BCOP	LOC4812775|XP_033239127.1|DPSE
OG0001653	LOC119071874|XP_037032844.1|BCOP	LOC117183177|XP_033237660.1|DPSE, LOC4813325|XP_001353522.1|DPSE
OG0001654	LOC119069545|XP_037029520.1|BCOP	LOC4804003|XP_015039527.2|DPSE
OG0001655	LOC119077077|XP_037040131.1|BCOP, LOC119083695|XP_037049375.1|BCOP	LOC4805115|XP_001361573.3|DPSE
OG0001656	LOC119068316|XP_037027759.1|BCOP, LOC119067357|XP_037026162.1|BCOP, LOC119071770|XP_037032715.1|BCOP	LOC6902660|XP_002133176.3|DPSE
OG0001657	LOC119086068|XP_037052539.1|BCOP	LOC6900271|XP_002135599.2|DPSE, LOC4812784|XP_001353155.2|DPSE
OG0001658	LOC119071227|XP_037031938.1|BCOP	LOC4811997|XP_001352775.2|DPSE
OG0001659	LOC119071248|XP_037031981.1|BCOP	LOC6900112|XP_002135464.3|DPSE, LOC4812031|XP_001352745.4|DPSE
OG0001660	LOC119082328|XP_037047729.1|BCOP	LOC4812559|XP_001352760.3|DPSE
OG0001661	LOC119078813|XP_037042413.1|BCOP, LOC119085962|XP_037052414.1|BCOP	LOC4802103|XP_033232844.1|DPSE
OG0001663	LOC119068581|XP_037028121.1|BCOP, LOC119068578|XP_037028118.1|BCOP	LOC13036370|XP_003736493.3|DPSE, LOC4801397|XP_015037228.2|DPSE
OG0001678	LOC119084546|XP_037050454.1|BCOP, LOC119077826|XP_037041028.1|BCOP	LOC6902313|XP_002133840.3|DPSE
OG0001679	LOC119068406|XP_037027864.1|BCOP	LOC4815389|XP_001354849.2|DPSE
OG0001680	LOC119067812|XP_037026859.1|BCOP	LOC4815245|XP_001355154.1|DPSE
OG0001681	LOC119070363|XP_037030555.1|BCOP, LOC119076744|XP_037039584.1|BCOP	LOC6901055|XP_002134534.2|DPSE
OG0001682	LOC119085255|XP_037051487.1|BCOP, LOC119069413|XP_037029357.1|BCOP, LOC119078998|XP_037042658.1|BCOP	LOC6900387|XP_002134780.2|DPSE
OG0001683	LOC119070881|XP_037031295.1|BCOP	LOC6903548|XP_015035519.1|DPSE
OG0001684	LOC119077200|XP_037040276.1|BCOP, LOC119076428|XP_037039068.1|BCOP	LOC4811748|XP_001352319.3|DPSE
OG0001685	LOC119077691|XP_037040851.1|BCOP	LOC6903293|XP_002132481.1|DPSE
OG0001686	LOC119069627|XP_037029621.1|BCOP	LOC4814348|XP_001354381.4|DPSE
OG0001687	LOC119068651|XP_037028222.1|BCOP	LOC4815131|XP_001354785.2|DPSE
OG0001688	LOC119076000|XP_037038468.1|BCOP	LOC6899113|XP_002139030.3|DPSE
OG0001689	LOC119075265|XP_037037557.1|BCOP, LOC119084308|XP_037050123.1|BCOP, LOC119069045|XP_037028810.1|BCOP	LOC4815981|XP_015041020.2|DPSE
OG0001690	LOC119080524|XP_037044829.1|BCOP	LOC4812045|XP_001352709.1|DPSE, LOC6897114|XP_002137298.3|DPSE
OG0001691	LOC119077971|XP_037041247.1|BCOP	LOC6902981|XP_002132706.1|DPSE
OG0001693	LOC119069078|XP_037028850.1|BCOP	LOC4816083|XP_001355532.1|DPSE
OG0001694	LOC119069932|XP_037030051.1|BCOP	LOC4801434|XP_001358529.5|DPSE
OG0001695	LOC119067243|XP_037026004.1|BCOP	LOC6899855|XP_033235469.1|DPSE
OG0001696	LOC119067018|XP_037025641.1|BCOP	LOC6897014|XP_002137199.4|DPSE
OG0001697	LOC119067851|XP_037026983.1|BCOP	LOC4802122|XP_033239506.1|DPSE
OG0001698	LOC119068832|XP_037028497.1|BCOP	LOC4814506|XP_033240056.1|DPSE
OG0001699	LOC119067858|XP_037026990.1|BCOP	LOC4801015|XP_003736365.1|DPSE
OG0001700	LOC119077575|XP_037040681.1|BCOP, LOC119084064|XP_037049798.1|BCOP	LOC4802453|XP_015037814.1|DPSE
OG0001701	LOC119069177|XP_037028999.1|BCOP	LOC6897387|XP_002137539.3|DPSE
OG0001702	LOC119066373|XP_037024692.1|BCOP	LOC4817391|XP_001356325.2|DPSE
OG0001703	LOC119068930|XP_037028690.1|BCOP	LOC13036479|XP_015038938.2|DPSE
OG0001704	LOC119068928|XP_037028688.1|BCOP	LOC4800913|XP_001358102.3|DPSE
OG0001705	LOC119067910|XP_037027098.1|BCOP	LOC4801969|XP_015037508.1|DPSE
OG0001706	LOC119081527|XP_037046427.1|BCOP	LOC4816606|XP_001356298.1|DPSE
OG0001707	LOC119070533|XP_037030802.1|BCOP	LOC4801224|XP_003736438.3|DPSE
OG0001708	LOC119068790|XP_037028445.1|BCOP	LOC4801300|XP_001358418.3|DPSE
OG0001709	LOC119068970|XP_037028730.1|BCOP	LOC6900741|XP_002135101.3|DPSE
OG0001711	LOC119070360|XP_037030550.1|BCOP	LOC4801673|XP_002137459.2|DPSE
OG0001712	LOC119069168|XP_037028972.1|BCOP	LOC26532715|XP_033232484.1|DPSE, LOC6903901|XP_033232486.1|DPSE
OG0001713	LOC119070411|XP_037030638.1|BCOP	LOC6897970|XP_002138069.2|DPSE
OG0001714	LOC119068105|XP_037027426.1|BCOP	LOC4802497|XP_001359408.3|DPSE
OG0001715	LOC119068244|XP_037027670.1|BCOP	LOC4814198|XP_001354339.3|DPSE
OG0001716	LOC119081196|XP_037045807.1|BCOP	LOC4815314|XP_001354770.2|DPSE
OG0001717	LOC119067038|XP_037025668.1|BCOP	LOC4800269|XP_033232957.1|DPSE
OG0001718	LOC119067040|XP_037025672.1|BCOP	LOC4801530|XP_015037290.2|DPSE
OG0001719	LOC119068687|XP_037028261.1|BCOP, LOC119068679|XP_037028259.1|BCOP	LOC6897112|XP_033232937.1|DPSE
OG0001720	LOC119070509|XP_037030762.1|BCOP	LOC117184151|XP_033236487.1|DPSE, LOC6897457|XP_033236530.1|DPSE
OG0001721	LOC119067428|XP_037026293.1|BCOP	LOC4801798|XP_001358832.2|DPSE
OG0001722	LOC119074593|XP_037036734.1|BCOP	LOC6900407|XP_033238109.1|DPSE
OG0001723	LOC119083678|XP_037049357.1|BCOP	LOC4803334|XP_001357522.1|DPSE
OG0001724	LOC119074111|XP_037035969.1|BCOP	LOC4805278|XP_033234462.1|DPSE
OG0001725	LOC119073997|XP_037035821.1|BCOP	LOC4804562|XP_015040015.1|DPSE
OG0001726	LOC119073360|XP_037034663.1|BCOP	LOC4812965|XP_001353219.3|DPSE
OG0001727	LOC119070539|XP_037030810.1|BCOP	LOC6896829|XP_002137032.2|DPSE
OG0001728	LOC119076376|XP_037038987.1|BCOP, LOC119081678|XP_037046662.1|BCOP	LOC6898952|XP_015040641.2|DPSE
OG0001729	LOC119079298|XP_037042980.1|BCOP	LOC4803569|XP_015039186.1|DPSE
OG0001730	LOC119085974|XP_037052431.1|BCOP	LOC4817720|XP_001357154.2|DPSE
OG0001731	LOC119077466|XP_037040571.1|BCOP	LOC6898348|XP_033233261.1|DPSE
OG0001733	LOC119083620|XP_037049252.1|BCOP, LOC119083619|XP_037049251.1|BCOP	LOC4803771|XP_001360433.3|DPSE
OG0001734	LOC119075456|XP_037037792.1|BCOP, LOC119070476|XP_037030728.1|BCOP	LOC4804571|XP_001361112.2|DPSE
OG0001735	LOC119073264|XP_037034537.1|BCOP	LOC26532333|XP_033233077.1|DPSE, LOC4813929|XP_001354091.2|DPSE
OG0001736	LOC119080231|XP_037044373.1|BCOP	LOC4803741|XP_001360407.1|DPSE
OG0001737	LOC119080960|XP_037045487.1|BCOP	LOC4804531|XP_001361079.4|DPSE
OG0001738	LOC119080843|XP_037045298.1|BCOP	LOC6903349|XP_002132230.2|DPSE, LOC6900701|XP_002135065.3|DPSE
OG0001739	LOC119080808|XP_037045274.1|BCOP	LOC26532816|XP_015038988.1|DPSE
OG0001740	LOC119075498|XP_037037858.1|BCOP, LOC119070240|XP_037030407.1|BCOP	LOC4804490|XP_001361046.3|DPSE
OG0001741	LOC119073401|XP_037034730.1|BCOP, LOC119085850|XP_037052253.1|BCOP	LOC6897407|XP_002137559.3|DPSE
OG0001742	LOC119080199|XP_037044335.1|BCOP	LOC4804873|XP_001361362.2|DPSE
OG0001743	LOC119076138|XP_037038711.1|BCOP	LOC4812274|XP_033239293.1|DPSE
OG0001744	LOC119079410|XP_037043196.1|BCOP	LOC6898078|XP_033233614.1|DPSE
OG0001745	LOC119081729|XP_037046785.1|BCOP	LOC4803848|XP_033233683.1|DPSE
OG0001746	LOC119085490|XP_037051801.1|BCOP	LOC4813447|XP_001353783.3|DPSE
OG0001747	LOC119079630|XP_037043520.1|BCOP	LOC6898906|XP_033233913.1|DPSE
OG0001748	LOC119081126|XP_037045765.1|BCOP	LOC4812697|XP_001353079.4|DPSE
OG0001749	LOC119079661|XP_037043605.1|BCOP	LOC6898969|XP_002138929.2|DPSE
OG0001750	LOC119079658|XP_037043596.1|BCOP	LOC6898970|XP_002138930.1|DPSE
OG0001751	LOC119080835|XP_037045288.1|BCOP	LOC6900697|XP_033241123.1|DPSE
OG0001752	LOC119080955|XP_037045480.1|BCOP	LOC4811938|XP_001352699.2|DPSE
OG0001753	LOC119073253|XP_037034509.1|BCOP	LOC6900187|XP_015043926.2|DPSE
OG0001754	LOC119073323|XP_037034608.1|BCOP	LOC4804928|XP_001361411.1|DPSE
OG0001755	LOC119076046|XP_037038572.1|BCOP	LOC4813429|XP_033239776.1|DPSE
OG0001756	LOC119074519|XP_037036577.1|BCOP	LOC6899080|XP_015040748.1|DPSE
OG0001757	LOC119074147|XP_037036042.1|BCOP	LOC4804812|XP_001361314.2|DPSE
OG0001758	LOC119080723|XP_037045104.1|BCOP	LOC6900229|XP_033237691.1|DPSE
OG0001759	LOC119073603|XP_037035073.1|BCOP	LOC4803922|XP_001360563.3|DPSE
OG0001760	LOC119074615|XP_037036773.1|BCOP	LOC4805180|XP_001361627.4|DPSE, LOC6904014|XP_002136504.2|DPSE
OG0001761	LOC119073322|XP_037034606.1|BCOP	LOC6898236|XP_002138302.3|DPSE
OG0001762	LOC119066255|XP_037024487.1|BCOP	LOC4817924|XP_001357404.3|DPSE
OG0001763	LOC119080693|XP_037045035.1|BCOP, LOC119066128|XP_037024312.1|BCOP	LOC4816179|XP_001355766.4|DPSE
OG0001764	LOC119084901|XP_037050950.1|BCOP	LOC4802470|XP_001359386.4|DPSE
OG0001765	LOC119073248|XP_037034476.1|BCOP	LOC4805049|XP_033233309.1|DPSE
OG0001766	LOC119083409|XP_037049024.1|BCOP, LOC119082183|XP_037047494.1|BCOP, LOC119082515|XP_037047922.1|BCOP	LOC4817988|XP_033236987.1|DPSE
OG0001767	LOC119084667|XP_037050638.1|BCOP	LOC4816367|XP_001355930.4|DPSE
OG0001768	LOC119069042|XP_037028808.1|BCOP	LOC4816929|XP_001356438.1|DPSE
OG0001769	LOC119082055|XP_037047282.1|BCOP	LOC4817982|XP_001357213.3|DPSE
OG0001770	LOC119073705|XP_037035204.1|BCOP, LOC119083728|XP_037049425.1|BCOP, LOC119067046|XP_037025684.1|BCOP	LOC4818112|XP_001357232.2|DPSE
OG0001771	LOC119070858|XP_037031266.1|BCOP	LOC4817177|XP_001356706.1|DPSE
OG0001772	LOC119078700|XP_037042258.1|BCOP, LOC119078699|XP_037042257.1|BCOP	LOC117184255|XP_033236869.1|DPSE
OG0001773	LOC119082576|XP_037047996.1|BCOP	LOC4817353|XP_001356320.4|DPSE
OG0001774	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP	LOC6898620|XP_002138625.4|DPSE
OG0001776	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP	LOC4818115|XP_001357292.3|DPSE
OG0001777	LOC119078707|XP_037042271.1|BCOP	LOC4818035|XP_001357442.3|DPSE
OG0001778	LOC119079060|XP_037042761.1|BCOP	LOC6903998|XP_002136520.2|DPSE, LOC4817764|XP_001357126.1|DPSE
OG0001779	LOC119075648|XP_037038030.1|BCOP	LOC4817281|XP_001356311.4|DPSE
OG0001780	LOC119081661|XP_037046639.1|BCOP	LOC4805230|XP_001361667.1|DPSE
OG0001781	LOC119085957|XP_037052409.1|BCOP	LOC4816397|XP_015036718.1|DPSE
OG0001782	LOC119072880|XP_037034088.1|BCOP	LOC6903438|XP_002132317.3|DPSE
OG0001783	LOC119076346|XP_037038936.1|BCOP	LOC4816117|XP_001355801.1|DPSE
OG0001784	LOC119082062|XP_037047291.1|BCOP	LOC4817643|XP_001357035.2|DPSE
OG0001785	LOC119081413|XP_037046205.1|BCOP, LOC119083653|XP_037049324.1|BCOP	LOC6898692|XP_002138697.2|DPSE
OG0001786	LOC119085436|XP_037051749.1|BCOP	LOC4817765|XP_001357143.1|DPSE
OG0001787	LOC119066153|XP_037024350.1|BCOP	LOC4817199|XP_001356403.4|DPSE
OG0001788	LOC119084388|XP_037050251.1|BCOP	LOC4805148|XP_001361599.2|DPSE
OG0001789	LOC119079846|XP_037043808.1|BCOP	LOC4803735|XP_001360403.2|DPSE
OG0001790	LOC119076539|XP_037039228.1|BCOP, LOC119082236|XP_037047594.1|BCOP	LOC4818164|XP_033236809.1|DPSE
OG0001791	LOC119081629|XP_037046575.1|BCOP	LOC4803905|XP_001360549.4|DPSE
OG0001792	LOC119078851|XP_037042455.1|BCOP	LOC6902953|XP_015036079.2|DPSE
OG0001793	LOC119073435|XP_037034811.1|BCOP	LOC6898267|XP_033233433.1|DPSE
OG0001794	LOC119066773|XP_037025321.1|BCOP	LOC4817779|XP_001357125.3|DPSE
OG0001795	LOC119072041|XP_037033055.1|BCOP	LOC6903125|XP_033236765.1|DPSE
OG0001796	LOC119069660|XP_037029673.1|BCOP	LOC4815891|XP_001355676.3|DPSE
OG0001797	LOC119081026|XP_037045607.1|BCOP	LOC6899858|XP_015044489.2|DPSE
OG0001799	LOC119084672|XP_037050644.1|BCOP	LOC6901083|XP_002134559.2|DPSE
OG0001800	LOC119074840|XP_037037041.1|BCOP, LOC119078739|XP_037042328.1|BCOP	LOC6903551|XP_002132423.2|DPSE
OG0001801	LOC119070239|XP_037030404.1|BCOP, LOC119083377|XP_037048986.1|BCOP, LOC119075132|XP_037037412.1|BCOP	LOC4812956|XP_001353883.4|DPSE
OG0001802	LOC119077578|XP_037040683.1|BCOP	LOC4803001|XP_001359806.2|DPSE
OG0001803	LOC119074668|XP_037036845.1|BCOP	LOC4802693|XP_033238791.1|DPSE, LOC6897745|XP_015038010.2|DPSE
OG0001804	LOC119074411|XP_037036433.1|BCOP	LOC6897598|XP_033233011.1|DPSE, LOC117183378|XP_033233013.1|DPSE, LOC4802426|XP_001359349.3|DPSE
OG0001805	LOC119083334|XP_037048955.1|BCOP, LOC119076508|XP_037039185.1|BCOP, LOC119083881|XP_037049590.1|BCOP	LOC4814134|XP_001354191.3|DPSE
OG0001806	LOC119077764|XP_037040969.1|BCOP	LOC4802136|XP_015037638.2|DPSE
OG0001807	LOC119074311|XP_037036254.1|BCOP	LOC4803105|XP_003736908.1|DPSE
OG0001808	LOC119067233|XP_037025988.1|BCOP	LOC4802818|XP_015038112.2|DPSE
OG0001809	LOC119084084|XP_037049815.1|BCOP	LOC6897560|XP_002137705.2|DPSE
OG0001810	LOC119075999|XP_037038466.1|BCOP	LOC4800588|XP_001357835.2|DPSE
OG0001811	LOC119083150|XP_037048690.1|BCOP	LOC4804033|XP_001360662.2|DPSE
OG0001812	LOC119076651|XP_037039429.1|BCOP	LOC4815897|XP_001355483.3|DPSE
OG0001813	LOC119076005|XP_037038475.1|BCOP	LOC4803264|XP_033237297.1|DPSE
OG0001814	LOC119072241|XP_037033312.1|BCOP, LOC119067977|XP_037027223.1|BCOP, LOC119067968|XP_037027201.1|BCOP	LOC4802989|XP_015038223.1|DPSE
OG0001815	LOC119074471|XP_037036508.1|BCOP	LOC4802041|XP_001359035.1|DPSE
OG0001816	LOC119078718|XP_037042286.1|BCOP	LOC4804396|XP_001360966.1|DPSE
OG0001817	LOC119074379|XP_037036385.1|BCOP	LOC4805429|XP_001361830.2|DPSE
OG0001818	LOC119074284|XP_037036198.1|BCOP	LOC4814513|XP_001354554.4|DPSE
OG0001819	LOC119070039|XP_037030218.1|BCOP	LOC4805700|XP_001362058.1|DPSE
OG0001820	LOC119078953|XP_037042596.1|BCOP	LOC6903097|XP_002132809.3|DPSE, LOC6903086|XP_002132804.1|DPSE, LOC6901754|XP_002134424.2|DPSE
OG0001821	LOC119083186|XP_037048743.1|BCOP	LOC4805432|XP_001361833.3|DPSE
OG0001822	LOC119070878|XP_037031291.1|BCOP, LOC119082020|XP_037047233.1|BCOP	LOC4805495|XP_015040690.1|DPSE
OG0001823	LOC119072464|XP_037033583.1|BCOP	LOC4813641|XP_001353944.2|DPSE
OG0001824	LOC119077697|XP_037040864.1|BCOP, LOC119077718|XP_037040895.1|BCOP, LOC119077696|XP_037040863.1|BCOP	LOC4817509|XP_001356927.2|DPSE
OG0001825	LOC119072845|XP_037034052.1|BCOP	LOC4804945|XP_033234539.1|DPSE
OG0001826	LOC119071288|XP_037032053.1|BCOP	LOC4805313|XP_001361733.1|DPSE
OG0001827	LOC119072658|XP_037033808.1|BCOP, LOC119068437|XP_037027904.1|BCOP	LOC4804466|XP_001361025.2|DPSE
OG0001828	LOC119071869|XP_037032826.1|BCOP	LOC4814289|XP_033237577.1|DPSE
OG0001829	LOC119072596|XP_037033746.1|BCOP	LOC4804354|XP_001360928.3|DPSE
OG0001830	LOC119082400|XP_037047826.1|BCOP, LOC119070530|XP_037030799.1|BCOP	LOC4803620|XP_001360309.2|DPSE
OG0001831	LOC119084778|XP_037050735.1|BCOP	LOC6900794|XP_015043351.2|DPSE
OG0001832	LOC119084082|XP_037049813.1|BCOP	LOC4814651|XP_015042059.2|DPSE
OG0001833	LOC119076942|XP_037039888.1|BCOP	LOC6898117|XP_002138197.2|DPSE
OG0001834	LOC119069690|XP_037029711.1|BCOP, LOC119067248|XP_037026012.1|BCOP	LOC4801071|XP_001358232.1|DPSE
OG0001838	LOC119075784|XP_037038244.1|BCOP	LOC6898062|XP_002138148.3|DPSE
OG0001848	LOC119068234|XP_037027645.1|BCOP	LOC13036301|XP_033241603.1|DPSE
OG0001849	LOC119067444|XP_037026319.1|BCOP	LOC4801738|XP_001358781.1|DPSE
OG0001850	LOC119085077|XP_037051212.1|BCOP, LOC119083087|XP_037048601.1|BCOP	LOC4811787|XP_015044408.1|DPSE
OG0001851	LOC119085003|XP_037051069.1|BCOP	LOC4811776|XP_033237330.1|DPSE
OG0001852	LOC119071421|XP_037032192.1|BCOP	LOC4814133|XP_033238091.1|DPSE
OG0001853	LOC119085625|XP_037051944.1|BCOP, LOC119085682|XP_037052024.1|BCOP	LOC4801314|XP_015037165.2|DPSE
OG0001854	LOC119073386|XP_037034707.1|BCOP	LOC4815204|XP_001355196.3|DPSE
OG0001855	LOC119083430|XP_037049050.1|BCOP	LOC6899093|XP_002139010.2|DPSE
OG0001856	LOC119069649|XP_037029667.1|BCOP	LOC6903269|XP_002132968.2|DPSE, LOC4815126|XP_033237844.1|DPSE
OG0001857	LOC119068857|XP_037028587.1|BCOP	LOC4815144|XP_001355033.4|DPSE
OG0001858	LOC119068402|XP_037027856.1|BCOP	LOC6901049|XP_002134528.2|DPSE
OG0001859	LOC119081671|XP_037046649.1|BCOP	LOC6901885|XP_002133420.1|DPSE
OG0001860	LOC119076117|XP_037038674.1|BCOP	LOC4813375|XP_001353966.1|DPSE
OG0001861	LOC119068190|XP_037027583.1|BCOP	LOC4800746|XP_001357963.3|DPSE
OG0001862	LOC119068469|XP_037027961.1|BCOP	LOC4814369|XP_033240391.1|DPSE
OG0001863	LOC119068016|XP_037027270.1|BCOP	LOC4815196|XP_001354598.4|DPSE
OG0001864	LOC119084883|XP_037050927.1|BCOP	LOC4801060|XP_001358222.4|DPSE
OG0001865	LOC119068623|XP_037028184.1|BCOP	LOC4814209|XP_001354336.1|DPSE
OG0001866	LOC119068120|XP_037027468.1|BCOP	LOC6897167|XP_033241703.1|DPSE
OG0001867	LOC119081267|XP_037045904.1|BCOP	LOC4813977|XP_001354134.4|DPSE
OG0001868	LOC119067265|XP_037026038.1|BCOP, LOC119067123|XP_037025792.1|BCOP, LOC119078561|XP_037042024.1|BCOP	LOC6902595|XP_002133122.2|DPSE
OG0001869	LOC119074368|XP_037036368.1|BCOP, LOC119074367|XP_037036366.1|BCOP, LOC119074366|XP_037036364.1|BCOP	LOC6897248|XP_003736544.3|DPSE
OG0001870	LOC119070614|XP_037030937.1|BCOP	LOC4814430|XP_001354856.1|DPSE
OG0001872	LOC119070096|XP_037030304.1|BCOP	LOC4800388|XP_001357673.3|DPSE
OG0001873	LOC119069539|XP_037029511.1|BCOP	LOC4802775|XP_001359635.3|DPSE
OG0001874	LOC119068632|XP_037028197.1|BCOP	LOC117183395|XP_033233102.1|DPSE
OG0001875	LOC119069327|XP_037029280.1|BCOP	LOC6896686|XP_033232875.1|DPSE
OG0001876	LOC119068436|XP_037027902.1|BCOP	LOC4811727|XP_015044360.2|DPSE, LOC26533243|XP_033240085.1|DPSE
OG0001877	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP	LOC4815332|XP_001354636.3|DPSE
OG0001878	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP	LOC4801267|XP_001358388.1|DPSE
OG0001879	LOC119068334|XP_037027784.1|BCOP	LOC6899518|XP_033236075.1|DPSE
OG0001880	LOC119067915|XP_037027111.1|BCOP	LOC6897119|XP_033233055.1|DPSE, LOC6902373|XP_033235552.1|DPSE, LOC4800513|XP_001357778.2|DPSE
OG0001881	LOC119069356|XP_037029324.1|BCOP	LOC4801355|XP_033232599.1|DPSE
OG0001882	LOC119069099|XP_037028886.1|BCOP	LOC4801145|XP_001358283.2|DPSE
OG0001883	LOC119067716|XP_037026727.1|BCOP	LOC4800579|XP_033233173.1|DPSE
OG0001884	LOC119069433|XP_037029385.1|BCOP	LOC4801557|XP_001358629.2|DPSE
OG0001885	LOC119080560|XP_037044870.1|BCOP	LOC4817798|XP_001357156.1|DPSE
OG0001886	LOC119085717|XP_037052061.1|BCOP	LOC4800598|XP_001357844.2|DPSE
OG0001887	LOC119085543|XP_037051856.1|BCOP	LOC4804364|XP_001360938.2|DPSE
OG0001888	LOC119067103|XP_037025761.1|BCOP	LOC4802489|XP_001359402.3|DPSE
OG0001889	LOC119067521|XP_037026443.1|BCOP	LOC6897108|XP_002137292.2|DPSE, LOC4814976|XP_001354997.1|DPSE
OG0001890	LOC119079313|XP_037043002.1|BCOP, LOC119079311|XP_037043001.1|BCOP	LOC6901289|XP_002133990.2|DPSE, LOC4813965|XP_001354124.2|DPSE
OG0001891	LOC119067582|XP_037026572.1|BCOP	LOC13036379|XP_015037436.2|DPSE
OG0001892	LOC119075316|XP_037037631.1|BCOP	LOC26532716|XP_033236580.1|DPSE
OG0001893	LOC119067846|XP_037026973.1|BCOP	LOC4801250|XP_001358373.3|DPSE
OG0001894	LOC119080082|XP_037044198.1|BCOP	LOC4804438|XP_001361000.1|DPSE
OG0001895	LOC119080999|XP_037045562.1|BCOP	LOC4811786|XP_015044406.1|DPSE
OG0001897	LOC119067082|XP_037025726.1|BCOP	LOC4801053|XP_015038686.2|DPSE
OG0001898	LOC119069834|XP_037029897.1|BCOP	LOC4816020|XP_001355280.1|DPSE
OG0001899	LOC119069346|XP_037029311.1|BCOP	LOC4801824|XP_015037403.1|DPSE
OG0001900	LOC119084482|XP_037050365.1|BCOP, LOC119084090|XP_037049822.1|BCOP	LOC4811917|XP_001352959.3|DPSE
OG0001901	LOC119068227|XP_037027630.1|BCOP	LOC4816129|XP_033236694.1|DPSE
