Orthogroup	BCOP.longest_only	DSAN.longest_only
OG0001258	LOC119069519|XP_037029493.1|BCOP, LOC119076546|XP_037039236.1|BCOP	LOC120452399|XP_039492551.1|DSAN
OG0001259	LOC119070552|XP_037030845.1|BCOP	LOC120455980|XP_039498467.1|DSAN
OG0001260	LOC119068993|XP_037028764.1|BCOP	LOC120452318|XP_039492405.1|DSAN
OG0001261	LOC119070076|XP_037030271.1|BCOP	LOC120456330|XP_039499031.1|DSAN
OG0001262	LOC119085722|XP_037052066.1|BCOP	LOC120448095|XP_039485832.1|DSAN
OG0001263	LOC119070353|XP_037030541.1|BCOP	LOC120450959|XP_039490180.1|DSAN
OG0001264	LOC119078566|XP_037042032.1|BCOP, LOC119068128|XP_037027482.1|BCOP	LOC120458497|XP_039502098.1|DSAN
OG0001265	LOC119069911|XP_037030014.1|BCOP	LOC120456363|XP_039499092.1|DSAN
OG0001266	LOC119077021|XP_037040031.1|BCOP	LOC120444600|XP_039480309.1|DSAN
OG0001267	LOC119084811|XP_037050775.1|BCOP, LOC119069963|XP_037030093.1|BCOP	LOC120452726|XP_039493025.1|DSAN
OG0001269	LOC119070358|XP_037030547.1|BCOP	LOC120446601|XP_039483567.1|DSAN
OG0001270	LOC119077657|XP_037040770.1|BCOP	LOC120453297|XP_039493861.1|DSAN
OG0001271	LOC119080744|XP_037045188.1|BCOP, LOC119084964|XP_037051008.1|BCOP	LOC120449834|XP_039488421.1|DSAN
OG0001272	LOC119066265|XP_037024514.1|BCOP, LOC119080600|XP_037044897.1|BCOP, LOC119080172|XP_037044289.1|BCOP	LOC120447570|XP_039484964.1|DSAN
OG0001273	LOC119085730|XP_037052091.1|BCOP	LOC120451874|XP_039491815.1|DSAN
OG0001274	LOC119071667|XP_037032541.1|BCOP	LOC120450546|XP_039489584.1|DSAN
OG0001275	LOC119077876|XP_037041124.1|BCOP	LOC120457307|XP_039500725.1|DSAN
OG0001276	LOC119078766|XP_037042372.1|BCOP	LOC120448880|XP_039487028.1|DSAN
OG0001278	LOC119083449|XP_037049066.1|BCOP, LOC119082191|XP_037047510.1|BCOP	LOC120448182|XP_039485966.1|DSAN
OG0001279	LOC119082184|XP_037047501.1|BCOP, LOC119083062|XP_037048580.1|BCOP	LOC120449975|XP_039488617.1|DSAN
OG0001280	LOC119073374|XP_037034692.1|BCOP	LOC120450370|XP_039489287.1|DSAN
OG0001281	LOC119080644|XP_037044952.1|BCOP, LOC119080642|XP_037044951.1|BCOP	LOC120449072|XP_039487304.1|DSAN
OG0001282	LOC119070562|XP_037030865.1|BCOP	LOC120458023|XP_039501461.1|DSAN
OG0001283	LOC119082204|XP_037047534.1|BCOP, LOC119076452|XP_037039114.1|BCOP	LOC120445360|XP_039481652.1|DSAN
OG0001284	LOC119072278|XP_037033366.1|BCOP	LOC120457477|XP_039500964.1|DSAN
OG0001285	LOC119071935|XP_037032952.1|BCOP, LOC119073343|XP_037034632.1|BCOP	LOC120449813|XP_039488395.1|DSAN
OG0001286	LOC119075691|XP_037038109.1|BCOP, LOC119074449|XP_037036475.1|BCOP, LOC119075693|XP_037038110.1|BCOP, LOC119075696|XP_037038117.1|BCOP, LOC119078022|XP_037041313.1|BCOP, LOC119075694|XP_037038115.1|BCOP, LOC119072764|XP_037033954.1|BCOP, LOC119075695|XP_037038116.1|BCOP	LOC120457800|XP_039501230.1|DSAN
OG0001287	LOC119068416|XP_037027883.1|BCOP	LOC120453620|XP_039494336.1|DSAN
OG0001288	LOC119077031|XP_037040049.1|BCOP	LOC120458137|XP_039501615.1|DSAN
OG0001289	LOC119070699|XP_037031045.1|BCOP	LOC120457765|XP_039501196.1|DSAN
OG0001290	LOC119077062|XP_037040094.1|BCOP	LOC120448010|XP_039485704.1|DSAN
OG0001291	LOC119072054|XP_037033079.1|BCOP	LOC120446058|XP_039482769.1|DSAN
OG0001292	LOC119071121|XP_037031664.1|BCOP	LOC120447252|XP_039484712.1|DSAN
OG0001293	LOC119072053|XP_037033082.1|BCOP	LOC120455311|XP_039497295.1|DSAN
OG0001294	LOC119086076|XP_037052546.1|BCOP	LOC120450780|XP_039489872.1|DSAN
OG0001295	LOC119074602|XP_037036749.1|BCOP	LOC120456338|XP_039499045.1|DSAN
OG0001296	LOC119074741|XP_037036898.1|BCOP	LOC120457893|XP_039501343.1|DSAN
OG0001297	LOC119076741|XP_037039580.1|BCOP	LOC120454402|XP_039495597.1|DSAN
OG0001298	LOC119085776|XP_037052167.1|BCOP, LOC119067013|XP_037025637.1|BCOP	LOC120453180|XP_039493678.1|DSAN
OG0001299	LOC119074935|XP_037037221.1|BCOP	LOC120448416|XP_039486349.1|DSAN
OG0001300	LOC119083181|XP_037048736.1|BCOP	LOC120452982|XP_039493413.1|DSAN
OG0001301	LOC119068447|XP_037027923.1|BCOP	LOC120458540|XP_039502154.1|DSAN
OG0001302	LOC119082840|XP_037048392.1|BCOP, LOC119084858|XP_037050887.1|BCOP	LOC120445846|XP_039482413.1|DSAN
OG0001303	LOC119067286|XP_037026066.1|BCOP	LOC120451340|XP_039490853.1|DSAN
OG0001304	LOC119078465|XP_037041902.1|BCOP	LOC120444345|XP_039479852.1|DSAN
OG0001305	LOC119078132|XP_037041498.1|BCOP	LOC120453298|XP_039493862.1|DSAN
OG0001306	LOC119069549|XP_037029523.1|BCOP	LOC120451203|XP_039490589.1|DSAN
OG0001307	LOC119074401|XP_037036417.1|BCOP	LOC120447650|XP_039485094.1|DSAN
OG0001309	LOC119077885|XP_037041144.1|BCOP	LOC120453811|XP_039494623.1|DSAN
OG0001310	LOC119084874|XP_037050909.1|BCOP, LOC119085692|XP_037052037.1|BCOP	LOC120455422|XP_039497506.1|DSAN
OG0001311	LOC119083176|XP_037048730.1|BCOP, LOC119070013|XP_037030187.1|BCOP, LOC119070031|XP_037030212.1|BCOP	LOC120457266|XP_039500618.1|DSAN
OG0001313	LOC119072484|XP_037033612.1|BCOP	LOC120445864|XP_039482440.1|DSAN
OG0001315	LOC119083708|XP_037049392.1|BCOP, LOC119071029|XP_037031519.1|BCOP	LOC120455400|XP_039497474.1|DSAN
OG0001326	LOC119068673|XP_037028250.1|BCOP	LOC120451385|XP_039490979.1|DSAN
OG0001328	LOC119070657|XP_037030983.1|BCOP, LOC119067324|XP_037026125.1|BCOP	LOC120456604|XP_039499448.1|DSAN
OG0001329	LOC119067609|XP_037026597.1|BCOP	LOC120456419|XP_039499185.1|DSAN
OG0001330	LOC119082152|XP_037047448.1|BCOP	LOC120455102|XP_039496912.1|DSAN
OG0001331	LOC119069973|XP_037030111.1|BCOP	LOC120457350|XP_039500799.1|DSAN
OG0001332	LOC119068843|XP_037028545.1|BCOP, LOC119068844|XP_037028552.1|BCOP	LOC120455478|XP_039497647.1|DSAN
OG0001333	LOC119069998|XP_037030145.1|BCOP, LOC119070001|XP_037030147.1|BCOP	LOC120458249|XP_039501772.1|DSAN
OG0001334	LOC119067734|XP_037026742.1|BCOP	LOC120452874|XP_039493255.1|DSAN
OG0001335	LOC119068138|XP_037027494.1|BCOP, LOC119068921|XP_037028678.1|BCOP	LOC120452572|XP_039492788.1|DSAN
OG0001337	LOC119067232|XP_037025981.1|BCOP	LOC120456473|XP_039499265.1|DSAN
OG0001338	LOC119085777|XP_037052168.1|BCOP	LOC120446915|XP_039484087.1|DSAN
OG0001339	LOC119068739|XP_037028335.1|BCOP, LOC119079641|XP_037043560.1|BCOP	LOC120444579|XP_039480273.1|DSAN
OG0001340	LOC119068557|XP_037028078.1|BCOP, LOC119068772|XP_037028422.1|BCOP	LOC120457591|XP_039501035.1|DSAN
OG0001341	LOC119067839|XP_037026909.1|BCOP	LOC120453145|XP_039493635.1|DSAN
OG0001343	LOC119068819|XP_037028488.1|BCOP	LOC120452834|XP_039493194.1|DSAN
OG0001344	LOC119067089|XP_037025743.1|BCOP, LOC119067088|XP_037025742.1|BCOP	LOC120452771|XP_039493094.1|DSAN
OG0001345	LOC119068712|XP_037028296.1|BCOP	LOC120454454|XP_039495699.1|DSAN
OG0001346	LOC119070059|XP_037030247.1|BCOP	LOC120453109|XP_039493578.1|DSAN
OG0001347	LOC119068588|XP_037028129.1|BCOP	LOC120457279|XP_039500650.1|DSAN
OG0001348	LOC119081782|XP_037046887.1|BCOP	LOC120455063|XP_039496848.1|DSAN
OG0001349	LOC119076108|XP_037038668.1|BCOP	LOC120449527|XP_039487974.1|DSAN
OG0001350	LOC119069222|XP_037029139.1|BCOP	LOC120449870|XP_039488463.1|DSAN
OG0001351	LOC119084977|XP_037051024.1|BCOP, LOC119084881|XP_037050921.1|BCOP	LOC120458654|XP_039502319.1|DSAN
OG0001352	LOC119073437|XP_037034814.1|BCOP	LOC120458600|XP_039502234.1|DSAN
OG0001353	LOC119067652|XP_037026648.1|BCOP	LOC120448202|XP_039486002.1|DSAN
OG0001354	LOC119075131|XP_037037410.1|BCOP, LOC119084554|XP_037050464.1|BCOP, LOC119084538|XP_037050441.1|BCOP, LOC119073015|XP_037034233.1|BCOP	LOC120445093|XP_039481156.1|DSAN
OG0001355	LOC119076251|XP_037038813.1|BCOP, LOC119078126|XP_037041488.1|BCOP	LOC120444536|XP_039480217.1|DSAN
OG0001356	LOC119079525|XP_037043401.1|BCOP	LOC120451676|XP_039491491.1|DSAN
OG0001357	LOC119080183|XP_037044308.1|BCOP, LOC119080187|XP_037044319.1|BCOP, LOC119071034|XP_037031528.1|BCOP, LOC119071033|XP_037031527.1|BCOP, LOC119080460|XP_037044726.1|BCOP	LOC120448070|XP_039485775.1|DSAN
OG0001358	LOC119080184|XP_037044309.1|BCOP, LOC119083376|XP_037048985.1|BCOP	LOC120447496|XP_039484827.1|DSAN
OG0001359	LOC119076426|XP_037039066.1|BCOP	LOC120444189|XP_039479694.1|DSAN
OG0001360	LOC119074489|XP_037036534.1|BCOP	LOC120458467|XP_039502054.1|DSAN
OG0001361	LOC119076931|XP_037039861.1|BCOP	LOC120447505|XP_039484849.1|DSAN
OG0001362	LOC119082193|XP_037047522.1|BCOP, LOC119083450|XP_037049069.1|BCOP	LOC120448870|XP_039487016.1|DSAN
OG0001363	LOC119076875|XP_037039779.1|BCOP, LOC119080901|XP_037045380.1|BCOP	LOC120451521|XP_039491223.1|DSAN
OG0001364	LOC119073335|XP_037034624.1|BCOP	LOC120445909|XP_039482499.1|DSAN
OG0001365	LOC119084893|XP_037050938.1|BCOP	LOC120447935|XP_039485533.1|DSAN
OG0001366	LOC119082924|XP_037048474.1|BCOP	LOC120448364|XP_039486265.1|DSAN
OG0001367	LOC119078008|XP_037041291.1|BCOP	LOC120445401|XP_039481745.1|DSAN
OG0001368	LOC119081869|XP_037046996.1|BCOP, LOC119081865|XP_037046989.1|BCOP, LOC119081866|XP_037046990.1|BCOP	LOC120447089|XP_039484430.1|DSAN
OG0001369	LOC119080425|XP_037044670.1|BCOP, LOC119076370|XP_037038973.1|BCOP	LOC120456639|XP_039499495.1|DSAN
OG0001370	LOC119079586|XP_037043471.1|BCOP	LOC120446731|XP_039483782.1|DSAN
OG0001371	LOC119072744|XP_037033922.1|BCOP	LOC120457838|XP_039501285.1|DSAN
OG0001372	LOC119081890|XP_037047013.1|BCOP, LOC119073081|XP_037034289.1|BCOP	LOC120445921|XP_039482513.1|DSAN
OG0001373	LOC119071460|XP_037032211.1|BCOP	LOC120449057|XP_039487326.1|DSAN
OG0001374	LOC119081445|XP_037046274.1|BCOP	LOC120446722|XP_039483768.1|DSAN
OG0001375	LOC119077671|XP_037040810.1|BCOP, LOC119077676|XP_037040822.1|BCOP, LOC119072638|XP_037033781.1|BCOP, LOC119078464|XP_037041896.1|BCOP, LOC119077673|XP_037040816.1|BCOP, LOC119077675|XP_037040820.1|BCOP	LOC120451518|XP_039491213.1|DSAN
OG0001376	LOC119073483|XP_037034883.1|BCOP	LOC120446545|XP_039483495.1|DSAN
OG0001377	LOC119085360|XP_037051633.1|BCOP	LOC120449372|XP_039487741.1|DSAN, LOC120443995|XP_039479407.1|DSAN
OG0001378	LOC119073535|XP_037034971.1|BCOP	LOC120458422|XP_039501994.1|DSAN
OG0001380	LOC119081665|XP_037046643.1|BCOP	LOC120458546|XP_039502161.1|DSAN, LOC120458562|XP_039502184.1|DSAN, LOC120457340|XP_039500787.1|DSAN
OG0001381	LOC119068711|XP_037028295.1|BCOP, LOC119068709|XP_037028294.1|BCOP	LOC120444314|XP_039479791.1|DSAN
OG0001382	LOC119076360|XP_037038954.1|BCOP	LOC120458792|XP_039502510.1|DSAN
OG0001383	LOC119078241|XP_037041605.1|BCOP	LOC120443692|XP_039478869.1|DSAN
OG0001384	LOC119074606|XP_037036758.1|BCOP, LOC119072248|XP_037033323.1|BCOP, LOC119072247|XP_037033322.1|BCOP	LOC120446517|XP_039483462.1|DSAN
OG0001385	LOC119082316|XP_037047712.1|BCOP	LOC120457912|XP_039501384.1|DSAN
OG0001387	LOC119077011|XP_037040019.1|BCOP, LOC119073952|XP_037035732.1|BCOP	LOC120458289|XP_039501821.1|DSAN
OG0001388	LOC119078838|XP_037042435.1|BCOP	LOC120458876|XP_039502647.1|DSAN
OG0001389	LOC119070229|XP_037030392.1|BCOP	LOC120453709|XP_039494465.1|DSAN
OG0001390	LOC119066921|XP_037025519.1|BCOP, LOC119076711|XP_037039523.1|BCOP, LOC119079002|XP_037042664.1|BCOP, LOC119067954|XP_037027173.1|BCOP	LOC120458781|XP_039502495.1|DSAN
OG0001391	LOC119066428|XP_037024846.1|BCOP	LOC120444300|XP_039479755.1|DSAN
OG0001392	LOC119074919|XP_037037205.1|BCOP	LOC120455323|XP_039497334.1|DSAN
OG0001393	LOC119076493|XP_037039173.1|BCOP	LOC120444386|XP_039479928.1|DSAN
OG0001394	LOC119075488|XP_037037849.1|BCOP	LOC120444588|XP_039480295.1|DSAN
OG0001395	LOC119074955|XP_037037239.1|BCOP	LOC120454417|XP_039495622.1|DSAN
OG0001396	LOC119083406|XP_037049020.1|BCOP, LOC119076413|XP_037039043.1|BCOP	LOC120455605|XP_039497919.1|DSAN
OG0001397	LOC119084135|XP_037049881.1|BCOP	LOC120453375|XP_039493983.1|DSAN
OG0001398	LOC119073267|XP_037034539.1|BCOP	LOC120457276|XP_039500639.1|DSAN
OG0001399	LOC119066910|XP_037025505.1|BCOP	LOC120455879|XP_039498300.1|DSAN
OG0001400	LOC119075955|XP_037038417.1|BCOP	LOC120450810|XP_039489919.1|DSAN
OG0001401	LOC119080499|XP_037044793.1|BCOP, LOC119071758|XP_037032692.1|BCOP, LOC119081901|XP_037047030.1|BCOP, LOC119070024|XP_037030205.1|BCOP	LOC120448535|XP_039486513.1|DSAN
OG0001402	LOC119078307|XP_037041703.1|BCOP	LOC120449566|XP_039488052.1|DSAN
OG0001403	LOC119072446|XP_037033558.1|BCOP	LOC120449650|XP_039488176.1|DSAN
OG0001404	LOC119075529|XP_037037893.1|BCOP	LOC120444774|XP_039480641.1|DSAN
OG0001405	LOC119071739|XP_037032666.1|BCOP	LOC120444292|XP_039479747.1|DSAN
OG0001406	LOC119071455|XP_037032202.1|BCOP	LOC120455196|XP_039497073.1|DSAN
OG0001407	LOC119072463|XP_037033582.1|BCOP	LOC120450258|XP_039489082.1|DSAN
OG0001411	LOC119083601|XP_037049232.1|BCOP, LOC119077377|XP_037040463.1|BCOP, LOC119083602|XP_037049233.1|BCOP, LOC119070386|XP_037030600.1|BCOP, LOC119074488|XP_037036531.1|BCOP	LOC120451540|XP_039491254.1|DSAN
OG0001429	LOC119069720|XP_037029741.1|BCOP, LOC119069004|XP_037028776.1|BCOP	LOC120452313|XP_039492397.1|DSAN
OG0001430	LOC119069695|XP_037029719.1|BCOP	LOC120454598|XP_039495984.1|DSAN
OG0001431	LOC119068849|XP_037028560.1|BCOP	LOC120455556|XP_039497837.1|DSAN
OG0001432	LOC119068544|XP_037028058.1|BCOP	LOC120455952|XP_039498429.1|DSAN
OG0001433	LOC119085603|XP_037051921.1|BCOP, LOC119085621|XP_037051939.1|BCOP	LOC120452876|XP_039493260.1|DSAN
OG0001434	LOC119067814|XP_037026864.1|BCOP	LOC120455292|XP_039497266.1|DSAN
OG0001435	LOC119070281|XP_037030442.1|BCOP	LOC120443913|XP_039479288.1|DSAN
OG0001436	LOC119070372|XP_037030568.1|BCOP	LOC120451187|XP_039490570.1|DSAN
OG0001437	LOC119077714|XP_037040888.1|BCOP	LOC120446405|XP_039483283.1|DSAN
OG0001438	LOC119070579|XP_037030882.1|BCOP	LOC120451039|XP_039490301.1|DSAN
OG0001439	LOC119068124|XP_037027476.1|BCOP	LOC120452182|XP_039492226.1|DSAN
OG0001440	LOC119070767|XP_037031143.1|BCOP	LOC120454970|XP_039496685.1|DSAN
OG0001442	LOC119085588|XP_037051900.1|BCOP	LOC120458487|XP_039502086.1|DSAN
OG0001443	LOC119068350|XP_037027809.1|BCOP	LOC120452157|XP_039492187.1|DSAN
OG0001444	LOC119074569|XP_037036689.1|BCOP, LOC119082837|XP_037048387.1|BCOP	LOC120453851|XP_039494689.1|DSAN
OG0001445	LOC119066291|XP_037024561.1|BCOP	LOC120450916|XP_039490107.1|DSAN
OG0001446	LOC119067925|XP_037027128.1|BCOP, LOC119066853|XP_037025416.1|BCOP, LOC119067923|XP_037027122.1|BCOP	LOC120451008|XP_039490258.1|DSAN
OG0001447	LOC119067041|XP_037025676.1|BCOP	LOC120451549|XP_039491270.1|DSAN
OG0001448	LOC119084574|XP_037050524.1|BCOP, LOC119068674|XP_037028251.1|BCOP	LOC120451383|XP_039490975.1|DSAN
OG0001449	LOC119067787|XP_037026829.1|BCOP	LOC120447249|XP_039484709.1|DSAN
OG0001450	LOC119068156|XP_037027525.1|BCOP	LOC120449578|XP_039488069.1|DSAN
OG0001451	LOC119083373|XP_037048982.1|BCOP, LOC119083330|XP_037048911.1|BCOP	LOC120456009|XP_039498504.1|DSAN
OG0001452	LOC119084935|XP_037050969.1|BCOP	LOC120444979|XP_039480938.1|DSAN
OG0001453	LOC119080452|XP_037044714.1|BCOP, LOC119080451|XP_037044711.1|BCOP	LOC120448892|XP_039487043.1|DSAN
OG0001454	LOC119068491|XP_037027998.1|BCOP, LOC119069190|XP_037029031.1|BCOP	LOC120451241|XP_039490687.1|DSAN
OG0001455	LOC119077311|XP_037040372.1|BCOP	LOC120449688|XP_039488238.1|DSAN
OG0001456	LOC119083642|XP_037049278.1|BCOP	LOC120446604|XP_039483779.1|DSAN
OG0001457	LOC119081950|XP_037047134.1|BCOP, LOC119072427|XP_037033540.1|BCOP	LOC120446991|XP_039484226.1|DSAN
OG0001458	LOC119079434|XP_037043242.1|BCOP	LOC120446034|XP_039482731.1|DSAN
OG0001459	LOC119081762|XP_037046850.1|BCOP	LOC120449961|XP_039488597.1|DSAN
OG0001460	LOC119079206|XP_037042887.1|BCOP, LOC119079363|XP_037043106.1|BCOP, LOC119079207|XP_037042889.1|BCOP	LOC120443760|XP_039479020.1|DSAN, LOC120450648|XP_039489743.1|DSAN
OG0001461	LOC119084438|XP_037050343.1|BCOP, LOC119085389|XP_037051678.1|BCOP	LOC120455077|XP_039496869.1|DSAN
OG0001462	LOC119080004|XP_037044071.1|BCOP	LOC120447806|XP_039485316.1|DSAN
OG0001463	LOC119081083|XP_037045720.1|BCOP, LOC119082702|XP_037048175.1|BCOP, LOC119074416|XP_037036440.1|BCOP	LOC120452566|XP_039492779.1|DSAN
OG0001464	LOC119073222|XP_037034428.1|BCOP, LOC119085508|XP_037051817.1|BCOP, LOC119085075|XP_037051210.1|BCOP, LOC119085507|XP_037051816.1|BCOP, LOC119085501|XP_037051812.1|BCOP, LOC119082133|XP_037047406.1|BCOP, LOC119085074|XP_037051207.1|BCOP, LOC119073018|XP_037034235.1|BCOP	LOC120455978|XP_039498465.1|DSAN
OG0001465	LOC119081152|XP_037045800.1|BCOP	LOC120446228|XP_039483029.1|DSAN
OG0001466	LOC119079375|XP_037043143.1|BCOP, LOC119079376|XP_037043148.1|BCOP	LOC120444021|XP_039479459.1|DSAN
OG0001467	LOC119085874|XP_037052278.1|BCOP	LOC120455306|XP_039497292.1|DSAN
OG0001468	LOC119080863|XP_037045335.1|BCOP	LOC120449890|XP_039488503.1|DSAN
OG0001469	LOC119081330|XP_037046012.1|BCOP	LOC120447043|XP_039484339.1|DSAN, LOC120452099|XP_039492109.1|DSAN
OG0001470	LOC119074223|XP_037036130.1|BCOP, LOC119074224|XP_037036133.1|BCOP, LOC119074272|XP_037036189.1|BCOP	LOC120450602|XP_039489659.1|DSAN
OG0001471	LOC119075238|XP_037037529.1|BCOP	LOC120450536|XP_039489561.1|DSAN
OG0001472	LOC119073631|XP_037035117.1|BCOP	LOC120449869|XP_039488462.1|DSAN
OG0001473	LOC119068774|XP_037028428.1|BCOP	LOC120452745|XP_039493054.1|DSAN
OG0001474	LOC119083216|XP_037048778.1|BCOP	LOC120455541|XP_039497813.1|DSAN
OG0001475	LOC119085938|XP_037052386.1|BCOP	LOC120443989|XP_039479397.1|DSAN
OG0001476	LOC119073252|XP_037034502.1|BCOP	LOC120457175|XP_039500402.1|DSAN
OG0001477	LOC119080073|XP_037044187.1|BCOP	LOC120451227|XP_039490647.1|DSAN
OG0001478	LOC119084634|XP_037050598.1|BCOP, LOC119066327|XP_037024619.1|BCOP	LOC120454132|XP_039495113.1|DSAN
OG0001479	LOC119081696|XP_037046691.1|BCOP	LOC120445264|XP_039481493.1|DSAN, LOC120456251|XP_039498905.1|DSAN
OG0001480	LOC119079619|XP_037043510.1|BCOP	LOC120449709|XP_039488263.1|DSAN
OG0001481	LOC119085854|XP_037052259.1|BCOP	LOC120446505|XP_039483446.1|DSAN
OG0001482	LOC119078892|XP_037042517.1|BCOP	LOC120446188|XP_039482969.1|DSAN
OG0001483	LOC119069194|XP_037029036.1|BCOP	LOC120457496|XP_039500983.1|DSAN
OG0001485	LOC119066875|XP_037025444.1|BCOP	LOC120449474|XP_039487883.1|DSAN
OG0001486	LOC119075372|XP_037037693.1|BCOP	LOC120458211|XP_039501722.1|DSAN
OG0001487	LOC119071292|XP_037032057.1|BCOP	LOC120447056|XP_039484383.1|DSAN
OG0001488	LOC119080267|XP_037044416.1|BCOP, LOC119080265|XP_037044409.1|BCOP	LOC120446626|XP_039483620.1|DSAN
OG0001489	LOC119082548|XP_037047954.1|BCOP	LOC120446591|XP_039483546.1|DSAN
OG0001490	LOC119082084|XP_037047339.1|BCOP	LOC120449264|XP_039487584.1|DSAN
OG0001491	LOC119078712|XP_037042279.1|BCOP	LOC120450194|XP_039488997.1|DSAN
OG0001493	LOC119075234|XP_037037521.1|BCOP	LOC120455096|XP_039496907.1|DSAN
OG0001494	LOC119077643|XP_037040759.1|BCOP	LOC120455795|XP_039498186.1|DSAN
OG0001495	LOC119074897|XP_037037139.1|BCOP	LOC120443949|XP_039479335.1|DSAN
OG0001496	LOC119074211|XP_037036147.1|BCOP	LOC120456222|XP_039498839.1|DSAN
OG0001497	LOC119078593|XP_037042074.1|BCOP, LOC119081292|XP_037045948.1|BCOP, LOC119072594|XP_037033744.1|BCOP	LOC120457997|XP_039501423.1|DSAN
OG0001498	LOC119074573|XP_037036695.1|BCOP	LOC120451922|XP_039491869.1|DSAN
OG0001500	LOC119068893|XP_037028658.1|BCOP	LOC120444633|XP_039480373.1|DSAN
OG0001501	LOC119080610|XP_037044907.1|BCOP	LOC120453236|XP_039493771.1|DSAN
OG0001502	LOC119079851|XP_037043814.1|BCOP	LOC120444919|XP_039480847.1|DSAN
OG0001503	LOC119083702|XP_037049389.1|BCOP, LOC119077333|XP_037040410.1|BCOP	LOC120450059|XP_039488754.1|DSAN
OG0001504	LOC119072387|XP_037033490.1|BCOP	LOC120457172|XP_039500400.1|DSAN
OG0001506	LOC119079020|XP_037042692.1|BCOP	LOC120446631|XP_039483627.1|DSAN
OG0001507	LOC119071742|XP_037032669.1|BCOP	LOC120445640|XP_039482115.1|DSAN
OG0001508	LOC119080040|XP_037044136.1|BCOP, LOC119066573|XP_037025018.1|BCOP	LOC120445648|XP_039482124.1|DSAN
OG0001509	LOC119083247|XP_037048804.1|BCOP	LOC120446804|XP_039483898.1|DSAN
OG0001510	LOC119081977|XP_037047185.1|BCOP, LOC119072757|XP_037033941.1|BCOP	LOC120443771|XP_039478999.1|DSAN
OG0001511	LOC119066136|XP_037024322.1|BCOP	LOC120445892|XP_039482478.1|DSAN
OG0001512	LOC119071191|XP_037031860.1|BCOP, LOC119077034|XP_037040054.1|BCOP, LOC119071183|XP_037031848.1|BCOP, LOC119071407|XP_037032181.1|BCOP, LOC119071406|XP_037032179.1|BCOP, LOC119071408|XP_037032182.1|BCOP, LOC119071188|XP_037031857.1|BCOP	LOC120448529|XP_039486503.1|DSAN
OG0001513	LOC119071130|XP_037031699.1|BCOP	LOC120447830|XP_039485351.1|DSAN
OG0001515	LOC119076873|XP_037039777.1|BCOP	LOC120454968|XP_039496683.1|DSAN
OG0001517	LOC119085002|XP_037051073.1|BCOP	LOC120453454|XP_039494103.1|DSAN, LOC120452855|XP_039493230.1|DSAN
OG0001518	LOC119067207|XP_037025945.1|BCOP	LOC120456500|XP_039499301.1|DSAN
OG0001534	LOC119069790|XP_037029827.1|BCOP	LOC120457401|XP_039500914.1|DSAN
OG0001535	LOC119081291|XP_037045952.1|BCOP	LOC120456328|XP_039499030.1|DSAN
OG0001536	LOC119083641|XP_037049277.1|BCOP	LOC120456719|XP_039499634.1|DSAN
OG0001537	LOC119070285|XP_037030449.1|BCOP, LOC119070287|XP_037030450.1|BCOP	LOC120458334|XP_039501885.1|DSAN
OG0001538	LOC119084761|XP_037050722.1|BCOP	LOC120455797|XP_039498189.1|DSAN
OG0001539	LOC119080435|XP_037044693.1|BCOP	LOC120444548|XP_039480232.1|DSAN
OG0001540	LOC119077061|XP_037040084.1|BCOP	LOC120443850|XP_039479145.1|DSAN
OG0001541	LOC119067503|XP_037026408.1|BCOP, LOC119074747|XP_037036905.1|BCOP	LOC120448849|XP_039486989.1|DSAN
OG0001542	LOC119083755|XP_037049434.1|BCOP	LOC120452407|XP_039492559.1|DSAN
OG0001543	LOC119067212|XP_037025951.1|BCOP	LOC120455706|XP_039498048.1|DSAN
OG0001544	LOC119068022|XP_037027277.1|BCOP	LOC120456712|XP_039499628.1|DSAN
OG0001545	LOC119071911|XP_037032925.1|BCOP, LOC119067565|XP_037026541.1|BCOP	LOC120456805|XP_039499776.1|DSAN
OG0001546	LOC119084624|XP_037050587.1|BCOP, LOC119069480|XP_037029442.1|BCOP, LOC119071884|XP_037032878.1|BCOP	LOC120455592|XP_039497898.1|DSAN
OG0001547	LOC119083969|XP_037049669.1|BCOP	LOC120456109|XP_039498656.1|DSAN
OG0001548	LOC119067604|XP_037026594.1|BCOP	LOC120457264|XP_039500612.1|DSAN
OG0001549	LOC119078658|XP_037042167.1|BCOP	LOC120445172|XP_039481306.1|DSAN
OG0001550	LOC119067024|XP_037025651.1|BCOP	LOC120452823|XP_039493162.1|DSAN
OG0001551	LOC119068659|XP_037028230.1|BCOP	LOC120452630|XP_039492873.1|DSAN
OG0001552	LOC119069945|XP_037030067.1|BCOP	LOC120451418|XP_039491022.1|DSAN
OG0001553	LOC119068481|XP_037027987.1|BCOP, LOC119077795|XP_037041001.1|BCOP	LOC120456822|XP_039499805.1|DSAN
OG0001554	LOC119068534|XP_037028040.1|BCOP	LOC120450988|XP_039490225.1|DSAN
OG0001556	LOC119069503|XP_037029472.1|BCOP	LOC120445918|XP_039482509.1|DSAN
OG0001557	LOC119077131|XP_037040206.1|BCOP	LOC120455073|XP_039496858.1|DSAN
OG0001558	LOC119085650|XP_037051990.1|BCOP	LOC120455877|XP_039498290.1|DSAN
OG0001559	LOC119069552|XP_037029526.1|BCOP, LOC119067227|XP_037025974.1|BCOP	LOC120453340|XP_039493939.1|DSAN
