Orthogroup	BCOP.longest_only	HILL.longest_only
OG0002261	LOC119080525|XP_037044831.1|BCOP	LOC119649098|XP_037907029.1|HILL
OG0002262	LOC119077297|XP_037040354.1|BCOP	LOC119659437|XP_037923447.1|HILL
OG0002262	LOC119070724|XP_037031072.1|BCOP	LOC119655348|XP_037917128.1|HILL
OG0002263	LOC119077861|XP_037041090.1|BCOP	LOC119649924|XP_037908255.1|HILL
OG0002264	LOC119081148|XP_037045791.1|BCOP	LOC119646417|XP_037902791.1|HILL
OG0002265	LOC119076153|XP_037038732.1|BCOP	LOC119649321|XP_037907351.1|HILL
OG0002266	LOC119073649|XP_037035142.1|BCOP	LOC119649683|XP_037907872.1|HILL
OG0002267	LOC119083362|XP_037048971.1|BCOP, LOC119075050|XP_037037340.1|BCOP	LOC119647746|XP_037904789.1|HILL
OG0002268	LOC119080619|XP_037044918.1|BCOP, LOC119066077|XP_037024241.1|BCOP	LOC119648816|XP_037906597.1|HILL
OG0002269	LOC119081728|XP_037046784.1|BCOP	LOC119661153|XP_037926293.1|HILL
OG0002270	LOC119074506|XP_037036558.1|BCOP	LOC119646408|XP_037902781.1|HILL
OG0002271	LOC119080669|XP_037044995.1|BCOP	LOC119647797|XP_037904933.1|HILL
OG0002272	LOC119075051|XP_037037341.1|BCOP, LOC119083363|XP_037048973.1|BCOP	LOC119647750|XP_037904797.1|HILL
OG0002273	LOC119069867|XP_037029932.1|BCOP, LOC119079355|XP_037043083.1|BCOP	LOC119649571|XP_037907701.1|HILL
OG0002274	LOC119073513|XP_037034927.1|BCOP	LOC119647790|XP_037904910.1|HILL
OG0002275	LOC119084843|XP_037050844.1|BCOP	LOC119647795|XP_037904925.1|HILL
OG0002277	LOC119073271|XP_037034548.1|BCOP	LOC119649061|XP_037906973.1|HILL
OG0002279	LOC119076586|XP_037039320.1|BCOP	LOC119648852|XP_037906657.1|HILL, LOC119649155|XP_037907094.1|HILL
OG0002280	LOC119070015|XP_037030188.1|BCOP, LOC119070968|XP_037031440.1|BCOP, LOC119080389|XP_037044595.1|BCOP, LOC119069110|XP_037028897.1|BCOP	LOC119648199|XP_037905723.1|HILL
OG0002281	LOC119077996|XP_037041271.1|BCOP	LOC119648008|XP_037905336.1|HILL
OG0002282	LOC119085901|XP_037052340.1|BCOP, LOC119077824|XP_037041030.1|BCOP, LOC119073806|XP_037035464.1|BCOP	LOC119649086|XP_037907016.1|HILL
OG0002284	LOC119081350|XP_037046090.1|BCOP	LOC119646518|XP_037902906.1|HILL
OG0002285	LOC119072366|XP_037033455.1|BCOP	LOC119650463|XP_037909255.1|HILL
OG0002286	LOC119079844|XP_037043804.1|BCOP	LOC119649955|XP_037908319.1|HILL
OG0002287	LOC119074511|XP_037036568.1|BCOP	LOC119653021|XP_037913392.1|HILL
OG0002288	LOC119080406|XP_037044632.1|BCOP	LOC119648663|XP_037906373.1|HILL
OG0002289	LOC119073547|XP_037034995.1|BCOP, LOC119073548|XP_037034996.1|BCOP	LOC119649250|XP_037907246.1|HILL
OG0002290	LOC119076753|XP_037039597.1|BCOP, LOC119069972|XP_037030110.1|BCOP	LOC119651797|XP_037911508.1|HILL, LOC119652010|XP_037911870.1|HILL
OG0002291	LOC119079329|XP_037043021.1|BCOP	LOC119647226|XP_037903991.1|HILL
OG0002292	LOC119079063|XP_037042770.1|BCOP	LOC119653533|XP_037914141.1|HILL
OG0002293	LOC119073985|XP_037035791.1|BCOP	LOC119659415|XP_037923419.1|HILL
OG0002294	LOC119079625|XP_037043517.1|BCOP, LOC119079626|XP_037043519.1|BCOP	LOC119661107|XP_037926231.1|HILL
OG0002295	LOC119066270|XP_037024521.1|BCOP	LOC119653230|XP_037913745.1|HILL
OG0002296	LOC119072829|XP_037034024.1|BCOP	LOC119652982|XP_037913322.1|HILL
OG0002297	LOC119080976|XP_037045515.1|BCOP	LOC119659876|XP_037924122.1|HILL
OG0002298	LOC119073204|XP_037034409.1|BCOP, LOC119081199|XP_037045810.1|BCOP	LOC119656593|XP_037918937.1|HILL
OG0002299	LOC119081201|XP_037045816.1|BCOP, LOC119073225|XP_037034432.1|BCOP	LOC119657831|XP_037920880.1|HILL
OG0002300	LOC119071456|XP_037032203.1|BCOP	LOC119653080|XP_037913497.1|HILL
OG0002301	LOC119082756|XP_037048233.1|BCOP	LOC119653049|XP_037913441.1|HILL
OG0002302	LOC119070830|XP_037031227.1|BCOP	LOC119650848|XP_037909921.1|HILL
OG0002303	LOC119077038|XP_037040057.1|BCOP	LOC119653669|XP_037914431.1|HILL
OG0002304	LOC119081963|XP_037047162.1|BCOP	LOC119652508|XP_037912624.1|HILL
OG0002305	LOC119085146|XP_037051319.1|BCOP	LOC119651745|XP_037911403.1|HILL, LOC119651397|XP_037910906.1|HILL, LOC119652571|XP_037912713.1|HILL
OG0002306	LOC119070890|XP_037031307.1|BCOP	LOC119653029|XP_037913402.1|HILL
OG0002308	LOC119072832|XP_037034035.1|BCOP	LOC119650780|XP_037909817.1|HILL
OG0002309	LOC119069832|XP_037029895.1|BCOP	LOC119651381|XP_037910882.1|HILL
OG0002310	LOC119085817|XP_037052203.1|BCOP	LOC119647257|XP_037904066.1|HILL
OG0002311	LOC119082307|XP_037047697.1|BCOP	LOC119652655|XP_037912835.1|HILL
OG0002312	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP	LOC119652707|XP_037912916.1|HILL
OG0002313	LOC119085561|XP_037051885.1|BCOP	LOC119655802|XP_037917826.1|HILL
OG0002314	LOC119073895|XP_037035679.1|BCOP	LOC119655834|XP_037917872.1|HILL, LOC119655507|XP_037917343.1|HILL
OG0002315	LOC119066318|XP_037024602.1|BCOP	LOC119655367|XP_037917156.1|HILL
OG0002316	LOC119072614|XP_037033763.1|BCOP	LOC119651316|XP_037910774.1|HILL, LOC119646240|XP_037902563.1|HILL
OG0002317	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP	LOC119648385|XP_037906049.1|HILL
OG0002318	LOC119082095|XP_037047357.1|BCOP	LOC119655108|XP_037916758.1|HILL
OG0002319	LOC119072731|XP_037033902.1|BCOP	LOC119652959|XP_037913282.1|HILL
OG0002320	LOC119079431|XP_037043237.1|BCOP	LOC119661768|XP_037927170.1|HILL
OG0002321	LOC119066374|XP_037024694.1|BCOP	LOC119654879|XP_037916414.1|HILL
OG0002322	LOC119082065|XP_037047298.1|BCOP	LOC119651720|XP_037911370.1|HILL
OG0002323	LOC119084003|XP_037049710.1|BCOP	LOC119655386|XP_037917185.1|HILL
OG0002324	LOC119073596|XP_037035065.1|BCOP	LOC119649617|XP_037907765.1|HILL
OG0002325	LOC119066721|XP_037025230.1|BCOP, LOC119073537|XP_037034975.1|BCOP, LOC119073517|XP_037034939.1|BCOP	LOC119649629|XP_037907792.1|HILL
OG0002326	LOC119076472|XP_037039144.1|BCOP, LOC119072872|XP_037034074.1|BCOP, LOC119073530|XP_037034964.1|BCOP	LOC119649630|XP_037907797.1|HILL
OG0002327	LOC119073735|XP_037035282.1|BCOP	LOC119647579|XP_037904514.1|HILL
OG0002328	LOC119082380|XP_037047798.1|BCOP	LOC119651995|XP_037911843.1|HILL
OG0002329	LOC119070923|XP_037031360.1|BCOP	LOC119661282|XP_037926486.1|HILL
OG0002330	LOC119077117|XP_037040181.1|BCOP	LOC119659245|XP_037923156.1|HILL
OG0002331	LOC119076302|XP_037038862.1|BCOP	LOC119646483|XP_037902866.1|HILL, LOC119646794|XP_037903311.1|HILL
OG0002332	LOC119085089|XP_037051225.1|BCOP	LOC119659200|XP_037923095.1|HILL
OG0002333	LOC119079279|XP_037042960.1|BCOP, LOC119079284|XP_037042968.1|BCOP	LOC119657902|XP_037920990.1|HILL
OG0002334	LOC119084807|XP_037050773.1|BCOP, LOC119080246|XP_037044389.1|BCOP	LOC119652270|XP_037912182.1|HILL
OG0002335	LOC119084622|XP_037050583.1|BCOP	LOC119656022|XP_037918209.1|HILL
OG0002336	LOC119071160|XP_037031810.1|BCOP	LOC119648710|XP_037906447.1|HILL
OG0002337	LOC119081396|XP_037046177.1|BCOP	LOC119661456|XP_037926740.1|HILL
OG0002338	LOC119082046|XP_037047267.1|BCOP	LOC119646257|XP_037902586.1|HILL
OG0002339	LOC119076373|XP_037038978.1|BCOP	LOC119661238|XP_037926395.1|HILL, LOC119658619|XP_037922043.1|HILL
OG0002340	LOC119076367|XP_037038968.1|BCOP	LOC119646924|XP_037903532.1|HILL
OG0002341	LOC119068618|XP_037028179.1|BCOP, LOC119073643|XP_037035136.1|BCOP, LOC119072585|XP_037033733.1|BCOP	LOC119646973|XP_037903605.1|HILL
OG0002342	LOC119085397|XP_037051694.1|BCOP	LOC119649030|XP_037906931.1|HILL
OG0002343	LOC119077071|XP_037040108.1|BCOP	LOC119660713|XP_037925287.1|HILL
OG0002344	LOC119082390|XP_037047814.1|BCOP	LOC119651744|XP_037911406.1|HILL
OG0002345	LOC119074085|XP_037035935.1|BCOP	LOC119657767|XP_037920762.1|HILL
OG0002346	LOC119084611|XP_037050572.1|BCOP, LOC119072567|XP_037033702.1|BCOP	LOC119651353|XP_037910840.1|HILL, LOC119653163|XP_037913631.1|HILL
OG0002347	LOC119081380|XP_037046159.1|BCOP	LOC119646674|XP_037903132.1|HILL
OG0002348	LOC119066932|XP_037025540.1|BCOP	LOC119647049|XP_037903733.1|HILL
OG0002349	LOC119073881|XP_037035656.1|BCOP	LOC119658296|XP_037921522.1|HILL
OG0002350	LOC119081404|XP_037046193.1|BCOP	LOC119657278|XP_037920050.1|HILL
OG0002351	LOC119081501|XP_037046402.1|BCOP	LOC119646879|XP_037903434.1|HILL
OG0002352	LOC119081468|XP_037046352.1|BCOP	LOC119647139|XP_037903859.1|HILL
OG0002353	LOC119082403|XP_037047829.1|BCOP	LOC119652308|XP_037912247.1|HILL
OG0002354	LOC119085918|XP_037052367.1|BCOP	LOC119652287|XP_037912211.1|HILL
OG0002355	LOC119082262|XP_037047617.1|BCOP	LOC119651278|XP_037910710.1|HILL
OG0002356	LOC119083269|XP_037048850.1|BCOP	LOC119660436|XP_037924918.1|HILL
OG0002357	LOC119079343|XP_037043066.1|BCOP, LOC119080488|XP_037044780.1|BCOP	LOC119653801|XP_037914745.1|HILL
OG0002358	LOC119066242|XP_037024457.1|BCOP	LOC119656951|XP_037919596.1|HILL
OG0002359	LOC119077069|XP_037040106.1|BCOP	LOC119657707|XP_037920678.1|HILL
OG0002360	LOC119071573|XP_037032407.1|BCOP	LOC119652938|XP_037913255.1|HILL
OG0002361	LOC119077610|XP_037040726.1|BCOP	LOC119650828|XP_037909898.1|HILL
OG0002362	LOC119076930|XP_037039853.1|BCOP	LOC119647434|XP_037904283.1|HILL
OG0002363	LOC119076926|XP_037039846.1|BCOP	LOC119652537|XP_037912672.1|HILL
OG0002364	LOC119076922|XP_037039831.1|BCOP	LOC119649693|XP_037907892.1|HILL
OG0002365	LOC119075602|XP_037037966.1|BCOP	LOC119661179|XP_037926325.1|HILL
OG0002366	LOC119072718|XP_037033884.1|BCOP	LOC119661623|XP_037926971.1|HILL
OG0002367	LOC119068278|XP_037027704.1|BCOP, LOC119084601|XP_037050551.1|BCOP	LOC119661318|XP_037926538.1|HILL
OG0002368	LOC119077129|XP_037040198.1|BCOP	LOC119652467|XP_037912566.1|HILL
OG0002369	LOC119077133|XP_037040207.1|BCOP	LOC119649382|XP_037907428.1|HILL, LOC119660565|XP_037925142.1|HILL
OG0002370	LOC119075583|XP_037037946.1|BCOP	LOC119651809|XP_037911527.1|HILL
OG0002371	LOC119076257|XP_037038820.1|BCOP	LOC119656539|XP_037918816.1|HILL, LOC119651032|XP_037910274.1|HILL, LOC119650814|XP_037909880.1|HILL
OG0002372	LOC119078905|XP_037042529.1|BCOP	LOC119660545|XP_037925112.1|HILL, LOC119646395|XP_037902770.1|HILL
OG0002373	LOC119076965|XP_037039952.1|BCOP	LOC119661102|XP_037926219.1|HILL
OG0002374	LOC119069869|XP_037029935.1|BCOP	LOC119653043|XP_037913433.1|HILL
OG0002375	LOC119081144|XP_037045783.1|BCOP	LOC119660203|XP_037924565.1|HILL
OG0002376	LOC119081928|XP_037047078.1|BCOP	LOC119651132|XP_037910455.1|HILL
OG0002376	LOC119085045|XP_037051151.1|BCOP	LOC119660770|XP_037925460.1|HILL
OG0002377	LOC119065987|XP_037024088.1|BCOP, LOC119077235|XP_037040319.1|BCOP	LOC119659088|XP_037922929.1|HILL
OG0002378	LOC119084173|XP_037049927.1|BCOP	LOC119649998|XP_037908388.1|HILL
OG0002379	LOC119078936|XP_037042577.1|BCOP	LOC119660040|XP_037924350.1|HILL
OG0002380	LOC119082244|XP_037047603.1|BCOP	LOC119646172|XP_037902478.1|HILL
OG0002381	LOC119066384|XP_037024711.1|BCOP	LOC119653793|XP_037914727.1|HILL
OG0002382	LOC119071174|XP_037031832.1|BCOP	LOC119654175|XP_037915288.1|HILL
OG0002383	LOC119071194|XP_037031870.1|BCOP	LOC119655164|XP_037916840.1|HILL
OG0002384	LOC119074536|XP_037036598.1|BCOP	LOC119655722|XP_037917683.1|HILL
OG0002385	LOC119080664|XP_037044985.1|BCOP	LOC119661015|XP_037926090.1|HILL
OG0002386	LOC119084151|XP_037049893.1|BCOP	LOC119660530|XP_037925082.1|HILL
OG0002387	LOC119084427|XP_037050299.1|BCOP	LOC119658632|XP_037922074.1|HILL
OG0002388	LOC119066565|XP_037025007.1|BCOP, LOC119080347|XP_037044540.1|BCOP, LOC119078065|XP_037041397.1|BCOP	LOC119660597|XP_037925202.1|HILL
OG0002389	LOC119076759|XP_037039611.1|BCOP	LOC119659861|XP_037924097.1|HILL
OG0002390	LOC119073788|XP_037035407.1|BCOP	LOC119660777|XP_037925481.1|HILL
OG0002391	LOC119085224|XP_037051432.1|BCOP	LOC119654799|XP_037916278.1|HILL
OG0002392	LOC119072765|XP_037033958.1|BCOP, LOC119075003|XP_037037300.1|BCOP	LOC119648776|XP_037906538.1|HILL
OG0002393	LOC119074933|XP_037037218.1|BCOP	LOC119650098|XP_037908545.1|HILL
OG0002394	LOC119068580|XP_037028158.1|BCOP	LOC119660569|XP_037925148.1|HILL
OG0002395	LOC119078061|XP_037041390.1|BCOP	LOC119660359|XP_037924794.1|HILL
OG0002396	LOC119080349|XP_037044542.1|BCOP	LOC119646132|XP_037902409.1|HILL
OG0002397	LOC119076486|XP_037039166.1|BCOP	LOC119660308|XP_037924711.1|HILL
OG0002398	LOC119082077|XP_037047312.1|BCOP, LOC119073932|XP_037035696.1|BCOP, LOC119072043|XP_037033057.1|BCOP, LOC119072044|XP_037033063.1|BCOP	LOC119655398|XP_037917203.1|HILL
OG0002399	LOC119071691|XP_037032574.1|BCOP	LOC119654108|XP_037915199.1|HILL
OG0002400	LOC119071702|XP_037032585.1|BCOP	LOC119655117|XP_037916767.1|HILL
OG0002401	LOC119079502|XP_037043345.1|BCOP	LOC119660972|XP_037925964.1|HILL
OG0002402	LOC119076888|XP_037039787.1|BCOP	LOC119658794|XP_037922439.1|HILL
OG0002403	LOC119074386|XP_037036399.1|BCOP, LOC119076884|XP_037039783.1|BCOP	LOC119658795|XP_037922441.1|HILL
OG0002404	LOC119084374|XP_037050221.1|BCOP	LOC119658822|XP_037922481.1|HILL
OG0002405	LOC119071729|XP_037032653.1|BCOP	LOC119658571|XP_037921946.1|HILL
OG0002406	LOC119074007|XP_037035839.1|BCOP	LOC119648375|XP_037906032.1|HILL
OG0002407	LOC119079875|XP_037043852.1|BCOP, LOC119084019|XP_037049728.1|BCOP	LOC119658730|XP_037922320.1|HILL
OG0002408	LOC119068865|XP_037028601.1|BCOP	LOC119660604|XP_037925218.1|HILL
OG0002410	LOC119074783|XP_037036952.1|BCOP	LOC119660586|XP_037925170.1|HILL
OG0002411	LOC119068782|XP_037028437.1|BCOP	LOC119659118|XP_037922970.1|HILL
OG0002412	LOC119068166|XP_037027543.1|BCOP	LOC119658884|XP_037922597.1|HILL
OG0002413	LOC119085333|XP_037051612.1|BCOP	LOC119655404|XP_037917215.1|HILL
OG0002414	LOC119083075|XP_037048592.1|BCOP	LOC119649954|XP_037908318.1|HILL
OG0002415	LOC119076085|XP_037038633.1|BCOP, LOC119076088|XP_037038636.1|BCOP	LOC119659203|XP_037923099.1|HILL
OG0002416	LOC119078096|XP_037041460.1|BCOP	LOC119660796|XP_037925541.1|HILL
OG0002417	LOC119070846|XP_037031251.1|BCOP	LOC119660805|XP_037925571.1|HILL, LOC119646214|XP_037902524.1|HILL
OG0002418	LOC119066192|XP_037024404.1|BCOP	LOC119658681|XP_037922173.1|HILL
OG0002419	LOC119077851|XP_037041073.1|BCOP	LOC119653741|XP_037914593.1|HILL
OG0002420	LOC119079301|XP_037042983.1|BCOP, LOC119078134|XP_037041505.1|BCOP, LOC119082199|XP_037047528.1|BCOP	LOC119647472|XP_037904337.1|HILL
OG0002421	LOC119079652|XP_037043628.1|BCOP, LOC119076131|XP_037038698.1|BCOP, LOC119079578|XP_037043500.1|BCOP	LOC119647190|XP_037903929.1|HILL
OG0002422	LOC119078114|XP_037041461.1|BCOP, LOC119080523|XP_037044828.1|BCOP	LOC119659721|XP_037923904.1|HILL
OG0002423	LOC119074331|XP_037036310.1|BCOP	LOC119649055|XP_037906961.1|HILL, LOC119647733|XP_037904768.1|HILL
OG0002424	LOC119076864|XP_037039764.1|BCOP	LOC119652081|XP_037911950.1|HILL
OG0002425	LOC119067380|XP_037026195.1|BCOP	LOC119657196|XP_037919928.1|HILL
OG0002426	LOC119083250|XP_037048809.1|BCOP	LOC119653442|XP_037913957.1|HILL
OG0002427	LOC119078692|XP_037042251.1|BCOP	LOC119660873|XP_037925712.1|HILL
OG0002428	LOC119067826|XP_037026893.1|BCOP	LOC119654226|XP_037915372.1|HILL
OG0002429	LOC119082512|XP_037047919.1|BCOP	LOC119649762|XP_037907984.1|HILL
OG0002430	LOC119078236|XP_037041589.1|BCOP	LOC119655477|XP_037917306.1|HILL
OG0002431	LOC119071319|XP_037032097.1|BCOP	LOC119654180|XP_037915295.1|HILL
OG0002432	LOC119074344|XP_037036332.1|BCOP	LOC119655856|XP_037917903.1|HILL
OG0002433	LOC119077797|XP_037041003.1|BCOP	LOC119660906|XP_037925781.1|HILL
OG0002434	LOC119084220|XP_037050014.1|BCOP	LOC119660559|XP_037925127.1|HILL, LOC119660560|XP_037925128.1|HILL
OG0002435	LOC119074861|XP_037037069.1|BCOP	LOC119655511|XP_037917345.1|HILL
OG0002436	LOC119071260|XP_037032010.1|BCOP	LOC119654974|XP_037916562.1|HILL
OG0002437	LOC119085315|XP_037051589.1|BCOP	LOC119656106|XP_037918349.1|HILL
OG0002438	LOC119071047|XP_037031544.1|BCOP	LOC119654228|XP_037915376.1|HILL
OG0002439	LOC119070966|XP_037031432.1|BCOP	LOC119652633|XP_037912809.1|HILL
OG0002440	LOC119085381|XP_037051662.1|BCOP, LOC119067279|XP_037026051.1|BCOP	LOC119650031|XP_037908440.1|HILL
OG0002441	LOC119071391|XP_037032162.1|BCOP	LOC119654363|XP_037915637.1|HILL
OG0002442	LOC119074198|XP_037036089.1|BCOP	LOC119654472|XP_037915818.1|HILL
OG0002443	LOC119072386|XP_037033484.1|BCOP, LOC119072392|XP_037033496.1|BCOP	LOC119655257|XP_037916981.1|HILL
OG0002444	LOC119084080|XP_037049810.1|BCOP	LOC119655585|XP_037917455.1|HILL
OG0002445	LOC119069836|XP_037029898.1|BCOP	LOC119654997|XP_037916592.1|HILL
OG0002447	LOC119071927|XP_037032945.1|BCOP	LOC119648048|XP_037905436.1|HILL
OG0002448	LOC119066229|XP_037024448.1|BCOP	LOC119655254|XP_037916980.1|HILL
OG0002449	LOC119071329|XP_037032108.1|BCOP	LOC119655516|XP_037917352.1|HILL
OG0002450	LOC119084537|XP_037050445.1|BCOP, LOC119084500|XP_037050417.1|BCOP	LOC119651379|XP_037910880.1|HILL
OG0002451	LOC119084029|XP_037049746.1|BCOP, LOC119077965|XP_037041240.1|BCOP	LOC119654699|XP_037916141.1|HILL
OG0002452	LOC119066537|XP_037024957.1|BCOP	LOC119656072|XP_037918280.1|HILL
OG0002453	LOC119072839|XP_037034047.1|BCOP	LOC119654909|XP_037916465.1|HILL
OG0002454	LOC119066170|XP_037024361.1|BCOP	LOC119648715|XP_037906451.1|HILL, LOC119646825|XP_037903372.1|HILL
OG0002455	LOC119072032|XP_037033048.1|BCOP	LOC119648741|XP_037906486.1|HILL
OG0002456	LOC119072082|XP_037033133.1|BCOP	LOC119655658|XP_037917570.1|HILL
OG0002457	LOC119085354|XP_037051625.1|BCOP	LOC119646410|XP_037902782.1|HILL
OG0002458	LOC119066843|XP_037025406.1|BCOP	LOC119647523|XP_037904421.1|HILL
OG0002459	LOC119077043|XP_037040065.1|BCOP	LOC119655273|XP_037917013.1|HILL
OG0002460	LOC119066116|XP_037024292.1|BCOP	LOC119654957|XP_037916543.1|HILL
OG0002461	LOC119082739|XP_037048214.1|BCOP	LOC119655739|XP_037917720.1|HILL
OG0002462	LOC119071060|XP_037031574.1|BCOP	LOC119653574|XP_037914235.1|HILL
OG0002463	LOC119078240|XP_037041597.1|BCOP	LOC119653475|XP_037914021.1|HILL
OG0002464	LOC119071679|XP_037032555.1|BCOP	LOC119654425|XP_037915744.1|HILL
OG0002465	LOC119082101|XP_037047366.1|BCOP	LOC119655627|XP_037917525.1|HILL
OG0002466	LOC119085098|XP_037051237.1|BCOP, LOC119083407|XP_037049021.1|BCOP	LOC119660981|XP_037925992.1|HILL
OG0002467	LOC119073227|XP_037034433.1|BCOP, LOC119081200|XP_037045812.1|BCOP	LOC119649915|XP_037908245.1|HILL
OG0002468	LOC119083241|XP_037048794.1|BCOP, LOC119083240|XP_037048791.1|BCOP, LOC119083221|XP_037048782.1|BCOP	LOC119647951|XP_037905266.1|HILL
OG0002469	LOC119067785|XP_037026821.1|BCOP	LOC119658964|XP_037922766.1|HILL
OG0002470	LOC119083279|XP_037048862.1|BCOP	LOC119655032|XP_037916637.1|HILL
OG0002471	LOC119086078|XP_037052549.1|BCOP	LOC119654376|XP_037915661.1|HILL, LOC119661413|XP_037926676.1|HILL
OG0002472	LOC119071492|XP_037032238.1|BCOP	LOC119654274|XP_037915474.1|HILL
OG0002473	LOC119072615|XP_037033765.1|BCOP	LOC119653549|XP_037914165.1|HILL
OG0002474	LOC119071844|XP_037032794.1|BCOP	LOC119649201|XP_037907174.1|HILL
OG0002475	LOC119071960|XP_037032986.1|BCOP	LOC119654429|XP_037915751.1|HILL
OG0002476	LOC119085339|XP_037051617.1|BCOP	LOC119656275|XP_037918628.1|HILL
OG0002477	LOC119072433|XP_037033542.1|BCOP	LOC119654629|XP_037916028.1|HILL
OG0002478	LOC119078989|XP_037042640.1|BCOP	LOC119653653|XP_037914401.1|HILL
OG0002479	LOC119066902|XP_037025487.1|BCOP	LOC119653693|XP_037914491.1|HILL
OG0002480	LOC119071163|XP_037031815.1|BCOP	LOC119656249|XP_037918591.1|HILL
OG0002481	LOC119067505|XP_037026410.1|BCOP, LOC119078450|XP_037041875.1|BCOP	LOC119654359|XP_037915631.1|HILL
OG0002482	LOC119071591|XP_037032433.1|BCOP, LOC119068653|XP_037028226.1|BCOP	LOC119654812|XP_037916296.1|HILL
OG0002483	LOC119076934|XP_037039866.1|BCOP	LOC119654265|XP_037915460.1|HILL
OG0002484	LOC119075973|XP_037038455.1|BCOP, LOC119067411|XP_037026253.1|BCOP	LOC119656027|XP_037918219.1|HILL
OG0002485	LOC119070974|XP_037031447.1|BCOP	LOC119655679|XP_037917607.1|HILL
OG0002486	LOC119085992|XP_037052458.1|BCOP	LOC119648139|XP_037905613.1|HILL
OG0002487	LOC119072776|XP_037033960.1|BCOP	LOC119653874|XP_037914910.1|HILL
OG0002488	LOC119080997|XP_037045556.1|BCOP	LOC119660954|XP_037925920.1|HILL
OG0002489	LOC119076718|XP_037039536.1|BCOP	LOC119660887|XP_037925736.1|HILL
OG0002490	LOC119071118|XP_037031662.1|BCOP, LOC119080097|XP_037044221.1|BCOP	LOC119654280|XP_037915491.1|HILL
OG0002491	LOC119071526|XP_037032302.1|BCOP	LOC119647915|XP_037905165.1|HILL
OG0002492	LOC119071175|XP_037031838.1|BCOP	LOC119654307|XP_037915554.1|HILL
OG0002493	LOC119071162|XP_037031814.1|BCOP	LOC119655465|XP_037917293.1|HILL
OG0002494	LOC119084257|XP_037050057.1|BCOP	LOC119659460|XP_037923474.1|HILL, LOC119660367|XP_037924804.1|HILL
OG0002495	LOC119083517|XP_037049129.1|BCOP	LOC119654722|XP_037916172.1|HILL
OG0002497	LOC119080635|XP_037044944.1|BCOP	LOC119655269|XP_037917012.1|HILL, LOC119658933|XP_037922695.1|HILL
OG0002497	LOC119080978|XP_037045518.1|BCOP	LOC119649531|XP_037907646.1|HILL, LOC119650156|XP_037908629.1|HILL
OG0002499	LOC119075573|XP_037037935.1|BCOP	LOC119648384|XP_037906048.1|HILL, LOC119649210|XP_037907195.1|HILL, LOC119648699|XP_037906435.1|HILL, LOC119649326|XP_037907355.1|HILL, LOC119649447|XP_037907526.1|HILL, LOC119648383|XP_037906047.1|HILL, LOC119660531|XP_037925089.1|HILL
OG0002500	LOC119083584|XP_037049227.1|BCOP	LOC119649957|XP_037908322.1|HILL
OG0002508	LOC119069496|XP_037029462.1|BCOP	LOC119656934|XP_037919560.1|HILL
OG0002509	LOC119067530|XP_037026479.1|BCOP	LOC119658018|XP_037921175.1|HILL
OG0002510	LOC119083413|XP_037049026.1|BCOP, LOC119067720|XP_037026732.1|BCOP	LOC119657160|XP_037919869.1|HILL
OG0002511	LOC119068188|XP_037027577.1|BCOP	LOC119658508|XP_037921904.1|HILL
OG0002512	LOC119080990|XP_037045531.1|BCOP	LOC119660968|XP_037925953.1|HILL
OG0002513	LOC119085629|XP_037051960.1|BCOP	LOC119651669|XP_037911287.1|HILL
OG0002514	LOC119068027|XP_037027285.1|BCOP	LOC119657600|XP_037920516.1|HILL
OG0002515	LOC119080751|XP_037045200.1|BCOP, LOC119080750|XP_037045199.1|BCOP, LOC119077401|XP_037040503.1|BCOP, LOC119073280|XP_037034559.1|BCOP, LOC119078917|XP_037042547.1|BCOP, LOC119072597|XP_037033747.1|BCOP, LOC119085847|XP_037052252.1|BCOP	LOC119646492|XP_037902878.1|HILL, LOC119646493|XP_037902879.1|HILL, LOC119646650|XP_037903095.1|HILL
OG0002516	LOC119082549|XP_037047964.1|BCOP	LOC119652843|XP_037913108.1|HILL
OG0002517	LOC119068638|XP_037028203.1|BCOP	LOC119656542|XP_037918823.1|HILL
OG0002519	LOC119082002|XP_037047215.1|BCOP	LOC119657706|XP_037920676.1|HILL
OG0002520	LOC119067422|XP_037026288.1|BCOP	LOC119657408|XP_037920229.1|HILL
OG0002521	LOC119067294|XP_037026080.1|BCOP	LOC119658239|XP_037921445.1|HILL
OG0002522	LOC119070134|XP_037030353.1|BCOP	LOC119651837|XP_037911562.1|HILL
OG0002523	LOC119068173|XP_037027556.1|BCOP	LOC119646547|XP_037902949.1|HILL
OG0002524	LOC119084814|XP_037050786.1|BCOP	LOC119656897|XP_037919505.1|HILL
OG0002525	LOC119068315|XP_037027762.1|BCOP	LOC119659945|XP_037924218.1|HILL
OG0002526	LOC119070595|XP_037030910.1|BCOP	LOC119652519|XP_037912642.1|HILL
OG0002528	LOC119068748|XP_037028349.1|BCOP	LOC119656514|XP_037918783.1|HILL
