Orthogroup	BCOP.longest_only	DSUB.longest_only
OG0002264	LOC119081148|XP_037045791.1|BCOP	LOC117890043|XP_034650552.1|DSUB
OG0002265	LOC119076153|XP_037038732.1|BCOP	LOC117894424|XP_034657358.1|DSUB
OG0002266	LOC119073649|XP_037035142.1|BCOP	LOC117894728|XP_034657812.1|DSUB
OG0002267	LOC119083362|XP_037048971.1|BCOP, LOC119075050|XP_037037340.1|BCOP	LOC117895569|XP_034659179.1|DSUB
OG0002268	LOC119080619|XP_037044918.1|BCOP, LOC119066077|XP_037024241.1|BCOP	LOC117893648|XP_034656228.1|DSUB
OG0002269	LOC119081728|XP_037046784.1|BCOP	LOC117890348|XP_034651030.1|DSUB
OG0002270	LOC119074506|XP_037036558.1|BCOP	LOC117889715|XP_034650027.1|DSUB
OG0002271	LOC119080669|XP_037044995.1|BCOP	LOC117895236|XP_034658636.1|DSUB
OG0002272	LOC119075051|XP_037037341.1|BCOP, LOC119083363|XP_037048973.1|BCOP	LOC117893931|XP_034656605.1|DSUB
OG0002273	LOC119069867|XP_037029932.1|BCOP, LOC119079355|XP_037043083.1|BCOP	LOC117895650|XP_034659327.1|DSUB
OG0002274	LOC119073513|XP_037034927.1|BCOP	LOC117894419|XP_034657321.1|DSUB
OG0002275	LOC119084843|XP_037050844.1|BCOP	LOC117893881|XP_034656543.1|DSUB
OG0002276	LOC119079718|XP_037043674.1|BCOP	LOC117895690|XP_034659415.1|DSUB
OG0002277	LOC119073271|XP_037034548.1|BCOP	LOC117895698|XP_034659436.1|DSUB
OG0002279	LOC119076586|XP_037039320.1|BCOP	LOC117895512|XP_034659101.1|DSUB
OG0002280	LOC119070015|XP_037030188.1|BCOP, LOC119070968|XP_037031440.1|BCOP, LOC119080389|XP_037044595.1|BCOP, LOC119069110|XP_037028897.1|BCOP	LOC117893759|XP_034656386.1|DSUB
OG0002281	LOC119077996|XP_037041271.1|BCOP	LOC117892994|XP_034655239.1|DSUB
OG0002282	LOC119085901|XP_037052340.1|BCOP, LOC119077824|XP_037041030.1|BCOP, LOC119073806|XP_037035464.1|BCOP	LOC117893041|XP_034655307.1|DSUB
OG0002284	LOC119081350|XP_037046090.1|BCOP	LOC117892609|XP_034654851.1|DSUB
OG0002285	LOC119072366|XP_037033455.1|BCOP, LOC119077792|XP_037040999.1|BCOP	LOC117903565|XP_034671663.1|DSUB
OG0002286	LOC119079844|XP_037043804.1|BCOP	LOC117890089|XP_034650639.1|DSUB
OG0002287	LOC119074511|XP_037036568.1|BCOP	LOC117889716|XP_034650028.1|DSUB
OG0002288	LOC119080406|XP_037044632.1|BCOP	LOC117895235|XP_034658632.1|DSUB
OG0002289	LOC119073547|XP_037034995.1|BCOP, LOC119073548|XP_037034996.1|BCOP	LOC117895406|XP_034658930.1|DSUB
OG0002290	LOC119076753|XP_037039597.1|BCOP, LOC119069972|XP_037030110.1|BCOP	LOC117901728|XP_034668501.1|DSUB
OG0002291	LOC119079329|XP_037043021.1|BCOP	LOC117890063|XP_034650592.1|DSUB
OG0002292	LOC119079063|XP_037042770.1|BCOP	LOC117891417|XP_034652774.1|DSUB
OG0002293	LOC119073985|XP_037035791.1|BCOP	LOC117891321|XP_034652627.1|DSUB
OG0002294	LOC119079625|XP_037043517.1|BCOP, LOC119079626|XP_037043519.1|BCOP	LOC117899211|XP_034664974.1|DSUB
OG0002295	LOC119066270|XP_037024521.1|BCOP	LOC117902460|XP_034669753.1|DSUB
OG0002296	LOC119072829|XP_037034024.1|BCOP	LOC117902194|XP_034669282.1|DSUB
OG0002297	LOC119080976|XP_037045515.1|BCOP	LOC117896520|XP_034660779.1|DSUB
OG0002298	LOC119073204|XP_037034409.1|BCOP, LOC119081199|XP_037045810.1|BCOP	LOC117892163|XP_034654119.1|DSUB, LOC117898087|XP_034663158.1|DSUB
OG0002299	LOC119081201|XP_037045816.1|BCOP, LOC119073225|XP_037034432.1|BCOP	LOC117889581|XP_034649878.1|DSUB
OG0002300	LOC119071456|XP_037032203.1|BCOP	LOC117901924|XP_034668784.1|DSUB
OG0002301	LOC119082756|XP_037048233.1|BCOP	LOC117900884|XP_034667302.1|DSUB
OG0002302	LOC119070830|XP_037031227.1|BCOP	LOC117900340|XP_034666569.1|DSUB
OG0002303	LOC119077038|XP_037040057.1|BCOP	LOC117903568|XP_034671666.1|DSUB
OG0002304	LOC119081963|XP_037047162.1|BCOP	LOC117900833|XP_034667233.1|DSUB
OG0002305	LOC119085146|XP_037051319.1|BCOP	LOC117894243|XP_034657073.1|DSUB
OG0002306	LOC119070890|XP_037031307.1|BCOP	LOC117900292|XP_034666495.1|DSUB
OG0002307	LOC119066739|XP_037025256.1|BCOP	LOC117901165|XP_034667707.1|DSUB
OG0002308	LOC119072832|XP_037034035.1|BCOP	LOC117902195|XP_034669287.1|DSUB
OG0002309	LOC119069832|XP_037029895.1|BCOP	LOC117901784|XP_034668584.1|DSUB
OG0002310	LOC119085817|XP_037052203.1|BCOP	LOC117900096|XP_034666207.1|DSUB
OG0002311	LOC119082307|XP_037047697.1|BCOP	LOC117900258|XP_034666448.1|DSUB
OG0002312	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP	LOC117901114|XP_034667639.1|DSUB, LOC117901228|XP_034667791.1|DSUB
OG0002313	LOC119085561|XP_037051885.1|BCOP	LOC117892228|XP_034654222.1|DSUB
OG0002314	LOC119073895|XP_037035679.1|BCOP	LOC117891468|XP_034652842.1|DSUB
OG0002315	LOC119066318|XP_037024602.1|BCOP	LOC117890510|XP_034651302.1|DSUB
OG0002316	LOC119072614|XP_037033763.1|BCOP	LOC117901807|XP_034668612.1|DSUB
OG0002317	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP	LOC117893208|XP_034655625.1|DSUB
OG0002318	LOC119082095|XP_037047357.1|BCOP	LOC117900172|XP_034666308.1|DSUB
OG0002319	LOC119072731|XP_037033902.1|BCOP	LOC117901512|XP_034668174.1|DSUB
OG0002320	LOC119079431|XP_037043237.1|BCOP	LOC117889950|XP_034650396.1|DSUB
OG0002321	LOC119066374|XP_037024694.1|BCOP	LOC117892515|XP_034654691.1|DSUB
OG0002322	LOC119082065|XP_037047298.1|BCOP	LOC117902025|XP_034668975.1|DSUB
OG0002323	LOC119084003|XP_037049710.1|BCOP	LOC117902005|XP_034668943.1|DSUB
OG0002324	LOC119073596|XP_037035065.1|BCOP	LOC117893834|XP_034656488.1|DSUB
OG0002325	LOC119066721|XP_037025230.1|BCOP, LOC119073537|XP_037034975.1|BCOP, LOC119073517|XP_037034939.1|BCOP	LOC117894364|XP_034657250.1|DSUB
OG0002326	LOC119076472|XP_037039144.1|BCOP, LOC119072872|XP_037034074.1|BCOP, LOC119073530|XP_037034964.1|BCOP	LOC117894366|XP_034657257.1|DSUB
OG0002327	LOC119073735|XP_037035282.1|BCOP	LOC117899599|XP_034665606.1|DSUB
OG0002328	LOC119082380|XP_037047798.1|BCOP	LOC117901262|XP_034667846.1|DSUB
OG0002329	LOC119070923|XP_037031360.1|BCOP	LOC117902742|XP_034670211.1|DSUB
OG0002330	LOC119077117|XP_037040181.1|BCOP	LOC117901365|XP_034667965.1|DSUB
OG0002331	LOC119076302|XP_037038862.1|BCOP	LOC117903457|XP_034671385.1|DSUB
OG0002332	LOC119085089|XP_037051225.1|BCOP	LOC117893236|XP_034655684.1|DSUB
OG0002333	LOC119079279|XP_037042960.1|BCOP, LOC119079284|XP_037042968.1|BCOP	LOC117891968|XP_034653733.1|DSUB
OG0002334	LOC119084807|XP_037050773.1|BCOP, LOC119080246|XP_037044389.1|BCOP	LOC117901408|XP_034668032.1|DSUB
OG0002335	LOC119084622|XP_037050583.1|BCOP	LOC117892240|XP_034654239.1|DSUB
OG0002336	LOC119071160|XP_037031810.1|BCOP	LOC117894044|XP_034656784.1|DSUB
OG0002337	LOC119081396|XP_037046177.1|BCOP	LOC117890915|XP_034651922.1|DSUB
OG0002338	LOC119082046|XP_037047267.1|BCOP	LOC117900477|XP_034666752.1|DSUB
OG0002339	LOC119076373|XP_037038978.1|BCOP	LOC117900571|XP_034666869.1|DSUB
OG0002340	LOC119076367|XP_037038968.1|BCOP	LOC117902643|XP_034670058.1|DSUB, LOC117902642|XP_034670057.1|DSUB
OG0002341	LOC119068618|XP_037028179.1|BCOP, LOC119073643|XP_037035136.1|BCOP, LOC119072585|XP_037033733.1|BCOP	LOC117891193|XP_034652420.1|DSUB
OG0002342	LOC119085397|XP_037051694.1|BCOP	LOC117900546|XP_034666837.1|DSUB
OG0002343	LOC119077071|XP_037040108.1|BCOP	LOC117902211|XP_034669321.1|DSUB
OG0002344	LOC119082390|XP_037047814.1|BCOP	LOC117902282|XP_034669445.1|DSUB
OG0002345	LOC119074085|XP_037035935.1|BCOP	LOC117890004|XP_034650485.1|DSUB
OG0002346	LOC119084611|XP_037050572.1|BCOP, LOC119072567|XP_037033702.1|BCOP	LOC117902596|XP_034669994.1|DSUB
OG0002347	LOC119081380|XP_037046159.1|BCOP	LOC117890528|XP_034651337.1|DSUB
OG0002348	LOC119066932|XP_037025540.1|BCOP	LOC117902787|XP_034670284.1|DSUB
OG0002349	LOC119073881|XP_037035656.1|BCOP	LOC117890620|XP_034651453.1|DSUB
OG0002350	LOC119081404|XP_037046193.1|BCOP	LOC117890003|XP_034650483.1|DSUB
OG0002351	LOC119081501|XP_037046402.1|BCOP	LOC117891136|XP_034652235.1|DSUB
OG0002352	LOC119081468|XP_037046352.1|BCOP	LOC117891236|XP_034652473.1|DSUB
OG0002353	LOC119082403|XP_037047829.1|BCOP	LOC117902752|XP_034670232.1|DSUB
OG0002354	LOC119085918|XP_037052367.1|BCOP	LOC117902124|XP_034669141.1|DSUB
OG0002355	LOC119082262|XP_037047617.1|BCOP	LOC117902184|XP_034669248.1|DSUB
OG0002356	LOC119083269|XP_037048850.1|BCOP	LOC117902405|XP_034669636.1|DSUB
OG0002357	LOC119079343|XP_037043066.1|BCOP, LOC119080488|XP_037044780.1|BCOP	LOC117896616|XP_034660941.1|DSUB
OG0002358	LOC119066242|XP_037024457.1|BCOP	LOC117902377|XP_034669588.1|DSUB
OG0002359	LOC119077069|XP_037040106.1|BCOP	LOC117890693|XP_034651582.1|DSUB
OG0002360	LOC119071573|XP_037032407.1|BCOP	LOC117902725|XP_034670184.1|DSUB
OG0002361	LOC119077610|XP_037040726.1|BCOP	LOC117894116|XP_034656886.1|DSUB
OG0002362	LOC119076930|XP_037039853.1|BCOP	LOC117900328|XP_034666551.1|DSUB
OG0002363	LOC119076926|XP_037039846.1|BCOP	LOC117901692|XP_034668444.1|DSUB
OG0002364	LOC119076922|XP_037039831.1|BCOP	LOC117901690|XP_034668425.1|DSUB
OG0002365	LOC119075602|XP_037037966.1|BCOP	LOC117901694|XP_034668446.1|DSUB
OG0002366	LOC119072718|XP_037033884.1|BCOP	LOC117902078|XP_034669060.1|DSUB
OG0002367	LOC119068278|XP_037027704.1|BCOP, LOC119084601|XP_037050551.1|BCOP	LOC117901639|XP_034668360.1|DSUB
OG0002368	LOC119077129|XP_037040198.1|BCOP	LOC117901734|XP_034668508.1|DSUB
OG0002369	LOC119077133|XP_037040207.1|BCOP	LOC117890708|XP_034651640.1|DSUB
OG0002370	LOC119075583|XP_037037946.1|BCOP	LOC117900300|XP_034666504.1|DSUB
OG0002371	LOC119076257|XP_037038820.1|BCOP	LOC117900127|XP_034666243.1|DSUB
OG0002372	LOC119078905|XP_037042529.1|BCOP	LOC117899952|XP_034665997.1|DSUB
OG0002373	LOC119076965|XP_037039952.1|BCOP	LOC117900161|XP_034666294.1|DSUB
OG0002374	LOC119069869|XP_037029935.1|BCOP	LOC117896015|XP_034659911.1|DSUB
OG0002375	LOC119081144|XP_037045783.1|BCOP	LOC117899753|XP_034665895.1|DSUB
OG0002376	LOC119081928|XP_037047078.1|BCOP	LOC117899969|XP_034666018.1|DSUB
OG0002377	LOC119065987|XP_037024088.1|BCOP, LOC119077235|XP_037040319.1|BCOP	LOC117897920|XP_034662895.1|DSUB
OG0002378	LOC119084173|XP_037049927.1|BCOP	LOC117895765|XP_034659530.1|DSUB
OG0002379	LOC119078936|XP_037042577.1|BCOP	LOC117901392|XP_034668017.1|DSUB
OG0002380	LOC119082244|XP_037047603.1|BCOP	LOC117903253|XP_034671050.1|DSUB
OG0002381	LOC119066384|XP_037024711.1|BCOP	LOC117890783|XP_034651745.1|DSUB
OG0002382	LOC119071174|XP_037031832.1|BCOP	LOC117903492|XP_034671449.1|DSUB
OG0002383	LOC119071194|XP_037031870.1|BCOP	LOC117893561|XP_034656113.1|DSUB
OG0002384	LOC119069011|XP_037028783.1|BCOP, LOC119074536|XP_037036598.1|BCOP	LOC117897529|XP_034662343.1|DSUB
OG0002386	LOC119084151|XP_037049893.1|BCOP	LOC117898516|XP_034663874.1|DSUB
OG0002387	LOC119084427|XP_037050299.1|BCOP	LOC117896396|XP_034660594.1|DSUB
OG0002388	LOC119066565|XP_037025007.1|BCOP, LOC119080347|XP_037044540.1|BCOP, LOC119078065|XP_037041397.1|BCOP	LOC117896517|XP_034660776.1|DSUB
OG0002389	LOC119076759|XP_037039611.1|BCOP	LOC117896706|XP_034661054.1|DSUB
OG0002390	LOC119073788|XP_037035407.1|BCOP	LOC117900442|XP_034666703.1|DSUB
OG0002391	LOC119085224|XP_037051432.1|BCOP	LOC117892417|XP_034654541.1|DSUB
OG0002392	LOC119072765|XP_037033958.1|BCOP, LOC119075003|XP_037037300.1|BCOP	LOC117892954|XP_034655176.1|DSUB
OG0002393	LOC119074933|XP_037037218.1|BCOP	LOC117893322|XP_034655801.1|DSUB
OG0002394	LOC119068580|XP_037028158.1|BCOP	LOC117897735|XP_034662660.1|DSUB
OG0002395	LOC119078061|XP_037041390.1|BCOP	LOC117897596|XP_034662443.1|DSUB
OG0002396	LOC119080349|XP_037044542.1|BCOP	LOC117890207|XP_034650829.1|DSUB, LOC117890206|XP_034650826.1|DSUB
OG0002397	LOC119076486|XP_037039166.1|BCOP	LOC117891138|XP_034652238.1|DSUB
OG0002398	LOC119082077|XP_037047312.1|BCOP, LOC119073932|XP_037035696.1|BCOP, LOC119072043|XP_037033057.1|BCOP, LOC119072044|XP_037033063.1|BCOP	LOC117890789|XP_034651758.1|DSUB
OG0002399	LOC119071691|XP_037032574.1|BCOP	LOC117890388|XP_034651082.1|DSUB
OG0002400	LOC119071702|XP_037032585.1|BCOP	LOC117891163|XP_034652370.1|DSUB
OG0002401	LOC119079502|XP_037043345.1|BCOP	LOC117902932|XP_034670425.1|DSUB
OG0002402	LOC119076888|XP_037039787.1|BCOP	LOC117899795|XP_034665966.1|DSUB
OG0002403	LOC119074386|XP_037036399.1|BCOP, LOC119076884|XP_037039783.1|BCOP	LOC117899797|XP_034665970.1|DSUB
OG0002404	LOC119084374|XP_037050221.1|BCOP	LOC117899458|XP_034665360.1|DSUB
OG0002405	LOC119071729|XP_037032653.1|BCOP	LOC117897775|XP_034662711.1|DSUB
OG0002406	LOC119074007|XP_037035839.1|BCOP	LOC117894015|XP_034656738.1|DSUB
OG0002407	LOC119084019|XP_037049728.1|BCOP	LOC117896393|XP_034660589.1|DSUB
OG0002408	LOC119068865|XP_037028601.1|BCOP	LOC117897913|XP_034662885.1|DSUB
OG0002410	LOC119074783|XP_037036952.1|BCOP	LOC117896626|XP_034660954.1|DSUB
OG0002411	LOC119068782|XP_037028437.1|BCOP	LOC117898911|XP_034664491.1|DSUB
OG0002412	LOC119068166|XP_037027543.1|BCOP	LOC117899682|XP_034665763.1|DSUB
OG0002413	LOC119085333|XP_037051612.1|BCOP	LOC117902527|XP_034669848.1|DSUB
OG0002414	LOC119083075|XP_037048592.1|BCOP	LOC117894696|XP_034657768.1|DSUB
OG0002415	LOC119076085|XP_037038633.1|BCOP, LOC119076088|XP_037038636.1|BCOP	LOC117896581|XP_034660877.1|DSUB
OG0002416	LOC119076143|XP_037038713.1|BCOP, LOC119078096|XP_037041460.1|BCOP	LOC117902995|XP_034670606.1|DSUB
OG0002417	LOC119070846|XP_037031251.1|BCOP	LOC117901494|XP_034668153.1|DSUB
OG0002418	LOC119066192|XP_037024404.1|BCOP	LOC117896067|XP_034659979.1|DSUB
OG0002419	LOC119077851|XP_037041073.1|BCOP	LOC117896615|XP_034660943.1|DSUB
OG0002420	LOC119079301|XP_037042983.1|BCOP, LOC119078134|XP_037041505.1|BCOP, LOC119082199|XP_037047528.1|BCOP	LOC117893044|XP_034655311.1|DSUB
OG0002421	LOC119079652|XP_037043628.1|BCOP, LOC119076131|XP_037038698.1|BCOP, LOC119079578|XP_037043500.1|BCOP	LOC117898824|XP_034664382.1|DSUB
OG0002422	LOC119078114|XP_037041461.1|BCOP, LOC119080523|XP_037044828.1|BCOP	LOC117896256|XP_034660338.1|DSUB
OG0002423	LOC119074331|XP_037036310.1|BCOP	LOC117893235|XP_034655683.1|DSUB
OG0002424	LOC119076864|XP_037039764.1|BCOP	LOC117902923|XP_034670395.1|DSUB
OG0002425	LOC119067380|XP_037026195.1|BCOP	LOC117903713|XP_034671951.1|DSUB
OG0002426	LOC119083250|XP_037048809.1|BCOP	LOC117894185|XP_034656989.1|DSUB
OG0002427	LOC119078692|XP_037042251.1|BCOP	LOC117902924|XP_034670396.1|DSUB
OG0002428	LOC119067826|XP_037026893.1|BCOP	LOC117892487|XP_034654644.1|DSUB
OG0002429	LOC119082512|XP_037047919.1|BCOP	LOC117893140|XP_034655486.1|DSUB
OG0002430	LOC119078236|XP_037041589.1|BCOP	LOC117891921|XP_034653634.1|DSUB
OG0002431	LOC119071319|XP_037032097.1|BCOP	LOC117890913|XP_034651919.1|DSUB
OG0002432	LOC119074344|XP_037036332.1|BCOP	LOC117889837|XP_034650220.1|DSUB
OG0002433	LOC119077797|XP_037041003.1|BCOP	LOC117898796|XP_034664327.1|DSUB
OG0002434	LOC119084220|XP_037050014.1|BCOP	LOC117899623|XP_034665668.1|DSUB
OG0002436	LOC119071260|XP_037032010.1|BCOP	LOC117890130|XP_034650708.1|DSUB
OG0002437	LOC119085315|XP_037051589.1|BCOP	LOC117892477|XP_034654620.1|DSUB
OG0002438	LOC119071047|XP_037031544.1|BCOP	LOC117903048|XP_034670678.1|DSUB
OG0002439	LOC119070966|XP_037031432.1|BCOP	LOC117901711|XP_034668475.1|DSUB
OG0002440	LOC119085381|XP_037051662.1|BCOP, LOC119067279|XP_037026051.1|BCOP	LOC117892898|XP_034655088.1|DSUB
OG0002441	LOC119071391|XP_037032162.1|BCOP	LOC117890354|XP_034651037.1|DSUB
OG0002442	LOC119074198|XP_037036089.1|BCOP	LOC117891873|XP_034653530.1|DSUB
OG0002443	LOC119072386|XP_037033484.1|BCOP, LOC119072392|XP_037033496.1|BCOP	LOC117890121|XP_034650690.1|DSUB
OG0002444	LOC119084080|XP_037049810.1|BCOP	LOC117890010|XP_034650500.1|DSUB
OG0002445	LOC119069836|XP_037029898.1|BCOP	LOC117891514|XP_034652900.1|DSUB, LOC117899527|XP_034665483.1|DSUB
OG0002447	LOC119071927|XP_037032945.1|BCOP	LOC117893307|XP_034655780.1|DSUB
OG0002448	LOC119066229|XP_037024448.1|BCOP	LOC117890146|XP_034650726.1|DSUB
OG0002449	LOC119071329|XP_037032108.1|BCOP	LOC117889958|XP_034650407.1|DSUB
OG0002450	LOC119084537|XP_037050445.1|BCOP, LOC119084500|XP_037050417.1|BCOP	LOC117898709|XP_034664216.1|DSUB, LOC117899290|XP_034665093.1|DSUB, LOC117898711|XP_034664219.1|DSUB, LOC117897770|XP_034662707.1|DSUB
OG0002451	LOC119084029|XP_037049746.1|BCOP, LOC119077965|XP_037041240.1|BCOP	LOC117892291|XP_034654324.1|DSUB
OG0002452	LOC119066537|XP_037024957.1|BCOP	LOC117889877|XP_034650276.1|DSUB
OG0002453	LOC119072839|XP_037034047.1|BCOP	LOC117891554|XP_034652966.1|DSUB
OG0002454	LOC119066170|XP_037024361.1|BCOP	LOC117895362|XP_034658836.1|DSUB
OG0002455	LOC119072032|XP_037033048.1|BCOP	LOC117895357|XP_034658832.1|DSUB
OG0002456	LOC119072082|XP_037033133.1|BCOP	LOC117890651|XP_034651496.1|DSUB
OG0002457	LOC119085354|XP_037051625.1|BCOP	LOC117889872|XP_034650271.1|DSUB
OG0002458	LOC119066843|XP_037025406.1|BCOP	LOC117901482|XP_034668142.1|DSUB
OG0002459	LOC119077043|XP_037040065.1|BCOP	LOC117890822|XP_034651785.1|DSUB
OG0002460	LOC119066116|XP_037024292.1|BCOP	LOC117890219|XP_034650848.1|DSUB
OG0002461	LOC119082739|XP_037048214.1|BCOP	LOC117892434|XP_034654564.1|DSUB
OG0002462	LOC119071060|XP_037031574.1|BCOP	LOC117892153|XP_034654092.1|DSUB
OG0002463	LOC119078240|XP_037041597.1|BCOP	LOC117889838|XP_034650218.1|DSUB
OG0002464	LOC119071679|XP_037032555.1|BCOP	LOC117891876|XP_034653532.1|DSUB
OG0002465	LOC119082101|XP_037047366.1|BCOP	LOC117890474|XP_034651228.1|DSUB
OG0002466	LOC119085098|XP_037051237.1|BCOP, LOC119083407|XP_037049021.1|BCOP	LOC117902931|XP_034670419.1|DSUB
OG0002467	LOC119073227|XP_037034433.1|BCOP, LOC119081200|XP_037045812.1|BCOP	LOC117893517|XP_034656047.1|DSUB
OG0002468	LOC119083241|XP_037048794.1|BCOP, LOC119083240|XP_037048791.1|BCOP, LOC119083221|XP_037048782.1|BCOP	LOC117894308|XP_034657166.1|DSUB
OG0002469	LOC119067785|XP_037026821.1|BCOP	LOC117896058|XP_034659962.1|DSUB
OG0002470	LOC119083279|XP_037048862.1|BCOP	LOC117892298|XP_034654331.1|DSUB
OG0002471	LOC119086078|XP_037052549.1|BCOP	LOC117891936|XP_034653669.1|DSUB
OG0002472	LOC119071492|XP_037032238.1|BCOP	LOC117890429|XP_034651140.1|DSUB
OG0002473	LOC119072615|XP_037033765.1|BCOP	LOC117892197|XP_034654180.1|DSUB
OG0002474	LOC119071844|XP_037032794.1|BCOP	LOC117893743|XP_034656363.1|DSUB
OG0002475	LOC119071960|XP_037032986.1|BCOP	LOC117897280|XP_034661902.1|DSUB
OG0002476	LOC119085339|XP_037051617.1|BCOP	LOC117889941|XP_034650368.1|DSUB
OG0002477	LOC119072433|XP_037033542.1|BCOP	LOC117890649|XP_034651492.1|DSUB
OG0002478	LOC119078989|XP_037042640.1|BCOP	LOC117890615|XP_034651447.1|DSUB
OG0002479	LOC119066902|XP_037025487.1|BCOP	LOC117891349|XP_034652670.1|DSUB
OG0002480	LOC119071163|XP_037031815.1|BCOP	LOC117890215|XP_034650839.1|DSUB
OG0002481	LOC119067505|XP_037026410.1|BCOP, LOC119078450|XP_037041875.1|BCOP	LOC117891963|XP_034653729.1|DSUB, LOC117897489|XP_034662271.1|DSUB
OG0002482	LOC119071591|XP_037032433.1|BCOP, LOC119068653|XP_037028226.1|BCOP	LOC117892482|XP_034654626.1|DSUB
OG0002483	LOC119076934|XP_037039866.1|BCOP	LOC117892621|XP_034654863.1|DSUB
OG0002484	LOC119075973|XP_037038455.1|BCOP, LOC119067411|XP_037026253.1|BCOP	LOC117891166|XP_034652380.1|DSUB
OG0002485	LOC119070974|XP_037031447.1|BCOP	LOC117890572|XP_034651397.1|DSUB
OG0002486	LOC119085992|XP_037052458.1|BCOP	LOC117894976|XP_034658206.1|DSUB
OG0002488	LOC119080997|XP_037045556.1|BCOP	LOC117890308|XP_034650978.1|DSUB
OG0002489	LOC119076718|XP_037039536.1|BCOP	LOC117895752|XP_034659513.1|DSUB
OG0002490	LOC119071118|XP_037031662.1|BCOP, LOC119080097|XP_037044221.1|BCOP	LOC117891295|XP_034652591.1|DSUB
OG0002491	LOC119071526|XP_037032302.1|BCOP	LOC117893366|XP_034655848.1|DSUB
OG0002492	LOC119071175|XP_037031838.1|BCOP	LOC117890506|XP_034651296.1|DSUB
OG0002493	LOC119071162|XP_037031814.1|BCOP	LOC117891286|XP_034652569.1|DSUB
OG0002494	LOC119084257|XP_037050057.1|BCOP	LOC117896409|XP_034660616.1|DSUB
OG0002495	LOC119083517|XP_037049129.1|BCOP	LOC117891516|XP_034652902.1|DSUB
OG0002497	LOC119073156|XP_037034353.1|BCOP, LOC119080635|XP_037044944.1|BCOP, LOC119085952|XP_037052398.1|BCOP, LOC119066403|XP_037024759.1|BCOP, LOC119082531|XP_037047938.1|BCOP, LOC119080978|XP_037045518.1|BCOP	LOC117894502|XP_034657503.1|DSUB
OG0002499	LOC119075573|XP_037037935.1|BCOP	LOC117892942|XP_034655156.1|DSUB
OG0002500	LOC119083584|XP_037049227.1|BCOP	LOC117899016|XP_034664666.1|DSUB
OG0002508	LOC119069496|XP_037029462.1|BCOP	LOC117903827|XP_034672169.1|DSUB
OG0002509	LOC119067530|XP_037026479.1|BCOP	LOC117892086|XP_034653968.1|DSUB
OG0002510	LOC119083413|XP_037049026.1|BCOP, LOC119067720|XP_037026732.1|BCOP	LOC117898191|XP_034663305.1|DSUB
OG0002511	LOC119068188|XP_037027577.1|BCOP	LOC117899685|XP_034665766.1|DSUB
OG0002512	LOC119080990|XP_037045531.1|BCOP	LOC117902985|XP_034670574.1|DSUB
OG0002513	LOC119085629|XP_037051960.1|BCOP	LOC117896960|XP_034661396.1|DSUB
OG0002514	LOC119068027|XP_037027285.1|BCOP	LOC117895628|XP_034659274.1|DSUB
OG0002516	LOC119082549|XP_037047964.1|BCOP	LOC117899252|XP_034665027.1|DSUB
OG0002517	LOC119068638|XP_037028203.1|BCOP	LOC117902988|XP_034670594.1|DSUB
OG0002518	LOC119069694|XP_037029718.1|BCOP	LOC117898978|XP_034664610.1|DSUB
OG0002519	LOC119082002|XP_037047215.1|BCOP	LOC117891654|XP_034653097.1|DSUB
OG0002520	LOC119067422|XP_037026288.1|BCOP	LOC117903680|XP_034671909.1|DSUB
OG0002522	LOC119070134|XP_037030353.1|BCOP	LOC117896621|XP_034660950.1|DSUB
OG0002523	LOC119068173|XP_037027556.1|BCOP	LOC117896812|XP_034661208.1|DSUB
OG0002524	LOC119084814|XP_037050786.1|BCOP	LOC117891203|XP_034652436.1|DSUB
OG0002525	LOC119068315|XP_037027762.1|BCOP	LOC117894223|XP_034657030.1|DSUB
OG0002527	LOC119070111|XP_037030319.1|BCOP	LOC117897253|XP_034661866.1|DSUB
OG0002528	LOC119068748|XP_037028349.1|BCOP	LOC117902322|XP_034669506.1|DSUB
OG0002529	LOC119067909|XP_037027097.1|BCOP	LOC117899127|XP_034664810.1|DSUB
OG0002530	LOC119076992|XP_037039995.1|BCOP, LOC119082545|XP_037047950.1|BCOP	LOC117900270|XP_034666472.1|DSUB
OG0002531	LOC119075664|XP_037038067.1|BCOP	LOC117901721|XP_034668490.1|DSUB
OG0002532	LOC119067488|XP_037026389.1|BCOP	LOC117897807|XP_034662747.1|DSUB
OG0002533	LOC119070601|XP_037030914.1|BCOP	LOC117900940|XP_034667401.1|DSUB
OG0002534	LOC119067662|XP_037026659.1|BCOP, LOC119068320|XP_037027771.1|BCOP	LOC117890724|XP_034651663.1|DSUB
OG0002535	LOC119072304|XP_037033385.1|BCOP	LOC117894708|XP_034657780.1|DSUB
OG0002536	LOC119080712|XP_037045073.1|BCOP	LOC117896936|XP_034661367.1|DSUB
OG0002537	LOC119074362|XP_037036360.1|BCOP	LOC117889835|XP_034650214.1|DSUB
OG0002539	LOC119082169|XP_037047479.1|BCOP, LOC119083386|XP_037048996.1|BCOP	LOC117892279|XP_034654290.1|DSUB
OG0002540	LOC119067310|XP_037026113.1|BCOP	LOC117898786|XP_034664314.1|DSUB
OG0002541	LOC119067209|XP_037025948.1|BCOP	LOC117899508|XP_034665454.1|DSUB
