Orthogroup	BCOP.longest_only	DALB.longest_only
OG0001447	LOC119067041|XP_037025676.1|BCOP	LOC117575421|XP_034115497.1|DALB
OG0001448	LOC119084574|XP_037050524.1|BCOP, LOC119068674|XP_037028251.1|BCOP	LOC117573496|XP_034112615.1|DALB
OG0001449	LOC119067787|XP_037026829.1|BCOP	LOC117571782|XP_034110030.1|DALB, LOC117571249|XP_034109193.1|DALB
OG0001450	LOC119068156|XP_037027525.1|BCOP	LOC117574433|XP_034114162.1|DALB, LOC117564631|XP_034099380.1|DALB
OG0001451	LOC119083373|XP_037048982.1|BCOP, LOC119083330|XP_037048911.1|BCOP	LOC117569725|XP_034106887.1|DALB
OG0001452	LOC119084935|XP_037050969.1|BCOP	LOC117566376|XP_034101763.1|DALB
OG0001453	LOC119080452|XP_037044714.1|BCOP, LOC119080451|XP_037044711.1|BCOP	LOC117570774|XP_034108502.1|DALB, LOC117568706|XP_034105411.1|DALB
OG0001454	LOC119068491|XP_037027998.1|BCOP, LOC119069190|XP_037029031.1|BCOP	LOC117574547|XP_034114309.1|DALB
OG0001455	LOC119077311|XP_037040372.1|BCOP	LOC117572363|XP_034111018.1|DALB
OG0001456	LOC119083642|XP_037049278.1|BCOP	LOC117569258|XP_034106224.1|DALB
OG0001457	LOC119081950|XP_037047134.1|BCOP, LOC119072427|XP_037033540.1|BCOP	LOC117567126|XP_034102824.1|DALB
OG0001458	LOC119079434|XP_037043242.1|BCOP	LOC117571454|XP_034109492.1|DALB
OG0001459	LOC119081762|XP_037046850.1|BCOP	LOC117571287|XP_034109245.1|DALB
OG0001460	LOC119079206|XP_037042887.1|BCOP, LOC119079363|XP_037043106.1|BCOP, LOC119079207|XP_037042889.1|BCOP	LOC117570283|XP_034107694.1|DALB
OG0001461	LOC119084438|XP_037050343.1|BCOP, LOC119085389|XP_037051678.1|BCOP	LOC117578320|XP_034119667.1|DALB, LOC117563537|XP_034097807.1|DALB
OG0001462	LOC119080004|XP_037044071.1|BCOP	LOC117567719|XP_034103769.1|DALB
OG0001463	LOC119081083|XP_037045720.1|BCOP, LOC119082702|XP_037048175.1|BCOP, LOC119074416|XP_037036440.1|BCOP	LOC117575123|XP_034115113.1|DALB
OG0001464	LOC119073222|XP_037034428.1|BCOP, LOC119085508|XP_037051817.1|BCOP, LOC119085075|XP_037051210.1|BCOP, LOC119085507|XP_037051816.1|BCOP, LOC119085501|XP_037051812.1|BCOP, LOC119082133|XP_037047406.1|BCOP, LOC119085074|XP_037051207.1|BCOP, LOC119073018|XP_037034235.1|BCOP	LOC117573580|XP_034112762.1|DALB
OG0001465	LOC119081152|XP_037045800.1|BCOP	LOC117571890|XP_034110246.1|DALB
OG0001466	LOC119079375|XP_037043143.1|BCOP, LOC119079376|XP_037043148.1|BCOP	LOC117563863|XP_034098310.1|DALB
OG0001467	LOC119085874|XP_037052278.1|BCOP	LOC117563522|XP_034097791.1|DALB
OG0001468	LOC119080863|XP_037045335.1|BCOP	LOC117570211|XP_034107593.1|DALB
OG0001469	LOC119081330|XP_037046012.1|BCOP	LOC117572439|XP_034111159.1|DALB
OG0001470	LOC119074223|XP_037036130.1|BCOP, LOC119074224|XP_037036133.1|BCOP, LOC119074272|XP_037036189.1|BCOP	LOC117571048|XP_034108907.1|DALB
OG0001471	LOC119075238|XP_037037529.1|BCOP	LOC117572188|XP_034110734.1|DALB
OG0001472	LOC119073631|XP_037035117.1|BCOP	LOC117570808|XP_034108554.1|DALB
OG0001473	LOC119068774|XP_037028428.1|BCOP	LOC117575244|XP_034115267.1|DALB
OG0001474	LOC119083216|XP_037048778.1|BCOP	LOC117571827|XP_034110097.1|DALB
OG0001475	LOC119085938|XP_037052386.1|BCOP	LOC117568011|XP_034104225.1|DALB
OG0001476	LOC119073252|XP_037034502.1|BCOP	LOC117568523|XP_034105116.1|DALB
OG0001477	LOC119080073|XP_037044187.1|BCOP	LOC117575131|XP_034115124.1|DALB
OG0001478	LOC119084634|XP_037050598.1|BCOP, LOC119066327|XP_037024619.1|BCOP	LOC117565652|XP_034100757.1|DALB
OG0001479	LOC119081696|XP_037046691.1|BCOP	LOC117577976|XP_034118949.1|DALB
OG0001480	LOC119079619|XP_037043510.1|BCOP	LOC117563564|XP_034097835.1|DALB
OG0001481	LOC119085854|XP_037052259.1|BCOP	LOC117565788|XP_034100956.1|DALB, LOC117565786|XP_034100953.1|DALB
OG0001482	LOC119078892|XP_037042517.1|BCOP	LOC117569703|XP_034106858.1|DALB
OG0001483	LOC119069194|XP_037029036.1|BCOP	LOC117565683|XP_034100807.1|DALB, LOC117565667|XP_034100789.1|DALB, LOC117565666|XP_034100787.1|DALB
OG0001485	LOC119066875|XP_037025444.1|BCOP	LOC117569275|XP_034106268.1|DALB
OG0001486	LOC119075372|XP_037037693.1|BCOP	LOC117563237|XP_034097333.1|DALB
OG0001487	LOC119071292|XP_037032057.1|BCOP	LOC117564113|XP_034098657.1|DALB
OG0001488	LOC119080267|XP_037044416.1|BCOP, LOC119080265|XP_037044409.1|BCOP	LOC117571377|XP_034109381.1|DALB
OG0001489	LOC119082548|XP_037047954.1|BCOP	LOC117563385|XP_034097590.1|DALB
OG0001490	LOC119082084|XP_037047339.1|BCOP	LOC117564064|XP_034098579.1|DALB
OG0001491	LOC119078712|XP_037042279.1|BCOP	LOC117565855|XP_034101072.1|DALB, LOC117565854|XP_034101063.1|DALB
OG0001493	LOC119075234|XP_037037521.1|BCOP	LOC117569113|XP_034106028.1|DALB
OG0001494	LOC119077643|XP_037040759.1|BCOP	LOC117571367|XP_034109373.1|DALB
OG0001495	LOC119074897|XP_037037139.1|BCOP	LOC117572110|XP_034110620.1|DALB
OG0001496	LOC119074211|XP_037036147.1|BCOP	LOC117577775|XP_034118585.1|DALB
OG0001497	LOC119078593|XP_037042074.1|BCOP, LOC119081292|XP_037045948.1|BCOP, LOC119072594|XP_037033744.1|BCOP	LOC117567005|XP_034102581.1|DALB
OG0001498	LOC119074573|XP_037036695.1|BCOP	LOC117575611|XP_034115774.1|DALB
OG0001500	LOC119068893|XP_037028658.1|BCOP	LOC117566489|XP_034101913.1|DALB
OG0001501	LOC119080610|XP_037044907.1|BCOP	LOC117575823|XP_034116118.1|DALB
OG0001502	LOC119079851|XP_037043814.1|BCOP	LOC117567678|XP_034103691.1|DALB
OG0001503	LOC119083702|XP_037049389.1|BCOP, LOC119077333|XP_037040410.1|BCOP	LOC117570265|XP_034107671.1|DALB
OG0001504	LOC119072387|XP_037033490.1|BCOP	LOC117573734|XP_034113038.1|DALB
OG0001505	LOC119082642|XP_037048106.1|BCOP, LOC119082674|XP_037048147.1|BCOP	LOC117567062|XP_034102680.1|DALB
OG0001506	LOC119079020|XP_037042692.1|BCOP	LOC117566402|XP_034101806.1|DALB
OG0001507	LOC119071742|XP_037032669.1|BCOP	LOC117572390|XP_034111053.1|DALB
OG0001508	LOC119080040|XP_037044136.1|BCOP, LOC119066573|XP_037025018.1|BCOP	LOC117570323|XP_034107755.1|DALB
OG0001509	LOC119083247|XP_037048804.1|BCOP	LOC117566800|XP_034102233.1|DALB
OG0001510	LOC119081977|XP_037047185.1|BCOP, LOC119072757|XP_037033941.1|BCOP	LOC117563248|XP_034097352.1|DALB
OG0001511	LOC119066136|XP_037024322.1|BCOP	LOC117569805|XP_034107010.1|DALB
OG0001512	LOC119071191|XP_037031860.1|BCOP, LOC119077034|XP_037040054.1|BCOP, LOC119071183|XP_037031848.1|BCOP, LOC119071407|XP_037032181.1|BCOP, LOC119071406|XP_037032179.1|BCOP, LOC119071408|XP_037032182.1|BCOP, LOC119071188|XP_037031857.1|BCOP	LOC117571410|XP_034109439.1|DALB
OG0001513	LOC119071130|XP_037031699.1|BCOP	LOC117569553|XP_034106651.1|DALB
OG0001515	LOC119076873|XP_037039777.1|BCOP	LOC117576400|XP_034117009.1|DALB
OG0001517	LOC119085002|XP_037051073.1|BCOP	LOC117576969|XP_034118038.1|DALB
OG0001518	LOC119067207|XP_037025945.1|BCOP	LOC117578032|XP_034119035.1|DALB
OG0001534	LOC119069790|XP_037029827.1|BCOP	LOC117568395|XP_034104912.1|DALB
OG0001535	LOC119081291|XP_037045952.1|BCOP	LOC117575985|XP_034116367.1|DALB
OG0001536	LOC119083641|XP_037049277.1|BCOP	LOC117575953|XP_034116323.1|DALB
OG0001537	LOC119070285|XP_037030449.1|BCOP, LOC119070287|XP_037030450.1|BCOP	LOC117566226|XP_034101663.1|DALB
OG0001538	LOC119084761|XP_037050722.1|BCOP	LOC117577694|XP_034118488.1|DALB
OG0001539	LOC119080435|XP_037044693.1|BCOP	LOC117569449|XP_034106504.1|DALB
OG0001540	LOC119077061|XP_037040084.1|BCOP	LOC117564789|XP_034099598.1|DALB
OG0001541	LOC119067503|XP_037026408.1|BCOP, LOC119074747|XP_037036905.1|BCOP	LOC117569730|XP_034106894.1|DALB
OG0001542	LOC119083755|XP_037049434.1|BCOP	LOC117574521|XP_034114272.1|DALB
OG0001543	LOC119067212|XP_037025951.1|BCOP	LOC117567228|XP_034102953.1|DALB
OG0001544	LOC119068022|XP_037027277.1|BCOP	LOC117570438|XP_034108023.1|DALB
OG0001545	LOC119071911|XP_037032925.1|BCOP, LOC119067565|XP_037026541.1|BCOP	LOC117578266|XP_034119582.1|DALB
OG0001546	LOC119084624|XP_037050587.1|BCOP, LOC119069480|XP_037029442.1|BCOP, LOC119071884|XP_037032878.1|BCOP	LOC117578255|XP_034119570.1|DALB
OG0001547	LOC119083969|XP_037049669.1|BCOP	LOC117573400|XP_034112496.1|DALB
OG0001548	LOC119067604|XP_037026594.1|BCOP	LOC117570968|XP_034108805.1|DALB
OG0001549	LOC119078658|XP_037042167.1|BCOP	LOC117564445|XP_034099097.1|DALB
OG0001550	LOC119067024|XP_037025651.1|BCOP	LOC117575559|XP_034115711.1|DALB
OG0001551	LOC119068659|XP_037028230.1|BCOP	LOC117574656|XP_034114451.1|DALB
OG0001552	LOC119069945|XP_037030067.1|BCOP	LOC117575024|XP_034114993.1|DALB, LOC117566661|XP_034102097.1|DALB
OG0001553	LOC119068481|XP_037027987.1|BCOP, LOC119077795|XP_037041001.1|BCOP	LOC117577676|XP_034118460.1|DALB
OG0001554	LOC119068534|XP_037028040.1|BCOP	LOC117575315|XP_034115360.1|DALB, LOC117576849|XP_034117832.1|DALB
OG0001556	LOC119069503|XP_037029472.1|BCOP	LOC117572757|XP_034111732.1|DALB
OG0001557	LOC119077131|XP_037040206.1|BCOP	LOC117568810|XP_034105565.1|DALB
OG0001558	LOC119085650|XP_037051990.1|BCOP	LOC117570538|XP_034108140.1|DALB
OG0001559	LOC119069552|XP_037029526.1|BCOP, LOC119067227|XP_037025974.1|BCOP	LOC117575279|XP_034115311.1|DALB
OG0001560	LOC119070423|XP_037030655.1|BCOP	LOC117576536|XP_034117252.1|DALB
OG0001561	LOC119078770|XP_037042373.1|BCOP	LOC117576029|XP_034116429.1|DALB
OG0001562	LOC119073818|XP_037035490.1|BCOP	LOC117578399|XP_034119745.1|DALB
OG0001563	LOC119067500|XP_037026402.1|BCOP	LOC117573081|XP_034111862.1|DALB
OG0001564	LOC119067239|XP_037025996.1|BCOP	LOC117576321|XP_034116873.1|DALB
OG0001565	LOC119067360|XP_037026166.1|BCOP	LOC117575608|XP_034115770.1|DALB
OG0001566	LOC119067590|XP_037026583.1|BCOP	LOC117575414|XP_034115485.1|DALB
OG0001567	LOC119085861|XP_037052270.1|BCOP	LOC117569382|XP_034106403.1|DALB
OG0001568	LOC119069780|XP_037029810.1|BCOP	LOC117576252|XP_034116770.1|DALB
OG0001570	LOC119070649|XP_037030978.1|BCOP, LOC119070659|XP_037030988.1|BCOP, LOC119067461|XP_037026342.1|BCOP	LOC117574197|XP_034113791.1|DALB
OG0001571	LOC119066962|XP_037025589.1|BCOP	LOC117565176|XP_034100059.1|DALB
OG0001572	LOC119073400|XP_037034725.1|BCOP	LOC117577690|XP_034118481.1|DALB
OG0001573	LOC119082450|XP_037047868.1|BCOP, LOC119083348|XP_037048936.1|BCOP	LOC117572789|XP_034111783.1|DALB, LOC117572790|XP_034111784.1|DALB
OG0001574	LOC119071041|XP_037031536.1|BCOP, LOC119073628|XP_037035113.1|BCOP	LOC117572816|XP_034111809.1|DALB
OG0001575	LOC119070120|XP_037030329.1|BCOP, LOC119071146|XP_037031769.1|BCOP	LOC117576805|XP_034117756.1|DALB, LOC117576803|XP_034117754.1|DALB
OG0001576	LOC119082146|XP_037047441.1|BCOP, LOC119084794|XP_037050755.1|BCOP	LOC117576636|XP_034117453.1|DALB
OG0001577	LOC119076585|XP_037039324.1|BCOP	LOC117574344|XP_034114056.1|DALB
OG0001578	LOC119066452|XP_037024848.1|BCOP, LOC119085051|XP_037051162.1|BCOP, LOC119085839|XP_037052237.1|BCOP, LOC119082619|XP_037048073.1|BCOP	LOC117572717|XP_034111671.1|DALB
OG0001579	LOC119083540|XP_037049158.1|BCOP	LOC117565436|XP_034100421.1|DALB
OG0001580	LOC119080394|XP_037044608.1|BCOP	LOC117571885|XP_034110235.1|DALB
OG0001581	LOC119081125|XP_037045764.1|BCOP	LOC117570788|XP_034108531.1|DALB
OG0001582	LOC119073350|XP_037034640.1|BCOP	LOC117571902|XP_034110265.1|DALB
OG0001584	LOC119074639|XP_037036814.1|BCOP, LOC119067311|XP_037026114.1|BCOP	LOC117566394|XP_034101793.1|DALB
OG0001585	LOC119067960|XP_037027182.1|BCOP	LOC117568547|XP_034105160.1|DALB
OG0001586	LOC119081213|XP_037045828.1|BCOP	LOC117571409|XP_034109438.1|DALB
OG0001587	LOC119071784|XP_037032739.1|BCOP	LOC117567367|XP_034103200.1|DALB
OG0001588	LOC119073902|XP_037035686.1|BCOP	LOC117569674|XP_034106812.1|DALB
OG0001589	LOC119072887|XP_037034105.1|BCOP	LOC117566042|XP_034101383.1|DALB
OG0001590	LOC119071876|XP_037032846.1|BCOP	LOC117571732|XP_034109931.1|DALB, LOC117571731|XP_034109930.1|DALB
OG0001591	LOC119082064|XP_037047296.1|BCOP	LOC117574871|XP_034114786.1|DALB
OG0001592	LOC119066743|XP_037025260.1|BCOP	LOC117563622|XP_034097914.1|DALB
OG0001593	LOC119066748|XP_037025272.1|BCOP, LOC119066741|XP_037025258.1|BCOP	LOC117563626|XP_034097923.1|DALB
OG0001595	LOC119073618|XP_037035090.1|BCOP	LOC117566957|XP_034102491.1|DALB
OG0001596	LOC119074048|XP_037035889.1|BCOP, LOC119082323|XP_037047717.1|BCOP, LOC119078412|XP_037041808.1|BCOP, LOC119077099|XP_037040151.1|BCOP	LOC117565803|XP_034100983.1|DALB
OG0001597	LOC119081933|XP_037047081.1|BCOP	LOC117565725|XP_034100865.1|DALB
OG0001598	LOC119081944|XP_037047103.1|BCOP	LOC117563354|XP_034097531.1|DALB
OG0001599	LOC119077001|XP_037040003.1|BCOP	LOC117565621|XP_034100725.1|DALB
OG0001601	LOC119078696|XP_037042253.1|BCOP	LOC117564402|XP_034099018.1|DALB
OG0001602	LOC119085260|XP_037051503.1|BCOP	LOC117565233|XP_034100131.1|DALB
OG0001603	LOC119072752|XP_037033933.1|BCOP, LOC119072750|XP_037033931.1|BCOP	LOC117565779|XP_034100946.1|DALB
OG0001604	LOC119084493|XP_037050394.1|BCOP	LOC117577587|XP_034118322.1|DALB
OG0001605	LOC119073863|XP_037035623.1|BCOP	LOC117572758|XP_034111733.1|DALB
OG0001606	LOC119071515|XP_037032285.1|BCOP	LOC117569914|XP_034107148.1|DALB
OG0001607	LOC119081917|XP_037047049.1|BCOP	LOC117564003|XP_034098484.1|DALB
OG0001608	LOC119069430|XP_037029382.1|BCOP, LOC119070907|XP_037031331.1|BCOP	LOC117564349|XP_034098956.1|DALB
OG0001609	LOC119080234|XP_037044376.1|BCOP	LOC117571363|XP_034109363.1|DALB
OG0001610	LOC119085960|XP_037052411.1|BCOP	LOC117566059|XP_034101406.1|DALB
OG0001611	LOC119078606|XP_037042095.1|BCOP	LOC117563994|XP_034098474.1|DALB
OG0001612	LOC119068420|XP_037027884.1|BCOP, LOC119085336|XP_037051614.1|BCOP	LOC117565142|XP_034100013.1|DALB
OG0001614	LOC119084837|XP_037050828.1|BCOP	LOC117571740|XP_034109948.1|DALB
OG0001615	LOC119082410|XP_037047838.1|BCOP	LOC117563797|XP_034098220.1|DALB, LOC117563798|XP_034098221.1|DALB
OG0001616	LOC119075332|XP_037037655.1|BCOP	LOC117578392|XP_034119731.1|DALB
OG0001617	LOC119071474|XP_037032218.1|BCOP	LOC117563315|XP_034097464.1|DALB
OG0001618	LOC119078628|XP_037042122.1|BCOP	LOC117573230|XP_034112170.1|DALB
OG0001619	LOC119071103|XP_037031640.1|BCOP	LOC117578402|XP_034119747.1|DALB
OG0001620	LOC119085342|XP_037051620.1|BCOP	LOC117569327|XP_034106345.1|DALB, LOC117574561|XP_034114327.1|DALB
OG0001621	LOC119066774|XP_037025323.1|BCOP, LOC119080914|XP_037045424.1|BCOP, LOC119077640|XP_037040755.1|BCOP, LOC119070524|XP_037030795.1|BCOP, LOC119066295|XP_037024565.1|BCOP, LOC119083210|XP_037048772.1|BCOP	LOC117569383|XP_034106404.1|DALB
OG0001622	LOC119068566|XP_037028089.1|BCOP	LOC117563560|XP_034097834.1|DALB
OG0001623	LOC119083103|XP_037048625.1|BCOP, LOC119083105|XP_037048631.1|BCOP, LOC119083108|XP_037048635.1|BCOP	LOC117566113|XP_034101474.1|DALB
OG0001624	LOC119085274|XP_037051523.1|BCOP, LOC119075636|XP_037038012.1|BCOP	LOC117563365|XP_034097555.1|DALB
OG0001625	LOC119066260|XP_037024508.1|BCOP	LOC117571672|XP_034109802.1|DALB, LOC117577418|XP_034118222.1|DALB
OG0001626	LOC119074811|XP_037036993.1|BCOP	LOC117565885|XP_034101118.1|DALB
OG0001628	LOC119076696|XP_037039506.1|BCOP	LOC117574367|XP_034114092.1|DALB, LOC117575908|XP_034116245.1|DALB
OG0001629	LOC119077391|XP_037040487.1|BCOP	LOC117573131|XP_034111953.1|DALB
OG0001630	LOC119077822|XP_037041025.1|BCOP	LOC117574186|XP_034113769.1|DALB
OG0001631	LOC119083402|XP_037049016.1|BCOP, LOC119076405|XP_037039027.1|BCOP	LOC117576611|XP_034117402.1|DALB
OG0001632	LOC119068038|XP_037027298.1|BCOP, LOC119068036|XP_037027296.1|BCOP	LOC117565827|XP_034101025.1|DALB
OG0001633	LOC119084121|XP_037049869.1|BCOP, LOC119077838|XP_037041049.1|BCOP	LOC117573971|XP_034113404.1|DALB
OG0001634	LOC119073458|XP_037034849.1|BCOP, LOC119071722|XP_037032634.1|BCOP, LOC119085412|XP_037051717.1|BCOP, LOC119066118|XP_037024294.1|BCOP	LOC117577388|XP_034118186.1|DALB
OG0001635	LOC119073768|XP_037035330.1|BCOP	LOC117576211|XP_034116707.1|DALB
OG0001636	LOC119066825|XP_037025377.1|BCOP, LOC119069449|XP_037029399.1|BCOP, LOC119086042|XP_037052511.1|BCOP	LOC117574591|XP_034114365.1|DALB
OG0001637	LOC119072635|XP_037033773.1|BCOP, LOC119085107|XP_037051257.1|BCOP	LOC117575082|XP_034115070.1|DALB
OG0001638	LOC119076967|XP_037039954.1|BCOP, LOC119073720|XP_037035241.1|BCOP	LOC117575434|XP_034115532.1|DALB
OG0001639	LOC119076591|XP_037039330.1|BCOP	LOC117566657|XP_034102092.1|DALB
OG0001640	LOC119076800|XP_037039659.1|BCOP	LOC117573677|XP_034112896.1|DALB
OG0001641	LOC119083470|XP_037049086.1|BCOP, LOC119079711|XP_037043663.1|BCOP	LOC117575815|XP_034116101.1|DALB
OG0001642	LOC119066090|XP_037024257.1|BCOP	LOC117566419|XP_034101842.1|DALB
OG0001643	LOC119078224|XP_037041579.1|BCOP	LOC117565272|XP_034100191.1|DALB
OG0001645	LOC119071400|XP_037032171.1|BCOP, LOC119071401|XP_037032172.1|BCOP	LOC117569251|XP_034106216.1|DALB
OG0001646	LOC119071297|XP_037032066.1|BCOP, LOC119071313|XP_037032088.1|BCOP, LOC119071315|XP_037032093.1|BCOP, LOC119071414|XP_037032186.1|BCOP, LOC119071415|XP_037032187.1|BCOP, LOC119071312|XP_037032086.1|BCOP	LOC117569983|XP_034107252.1|DALB
OG0001647	LOC119066071|XP_037024196.1|BCOP	LOC117564522|XP_034099233.1|DALB, LOC117571866|XP_034110153.1|DALB
OG0001648	LOC119074220|XP_037036116.1|BCOP	LOC117572729|XP_034111691.1|DALB
OG0001649	LOC119082638|XP_037048099.1|BCOP, LOC119082195|XP_037047524.1|BCOP	LOC117571863|XP_034110149.1|DALB
OG0001650	LOC119085352|XP_037051622.1|BCOP	LOC117566996|XP_034102562.1|DALB
OG0001651	LOC119081719|XP_037046753.1|BCOP	LOC117567943|XP_034104129.1|DALB
OG0001652	LOC119070872|XP_037031280.1|BCOP	LOC117567790|XP_034103905.1|DALB
OG0001653	LOC119071874|XP_037032844.1|BCOP	LOC117568506|XP_034105093.1|DALB
OG0001654	LOC119069545|XP_037029520.1|BCOP	LOC117571670|XP_034109801.1|DALB
OG0001655	LOC119077077|XP_037040131.1|BCOP, LOC119083695|XP_037049375.1|BCOP	LOC117570147|XP_034107503.1|DALB, LOC117570149|XP_034107505.1|DALB, LOC117570148|XP_034107504.1|DALB
OG0001656	LOC119068316|XP_037027759.1|BCOP, LOC119067357|XP_037026162.1|BCOP, LOC119071770|XP_037032715.1|BCOP	LOC117565285|XP_034100204.1|DALB
OG0001657	LOC119086068|XP_037052539.1|BCOP	LOC117572810|XP_034111807.1|DALB
OG0001658	LOC119071227|XP_037031938.1|BCOP	LOC117568941|XP_034105770.1|DALB
OG0001659	LOC119071248|XP_037031981.1|BCOP	LOC117572162|XP_034110702.1|DALB
OG0001660	LOC119082328|XP_037047729.1|BCOP	LOC117572406|XP_034111077.1|DALB
OG0001661	LOC119078813|XP_037042413.1|BCOP, LOC119085962|XP_037052414.1|BCOP	LOC117563433|XP_034097658.1|DALB, LOC117575679|XP_034115858.1|DALB, LOC117575678|XP_034115857.1|DALB
OG0001663	LOC119068581|XP_037028121.1|BCOP, LOC119068578|XP_037028118.1|BCOP	LOC117573956|XP_034113386.1|DALB, LOC117575734|XP_034115970.1|DALB, LOC117576179|XP_034116657.1|DALB
OG0001678	LOC119084546|XP_037050454.1|BCOP, LOC119077826|XP_037041028.1|BCOP	LOC117578104|XP_034119172.1|DALB
OG0001679	LOC119068406|XP_037027864.1|BCOP	LOC117570744|XP_034108460.1|DALB
OG0001680	LOC119067812|XP_037026859.1|BCOP	LOC117578171|XP_034119354.1|DALB
OG0001681	LOC119070363|XP_037030555.1|BCOP, LOC119076744|XP_037039584.1|BCOP	LOC117577630|XP_034118388.1|DALB
OG0001682	LOC119085255|XP_037051487.1|BCOP, LOC119069413|XP_037029357.1|BCOP, LOC119078998|XP_037042658.1|BCOP	LOC117571378|XP_034109382.1|DALB, LOC117575951|XP_034116309.1|DALB
OG0001683	LOC119070881|XP_037031295.1|BCOP	LOC117563348|XP_034097523.1|DALB
OG0001684	LOC119077200|XP_037040276.1|BCOP, LOC119076428|XP_037039068.1|BCOP	LOC117573079|XP_034111853.1|DALB
OG0001685	LOC119077691|XP_037040851.1|BCOP	LOC117565874|XP_034101105.1|DALB
OG0001686	LOC119069627|XP_037029621.1|BCOP	LOC117577946|XP_034118912.1|DALB
OG0001687	LOC119068651|XP_037028222.1|BCOP	LOC117574685|XP_034114485.1|DALB
OG0001688	LOC119076000|XP_037038468.1|BCOP	LOC117567588|XP_034103565.1|DALB
OG0001689	LOC119075265|XP_037037557.1|BCOP, LOC119084308|XP_037050123.1|BCOP, LOC119069045|XP_037028810.1|BCOP	LOC117571053|XP_034108915.1|DALB
OG0001690	LOC119080524|XP_037044829.1|BCOP	LOC117570248|XP_034107647.1|DALB
OG0001691	LOC119077971|XP_037041247.1|BCOP	LOC117565095|XP_034099943.1|DALB
OG0001693	LOC119069078|XP_037028850.1|BCOP	LOC117572263|XP_034110858.1|DALB
OG0001694	LOC119069932|XP_037030051.1|BCOP	LOC117575747|XP_034115996.1|DALB
OG0001695	LOC119067243|XP_037026004.1|BCOP	LOC117565244|XP_034100147.1|DALB
OG0001696	LOC119067018|XP_037025641.1|BCOP	LOC117574668|XP_034114464.1|DALB
OG0001697	LOC119067851|XP_037026983.1|BCOP	LOC117573075|XP_034111845.1|DALB
OG0001698	LOC119068832|XP_037028497.1|BCOP	LOC117577970|XP_034118915.1|DALB
OG0001699	LOC119067858|XP_037026990.1|BCOP	LOC117576137|XP_034116589.1|DALB
OG0001700	LOC119077575|XP_037040681.1|BCOP, LOC119084064|XP_037049798.1|BCOP	LOC117576469|XP_034117131.1|DALB
OG0001701	LOC119069177|XP_037028999.1|BCOP	LOC117576600|XP_034117385.1|DALB
OG0001702	LOC119066373|XP_037024692.1|BCOP	LOC117566248|XP_034101690.1|DALB
OG0001703	LOC119068930|XP_037028690.1|BCOP	LOC117575736|XP_034115973.1|DALB
OG0001704	LOC119068928|XP_037028688.1|BCOP	LOC117575737|XP_034115977.1|DALB
OG0001705	LOC119067910|XP_037027098.1|BCOP	LOC117575820|XP_034116111.1|DALB
OG0001706	LOC119081527|XP_037046427.1|BCOP	LOC117563641|XP_034097942.1|DALB
OG0001707	LOC119070533|XP_037030802.1|BCOP	LOC117573422|XP_034112522.1|DALB
OG0001708	LOC119068790|XP_037028445.1|BCOP	LOC117575914|XP_034116259.1|DALB
OG0001709	LOC119068970|XP_037028730.1|BCOP	LOC117570030|XP_034107343.1|DALB
OG0001711	LOC119070360|XP_037030550.1|BCOP	LOC117576227|XP_034116731.1|DALB
OG0001712	LOC119069168|XP_037028972.1|BCOP	LOC117574734|XP_034114558.1|DALB
OG0001713	LOC119070411|XP_037030638.1|BCOP	LOC117573695|XP_034112946.1|DALB, LOC117576157|XP_034116622.1|DALB
OG0001714	LOC119068105|XP_037027426.1|BCOP	LOC117576667|XP_034117529.1|DALB
OG0001715	LOC119068244|XP_037027670.1|BCOP	LOC117566904|XP_034102416.1|DALB
OG0001716	LOC119081196|XP_037045807.1|BCOP	LOC117567760|XP_034103847.1|DALB
OG0001717	LOC119067038|XP_037025668.1|BCOP	LOC117576936|XP_034117971.1|DALB
OG0001718	LOC119067040|XP_037025672.1|BCOP	LOC117573733|XP_034112995.1|DALB
OG0001719	LOC119068687|XP_037028261.1|BCOP, LOC119068679|XP_037028259.1|BCOP	LOC117573423|XP_034112523.1|DALB
OG0001720	LOC119070509|XP_037030762.1|BCOP	LOC117575994|XP_034116382.1|DALB
OG0001721	LOC119067428|XP_037026293.1|BCOP	LOC117576815|XP_034117776.1|DALB
OG0001722	LOC119074593|XP_037036734.1|BCOP	LOC117567853|XP_034103998.1|DALB
OG0001723	LOC119083678|XP_037049357.1|BCOP	LOC117569179|XP_034106139.1|DALB
OG0001724	LOC119074111|XP_037035969.1|BCOP	LOC117566870|XP_034102359.1|DALB
OG0001725	LOC119073997|XP_037035821.1|BCOP	LOC117567144|XP_034102847.1|DALB
OG0001726	LOC119073360|XP_037034663.1|BCOP	LOC117568460|XP_034105027.1|DALB
OG0001727	LOC119070539|XP_037030810.1|BCOP	LOC117575579|XP_034115736.1|DALB
OG0001728	LOC119076376|XP_037038987.1|BCOP, LOC119081678|XP_037046662.1|BCOP	LOC117571921|XP_034110293.1|DALB
OG0001729	LOC119079298|XP_037042980.1|BCOP	LOC117570427|XP_034107971.1|DALB
OG0001730	LOC119085974|XP_037052431.1|BCOP	LOC117564334|XP_034098931.1|DALB, LOC117564951|XP_034099796.1|DALB
