Orthogroup	BCOP.longest_only	CPIP.longest_only
OG0001163	LOC119067765|XP_037026793.1|BCOP, LOC119069849|XP_037029917.1|BCOP, LOC119072584|XP_037033729.1|BCOP	LOC120422549|XP_039441951.1|CPIP
OG0001166	LOC119070230|XP_037030395.1|BCOP	LOC120426042|XP_039446656.1|CPIP, LOC120413442|XP_039430192.1|CPIP
OG0001167	LOC119083692|XP_037049371.1|BCOP	LOC120426173|XP_039446825.1|CPIP
OG0001169	LOC119072301|XP_037033380.1|BCOP, LOC119067534|XP_037026483.1|BCOP, LOC119067537|XP_037026487.1|BCOP, LOC119067536|XP_037026486.1|BCOP	LOC120413210|XP_039429863.1|CPIP, LOC120413209|XP_039429861.1|CPIP, LOC120428119|XP_039449038.1|CPIP
OG0001171	LOC119076805|XP_037039665.1|BCOP	LOC120414141|XP_039431114.1|CPIP, LOC120414113|XP_039431074.1|CPIP
OG0001172	LOC119068932|XP_037028692.1|BCOP, LOC119078004|XP_037041278.1|BCOP	LOC120422279|XP_039441597.1|CPIP
OG0001173	LOC119068107|XP_037027443.1|BCOP, LOC119075232|XP_037037519.1|BCOP, LOC119075233|XP_037037520.1|BCOP	LOC120424131|XP_039444104.1|CPIP, LOC120424129|XP_039444102.1|CPIP, LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP
OG0001174	LOC119081275|XP_037045926.1|BCOP	LOC120418803|XP_039437221.1|CPIP
OG0001176	LOC119082251|XP_037047610.1|BCOP, LOC119083690|XP_037049369.1|BCOP	LOC120414663|XP_039431867.1|CPIP
OG0001177	LOC119075291|XP_037037586.1|BCOP	LOC120419053|XP_039437553.1|CPIP
OG0001178	LOC119070749|XP_037031116.1|BCOP	LOC120426887|XP_039447626.1|CPIP
OG0001178	LOC119078444|XP_037041862.1|BCOP	LOC120416798|XP_039434608.1|CPIP
OG0001179	LOC119079282|XP_037042963.1|BCOP, LOC119079285|XP_037042970.1|BCOP	LOC120415576|XP_039433089.1|CPIP
OG0001180	LOC119073882|XP_037035657.1|BCOP	LOC120427095|XP_039447881.1|CPIP
OG0001181	LOC119074458|XP_037036490.1|BCOP	LOC120423217|XP_039442860.1|CPIP
OG0001182	LOC119084440|XP_037050310.1|BCOP	LOC120417657|XP_039435713.1|CPIP, LOC120417666|XP_039435721.1|CPIP
OG0001183	LOC119076536|XP_037039219.1|BCOP	LOC120416960|XP_039434805.1|CPIP
OG0001184	LOC119068732|XP_037028328.1|BCOP	LOC120430628|XP_039451656.1|CPIP
OG0001185	LOC119074306|XP_037036224.1|BCOP	LOC120423279|XP_039442953.1|CPIP
OG0001186	LOC119075891|XP_037038358.1|BCOP	LOC120416650|XP_039434393.1|CPIP
OG0001187	LOC119082640|XP_037048102.1|BCOP	LOC120417575|XP_039435620.1|CPIP, LOC120417596|XP_039435643.1|CPIP
OG0001188	LOC119082080|XP_037047332.1|BCOP	LOC120424646|XP_039444753.1|CPIP, LOC120425447|XP_039445916.1|CPIP
OG0001189	LOC119072520|XP_037033662.1|BCOP	LOC120416208|XP_039433833.1|CPIP, LOC120421579|XP_039440745.1|CPIP
OG0001190	LOC119077611|XP_037040722.1|BCOP, LOC119075878|XP_037038337.1|BCOP, LOC119079782|XP_037043748.1|BCOP, LOC119077323|XP_037040399.1|BCOP	LOC120421476|XP_039440627.1|CPIP, LOC120421479|XP_039440630.1|CPIP
OG0001191	LOC119084385|XP_037050242.1|BCOP	LOC120423257|XP_039442920.1|CPIP, LOC120423245|XP_039442896.1|CPIP
OG0001193	LOC119085455|XP_037051773.1|BCOP, LOC119085454|XP_037051772.1|BCOP, LOC119085453|XP_037051771.1|BCOP	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP
OG0001195	LOC119072435|XP_037033544.1|BCOP, LOC119079426|XP_037043227.1|BCOP, LOC119072436|XP_037033545.1|BCOP, LOC119080469|XP_037044742.1|BCOP	LOC120418573|XP_039436952.1|CPIP
OG0001200	LOC119069489|XP_037029455.1|BCOP	LOC120413364|XP_039430082.1|CPIP
OG0001201	LOC119078460|XP_037041892.1|BCOP, LOC119085192|XP_037051398.1|BCOP, LOC119078825|XP_037042428.1|BCOP, LOC119078965|XP_037042609.1|BCOP	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP
OG0001202	LOC119074986|XP_037037283.1|BCOP, LOC119074987|XP_037037284.1|BCOP, LOC119074985|XP_037037282.1|BCOP, LOC119066078|XP_037024245.1|BCOP, LOC119084725|XP_037050694.1|BCOP	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP
OG0001203	LOC119083571|XP_037049212.1|BCOP	LOC120413295|XP_039429987.1|CPIP
OG0001204	LOC119080679|XP_037045012.1|BCOP	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP
OG0001205	LOC119081666|XP_037046644.1|BCOP	LOC120432255|XP_039453369.1|CPIP
OG0001205	LOC119079043|XP_037042725.1|BCOP	LOC120429512|XP_039450516.1|CPIP, LOC120431269|XP_039452337.1|CPIP, LOC120429510|XP_039450513.1|CPIP
OG0001206	LOC119078341|XP_037041739.1|BCOP, LOC119078340|XP_037041738.1|BCOP, LOC119069337|XP_037029299.1|BCOP, LOC119084775|XP_037050734.1|BCOP	LOC120432275|XP_039453392.1|CPIP
OG0001207	LOC119084185|XP_037049953.1|BCOP	LOC120422052|XP_039441319.1|CPIP
OG0001208	LOC119068164|XP_037027541.1|BCOP	LOC120419766|XP_039438528.1|CPIP
OG0001210	LOC119068077|XP_037027378.1|BCOP	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP
OG0001211	LOC119070321|XP_037030488.1|BCOP	LOC120421097|XP_039440174.1|CPIP, LOC120418759|XP_039437170.1|CPIP
OG0001212	LOC119068310|XP_037027746.1|BCOP	LOC120416356|XP_039434027.1|CPIP, LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP
OG0001213	LOC119068313|XP_037027752.1|BCOP	LOC120429287|XP_039450448.1|CPIP, LOC120425721|XP_039446260.1|CPIP
OG0001214	LOC119066168|XP_037024358.1|BCOP, LOC119068969|XP_037028729.1|BCOP	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP
OG0001215	LOC119067338|XP_037026138.1|BCOP	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP, LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP
OG0001216	LOC119067343|XP_037026146.1|BCOP	LOC120424679|XP_039444789.1|CPIP, LOC120424629|XP_039444729.1|CPIP
OG0001216	LOC119067344|XP_037026147.1|BCOP	LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP
OG0001217	LOC119085676|XP_037052019.1|BCOP	LOC120423813|XP_039443667.1|CPIP
OG0001220	LOC119080143|XP_037044254.1|BCOP, LOC119080142|XP_037044252.1|BCOP, LOC119080141|XP_037044251.1|BCOP	LOC120419490|XP_039438112.1|CPIP, LOC120419491|XP_039438113.1|CPIP
OG0001221	LOC119072814|XP_037034004.1|BCOP, LOC119078069|XP_037041414.1|BCOP	LOC120422630|XP_039442062.1|CPIP
OG0001222	LOC119078513|XP_037041973.1|BCOP	LOC120422173|XP_039441483.1|CPIP
OG0001223	LOC119079449|XP_037043258.1|BCOP, LOC119071545|XP_037032339.1|BCOP	LOC120416560|XP_039434225.1|CPIP
OG0001224	LOC119071511|XP_037032275.1|BCOP	LOC120416226|XP_039433860.1|CPIP
OG0001225	LOC119079331|XP_037043024.1|BCOP	LOC120417471|XP_039435475.1|CPIP, LOC120417456|XP_039435448.1|CPIP
OG0001226	LOC119079509|XP_037043359.1|BCOP	LOC120418804|XP_039437222.1|CPIP
OG0001227	LOC119072561|XP_037033694.1|BCOP, LOC119072562|XP_037033697.1|BCOP	LOC120420146|XP_039439038.1|CPIP
OG0001228	LOC119076863|XP_037039762.1|BCOP, LOC119076862|XP_037039761.1|BCOP	LOC120427354|XP_039448142.1|CPIP
OG0001229	LOC119080001|XP_037044068.1|BCOP	LOC120430378|XP_039451410.1|CPIP
OG0001230	LOC119075518|XP_037037885.1|BCOP	LOC120422782|XP_039442254.1|CPIP
OG0001231	LOC119069408|XP_037029352.1|BCOP, LOC119085250|XP_037051481.1|BCOP	LOC120419802|XP_039438571.1|CPIP
OG0001233	LOC119077143|XP_037040222.1|BCOP	LOC120419669|XP_039438368.1|CPIP
OG0001234	LOC119080165|XP_037044281.1|BCOP	LOC120414574|XP_039431745.1|CPIP
OG0001235	LOC119066204|XP_037024418.1|BCOP	LOC120417314|XP_039435211.1|CPIP, LOC120431742|XP_039452801.1|CPIP, LOC120431749|XP_039452807.1|CPIP, LOC120431747|XP_039452806.1|CPIP, LOC120417299|XP_039435183.1|CPIP, LOC120417300|XP_039435184.1|CPIP
OG0001236	LOC119076423|XP_037039060.1|BCOP	LOC120423226|XP_039442868.1|CPIP
OG0001237	LOC119066412|XP_037024783.1|BCOP	LOC120414317|XP_039431388.1|CPIP
OG0001238	LOC119067592|XP_037026588.1|BCOP	LOC120426763|XP_039447471.1|CPIP
OG0001238	LOC119082802|XP_037048342.1|BCOP	LOC120419301|XP_039437901.1|CPIP
OG0001239	LOC119080900|XP_037045379.1|BCOP	LOC120431768|XP_039452820.1|CPIP
OG0001239	LOC119071778|XP_037032732.1|BCOP	LOC120432400|XP_039453530.1|CPIP
OG0001240	LOC119071571|XP_037032408.1|BCOP, LOC119071617|XP_037032455.1|BCOP	LOC120421246|XP_039440381.1|CPIP, LOC120420595|XP_039439605.1|CPIP, LOC120421250|XP_039440383.1|CPIP
OG0001241	LOC119076890|XP_037039790.1|BCOP	LOC120417870|XP_039436024.1|CPIP
OG0001242	LOC119074893|XP_037037134.1|BCOP	LOC120425656|XP_039446171.1|CPIP
OG0001243	LOC119076460|XP_037039119.1|BCOP	LOC120416668|XP_039434415.1|CPIP
OG0001244	LOC119081757|XP_037046842.1|BCOP, LOC119084826|XP_037050801.1|BCOP	LOC120421573|XP_039440738.1|CPIP, LOC120421830|XP_039441041.1|CPIP
OG0001245	LOC119072143|XP_037033181.1|BCOP	LOC120423077|XP_039442687.1|CPIP, LOC120430091|XP_039451112.1|CPIP, LOC120423090|XP_039442699.1|CPIP, LOC120421067|XP_039440146.1|CPIP, LOC120423067|XP_039442673.1|CPIP, LOC120423076|XP_039442686.1|CPIP
OG0001246	LOC119082098|XP_037047361.1|BCOP	LOC120421869|XP_039441099.1|CPIP, LOC120421861|XP_039441094.1|CPIP, LOC120421865|XP_039441097.1|CPIP
OG0001248	LOC119075245|XP_037037539.1|BCOP	LOC120422204|XP_039441519.1|CPIP
OG0001249	LOC119080457|XP_037044720.1|BCOP	LOC120423895|XP_039443810.1|CPIP
OG0001257	LOC119085040|XP_037051135.1|BCOP	LOC120413281|XP_039429947.1|CPIP
OG0001258	LOC119069519|XP_037029493.1|BCOP, LOC119076546|XP_037039236.1|BCOP	LOC120432334|XP_039453457.1|CPIP
OG0001259	LOC119070552|XP_037030845.1|BCOP	LOC120430956|XP_039452022.1|CPIP, LOC120416739|XP_039434507.1|CPIP
OG0001260	LOC119068993|XP_037028764.1|BCOP	LOC120420175|XP_039439075.1|CPIP, LOC120420182|XP_039439091.1|CPIP
OG0001261	LOC119070076|XP_037030271.1|BCOP	LOC120427227|XP_039448025.1|CPIP
OG0001262	LOC119081009|XP_037045585.1|BCOP	LOC120422057|XP_039441322.1|CPIP, LOC120431295|XP_039452394.1|CPIP
OG0001263	LOC119070353|XP_037030541.1|BCOP	LOC120432642|XP_039453825.1|CPIP
OG0001264	LOC119078566|XP_037042032.1|BCOP	LOC120429252|XP_039450399.1|CPIP
OG0001264	LOC119068128|XP_037027482.1|BCOP	LOC120426464|XP_039447160.1|CPIP
OG0001265	LOC119069911|XP_037030014.1|BCOP	LOC120428458|XP_039449403.1|CPIP
OG0001266	LOC119077021|XP_037040031.1|BCOP	LOC120417192|XP_039435093.1|CPIP
OG0001267	LOC119084811|XP_037050775.1|BCOP	LOC120424506|XP_039444591.1|CPIP
OG0001267	LOC119069963|XP_037030093.1|BCOP	LOC120426739|XP_039447450.1|CPIP
OG0001268	LOC119077376|XP_037040462.1|BCOP, LOC119071090|XP_037031627.1|BCOP	LOC120430995|XP_039452088.1|CPIP, LOC120415296|XP_039432699.1|CPIP
OG0001269	LOC119070358|XP_037030547.1|BCOP	LOC120429645|XP_039450605.1|CPIP
OG0001270	LOC119077657|XP_037040770.1|BCOP	LOC120425363|XP_039445806.1|CPIP, LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP
OG0001271	LOC119080744|XP_037045188.1|BCOP, LOC119084964|XP_037051008.1|BCOP	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP, LOC120419744|XP_039438480.1|CPIP
OG0001272	LOC119066265|XP_037024514.1|BCOP, LOC119080600|XP_037044897.1|BCOP, LOC119080172|XP_037044289.1|BCOP	LOC120424869|XP_039445058.1|CPIP
OG0001273	LOC119085730|XP_037052091.1|BCOP	LOC120429935|XP_039450967.1|CPIP
OG0001274	LOC119071667|XP_037032541.1|BCOP	LOC120418048|XP_039436233.1|CPIP
OG0001275	LOC119067843|XP_037026912.1|BCOP, LOC119080711|XP_037045067.1|BCOP	LOC120418049|XP_039436234.1|CPIP
OG0001276	LOC119078766|XP_037042372.1|BCOP	LOC120413456|XP_039430225.1|CPIP
OG0001278	LOC119083449|XP_037049066.1|BCOP, LOC119082191|XP_037047510.1|BCOP	LOC120419963|XP_039438765.1|CPIP
OG0001279	LOC119082184|XP_037047501.1|BCOP, LOC119083062|XP_037048580.1|BCOP	LOC120419970|XP_039438780.1|CPIP
OG0001280	LOC119073374|XP_037034692.1|BCOP	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP
OG0001281	LOC119080644|XP_037044952.1|BCOP	LOC120421671|XP_039440836.1|CPIP
OG0001281	LOC119080642|XP_037044951.1|BCOP	LOC120421627|XP_039440789.1|CPIP
OG0001282	LOC119070562|XP_037030865.1|BCOP	LOC120429812|XP_039450796.1|CPIP, LOC120425025|XP_039445333.1|CPIP
OG0001283	LOC119082204|XP_037047534.1|BCOP, LOC119076452|XP_037039114.1|BCOP	LOC120427036|XP_039447800.1|CPIP
OG0001284	LOC119072278|XP_037033366.1|BCOP	LOC120414678|XP_039431897.1|CPIP
OG0001285	LOC119071935|XP_037032952.1|BCOP	LOC120429106|XP_039450203.1|CPIP
OG0001285	LOC119073343|XP_037034632.1|BCOP	LOC120414724|XP_039431961.1|CPIP
OG0001286	LOC119075695|XP_037038116.1|BCOP	LOC120429762|XP_039450749.1|CPIP
OG0001287	LOC119068416|XP_037027883.1|BCOP	LOC120426934|XP_039447680.1|CPIP, LOC120426947|XP_039447703.1|CPIP, LOC120426556|XP_039447257.1|CPIP
OG0001288	LOC119077031|XP_037040049.1|BCOP	LOC120420968|XP_039440035.1|CPIP
OG0001289	LOC119070699|XP_037031045.1|BCOP	LOC120418705|XP_039437108.1|CPIP, LOC120418706|XP_039437109.1|CPIP
OG0001290	LOC119077062|XP_037040094.1|BCOP	LOC120429839|XP_039450837.1|CPIP, LOC120429074|XP_039450161.1|CPIP
OG0001291	LOC119072054|XP_037033079.1|BCOP	LOC120414339|XP_039431425.1|CPIP
OG0001292	LOC119071121|XP_037031664.1|BCOP	LOC120423698|XP_039443534.1|CPIP, LOC120423701|XP_039443537.1|CPIP
OG0001293	LOC119072053|XP_037033082.1|BCOP	LOC120414358|XP_039431455.1|CPIP
OG0001294	LOC119086076|XP_037052546.1|BCOP	LOC120426999|XP_039447750.1|CPIP
OG0001295	LOC119074602|XP_037036749.1|BCOP	LOC120431459|XP_039452510.1|CPIP
OG0001296	LOC119074741|XP_037036898.1|BCOP	LOC120419233|XP_039437826.1|CPIP
OG0001297	LOC119076741|XP_037039580.1|BCOP	LOC120423588|XP_039443387.1|CPIP
OG0001298	LOC119085776|XP_037052167.1|BCOP	LOC120417916|XP_039436086.1|CPIP
OG0001298	LOC119067013|XP_037025637.1|BCOP	LOC120416955|XP_039434793.1|CPIP
OG0001299	LOC119074935|XP_037037221.1|BCOP	LOC120422007|XP_039441255.1|CPIP, LOC120432174|XP_039453246.1|CPIP
OG0001300	LOC119083181|XP_037048736.1|BCOP	LOC120415419|XP_039432887.1|CPIP
OG0001301	LOC119068447|XP_037027923.1|BCOP	LOC120423370|XP_039443087.1|CPIP, LOC120423371|XP_039443088.1|CPIP
OG0001302	LOC119082840|XP_037048392.1|BCOP, LOC119084858|XP_037050887.1|BCOP	LOC120417543|XP_039435559.1|CPIP
OG0001303	LOC119067286|XP_037026066.1|BCOP	LOC120425865|XP_039446421.1|CPIP
OG0001304	LOC119085120|XP_037051277.1|BCOP	LOC120414804|XP_039432055.1|CPIP
OG0001304	LOC119078465|XP_037041902.1|BCOP	LOC120417898|XP_039436053.1|CPIP
OG0001305	LOC119078132|XP_037041498.1|BCOP	LOC120427519|XP_039448316.1|CPIP
OG0001306	LOC119069549|XP_037029523.1|BCOP	LOC120423281|XP_039442982.1|CPIP
OG0001307	LOC119074401|XP_037036417.1|BCOP	LOC120414405|XP_039431518.1|CPIP
OG0001308	LOC119083019|XP_037048552.1|BCOP	LOC120414403|XP_039431514.1|CPIP
OG0001309	LOC119077885|XP_037041144.1|BCOP	LOC120414020|XP_039430971.1|CPIP, LOC120414000|XP_039430943.1|CPIP
OG0001310	LOC119082443|XP_037047866.1|BCOP	LOC120415472|XP_039432966.1|CPIP
OG0001311	LOC119083176|XP_037048730.1|BCOP	LOC120417566|XP_039435594.1|CPIP
OG0001311	LOC119070013|XP_037030187.1|BCOP	LOC120420210|XP_039439128.1|CPIP
OG0001313	LOC119072484|XP_037033612.1|BCOP	LOC120416827|XP_039434648.1|CPIP
OG0001315	LOC119083708|XP_037049392.1|BCOP, LOC119071029|XP_037031519.1|BCOP	LOC120420411|XP_039439364.1|CPIP, LOC120420576|XP_039439588.1|CPIP
OG0001326	LOC119068673|XP_037028250.1|BCOP	LOC120417038|XP_039434922.1|CPIP, LOC120419278|XP_039437878.1|CPIP, LOC120420268|XP_039439201.1|CPIP
OG0001328	LOC119070657|XP_037030983.1|BCOP	LOC120414973|XP_039432241.1|CPIP
OG0001328	LOC119067324|XP_037026125.1|BCOP	LOC120421074|XP_039440154.1|CPIP
OG0001329	LOC119067609|XP_037026597.1|BCOP	LOC120425636|XP_039446157.1|CPIP, LOC120417782|XP_039435872.1|CPIP
OG0001330	LOC119082152|XP_037047448.1|BCOP	LOC120422463|XP_039441846.1|CPIP, LOC120427365|XP_039448156.1|CPIP
OG0001331	LOC119069973|XP_037030111.1|BCOP	LOC120417708|XP_039435788.1|CPIP, LOC120417710|XP_039435793.1|CPIP
OG0001332	LOC119068843|XP_037028545.1|BCOP, LOC119068844|XP_037028552.1|BCOP	LOC120413145|XP_039429789.1|CPIP, LOC120412616|XP_039429104.1|CPIP
OG0001333	LOC119069998|XP_037030145.1|BCOP	LOC120417034|XP_039434912.1|CPIP
OG0001333	LOC119070001|XP_037030147.1|BCOP	LOC120417028|XP_039434904.1|CPIP
OG0001334	LOC119067734|XP_037026742.1|BCOP	LOC120414158|XP_039431133.1|CPIP, LOC120414159|XP_039431134.1|CPIP
OG0001335	LOC119068138|XP_037027494.1|BCOP, LOC119068921|XP_037028678.1|BCOP	LOC120425484|XP_039445962.1|CPIP, LOC120425483|XP_039445956.1|CPIP
OG0001337	LOC119067232|XP_037025981.1|BCOP	LOC120432047|XP_039453113.1|CPIP, LOC120427370|XP_039448159.1|CPIP
OG0001338	LOC119085777|XP_037052168.1|BCOP	LOC120428736|XP_039449746.1|CPIP
OG0001339	LOC119079641|XP_037043560.1|BCOP	LOC120424190|XP_039444183.1|CPIP
OG0001340	LOC119068557|XP_037028078.1|BCOP, LOC119068772|XP_037028422.1|BCOP	LOC120425159|XP_039445523.1|CPIP, LOC120431992|XP_039453061.1|CPIP
OG0001341	LOC119067839|XP_037026909.1|BCOP	LOC120431639|XP_039452681.1|CPIP
OG0001342	LOC119069051|XP_037028813.1|BCOP	LOC120426177|XP_039446827.1|CPIP
OG0001343	LOC119068821|XP_037028489.1|BCOP	LOC120430148|XP_039451166.1|CPIP
OG0001343	LOC119068819|XP_037028488.1|BCOP	LOC120430149|XP_039451167.1|CPIP
OG0001344	LOC119067089|XP_037025743.1|BCOP, LOC119067088|XP_037025742.1|BCOP	LOC120422010|XP_039441262.1|CPIP, LOC120422024|XP_039441280.1|CPIP
OG0001345	LOC119068712|XP_037028296.1|BCOP	LOC120428740|XP_039449749.1|CPIP, LOC120427177|XP_039447971.1|CPIP
OG0001346	LOC119070059|XP_037030247.1|BCOP	LOC120428013|XP_039448918.1|CPIP
OG0001347	LOC119068588|XP_037028129.1|BCOP	LOC120425439|XP_039445903.1|CPIP
OG0001348	LOC119081782|XP_037046887.1|BCOP	LOC120413504|XP_039430294.1|CPIP
OG0001349	LOC119076108|XP_037038668.1|BCOP	LOC120424374|XP_039444404.1|CPIP
OG0001350	LOC119069222|XP_037029139.1|BCOP	LOC120426570|XP_039447290.1|CPIP
OG0001351	LOC119084977|XP_037051024.1|BCOP, LOC119084881|XP_037050921.1|BCOP	LOC120426287|XP_039446974.1|CPIP
OG0001352	LOC119073437|XP_037034814.1|BCOP	LOC120418886|XP_039437353.1|CPIP
OG0001353	LOC119067652|XP_037026648.1|BCOP	LOC120419585|XP_039438249.1|CPIP, LOC120426756|XP_039447465.1|CPIP, LOC120430442|XP_039451492.1|CPIP
OG0001354	LOC119084538|XP_037050441.1|BCOP, LOC119073015|XP_037034233.1|BCOP	LOC120432105|XP_039453172.1|CPIP, LOC120427034|XP_039447795.1|CPIP
OG0001355	LOC119076251|XP_037038813.1|BCOP, LOC119078126|XP_037041488.1|BCOP	LOC120418490|XP_039436861.1|CPIP
OG0001356	LOC119079525|XP_037043401.1|BCOP	LOC120429155|XP_039450297.1|CPIP, LOC120420068|XP_039438925.1|CPIP
OG0001357	LOC119080183|XP_037044308.1|BCOP, LOC119080187|XP_037044319.1|BCOP, LOC119071034|XP_037031528.1|BCOP, LOC119071033|XP_037031527.1|BCOP, LOC119080460|XP_037044726.1|BCOP	LOC120418023|XP_039436200.1|CPIP
OG0001358	LOC119080184|XP_037044309.1|BCOP	LOC120418025|XP_039436203.1|CPIP
OG0001359	LOC119076426|XP_037039066.1|BCOP	LOC120414639|XP_039431804.1|CPIP, LOC120414627|XP_039431795.1|CPIP
OG0001360	LOC119074489|XP_037036534.1|BCOP	LOC120426786|XP_039447497.1|CPIP
OG0001361	LOC119076931|XP_037039861.1|BCOP	LOC120419996|XP_039438820.1|CPIP, LOC120419994|XP_039438816.1|CPIP
OG0001362	LOC119082193|XP_037047522.1|BCOP, LOC119083450|XP_037049069.1|BCOP	LOC120419965|XP_039438769.1|CPIP
OG0001363	LOC119076875|XP_037039779.1|BCOP	LOC120432172|XP_039453243.1|CPIP
OG0001363	LOC119080901|XP_037045380.1|BCOP	LOC120414130|XP_039431095.1|CPIP
OG0001364	LOC119073335|XP_037034624.1|BCOP	LOC120417618|XP_039435666.1|CPIP
OG0001365	LOC119084893|XP_037050938.1|BCOP	LOC120426785|XP_039447496.1|CPIP
OG0001366	LOC119080290|XP_037044453.1|BCOP	LOC120413397|XP_039430129.1|CPIP
OG0001367	LOC119078008|XP_037041291.1|BCOP	LOC120422283|XP_039441604.1|CPIP, LOC120423782|XP_039443634.1|CPIP
OG0001368	LOC119081869|XP_037046996.1|BCOP, LOC119081865|XP_037046989.1|BCOP, LOC119081866|XP_037046990.1|BCOP	LOC120424976|XP_039445266.1|CPIP
OG0001369	LOC119080425|XP_037044670.1|BCOP, LOC119076370|XP_037038973.1|BCOP	LOC120429806|XP_039450790.1|CPIP, LOC120432065|XP_039453130.1|CPIP
OG0001373	LOC119071460|XP_037032211.1|BCOP	LOC120422191|XP_039441506.1|CPIP, LOC120426638|XP_039447361.1|CPIP
OG0001374	LOC119081445|XP_037046274.1|BCOP	LOC120414669|XP_039431880.1|CPIP
OG0001375	LOC119077671|XP_037040810.1|BCOP, LOC119077676|XP_037040822.1|BCOP, LOC119072638|XP_037033781.1|BCOP, LOC119078464|XP_037041896.1|BCOP, LOC119077673|XP_037040816.1|BCOP, LOC119077675|XP_037040820.1|BCOP	LOC120428430|XP_039449375.1|CPIP
OG0001376	LOC119073483|XP_037034883.1|BCOP	LOC120430180|XP_039451195.1|CPIP, LOC120430185|XP_039451199.1|CPIP
OG0001377	LOC119085360|XP_037051633.1|BCOP	LOC120424094|XP_039444041.1|CPIP
OG0001378	LOC119073535|XP_037034971.1|BCOP	LOC120416104|XP_039433721.1|CPIP, LOC120430328|XP_039451362.1|CPIP
OG0001380	LOC119081665|XP_037046643.1|BCOP	LOC120419386|XP_039437994.1|CPIP
OG0001381	LOC119068711|XP_037028295.1|BCOP, LOC119068709|XP_037028294.1|BCOP	LOC120430020|XP_039451049.1|CPIP
OG0001382	LOC119076360|XP_037038954.1|BCOP	LOC120420085|XP_039438952.1|CPIP
OG0001383	LOC119078241|XP_037041605.1|BCOP	LOC120416800|XP_039434611.1|CPIP
OG0001384	LOC119074606|XP_037036758.1|BCOP, LOC119072248|XP_037033323.1|BCOP, LOC119072247|XP_037033322.1|BCOP	LOC120415581|XP_039433100.1|CPIP
OG0001386	LOC119081244|XP_037045865.1|BCOP, LOC119082514|XP_037047921.1|BCOP, LOC119081242|XP_037045862.1|BCOP, LOC119081592|XP_037046522.1|BCOP	LOC120413888|XP_039430795.1|CPIP, LOC120420488|XP_039439467.1|CPIP
OG0001387	LOC119077011|XP_037040019.1|BCOP, LOC119073952|XP_037035732.1|BCOP	LOC120413881|XP_039430789.1|CPIP, LOC120413875|XP_039430781.1|CPIP
OG0001388	LOC119078838|XP_037042435.1|BCOP	LOC120425170|XP_039445537.1|CPIP, LOC120425176|XP_039445544.1|CPIP, LOC120421428|XP_039440573.1|CPIP, LOC120431693|XP_039452741.1|CPIP
OG0001389	LOC119070229|XP_037030392.1|BCOP	LOC120420640|XP_039439652.1|CPIP, LOC120420638|XP_039439650.1|CPIP
OG0001390	LOC119066921|XP_037025519.1|BCOP, LOC119076711|XP_037039523.1|BCOP, LOC119079002|XP_037042664.1|BCOP, LOC119067954|XP_037027173.1|BCOP	LOC120415004|XP_039432300.1|CPIP
OG0001391	LOC119066428|XP_037024846.1|BCOP	LOC120430393|XP_039451430.1|CPIP
OG0001392	LOC119074919|XP_037037205.1|BCOP	LOC120420020|XP_039438855.1|CPIP, LOC120422249|XP_039441575.1|CPIP
OG0001393	LOC119076493|XP_037039173.1|BCOP	LOC120424012|XP_039443960.1|CPIP, LOC120419715|XP_039438436.1|CPIP
OG0001394	LOC119075488|XP_037037849.1|BCOP	LOC120428108|XP_039449024.1|CPIP, LOC120424757|XP_039444886.1|CPIP, LOC120414228|XP_039431273.1|CPIP
OG0001395	LOC119074955|XP_037037239.1|BCOP	LOC120413792|XP_039430676.1|CPIP
