Orthogroup	BCOP.longest_only	DSUP.longest_only
OG0001688	LOC119076000|XP_037038468.1|BCOP	LOC119557396|XP_037726068.1|DSUP
OG0001689	LOC119075265|XP_037037557.1|BCOP, LOC119084308|XP_037050123.1|BCOP, LOC119069045|XP_037028810.1|BCOP	LOC119555866|XP_037723447.1|DSUP
OG0001690	LOC119080524|XP_037044829.1|BCOP	LOC119555090|XP_037722236.1|DSUP
OG0001691	LOC119077971|XP_037041247.1|BCOP	LOC119547299|XP_037710017.1|DSUP
OG0001692	LOC119069159|XP_037028960.1|BCOP	LOC119561065|XP_037730834.1|DSUP
OG0001693	LOC119069078|XP_037028850.1|BCOP	LOC119557591|XP_037726321.1|DSUP
OG0001694	LOC119069932|XP_037030051.1|BCOP	LOC119563294|XP_037732554.1|DSUP
OG0001695	LOC119067243|XP_037026004.1|BCOP	LOC119549491|XP_037713522.1|DSUP
OG0001696	LOC119067018|XP_037025641.1|BCOP	LOC119545814|XP_037707637.1|DSUP
OG0001697	LOC119067851|XP_037026983.1|BCOP	LOC119551256|XP_037716441.1|DSUP
OG0001698	LOC119068832|XP_037028497.1|BCOP	LOC119556003|XP_037723665.1|DSUP
OG0001699	LOC119067858|XP_037026990.1|BCOP	LOC119562407|XP_037731532.1|DSUP
OG0001700	LOC119077575|XP_037040681.1|BCOP, LOC119084064|XP_037049798.1|BCOP	LOC119548716|XP_037712121.1|DSUP
OG0001701	LOC119069177|XP_037028999.1|BCOP	LOC119560486|XP_037729877.1|DSUP
OG0001702	LOC119066373|XP_037024692.1|BCOP	LOC119548141|XP_037711167.1|DSUP
OG0001703	LOC119068930|XP_037028690.1|BCOP	LOC119554970|XP_037722030.1|DSUP
OG0001704	LOC119068928|XP_037028688.1|BCOP	LOC119553572|XP_037719951.1|DSUP
OG0001705	LOC119067910|XP_037027098.1|BCOP	LOC119561105|XP_037730931.1|DSUP
OG0001706	LOC119081527|XP_037046427.1|BCOP	LOC119562209|XP_037731333.1|DSUP
OG0001707	LOC119070533|XP_037030802.1|BCOP	LOC119545771|XP_037707546.1|DSUP
OG0001708	LOC119068790|XP_037028445.1|BCOP	LOC119560679|XP_037730181.1|DSUP
OG0001709	LOC119068970|XP_037028730.1|BCOP	LOC119554541|XP_037721427.1|DSUP
OG0001711	LOC119070360|XP_037030550.1|BCOP	LOC119560973|XP_037730672.1|DSUP
OG0001712	LOC119069168|XP_037028972.1|BCOP	LOC119549228|XP_037713045.1|DSUP
OG0001713	LOC119070411|XP_037030638.1|BCOP	LOC119562032|XP_037731319.1|DSUP
OG0001714	LOC119068105|XP_037027426.1|BCOP	LOC119560966|XP_037730647.1|DSUP
OG0001715	LOC119068244|XP_037027670.1|BCOP	LOC119556064|XP_037723802.1|DSUP
OG0001716	LOC119081196|XP_037045807.1|BCOP	LOC119557777|XP_037726605.1|DSUP
OG0001717	LOC119067038|XP_037025668.1|BCOP	LOC119563428|XP_037732741.1|DSUP
OG0001718	LOC119067040|XP_037025672.1|BCOP	LOC119545836|XP_037707717.1|DSUP
OG0001719	LOC119068687|XP_037028261.1|BCOP, LOC119068679|XP_037028259.1|BCOP	LOC119554866|XP_037721879.1|DSUP
OG0001720	LOC119070509|XP_037030762.1|BCOP	LOC119559272|XP_037728269.1|DSUP, LOC119549852|XP_037714079.1|DSUP
OG0001721	LOC119067428|XP_037026293.1|BCOP	LOC119560706|XP_037730227.1|DSUP
OG0001722	LOC119074593|XP_037036734.1|BCOP	LOC119552857|XP_037718661.1|DSUP
OG0001723	LOC119083678|XP_037049357.1|BCOP	LOC119550005|XP_037714355.1|DSUP, LOC119559155|XP_037728152.1|DSUP
OG0001724	LOC119074111|XP_037035969.1|BCOP	LOC119548992|XP_037712519.1|DSUP
OG0001725	LOC119073997|XP_037035821.1|BCOP	LOC119550401|XP_037714982.1|DSUP
OG0001726	LOC119073360|XP_037034663.1|BCOP	LOC119552584|XP_037718146.1|DSUP
OG0001727	LOC119070539|XP_037030810.1|BCOP	LOC119563111|XP_037732282.1|DSUP
OG0001728	LOC119076376|XP_037038987.1|BCOP, LOC119081678|XP_037046662.1|BCOP	LOC119549196|XP_037712953.1|DSUP
OG0001729	LOC119079298|XP_037042980.1|BCOP	LOC119551450|XP_037716721.1|DSUP
OG0001730	LOC119085974|XP_037052431.1|BCOP	LOC119547038|XP_037709640.1|DSUP
OG0001731	LOC119077466|XP_037040571.1|BCOP	LOC119549334|XP_037713242.1|DSUP
OG0001733	LOC119083620|XP_037049252.1|BCOP, LOC119083619|XP_037049251.1|BCOP	LOC119549988|XP_037714322.1|DSUP
OG0001734	LOC119075456|XP_037037792.1|BCOP, LOC119070476|XP_037030728.1|BCOP	LOC119550634|XP_037715398.1|DSUP
OG0001735	LOC119073264|XP_037034537.1|BCOP	LOC119552904|XP_037718757.1|DSUP
OG0001736	LOC119080231|XP_037044373.1|BCOP	LOC119551747|XP_037717196.1|DSUP
OG0001737	LOC119080960|XP_037045487.1|BCOP	LOC119558805|XP_037727997.1|DSUP, LOC119549189|XP_037712945.1|DSUP
OG0001738	LOC119080843|XP_037045298.1|BCOP	LOC119554971|XP_037722027.1|DSUP
OG0001739	LOC119080808|XP_037045274.1|BCOP	LOC119561846|XP_037731254.1|DSUP
OG0001740	LOC119075498|XP_037037858.1|BCOP, LOC119070240|XP_037030407.1|BCOP	LOC119552170|XP_037717922.1|DSUP
OG0001742	LOC119080199|XP_037044335.1|BCOP	LOC119550885|XP_037715801.1|DSUP
OG0001743	LOC119076138|XP_037038711.1|BCOP	LOC119555242|XP_037722453.1|DSUP, LOC119553458|XP_037719788.1|DSUP, LOC119555523|XP_037722875.1|DSUP, LOC119557109|XP_037725616.1|DSUP
OG0001744	LOC119079410|XP_037043196.1|BCOP	LOC119551339|XP_037716569.1|DSUP
OG0001745	LOC119081729|XP_037046785.1|BCOP	LOC119549385|XP_037713353.1|DSUP
OG0001746	LOC119085490|XP_037051801.1|BCOP	LOC119553700|XP_037720188.1|DSUP
OG0001747	LOC119079630|XP_037043520.1|BCOP	LOC119549312|XP_037713215.1|DSUP
OG0001748	LOC119081126|XP_037045765.1|BCOP	LOC119553149|XP_037719292.1|DSUP
OG0001749	LOC119079661|XP_037043605.1|BCOP	LOC119548989|XP_037712517.1|DSUP
OG0001750	LOC119079658|XP_037043596.1|BCOP	LOC119548987|XP_037712515.1|DSUP
OG0001751	LOC119080835|XP_037045288.1|BCOP	LOC119555294|XP_037722538.1|DSUP
OG0001752	LOC119080955|XP_037045480.1|BCOP	LOC119553726|XP_037720240.1|DSUP
OG0001753	LOC119073253|XP_037034509.1|BCOP	LOC119552813|XP_037718583.1|DSUP
OG0001754	LOC119073323|XP_037034608.1|BCOP	LOC119549084|XP_037712728.1|DSUP
OG0001755	LOC119076046|XP_037038572.1|BCOP	LOC119554433|XP_037721255.1|DSUP
OG0001756	LOC119074519|XP_037036577.1|BCOP	LOC119552058|XP_037717747.1|DSUP
OG0001757	LOC119074147|XP_037036042.1|BCOP	LOC119551939|XP_037717527.1|DSUP
OG0001758	LOC119080723|XP_037045104.1|BCOP	LOC119553043|XP_037719036.1|DSUP
OG0001759	LOC119073603|XP_037035073.1|BCOP	LOC119552047|XP_037717718.1|DSUP
OG0001760	LOC119074615|XP_037036773.1|BCOP	LOC119550058|XP_037714445.1|DSUP
OG0001761	LOC119073322|XP_037034606.1|BCOP	LOC119549987|XP_037714318.1|DSUP
OG0001762	LOC119066255|XP_037024487.1|BCOP	LOC119547761|XP_037710695.1|DSUP
OG0001763	LOC119080693|XP_037045035.1|BCOP, LOC119066128|XP_037024312.1|BCOP	LOC119546045|XP_037707997.1|DSUP
OG0001764	LOC119084901|XP_037050950.1|BCOP	LOC119555211|XP_037722403.1|DSUP
OG0001765	LOC119073248|XP_037034476.1|BCOP	LOC119550916|XP_037715858.1|DSUP
OG0001766	LOC119083409|XP_037049024.1|BCOP, LOC119082183|XP_037047494.1|BCOP, LOC119082515|XP_037047922.1|BCOP	LOC119546369|XP_037708525.1|DSUP
OG0001767	LOC119084667|XP_037050638.1|BCOP	LOC119548359|XP_037711502.1|DSUP
OG0001768	LOC119069042|XP_037028808.1|BCOP	LOC119548211|XP_037711273.1|DSUP
OG0001769	LOC119082055|XP_037047282.1|BCOP	LOC119547446|XP_037710234.1|DSUP
OG0001770	LOC119073705|XP_037035204.1|BCOP, LOC119083728|XP_037049425.1|BCOP, LOC119067046|XP_037025684.1|BCOP	LOC119547021|XP_037709619.1|DSUP
OG0001771	LOC119070858|XP_037031266.1|BCOP	LOC119548393|XP_037711547.1|DSUP
OG0001772	LOC119078700|XP_037042258.1|BCOP, LOC119078699|XP_037042257.1|BCOP	LOC119547575|XP_037710404.1|DSUP
OG0001773	LOC119082576|XP_037047996.1|BCOP	LOC119547619|XP_037710473.1|DSUP
OG0001774	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP	LOC119550767|XP_037715621.1|DSUP
OG0001776	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP	LOC119548709|XP_037712102.1|DSUP
OG0001777	LOC119078707|XP_037042271.1|BCOP	LOC119548064|XP_037711078.1|DSUP
OG0001778	LOC119079060|XP_037042761.1|BCOP	LOC119548799|XP_037712305.1|DSUP
OG0001779	LOC119075648|XP_037038030.1|BCOP	LOC119548666|XP_037712023.1|DSUP
OG0001780	LOC119081661|XP_037046639.1|BCOP	LOC119559145|XP_037728141.1|DSUP
OG0001781	LOC119085957|XP_037052409.1|BCOP	LOC119547634|XP_037710499.1|DSUP
OG0001782	LOC119072880|XP_037034088.1|BCOP	LOC119546679|XP_037709071.1|DSUP
OG0001783	LOC119076346|XP_037038936.1|BCOP	LOC119548479|XP_037711678.1|DSUP
OG0001784	LOC119082062|XP_037047291.1|BCOP	LOC119545999|XP_037707925.1|DSUP
OG0001785	LOC119081413|XP_037046205.1|BCOP, LOC119083653|XP_037049324.1|BCOP	LOC119549766|XP_037713950.1|DSUP
OG0001786	LOC119085436|XP_037051749.1|BCOP	LOC119546511|XP_037708762.1|DSUP
OG0001787	LOC119066153|XP_037024350.1|BCOP	LOC119546412|XP_037708599.1|DSUP
OG0001788	LOC119084388|XP_037050251.1|BCOP	LOC119559449|XP_037728480.1|DSUP
OG0001789	LOC119079846|XP_037043808.1|BCOP	LOC119550869|XP_037715777.1|DSUP
OG0001790	LOC119076539|XP_037039228.1|BCOP, LOC119082236|XP_037047594.1|BCOP	LOC119548481|XP_037711682.1|DSUP
OG0001791	LOC119081629|XP_037046575.1|BCOP	LOC119552052|XP_037717723.1|DSUP
OG0001792	LOC119078851|XP_037042455.1|BCOP	LOC119546001|XP_037707929.1|DSUP
OG0001793	LOC119073435|XP_037034811.1|BCOP	LOC119549620|XP_037713721.1|DSUP
OG0001794	LOC119066773|XP_037025321.1|BCOP	LOC119548801|XP_037712306.1|DSUP
OG0001795	LOC119072041|XP_037033055.1|BCOP	LOC119546709|XP_037709118.1|DSUP
OG0001796	LOC119069660|XP_037029673.1|BCOP	LOC119557056|XP_037725532.1|DSUP
OG0001797	LOC119081026|XP_037045607.1|BCOP	LOC119558948|XP_037728075.1|DSUP
OG0001799	LOC119084672|XP_037050644.1|BCOP	LOC119556580|XP_037724807.1|DSUP
OG0001800	LOC119074840|XP_037037041.1|BCOP, LOC119078739|XP_037042328.1|BCOP	LOC119546379|XP_037708541.1|DSUP
OG0001801	LOC119070239|XP_037030404.1|BCOP, LOC119083377|XP_037048986.1|BCOP, LOC119075132|XP_037037412.1|BCOP	LOC119553095|XP_037719179.1|DSUP
OG0001802	LOC119077578|XP_037040683.1|BCOP	LOC119560821|XP_037730394.1|DSUP, LOC119563193|XP_037732408.1|DSUP
OG0001803	LOC119074668|XP_037036845.1|BCOP	LOC119560001|XP_037729201.1|DSUP
OG0001804	LOC119074411|XP_037036433.1|BCOP	LOC119560989|XP_037730695.1|DSUP
OG0001805	LOC119083334|XP_037048955.1|BCOP, LOC119076508|XP_037039185.1|BCOP, LOC119083881|XP_037049590.1|BCOP	LOC119552829|XP_037718612.1|DSUP
OG0001806	LOC119077764|XP_037040969.1|BCOP	LOC119545785|XP_037707585.1|DSUP
OG0001807	LOC119074311|XP_037036254.1|BCOP	LOC119549840|XP_037714067.1|DSUP
OG0001808	LOC119067233|XP_037025988.1|BCOP	LOC119563002|XP_037732117.1|DSUP
OG0001809	LOC119084084|XP_037049815.1|BCOP	LOC119560601|XP_037730057.1|DSUP
OG0001810	LOC119075999|XP_037038466.1|BCOP	LOC119554847|XP_037721856.1|DSUP
OG0001811	LOC119083150|XP_037048690.1|BCOP	LOC119551713|XP_037717115.1|DSUP
OG0001812	LOC119076651|XP_037039429.1|BCOP	LOC119557714|XP_037726524.1|DSUP
OG0001813	LOC119076005|XP_037038475.1|BCOP	LOC119559918|XP_037729048.1|DSUP
OG0001814	LOC119072241|XP_037033312.1|BCOP, LOC119067977|XP_037027223.1|BCOP, LOC119067968|XP_037027201.1|BCOP	LOC119561062|XP_037730826.1|DSUP
OG0001815	LOC119074471|XP_037036508.1|BCOP	LOC119560618|XP_037730084.1|DSUP
OG0001816	LOC119078718|XP_037042286.1|BCOP	LOC119551877|XP_037717400.1|DSUP
OG0001817	LOC119074379|XP_037036385.1|BCOP	LOC119551152|XP_037716273.1|DSUP
OG0001818	LOC119074284|XP_037036198.1|BCOP	LOC119556912|XP_037725327.1|DSUP
OG0001819	LOC119070039|XP_037030218.1|BCOP	LOC119551135|XP_037716253.1|DSUP
OG0001820	LOC119078953|XP_037042596.1|BCOP	LOC119556573|XP_037724800.1|DSUP
OG0001821	LOC119083186|XP_037048743.1|BCOP	LOC119550267|XP_037714773.1|DSUP
OG0001822	LOC119070878|XP_037031291.1|BCOP, LOC119082020|XP_037047233.1|BCOP	LOC119550155|XP_037714594.1|DSUP
OG0001823	LOC119072464|XP_037033583.1|BCOP	LOC119553527|XP_037719880.1|DSUP
OG0001824	LOC119077697|XP_037040864.1|BCOP, LOC119077718|XP_037040895.1|BCOP, LOC119077696|XP_037040863.1|BCOP	LOC119548175|XP_037711216.1|DSUP
OG0001825	LOC119072845|XP_037034052.1|BCOP	LOC119549532|XP_037713580.1|DSUP
OG0001826	LOC119071288|XP_037032053.1|BCOP	LOC119551314|XP_037716537.1|DSUP
OG0001827	LOC119072658|XP_037033808.1|BCOP, LOC119068437|XP_037027904.1|BCOP	LOC119551400|XP_037716663.1|DSUP
OG0001828	LOC119071869|XP_037032826.1|BCOP	LOC119555924|XP_037723551.1|DSUP
OG0001829	LOC119072596|XP_037033746.1|BCOP	LOC119551793|XP_037717268.1|DSUP
OG0001830	LOC119082400|XP_037047826.1|BCOP, LOC119070530|XP_037030799.1|BCOP	LOC119551153|XP_037716275.1|DSUP
OG0001831	LOC119084778|XP_037050735.1|BCOP	LOC119553523|XP_037719874.1|DSUP
OG0001832	LOC119084082|XP_037049813.1|BCOP	LOC119556871|XP_037725273.1|DSUP
OG0001833	LOC119076942|XP_037039888.1|BCOP	LOC119550194|XP_037714666.1|DSUP
OG0001834	LOC119069690|XP_037029711.1|BCOP, LOC119067248|XP_037026012.1|BCOP	LOC119560916|XP_037730546.1|DSUP
OG0001838	LOC119075784|XP_037038244.1|BCOP	LOC119550985|XP_037715947.1|DSUP
OG0001848	LOC119068234|XP_037027645.1|BCOP	LOC119562301|XP_037731387.1|DSUP
OG0001849	LOC119067444|XP_037026319.1|BCOP	LOC119562886|XP_037731930.1|DSUP
OG0001850	LOC119085077|XP_037051212.1|BCOP, LOC119083087|XP_037048601.1|BCOP	LOC119549524|XP_037713612.1|DSUP
OG0001851	LOC119085003|XP_037051069.1|BCOP	LOC119548726|XP_037712201.1|DSUP
OG0001852	LOC119071421|XP_037032192.1|BCOP	LOC119552698|XP_037718362.1|DSUP
OG0001853	LOC119085625|XP_037051944.1|BCOP, LOC119085682|XP_037052024.1|BCOP	LOC119545835|XP_037707692.1|DSUP
OG0001854	LOC119073386|XP_037034707.1|BCOP	LOC119555885|XP_037723475.1|DSUP
OG0001855	LOC119083430|XP_037049050.1|BCOP	LOC119549686|XP_037713829.1|DSUP, LOC119551311|XP_037716534.1|DSUP
OG0001856	LOC119069649|XP_037029667.1|BCOP	LOC119557162|XP_037725690.1|DSUP
OG0001857	LOC119068857|XP_037028587.1|BCOP	LOC119556188|XP_037724059.1|DSUP
OG0001858	LOC119068402|XP_037027856.1|BCOP	LOC119557658|XP_037726441.1|DSUP
OG0001859	LOC119081671|XP_037046649.1|BCOP	LOC119557815|XP_037726681.1|DSUP
OG0001860	LOC119076117|XP_037038674.1|BCOP	LOC119554752|XP_037721708.1|DSUP
OG0001861	LOC119068190|XP_037027583.1|BCOP	LOC119562215|XP_037731347.1|DSUP
OG0001862	LOC119068469|XP_037027961.1|BCOP	LOC119557696|XP_037726497.1|DSUP
OG0001863	LOC119068016|XP_037027270.1|BCOP	LOC119553176|XP_037719344.1|DSUP, LOC119556297|XP_037724299.1|DSUP
OG0001864	LOC119084883|XP_037050927.1|BCOP	LOC119560954|XP_037730625.1|DSUP
OG0001865	LOC119068623|XP_037028184.1|BCOP	LOC119556160|XP_037723990.1|DSUP
OG0001866	LOC119068120|XP_037027468.1|BCOP	LOC119563300|XP_037732557.1|DSUP
OG0001867	LOC119081267|XP_037045904.1|BCOP	LOC119555648|XP_037723134.1|DSUP
OG0001868	LOC119067265|XP_037026038.1|BCOP, LOC119067123|XP_037025792.1|BCOP, LOC119078561|XP_037042024.1|BCOP	LOC119547928|XP_037710901.1|DSUP
OG0001869	LOC119074368|XP_037036368.1|BCOP, LOC119074367|XP_037036366.1|BCOP, LOC119074366|XP_037036364.1|BCOP	LOC119562962|XP_037732065.1|DSUP
OG0001870	LOC119070614|XP_037030937.1|BCOP	LOC119556443|XP_037724605.1|DSUP
OG0001872	LOC119070096|XP_037030304.1|BCOP	LOC119555255|XP_037722485.1|DSUP
OG0001873	LOC119069539|XP_037029511.1|BCOP	LOC119560474|XP_037729862.1|DSUP
OG0001874	LOC119068632|XP_037028197.1|BCOP	LOC119546958|XP_037709533.1|DSUP
OG0001875	LOC119069327|XP_037029280.1|BCOP	LOC119563503|XP_037732874.1|DSUP
OG0001876	LOC119068436|XP_037027902.1|BCOP	LOC119556543|XP_037724754.1|DSUP
OG0001877	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP	LOC119557052|XP_037725526.1|DSUP
OG0001878	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP	LOC119557578|XP_037726308.1|DSUP
OG0001879	LOC119068334|XP_037027784.1|BCOP	LOC119563248|XP_037732487.1|DSUP
OG0001880	LOC119067915|XP_037027111.1|BCOP	LOC119560743|XP_037730285.1|DSUP
OG0001881	LOC119069356|XP_037029324.1|BCOP	LOC119560628|XP_037730099.1|DSUP
OG0001882	LOC119069099|XP_037028886.1|BCOP	LOC119549008|XP_037712578.1|DSUP
OG0001883	LOC119067716|XP_037026727.1|BCOP	LOC119563018|XP_037732140.1|DSUP
OG0001884	LOC119069433|XP_037029385.1|BCOP	LOC119563524|XP_037732922.1|DSUP, LOC119561850|XP_037731260.1|DSUP
OG0001885	LOC119080560|XP_037044870.1|BCOP	LOC119548485|XP_037711686.1|DSUP
OG0001886	LOC119085717|XP_037052061.1|BCOP	LOC119555852|XP_037723417.1|DSUP, LOC119555843|XP_037723403.1|DSUP
OG0001887	LOC119085543|XP_037051856.1|BCOP	LOC119551374|XP_037716623.1|DSUP
OG0001888	LOC119067103|XP_037025761.1|BCOP	LOC119560090|XP_037729337.1|DSUP
OG0001889	LOC119067521|XP_037026443.1|BCOP	LOC119557816|XP_037726682.1|DSUP
OG0001890	LOC119079313|XP_037043002.1|BCOP, LOC119079311|XP_037043001.1|BCOP	LOC119555264|XP_037722495.1|DSUP
OG0001891	LOC119067582|XP_037026572.1|BCOP	LOC119545747|XP_037707507.1|DSUP
OG0001892	LOC119075316|XP_037037631.1|BCOP	LOC119562488|XP_037731620.1|DSUP
OG0001893	LOC119067846|XP_037026973.1|BCOP	LOC119554458|XP_037721301.1|DSUP
OG0001894	LOC119080082|XP_037044198.1|BCOP	LOC119551330|XP_037716557.1|DSUP
OG0001895	LOC119080999|XP_037045562.1|BCOP	LOC119548219|XP_037711320.1|DSUP
OG0001897	LOC119067082|XP_037025726.1|BCOP	LOC119559844|XP_037728869.1|DSUP
OG0001898	LOC119069834|XP_037029897.1|BCOP	LOC119557454|XP_037726147.1|DSUP
OG0001899	LOC119069346|XP_037029311.1|BCOP	LOC119561066|XP_037730836.1|DSUP
OG0001900	LOC119084482|XP_037050365.1|BCOP, LOC119084090|XP_037049822.1|BCOP	LOC119553436|XP_037719754.1|DSUP
OG0001901	LOC119068227|XP_037027630.1|BCOP	LOC119548781|XP_037712269.1|DSUP
OG0001902	LOC119069170|XP_037028975.1|BCOP	LOC119562437|XP_037731550.1|DSUP, LOC119559301|XP_037728308.1|DSUP, LOC119559291|XP_037728296.1|DSUP
OG0001903	LOC119066507|XP_037024912.1|BCOP	LOC119560445|XP_037729819.1|DSUP
OG0001904	LOC119080209|XP_037044342.1|BCOP, LOC119067074|XP_037025701.1|BCOP, LOC119074193|XP_037036081.1|BCOP	LOC119563172|XP_037732367.1|DSUP
OG0001906	LOC119067171|XP_037025879.1|BCOP, LOC119080675|XP_037045001.1|BCOP	LOC119560886|XP_037730500.1|DSUP
OG0001907	LOC119068764|XP_037028398.1|BCOP	LOC119556481|XP_037724662.1|DSUP
OG0001908	LOC119085477|XP_037051790.1|BCOP	LOC119554202|XP_037720934.1|DSUP
OG0001909	LOC119069055|XP_037028823.1|BCOP	LOC119558251|XP_037727505.1|DSUP
OG0001910	LOC119068662|XP_037028238.1|BCOP	LOC119560590|XP_037730043.1|DSUP
OG0001911	LOC119067469|XP_037026355.1|BCOP	LOC119555029|XP_037722231.1|DSUP
OG0001912	LOC119085811|XP_037052189.1|BCOP	LOC119549487|XP_037713518.1|DSUP
OG0001914	LOC119067414|XP_037026262.1|BCOP	LOC119550213|XP_037714701.1|DSUP
OG0001915	LOC119084835|XP_037050815.1|BCOP	LOC119553188|XP_037719363.1|DSUP
OG0001916	LOC119081737|XP_037046800.1|BCOP	LOC119550002|XP_037714351.1|DSUP
OG0001917	LOC119073456|XP_037034846.1|BCOP	LOC119555222|XP_037722422.1|DSUP
OG0001918	LOC119084932|XP_037050966.1|BCOP	LOC119554250|XP_037721016.1|DSUP
OG0001919	LOC119074137|XP_037036018.1|BCOP	LOC119551275|XP_037716469.1|DSUP
OG0001920	LOC119080390|XP_037044600.1|BCOP, LOC119081340|XP_037046034.1|BCOP	LOC119552598|XP_037718182.1|DSUP
OG0001921	LOC119075484|XP_037037831.1|BCOP	LOC119549015|XP_037712586.1|DSUP
OG0001922	LOC119073165|XP_037034362.1|BCOP, LOC119073166|XP_037034364.1|BCOP	LOC119550189|XP_037714658.1|DSUP
OG0001924	LOC119082349|XP_037047762.1|BCOP	LOC119562590|XP_037731739.1|DSUP
OG0001925	LOC119080967|XP_037045501.1|BCOP, LOC119085592|XP_037051909.1|BCOP	LOC119555563|XP_037722940.1|DSUP
OG0001926	LOC119075663|XP_037038070.1|BCOP	LOC119554946|XP_037721984.1|DSUP
OG0001927	LOC119084335|XP_037050159.1|BCOP	LOC119549794|XP_037713987.1|DSUP
OG0001928	LOC119084906|XP_037050956.1|BCOP	LOC119553205|XP_037719385.1|DSUP
OG0001929	LOC119080713|XP_037045072.1|BCOP	LOC119553672|XP_037720113.1|DSUP
OG0001930	LOC119079460|XP_037043282.1|BCOP	LOC119551099|XP_037716206.1|DSUP
OG0001931	LOC119080261|XP_037044404.1|BCOP	LOC119553314|XP_037719568.1|DSUP
OG0001932	LOC119081873|XP_037047006.1|BCOP	LOC119555482|XP_037722816.1|DSUP
OG0001933	LOC119073719|XP_037035237.1|BCOP	LOC119551038|XP_037716075.1|DSUP
OG0001934	LOC119077487|XP_037040595.1|BCOP	LOC119554380|XP_037721189.1|DSUP
OG0001935	LOC119080985|XP_037045525.1|BCOP	LOC119552954|XP_037718864.1|DSUP
OG0001937	LOC119073518|XP_037034942.1|BCOP	LOC119549958|XP_037714270.1|DSUP
OG0001938	LOC119070232|XP_037030398.1|BCOP, LOC119075124|XP_037037405.1|BCOP	LOC119551529|XP_037716843.1|DSUP
OG0001939	LOC119073670|XP_037035170.1|BCOP	LOC119550858|XP_037715761.1|DSUP
OG0001940	LOC119079400|XP_037043178.1|BCOP	LOC119551981|XP_037717624.1|DSUP
OG0001941	LOC119084724|XP_037050696.1|BCOP	LOC119553561|XP_037719933.1|DSUP
OG0001943	LOC119080982|XP_037045522.1|BCOP	LOC119554584|XP_037721494.1|DSUP
OG0001944	LOC119080072|XP_037044186.1|BCOP	LOC119555553|XP_037722926.1|DSUP
OG0001945	LOC119073449|XP_037034837.1|BCOP	LOC119549209|XP_037712985.1|DSUP
OG0001946	LOC119082790|XP_037048279.1|BCOP, LOC119075499|XP_037037860.1|BCOP	LOC119550048|XP_037714430.1|DSUP
OG0001947	LOC119079362|XP_037043105.1|BCOP	LOC119551116|XP_037716225.1|DSUP
OG0001948	LOC119080503|XP_037044798.1|BCOP	LOC119556601|XP_037724841.1|DSUP
OG0001949	LOC119077322|XP_037040397.1|BCOP	LOC119553826|XP_037720385.1|DSUP
OG0001950	LOC119073232|XP_037034439.1|BCOP	LOC119560631|XP_037730102.1|DSUP
OG0001951	LOC119081713|XP_037046718.1|BCOP	LOC119551001|XP_037715978.1|DSUP
OG0001952	LOC119074053|XP_037035898.1|BCOP	LOC119561994|XP_037731313.1|DSUP
OG0001953	LOC119079610|XP_037043499.1|BCOP	LOC119551039|XP_037716077.1|DSUP
OG0001954	LOC119079366|XP_037043115.1|BCOP	LOC119551621|XP_037716972.1|DSUP
OG0001955	LOC119079390|XP_037043171.1|BCOP	LOC119549280|XP_037713141.1|DSUP
OG0001956	LOC119080715|XP_037045092.1|BCOP	LOC119552922|XP_037718789.1|DSUP
OG0001957	LOC119079960|XP_037043967.1|BCOP	LOC119551304|XP_037716527.1|DSUP
OG0001958	LOC119081650|XP_037046627.1|BCOP	LOC119549220|XP_037713021.1|DSUP
OG0001959	LOC119072456|XP_037033575.1|BCOP	LOC119553699|XP_037720185.1|DSUP
OG0001960	LOC119078235|XP_037041588.1|BCOP, LOC119079928|XP_037043923.1|BCOP	LOC119553501|XP_037719849.1|DSUP
OG0001961	LOC119079675|XP_037043622.1|BCOP	LOC119551354|XP_037716602.1|DSUP
OG0001962	LOC119079441|XP_037043249.1|BCOP	LOC119551329|XP_037716556.1|DSUP
OG0001963	LOC119072920|XP_037034134.1|BCOP, LOC119084186|XP_037049950.1|BCOP, LOC119081573|XP_037046503.1|BCOP	LOC119553807|XP_037720355.1|DSUP
OG0001964	LOC119073177|XP_037034382.1|BCOP	LOC119554231|XP_037720989.1|DSUP
OG0001965	LOC119083324|XP_037048904.1|BCOP, LOC119083366|XP_037048978.1|BCOP	LOC119555065|XP_037722200.1|DSUP
OG0001966	LOC119067255|XP_037026026.1|BCOP	LOC119562905|XP_037731973.1|DSUP
OG0001967	LOC119085549|XP_037051863.1|BCOP, LOC119073362|XP_037034662.1|BCOP	LOC119551892|XP_037717422.1|DSUP
OG0001968	LOC119080491|XP_037044779.1|BCOP	LOC119553182|XP_037719352.1|DSUP
OG0001969	LOC119084839|XP_037050831.1|BCOP, LOC119080417|XP_037044656.1|BCOP	LOC119550171|XP_037714633.1|DSUP, LOC119559591|XP_037728534.1|DSUP
OG0001970	LOC119080020|XP_037044093.1|BCOP	LOC119550390|XP_037714969.1|DSUP
